""	DPP4	CD2	CD3D	CD3G	KLRD1	KLRB1	CCR5	CD8A	CD8B	KLRK1	CD247	CD69	KLRC1	ITGA4	CXCR4	KLRF1	ADGRE5	F2R	CD44	ITGB1	IGF2R	CD53	ITGAL	ITGB2	PILRB	PTGER4	PTPRC	CD226	S1PR4	RIPK1	TNFRSF14	PTGER2	ERAP1	CD9	SMAP1	EGFR	CLEC2D	CD4	CANX	TFRC	TSPAN5	SIGIRR	TSPAN14	PTPRA	HAVCR2	NCL	CD81	LPP	CD74	RPSA	PTPRZ1	SORL1	CD46	APLP2	CD63	C1QBP	ITGB8	LAMP1
CD247	0.750992274917199	0.76813403228382	0.754732394368443	0.682076521463259	0.631894957235532	0.745495462141069	0.762939158739378	0.57541178787925	0.738169468893561	0.65450240429553	1	0.792164243015798	0.641730240828714	0.760429666020853	0.89843634549491	0.536126473383966	0.82885302527036	0.50829019789469	0.787892349564141	0.588364279302414	0.747989047337383	0.863176532816218	0.899529463019463	0.657076742592637	0.296940768126913	0.879526946992229	0.85336159651967	0.687627768262062	0.675342890765366	0.133272484043894	0.789375410138676	0.688684929050647	0.581477370794668	-0.105016100209272	0.621627371112624	-0.295377311725213	0.77923728133776	0.434922753753179	0.12691476449864	0.0374748193511084	0.452994251899807	0.842381020720508	0.611022230663297	0.0142558388339027	0.462984444625135	0.670487268338001	0.13657528727124	0.254754906895722	0.0943707380803161	0.685757033628164	-0.36790153714698	0.207077349592431	0.393671548636591	-0.114000342945327	-0.0588047765757383	0.650847669289853	-0.366992739606281	0.354429474021958
CD69	0.878428287533009	0.958286885134913	0.927676397300694	0.89501479358325	0.149073228613238	0.923706545050151	0.659001441556787	0.720410535617139	0.731606224323425	0.412756462243841	0.792164243015798	1	0.200537481795661	0.837714106364981	0.920269433799061	0.0899652254412392	0.971342027748848	0.211188104014526	0.872535682215879	0.590347417792163	0.4198614027862	0.815386743789575	0.615810029154764	0.709595562185668	-0.136785469765755	0.912064517376763	0.921460654454853	0.874575972273969	0.76686883689566	0.341743014331508	0.930650987990599	0.826944021265727	0.849759205780748	-0.257884636181642	0.688631266588435	-0.320644162707736	0.952834014896154	0.685609205046877	0.0953562675413025	-0.014160512666414	0.582239686983096	0.834482852385322	0.535147952011556	-0.101696941064478	0.255420985122075	0.6131097134944	0.185830005537768	0.11861415541119	0.101621260565524	0.902133962150461	-0.400987040636494	0.156503825982117	0.40200123077214	-0.161469299875959	-0.123864346194116	0.686208340890738	-0.431142696260747	0.366236122344698
KLRC1	0.177348541921971	0.219597421823909	0.193801477242813	0.124491559696423	0.943072885578969	0.090993909314395	0.588218085530587	0.240712403970687	0.38896467949107	0.784692470369973	0.641730240828714	0.200537481795661	1	0.472454818748054	0.469579996447623	0.896096237112374	0.290881994161218	0.578749358171702	0.429443325524772	0.403335721371121	0.574171574849901	0.424193231115546	0.708601389384713	0.223809810053614	0.651873602023148	0.344652588429795	0.356110409300486	0.0420109018607999	0.2185492280254	0.125577540889657	0.171382002884912	0.114108730467729	0.0698602408263515	0.116913281269518	0.26611906576085	-0.183202305874448	0.15834731180567	-0.151416269644665	0.0562011428523111	-0.0136115489364053	0.0545308344591854	0.326630651723442	0.142189405403617	0.0516427419104295	0.393693469869873	0.363446537095035	0.0141800879272519	0.208693132229739	0.0472492275985454	0.0450728061941715	-0.215852606669153	0.141668598397976	0.0282683367607003	-0.0675822207829367	-0.0191781447309438	0.253194216889494	-0.176202370740036	0.0690676119005926
ITGA4	0.663758670905538	0.88551790674721	0.856865082921511	0.850750684043159	0.380391191995503	0.60920482550646	0.899213650040704	0.853520606905934	0.831235320330794	0.761469313868362	0.760429666020853	0.837714106364981	0.472454818748054	1	0.929899350647761	0.367702358014944	0.891635076858084	0.45854686408487	0.965535095817531	0.704635709896834	0.438858466206428	0.793448641159631	0.676897228895629	0.655636565934791	0.0538476318221341	0.780093844378211	0.89902235962771	0.707744497740385	0.586754780107061	0.548781351927067	0.757102702568308	0.550978197608002	0.809469354340481	-0.157202587455159	0.577748687666605	-0.364263334072451	0.805458463036724	0.407718002803444	0.0490370292168357	-0.121726610492321	0.348874853848595	0.774996405896103	0.308582366373173	-0.0848148048441308	0.33024000539131	0.592358050589822	0.213495808730338	0.157173701344541	0.15150613904678	0.658596475136014	-0.445516061835714	0.184818423428858	0.224137068961209	-0.212739836763114	-0.151775341882529	0.62699930173904	-0.435670972492237	0.240310222928394
CXCR4	0.846783621914127	0.946213126631408	0.929520375907092	0.891598500985131	0.41258766327331	0.786116245185421	0.858825732856862	0.824627919012635	0.891445131463404	0.67547649449839	0.89843634549491	0.920269433799061	0.469579996447623	0.929899350647761	1	0.334383105659475	0.96575094121995	0.421225580062218	0.949199087694351	0.704490723075138	0.583539946567061	0.90979390191875	0.818771845196309	0.751398886480784	0.102046189859248	0.940771527041679	0.979048560390143	0.817933747935088	0.764348588008991	0.39044077524668	0.873875663431599	0.756063215351591	0.833197383100348	-0.152427116190925	0.672125354837849	-0.345902630175265	0.89638501435237	0.551346600939125	0.108348683907862	-0.030480187534957	0.477508141303927	0.906852681650911	0.556254272955368	-0.0559134953068255	0.445082852418464	0.719698920368152	0.244424030679441	0.232147410690651	0.189800179150695	0.806916176008554	-0.434225942643312	0.244869278807314	0.392453452943659	-0.145716533173544	-0.0980242618712473	0.719807829507968	-0.442472759358265	0.342304070169382
KLRF1	-0.0481227970931739	0.0703280434312768	0.0107504347404153	-0.061985325802057	0.930740669755317	-0.0644555884035069	0.451754191269364	0.0745901774244154	0.209580175332498	0.782344003164559	0.536126473383966	0.0899652254412392	0.896096237112374	0.367702358014944	0.334383105659475	1	0.145725321069806	0.524885886494441	0.322843879783853	0.259853950295074	0.402076944527475	0.291087477527062	0.504567335809712	0.102104969595062	0.547482975464352	0.144480285914296	0.205054846202259	-0.0984198252341603	-0.0709638954319513	0.059000552978145	0.0569356287847037	-0.0757027348143152	-0.00157120596166707	0.0990465407258952	0.152486735423159	-0.189078108393569	0.0208230926062145	-0.303048317822606	-0.000419966070018758	-0.0905256771517723	-0.126271499051552	0.193605414119128	-0.0302653130114938	0.0314737176744017	0.29567699361459	0.192634444879499	-0.0492147309422373	0.105079351153989	-0.021895391974508	-0.124526631869025	-0.208468785681125	0.0857398949017518	-0.150890613283048	-0.123178725330812	-0.0515445410947488	0.160324928056435	-0.16943163092649	-0.0323151742848232
ADGRE5	0.896070127060621	0.976097407175718	0.966055258792042	0.939356434273805	0.238761381135193	0.870095037411014	0.754657592550307	0.819632160722952	0.85320165513971	0.529909742343257	0.82885302527036	0.971342027748848	0.290881994161218	0.891635076858084	0.96575094121995	0.145725321069806	1	0.323714911819864	0.91656986678633	0.643727267096973	0.506627215252395	0.862105250604362	0.705230911420114	0.738691472144289	-0.0538780421301305	0.94598551760947	0.958868884403905	0.895219376101733	0.789482973193509	0.354906579397148	0.919180902287449	0.819188236515628	0.87144970116409	-0.210740137410371	0.684608538419004	-0.316167844886514	0.930849901965028	0.632922451828218	0.106851514296772	-0.0414783898053545	0.53642359027026	0.887872479360697	0.54497727841326	-0.0707101575493905	0.348484110239043	0.682128564501354	0.219316793251933	0.178130541805153	0.136319048359409	0.884177370386933	-0.402945039847931	0.175802925130303	0.425455074893431	-0.1491618281578	-0.0962590653553026	0.708422571023606	-0.421315097042795	0.346279498962024
F2R	0.180254097306885	0.270311871990776	0.276242671097806	0.266946038521193	0.603906052273566	0.11341625340235	0.528108949534921	0.337864118510245	0.420524976627194	0.583859261343283	0.50829019789469	0.211188104014526	0.578749358171702	0.45854686408487	0.421225580062218	0.524885886494441	0.323714911819864	1	0.454513903599296	0.658909200619289	0.693406764868709	0.531152892751608	0.510662116856228	0.442253498231892	0.504659645706017	0.336003192080638	0.396162205449165	0.215256477553764	0.187219633779637	0.333403555481304	0.286191155012164	0.210582597085656	0.221105118480447	0.328240086590546	0.46206037998019	0.16995845785859	0.225767224153776	0.0960630878705093	0.445916353605819	0.217660698359039	0.307714081095824	0.446799939886524	0.288416854591565	0.455252381230174	0.483526732335021	0.563838897700376	0.378530308399883	0.608026022597746	0.239251090754921	0.196217286131344	0.133794990244895	0.299875322440411	0.393568038291345	0.328697390184322	0.358123084410903	0.512559676376928	0.172724234956021	0.378305496955068
CD44	0.72673544386445	0.932393025628059	0.885601840845197	0.876040991432458	0.353180929763732	0.674575604564199	0.877106007026312	0.851987179852273	0.86559257781948	0.718944326333638	0.787892349564141	0.872535682215879	0.429443325524772	0.965535095817531	0.949199087694351	0.322843879783853	0.91656986678633	0.454513903599296	1	0.714205154452266	0.467517817871807	0.824838224447453	0.696357555385206	0.640991401779474	0.0291140798320029	0.831775575027022	0.921588656987467	0.721849761808145	0.66440034702237	0.527982052945787	0.802569021926086	0.661757799226389	0.833509600270965	-0.180302861954207	0.602373067711673	-0.323547350727063	0.852108092968632	0.431757672360708	0.0586386046390035	-0.0876029057746756	0.417504098877842	0.805226310912357	0.381523771675376	-0.0834977902874458	0.30233663692137	0.624852279127711	0.181508815394988	0.197340882690197	0.0989798052835286	0.708255748974958	-0.417345381346247	0.141600918630746	0.313886028583842	-0.202536528395751	-0.135926976848901	0.647110246486425	-0.414092474946591	0.229067123332681
ITGB1	0.54790055850274	0.641470878007609	0.599239136518702	0.581761992031875	0.318563807804696	0.47632743165872	0.655541075889247	0.584391851196132	0.628890971903567	0.48039294895489	0.588364279302414	0.590347417792163	0.403335721371121	0.704635709896834	0.704490723075138	0.259853950295074	0.643727267096973	0.658909200619289	0.714205154452266	1	0.622439610890604	0.790316909961256	0.596780070054736	0.778168669736669	0.359843276351236	0.660158070451053	0.749925302201328	0.518122456053076	0.544615419431103	0.720351943840738	0.640428122166121	0.569539977800012	0.674330272045007	0.308334013088876	0.730062008614664	0.0194081841882035	0.651643465239811	0.59741288791381	0.557392774218542	0.389274744539413	0.647192412238937	0.681075750795854	0.62469340971583	0.346271870855027	0.651795118140633	0.814575429236395	0.680211208498854	0.70711976857179	0.587722291987764	0.612440476148473	-0.0375773553924951	0.624310816456335	0.601402297640175	0.422978141570647	0.305861257541973	0.801810746809642	-0.0156129247027613	0.644986191806382
IGF2R	0.527105666748399	0.411944632919696	0.447485183509766	0.387905893240619	0.585882220289396	0.463142526115717	0.528680611439558	0.313563556473122	0.528154958574842	0.42957254550968	0.747989047337383	0.4198614027862	0.574171574849901	0.438858466206428	0.583539946567061	0.402076944527475	0.506627215252395	0.693406764868709	0.467517817871807	0.622439610890604	1	0.697045835662029	0.776909929974825	0.597795758398803	0.573772341807607	0.65141863996636	0.570378261343713	0.465855421321131	0.471768682682597	0.0328844765212956	0.571836638685906	0.469675394933206	0.289285473877207	0.203944098478013	0.55438135997004	0.086773004727959	0.474615215246527	0.385636812653684	0.436224971887278	0.426147257157643	0.48785038313752	0.693227404134708	0.705348749624583	0.35785692634565	0.667523408714673	0.672458555482264	0.327430159622943	0.656619075730408	0.265002704920443	0.450434073295774	0.0418629244504108	0.397725795347287	0.700936904182956	0.320610633824324	0.196919723220941	0.569672191346757	0.0682310069806794	0.569806055528805
CD53	0.775588344474853	0.831348996367685	0.822357266105697	0.782923969887267	0.408044840175696	0.751707350522029	0.763658466282976	0.687960814169381	0.801494085128745	0.538904521241142	0.863176532816218	0.815386743789575	0.424193231115546	0.793448641159631	0.90979390191875	0.291087477527062	0.862105250604362	0.531152892751608	0.824838224447453	0.790316909961256	0.697045835662029	1	0.796267331043886	0.900842350691826	0.162875733831415	0.904032762323549	0.936006533295319	0.776767403889559	0.712816599247751	0.399664190071608	0.861024064092672	0.783447920394495	0.75391956004229	0.0434870139971141	0.757128985220353	-0.251303367893498	0.841784678104553	0.707725999490614	0.318657639567829	0.156774259711669	0.55542443640705	0.902106200064534	0.761015375252923	0.103409555573323	0.681656271447968	0.835285090281164	0.504905641626381	0.428129124472581	0.469627029657265	0.815789805929846	-0.325862669078731	0.51438385387343	0.528756076996455	0.144485317043992	0.114597657382732	0.848337842162493	-0.330264497245352	0.535288419717974
ITGAL	0.716730606740341	0.661916035334518	0.688327280646492	0.622496984716203	0.650945904216543	0.567114422644336	0.801950125876288	0.596326015714608	0.780218052272838	0.663912565580876	0.899529463019463	0.615810029154764	0.708601389384713	0.676897228895629	0.818771845196309	0.504567335809712	0.705230911420114	0.510662116856228	0.696357555385206	0.596780070054736	0.776909929974825	0.796267331043886	1	0.604900359474735	0.487222442018948	0.827918894153708	0.782564343843808	0.57107486424841	0.717788947514838	0.13834721643757	0.628596179434929	0.589068024568585	0.472571543541049	-0.0303588351540482	0.504641739492664	-0.243373321514531	0.626709426300661	0.338595657157952	0.132053249000192	0.075449894332473	0.375006619637902	0.765595353481692	0.604142196287698	0.032569478523966	0.55590572932968	0.681899700007547	0.174490922457098	0.323460014806099	0.181083093666677	0.560306197512209	-0.313813477050566	0.268123011269433	0.392623763502382	-0.0489800933482827	-0.0241264420667557	0.561215813039117	-0.308252819408567	0.310635859560971
ITGB2	0.692299020195089	0.693117959985678	0.715137005910469	0.687567871572455	0.205007504670542	0.659322787058549	0.564376176870434	0.597013785872356	0.634694315608584	0.33470128222277	0.657076742592637	0.709595562185668	0.223809810053614	0.655636565934791	0.751398886480784	0.102104969595062	0.738691472144289	0.442253498231892	0.640991401779474	0.778168669736669	0.597795758398803	0.900842350691826	0.604900359474735	1	0.162831306661158	0.771599848513433	0.827967790077978	0.771795008896826	0.615719410717115	0.454114699352624	0.772591310293795	0.684710337715961	0.732915543804251	0.240051782979243	0.766122393781134	-0.126527317877474	0.727855622435583	0.836902294886143	0.49524457046347	0.274012392834394	0.588686523892173	0.782070744526456	0.771951192793516	0.235890758390721	0.771456209449534	0.826922315522002	0.728990713152664	0.536547081124842	0.698855869439491	0.793892977533058	-0.168106043623455	0.740354612511089	0.589014484275873	0.375268623705876	0.267820038288742	0.866568493768373	-0.179737788158774	0.721251032130371
PILRB	0.0424677466577757	-0.123923387249585	-0.101400449592478	-0.163912808969175	0.628154474051995	-0.136831830639407	0.210368552964136	-0.0579517776780915	0.0847417164105731	0.358098638791561	0.296940768126913	-0.136785469765755	0.651873602023148	0.0538476318221341	0.102046189859248	0.547482975464352	-0.0538780421301305	0.504659645706017	0.0291140798320029	0.359843276351236	0.573772341807607	0.162875733831415	0.487222442018948	0.162831306661158	1	0.0954512457007007	0.0713337318875691	-0.118395990644973	0.094229305711596	0.075536354538271	-0.0970399019403017	-0.0477630445706068	-0.100507647586245	0.504076490492383	0.205966153842805	0.321292623781344	-0.101853175957735	-0.0916988776010437	0.457835191706847	0.352823894153425	0.229739467013605	0.0850098055661087	0.281339373811352	0.444772619960966	0.461309068344209	0.354690047777435	0.268127540201047	0.60243981187995	0.250942894491602	-0.0979778320091779	0.322997018372488	0.384684105004978	0.346376515375058	0.414564180592762	0.286068861145359	0.176108312678927	0.352854232587465	0.366782110346955
PTGER4	0.947952842181588	0.918657764842066	0.924855182065254	0.876589480892035	0.294600068030856	0.886913553823631	0.728762843220383	0.732940927063717	0.851381527978727	0.453670259472459	0.879526946992229	0.912064517376763	0.344652588429795	0.780093844378211	0.940771527041679	0.144480285914296	0.94598551760947	0.336003192080638	0.831775575027022	0.660158070451053	0.65141863996636	0.904032762323549	0.827918894153708	0.771599848513433	0.0954512457007007	1	0.948651414019141	0.865024859587244	0.868029409121601	0.246618980740366	0.9156431581343	0.868852766615636	0.775677876706239	-0.135762875238052	0.704593826694375	-0.255808539251807	0.908305794254977	0.684392741624324	0.189998548126227	0.082080422086784	0.615066760283309	0.916841627623696	0.726267024835587	0.00190760161471511	0.481171131063238	0.768270381890822	0.275212796083785	0.281471007076343	0.221245577814852	0.894525835523724	-0.341378151512316	0.263597650037684	0.542377795550379	-0.0260251445054716	-0.0141084149610434	0.741130612735923	-0.362625292089939	0.433682725490186
PTPRC	0.865981667192745	0.956769665867394	0.948228888194449	0.918358138178713	0.284996072119135	0.807771953626538	0.81849960826447	0.838507409019831	0.883364284895004	0.567542886590178	0.85336159651967	0.921460654454853	0.356110409300486	0.89902235962771	0.979048560390143	0.205054846202259	0.958868884403905	0.396162205449165	0.921588656987467	0.749925302201328	0.570378261343713	0.936006533295319	0.782564343843808	0.827967790077978	0.0713337318875691	0.948651414019141	1	0.864185372438889	0.800094072363256	0.456833538861164	0.896784660717102	0.795453793755394	0.869269223827326	-0.0868254272896495	0.701638203615752	-0.297105166483618	0.930518338697962	0.671041794932652	0.193734758277106	0.0416593818689272	0.556165735457998	0.914408800964078	0.643740592155225	-0.00187880069154993	0.491546763194844	0.768557464491465	0.366069390884097	0.294029240205878	0.310097779708865	0.861446923122589	-0.383277156876998	0.353530189306386	0.469033294058434	-0.0409131581794831	-0.0255152498372622	0.771111503248564	-0.390620212959781	0.446022168239965
CD226	0.887882235806341	0.869707017693212	0.914612760864225	0.894613469351447	0.0228427693890713	0.851128758489674	0.533780454319613	0.761043718040033	0.750812668314962	0.294062695548727	0.687627768262062	0.874575972273969	0.0420109018607999	0.707744497740385	0.817933747935088	-0.0984198252341603	0.895219376101733	0.215256477553764	0.721849761808145	0.518122456053076	0.465855421321131	0.776767403889559	0.57107486424841	0.771795008896826	-0.118395990644973	0.865024859587244	0.864185372438889	1	0.754124681168744	0.217616180181616	0.862456225486905	0.794277481612104	0.826619049455599	-0.161339513127996	0.604522587660659	-0.249576340011269	0.848843835892471	0.737080487804137	0.167657968086936	0.0447176651397617	0.542369091051553	0.84355601030206	0.618393652766778	-0.0217539687101269	0.367569332237112	0.618354610572363	0.28732466183147	0.200275901960013	0.209935997839706	0.884344240969564	-0.316872715105778	0.259865040179305	0.542669721370532	-0.0364032024888258	-0.0336208511551826	0.665129286987607	-0.336641368455208	0.44591864601399
