""	SDC1	EGFR	F2R	PARD3	CHRM3	CD9	ERBB2	TNFRSF1A	THY1	TFRC	CANX	LRP6	NOTCH1	PVR	CXADR	PLXNB1	ITGB8	KCND2	APLP2	ADGRV1	KCNJ10	PTPRA	TNFRSF11B	SMAP1	GRIN2B	CD99L2	TNFRSF12A	CD47	ADCYAP1R1	HMMR	INSR	PILRB	NOTCH2	ADORA1	CNR1	EDNRB	ACKR3	IGF1R	TNFRSF10B	IGF2R	PLXNB2	RIPK1	PTPRS	LRP4	CD81	LRP5	TNFRSF19	NOTCH3	PTPRZ1	RXRA	LRP1	LINGO1	GPR37L1	SLC16A1	LPP	MCFD2	SDC3	SMAD3	ADGRE5	TRAF2	S1PR2	SORT1	ITGAV	RACK1	SIRPA	ASGR1	NRCAM	LRP8	NCL	AMFR	ABCA1	ITGB1	CD63	CD44	C1QBP	SORL1	CD74
PTPRS	0.672928865472052	0.829481614228571	0.833512627317725	0.815996734336069	0.632327529893411	0.773004595829469	0.53752455928826	0.584460965880862	0.453499390581135	0.761234879588286	0.773167605365505	0.88915815234834	0.880932770020468	0.76647439211261	0.75148274584112	0.84290083397774	0.813656893184492	0.714124839352684	0.726066980550283	0.582918700446122	0.826089035549247	0.852745672171432	0.624880330640944	0.858033556200388	0.663927438891512	0.720942146165353	0.498678641354693	0.746735667117094	0.396945564113796	0.56797076241299	0.81290231728674	0.797029295439002	0.800861149728142	0.569363540169995	0.63251920359636	0.663775731275343	0.749138320810975	0.83777230136129	0.781545658029945	0.712075282594753	0.625080883713773	0.812717187700943	1	0.781654272201653	0.738684632275115	0.883883754656556	0.704406864370625	0.736732410364804	0.913894152222566	0.868067373365733	0.889141579529644	0.708714402822622	0.683526971077483	0.855840660974279	0.69070087579793	0.761499363180646	0.726541228677104	0.585991946293916	0.745011792450852	0.689090060628914	0.774267550259292	0.798387958272036	0.724826136016237	0.754860799772663	0.434712197214903	0.747588136298846	0.692101202119013	0.841672821164952	0.897341626102582	0.786226128060306	0.555668483185759	0.63288640696646	0.64324430705794	0.282925613556483	0.756754832205434	0.402096708087217	0.0556485903200607
LRP4	0.59257236818483	0.806987641322585	0.688942837175033	0.72348475273926	0.544857849913454	0.644007284245703	0.423521081318176	0.478165166946271	0.354973705736966	0.711813789979049	0.655308479098295	0.77107619389383	0.793590109584006	0.602856485158297	0.65725293216762	0.795737546836455	0.72941839645256	0.666923850674486	0.564436167107356	0.60861932012713	0.777246404000208	0.782968532251269	0.591173232840172	0.721750094829482	0.661168641260238	0.639793255006316	0.314182316556512	0.595732558240962	0.510528976854434	0.374602016294375	0.755140157527745	0.600194255727225	0.685434291553403	0.52952512054293	0.603997528786549	0.631592088983653	0.717239681419133	0.733659865022833	0.589326756680781	0.60377342180462	0.464078557583841	0.699080711709463	0.781654272201653	1	0.639252441652931	0.833817356611633	0.695331112553019	0.707874743483686	0.839479089316899	0.784770936520177	0.827096273931544	0.646255149813659	0.629984634135423	0.742840393580921	0.558268630693848	0.586702339702859	0.742758398555032	0.505337565464144	0.580829675344177	0.603186721987948	0.700071977184231	0.68893042321983	0.596521415847198	0.60778440994822	0.404380781737614	0.694326779278697	0.479697227432222	0.692196518833289	0.753597353653921	0.654065731028303	0.412204279705046	0.428139281374988	0.516432892068631	0.140151237024853	0.615495965481488	0.308512076405529	0.0337295279065905
CD81	0.659997759600446	0.678351073299228	0.918682662477692	0.703043610064257	0.401001672288497	0.795205367877485	0.842553892588457	0.919341803707638	0.223750962420096	0.888964010573419	0.916143318351718	0.541198139515826	0.632423404953014	0.868626108147509	0.54195293578888	0.711804354881019	0.849790428053081	0.301537743238194	0.924914190151544	0.627388785291625	0.718393057653752	0.904492178495525	0.614131941193862	0.888849259138988	0.500349536281209	0.88441171660375	0.844464103854629	0.918488153079969	0.602792952014899	0.370895831712974	0.633628925112118	0.661092640209322	0.903308339543347	0.854012171249517	0.76100630036014	0.857629925742393	0.668889774680136	0.779148578496509	0.788753184035238	0.810016410366231	0.870203182097263	0.890623552742117	0.738684632275115	0.639252441652931	1	0.765131666801106	0.782302869414937	0.873290844652303	0.761557634819119	0.814920025026591	0.875698869446726	0.389707260009886	0.897445708387252	0.813255552611722	0.859923505178283	0.94472934795348	0.851985312276874	0.775847898806423	0.862425457817832	0.570430433461375	0.496965865872088	0.890261634883169	0.866225153142519	0.860886448125033	0.730025560948311	0.672405701034028	0.731788873252788	0.567643675017731	0.809894658441166	0.860621947949294	0.799644775861743	0.85977564850284	0.938889665730236	0.648569661235516	0.850001032961508	0.746328933416218	0.217207742704993
LRP5	0.71312641411434	0.876482292121406	0.823404418687769	0.819983780022739	0.5973760596636	0.809075945279404	0.52313505620571	0.60387891499502	0.424388666899602	0.784659290110697	0.760854002964426	0.80749106193163	0.887228920970839	0.734101946737525	0.735191329445788	0.832284381673192	0.797657946704564	0.649200038724158	0.703197302653665	0.59281552778472	0.7706490364113	0.857178934757621	0.713685819786951	0.857461447963637	0.676142407750211	0.728447175620127	0.473730221846247	0.733234455404087	0.448197450641226	0.525771236281797	0.770530368227578	0.735399157287433	0.795892827617761	0.600272188682467	0.615789852618492	0.691645355953157	0.835357906821481	0.786405583520442	0.713589189452497	0.675566485675138	0.593576520383846	0.780148629889908	0.883883754656556	0.833817356611633	0.765131666801106	1	0.771489063604616	0.793953819870218	0.870874160015635	0.827154662889082	0.908781632736248	0.704788950890355	0.694997246470761	0.870614086008501	0.647311002402527	0.73540422819617	0.78266495940808	0.580371690350225	0.690663364676031	0.715739940201671	0.776918404720312	0.79076679366037	0.695898884711998	0.794224043715525	0.429364266506174	0.714445438266979	0.573828335177864	0.770386135457329	0.896260390509658	0.760372199144481	0.497925607887856	0.594098504745609	0.684971296535209	0.236312863899816	0.806594988593228	0.38307995652238	0.0468485240052735
TNFRSF19	0.530462245727264	0.823462720793885	0.784934943875001	0.766822860190197	0.371969649934395	0.735276035411944	0.660942616781438	0.771586503250209	-0.0405010743502521	0.813512988401037	0.815715240873155	0.527523759448467	0.648337529743597	0.68379055727476	0.366155731664192	0.634454356331113	0.79928827171901	0.247823775996513	0.770751432463849	0.632448737039228	0.640995596568921	0.875278175743914	0.724291331305168	0.781832712821294	0.628969825493205	0.752961047711384	0.606008898545203	0.798615443006613	0.634942739529312	0.517909513152868	0.547813786962607	0.715871718662748	0.858177894446237	0.751883660665788	0.737421322838974	0.806547778646195	0.750294575008963	0.658926532360448	0.534602911597367	0.655887307276596	0.678248286704298	0.806277812243853	0.704406864370625	0.695331112553019	0.782302869414937	0.771489063604616	1	0.892621540115119	0.743180299949076	0.787640376464358	0.824718645540451	0.328533991323336	0.747873194732077	0.830982271138768	0.697266530428121	0.749346195983779	0.902975215568585	0.652496789566132	0.6115194613798	0.554432779939536	0.428808986983287	0.851652451580229	0.686440756131398	0.719589342094924	0.577070174132618	0.497382957431031	0.446630671687569	0.546187872569901	0.741926860251899	0.758944420156879	0.596087204105574	0.624987226257724	0.810534656054146	0.373531023594149	0.714384616923802	0.533181154707553	0.073805650256865
NOTCH3	0.621384007062432	0.754424549360722	0.864969719239012	0.757187703144429	0.409353965040573	0.731921678472086	0.80664448969002	0.867770037100144	0.0698084654520727	0.881875012375434	0.923400877932118	0.587817574590915	0.679434312626044	0.813944871369053	0.446340722936085	0.732771642777582	0.8702447001432	0.309257440687935	0.88982397221789	0.758446759485828	0.712402283295213	0.937331058107033	0.604942956597966	0.835343662904195	0.601814176328508	0.887413458036165	0.734435515528003	0.891630632669902	0.725115638941979	0.447752494064976	0.650592008494677	0.733413666644445	0.917846863230373	0.841436219216974	0.813243422085102	0.884733026280465	0.671995059291791	0.805279834641639	0.699818194709827	0.795018748425897	0.83295764365504	0.903242894630572	0.736732410364804	0.707874743483686	0.873290844652303	0.793953819870218	0.892621540115119	1	0.82333965394807	0.847475253365785	0.894860045330363	0.352827020081582	0.866200848478117	0.855518628403348	0.838408043904551	0.870356128721837	0.937648882545196	0.783767371552722	0.762991281358899	0.559290192057341	0.462489618643527	0.931814658726716	0.832657953845788	0.733057585151306	0.743951229063117	0.580919760460223	0.651772490349058	0.58595429774816	0.788546134110887	0.868917823205719	0.765399946944074	0.766311267132143	0.846666427587981	0.567232823333087	0.736951898706894	0.68038671877	0.0769511337651751
PTPRZ1	0.630550712551794	0.805793119190285	0.8618026469374	0.810788759198664	0.602913692310199	0.678738904801094	0.6428169876408	0.655242633508666	0.34736498718343	0.834925928160884	0.847525333931034	0.871314160565768	0.858664511515143	0.772896133154527	0.686425827107037	0.903273625008721	0.905395597107969	0.699858438497386	0.784310288441409	0.761245493444275	0.88224892961054	0.913498815463327	0.523827925162294	0.829886027260588	0.733267378643364	0.812082509231239	0.542522538600765	0.774822831377453	0.574564615658436	0.490061664772367	0.83360593851807	0.809806555220111	0.856931037200357	0.665036468224757	0.781903249068605	0.789481021204967	0.673344905713471	0.91572105896934	0.785182869600314	0.792331108215682	0.703678033234331	0.881852034824719	0.913894152222566	0.839479089316899	0.761557634819119	0.870874160015635	0.743180299949076	0.82333965394807	1	0.905592511190711	0.950911248904628	0.621050671547696	0.79604880308677	0.82785811795505	0.793977193117699	0.79381087772107	0.840948330863444	0.685530658019113	0.788024565831553	0.608939961870935	0.699637097859624	0.860974395524744	0.826934500765775	0.644640645766649	0.589445008372091	0.746975892760945	0.77050985423889	0.813047575100757	0.849172801193457	0.825840101117878	0.666029520861881	0.674100549830635	0.633139961841332	0.400159166850931	0.656453820939065	0.523129716523142	0.0547111658041111
RXRA	0.632559200917843	0.784146449912551	0.830949120813537	0.801657027984186	0.573729717282106	0.736489797649873	0.670127056317559	0.719857233976931	0.270081646592322	0.819756691806809	0.863880045311548	0.786426332729253	0.802790373024651	0.802001970708623	0.597912697196622	0.850518312000995	0.861699996261281	0.570195776638798	0.805059120590546	0.712049754758932	0.842655134221133	0.913065547922329	0.552622682291799	0.846939424601041	0.684037713082606	0.818246451550519	0.59980913292783	0.813246987683229	0.58813911134948	0.48215315955818	0.817100745738718	0.764927639132779	0.860101821345382	0.687142931793121	0.769848753809846	0.771379632240561	0.696565345896497	0.888363237588902	0.768218374386418	0.804648221134659	0.736221273686842	0.88204713213412	0.868067373365733	0.784770936520177	0.814920025026591	0.827154662889082	0.787640376464358	0.847475253365785	0.905592511190711	1	0.929958889079674	0.565479261878812	0.77866958856938	0.865514760812215	0.793321727086646	0.808459386915619	0.844928782389576	0.67893405813577	0.755107451725485	0.623688997343216	0.632563998409619	0.878092961512034	0.798143805213271	0.723781576944249	0.610619068930047	0.72278830519262	0.700881854014002	0.77650280977493	0.835002924407487	0.837254509950143	0.693045743439902	0.699539653530095	0.710428246415135	0.414661962898091	0.703891838144257	0.572305032220351	0.151507673842871
LRP1	0.69393990426346	0.841857266602029	0.914819956344502	0.834755732820042	0.578135981417957	0.778766335671586	0.70996866885526	0.759385016907485	0.325633939886119	0.883761467950223	0.899730559437338	0.793373860033391	0.851325822979175	0.835236716438777	0.675381890418838	0.895490415993357	0.925461571598177	0.596755176598614	0.849748682691235	0.748869169726367	0.865414019124741	0.953996367598829	0.626670804905305	0.896139374731642	0.711431431445872	0.864950281253229	0.632922985193337	0.845475408943568	0.616363226838737	0.493275463524372	0.811549810906246	0.801798977266103	0.906059646195903	0.74110917882397	0.797311675965268	0.834138842384417	0.761952297788691	0.91137731656217	0.821432213851903	0.833905341681131	0.7716527096594	0.915174018077973	0.889141579529644	0.827096273931544	0.875698869446726	0.908781632736248	0.824718645540451	0.894860045330363	0.950911248904628	0.929958889079674	1	0.608209116972128	0.848813222891936	0.886623470972146	0.828402148127602	0.859344566899091	0.904648883644971	0.71856277910445	0.818880249026134	0.659590583817172	0.687942109483804	0.910765484258704	0.861909295512377	0.778860104045411	0.638144416078624	0.75122391569249	0.742845600911286	0.785919913057929	0.889153070816756	0.87876109196949	0.702603924615367	0.753130315181156	0.768764595707282	0.45099718742377	0.777694105427667	0.603836801229451	0.128125969773045
LINGO1	0.583612588993453	0.669257243926833	0.465018570095098	0.603883498712192	0.703108046704141	0.65455129902434	0.00835542337620892	0.0877627326418546	0.769796879737636	0.367756224511473	0.309175817520724	0.796350469128859	0.854605700755688	0.443626035885557	0.851389312500385	0.713298374514003	0.393620617911118	0.874637626968507	0.240145374498918	0.17703274910167	0.610569019412498	0.447811362096812	0.539442678522173	0.614196106824449	0.460616939946692	0.317464321372499	-0.0041338393217499	0.300448582964358	-0.00864248273701501	0.43218465543512	0.674575107822351	0.497245405380726	0.348608138361756	0.096049096613651	0.144431613605643	0.18812235904087	0.732563596681079	0.523994086574783	0.551310986245661	0.335998594897977	0.131261834060501	0.387299904645417	0.708714402822622	0.646255149813659	0.389707260009886	0.704788950890355	0.328533991323336	0.352827020081582	0.621050671547696	0.565479261878812	0.608209116972128	1	0.244211486780399	0.615892427201314	0.187952640047784	0.331113915479758	0.317498367480035	0.108352645463154	0.373763932566048	0.676807730428653	0.884075065588071	0.350109817293621	0.283095731945047	0.606522190632783	-0.0687894389768193	0.695372594025728	0.316714045054431	0.735429679636097	0.705456802636362	0.395144444253838	0.0469361005379599	0.172198843841886	0.227490556436031	-0.227423457140998	0.610230534111072	-0.107642138177498	-0.0177790140388255
GPR37L1	0.508015786042862	0.564672108928877	0.887272358413918	0.58279184214356	0.277994385321331	0.565456381837162	0.923556131326711	0.918809081825849	0.0933583927126358	0.890307189270364	0.936478671084115	0.507164489316141	0.525605626571275	0.775633729143207	0.414910196132723	0.705212396553582	0.898300891957506	0.259838175050748	0.908998920446135	0.786737697375909	0.745499487287016	0.882890010691908	0.440633722683833	0.740508029493598	0.506754306370249	0.889816166347255	0.816314889197493	0.85071257056918	0.766555305412125	0.21009864775254	0.6012031027113	0.620645446600674	0.893598679965227	0.912846869018553	0.8818839200092	0.943672550021229	0.483065573357013	0.803318359703747	0.731327542490894	0.857167296242243	0.88576631644729	0.882822407997739	0.683526971077483	0.629984634135423	0.897445708387252	0.694997246470761	0.747873194732077	0.866200848478117	0.79604880308677	0.77866958856938	0.848813222891936	0.244211486780399	1	0.683601800679496	0.938045922235335	0.912604664201383	0.904440940988338	0.886483653254378	0.896000904522114	0.367868466480716	0.355920740101995	0.88218842853043	0.9278616617541	0.635287814136785	0.864487173812639	0.592381411841645	0.824117731574466	0.504612763926667	0.664712018716322	0.829766342683103	0.89388968965341	0.840245334578247	0.833478562244374	0.78745053354788	0.64465059006007	0.820134008387663	0.0748548257837185
SLC16A1	0.758453525047155	0.880102025029144	0.843862861601828	0.883531841028218	0.645379504117071	0.910262301292029	0.56998932258942	0.688112593426262	0.326553598597274	0.832060949489705	0.822033572187891	0.754369610070772	0.856788116211775	0.819288518581595	0.691186380273851	0.779015705727701	0.794841801733664	0.537764509088783	0.777506631175254	0.552860388073647	0.694221209111605	0.889651498055918	0.753592571646599	0.927517449651009	0.667072704477068	0.761905276060471	0.598313056502128	0.829866461517392	0.430151041498751	0.606353294407719	0.741703245117891	0.770560022337632	0.834414972301125	0.633502063346256	0.616599803788307	0.686189405700129	0.846336296903793	0.782185597875161	0.750017291378041	0.684139017678962	0.678119277409668	0.840340735588938	0.855840660974279	0.742840393580921	0.813255552611722	0.870614086008501	0.830982271138768	0.855518628403348	0.82785811795505	0.865514760812215	0.886623470972146	0.615892427201314	0.683601800679496	1	0.678525202815591	0.791238532509598	0.789753584079368	0.571962958852065	0.669860970355798	0.763264261349081	0.7262113520244	0.837147631471575	0.70057864400826	0.877624915174589	0.459406465471952	0.68319403891567	0.567615339811805	0.72774318371493	0.937917544709893	0.821776603047086	0.541768007676971	0.68271822548538	0.778611355178988	0.280681012440928	0.865476519019779	0.422875669687351	0.0568316628635921
LPP	0.491804482795344	0.517392812479725	0.879956602637576	0.594580817238836	0.301563758045562	0.532656781407478	0.929630223183278	0.905692073770543	0.0259261418636322	0.871167891215605	0.955085442787011	0.516031920761914	0.498839823710137	0.805431143006459	0.367198070898377	0.67319985949144	0.915750103815348	0.245106447553551	0.945077922882168	0.792513578535313	0.707813145699496	0.874785402608964	0.342937193686582	0.725373201200437	0.517400052842647	0.882391598981672	0.858623126440999	0.873974262922494	0.728857749802763	0.266636548612999	0.622894009418516	0.674217158289043	0.904608339889856	0.863719346683873	0.900496884409915	0.910206014760783	0.40011304233757	0.854113695115576	0.786315358945119	0.896457657014141	0.935321472497037	0.913736150532145	0.69070087579793	0.558268630693848	0.859923505178283	0.647311002402527	0.697266530428121	0.838408043904551	0.793977193117699	0.793321727086646	0.828402148127602	0.187952640047784	0.938045922235335	0.678525202815591	1	0.931408410740148	0.8550074845159	0.867527975191964	0.896070124811548	0.347677069807515	0.312114160395879	0.894406522859456	0.958139089518358	0.590519035977627	0.873952083089995	0.554274580716566	0.891616963611185	0.539889594856766	0.660180155716728	0.857679869738704	0.945965299189881	0.914110284753741	0.807293778501838	0.830184614212126	0.581581030330128	0.867498023311926	0.123959575202707
MCFD2	0.621598604130995	0.630229943018714	0.943589915835607	0.69751253246619	0.382801547922122	0.724862959117599	0.891286469236055	0.924093540360682	0.176754259111195	0.890244950259643	0.955736979011658	0.571578647030805	0.605588959847661	0.877586486654913	0.500452830568374	0.705192358237166	0.891816596657255	0.301578587386104	0.968528370803351	0.667153708145206	0.723625909204933	0.909084157388725	0.513549232996808	0.86391721828791	0.491558860899925	0.892965400202166	0.887231679158594	0.941405128085753	0.613134889470908	0.393654284048555	0.635101897786402	0.709112940433418	0.932198186705246	0.855702948711351	0.801872525811218	0.876968644913235	0.572850577801355	0.824731916811291	0.831315259971056	0.844296654620745	0.922485907842551	0.925523867863015	0.761499363180646	0.586702339702859	0.94472934795348	0.73540422819617	0.749346195983779	0.870356128721837	0.79381087772107	0.808459386915619	0.859344566899091	0.331113915479758	0.912604664201383	0.791238532509598	0.931408410740148	1	0.836764617330413	0.822601269557582	0.915481993189172	0.510294649013797	0.449754012702396	0.914296449167476	0.923422035539863	0.784702543114016	0.774566188997728	0.632531571918008	0.848398078653752	0.585090819408334	0.795652381000782	0.892067848749441	0.878652330822705	0.926896276437492	0.908739956211942	0.74582662140759	0.777671505130891	0.785568327943948	0.118800859132741
SDC3	0.503529208852742	0.735230510396738	0.852936945241155	0.693892063786378	0.36904031585952	0.649673076058335	0.802523358770098	0.85562318211727	-0.00620275978064068	0.907594381070257	0.917107628611611	0.5612739809544	0.632416895707553	0.73771477334007	0.396766351641775	0.733286558748704	0.91351544166414	0.292286560255111	0.852030456120886	0.80929605779588	0.746734366527076	0.928762628609442	0.60005526518448	0.762558919818317	0.67753508462685	0.851656713555154	0.689228779964389	0.831284041451596	0.803188868175681	0.331332783586213	0.618037223455374	0.685596615499998	0.903531045235768	0.887002317886067	0.898827159317901	0.927904236940763	0.634358469739651	0.796089140544151	0.650916818665937	0.804353830080622	0.790767524443764	0.879250262974052	0.726541228677104	0.742758398555032	0.851985312276874	0.78266495940808	0.902975215568585	0.937648882545196	0.840948330863444	0.844928782389576	0.904648883644971	0.317498367480035	0.904440940988338	0.789753584079368	0.8550074845159	0.836764617330413	1	0.79763489553282	0.769298461197385	0.452454903545898	0.415894315798069	0.909910125467718	0.8445593054034	0.658619699163265	0.771215203650656	0.581310184938275	0.646229084062228	0.566185593102688	0.7144286831599	0.823645807957123	0.772107972280328	0.731411430698193	0.817344792764051	0.567386701177882	0.655161409740037	0.697297646708188	0.0779171250359788
SMAD3	0.400777242150873	0.415505812027927	0.768173467833427	0.487754252586661	0.157312304936962	0.439420526461998	0.876229009381436	0.851530282892809	0.00995426544568147	0.75358638329453	0.867108411140118	0.408751096732156	0.405656798039571	0.703260652447076	0.271709827544152	0.597398682467879	0.755172638363088	0.146509121925917	0.842183882476535	0.798108563449258	0.664944352232979	0.784349470876133	0.283881595461263	0.61759480348878	0.377307851888379	0.810199817011231	0.740385564764704	0.778049755771862	0.79106538923782	0.215345987023152	0.510372532816937	0.593952541933765	0.794543479743352	0.832365551629141	0.803342912470782	0.883325517908125	0.329756272546076	0.727704953108349	0.613930431373952	0.823739388486665	0.835989018654727	0.794230861446505	0.585991946293916	0.505337565464144	0.775847898806423	0.580371690350225	0.652496789566132	0.783767371552722	0.685530658019113	0.67893405813577	0.71856277910445	0.108352645463154	0.886483653254378	0.571962958852065	0.867527975191964	0.822601269557582	0.79763489553282	1	0.777015735255566	0.270894889837726	0.226569206857715	0.825590028460977	0.873134668899487	0.49850874820105	0.890466065738882	0.434130848890767	0.755628421258587	0.410107725849571	0.538821006491387	0.756794407113783	0.896807344468524	0.750687200510854	0.710221554604762	0.817646594226839	0.507953105035593	0.818594366761413	0.112069762460774
ADGRE5	0.525568317553375	0.547943229745916	0.889172525472885	0.564720735743031	0.410495969638305	0.59769657059924	0.83401115536112	0.815733739059003	0.251167178649858	0.83838321251867	0.880527857004841	0.589380170351704	0.562108304039778	0.785323147885398	0.531405384200497	0.701637928492762	0.879690220117692	0.373095152530817	0.872256638317219	0.645193513759681	0.742444300403182	0.813522889031566	0.415302670265708	0.747155955376466	0.483408031610898	0.809122054779715	0.792438044458017	0.81281779436576	0.547821693294372	0.215095811466261	0.632758092500669	0.612703489073232	0.843476954422499	0.791695147608464	0.779589691380809	0.821590132377757	0.478747291260895	0.81271291687937	0.808849646303315	0.815378764388632	0.82731803112712	0.842391593466478	0.745011792450852	0.580829675344177	0.862425457817832	0.690663364676031	0.6115194613798	0.762991281358899	0.788024565831553	0.755107451725485	0.818880249026134	0.373763932566048	0.896000904522114	0.669860970355798	0.896070124811548	0.915481993189172	0.769298461197385	0.777015735255566	1	0.369969081194702	0.444355392729233	0.809108308280639	0.898109699495811	0.670593600039471	0.719972584551017	0.694220820002339	0.890820026504595	0.580398436614218	0.69909866781132	0.79386680095276	0.842564987227359	0.86742684832809	0.792425385279525	0.715587422047285	0.667986997162457	0.751050279733445	0.10639324184998
TRAF2	0.825782222105745	0.763097486382789	0.616056960984581	0.828097684606479	0.521048473954282	0.774078422841711	0.255890491187749	0.367518804920063	0.535381353628263	0.479562606808447	0.491120081816453	0.660748607274221	0.816350776989208	0.655948333249295	0.708137276467997	0.667263945050976	0.466078546021482	0.633633853557053	0.504292385671142	0.284402829874596	0.533283730016439	0.651258794324955	0.585771950720603	0.797719391200591	0.374912203935247	0.56466383872083	0.321868545532722	0.628372693343749	0.143309736769511	0.752173497037382	0.701100441808546	0.654290607879081	0.573338309935151	0.272701467012962	0.243904158414904	0.365046679804075	0.792504873241736	0.540164108476467	0.603051735245967	0.395272718382617	0.433554845518611	0.592234156413088	0.689090060628914	0.603186721987948	0.570430433461375	0.715739940201671	0.554432779939536	0.559290192057341	0.608939961870935	0.623688997343216	0.659590583817172	0.676807730428653	0.367868466480716	0.763264261349081	0.347677069807515	0.510294649013797	0.452454903545898	0.270894889837726	0.369969081194702	1	0.763071002321772	0.587189681330976	0.412294002024248	0.761398775452535	0.165489421451092	0.541165478886062	0.325844125475798	0.647673791342864	0.847005932409736	0.617785973729909	0.187807375944158	0.405719089528596	0.50482530155114	0.000528185173295117	0.787090422055777	0.118254919128372	0.0375701303702133
S1PR2	0.716003706515038	0.747881847492916	0.58948008352944	0.716145778520107	0.713109323809522	0.722438142237647	0.138901589369619	0.215648487868807	0.712898148867619	0.487578839572236	0.432366107746083	0.846134843340417	0.899929232686001	0.576456458416215	0.895696602303339	0.76790276225916	0.504239163492909	0.856404206906473	0.377829759795369	0.295585110232653	0.643105401310906	0.580391370722991	0.595976409873513	0.724653624433378	0.520720130809893	0.453416594623656	0.143472732520846	0.44412850675927	0.07896921355177	0.503464638465544	0.744120853730888	0.561235456516425	0.473832674025317	0.216731145956415	0.236434417685294	0.310477319381793	0.761433301842136	0.595238806777544	0.639097330486621	0.4027608118144	0.270098932068982	0.522504179093885	0.774267550259292	0.700071977184231	0.496965865872088	0.776918404720312	0.428808986983287	0.462489618643527	0.699637097859624	0.632563998409619	0.687942109483804	0.884075065588071	0.355920740101995	0.7262113520244	0.312114160395879	0.449754012702396	0.415894315798069	0.226569206857715	0.444355392729233	0.763071002321772	1	0.470747618808008	0.397853605566385	0.688925000684698	0.0543559131272028	0.700159317381923	0.389480542593322	0.755415134839964	0.818015160513527	0.523177804078497	0.135725667322865	0.310119984362255	0.347826546458173	-0.112625130964639	0.701633605893827	0.00624556199362814	0.00662235842158689
SORT1	0.624394222390588	0.718579234342499	0.903172485427313	0.804200206056425	0.362582686354591	0.71207165797136	0.843780017348474	0.882426923605313	0.108495737647158	0.873757864046634	0.959532931147211	0.639618710399194	0.689118570862379	0.858711142216407	0.457607950224585	0.769980316099107	0.89341639448137	0.343865027998685	0.944922053266042	0.798760344644301	0.783074083013308	0.965987976734622	0.525508541519058	0.8704214374728	0.557660122681111	0.926667472547653	0.775209244453361	0.946150603369188	0.719868902070055	0.549817936486655	0.697835333513984	0.824402828624887	0.955747635208999	0.828553882962819	0.852080346428296	0.914286914095566	0.637920794515415	0.860166342057101	0.749860342029879	0.847750872817367	0.896500317736509	0.94676419183087	0.798387958272036	0.68893042321983	0.890261634883169	0.79076679366037	0.851652451580229	0.931814658726716	0.860974395524744	0.878092961512034	0.910765484258704	0.350109817293621	0.88218842853043	0.837147631471575	0.894406522859456	0.914296449167476	0.909910125467718	0.825590028460977	0.809108308280639	0.587189681330976	0.470747618808008	1	0.904030771231864	0.724701036515048	0.798297907495211	0.598097081556782	0.761500319163107	0.636681128407318	0.810104154921094	0.928803951968926	0.835634743303775	0.838202823934408	0.838763695143584	0.647924515712972	0.725849116134488	0.7551011286538	0.120199579223586
ITGAV	0.554187288977876	0.549408575931069	0.901004588614545	0.647332669913998	0.334689702158768	0.556672733363773	0.886053842290446	0.863818737036129	0.129003202308064	0.865003562447988	0.951667445463278	0.572993867397427	0.572713276588184	0.820983203183941	0.441455175959052	0.724936383934971	0.913255809904743	0.32327531408786	0.939509556246985	0.813567810765317	0.747686407632821	0.881550454325401	0.361245613670593	0.75967185400423	0.501846794975482	0.879916235062099	0.807744598764996	0.863863816932117	0.708666683729463	0.320977562941772	0.662148689068973	0.709583450646703	0.891764402478522	0.821181020723166	0.863772316070578	0.914838645831062	0.446536440933461	0.875468990515616	0.820443763420695	0.901794656424886	0.915197420162883	0.906728529242071	0.724826136016237	0.596521415847198	0.866225153142519	0.695898884711998	0.686440756131398	0.832657953845788	0.826934500765775	0.798143805213271	0.861909295512377	0.283095731945047	0.9278616617541	0.70057864400826	0.958139089518358	0.923422035539863	0.8445593054034	0.873134668899487	0.898109699495811	0.412294002024248	0.397853605566385	0.904030771231864	1	0.61814456134216	0.863973266585735	0.59244574985846	0.908657196436072	0.597206584923122	0.708045874677355	0.876523797074779	0.910066215757515	0.919028276782429	0.778469029791493	0.792827081699574	0.620256851159665	0.862866003352293	0.192082180785589
