""	PARD3	TNFRSF1A	TFRC	EGFR	SDC4	CD9	NRCAM	ERBB2	NOTCH4	TNFRSF11B	CAV1	ITGB8	MET	TNFRSF10B	NECTIN1	PVR	SDC2	RIPK1	LRP6	IGF2R	PLXNB1	AQP1	PTPRA	ADCYAP1R1	MYLK	TSPAN5	F2R	APLP2	LDLR	CANX	CADM1	INSR	SMAP1	LPP	TSPAN12	SIRPA	PLXNB2	KCNJ10	CXADR	ADCY8	NECTIN2	LTBR	NOTCH3	ADORA1	EDNRA	CNR1	CD99L2	LIFR	MTTP	THY1	SLC16A1	IGF1R	SORT1	SMAD3	LRP1	NOTCH2	TNFRSF19	PTPRS	CD81	TGFBR3	NOTCH1	PTPRZ1	MCFD2	EDNRB	TRAF2	GPR37	GPR37L1	MCAM	TNFRSF14	ITGB1	CD44	ADCY9	PILRB	UNC5B	GPC1	RXRA	SDC3	CD63	ITGB5	GPNMB	ADGRE5	TSPAN17	SLC16A7	ITGAV	NCL	ITGA2	NRP2	LAMP1	IL6R	ERAP1	SORL1	NRP1	TSPAN14	TLR4	IL17RC	ITGA6	CD74
CAV1	0.401209127153386	0.354479966943592	0.836089967828989	0.600210686208037	0.770258598734681	0.65589214550106	0.179740921425204	0.345359525392202	0.280007180568073	0.530775101031433	1	0.17109739964884	0.908029750590592	0.470957650811908	0.250939737349667	0.745171079858452	0.622908444147934	0.464447635146695	0.287544540374635	0.375545994465225	0.165877394788457	0.207251364057267	0.37092834935893	0.342836828066504	0.308985963494198	0.209620125807793	0.316973301373102	0.283978203151925	0.446514563008192	0.515632975942643	0.184739877669904	0.36300402253274	0.549467297103161	0.444766688910189	0.154609520955113	0.579510552912667	0.356059276073251	0.0213755387056225	0.748329889106599	0.582087598877674	0.446547887401163	0.452010663881999	0.89444677603851	0.232832244632681	0.589625351048164	0.234983223637566	0.155325280705648	0.218862415556315	0.150403510662212	0.0326588703846392	0.704909804678812	0.383332883749649	0.282639017669015	0.220232039927618	0.610939329362096	0.290049507328877	0.152815918567613	0.267038104536648	0.239344932601134	0.719568450101837	0.140029503232504	0.0748005477806516	0.535168138626941	0.064503687007855	0.392566414134406	0.167958368709314	0.0309717029470287	0.226742332500392	0.158145088105619	0.341401672395056	0.374780526463519	0.285797684251524	0.322060710298277	0.863122271173588	0.395853772062089	0.557681067887226	0.0604578053232787	0.425419969323313	0.322858419480497	0.775102086575621	0.444133139102957	0.56447011564592	0.347521491815163	0.10260073695573	0.510034633709597	0.193026383414955	0.0775281839676475	0.330982624448842	0.0997711832744652	0.177847507126966	0.157096742984976	0.488075844104709	0.206544099440305	0.232695478035226	0.289313857335661	0.0360841262950159	-0.0190769471916273
ITGB8	0.902637987196397	0.890174261291994	0.506477968633579	0.806343172324781	0.584930719517626	0.71190475908617	0.953621472795532	0.870506022988166	0.842913968467905	0.776415664738195	0.17109739964884	1	0.216030636262472	0.886059839176006	0.908778244218361	0.66460750426945	0.84628499044487	0.874798139510993	0.942855253267387	0.870173343159261	0.909973141618207	0.898694918261768	0.940365899267023	0.826312767028472	0.855550316003624	0.954703359345837	0.740598560115381	0.962401383086456	0.884641522643553	0.896788577773634	0.965741131210139	0.537870577385312	0.834898313671093	0.886421430469388	0.942781558354148	0.80382086012904	0.870517650972784	0.938746654452276	0.488781859266288	0.564951272739415	0.810840987257643	0.875192257502996	0.328106868036517	0.903558273592075	0.602084793648342	0.872258744362234	0.927203131975611	0.954227392256153	0.962772972729116	0.884725066852692	0.683653039051906	0.795615212202055	0.933536492681528	0.961759679087652	0.781263280691969	0.940030335319014	0.936475725584326	0.815734893273874	0.930252943849107	0.499752439953541	0.956260339237232	0.97403552149046	0.876894964096008	0.949381586244584	0.829646889918343	0.941076543593879	0.811433994965714	0.831354350315324	0.896814140930839	0.949004583814704	0.838874968891532	0.927497299713424	0.899272769697265	0.0352158665454462	0.888440404973467	0.714074362500109	0.967162885031929	0.895322500061297	0.906022145285572	0.372108771127635	0.867864515145469	0.674274979211138	0.91109742489724	0.966940847360285	0.895351608288958	0.952883573011293	0.940308119754464	0.934695476003678	0.801195543112506	0.92147985412987	0.90735681168854	0.816723200746736	0.888799346554462	0.848648124151773	0.89643206447754	0.938958015049024	0.0758659351558625
MET	0.446926148081945	0.406604040466115	0.854690196478489	0.580248065129648	0.790141982750279	0.603947588114379	0.262844050754521	0.391988938176642	0.318535665394005	0.523864760854476	0.908029750590592	0.216030636262472	1	0.490032079659508	0.304895347797576	0.736470531305041	0.606807577201947	0.517585806166288	0.369926463488176	0.453591759187424	0.166124052685427	0.249340095491461	0.3943140356821	0.307151059338126	0.260676673803461	0.1844688528022	0.393167914076403	0.316830216045908	0.455287456944335	0.547381994913064	0.18231832260298	0.456465509282722	0.556671272969723	0.509876150688878	0.125100584565788	0.610600003931362	0.390755334286534	0.0125121044054911	0.797590357574972	0.666246761863121	0.507912665427281	0.518156032625099	0.830416050295417	0.212911809540624	0.609360261081616	0.325488150073715	0.198024498381256	0.258873017302917	0.178185474645041	-0.000803413655700647	0.72423704328555	0.457421932157194	0.345051150034563	0.264641040839836	0.625109858894676	0.361838046243678	0.178964349524532	0.339342477517565	0.247162024620843	0.759955512126066	0.156244490716432	0.117850273533752	0.556627456810268	0.0769062780050204	0.359285486274648	0.225061229727299	-0.0384067113446028	0.241015771768192	0.190262257582066	0.366407177314567	0.479666635504709	0.336259394859735	0.389209912033955	0.829829290965328	0.389150059045277	0.646507289829355	0.0801236979620221	0.416525452644026	0.349983247372604	0.8058584094691	0.442963603952868	0.570652383387803	0.335942589849463	0.15293149761504	0.520606207941443	0.222919112552561	0.148972653724181	0.382031721911943	0.245554801375003	0.230699217026034	0.205458950962571	0.533867411954665	0.294621392858664	0.239397117939492	0.317927141132839	0.0510783748112935	-0.00789815042272316
TNFRSF10B	0.929964325143287	0.950068218143422	0.738625868877754	0.88373448171277	0.813889011496781	0.878153795856678	0.88958047365047	0.907580061225041	0.806950302155785	0.881255669369668	0.470957650811908	0.886059839176006	0.490032079659508	1	0.907530682224875	0.837423689969574	0.94435009730487	0.938958193131575	0.905285798061967	0.904060047267035	0.892069300100193	0.890140287841168	0.962919625272509	0.877509548796528	0.838571794839731	0.897462761093188	0.726608478177609	0.950132482621104	0.918669019477768	0.967063497390459	0.892310913620372	0.554325529589091	0.940132236806286	0.933215395116748	0.864204870368716	0.940342242870186	0.941934345925172	0.810719400291945	0.704173888674688	0.717163102815981	0.909539722568165	0.953357000680427	0.573578281468984	0.903129111733363	0.766046021775032	0.871950788208053	0.900087505535767	0.905056304047037	0.903166192364781	0.773489724935587	0.887533161150382	0.893945335447303	0.935562258654854	0.886303073864266	0.930067818607507	0.934928487398569	0.879393427919895	0.810309925929489	0.925453046347972	0.675920158343806	0.878127597794232	0.869752372713333	0.972192311200584	0.850076469885046	0.851179630193346	0.91205302359817	0.698434014685322	0.773024853149003	0.866902199084876	0.946723911008037	0.897999604929503	0.912874960778829	0.869113413581969	0.356156922659499	0.93416765185067	0.829959083322677	0.856537508531776	0.939787190263387	0.884766625570195	0.629124663346916	0.899391896294164	0.833826232349852	0.913887752406014	0.887736263400513	0.951806416065371	0.909044912920329	0.858712547050765	0.937767659001778	0.804276436071506	0.895754370225393	0.887735450915575	0.872546115930588	0.832317992482598	0.847497163282331	0.890877246546934	0.810704949029134	0.0871957907944324
NECTIN1	0.896974643386708	0.930649360598379	0.53955405691266	0.756431531231813	0.659220928163032	0.741680506482154	0.927963119783525	0.856953673055484	0.796426376786528	0.747218385360941	0.250939737349667	0.908778244218361	0.304895347797576	0.907530682224875	1	0.712790253487665	0.840021243928334	0.892098194776225	0.884200374496493	0.845673909359876	0.887202522429883	0.905129621654542	0.923047907734314	0.782506487475748	0.841267715148114	0.875845730848189	0.701000747593788	0.938865977526301	0.854032821548324	0.899564308331714	0.891036327982315	0.514068957610723	0.860803984038429	0.914584939577501	0.860819886866945	0.840292123511039	0.895735931982984	0.841578243928621	0.527901801639236	0.58623719027313	0.852805384070713	0.911137834320227	0.36772439208622	0.87212099057272	0.685232022201667	0.922238304747636	0.940083447255195	0.870610280363245	0.910517348350922	0.824643969517341	0.732099415065124	0.861034855449355	0.926877100230646	0.902472030040511	0.817756382610504	0.919721821978788	0.889664156496652	0.792916481653849	0.928829418917259	0.545067458304191	0.869198022721961	0.892246069527002	0.888386556884277	0.892421046378297	0.805239623767116	0.922730454411222	0.69196434705196	0.778347699538502	0.90800825241524	0.919988153987182	0.901040554038364	0.91015509750731	0.855372244920669	0.115004001851845	0.895058179335383	0.767771603483346	0.892519998882581	0.907015632344778	0.885013607492341	0.457251452677542	0.848659356773975	0.751190963614804	0.884504435383723	0.917357202055505	0.89153850787162	0.909749304192296	0.925642417146485	0.929193041938	0.863843674779191	0.887490997078016	0.90712565275927	0.804686405868545	0.831768760209306	0.856660305142735	0.878065947358829	0.821824539069171	0.0774562464749848
PVR	0.781241801620348	0.757529552304747	0.872864682777311	0.861108817517648	0.871097175641649	0.844068253844411	0.64980023201242	0.737851310207251	0.693490368395583	0.79641155939508	0.745171079858452	0.66460750426945	0.736470531305041	0.837423689969574	0.712790253487665	1	0.878598038222025	0.807222447811492	0.716568441331488	0.766868749395251	0.656120425845517	0.660369313859526	0.798893100074607	0.737210320284913	0.676792328197774	0.684091316595459	0.616018234318152	0.735804014034248	0.811063659627504	0.863644210481253	0.666626973696941	0.57661119095718	0.865355864345832	0.796892176235089	0.653650267282465	0.860434219321501	0.744122867787843	0.555226960190314	0.797439277873451	0.729092071359471	0.78299338272148	0.813842796844274	0.760722858644488	0.703436994847408	0.728985512927933	0.655856439201994	0.634306365461095	0.69999326918628	0.644476133558512	0.525951247455507	0.880645897866554	0.723801414659873	0.706038819826612	0.699413854006059	0.865277481434075	0.729000780457089	0.654619355155334	0.664280586691337	0.693893023106179	0.799948710635188	0.645276615193121	0.614955345257503	0.871889470734037	0.593145252395098	0.748628707734756	0.651439980189506	0.511103348969413	0.639242546170066	0.632691852809241	0.774944025401869	0.725808311151233	0.72316590914173	0.713968775389301	0.619683966272362	0.782825713024232	0.785495510158948	0.593065638828553	0.797279785745299	0.743588864874411	0.739968652169348	0.776548187034233	0.813400905989274	0.74994783157016	0.622081938718945	0.851206819048255	0.671555993665559	0.584940230450415	0.775193188959993	0.553862626224572	0.656210641409239	0.661377248685407	0.794729253589842	0.651584742053727	0.661749029207463	0.700099080231493	0.569501788322654	0.0918378965083827
SDC2	0.91409220779966	0.887975575885405	0.822646518638818	0.931229310976941	0.867959845138028	0.91625489464597	0.842481959272587	0.857699453953314	0.777992209595961	0.889801639204718	0.622908444147934	0.84628499044487	0.606807577201947	0.94435009730487	0.840021243928334	0.878598038222025	1	0.928333809037254	0.883030825245182	0.886277822645755	0.792465809801581	0.824250505966614	0.919678908130129	0.826863063271917	0.81629306989822	0.84554338739998	0.741120893096736	0.909849817306292	0.911517039325519	0.967020696620555	0.828678624115581	0.596361798831723	0.92725062834352	0.919216433687602	0.808488796704709	0.940284535249903	0.88625227402202	0.72319222045801	0.774070797172283	0.776804461818259	0.878293353804063	0.912478920126415	0.692013906488942	0.833812961737822	0.784758935700478	0.825531574570179	0.810775331551886	0.847250117214833	0.827695539948591	0.693329332545639	0.928918787551551	0.836012417597046	0.876275535869337	0.840122691073164	0.942299301460751	0.892348768046012	0.803266840692776	0.801709706713345	0.853809709230151	0.719725311268631	0.802404559146416	0.795506943283536	0.96296136852159	0.763650025809433	0.835213756195054	0.831398729532938	0.626013934007495	0.75501650630589	0.792025442366256	0.916467334971958	0.853132398217231	0.862147896357479	0.860471271413062	0.50072875171454	0.896180003797228	0.854816684942491	0.773602233583512	0.916915045885595	0.86453714476962	0.724643806169041	0.909267997758704	0.814199042944493	0.884177623030814	0.8044411499117	0.960581546231755	0.827831375789029	0.76359360280666	0.899385958076768	0.695863389521725	0.806756205522032	0.799206024249642	0.88999037050559	0.810519194708842	0.787671481732085	0.859062182787899	0.728991228634434	0.0703822122773408
RIPK1	0.93714697373064	0.935507429902687	0.721426911304898	0.868730660078888	0.808463591655514	0.854729744069353	0.915550575948034	0.902440839392759	0.774509352410401	0.864411161719303	0.464447635146695	0.874798139510993	0.517585806166288	0.938958193131575	0.892098194776225	0.807222447811492	0.928333809037254	1	0.921795194133379	0.903715103856376	0.827102540315755	0.849479595812708	0.929983274258727	0.808306520801248	0.817636174019017	0.841196374383507	0.727799688161445	0.927339542731072	0.86796000330501	0.938285072981927	0.83069049107472	0.5608923565218	0.898528945962385	0.96857457941124	0.817057429473675	0.932417823241332	0.923164052082401	0.739301216674434	0.744822756437926	0.743090025960059	0.89755902387415	0.934977691945033	0.583000558846207	0.831008737169256	0.820276301564865	0.908133988702415	0.87117912425709	0.854102535102569	0.854068636324968	0.726041644757186	0.881717039628088	0.917334260024984	0.930992081397567	0.86725448524505	0.925414224342554	0.938088226368194	0.832262482820411	0.837856343056694	0.886658921329932	0.622253272886175	0.82643649602261	0.842603732198503	0.952458419938368	0.820541775533919	0.772711485142725	0.889138402402005	0.613970065144966	0.750087651282988	0.837365620839563	0.918314079606648	0.931771121194584	0.923950636651678	0.869787615742586	0.361845125593433	0.882631128672447	0.862165131555123	0.814188959095924	0.901797462679177	0.853947748088146	0.65565948028108	0.851389103301188	0.795202088337616	0.894819539644784	0.875972178877986	0.952384845977748	0.869119039271422	0.853111889067165	0.93018101615574	0.839799959524712	0.8623723270771	0.871553313761926	0.853350387321521	0.851229310301559	0.819997732413989	0.877795109639332	0.751581283718146	0.092067165849848
LRP6	0.925445494508833	0.907300989890871	0.618327240798954	0.839547981432626	0.682765437452171	0.773077419800794	0.94892767835949	0.896246268260299	0.857462610470075	0.83620448387693	0.287544540374635	0.942855253267387	0.369926463488176	0.905285798061967	0.884200374496493	0.716568441331488	0.883030825245182	0.921795194133379	1	0.914829857501877	0.856426072709878	0.891372381634294	0.924319329511668	0.812193437062636	0.809510886228433	0.89163177723509	0.787851283490467	0.944610226121636	0.859629886597861	0.908894128359577	0.895164548259626	0.631545010292019	0.841293071278552	0.922750567670393	0.864814142452969	0.869493194258917	0.901504955234793	0.823251894536291	0.63206942179143	0.70439495877368	0.863503324900697	0.901807463294933	0.445846835004534	0.87159100765914	0.678490051431853	0.893276878800497	0.876839697263697	0.929000893297643	0.908374658455066	0.778477564883318	0.786202071103933	0.850563398815699	0.934186511661423	0.913291290586807	0.859254555219011	0.96495954172281	0.875243975748525	0.878246475964597	0.897515754045256	0.555044835201322	0.910327049516425	0.923908502929353	0.907706352570987	0.878475968530893	0.76188383088757	0.9198142847689	0.686358988430215	0.804735875450101	0.859446490924006	0.940657852056689	0.885360081590923	0.903192946844116	0.904582695096597	0.20638618960052	0.861183689529198	0.80402179571205	0.880947596271839	0.8768478315301	0.874200421030738	0.527448854990094	0.841361830292244	0.702743097458922	0.868196570519556	0.918966382080497	0.91357013850568	0.913070483289597	0.887719112300113	0.935474674117245	0.85134769726086	0.889461847726255	0.872344796435263	0.873770928148055	0.907430506243026	0.798373270963361	0.889576592930797	0.859873507478005	0.0864360297950733
IGF2R	0.902864120927027	0.867771831366674	0.708954499556547	0.855768355128768	0.784952372937599	0.762184066312422	0.876241754303669	0.86895674114508	0.853599868386221	0.823342593504361	0.375545994465225	0.870173343159261	0.453591759187424	0.904060047267035	0.845673909359876	0.766868749395251	0.886277822645755	0.903715103856376	0.914829857501877	1	0.817832925919603	0.88020764942169	0.897410407182812	0.789268598168339	0.77942483059206	0.842830556764626	0.821438455633751	0.919707731597183	0.875266523484907	0.921327586392878	0.835393993530784	0.701122728402425	0.836041649990979	0.918243060863448	0.80087158916043	0.902329754733995	0.920723945871797	0.748247475969251	0.697302930500617	0.730642628484927	0.885462128636782	0.903605073375879	0.526031636098128	0.830808903459042	0.708738562030402	0.848627497419121	0.831160978817549	0.870428569600866	0.837307027098684	0.689004618324331	0.84866123424582	0.865454277170363	0.896163550244426	0.853361317268641	0.884593416569424	0.915928007177647	0.836955118963648	0.865699339231539	0.83756217381807	0.634045634809184	0.861524481126602	0.839339825643225	0.908067897437373	0.803666161838002	0.747910564831043	0.856372945681062	0.622620644879984	0.832941670770049	0.833130657479203	0.929905882921788	0.84735681507747	0.890728514685064	0.891452199417879	0.356054818082639	0.881591971238622	0.840781776443092	0.813017202910467	0.824041771927676	0.899930776927742	0.662066955833192	0.838903093942458	0.77177306643129	0.87542690763242	0.852927179666725	0.891868784470158	0.871086882116247	0.819508068430817	0.932931066133223	0.815510081544143	0.851190635011299	0.870038437591306	0.926868621799691	0.919402126868716	0.832198787993439	0.849056685829383	0.801904694812599	0.254064210283707
PLXNB1	0.866236056817756	0.881351499922267	0.472966022832394	0.776825891050625	0.555418097064482	0.703918417068172	0.863537259158287	0.840090011247162	0.77652491979516	0.764022126389663	0.165877394788457	0.909973141618207	0.166124052685427	0.892069300100193	0.887202522429883	0.656120425845517	0.792465809801581	0.827102540315755	0.856426072709878	0.817832925919603	1	0.857023139421611	0.934216209220894	0.848828010728986	0.838439298686152	0.945340307224644	0.658195989741026	0.916657625544864	0.834653234419481	0.856869194481437	0.938534890883582	0.412665140695787	0.857132673552474	0.838866197795089	0.919936803397004	0.79593875694637	0.875719158469083	0.914183072714505	0.490478654848424	0.459426085144382	0.848168092843825	0.863073910372444	0.311312663310573	0.908385675866872	0.573944620733569	0.80704835271277	0.906634912588261	0.903602300968787	0.92182719587723	0.91235759492156	0.671869508155418	0.807539104069388	0.892789501067392	0.899904107714346	0.759605927247568	0.896569348508949	0.89263302184661	0.768925347154963	0.950338946279545	0.46947780063748	0.927510747132754	0.919758553184991	0.869667474706136	0.946109111153269	0.836300111010782	0.906479854688437	0.849230796289125	0.774887095285319	0.883568509729501	0.906471947757329	0.782625943950528	0.867822023996302	0.817821637336287	0.0114605812299436	0.896997624575738	0.695124656861069	0.942162457824288	0.897083150251962	0.862153235791345	0.341948086433438	0.83924548586081	0.691293316818413	0.885256281043028	0.924212637992993	0.848566927029137	0.939209223120509	0.898058863145097	0.902809045493462	0.795829106116302	0.907669707888475	0.886102701338911	0.737380136281721	0.820557958744092	0.831016332185546	0.880760470707055	0.90512793248094	0.108570555935576
AQP1	0.862018588994943	0.892540889213214	0.483767064741183	0.726455910613537	0.634864828237734	0.714945895200334	0.92437468852054	0.860466541741036	0.856552273624752	0.703251776993037	0.207251364057267	0.898694918261768	0.249340095491461	0.890140287841168	0.905129621654542	0.660369313859526	0.824250505966614	0.849479595812708	0.891372381634294	0.88020764942169	0.857023139421611	1	0.887295926423907	0.783075767497706	0.835376659884888	0.880319572945204	0.769774272073269	0.940288388165977	0.840129332500392	0.861855197137637	0.890755267232303	0.654500265761955	0.798921320583196	0.885214273668378	0.845605276312269	0.809850354059222	0.898051939628657	0.836167163439561	0.459139800986515	0.60716540502098	0.849517657170115	0.866739745247576	0.318271368556856	0.866795322753414	0.659885946523171	0.886910235919522	0.91572010700135	0.870178022295494	0.915811420309125	0.780153161855999	0.707641816135816	0.829288791019411	0.916215177790011	0.857691023221527	0.784479838588676	0.901199429323175	0.858610687422299	0.828097473809863	0.899928402530505	0.481061265782659	0.885084957541909	0.883484823956056	0.851371072433662	0.869853127822933	0.763759640049879	0.92376757527626	0.666334764296827	0.83364589140216	0.891641637806162	0.92778024713366	0.864236073527873	0.881682938571321	0.847347645915767	0.119140225709192	0.878681318301796	0.69233354714312	0.887529158493687	0.855462597263427	0.895659403469313	0.466524719656939	0.825607883363264	0.726830443418322	0.871570477160761	0.912493364849673	0.837033854042591	0.910434899775371	0.893264679417805	0.915012636761371	0.828384680548281	0.876756134896906	0.911445251913976	0.85411608922878	0.877513467671949	0.835494892428307	0.847565397058675	0.854302976021076	0.126018708646055
PTPRA	0.934769635037194	0.955936716838524	0.666063163651838	0.862423686755005	0.728459773849472	0.836476934341718	0.91617608442031	0.899106458639662	0.819884953282211	0.867501026333367	0.37092834935893	0.940365899267023	0.3943140356821	0.962919625272509	0.923047907734314	0.798893100074607	0.919678908130129	0.929983274258727	0.924319329511668	0.897410407182812	0.934216209220894	0.887295926423907	1	0.901215979185213	0.858430247518068	0.939699489795135	0.729399401894289	0.95605798822475	0.896893798429645	0.957115932117228	0.94167348919152	0.508132270301512	0.941666671876863	0.927585749245592	0.915305059493367	0.902242540131206	0.923368945727287	0.884394232032087	0.660438024286368	0.645493610646955	0.906764180894512	0.957602077645012	0.484646958677745	0.931312944089495	0.703482904791091	0.877913429573427	0.924953639702961	0.941638428108898	0.93339713004687	0.85808543950977	0.814920331335898	0.878555101541844	0.940793436584409	0.949849067393455	0.882070174420285	0.952191245669862	0.917730006323736	0.819172588224344	0.966777031800959	0.627009073873123	0.914280476886502	0.929523924531458	0.966605305459888	0.923562894238417	0.882117356100784	0.936736393862665	0.771831021631669	0.789029538322086	0.906222885809118	0.95556596196372	0.887543679458437	0.9332178444452	0.871739228750502	0.212780278964105	0.95070685630217	0.808804332962448	0.9272543587341	0.962695849706055	0.900719159187944	0.507611930469497	0.887713613955528	0.809892287323717	0.926662303120868	0.933727298061689	0.943901195383268	0.933737116519781	0.912679916355465	0.964658007811802	0.821801876436933	0.918294637551371	0.905587502095618	0.829741239517838	0.853416256453015	0.851479742531059	0.914941456929169	0.88390826982647	0.0627344455926642
ADCYAP1R1	0.801326608898238	0.832864369939496	0.628600903139145	0.808931201476675	0.653004244411635	0.771993959114336	0.773547358587278	0.806680695691085	0.705270830007878	0.852128740345499	0.342836828066504	0.826312767028472	0.307151059338126	0.877509548796528	0.782506487475748	0.737210320284913	0.826863063271917	0.808306520801248	0.812193437062636	0.789268598168339	0.848828010728986	0.783075767497706	0.901215979185213	1	0.770061259396349	0.872287474926935	0.588259997847126	0.847864016373597	0.826558702892522	0.850563189650913	0.86970530246143	0.395745651034009	0.820205547855804	0.776184028266594	0.865402479167346	0.825327597736728	0.840995363557706	0.837053458142531	0.55762086977952	0.593517296590757	0.764637654033096	0.824448559847042	0.477486966585886	0.889176563916179	0.620180732705259	0.717142540082132	0.815750518745194	0.876584702675055	0.858619943609859	0.76387962102853	0.750350814385938	0.760212401395529	0.808059984575798	0.856996574436632	0.815162973860817	0.850489624920229	0.838761072491489	0.745798456585388	0.861318477225803	0.571105789300175	0.844264946138547	0.85340353413005	0.859238765294121	0.829886215592777	0.79625728001914	0.832117915761253	0.748526398703115	0.674114474225464	0.782249626875853	0.837483868455917	0.728361393052977	0.83381050240248	0.744726991170886	0.233969476314431	0.867392520675167	0.636006571750901	0.84427504793879	0.83886173160175	0.768885507970173	0.476966717963238	0.768223939799042	0.692309550406535	0.841451991210695	0.830793284147773	0.825199856799949	0.820566890533806	0.777762031236578	0.828667729391767	0.674830581009818	0.823758755367558	0.8102493665799	0.724129224815557	0.727154353776958	0.763719759101617	0.769129521942268	0.828396848168336	0.0511878411777843
MYLK	0.825176713194393	0.803948395975518	0.501270435445227	0.745563166265213	0.604032892851906	0.663114499576491	0.832807675833598	0.792868459048054	0.742819259271797	0.67789728546573	0.308985963494198	0.855550316003624	0.260676673803461	0.838571794839731	0.841267715148114	0.676792328197774	0.81629306989822	0.817636174019017	0.809510886228433	0.77942483059206	0.838439298686152	0.835376659884888	0.858430247518068	0.770061259396349	1	0.872924522479237	0.673668853449448	0.877009829145791	0.81403673036207	0.837373908539437	0.869455501122018	0.469862781636571	0.790398601571156	0.848377267110232	0.855376046164757	0.758532248992341	0.821302062693985	0.819885884773798	0.461885486826627	0.506436009552522	0.781160992147933	0.799972008461908	0.415306702224679	0.810366089044017	0.648583074789811	0.787923243317756	0.841590608091462	0.799139869796501	0.857372948212692	0.824138697741237	0.667762180661083	0.760168146410835	0.8196550815172	0.833713245313802	0.73413797804761	0.825490834003945	0.801196703617776	0.726183729977094	0.857429639001985	0.511355892257747	0.833333985904973	0.821825837067605	0.830306502867378	0.841814833393524	0.808954669797488	0.82879465455289	0.70877777637544	0.823215954472518	0.806633657640289	0.884575153007661	0.765715744519546	0.843599548562916	0.800909506943232	0.119123775974957	0.885048931043838	0.649169539687516	0.851466204716861	0.840168642710444	0.842988255873259	0.429557826138361	0.825899345354454	0.677288007886626	0.860782054079416	0.859846079107997	0.84719675906901	0.847689528145114	0.826941759192786	0.843882105000242	0.703530529714603	0.851239051637178	0.835513357182143	0.754525910090131	0.77895887625219	0.816960524867599	0.783869592667726	0.82175879143823	0.112708173035522
TSPAN5	0.871995940979705	0.86507372428411	0.50527923237772	0.832544287860653	0.569465259411498	0.735711964605137	0.892163287305985	0.86410311512944	0.847396763809791	0.789353481774152	0.209620125807793	0.954703359345837	0.1844688528022	0.897462761093188	0.875845730848189	0.684091316595459	0.84554338739998	0.841196374383507	0.89163177723509	0.842830556764626	0.945340307224644	0.880319572945204	0.939699489795135	0.872287474926935	0.872924522479237	1	0.721269878327834	0.948829208672042	0.879470106749659	0.888883829114617	0.974887237531805	0.507143001039774	0.851882637286616	0.850689554388896	0.96831819303494	0.797449141224755	0.864834592731128	0.946296545887357	0.48168941410937	0.512909025908282	0.817211593113949	0.847714850087468	0.353365705617569	0.93373680638868	0.581676071745533	0.805872812071177	0.902544691773113	0.933454684667634	0.951229376994624	0.926808726666908	0.686577372346549	0.768300907140818	0.890698557795217	0.926354579632933	0.773352412914325	0.906048321928578	0.919303364552082	0.792103461049247	0.945633852360098	0.486576583336398	0.96359311126549	0.948733837155098	0.878235950490273	0.958498998783634	0.879279916525016	0.913065920930196	0.883575165260652	0.845890779591037	0.885052346454484	0.949835864673548	0.771480516628279	0.895702136635743	0.864273249350709	0.0613554568636592	0.910329416662327	0.684312879970932	0.963235418573602	0.910777363852302	0.901676262142311	0.358707500363792	0.882381995984417	0.690002632336456	0.918179276093489	0.932454134201242	0.886906879696683	0.953361190870244	0.893895629637304	0.919552243185331	0.739563067274238	0.907464354409634	0.88507274417046	0.795949982472533	0.857964190875129	0.840945128553273	0.89488885269154	0.950804179249877	0.0885741907625315
F2R	0.713478170519614	0.681224748955751	0.572836297881181	0.731175280041361	0.622228877440443	0.609241613021169	0.734385155449893	0.69359062543702	0.836649141363246	0.635924948896224	0.316973301373102	0.740598560115381	0.393167914076403	0.726608478177609	0.701000747593788	0.616018234318152	0.741120893096736	0.727799688161445	0.787851283490467	0.821438455633751	0.658195989741026	0.769774272073269	0.729399401894289	0.588259997847126	0.673668853449448	0.721269878327834	1	0.766002475623247	0.756951128878152	0.763640250745043	0.700510953987558	0.832720713434005	0.67168358381482	0.776512662408485	0.659424411268656	0.734213222627049	0.707923889609377	0.601200146968667	0.581385442273384	0.59741431622806	0.72604911403706	0.711222299875352	0.451544374833952	0.660246889444783	0.583017287770237	0.669853292674645	0.649452570391596	0.708567289729109	0.677831141846402	0.572658836841127	0.6946463432258	0.656953373828833	0.736481216957397	0.712874526295937	0.702944916626604	0.760936932398982	0.694512186917524	0.727488720857014	0.665561684740225	0.527089592973883	0.738624988882024	0.684702038081674	0.727171046505285	0.660224133059263	0.596953537814419	0.677719060961283	0.534052274438092	0.862426268720147	0.683399031907466	0.820638741203154	0.656408727345605	0.705345668259958	0.795965188267941	0.298921475829815	0.732732610732423	0.727675600376603	0.661072621468723	0.667464510348615	0.802448748866344	0.541406952354673	0.737241408813964	0.651060681318543	0.720806601506343	0.67353055356702	0.734095130645547	0.722182271210578	0.629564118996005	0.760557829929725	0.621538947700802	0.665401554467379	0.679368132953022	0.864532942670378	0.845165190359143	0.631808341427994	0.725257693894922	0.712392832126696	0.162930153459391
