""	CD69	LAG3	ITGAL	ITGA4	PTPRC	CXCR6	SIGIRR	IL2RG	IFITM1	CTLA4	CD2	SELL	CD82	IL2RA	CCR4	CXCR4	PTGER4	CD47	SPN	CD6	ITGA6	RIPK1	TNFRSF1B	CD3D	CXCR3	CD27	CD28	CCR5	ITGB1	ITGB2	CD7	CD4	TSPAN5	CD226	CD44	CD3G	S1PR4	PTPRJ	RPSA	CCR6	SLC1A5	LDLR	CLEC2D	CD96	RACK1	F2R	ICOS	SMAD3	TIGIT	SIRPG	CD63	ADGRE5	SORL1	IL6R	TNFRSF14	TSPAN14	CD8A	C1QBP	JMJD6	SLC16A7	CD46	NOTCH1	TFRC	SMAP1	LRP10	NOTCH2	CD81	TRADD	LPP	HAVCR2	TNFRSF25	PDCD1	CD247	CD8B	TNFRSF1A	ADCY7	IFNAR1	CRTAM	KLRD1	IGF2R	ACTR2	CAP1	FAS	HLA.DPB1	CD74	PILRB	PTGER2	ATP5F1B	VSIR	STX4	CANX	SLC16A1	PTPRA	KLRB1	LAMP1	APLP2
CD2	0.685683666183289	0.709988266674122	0.719555910133184	0.861748613457534	0.879276573718597	0.757430846024704	0.888331921953171	0.960804963847843	0.647256190301022	0.854061665254746	1	0.566401552693942	0.886172328373715	0.843415888834028	0.659191433581994	0.755082785872908	0.570571807707972	0.832829715899445	0.86812131530694	0.864979753880722	0.350069731710083	0.786410778568886	0.884819726561769	0.947135607765857	0.757699000592996	0.835088383365045	0.885793678684949	0.621649744812897	0.682797481626882	0.83041635494061	0.919234458327959	0.864227186699716	0.893303002544992	0.784084759384643	0.790892212661253	0.912940960420817	0.88552759047799	0.712145697541908	0.614434181199127	0.813096850266617	0.750894568218347	0.77381983552118	0.852872734105191	0.871046184759381	0.707077481682569	0.315647625457928	0.876794079725274	0.690626840026903	0.739084898448499	0.864223924164694	0.483167875342832	0.83174492684334	0.653204552276391	0.780358599545283	0.86833984661905	0.808859248574263	0.148431611067653	0.663918588999375	0.614580072556882	0.723226823135598	0.751698648669161	0.666637163902739	0.836498453313832	0.823406189183415	0.90102821193214	0.812436958497962	0.59991090476205	0.749702976801855	0.632474780935802	0.576795473593596	0.798299596189801	0.784277006493597	0.954984455136417	0.128189509029833	0.499435432635348	0.66211123054795	0.684437163939145	0.162208056543039	0.0160622155611281	0.747425854200848	0.819531409992387	0.827402240842441	0.88873988278062	0.479052364176753	0.567846181594815	0.464749283909988	0.428261827972589	0.725784312540391	0.815179192377263	0.706817610604998	0.640610163924963	0.740904584440817	0.830863852166156	0.644121373300078	0.742110225483487	0.44540939180151
SELL	0.843148458470532	0.0712227357051017	0.250829344423528	0.385333004878335	0.587368611196363	0.0588527176015486	0.70271926605729	0.610032939255695	0.845711705375406	0.351542317749553	0.566401552693942	1	0.663734502278053	0.398922048104744	0.797409519546532	0.766214781840992	0.845592616908671	0.78417996113776	0.580444801311165	0.710902073884218	0.497491415372743	0.557830221979609	0.457588984376094	0.694681895259848	0.18278740358643	0.369714384272708	0.670208485300461	0.0328918054161862	0.681636055370516	0.561181056796399	0.579225049231748	0.62413979419558	0.55856065858337	0.706457915476202	0.734835929402821	0.748848404105303	0.692175445448154	0.283101116384158	0.920636410508613	0.639722308401103	0.567398088127896	0.731589031895374	0.664651028823289	0.529302453016681	0.912895706440681	-0.046842061867195	0.663938904136039	0.69632198476295	0.209098785951409	0.347782980574479	0.42678682405989	0.639345486605849	0.844852515363971	0.665500117028987	0.774062225845828	0.69601170992012	-0.173670444712092	0.751084823977837	0.303646867967189	0.651420421350577	0.647022932203348	0.528733338282875	0.492740794546101	0.762591411398338	0.687835390546593	0.587802854155418	0.426208526665814	0.800926886606998	0.556338089756309	0.188714176537278	0.780711541106054	0.284247553045651	0.563653836039144	-0.165662428490468	0.427364730037503	0.453341008339023	0.62655895066276	-0.127599477848253	-0.274686606351083	0.441948548007488	0.635221232422161	0.628353131245293	0.675146497313156	0.348387013582353	0.436939362448619	0.242568507768522	0.835018206065961	0.649142217328092	0.803330452743854	0.578732345794701	0.570445000698441	0.454926249561775	0.678083745115055	0.704729030215951	0.542793171601655	0.380605063677066
CD82	0.708345214401105	0.58236971476633	0.54112598210802	0.736737581640101	0.734498162213015	0.606705314596992	0.871162938817172	0.928232347048485	0.690736360760947	0.806078629388594	0.886172328373715	0.663734502278053	1	0.80909543641356	0.723943039206875	0.701795077025107	0.640785883496243	0.836665962540699	0.841633628243126	0.905348766468591	0.436736795116715	0.714484754574063	0.805641905424531	0.891420524970909	0.61719395292365	0.610395745640863	0.840077381003979	0.43363680414967	0.770445080570616	0.834945997180472	0.900528830210163	0.913393743633871	0.799745691926557	0.8841559264689	0.785599678320689	0.852944795687162	0.862913528285002	0.630821038712227	0.751546193957804	0.821262933698495	0.780572478456435	0.781795515825266	0.750023314511004	0.786121455871719	0.812123277070068	0.110123083883303	0.850600225651052	0.757654366314713	0.55811299249925	0.756369160369935	0.59454506676472	0.789296277326723	0.734556453821026	0.819139572564939	0.856865209816716	0.829824805764418	-0.0714063679764248	0.771396756701919	0.472374502309866	0.675914433008998	0.748833184427189	0.670061383636715	0.855948429944891	0.884832747130001	0.896111596891958	0.888009801243102	0.599132496425157	0.861986904248674	0.669120454175959	0.605543191891853	0.873674629828645	0.73691379467249	0.86714005222618	-0.103466848382892	0.581843347188041	0.605823904829139	0.749666257298957	-0.0478252960352755	-0.110914646301662	0.711681653648758	0.8397021038399	0.871733579997296	0.868838530015706	0.52442611164751	0.634046011869953	0.353999322110624	0.578118178870085	0.811880383387508	0.897841119598546	0.732076418773184	0.717184729235341	0.704692809540866	0.823955736910064	0.785928470469753	0.789720383573528	0.534153743215327
IL2RA	0.431182589068353	0.702855933394585	0.548429507191225	0.772650879030032	0.684866310522205	0.737067266508674	0.706163229630914	0.862884832127641	0.365410389738606	0.946171185084576	0.843415888834028	0.398922048104744	0.80909543641356	1	0.612963789866534	0.431271154361191	0.3307725333127	0.658156804598121	0.755198639146758	0.687712914407097	0.324565163639707	0.669996552481503	0.92245486187535	0.774871432627189	0.608415443694693	0.68137046259518	0.864458744885612	0.506449353682758	0.609998789416479	0.695558085892721	0.886138646678213	0.878895233114697	0.731328580502123	0.725512850265298	0.612739845938629	0.711129021658318	0.737191929529843	0.665212137596631	0.438218221839561	0.828037666894631	0.67324848993461	0.675618512254963	0.69094644939841	0.663172681474102	0.531503490472877	0.133823388764016	0.85284975004316	0.545501027794459	0.769989585572159	0.828478262246717	0.468934045338721	0.618412186914516	0.47392389865829	0.802805761383666	0.683821062576372	0.676960807615827	-0.114461025165046	0.542625253732081	0.353046942060732	0.503207507934385	0.605753154434093	0.574358719313665	0.86646794513467	0.715247589398938	0.827076627821812	0.797117301271304	0.436387112200055	0.639781415430454	0.585505434342639	0.639531658887759	0.717779152283815	0.64503134104613	0.831126111230718	-0.157664040579843	0.446381653879044	0.490976614368394	0.604802193542235	-0.0674481706392324	-0.136823751345273	0.65473417847924	0.736595414247978	0.740549511717748	0.866746687501757	0.418605977100291	0.523606557374932	0.312291813667736	0.254187789560934	0.636988614834687	0.683082481662322	0.584594835843659	0.588745080071862	0.725903923341194	0.718116517996294	0.538030646160197	0.658187982082519	0.46448348871791
CCR4	0.788315610498653	0.152952665022627	0.236499779399973	0.498073315675289	0.625509449006553	0.195569391075171	0.679491585110931	0.708991481171053	0.737540674185918	0.569359795677789	0.659191433581994	0.797409519546532	0.723943039206875	0.612963789866534	1	0.631995387823484	0.781602887832245	0.762422017857351	0.606970860400537	0.738740270754844	0.432439450579586	0.63354267333257	0.619495083465038	0.749765394548037	0.218484440930099	0.419836198531859	0.832780945535144	0.0282316393980129	0.663111988301418	0.533920726979457	0.677779041525301	0.754783835800246	0.58521802656925	0.786778985095806	0.687008396995543	0.768847545613302	0.727055657713207	0.317254597042876	0.828036026996253	0.849908910996886	0.585150087718023	0.754160613161027	0.726437328479506	0.545867686599376	0.837879913393194	-0.153874217189991	0.803348293965502	0.667907332498957	0.38238384292206	0.465921939941616	0.373019832029436	0.603155459823162	0.720830917397488	0.77599022232284	0.792361246986243	0.708453692659196	-0.370341897160988	0.669619839174404	0.187946014598776	0.57722361584664	0.63783542962206	0.479935891706662	0.591548110791463	0.756731066685494	0.751741490686132	0.654608003699369	0.290938618409815	0.838976142283555	0.534371928466246	0.227921712008109	0.893193438151012	0.342688545738523	0.651892065699902	-0.379275860821144	0.336969229236186	0.389897785870207	0.578053850145514	-0.272416786126706	-0.412506004054826	0.459874233152233	0.659014160913844	0.62106650479433	0.805842522685199	0.249918747530693	0.363467895706431	0.124085486261887	0.685204957979826	0.586528257229164	0.804539468406675	0.539137985694429	0.532887119214203	0.545878004086344	0.690776112504151	0.772648991035386	0.535297102209004	0.338343108357005
CXCR4	0.908465782729447	0.309737741323481	0.575942086000613	0.612237491147919	0.810858324281313	0.400923981757288	0.840846906039653	0.748948594189308	0.896255916736763	0.412392668616352	0.755082785872908	0.766214781840992	0.701795077025107	0.431271154361191	0.631995387823484	1	0.842833095465869	0.846108112214003	0.699160923122548	0.773275861244895	0.353176119684004	0.701497597741188	0.536486739906023	0.845982808220402	0.544774757943481	0.64415943470004	0.678415778880862	0.387243470854147	0.625297859152046	0.725374495443251	0.672485667850563	0.598111062241484	0.76889517358796	0.648509314820832	0.814950323408079	0.881582972182614	0.789919984116854	0.461829222222764	0.77769810489825	0.605366753470321	0.610509816980535	0.711050101420857	0.792604367865944	0.780766005350682	0.819534344886681	0.289466393555255	0.680095796533164	0.703051119818023	0.401082118877846	0.507185057949878	0.395278756876062	0.819474039939083	0.802186349327646	0.589088273504673	0.881377652156426	0.757956610318252	0.284653294245014	0.645355812815492	0.69468129213702	0.75647139220466	0.70820972133944	0.598252181285278	0.537772555950208	0.78328523300113	0.719512377760971	0.617797281465283	0.583675991338132	0.743642492392367	0.544653406038693	0.281374349020689	0.70663189633631	0.54250374881309	0.758668665514751	0.305531806745549	0.417110195143187	0.631151010811946	0.608594874165678	0.315659997468689	0.138587020895194	0.576722089912548	0.680518731155398	0.672846426624165	0.678405497790824	0.418482713947387	0.456151456766447	0.474895166691623	0.736763057041004	0.620166826871661	0.773403518061364	0.682697079721849	0.535802294526254	0.511194092877714	0.743288335354899	0.654957226183121	0.617375182809607	0.331808400052209
PTGER4	0.925157380442284	0.0568285072555242	0.2703939160889	0.414780524633347	0.624018229735244	0.100348411410164	0.689734709437029	0.609988565354501	0.917981435126037	0.279641893482993	0.570571807707972	0.845592616908671	0.640785883496243	0.3307725333127	0.781602887832245	0.842833095465869	1	0.774758386341341	0.574959985692257	0.737550866116729	0.411234336141908	0.584310333624295	0.365305409946601	0.719231439359883	0.204538339740574	0.327439151974115	0.626330173867106	0.0265826272849512	0.627322318614669	0.557228462867663	0.55797345491393	0.573231656134443	0.572471606356683	0.713882840962929	0.72433660941422	0.778588724592395	0.668844662597503	0.238987142068425	0.893981827818511	0.611679426528205	0.51604549345247	0.652012003170493	0.684102575672482	0.61092339349577	0.88175449743619	-0.0320969911909494	0.621465671510441	0.707213493440368	0.137245352655379	0.290331387413331	0.358076422382385	0.688335081409687	0.844523502749352	0.577564651053409	0.793161103540853	0.699463078331648	-0.0804394192255745	0.664916954719858	0.398531193401324	0.674099993013136	0.643895325246943	0.462371678036008	0.440353126209862	0.7504250796392	0.640414318325821	0.572098625773737	0.407867449731714	0.807436429908759	0.491768939342089	0.154759827688011	0.775806769492342	0.306217787484285	0.567251996173166	-0.0485629399266672	0.337192233811547	0.447414894065697	0.560077384113118	0.0129223003077497	-0.128801822742581	0.396644308515652	0.586045185961149	0.571466934311182	0.616032605696795	0.2916665228428	0.352957305596884	0.226031488207902	0.867637617797217	0.559319945158413	0.769209668146161	0.562852832567708	0.498698108561479	0.397351502664162	0.648588248380504	0.760229237883082	0.529933802109037	0.289089220371821
CD47	0.821018953931376	0.462279254926177	0.627163562502115	0.766930484038879	0.863557189974527	0.442395348014462	0.892599253508716	0.856558695742215	0.805581930013773	0.623367990146524	0.832829715899445	0.78417996113776	0.836665962540699	0.658156804598121	0.762422017857351	0.846108112214003	0.774758386341341	1	0.828173174517209	0.854734436872039	0.63244718968005	0.817986480452475	0.74170910135064	0.875993172857343	0.538316108773168	0.644989834654782	0.83955516703903	0.432663678867439	0.870128175512015	0.868161120591342	0.777552241805639	0.822886239679123	0.849823386539632	0.786781776111666	0.918990949292153	0.897255892538693	0.864986350348334	0.654175379609566	0.816710240772744	0.747132365777213	0.821863854710636	0.888576749474473	0.864018740886337	0.780357355177883	0.881766999247392	0.32427341904463	0.782882834695252	0.837005884000941	0.50024580265769	0.65062016959857	0.696003270382024	0.897884879639252	0.849547328131214	0.820005087253479	0.903962833905035	0.917767053202984	0.1048664556571	0.846568174214879	0.638859757036354	0.801541556322898	0.866105525391452	0.797356803604741	0.78140601409516	0.888191006529787	0.887231657546888	0.804753042423463	0.738524112785728	0.798299987092901	0.805450275026588	0.528885998137235	0.817573753845227	0.576607317150774	0.806049617190191	0.0848113040983175	0.680907748077765	0.735439743340827	0.8306289829526	0.15552211999272	-0.0163254189658462	0.775612395869808	0.906409303126721	0.88461420203487	0.833678628160045	0.622475063050672	0.707168005510633	0.553849508545883	0.667666935234034	0.852438216343056	0.89200637720862	0.840103387031452	0.812182269864067	0.766889160353821	0.903195982614893	0.673882507983479	0.830093555438017	0.64176909028922
SPN	0.629988744488097	0.646127859111459	0.707352442149899	0.829791768148723	0.820565203405878	0.636357157603393	0.842785091461381	0.86250554366303	0.612894573549857	0.728428544266183	0.86812131530694	0.580444801311165	0.841633628243126	0.755198639146758	0.606970860400537	0.699160923122548	0.574959985692257	0.828173174517209	1	0.847289761392149	0.535909400015469	0.764773028563087	0.787801570523794	0.829852375436791	0.676500695736427	0.656139873596112	0.796665143736417	0.590764501814177	0.768791904229687	0.869104323626642	0.801033484508192	0.849496741468594	0.841621038099063	0.781599361305577	0.826012210039238	0.826566655040683	0.80935537194425	0.72484927249097	0.616875368299238	0.687127244372786	0.807346999191461	0.783973912497342	0.792984059689877	0.818368956800749	0.708612676565854	0.366776965165164	0.749953421497087	0.752276336492518	0.54969451722898	0.724186321998211	0.63026204862107	0.848341971048268	0.715742616328547	0.793847896646843	0.793593906084626	0.829697731814639	0.157742385076327	0.736885537226339	0.601117531699183	0.777726739071265	0.788374422326375	0.77749889505034	0.844396390241811	0.832789226466006	0.858498363309448	0.826908084254729	0.711237319613982	0.691040522615793	0.741913758615433	0.67711199754388	0.72270053487017	0.740772479516884	0.843893337181688	0.112524991487189	0.646826934264292	0.7241299558209	0.772504199526643	0.146093280948956	0.0760569230858733	0.776526445736189	0.859484243732494	0.873210284387867	0.781265200131816	0.622028141047552	0.697318439889132	0.589788345541148	0.470991694925179	0.798743093502843	0.796658094241789	0.776490382530519	0.770727249464912	0.727659078506456	0.846422159557235	0.586797603498602	0.808239385771868	0.610314303938169
CD6	0.776437713210435	0.542175477094012	0.578601848088091	0.733006551693521	0.774725033626622	0.538172421169161	0.870495765874944	0.887508002764242	0.775878399886545	0.680303809986902	0.864979753880722	0.710902073884218	0.905348766468591	0.687712914407097	0.738740270754844	0.773275861244895	0.737550866116729	0.854734436872039	0.847289761392149	1	0.456903636631905	0.717139167162494	0.707871005580509	0.891505671753579	0.588051263147738	0.595590262170694	0.809084262094929	0.43611340671737	0.748420742627079	0.814201971119529	0.840963836528495	0.847404239053867	0.796149498770116	0.868111929396432	0.804670834652843	0.877831255443217	0.849791182060022	0.584258988216546	0.790882987531147	0.751148059089962	0.736969219264178	0.765137808020634	0.789766669880087	0.831039685167805	0.844394396622873	0.182023784820318	0.792854955631218	0.796631430489654	0.455624164154643	0.685591812411282	0.525964970763172	0.82226002547834	0.788669226098796	0.760476820558417	0.857598499695332	0.8181423899727	0.0440600741016084	0.770842852949414	0.525950249511367	0.749477595959869	0.764742450368637	0.67738444545487	0.765986874932891	0.874488312914188	0.854403976886805	0.823903482060115	0.601976958840333	0.830642394081117	0.659529986262604	0.510776294700192	0.862369634435262	0.721498718092455	0.838075123850406	0.00489549563201111	0.537067403332003	0.648134375295423	0.704992271434908	0.0395549291514449	-0.0353614132040674	0.682143664300912	0.800548573895485	0.834029265052113	0.82369510500155	0.489957358248472	0.584585365930189	0.426635664662826	0.623419441532934	0.777602723626074	0.890125184394007	0.715567051191189	0.692881428577376	0.642074445815418	0.825980944982508	0.793829422693886	0.742528607357333	0.46607592375401
ITGA6	0.346957011873882	0.189139277504329	0.3204107766517	0.478380623195088	0.43281292915825	0.0722359620997457	0.489785821844922	0.374648192885236	0.38460851347507	0.271233596323859	0.350069731710083	0.497491415372743	0.436736795116715	0.324565163639707	0.432439450579586	0.353176119684004	0.411234336141908	0.63244718968005	0.535909400015469	0.456903636631905	1	0.5468119678189	0.427887930320285	0.35024925737198	0.184808998474841	0.203580924758872	0.435842183118501	0.206761256558007	0.864687052440669	0.566189863704998	0.298261578759775	0.525578035752471	0.478491142168568	0.43288169978767	0.605940989392665	0.404790104668622	0.45281743457713	0.499679293348271	0.511003994184653	0.339128379025873	0.692612058167	0.657329947647124	0.446216207351609	0.315528740861576	0.569141395243246	0.388485732874521	0.361431456388503	0.670728154443103	0.135308877374567	0.317191502552714	0.842634660495159	0.566078499090171	0.542636727972529	0.59845020071513	0.446183382047633	0.679690545951446	0.000460782509602309	0.769559937528345	0.414462151002942	0.581956337563579	0.679621568888335	0.792424328811778	0.537403004749548	0.597005771835176	0.562755769668121	0.536283091224249	0.757354884545384	0.393355400715158	0.864647027663189	0.483244462556142	0.419700769220378	0.197011329367803	0.303070623642565	-0.0476682012423414	0.852890534536945	0.509904029670984	0.756359737662895	0.0116475088845823	-0.0445057856741296	0.598613291937216	0.723162536758873	0.702333576204453	0.412478688006967	0.686978868569187	0.751437057652865	0.552074525829967	0.353964790168345	0.784904583692379	0.554961167486664	0.710173162277693	0.874101050031636	0.679254347686884	0.65959985990636	0.266800848752514	0.718553428242221	0.855122810491981
RIPK1	0.625514216587394	0.474894804425191	0.656029552909393	0.801851461659594	0.839951516705311	0.542478300480074	0.776177670967505	0.783327417646789	0.58151520414312	0.647274080641168	0.786410778568886	0.557830221979609	0.714484754574063	0.669996552481503	0.63354267333257	0.701497597741188	0.584310333624295	0.817986480452475	0.764773028563087	0.717139167162494	0.5468119678189	1	0.761867889504313	0.761435343295487	0.560576438175481	0.669294349769827	0.788551270207877	0.490890873161219	0.761447813204337	0.770482479161404	0.679122510842151	0.755802335834191	0.795304060203347	0.679569341667312	0.820533136752796	0.777588124022629	0.751182546096039	0.677156321125523	0.557131368810139	0.702016716851172	0.761669393720134	0.796162674367947	0.826999781823468	0.716321840406688	0.648497568783554	0.390509231281434	0.727340635201421	0.708369168649521	0.584172913906676	0.656123611462102	0.601766637704794	0.807050746698165	0.666906286781345	0.765486428074535	0.787114793717393	0.825063460564388	0.139568444382679	0.670674145075457	0.618901647266393	0.743401423164617	0.770619153416151	0.757819810676457	0.751107083757712	0.746115256969599	0.806575416978422	0.727857489513524	0.657921050408262	0.596333491535309	0.735510444358515	0.546274977516121	0.685550818756189	0.546468623890915	0.751885038364455	0.120388102285459	0.61068336116326	0.661239058370613	0.755024986041632	0.163179442215269	0.0230828036460617	0.755431145089142	0.831457115020331	0.78613757106056	0.742815042284094	0.58702367982891	0.651986957195565	0.589433000332843	0.440831576585724	0.714271387627597	0.749788075606715	0.744069935780961	0.72903990391582	0.744538087161172	0.838074927188382	0.484425028508323	0.766103006122511	0.595552475031431
TNFRSF1B	0.487639296728235	0.653299662761743	0.643859946242622	0.840591227510073	0.784930728866208	0.7292572623417	0.769152584393393	0.878903245423725	0.415915378949348	0.912530569080724	0.884819726561769	0.457588984376094	0.805641905424531	0.92245486187535	0.619495083465038	0.536486739906023	0.365305409946601	0.74170910135064	0.787801570523794	0.707871005580509	0.427887930320285	0.761867889504313	1	0.810796880629364	0.684408906678495	0.810588548377032	0.882118005694482	0.578044131732928	0.694210906177803	0.770694962287092	0.855961431926118	0.873603169360038	0.801453389694748	0.697980936686955	0.731895160275125	0.766007384189926	0.79664097775051	0.777582904580616	0.464016157049639	0.8391346442791	0.780323828852978	0.755754535869233	0.757600285374022	0.685496054742406	0.573391219092416	0.281307946330641	0.876631336881982	0.609847935392379	0.850799765122483	0.884393585024319	0.560618119498685	0.72129507107087	0.533245751462053	0.836942959695079	0.753320743144679	0.767323380279009	0.0102116743959029	0.623418762683311	0.502899315111639	0.597374993248202	0.690084665314915	0.672877265038688	0.87727543545979	0.750508207723992	0.871174591249109	0.785796859002233	0.573338211686832	0.626518242732376	0.6958028672077	0.659861628923619	0.71677973109056	0.642240051054078	0.857389968430403	-0.0301572857307175	0.562866756363583	0.615754186734627	0.709188944817074	0.055428141659091	-0.0726431565228036	0.754418844410238	0.83817985676819	0.817916344969155	0.878892862531705	0.546811514621914	0.641556040559642	0.443056151276473	0.268882484088925	0.715526161566971	0.744818447040155	0.698889568159003	0.68411228631095	0.809978940528608	0.792159492744605	0.483405421234866	0.741364697991296	0.572746167517614
CD3D	0.822860232893138	0.582368388239798	0.6213468979707	0.765657250095288	0.846213273275771	0.646958813377973	0.915039390692543	0.951360080761664	0.8043904977356	0.76948476476022	0.947135607765857	0.694681895259848	0.891420524970909	0.774871432627189	0.749765394548037	0.845982808220402	0.719231439359883	0.875993172857343	0.829852375436791	0.891505671753579	0.35024925737198	0.761435343295487	0.810796880629364	1	0.683926850124433	0.775675589178342	0.878668605453707	0.490633924107822	0.696044270134184	0.808752852196903	0.91243382637959	0.835143379442735	0.853110110616454	0.806211234243222	0.802100801818259	0.963716802254104	0.917477251158776	0.595306798256033	0.762353485592326	0.841274500236999	0.715273802912712	0.77708147733401	0.841407243144593	0.858940172147154	0.827454348207461	0.202965555561932	0.896749197153748	0.711051231639245	0.642533795314234	0.77915155999429	0.452175693254996	0.818909533673546	0.727755828855208	0.756438725274292	0.924755932785168	0.80670632213529	0.0804891386128045	0.702126392896299	0.57852567826298	0.727545664287347	0.73961861372045	0.634683393541921	0.756188383183563	0.878769648478315	0.890750278942572	0.779613675127944	0.560880624513654	0.86218915557602	0.597997094956008	0.467033431981421	0.856166660347638	0.729325510977782	0.9379652561223	0.0820964402231738	0.458608647510693	0.615966918616025	0.670013119178528	0.105892374886708	-0.0420420188381734	0.67629334681935	0.789743398202571	0.802873471323776	0.880218940773667	0.422456392587477	0.507063211713229	0.37372646618867	0.591963458034087	0.72086930056651	0.862443162850235	0.697354712287574	0.611410086550728	0.665570372500506	0.813886059384479	0.768633124333277	0.711841721370978	0.384287460934985
CXCR3	0.324687157579498	0.695021702388705	0.724375004682779	0.72297240756115	0.658665398944011	0.818916897744021	0.649371354380541	0.715968873504929	0.346915312628614	0.656346540354783	0.757699000592996	0.18278740358643	0.61719395292365	0.608415443694693	0.218484440930099	0.544774757943481	0.204538339740574	0.538316108773168	0.676500695736427	0.588051263147738	0.184808998474841	0.560576438175481	0.684408906678495	0.683926850124433	1	0.783442750064363	0.537713435536878	0.745581725943248	0.431604694142943	0.694374527513629	0.665127879425571	0.55484573321371	0.685273303223521	0.423711016959762	0.525409222155643	0.638234345265274	0.643161389836417	0.681794695471446	0.219997442407393	0.439068360480991	0.562976819258332	0.470797724650537	0.574389048006626	0.681770756104924	0.33535937998985	0.508714067396653	0.56078361127547	0.41850032379664	0.66932660478782	0.748723163512026	0.376464498387986	0.616085391372452	0.307997417423409	0.462303684020071	0.578106017265892	0.549681916802799	0.463585902748272	0.382500513616518	0.690095350034317	0.468173557683004	0.492841920101857	0.540510013216569	0.60141396718718	0.541745377842129	0.606700958453255	0.542179547073014	0.575195716954914	0.383881148146561	0.451669646621632	0.575703926645399	0.38548618272839	0.772393883913879	0.754239475770194	0.430254126436824	0.42676026275455	0.532070304389463	0.471027484152804	0.342095866522145	0.326259240149012	0.625278056931975	0.588169913414588	0.635611813536494	0.54779549893964	0.473348773231972	0.496958692371072	0.505975690086151	0.0909151648236043	0.529590262049845	0.477042975656242	0.540206308018019	0.454226434083449	0.558531156820122	0.569336899224001	0.295143925425299	0.564167826004751	0.338562276341306
CD27	0.476453862665053	0.601252342935915	0.731496234021084	0.782902695783806	0.812014355883148	0.75284048793527	0.703075212418106	0.760759484044	0.44257010326286	0.714266333408439	0.835088383365045	0.369714384272708	0.610395745640863	0.68137046259518	0.419836198531859	0.64415943470004	0.327439151974115	0.644989834654782	0.656139873596112	0.595590262170694	0.203580924758872	0.669294349769827	0.810588548377032	0.775675589178342	0.783442750064363	1	0.71450601245885	0.689493691999956	0.473593151588327	0.674707614076721	0.729649692849947	0.624218810534185	0.759373413112867	0.465884750315469	0.64830110178153	0.751890091851032	0.718574096020218	0.72018258007821	0.328986004278507	0.623974163521771	0.574953317035966	0.610351884044504	0.747383172057067	0.704053439325315	0.443339606366446	0.468659207123351	0.742391717638983	0.467934896737465	0.867931001919835	0.819558919792947	0.344450700023637	0.673955267741081	0.437619921773652	0.58523062815949	0.700432326464481	0.627117077949469	0.36560304116202	0.415206041870506	0.65405674006381	0.567959954500102	0.579594628308437	0.541825809691063	0.639594946675094	0.601142295069642	0.721444101211913	0.553160266483884	0.518485642524501	0.45453254627279	0.513160406375212	0.467856641836887	0.514149781726903	0.631078177592083	0.804655509478203	0.357065335237328	0.370824540682508	0.575375621575467	0.541060456468924	0.33202587855853	0.126045418147336	0.648857068774462	0.646070959690692	0.633955307674394	0.700712585589524	0.427029190446954	0.470397447786362	0.496446917238418	0.185348555550861	0.508225007716011	0.567385371372969	0.568480179142815	0.460233807221702	0.659145069346013	0.67427383987509	0.298480334676008	0.574182538801036	0.339574728957577
CD28	0.706855642310505	0.529172426963621	0.545573861897645	0.784504377985835	0.839829197773176	0.568036891559302	0.81728547620747	0.901767971423944	0.642269722662426	0.837218724728395	0.885793678684949	0.670208485300461	0.840077381003979	0.864458744885612	0.832780945535144	0.678415778880862	0.626330173867106	0.83955516703903	0.796665143736417	0.809084262094929	0.435842183118501	0.788551270207877	0.882118005694482	0.878668605453707	0.537713435536878	0.71450601245885	1	0.414956431282238	0.73513641074637	0.739339234308548	0.882266429967324	0.891399336325468	0.819163248456886	0.82021653750255	0.800735876791016	0.858950578827235	0.839895909649266	0.634432946698401	0.685016662867088	0.906107594437196	0.726293183757066	0.822573582641038	0.873221769094643	0.736356400874912	0.755615926339708	0.156020152014814	0.912719145501104	0.719582962691454	0.695448660842358	0.747743926741224	0.502847611690732	0.75782465373382	0.701187669499335	0.886405361448562	0.856728069128498	0.815970708207042	-0.112027993859667	0.681238019189915	0.442812829158156	0.68043757631869	0.767811381997658	0.65402558420645	0.823323337855085	0.829458715191848	0.90412757486481	0.810338493696014	0.491572086550765	0.782615508234416	0.685074117813116	0.502978647457561	0.871412333797552	0.601037722415893	0.863977463510766	-0.137526956877734	0.469964713717095	0.58626019366586	0.703813824376014	-0.0406944350790266	-0.205458322912917	0.693993155293852	0.820493119116054	0.78933673194401	0.934902498856843	0.429447087421415	0.538945628836935	0.379520284628642	0.51041784577226	0.700967524897244	0.831548325091142	0.691867524871676	0.661379016690618	0.758362359964101	0.84099609949029	0.675650518090908	0.705741849502442	0.484398815656453
