""	PARD3	EGFR	TNFRSF1A	AQP1	SDC4	ITGB8	LRP6	SLC16A1	INSR	CANX	CD9	MYLK	DPP4	PTPRA	CADM1	AR	HMMR	NRCAM	ITGAV	PILRB	THY1	LPP	APLP2	ATP5F1B	PTPRZ1	CD99L2	CD47	CALCRL	ADORA1	LIFR	TLR4	ADCY1	SMAD3	SMAP1	RAMP1	SORT1	CHL1	CCR1	TFRC	TSPAN5	NECTIN2	PLXNB1	ROBO3	IGF2R	CD44	RIPK1	FAS	SLC16A7	SDC2	RAMP2	KCND2	NOTCH1	TNFRSF10B	ITGA3	JMJD6	CDH11	KCNJ10	CCR10	RACK1	LTBR	ERAP1	TRAF2	ABCA1	TNFRSF12A	FGFR2	TSPAN12	MCFD2	PLXNB2	AMFR	NOTCH2	NOTCH3	ACKR3	CD63	SELL	MCAM	TLR2	CELSR2	TNFRSF21	LRP1	CXADR	MTTP	CNR1	ITGB1	IGF1R	LRP4	EDNRB	GPR37L1	GPR37	ITGA2	TYRO3	ERBB4	CNTNAP1	MUC1	VLDLR	TSPAN10	GPC1	SDC3	TNFRSF14	TNFRSF19	NT5E	NCSTN	IL17RC	SCARB1	PTPRK	LRP8	NCAM2	ROBO1	MRC2	TSPAN17	STX3	CD81	STX4	ITGA6	TRADD	ADGRE5	FGFR1	ITGB5	ITGB2	SORL1	APLP1	NRP2	RXRA	COLEC12	ITGA4	SLC1A5	C5AR1	SIRPA	C1QBP	CD4	CD163	ENG	RHBDF2	VSIR	CD74	LAMP1	CD86	NRP1	MERTK	TSPAN14	TREM1	CXCR4	GPNMB	CD46	TMIGD3	PLAUR	TNFRSF1B	CSF2RA	CLEC2D	ADORA3	TREM2	HAVCR2	LAIR1	RPSA	STAB1	LRP10	CD93	SIGIRR	CD68	HLA.DPB1	PTPRC	C3AR1	ITGAX
LRP4	0.814093303368102	0.823443453266532	0.825581921441749	0.409820978510412	0.679599450953353	0.811962368591678	0.780963219105478	0.732631554393957	0.805227299011923	0.788023771331605	0.773665224372655	0.675075600111498	0.634641162700832	0.790925983571434	0.741047779327634	0.874815255105091	0.462706496546047	0.783351008548075	0.819840294413107	0.749087049603625	0.690500366355967	0.821953968115255	0.751699716909257	0.678955279942077	0.810440431870905	0.785814386131531	0.787056645727079	0.757356619567553	0.737786753096894	0.775245546307963	0.773740463593824	0.780961491349234	0.724553667511864	0.720770793384698	0.759131928502038	0.79661118239106	0.778251124418889	0.373532306812389	0.749195131140908	0.72565172060311	0.617915972814629	0.752203805603391	0.687296215252757	0.601047397779674	0.752583869539509	0.727599268032348	0.645967272312849	0.764946519174873	0.674396285743376	0.637811011993637	0.665638234266432	0.800463754237685	0.632105509980003	0.749299649775253	0.85224077109388	0.761369241444824	0.693995147055654	0.65118937069811	0.776605262497025	0.807959317765755	0.739288374580949	0.606606654185127	0.742904149320308	0.76565518326217	0.631786607743413	0.758517517904467	0.744066224895324	0.532898648836087	0.781762955242171	0.788302883862579	0.41074187314764	0.589468729210362	0.807130767324218	0.655963771683777	0.697060038572802	0.534216605129788	0.778565917641942	0.811404638616778	0.812626333171878	0.741428697386673	0.605309472640553	0.774606385384235	0.707982227985154	0.824000610249057	1	0.753794184019075	0.632689231619775	0.744230694903232	0.613621882827048	0.677934588305225	0.771566127618196	0.784475817896093	0.788382764006069	0.827985075357215	0.729411985676516	0.519732641372801	0.759248441206503	0.635397733053464	0.741667946042998	0.722134558466287	0.71064847632611	0.75778954375248	0.649406316382147	0.832350147764134	0.710661542070706	0.795463521699008	0.778047176773246	0.739559385890778	0.661117204676483	0.739889292154366	0.7065277738125	0.773942869885196	0.797899064884465	0.648280374386442	0.693999056415573	0.695454682475359	0.592186976573155	0.381475047681235	0.80092571529112	0.68038338454289	0.713369885945615	0.664634334371102	0.68089428843407	0.410296315817778	0.531754336463565	0.514723878391188	0.558401479753591	0.74769259334935	0.407345255031265	0.391450891850216	0.370913266801902	0.577571922951845	0.38397264181481	0.455621844141708	0.687042524182757	0.353405443561197	0.582401339580681	0.523142378279701	0.626111521676534	0.27039614114304	0.325082390467543	0.434765689608931	0.750035274417818	0.2502819588128	0.334123253731951	0.262133561921897	0.474466444476756	0.74013924876993	0.379334775881256	0.428888394981952	0.342908539189153	0.418274355964414	0.773687910673463	0.383273957854678	0.792020843422238	0.334189967608832	0.598344586570073	0.395811673649316	0.452876423266264	0.226875471536464	0.397704443450616	0.487341186045547
EDNRB	0.892750169383916	0.910420659506557	0.88108470426578	0.626606284032699	0.848906032829718	0.924736876445777	0.908206792278666	0.790535593793653	0.786005459912763	0.929457620233694	0.821011248433737	0.766123319653221	0.821086010138944	0.914636007952788	0.915747682249475	0.909637430925679	0.731117044761594	0.917634507688984	0.93976318910699	0.915285482935381	0.881694475112849	0.939611816615992	0.895084638531289	0.858980132423231	0.882288643547988	0.902423910465219	0.915057399491019	0.885219149650374	0.879532910395697	0.910200628458964	0.922258453569527	0.836948892693045	0.858915645672188	0.878406754209904	0.892538756391184	0.93082801837927	0.87818663295597	0.426590206197704	0.795389791999105	0.891523873673829	0.729825466625145	0.897991188136318	0.915264638891626	0.770201316880451	0.857371712368129	0.767531925690593	0.786447646469853	0.773368647531588	0.798695532796337	0.784671604170026	0.846630761233952	0.927387566865676	0.804742273508289	0.900122695757485	0.839700780053548	0.857126463663628	0.700171561978407	0.811710683123217	0.902784861004015	0.902825312561319	0.816527328834052	0.814191853027982	0.894433181722156	0.806848473263321	0.740691887205883	0.830811447119567	0.908518410831605	0.611711311602076	0.912591741596945	0.946320312137225	0.560082053477426	0.742396998953528	0.90946040518284	0.848397588593399	0.771900518963974	0.600274669873755	0.823731105737753	0.874114447239118	0.904996912859145	0.896270717383903	0.820602246912042	0.88262199894375	0.832317868419383	0.860999951941463	0.753794184019075	1	0.796446100422588	0.85321922182236	0.860732398135529	0.734582754894157	0.865314733551458	0.826424325617917	0.925008955840181	0.885249736287266	0.786301736178525	0.638578839111344	0.884027831975646	0.773235941106181	0.719904559052844	0.904914054521682	0.900307339605945	0.940507042368502	0.600995237035242	0.849486943092628	0.740697209862292	0.900887166057711	0.903071995165963	0.895192014425914	0.861460208781692	0.815295220757193	0.809185028421653	0.836521265170015	0.888099771295745	0.827065318768638	0.814437704172712	0.811764833919117	0.67308239419539	0.469855247694064	0.885264635429095	0.785469730716708	0.854157693316694	0.768348344276807	0.781595333367209	0.504982343357022	0.764039896426557	0.578005088329558	0.643631853180524	0.858759806292978	0.498339294692116	0.460765489922086	0.475995290432195	0.66849384182787	0.472350630603261	0.518468536965764	0.800471623005519	0.465289335879181	0.740340644134032	0.58787993748611	0.782432022472913	0.340739789922424	0.424308725819815	0.53884713960804	0.883554221740812	0.381898076444683	0.424662201666358	0.366024940293914	0.528321224278081	0.72212801750954	0.482842078679269	0.489599845625632	0.465899464609785	0.494524091427111	0.901561886321087	0.470327412294734	0.926722779931417	0.400620838426746	0.724448783822376	0.47435171392809	0.511420003093034	0.336140849433627	0.45893847971483	0.507729037453972
GPR37L1	0.779898264756139	0.810598056163276	0.706920221727816	0.731605505635625	0.68292942832476	0.854829848843969	0.742478238664322	0.748966134722991	0.747052499859607	0.721865386276693	0.692350494925578	0.701465060165029	0.596956749735187	0.846731696347666	0.753350717758969	0.740693237622596	0.531540238620706	0.836942626161561	0.771582921446183	0.815406489150496	0.794330397059592	0.740485833666752	0.590325974222583	0.707166336909795	0.853906549128138	0.682945084844341	0.77249696718163	0.868883963862064	0.862972131946134	0.858325209613077	0.60719533691907	0.709493638613231	0.78016794254637	0.536449871701061	0.827741651543513	0.788416237330871	0.839050968117563	-0.00419395353003569	0.548285004234765	0.775934973165502	0.40147983027742	0.791206709177402	0.81198736144768	0.392390190065956	0.600246427989245	0.556378613401281	0.563225923469867	0.733567439957113	0.527777982251225	0.66091190207222	0.731715681344149	0.7649861003753	0.53051317155676	0.719685615730469	0.714072702954542	0.730307622341639	0.771342862965655	0.770097236713173	0.612761171328637	0.664397385752902	0.61611543755626	0.667262738428053	0.599251657370129	0.68165525133301	0.665344428641991	0.748440628945138	0.641456186416153	0.232872595469165	0.652278046354219	0.774944908923364	0.699098194681479	0.316538272563368	0.728891412623212	0.654009520929068	0.764878795498626	0.151587860971422	0.67779868762256	0.67950423173791	0.646807070161335	0.62089823528523	0.684116214176384	0.731375986443687	0.488967583754704	0.705099976588374	0.632689231619775	0.796446100422588	1	0.816640916995837	0.773417985029905	0.738631412375129	0.761116427904365	0.753318264519269	0.812808085779131	0.700018553379099	0.762686766044447	0.679366047371341	0.613436479053212	0.405590945283669	0.678110094138312	0.774559678614962	0.661021678546278	0.784867640639607	0.258191838279838	0.791279833427337	0.678975595326847	0.799709193254227	0.828765038203004	0.751234443924917	0.672917902502819	0.590538547455444	0.43178714795499	0.496807479244771	0.682761295565639	0.490326719390776	0.451177486983339	0.694501147962215	0.267100310116452	0.0109465249294318	0.586546281534827	0.707899211069399	0.683093390558063	0.361262234858321	0.463060678946558	0.054339035490329	0.455294677239617	0.140436625158461	0.205097617244825	0.641120121308122	0.0348727660756516	-0.00301846112398867	0.0123915004324057	0.283090621570206	0.0543763466760827	0.0706316299892381	0.432148385751021	0.0140576742601726	0.337311272741166	0.132522015715373	0.397497449464593	-0.100771093290584	-0.0302388850406164	0.0918924611925406	0.569020036684386	-0.0540392290481656	-0.01082303104672	-0.0787372909743662	0.0575983131236482	0.410004346433353	0.0285777565663828	0.0538910557509651	0.0239343506760637	0.0507087683950349	0.621916494838243	-0.00146392923358809	0.695727910083295	-0.0608965113454358	0.339896047096015	0.0310610249056448	0.0598476044559561	-0.127049265954357	-0.00302920934980793	0.0497051970149042
GPR37	0.918798139729843	0.894891087123074	0.854581591283259	0.582645558469247	0.840528951543638	0.930306871025825	0.830272812946593	0.844083831269446	0.885920245863261	0.897654891803954	0.829861181554842	0.891506076865617	0.730924425842206	0.877772279358233	0.913176329107699	0.904580095067108	0.719734893577964	0.93776277194205	0.896830050304896	0.938273453331757	0.921620443533229	0.842974990395445	0.783181670472738	0.898465516581711	0.925054220518356	0.840577548127797	0.933565229886205	0.936820295236645	0.921870388910627	0.879562546990008	0.745843011618325	0.843392516513969	0.82519343290318	0.75953739145164	0.924703734124026	0.960009382428438	0.913002978590031	0.218884213587903	0.721275422077404	0.951184493393428	0.671018620171661	0.929845784407907	0.936030146587165	0.589426801457465	0.78509043735339	0.748817367612697	0.791040357754717	0.839855968596841	0.77041557196555	0.798285345660205	0.921557100949212	0.885758359775967	0.750777654465555	0.844582925867645	0.837359458330529	0.9195337066316	0.844183451572617	0.792715512979061	0.809782525348239	0.82592106398782	0.849420057979431	0.857700390080289	0.782655752437412	0.835810140053992	0.874113599132478	0.846785703759538	0.826533978759254	0.446767877878679	0.832264234021025	0.912170568506905	0.643501480048113	0.54397806576144	0.885356585597953	0.845705993325535	0.793759589702851	0.33492603815511	0.809447794949355	0.890813188470579	0.782031186671942	0.813349286075517	0.854802340618971	0.846330751880708	0.726017361100294	0.820302961756902	0.744230694903232	0.85321922182236	0.816640916995837	1	0.874449206791472	0.919892136902237	0.880639401784635	0.798493696467482	0.894118799975101	0.800225476866281	0.858055398728542	0.804835712141336	0.749634787401966	0.611169683746403	0.879278867164664	0.917844618514736	0.871605445022759	0.916201297903876	0.386084430925681	0.88780798128198	0.799330644822122	0.918738866588327	0.922341942730335	0.871613169642317	0.812760830282975	0.78508250015251	0.631934586507939	0.732377555296307	0.853459162933448	0.675878712894544	0.663698303160503	0.853515402020389	0.493966735684922	0.23478956251699	0.748432761366063	0.933121839146398	0.850884194375301	0.54721298891145	0.587635209894925	0.250613341277987	0.755942995650761	0.322414026233238	0.420307392971923	0.825444578145372	0.246571188444511	0.215646654623656	0.249058543840814	0.537883875718702	0.278090734480217	0.276986095617234	0.705016003544457	0.23829204114122	0.568868472279105	0.363006934490373	0.617163095473345	0.109622042373341	0.182835141139084	0.318002828028476	0.74270661949414	0.172479274013482	0.224500805018132	0.197390369038973	0.283838490681205	0.631812468406939	0.254118457956711	0.24708324086146	0.230636202511511	0.25060078953498	0.826416051425909	0.233588524332233	0.830393098852406	0.169617353841324	0.635258718311119	0.242715883862237	0.269838726358849	0.0984866408056382	0.215797592776761	0.269158007466864
ITGA2	0.792556458733825	0.893546243627601	0.792405099177145	0.601502013922193	0.877488719804837	0.912194332493433	0.913045996654767	0.814701764413012	0.762205174712983	0.882908576330647	0.770656194049591	0.845694910144593	0.833322983892804	0.894687875287442	0.886115351070527	0.824140493314068	0.698524982792414	0.914646634561753	0.911686103312968	0.883786502745575	0.901270442191727	0.860625200650163	0.745303657294872	0.802748559829756	0.90146920085384	0.842086941077191	0.86787218103172	0.890897691893735	0.857186527842113	0.929555514586455	0.746353671533186	0.89687918847588	0.9165743257792	0.726393992453509	0.878183253623376	0.886969285311062	0.904986310683348	0.213814743853555	0.676620678487454	0.862080121150611	0.581185099051893	0.857053154370251	0.872948328552574	0.686294126319871	0.71920148754219	0.585059241343917	0.708423928567775	0.777449232006265	0.705919786157306	0.815614650546137	0.900283184050017	0.8631801280007	0.661378497691575	0.899893839539243	0.772931661638837	0.853649039899778	0.745343970600489	0.898267705056422	0.777637672817329	0.807764177775786	0.822435944113908	0.869106055542366	0.801748118659577	0.798192322948835	0.739625366638045	0.787534712399943	0.811692318860095	0.393875689760455	0.841389974522946	0.873341882027279	0.659065381440873	0.54900714927543	0.819757221599063	0.797045144146002	0.816543526857213	0.349110588144738	0.710930915422454	0.791686448961951	0.806859883199085	0.828983915872681	0.893336328695538	0.86403059226537	0.688788425695347	0.882448821694214	0.613621882827048	0.860732398135529	0.773417985029905	0.874449206791472	1	0.75181224955693	0.89209308965072	0.798018918687555	0.849311971120264	0.779513763097295	0.833788712686929	0.635986185218905	0.77831627566117	0.590739851763221	0.727015970479121	0.887123345420697	0.835815000834119	0.872074996714379	0.386708207934851	0.873808038044372	0.723614896780121	0.911724293512292	0.922996708735586	0.859641644904238	0.818186638899273	0.760114966203315	0.620221916125401	0.673022462286967	0.832483926809719	0.701245869773632	0.665652399932785	0.820742302022653	0.488304760326516	0.238062185955272	0.72661253860035	0.773165871047013	0.773764185502947	0.564164301483941	0.595210537533259	0.283508445096564	0.683835833660877	0.346127891984462	0.435418873984981	0.746318565861566	0.266551499648086	0.214266575434366	0.237418160661415	0.472035552386186	0.258949604317904	0.272862104501199	0.667346362792624	0.243126539847904	0.534135526124819	0.341281718968741	0.580053523078648	0.101204431593409	0.201882714486948	0.342925832916474	0.76540884678289	0.163933345795862	0.219815274894357	0.161477573549048	0.283186965805158	0.550913046652823	0.254033299401933	0.251004013398484	0.222123089066397	0.247878574122235	0.771627292678539	0.247837077845441	0.809312659444197	0.17941625180864	0.557093947185202	0.253214027097324	0.273836579231224	0.122631237414507	0.211997942413092	0.247253911135144
TYRO3	0.840121717599675	0.810143575017758	0.813059780754338	0.554926735335688	0.786706314327281	0.831160471135458	0.686254096818577	0.817195013382986	0.848265553102004	0.816487714207666	0.838852087278271	0.876323144734494	0.559223772657222	0.789993544982647	0.824848943087	0.795238324322182	0.584118994849444	0.865184500303874	0.776069550262572	0.850006266152598	0.852193814833116	0.755052966169933	0.701239638706422	0.850820349445896	0.840976552355455	0.739669761405208	0.845887068278074	0.845044024448048	0.881055290477229	0.77683576720352	0.634266104565278	0.75438403947495	0.673328258315213	0.686682953968708	0.889376556339322	0.876914554578368	0.832143170556341	0.194003713326785	0.696427640529097	0.888522044938323	0.602131145719072	0.869713401117324	0.858169649032542	0.475426402915013	0.759634500384013	0.72729733306231	0.774620144963606	0.816228736240392	0.757336197991736	0.778045505983361	0.835640589240063	0.786093812096067	0.70117816712337	0.752108489816946	0.770841668217668	0.81275525971007	0.829259377471389	0.699748834114364	0.742673779955102	0.71647676487951	0.803162599361099	0.727086717946023	0.706838991581412	0.724734364721193	0.874887779856059	0.806466901225057	0.763352108617815	0.422648791456976	0.738077749365003	0.804187154025624	0.701642429781254	0.45850791769825	0.8347849700265	0.716160158350443	0.70444536749006	0.256825363914258	0.743791327839236	0.846820047828085	0.688871791442854	0.74037912449388	0.729715870742648	0.736658020651896	0.688723577359445	0.715446233156198	0.677934588305225	0.734582754894157	0.738631412375129	0.919892136902237	0.75181224955693	1	0.761936673763384	0.68564574185984	0.784277344665535	0.690155110246374	0.715522671481935	0.812925445953117	0.65647534660492	0.547305161613619	0.878963450363458	0.824154443743356	0.786870350445662	0.817963188377127	0.370617544295268	0.784093308868215	0.763645633336357	0.833059279187692	0.812529564768401	0.808259911058361	0.638737853785675	0.76120912565353	0.565421617224822	0.680764208498528	0.79300707890184	0.587597261981311	0.610950308506674	0.796244921775036	0.456038780865969	0.199763752777135	0.669717688722828	0.940935798230529	0.822144198027594	0.474858340558031	0.529412736110112	0.204347720936219	0.706967321004207	0.273603024853661	0.382380943681442	0.783840264699041	0.198515585108871	0.174186655697586	0.203520001874631	0.504220683497195	0.25806973795602	0.239963581221682	0.635179469566301	0.203313934281775	0.51609650795863	0.311954122982438	0.566819071126448	0.103629127181009	0.160473925256064	0.279775231715089	0.65711297924317	0.163008156579875	0.20845284502362	0.192085364769389	0.231281103472085	0.581773047562371	0.224276423847478	0.218764101077255	0.198421661945825	0.21332321358616	0.764268467113197	0.181988767776907	0.753252515650159	0.142729302112369	0.61270800996785	0.214053990466754	0.226026934702005	0.0809362564785815	0.18951805756609	0.230586034274097
ERBB4	0.853970218917259	0.921831302685714	0.851600412630413	0.485238603083816	0.832306152934879	0.943084020255266	0.913832963105361	0.853990747150592	0.806423557277174	0.901274709766873	0.818632711854718	0.847807721499254	0.828805148246319	0.883248758176572	0.903771309199628	0.906183334715635	0.716088177843531	0.906421599896529	0.929617534927076	0.925457729968547	0.86900097890276	0.893841850984796	0.781369271192902	0.825365438859541	0.9284494654175	0.886066936265524	0.91420916326462	0.901881951020433	0.881027609713113	0.92613310419968	0.795944149866299	0.904528925972716	0.897838571976711	0.758638619911404	0.872743305854085	0.913685965804566	0.918456098493828	0.243085292068189	0.734542148122475	0.878914724174317	0.60348730629302	0.841600799630032	0.899514807717018	0.67225860814533	0.73104645534395	0.621144800771983	0.776967552844512	0.771473700687041	0.705415773597637	0.759638054123587	0.868887188738105	0.883628467938057	0.669171748160482	0.866880951957785	0.823544400843366	0.907132289370341	0.852936404113791	0.840338255797587	0.82716884741633	0.853000078334679	0.830610462476555	0.850436016584674	0.807168000406387	0.905996210993869	0.769922367148325	0.828353284658337	0.82950397915174	0.411774318167977	0.835314772412742	0.916094008467172	0.532027431805472	0.588854036838439	0.857341101444767	0.855540482214199	0.768931072564306	0.395643575727789	0.831064677000201	0.8641164204987	0.829585306216595	0.827215677929253	0.885388201694901	0.884056937875196	0.703157005202679	0.905473475287851	0.771566127618196	0.865314733551458	0.761116427904365	0.880639401784635	0.89209308965072	0.761936673763384	1	0.821511942958493	0.898808463106654	0.837445801576262	0.85456908983627	0.634482149283358	0.776560065224927	0.629659536868275	0.775594830179664	0.879164294072874	0.8555498732954	0.910329662680004	0.444407654682745	0.917687256595362	0.804878332177947	0.941555994433218	0.929039394427738	0.868129621952512	0.863111368489301	0.826411088393844	0.655232940977873	0.752054793918151	0.842997862937942	0.728293120107455	0.697315653163181	0.888318183671176	0.530601179631242	0.258023311405394	0.772952930393818	0.800178960363607	0.74977624531482	0.60820826524461	0.597273017018959	0.303641361625178	0.669747018919778	0.381911446100171	0.468599297430915	0.797071421837177	0.292661583748003	0.252289652835583	0.269714142481099	0.510728017911993	0.284696426367884	0.305154026713913	0.695025992545362	0.248702442862854	0.579973615132297	0.381753520621653	0.60232812222584	0.127074354059905	0.212928003025599	0.349319872145019	0.750753811984482	0.152672541194368	0.226812517578797	0.159270046410646	0.337762456482272	0.60681236084141	0.264559901630086	0.275437172344055	0.237099275588835	0.275040539709268	0.819834613409814	0.265018481137297	0.847980648947716	0.202064928371611	0.603522582338194	0.272084548581552	0.310661058662603	0.128979403020277	0.246864520091961	0.309708770203734
CNTNAP1	0.85969976272785	0.880459242240679	0.8509889502344	0.664982270865345	0.80884960626524	0.88463224629742	0.877693579912575	0.738523115049515	0.741310658263818	0.853157448976145	0.734593259644185	0.702369694122215	0.73865226683133	0.894043587232141	0.831686558264469	0.886882845974549	0.595623947676325	0.90348883096128	0.908736104042859	0.821701907417655	0.829422165875021	0.891709442445339	0.763923025943218	0.748029188731565	0.905434142732745	0.812593260209092	0.860198299541263	0.874990499909608	0.845934904236391	0.909124283411353	0.806574604227941	0.80388702943717	0.884547921929105	0.721598824831677	0.834488756100214	0.852442599843944	0.892900734457649	0.258989314581716	0.698395613520871	0.804494224980728	0.594243702219263	0.835472403775931	0.780272327951721	0.642829006631491	0.786365353967409	0.642988303197601	0.638240809927251	0.708947478236959	0.689894531837192	0.71382503281236	0.814786255534247	0.875283583337585	0.663800755563469	0.854397477042015	0.799952238075073	0.804627217938716	0.670213873803716	0.836936762541049	0.788396836368146	0.856508772146245	0.772288963438115	0.80083797793982	0.806839023995025	0.836352108614227	0.566692752474956	0.756670796271233	0.789208445146855	0.479114598353832	0.825159522816887	0.875998918008588	0.554222632191634	0.533696656012924	0.847477339536509	0.780043858265584	0.827934418566227	0.466650795224358	0.713870581567289	0.777434857270017	0.866358615878857	0.797050565141732	0.753449157366426	0.883503534956243	0.698874444655445	0.854204955166912	0.784475817896093	0.826424325617917	0.753318264519269	0.798493696467482	0.798018918687555	0.68564574185984	0.821511942958493	1	0.867535536806566	0.812728314105369	0.860011891992604	0.623487287504818	0.821958784648916	0.573880864108739	0.739749187965918	0.859599841182295	0.780765371930259	0.865490582336203	0.555538785568818	0.84043943303289	0.715306003208343	0.888589415507508	0.88703906467472	0.835737014675194	0.776024931055052	0.752805104575753	0.681121456186489	0.723735823631409	0.832709289005359	0.692979975045424	0.697904738083693	0.715278755444714	0.529153645127279	0.301193189539689	0.784429469753889	0.65231980702019	0.793227880712769	0.660083172470065	0.725338988755043	0.353194615715501	0.58985734600592	0.430914981437883	0.493920017641453	0.769287947996322	0.337874659245035	0.288991896390386	0.286561335729765	0.519091525324401	0.307922123084762	0.358401044809412	0.670043828331936	0.285789891258419	0.549058038002446	0.414996777876971	0.60964414804858	0.153724489133918	0.252685985105707	0.391092938240736	0.785195847013186	0.183833967438536	0.277666372389852	0.171220452746934	0.361708240606716	0.672719301880516	0.306566374977457	0.343180192985916	0.287468279159414	0.323330659440589	0.77433525325761	0.318546006072325	0.841852020162211	0.256011988318732	0.523311798770974	0.322495201509219	0.357070770587271	0.15872424182635	0.295635544056704	0.335413993360579
MUC1	0.931839635729933	0.914709005496617	0.88720507359668	0.613493512187145	0.834300324711791	0.933119696775027	0.889715539196162	0.821303195611092	0.821661819704986	0.920756188612185	0.8258874065922	0.809344277130297	0.786816085826538	0.896035945762871	0.930713429891754	0.930420546073677	0.721164441722568	0.932553105497623	0.93178970460999	0.942044255608167	0.881358692814238	0.914996262740075	0.854564190226797	0.868735958001792	0.921707098068464	0.915939469300566	0.93376700670311	0.924176081042914	0.912475773088165	0.92044104439797	0.858935999850739	0.843141735747625	0.852397529497405	0.822886414593481	0.898756537543785	0.945606401151212	0.903430966909795	0.324870957134728	0.779254446528443	0.918900606257094	0.671608280875006	0.896845537290692	0.92214735026231	0.68403848045462	0.830394978706107	0.737193201283816	0.776474124572502	0.774194486639175	0.763584288211873	0.760836340033856	0.863357787123853	0.940650287949003	0.779077574429592	0.878235129452241	0.852002449924177	0.883056079899976	0.787246581382015	0.821006207392468	0.872090363498888	0.902150998122315	0.83156158764795	0.837493172897469	0.843837709717254	0.889285548632519	0.756437366690479	0.837904178814935	0.872260454049289	0.532371192757676	0.868548431652512	0.94953601133559	0.603245259282791	0.658311599104059	0.907992890811773	0.88317321672592	0.788506284293165	0.50580011760435	0.866809550668083	0.893403962498734	0.876488831457111	0.846003554509169	0.852110392459153	0.91725928455344	0.779438949380073	0.864915881024299	0.788382764006069	0.925008955840181	0.812808085779131	0.894118799975101	0.849311971120264	0.784277344665535	0.898808463106654	0.867535536806566	1	0.891438848964141	0.839875568590952	0.723988444284388	0.842993480180637	0.706023399597173	0.801905800212301	0.912009757553808	0.894496631762749	0.94977242597609	0.542976054748732	0.887195359536449	0.822917860011003	0.926496614846034	0.908255068002969	0.893800050813036	0.877234778649691	0.84133672912759	0.740605676343526	0.81286817231381	0.881183721032372	0.76056502937488	0.742908601869384	0.852984333090037	0.604662743847907	0.354293592630461	0.846491698015763	0.828546508039942	0.856152229482241	0.689335912753832	0.714904420453228	0.387652869088145	0.732997274907261	0.470122444780227	0.546595984047327	0.854445149084341	0.387445586313062	0.352479240421424	0.370255254495202	0.608251390383918	0.36943442491707	0.410159569603518	0.75013456787247	0.3503113271067	0.675731821849454	0.487539056860901	0.696316594247761	0.223236407909683	0.311417872117037	0.432310008581543	0.807995756180545	0.250587379066825	0.320422946887315	0.260625841548195	0.428295259164614	0.721925985288044	0.364819949502236	0.378393509792641	0.354121498839197	0.384295018994545	0.872356907828936	0.362058506258878	0.925068079251861	0.295005960403656	0.656688749864472	0.36583078316188	0.408134323895222	0.213847757131601	0.345750936811969	0.407243087562248
VLDLR	0.85435667756417	0.877740659952791	0.824652941093372	0.531651492373498	0.771297635387716	0.878425100626018	0.870236033581164	0.774100629988486	0.769264970777813	0.85101075435948	0.785365829271823	0.743304260054202	0.768158514952802	0.854886373695782	0.817436738022019	0.890500633691224	0.658324872884358	0.851251847131087	0.882156778847579	0.837294445741285	0.796643124802957	0.886814042102284	0.814882972780676	0.769049427575927	0.835257775738557	0.881934782210977	0.851308884209515	0.817249688950426	0.799503442947425	0.857771958508509	0.844334077034726	0.791168333106234	0.802083812426069	0.800364212916585	0.808598257890413	0.874047419686061	0.801625416379544	0.363790198248348	0.7357034903188	0.814361491662755	0.620069916512109	0.833371705182722	0.807177531096846	0.682128123348451	0.794319201515273	0.674046835734613	0.654945118089271	0.754346760740303	0.669901179386899	0.723797189571641	0.765462240109828	0.895565242028806	0.735938032037429	0.82952016745043	0.835626596750385	0.803644532536415	0.71490639987146	0.726389083999467	0.838552636380776	0.86713446485423	0.771116982283844	0.721229090958201	0.809285748193846	0.809704764856376	0.66537392185511	0.783253889370715	0.81551300142567	0.527430779348004	0.858650283300618	0.887977482869701	0.501190427721075	0.645482104234864	0.847371555568702	0.74250195120421	0.743978849549181	0.562386867113823	0.794583858468179	0.825053044950586	0.859511166064393	0.842195615972278	0.760550834196782	0.884602017148895	0.748680848968384	0.889453808615339	0.827985075357215	0.885249736287266	0.700018553379099	0.800225476866281	0.779513763097295	0.690155110246374	0.837445801576262	0.812728314105369	0.891438848964141	1	0.765233764416703	0.559861032568267	0.809925419043111	0.70164166726858	0.718569303203907	0.826707519879081	0.787799595874238	0.868862238670805	0.595537019293547	0.864457241134972	0.68925147609192	0.860924316869749	0.844116325102726	0.771419610865137	0.772854124197214	0.833481566493711	0.745893780470124	0.793072905844561	0.815567534439992	0.759972744566109	0.755851799707659	0.763767684476837	0.600634765136368	0.392098788621848	0.835036683326829	0.747662074248553	0.787772166287996	0.742177581451495	0.757934839542294	0.436381782554442	0.630972362273908	0.519848488186266	0.576598054417417	0.781365638263709	0.429491423970104	0.389705129935447	0.38977911799431	0.577795881059536	0.392698846636877	0.450188999178098	0.734198969080364	0.376190753122795	0.642678187250044	0.513304207264188	0.677007888524736	0.260800517067527	0.3692875879408	0.453158398608474	0.792550303237894	0.266454152136053	0.329136231391414	0.259213152961174	0.472863413487543	0.72274573659089	0.396014499854163	0.417978794022736	0.367174639314741	0.413077850622513	0.832390829968705	0.399328697977439	0.889878323971799	0.334158500901377	0.626041543102742	0.400142411307713	0.449928292219924	0.264533758627332	0.391267525622883	0.458334667256601
