""	CD44	ITGA4	CLEC2D	CXCR4	CD2	ITGB1	CD69	CD3D	CD8B	CD3G	CD8A	PTGER2	NCL	CD96	RPSA	ITGA1	GPR171	PTPRC	TNFRSF14	CD46	DPP4	CD47	PTPRZ1	KLRD1	ACTR2	ITGB2	CD247	CD6	CD74	ERAP1	PILRB	TIGIT	KLRB1	SORL1	TGFBR2	CD226	EGFR	TRADD	S1PR4	KLRC1	DIP2A	CCR5	JMJD6	PTPRA	RACK1	IGF2R	F2R	LAMP1	APP	CD63	KLRK1	TSPAN5	HAVCR2	ATP5F1B	APLP2	PTGER4	TSPAN14	CD81	SMAP1	TNFRSF1B	TFRC	CANX	CD4	C1QBP
CD8A	0.851987179852273	0.853520606905934	0.703680850839609	0.824627919012635	0.86402037620054	0.584391851196132	0.720410535617139	0.895470338290529	0.923963883601125	0.917798032928748	1	0.564865918689864	0.561186206217916	0.828796607300895	0.631821051580533	0.155863310535983	0.735991650323287	0.838507409019831	0.648874181957202	0.284790399374746	0.70116926223929	0.415725441176628	-0.387029259106029	0.129555345347758	0.663957585903305	0.597013785872356	0.57541178787925	0.869042558660698	0.15656171058618	0.803978930128746	-0.0579517776780915	0.782598921574223	0.520083556250189	0.14625309290434	0.801114570510818	0.761043718040033	-0.29883885289117	0.701468904985318	0.683247179078808	0.240712403970687	-0.0369318248981518	0.777389516493912	0.913883433708804	-0.0971727256281907	0.611647158583479	0.313563556473122	0.337864118510245	0.17314911529549	-0.391250862082026	-0.105096428099589	0.612524564478724	0.292857113485864	0.295224956579895	0.478192450645467	-0.200135780322533	0.732940927063717	0.297517041513127	0.219392137566759	0.423683284307305	0.714143879299515	-0.131542944126487	-0.00342494643915453	0.387807037335586	0.519752260772402
PTGER2	0.661757799226389	0.550978197608002	0.829050715575565	0.756063215351591	0.821494489621631	0.569539977800012	0.826944021265727	0.800096064247832	0.652972849963883	0.757171688675552	0.564865918689864	1	0.702445123454703	0.80643435420174	0.915928306400063	0.0932869084185545	0.558549694266821	0.795453793755394	0.806037326642532	0.591256504408623	0.899299318166749	0.736524613719051	-0.23163725438243	0.0974103282194835	0.722684464894947	0.684710337715961	0.688684929050647	0.703748682973341	0.230207157349675	0.73823364935128	-0.0477630445706068	0.509321885321128	0.906978592507205	0.259975425547687	0.566656581685356	0.794277481612104	-0.155817321367582	0.861247392536465	0.884653027066962	0.114108730467729	0.112388742058722	0.417685423307043	0.570152724209	0.00218782172146579	0.862036488410795	0.469675394933206	0.210582597085656	0.420559058472182	-0.118554559132585	0.102149934908792	0.159432573699504	0.692458224426127	0.352578607911324	0.592476805422614	0.0858034935567151	0.868852766615636	0.735072206511705	0.308404289689039	0.719397509892439	0.744565776860662	0.146487971708846	0.243838331495572	0.759068760204915	0.701372913666731
NCL	0.624852279127711	0.592358050589822	0.659673890243822	0.719698920368152	0.647055772075618	0.814575429236395	0.6131097134944	0.647501686613246	0.682573340579876	0.606047699443943	0.561186206217916	0.702445123454703	1	0.676850282336951	0.77568449752402	0.26647514188178	0.483566518093931	0.768557464491465	0.654160333055464	0.605788958250667	0.68844996950659	0.890505807856075	0.146611410428505	0.325079019169687	0.945469507426081	0.826922315522002	0.670487268338001	0.591520700802898	0.608929772250291	0.666845130301893	0.354690047777435	0.532850095110016	0.586098115748301	0.588143442146304	0.714134867376895	0.618354610572363	0.218914804987734	0.626214193155285	0.658001909473477	0.363446537095035	0.35443015892925	0.582872667531508	0.661238932626796	0.530074302029245	0.882771269347478	0.672458555482264	0.563838897700376	0.722823105727888	0.141092733743155	0.559947738318039	0.3842508268056	0.734633090464176	0.723800139580164	0.924745882735564	0.509278781180817	0.768270381890822	0.752381810420454	0.734509995604483	0.882877118529517	0.860056406025837	0.259760323055299	0.689030916182509	0.675202029395099	0.92108232697472
CD96	0.931429831878553	0.897217700664001	0.887552974242644	0.974168779719114	0.958478845906381	0.638380500187449	0.932096013984497	0.95135966509504	0.888249834673387	0.923048331013423	0.828796607300895	0.80643435420174	0.676850282336951	1	0.834367580383002	0.101146752146368	0.855333879317444	0.947080978720001	0.86511008125106	0.401079865856569	0.89426796901886	0.639719009618798	-0.429748221424095	0.34577881620746	0.709930901394095	0.694558103835847	0.856568541175672	0.909788063206179	0.0861224999650324	0.832861991689085	0.0310503084509869	0.770410756119619	0.823707486232812	0.130577880427915	0.786283578553575	0.842246545326801	-0.341243710622542	0.855885059164577	0.810700470885694	0.392047443137994	0.0309338125001987	0.812057706160712	0.868015292488959	-0.0993960437598859	0.75904827635987	0.547991554508418	0.383511918146314	0.271141608810931	-0.405979371565135	-0.120021830231884	0.614631005405325	0.481509376290415	0.350620311723228	0.539841363564553	-0.197453011332662	0.944674507996158	0.510965013047379	0.161868932007932	0.660586895370391	0.794314223892774	-0.0671357806359169	0.0574185774674583	0.540324384109276	0.674897559081789
RPSA	0.708255748974958	0.658596475136014	0.904599717218301	0.806916176008554	0.867233930836873	0.612440476148473	0.902133962150461	0.865567333552304	0.669020265145476	0.833009484678835	0.631821051580533	0.915928306400063	0.77568449752402	0.834367580383002	1	-0.0322783600397336	0.647455836966819	0.861446923122589	0.874756270986484	0.55801457721784	0.909992676255215	0.752334263614865	-0.159041306900815	0.0077361788068777	0.788544076095054	0.793892977533058	0.685757033628164	0.801149284316291	0.324984530630176	0.826468156455938	-0.0979778320091779	0.488335308621018	0.927530423548669	0.325608586541909	0.666698081561509	0.884344240969564	-0.0841359559492215	0.945039887191252	0.825529717823997	0.0450728061941715	0.103079139227991	0.495048845090381	0.63423200242297	0.130252260901876	0.962205125434275	0.450434073295774	0.196217286131344	0.56689120521103	-0.129065191363425	0.192544219747957	0.174609792488046	0.747436294539143	0.386440987407849	0.746963425599378	0.139991625573221	0.894525835523724	0.721479250461379	0.435977627605029	0.825170839710728	0.781913376149054	0.119809882959074	0.357716808921998	0.849957821014503	0.818892684276773
ITGA1	0.259773337675693	0.209443266187878	0.0882931213264743	0.135536904228763	0.0981176768794059	0.623679244044846	0.00493111798973081	0.0411380151809844	0.154385924016062	0.0476028703585341	0.155863310535983	0.0932869084185545	0.26647514188178	0.101146752146368	-0.0322783600397336	1	0.105224410677398	0.155217441702244	0.0702964149811433	0.478562516012575	0.00753323378975761	0.374442739946582	0.153439200603043	0.264511221676272	0.288658365502045	0.171531804830485	0.132160705740123	-0.00312507286574024	0.194377269626846	0.0937415719186517	0.490738322807425	0.353322965945467	-0.0667986943089358	0.30315282138655	0.36905692673029	-0.0468742052597752	0.171227724971653	-0.0502563232460821	0.12206811415685	0.340893587791702	0.597753373355722	0.218166721570274	0.285144400004047	0.275427559306598	0.0672258219129259	0.418468471652999	0.615160832168037	0.300344727115764	0.426547474199675	0.200061574851166	0.271962519864135	0.334627347593854	0.259871716854204	0.188561596195943	0.355259714826585	0.0755632731381341	0.193396335629594	0.287982200367172	0.203666239214784	0.253086307481894	0.549924122624755	0.339563531663532	0.0304558710768869	0.194839853601078
GPR171	0.912934653320611	0.918227650040955	0.787538083663932	0.868169453318444	0.859834400571149	0.577880477766249	0.851294349869707	0.78852468652511	0.708328578189397	0.772010769845928	0.735991650323287	0.558549694266821	0.483566518093931	0.855333879317444	0.647455836966819	0.105224410677398	1	0.822341877079978	0.690580173018138	0.0864180701309515	0.650644095508263	0.522658948807152	-0.433735055809158	0.288324699931859	0.502185597420982	0.525151194142772	0.688414086487686	0.748593023996884	0.0237661137281704	0.825204927164691	-0.04241913722651	0.783750405712538	0.618666423135847	0.0582663452907812	0.663841274039925	0.635348012680289	-0.355628957706446	0.724371477551832	0.561840700985636	0.365481437173561	-0.0258379928130083	0.779759579423753	0.840006185792989	-0.175708599196955	0.587858362332739	0.253185515617323	0.251069552542109	0.123660779595067	-0.467115426436024	-0.205775877027715	0.676409742190833	0.316756699859964	0.135181523078337	0.356895314541408	-0.316772014937399	0.718231392669278	0.190291749473508	0.0940781991689223	0.53552844263283	0.615047649354706	-0.233494956536063	-0.0272402171212008	0.350474076986079	0.53795593971272
PTPRC	0.921588656987467	0.89902235962771	0.930518338697962	0.979048560390143	0.956769665867394	0.749925302201328	0.921460654454853	0.948228888194449	0.883364284895004	0.918358138178713	0.838507409019831	0.795453793755394	0.768557464491465	0.947080978720001	0.861446923122589	0.155217441702244	0.822341877079978	1	0.896784660717102	0.469033294058434	0.865981667192745	0.730089166903917	-0.383277156876998	0.284996072119135	0.832094322261506	0.827967790077978	0.85336159651967	0.921127402120172	0.310097779708865	0.869269223827326	0.0713337318875691	0.735302097913907	0.807771953626538	0.353530189306386	0.880750729057854	0.864185372438889	-0.297105166483618	0.862838181443487	0.800094072363256	0.356110409300486	0.138513944107085	0.81849960826447	0.898196366870647	-0.00187880069154993	0.830698926042435	0.570378261343713	0.396162205449165	0.446022168239965	-0.340837117348065	-0.0255152498372622	0.567542886590178	0.556165735457998	0.491546763194844	0.659133966116579	-0.0409131581794831	0.948651414019141	0.643740592155225	0.366069390884097	0.701638203615752	0.90009802070961	0.0416593818689272	0.193734758277106	0.671041794932652	0.771111503248564
TNFRSF14	0.802569021926086	0.757102702568308	0.929014078988018	0.873875663431599	0.889314127236922	0.640428122166121	0.930650987990599	0.874853993255034	0.719888458771981	0.839339389115719	0.648874181957202	0.806037326642532	0.654160333055464	0.86511008125106	0.874756270986484	0.0702964149811433	0.690580173018138	0.896784660717102	1	0.562088550226991	0.839118648147655	0.680558004008549	-0.343643046479801	0.143660365568186	0.705738046720247	0.772591310293795	0.789375410138676	0.857319242787278	0.214162834348049	0.766556927327014	-0.0970399019403017	0.464389353215844	0.904640754589146	0.277733880506508	0.746237006704198	0.862456225486905	-0.275413609868677	0.906627026572646	0.705858894261942	0.171382002884912	0.163708222967267	0.620754583910474	0.703636168276035	-0.0132065049037489	0.791294206481115	0.571836638685906	0.286191155012164	0.482698753560253	-0.25581671678566	-0.0746222162932826	0.336465345438922	0.609956291648178	0.42071160950081	0.599411350497892	-0.016328159647402	0.9156431581343	0.69568261797954	0.275751177438974	0.684699689594865	0.771402150909383	0.175719465949266	0.185248912002176	0.751299315913165	0.729573897660872
CD46	0.313886028583842	0.224137068961209	0.483851269200944	0.392453452943659	0.396435868689894	0.601402297640175	0.40200123077214	0.429954549765905	0.371758069123327	0.399387453511184	0.284790399374746	0.591256504408623	0.605788958250667	0.401079865856569	0.55801457721784	0.478562516012575	0.0864180701309515	0.469033294058434	0.562088550226991	1	0.570056975272613	0.660291413986102	0.245392316080686	0.0252317257696482	0.631566026789175	0.589014484275873	0.393671548636591	0.394958287022908	0.372950914827781	0.402799365056535	0.346376515375058	0.203423176570538	0.527347680609558	0.500491560605196	0.535402880107363	0.542669721370532	0.273633081852729	0.497171154025869	0.525287145632417	0.0282683367607003	0.601746490642223	0.141271016942628	0.27901706603663	0.417460669099602	0.580769610495736	0.700936904182956	0.393568038291345	0.734710439844511	0.492516214266882	0.296449139891923	-0.0355740804419292	0.722608366752064	0.536674109511669	0.584769121063031	0.545238959238929	0.542377795550379	0.791517433176996	0.489935013563822	0.575751460821047	0.581224377050488	0.700635693566661	0.58310285699916	0.640792927816835	0.556705142439525
DPP4	0.72673544386445	0.663758670905538	0.858896338293074	0.846783621914127	0.878300107359562	0.54790055850274	0.878428287533009	0.903239645821431	0.777874130743767	0.859860543506763	0.70116926223929	0.899299318166749	0.68844996950659	0.89426796901886	0.909992676255215	0.00753323378975761	0.650644095508263	0.865981667192745	0.839118648147655	0.570056975272613	1	0.672176901444967	-0.291727951155479	0.129223805214076	0.728536620155131	0.692299020195089	0.750992274917199	0.829696471721753	0.152966704486138	0.772879644786616	0.0424677466577757	0.641056322909562	0.90201865697532	0.194153361917765	0.665306119726087	0.887882235806341	-0.213875437922219	0.889306474904709	0.921386777376052	0.177348541921971	0.1042897584912	0.566418230710465	0.660688871524296	-0.0310430666904364	0.832243411805771	0.527105666748399	0.180254097306885	0.405001546045878	-0.224560734857819	-0.0235768176950563	0.289943317316846	0.637399919395646	0.359614658499404	0.563961122140176	-0.0458691141046564	0.947952842181588	0.689522217084445	0.219593157237188	0.658383494906036	0.790764004601538	0.0820279478337142	0.162812084910849	0.693247139819225	0.656918301804467
CD47	0.61952661089234	0.553328368763264	0.716469581826828	0.686361060117377	0.629936846968145	0.829387596577018	0.63717974477802	0.569551328279764	0.566898251722429	0.513026550808245	0.415725441176628	0.736524613719051	0.890505807856075	0.639719009618798	0.752334263614865	0.374442739946582	0.522658948807152	0.730089166903917	0.680558004008549	0.660291413986102	0.672176901444967	1	0.107944184508976	0.300201783279672	0.842055575092128	0.732583940322683	0.671913040419336	0.485821647589922	0.533282937592864	0.662044968259481	0.355333219077597	0.504213998603763	0.644249956922509	0.557953149826862	0.6309861866714	0.555799297584928	0.182673381909065	0.62974431300405	0.629330011094621	0.341369051309227	0.485929983615311	0.498084104729681	0.56608845270264	0.44011129313315	0.832316432680408	0.670637182030192	0.468053111639065	0.706440237958908	0.205241890646578	0.408407512610602	0.308908936519615	0.792244678092615	0.635120154448936	0.774997506852079	0.47308294761329	0.744515639582709	0.782480926216765	0.638648011597533	0.847030599041052	0.804384712789564	0.351796163620116	0.65721658166277	0.691813470445948	0.858714607149138
PTPRZ1	-0.417345381346247	-0.445516061835714	-0.342132414430125	-0.434225942643312	-0.417720720251972	-0.0375773553924951	-0.400987040636494	-0.40549470660432	-0.389330714750747	-0.399417876674474	-0.387029259106029	-0.23163725438243	0.146611410428505	-0.429748221424095	-0.159041306900815	0.153439200603043	-0.433735055809158	-0.383277156876998	-0.343643046479801	0.245392316080686	-0.291727951155479	0.107944184508976	1	-0.200495736333903	-0.0439315932975521	-0.168106043623455	-0.36790153714698	-0.431044826998275	0.131566928433085	-0.262867822805452	0.322997018372488	-0.325448991237591	-0.301699366835821	0.127913340014925	-0.326884280117355	-0.316872715105778	0.981462678442629	-0.304175530300785	-0.261552309803195	-0.215852606669153	0.376728030848552	-0.420559106347781	-0.351756610410393	0.825059843882058	-0.00681352884639459	0.0418629244504108	0.133794990244895	0.401739451686116	0.866136516193222	0.721115472593526	-0.384443784807627	0.308495798382456	0.000615437005267586	0.236174517169006	0.69529934109836	-0.341378151512316	-0.00745560723970222	0.322407268122597	0.140332582351689	-0.230616822223513	0.335201265094434	0.710530930064826	-0.0576362723347667	0.0330864749489255
KLRD1	0.353180929763732	0.380391191995503	0.0835005653279013	0.41258766327331	0.138950313565828	0.318563807804696	0.149073228613238	0.113218534910058	0.327515719877543	0.0329552969785287	0.129555345347758	0.0974103282194835	0.325079019169687	0.34577881620746	0.0077361788068777	0.264511221676272	0.288324699931859	0.284996072119135	0.143660365568186	0.0252317257696482	0.129223805214076	0.300201783279672	-0.200495736333903	1	0.250134225435457	0.205007504670542	0.631894957235532	0.156994357335071	0.0137680163454249	0.0390619088551745	0.628154474051995	0.400639332504137	0.0647489351854263	0.120266159577002	0.318882365597958	0.0228427693890713	-0.17666733468756	-0.0829949831619952	0.102543795711168	0.943072885578969	0.174559762344004	0.501700440396754	0.323556781568608	0.0665511999871397	0.0256022316369162	0.585882220289396	0.603906052273566	0.0311747640285685	-0.202254165931046	-0.000206266631721786	0.774778429566483	-0.0247342839279448	0.419923073770429	0.149585788417554	-0.0568598705051574	0.294600068030856	0.142040870186862	-0.0072763062261215	0.260056516126816	0.350330184893884	-0.0188312053959223	0.0596722654872639	-0.195471162966529	0.248984809003332
ACTR2	0.659099350143489	0.650139591610801	0.704314783244521	0.758221160717207	0.703310288087419	0.850931180722494	0.651698998617279	0.723904753571458	0.738253345742833	0.696010543839881	0.663957585903305	0.722684464894947	0.945469507426081	0.709930901394095	0.788544076095054	0.288658365502045	0.502185597420982	0.832094322261506	0.705738046720247	0.631566026789175	0.728536620155131	0.842055575092128	-0.0439315932975521	0.250134225435457	1	0.915503873640466	0.662137134180035	0.672381551566621	0.698831388274265	0.720013768117046	0.301967411431516	0.58088494689316	0.609741215463704	0.684639474225201	0.838353836097077	0.70917720847208	0.0239754366596811	0.675858667293757	0.715887004648054	0.321031823875811	0.380899858217199	0.617358350785931	0.716911704088824	0.359890548503503	0.879487231942534	0.650491425972564	0.516465719216828	0.712086382085874	0.0303157833460506	0.39534155456067	0.377800855892552	0.683876387136981	0.77952135237563	0.877213536317525	0.451394406669132	0.801327578358033	0.792380602233972	0.759247769707641	0.798797778341539	0.939769918173339	0.275929219606741	0.582733953708538	0.766909790491241	0.897475798704697
