""	CD44	ITGA4	CLEC2D	CXCR4	CD2	ITGB1	CD69	CD3D	CD8B	CD3G	CD8A	PTGER2	NCL	CD96	RPSA	ITGA1	GPR171	PTPRC	TNFRSF14	CD46	DPP4	CD47	PTPRZ1	KLRD1	ACTR2	ITGB2	CD247	CD6	CD74	ERAP1	PILRB	TIGIT	KLRB1	SORL1	TGFBR2	CD226	EGFR	TRADD	S1PR4	KLRC1	DIP2A	CCR5	JMJD6	PTPRA	RACK1	IGF2R	F2R	LAMP1	APP	CD63	KLRK1	TSPAN5	HAVCR2	ATP5F1B	APLP2	PTGER4	TSPAN14	CD81	SMAP1	TNFRSF1B	TFRC	CANX	CD4	C1QBP
KLRK1	0.718944326333638	0.761469313868362	0.342245259530706	0.67547649449839	0.494333816902263	0.48039294895489	0.412756462243841	0.463785778328459	0.678420793232569	0.438226357669745	0.612524564478724	0.159432573699504	0.3842508268056	0.614631005405325	0.174609792488046	0.271962519864135	0.676409742190833	0.567542886590178	0.336465345438922	-0.0355740804419292	0.289943317316846	0.308908936519615	-0.384443784807627	0.774778429566483	0.377800855892552	0.33470128222277	0.65450240429553	0.506635989983666	0.00362668419504395	0.443568665181396	0.358098638791561	0.69474567904242	0.143065825277088	0.0661957401188588	0.595076389944907	0.294062695548727	-0.328746999713933	0.211959449823191	0.220938619240124	0.784692470369973	0.0164866380589581	0.814363210918878	0.729615490629752	-0.0620495215274778	0.178729743088157	0.42957254550968	0.583859261343283	-0.0465037760518347	-0.433648303662527	-0.151444197351505	1	-0.0553203899327658	0.342025934545418	0.224518755246581	-0.275263773506346	0.453670259472459	0.01559500871648	0.0225060022099516	0.285288273095092	0.490415128414707	-0.218305236632894	-0.067595079915226	-0.124687557675549	0.347799163702847
TSPAN5	0.417504098877842	0.348874853848595	0.641049229906136	0.477508141303927	0.533678944232585	0.647192412238937	0.582239686983096	0.509887137003903	0.327549538362146	0.469277616992999	0.292857113485864	0.692458224426127	0.734633090464176	0.481509376290415	0.747436294539143	0.334627347593854	0.316756699859964	0.556165735457998	0.609956291648178	0.722608366752064	0.637399919395646	0.792244678092615	0.308495798382456	-0.0247342839279448	0.683876387136981	0.588686523892173	0.452994251899807	0.405353143701895	0.356682604880834	0.499485509197642	0.229739467013605	0.314069174898464	0.679119995131449	0.389159079106713	0.464178526544075	0.542369091051553	0.365352335806751	0.624585064889094	0.625651121578682	0.0545308344591854	0.458265187876623	0.204167456243733	0.335529730397952	0.525603987839882	0.799314715799401	0.48785038313752	0.307714081095824	0.769338182501856	0.408505307951945	0.493808469132125	-0.0553203899327658	1	0.344952146262062	0.734303804861684	0.533367715248561	0.615066760283309	0.70448699043697	0.539729879940718	0.791720346193315	0.588741890490785	0.503561300326623	0.689286543058899	0.737952077500533	0.727524071640078
HAVCR2	0.30233663692137	0.33024000539131	0.302649312436849	0.445082852418464	0.267506955670844	0.651795118140633	0.255420985122075	0.299287871240165	0.452538116538917	0.256992038612377	0.295224956579895	0.352578607911324	0.723800139580164	0.350620311723228	0.386440987407849	0.259871716854204	0.135181523078337	0.491546763194844	0.42071160950081	0.536674109511669	0.359614658499404	0.635120154448936	0.000615437005267586	0.419923073770429	0.77952135237563	0.771456209449534	0.462984444625135	0.309125943073913	0.809039202332138	0.358628844393907	0.461309068344209	0.236417267196368	0.24528600050095	0.845285280675811	0.639248448263946	0.367569332237112	0.0162875780714265	0.266886961962718	0.297472262011738	0.393693469869873	0.501470951061401	0.390007734022332	0.393574844213559	0.376756737680283	0.500173635477471	0.667523408714673	0.483526732335021	0.642608594335606	0.105696682994276	0.359191121213337	0.342025934545418	0.344952146262062	1	0.676764706986832	0.571511081513782	0.481171131063238	0.710121821010322	0.756444571533693	0.558195854204976	0.743580125526113	0.422964130138611	0.557265700519695	0.544330323738786	0.679092237137319
ATP5F1B	0.492163137489822	0.495631414873506	0.588238497507588	0.583077837711498	0.54387262773711	0.730746750795791	0.536246775385706	0.564076706261554	0.532154964945511	0.538204003993385	0.478192450645467	0.592476805422614	0.924745882735564	0.539841363564553	0.746963425599378	0.188561596195943	0.356895314541408	0.659133966116579	0.599411350497892	0.584769121063031	0.563961122140176	0.774997506852079	0.236174517169006	0.149585788417554	0.877213536317525	0.81579072338807	0.517199695062445	0.547155456392459	0.647569081125692	0.601932594356639	0.223377869599305	0.332638674742572	0.528627211828446	0.611929979152767	0.667610797434401	0.603652561036054	0.291707658596033	0.588450220217213	0.502564062917256	0.168252411037836	0.298465756200538	0.43400677520741	0.540485189705506	0.614804252474861	0.863148899132174	0.561488407930981	0.500578052226057	0.799371739997424	0.226289987053528	0.663671636289235	0.224518755246581	0.734303804861684	0.676764706986832	1	0.594552077782266	0.632227567197223	0.703822713795088	0.806497933862819	0.875433371077247	0.741825523368491	0.337243409877313	0.754135314586292	0.718898355201637	0.917804162845289
APLP2	-0.202536528395751	-0.212739836763114	-0.0853206040397221	-0.145716533173544	-0.186008365216118	0.422978141570647	-0.161469299875959	-0.176242362765286	-0.149628295843298	-0.191123980835308	-0.200135780322533	0.0858034935567151	0.509278781180817	-0.197453011332662	0.139991625573221	0.355259714826585	-0.316772014937399	-0.0409131581794831	-0.016328159647402	0.545238959238929	-0.0458691141046564	0.47308294761329	0.69529934109836	-0.0568598705051574	0.451394406669132	0.375268623705876	-0.114000342945327	-0.22067791420461	0.709638808825956	0.0038458457898169	0.414564180592762	-0.202450921419178	-0.0583794420563165	0.693741002265426	0.118740688042042	-0.0364032024888258	0.691229673826741	-0.0433314602552889	-0.0174370226315787	-0.0675822207829367	0.572648728477457	-0.219734170705027	-0.126095607087154	0.776238679861039	0.33313072650894	0.320610633824324	0.328697390184322	0.724664315163939	0.76059975054789	0.800791493540355	-0.275263773506346	0.533367715248561	0.571511081513782	0.594552077782266	1	-0.0260251445054716	0.469689230932047	0.808207539335169	0.44492781519619	0.249002469430074	0.596382143866224	0.909543492276204	0.427124279933411	0.459545959875809
PTGER4	0.831775575027022	0.780093844378211	0.908305794254977	0.940771527041679	0.918657764842066	0.660158070451053	0.912064517376763	0.924855182065254	0.851381527978727	0.876589480892035	0.732940927063717	0.868852766615636	0.768270381890822	0.944674507996158	0.894525835523724	0.0755632731381341	0.718231392669278	0.948651414019141	0.9156431581343	0.542377795550379	0.947952842181588	0.744515639582709	-0.341378151512316	0.294600068030856	0.801327578358033	0.771599848513433	0.879526946992229	0.875125109017907	0.221245577814852	0.775677876706239	0.0954512457007007	0.667554105636991	0.886913553823631	0.263597650037684	0.767649770141663	0.865024859587244	-0.255808539251807	0.868531184803813	0.868029409121601	0.344652588429795	0.144608269539138	0.728762843220383	0.776342549095824	0.00190760161471511	0.837507599826618	0.65141863996636	0.336003192080638	0.433682725490186	-0.29336521915792	-0.0141084149610434	0.453670259472459	0.615066760283309	0.481171131063238	0.632227567197223	-0.0260251445054716	1	0.726267024835587	0.275212796083785	0.704593826694375	0.867922245136412	0.082080422086784	0.189998548126227	0.684392741624324	0.741130612735923
TSPAN14	0.381523771675376	0.308582366373173	0.643533311167126	0.556254272955368	0.507074029415723	0.62469340971583	0.535147952011556	0.529973373420162	0.472940853490272	0.4689839466727	0.297517041513127	0.735072206511705	0.752381810420454	0.510965013047379	0.721479250461379	0.193396335629594	0.190291749473508	0.643740592155225	0.69568261797954	0.791517433176996	0.689522217084445	0.782480926216765	-0.00745560723970222	0.142040870186862	0.792380602233972	0.771951192793516	0.611022230663297	0.494733602989174	0.567487149378005	0.468212606631919	0.281339373811352	0.226047118926979	0.683052382055745	0.636993119595767	0.587404053525089	0.618393652766778	0.0331206742521383	0.594026618291992	0.653766638715074	0.142189405403617	0.457746869068187	0.305195892437537	0.361119498665717	0.287747228711941	0.750108641693139	0.705348749624583	0.288416854591565	0.735327778935933	0.164525592722924	0.278959830501819	0.01559500871648	0.70448699043697	0.710121821010322	0.703822713795088	0.469689230932047	0.726267024835587	1	0.581845241396473	0.660309874446693	0.768745073892591	0.524545661904908	0.521642189785504	0.800943857446095	0.724130004610111
CD81	0.181508815394988	0.213495808730338	0.263801127483031	0.244424030679441	0.198799411971518	0.680211208498854	0.185830005537768	0.204027048245995	0.224576987208994	0.199714949166031	0.219392137566759	0.308404289689039	0.734509995604483	0.161868932007932	0.435977627605029	0.287982200367172	0.0940781991689223	0.366069390884097	0.275751177438974	0.489935013563822	0.219593157237188	0.638648011597533	0.322407268122597	-0.0072763062261215	0.759247769707641	0.728990713152664	0.13657528727124	0.170942172349017	0.937100018986469	0.416272111064817	0.268127540201047	0.117628331823486	0.164352575319051	0.876723179614717	0.519098361277851	0.28732466183147	0.335506295278009	0.292007193089805	0.213360207006568	0.0141800879272519	0.453993201727584	0.160666499486519	0.292879725657957	0.607444882910676	0.623827418581754	0.327430159622943	0.378530308399883	0.783855119868901	0.387719628761579	0.681576524214444	0.0225060022099516	0.539729879940718	0.756444571533693	0.806497933862819	0.808207539335169	0.275212796083785	0.581845241396473	1	0.65266186970984	0.59688221499848	0.414080373038494	0.8111429644415	0.658863059950645	0.741947383567373
SMAP1	0.602373067711673	0.577748687666605	0.697266717560559	0.672125354837849	0.63111992682068	0.730062008614664	0.688631266588435	0.59508615453109	0.49928324620608	0.552733433335764	0.423683284307305	0.719397509892439	0.882877118529517	0.660586895370391	0.825170839710728	0.203666239214784	0.53552844263283	0.701638203615752	0.684699689594865	0.575751460821047	0.658383494906036	0.847030599041052	0.140332582351689	0.260056516126816	0.798797778341539	0.766122393781134	0.621627371112624	0.541756468703287	0.483148044791013	0.675921605384856	0.205966153842805	0.408375808571232	0.686914714202571	0.498358534026289	0.629154515509004	0.604522587660659	0.189755560879366	0.697077361055772	0.570873681300725	0.26611906576085	0.32741274354811	0.440437095903942	0.539792044454044	0.482745594149071	0.885683119510969	0.55438135997004	0.46206037998019	0.725826388066629	0.154006847245304	0.521000617793426	0.285288273095092	0.791720346193315	0.558195854204976	0.875433371077247	0.44492781519619	0.704593826694375	0.660309874446693	0.65266186970984	1	0.716746321143171	0.302428971476764	0.659681920963238	0.713972659463647	0.911948843138372
TNFRSF1B	0.74322673495658	0.736390871054834	0.762049652742357	0.852748372388931	0.777355447100122	0.813777810101913	0.737076165991629	0.791463000100199	0.794075414782742	0.744807720451813	0.714143879299515	0.744565776860662	0.860056406025837	0.794314223892774	0.781913376149054	0.253086307481894	0.615047649354706	0.90009802070961	0.771402150909383	0.581224377050488	0.790764004601538	0.804384712789564	-0.230616822223513	0.350330184893884	0.939769918173339	0.895277622126759	0.764556637581974	0.747522211504578	0.587593032790096	0.755932353733692	0.306278754476594	0.674675660406686	0.671963742646295	0.622361031198056	0.865216191990757	0.762167924691308	-0.157169686377312	0.704743537558251	0.767698653908705	0.421883967150952	0.386203302334775	0.695493194803579	0.778073267588241	0.16006839679047	0.819150992629952	0.663568577670216	0.448852693661859	0.609926737545053	-0.132905245740878	0.165750780289445	0.490415128414707	0.588741890490785	0.743580125526113	0.741825523368491	0.249002469430074	0.867922245136412	0.768745073892591	0.59688221499848	0.716746321143171	1	0.223263984463681	0.402634689924617	0.722988145246016	0.811942788088395
TFRC	-0.0876029057746756	-0.121726610492321	0.08717824357218	-0.030480187534957	-0.0542104978782789	0.389274744539413	-0.014160512666414	-0.0489238516939565	-0.0984190609424911	-0.0759084523137214	-0.131542944126487	0.146487971708846	0.259760323055299	-0.0671357806359169	0.119809882959074	0.549924122624755	-0.233494956536063	0.0416593818689272	0.175719465949266	0.700635693566661	0.0820279478337142	0.351796163620116	0.335201265094434	-0.0188312053959223	0.275929219606741	0.274012392834394	0.0374748193511084	-0.0717347696390015	0.347912963732409	-0.0352102334662157	0.352823894153425	-0.0845938539207394	0.122368160403391	0.50844481861943	0.249256784087235	0.0447176651397617	0.318714537418732	0.0385947228045213	0.0974460679362746	-0.0136115489364053	0.683350733970513	-0.166324927798929	-0.0580718360881216	0.412228487897177	0.191661323556952	0.426147257157643	0.217660698359039	0.636550385965742	0.632875505546185	0.337353449364375	-0.218305236632894	0.503561300326623	0.422964130138611	0.337243409877313	0.596382143866224	0.082080422086784	0.524545661904908	0.414080373038494	0.302428971476764	0.223263984463681	1	0.50762778551992	0.360657896901689	0.245014772905254
CANX	0.0586386046390035	0.0490370292168357	0.159490396916474	0.108348683907862	0.0590937633320804	0.557392774218542	0.0953562675413025	0.0542967380331954	0.0481125343292845	0.0269547446652702	-0.00342494643915453	0.243838331495572	0.689030916182509	0.0574185774674583	0.357716808921998	0.339563531663532	-0.0272402171212008	0.193734758277106	0.185248912002176	0.58310285699916	0.162812084910849	0.65721658166277	0.710530930064826	0.0596722654872639	0.582733953708538	0.49524457046347	0.12691476449864	0.0187191550138591	0.636995675647376	0.237115347778388	0.457835191706847	0.00898404110000567	0.147693348524799	0.638457804151069	0.277197785329228	0.167657968086936	0.736957705248361	0.1697459536886	0.133995550927126	0.0562011428523111	0.573923243734066	-0.000847135926433941	0.101059332216123	0.868691815082772	0.536944137146226	0.436224971887278	0.445916353605819	0.828228054956205	0.712819338220632	0.820182398958006	-0.067595079915226	0.689286543058899	0.557265700519695	0.754135314586292	0.909543492276204	0.189998548126227	0.521642189785504	0.8111429644415	0.659681920963238	0.402634689924617	0.50762778551992	1	0.493906055411839	0.641422137003062
CD4	0.431757672360708	0.407718002803444	0.730350668430477	0.551346600939125	0.618130012683687	0.59741288791381	0.685609205046877	0.627117877020233	0.392312499929267	0.60561488227828	0.387807037335586	0.759068760204915	0.675202029395099	0.540324384109276	0.849957821014503	0.0304558710768869	0.350474076986079	0.671041794932652	0.751299315913165	0.640792927816835	0.693247139819225	0.691813470445948	-0.0576362723347667	-0.195471162966529	0.766909790491241	0.836902294886143	0.434922753753179	0.567590188852781	0.625489142971138	0.648731626081334	-0.0916988776010437	0.20203240039488	0.771901378230615	0.632722677409408	0.609470548879712	0.737080487804137	-0.0196835292841205	0.7810583766193	0.637476554590611	-0.151416269644665	0.312695326509203	0.241567002186299	0.392866949095297	0.203009365124503	0.857817915743767	0.385636812653684	0.0960630878705093	0.734858337135482	0.0733509782150259	0.253426589001118	-0.124687557675549	0.737952077500533	0.544330323738786	0.718898355201637	0.427124279933411	0.684392741624324	0.800943857446095	0.658863059950645	0.713972659463647	0.722988145246016	0.360657896901689	0.493906055411839	1	0.759217209980056
C1QBP	0.647110246486425	0.62699930173904	0.713778680323629	0.719807829507968	0.667497621710437	0.801810746809642	0.686208340890738	0.647225540547188	0.60359109417922	0.610968075879027	0.519752260772402	0.701372913666731	0.92108232697472	0.674897559081789	0.818892684276773	0.194839853601078	0.53795593971272	0.771111503248564	0.729573897660872	0.556705142439525	0.656918301804467	0.858714607149138	0.0330864749489255	0.248984809003332	0.897475798704697	0.866568493768373	0.650847669289853	0.61582694065131	0.621196295235577	0.711582782361314	0.176108312678927	0.410956414085698	0.651987772448407	0.597523528258464	0.724014855390686	0.665129286987607	0.0901014348006678	0.703797652584758	0.562503285630702	0.253194216889494	0.262938252075284	0.540219184490461	0.614175558473042	0.46081996672467	0.897000074217579	0.569672191346757	0.512559676376928	0.727871634241258	0.0615910701767156	0.487138479874135	0.347799163702847	0.727524071640078	0.679092237137319	0.917804162845289	0.459545959875809	0.741130612735923	0.724130004610111	0.741947383567373	0.911948843138372	0.811942788088395	0.245014772905254	0.641422137003062	0.759217209980056	1
