""	ITGAX	C3AR1	CD4	HLA.DPB1	ITGB2	PLXDC2	ITGAM	TREM2	SORL1	CD93	HAVCR2	P2RY12	CD81	CD33	CCR1	C5AR1	TNFRSF1B	TLR1	NRP1	FPR1	PTGER4	PTPRC	AXL	TLR2	TMIGD3	LILRB2	LILRB1	VSIR	TLR4	CD163	ITGB1	LAIR1	TLR6	MRC2	RHBDF2	LILRA1	ITGAV	LRP1	CXCR4	TFRC	SCARB1	CD68	ADORA3	ADRB2	TNFRSF1A	NRP2	ITGA4	CD46	SORT1	ENG	CD9	ADCY7	IL18BP	ITGB5	C1QBP	PLAUR	ALOX5	ABCA1	GPNMB	SIRPA	TSPAN14	KCNQ3	UNC5B	SLC1A5	CD69	RIPK1	CCR5	CD74	CD47	KCNQ1	SIGIRR	LPP	PILRA	ST14	INSR	PLXNB2	TLR7	CD226	IL6R	CD44	LRP8	STAB1	TNFRSF14	LILRA4	SPN	ADGRE2	SEMA4C	SELL	FAS	CD40	PROCR	TNFRSF13C	TRPM2	GPR84	MERTK	ITGA6	STX4	RYK	CANX	ITGAL	PLD2	CD300LF	RYR1	IGF2R	CADM1	IFNLR1	TRADD	TNFRSF10B	TSPAN15	ITGA5	PLXND1	TREM1	PECAM1	STX3	ATP5F1B	PLXNA1	JMJD6	NCSTN	ANTXR1	APLP2	RXRA	MCFD2	ADGRG5	NOTCH1	TNFRSF12A	NOTCH2	TNFRSF21	CD99L2	RACK1	AMFR	SMAP1	CD82	CD63	IL2RG	RAMP1	LAMP1	SDC3	EGFR	CCRL2	EPHB6	ERAP1	ADGRE5	LRP10	RPSA	PTPRA	ITGB8	CLEC2D	NCL	SLC16A1	PTPRZ1
NRP1	0.715863294146288	0.713743227662976	0.729537502371594	0.396605288284968	0.885257036690129	0.688153033280594	0.773283691721266	0.700132730235917	0.485032547685844	0.891885916222918	0.766808462596078	0.329816934670399	0.690161183785401	0.61248080836542	0.864996601139976	0.674913347494804	0.916833360286277	0.775208148547029	1	0.764737043641408	0.794764652291643	0.721929676579826	0.405484924565966	0.749095405212202	0.844389387128715	0.772127068481108	0.708008616125441	0.602400795747838	0.720018662428731	0.92942309547822	0.89497790568565	0.745105062911796	0.446900268934452	0.467351396719717	0.663602872682997	0.465863868766484	0.785658052943012	0.852024505188527	0.17728553374574	0.848757793636995	0.627826269441676	0.898488470999637	0.485106954172367	0.675290655683706	0.737055602948765	0.674510712510188	0.929546461569214	0.752151643405949	0.644646038994335	0.9074350266592	0.730023491294178	0.563888103781135	0.648004117297473	0.845236798232833	0.765786423277883	0.72693665920768	0.743932395076765	0.809414577389062	0.700650656107145	0.781931818681984	0.576926808766693	0.652407116807282	0.590267785932358	0.539965314623552	0.319601697183922	0.688632615893116	0.628138714572918	0.584184142240404	0.703351318181917	0.751711340674137	0.67759583046178	0.762606785860769	0.761322840732187	0.917804827206152	0.470617502841797	0.689338931138286	0.571426549106321	0.750206170307815	0.842085915778761	0.761018768462256	0.62480604488234	0.904454061067558	0.797080274736037	0.416929076001667	0.526105977597846	0.717969605520807	0.39125329592666	0.364308285094232	0.694506608305855	0.677790519388585	0.904196701723683	-0.0392574768735804	0.536744049823881	0.592529439703086	0.734686196894645	0.802406568513041	0.651077242886691	0.721398825902191	0.914445415265087	0.707307275225474	0.63755029492078	0.602385557444542	0.400238881905193	0.855187600012821	0.795868509536731	0.619206538776679	0.80866473941816	0.630215060766657	0.721925347293492	0.86176918443773	0.838359687207945	0.782664310017106	0.580058664533906	0.645768419585102	0.795638779586495	0.455366228762602	0.733478419867025	0.768486434159097	0.667866872448944	0.948402951130792	0.859823374239827	0.828700286046922	0.0388570268544578	0.522342307284988	0.771649645144419	0.693112601922971	0.770340948194938	0.744800602175467	0.765744735715296	0.770570035635927	0.86546965075371	0.75406647594906	0.940568410985775	0.694620947720141	0.725184616157473	0.8948120453127	0.73251757703993	0.588044556717616	0.580794748573894	0.441422181175124	0.692640365857263	0.627961801359198	0.788031666656224	0.825547623184483	0.767559517848947	0.58027528614996	0.424691805916084	0.80762292075033	0.725468097156593	0.619798812457031
FPR1	0.879209272711603	0.965399792239783	0.961920670439452	0.796894716696831	0.95639040496044	0.957513900417952	0.918371529240903	0.94145000584899	0.847832413832645	0.88096521642323	0.976579745545165	0.748383780145369	0.957136878222289	0.901851151679341	0.875060378458685	0.827260017159834	0.89030235706975	0.948744828526513	0.764737043641408	1	0.881961236670348	0.97343511627712	0.799114378159946	0.952626319607801	0.862198340670877	0.915546514943056	0.949926963605628	0.913923095581479	0.893863521226975	0.850819886133436	0.851325334243781	0.959820741283211	0.81892199364146	0.826448264171749	0.938323377387088	0.812772013159933	0.941718972561943	0.887653437441955	0.566761894637187	0.888510141953357	0.825786125910754	0.864880239536174	0.86560345240492	0.806888966198329	0.934967232946752	0.721456902079994	0.850352186692175	0.909973118669627	0.882939470953241	0.898777746830309	0.823026388561807	0.871194133530428	0.821262281872646	0.844215184342402	0.933762522277997	0.679132294956184	0.939879899729528	0.603565081548695	0.287089740982663	0.955216867647411	0.866758039801627	0.913724867190753	0.855259200931402	0.883416491297412	0.701080425524229	0.885251486245348	0.7415856455505	0.922154233117039	0.869399830196785	0.905085041979173	0.859017718462745	0.870011120506642	0.880680703043367	0.863449815246116	0.546534354628465	0.845872844998731	0.908590830930551	0.922678509569883	0.777509895457958	0.389820147314037	0.761947053339065	0.911568061453228	0.732202915849833	0.571670945712807	0.832673921019922	0.933325660586187	0.72385240558315	0.728135708196778	0.862448454940068	0.831083403236088	0.837550817071478	0.157450628643308	0.907307970574815	0.769546543036495	0.937060329757812	0.853966907087795	0.906863179938365	0.829550656558003	0.898300575987826	0.863664788142944	0.803901857460034	0.83502390448476	0.687327418596412	0.830408919344445	0.853816339582029	0.845349656916291	0.881989673685343	0.81433642766524	0.886241326744283	0.818281713187309	0.874785073908217	0.783407014834765	0.787436662142141	0.794065144302162	0.935837429851666	0.773923110105828	0.897932354037821	0.887431516804535	0.790597386615	0.896582453145919	0.815753490872922	0.892248923418185	0.382833641266178	0.700490900075323	0.719144141062198	0.758321392293163	0.693606467706124	0.833862792238883	0.930005184060751	0.848036746131935	0.843980127245851	0.717602770313842	0.848508704925495	0.508370424854814	0.702938915983155	0.899107882715873	0.69407466487412	0.549404606450246	0.735500332374813	0.677182783044195	0.878915877158961	0.718854478307979	0.872538396059066	0.943608251917895	0.821834971541249	0.536962005507678	0.621687464242271	0.955310972261962	0.688528242150225	0.535244424679682
PTGER4	0.885499630385884	0.868800710619486	0.873452906378986	0.690846715040183	0.899492341273168	0.866937200239677	0.845662726917717	0.810619074003628	0.725051686766966	0.833720780345565	0.871456143515164	0.518804326893191	0.823950158487858	0.736072223267844	0.864903603864551	0.918698088129085	0.903874952603172	0.827032417542847	0.794764652291643	0.881961236670348	1	0.870143868059211	0.702978642867763	0.923274874613592	0.743954400953497	0.834705646399228	0.795897545285975	0.78364392822947	0.794690286177097	0.846879792971643	0.865544237383602	0.874071562174042	0.669251096966411	0.672563853068574	0.826998975204909	0.674706207676696	0.835166100106487	0.836449985706764	0.64271438734493	0.887606633839042	0.757883499525503	0.861462287476972	0.672770456221021	0.784040149526908	0.803487591447289	0.839387338274724	0.846213754108003	0.844999891038572	0.783636684914953	0.830566261393249	0.836198686585361	0.761121717570883	0.740222352940576	0.835776407185059	0.816098133288607	0.829522480717085	0.820471095285855	0.746782567340845	0.473142395253654	0.87067167939468	0.769167419516798	0.823343874071667	0.748616279903812	0.795503871270191	0.770208701927279	0.820582459099548	0.78935015769931	0.818348663559655	0.766286047220611	0.817142859685756	0.816871548061861	0.798531087823462	0.865070583299769	0.857423069908396	0.521959875758284	0.764641938283155	0.771473355090554	0.816941974801923	0.821865510064226	0.554640457636957	0.640596029299152	0.850429911562737	0.818601312251141	0.372419890800487	0.697816067538566	0.874231351290216	0.586502387042929	0.554577245817663	0.78493780207519	0.776554153027536	0.772137163065946	0.01085098735754	0.747047049371676	0.869867762578348	0.817137507910658	0.769635679568422	0.887280834012052	0.777460324860122	0.867575097873064	0.829962650221158	0.797824256809987	0.673674781727102	0.555077292577644	0.830651715775567	0.825062703461917	0.812421411090469	0.817009376345742	0.749685612275471	0.753526752813936	0.870294719892566	0.821520421297419	0.884270279450169	0.690456298262741	0.764850185672508	0.845769972134921	0.690859362140062	0.93886933489036	0.823650462253668	0.742315645191671	0.888261505624376	0.848028761301334	0.858631011592498	0.286125843705511	0.624461744925129	0.702124816422869	0.741741930895437	0.719048460857817	0.722770817210432	0.848720142897372	0.779030044913156	0.830718070815239	0.692379225488535	0.84725988582714	0.588727829666957	0.677926712318519	0.874069947804584	0.70554148041398	0.538275935120686	0.843081655727749	0.55916431274449	0.750633360980978	0.746118566128887	0.807510974792014	0.863496658262881	0.778279960909291	0.533241913378253	0.530156151921539	0.877852329886715	0.653412910970749	0.548548064629427
PTPRC	0.882729386736577	0.962228295423187	0.98074805723405	0.8765632643289	0.943478783336257	0.978364536189293	0.929444850504145	0.940966581682213	0.906959664700036	0.846157029446207	0.981783875438057	0.786243006386245	0.982758499951463	0.929275765643309	0.836593207852699	0.808899785931725	0.863138774877682	0.957376957578518	0.721929676579826	0.97343511627712	0.870143868059211	1	0.869800988782333	0.954892681220659	0.794407308958411	0.899680000512476	0.94673604909431	0.951861898584155	0.902222504727743	0.804380246723219	0.850332569108482	0.973373108127626	0.873959890460871	0.872252314488495	0.964742800659209	0.850994678942906	0.931590398543002	0.890070530406024	0.630910423162293	0.861688381870992	0.840156972978844	0.848114137144476	0.921537108083097	0.832697128211817	0.959474664151841	0.716783839778596	0.824050779312915	0.936286320632611	0.91628129308844	0.872345509053961	0.836063529271427	0.916074951479631	0.84811651886958	0.839437699243952	0.949401936487036	0.623140896140016	0.962191922843267	0.574779601183604	0.24159178380578	0.956120091983435	0.910792729823011	0.949470241842875	0.900630661019894	0.933231228069625	0.733869700943603	0.916589399909374	0.749366169346089	0.966806659554522	0.902745478459378	0.912002825719862	0.881600310161833	0.890090796959172	0.895170838520208	0.825416631633364	0.608440293759173	0.879697792987719	0.945208740556786	0.920724281016297	0.784797088040631	0.336701850983255	0.776206719489824	0.869799379660973	0.746398230660351	0.568045636507179	0.876951299770745	0.941314406960678	0.796774198060356	0.794706582751734	0.846070009857842	0.817542169251684	0.793673801050878	0.234022437691892	0.931060928942649	0.753014665004767	0.924445304469154	0.863988932965261	0.914004545569732	0.857118494928533	0.891883185022313	0.875089033596358	0.837052894420818	0.846857655837498	0.740150857425389	0.816398474278857	0.872810361395663	0.88102462264804	0.865875136805905	0.841219095434455	0.873920418692729	0.810185179658344	0.868027647671222	0.735700788730337	0.834037077223701	0.816021740822586	0.949768494625326	0.826599018540976	0.876399750854232	0.89757036510986	0.806481926569059	0.871122245793413	0.811679831122182	0.898761895774871	0.484220879368522	0.73583944028673	0.727012087655825	0.791822498516113	0.693697925156914	0.866667408855709	0.963155383332944	0.867980004988599	0.849505975789384	0.732061888808216	0.825951496179556	0.513354658651718	0.692821124955985	0.882750085350552	0.707484128477796	0.57831804181547	0.719946736766108	0.743897363047604	0.90821664464127	0.731736140809054	0.88680795420525	0.960335549309343	0.843527396168316	0.563510423366783	0.708363395454001	0.968812027152026	0.702292098694358	0.559695201289425
AXL	0.802806676273514	0.807175436669854	0.86665591773191	0.915883523642016	0.731142763905093	0.897001919371532	0.799522613482634	0.803859238904127	0.94005624904494	0.583785958329277	0.817471216928312	0.782644421364366	0.877735946806899	0.845742634263077	0.571990469144442	0.707451813438453	0.633645734427059	0.759680390146606	0.405484924565966	0.799114378159946	0.702978642867763	0.869800988782333	1	0.824214774327049	0.511254418654386	0.677116030418496	0.756903446302837	0.897077004126499	0.749030468045738	0.497683402951904	0.670766801461674	0.846729379134884	0.912077877351884	0.883115897300561	0.881529064875783	0.834414303223768	0.770514179079535	0.718371450998477	0.789163802075165	0.665578986019785	0.754549367221645	0.600482732642127	0.886594807764002	0.710556820768911	0.817039141526599	0.587000061843666	0.56193997299617	0.807300364329258	0.880091539664268	0.630573231569083	0.762744215406038	0.901273184053259	0.768010024127901	0.642341386581871	0.795042387417931	0.435225627977697	0.8146548673339	0.357322207395982	-0.0117996555567891	0.83402008698721	0.891094758584164	0.892895373383061	0.879385856023938	0.898334817443954	0.779878912483158	0.837172146026094	0.625454919333112	0.917279803258599	0.815815987860562	0.769013079200307	0.786859447492268	0.785680767421849	0.738729832449614	0.534710878846962	0.640120836807916	0.804076648586771	0.894806760430557	0.73763762576913	0.630254563070165	0.0639946385332066	0.712841693933287	0.593284817494214	0.560210683404152	0.484633974731072	0.888253491808763	0.822577742369669	0.842279411415505	0.769429624273276	0.698401751980788	0.667726318059416	0.51356143305315	0.344312656387393	0.896509670055538	0.613895287113325	0.738486780317592	0.692935430394786	0.833445064887069	0.771392648859421	0.680347278531072	0.743722495071131	0.754486550034821	0.733385626369747	0.78428056605678	0.641218328157139	0.743480145814545	0.818728129873295	0.672006234117683	0.770291594023569	0.710339754347169	0.627329388148757	0.652611774712377	0.555951813428279	0.827678992770621	0.769505376435647	0.803188723763991	0.862712725803091	0.726837611026972	0.780805839812633	0.740878311751534	0.619190988716188	0.60599578367933	0.740468167142564	0.658135811129325	0.732590093416625	0.608844175440501	0.720254685150349	0.570764664520879	0.726221810091491	0.829085630690681	0.745606764342597	0.678337293761977	0.612315596301987	0.582932459537376	0.328104644513184	0.572369662286601	0.666913595930097	0.58594723159005	0.53857980511053	0.638098937528508	0.691693399393666	0.787670631722778	0.660041370798489	0.736868265475387	0.784489627937359	0.725512559412395	0.523120799432014	0.748821156665677	0.817916673625408	0.600758938757644	0.505088594279372
TLR2	0.932085716272467	0.935565904438434	0.945801951227547	0.811525465082608	0.939834761407243	0.949831851666633	0.914041490762361	0.913170334661402	0.842941399353948	0.845540230628196	0.95120777145768	0.687896713156542	0.927366858261763	0.859691677661992	0.87183475083251	0.893715749518003	0.901764949937228	0.90713946620402	0.749095405212202	0.952626319607801	0.923274874613592	0.954892681220659	0.824214774327049	1	0.78886457603614	0.860621559186951	0.891903596598358	0.878653964804043	0.87820021815323	0.806774519819213	0.876016651081559	0.940902095602772	0.812902184788026	0.799181194756245	0.918529717170313	0.783269876745985	0.89484698292246	0.870530147304878	0.650443524726565	0.884119966394362	0.830799680480122	0.881843315139708	0.829625410221321	0.836899332701128	0.892003959423775	0.80480179095068	0.833017545786	0.907487621704107	0.877136665181305	0.841219038448895	0.894985714006755	0.84993498783172	0.835555358528349	0.854106806880095	0.89412999511328	0.762989680684155	0.903924190320408	0.69367080362358	0.384772964510657	0.94632206841063	0.865797410736805	0.910696319835737	0.842504279207897	0.883238633164126	0.765072534382	0.872622968902388	0.790176886213827	0.913694867780871	0.846944085633309	0.862528555830019	0.873253714921329	0.863857064254353	0.923524512961031	0.825566284245332	0.554665724668422	0.825938204607391	0.887041065055984	0.873891791645944	0.835024131478482	0.465223526278634	0.714396711387828	0.848736865207179	0.806477699285191	0.495974801710853	0.815296133074819	0.935752203828165	0.698955060694958	0.676195283424897	0.829721477810083	0.834888275118496	0.780076912072751	0.126677500109511	0.882977835018371	0.812824756902287	0.867330010767558	0.816555926872296	0.939017260995878	0.838745273487488	0.894132699023459	0.863714921217614	0.839369188392744	0.797916600991914	0.666115404347416	0.843216885583446	0.860736089747059	0.885562376925072	0.858380800692799	0.806612032897336	0.844534677010164	0.868380904341946	0.825771306751292	0.829382418067018	0.771221127585912	0.79930379414982	0.90706333035504	0.789788346300991	0.926527091000886	0.861145406839922	0.785472256154236	0.877509595464937	0.847355752599432	0.902096376844233	0.414889979114414	0.681622665769107	0.724002251195333	0.77811655738988	0.711954640370066	0.797031382851209	0.928746930842503	0.834938781913406	0.863325893276472	0.7027573897855	0.847937934427677	0.581372033773319	0.696778754071547	0.903210146133227	0.698343555079065	0.545853507320915	0.794743104196747	0.622774158184332	0.838051023535798	0.726351970090188	0.843288260031648	0.923450048950556	0.812360704278071	0.539951480419436	0.628405268068053	0.93968167373037	0.67229161249781	0.53902550045088
TMIGD3	0.75510532315916	0.828380806603171	0.794582997259005	0.456492607538351	0.896107301393463	0.778941490395587	0.820259232714518	0.85587114407536	0.612844047011871	0.808865071243439	0.851732801074754	0.625537872644203	0.794581895178664	0.74470209508256	0.833620614960271	0.642958392036383	0.834407358119723	0.819287573391243	0.844389387128715	0.862198340670877	0.743954400953497	0.794407308958411	0.511254418654386	0.78886457603614	1	0.767469759913055	0.811274310163629	0.694421054816978	0.769847686335177	0.821638671086131	0.797829199432633	0.784500968888999	0.577595768395552	0.604393995386815	0.758470167042171	0.556492144327936	0.861587464140214	0.830916741325552	0.218573671555113	0.815941667184354	0.679418666997318	0.862569939973333	0.651771447394747	0.681990305516845	0.795809599844299	0.657336843939489	0.808813610430677	0.762570321707597	0.719421702501257	0.895559337717148	0.729416247869295	0.654582659896797	0.732575248027437	0.789503310961378	0.798260990748341	0.618601886806849	0.77672525458398	0.657857302677297	0.480922161440725	0.839703574890072	0.668327403131903	0.730757158292062	0.638975773547828	0.640763025964063	0.420177022105856	0.701782878613859	0.554021765002256	0.654324629847951	0.701452187064358	0.818833493946395	0.724917649119078	0.779900792892761	0.772663729060041	0.820680610364794	0.375841693263548	0.698654538117715	0.703912857720079	0.803569918970102	0.717764690215013	0.490216402235509	0.662900462132126	0.892198769397486	0.641840216528737	0.695170906796019	0.630822413958455	0.750332974667824	0.511711506876586	0.46745019395867	0.785971319798699	0.779963203899539	0.878574193355835	0.0829352389148378	0.690093405004797	0.61588092937145	0.837265466848925	0.785600701652661	0.721818996330682	0.687721416347507	0.850570210426214	0.723581916260724	0.632640133501889	0.745080097644129	0.498709446573086	0.792154993081918	0.718827661016802	0.664127554792741	0.812672306516625	0.684510771384404	0.812912637739734	0.742139019057708	0.821523481075637	0.697310850810639	0.586678836397397	0.657888091487066	0.810692203135177	0.517566322708288	0.759716314557964	0.76484846835209	0.651762703882506	0.858597710845275	0.765615867559648	0.800597487874844	0.0711351025587441	0.547149366975315	0.690550514233841	0.618955367458171	0.650348951945139	0.733028827782203	0.773347420648477	0.731157032985439	0.787701327537477	0.658758418650628	0.858237781462456	0.528603330752208	0.704934055348442	0.86426105470106	0.62456130404535	0.474761316267607	0.574458922169197	0.502837837478575	0.722182372060944	0.578751758792375	0.784544983938613	0.819789463054588	0.725800770369504	0.458290773841854	0.44258653569846	0.819247543705114	0.641484036639539	0.474679933107954
LILRB2	0.769267034766704	0.88497979823488	0.880474839882338	0.733786927375741	0.893481951452971	0.857652577992215	0.819537978767718	0.810976484573257	0.735294115780128	0.909958946336918	0.883861096672807	0.584926924164408	0.863681160658372	0.807879435289355	0.863286157777426	0.777496870480508	0.867648171828474	0.904099468172025	0.772127068481108	0.915546514943056	0.834705646399228	0.899680000512476	0.677116030418496	0.860621559186951	0.767469759913055	1	0.903450768598007	0.849343079424621	0.840267995889076	0.876472457880157	0.818801038710629	0.890914057724363	0.695400010088538	0.701269047975459	0.852604220939367	0.751210532160747	0.871552221325438	0.847764641527656	0.486192921429243	0.844411497707463	0.762324759339351	0.821622079547951	0.760783967161683	0.718078871709522	0.877456554767754	0.648535902595917	0.846545605558753	0.86560109681858	0.778815772309151	0.863170375064622	0.706523702952278	0.795346167148053	0.726065295689246	0.81362515730317	0.874407823811443	0.67100586243725	0.885272978403357	0.594032558658148	0.314222246938465	0.854555861017514	0.781698870427917	0.820631199355215	0.778406294729299	0.787581651973224	0.595599481235653	0.83152192502315	0.700857302213383	0.854344075168236	0.811205507496465	0.841793126523497	0.782911231034692	0.805432777337679	0.826328781972042	0.883025497352977	0.561155434252679	0.792186623320779	0.811910291241407	0.863627583037503	0.749363898173714	0.477124535482589	0.690471130667731	0.88466750148353	0.728987249239828	0.438279887443023	0.722304404392096	0.875599587365521	0.655350600130721	0.718168716182545	0.796745206195106	0.717667119457509	0.821882567382105	0.0899609591009737	0.785754856284839	0.725131880753379	0.891803713298641	0.833763105123417	0.79447437455998	0.762975102238349	0.864737434197697	0.800896916848582	0.752029470507141	0.76476033891256	0.613422258425124	0.80094946361684	0.829017038069108	0.741234341905861	0.808970045646099	0.755814393206968	0.79203745339271	0.791592893203269	0.877574147855981	0.769619716829631	0.759084823391352	0.699191990905561	0.877081452733783	0.701837960408778	0.81745902241967	0.842224602365769	0.740262730043154	0.887000643546931	0.805015159399506	0.834607041094241	0.292965836629786	0.664892722431773	0.670574562897333	0.748888109008834	0.6850689087354	0.797746254662433	0.868809525123511	0.819840387535677	0.807857643163825	0.725661640189349	0.82398833725263	0.529773616060636	0.65341428975196	0.849658055974677	0.695447366145692	0.55126338740134	0.709309344200037	0.625586471625071	0.847380119695569	0.685275353826176	0.843359474804393	0.899211265238651	0.785457782111754	0.543944614816642	0.589574166096367	0.890290358468522	0.66933538715618	0.545697368298438
LILRB1	0.761493330465216	0.920066229804267	0.917858347482136	0.811743612390826	0.906318610483295	0.903732170905833	0.857026708088576	0.91672982853843	0.797479357050551	0.847452107067023	0.942214861718741	0.741369876944438	0.931503675899968	0.879351203827734	0.822894885075312	0.707674860980185	0.810443570222172	0.955681568624513	0.708008616125441	0.949926963605628	0.795897545285975	0.94673604909431	0.756903446302837	0.891903596598358	0.811274310163629	0.903450768598007	1	0.879897333298329	0.866683583536153	0.82415215081425	0.776796935258165	0.918545554242598	0.790112763982227	0.791393074354951	0.898539383460843	0.778596504417583	0.891929771733486	0.820558121289795	0.47189690614385	0.800998507022749	0.780607134441681	0.80612255516982	0.884503872293702	0.747741973734558	0.908500887542589	0.597627935780459	0.820371304840263	0.867381863327256	0.821068424950469	0.853554360972932	0.720356738497994	0.81952697247787	0.758038494839084	0.787783232791204	0.908974577685466	0.546767884373775	0.926411398379875	0.49976878855868	0.199205611736899	0.898935144574393	0.809018541093824	0.861302329570662	0.804563486146587	0.84252826789695	0.606589937769306	0.837933009188811	0.715611680310138	0.911234360203658	0.816518350851657	0.844116913868072	0.821111764708643	0.809807743640954	0.824826755752208	0.829222627720332	0.497575713010018	0.776877975384548	0.884547178288297	0.886090057578093	0.683257559357278	0.306497844129846	0.685073127793863	0.872147398885602	0.667523114851385	0.540423656572495	0.78929299405164	0.880992657026106	0.703167653145199	0.776471905508983	0.815805671489742	0.735838100112644	0.806606140176183	0.101610044020179	0.871073054334134	0.675060017185252	0.90919072406437	0.812614577345613	0.8439861611866	0.770177133479957	0.840817796772588	0.799813853205059	0.751388423431608	0.838421731278713	0.618148365327209	0.743500600822258	0.80742909696257	0.778630265906994	0.822154450609306	0.740398041315102	0.871017907608256	0.739840981906391	0.825948716559449	0.673485567991487	0.736150639104578	0.721578662719567	0.900099238401674	0.739223978273041	0.802108931629942	0.823065350457053	0.737311265840857	0.838715881575126	0.749125383474443	0.841731780506501	0.361532657013921	0.640209633130534	0.632482914749771	0.695049835619999	0.613229405678387	0.815167935517216	0.899446416268365	0.810193444533002	0.773152170316908	0.643942546594671	0.781684804813755	0.432475471575357	0.610671859672756	0.826801950422069	0.629403964972615	0.481232878557953	0.615899107835065	0.703142062084008	0.856772354197871	0.643967143047737	0.810015198738517	0.921646471522201	0.765726438924447	0.467330402910502	0.58453186995147	0.92023726334336	0.620644946093396	0.460176895043058
VSIR	0.832915577722573	0.911875060642091	0.957390606044341	0.895214222513509	0.867696298871976	0.950939612022835	0.890607681289543	0.872337746558091	0.936067148158698	0.764968655211586	0.924404895042954	0.815848607156995	0.958304069711525	0.921674463098806	0.754997599966704	0.75377303270462	0.767748668868519	0.888497127622631	0.602400795747838	0.913923095581479	0.78364392822947	0.951861898584155	0.897077004126499	0.878653964804043	0.694421054816978	0.849343079424621	0.879897333298329	1	0.844256729522393	0.688483700121905	0.782362642586027	0.93393405243742	0.891869437494887	0.909162824000429	0.954728597443594	0.881844642698896	0.897528165659703	0.852864886457714	0.677779030242944	0.798837139842192	0.827069163441037	0.745614564727739	0.924324358512798	0.782909676756453	0.947063403659076	0.661427266010336	0.70410475050843	0.917929519785792	0.923129594475051	0.808822438331547	0.766409587260099	0.944597156989848	0.836151084639998	0.771524082916203	0.91584022693247	0.516387515841483	0.932188323490499	0.468837899607037	0.113587593605546	0.900789945462169	0.93456702580509	0.93580913386161	0.922290449845324	0.933430403731402	0.734308963549949	0.927357484214232	0.649385842961966	0.959434422780439	0.908110206337297	0.890771911710606	0.836261841966639	0.87287240143805	0.830815135338993	0.724708424601058	0.688020899159925	0.914286512498217	0.939118599876496	0.892603891477859	0.73690934057809	0.222666381131422	0.825289144920357	0.785266329826697	0.677257598698422	0.560847731968506	0.921752610124122	0.900263546490069	0.862645527669446	0.841291762761326	0.789304401117336	0.756321100395514	0.714366486950655	0.333385184323026	0.932045238021903	0.698659893319335	0.891363382505913	0.848621497214719	0.850973509507454	0.84503365827832	0.828671867344614	0.812645967465619	0.789093137237449	0.801771524620521	0.818279275074533	0.759864060142391	0.843429286483603	0.852696403068313	0.789557781278156	0.851867789777102	0.793805553679345	0.718732825466052	0.838860047948096	0.643565834492062	0.884457736256247	0.829680732484986	0.926766813753833	0.85158327364336	0.803411661806777	0.892698528737216	0.809405941969949	0.787760858903366	0.733435429743414	0.857532605913664	0.556115700028511	0.807202241313861	0.725593077785033	0.809111064182942	0.684337113349658	0.853755107993268	0.93320823262755	0.853639930399268	0.804243447358235	0.749128190765653	0.744003725989417	0.447436363725578	0.669195893679988	0.813507696640326	0.71077247815329	0.625559860980536	0.692411149550121	0.765983353186425	0.917867323934748	0.695677713530787	0.883903836531723	0.909965533451253	0.842305232009057	0.608860550003942	0.771274734520895	0.919233328388976	0.715465003293468	0.59737745293659
