""	C3AR1	CD81	CD33	SORL1	CD4	HAVCR2	ITGB2	PTPRC	AXL	TREM2	ITGAX	TLR4	ITGB1	TLR1	TLR6	CCR1	PILRA	TFRC	ITGAM	LRP1	LAIR1	HLA.DPB1	CXCR4	PTGER4	RHBDF2	VSIR	TNFRSF1A	TNFRSF1B	PLXDC2	MERTK	ENG	SORT1	C5AR2	C5AR1	FPR1	P2RY12	LILRB1	ITGB5	TSPAN14	CD74	UNC5B	ADRB2	SLC1A5	ADORA3	LPP	TMIGD3	CD63	MRC2	TLR2	IL18BP	RIPK1	C1QBP	TLR7	STAB1	CD46	CD180	IL6R	CD47	KCNQ1	ADCY7	TNFRSF13C	KCNQ3	ABCA1	PLXNB2	APLP2	CANX	ITGAV	CD69	SIRPA	GPNMB	SIGIRR	SCARB1	TNFRSF12A	ALOX5	RYR1	LAMP1	PECAM1	NRP2	TREM1	RXRA	TNFRSF10B	TNFRSF14	CD9	TRPM2	NCSTN	RACK1	NOTCH2	STX4	MCFD2	ATP5F1B	TNFRSF21	SMAP1	PTPRA	LRP10	RPSA
TNFRSF1B	0.906355498302777	0.775756871413718	0.70044450600032	0.829489198046876	0.860322635421617	0.909952258572747	0.819542930198292	0.906559023102466	0.772835137111553	0.739643325866163	0.810485159019611	0.661235730405128	0.792581864321467	0.705228087615356	0.556620269199043	0.867589135788963	0.757293201223972	0.827967179141338	0.679876586381192	0.856990148912079	0.824597826869372	0.679227336009063	0.765770664532752	0.830163863828681	0.902860388248637	0.768389631756842	0.806378220745689	1	0.864366188117896	0.80110591397821	0.772552466830028	0.822880581135282	0.833270768577436	0.886450626286766	0.923967303394833	0.716779730839335	0.878456092224093	0.682839968846313	0.863131998239128	0.802443115318386	0.873818779624525	0.255428426147475	0.855695397131176	0.83808666979978	0.849688987488431	0.812551577846625	0.664674733621969	0.673747730579261	0.912832540684254	0.790139342620058	0.810658003934501	0.735409662160877	0.713861972778233	0.546807079678887	0.782471366066212	0.55473315232515	0.861714200678935	0.748873163798326	0.740149193536273	0.659403043086538	0.679188467934559	0.782827505500077	0.85825636473285	0.703668080963703	0.87603414369415	0.833907260968568	0.784634438987794	0.799464787445726	0.790670457057686	0.316379337242218	0.750399024806795	0.730836803193346	0.805118982559565	0.836365585700908	0.754122149968809	0.765257955610903	0.757227038140263	0.735005021036009	0.807580964447929	0.790522372560549	0.701745373514523	0.746441341184189	0.45585221698425	0.84168634896869	0.712092396304384	0.737354140207914	0.604463900328858	0.884728479915278	0.727546094182248	0.737024571954522	0.499223794586287	0.819544720074255	0.659834830776654	0.791900424964228	0.741931212340455
PLXDC2	0.80919975096075	0.831607921458504	0.695130181830113	0.848170734786615	0.787654717463469	0.914876360574662	0.900974899318664	0.907587563426363	0.780050478611677	0.859725278906723	0.919779758601553	0.650246456797646	0.923602737226456	0.685051113755282	0.603854969347061	0.796258318581358	0.714767559830939	0.778946301088294	0.635305942771953	0.876543797253745	0.821333368125966	0.582804413949025	0.6248003849775	0.741183110178044	0.877761318733455	0.635646011167245	0.713826920621463	0.864366188117896	1	0.859682414246671	0.762431782034803	0.896366740288447	0.7613898638873	0.779978888728446	0.866278953124433	0.667847391961768	0.825482346985938	0.69858647608359	0.862674712477011	0.726484352586172	0.828668154985048	0.32345571149032	0.823253333240398	0.826622814381483	0.895460736299476	0.767628948607092	0.814585080983511	0.835779831054098	0.824273501949063	0.780851776801096	0.782881429116953	0.724858692457685	0.750360572688009	0.481781732828558	0.85940130527536	0.635050833882329	0.85861237901349	0.722492884528721	0.634453479708281	0.660485843324092	0.559057636293165	0.788971715565541	0.822080561425366	0.703309528828646	0.95234494744328	0.927898427380438	0.867950121611403	0.640018619949262	0.921151551311056	0.55086809659964	0.714011711237315	0.770869550341602	0.752874063259161	0.831672537670495	0.712180039213589	0.83789897380412	0.79756412472298	0.716130552459249	0.6586750513488	0.753433218533713	0.585119658469876	0.76750783255109	0.709818481335219	0.811746758825696	0.773364855810357	0.69432667501874	0.625294415644482	0.863692204335755	0.785670363937467	0.767973884095835	0.448166954128031	0.813291038998897	0.741121063266963	0.889545328964172	0.713087998264805
MERTK	0.64825784071196	0.569544587387098	0.492662222506444	0.783836075977098	0.675646210187369	0.75167867428201	0.6708528868158	0.856161942581789	0.600045027782785	0.594810103716581	0.798306048194353	0.72810014569457	0.716727118375624	0.663345233697351	0.682406513380241	0.669720280643907	0.544919416992081	0.728051000402949	0.635917747908265	0.778841241877544	0.644935110284036	0.410335054890867	0.589621384738529	0.717167936799107	0.850451244420309	0.504714295073646	0.563623987602499	0.80110591397821	0.859682414246671	1	0.602071869723295	0.794935976211674	0.740381827068287	0.736964666377832	0.729156057912956	0.605621889908092	0.745933691956693	0.649987725997382	0.827032891175424	0.547502597807691	0.733895846472108	0.413011005812144	0.677594313034307	0.700123085796376	0.829030063204995	0.570943419161948	0.53213763425356	0.764832400368784	0.775822751737443	0.611449034373499	0.732324445980599	0.500939337595569	0.632745495027933	0.386117840460537	0.768975707222659	0.398652189054728	0.817951530796365	0.573505663171152	0.565473826230829	0.617356875602934	0.559647158637373	0.783124656205638	0.749682601085098	0.600937765141034	0.806177100742765	0.746608854078073	0.725141079156633	0.644472505727396	0.717076327291849	0.336730565625886	0.577423988605331	0.675956494901537	0.585096361906551	0.737553163050583	0.732119368949295	0.64637694930984	0.638617058361852	0.644886529332261	0.64796966395771	0.628400618312559	0.657238997254606	0.573577507437507	0.475649228875243	0.773781639281638	0.695065316519039	0.477999464121468	0.584029613137886	0.735059695300752	0.581482505550318	0.529417496323137	0.446745301542569	0.631977839075135	0.641948380706309	0.662308880394476	0.488395979625543
ENG	0.763381023778705	0.802802379448103	0.756159610369023	0.702123964974496	0.742836003917327	0.805442972533077	0.832098456383824	0.731763408620135	0.793962046438684	0.765339686896963	0.697905093953354	0.527517951238931	0.794553976780525	0.574917719257665	0.416271142822906	0.763316767981684	0.697136123796713	0.586600789629956	0.564055953295233	0.75582559648626	0.744610463270251	0.730314198146456	0.543318930741633	0.592097785773803	0.687099383936728	0.696508793604415	0.753054790628979	0.772552466830028	0.762431782034803	0.602071869723295	1	0.73001839047926	0.632472260144833	0.632138503231945	0.76745475981906	0.585535765924726	0.757261380339514	0.623056366018043	0.684854802401112	0.799656988873349	0.723853688646739	0.202119169181716	0.74309836775262	0.771575134593138	0.760951692201374	0.755308592168202	0.737999243035552	0.560523893911316	0.716540351698285	0.77688824387935	0.665531985779803	0.772492706967086	0.589545361184715	0.64209844856375	0.701656300464881	0.652328152719439	0.67369034261568	0.718525979579071	0.61072000270016	0.545690806856199	0.523280269466197	0.596959957248333	0.714694322580424	0.652638780966083	0.795992325908402	0.816644088421462	0.694430714606482	0.5016533327672	0.782420458632649	0.37513102486227	0.692130742677053	0.718069732256067	0.682914650019111	0.755091303094141	0.586531173674544	0.765264243646191	0.742735405091311	0.510609867986175	0.510039613527878	0.676055734796805	0.460356771377217	0.779131412931947	0.534951547141553	0.652989046233373	0.648781347770751	0.758949565483582	0.537503913504092	0.723879623301924	0.771679470659277	0.770859082524062	0.424286724008937	0.772524659795363	0.584815167527723	0.760890545165303	0.774185217542667
SORT1	0.767992078731372	0.776096345391185	0.657069161040172	0.837824565109849	0.786019490973974	0.8600591828583	0.814595131910228	0.859414372817487	0.71411095808224	0.766345349042394	0.815834107440205	0.653729402554276	0.855126315543296	0.670474454427635	0.587797917356893	0.766071144698929	0.688278335133377	0.711635066556162	0.624996421272136	0.881502008466193	0.776609118363077	0.561073961453238	0.542750617521507	0.684950407477509	0.832958642694625	0.637202451963534	0.68071832993579	0.822880581135282	0.896366740288447	0.794935976211674	0.73001839047926	1	0.732958190344996	0.733617254941509	0.802989821181306	0.689148935803117	0.763853090891843	0.6460131272902	0.833984052980429	0.704493999433323	0.816804789580305	0.306192625457706	0.761101860089421	0.780460007455508	0.872957558328347	0.74533237639846	0.719299046863705	0.764925064641802	0.784344435506526	0.772680362574473	0.759505075568322	0.73459400534968	0.682353347969945	0.479527201604613	0.849476032904691	0.568315231985963	0.79425446287431	0.758136461276127	0.65649638881473	0.681154648763019	0.577744623920867	0.759546971504464	0.793738878132903	0.706631040847232	0.901034729002411	0.884492161934021	0.856079576350195	0.585003993672695	0.831480638644686	0.42363197338264	0.718629052586554	0.761284558494411	0.716998258002296	0.802813198861349	0.734146698856275	0.809257279441746	0.72794362836985	0.668199509688393	0.603779450981102	0.781901633455164	0.579213734060238	0.70911278903892	0.608502664198891	0.767090888491534	0.7452499422075	0.704561069653447	0.715170562569146	0.832823916518245	0.778895954921765	0.754697135824789	0.557077089813709	0.838108891033497	0.816743348163282	0.842250334775902	0.736312214155658
C5AR2	0.745145569631636	0.560125457414839	0.42000896561781	0.642194926569061	0.633675807305322	0.752691451873101	0.632437068068815	0.744977366535347	0.578448069629076	0.566113936013564	0.784307589190654	0.53115581155472	0.649168717576801	0.495401532228059	0.447308981252586	0.680549074950892	0.486689518240674	0.84435964004297	0.422712994491937	0.689200192622084	0.60994537975396	0.445370710218531	0.764426838400028	0.813592114059416	0.83877780060346	0.502518109889256	0.580720201877156	0.833270768577436	0.7613898638873	0.740381827068287	0.632472260144833	0.732958190344996	1	0.887218395242586	0.796018699877642	0.464806869904099	0.747424723940116	0.59744835225097	0.778523520333788	0.575783067974621	0.771631745705006	0.155783098833872	0.671737103527383	0.605937163416602	0.730290916964729	0.579982118025341	0.512486763304428	0.61574254291715	0.81056920938085	0.646965516803441	0.736834359818113	0.486094497599965	0.588054431071858	0.433115901963591	0.665417914755521	0.387751726839418	0.838247605986625	0.58580666435187	0.528329938926103	0.583377212234075	0.439491496617579	0.65848952764382	0.787345335875497	0.50769765257375	0.775222208713673	0.704009994958966	0.734236622529165	0.819184858266111	0.688479024410545	0.281293366639993	0.580976695708217	0.637986447126672	0.687042541378254	0.680290121863395	0.67353103378846	0.573258566608781	0.618791407868751	0.734459374747103	0.829089411307359	0.699502434105703	0.692334206189205	0.511384741993594	0.446319637905699	0.77662581723018	0.561326303101495	0.470028853856574	0.58736725261585	0.83050308145085	0.538677301331548	0.534944833972785	0.458192814626899	0.666866265524677	0.573277122466384	0.642049623213133	0.494608274974108
C5AR1	0.857334740290793	0.657751832090134	0.520062658555358	0.640906808701663	0.699142776112196	0.80589808292218	0.707614949821244	0.751465095766421	0.641305796925955	0.657290083162652	0.796521281810466	0.463572431237369	0.689310896788534	0.516025494145271	0.365798851585522	0.771913508824899	0.623677724349282	0.927074335916451	0.46807194691667	0.737855201515267	0.691263653597894	0.49186519336539	0.871626012502521	0.890831841118289	0.847370674396228	0.618153561220415	0.664500798498387	0.886450626286766	0.779978888728446	0.736964666377832	0.632138503231945	0.733617254941509	0.887218395242586	1	0.87922387646868	0.510943459721349	0.78665138324467	0.62984170442157	0.803492702299139	0.622257291486916	0.81715590683071	0.162594639704612	0.805646368951821	0.663667048187241	0.711611143809335	0.672045225057136	0.605124254042795	0.580862907851445	0.834264048121464	0.661710208580688	0.735262502741624	0.586752109448186	0.606029034934744	0.38953973219642	0.674130601731802	0.433119559995221	0.865009650316851	0.607389338435808	0.612252323700668	0.525814557658076	0.504010729205596	0.650233098683961	0.845604324150859	0.561329947304474	0.79416761511298	0.740761423725935	0.722969582955571	0.900007928099445	0.715282932288141	0.328268419492977	0.633752134964497	0.613738472811141	0.75667188987088	0.690955166792438	0.65394146506726	0.652988590675392	0.661758672962289	0.799491199006382	0.90823148590013	0.722614266962943	0.71736220231246	0.602774288961555	0.483854311664393	0.770212825667614	0.601467577273472	0.583092319309874	0.582020996466528	0.905753848816866	0.63093973124513	0.615668939394864	0.468903253223959	0.716520565597401	0.581569750533373	0.707425857006747	0.582161167090871
FPR1	0.931933409973034	0.863329185385908	0.781215496348119	0.774611945530271	0.838386951476348	0.934390562759777	0.858136937231831	0.85091809171968	0.783352314996765	0.839847533657278	0.80579287184776	0.564893066929985	0.836373047515765	0.649779047449248	0.462697846263014	0.875046133489944	0.817876059275834	0.823831483696928	0.626090134029184	0.827058895437157	0.871000839680629	0.69260175368322	0.804531586661513	0.82907384796766	0.87045989265139	0.811491810702587	0.838672419202604	0.923967303394833	0.866278953124433	0.729156057912956	0.76745475981906	0.802989821181306	0.796018699877642	0.87922387646868	1	0.698639464702983	0.843655507688069	0.670282975951223	0.828648394911683	0.821459334669889	0.854977943760254	0.247691424245426	0.888754663657698	0.877250297400537	0.804534721347501	0.892175910350283	0.759262317974587	0.658181517681328	0.848293009039221	0.801210722941368	0.768131625322388	0.815703064599737	0.716809902993625	0.466639923408049	0.794918061821389	0.630929141426713	0.84171650339348	0.775454497235939	0.776291726523327	0.596647259480187	0.683567035241956	0.722294315522258	0.82531470080706	0.731216891660931	0.873900699655988	0.844872321778171	0.785399042979605	0.801965114108324	0.830097801986478	0.386849131641324	0.7693834448582	0.730304864682264	0.846108167664457	0.808915468495813	0.712966266940699	0.822978732157671	0.74763210083667	0.717159268873025	0.792016220693776	0.788718209253713	0.66148712620541	0.788207217383891	0.536885323527488	0.797533988813551	0.685497767541583	0.81409166014734	0.55999101479915	0.915998108234174	0.788111859907252	0.824680622027155	0.453063806287466	0.855815473989438	0.685346271845358	0.851249473408039	0.815925330021565
P2RY12	0.675519529142839	0.631494545756866	0.710928039281736	0.880542685853101	0.841196296108024	0.725188366390195	0.628385927202657	0.790101467033038	0.573562522295687	0.558178804362254	0.479107366684775	0.690354080819111	0.59419131900608	0.730250219555373	0.66839001143612	0.691064194947747	0.717270487407659	0.428222587810872	0.784463881213497	0.740205284400013	0.750798814451519	0.54184207757129	0.348393611551488	0.441573204314054	0.734655533504425	0.765628072062963	0.75431667988255	0.716779730839335	0.667847391961768	0.605621889908092	0.585535765924726	0.689148935803117	0.464806869904099	0.510943459721349	0.698639464702983	1	0.676052813057154	0.536956657556108	0.696009909833327	0.678834508212063	0.68506409521358	0.343754122920974	0.684563589656051	0.807115019085406	0.706108694893284	0.810161279019358	0.429104233201287	0.553583249354666	0.642378230005417	0.637020500739825	0.673903010910525	0.674937199466326	0.668220649349483	0.385084634529815	0.618191084344513	0.479695610524223	0.58678555388345	0.609500073706019	0.749518538587441	0.74178741433208	0.819039010627029	0.734770304798993	0.556549769630043	0.723032928616913	0.651046672981568	0.60437474377479	0.575686774996607	0.476073421913356	0.59170000402264	0.0373145684607163	0.627056704124432	0.570976787944046	0.608473263564036	0.686883155518205	0.682966859067433	0.65433645576439	0.487254989029906	0.439363823762997	0.377366044979424	0.678842764272644	0.444198030829696	0.582220178792578	0.123454142100774	0.626417572943024	0.552455560171194	0.68744008069438	0.432299404166006	0.567861109712889	0.596327730254703	0.618502534024001	0.402266238236509	0.643833231738566	0.555585892064607	0.63366404873344	0.681600729424612
LILRB1	0.803357298340312	0.731125919653166	0.697001031915912	0.76766601518337	0.83165576641677	0.841858251820163	0.788572942471802	0.862451682302789	0.760487535837059	0.683199296212848	0.748381454960873	0.600795972713428	0.778222340223268	0.662347196328069	0.512404013767753	0.780436576305023	0.686091014402073	0.722307503218552	0.638134781374192	0.752709479000628	0.787521613295254	0.71392987148103	0.623100906406436	0.744869999455772	0.849287637275499	0.706548477345835	0.740663673703905	0.878456092224093	0.825482346985938	0.745933691956693	0.757261380339514	0.763853090891843	0.747424723940116	0.78665138324467	0.843655507688069	0.676052813057154	1	0.687757980669125	0.824774560069609	0.815824920735744	0.861639968357583	0.288687238290656	0.769281570685179	0.793929792777548	0.826401285140653	0.749918671401752	0.631845591379967	0.667585380529094	0.872956210854779	0.72911181012172	0.748866974713806	0.69938387856917	0.686221060421711	0.601978458189588	0.796660443423037	0.534567854059246	0.759669149846152	0.730534418431055	0.665610538736254	0.644520472787422	0.642014836698943	0.735165313282225	0.782858920946219	0.638713314755735	0.828450449445758	0.83038271297708	0.788675937246136	0.674471482149981	0.738977790469007	0.283427919939152	0.741358810938228	0.709605310305556	0.749396066224777	0.832841278918495	0.742248733505597	0.686059888143632	0.7121720241464	0.619450286483793	0.71502320092676	0.745588592569596	0.667552733361319	0.722840111143844	0.453272616506694	0.797541905853083	0.677343318553978	0.698575176232789	0.605004287161684	0.812872477160953	0.690250825664498	0.723690676014336	0.488787421067214	0.774974117518181	0.6596554089517	0.755617238705714	0.724107056681065
ITGB5	0.62617148022861	0.606166484123667	0.575180060324006	0.662914890676514	0.63062647658809	0.655807011910872	0.673222704346093	0.682057947793956	0.66399062118724	0.582684024021356	0.597522520653203	0.531032734973191	0.667022937681713	0.544204404761398	0.466274624550602	0.629194975031132	0.584329262358339	0.561274495071651	0.580449339881703	0.68574016678602	0.654347485859195	0.509740147510137	0.542518380703497	0.53363763594341	0.666896177507727	0.565169237027355	0.623681699751203	0.682839968846313	0.69858647608359	0.649987725997382	0.623056366018043	0.6460131272902	0.59744835225097	0.62984170442157	0.670282975951223	0.536956657556108	0.687757980669125	1	0.660120426830337	0.611823090784262	0.644229767875907	0.250383483572492	0.654807668770839	0.645802344851251	0.701721005783715	0.584846252958929	0.552210076162412	0.50250176170847	0.656233907270601	0.596903227194386	0.622193851380465	0.560735867902213	0.624762700417541	0.497536263202963	0.613092593072938	0.491115560777215	0.634647789934618	0.544921992597904	0.546397558739069	0.478472946854275	0.520062942110964	0.577305950557191	0.657746383448903	0.584735347348956	0.693205049565261	0.672383292995385	0.621344325108483	0.518868916973097	0.646928985898832	0.315816244772731	0.523121425976155	0.572660284971851	0.525911158330577	0.624721935542234	0.533886204884851	0.59937666093589	0.648836446538719	0.521660855933644	0.531903668427294	0.677096058479878	0.410692450706844	0.59050118419839	0.428389018923461	0.672223377147279	0.590521463869437	0.549157776220581	0.525161131103061	0.640298421939503	0.602285652045872	0.60998689347962	0.480627505955104	0.634693420978342	0.557622500977713	0.617814532937841	0.546108899812679
TSPAN14	0.780799578423141	0.70236174449255	0.605912200995796	0.830934643086802	0.787633124920826	0.845051328814056	0.764572832056122	0.862821645310872	0.68807171268644	0.692730197093814	0.771996646397646	0.64890136339148	0.756883643951669	0.681166527390851	0.562589314387554	0.778949404242534	0.660723408531449	0.774939559632528	0.612781508203183	0.853862524827971	0.756363501968771	0.529879258343437	0.674008024142122	0.754269279933538	0.895691955498382	0.642479982647654	0.709098589163519	0.863131998239128	0.862674712477011	0.827032891175424	0.684854802401112	0.833984052980429	0.778523520333788	0.803492702299139	0.828648394911683	0.696009909833327	0.824774560069609	0.660120426830337	1	0.674175993379939	0.830516094526273	0.32380013840566	0.788401128992507	0.794615655126792	0.860998385698738	0.721074667703503	0.613543877864295	0.711662897298561	0.813476451398903	0.696908808985114	0.758341892768824	0.65018309092222	0.727577510919417	0.46032251244439	0.7787480003759	0.481910837413194	0.829729966993119	0.673572223087635	0.680066551026486	0.688859277407147	0.640391939754884	0.763757353795703	0.833796226370585	0.68501124096641	0.849866169807943	0.799211384642383	0.800759180899234	0.731708958351001	0.772925103203052	0.334651257289925	0.684199838330654	0.735299361912085	0.698347597845984	0.764466048623211	0.763299669173935	0.735278154784144	0.676840439491589	0.713799865035623	0.703055925611784	0.748597556412579	0.659985332879785	0.655488487499909	0.46115646382594	0.806621249629862	0.711613225373674	0.634914566979809	0.618095178143225	0.810512435055971	0.674348619686862	0.655952155411219	0.524724197470006	0.747434802555181	0.677855406144366	0.763490232239755	0.65105033096566
CD74	0.821757761984382	0.858693829813947	0.890148650730849	0.704924526799477	0.871363038970679	0.839888167372715	0.844031741171298	0.787661193403418	0.898941130271434	0.765116123440583	0.589157698750516	0.537040020305337	0.794543326050912	0.650246328278936	0.418744021081595	0.828595738591236	0.847073645064322	0.530008073285866	0.644458333065005	0.748717539534737	0.865496047011123	0.962383306136518	0.572031565587365	0.611708261607058	0.692918063394901	0.859744769383886	0.844675796654402	0.802443115318386	0.726484352586172	0.547502597807691	0.799656988873349	0.704493999433323	0.575783067974621	0.622257291486916	0.821459334669889	0.678834508212063	0.815824920735744	0.611823090784262	0.674175993379939	1	0.78284417918274	0.212110778020277	0.75876209661409	0.853011706960279	0.730887237952515	0.849417700604961	0.705717397155212	0.52166610436541	0.792118006023893	0.80067170943104	0.656286915023644	0.872963357537816	0.688694973271347	0.757663921247197	0.727336779519216	0.714049288058925	0.595488507249002	0.839029074858553	0.755261406804571	0.606137021790237	0.671405569551095	0.627148674402502	0.728297236563745	0.690982166083913	0.777845802238663	0.803003683509255	0.695854796581121	0.513128022583531	0.729678923162492	0.297325485454853	0.810739573932366	0.690426445422735	0.732818440362539	0.840865142671641	0.651495232509559	0.760827599889556	0.739859883254665	0.455140363549604	0.543336903849984	0.741943885441812	0.488359478275316	0.858281610914062	0.409509575884964	0.708864989702876	0.637367203713084	0.9047649345387	0.547070949772015	0.744726040917056	0.787940973327764	0.872740595256651	0.512870233574711	0.858534241121278	0.619330083873098	0.765734210074978	0.920182620008921
UNC5B	0.815003825209334	0.742355282786209	0.687209228823051	0.790802629066982	0.851036883013542	0.879795742895924	0.773314620834552	0.849405140643358	0.738709688609532	0.691886165040761	0.739699206213389	0.605678744875768	0.762653638127935	0.637667385107788	0.503838256206911	0.791523699020283	0.716051595554789	0.750447680230891	0.638853810109783	0.831573862389954	0.783674115087027	0.661489604418974	0.661209317203462	0.768220693450171	0.862641855874604	0.734049514092859	0.77247755587558	0.873818779624525	0.828668154985048	0.733895846472108	0.723853688646739	0.816804789580305	0.771631745705006	0.81715590683071	0.854977943760254	0.68506409521358	0.861639968357583	0.644229767875907	0.830516094526273	0.78284417918274	1	0.290369560097746	0.775478554126641	0.806675515431985	0.836894215890389	0.762425290737159	0.621619251973263	0.659280476598746	0.865164419460553	0.743306382164741	0.76626863458637	0.729048039663653	0.720073499721384	0.537202424451468	0.811722796630129	0.522780190585736	0.784411335678459	0.765824495941549	0.711660989594096	0.664602964347142	0.61964781753545	0.747917203788272	0.807025750725742	0.645417551449888	0.831581231887459	0.826651406538384	0.794250924756101	0.712430166352971	0.746869300659692	0.26930615885995	0.765354414926477	0.712410919952592	0.713296207712844	0.841390027085895	0.758100240591233	0.730863458515997	0.729180529859613	0.659733800726442	0.729024760308028	0.773912710940186	0.654097075561419	0.723274013262087	0.435447729187315	0.786236897330346	0.665734409359483	0.734935967133145	0.650928837425294	0.841643964952803	0.710767270775143	0.753080246054821	0.564224944303836	0.81830781746945	0.729328218601762	0.76339413021191	0.752773219212123
ADRB2	0.183984431243912	0.280664188103977	0.253858197519653	0.340787779846506	0.350821637139863	0.311143659760286	0.248088540540189	0.333055337510155	0.184299259517572	0.271826779353765	0.230402415587462	0.428023613422876	0.257151760166734	0.274027000765537	0.30949163105647	0.243578420447733	0.259721352156377	0.179459567321343	0.324388678545159	0.281032424530259	0.267120323493494	0.112415354128751	0.139711777153646	0.160296943951756	0.329355754363119	0.352785261393908	0.277293945438984	0.255428426147475	0.32345571149032	0.413011005812144	0.202119169181716	0.306192625457706	0.155783098833872	0.162594639704612	0.247691424245426	0.343754122920974	0.288687238290656	0.250383483572492	0.32380013840566	0.212110778020277	0.290369560097746	1	0.226852520775389	0.363993570678044	0.345304748607843	0.280439124230391	0.202821631974582	0.295436628969525	0.273926540980059	0.266570692044372	0.252186761623062	0.23188314477617	0.255429756738413	0.00581603555635696	0.367992874547593	0.0875860037806452	0.245627658052312	0.258009024057146	0.301260172235209	0.189974217734583	0.340338681521914	0.35217128054591	0.150566793054043	0.250470545860186	0.248340907547909	0.233362500781349	0.189981274082812	0.11363449173296	0.241523853733798	0.168235490897499	0.257751718144698	0.385756204373882	0.143828219613804	0.370896863598789	0.340454963911632	0.308617058168411	0.274735121728478	0.115733924336	0.125461667311829	0.203049503086598	0.185056128627319	0.273558750885726	0.100862355268317	0.277405057162337	0.321628608459059	0.251474103814525	0.123685372847924	0.191959935842415	0.246925776383045	0.234377231769376	0.0328537478492108	0.257844043900097	0.259488510006376	0.279039899236739	0.255161261737859
SLC1A5	0.894948183932739	0.871254351791253	0.794035425354666	0.739162642702305	0.80430332116441	0.873670803890607	0.873034088823697	0.773758965938187	0.808353499381753	0.860367834676237	0.758661976848929	0.529857856038955	0.835571397329328	0.635460210705418	0.429288006762122	0.872202533453567	0.833347285335666	0.747322388134719	0.625831867273986	0.834340566913874	0.837178763019903	0.639692650546793	0.73163058210797	0.69275245110455	0.771945784365041	0.785990435150205	0.82828962232957	0.855695397131176	0.823253333240398	0.677594313034307	0.74309836775262	0.761101860089421	0.671737103527383	0.805646368951821	0.888754663657698	0.684563589656051	0.769281570685179	0.654807668770839	0.788401128992507	0.75876209661409	0.775478554126641	0.226852520775389	1	0.836000833483442	0.74239210623021	0.841600792295934	0.809157936755304	0.569931501369719	0.761436015691338	0.76981270325454	0.710786937368819	0.827283357464077	0.666842353233874	0.482411538900282	0.728037831253292	0.65946806332436	0.767840432127661	0.712908300850975	0.748740713838003	0.507166565528196	0.636414059719168	0.605629562429728	0.797047982570926	0.747733179794833	0.836502452552464	0.826430775997672	0.711874228945977	0.681773362785679	0.846089756033381	0.455822004229508	0.732304055757498	0.665813483772984	0.781510154685092	0.736800740050682	0.607314037246402	0.876501993160125	0.757307645757645	0.700492478921491	0.65992627574435	0.760894780810005	0.499772808571836	0.804512547567076	0.588932825063625	0.727524168902848	0.691652072981811	0.824096089198741	0.57751522014247	0.857925511976476	0.829558428522021	0.815813153313399	0.442177166759967	0.819146015278811	0.624405285316334	0.844708475117114	0.799279435537351
ADORA3	0.813803836765815	0.868780225361126	0.866693863595601	0.841597223798481	0.880829604145106	0.902069531052801	0.851503818250764	0.847163818320213	0.801111705877883	0.818409890271982	0.677439093349797	0.639917369674437	0.811420261704227	0.697971962122115	0.548737016588455	0.836177581303613	0.855527570610498	0.606003654585944	0.728423677814251	0.846279424856563	0.88800892052038	0.734607871234242	0.610329353287288	0.641630570037938	0.79461379614152	0.862667024532357	0.861122018550954	0.83808666979978	0.826622814381483	0.700123085796376	0.771575134593138	0.780460007455508	0.605937163416602	0.663667048187241	0.877250297400537	0.807115019085406	0.793929792777548	0.645802344851251	0.794615655126792	0.853011706960279	0.806675515431985	0.363993570678044	0.836000833483442	1	0.81643320244379	0.894546039665656	0.720932834277795	0.659827966793137	0.776593835652524	0.781902356380717	0.709552000461434	0.853428953351691	0.724534030775104	0.51269003331599	0.800641854004472	0.643155147395698	0.704019258595101	0.79258591548199	0.816768506914827	0.643333325715632	0.755697113270931	0.739355126525462	0.729881585060075	0.780004958723191	0.812857879060839	0.806926607000212	0.719616775591385	0.590962992512028	0.792634267978184	0.35429372679159	0.779552818105378	0.761919480472508	0.70549907385707	0.810157273049625	0.725444501813572	0.840442969699693	0.747222286388648	0.540174279068313	0.551874411928647	0.753560513201719	0.53382771624265	0.830323494136481	0.439096206242698	0.748344982192551	0.700111398539767	0.863106565998086	0.527496649054584	0.759981150686052	0.786598712116005	0.837204901345618	0.438954847190765	0.837381239532992	0.674521779507413	0.823106912055926	0.858420143654938
