""	ITGA4	PTPRC	IFITM1	S1PR4	CD69	LAG3	CD2	CD8B	CD8A	CCR5	CD44	PTGER4	CD47	CXCR4	SIGIRR	CD3D	CD3G	KLRD1	IL2RG	ITGAL	KLRK1	CD247	CD28	CXCR6	CD7	CTLA4	CD27	ITGB1	CD96	CXCR3	F2R	ICOS	TRADD	CD226	ADRB2	ADGRE5	CD46	ITGB2	TIGIT	CD6	SPN	SORL1	TNFRSF1B	C1QBP	TNFRSF14	FAS	JAML	TSPAN5	RACK1	TNFRSF25	TFRC	IGF2R	CRTAM	HLA.DPB1	PILRB	PDCD1	CD82	CD81	KLRB1	CLEC2D	ITGA6	VSIR	JMJD6	TSPAN14	SMAP1	LPP	ATP5F1B	HLA.DPA1	CD74	PTPRA	CANX	RPSA	STX4	CD63	LRP10	SLC16A7	LAMP1	APLP2
CD44	0.702949392435368	0.759477332357418	0.636044302670719	0.577289211795003	0.761028067263714	0.308074119563854	0.643465410463056	0.374854448249249	0.192996020448188	0.0942202591479385	1	0.762702965294717	0.684823320844893	0.78396723651002	0.518886082063143	0.715103778020666	0.756625033201436	-0.295251522665572	0.755319744535485	0.192401700268725	0.121344700479658	0.413082456324795	0.728121312157452	0.41879222930786	0.348543684709095	0.71839781771954	0.601322621870627	0.804539764547853	0.635516031486058	0.304247408595106	0.4302534644982	0.799873086243736	0.727686841887408	0.590254317841594	0.332777392392153	0.749771070219912	0.373851031742618	0.482309768113075	0.471955824472107	0.695992156127297	0.211423200481076	0.196613936425822	0.636654841186537	0.657666144965597	0.641187792078262	0.550996277369846	0.609489761698051	0.439439647878851	0.700021677526245	0.624745022522218	0.480289337504384	0.0370067857798974	0.431176423860983	0.464545403303229	-0.144951595509901	0.241545821230608	0.472573981177459	0.511204205656621	0.465025775686102	0.635684507515856	0.501688896993793	0.437253180231338	0.760025690283516	0.387783310302987	0.742030853363422	0.249586942129841	0.57976337162529	0.43548777269491	0.447954569382633	0.512962407238443	0.474739058966932	0.672869401397489	0.530835842742864	0.4231766590547	0.571692599833024	-0.0124201619641799	0.284319462329524	0.208294114722692
PTGER4	0.50249162342971	0.460828709944543	0.687679448427357	0.430438137737321	0.909504301126983	0.17403345376471	0.250787391437919	0.334291230292484	0.00883554237694477	-0.305142889291111	0.762702965294717	1	0.627791656864868	0.863968207132207	0.411789847602228	0.480966827626826	0.444163920360431	-0.371719799093492	0.625309332897319	-0.00273129827497524	0.0497960954191832	0.10542375466541	0.665535348712575	0.195713850149756	0.177679732967803	0.511964400913046	0.4447619779371	0.611377506250992	0.383297216967722	0.026392164740177	0.0463399846624062	0.811313663069704	0.75707103781783	0.541310253063382	0.276081307445	0.753498520288561	0.238650077046421	0.297763261191033	0.293966608175498	0.617560063838843	0.193735383128324	0.108515835161868	0.443644187424206	0.710685437934659	0.541459878902637	0.26239610723927	0.431780359314832	0.124904413463625	0.735372528517871	0.674623269782187	0.651991345103782	-0.18931257218069	0.233171479719417	0.377853557283794	-0.313986300620665	-0.085722046572662	0.306228582175802	0.370935231916395	0.519733910732703	0.648822789576627	0.523385166777937	0.335841332635818	0.73988950561152	0.261905233195255	0.59457036237697	0.208936967217148	0.498354109284004	0.350550618227675	0.393653396947297	0.313106098889982	0.36448807602834	0.761283597637537	0.417091775180944	0.325667227090752	0.496584474444038	-0.00212678109707535	0.190020094077685	0.160307068442138
CD47	0.556734642966009	0.628160099091461	0.68738525993287	0.681344410592226	0.55937840233096	0.208177358358082	0.573463888234975	0.197011976650047	-0.0944043435609169	-0.0633372004537434	0.684823320844893	0.627791656864868	1	0.482071846024615	0.546446089865248	0.557655659887867	0.623186222742229	-0.212935852481863	0.677469662147583	0.165361086026304	0.08898697228596	0.311753398700019	0.726162868815742	0.339649201173867	0.403485964107379	0.368364563508908	0.44010912493614	0.662459475940834	0.543465361862678	0.159391287770816	0.286092159249946	0.603726282345916	0.746747401177429	0.704303400621967	0.180430061155198	0.494768332479664	0.596128690468001	0.290074192033576	0.314205944122742	0.465431969820255	0.308123137315613	0.133177124178277	0.431135256974461	0.697690948304428	0.574880392653308	0.272047058778455	0.535506882094792	0.190421230487173	0.698950291133738	0.744981602148544	0.372044466443515	0.0310257659425885	0.0107623212223483	0.272276212550978	-0.0482516583600822	0.0284972893010918	0.430355309106712	0.412138412721244	0.704004993410587	0.710569405205515	0.580254164032805	0.433143745854062	0.450585982591104	0.337738146476938	0.691255942895353	0.302077150393463	0.552709578112509	0.250617137356292	0.270144713089476	0.500549616100973	0.507819441278199	0.70337811645019	0.422619176122916	0.378463110501263	0.622599881556422	0.110451506760225	0.32953523623985	0.157311487146529
CXCR4	0.546700947213423	0.50919430507592	0.549196735109435	0.340081379622776	0.916454548461272	0.248747107297259	0.353184490449634	0.478107469415433	0.25969253627768	-0.090888909797167	0.78396723651002	0.863968207132207	0.482071846024615	1	0.343608479426378	0.572371453782642	0.522918117584379	-0.302679475942754	0.622238114846705	0.236405989347613	0.0420613296418083	0.24216868776584	0.479212737149928	0.301560039100755	0.145268739854019	0.705079946881827	0.514431187957487	0.575237673979482	0.39027755563751	0.128566329099014	0.21196559342913	0.763957984918455	0.618110872844508	0.32778328515082	0.41393277973607	0.722165883152783	0.00320310202408551	0.312982374922075	0.43470856177604	0.661083972451079	0.0673774258034694	-0.0271102806836758	0.455698637399846	0.511265159252409	0.469374027730127	0.489161270308879	0.507765172040487	0.267230556174437	0.571418676995139	0.481436432432098	0.532120639083631	-0.260358367885214	0.578353526208269	0.346475037744212	-0.268531940830382	0.165799312170608	0.212824432703622	0.31323622493102	0.307449076266167	0.502619936473936	0.350342699463622	0.203955644987896	0.842323587941495	0.129177534082434	0.531903594792836	0.0620559776838303	0.37130284351638	0.303915950174442	0.328036554178775	0.28763265290627	0.203065285655306	0.575923803227561	0.332730385438092	0.2152083632158	0.329802506356495	-0.109691854204635	0.0577085407537157	0.0815124269514877
SIGIRR	0.349039913228959	0.405843961959113	0.65608103290785	0.717837511811839	0.334085467407075	0.534599832003192	0.555488224835244	0.370425149060874	0.206757461976646	0.192508392085888	0.518886082063143	0.411789847602228	0.546446089865248	0.343608479426378	1	0.602009473906893	0.545518319071775	-0.0566449737867826	0.699261704587996	0.0593541076225183	0.212181111946217	0.324459020731627	0.483702264980794	0.518373962073942	0.673730356471376	0.353135239742931	0.666006884645801	0.561601387221037	0.527648832248316	0.437337953620612	0.279991968251684	0.407458091215048	0.645028868329027	0.287336231399256	0.102097734206471	0.365007527213649	0.287722897124005	0.528795082432366	0.519568490625018	0.515871520493324	0.505874615078769	-0.0293057808589161	0.334989559991071	0.586581452034392	0.63525058809711	0.16641650489203	0.21446346713864	0.242022987417529	0.62532129781248	0.377537599481593	0.0479166794581464	-0.0459828591363927	-0.0467572550100972	0.311849138775557	-0.0218639760664369	0.341430986767148	0.424795782074507	0.447036971165843	0.510173262587308	0.559387074186864	0.441746637508572	0.418792054850987	0.292663795024091	0.144037940437189	0.526473312522036	0.203561397261642	0.584190803704936	0.287757574968747	0.261460749372523	0.268761729244594	0.359238811350238	0.599120475448157	0.358625050349843	0.386634157763919	0.381558360874017	-0.0858682380084241	0.267517097557318	0.0777227237170172
CD3D	0.490224946980369	0.544682270954867	0.510846100023193	0.810382843438839	0.472161106089518	0.653979863285368	0.830879815429643	0.609389201039049	0.465739810987323	0.304254187702	0.715103778020666	0.480966827626826	0.557655659887867	0.572371453782642	0.602009473906893	1	0.91889735355614	-0.427296770137916	0.815093578983554	0.198856887486218	0.0147644857605851	0.41879220848676	0.544238320062649	0.74137050745684	0.555887376977523	0.617065224288179	0.86165645700768	0.583761121968576	0.781848425916319	0.712182447506796	0.38912091826223	0.542232961787446	0.663637371070812	0.316144986153315	0.0893042211431947	0.588952756243077	0.115342560970508	0.499501140587244	0.627496592544935	0.803114821293403	0.295229235906212	-0.248160187822983	0.390597031335396	0.521888567862501	0.698236547577138	0.362769002721289	0.579293556983889	0.493931863813638	0.631641864103418	0.429718897966743	0.0115300513874878	-0.173066763124547	0.451271355089133	0.313549402348114	-0.186309939325267	0.499625968927926	0.440603734772429	0.368640182202907	0.444118347181653	0.532896157226232	0.214829162984495	0.223582676680915	0.438614079080126	0.00958161286078195	0.589900396140641	-0.0968167829427201	0.445193182528705	0.242413100026998	0.163154766109882	0.205113347821247	0.254087972483067	0.590473344223328	0.279985732950393	0.191430240400066	0.257145612993368	-0.26009343803066	0.0187063848042726	-0.114890908972541
CD3G	0.633966456122452	0.74432029619288	0.486142316385684	0.737114660880772	0.447823221146892	0.534378335989661	0.920178937343261	0.533284327045487	0.465033670097833	0.389442491521738	0.756625033201436	0.444163920360431	0.623186222742229	0.522918117584379	0.545518319071775	0.91889735355614	1	-0.256195431101051	0.80646025359314	0.277880163513238	0.15465051522765	0.583579559337643	0.591341039988471	0.676089105957174	0.527331754573619	0.606521499721132	0.739204290245611	0.624393373164085	0.846723867306059	0.615972587149686	0.521627700295366	0.54058313424558	0.590773032711621	0.435037772549838	0.152188027510023	0.573997259814277	0.23190607697628	0.421726293255136	0.57759695672858	0.742556207014987	0.292238539177255	-0.162036281200302	0.450117307875291	0.444993306176599	0.651989333082014	0.447045797964045	0.636299681693175	0.544813411623041	0.530351027869647	0.466395296207862	0.036765341615981	-0.0497543935590194	0.464016214471704	0.242475964990438	-0.0330634919221089	0.48371170998188	0.35458370051926	0.293045516399004	0.422583704305659	0.582675111375313	0.212988077808746	0.195762953313614	0.440495575882619	0.0999442788319711	0.570810987679634	-0.0980578570080226	0.355774059179373	0.180943945435475	0.105944871813877	0.343451204039498	0.216322600810496	0.503888050521949	0.291713332331166	0.125727593366805	0.314914348643017	-0.220901863223068	0.0430757912517012	-0.164782167115803
KLRD1	0.102416945295576	0.11774315878851	-0.268732898413958	-0.320425128376391	-0.315821168132395	-0.214579557237463	-0.10335411473814	-0.126374581804237	0.0767564213253988	0.230378024230742	-0.295251522665572	-0.371719799093492	-0.212935852481863	-0.302679475942754	-0.0566449737867826	-0.427296770137916	-0.256195431101051	1	-0.242522914582575	0.387459448309718	0.630568825693032	0.392415092951226	-0.407214135874578	-0.258016697044802	0.00755216464545619	-0.183810920543702	-0.39655797831931	-0.19740795345409	-0.172639814948799	-0.23994192097441	0.235412446880891	-0.310484845789073	-0.519005711821074	-0.133755396915786	0.394351584074948	-0.39303917522979	-0.0790650799093204	-0.0596121662772323	-0.000912720478378865	-0.425470984607097	-0.109873294258604	0.140058763024911	-0.0534948172353645	-0.515643358492247	-0.390037606949379	0.0933892354950026	-0.331847218903547	-0.0988208870279173	-0.552574689498948	-0.42319367546153	-0.266636521448604	0.19824036442031	-0.0600789250320767	-0.265426018215838	0.482328158115103	0.196678544605966	-0.416080466875865	-0.274992160630186	-0.343950390247731	-0.165151262123076	-0.241198773530163	-0.127108280519322	-0.137268714351068	-0.0608499580627324	-0.324150125533872	0.0923067537692308	-0.353264799034236	-0.225597832344783	-0.208078959768811	0.0738754313608681	-0.342369589343077	-0.539173164408446	-0.218239413587665	-0.242392669395723	-0.269959867838964	0.0122400406328202	0.00165223191888344	-0.140568216695775
IL2RG	0.627318378295374	0.679068267946142	0.711979790056629	0.738667472902107	0.632693808460117	0.434726166758954	0.725556179191905	0.545378059711058	0.316389413861296	0.172406816409965	0.755319744535485	0.625309332897319	0.677469662147583	0.622238114846705	0.699261704587996	0.815093578983554	0.80646025359314	-0.242522914582575	1	0.23757026724034	0.170882762156237	0.43703332277598	0.699175015471141	0.573305524928845	0.596769785151431	0.576309430743248	0.725079179039563	0.67599521981439	0.703755692222788	0.437155022274522	0.350028469114164	0.668777183059684	0.768352416749919	0.459718604692259	0.134056121957389	0.643564638064502	0.238136571671547	0.468666833770542	0.578473005536998	0.763003012743044	0.353056245917146	-0.101905296389185	0.4606319046455	0.641584162660997	0.73161619672445	0.388795657584854	0.458294581753262	0.376072419282412	0.727215352445573	0.562136917024061	0.233942760292245	-0.0729868321509827	0.273949721860173	0.353095402496485	-0.0189195941819957	0.337857767094601	0.362245851118477	0.378812454809438	0.57766457722155	0.69973511686367	0.398623000716367	0.342956261101654	0.534263475163988	0.218809268757137	0.647510002497898	0.101481426301384	0.516558430329931	0.279623027589751	0.265805118986575	0.353458365663117	0.307881264989079	0.718936889029028	0.43365024751084	0.287862492303023	0.446198559027015	-0.156288952278494	0.18266492536753	-0.035886269783829
ITGAL	0.387040495831821	0.443029444312278	-0.00959412732602197	0.0576991134333154	0.164445268457545	0.201082924988915	0.307135509052782	0.245488257937899	0.334774756094275	0.458535481903858	0.192401700268725	-0.00273129827497524	0.165361086026304	0.236405989347613	0.0593541076225183	0.198856887486218	0.277880163513238	0.387459448309718	0.23757026724034	1	0.262171555850913	0.46755022650201	-0.0413435582178932	0.186142906528235	0.0765559601547381	0.333392980666695	0.17082810759756	0.211079528550516	0.253631198462331	0.149667733734057	0.508005897525121	0.0992100886044934	-0.0831260755330558	0.0398707056254162	0.632264188220244	0.139324105963071	0.00917984586471638	0.207684642860641	0.410061332659316	0.103936114969457	-0.0282987843881064	0.0180769815323986	0.297820464115618	-0.230667226206895	0.000824972819867663	0.556834876752124	0.197546857386762	0.228897622742638	-0.200349297159401	-0.0812211161371506	-0.036579642045045	0.0824830971116054	0.424526893436554	0.0489385410054845	0.317692798139087	0.464788703956195	-0.0604990961620925	0.0386122342065482	-0.155862046702216	0.132056140944586	-0.138291404235438	0.0271715744234101	0.274445337574323	-0.0152382837532207	0.081849691790661	0.0464787652578748	-0.111619743782392	0.0216298272712783	0.0250456967771022	0.177861534600649	-0.125290623753159	-0.21617007895876	0.0344710362588435	-0.11072085140945	-0.0766986738869291	-0.0932961076994815	-0.0405255603534659	-0.0735798959189998
