""	CD3D	KLRD1	CD3G	CD247	CD2	CD8A	CD44	KLRK1	CD8B	KLRB1	ITGA4	KLRC1	CXCR4	ITGAL	F2R	ADGRE5	TFRC	ITGB2	CD226	PTPRC	S1PR4	ADRB2	CD69	PILRB	TNFRSF14	PTGER4	ICOS	PTGDR	ITGB1	TRADD	GPR171	PTGER2	TNFRSF1B	LPP	SMAP1	PTPRA	CD81	APLP2	CANX	SORL1	RPSA	VSIR	CD74	NCL	C1QBP	PTPRZ1
ITGA4	0.965995720211517	0.946643765400628	0.988097281546167	0.96214640083671	0.988366668594945	0.784146071840913	0.884657498080693	0.956925305065688	0.991701581650441	0.946416354769442	1	0.914530887422036	0.948801488995174	0.958425903657478	0.333187419259754	0.89476342928551	0.403000285286152	0.721074952456416	0.927820903178803	0.989395934230659	0.933381862784871	0.734203024629353	0.935569709903762	0.411948451513831	0.865170549794562	0.949928490386129	0.898144323002764	0.979996803999578	0.858976926411646	0.92585329551226	0.742123241026445	0.984279010392233	0.945705888683923	0.75271255627649	0.685973785039189	0.358277385445441	0.218839146955215	0.371205643028465	0.631296050922486	0.471412655965979	0.89567816448805	0.233969891861576	0.129362503944163	0.925678444259645	0.845571553039388	-0.388221620642016
KLRC1	0.953528839734309	0.965135323734439	0.935248536501337	0.958997631981801	0.939810000395439	0.932229069423217	0.937593007495074	0.981385680107807	0.936756716695099	0.939516284048862	0.914530887422036	1	0.968509260126824	0.845818506202786	0.60557470482157	0.956820880704544	0.491648182224412	0.832749114077599	0.842191856069255	0.932301062001088	0.917841358771845	0.918608731074339	0.935033119413796	0.425054903640809	0.923502197180901	0.921045153656406	0.708670243338541	0.968975450544711	0.79308781033681	0.935479912074409	0.916379906940133	0.892805955290129	0.790963606258941	0.755626896346269	0.753976321186467	0.451703894032027	0.404623892036357	0.371739849993196	0.655206875474935	0.569639297624644	0.945177256890137	0.428349849737393	0.295916958244251	0.91611050377419	0.777513733909033	-0.399255184082537
CXCR4	0.986282066016287	0.932836325221903	0.974341284594905	0.96973029639864	0.978936462456945	0.919395050145542	0.972619795385688	0.984978736354563	0.96983541757213	0.983168913799547	0.948801488995174	0.968509260126824	1	0.902022080361656	0.527580978945231	0.953997995904081	0.439792809294038	0.817880011673683	0.82099215128345	0.971922032473357	0.980978582469725	0.87464736542689	0.987858572137992	0.40373022889882	0.947049502437546	0.983938946157292	0.763954747385216	0.978202668729932	0.833747785167867	0.983238213166938	0.883247326079174	0.92217258229622	0.855887449240894	0.757372133740491	0.722760832512303	0.440320147214315	0.354313028546485	0.34529049896455	0.623260961438868	0.571191965888765	0.955976945912224	0.393285538411572	0.279923634404172	0.923425820191767	0.808572917751114	-0.428209792384917
ITGAL	0.941571494467989	0.897698843795667	0.963566731617421	0.939221637096649	0.952052003482016	0.715752086596234	0.815496148441541	0.887500549185351	0.949021480917837	0.929873913118673	0.958425903657478	0.845818506202786	0.902022080361656	1	0.253063267070052	0.85329222866099	0.396901295697969	0.72037349341564	0.880027419375779	0.963083215875455	0.917905362552175	0.632541839587407	0.886242325203099	0.459255599101737	0.820201434105209	0.929194241196635	0.913377009526145	0.938214292144801	0.911146175975976	0.880756622586783	0.705705977655248	0.968753326448541	0.929859058631987	0.677686820217769	0.700907522196694	0.343136418725988	0.215450296329427	0.356948836139685	0.596191396973592	0.430712185852377	0.881124655889932	0.249776229721162	0.142949773899007	0.867961475466519	0.816517751656319	-0.418289852615419
F2R	0.498552929807363	0.516527301009192	0.378348047304522	0.517901407092292	0.416071545828255	0.784471581780915	0.630593381528783	0.546549711376172	0.369458593807603	0.498572427777172	0.333187419259754	0.60557470482157	0.527580978945231	0.253063267070052	1	0.690921238381911	0.62657266706287	0.675969323730386	0.330723294356228	0.391565997949372	0.45913966058104	0.78430558590363	0.468792454957847	0.399352064119331	0.669168591358474	0.440313075643332	0.0109335735437933	0.452181115212894	0.39576156967036	0.540451483145488	0.819707098791085	0.316585348612385	0.117498671749103	0.532040516729157	0.559302553644287	0.494789970310583	0.567430407521088	0.1350384808913	0.425954173973058	0.49133309947831	0.590017909125511	0.730962353843145	0.459597399526514	0.423468072004575	0.220050307908447	-0.224485669552479
ADGRE5	0.960429546056812	0.935890624098854	0.920494116579295	0.962106979264287	0.933432684503256	0.945048318515381	0.951089722258734	0.958145027000741	0.911361477938261	0.951547758160259	0.89476342928551	0.956820880704544	0.953997995904081	0.85329222866099	0.690921238381911	1	0.55022956560431	0.86764774464536	0.832549268397225	0.92080088060495	0.924882327684623	0.884952325628932	0.91941616206852	0.477467732533025	0.944424460122474	0.924268094725535	0.682507925761854	0.939225589794607	0.829675747410007	0.943478413400526	0.942323445888425	0.883600733060479	0.762034567059305	0.755874649615335	0.748073655138096	0.450124962451276	0.402382119710212	0.295253083418593	0.61080790941227	0.54655185224802	0.947771305554798	0.511836289873464	0.311613697317497	0.858902008188946	0.701018062329649	-0.479144196919203
TFRC	0.461672606500138	0.530350783076835	0.387522720422064	0.52232173668238	0.411976006759693	0.491028140548764	0.413118239992475	0.445984986952807	0.37551418243968	0.446113038702091	0.403000285286152	0.491648182224412	0.439792809294038	0.396901295697969	0.62657266706287	0.55022956560431	1	0.571971201539663	0.514657855602339	0.43500760192163	0.355068797638852	0.560321862606715	0.341627569043864	0.808724664028695	0.570752200547445	0.368985777536557	0.298279712217027	0.437181896902755	0.628854018256023	0.44394302774221	0.583063358321751	0.440884694460447	0.318719052069915	0.67411172032628	0.677771005880553	0.625869908359262	0.520533742530635	0.455710596706165	0.690104523232199	0.602109043339453	0.519356657723885	0.697046540694431	0.416814328272358	0.453763525237981	0.35988841213685	0.0891276235769059
ITGB2	0.826353392057272	0.822482610479637	0.758222430824215	0.837956270703419	0.769820792002538	0.83571061295657	0.782523684015524	0.79610981280172	0.737743420501405	0.817771383932114	0.721074952456416	0.832749114077599	0.817880011673683	0.72037349341564	0.675969323730386	0.86764774464536	0.571971201539663	1	0.708140029543794	0.780042751432556	0.768597196054988	0.81998758085088	0.745419158716964	0.403175300145467	0.875081584834059	0.758187231647446	0.56079915332149	0.783957967651598	0.797513979810359	0.818940827879706	0.88876442402188	0.740054239847447	0.648746311898163	0.642201264647687	0.80312773683901	0.421140363113414	0.697526292492104	0.440406598353172	0.650789208130727	0.72262176288784	0.904866440500413	0.763279639266396	0.684508344558569	0.754796964115375	0.65002499569512	-0.466269578812992
CD226	0.871225908495866	0.933898217113085	0.887237303869274	0.903198799019039	0.893913763043667	0.662137874058222	0.733886293197193	0.861754578934907	0.897577836153379	0.832433480180242	0.927820903178803	0.842191856069255	0.82099215128345	0.880027419375779	0.330723294356228	0.832549268397225	0.514657855602339	0.708140029543794	1	0.904796348990434	0.769903387093616	0.643263454970441	0.7673270488546	0.491309410456183	0.776682357262319	0.793921004663453	0.887089372191286	0.893366619669248	0.832942574700967	0.795768921715131	0.662059667877834	0.947670816743146	0.895105206890504	0.756646762484979	0.699471409195018	0.323945558952277	0.247200819338926	0.442157417635258	0.676294237272338	0.454610228432199	0.815360477595759	0.295183862251138	0.167396131379091	0.845144505758791	0.769163714090921	-0.337893016010101
PTPRC	0.986614314196443	0.951091524212835	0.994409888829976	0.979540382688654	0.994365837211317	0.827323652848381	0.911868614008622	0.966389043483451	0.99184020348329	0.97335121025921	0.989395934230659	0.932301062001088	0.971922032473357	0.963083215875455	0.391565997949372	0.92080088060495	0.43500760192163	0.780042751432556	0.904796348990434	1	0.961193093687326	0.776240761941903	0.955324407073547	0.440553297769142	0.910866547532734	0.970847606307996	0.881516639833969	0.984723061929912	0.88583372829695	0.957554884703896	0.790284966379636	0.97993703603006	0.939437988344119	0.773126837769848	0.724907337550561	0.402638425926057	0.289074154588258	0.385708500754189	0.6527891105732	0.525661571569292	0.933050547771966	0.321374278285752	0.211836950891031	0.928643759199133	0.846812271938735	-0.412520959497193
S1PR4	0.976914382304541	0.883495033713259	0.971402392843355	0.945691906259726	0.970627523497086	0.892298665786307	0.962785277618831	0.956400596259743	0.960521677773557	0.977741910174498	0.933381862784871	0.917841358771845	0.980978582469725	0.917905362552175	0.45913966058104	0.924882327684623	0.355068797638852	0.768597196054988	0.769903387093616	0.961193093687326	1	0.805743875183658	0.989362263941148	0.366063219612513	0.920208527355799	0.996149799585074	0.764384584577638	0.95498787919582	0.828510109208485	0.9763992354021	0.83923026095358	0.904778390624681	0.846737381388977	0.694012309301503	0.667148361676176	0.400224121630062	0.273653874808589	0.260372710379019	0.546736758530791	0.480712011712951	0.929694443252139	0.320619272628204	0.196999813366892	0.888227986105316	0.786325142728824	-0.465140018865813
ADRB2	0.824095038722276	0.838930849019532	0.768525305482242	0.825868332816541	0.784041960550455	0.956978818015665	0.89340421801262	0.885896973800761	0.772405069545302	0.811489986863741	0.734203024629353	0.918608731074339	0.87464736542689	0.632541839587407	0.78430558590363	0.884952325628932	0.560321862606715	0.81998758085088	0.643263454970441	0.776240761941903	0.805743875183658	1	0.836909086103114	0.388367879838503	0.904171523744446	0.800120828146616	0.437704869328325	0.830887155632951	0.663828391641656	0.855323860176292	0.931055391216501	0.690524240853448	0.563414361714314	0.739921717531947	0.749333117137079	0.573321882169504	0.577480299350838	0.405256785198758	0.67366597406137	0.669220768004841	0.871661342120381	0.58516111076766	0.439430579530947	0.826370063189123	0.674952079165849	-0.249790971743688
CD69	0.966275539942148	0.883665543571935	0.965862176959387	0.934546264725615	0.968746699916369	0.90215007011378	0.976803634552062	0.970121895894872	0.963629324492884	0.966702326991773	0.935569709903762	0.935033119413796	0.987858572137992	0.886242325203099	0.468792454957847	0.91941616206852	0.341627569043864	0.745419158716964	0.7673270488546	0.955324407073547	0.989362263941148	0.836909086103114	1	0.336384073272826	0.919376285170635	0.99095870111924	0.739934488605306	0.958505954233266	0.787545725569604	0.973046189380113	0.836435372941134	0.89300994046605	0.839530290701233	0.711866653055177	0.634303105557562	0.400186781746797	0.267806956309329	0.270374979192409	0.548480935999104	0.499883997674683	0.912763859171164	0.294872004959222	0.193174945288682	0.899259303193908	0.786102511362461	-0.43261265082044
PILRB	0.441772760890759	0.476011795257168	0.410412567054151	0.491025418203493	0.411738751089193	0.376049666433198	0.358892082467244	0.402519406818757	0.391011401967287	0.429360699583457	0.411948451513831	0.425054903640809	0.40373022889882	0.459255599101737	0.399352064119331	0.477467732533025	0.808724664028695	0.403175300145467	0.491309410456183	0.440553297769142	0.366063219612513	0.388367879838503	0.336384073272826	1	0.475964014283955	0.384688245321007	0.391082502681326	0.42519451218573	0.56761658377136	0.39970738947264	0.438889237209895	0.454721346451574	0.376946047553345	0.607289303958076	0.524740164063083	0.64565316460053	0.259745344572127	0.352610256478178	0.589797212648552	0.467520206301602	0.432243447220399	0.394492409733262	0.159123921120127	0.395494275250762	0.319044427339492	0.175976172976952
TNFRSF14	0.938197612276127	0.891721946116467	0.893589622939246	0.93028691747605	0.910438058609502	0.936283307966237	0.949851301397125	0.936341149854555	0.88924067790035	0.931000945215846	0.865170549794562	0.923502197180901	0.947049502437546	0.820201434105209	0.669168591358474	0.944424460122474	0.570752200547445	0.875081584834059	0.776682357262319	0.910866547532734	0.920208527355799	0.904171523744446	0.919376285170635	0.475964014283955	1	0.914727770142477	0.653226360432859	0.90792329105659	0.847599003303595	0.953086516541513	0.903790294002986	0.846343481611784	0.760036204042379	0.797891002092333	0.753515643414651	0.529228612306015	0.499395528417482	0.347694216813364	0.676694137159524	0.644317936727507	0.93687450939685	0.575881762690279	0.434651118494399	0.864601411690287	0.73949305691162	-0.395118803404486
PTGER4	0.978875310467933	0.891463187293928	0.97957270609379	0.949357109455071	0.97939132274109	0.880017130194528	0.960199351518123	0.961347177407955	0.970637184179168	0.977627458749693	0.949928490386129	0.921045153656406	0.983938946157292	0.929194241196635	0.440313075643332	0.924268094725535	0.368985777536557	0.758187231647446	0.793921004663453	0.970847606307996	0.996149799585074	0.800120828146616	0.99095870111924	0.384688245321007	0.914727770142477	1	0.784606118979494	0.962842561785334	0.834356175352999	0.971188211793122	0.827102994753722	0.91897550126013	0.867058030373239	0.721628261705403	0.663627781928559	0.400966569281582	0.260101646319466	0.288811752948056	0.56143098909604	0.4976518225426	0.922664975393916	0.30562301214689	0.186204223657829	0.89949234360561	0.797055829598954	-0.440817669720224
ICOS	0.825750682117949	0.814485168882936	0.8694842605642	0.835975179570658	0.859461318424228	0.484513664412572	0.629889122737571	0.756149765736946	0.868591285015955	0.812080975913075	0.898144323002764	0.708670243338541	0.763954747385216	0.913377009526145	0.0109335735437933	0.682507925761854	0.298279712217027	0.56079915332149	0.887089372191286	0.881516639833969	0.764384584577638	0.437704869328325	0.739934488605306	0.391082502681326	0.653226360432859	0.784606118979494	1	0.829424207459566	0.801851897451444	0.761207616055358	0.474208028447275	0.935884024909557	0.97107001464219	0.604304093761032	0.605942464392008	0.219004728679336	0.057671031361709	0.361816521437442	0.536202971535506	0.321231008005401	0.742441119379533	0.0721052728582518	0.0286937181255907	0.760516038450231	0.781375900875274	-0.341518797496556
PTGDR	0.982197709833253	0.973214786792542	0.98806089683761	0.981599714705069	0.98590762316791	0.869239966774344	0.925590588898255	0.987664987804962	0.988152307336293	0.964506403231	0.979996803999578	0.968975450544711	0.978202668729932	0.938214292144801	0.452181115212894	0.939225589794607	0.437181896902755	0.783957967651598	0.893366619669248	0.984723061929912	0.95498787919582	0.830887155632951	0.958505954233266	0.42519451218573	0.90792329105659	0.962842561785334	0.829424207459566	1	0.855519875801565	0.952167326027867	0.836513184682488	0.960464282933722	0.889016360755041	0.748807896431372	0.740147709419593	0.425970695820211	0.313210781157018	0.37842912738174	0.657775734930303	0.513526547317159	0.942856701664772	0.315957752244434	0.193343719969024	0.944176527686515	0.838732335945876	-0.399159313233065
ITGB1	0.877210824816503	0.853630693048484	0.863012429001932	0.893466956220576	0.861587699689118	0.707524292217351	0.755360034792225	0.815215876495205	0.84302666373151	0.866333730816164	0.858976926411646	0.79308781033681	0.833747785167867	0.911146175975976	0.39576156967036	0.829675747410007	0.628854018256023	0.797513979810359	0.832942574700967	0.88583372829695	0.828510109208485	0.663828391641656	0.787545725569604	0.56761658377136	0.847599003303595	0.834356175352999	0.801851897451444	0.855519875801565	1	0.82737811563172	0.731579660481027	0.88711677611747	0.825627986458688	0.738709941510934	0.810903438907209	0.485705373172697	0.470280206872334	0.470341036374773	0.726359683978203	0.576316203596276	0.879773493172449	0.499219127580749	0.365726672028716	0.825691560566562	0.800576930484051	-0.31125984625821
TRADD	0.980621399373899	0.908262456508564	0.955599915758628	0.960804453794126	0.96510508891476	0.910933625839253	0.964634979108664	0.963369740149326	0.950516973837883	0.980154930133747	0.92585329551226	0.935479912074409	0.983238213166938	0.880756622586783	0.540451483145488	0.943478413400526	0.44394302774221	0.818940827879706	0.795768921715131	0.957554884703896	0.9763992354021	0.855323860176292	0.973046189380113	0.39970738947264	0.953086516541513	0.971188211793122	0.761207616055358	0.952167326027867	0.82737811563172	1	0.86942177838899	0.906750457595876	0.847027820403071	0.739119628264383	0.722942813375269	0.438035967562506	0.340503303117851	0.288160909047465	0.595139139185742	0.543741503573569	0.952963552076674	0.412490997069494	0.273220209293081	0.886731034780991	0.778825038636432	-0.460715998792242
GPR171	0.866151908931497	0.844597097278166	0.793809335609458	0.869679666510616	0.808423754413981	0.966186658910102	0.900925102220615	0.87378323091908	0.77665840654554	0.867034048644753	0.742123241026445	0.916379906940133	0.883247326079174	0.705705977655248	0.819707098791085	0.942323445888425	0.583063358321751	0.88876442402188	0.662059667877834	0.790284966379636	0.83923026095358	0.931055391216501	0.836435372941134	0.438889237209895	0.903790294002986	0.827102994753722	0.474208028447275	0.836513184682488	0.731579660481027	0.86942177838899	1	0.729030644598871	0.56903667684393	0.672423301446839	0.762099917317761	0.464967398098687	0.526744370601894	0.277812741784887	0.569231115882714	0.592798805043355	0.91208022086641	0.650080681984864	0.444859940478984	0.774653425695009	0.598422066726641	-0.443816740038538
PTGER2	0.957537132834043	0.949111680455738	0.971778872216865	0.967343455919395	0.971993817043183	0.740312301369554	0.836518323585522	0.924150390909446	0.970231667088848	0.94476927231827	0.984279010392233	0.892805955290129	0.92217258229622	0.968753326448541	0.316585348612385	0.883600733060479	0.440884694460447	0.740054239847447	0.947670816743146	0.97993703603006	0.904778390624681	0.690524240853448	0.89300994046605	0.454721346451574	0.846343481611784	0.91897550126013	0.935884024909557	0.960464282933722	0.88711677611747	0.906750457595876	0.729030644598871	1	0.957650688898784	0.733902616715615	0.728619332548439	0.346013663094478	0.228620760784934	0.384055193144528	0.637935017004374	0.455813132414865	0.901306920938907	0.270315653195847	0.15729231612266	0.893625629988231	0.838509847347796	-0.4038349564045
TNFRSF1B	0.888477794393806	0.854113496762025	0.925615154377851	0.883006917670205	0.921144341705798	0.602561063499892	0.747388304576611	0.839298686790435	0.927138762563155	0.87703052848236	0.945705888683923	0.790963606258941	0.855887449240894	0.929859058631987	0.117498671749103	0.762034567059305	0.318719052069915	0.648746311898163	0.895105206890504	0.939437988344119	0.846737381388977	0.563414361714314	0.839530290701233	0.376946047553345	0.760036204042379	0.867058030373239	0.97107001464219	0.889016360755041	0.825627986458688	0.847027820403071	0.56903667684393	0.957650688898784	1	0.696886446977947	0.620929391818369	0.278501025509736	0.160171580105553	0.394400345552138	0.587943121518526	0.45663859060611	0.809164250795634	0.163489724457249	0.150385878656013	0.837394614792493	0.825389265323975	-0.372697019774764
LPP	0.751435184472135	0.766075163626294	0.732274647465978	0.758834816071571	0.751733272602553	0.701877213897455	0.732610795089664	0.766646905946313	0.739922284433583	0.723654649241753	0.75271255627649	0.755626896346269	0.757372133740491	0.677686820217769	0.532040516729157	0.755874649615335	0.67411172032628	0.642201264647687	0.756646762484979	0.773126837769848	0.694012309301503	0.739921717531947	0.711866653055177	0.607289303958076	0.797891002092333	0.721628261705403	0.604304093761032	0.748807896431372	0.738709941510934	0.739119628264383	0.672423301446839	0.733902616715615	0.696886446977947	1	0.692816791926821	0.565469442103931	0.433539306693163	0.543299878218327	0.759598941831881	0.73637992454275	0.725493967367888	0.505455675507988	0.325034071749449	0.780761129951672	0.671226336261607	-0.0720173519191044
SMAP1	0.74587762353181	0.808258394817753	0.69390121211533	0.787942118951352	0.694016132784269	0.694937489237037	0.634661936535082	0.718099629417548	0.675069702791972	0.732448785533109	0.685973785039189	0.753976321186467	0.722760832512303	0.700907522196694	0.559302553644287	0.748073655138096	0.677771005880553	0.80312773683901	0.699471409195018	0.724907337550561	0.667148361676176	0.749333117137079	0.634303105557562	0.524740164063083	0.753515643414651	0.663627781928559	0.605942464392008	0.740147709419593	0.810903438907209	0.722942813375269	0.762099917317761	0.728619332548439	0.620929391818369	0.692816791926821	1	0.636664638734803	0.669009095424077	0.618403025034794	0.837522026525057	0.63855204571878	0.864479694160323	0.614390708879122	0.468872150852044	0.800030791402673	0.795662183627634	-0.0695081454151192
PTPRA	0.409829176813801	0.443496998958983	0.378824040998611	0.429832395006431	0.376209124496454	0.490037327054837	0.433235389902548	0.444888364934035	0.372772700118869	0.396633808291794	0.358277385445441	0.451703894032027	0.440320147214315	0.343136418725988	0.494789970310583	0.450124962451276	0.625869908359262	0.421140363113414	0.323945558952277	0.402638425926057	0.400224121630062	0.573321882169504	0.400186781746797	0.64565316460053	0.529228612306015	0.400966569281582	0.219004728679336	0.425970695820211	0.485705373172697	0.438035967562506	0.464967398098687	0.346013663094478	0.278501025509736	0.565469442103931	0.636664638734803	1	0.595463339311588	0.550980666346774	0.776584939509964	0.562666239066304	0.508167382461957	0.376074339174236	0.299781064091181	0.550526535191574	0.540872714191527	0.431448693409654
