""	EGFR	SDC4	ITGB8	CD9	TNFRSF1A	SLC16A1	INSR	PTPRA	LRP6	AQP1	CANX	LPP	NRCAM	ITGAV	MYLK	PILRB	CD47	AR	SORT1	CADM1	RAMP1	CALCRL	TLR4	THY1	CHL1	DPP4	HMMR	ADORA1	TFRC	APLP2	TSPAN5	SMAP1	PODXL	NECTIN2	RAMP2	CD44	IGF2R	NOTCH2	SDC2	JMJD6	TRAF2	TSPAN12	SMAD3	ADCY1	LIFR	TNFRSF12A	NOTCH1	LTBR	AMFR	CELSR2	CD99L2	TNFRSF14	GPR37	SCARB1	LRP4	GPR37L1	ITGA2	VLDLR	TSPAN10	IL17RC	NT5E	ITGA3	EDNRB	TNFRSF21	LRP8	MRC2	TYRO3	GPC1	ITGB1	LRP1	PLXNB2	ITGA6	ADGRE5	ERAP1	ABCA1	TSPAN17	SORL1	SDC3	RACK1	ITGB5	APLP1	MCFD2	CD63	C1QBP	CD81	TRADD	RXRA	SLC1A5	CD4	NRP2	CD46	C5AR1	RHBDF2	VSIR	ENG	ADORA3	GPNMB	CXCR4	ITGB2	LAMP1	NRP1	TSPAN14	SIRPA	CD163	CD74	CD68	PLAUR	TREM2	ITGA4	NCSTN	TREM1	HLA.DPB1	STAB1	LRP10	RPSA	SIGIRR	CD93	FPR3	CLEC2D	PTPRC
LRP8	0.702877033771601	0.680014095831982	0.766922892756702	0.515477365810079	0.733208038831696	0.449030746587744	0.31152479237593	0.770753879490545	0.866687128556797	0.74332259224654	0.756898521759605	0.726257389466862	0.859197548417205	0.851859904290807	0.715876555354695	0.907621632715079	0.849885422359572	0.901523677317741	0.870220780172242	0.690383202754528	0.721684423260902	0.682937131896234	0.655291755049888	0.87277110296173	0.69130815154298	0.581202663669178	0.888296045535481	0.813593058827128	0.702201915649434	0.614173754074264	0.832671096949401	0.67654274521274	0.820040546881223	0.300800845570885	0.175105911872682	0.676181574850382	0.308804894162736	0.872526040884297	0.50376680669007	0.906101894187363	0.917275489917671	0.480611373123953	0.836941525297305	0.464714582365126	0.721071364776118	0.813330407750579	0.82831657719406	0.760297197882539	0.556974779211116	0.502639944840873	0.785751297122788	0.41147419563639	0.857008003575115	0.724270333685213	0.683036969316316	0.668451717993565	0.543934295565864	0.648354924643693	0.673030632348543	0.84771348016371	0.71381847828741	0.584984663426423	0.708436109733271	0.704330001944439	1	0.894170077348977	0.69612309483723	0.78847209162911	0.606789965216255	0.654807650905911	0.33678122809978	0.384339971385697	0.313517158754397	0.512203145847383	0.622434335951337	0.639225657028003	0.631015044411193	0.693465993581503	0.606867643945857	0.257533683358548	0.691569591943554	0.734287158804711	0.757193919244311	0.508063050277029	0.492460394193914	0.531793475872826	0.320801439687554	0.895886441738943	0.110141755207929	0.756107906843039	0.796991606230821	0.162898410708139	0.401989537535848	0.155748940081749	0.0870656616389917	0.171290708792801	0.160085313068928	0.200209351558921	0.123385192158986	0.483917863058381	0.191890530409358	0.363124067417198	0.141038127263992	0.103254644720683	0.205179425692684	0.134789220604338	0.264429454459646	0.134040151571078	0.182835471347792	0.542931908570812	0.0575471489223587	0.218724408544734	0.137638094753767	0.656761119842949	0.585190101327328	0.458002910980183	0.13306723519761	0.166578248203567	0.532566050002822	0.0513401459218279
MRC2	0.850642360886614	0.743684396297672	0.870673524719898	0.618503280218203	0.81124960938799	0.494827056640912	0.518180401166993	0.88161957220629	0.807067335582983	0.675938718444272	0.863104772187068	0.883375080286729	0.902415676362424	0.945739796205174	0.734793082941418	0.952747401453216	0.871100706355211	0.886629610548484	0.93400547406723	0.816788361492057	0.866731993967842	0.832059331464565	0.800277198319076	0.838764454036101	0.821847040304793	0.693399094171088	0.801603988419369	0.871471562755517	0.714654874680903	0.750198819893501	0.886212313171051	0.734170292611285	0.877634120529632	0.477369305965443	0.256115953822162	0.771644136214841	0.426740819861711	0.912662331889311	0.613224829181919	0.81049929526499	0.884204384305983	0.676934060416848	0.823226167901692	0.670360526241375	0.810872937388244	0.690149576873694	0.865065538614816	0.830080418129915	0.686073764320077	0.668955072133024	0.768397918464598	0.613532696804083	0.876748063374408	0.801736362807599	0.711399611747402	0.80406088920478	0.675416990108916	0.694907185941682	0.744146258787079	0.86468326573201	0.751239559576806	0.709033958352722	0.791632417172213	0.850715896686773	0.894170077348977	1	0.691144692490326	0.806739746197519	0.707972600914142	0.822856790228973	0.46470128985654	0.5918491964255	0.405584316125286	0.737574508679007	0.760757844359608	0.718896206714047	0.79084143416286	0.781638946327911	0.696233954744496	0.40605358210962	0.674834090284932	0.79328219437604	0.839100945115393	0.585764969934476	0.627206258279833	0.572216578249226	0.468833026690836	0.85741464910088	0.260701224083655	0.750705810736203	0.797439551606176	0.338166063887991	0.571261454836482	0.284998161326312	0.237684959812489	0.309178469849437	0.307283288725441	0.30640382906118	0.246964815347383	0.604479026483814	0.319998167730292	0.513264184375266	0.281985987100875	0.230135291831701	0.351036492985442	0.278838597500399	0.377367770524153	0.273481694733365	0.30541454973531	0.655635644066894	0.175304018495052	0.370017703849251	0.278019044027563	0.809726609880109	0.693955632181939	0.534986486049451	0.260406357094563	0.28145449267669	0.67522623046627	0.173799430406969
TYRO3	0.766831317892221	0.50907234267455	0.812118505467512	0.602221823601924	0.46028239755947	0.512141379307953	0.57414050486917	0.76397913182476	0.743165139917644	0.623279275199645	0.613280171221161	0.572825157371747	0.799834249162114	0.698826828278908	0.770302983408294	0.725799303996098	0.727809592373408	0.752717975557675	0.741645809620625	0.64922318822	0.736817488351671	0.759648465496661	0.455234837891895	0.816773408870466	0.719444594056107	0.647874211794671	0.582835414084174	0.687246717730347	0.360944125726174	0.385250599230001	0.826853185069237	0.296163974972066	0.662076859156187	0.0503708606241166	0.525248899214007	0.35391176019972	0.0192472939529783	0.700784224027603	0.279901529768102	0.557008559264726	0.687461804947811	0.714205554171934	0.788691212101899	0.62250054616016	0.773240902287962	0.687000874029833	0.586390810807048	0.382209014505646	0.382052843534471	0.731116403763932	0.462130542913617	0.133581680868135	0.784545119840435	0.340425779083701	0.559652722773681	0.701327654365695	0.746644821405548	0.69021709938506	0.624751340422325	0.59893771779423	0.52744718474911	0.661808631760589	0.594294209795965	0.485356709217254	0.69612309483723	0.691144692490326	1	0.665414785935426	0.30625462900879	0.436165714148954	0.021111741474466	0.489038594544335	-0.0102383514462501	0.412455246560718	0.388710464900392	0.411099233651391	0.385465241312437	0.391192200608799	0.316918008402116	-0.0408701965821704	0.842534192643304	0.447990651612994	0.608988642672437	0.332301977444127	0.178927647475318	0.192871967433166	-0.025354781545482	0.523225201332112	-0.232937467923525	0.502487075346611	0.505962408567033	-0.16063788742049	0.051835036225515	-0.159071718772785	-0.211107976897773	-0.159330595853962	-0.15198747796595	-0.185390448696694	-0.234449625203321	0.17139170790759	-0.0666392692169891	0.0435084870391244	-0.14587587914836	-0.236966760895416	-0.119803028084755	-0.201425849482121	-0.116272934100437	-0.195464609654856	-0.15325287355031	0.356114171533387	-0.279497854913361	-0.109057371088786	-0.196638085046673	0.387783862641776	0.320735082181561	0.140642438028479	-0.214844568249606	-0.210003124124576	0.26849587218013	-0.277067236632933
GPC1	0.708081826679159	0.779082320918527	0.801186541061813	0.508430771372804	0.674256524399	0.483239298582701	0.362843455097624	0.793835245343622	0.788210935847821	0.769507027798447	0.766186348176436	0.763053801316832	0.876087826611127	0.849302160131092	0.819947009720988	0.832958660504679	0.852426773023451	0.826281501922453	0.863229766606331	0.755513417375138	0.824007248654058	0.7835459763194	0.642123068431845	0.888685440956735	0.834276062376259	0.702942190044257	0.681631511662482	0.789513926948673	0.444267875930786	0.583599097113992	0.868785069139579	0.502160265717477	0.786472834165166	0.271495066033133	0.253353094105908	0.610796724023068	0.200582486178384	0.87512953437699	0.491082414175713	0.677599637304948	0.774900047751401	0.628273572296132	0.82205636568285	0.583472731226513	0.793772411389738	0.774883667242899	0.730986432193271	0.581187177080939	0.528604632621016	0.605598208673594	0.641412520741002	0.369756292349248	0.836830564062499	0.566529889371489	0.471958354153351	0.809476372240597	0.693236518860191	0.567050388105027	0.768382160534898	0.725526813725801	0.659293561378804	0.621824414297948	0.766462636438882	0.603289476941627	0.78847209162911	0.806739746197519	0.665414785935426	1	0.54537766501911	0.6288769673761	0.206679198695046	0.396099007194325	0.223634229366668	0.549433602716845	0.507206177855874	0.620315881125904	0.618658945871819	0.58406248709942	0.505483453109024	0.195146870927232	0.720931397510642	0.69968305834642	0.768648709495901	0.419361880167418	0.39631412047987	0.367969964141359	0.21046369598465	0.704799180558156	0.0156305166802339	0.722043771551522	0.572951170398205	0.0939937824775066	0.278706651229429	0.0431847145089242	0.0147984448746195	0.0871235184430701	0.0390075664981655	0.0695176960892731	-0.0102357739615563	0.378937770431259	0.142588260750624	0.246154935741295	0.0819168099374098	-0.0154917454093494	0.105856927510081	0.0186177833319946	0.123404351580997	0.0329943488243576	0.0551861661998102	0.48643000907812	-0.0613746043941501	0.122690036532139	0.0577240112822785	0.601176442010762	0.519712280736075	0.320010970009764	0.0186767120213866	0.0363484001712146	0.462850954930504	-0.063640216500134
ITGB1	0.457326872423439	0.78677007661143	0.587653360922259	0.528938896783283	0.934903227495008	0.358555378718459	0.271459214101497	0.665368224652733	0.571992554294521	0.616787370475589	0.875158119276919	0.869561704666984	0.611942294151674	0.774164096663752	0.448612099437041	0.644543298853139	0.760468187506272	0.649966239320452	0.674718733184854	0.826621247871378	0.580508937328882	0.431934084584503	0.908619995353438	0.569924359306607	0.518232181222811	0.409839590297402	0.703650657713722	0.557544547660267	0.618568900519889	0.970924855403841	0.54150287023905	0.931083073268114	0.699359083002552	0.893031602305534	0.250666042139029	0.962041025210585	0.833438241805767	0.767020495188891	0.928051639945579	0.706813370247987	0.698962556333049	0.417955522760283	0.528786048337904	0.410564538992204	0.508568870236278	0.614252917926061	0.857227174871687	0.88313307514563	0.881788148478363	0.460979069484575	0.8474984695443	0.854130884238072	0.612679394172344	0.791375175095312	0.316307225073631	0.58975941623469	0.435860613984884	0.467784369942863	0.398144209671238	0.737546181426189	0.542187290817766	0.553439722083934	0.762429544964369	0.814277779643935	0.606789965216255	0.707972600914142	0.30625462900879	0.54537766501911	1	0.931002868938636	0.888851982539408	0.746206862331065	0.838522784764413	0.713572927923915	0.888777133657431	0.809642798788769	0.920464332877829	0.922598759906215	0.897479694344949	0.851676394507229	0.498866821049596	0.923465361897242	0.884484714441286	0.858258400307277	0.95902955663262	0.853920884844369	0.870467517972741	0.783447560794484	0.769293169489168	0.850452234235332	0.861401261484736	0.782630187430454	0.868383374665642	0.790737956153255	0.776599199006108	0.803386965629032	0.728947367071462	0.737056921170114	0.753806825758103	0.939626688037429	0.837438140257885	0.878393388478163	0.795439461077021	0.750351656174603	0.820970665317312	0.764663967910366	0.842878777716178	0.780004877850852	0.780624404649475	0.938167128436008	0.703067255049241	0.816587373102299	0.78062246695963	0.938298710325266	0.928599461570492	0.908933417118877	0.761880394290317	0.773404116223374	0.884411740680275	0.710130686741498
LRP1	0.652131014424627	0.787141533097981	0.718619687188892	0.6634463259839	0.93899310174823	0.480590074289848	0.453664850124058	0.795761590991972	0.626982888391464	0.62004222314232	0.921184893117956	0.933276790951071	0.714158085906926	0.867321117103324	0.536997000618726	0.757827821851603	0.790103172409757	0.704571817503314	0.777012912676746	0.884802750652657	0.724236047519426	0.61582011004152	0.932052854753374	0.631103726818374	0.662424784402683	0.532245914235956	0.686074970275863	0.688541475146819	0.694027732775327	0.961481151834202	0.677337667498467	0.887492656130836	0.747275910570997	0.829229381565959	0.297960972288445	0.935337665784887	0.770749744909274	0.833097897428324	0.886468041480336	0.710217831693209	0.741847304767074	0.59316498298385	0.624950317941155	0.568695778475585	0.640571448743992	0.577985268606338	0.860860636920899	0.890572762191852	0.886314996972403	0.591372050478486	0.825688576725644	0.872308623642101	0.70365470453338	0.815800818374841	0.475881455114848	0.686992705037721	0.55205481463393	0.602804683409854	0.534270733786491	0.785894129312455	0.634125200796245	0.671471744009888	0.813656917118486	0.854026932829238	0.654807650905911	0.822856790228973	0.436165714148954	0.6288769673761	0.931002868938636	1	0.805264073256609	0.800866715986238	0.720854182637416	0.795290096014088	0.916515355869114	0.814869184712932	0.932388731756031	0.910369816548644	0.888780820788828	0.767101090378664	0.567856423624887	0.90346335146626	0.903416961491438	0.792028906026938	0.904033606840659	0.772685835690324	0.802248403769552	0.777329793300744	0.660944141325187	0.829605135643566	0.840144779223836	0.725456716284236	0.834394805540819	0.673815692822678	0.660628633151774	0.706244977199883	0.670638943615118	0.627194144640772	0.634864431088839	0.888140016861749	0.740978555794805	0.827756303647119	0.686496213441649	0.638105121812293	0.727630146995927	0.677580382740001	0.737679012311006	0.671453103003646	0.661925621915114	0.908359722444909	0.590902094382407	0.733593911541282	0.682172967397983	0.944254084738816	0.889807012466354	0.818009532371519	0.643271346244501	0.663129449387322	0.852959334570311	0.575873173918049
PLXNB2	0.178716195006287	0.498515943743917	0.255903497327391	0.333684017834214	0.768035706856195	0.141429613094747	0.0817075089645794	0.37228730805652	0.243913290331304	0.324515167482902	0.637953638962339	0.651543479441112	0.258097957759318	0.488591896891089	0.0976924349256435	0.349380075221678	0.446424178287633	0.353065884682669	0.354274046653419	0.575864214417763	0.255671593751417	0.111254993398451	0.745643904636681	0.219979828722089	0.163433974925002	0.113423820294273	0.49027918833716	0.248387758089522	0.561543689227812	0.845734934577966	0.20069646447784	0.874015865276727	0.422714913566013	0.932251160803495	0.0756500508754666	0.847819586027618	0.895915833302464	0.466365226942724	0.814177867594979	0.501191409133484	0.45828168153622	0.137985369773813	0.196673727657847	0.123290609572853	0.150782526760767	0.294624729272871	0.630855977132371	0.780255629335762	0.780064741928202	0.197623355592725	0.694954670121859	0.874322834310354	0.272115095811485	0.672309904399783	0.13923234610422	0.25235825064649	0.106614848661905	0.241525560115968	0.137734387176628	0.481804704387996	0.286735157546035	0.251916830834819	0.507475095103275	0.636483781202464	0.33678122809978	0.46470128985654	0.021111741474466	0.206679198695046	0.888851982539408	0.805264073256609	1	0.681847334285238	0.894369696147211	0.539335500786281	0.797120251737019	0.646078527830768	0.769490131743238	0.818508216133062	0.820600574849301	0.908081443727495	0.15542495769908	0.720108157523016	0.642776945251059	0.789691471918868	0.956462080633218	0.853960268000082	0.95817021765393	0.613174572410888	0.943046657417025	0.621476039359989	0.7405130304574	0.925855756380758	0.945932196273512	0.947237659495087	0.93578711649915	0.937833158688425	0.870344076240581	0.882422314141997	0.937236841481263	0.93669228787929	0.921331727584692	0.952257596222138	0.930765894024104	0.935646738004203	0.962268147154002	0.931219716315538	0.961230742220269	0.944995406656474	0.940749276220782	0.837442674594754	0.898307171239742	0.956686485819194	0.929778880751741	0.82665177828652	0.84050544306949	0.932843299857914	0.934613594151312	0.940126840664612	0.845327143721684	0.907490357035597
ITGA6	0.543293703005175	0.602125670480527	0.615904473645005	0.635296185188746	0.721097729511215	0.415050854821483	0.474400277969372	0.678467658960884	0.395879771254498	0.510409829209633	0.770655664474079	0.749521317894099	0.546846330976459	0.646801636731869	0.457701799731605	0.491011372125428	0.624794478161882	0.501424547077462	0.576062078310323	0.815346299427421	0.588662943584784	0.546522536040234	0.770537817240951	0.503410271166886	0.546920086141786	0.464690149029524	0.457705561263599	0.454642471137328	0.425007300593538	0.823470005268662	0.537224378633071	0.66100681715666	0.51360951698414	0.748891458111009	0.499378968200544	0.703116128077247	0.646148338582566	0.620304073952674	0.736650718710185	0.42905555994851	0.525425427056204	0.645771862472068	0.470024339955492	0.575324336585859	0.537869537258352	0.424963414819532	0.622890852627207	0.582263664119105	0.787012725947062	0.670850644151962	0.552360352472573	0.690282381972912	0.495471613690177	0.506338166486522	0.26592006733809	0.576850350986666	0.607691733749145	0.529998402758431	0.38493301384425	0.522767895547164	0.416585082697077	0.605009880769331	0.636331946228481	0.635965896772734	0.384339971385697	0.5918491964255	0.489038594544335	0.396099007194325	0.746206862331065	0.800866715986238	0.681847334285238	1	0.599029619951009	0.714168422555139	0.698904855794363	0.658334514625711	0.728512640859438	0.673860826039746	0.700026501035457	0.646329970844475	0.55412416559509	0.680804970979849	0.757318264151888	0.752444354956158	0.755038712572593	0.648185107704843	0.653394813706195	0.492826346451311	0.54932555705529	0.595858911332424	0.660816199424779	0.572211980316999	0.656162667858206	0.604206964721364	0.588724537492891	0.597615960923866	0.515284075643409	0.470980924988793	0.531700728244494	0.729562616502974	0.653912664440671	0.666280679586152	0.620697786634409	0.53140908886864	0.624077171229061	0.549992301944732	0.580412115601089	0.582888247114595	0.58708512171071	0.823347483796409	0.483155709287826	0.617894760218256	0.567413089478475	0.742022925218889	0.752919408841895	0.636918044391743	0.545243374035598	0.536350214050259	0.660158276272476	0.489735730775014
ADGRE5	0.154984126187323	0.469281260225425	0.211016817227553	0.325451796168789	0.720241027283236	0.162482023524099	0.0562348063017106	0.338199372878887	0.258247644010004	0.353961725369648	0.626957935052824	0.58669224826882	0.246178647637322	0.435517962740246	0.0973470806816112	0.32178132153736	0.485531973857106	0.322759681618747	0.356240007525862	0.528551619344583	0.204834604497095	0.121830144424004	0.686082200986822	0.204881964387582	0.156680616121741	0.0991692629006482	0.50476669838478	0.224400343557829	0.522133617911034	0.792143666896205	0.187333412787039	0.845360526628486	0.368215724137337	0.887309778129976	0.0302231471658838	0.806182033007912	0.799314238967381	0.431524899042349	0.734139873965058	0.490896108692429	0.417848653199652	0.107868583859377	0.182155988191867	0.0679392280707087	0.143975473106639	0.329062770108177	0.621850875064063	0.705403083974714	0.779680275000152	0.168158244132938	0.642664009186192	0.792609131373322	0.264178444385767	0.623679638844232	0.105253362701801	0.230709697389582	0.0964330605974431	0.192013726293681	0.163969298848325	0.466000344360353	0.252788404092455	0.242268791223733	0.519911311378921	0.563473226752634	0.313517158754397	0.405584316125286	-0.0102383514462501	0.223634229366668	0.838522784764413	0.720854182637416	0.894369696147211	0.599029619951009	1	0.506936809278566	0.69676378704848	0.637992319405039	0.714630542834389	0.730392016818162	0.791809334641005	0.84069337568202	0.161635114779621	0.701352853430428	0.615277041465143	0.797529584298002	0.892827054240685	0.817656927670821	0.880634906402369	0.58132533119016	0.875350895032259	0.634536393188831	0.70107779384569	0.846070211175349	0.865229040908301	0.890482497559026	0.869333710854605	0.842964812157216	0.761243900535745	0.893984507899773	0.877989721784048	0.873079526907615	0.840154573366902	0.845578640989163	0.872801838293555	0.844498515028839	0.913650198824564	0.842422722537592	0.88790911108706	0.889505159150301	0.906996141775535	0.770097839468397	0.819080760571801	0.907657458262841	0.834802646825118	0.773724396000125	0.826561099592538	0.888326253612054	0.857009386804183	0.854708202565972	0.797745804628712	0.883147802053919
ERAP1	0.624079452770647	0.717372295200167	0.674995905938675	0.514868865912387	0.769595528244737	0.340074332590501	0.555071503420797	0.715729679483207	0.499160534586815	0.517727120511493	0.76784128211085	0.806075594741421	0.65671957657453	0.744829976882892	0.580445522336293	0.656099258893353	0.653565113845708	0.579964989241609	0.688887570765904	0.742233532843109	0.751761372187561	0.709981250848203	0.847249853261614	0.582440223586751	0.694049445508609	0.65257922643877	0.410901328105149	0.626614041910143	0.521641629293072	0.766725426566309	0.62962671366506	0.643225946326897	0.621632229013802	0.62000468349671	0.356861826901593	0.71463168318719	0.589367853189988	0.683119617383573	0.702854381683954	0.464591846253984	0.532016780750379	0.590766072478882	0.55776766737964	0.686979016162665	0.6478868923949	0.406282346459681	0.623811225856413	0.658246862240936	0.758104653803451	0.615599746962542	0.502797012887121	0.65186772854515	0.589086638331769	0.641616186283169	0.402312870288997	0.729743871160642	0.660352773011817	0.524511361194436	0.475163178464235	0.614979834926059	0.619673074396738	0.68161488717825	0.675783520538829	0.763492559017032	0.512203145847383	0.737574508679007	0.412455246560718	0.549433602716845	0.713572927923915	0.795290096014088	0.539335500786281	0.714168422555139	0.506936809278566	1	0.68649134393564	0.555515254667338	0.81902862661987	0.687958233123447	0.624889995248219	0.589472225810002	0.474018809714936	0.716881934773209	0.713380903747404	0.596693383939412	0.697068493641101	0.603899883689867	0.598463613103236	0.553497453701148	0.458707921063039	0.610801389410855	0.595370097427593	0.5022384043171	0.625193642456899	0.476503754102351	0.485091486400971	0.511315743483131	0.476245195164973	0.433496954128773	0.428826918227763	0.659690630310121	0.504233689025481	0.634029249926598	0.526253577965089	0.426199091624379	0.505807185726795	0.452336531603807	0.524114395581048	0.464222655829092	0.46700417434873	0.716926914899111	0.370371918514693	0.50850601546652	0.482000026472342	0.759387419016303	0.673919476860337	0.584893065137676	0.456272921830097	0.448552613499006	0.640819718013057	0.380948801052332
ABCA1	0.590777568504552	0.747485504500567	0.663309472084486	0.577944738375016	0.871746050432134	0.415079357472956	0.414150560536523	0.720280289653924	0.599045079165167	0.516436801679851	0.833878849501335	0.865303658545132	0.656326585822799	0.808465538557381	0.464719191675281	0.724966215847845	0.728875191230256	0.681691418446375	0.703009327463954	0.802555595474299	0.639817663084046	0.497108579282539	0.869307657904333	0.543187817682134	0.569232598901571	0.432018569432646	0.674347835197571	0.645230417556391	0.666697466933064	0.894238753514269	0.60023709577169	0.87363838829506	0.739243089278637	0.768674136437865	0.187915337722949	0.909052304441799	0.756414115384264	0.765207995415188	0.849511150270027	0.712026597027148	0.724694388814175	0.486003507332919	0.563302749185512	0.512845769268997	0.571014457247422	0.554564570989825	0.850222207660589	0.902994794005933	0.82858759365004	0.512609980570098	0.81273824265828	0.880970005289688	0.663151132895404	0.815133023423633	0.530559394464389	0.627815742965742	0.46795301066251	0.599369744106546	0.470929545026731	0.756564212209266	0.581978096389261	0.637833461037554	0.776245584883778	0.834461708821413	0.622434335951337	0.760757844359608	0.388710464900392	0.507206177855874	0.888777133657431	0.916515355869114	0.797120251737019	0.698904855794363	0.69676378704848	0.68649134393564	1	0.706752834704028	0.874973344199122	0.913267962691148	0.837252491915963	0.767551698297215	0.533007060640664	0.862606531172285	0.829998458893304	0.726003135324879	0.857500659667414	0.719413872629354	0.791460647205913	0.761967704005492	0.651637195915733	0.811452315099175	0.839388140990097	0.748306540629827	0.822083758938159	0.655152028414062	0.627011659450142	0.683252066655457	0.750347208490007	0.632912601362999	0.640654145884517	0.868787734104584	0.709970901981679	0.819258443423202	0.639515510143014	0.640202537240345	0.702039266564438	0.713047235394827	0.745524199720863	0.647442640221266	0.622190412258179	0.830328336700255	0.618549307211768	0.709524179661366	0.659842636568855	0.924235909224514	0.823977817766694	0.813535026999444	0.611106087826937	0.661551943602671	0.871770375180372	0.575239382141814
TSPAN17	0.556213177826132	0.706329044297663	0.664244356102671	0.579080644795586	0.793400551709703	0.497488290562837	0.257001616966256	0.681444064890166	0.630516300526012	0.642250535252344	0.844634912482874	0.806556082064959	0.687737914413105	0.768423267454757	0.413585561597291	0.678110272938107	0.779228471888441	0.66186910418126	0.768183863260846	0.821046977299092	0.592052503673603	0.536882347822441	0.768255203898528	0.612002090346127	0.58235846619468	0.399115555815526	0.741259441790044	0.622306555868764	0.463449246406286	0.82224056623154	0.624658943683627	0.774055580332088	0.705910070473358	0.697943439131509	0.244639575082394	0.812454033217144	0.549788722572106	0.775017110108064	0.726649711541253	0.704455262619039	0.698265315611895	0.56634300236789	0.572937880324046	0.400297392673785	0.599253107457399	0.639135511614496	0.81903972377085	0.736129644805399	0.735865695641625	0.590865243673042	0.799398783388133	0.722887886956019	0.706386995345671	0.654304245433827	0.319045088697041	0.573082333549813	0.467113397715774	0.422939295245588	0.510891906536275	0.710960440620133	0.484938939460778	0.577099094922311	0.708329868428833	0.695872428820375	0.639225657028003	0.718896206714047	0.411099233651391	0.620315881125904	0.809642798788769	0.814869184712932	0.646078527830768	0.658334514625711	0.637992319405039	0.555515254667338	0.706752834704028	1	0.789827135402862	0.728870447320725	0.810759987703521	0.576517592003651	0.609053848264281	0.823102243764666	0.849952861840234	0.761853574618557	0.738999359398689	0.609311325941896	0.584917513087103	0.711143674225782	0.497919299757052	0.781651482682354	0.77168548178801	0.52672817967467	0.65524140307249	0.521699665087252	0.489653207551049	0.5073723874552	0.416585675111584	0.469402062684807	0.465866833081335	0.742209875099241	0.594627757981989	0.600551391926266	0.50047944569807	0.454740244406613	0.565784122649656	0.478509137727917	0.533318897698192	0.496802603553915	0.529240790086168	0.781584089771946	0.41144388752611	0.573781143026843	0.491489044130954	0.793121230212425	0.829224868935621	0.688391706301463	0.472478098046555	0.483599628639299	0.67403809179257	0.419210228821172
SORL1	0.604681309050585	0.845171496727946	0.70932711730654	0.560896650076535	0.925804736257082	0.394798336159504	0.444602415192735	0.764563112034059	0.625498363411665	0.633893008727912	0.881330649732304	0.936812392326174	0.714678306886829	0.854935937460631	0.558907287801146	0.747339328912594	0.788159410852582	0.704856616457032	0.757814810591173	0.850164693560676	0.740009638494123	0.60183410536904	0.934070342089333	0.621613903934196	0.682143488040944	0.595259936832104	0.637778932725213	0.702823790090502	0.611833652668941	0.93107779768466	0.645087174972498	0.857768879507938	0.774574356031878	0.817598093313404	0.281516289614014	0.925378073945062	0.720778648685346	0.808399933292612	0.84980409174591	0.655328482868675	0.703459050660635	0.556915096035378	0.613339711364001	0.599902993180095	0.666693152883521	0.557908211794716	0.823341173037149	0.886873764863864	0.846732843143047	0.5866580045794	0.772162985733232	0.814194549860221	0.705932655541272	0.817474321779962	0.425375175134442	0.729240817132789	0.562997599542373	0.53577605912518	0.460236418865291	0.772216881071696	0.620035479780556	0.678338908651072	0.820253868647244	0.901520390895331	0.631015044411193	0.79084143416286	0.385465241312437	0.618658945871819	0.920464332877829	0.932388731756031	0.769490131743238	0.728512640859438	0.714630542834389	0.81902862661987	0.874973344199122	0.789827135402862	1	0.89090500848814	0.845190918623574	0.763923132842744	0.54274011393793	0.920548908618891	0.88727566143657	0.810853411576454	0.883097551580164	0.719994269283425	0.787570067425773	0.744598296199034	0.644820590653058	0.792276583336277	0.796564006117768	0.681272589005293	0.789691973449343	0.666277688522693	0.655390426995722	0.679580670943535	0.620146212005633	0.634616984585762	0.61454972705603	0.842349129217631	0.694780703313045	0.806801748870219	0.678445600446644	0.609727229203749	0.708027760486804	0.634690681801959	0.717458276195382	0.649663328148344	0.656441729195023	0.891866332138587	0.555297733833339	0.710964838911531	0.65454748430099	0.932783960708596	0.895967063481041	0.809145096241203	0.625446678538936	0.638312264243304	0.826648389826915	0.581022978515387
