""	PTGER2	CXCR4	CD2	PTGDR	CD44	CLEC2D	GPR171	RPSA	CD69	CD3D	SELL	CD3G	TNFRSF14	PTPRC	ITGA4	CD8B	NCL	KLRD1	SLC16A7	LAG3	CD8A	CD247	ITGB1	CD96	TNFRSF1B	TIGIT	CD6	SIRPG	ADRB2	CCR2	ACTR2	S1PR4	ITGA6	NCR3	SORL1	CD46	CXCR3	CD47	TGFBR3	PTPRA	VSIR	S1PR1	TNFRSF25	NOTCH2	NCSTN	PTPRZ1	LRP10	LAMP1	EGFR	CX3CR1	RYK	CD63	JMJD6	PILRB	APP	TSPAN14	STX4	RACK1	CD74	ATP5F1B	TSPAN5	IL6R	SMAP1	CD81	PTGER4	TNFRSF1A	CANX	HLA.DPB1
EGFR	-0.76087761977399	-0.792044515381531	-0.772429089091546	-0.650435210835782	-0.743623842664939	-0.782142914231989	-0.782637127702456	-0.767165558744094	-0.789068463872056	-0.778901546398667	-0.779481329717154	-0.795552458918862	-0.720560906815083	-0.750908271020527	-0.775008683606441	-0.78024215139312	-0.621593503423642	-0.612300706437603	-0.730621185799171	-0.621527747523668	-0.752059624753955	-0.719370280841733	-0.721250650222431	-0.783603438796855	-0.662143090017446	-0.774687819281655	-0.772795501010148	-0.797994335953	-0.628528070749877	-0.758173837709368	-0.587336669086721	-0.795774422600537	-0.566108486773439	-0.56128149643394	-0.37493108199433	-0.402046358688309	-0.792138312961714	-0.619764652471887	-0.746210963207839	-0.578474736708011	-0.554511830080766	-0.721849131684734	-0.75429360451879	-0.110218865399409	-0.471108265150292	0.977510615429257	-0.321273612876566	-0.660511895329695	1	-0.344554981031224	-0.599736298262401	0.153003204591189	-0.433732350803366	-0.528574559052558	0.835167690391081	-0.681095799401324	-0.719027726345542	-0.728321905366795	-0.559307852697697	-0.349441793133707	-0.481949131570476	-0.73501809360121	-0.696966936806822	-0.350816248921695	-0.761603357532325	-0.353061154535448	0.267812196399751	-0.58168159808133
CX3CR1	0.649912408513669	0.549741737032331	0.675423015412526	0.772043604483023	0.400516190666981	0.499672886627267	0.581227287864633	0.50080299176559	0.511098422675264	0.633189152256536	0.442720427802551	0.60045161466878	0.395294003829777	0.693056085143586	0.560071283630866	0.648331263986291	0.62284931362472	0.763499572034667	0.6106224696888	0.773164331051845	0.692196715644393	0.685557201932348	0.519003459860422	0.568070166054318	0.863087600818629	0.621032837447731	0.434321153393462	0.560268857473115	0.887183747942475	0.502982494808308	0.900620104848044	0.519402603353759	0.756837414619441	0.762486443894069	0.928499675530758	0.741747228803197	0.578398874608519	0.503499685479012	0.653168929171149	0.452961053571702	0.949696555902896	0.32482004926648	0.541996328595885	0.802725025420202	0.368252826414031	-0.307347475400994	0.813065401907426	0.70204203220869	-0.344554981031224	1	0.74725320579896	0.529537164492	0.822121576483377	0.687413181449972	-0.14345435090939	0.720177172507096	0.537335219725059	0.564295991852185	0.81903053835766	0.36657644585048	0.361474305199761	0.640433093877506	0.585991050811623	0.921746739525588	0.702010987911854	0.935787439856457	0.63730273295621	0.881843620852284
RYK	0.960701459216607	0.903634923354335	0.943611990479027	0.924329659793422	0.781143273427133	0.887458939338516	0.924958935807648	0.859767927114659	0.893501297778718	0.954743507384729	0.82621504692813	0.936299350362044	0.753035758482596	0.942593340727023	0.895957079885215	0.950805139652077	0.913818604773766	0.923051222851982	0.937771145367819	0.912625497842627	0.956775039512264	0.963338476969425	0.846832441730918	0.92366484746302	0.916526194116714	0.947792660435754	0.850806918067715	0.892626507762555	0.919932499797	0.811101791235839	0.927733069786412	0.88596879825053	0.951270922857988	0.870004407235766	0.814958728574879	0.893416256101181	0.920051381780999	0.866293108105933	0.955241587671679	0.821425992924239	0.862234074669469	0.743343371113258	0.900376749777514	0.706505579732972	0.76358364902727	-0.554782141346582	0.902041511124876	0.858606304000058	-0.599736298262401	0.74725320579896	1	0.230907890171146	0.934087976450282	0.912406352936646	-0.358595072464168	0.966126930071851	0.809794801495352	0.860797464711266	0.765404740544325	0.508463697711752	0.615718570951815	0.897173209354724	0.820092060867697	0.741169699234107	0.937017179922615	0.8606211465091	0.459849784576413	0.790386093957628
CD63	0.118520208180725	0.109981185184564	0.192617756866654	0.20185502410225	0.0749842414311788	0.0614847801454351	0.104597856767196	0.150698094005781	0.0721591381900119	0.123990521679845	0.0777637235821857	0.115452419040923	0.0959745659291062	0.199659156209538	0.135600738514687	0.119819716372093	0.272604465364016	0.155695412670282	0.145297752169489	0.194242007011427	0.14401505999277	0.118146156167759	0.135731104355873	0.0969731776252129	0.387138043376102	0.0995272708141455	0.0214484526587372	0.140845543951422	0.323339470567085	0.16848746805532	0.442763480342962	0.0867172749239564	0.191345784209907	0.187410353363315	0.406148502249747	0.119681106076678	0.138649436182013	0.219811748015629	0.116704991793166	0.215436351799529	0.449331948235488	0.00910445375030045	0.0851537653086593	0.359401756723034	0.158228485923282	0.110751453789022	0.241306149302963	0.324364464968934	0.153003204591189	0.529537164492	0.230907890171146	1	0.321275747267383	0.142383651548662	0.0676900570854354	0.249890857876264	0.282690752310625	0.285872671668003	0.495311049180287	0.680155840103322	0.126938952116739	0.192695857091013	0.352449853397779	0.69154964613057	0.241448166941946	0.55133125566726	0.73733335610407	0.52244019903311
JMJD6	0.83288897182814	0.744807292829782	0.819225064182173	0.854139508541283	0.58991287363264	0.715559713853171	0.769331935781128	0.688502700663151	0.721332228599987	0.824894531898371	0.645004670999653	0.792533572893656	0.56722419720145	0.816942905723258	0.742608070916294	0.824547334370046	0.810654639492434	0.863710378837913	0.798785018919427	0.862393619123517	0.847687011003337	0.862173874235898	0.673917261435625	0.767952619554495	0.867720732206256	0.811144001384275	0.657690259060651	0.731335681191773	0.875582468396735	0.646509796338975	0.89149239425965	0.715324815090978	0.848963448264296	0.853390884853757	0.838803228389705	0.851266544469953	0.77779523796874	0.701261703640734	0.822719123909113	0.632554944564772	0.88147655468646	0.532818255194487	0.732561437925058	0.726988968741785	0.615248893433986	-0.362908618974376	0.897155565764178	0.753950504069624	-0.433732350803366	0.822121576483377	0.934087976450282	0.321275747267383	1	0.814533460951527	-0.268194316864189	0.847094527790107	0.632686866534433	0.709625811651813	0.722706941804369	0.387666973761361	0.438837246121872	0.758890280618242	0.741289385109612	0.771989623589546	0.820737367792305	0.871450247027763	0.572207846620311	0.770195149486935
PILRB	0.892656962266977	0.88049562228053	0.887401252719065	0.824083686011723	0.842074128991266	0.878124414958499	0.893144457571118	0.856379762851016	0.877295552780302	0.867782714442728	0.842493175166424	0.873241814174126	0.836775164898887	0.922707647351055	0.88806760963875	0.868318597113535	0.915069632368966	0.80705596871259	0.897396114086519	0.776319605883119	0.861324115886973	0.844393369452262	0.903003948954082	0.887260244767638	0.870319951482879	0.883227788998972	0.862711879507	0.865850578729585	0.88611004656008	0.856234745538503	0.861905142101093	0.874463523907006	0.922562932512577	0.691492269227218	0.863324705024042	0.959849566117951	0.873593282698469	0.900731499194667	0.899616046476435	0.841795670435269	0.769030922892499	0.822708206489632	0.915337429439468	0.801663197516636	0.856358554608838	-0.47052499581674	0.899440073251584	0.910589997185935	-0.528574559052558	0.687413181449972	0.912406352936646	0.142383651548662	0.814533460951527	1	-0.179884522619486	0.931364066411559	0.805704989662456	0.848545939852921	0.807045682252197	0.494541129870915	0.618403860261752	0.913264103890749	0.76614495062313	0.727281773658832	0.8967046482112	0.818245160279222	0.421072547852605	0.766210646420687
APP	-0.512449816606424	-0.560026303805359	-0.55584150189641	-0.439034930083292	-0.495784991713333	-0.531598461605203	-0.545179519604368	-0.545717268810212	-0.545881965667763	-0.562984140426552	-0.555938822293227	-0.582022981697046	-0.46313623215986	-0.493262115859762	-0.527935779931954	-0.570895327739681	-0.403682239795446	-0.383180083419911	-0.504985780345951	-0.429752136078349	-0.542392517595526	-0.495928401623138	-0.437337994309627	-0.539186052382375	-0.455929187624208	-0.539699293869543	-0.513670649484825	-0.591661276698905	-0.380974021503974	-0.538086076818753	-0.362339847409485	-0.565933310863492	-0.226326740843851	-0.405579593935055	-0.057777380260475	-0.0216038900222608	-0.571613572458858	-0.359226360565545	-0.502379323952592	-0.30858672267797	-0.387301362772823	-0.456110872615109	-0.483054064718351	0.256150343211428	-0.201311984607793	0.848944515955257	-0.010893171434818	-0.387892720105122	0.835167690391081	-0.14345435090939	-0.358595072464168	0.0676900570854354	-0.268194316864189	-0.179884522619486	1	-0.417083934620882	-0.498275489937966	-0.524671446611169	-0.341576958644793	-0.294930438124846	-0.252472051684509	-0.454011274163734	-0.538225040278969	-0.153176193520465	-0.540902285489255	-0.127184853168711	0.389506423066258	-0.417536959800917
TSPAN14	0.979447560625647	0.962276204804926	0.977613868030473	0.903807906271514	0.884415757563836	0.949728403865547	0.970477033917735	0.938748042755348	0.953276094076526	0.971934679072228	0.913240117041173	0.971350530234275	0.863197398971281	0.99009147932413	0.960712174921029	0.968765340396471	0.94372736354248	0.883569870515768	0.977081998415624	0.872061040516839	0.960294661955871	0.94595079183032	0.935831659968766	0.970262688789987	0.944303805183181	0.97079208109539	0.924444220266636	0.956710094259664	0.934815579469284	0.912437752619433	0.934365678676812	0.952077117757024	0.949112515744251	0.797754615917699	0.817834135418444	0.868048667257686	0.965734947066082	0.935861362248102	0.974202443696733	0.905233799072633	0.851023296273668	0.851546316426044	0.961398095747798	0.689900500257675	0.82797732661367	-0.648667203133838	0.841626517808109	0.938421838406293	-0.681095799401324	0.720177172507096	0.966126930071851	0.249890857876264	0.847094527790107	0.931364066411559	-0.417083934620882	1	0.912509548178589	0.941796466148534	0.841572523864454	0.623252712037356	0.693375897400345	0.969417243208134	0.873508089862405	0.76730442572926	0.981194779919359	0.852923605098905	0.404732834324462	0.839779946386348
STX4	0.886719926808336	0.949056079062912	0.904389939499286	0.724810680126937	0.947745678701303	0.942375767791872	0.924954270116096	0.969307992011139	0.944195003616698	0.886867010162115	0.955809342401705	0.915657191616391	0.936957265518782	0.931926913433177	0.952949841558427	0.881741143049636	0.905066121351404	0.673201703974128	0.915902427531035	0.668911811490098	0.838279309132195	0.795405438041922	0.958682601039479	0.923620310689583	0.846950394202642	0.885618735871407	0.940780372337733	0.949697917866177	0.795679870792835	0.961263194268529	0.795863241591024	0.95059829060045	0.794833303588134	0.559062068866084	0.663628110612795	0.688919368004985	0.932756568817023	0.943952040741828	0.869084894610633	0.947772521279213	0.697486758875502	0.92724997804116	0.938213784234205	0.495466343258071	0.846963746692768	-0.710105407195985	0.604391551654361	0.927867858381926	-0.719027726345542	0.537335219725059	0.809794801495352	0.282690752310625	0.632686866534433	0.805704989662456	-0.498275489937966	0.912509548178589	1	0.978032800686473	0.84021889783311	0.792469871454189	0.741657477167449	0.955575510751759	0.910591100018476	0.699924010009488	0.933222345092812	0.683469909384424	0.286193017546481	0.804804264384436
RACK1	0.915790856810554	0.974201551188513	0.935953135682816	0.754186852409284	0.963835153293751	0.96571662175283	0.949276353202061	0.989556952695695	0.966806326459284	0.919940404899129	0.975622922237752	0.945093205370669	0.954456443172594	0.957310341043866	0.981665302524889	0.908759267964123	0.947638557603834	0.704471798568622	0.940812519103461	0.701762770829252	0.869910827951653	0.832072194707048	0.974263705666271	0.953040358307416	0.877997587427274	0.914179043935009	0.956873324796482	0.972426954688476	0.820344367531089	0.982077911824094	0.832686754512787	0.971004684578031	0.813550338692857	0.600711892226692	0.695389941577276	0.726703131441601	0.967623130508463	0.963557812705746	0.897449195813066	0.945072399094988	0.728870290311582	0.935990755109422	0.961055570594334	0.522015122542869	0.883458213605085	-0.710367536620471	0.650193007407992	0.950773346067165	-0.728321905366795	0.564295991852185	0.860797464711266	0.285872671668003	0.709625811651813	0.848545939852921	-0.524671446611169	0.941796466148534	0.978032800686473	1	0.859870933245114	0.774896571414997	0.675345405688101	0.973719385385106	0.935731761248192	0.713482353135351	0.961351736069492	0.712056187470911	0.30265299823426	0.824764015392747
CD74	0.754535914777678	0.792281637064308	0.805806946345687	0.687336216555234	0.770423845555822	0.75834853218419	0.767778608138493	0.804617641986243	0.762434203738259	0.748178294433394	0.777026669241547	0.76761326188284	0.780047836922089	0.855287825861947	0.81927502933791	0.750803071851331	0.832083228532471	0.629726671719363	0.769421946726379	0.635858996324601	0.732376143047222	0.681178195772574	0.823349671651734	0.76103734892321	0.919046642213339	0.73731212455421	0.72880207663563	0.801440074332421	0.874816483180515	0.84177278459241	0.886962212266912	0.778675960637085	0.750581401074345	0.547123650589991	0.890742886217504	0.741290810123108	0.789450807367312	0.781903010407568	0.741432655968679	0.749454221730118	0.860748194537904	0.710920174188354	0.781103540760417	0.704308037676273	0.701205333698462	-0.528055676696179	0.687445292294443	0.932733459199677	-0.559307852697697	0.81903053835766	0.765404740544325	0.495311049180287	0.722706941804369	0.807045682252197	-0.341576958644793	0.841572523864454	0.84021889783311	0.859870933245114	1	0.689889898375691	0.4878575067824	0.873944583732732	0.83725463104089	0.920046283513837	0.868468785618926	0.838930257470857	0.490842821845243	0.977400633002872
ATP5F1B	0.541707127850949	0.635585327183736	0.598242259681976	0.408022163765858	0.68652359304781	0.622532260368061	0.601622324517926	0.703402347012816	0.626017256899584	0.549828273504276	0.669449430741605	0.584492804716786	0.697794470803791	0.620209713843539	0.65038419147319	0.535449935058265	0.709074849843874	0.331822473195197	0.592650678475382	0.349976193837161	0.497365608562119	0.444066260986106	0.684823922719911	0.599913759385183	0.592359618825053	0.542993918638591	0.626639129041997	0.655419586036347	0.494028032994479	0.71335405470666	0.565582682326019	0.63693349948699	0.466349573661437	0.250890384297576	0.430667980095079	0.356148389466538	0.625560761334358	0.731420837231549	0.5242455578044	0.747211269005775	0.459561913190207	0.662420898243106	0.622309660382332	0.319206832154632	0.681717903223488	-0.390621292210261	0.32917778143178	0.693475766485516	-0.349441793133707	0.36657644585048	0.508463697711752	0.680155840103322	0.387666973761361	0.494541129870915	-0.294930438124846	0.623252712037356	0.792469871454189	0.774896571414997	0.689889898375691	1	0.567194949261802	0.66052004745691	0.757569362878702	0.659693529631497	0.643964482140773	0.530885489092711	0.416964926892408	0.643632300121454
TSPAN5	0.709077646829142	0.695507748675337	0.701107823482673	0.654603328668555	0.662793767257306	0.703814056665005	0.724830174540261	0.694309652104367	0.707827905748951	0.693878731066568	0.670083604326947	0.697805288415553	0.645316676486312	0.699544094826171	0.675945822742181	0.693384905782373	0.679306585861955	0.636430210519288	0.726975640006435	0.623550636659105	0.687441681434622	0.672938101254509	0.700014105044299	0.717975764786061	0.600901268120162	0.715071217209641	0.713520714371567	0.704582211682303	0.595878674981913	0.659037504872074	0.569778910827105	0.704389860659877	0.687764917166645	0.536735387126691	0.454625764097413	0.583201765078743	0.68386895771522	0.710096422783709	0.710074509537415	0.731463084563108	0.481383479475929	0.679930020990203	0.724704785713398	0.415539752760644	0.568466154330368	-0.501472772715627	0.553714922265091	0.639757947548031	-0.481949131570476	0.361474305199761	0.615718570951815	0.126938952116739	0.438837246121872	0.618403860261752	-0.252472051684509	0.693375897400345	0.741657477167449	0.675345405688101	0.4878575067824	0.567194949261802	1	0.690688068113851	0.60714693351655	0.473578814891436	0.67289519622347	0.518154010089203	0.157466445284707	0.477313574788883
IL6R	0.945442133458712	0.978040440926312	0.948790629046746	0.803054784526313	0.953318934835184	0.972649548813471	0.962086093009297	0.97529041163	0.970746365751834	0.937021001609922	0.965918855714225	0.955250533661992	0.941774277111387	0.98357187203883	0.986659350486818	0.930978236592516	0.942223185097428	0.771388625858806	0.957353485349405	0.75651012964673	0.900405392351149	0.870900136603735	0.982669987649238	0.966810179958946	0.910182162075216	0.938275107103802	0.960900612515226	0.967106950456948	0.884143125707982	0.969642931853515	0.870054889198607	0.973184108171121	0.88281001553759	0.656689363401406	0.788850288318522	0.828380471461153	0.968926429093648	0.956574625896147	0.930911381075176	0.934254998963633	0.778120752836164	0.927127858359929	0.975758097932147	0.629818271582167	0.874213164610242	-0.696516136586599	0.743582321409462	0.970725441781846	-0.73501809360121	0.640433093877506	0.897173209354724	0.192695857091013	0.758890280618242	0.913264103890749	-0.454011274163734	0.969417243208134	0.955575510751759	0.973719385385106	0.873944583732732	0.66052004745691	0.690688068113851	1	0.909667564974	0.733818626017034	0.971944406219387	0.765415141324772	0.314164230388515	0.837084193968338
SMAP1	0.851295372500384	0.901344309558631	0.872862776503605	0.703649830866353	0.869502656078735	0.883487240282426	0.868375243723929	0.912113869597006	0.884884831095531	0.861318091485814	0.896477077349845	0.880839808443815	0.858049635154494	0.891537593238137	0.913977979857587	0.850123641426681	0.878555617661695	0.66123218823232	0.8596582552613	0.665018238986546	0.813514333939176	0.780924541953645	0.88209348307959	0.875531049890934	0.851292615719271	0.84255099356457	0.862542992929466	0.898433278356168	0.788815661561888	0.902965203477595	0.807438999327619	0.890264317946813	0.752053383730354	0.584784952068215	0.682712580171192	0.666191212448608	0.902581584247165	0.865365956044314	0.830799254965983	0.848460794009164	0.737221045983624	0.82903385201235	0.870233056408211	0.509777552249225	0.770648062020736	-0.653086888652968	0.592433068840074	0.908593794552148	-0.696966936806822	0.585991050811623	0.820092060867697	0.352449853397779	0.741289385109612	0.76614495062313	-0.538225040278969	0.873508089862405	0.910591100018476	0.935731761248192	0.83725463104089	0.757569362878702	0.60714693351655	0.909667564974	1	0.747270226415727	0.905014181462244	0.682508323743977	0.317903426278076	0.81597614494566
CD81	0.669059491827035	0.637454935090981	0.717898118463037	0.70891750280618	0.557126961862578	0.593199222044864	0.642243727407015	0.632920994811134	0.602172232481407	0.657212597188646	0.5757256806539	0.648541116057319	0.565927496927113	0.748454931583325	0.660911404849249	0.660513164945741	0.734077282525402	0.669632173817513	0.665127131997033	0.681736507492087	0.678037556916823	0.64978105410554	0.6518156100386	0.632723901108094	0.88128491525087	0.643578590009114	0.544736834355877	0.652910501510684	0.857773539382776	0.650066536582036	0.896984575732655	0.612652443149277	0.752483022124703	0.6314757881251	0.913443953357086	0.725577153295675	0.655949386521076	0.650210018668668	0.663551818295972	0.619327347755328	0.897847777942774	0.490078140330179	0.632691340761149	0.795422806450653	0.537703271103238	-0.32129399946632	0.751131374957509	0.820376965813106	-0.350816248921695	0.921746739525588	0.741169699234107	0.69154964613057	0.771989623589546	0.727281773658832	-0.153176193520465	0.76730442572926	0.699924010009488	0.713482353135351	0.920046283513837	0.659693529631497	0.473578814891436	0.733818626017034	0.747270226415727	1	0.763147311842012	0.921622249775679	0.688884498757347	0.935272226323284
PTGER4	0.973460052505962	0.976132395818233	0.990069126513282	0.89203924136521	0.904627803830244	0.957165335562608	0.979454061404917	0.957206439008293	0.963821772509923	0.974161700971093	0.935624155369624	0.982025370603681	0.885089201845262	0.994139083364265	0.970976751285164	0.975500725618883	0.95100845283257	0.853117405528673	0.97114882946961	0.853701488204338	0.959435125268766	0.92832029260064	0.942391570069458	0.97273804074389	0.955503210493352	0.970543732266206	0.931613896407184	0.981648750932386	0.926982944966551	0.942889735086917	0.921912321887162	0.968815577690159	0.897645377711483	0.772935698496195	0.783327854712868	0.810671656139832	0.97890508645648	0.921796767622588	0.964426338607428	0.878355763183995	0.856308549763075	0.866190043979062	0.965660912086404	0.600717367733835	0.798903185088085	-0.733831711943733	0.774737405455042	0.943619428336602	-0.761603357532325	0.702010987911854	0.937017179922615	0.241448166941946	0.820737367792305	0.8967046482112	-0.540902285489255	0.981194779919359	0.933222345092812	0.961351736069492	0.868468785618926	0.643964482140773	0.67289519622347	0.971944406219387	0.905014181462244	0.763147311842012	1	0.80609016468994	0.313095327706874	0.874688563928069
TNFRSF1A	0.7768960928768	0.694371320770591	0.790892900756615	0.847307753831048	0.572110803811419	0.657507437550152	0.725314824026679	0.657639865031142	0.665468548632579	0.75534490010997	0.601324484539458	0.730531055034964	0.563972304455608	0.81072908050159	0.701864046204472	0.764678544323176	0.76738586448797	0.838369892971704	0.769628432565	0.835547854994162	0.798100797561878	0.791050803277125	0.678867176129816	0.714593808694596	0.916225181830811	0.754388837394774	0.605521683816576	0.695222454665642	0.932690990985948	0.650417862979993	0.956809604089223	0.670469770611714	0.864633766821085	0.800482516922672	0.933239435702336	0.83123315011267	0.714849499070775	0.707667749567046	0.786605945806797	0.658983504247979	0.939192134892368	0.510218819597158	0.699212587714681	0.847216861715365	0.592571220364104	-0.323274357390982	0.897926276050144	0.814436108353524	-0.353061154535448	0.935787439856457	0.8606211465091	0.55133125566726	0.871450247027763	0.818245160279222	-0.127184853168711	0.852923605098905	0.683469909384424	0.712056187470911	0.838930257470857	0.530885489092711	0.518154010089203	0.765415141324772	0.682508323743977	0.921622249775679	0.80609016468994	1	0.719559779587328	0.872135652863906
CANX	0.271334223993872	0.207538386050205	0.270382526799982	0.328283738534444	0.144209287242651	0.181434706446293	0.210420480297091	0.211205635452321	0.179147447784181	0.244831928388516	0.148031940631866	0.216929457623335	0.155288873492583	0.316231464594435	0.241657551284017	0.237905210476284	0.355967917256761	0.346411346310042	0.295089137515263	0.33686880994676	0.265899766933212	0.284804901505722	0.244622418479905	0.214263371309177	0.452423940506733	0.231878749012218	0.138907644641584	0.187839339563416	0.461841856693268	0.195950050587894	0.54605820662305	0.174600516194646	0.454453316282794	0.337566024542888	0.642443724712811	0.497453076795225	0.231941411891885	0.357070497198867	0.26664750370623	0.36123801333437	0.523276011424348	0.0954491351497301	0.213412528686935	0.700440637468772	0.361892930928033	0.298608439793028	0.591229841565417	0.414945041374591	0.267812196399751	0.63730273295621	0.459849784576413	0.73733335610407	0.572207846620311	0.421072547852605	0.389506423066258	0.404732834324462	0.286193017546481	0.30265299823426	0.490842821845243	0.416964926892408	0.157466445284707	0.314164230388515	0.317903426278076	0.688884498757347	0.313095327706874	0.719559779587328	1	0.484119236017654
HLA-DPB1	0.769750672533795	0.772314319046323	0.824168730984569	0.759240862782029	0.699397332101091	0.726650152107317	0.764857587103804	0.766168838865155	0.737315266856525	0.770780959632114	0.728149424299837	0.777118930529739	0.697638303988664	0.850299968449674	0.786622085086421	0.780221373500762	0.809644385044733	0.704642246967743	0.767209359469961	0.723281650593137	0.776637896689617	0.730066828699397	0.763604366057544	0.75128408887904	0.94900965874022	0.753580812817804	0.684051998450016	0.792953473219306	0.909926303242423	0.789529314249249	0.924293576018191	0.755464463742078	0.760900078379683	0.65636937240142	0.883477778794805	0.714387483440145	0.779868327200132	0.723623534921056	0.76056850015996	0.683613557705682	0.930381050261354	0.628538731583037	0.749730787496465	0.674006024666286	0.599258081267989	-0.558066336265427	0.708138271944585	0.887485615865874	-0.58168159808133	0.881843620852284	0.790386093957628	0.52244019903311	0.770195149486935	0.766210646420687	-0.417536959800917	0.839779946386348	0.804804264384436	0.824764015392747	0.977400633002872	0.643632300121454	0.477313574788883	0.837084193968338	0.81597614494566	0.935272226323284	0.874688563928069	0.872135652863906	0.484119236017654	1
