""	TREM2	ITGB2	CD4	CD93	PLAUR	LRP1	HLA.DPB1	C3AR1	CD68	ITGB1	SORL1	CD33	PTPRC	CD44	C5AR1	PTGER4	ITGA4	C1QBP	CD81	ABCA1	CD74	ITGAM	APLP2	NRP1	TLR4	FPR1	TLR1	CD47	LAIR1	HAVCR2	ITGA6	ADORA3	SDC2	MRC2	TNFRSF1A	SCARB1	PLXDC2	TSPAN15	SDC3	TNFRSF1B	AXL	CCR1	CD163	ENG	TNFRSF12A	TMIGD3	C5AR2	TNFRSF14	TNFRSF21	ITGAX	TLR2	CD63	STAB1	CD46	CD9	VSIR	UNC5B	LILRB2	RXRA	KCNQ3	LILRB1	RHBDF2	ADCY7	CANX	GPNMB	TFRC	TLR7	ASGR1	ITGB5	MERTK	SIGIRR	CD180	LPP	CADM1	PECAM1	SIRPA	SLC1A5	TREM1	ST14	THBD	ACKR3	TSPAN14	PTPRJ	PILRA	ADGRE2	ITGAV	FPR3	JAML	ALOX5	ITGA5	IL6R	TRPM2	AMFR	FZD1	CD69	CXADR	RACK1	SORT1	CXCR4	KCNN4	SMAP1	PLXNB2	IGF2R	MCFD2	ANTXR1	RYK	GPR84	TRADD	CD82	NCSTN	NOTCH2	ATP5F1B	SIGLEC10	NRP2	JMJD6	LAMP1	ADGRE5	IL2RG	PTPRA	ERAP1	LRP10	RPSA	CLEC2D
MRC2	0.771305214939815	0.801823261167224	0.862564545298251	0.834901942391227	0.800491082008609	0.736844387788685	0.56821505380647	0.683928362751363	0.687629282346676	0.856504118593585	0.830443956548801	0.758651013078349	0.814846300617808	0.769590030052836	0.595710674369251	0.753382269571711	0.844089767709533	0.773964610138291	0.823168822439212	0.338951355039864	0.661986329607047	0.819621967039945	0.83057323758743	0.762761458811903	0.707144963801095	0.708070896004944	0.76074595592871	0.836591445232081	0.808484734119727	0.781368636575193	0.854593679125612	0.773296049074126	0.423907180640907	1	0.805184329920576	0.720992582566775	0.863285556811426	0.8167512987042	0.562919372719342	0.761381631231529	0.672151878410274	0.796497071226306	0.784639151930696	0.83982128702808	0.735181816051929	0.644222106059171	0.469451871174348	0.668587934341037	0.489657776969823	0.526382768765069	0.813788784358603	0.772069415533442	0.73564696757796	0.76038283516858	0.657504020051398	0.660531018189898	0.850237515213117	0.757234510098866	0.697337905511096	0.811026271691232	0.820073489888701	0.817694646643468	0.825517527101207	0.85128660117075	0.212033444763989	0.662448025769746	0.745873936282538	0.659401855980919	0.678217747181135	0.681006963995675	0.790222393360407	0.62853894437884	0.825658403416561	0.78978400967709	0.800313963422298	0.871005621860333	0.722193775481862	0.562109264835992	0.830537644205973	0.771048854159907	0.493432321632952	0.759766216105567	0.7691694927851	0.492837704044245	0.834877407755976	0.847490002813126	0.754289805535008	0.458332605574699	0.807141173576367	0.668422724449648	0.749809993814716	0.821680463879422	0.67746125298111	0.774179233265104	0.743733853833893	0.616734191064007	0.816061446733936	0.825786282962775	0.483491751360875	0.652467757445284	0.740352018666115	0.819788727621542	0.481905556415401	0.798074766281545	0.776745678286034	0.67110057368749	0.770822578909763	0.77996786661157	0.630705337957365	0.784623539318323	0.649220439288035	0.768010538490871	0.610292917348485	0.56274546903244	0.754349895430859	0.715612166164254	0.733219297324677	0.719814282515992	0.833804607895117	0.815199110835931	0.80548580614381	0.808164882274141	0.783135624836959
TNFRSF1A	0.937375540713254	0.910291692655881	0.872136520822043	0.789688139816121	0.911179957437452	0.774652889614345	0.812372514513664	0.908331091617911	0.886180303349818	0.928597239175587	0.935342648966034	0.910672543883862	0.941434296080106	0.785742482217549	0.785070035002356	0.855579082930947	0.84817861465015	0.805398112162431	0.842992033849344	0.354706939789698	0.884171414330385	0.786781674059716	0.918750865792262	0.769289587314299	0.816290653290413	0.890385600291985	0.912548718876137	0.914925101626891	0.960886187918328	0.953798289185988	0.860775782766607	0.956087600189565	0.560001834883601	0.805184329920576	1	0.739327663710332	0.929566066288485	0.893516285312385	0.562258047308844	0.913120914580873	0.88349750570442	0.872752652860691	0.880539058620079	0.869089487097198	0.704379595966537	0.796777715367637	0.413490004213228	0.799218241225603	0.41743750687157	0.567303988420068	0.893626841331849	0.894891138584498	0.674646192226116	0.924703620217565	0.800024743943757	0.869555959188475	0.901122166234721	0.884969868330621	0.634688184344023	0.795711765504383	0.942727715000967	0.95944476526037	0.902426976120669	0.92087539387633	0.248089507681842	0.785648718341978	0.85882097794714	0.572074454428929	0.649852202686432	0.744207610805937	0.873319727141787	0.630154017665374	0.866798528026346	0.861512727853547	0.891896021115454	0.898534582157013	0.829397265037146	0.524196261429718	0.841033158933692	0.792666605000686	0.354503337342076	0.818688788847079	0.756612668353687	0.783655490606544	0.907066744789466	0.929367893409801	0.739371814855698	0.55200699959947	0.868436262697268	0.580057632144401	0.777513800267208	0.88680332645862	0.707843498598428	0.809481358494323	0.863673090408379	0.811209007769397	0.909375863377251	0.853742250150068	0.653482519531752	0.649707027327052	0.832058250410936	0.757434795249734	0.497616568644352	0.877569138804966	0.7401663653195	0.708146264669545	0.890882193337263	0.923497526253463	0.671224355527098	0.857151141034022	0.724623895200902	0.842187553571998	0.86261734315943	0.600138809163409	0.830007217762529	0.891597210608786	0.784761373909623	0.77554668651383	0.905839454502267	0.800964593072241	0.937839491899723	0.85087389941829	0.754345146833623
SCARB1	0.672471407490901	0.663483800094834	0.813095273866889	0.718970256452178	0.780496162542161	0.777281427434446	0.524231484654918	0.59740041367721	0.778581312098659	0.790580983669362	0.712574062001869	0.630094950544011	0.664258796946901	0.772863498060199	0.700867825221583	0.730316334418135	0.643796027484017	0.596422981132325	0.829294302177639	0.581426923128618	0.58557727661013	0.730177312583165	0.825675781640076	0.752672432198872	0.824823633182633	0.570527381036618	0.657413392629609	0.728525626563938	0.748795020370984	0.689442178296999	0.79686869672698	0.684308589581113	0.634944561170154	0.720992582566775	0.739327663710332	1	0.755173047082082	0.758274705479526	0.72204538379459	0.714143670911325	0.598580440416291	0.772878533648828	0.785281239670091	0.763076473392934	0.544676610718617	0.679248368804979	0.570402447478837	0.73795556156598	0.605702012084757	0.60893271815591	0.724637176311989	0.734730187340396	0.739152020386796	0.734473370149804	0.633453253634756	0.534329915343634	0.725724648161896	0.683851780617907	0.697848677879208	0.712253299913876	0.7189518711898	0.719459302382933	0.746539082302416	0.776100525812772	0.402236502740445	0.691941022688589	0.730829011996787	0.509649932248924	0.796809084339533	0.807839192993092	0.710549152857902	0.523209033922118	0.767250221647708	0.779399905517984	0.793723006220697	0.809950189850181	0.549520498726313	0.573179486256499	0.783848977290899	0.733462895929766	0.618449526871758	0.806284740742353	0.764003912910703	0.532010871693501	0.723038263235825	0.790887242062922	0.7679368415644	0.382757740934179	0.642938373505707	0.668464201902891	0.740256427564851	0.687384859417633	0.753561245227617	0.731726086762289	0.653902627664339	0.590076732303063	0.709154227900406	0.69904987648156	0.462323636095301	0.449631757206158	0.694975748330294	0.74559121384543	0.613073817223763	0.738608977218041	0.580166626236801	0.743875227394298	0.660799791265048	0.699044160567838	0.714527937971957	0.721883801032301	0.687105673393312	0.594364993279695	0.562712964755065	0.686105932923497	0.700232392212478	0.748553361529768	0.741840630122962	0.640951428717112	0.751304241972783	0.766021579793154	0.76878699223523	0.66725114718562	0.757772995909252
PLXDC2	0.888506085090127	0.863992005154397	0.872094950479487	0.833561711489703	0.858493821101798	0.765490311892006	0.81934616213655	0.842243410182921	0.798744717048793	0.910491094696477	0.944039196295917	0.872044264270412	0.931144047738977	0.802499994298722	0.762666164786223	0.891199570759511	0.87209642188481	0.781203566312153	0.832204035123717	0.290569335165275	0.875061093011441	0.802290817803077	0.871331765750769	0.725595352690257	0.833460784554209	0.837110376106801	0.894488647195196	0.884307246919723	0.931157731771668	0.900911595121142	0.899828681763259	0.909487213986532	0.491336320424757	0.863285556811426	0.929566066288485	0.755173047082082	1	0.873480151098526	0.556469987962892	0.892447994823706	0.886214020375445	0.824770074199139	0.848651750447608	0.845543082321065	0.676609996429284	0.691897332441577	0.470383906467631	0.764288616407437	0.481955230450186	0.5456826379505	0.922495973739203	0.807617656056248	0.692123663529004	0.875171006454117	0.732697577741343	0.858423241989365	0.928075474573077	0.896737941297173	0.63472730213455	0.88948105069375	0.931296966734526	0.935115414072347	0.913879195151584	0.884725259525394	0.148621111676072	0.788631602521626	0.898660036866242	0.583745634614033	0.645403004204905	0.753621179779309	0.882773495807883	0.582416755778858	0.905516983158444	0.87302463949234	0.904445232473532	0.915719436058859	0.793071673581594	0.46578563580293	0.836383806278384	0.772669925791615	0.456884789143842	0.840372723973151	0.76630459211006	0.698615471162946	0.93041969903529	0.936376044664919	0.759639893631325	0.576671701261168	0.910348880918017	0.563087628667504	0.759308734002158	0.90977850341956	0.701654886010914	0.85419338637383	0.877026446667161	0.700265187973547	0.900208500992223	0.85886817632778	0.678819962728139	0.613999152776816	0.811888922471478	0.807499155714834	0.445130550751969	0.838522772271824	0.818396783418642	0.735353084000527	0.867001151426928	0.875082453666148	0.596996477656598	0.820920913169072	0.739296406912631	0.800015863814651	0.819780019687706	0.560073667980795	0.829510571959657	0.795456101628555	0.769005191120216	0.771407139999539	0.904206201900692	0.840231921285925	0.915270196343567	0.833644031889305	0.799107530793397
TSPAN15	0.90041450447193	0.896632090687011	0.900994176008999	0.87273328934194	0.901501089741993	0.74502300030354	0.662034013133761	0.825102416085921	0.834358406886309	0.90024846780401	0.86220849440285	0.879713578831706	0.863576633489143	0.744819807956794	0.615897417186636	0.777451349842631	0.873458970826041	0.853861091662326	0.883144635024827	0.331378027256787	0.762469827484016	0.833520766081675	0.917367522759845	0.821306919582626	0.737564591601602	0.834429174557304	0.840403205593998	0.908113806570272	0.913633815766047	0.853709069458586	0.879495375938715	0.910830848792025	0.504052413884153	0.8167512987042	0.893516285312385	0.758274705479526	0.873480151098526	1	0.586878113647087	0.792901083516026	0.755174843231754	0.850689700627774	0.858406475209761	0.918802570836392	0.780892325808662	0.825698930163769	0.362654076571262	0.703970393252567	0.453269701257852	0.500486404089019	0.841377664603656	0.897784207741296	0.773842846141285	0.826567053739314	0.721911472100283	0.756747513852709	0.888417394741941	0.833764140269484	0.69628508508119	0.756055299583022	0.900368829592835	0.891367303628709	0.88375195317806	0.916805535046087	0.226788943710363	0.690362419998303	0.798855974905112	0.686440001056626	0.716762506333004	0.736207242910966	0.825173902695714	0.606085745974636	0.838425552401533	0.788934134345237	0.833089026337557	0.902079876271139	0.795135360403176	0.600597877604462	0.892456996290623	0.808368627210102	0.406732440525271	0.769424377513724	0.797942405224929	0.603828518734949	0.840810995036613	0.89368568705039	0.802819827164269	0.438328710823517	0.857814086721414	0.68315264496616	0.756004235811793	0.861349811704596	0.675355010938615	0.757080727374191	0.774289121241673	0.767559957076313	0.87253217883049	0.757325039095613	0.46968375319515	0.750795581069118	0.781086265890404	0.775128688022238	0.505258509650366	0.866749912143496	0.74361615315333	0.685352658547373	0.859635413964085	0.871350118369612	0.655334394672703	0.871064502938787	0.639734579726493	0.855074438248957	0.743719077138548	0.539594815988803	0.76432267799171	0.861858621700307	0.783865906515092	0.695078238605958	0.836840403219443	0.811496384576843	0.869854392759982	0.86351377106847	0.711566820804636
SDC3	0.479490237645399	0.390815322617231	0.72112169960761	0.60076021511685	0.599887646354396	0.844076058516707	0.318021116029106	0.373821934354715	0.633035921225182	0.615900877789628	0.534159474229934	0.377728189472492	0.375451330832624	0.514215567676627	0.684675650862855	0.588048251113009	0.344473370252253	0.245235377061191	0.798244815956682	0.640707976880396	0.372611299178055	0.574225784259724	0.679217978211241	0.717641849363901	0.746339229066983	0.302159181788114	0.395167903856605	0.453174124002118	0.569201944105982	0.462362103698483	0.647934586162859	0.512045208044007	0.652686107037393	0.562919372719342	0.562258047308844	0.72204538379459	0.556469987962892	0.586878113647087	1	0.549762436984963	0.37758452928478	0.574324153929113	0.797592758291416	0.671889750698314	0.314102548197322	0.670884731729787	0.616453582712281	0.533759885341662	0.668694092043718	0.643602843081972	0.563943914246156	0.498201515795412	0.837349710990717	0.541293757926071	0.451738756677143	0.239262292488547	0.539643523150436	0.474767679338551	0.589975279925208	0.514753166734763	0.552165858125959	0.53497031885255	0.633004157408037	0.538656097383168	0.333728737958617	0.729242630325267	0.637088888511646	0.203962898750445	0.849156619884639	0.907959881596536	0.428550689499659	0.16595419668246	0.642016678427298	0.564297353032271	0.728672279510315	0.675750898406253	0.253798169170543	0.449140095560068	0.595627013720122	0.652739260635162	0.674618351237277	0.764325893389011	0.768327438458403	0.442070336974097	0.623936978059386	0.661481352563683	0.835277502687774	0.0207868957119687	0.37628941596413	0.51778276014646	0.494561963005044	0.549104818835245	0.675677390698914	0.605299308594703	0.442641329283247	0.52665224647886	0.371432742322802	0.494654232272844	0.207370711384563	0.209190865965767	0.372074370291097	0.664723962224879	0.691811890204354	0.495068798779313	0.253844037494895	0.634466741612748	0.495230636305585	0.448473491497056	0.587871697785493	0.592467679726903	0.516437933392709	0.253233688478732	0.427625006673359	0.613670232797068	0.441536178024358	0.636998802410881	0.578504772100903	0.433497288350363	0.566670746038607	0.645198425126072	0.598987934371721	0.308497741538048	0.6353293377291
TNFRSF1B	0.878398172048668	0.855783093209017	0.822728215135824	0.703758951582863	0.886885353205369	0.790558319486358	0.772347501444092	0.842404512346855	0.849725037252598	0.911980171589776	0.919328486964408	0.842732349045769	0.886334078840886	0.787561747676649	0.858351658818516	0.839417016907739	0.735264215523562	0.670001519204113	0.802344548087586	0.452041904719393	0.831214022995149	0.760771434790816	0.869234908809304	0.72692084918422	0.820868239319163	0.804287763608177	0.842323375402069	0.824036973013854	0.871061512017801	0.913525226742033	0.784291087814461	0.867794760147627	0.589382472321979	0.761381631231529	0.913120914580873	0.714143670911325	0.892447994823706	0.792901083516026	0.549762436984963	1	0.850980998838672	0.849783713378977	0.832563858234968	0.818093104305366	0.67050024669752	0.743604526768014	0.503092687355878	0.819972434109532	0.428372352927767	0.692370781137398	0.858202196042118	0.813808932915651	0.61097048951974	0.879264311060501	0.830496876592295	0.793259834743535	0.850207850934699	0.828964143382277	0.652729138421035	0.837458796723418	0.879763341678642	0.904961800632941	0.845074179045073	0.854416110481184	0.364284568694441	0.802545530352406	0.844104973936195	0.448075089372303	0.624184833095507	0.725770561836706	0.859214952308281	0.570309858917875	0.871945113856489	0.8422572298581	0.873342000514658	0.84595765099128	0.741002542616757	0.5695594003521	0.733814770952541	0.729232316174583	0.403756719551406	0.847763901037987	0.743699677526721	0.838731752846815	0.905429097475011	0.875130627049124	0.652448915349987	0.542043048875556	0.808894283504977	0.533069249216239	0.732864005862754	0.829925334311068	0.775276883464809	0.844345757140338	0.845366548564868	0.849462897059098	0.835729392961	0.853394166752187	0.668423253181083	0.562948461192571	0.821138757359417	0.740614490045447	0.5319980580419	0.822243542627119	0.667719526006963	0.734429247028851	0.86266196780234	0.870425419604903	0.673811028266212	0.799083084515945	0.728989794067801	0.720324991777073	0.829265474609845	0.666884006431231	0.830450740208306	0.866106963413862	0.762681422511985	0.814745159544388	0.888486189374453	0.746155761070043	0.90286511351704	0.746294343454936	0.809658695417114
AXL	0.886963635055885	0.789062989035037	0.667596517291962	0.608317409772704	0.750046466576774	0.588123439594248	0.949922928838756	0.902461112238401	0.75944697545665	0.794435053158502	0.8837010713728	0.838256545746998	0.906842266761799	0.598848913153597	0.745178101257996	0.830677171808995	0.741293570695936	0.674011252218289	0.641825772821213	0.0982225901277366	0.968427537710029	0.563914026422628	0.7382281534468	0.509431707349506	0.73320668332371	0.87242288522752	0.894229255026484	0.806227773510716	0.887751860297432	0.895119071220553	0.742862469009066	0.896262126876236	0.422202830197386	0.672151878410274	0.88349750570442	0.598580440416291	0.886214020375445	0.755174843231754	0.37758452928478	0.850980998838672	1	0.696022638681692	0.742527414303046	0.677627598113588	0.513017388321794	0.62764308329187	0.279773193267026	0.694079981263798	0.304367142827976	0.464000510036612	0.857785085427746	0.721540153265934	0.446362627421658	0.82123390377609	0.714279178662464	0.939873716462481	0.80950361381407	0.843589347750127	0.358761965358315	0.736915892926081	0.878503452873453	0.900909153257169	0.79810063306465	0.741498888162221	0.0294350922934054	0.728385516828068	0.830542174609335	0.382924827123091	0.420438797789218	0.59358034486573	0.766063326021348	0.423736325564797	0.772526788205307	0.765365262554556	0.80673532132414	0.737072493765027	0.759981727344517	0.2577066790642	0.662307502330144	0.595094242944758	0.199149875990233	0.696907566474638	0.546344920962094	0.81606662506686	0.826299286159405	0.829621639139292	0.550166366593409	0.5932086260267	0.807223462447402	0.283302661969027	0.567251140967958	0.798420794254725	0.544405224039058	0.71590992079394	0.852847021555126	0.694208654137632	0.80154325031569	0.766152269619037	0.79278289856721	0.46857089245332	0.711340741751962	0.570562296451502	0.280535851955274	0.705107209471696	0.662235260656977	0.593867602519771	0.820019338064488	0.836325841134413	0.432064599638012	0.700575344836725	0.620423556442304	0.724097161938509	0.930172986421075	0.400384960548306	0.737044970127811	0.753218025889134	0.586873015337761	0.650027536079896	0.778950616090074	0.679033091378287	0.850155814339461	0.702278470785506	0.624974525684543
CCR1	0.840133504467211	0.876764210733405	0.895245824728747	0.784507975308598	0.909628646554165	0.773755292598311	0.593544135319204	0.785410968914886	0.850903297416318	0.906442080343168	0.840444816279661	0.824305846810261	0.834978636525138	0.815166612893781	0.706386105778828	0.747657105699483	0.789568535476742	0.78760348547784	0.858391221847035	0.528109274970568	0.694409880259904	0.853397582644571	0.926699498705145	0.821478234341911	0.760307763671846	0.780136074690919	0.804412689637673	0.886403031168517	0.854643632043381	0.8621361627504	0.795053768283222	0.835600437448889	0.575800492587207	0.796497071226306	0.872752652860691	0.772878533648828	0.824770074199139	0.850689700627774	0.574324153929113	0.849783713378977	0.696022638681692	1	0.836306663291745	0.879510229688624	0.775287953146629	0.786640859537008	0.522083066513213	0.785439190358698	0.459838588737133	0.649600629816508	0.801863680354524	0.892474533925843	0.72071449219317	0.842975351218279	0.768644840595662	0.675607772890208	0.842186165496153	0.787889911834536	0.773471583614389	0.766990256275791	0.837939620735361	0.854464866687152	0.814312003991523	0.923630800550521	0.445274552528051	0.688773426035758	0.774902479165752	0.625478298305093	0.727591428587432	0.71459960214481	0.848209870563401	0.720676505174465	0.837287203613016	0.812418415950328	0.815174527225009	0.870540807779616	0.766512611814025	0.68127555558111	0.842380794611814	0.827143213743741	0.447598066383116	0.804225070406471	0.781637695826186	0.64844443238606	0.812822377173341	0.858853260559767	0.717366514501903	0.488072892189999	0.784015257889337	0.708186118804329	0.836160501696454	0.810549531210248	0.782524076762581	0.779831402154334	0.742782608678347	0.809879708946114	0.845710507954063	0.825758588381718	0.487795868917469	0.697363147301166	0.843961539973789	0.778940707883829	0.595652416052111	0.893517222372022	0.693586381372407	0.710184700059224	0.827574357256363	0.85907047992572	0.791691807373175	0.858518344966526	0.697044909631299	0.806443914157454	0.688301578770433	0.711184296648164	0.799605718582317	0.867692509754876	0.823227745581596	0.772037860977723	0.863898032778414	0.775197166183283	0.863506680857723	0.827520303147624	0.775868425278309
CD163	0.86606617635709	0.790941411421213	0.909420619768403	0.808746324589533	0.872162519203462	0.906248736976748	0.654912970664386	0.784558430432449	0.854952859747357	0.899650429071513	0.86436356960198	0.776336555788924	0.776533762147274	0.688474197364077	0.783018180704378	0.770720946258809	0.714373847439154	0.632771559360227	0.944696242974169	0.497456061527114	0.744206762177683	0.797442914106559	0.927259014237383	0.869107265448154	0.837490269883709	0.74733832493582	0.788010015324943	0.800802215060447	0.883638275331208	0.831292705180753	0.84976744417402	0.86914308408946	0.651769885618367	0.784639151930696	0.880539058620079	0.785281239670091	0.848651750447608	0.858406475209761	0.797592758291416	0.832563858234968	0.742527414303046	0.836306663291745	1	0.906178843087372	0.634575582767347	0.84524005832857	0.5246805401465	0.719268423506067	0.537195118843214	0.694897219149629	0.864815037683597	0.833594553627479	0.858241781484901	0.843429175732986	0.754318471685168	0.659025345088585	0.846114817439512	0.795751618727651	0.698037042659524	0.75319505919586	0.863661410480993	0.873230563751542	0.865605149912837	0.841165667432177	0.301484654011131	0.809558556191711	0.837361993360947	0.462661100892442	0.827823210941453	0.887285924198216	0.732357828419912	0.441717022724164	0.881099297068822	0.796710743681346	0.918107954341936	0.891656190295277	0.665716472687566	0.588034295046105	0.815932588134098	0.829986176848848	0.519277351297809	0.890215588319398	0.861176895993265	0.70537924793058	0.872904052139043	0.900677594288438	0.877151135060613	0.348494634569311	0.750121820505714	0.590977118282497	0.707591026512037	0.843689420935534	0.76191180094686	0.788003188350588	0.71603812034287	0.808025080608439	0.72191347517282	0.756514660624312	0.478210839982488	0.569262974758725	0.67850715400385	0.810085774119726	0.661498822202464	0.789369217781442	0.578718146757249	0.740487150238408	0.806828106379074	0.778724658969221	0.708231164949968	0.851578499920084	0.663377075099015	0.664520204107336	0.760221213147474	0.631131447140249	0.703921007061794	0.891903060857536	0.744024525816948	0.675570034602052	0.832557795091193	0.816186953470667	0.881524802805019	0.665255759518586	0.778694902789848
ENG	0.876022451204071	0.891162950051995	0.945736033871511	0.910058585464327	0.928010518744765	0.833647542313221	0.55358842074084	0.771950891957066	0.813235985376552	0.927545615391835	0.865051232858273	0.8468222933017	0.824328713936908	0.766169385216433	0.642522340252039	0.720651930654158	0.842226412129551	0.804837751448131	0.940922100284567	0.448992784020941	0.67270473085381	0.905262304642082	0.944543784315653	0.908044385676611	0.733301811586866	0.781933307688152	0.785383026060118	0.880340181971499	0.872562310040913	0.830364710203925	0.853010279418962	0.864834034814067	0.549207204338549	0.83982128702808	0.869089487097198	0.763076473392934	0.845543082321065	0.918802570836392	0.671889750698314	0.818093104305366	0.677627598113588	0.879510229688624	0.906178843087372	1	0.818285046131167	0.85411230261844	0.448375927997643	0.69180702165865	0.500013906530858	0.622788897338374	0.842201713232207	0.89621180567307	0.86063856014808	0.811217540114062	0.748218132276749	0.657006952940291	0.895269302016672	0.798506859003544	0.796128084351305	0.769739452150749	0.861477045041237	0.87155570616263	0.869239052502137	0.925511362949199	0.308000417906808	0.690758434805197	0.775844908193836	0.665125261117265	0.784911275671145	0.779867147560893	0.809308988530123	0.615247364085879	0.868928356816981	0.760359598479282	0.840466838514932	0.922783104309407	0.769493148799451	0.718239539539373	0.885457897711516	0.858429819443426	0.481213514921191	0.83948713974066	0.880325193013926	0.576828144568826	0.870070915932367	0.884897962160638	0.834183071345866	0.375182294365711	0.83231079014056	0.735138994151147	0.792078281874609	0.860328547984137	0.745475695658981	0.806527356670293	0.723358220672108	0.815474763736558	0.821711070355933	0.787248026568778	0.3845081204436	0.779364125536313	0.758486469416855	0.858783268345437	0.596733118042245	0.871462712989603	0.71290917419697	0.713624593298583	0.856440420332978	0.826798418505891	0.738344158288544	0.895520328372666	0.618605092625733	0.811133278591007	0.670640204475447	0.612541701105089	0.762455126740829	0.878149601580581	0.807552869495343	0.737103202366884	0.869731335579085	0.809130368314411	0.868729679347701	0.817796115941609	0.762706286993117
TNFRSF12A	0.761945656727633	0.868901115440143	0.766806752082846	0.753473376219847	0.825271608873414	0.55913504660708	0.371202339353613	0.667105712298923	0.667763052436009	0.814615713653958	0.715056010665921	0.77615673782553	0.743714244784956	0.698340680500532	0.373749236744443	0.499016340475488	0.816243726719973	0.846070428922182	0.725299817963291	0.331879372394675	0.505157916096499	0.803022703700551	0.795729041239363	0.756082243662069	0.46988661419449	0.715419818640635	0.667467934296369	0.816185727252844	0.689655144542136	0.735044705429067	0.677605193131842	0.708831612639215	0.393897515837397	0.735181816051929	0.704379595966537	0.544676610718617	0.676609996429284	0.780892325808662	0.314102548197322	0.67050024669752	0.513017388321794	0.775287953146629	0.634575582767347	0.818285046131167	1	0.696946119756921	0.254639207983045	0.574490395753236	0.290533776311268	0.501564561128356	0.66066942600135	0.855371255983953	0.585212304298279	0.661493893097662	0.717172166110206	0.566672140393709	0.745074629246077	0.658685011937741	0.705315375620305	0.633066439576267	0.68538839011757	0.705075872576771	0.670183071919611	0.842027194968449	0.376300364128308	0.390934735539592	0.545829126184748	0.757731637600475	0.537889135120915	0.451771582265895	0.762044012364953	0.749576148281421	0.693311941866439	0.621516038709362	0.583711786028691	0.760429089851924	0.767770116345696	0.755775619031619	0.740410461536823	0.667068675527519	0.235942167032216	0.584729335140398	0.698468795272855	0.399148557319639	0.692434858356526	0.673975588710505	0.543254985921306	0.418291380992237	0.762120124057518	0.701811003452555	0.736520963170085	0.710198956024794	0.590000682425307	0.610730917067034	0.592522576240027	0.713075745229657	0.791557110895073	0.676750594953215	0.272007279664414	0.865223579589896	0.752260466851476	0.711458384387214	0.433737381385249	0.811558696683104	0.678202837753985	0.52959581885914	0.734914729292772	0.753427470233159	0.676459089375105	0.739036654989941	0.475567543658626	0.846942739331829	0.481710870467057	0.513638628591879	0.697322141999762	0.737391386848025	0.734805409080639	0.676319345258947	0.726681071573791	0.599270568650105	0.702915446142077	0.841036120969394	0.633872312199196
TMIGD3	0.819820377067923	0.77559893520493	0.817680881495666	0.708878490544604	0.86844505289226	0.792400682317511	0.505783823775978	0.700668721236761	0.871545925936094	0.830477461369181	0.75926387700311	0.746644299450167	0.684655043939224	0.606078553513901	0.654911126139478	0.611850596904161	0.637138314364087	0.619764732512759	0.855330774895909	0.526046613015881	0.613884505904444	0.750828658129949	0.874450742910604	0.832757415578445	0.692474747850951	0.68132000221879	0.689002126365194	0.742673911310385	0.784755079098398	0.77040810947065	0.719738815198583	0.803827825088569	0.642787011608273	0.644222106059171	0.796777715367637	0.679248368804979	0.691897332441577	0.825698930163769	0.670884731729787	0.743604526768014	0.62764308329187	0.786640859537008	0.84524005832857	0.85411230261844	0.696946119756921	1	0.368531926954158	0.671396153330079	0.454326580873815	0.679265434245206	0.674120160104832	0.848723115690991	0.747577057391241	0.731574648679542	0.754118806731337	0.557045534152736	0.718989360680005	0.673318717011592	0.676364018511771	0.579373604646956	0.748291634471822	0.787222462632519	0.749852147520622	0.796616048368561	0.429589317914397	0.688434392830989	0.688722701418759	0.478501734461055	0.745664389147243	0.746502525328737	0.684391332223449	0.484039726024082	0.74658578801411	0.637877170784572	0.781982822074217	0.785818633041801	0.618690050609016	0.6880591019317	0.712874247732177	0.721093745748111	0.365103604539481	0.75014373690944	0.801712754774756	0.674017739823932	0.735049135904792	0.762368224328498	0.716948835786558	0.24617480088244	0.652110913535737	0.618755549843964	0.658935872598338	0.708867070293418	0.677196560271599	0.643447496397559	0.584624955528234	0.878639242931903	0.68618314049476	0.63400941466385	0.292966101767442	0.618960621911714	0.67738253982092	0.691741867380511	0.614281463677846	0.768341869754057	0.447554115044517	0.663585639741125	0.727284061562802	0.774365623155186	0.70567675008308	0.801068694186708	0.539596112424537	0.64452510929073	0.663356814583882	0.607465553211845	0.629947334871854	0.904105908650075	0.719748024566122	0.6130117689591	0.72387381289964	0.659835246261986	0.785066784722011	0.643728988871984	0.648874651608482
