""	IFITM1	ITGA4	CD3G	CD3D	KLRD1	CD44	CD47	PTGER4	CD2	CXCR4	TRADD	IL2RG	PTPRC	IL2RA	ITGB1	CD46	KLRB1	SORL1	ALOX5	TSPAN14	TNFRSF1B	HAVCR2	ITGB2	ITGA6	HLA.DPB1	VSIR	SMAP1	LPP	CD69	RHBDF2	CANX	C1QBP	CD74	APLP2	PTPRA
TRADD	0.437076496445527	0.946635969636144	0.0797157242469942	0.903192326199493	0.642220638921239	0.571680403067306	0.817639181127903	0.352930882747427	0.55932504823967	0.364910476791092	1	0.857780823729373	0.547318225393054	0.0801473911095256	0.532468041297724	-0.0168462323290472	0.455221380601233	0.015082244514494	0.113808678805216	0.231052632110955	0.430874443596192	-0.0257561448259563	0.403771441980768	0.868567759473334	0.0253832366940797	0.0734773163696085	-0.239566677183065	-0.0489347659738502	0.271972877257332	0.0282833687965717	0.49924835037122	0.814497275507361	0.0278796419517505	0.0448014271170972	0.155369679145888
IL2RG	0.311515902977802	0.8455079583628	-0.0048052869946666	0.817991826661284	0.627307877541714	0.483398084697072	0.76111913901459	0.367115021357572	0.436236184613652	0.211836804007359	0.857780823729373	1	0.539458158011346	-0.0235137091109555	0.274812074632633	-0.182579745269628	0.309639418145093	-0.134642310381635	-0.111729243016698	0.0986384969826316	0.278985744248198	-0.0975571188956992	0.113449263521032	0.86950560841497	-0.270889889265672	-0.0686722258911586	-0.427168470053812	-0.20220640775451	0.23662274138854	-0.0559056218606776	0.271266513959186	0.597827707415459	-0.200236973211487	-0.0608767239811617	0.214019228727459
PTPRC	0.754093134954168	0.539030569049421	0.526571334655747	0.575481191025273	0.71968364718604	0.812522039011192	0.755813425405992	0.831947956517867	0.760291093040941	0.864269406684481	0.547318225393054	0.539458158011346	1	0.530926042419669	0.727792748796721	0.419461255363127	0.62972604293866	0.629697840050464	0.666036958960388	0.773734492193781	0.697871434096924	0.455584692080758	0.534467622517251	0.634981009176163	0.280068346887694	0.619764149541077	0.241035195284081	0.618022448524771	0.698655770562091	0.686535393843168	0.638318427286062	0.590725487135345	0.54814474731723	0.657421026281769	0.818170444194412
IL2RA	0.749901376015206	0.003857392903677	0.99095123438189	0.0464851595312247	0.559539325803695	0.544438703353935	0.508973219689618	0.708584381180149	0.827571523089162	0.780498129968134	0.0801473911095256	-0.0235137091109555	0.530926042419669	1	0.711273698802044	0.265031470533535	0.908455405012082	0.674168572902559	0.649507296290923	0.77513871438166	0.530430016081102	0.25403107971002	0.471582524427043	0.017543680442404	0.550907561412321	0.827411343865056	0.645692770913847	0.575905139172377	0.910512206140662	0.650445923516061	0.195167768647243	0.242150767701334	0.553431397272832	0.736499094710965	0.612990613389965
ITGB1	0.804004744502077	0.495215764982468	0.714775399661673	0.485545544527106	0.627655858240087	0.672430221083658	0.725141745756817	0.580086639923915	0.863856291227065	0.875681676486385	0.532468041297724	0.274812074632633	0.727792748796721	0.711273698802044	1	0.460977474628073	0.788272182924555	0.70002632749245	0.702001459224915	0.814888572302675	0.712983487694834	0.342063687390762	0.841403991733671	0.508417118803923	0.699910207299916	0.736367170426048	0.555624122125482	0.582495373087803	0.697400750602075	0.619157860978002	0.700533148224097	0.783054161543919	0.707117047552563	0.720223726072602	0.516383180882614
CD46	0.220010728665827	-0.0454869729631647	0.233915218900622	-0.0609932005504057	-0.0183353607745033	0.229273532485198	0.164214927673163	0.399189719297345	0.194773607690158	0.592449222597576	-0.0168462323290472	-0.182579745269628	0.419461255363127	0.265031470533535	0.460977474628073	1	0.208790441404753	0.718635520828226	0.586471040250642	0.604182735514297	0.582712678691326	0.861168968168947	0.348857097419905	-0.0108848614181706	0.266152875897078	0.474089984819905	0.465512060015531	0.828881535775132	0.335311438552025	0.669838124080825	0.456938918559516	0.102914932875625	0.741727657246826	0.627449398170157	0.526386921813594
KLRB1	0.771779981914048	0.338040898754299	0.894044002678177	0.355104863563963	0.725924657458231	0.645097260350592	0.771397620690482	0.757714695363606	0.911550568605614	0.783865683988972	0.455221380601233	0.309639418145093	0.62972604293866	0.908455405012082	0.788272182924555	0.208790441404753	1	0.576039250184744	0.575823969073718	0.759910089704678	0.623096218796929	0.233196631311299	0.511780120917361	0.29106077645028	0.448468103630673	0.759867678192016	0.432964034934333	0.453020281515221	0.918755606751619	0.574405539314102	0.305943744418024	0.484769287976664	0.470418931250188	0.618407550173902	0.581277198980442
SORL1	0.446201283594232	-0.0967392107775237	0.649587152930641	-0.114727220209334	0.148941226636658	0.359347070814596	0.316052370999055	0.540179468811506	0.500233486449824	0.819302609416077	0.015082244514494	-0.134642310381635	0.629697840050464	0.674168572902559	0.70002632749245	0.718635520828226	0.576039250184744	1	0.839659591484353	0.921114363633212	0.806915879596532	0.786000139639766	0.613875714072871	0.0136801765766321	0.595505880076296	0.89543775267299	0.67229235840366	0.895775489585362	0.701298476453097	0.957722842492678	0.54178366333748	0.230077015746922	0.954719449948083	0.800304324314799	0.645457601430887
ALOX5	0.650998441256961	0.0895123775192463	0.620034145243273	0.112895054833417	0.333341236445586	0.590957988687802	0.293325306042362	0.584558346418141	0.596141039763921	0.832957580781535	0.113808678805216	-0.111729243016698	0.666036958960388	0.649507296290923	0.702001459224915	0.586471040250642	0.575823969073718	0.839659591484353	1	0.780883452848812	0.732242423786578	0.572286567323739	0.708368348502518	0.124775526348535	0.71118325840501	0.785295736460948	0.757960958297236	0.814147868763972	0.598353999520702	0.770795811234125	0.61143711383574	0.325749411649549	0.848359809660351	0.692567290639817	0.591659304160215
TSPAN14	0.618858993414978	0.119433531283909	0.766526166637125	0.121042973323295	0.448093144522759	0.526728758876352	0.590288493812821	0.7261389933321	0.707845098499157	0.907811408597958	0.231052632110955	0.0986384969826316	0.773734492193781	0.77513871438166	0.814888572302675	0.604182735514297	0.759910089704678	0.921114363633212	0.780883452848812	1	0.798432197736916	0.687393582725973	0.579169487639326	0.179965629883777	0.535834024479394	0.932105656220108	0.539779744322944	0.845249815709408	0.851975497099751	0.938285243501559	0.500411404687308	0.390288998519935	0.852832034123996	0.872454498494241	0.779717467034902
TNFRSF1B	0.49346989693989	0.321156795975935	0.53034069718816	0.278839913709259	0.349537233809894	0.547866001587306	0.526675443494165	0.521261165262817	0.600862311229035	0.797227942423996	0.430874443596192	0.278985744248198	0.697871434096924	0.530430016081102	0.712983487694834	0.582712678691326	0.623096218796929	0.806915879596532	0.732242423786578	0.798432197736916	1	0.670253881968991	0.564701441824751	0.397637857123116	0.356302902425962	0.675591024801623	0.37747330969421	0.715368278778001	0.611700091408935	0.746019249807511	0.670135780036097	0.456311866505965	0.737053965984768	0.530902939661731	0.487279506638301
HAVCR2	0.0428730333856399	-0.155770566497599	0.214543971153998	-0.192067535807585	-0.0974096161809612	0.0915777145488937	0.171619499149528	0.433202044100646	0.107062317970469	0.538143132403077	-0.0257561448259563	-0.0975571188956992	0.455584692080758	0.25403107971002	0.342063687390762	0.861168968168947	0.233196631311299	0.786000139639766	0.572286567323739	0.687393582725973	0.670253881968991	1	0.224946645318341	-0.0951576297859086	0.179169472327157	0.604742953754092	0.338486892607414	0.812635758482951	0.428999654879942	0.819748252638752	0.352849651276552	-0.0149511250597869	0.783595918650084	0.56782780502267	0.582816577567559
ITGB2	0.592479463064359	0.380070276728331	0.455922008040438	0.349938914568247	0.331353681200102	0.448287650190032	0.422401045968436	0.244135702237051	0.597117737556455	0.632023042503625	0.403771441980768	0.113449263521032	0.534467622517251	0.471582524427043	0.841403991733671	0.348857097419905	0.511780120917361	0.613875714072871	0.708368348502518	0.579169487639326	0.564701441824751	0.224946645318341	1	0.433314144560786	0.85521184232164	0.589592351410683	0.668524077961814	0.39446528329383	0.387105296199662	0.473478489177181	0.802540750434011	0.744785729844569	0.704169468163798	0.457103248168419	0.205796054620657
ITGA6	0.517154507233144	0.940652617498379	0.0434083629275196	0.921931803083203	0.661092035754528	0.646003827071877	0.721957687424627	0.314396151337136	0.541891225551054	0.39315823644681	0.868567759473334	0.86950560841497	0.634981009176163	0.017543680442404	0.508417118803923	-0.0108848614181706	0.29106077645028	0.0136801765766321	0.124775526348535	0.179965629883777	0.397637857123116	-0.0951576297859086	0.433314144560786	1	0.0160799267606177	-0.0244127047886612	-0.191761999968589	-0.0408419528411171	0.162606026222264	-0.00419452214892666	0.604427095406421	0.820832174210804	-0.000499187825325258	0.0683985454957684	0.178745992452546
HLA-DPB1	0.49704555871893	0.00700215988229379	0.534900760394123	0.000793468145083823	0.145813921875965	0.248658015104058	0.135328011310574	0.15811130406976	0.470809448713452	0.523532199461259	0.0253832366940797	-0.270889889265672	0.280068346887694	0.550907561412321	0.699910207299916	0.266152875897078	0.448468103630673	0.595505880076296	0.71118325840501	0.535834024479394	0.356302902425962	0.179169472327157	0.85521184232164	0.0160799267606177	1	0.67654197744015	0.839393275603043	0.406461489016032	0.368989873841066	0.45054697683204	0.495361155672659	0.454510992355989	0.719931156680774	0.505393953746431	0.170781830122275
VSIR	0.556418409921359	-0.0676278292579388	0.798917916666037	-0.0593688062286958	0.325747195757117	0.406826085503869	0.434714528789573	0.650541618747315	0.639858640441443	0.810684257574713	0.0734773163696085	-0.0686722258911586	0.619764149541077	0.827411343865056	0.736367170426048	0.474089984819905	0.759867678192016	0.89543775267299	0.785295736460948	0.932105656220108	0.675591024801623	0.604742953754092	0.589592351410683	-0.0244127047886612	0.67654197744015	1	0.657031950335075	0.753962248737141	0.845913009557823	0.892013251150259	0.385661583391458	0.281887650272421	0.85479763061892	0.793905683104047	0.695916474233909
SMAP1	0.453996752260101	-0.243681862161662	0.629608101986399	-0.228905628237976	0.0572187035364687	0.202187654605416	0.012571404985863	0.26449979798009	0.42263187111923	0.530706722303039	-0.239566677183065	-0.427168470053812	0.241035195284081	0.645692770913847	0.555624122125482	0.465512060015531	0.432964034934333	0.67229235840366	0.757960958297236	0.539779744322944	0.37747330969421	0.338486892607414	0.668524077961814	-0.191761999968589	0.839393275603043	0.657031950335075	1	0.557430689040199	0.447367478821178	0.535581437952079	0.305808708554679	0.102186615572337	0.713363262385007	0.596788810050011	0.288572487081885
LPP	0.458408242852566	-0.0960488089894017	0.556036170264296	-0.0830550473865058	0.169789064218041	0.442909373510347	0.239733935164568	0.61509939572807	0.438295088469187	0.816370037412465	-0.0489347659738502	-0.20220640775451	0.618022448524771	0.575905139172377	0.582495373087803	0.828881535775132	0.453020281515221	0.895775489585362	0.814147868763972	0.845249815709408	0.715368278778001	0.812635758482951	0.39446528329383	-0.0408419528411171	0.406461489016032	0.753962248737141	0.557430689040199	1	0.61800868952328	0.887511333191527	0.422189409648117	0.0874696979239973	0.852208084409685	0.842614910154535	0.741411774026582
CD69	0.681979380196976	0.145784541020794	0.889900322587607	0.164611114450343	0.602877731510672	0.578266700352088	0.694354481025151	0.858327424890682	0.821970397104181	0.816812109045823	0.271972877257332	0.23662274138854	0.698655770562091	0.910512206140662	0.697400750602075	0.335311438552025	0.918755606751619	0.701298476453097	0.598353999520702	0.851975497099751	0.611700091408935	0.428999654879942	0.387105296199662	0.162606026222264	0.368989873841066	0.845913009557823	0.447367478821178	0.61800868952328	1	0.755061714326828	0.186446216734465	0.277113141292068	0.566025603766801	0.781455639845716	0.787193541306143
RHBDF2	0.397993428526092	-0.105184128360369	0.622482404362747	-0.113504119761978	0.197636514006727	0.336563250386599	0.380492847009977	0.637552231104673	0.473881670440063	0.790840392979916	0.0282833687965717	-0.0559056218606776	0.686535393843168	0.650445923516061	0.619157860978002	0.669838124080825	0.574405539314102	0.957722842492678	0.770795811234125	0.938285243501559	0.746019249807511	0.819748252638752	0.473478489177181	-0.00419452214892666	0.45054697683204	0.892013251150259	0.535581437952079	0.887511333191527	0.755061714326828	1	0.429558499055851	0.159099431033214	0.890210037393457	0.822261472945333	0.758303643159356
CANX	0.505331598567405	0.510234062394042	0.18510447389808	0.500056502638596	0.34620826422878	0.534851219680717	0.413354769151698	0.24654449051568	0.440151678544721	0.615046190772574	0.49924835037122	0.271266513959186	0.638318427286062	0.195167768647243	0.700533148224097	0.456938918559516	0.305943744418024	0.54178366333748	0.61143711383574	0.500411404687308	0.670135780036097	0.352849651276552	0.802540750434011	0.604427095406421	0.495361155672659	0.385661583391458	0.305808708554679	0.422189409648117	0.186446216734465	0.429558499055851	1	0.765986474155142	0.594426929283674	0.277231682969923	0.237931196374786
C1QBP	0.617547415401317	0.82759197105779	0.25115240896458	0.805656350835598	0.638072817228413	0.591682392681487	0.725203627735967	0.288083274476874	0.649000268988883	0.528720885319856	0.814497275507361	0.597827707415459	0.590725487135345	0.242150767701334	0.783054161543919	0.102914932875625	0.484769287976664	0.230077015746922	0.325749411649549	0.390288998519935	0.456311866505965	-0.0149511250597869	0.744785729844569	0.820832174210804	0.454510992355989	0.281887650272421	0.102186615572337	0.0874696979239973	0.277113141292068	0.159099431033214	0.765986474155142	1	0.301253477856869	0.228069806210284	0.161684311178799
CD74	0.379089290702284	-0.0739917365479506	0.522022086530944	-0.108405141291469	0.054587860209656	0.275703497090797	0.238223218698101	0.415269964691174	0.412122760261292	0.7494938063698	0.0278796419517505	-0.200236973211487	0.54814474731723	0.553431397272832	0.707117047552563	0.741727657246826	0.470418931250188	0.954719449948083	0.848359809660351	0.852832034123996	0.737053965984768	0.783595918650084	0.704169468163798	-0.000499187825325258	0.719931156680774	0.85479763061892	0.713363262385007	0.852208084409685	0.566025603766801	0.890210037393457	0.594426929283674	0.301253477856869	1	0.746916500400967	0.535389838918296
APLP2	0.624825417269783	0.0250600171481574	0.732032524616182	0.041601878393737	0.398516137732807	0.495750948393108	0.473143374783521	0.706089325821863	0.645340493590353	0.840668952021742	0.0448014271170972	-0.0608767239811617	0.657421026281769	0.736499094710965	0.720223726072602	0.627449398170157	0.618407550173902	0.800304324314799	0.692567290639817	0.872454498494241	0.530902939661731	0.56782780502267	0.457103248168419	0.0683985454957684	0.505393953746431	0.793905683104047	0.596788810050011	0.842614910154535	0.781455639845716	0.822261472945333	0.277231682969923	0.228069806210284	0.746916500400967	1	0.807425266123167
PTPRA	0.616841403020349	0.12874939319601	0.59064108384916	0.196332049520499	0.548433873498066	0.638575646900755	0.55914744979924	0.925352482412634	0.603891638597238	0.796574523098327	0.155369679145888	0.214019228727459	0.818170444194412	0.612990613389965	0.516383180882614	0.526386921813594	0.581277198980442	0.645457601430887	0.591659304160215	0.779717467034902	0.487279506638301	0.582816577567559	0.205796054620657	0.178745992452546	0.170781830122275	0.695916474233909	0.288572487081885	0.741411774026582	0.787193541306143	0.758303643159356	0.237931196374786	0.161684311178799	0.535389838918296	0.807425266123167	1
