""	CD74	VSIR	TLR2	TLR1	ITGB1	SIGLEC10	TNFRSF1B	LRP10	ABCA1	PLXNB2	ACTR2	SORL1	KCNQ1	NOTCH4	HAVCR2	SELL	CD9	SIRPA	TFRC	CXCR4	NRP1	TLR4	HLA.DPB1	KCNQ3	NOTCH2	FPR1	APLP2	PLAUR	ADRB2	LAMP1	TNFRSF14	C5AR1	ADORA3	ADCY7	TREM2	NCSTN	ENG	LRP1	STAB1	SORT1	RHBDF2	AXL	GPNMB	PLXNA1	SDC3	P2RY12	LILRB3	ITGB5	RPSA	NCL	MERTK	TLR7	PLXND1	NRP2	TMED5	INSR	CD33	BMPR2	PTPRA	FGFR1	TSPAN14	MCFD2	CD46	CD93	UNC5B	MILR1	PECAM1	FLOT1	IL6R	CD40	TNFRSF13C	ITGAV	PTPRG	STX3	RXRA	CD47	CADM1	NOTCH1	TNFRSF1A	TRADD	PLD1	STX4	SCARB1	LILRB1	ATP5F1B	CD82	PTPRZ1	JMJD6	SMAP1	PILRA	CCR1	CANX	CD4	PTGER4	PTPRC	CD81	CD69	C1QBP
ACTR2	0.925057339020802	0.820684120993209	0.81476351846876	0.791056415020465	0.961642100706259	0.906610947066203	0.94489471714714	0.866049668307724	0.903404524231502	0.83238151759857	1	0.918146607776261	0.749632096818683	0.837583690410773	0.927387052510803	0.597783298163051	0.702656468311132	0.886466559964275	0.764385161716708	0.775136671047443	0.753361037379932	0.771265106119449	0.825485191215877	0.770186776707047	0.830500803132294	0.898027225447322	0.957192721781226	0.645625121745888	0.751312321023727	0.912733659615874	0.878647279043151	0.789661229974341	0.894779616137548	0.741180235626028	0.839040162624571	0.911440113286213	0.904396191093977	0.937565702349982	0.763014381131132	0.955477422467365	0.864557090345753	0.934356164306495	0.746981535971483	0.833393875012395	0.632796675970992	0.756375437724338	0.681539544442574	0.86242467787688	0.933561379978035	0.92989058524463	0.764894165469522	0.823839322923489	0.788890031018663	0.615775942064655	0.945532629119228	0.645191286324259	0.853675619333034	0.892754131851248	0.875757748153889	0.583101707006048	0.935187813451788	0.916885789822022	0.903047027693781	0.552924985669771	0.773204956278479	0.855591227434125	0.916956643938541	0.936527507190958	0.907384036592043	0.805931204528613	0.596443057005555	0.83401142761305	0.550289661014316	0.773439039201544	0.778004742009779	0.867635799748446	0.711424549795451	0.569419467969818	0.871026103968084	0.899929845594769	0.792738108305137	0.834238765875137	0.834331434618698	0.917633554496291	0.911038434673836	0.890702211691995	0.176352189977225	0.742988346281041	0.913293520606329	0.923740978819638	0.86225807546069	0.959360533117444	0.934129940608894	0.737284384599531	0.934279928937277	0.932880089438016	0.688167039103499	0.921723364257952
SORL1	0.915601837592026	0.930189276650261	0.88452734166809	0.841705429155405	0.900399385841045	0.948036280836547	0.953935003272616	0.773948058456455	0.91294144858968	0.880528728367646	0.918146607776261	1	0.819857594379609	0.777231025241553	0.892122086732367	0.672557387472401	0.503697076264808	0.774889402392644	0.65842366753456	0.755156876552538	0.795344013488592	0.747063187302478	0.827423406438401	0.846829879241404	0.768560817968067	0.841157803785289	0.888424396742667	0.505382845655175	0.719413551352061	0.893179099351355	0.851933352648013	0.670518425522789	0.954098709804376	0.818854278414385	0.714711572062355	0.860559654984885	0.789075904821788	0.909335438129281	0.826531181583884	0.914246079402139	0.902118888345152	0.916185325669105	0.596496387151493	0.784878693702694	0.683682213311504	0.88503565051288	0.700400467875567	0.788391385966714	0.86003522324983	0.829225986844945	0.827984327441953	0.872715125788752	0.860989016435951	0.607373590050256	0.834806046639657	0.557263961499752	0.906590482001899	0.799178894527917	0.801703225072629	0.483710347663952	0.919982998230335	0.841055213491174	0.890181858075803	0.662102036958557	0.839367517994135	0.828139524902882	0.923028325053366	0.923382902857376	0.839809456611024	0.677643867863721	0.724195890529981	0.840648926382164	0.438382730636826	0.819802297842497	0.815265788606278	0.71706233176429	0.519404996850245	0.459323139784804	0.900255613905713	0.797467538716465	0.631765615580499	0.735620347949163	0.800948930781095	0.842255547448232	0.80994110501873	0.817992602187064	0.0257159605587423	0.647476900610579	0.816965317387364	0.889309189761182	0.873111210155165	0.858565151800134	0.93528326096966	0.593867622923741	0.92105442886043	0.854124200732526	0.58963981475769	0.846252844917222
KCNQ1	0.845878458341737	0.885680024117517	0.811364238899445	0.640459188362763	0.750172690102925	0.796372479779684	0.793809493708844	0.605462956875169	0.799949738717095	0.743113109819894	0.749632096818683	0.819857594379609	1	0.637000776706125	0.75670347471161	0.588000872680122	0.277839474941556	0.591048189011549	0.546485260628615	0.776254693681242	0.629702633127486	0.649230570736334	0.802121648747413	0.658302864934709	0.570019283371804	0.73509840091814	0.680419161401299	0.478790983055317	0.765880009849757	0.698024463558224	0.714367513289878	0.618895981215922	0.790767317665706	0.676541985722954	0.514383221763298	0.694773566915123	0.616894916480441	0.763472941063205	0.742890955062694	0.702222780068491	0.752904368948872	0.784241647511106	0.336659695212974	0.599305540378868	0.563234748065845	0.776868109305972	0.636053597274218	0.575397058770753	0.744422253227319	0.710566221443959	0.767495484533551	0.795315972520887	0.815338240998459	0.629831914711961	0.655580984624912	0.430922995098785	0.798994147923479	0.593452823526251	0.60688482195941	0.352504363357538	0.79907622442901	0.649769643535522	0.688627588498468	0.663488814288322	0.609998458959736	0.691368777155839	0.769959327553237	0.810945079603092	0.644339813671297	0.618591833070324	0.770544986343789	0.628626423284306	0.210874760127133	0.684679015059716	0.67451178372716	0.505663359731302	0.309511311945407	0.336515380584479	0.769134651434441	0.649132519945553	0.471914361887691	0.666026113314316	0.619262380240235	0.67801337139951	0.614885207903797	0.640939751244246	-0.110339869180385	0.616709830073549	0.649482622301969	0.749351717865291	0.767581646568077	0.637575618817967	0.800180128872864	0.580259556095785	0.750533589786162	0.679791362429959	0.64522346272835	0.723648354818743
NOTCH4	0.785497359749188	0.690507473445092	0.783890860942277	0.677597423618012	0.824047029430019	0.756906062019977	0.800593878816763	0.680885076161561	0.8178166390834	0.735219166486234	0.837583690410773	0.777231025241553	0.637000776706125	1	0.760742181156591	0.37600095464185	0.553486643643051	0.731278913234276	0.7596911827679	0.767484345743391	0.577236957089032	0.727542974881766	0.684979564308943	0.681757928158697	0.763604260005815	0.760203376713417	0.818334227312664	0.570585513217505	0.758720188795697	0.732868808909339	0.719122744692593	0.732757596420389	0.76599828432572	0.678975563234241	0.638841520407159	0.825408181213027	0.784599718262099	0.802036068050778	0.578052109110777	0.813660217685918	0.725975551115505	0.754610492919465	0.581895441381881	0.749988901234024	0.60996949511945	0.585982436851985	0.54668158536824	0.682928890476758	0.752469633721973	0.839149862525622	0.791710671703361	0.68357967068027	0.72237182695534	0.705284791519129	0.783611005808464	0.718795088453695	0.695575041713261	0.812806853263253	0.752488615423198	0.607233917148694	0.815413218894193	0.779210710926747	0.825399757488668	0.412078427394969	0.669445094041904	0.649935357861234	0.762890789163687	0.746919732676339	0.756855219275786	0.690600843399594	0.521186283985306	0.71318069956991	0.486422305604682	0.690066568900713	0.644574364643925	0.730185932995993	0.630257948397552	0.574580358202398	0.658544682213416	0.741314893669313	0.715941688857857	0.780704402747779	0.763960824347599	0.78099109867429	0.73797517988886	0.697662762232954	0.241711397076982	0.722410209495088	0.809711702996309	0.741547194882036	0.693207056896585	0.806283544583896	0.788514509653066	0.735238080260605	0.842191023170547	0.736019116745099	0.696361773875525	0.735569008515049
HAVCR2	0.902029838084579	0.840440400384738	0.780082335837943	0.806860378765104	0.940272367745832	0.896298038681718	0.919929875616412	0.921535064799407	0.886429468692227	0.802496002296374	0.927387052510803	0.892122086732367	0.75670347471161	0.760742181156591	1	0.580122065259569	0.734937795429842	0.88195209627344	0.695798217176628	0.740868410292237	0.708549072011401	0.756311752429348	0.812673395029551	0.729308640527164	0.751362959494024	0.908755569108326	0.911929381631249	0.55982211556201	0.744000877743278	0.938075758366571	0.891064857131092	0.710858881897703	0.863368793724577	0.721821462712846	0.885302121496163	0.879400210715177	0.888748189137717	0.873214604155226	0.759545330266638	0.911062934060355	0.881780678396253	0.955680785578519	0.792787437437911	0.809852109809479	0.5664107134811	0.768055856730356	0.75016668125766	0.889201994202703	0.913298845081344	0.842921995707546	0.711202736578959	0.799299242142991	0.793549469348828	0.583582549708889	0.927080530082437	0.49630493786414	0.882941050906294	0.803460152093391	0.789934515831698	0.443425157248602	0.894021755175165	0.887103838979224	0.841927702461495	0.508702737568615	0.761498772442807	0.863966467584448	0.879173381754657	0.901770658051989	0.8672435293549	0.781953346180296	0.641043870578609	0.764480881569267	0.534387299894382	0.729241902056416	0.772879483262961	0.823382282908876	0.610593441076085	0.393269235127194	0.874835699408005	0.880356785224704	0.799105052585594	0.791742048981841	0.829282211464473	0.87054781495812	0.913908365471937	0.87892209889019	0.0101217988551202	0.64993700734281	0.858313190171653	0.943756364477147	0.874978698607811	0.915255082868139	0.909620957554618	0.666090877058949	0.880268323861071	0.954100733011816	0.663659629728693	0.902250465718815
SELL	0.693866992392934	0.707080648260076	0.475415452033058	0.513901442493491	0.566427223701971	0.625107385498777	0.629794788697934	0.53766943199095	0.561956003406526	0.492595190856904	0.597783298163051	0.672557387472401	0.588000872680122	0.37600095464185	0.580122065259569	1	0.271573756876426	0.434208357552069	0.2865329950868	0.490331479478846	0.52026724564692	0.334780612571956	0.717164379722699	0.493101133586322	0.436071926926388	0.533885044778338	0.561768505824543	0.18532789515555	0.435041921431077	0.614513319724438	0.654944384643755	0.333348933147967	0.633257085541013	0.346659503181479	0.441227406034534	0.50630358634049	0.482948704395094	0.594010147068009	0.53937684713337	0.544864703559197	0.497773367089979	0.607261473531267	0.397958494269723	0.484116927367388	0.468527736318932	0.631788847900669	0.634002537002629	0.534337794937314	0.652378060509215	0.455793246691418	0.466380991031302	0.638368876762313	0.57485343879394	0.201831043085002	0.497900499185798	0.244507400958176	0.626960906246098	0.437829317234457	0.436873187641346	0.143229099000762	0.597186093262662	0.44432824951015	0.543040967112181	0.467587415267896	0.489265336496151	0.506241021714476	0.608764040800799	0.644149898725087	0.463674491229209	0.417484293609938	0.604853825103068	0.478103151494866	0.0877996356037797	0.523491945468317	0.561758974685025	0.39728760775818	0.229549296135038	0.200169676849115	0.713921558285599	0.500195519760286	0.252088947873424	0.331153250725646	0.442335849283101	0.514206578477511	0.515836773294066	0.583228664664206	-0.115145562586777	0.30326353938678	0.4894927312434	0.646023645761065	0.72106935922794	0.522274766736773	0.559940088952675	0.173194466097019	0.539101128356212	0.569781665282632	0.230931026759709	0.601881072010981
CD9	0.530470712650901	0.33703698755509	0.326175040833121	0.546447041433314	0.747021757964587	0.544427112046502	0.587322602161656	0.857150465520629	0.534187892436584	0.414315926528413	0.702656468311132	0.503697076264808	0.277839474941556	0.553486643643051	0.734937795429842	0.271573756876426	1	0.875773710821693	0.517627687784185	0.352015013988307	0.425889781770421	0.506872686096293	0.405358296454841	0.44454028970911	0.595374419431988	0.745612524022052	0.701829557749592	0.442097149228432	0.418902723642	0.741361481593419	0.616261445232323	0.524754245633283	0.49656444555733	0.450598497057825	0.932455409067649	0.667352987560257	0.830683481599811	0.565421511531016	0.426292187616504	0.69955773242058	0.580357900763438	0.693407473609751	0.917593029292921	0.626313195352431	0.277414473737919	0.310253706269201	0.462712183212308	0.857862609508277	0.677515911229591	0.599584429638694	0.27663709739956	0.410746306788474	0.371214976414344	0.280668177994203	0.806199466178283	0.316236155308754	0.50434359511923	0.702563319292408	0.620046120907922	0.327742465820778	0.553244735146208	0.774170222553294	0.541600153562866	0.0164822084968737	0.493491119902769	0.637627123262817	0.559889208220401	0.565678402817984	0.670608816462648	0.634313113987359	0.115851423963387	0.460587919675075	0.724208341097852	0.353881140437603	0.364251997562159	0.803809830336397	0.690134949273691	0.277059561298482	0.523115741107207	0.758172676399185	0.885364310408068	0.613855376170623	0.660333141832082	0.754459635999324	0.804688906690345	0.734784803296338	0.163620696303861	0.428085264131668	0.690446099669294	0.665100107429246	0.565557672355006	0.794838573100612	0.624798682846242	0.545812277217461	0.623838068722046	0.833505173095198	0.470689908539497	0.682935827774854
SIRPA	0.756503126385583	0.638263121341228	0.6300793149633	0.728613198042524	0.901705866023762	0.776532850306765	0.837105982400182	0.902589204859568	0.781103218947882	0.695068619020258	0.886466559964275	0.774889402392644	0.591048189011549	0.731278913234276	0.88195209627344	0.434208357552069	0.875773710821693	1	0.676325524824008	0.60741562275026	0.679162197070556	0.69569192795342	0.609863812912953	0.680192080423471	0.714517650870903	0.924139713620656	0.857556278985062	0.605108384143564	0.618973585623109	0.864817632498886	0.759294350144634	0.709004920926715	0.763131291910077	0.69715523107615	0.947161260756509	0.8104148452605	0.91015773044415	0.78285213398079	0.71085056834051	0.879057162229517	0.841343133200122	0.862521385317679	0.825034409937505	0.768229125482005	0.511654125212211	0.591249252446861	0.612305248678045	0.922066403676105	0.826173592827401	0.788425655977543	0.564763402203802	0.688771831278123	0.654247092018541	0.498898828836181	0.917666155875884	0.461885077649088	0.776146651056586	0.836387436755652	0.770110421566693	0.501473480366243	0.794336162469736	0.918492714535021	0.741975125342383	0.34919274746781	0.704141969556083	0.803770742543515	0.789444011093265	0.811442976897677	0.843579705223648	0.748880304033596	0.394741490671321	0.69883859359014	0.705052016703769	0.583314304776216	0.585225337905172	0.846103484825611	0.672783817392927	0.403389063953266	0.731529956328244	0.881425076138189	0.901060818514292	0.789641951650194	0.775460452909495	0.908316050667631	0.882773529941263	0.830384670210097	0.126082258453135	0.644998134632791	0.809063327542047	0.815032663596584	0.763223119080531	0.915861318896242	0.858862897179253	0.675258356153463	0.825999126170219	0.931526635911777	0.654025848104644	0.82915759280342
TFRC	0.741664908643329	0.595093572024208	0.702400784461546	0.482453422949911	0.721043453628469	0.660257387334828	0.725795106899319	0.620295417498556	0.79980767089198	0.676767638886825	0.764385161716708	0.65842366753456	0.546485260628615	0.7596911827679	0.695798217176628	0.2865329950868	0.517627687784185	0.676325524824008	1	0.846865209705884	0.614143038386759	0.797957249607021	0.614929994374803	0.485551191875085	0.764995884233776	0.710678628087236	0.82123542970948	0.77848779863884	0.796451898576002	0.661331445956686	0.669896007624618	0.917556042483785	0.665074877428559	0.533637482263542	0.607426259314315	0.741645703264018	0.714626048604192	0.783862720417984	0.480604354233476	0.743308620713167	0.637012498649656	0.676829620648241	0.60564096816303	0.690598552564051	0.539647738812769	0.445420275076535	0.564230976530269	0.568126798621467	0.690975489823846	0.864306149069211	0.733633338014996	0.577329036670612	0.581042834383515	0.785199551374228	0.791906809410574	0.661961145565649	0.633400374741101	0.742709247990078	0.702335035570521	0.754573957706351	0.779420489887008	0.769503530281508	0.699024693186763	0.450514285317883	0.45687224133395	0.666071959647466	0.715573210181147	0.719155036266495	0.753434700332948	0.797583078187878	0.491918855810801	0.686862270579349	0.306572241626893	0.729780599554118	0.588817244492933	0.701504758152174	0.614178280112611	0.661015107043725	0.554856150581399	0.790371816968036	0.663509604153933	0.856395507136789	0.738022696381343	0.707534209537925	0.667171341295249	0.613431800603259	0.237458547178333	0.866553320689505	0.780543754075073	0.712080931911259	0.613716503187276	0.733818103240056	0.726564808758511	0.848647355537311	0.736126916871977	0.680827640649914	0.845422140313178	0.672591514539643
CXCR4	0.859196870048737	0.803796879387799	0.835553419236548	0.566912795382681	0.743509194223724	0.748395043557735	0.804986604757108	0.599344216766361	0.884922253111715	0.724921044270006	0.775136671047443	0.755156876552538	0.776254693681242	0.767484345743391	0.740868410292237	0.490331479478846	0.352015013988307	0.60741562275026	0.846865209705884	1	0.613685049878492	0.761890972157499	0.78703758187255	0.570189031203556	0.668888396061496	0.73919033683798	0.792960385644223	0.675615996489092	0.903441472866179	0.678103778674689	0.734934985374846	0.85655449382486	0.757764226067088	0.583154058459893	0.512452737284658	0.730599852137336	0.655327171406069	0.807301263219344	0.542463774456892	0.744745936500805	0.662972846415599	0.73407951692773	0.4757430728464	0.666920975579009	0.591207793340018	0.587003209700884	0.688232651391245	0.520939293031458	0.735294344090812	0.849924442497071	0.889896153266527	0.721493768448774	0.781539387490158	0.804751483312638	0.731210319506453	0.652742820302459	0.74075643629694	0.672674406801018	0.636965240517828	0.606018487503973	0.85290466932935	0.696840306678026	0.723644967364958	0.571421113954384	0.467236626399882	0.638110169606309	0.743260856878792	0.786455701559242	0.715939270297393	0.752260779031767	0.758244416625826	0.657963183814213	0.116595012959349	0.761202440632849	0.652494108056388	0.546119555463902	0.427808058380858	0.552279043812201	0.674596449600615	0.763374956569456	0.571815914726125	0.818906869720719	0.718122505880246	0.701185590470208	0.605107480223539	0.611948290670705	0.0205608401739174	0.793202841205503	0.728075298038866	0.772423697067587	0.720407392218332	0.683830323459398	0.763278381053277	0.763535851930971	0.799236758763828	0.662041087245774	0.867684418277749	0.683892975781138
NRP1	0.701870319836106	0.712083236093663	0.719086350940413	0.697842995602957	0.723165674600608	0.816963868812012	0.781019407649985	0.610415130881083	0.745683724370912	0.777172856107254	0.753361037379932	0.795344013488592	0.629702633127486	0.577236957089032	0.708549072011401	0.52026724564692	0.425889781770421	0.679162197070556	0.614143038386759	0.613685049878492	1	0.588244849376665	0.597823581950047	0.636330983687491	0.59775486039591	0.663660000562596	0.765704407921813	0.610441179062856	0.568654405772228	0.72376898474568	0.694866526188612	0.658124582378218	0.818891847572748	0.7137384823881	0.592671050284009	0.716687683934732	0.657283359736559	0.731639683595165	0.775677909995168	0.795147809315476	0.785889770169649	0.742568487988982	0.508182351284209	0.663737327393914	0.601320149219817	0.771170819155363	0.522293332422464	0.656210409481563	0.670318597536234	0.710510904904362	0.651594551661518	0.692376866408564	0.708945393740164	0.564551058982647	0.722823195264288	0.413001464485504	0.74425515419298	0.631719990278275	0.648760369616157	0.506571380453255	0.78005914726154	0.764209857496242	0.66204214365996	0.702154090744467	0.682281497654228	0.756223892781851	0.826103604095294	0.790688473259134	0.717663657676076	0.6738945600506	0.500630620982767	0.786232384497804	0.40569218560619	0.748263516551651	0.653444192297248	0.585939795950194	0.395417838340333	0.384599619506321	0.712343193995439	0.701972428090235	0.547529871585865	0.714669848124115	0.678164259078082	0.726110663502953	0.64807761075475	0.62951193270537	-0.0100685848506116	0.589510321333216	0.648929790486209	0.709702425966704	0.682835787893284	0.721078548627214	0.80374032809267	0.540845047485554	0.77184074404754	0.715402965768596	0.552989536256244	0.657025944553037
TLR4	0.745476725081491	0.675297771387139	0.772373509750916	0.604482148472297	0.746820396068596	0.720270407550419	0.766191986646655	0.618914209450853	0.819306801708499	0.693001447275228	0.771265106119449	0.747063187302478	0.649230570736334	0.727542974881766	0.756311752429348	0.334780612571956	0.506872686096293	0.69569192795342	0.797957249607021	0.761890972157499	0.588244849376665	1	0.607228339296234	0.623971442931716	0.747309060170163	0.769227854980376	0.767898345702162	0.554409868104571	0.759159680496817	0.703850336622724	0.690377484176352	0.752589881453515	0.713893503334524	0.638165718242313	0.631223916977943	0.752504753229737	0.720767900925619	0.785641239569153	0.563124854699921	0.762867847498767	0.732231358320105	0.732861649499579	0.541677330362804	0.635343594944835	0.500536935931576	0.556448190601732	0.589347756627934	0.600429628188562	0.671054645608495	0.782253510453047	0.780126192366543	0.631450265076265	0.658039329659008	0.761721029678003	0.771233273208472	0.600568906052297	0.686855943776766	0.730056340496011	0.690996480698012	0.581431955812552	0.770594071119635	0.735476983447328	0.761470082261209	0.468443904926917	0.582196802219235	0.656236533169502	0.72666676823878	0.724298261357466	0.759781780131532	0.655438809286878	0.583657944259131	0.673108274441107	0.396494912337947	0.656249433886101	0.609508599321077	0.663776366507273	0.529085906495973	0.497856742911321	0.611078823494353	0.719777256717355	0.658936371168638	0.739825184099849	0.685776031502109	0.716953744739644	0.651787427472692	0.653901432996035	0.111420696899495	0.732922336122046	0.743102108264139	0.715531615493163	0.672104761957917	0.72344600103628	0.767764887499686	0.756283615228414	0.772049068034199	0.687834529558904	0.762686317941633	0.66025325882055
HLA-DPB1	0.96030003024964	0.888776556687756	0.730477951153926	0.617719594580661	0.792178115520751	0.818778958728939	0.828086329216331	0.702497092104449	0.793386909045966	0.736168969689539	0.825485191215877	0.827423406438401	0.802121648747413	0.684979564308943	0.812673395029551	0.717164379722699	0.405358296454841	0.609863812912953	0.614929994374803	0.78703758187255	0.597823581950047	0.607228339296234	1	0.571972335910303	0.655253769367226	0.709618168674596	0.77463452980206	0.467411916947515	0.726228452022767	0.772326137089601	0.845683074628291	0.639200233981662	0.773373488532175	0.500560380964322	0.598950163420739	0.766894019452048	0.683404596968047	0.813394397626441	0.647106359127201	0.755892186453644	0.666765669116592	0.856845983796752	0.547071921278407	0.691912657396487	0.492353840993363	0.732504537212953	0.733077708522704	0.665041579391525	0.891216570754808	0.770208474984152	0.706046964532995	0.787341777830935	0.791205486091206	0.498282609487223	0.720799188974484	0.500196988760947	0.806328614394517	0.628190436167205	0.649196547659134	0.352884992632436	0.811250719127532	0.678346229583359	0.76541775572241	0.556175120153772	0.624576600325525	0.726505025826221	0.790037903590141	0.853409299891145	0.698112801315586	0.672313336542205	0.796333881115906	0.624154186499197	0.161117998928097	0.786583291632601	0.777380072992887	0.645960828283065	0.434527786011809	0.385854343631541	0.849481565113592	0.7430233077471	0.470952725444908	0.655117090618212	0.647530227285814	0.693920047068588	0.731899513035222	0.752346240396707	-0.0516026799294587	0.597977221002466	0.741273488798343	0.897069925639423	0.793427522396928	0.720787485822596	0.800263484392504	0.540350777308214	0.748560372594543	0.766080300620109	0.544168474356237	0.845892770187283
KCNQ3	0.689806271559077	0.738496351932398	0.766330193410377	0.798715297258563	0.768714574791889	0.770486638158896	0.807945843891475	0.633174453550242	0.773274862994903	0.724540903023497	0.770186776707047	0.846829879241404	0.658302864934709	0.681757928158697	0.729308640527164	0.493101133586322	0.44454028970911	0.680192080423471	0.485551191875085	0.570189031203556	0.636330983687491	0.623971442931716	0.571972335910303	1	0.659774107171997	0.725549633145809	0.728620319269915	0.31923768003782	0.545579860445057	0.73692783959959	0.590093131420831	0.468918034983206	0.83418424947414	0.792626025970418	0.594278145946662	0.693694283833051	0.671006085317578	0.763093681097051	0.690603817845313	0.789318193375842	0.802104100180088	0.72899681410709	0.46116864522175	0.669863782503768	0.646908464921439	0.71637865378417	0.509795966617417	0.657960832212643	0.667978565827136	0.675432535936672	0.704272105431046	0.710788446144244	0.695818984505471	0.472405373418405	0.682362345040147	0.556355295324343	0.715219972566147	0.715802775125437	0.745121189747059	0.456830146434074	0.762391225784735	0.726533034438904	0.77990756470429	0.497226917806261	0.76624910614482	0.650795769518662	0.723279725029112	0.724140173129428	0.717273260001062	0.450359604502047	0.539672646619249	0.732415991052745	0.523655379697393	0.565599510507666	0.599203341650929	0.568970913123692	0.485953262232023	0.425662791739818	0.726144416397061	0.653326862368143	0.60701675485447	0.582484086808804	0.658220090726707	0.706009742283305	0.668908740269332	0.714584589395604	0.143886511516178	0.453530453311793	0.68339922113724	0.674754369425346	0.738444489965336	0.749026638531592	0.768252896616998	0.442763401790783	0.813967148229378	0.694731453434081	0.449110401113726	0.667278828138146
NOTCH2	0.758620579584255	0.663238318735209	0.673502258672021	0.648500240825544	0.806251553089663	0.756146697471614	0.769546477872876	0.682581285301285	0.792205348442153	0.716353891110011	0.830500803132294	0.768560817968067	0.570019283371804	0.763604260005815	0.751362959494024	0.436071926926388	0.595374419431988	0.714517650870903	0.764995884233776	0.668888396061496	0.59775486039591	0.747309060170163	0.655253769367226	0.659774107171997	1	0.710137005884534	0.848300685508376	0.53867479577969	0.702978239663347	0.785000538308127	0.725497235977701	0.691027698827581	0.753922027832744	0.631108310280075	0.681530867753297	0.824415921795193	0.778137627979012	0.846754423673534	0.532692226599518	0.798673055134282	0.684520931899401	0.77533112944721	0.683566680916532	0.755961904811518	0.590612538378971	0.586848223014825	0.555172812858723	0.678153289311638	0.780805124412699	0.826127242975071	0.693351369930383	0.629311069548947	0.631148878074317	0.579875015807194	0.798012012618843	0.645365835624942	0.66828328540349	0.815438619361392	0.846336999889875	0.594848648686911	0.781610373274198	0.785988788723447	0.818133813131961	0.451206218973906	0.62659169981989	0.70057028183172	0.77633175026051	0.749337927246153	0.755389851596016	0.676096003902297	0.483246340285391	0.72272739466676	0.461480140199824	0.704296642945347	0.670716489814522	0.82025468091375	0.72556391310499	0.643643431467892	0.673724078831571	0.771742814829701	0.668219542105124	0.70632730447362	0.750579633001136	0.757670270691392	0.796657803317172	0.72465126860538	0.34606263205423	0.659293818356577	0.878735995229246	0.766939186743995	0.690175325257721	0.828361424342329	0.767821168279864	0.694668973894123	0.800765963570106	0.772311074380439	0.591098321918002	0.761505001775652
FPR1	0.849480530201456	0.768941384826591	0.757629724672844	0.741748234242041	0.909054627466437	0.815003114491918	0.892615872195952	0.879111947586539	0.843663053703443	0.717942158998961	0.898027225447322	0.841157803785289	0.73509840091814	0.760203376713417	0.908755569108326	0.533885044778338	0.745612524022052	0.924139713620656	0.710678628087236	0.73919033683798	0.663660000562596	0.769227854980376	0.709618168674596	0.725549633145809	0.710137005884534	1	0.857534620950381	0.581364658520607	0.725526429372861	0.858771544850301	0.782995716722451	0.748371642883604	0.825617010009756	0.714209259708758	0.894315384278902	0.803735371831916	0.875762063557393	0.809824248672561	0.745046250827866	0.88141419030282	0.876336011223773	0.884438033002272	0.732495441444873	0.774339356978985	0.508049372955651	0.659370498639314	0.742433659026537	0.866486692723871	0.824344273687981	0.796773074013459	0.69232906910582	0.772646042346991	0.727043506304109	0.608127299688671	0.888854338757612	0.482239856295982	0.850483007124444	0.806771060524319	0.744089242391231	0.489355867307779	0.851944653763741	0.886705528128918	0.778863472948687	0.428742929759047	0.712421921824951	0.816900927545573	0.803122337864296	0.851458956955986	0.85228164907995	0.74908146624883	0.568408436263343	0.706594794407101	0.555578497703328	0.634328649504056	0.627233376434962	0.762716529435923	0.55491278989579	0.383422428804079	0.815864297891325	0.8621660606919	0.818039596054499	0.77851607016594	0.781368873883557	0.896786842243479	0.831462758986249	0.833689400127673	0.00196136656728766	0.686650659567927	0.791137503684382	0.858638073152777	0.839024139042535	0.871797311686916	0.90216636219326	0.670576426869437	0.86255173111855	0.896717578066489	0.711499877787248	0.827432667513991
APLP2	0.886616747938032	0.781468003701277	0.801169829793102	0.774774704981102	0.944649855367409	0.889728363415904	0.92094004419652	0.855143843774618	0.919840825380997	0.825349780400108	0.957192721781226	0.888424396742667	0.680419161401299	0.818334227312664	0.911929381631249	0.561768505824543	0.701829557749592	0.857556278985062	0.82123542970948	0.792960385644223	0.765704407921813	0.767898345702162	0.77463452980206	0.728620319269915	0.848300685508376	0.857534620950381	1	0.69427711730839	0.780177676712563	0.915388164598114	0.8712022416396	0.833252821700372	0.882695748705592	0.732949508561852	0.82410233281916	0.910448202895446	0.880686383888566	0.936523867009343	0.703465263774852	0.941222412125412	0.83361721703529	0.895039015181976	0.797198641663741	0.865051454236943	0.685460632831371	0.738089826817203	0.679912321967809	0.832123452288917	0.905146291066418	0.948251532748257	0.773486960954306	0.807909801397019	0.763115509129315	0.666490067287802	0.950252740665631	0.620279502975436	0.831315329976904	0.898875004082355	0.880071039061719	0.650120355558447	0.933520924460667	0.929674095060417	0.882637762199891	0.557997995294228	0.726810385493403	0.845555423994655	0.915186864696368	0.90994062869373	0.907836071577042	0.847202535196439	0.569764822528178	0.861631319356999	0.527132215547231	0.807346333259912	0.784765010349284	0.868737842892703	0.744138312866425	0.642696708107613	0.820900954498786	0.909458772129546	0.797531850695885	0.86330285751723	0.891274318218944	0.889682684641925	0.907525037450909	0.869680626081093	0.232523400899595	0.759836248916431	0.937601554609676	0.913864979306668	0.845167340204536	0.954435163761272	0.898209713778857	0.751227991875312	0.926589214286101	0.92198551008058	0.713048265356321	0.896432228353867
