""	CD3G	IFITM1	CD8A	CD8B	CD3D	KLRD1	CD69	KLRK1	LAG3	PTPRC	CCR5	CD2	KLRC2	KLRC1	CD247	IL2RG	LSR	CXCR4	CXCR3	DPP4	CD6	SIGIRR	CD96	PTGER4	S1PR4	CD27	KLRF1	CD44	CD226	CTLA4	C1QBP	ICOS	SPN	SLC1A5	CCR2	TIGIT	ITGAL	CD47	CD46	KLRB1	ITGA4	TNFRSF14	TSPAN14	TNFRSF25	TNFRSF1B	ITGAX	RXRA	TSPAN5	CCR1	FAS	TLR1	CD82	NCR3	LPP	LRP1	ITGB1	ADGRE5	SLC16A7	CRTAM	SORL1	SMAP1	ABCA1	RACK1	ITGB2	TFRC	NOTCH2	PTGER2	TRAF2	RPSA	JAML	HAVCR2	ADCY7	RYK	TLR4	CD4	CD28	ITGAM	VSIR	CLEC2D	SIRPG	ATP5F1B	ITGB5	MCFD2	C3AR1	IGF2R	PTPRJ	TRADD	CD81	CD68	PLXND1	LAIR1	NRP1	HLA.DPB1	PLXNB2	PLAUR	CD9	GPNMB	MERTK	CD86	TNFRSF1A	JMJD6	FPR3	CD163	CD74	PTPRA	PILRB	CD63	C5AR1	ENG	CANX	NCSTN	TREM2	PLXDC2	ITGAV	AMFR	LRP10	SIRPA	CADM1	NRP2	APLP2	STAB1	LAMP1	STX4	TREM1	NCL
PILRB	0.0876341043918675	0.0345191713020494	0.0668253764885021	0.106795836370438	0.0904486190078322	0.0337751279418558	0.058495770767386	0.0767034554295315	0.084309743419189	-0.0030367589431149	0.175896803370737	0.0772407009193692	0.111807347951064	-0.0846558816759486	0.000260089679556368	0.0419315857675917	0.13342193238399	0.0866668263967099	0.028836228936555	0.241044645827729	-0.000204303960355679	0.108187295830546	0.0887563069962706	0.139625000737169	0.0843369541215381	0.180247915423214	-0.15382271705433	0.120086297609826	0.123061176913156	0.192146295065023	0.196461001819168	0.0724586128576939	0.0489111257478032	0.0629323870875617	0.0480912956915729	0.11275498222498	-0.102707647974538	0.697370705953873	0.134866545332107	0.0101089099494176	-0.0526479837646047	0.0216049774589027	0.0231375966394628	0.26001504758931	-0.0823506387391798	-0.133123877774804	-0.272217337402779	0.676383923678088	-0.139733592378481	0.496692950985645	-0.121196562926558	0.706877445385563	0.103017524952897	0.631087220721027	0.146996446601987	0.0476021115203854	0.0963896038119139	0.355498028646909	0.157224273044454	0.298572364537107	0.0643391429323679	-0.0229958339193822	0.109977246803606	-0.16052573426947	0.258860161063113	0.478647725247537	0.05217626363472	0.148238642626533	0.133431517367198	0.0878086039144105	-0.11929961234985	-0.168667736980924	0.584131702403504	0.125442897550252	-0.136895194983803	0.139832622762709	-0.192145977941395	-0.0550147149378126	0.215024477682342	0.0772111517114279	0.324621590200887	-0.150196423305289	0.194732660704304	-0.108865732725515	0.0184691991207927	-0.175027359895634	0.0946318608428208	0.00499550424595206	-0.227872838066322	-0.174930902136836	-0.0924348310761649	-0.10829390782313	-0.0548230627630667	-0.0332202896324691	-0.143981352023289	0.385710469206772	-0.241594851778193	-0.104998489686776	-0.188683432488823	0.244743104036396	0.476150169598043	-0.151661042455616	-0.117519636863415	-0.0404282482432199	0.797060581889496	1	0.43118962630758	-0.05283331595462	-0.171087323449928	0.293718944078461	0.0889501604086665	-0.0703816095042014	-0.0717997834424518	0.608817866885392	0.108615550001133	0.423906697687192	-0.113409664868597	0.393058750896145	0.306526228797009	0.0983553086464777	-0.101201266985002	-0.0569368083541642	0.0859076266414716	-0.262311405834666	0.17499043912868
CD63	-0.683250027667995	-0.618973716657278	-0.664058821327403	-0.665622842199711	-0.655566518842354	-0.684025115021678	-0.504670788311151	-0.63142919481812	-0.520414952623622	-0.179326350859295	-0.269339714153277	-0.678595389164357	-0.292772259955521	-0.389675160439213	-0.541155675679877	-0.538816590198714	-0.525753622151948	-0.514932202470642	-0.63303598952207	-0.570346463576972	-0.593094000662222	-0.0730268025956435	-0.613718480487588	0.0207370589983329	-0.525328220261555	-0.633021904550441	-0.373565286294351	0.754601486215875	-0.476114525603016	-0.624831563867559	0.59116350652534	-0.643080950111784	-0.335935665763161	0.5842719016982	-0.390157120824348	-0.703396460344794	0.227698326159359	0.704287760863218	0.740936759526907	-0.526885478307563	0.462925874449627	0.213683158200471	0.446056372083349	-0.589436857439063	0.317482480921528	0.291033874466814	0.570783109146404	0.102295905524591	0.607729352041613	-0.33472229844257	0.637834801177663	0.769972300805033	-0.568984212173823	0.779542326563839	0.760075597390218	0.740725332709587	-0.546997764616325	-0.292578877149366	-0.603176883485514	0.763705261500802	0.397940200579186	0.623754355282478	0.533808986989168	0.6169033372035	0.653589748857289	0.756978089489611	-0.638344507672744	0.484824335466129	0.313138258854871	-0.509159458331588	0.625425110788652	0.578244820759834	0.860435390444388	0.830121357128724	0.606003560180059	0.253570020484406	0.612692488968832	0.555291951265488	-0.512797565806275	-0.629429387403796	0.816463500483387	0.634921267115721	0.781697725568455	0.642035094896127	0.632324661625995	0.665989055827213	0.29228836067005	0.754708513729191	0.591974357443148	0.641375170390388	0.655517190425859	0.669326447246187	0.571215188779084	0.723323749925287	0.670583579668145	0.878081010737897	0.424053509732954	0.628121094508876	0.616962480137582	0.929151996001888	0.773135854180019	0.658050595388326	0.650833265216457	0.646494217986808	0.795629501845253	0.43118962630758	1	0.518048208467941	0.658393249318134	0.947427498446657	0.873449994925672	0.685978065397301	0.667276588679636	0.887021860764182	0.787307632720617	0.725875853962576	0.679725614683749	0.882752863675426	0.887257496787605	0.826509717637368	0.651087033101246	0.727624962425438	0.753709619860049	0.599905058696914	0.736043228214249
C5AR1	-0.68948761404358	-0.731710628409554	-0.727538859830886	-0.656162019136232	-0.66464036267381	-0.705917441929227	-0.638577251730691	-0.664246936328373	-0.54597477164483	-0.130827451028771	-0.148733679696669	-0.690389154809913	-0.52670415666886	-0.593497850092287	-0.663077114825652	-0.631394648748687	-0.456608024996862	-0.380670105424239	-0.693848914462709	-0.726559617625478	-0.702370355647209	-0.172973233228682	-0.718282953484285	0.177150260760147	-0.590409620112882	-0.619839260946733	-0.443132315018942	0.69658855261276	-0.443576108156755	-0.553602184502863	0.107864787927968	-0.686561528707122	-0.50098216892371	0.367452381331061	-0.241731878818386	-0.708584814767996	0.409986667717642	-0.0457316132492387	0.750526427986227	-0.619051426369601	0.483690771672522	0.481184178121049	0.720904915335183	-0.608479267778144	0.805137939384552	0.902534889683938	0.634029875992631	-0.516033723913194	0.875207068390176	-0.311204281190777	0.80329749424502	0.275933629501819	-0.625593809371415	0.389488295700376	0.916105401076092	0.808167518586726	-0.594478666113894	-0.648958363282903	-0.630073961315096	0.810138623566694	0.384545778651479	0.871800178988019	0.35933677161618	0.802521421893964	0.885425245338197	0.40422954683918	-0.700782601035433	-0.00622877068263728	-0.0511526781046783	-0.469744321037584	0.806753817892128	0.693975183358532	0.282357800914297	0.848530413161583	0.836008409982504	0.704179665430845	0.906467638272221	0.702211837261067	-0.514709661384531	-0.718141491546426	0.232446160048131	0.892006229244931	0.607066663802194	0.891387884843685	0.87332933719228	0.7875093531271	0.423928029256761	0.851841732919293	0.884479656347573	0.779409655608061	0.818747580559968	0.888256633477961	0.803363401362337	0.854254925311542	0.84985525591363	0.725874518835203	0.858493240123088	0.917038114342159	0.861671972253277	0.732559463814306	0.295631069859506	0.866745266300462	0.903109559250519	0.794477741622527	0.135942690360072	-0.05283331595462	0.518048208467941	1	0.808421424220572	0.688725029678067	0.713461023662612	0.83968464162876	0.897908995178278	0.57774669859156	0.854285054423755	0.613529902190133	0.900520371970103	0.737226211601616	0.760481459745946	0.868013889143166	0.839024258673172	0.875923228970687	0.884195445076885	0.855835969037889	0.366695336911944
ENG	-0.696518512231048	-0.6907607628741	-0.723268533886255	-0.676775240724391	-0.681193637786079	-0.721299879458914	-0.524526894011715	-0.655598759349394	-0.578183410170938	0.0698338587158422	-0.258561330097467	-0.691183968425282	-0.375969598390753	-0.475897769806612	-0.604161952766752	-0.561260736070644	-0.51127547531056	-0.373168739850752	-0.669071857517415	-0.778605430964571	-0.640473046281719	-0.00404778152512186	-0.679954479136926	0.307187445939626	-0.556065034878868	-0.660733079382461	-0.418984957190635	0.830550331180732	-0.403065015896282	-0.589270229053084	0.566692633864132	-0.681596866848787	-0.281105292134906	0.716666555599214	-0.109251484989323	-0.713594289167592	0.49812247786045	0.113974347730227	0.786566453507317	-0.571627543203237	0.823036743472835	0.403679753919181	0.646294719731592	-0.678090372519007	0.711001008799522	0.668535377233974	0.88057575438978	-0.569611784548852	0.865161632716059	-0.406921534134737	0.952284821895701	0.202898299654676	-0.61904935100262	0.394662557234115	0.812690087502532	0.931389281218125	-0.542842621508325	-0.51517267434943	-0.60340997347513	0.808498105066673	0.568362076428203	0.694819454685422	0.658807240345092	0.972092850720619	0.713989289059489	0.401299725730366	-0.661472105381395	0.361221615215715	0.351691838714029	-0.338170770813138	0.948033597548496	0.930097798629175	0.478734060819069	0.845550348328441	0.968184771793638	0.502021948716806	0.965129410958702	0.877376279783666	-0.514667366350827	-0.679592775659965	0.617092307146176	0.897326056574663	0.814095915394872	0.962196967561685	0.800602339000675	0.970333006282107	0.523877807525815	0.957467622171896	0.883329513485855	0.949025263340039	0.953306171130556	0.961467176990503	0.886742213684469	0.975256536227314	0.968688872244116	0.615751264879631	0.679005225650448	0.92773681745349	0.94079222161785	0.837700736745702	0.380626668415531	0.957086333545027	0.963943580498696	0.924301698144844	0.16077969292514	-0.171087323449928	0.658393249318134	0.808421424220572	1	0.810588221571695	0.894895470979062	0.954025412153252	0.956549996714543	0.492321868440937	0.784012186148629	0.611081431152174	0.969859875787252	0.641434425010893	0.720986655973955	0.911516389585393	0.95820983130602	0.931317000341476	0.893443510922002	0.935954944848651	0.762044748802509
CANX	-0.797441745692134	-0.773461219107306	-0.80985328719577	-0.771855471062282	-0.784518101081224	-0.811433250119592	-0.653294380506493	-0.771876614280475	-0.657271022281574	-0.219230266481105	-0.356965496297006	-0.796916360893593	-0.413747852536194	-0.571329388506005	-0.702258040529265	-0.678897783308513	-0.58690102693123	-0.57665533558871	-0.759427833703282	-0.731649226691117	-0.748880599915977	-0.158667658151378	-0.759386134781504	0.0531231991691618	-0.676426423653984	-0.731875803035175	-0.491062052734705	0.84184974722508	-0.518867714986393	-0.679735584472097	0.56779245922705	-0.767532753114479	-0.463626951224687	0.593451015924722	-0.29960031319642	-0.807830009653793	0.268667699978918	0.499697675348287	0.802431756344011	-0.642983369518272	0.571080200251238	0.320300817477088	0.492781878377143	-0.702187930618309	0.444348869925477	0.485295475353716	0.696200036554604	-0.140440476167262	0.76468382712695	-0.385958068664188	0.798639553145698	0.649483236538834	-0.675329368267199	0.703410954604614	0.873205736539527	0.819905292914762	-0.667977016117237	-0.420702878719794	-0.688781724162708	0.852048878943028	0.442619166841121	0.768617176667731	0.600868993289805	0.75561908694743	0.725039240999572	0.708068186782616	-0.757812667266213	0.38675477655252	0.285055521572245	-0.492267144946862	0.754843254266392	0.681705775043376	0.764228965396989	0.909720000778433	0.758261259498725	0.329964225957033	0.779691109509249	0.662767054956468	-0.625193954685664	-0.759110662992416	0.748829417863076	0.784005395028799	0.804032824476692	0.792530553640055	0.797654991115032	0.794056334618191	0.328384961610902	0.858709148491026	0.749287480551523	0.796366144097678	0.772920552217193	0.833130046707071	0.688419779258976	0.861095334192136	0.805795652597733	0.892813910439559	0.607438636334411	0.773186265140199	0.767411199140704	0.968001720725272	0.685101203123022	0.810307019451464	0.804300147546726	0.749743875070043	0.630482444495452	0.293718944078461	0.947427498446657	0.688725029678067	0.810588221571695	1	0.937959306233869	0.793456005169675	0.80310170716068	0.854030711078331	0.882612984657759	0.745976616501131	0.822904511225308	0.908594105840139	0.928708491305014	0.927279816070195	0.780084771298157	0.862005766780399	0.854123367054789	0.772716188216379	0.744268828440682
NCSTN	-0.739629647606067	-0.746499007184001	-0.776564894090589	-0.711514264374179	-0.731940329037864	-0.79238810544514	-0.613643396352236	-0.732963702075376	-0.590098982231246	-0.115090580593259	-0.331275577855703	-0.774066460303103	-0.448827289681833	-0.557026796219869	-0.689980944909036	-0.652115997425371	-0.601794565102317	-0.51384094926199	-0.761644488062135	-0.754293193283522	-0.712087721747967	-0.0807681813201322	-0.748426234337687	0.163020029508128	-0.634328032288289	-0.672910607679963	-0.539596214190327	0.836240342942922	-0.54529003119872	-0.631928736846569	0.58016805942567	-0.754575419876351	-0.378603058211232	0.659582492250774	-0.260581474792544	-0.762478587205207	0.442046487459922	0.395690505586676	0.792212770027188	-0.682311264524845	0.685333032044441	0.339678577292112	0.514409660328839	-0.717694420959764	0.570364745967077	0.524942448771605	0.764245082847753	-0.310335542472219	0.789703612874346	-0.386744060996499	0.842928642229276	0.450338693706392	-0.72373246969095	0.540655683046004	0.849036560712896	0.883464977766988	-0.627357125317203	-0.518312742147992	-0.689703157438481	0.819781636927278	0.435344089063556	0.72220586038057	0.586718598158437	0.852069446144626	0.732609774728324	0.544327712544224	-0.768093764445417	0.334091129110345	0.283376748315167	-0.481862051136803	0.836236595289237	0.807047787687633	0.666089521551029	0.905174819491138	0.857921288591566	0.382713500191545	0.853934793199757	0.749788439330709	-0.549120375942627	-0.761265525496465	0.737024478467419	0.854217727501979	0.79136296139927	0.853659659010968	0.788452033154902	0.889727198988162	0.407279062840201	0.915936917700485	0.832082089284578	0.87917254486967	0.868226913316786	0.890036020883946	0.757461473093015	0.91026573362865	0.892859120712399	0.795741381530069	0.60618154750602	0.849060229964158	0.829967079589639	0.933206649143847	0.645591001685764	0.878845003610273	0.873946249025316	0.82590305921407	0.46447905568599	0.0889501604086665	0.873449994925672	0.713461023662612	0.894895470979062	0.937959306233869	1	0.887083299842572	0.86221404162756	0.736430566161527	0.848825532771788	0.645711238841286	0.888020287698264	0.805146837933074	0.860603337212269	0.929879696718036	0.874284391938422	0.912011025364758	0.872157142125014	0.852735176030354	0.771735854652815
TREM2	-0.641626255234526	-0.649370029792314	-0.673123853937095	-0.617441082867881	-0.617692400507646	-0.671397557320246	-0.456918574115241	-0.585567559795285	-0.510209825363914	0.135399908952453	-0.155447575203284	-0.64465539626559	-0.326043969414852	-0.438542495852361	-0.559642763411154	-0.510541893165464	-0.486635566891267	-0.283936856634519	-0.63896826231853	-0.716153554504069	-0.595111278398938	0.0851991765898572	-0.631463603762039	0.390325877336385	-0.485661689834228	-0.595229623064235	-0.432228716199933	0.823166105721786	-0.370306797827666	-0.527489292898268	0.516813710597678	-0.645290119792534	-0.218658286759613	0.7093843702731	-0.169839392538284	-0.659670829766023	0.571554724460321	0.18507225922727	0.808902876609011	-0.564472263536351	0.790934353253076	0.428341620985981	0.726767692717638	-0.621544271213259	0.802821622443982	0.695961559758969	0.807888312342026	-0.506362260663311	0.858547751875948	-0.299288631045562	0.907167677242208	0.249953444432034	-0.602856583755301	0.447150770854586	0.837454430209937	0.966466816028933	-0.493640369858658	-0.534263048146588	-0.559296103416399	0.861618330514111	0.602012531316429	0.680461840897107	0.609324387236005	0.963514278423598	0.809089882904913	0.387605704765258	-0.633359985071023	0.338108504967405	0.306064458852843	-0.357866395702264	0.96124395317585	0.934919737005409	0.499155165877284	0.865150402884712	0.963351748560066	0.631551837520598	0.957486526514744	0.909206735731239	-0.417833404470896	-0.642976509412126	0.603662474227983	0.894155852724969	0.814486489196775	0.968082114959329	0.775207302605378	0.933236965347633	0.60719520665597	0.978636776017581	0.882536332963882	0.888000402597137	0.988484891766139	0.940725978714353	0.939750620678305	0.947596778502386	0.975698580602986	0.668871506908425	0.652341825460274	0.94469329881703	0.929986603792968	0.857608123408429	0.453155475542768	0.949977713311171	0.963131544372208	0.976211405658983	0.246359466456317	-0.0703816095042014	0.685978065397301	0.83968464162876	0.954025412153252	0.793456005169675	0.887083299842572	1	0.980628889409187	0.552478620643112	0.786995571187161	0.655910600254841	0.972993261588034	0.682588727077081	0.74154797216332	0.918255429706881	0.969311627218003	0.921249089740775	0.928015254279678	0.906927149929358	0.723267331553255
PLXDC2	-0.690602282141191	-0.711599588550202	-0.723066408379791	-0.664532433181863	-0.671110394283122	-0.713705023517735	-0.530101666557991	-0.638442129842247	-0.560404082403383	0.0736669047498317	-0.183943701688942	-0.690623346997712	-0.389873344167085	-0.495341220433826	-0.615227254304463	-0.577722893034285	-0.509968249831751	-0.340555604771037	-0.686812723220671	-0.752714683436867	-0.651228207280382	-0.00229070441358722	-0.686519310788316	0.322827318402557	-0.543383591812795	-0.645101952308241	-0.449480250824636	0.828185893422367	-0.413164435804997	-0.566980868256543	0.44634118607767	-0.694983597332497	-0.312387771824348	0.650527255978479	-0.179243020218743	-0.71170439835869	0.540781618900785	0.131676773018076	0.813825082179786	-0.599291777481743	0.752894889208467	0.432405118591807	0.728651133252173	-0.652744842806799	0.805672238691917	0.740199620348172	0.7981042407473	-0.523562934429263	0.891824340308933	-0.331760734356998	0.92711752454958	0.277366970646295	-0.627590223678634	0.448438195636407	0.879701391094338	0.953578019567395	-0.555687957915403	-0.566959008058364	-0.608136000501803	0.880969885515915	0.581424522618687	0.752968602637667	0.576157796079135	0.954067455802631	0.824815497067184	0.43403680278372	-0.678022005127479	0.307134644707486	0.23790869805918	-0.384077805854914	0.960450129371088	0.904559906070441	0.462750620346802	0.884931716979542	0.953535879614581	0.634872486339221	0.974871191029681	0.890318454929679	-0.484610216929314	-0.69458561717226	0.543980378488437	0.912353698355188	0.803068704305239	0.991590633037279	0.833555123974584	0.926435079847603	0.601261696804014	0.974018650656825	0.893371924459375	0.892374158900019	0.97250094841576	0.964123395125565	0.934500256271783	0.964005315860721	0.96959663961289	0.70550631622798	0.727378935596844	0.95902705846491	0.950726510738951	0.863312939556421	0.403589804013293	0.959778382175945	0.97925869799625	0.962364429489649	0.231668726098651	-0.0717997834424518	0.667276588679636	0.897908995178278	0.956549996714543	0.80310170716068	0.86221404162756	0.980628889409187	1	0.570527275368013	0.827757897709775	0.676570610860228	0.985412674513151	0.726128873002931	0.778881570987628	0.937527449802408	0.964594083826895	0.931618374069858	0.949654597178714	0.917956112283226	0.674856557438291
ITGAV	-0.622125070142609	-0.632421862765667	-0.62573768809821	-0.598517090126683	-0.600455107653257	-0.629736993173338	-0.590762017135106	-0.599325866166224	-0.461681309251329	-0.361397897640654	-0.197205399408708	-0.646423390951539	-0.455117327839493	-0.529556752870508	-0.600576843001108	-0.603405421408205	-0.467268596134885	-0.530129291781157	-0.646089571040877	-0.478222879491865	-0.633120088066754	-0.25310394950441	-0.626110838663483	-0.0795641269669976	-0.53670587473234	-0.532554549263211	-0.464281431887175	0.581705761578204	-0.469916204815417	-0.519075932097692	0.268076432146348	-0.624668651561135	-0.501111033802528	0.281135210620272	-0.443086842098382	-0.640470923656064	0.168036444732758	0.633576426856162	0.624811527713417	-0.578031036348998	0.224895625075937	0.113983447142098	0.401380583171685	-0.491376908977109	0.312047331352048	0.375380040816844	0.305558482614725	0.211545049114293	0.521308345589153	-0.198868756812116	0.515562655625168	0.846998605154295	-0.570245061683271	0.798881330143764	0.811915217949557	0.612148593307204	-0.561080501438313	-0.314386259162253	-0.597478200219299	0.769133358048541	0.15811530269733	0.664278830125879	0.256645093999974	0.426792794162451	0.755541975390121	0.762030908916061	-0.648655604630473	0.192457261133176	-0.00757659118326799	-0.564062384391837	0.470886374965429	0.370200845634714	0.752120043164516	0.795658383588123	0.466013640604719	0.399327471168372	0.513039397929316	0.353058791494554	-0.456947845440967	-0.642776250942416	0.543220402727692	0.573136228882147	0.588069894563769	0.54444697194008	0.646119363529747	0.512315051465195	0.150391871498316	0.652395425853004	0.49001351892864	0.521722470760285	0.504216657125359	0.591482944625771	0.436439650849615	0.621665848972811	0.513597448125287	0.929038374034476	0.420203990586967	0.589358878555182	0.451083236321153	0.835260264805504	0.69054122239958	0.534680739559047	0.570276663039065	0.487382478153754	0.839416706986072	0.608817866885392	0.887021860764182	0.57774669859156	0.492321868440937	0.854030711078331	0.736430566161527	0.552478620643112	0.570527275368013	1	0.778930447925418	0.690986076600997	0.56843796089592	0.934732001739159	0.900101609559578	0.757512215390361	0.561648480565048	0.617206285696252	0.715296045590086	0.452889462216447	0.461813863918142
AMFR	-0.853790427080793	-0.84718582846583	-0.867693672820111	-0.828401932283758	-0.841693724847526	-0.859079776376433	-0.772746752208946	-0.838105280608906	-0.683245914396817	-0.349257035946991	-0.361943238899129	-0.868000910833583	-0.566504254594414	-0.650408175163776	-0.774150936014524	-0.776857137660298	-0.627002800575839	-0.649198659611227	-0.842169405157146	-0.822612255827039	-0.823698951049703	-0.325739665189939	-0.839834296833639	-0.0553728087610042	-0.759750644167715	-0.787049577358628	-0.501063692648839	0.779266055274054	-0.617677494504268	-0.733681689899912	0.26498324877311	-0.83345628089336	-0.631332056964464	0.392713020786771	-0.424160530969219	-0.875673747880511	0.260954869860848	0.215449938965558	0.752369764739296	-0.720467894092967	0.41034999948053	0.401962500772648	0.540916448131311	-0.760925651634212	0.549298843509613	0.681248472114454	0.646820225838076	-0.313753803836849	0.86296055444737	-0.482624368245261	0.794111500641937	0.518026564566946	-0.742911044618607	0.568264456550514	0.939509374200046	0.77681174882982	-0.781686222393301	-0.628896636552393	-0.782228899040048	0.802056084215205	0.324492093321444	0.922676863337598	0.405489369517264	0.745358194287248	0.776866238211264	0.620543268742542	-0.840631720537966	0.138267288907489	0.0113416882310095	-0.649713113970375	0.736848358203771	0.625108660005652	0.536082504680231	0.945155358136964	0.750813604285323	0.448546850780807	0.843705653695084	0.611717233727976	-0.695065859474158	-0.843822898663674	0.473610017798642	0.886315109180423	0.673790631899501	0.832480848736586	0.905979848170464	0.773669709237017	0.231931371287961	0.837861203207451	0.869373047626983	0.801397955866181	0.759330694665911	0.871325690816967	0.681820957425765	0.852196158313436	0.823079040336797	0.876566783496773	0.829319961378554	0.840009665888804	0.827480005031185	0.899281516920212	0.533498737840964	0.849791298467504	0.848166510767875	0.721009470236314	0.435241246402651	0.108615550001133	0.787307632720617	0.854285054423755	0.784012186148629	0.882612984657759	0.848825532771788	0.786995571187161	0.827757897709775	0.778930447925418	1	0.655982893556718	0.856872867294099	0.897144109574491	0.910426955971763	0.933978705662833	0.78441176261993	0.910416077662114	0.852213610461142	0.826331834970302	0.496484136483233
LRP10	-0.495311919658615	-0.363751535463521	-0.459033817396557	-0.480663172098429	-0.445435060711478	-0.525678517540244	-0.226687782476736	-0.395446716021855	-0.476727008588164	0.123715409167585	-0.130247698580067	-0.375028774544228	0.0519833885037783	-0.190844369690356	-0.259472409427478	-0.214928754060977	-0.0236993632208232	-0.148347419313275	-0.298371955220709	-0.477592390084118	-0.388048744893445	0.168568310333895	-0.319860949612738	0.349682854324214	-0.335195296525154	-0.484046096243653	-0.138803895581128	0.69680913620369	-0.0191928431033766	-0.316525591838973	0.54696007055906	-0.299362812718354	-0.0681332790144345	0.543525335264673	-0.0558425118478014	-0.456244835598084	0.126424438366833	0.544531195449048	0.830333734145253	-0.120008005841885	0.519987304396154	0.454101552035791	0.722855410664944	-0.269213375496497	0.467403003706332	0.580811741283173	0.616903652334759	0.124784595391979	0.538142556808523	-0.0457714189058919	0.615275755345111	0.666270611504953	-0.14749332967705	0.839771313377866	0.68325400891197	0.719574329336341	-0.26829152544364	0.0250697753222113	-0.199285323827608	0.849460079078153	0.692044766102642	0.535369052582845	0.701273304957038	0.593308265499295	0.710904695113335	0.560379629236852	-0.292993983505287	0.477229116771015	0.499806940047011	-0.117420887711662	0.63378645504652	0.530358801036928	0.726516787883299	0.665270798684593	0.656114484139599	0.458162727972038	0.599233085163458	0.63878752429168	-0.288963391800768	-0.301663471480104	0.579505444103593	0.524186029905686	0.828576548970401	0.631756911667796	0.538840476164824	0.619215496577284	0.419374141340332	0.722026282868349	0.521531924191259	0.493966345661266	0.65776255806238	0.595727898328226	0.724469599749245	0.659241426028537	0.635073798615307	0.692774181943056	0.383096716193288	0.614814340948129	0.60737097667596	0.747707790655423	0.470791891060963	0.583571832636949	0.621111188716999	0.695965117602424	0.583398702571086	0.423906697687192	0.725875853962576	0.613529902190133	0.611081431152174	0.745976616501131	0.645711238841286	0.655910600254841	0.676570610860228	0.690986076600997	0.655982893556718	1	0.650743045385013	0.704627158833229	0.680239514410268	0.687874220051697	0.626881642157494	0.655045010913243	0.744499122130265	0.527607665970514	0.669528755238364
SIRPA	-0.741881037925626	-0.741371731107991	-0.765991988215053	-0.720576235049414	-0.719048287796301	-0.758226948414458	-0.584172786668998	-0.694152028068625	-0.608275254005862	0.000660180882962857	-0.247874900587131	-0.736211267267722	-0.419251135686863	-0.524021099446128	-0.648709655772624	-0.611539096252125	-0.543021272496962	-0.407694805780234	-0.717385337911523	-0.795918080484341	-0.696138731697236	-0.0480836757093019	-0.727020758676686	0.262757518765547	-0.596441164604447	-0.693214325853994	-0.439162620652923	0.823285492172045	-0.44987692343701	-0.625331050918098	0.443715692108602	-0.727662497948418	-0.364160419666259	0.638595833574654	-0.222371917319842	-0.756493481886079	0.484004496814544	0.101784951547531	0.811535514198278	-0.619056744703166	0.729466141616576	0.468576015325339	0.701670009036668	-0.703111700441631	0.767901425460482	0.758196439174247	0.830081611929665	-0.561513048058683	0.925757408982028	-0.401795675442601	0.937242313566275	0.270407400688795	-0.654951656903262	0.440800828467781	0.890074117104606	0.941341991030339	-0.601670171808646	-0.587954266355925	-0.651943279716818	0.846445893003529	0.551775457476179	0.792351706186503	0.580476638054792	0.956711643309747	0.81142052900002	0.445040275067859	-0.716613577085099	0.267135883458179	0.228182359982328	-0.428138968485445	0.948406079614034	0.898245545152367	0.452857808755596	0.902537346619043	0.965461194679148	0.608198911302802	0.985175210184205	0.860981063271124	-0.5496505724434	-0.728369631939241	0.538539723415276	0.953036009709813	0.782843476417152	0.981786425626317	0.86640297036501	0.939809839896482	0.52629969523309	0.973254755093869	0.939195651204257	0.92781190085567	0.961851842759035	0.979481903622627	0.89973570442246	0.973499719054478	0.978650599809347	0.708411368157658	0.776102989922091	0.969549897232778	0.966375431184599	0.866434236406318	0.413345035547692	0.980408304778944	0.986559656841858	0.933913456483731	0.211370500040283	-0.113409664868597	0.679725614683749	0.900520371970103	0.969859875787252	0.822904511225308	0.888020287698264	0.972993261588034	0.985412674513151	0.56843796089592	0.856872867294099	0.650743045385013	1	0.724924433641864	0.787529517129969	0.950929771990352	0.96509280408554	0.9624334535998	0.941595232478982	0.950128760229174	0.665403663146678
