""	CD74	SORL1	LRP1	PLXNB2	TLR4	CD163	TLR2	NCL	ADRB2	TLR7	KCNQ3	ITGB1	ADCY7	CD63	PILRA	HAVCR2	TNFRSF1B	APLP2	LY96	SIRPA	ENG	SIGLEC10	CD81	ACTR2	VSIR	LRP10	CD33	CXCR4	ITGAV	RPSA	SORT1	LAMP1	PTPRC	ITGAM	STAB1	CMKLR1	INSR	CD69	NRP2	TREM2	LILRB1	TFRC	AXL	PTPRA	TSPAN14	ABCA1	PECAM1	P2RY12	BMPR2	STX4	IL6R	C5AR1	TREM1	FPR1	LILRA4	RHBDF2	GPNMB	JMJD6	CCR1	PLXDC2	PTGER4	TNFRSF1A	C3AR1	CANX	CD4	ITGAX	CD46	C1QBP
KCNQ3	0.797150437309269	0.758623119593652	0.787371649413924	0.755225419185831	0.638928962925462	0.74070145401623	0.629543607907575	0.712289443458088	0.361510735263866	0.722908914257032	1	0.747140443866281	0.742372052248315	0.739338164578186	0.752321747946418	0.757324805896768	0.785495266906886	0.778022640614588	0.649541048273151	0.78155547979716	0.696273182193807	0.782248901699501	0.797265439973179	0.777435623242633	0.702807042829914	0.729728255444164	0.625582109152247	0.429312928310153	0.79441802644029	0.702580517615921	0.724495461524414	0.747800889827368	0.730473205967544	0.755610479504315	0.770655729920037	0.734543432997242	0.357279513906356	0.699786483400605	0.730720041783682	0.775318901697801	0.768482795740523	0.747848548333201	0.745677215356628	0.624619088155107	0.713138768646263	0.718730782196482	0.647884382200354	0.275117270556221	0.686673860638596	0.717235635947432	0.717224712562168	0.740321199674268	0.639177445366186	0.809545617286674	0.640725097006519	0.745810602342609	0.626646625739806	0.679084320302351	0.799509335508343	0.806403796951306	0.790995689364854	0.787277025025671	0.749323255782273	0.763778434334107	0.785117598820457	0.756955873247492	0.642533384005769	0.683423632638228
ITGB1	0.82577575578795	0.713173828813618	0.928895449091796	0.845205958030223	0.608180794410494	0.897196395146647	0.628284185082638	0.864705315362679	0.250358155926417	0.65235602019814	0.747140443866281	1	0.726715263429766	0.902838553998207	0.765398860002491	0.86261336188699	0.876832765836354	0.908464629765918	0.820506345507833	0.896435394359924	0.858884433506063	0.826288976788189	0.918969079689857	0.88675111950321	0.572667450864351	0.879719086383465	0.623574286402932	0.331744269441994	0.910428167204365	0.847238282427597	0.669371248118253	0.895463858920085	0.737763887687818	0.814207347462959	0.889678089904826	0.838690560093163	0.397327702867766	0.75961687554803	0.82454647653666	0.872617103137124	0.795271897576018	0.849463273067867	0.803908753268305	0.751125674545601	0.761561346893182	0.893592176325254	0.73550003566595	0.064940335307516	0.814718839320312	0.791312193231819	0.732816251604051	0.832730175825972	0.72381599649706	0.865199888829794	0.658912228152898	0.687515017153361	0.79494835994951	0.670779182059746	0.87836569607631	0.884716744317488	0.843023124999438	0.86797047301806	0.737407927118091	0.919563168906171	0.897275276163244	0.837221052788297	0.722882020236176	0.859108123498321
ADCY7	0.779858563145466	0.739364753389883	0.774450604905538	0.726341253940488	0.58400484808418	0.730437810345235	0.654142515389978	0.697502512064055	0.334585646378613	0.722206793156851	0.742372052248315	0.726715263429766	1	0.678862864478542	0.782442867350329	0.721780460926742	0.756141883118897	0.747307925126116	0.637476977216098	0.737141836841715	0.656066863317488	0.72533966369976	0.757607173486877	0.761780426124079	0.665504314512811	0.710027374042822	0.582683189777355	0.520567465141825	0.780504346299445	0.702032661554398	0.720889866843374	0.690980087552596	0.751001453123461	0.704031795703643	0.722477407161446	0.72075325775886	0.373085950132751	0.690516097498908	0.74803022574527	0.72367288716198	0.689138250857811	0.754377469843536	0.729127176206319	0.610537355055782	0.742347786610225	0.696943061731709	0.679857089790845	0.264200189187662	0.724050313166995	0.766154363986012	0.679269052152828	0.735660481193822	0.649878724388215	0.773290029954699	0.617181201234781	0.74741789639689	0.556445829573224	0.697281958562366	0.76687500701815	0.795590283868046	0.746851146760072	0.790620722021303	0.696550006602624	0.741397021613774	0.76386025990133	0.770651835956795	0.65707682684173	0.677048096817999
CD63	0.799317113621155	0.631778874484778	0.885245252178332	0.784853999535731	0.590517782266152	0.91774077874543	0.516906706785828	0.749230768891872	0.148835782167004	0.565372265697493	0.739338164578186	0.902838553998207	0.678862864478542	1	0.701582216454374	0.806016512021801	0.855987847009833	0.932105795646464	0.877245572966788	0.870946799414441	0.87369435667787	0.887812148398338	0.930270345565574	0.823814794400888	0.461924170563357	0.849233180151217	0.60334291550785	0.191060093415626	0.894872479194382	0.818372882594233	0.585508232486657	0.911619819683663	0.598261004882529	0.77075843825339	0.923178698602337	0.82622893426052	0.230091384388245	0.706534934742567	0.793316242563508	0.920339808861358	0.77443174494293	0.829288181577565	0.761980430298753	0.679758476199273	0.666783862045634	0.865501056596048	0.680057702150066	0.018713912961617	0.751275808338151	0.710485112446292	0.69766180119953	0.792768143689593	0.616020888468355	0.839214660539169	0.611365761850888	0.583535131502715	0.874371528935156	0.548055609273312	0.875372339075725	0.861759013768943	0.791520436216189	0.837840214266179	0.71122687305023	0.940743330880916	0.870881199891681	0.790166255489324	0.65640390864361	0.827637661958195
PILRA	0.875545783130606	0.803413537881958	0.842038424155387	0.735569463671899	0.641536287298104	0.765332125043976	0.697016494795583	0.770678663092863	0.29763956842271	0.780326702794753	0.752321747946418	0.765398860002491	0.782442867350329	0.701582216454374	1	0.825703096718448	0.772336697917105	0.755953179762713	0.720961085553976	0.779358739452529	0.64897232619577	0.740162219017161	0.824492641102896	0.847655454640665	0.782082790948723	0.758916684751852	0.716939728122768	0.448210518361199	0.813861405583164	0.794969703578602	0.78735072447107	0.759533161490827	0.842359452902227	0.750743968648766	0.763969447386346	0.762850316793174	0.454540799170568	0.811243319353996	0.80983792420985	0.811882686672661	0.758839992790891	0.822854846758211	0.855558046225586	0.669818376237277	0.860876052717365	0.719760567456843	0.738521135294416	0.246838260535318	0.819515857718155	0.829346188287498	0.723468409084738	0.782681860299473	0.723298982649278	0.798548149003064	0.737379491106491	0.829393488996065	0.540308868031902	0.744974022749813	0.805565148730249	0.868634431139679	0.795534407854253	0.826627155450075	0.786271805220425	0.753999206236956	0.832816069590117	0.776467823455762	0.712500790601147	0.756202984613898
HAVCR2	0.860345076047777	0.817564872827495	0.885822881062687	0.78677198028679	0.729509718739223	0.806242244359784	0.758096008082925	0.82421601646724	0.393074251085427	0.692152057231495	0.757324805896768	0.86261336188699	0.721780460926742	0.806016512021801	0.825703096718448	1	0.811179641103929	0.816491231732422	0.713631346483791	0.83931351119446	0.763260484516796	0.835046172628547	0.855975597408318	0.915460942984934	0.717478778345011	0.802880335429185	0.635924611317959	0.461689429124157	0.864154036626397	0.738602070642286	0.669201227629948	0.816950179800774	0.832055011282144	0.829262541386339	0.814558633468618	0.746685969819971	0.402796234145309	0.783691548309809	0.815047883103508	0.844357883100586	0.792472122766783	0.848275851959087	0.817033389430009	0.728047568012661	0.856895133138279	0.795303052142037	0.767509181320275	0.213124940061703	0.786612618435275	0.797255507675464	0.814474501632385	0.806390069961651	0.735033692466569	0.865682924089168	0.718678192865015	0.822481564192981	0.64492234236869	0.726758164687296	0.836749441971109	0.898600895127336	0.829239654224167	0.863271245242534	0.834576901177307	0.812586613981194	0.874466094583829	0.851343827936612	0.751452173461651	0.749226319206509
TNFRSF1B	0.779896625675203	0.700091328825652	0.886463215751642	0.817367613651991	0.632546972199869	0.898011729881023	0.627166399503828	0.760664958788683	0.262650465710651	0.646801048522713	0.785495266906886	0.876832765836354	0.756141883118897	0.855987847009833	0.772336697917105	0.811179641103929	1	0.901354910458085	0.770234119620612	0.86557358470329	0.863432881092693	0.82474718070965	0.894472240870367	0.851111527546042	0.581619675116044	0.863210693085999	0.592459464436032	0.433039928227471	0.863002729379002	0.759190441421591	0.664090176997731	0.852149848140003	0.715556320087086	0.79804834860494	0.887972109106111	0.851987464603017	0.424837369923198	0.72347464821668	0.835411982484594	0.820719425490036	0.805509860547926	0.840420996906092	0.740010150553556	0.668923890330088	0.734332046200592	0.901818058814871	0.725413106821703	0.144976257634563	0.741175870301208	0.758526415921597	0.765991292953895	0.866963995536493	0.713727717411579	0.849497507388109	0.617777748080497	0.71102945310234	0.834948501609412	0.68231500967282	0.884435620556677	0.855680675427004	0.856722983102876	0.856987696482856	0.743049158948722	0.864013260959681	0.869539297411315	0.825082684474395	0.725299363610459	0.777005534529057
APLP2	0.771894965080139	0.650517240667003	0.919229263388644	0.821091970945889	0.643459082309313	0.943717520634805	0.597866234980777	0.772638801185954	0.20373417583619	0.616451775693031	0.778022640614588	0.908464629765918	0.747307925126116	0.932105795646464	0.755953179762713	0.816491231732422	0.901354910458085	1	0.838194004026655	0.898112453818305	0.892905757206028	0.871533390907374	0.937038888406332	0.852562628051705	0.517336683254571	0.844583624106822	0.589121350728051	0.307990382727537	0.899414672836755	0.79931978442285	0.632530505891927	0.934975492731623	0.65435349812492	0.816832708009903	0.93629319899313	0.862902614490182	0.337526966400467	0.700531884570012	0.834719276826938	0.856971365470327	0.77394530427105	0.843305494205037	0.728053000565261	0.71710438903487	0.72499638067653	0.928045614685396	0.72528259732873	0.0469307689159416	0.771083114584027	0.750067768651092	0.727864246263303	0.856197257941626	0.689311993244576	0.845544847121437	0.599934058925544	0.657032392160843	0.888288324512513	0.627464891240922	0.905187549628836	0.849665931700533	0.8385811725747	0.853607685213854	0.730762655745657	0.934265027446002	0.899393673587912	0.803916920670795	0.698895534885743	0.824050828048893
LY96	0.810220869471521	0.566658177075895	0.824774940482411	0.694349605663634	0.459860085184684	0.863107799252749	0.42646439675075	0.732797471564821	-0.0148630785758272	0.581605763857537	0.649541048273151	0.820506345507833	0.637476977216098	0.877245572966788	0.720961085553976	0.713631346483791	0.770234119620612	0.838194004026655	1	0.796219745506424	0.775095539236507	0.796873138659299	0.864641256245826	0.76465304455823	0.436992983538838	0.751524354672623	0.686937173547817	0.0859302415853817	0.855727461645849	0.876397480862758	0.591968141635232	0.818295584168376	0.610050239824518	0.699371659553427	0.848659723246075	0.77965586783666	0.205196265094969	0.760414442045582	0.781361408648238	0.884553815443711	0.68870988226741	0.807312844648351	0.790598890216294	0.592720100137938	0.680882068721368	0.794228957347148	0.627046821646732	-0.0303366164626068	0.730136903030224	0.759381235172057	0.58562544525566	0.793652312276911	0.663105349747421	0.800724889555301	0.553607760964959	0.558925706092965	0.730302941292345	0.569731639997334	0.80150430610762	0.789075612231076	0.757659220389218	0.798120817824139	0.614916278775446	0.862988164076443	0.831024748257828	0.682067620359244	0.620472184566554	0.813978151089062
SIRPA	0.819242440280976	0.738885632538904	0.907763250844144	0.815247050788496	0.61922050082524	0.9063514207058	0.619346030028852	0.756998869521665	0.206124489300878	0.655931181674389	0.78155547979716	0.896435394359924	0.737141836841715	0.870946799414441	0.779358739452529	0.83931351119446	0.86557358470329	0.898112453818305	0.796219745506424	1	0.82139924539611	0.81883063896916	0.931064065866424	0.865385417366343	0.600007822827274	0.840673928851084	0.665565601203739	0.365732815515935	0.871280181460278	0.813274430559977	0.682130007163682	0.875035462546202	0.704429394011801	0.823694482402254	0.895564238135285	0.843931696986278	0.38639137263101	0.762947863533046	0.822286187472338	0.865864810417879	0.805949013551575	0.840273770060355	0.804671097124526	0.670035911504671	0.765976064491208	0.879460148807861	0.750475026217649	0.099845065084656	0.779026321171379	0.765493548110457	0.739971283452769	0.84936375777137	0.697655728039633	0.836798223499227	0.700744222382559	0.699594771278685	0.810019457126613	0.635710059293715	0.894961554182395	0.889379351904404	0.843249121531793	0.848317393599501	0.743207596059032	0.885824186419005	0.903992527840394	0.814827673712273	0.725464852899072	0.78839654244544
ENG	0.693811886602372	0.574268440607483	0.821094858879924	0.783216119142404	0.517336542103212	0.864804077584835	0.519529566925594	0.715515501562067	0.204652704675916	0.530034881343799	0.696273182193807	0.858884433506063	0.656066863317488	0.87369435667787	0.64897232619577	0.763260484516796	0.863432881092693	0.892905757206028	0.775095539236507	0.82139924539611	1	0.770600223841222	0.856912485471643	0.781501759224935	0.436307933535324	0.830320307123398	0.505273799553805	0.261578471384172	0.787300997638155	0.729499402698479	0.548697450711302	0.870677959312199	0.604001619533659	0.762053645546736	0.873627802050104	0.784097029530321	0.352561135950806	0.60819589908728	0.712105814310592	0.801775541305467	0.763061948551542	0.702440140117483	0.639504045259347	0.606999363708551	0.597314323955031	0.904713800509905	0.587883417028792	0.070525310489178	0.663267205917769	0.642618769594563	0.673099925641428	0.782829852848712	0.639620450259331	0.817898174023153	0.551854510057248	0.551806869681371	0.889900475538468	0.514933910510352	0.83257853932505	0.767389812339764	0.783503242635783	0.788209656120627	0.673363913386043	0.825350960771401	0.836772979222236	0.756863956846167	0.632457376008027	0.747633840337728
SIGLEC10	0.805476572390886	0.67088416014106	0.859417004443934	0.774314859288818	0.661435740293913	0.862652970479646	0.607169450244153	0.720750677230739	0.219491758607077	0.628015041643442	0.782248901699501	0.826288976788189	0.72533966369976	0.887812148398338	0.740162219017161	0.835046172628547	0.82474718070965	0.871533390907374	0.796873138659299	0.81883063896916	0.770600223841222	1	0.856265775955137	0.819877709000634	0.589034252568054	0.764837603925122	0.610611425701713	0.307467424721003	0.893707931022326	0.723870598637449	0.618667343757903	0.832386191797838	0.6815584952198	0.785539968951873	0.864757472479685	0.785692243691875	0.265113076084885	0.732519565116591	0.833332814763813	0.844782141109197	0.722283699139072	0.876042081816739	0.752206792577613	0.703651914983881	0.740585553868775	0.790601596537163	0.681085397483592	0.0943835762443135	0.747039989843664	0.764526043592109	0.719798207613376	0.795063711538239	0.656466315728301	0.843436764866537	0.561321236054884	0.706976582475922	0.730158345259684	0.658449325238326	0.845107777949297	0.848019906472454	0.80246976443799	0.839007822858935	0.73550596478856	0.862061957384389	0.844046524545686	0.773633576226381	0.662088171254412	0.738145994201818
CD81	0.871333762653798	0.765697516276878	0.945276539840064	0.827926407719414	0.627473432684598	0.946712461215598	0.609547122703642	0.789015711085008	0.2134853852055	0.694214140961733	0.797265439973179	0.918969079689857	0.757607173486877	0.930270345565574	0.824492641102896	0.855975597408318	0.894472240870367	0.937038888406332	0.864641256245826	0.931064065866424	0.856912485471643	0.856265775955137	1	0.905237191899367	0.599482132534874	0.883433117159368	0.683726710318031	0.323203649233637	0.92676764940443	0.878906431727766	0.710542473896133	0.92090819756927	0.722189552705692	0.83338454919571	0.938920739191007	0.887399299510443	0.358108837517652	0.785998408409474	0.845945842092901	0.937887485223063	0.842985023208685	0.886805647341195	0.860370178126465	0.697004408616983	0.798484768345838	0.898817617304362	0.763228345407005	0.127954861777051	0.844303620672282	0.805044825313773	0.752635267558	0.863480402440673	0.699537607610543	0.871712261962119	0.743615171603481	0.718752469268874	0.834773442496049	0.661475502012966	0.943860823116628	0.936043320227393	0.857245697308881	0.879231753437247	0.781072180949448	0.945971304654083	0.939073128461348	0.85860372899611	0.73561660275007	0.848945717028308
ACTR2	0.876298683882103	0.844854173587705	0.924246581806057	0.815613595265978	0.667734704138127	0.845165280797065	0.71860479450473	0.874366929261055	0.358053664769364	0.753233658143955	0.777435623242633	0.88675111950321	0.761780426124079	0.823814794400888	0.847655454640665	0.915460942984934	0.851111527546042	0.852562628051705	0.76465304455823	0.865385417366343	0.781501759224935	0.819877709000634	0.905237191899367	1	0.70215745306776	0.862120533461973	0.636273449185764	0.480154627771737	0.889454584749207	0.838003384918897	0.736159284413294	0.851014023564911	0.833063825403594	0.857768774479444	0.831301273943326	0.809669978060075	0.449345449977499	0.798534605598484	0.822582825037889	0.862371533052588	0.852172375929762	0.84766596781332	0.849029170736901	0.756168809272632	0.866250605016328	0.853710606591134	0.794301385492078	0.178534259152116	0.836713825955266	0.829246211713608	0.816936802985259	0.838486006399859	0.757402582496438	0.883594352257493	0.750102097004425	0.814427389510596	0.693844002044921	0.741087468369212	0.892806708276798	0.914076557895294	0.858032239170452	0.862173766099836	0.850576965827616	0.861546123375389	0.905776964487568	0.871091414997905	0.758573559278376	0.819893439871727
