""	CD3D	CD2	CD3G	KLRB1	CXCR3	KLRD1	CD247	KLRC1	CXCR4	CD8A	CD8B	ITGA4	ITGAL	CD44	ADGRE5	ITGB1	FAS	TNFRSF14	SELL	CD69	S1PR4	ITGB2	ICOS	CD226	PTGER4	TRADD	PTPRC	SMAP1	TNFRSF1B	PILRB	IFITM1	LPP	SIGIRR	PTPRA	HAVCR2	CD74	SORL1	VSIR	CANX	TFRC	CD81	C1QBP	APLP2	CD63	CD46	TREM2
HAVCR2	-0.162866484391649	-0.069323633319557	-0.0291531121117354	-0.157973202166271	0.0306233798715678	-0.033114537852266	-0.0824542631819213	-0.156897448841384	0.058752925762613	0.0133347972250789	0.107962151071105	0.164701840912596	0.160619326655883	0.147430462106102	0.164535736597324	0.526676914948237	0.13363452479415	0.360293669805514	-0.195145760727729	-0.252609555969483	0.007568584513771	0.862659008944751	-0.0520151340503945	-0.109962292977414	0.33724600196637	0.332733739987426	0.254389022520537	0.485064744474333	0.693181057567191	0.317967307626057	0.297850795997095	0.518207506824604	0.487095035927624	0.427727219005285	1	0.773605163614564	0.836590191636743	0.811259714817854	0.510663198395587	0.862033230768512	0.860491271108268	0.269940592019175	0.632448952231083	0.522105456691056	0.540972817292785	0.901432027838264
CD74	-0.14031005074505	-0.032877623330579	0.0973912566576725	0.159563456617862	0.219299295121691	-0.148809561497561	-0.0257886098406176	-0.210844129856316	0.222945233785231	-0.163089490856701	0.00509525383048992	0.32614704029136	-0.0415672375817613	0.307941965161545	0.18203845028825	0.778446488205924	0.328115474589259	0.710029917183942	0.108180823598568	-0.107750107439576	0.269689788985616	0.797515391719101	0.0618123835825294	-0.0559716949405898	0.526373978765112	0.587184447606181	0.318124051178139	0.741441029476777	0.725956563617815	0.277124660277631	0.626033202167947	0.680630185054393	0.651107318471769	0.554678005628269	0.773605163614564	1	0.780602769630876	0.91872555697638	0.760814169805559	0.678303370753253	0.809561556679591	0.677536584881991	0.734171768418054	0.683405575095769	0.69917546842863	0.655364631107137
SORL1	-0.324226433796969	-0.207394341517195	-0.100810267612386	0.0539471867693137	0.0589988915962573	-0.284566667834618	-0.257996257465327	-0.337484779323802	0.012254299492911	-0.327618706635471	-0.18584270665222	-0.0766280481760474	-0.149559960266261	-0.0207040170165998	-0.0631099117300878	0.54484279119465	0.195102899987624	0.450330156843342	0.187022437005583	-0.119806918822496	-0.0320548214735943	0.714032093822074	-0.0345092131043012	0.00743088295472	0.466127245757018	0.36652404708511	0.120811651276809	0.533000537391101	0.589705099118446	0.179562430655319	0.319188002756154	0.540462076398355	0.429636141129542	0.443482115407592	0.836590191636743	0.780602769630876	1	0.866948917947049	0.559281055594732	0.821816822759707	0.79961952126461	0.368777526815383	0.64084683374015	0.512018936195458	0.609864861347189	0.870787371194463
VSIR	-0.153351891346174	-0.0411687246892034	0.10522346146279	0.098600702904895	0.0989335550575346	-0.255921183524395	-0.174233586205949	-0.292861453887359	0.234105768750486	-0.197333956905524	-0.0410139252468365	0.201285514018328	-0.0151196061110762	0.249694406951106	0.17122809056081	0.726169623463933	0.183121174672396	0.62549361330325	0.0825529700646319	-0.0104270657203854	0.210422734485616	0.75138870594231	0.136667604306711	0.0372849246672053	0.494919955687484	0.427236417491998	0.323228449286795	0.69561671955215	0.761340234929987	0.268566062012904	0.535747919803918	0.666689004153696	0.606788803283864	0.534443767936728	0.811259714817854	0.91872555697638	0.866948917947049	1	0.711006271532248	0.741825669353254	0.814052097634242	0.519784485180684	0.703635149992807	0.615573780304343	0.720261603708082	0.719438288373587
CANX	-0.11933835415618	0.000347651425174501	0.0941837348885747	0.138005471259274	0.217318715115708	-0.25973052140321	-0.11115105765968	-0.279475546640327	0.0859196524055508	-0.263855020756206	-0.0315875098435052	0.285589246717459	-0.101671367005213	0.208020965808746	0.232256373751414	0.880007434253316	0.375395645645722	0.632271633550632	0.103323028165084	-0.0995967305294818	0.254959927662819	0.517220994090503	0.136996213725487	-0.0280486776513408	0.293394661221164	0.533760077005229	0.185209533608525	0.937820521621996	0.638812167124787	0.360017286194839	0.703116652649412	0.868281801422254	0.665312582429408	0.878080711172344	0.510663198395587	0.760814169805559	0.559281055594732	0.711006271532248	1	0.546816626596412	0.789036935113208	0.780779231551187	0.929264053186985	0.918153381328231	0.763619202000465	0.429340475120083
TFRC	-0.383592880158898	-0.280339095675091	-0.209926938380786	-0.126483312484285	-0.0052549578054353	-0.139482136147392	-0.209880633112103	-0.257176008970389	-0.0127037470255045	-0.184389213873044	-0.0958170293208221	-0.0454603014663539	-0.0218330852812477	0.0291907420521275	-0.0246090766775616	0.508322032885431	0.0840755329069536	0.318457309940441	-0.0713742642014974	-0.161172152458936	-0.1551784241593	0.703152552548886	-0.149442761802729	-0.0154091572659616	0.426433852599821	0.279185183864312	0.0218067778586474	0.502032773806591	0.622925204116712	0.256722430569339	0.25232705848158	0.571577533681398	0.400088742161195	0.483923948089533	0.862033230768512	0.678303370753253	0.821816822759707	0.741825669353254	0.546816626596412	1	0.871254374569971	0.260394236971441	0.666267640696972	0.516967265207567	0.538986476653717	0.835963633371828
CD81	-0.278670504313687	-0.157610127877629	-0.072236791801714	-0.134546534150856	0.154674758209738	-0.131225111394807	-0.11069714744946	-0.262627921712974	0.00284221826139156	-0.109297432930255	0.012223831720515	0.12578046167209	-0.0158437291505966	0.149144314785831	0.163185833711799	0.764743677586061	0.31401499832336	0.500533206224466	-0.108629319759829	-0.286135573940333	0.0206808743279769	0.808948493442715	-0.130549528656309	-0.185905160948551	0.361016197234306	0.450422986682371	0.131934925778375	0.704101709729675	0.73469606973698	0.451392868447756	0.54261431655327	0.757339973606888	0.623141240156455	0.723073343137656	0.860491271108268	0.809561556679591	0.79961952126461	0.814052097634242	0.789036935113208	0.871254374569971	1	0.514285333710189	0.870602585467394	0.793982495048285	0.742401036930433	0.81071407026986
C1QBP	-0.00840144640247954	-0.0114228498068954	0.124514390830276	0.40826187398984	0.248505275290807	-0.185494988350911	0.0640781020581032	-0.152550584476929	0.00847907843399337	-0.295473627904414	-0.177856052277845	0.3381269480025	-0.320011497425385	0.208106845085529	0.113824254417506	0.751406178179204	0.565379166553753	0.668217359823367	0.342493756215278	-0.102778963726995	0.479476854085672	0.401326340957899	0.194215482411545	-0.0124176830704413	0.230693412202296	0.708158350559834	0.119247101765174	0.757459438280703	0.323099635474502	0.0899416357244012	0.741491652218965	0.622573040492308	0.454754990522087	0.558593954104164	0.269940592019175	0.677536584881991	0.368777526815383	0.519784485180684	0.780779231551187	0.260394236971441	0.514285333710189	1	0.690084487197269	0.749331926833289	0.491046052020441	0.230595571068444
APLP2	-0.265034065075306	-0.17928797650094	-0.0862424722233764	-0.0691531173270067	0.0978298439084293	-0.231482505879072	-0.201655054579497	-0.284428723141469	-0.0897309096829547	-0.24666474044088	-0.103521658714255	0.142317144816717	-0.137966895744728	0.0691155202343687	0.150888614391628	0.799749443928345	0.353976315365685	0.467768432620514	0.0207299799095064	-0.279532299973684	0.0965487829734817	0.581060131601514	-0.0453589943136246	-0.0954879468998882	0.216202064102464	0.444735114550781	0.0267512559480133	0.83626627035681	0.601719066697935	0.36381550445788	0.560132188320763	0.843595057201652	0.546525398338344	0.883614303293752	0.632448952231083	0.734171768418054	0.64084683374015	0.703635149992807	0.929264053186985	0.666267640696972	0.870602585467394	0.690084487197269	1	0.962520288506972	0.699992012403764	0.60610060969895
CD63	-0.171451119396769	-0.106382535108561	-0.0189142424923045	-0.0685728673255734	0.193534108960872	-0.154190597624879	-0.10793073668074	-0.21999928677593	-0.0921781010310339	-0.168597031856788	-0.0545732965965155	0.229167852089828	-0.120179891920943	0.12721200765292	0.208007074263494	0.827859373829857	0.424633167411579	0.475520995461424	0.0112930109189149	-0.312527022712022	0.180596052802444	0.539938077639732	-0.0590941571380894	-0.156324994734978	0.134704025155913	0.473204448133619	0.0484966410367477	0.815915430364961	0.548573700315229	0.39508709779666	0.617180378015157	0.794673075366938	0.556502821132137	0.870076210104833	0.522105456691056	0.683405575095769	0.512018936195458	0.615573780304343	0.918153381328231	0.516967265207567	0.793982495048285	0.749331926833289	0.962520288506972	1	0.681301251261422	0.488834492515295
CD46	0.0233443402722244	0.246519552884389	0.329327363653259	0.086776371575813	0.407997708890205	-0.150523871179167	0.0440367702778617	-0.206092517935518	0.275850314604074	-0.0244544140464936	0.145647558941573	0.218393785597227	0.0585137655346121	0.357164552644562	0.396184727122292	0.802000421819734	0.382769670981702	0.64060544076403	0.132674848982355	-0.0409487607936352	0.180287526192189	0.603971916018936	0.119831638450109	-0.19819067004143	0.433113993032798	0.41681914383717	0.448486161539859	0.70562397488404	0.808032530991635	0.596021137720969	0.721446102502278	0.657590242974079	0.803927072842813	0.749932153509902	0.540972817292785	0.69917546842863	0.609864861347189	0.720261603708082	0.763619202000465	0.538986476653717	0.742401036930433	0.491046052020441	0.699992012403764	0.681301251261422	1	0.406567235934704
TREM2	-0.378302016647362	-0.331088454156195	-0.282579649072756	-0.198614920151823	-0.0647159625842761	-0.130801946020787	-0.238714250257614	-0.212728113078988	-0.125763691536756	-0.171633232652189	-0.117292872213608	-0.0733559831691909	-0.0456285226694811	-0.102127919681656	-0.0944176267695318	0.403397388454973	0.0692010503754965	0.231615450577979	-0.116808987105094	-0.294932406938388	-0.161070144898759	0.753923333140346	-0.208052403362597	-0.0778286065407741	0.277337243845816	0.230206345425029	-0.0143581790483319	0.368015115604011	0.499372736557657	0.137473173193317	0.126830638938631	0.418077843126992	0.269459354750924	0.346327105931106	0.901432027838264	0.655364631107137	0.870787371194463	0.719438288373587	0.429340475120083	0.835963633371828	0.81071407026986	0.230595571068444	0.60610060969895	0.488834492515295	0.406567235934704	1
