""	CD44	CD2	CD69	CXCR4	CD3D	CD3G	ITGA4	CD8A	CLEC2D	CD8B	PTPRC	PILRB	CD47	ITGA1	NCL	GPR171	RPSA	TNFRSF14	PDCD1	CD96	JAML	KLRD1	CD247	CD46	ITGB1	S1PR4	TIGIT	ITGB2	SORL1	ACTR2	PTPRZ1	CD6	PTPRA	EGFR	JMJD6	VSIR	RACK1	CD74	F2R	CD63	CXCR6	MCFD2	ABCA1	CD81	APLP2	KLRK1	TFRC	PTGER4	SMAP1	TNFRSF1B	CANX	IFITM1	ATP5F1B	ITGB8	C1QBP
PTPRC	0.936357010672909	0.979626613563131	0.992138749345386	0.990667822744021	0.949516347199873	0.972257542770376	0.936235609514971	0.948390266921421	0.969652301195722	0.9576663605925	1	-0.0765676789704819	0.754681480681334	0.428404454855529	0.324930121655558	0.928842110021681	0.668544933296537	0.729212525869399	0.947905006183914	0.980177566651773	0.930420587727222	0.592492202672744	0.919905446934911	0.287483050205602	0.865129176850368	0.853940596110131	0.969928864620159	0.90805920015698	0.340075473417358	0.868683938064094	-0.483251876688627	0.923428980860442	-0.151809344712193	-0.441639492307157	0.678612398358724	0.792312083045176	0.168046233663826	0.404795474616085	0.422331847909259	-0.286731623800024	0.949610306911673	0.126225432789028	-0.536864913669283	0.094264422452033	-0.182856484036186	0.794822930256676	0.259709403753955	0.929365300918277	0.327483818863359	0.881399807211738	-0.282249920148298	0.921117910726339	-0.357797306588326	-0.527591366862044	-0.210848570633973
PILRB	0.128568168126099	-0.109067377031534	-0.0475667781117671	-0.0921412502876029	-0.174718705923725	-0.120029695130691	0.0443895668255093	-0.13678370964333	0.0601721749660527	-0.14066976528973	-0.0765676789704819	1	0.127885060839918	0.0505464160652128	-0.158566956808479	-0.137179235372998	-0.365534846673495	-0.305250703399788	-0.0962207634841178	-0.073382225130978	-0.181238625899734	0.2565018486288	0.00515202943777046	0.365835074776804	-0.171213518741738	-0.202503044620844	-0.0504893505342126	-0.0978187838647547	0.162237865631362	-0.182168678504705	0.240528544594737	-0.177186901565162	0.0505435467429453	0.26360135633943	-0.152853141603602	-0.234904559501271	-0.315697761813855	-0.211605441811329	0.223674348126292	-0.240999252321036	-0.120452799066285	-0.215077748566593	0.500155684186086	-0.310509708291162	-0.082303755889946	0.168220077624163	-0.208565299769912	0.0298956436909783	-0.0789188916427019	-0.201499909248756	-0.118500816830961	-0.149887618364561	-0.284428829140426	0.267261377199269	-0.375267658992249
CD47	0.87209729767098	0.75112128292889	0.76609243275575	0.744028681104499	0.706834246480302	0.755133991721742	0.730413795267134	0.658691619360545	0.788770880628419	0.734509984703491	0.754681480681334	0.127885060839918	1	0.259517122510764	0.708320212279514	0.73781443048673	0.695745056797688	0.489148828695282	0.700424474720172	0.731736827079033	0.710550600223048	0.441592937582699	0.704250674561223	0.711550698582132	0.784734973605642	0.674856882962939	0.76356835733951	0.676584231282181	0.383375308499749	0.885570818223139	0.141973633659552	0.699303170656285	0.46989185956353	0.153370172931228	0.834515505105983	0.571538304974265	0.463321801592347	0.261283388632301	0.795342618303973	0.190415085272476	0.708676375487422	0.562533892281222	0.0387463636554195	0.506141778583763	0.380728840844704	0.609518096977584	0.604743611839794	0.699538938707497	0.736226975375826	0.607695095121801	0.287255968437016	0.733452632897191	0.09504410987659	0.0736532475023169	0.167150069375928
ITGA1	0.379864790611538	0.348804933199786	0.421931988100017	0.412235502367519	0.360834748123965	0.34331871261359	0.417823188255816	0.56656999916782	0.431215939774027	0.349431401411726	0.428404454855529	0.0505464160652128	0.259517122510764	1	0.133694447510709	0.165547829110682	-0.0331656414736306	0.329834400009648	0.51158602205292	0.489493198250558	0.347497391210831	0.525333347075326	0.362500158340346	0.309615256060273	0.388320854474444	0.065952075769161	0.327826034345998	0.37520649085274	0.369390778663497	0.365190849674179	-0.0995395566862247	0.289471866316586	-0.0579444131647556	-0.0277222569112644	0.150252928130879	0.25546356215632	-0.215863853912699	0.137697438137603	0.340105360602412	-0.244700604627233	0.401019409391816	-0.116004925744902	-0.128718983638746	-0.0414044687436234	-0.0365714560856269	0.520614039420719	0.382634702548743	0.495926749050927	-0.0515255368728113	0.435149382140915	-0.145690175939889	0.169963638445761	-0.208511044039714	-0.106821162379127	-0.21594414643985
NCL	0.451379251612767	0.322025444508017	0.345005541596171	0.338145255777745	0.321654607633561	0.320570637997678	0.321800752786686	0.336204374640122	0.360206243953159	0.323339013946349	0.324930121655558	-0.158566956808479	0.708320212279514	0.133694447510709	1	0.31854130834868	0.642166368200938	0.252366289046659	0.359727065195509	0.3368795248314	0.282165221158691	0.238612571574319	0.311661907146722	0.56006297785952	0.457640707470751	0.244185694086283	0.32141889083565	0.319641755341862	0.162259687131119	0.636937850922959	0.394582299691976	0.298577667291833	0.797461545891303	0.353478455207608	0.672625344499883	0.257652316893033	0.798617476282071	0.119031570768008	0.776646252124889	0.72413365926147	0.311518430294765	0.81030843566774	0.176444823347791	0.877157266325015	0.73288456118837	0.293045100754824	0.74304493815779	0.342714032740588	0.926142123187554	0.29737968865712	0.745163276061035	0.290769001662774	0.683318665762012	0.337214269290866	0.697800855277053
GPR171	0.887020911750423	0.941912113009218	0.905458524574319	0.930692584114384	0.931713232446726	0.937520134269352	0.828816225790993	0.839551862320068	0.896915884494159	0.935251789549833	0.928842110021681	-0.137179235372998	0.73781443048673	0.165547829110682	0.31854130834868	1	0.789882109822322	0.794396711711594	0.841274119021882	0.869241307437446	0.917908492216421	0.329380247529911	0.829301529365568	0.271687236607249	0.887534125901793	0.969083736086463	0.933675413338595	0.861752160745162	0.264456472922405	0.847338816017489	-0.440788707524422	0.924020502506399	-0.102095149163784	-0.406906522029155	0.720039657248751	0.836900665436295	0.279715062903061	0.482166238250229	0.290331564958023	-0.220572044016538	0.885586887206487	0.262810463620435	-0.473910482949996	0.165270040693554	-0.122926709994861	0.58556252833697	0.254521218736	0.778320929238968	0.352756284159609	0.825049434333373	-0.213627959474809	0.977818026928029	-0.292286216344176	-0.493850838069873	-0.112839704402944
RPSA	0.670501872824209	0.709004411963472	0.655319051786368	0.683135076778903	0.729488065695814	0.721427487416053	0.543828828137972	0.607509805701166	0.630347499458008	0.731610657750364	0.668544933296537	-0.365534846673495	0.695745056797688	-0.0331656414736306	0.642166368200938	0.789882109822322	1	0.686877460792005	0.620537850759232	0.624966025668356	0.710167574713097	0.0783662490188449	0.567961857510029	0.272860976134968	0.756563221436163	0.7982184960497	0.681206519151887	0.614090115708913	0.0634690021880447	0.775445870454099	-0.174236939683855	0.735032487985273	0.271121500850315	-0.183492766732936	0.798567676388682	0.638004332600503	0.782619313531298	0.360678130514552	0.349363606791748	0.362264120189581	0.66951079804303	0.635074220974386	-0.254657282635931	0.597346847679951	0.27552821981814	0.296925849214122	0.504914931587559	0.50229693932524	0.62696718675595	0.588632579071953	0.269968824731691	0.782557472387224	0.280839033878737	-0.240836680136874	0.464403728019454
TNFRSF14	0.679262871966134	0.787145054811349	0.68977693268966	0.773544915061052	0.863651462221253	0.779672112041286	0.589169829516005	0.786823817824447	0.707714394646782	0.783486120400733	0.729212525869399	-0.305250703399788	0.489148828695282	0.329834400009648	0.252366289046659	0.794396711711594	0.686877460792005	1	0.737484527432103	0.718849116203622	0.74488008515236	0.0835044926173462	0.618876688516561	0.141525036468434	0.809395882938169	0.82403974409822	0.701090211554932	0.692322340067125	0.195475594614053	0.666033181131542	-0.414297151997242	0.840430469527172	-0.126316248128267	-0.369107785580602	0.519867046128864	0.688990564267071	0.214330929478287	0.404924223088587	0.107990895288033	-0.188031961094769	0.788942825215775	0.241827967151791	-0.449502812803971	0.166418051673262	-0.0752213305867584	0.301780022253308	0.409399668426907	0.577593443216158	0.119582193244569	0.76386612273333	-0.202210854706958	0.765934109777966	-0.187052742574498	-0.463995411261963	0.0266830111651211
PDCD1	0.894554613791853	0.934143908329259	0.949786563039268	0.948858881365904	0.939424765032912	0.941311813255055	0.907135031445327	0.971642120343906	0.9377165904899	0.939005333422496	0.947905006183914	-0.0962207634841178	0.700424474720172	0.51158602205292	0.359727065195509	0.841274119021882	0.620537850759232	0.737484527432103	1	0.963713505701799	0.899332244976794	0.555248160473019	0.820774103015734	0.257249718469151	0.781684203540634	0.759393006587134	0.937767053440242	0.788721481011687	0.176876197854153	0.781468934658476	-0.463485841329871	0.848135892709821	-0.150454230705928	-0.430436224841548	0.659599567370576	0.635773651826904	0.152552990099399	0.24586594727945	0.44337118577543	-0.262975726980459	0.903051279941355	0.106530005722124	-0.539386120036776	0.072131977244262	-0.200704752742938	0.787399235492189	0.263277610437694	0.891293395777041	0.329745776982992	0.787631850935211	-0.255192585451711	0.834785684957496	-0.313669745063508	-0.515918721998161	-0.199640676430763
CD96	0.92605934551523	0.97533140369673	0.986902700092195	0.980472245985123	0.950061833776486	0.96766740986741	0.94046280426078	0.959785109592276	0.957904192414779	0.937868371857267	0.980177566651773	-0.073382225130978	0.731736827079033	0.489493198250558	0.3368795248314	0.869241307437446	0.624966025668356	0.718849116203622	0.963713505701799	1	0.890990382576119	0.640215151074526	0.921706572701793	0.256985944106737	0.824067859630761	0.785882551964323	0.94666131863242	0.873271246658443	0.285223952770201	0.828308269631106	-0.493160977634727	0.915945987585406	-0.157695947866833	-0.449514435520873	0.63738563048416	0.701750016844837	0.149039152679425	0.29178538062704	0.459792711756076	-0.281563068037882	0.963730705243155	0.0849277265537736	-0.564484164895325	0.068178721598571	-0.20032959661374	0.819861450524588	0.266644648436438	0.943898224313178	0.322518068789121	0.851497355074316	-0.294570162202	0.857462639202312	-0.342569825233847	-0.537827871552476	-0.203202823029995
JAML	0.85201850780941	0.912384386436518	0.909390290897951	0.90085179370359	0.913179999644681	0.948330953554784	0.806768669845341	0.862055795538286	0.865868554154013	0.969254650814538	0.930420587727222	-0.181238625899734	0.710550600223048	0.347497391210831	0.282165221158691	0.917908492216421	0.710167574713097	0.74488008515236	0.899332244976794	0.890990382576119	1	0.307197834667199	0.730812971333254	0.31272506971964	0.856730990341067	0.884666508008896	0.928327760451176	0.770882640111344	0.21017482904763	0.844802147182931	-0.401733904991834	0.859327282664522	-0.146952917653578	-0.382118293871954	0.774033755447527	0.759106556976497	0.193331389989433	0.442506944019404	0.299535103824636	-0.255740710590237	0.850785605971868	0.195821705591432	-0.448654801731706	0.119496642344261	-0.136628914884298	0.604509822004597	0.306258262223231	0.750110393056157	0.300816642317699	0.749950377993168	-0.206034516245499	0.937343139426387	-0.323603448943245	-0.458933590538179	-0.187044637150937
KLRD1	0.578787004862449	0.520109679441223	0.629760893585554	0.588458842625361	0.412706329261345	0.453469305603247	0.709048040121101	0.596336253330471	0.631394311220511	0.387134549372485	0.592492202672744	0.2565018486288	0.441592937582699	0.525333347075326	0.238612571574319	0.329380247529911	0.0783662490188449	0.0835044926173462	0.555248160473019	0.640215151074526	0.307197834667199	1	0.755061044730753	0.150465421395452	0.310651808381423	0.159328261493374	0.516672940813376	0.625996306111034	0.429374235688773	0.438196895890286	-0.314840423160793	0.415366792058137	-0.0710355497249207	-0.268714695932773	0.134624191475892	0.33624467804122	-0.0583680913851126	0.0550975013210722	0.544200831800814	-0.200016643711656	0.551074722127074	-0.176665286293205	-0.355744161990489	-0.0455907116514349	-0.197997309255144	0.891855668455044	0.000705781596924691	0.819214917442857	0.229533813593973	0.569530606534318	-0.256623275813553	0.301391772526235	-0.252575727589702	-0.312428488403564	-0.245454847617947
CD247	0.88581981029955	0.920790244570042	0.927024766563536	0.936102938805112	0.856400585948535	0.866561257348054	0.918634557633805	0.868017342852311	0.918392995818814	0.803109504367215	0.919905446934911	0.00515202943777046	0.704250674561223	0.362500158340346	0.311661907146722	0.829301529365568	0.567961857510029	0.618876688516561	0.820774103015734	0.921706572701793	0.730812971333254	0.755061044730753	1	0.202280402027412	0.759062777439758	0.741948409612509	0.871184978623269	0.929828055807242	0.427813873039342	0.78523164275938	-0.494675962315591	0.888268607514284	-0.120189737435557	-0.438155777007228	0.489457208392198	0.729652168979676	0.149853924005843	0.315665251829944	0.465947249742276	-0.255960357039523	0.924487395331555	0.0620792821335915	-0.551731993719926	0.0766739126707279	-0.19446427799991	0.83288225695004	0.185578756751008	0.960333101317972	0.31522056800334	0.887445184712738	-0.316019211942676	0.794376153629236	-0.328381489050673	-0.521641080412049	-0.172443038224564
CD46	0.506495369851618	0.249622783593031	0.291315290650521	0.252770620195615	0.223268145158729	0.276144910592809	0.287115948871548	0.214473864059407	0.342840090950163	0.286679793385663	0.287483050205602	0.365835074776804	0.711550698582132	0.309615256060273	0.56006297785952	0.271687236607249	0.272860976134968	0.141525036468434	0.257249718469151	0.256985944106737	0.31272506971964	0.150465421395452	0.202280402027412	1	0.463022793883788	0.219258636730412	0.297165591502884	0.237304530433126	0.483131459951307	0.525558213493328	0.582682721804751	0.205965698876247	0.629444099872268	0.663633396205881	0.570963559007414	0.225090098277547	0.271381349811851	0.189969774820097	0.722956459445644	0.273298187179248	0.216911890858377	0.503366588542359	0.524018015069907	0.443011596110684	0.590824908824098	0.252736269557759	0.642541701696983	0.248687641700596	0.530040685042197	0.191729421848693	0.470142487523987	0.274297540819915	0.197684621036686	0.563914581711168	0.161216492698233
ITGB1	0.846836895983657	0.862495022812354	0.840728326463113	0.855849554836983	0.856724486255223	0.873565697666061	0.700517239057851	0.789889437018727	0.807597562872426	0.88858605349289	0.865129176850368	-0.171213518741738	0.784734973605642	0.388320854474444	0.457640707470751	0.887534125901793	0.756563221436163	0.809395882938169	0.781684203540634	0.824067859630761	0.856730990341067	0.310651808381423	0.759062777439758	0.463022793883788	1	0.857554508616326	0.797304993578275	0.836386521722124	0.428550817749446	0.918506369816765	-0.1981875281306	0.895323629571202	0.11745278690208	-0.154930654241347	0.78978468998623	0.856323681203387	0.321867568755293	0.581821146505596	0.421219696256613	-0.0666545135850732	0.857710423878671	0.411206547211985	-0.290635472830423	0.368255442705168	0.188745002218276	0.472046758133621	0.59072138383601	0.715796233034916	0.397194937321731	0.817883303542845	0.010062052113401	0.884734620981045	-0.0940492616344672	-0.254255810663387	0.058383549990836
S1PR4	0.807265506696663	0.893316330139741	0.820717833481911	0.86253056339028	0.90042070536058	0.895339996729155	0.723540519532301	0.761797085155857	0.811690845872183	0.893752661275023	0.853940596110131	-0.202503044620844	0.674856882962939	0.065952075769161	0.244185694086283	0.969083736086463	0.7982184960497	0.82403974409822	0.759393006587134	0.785882551964323	0.884666508008896	0.159328261493374	0.741948409612509	0.219258636730412	0.857554508616326	1	0.873754902886044	0.764201574277436	0.175805658476886	0.781046743460558	-0.412459546539821	0.902732980497185	-0.113512158036853	-0.383031838328554	0.703649496878528	0.780604406163685	0.272314730017531	0.422177583871768	0.187788861304214	-0.213527323655647	0.835826589083103	0.285512369839043	-0.45065076392499	0.141480301864583	-0.112344714175758	0.43247169953718	0.255148294421396	0.655390990020872	0.276234045277659	0.752227450276589	-0.208394923710053	0.972501460030596	-0.284358839530352	-0.46309525362688	-0.0807168677712772
TIGIT	0.934326733895656	0.96725222677805	0.960145837879938	0.968048168563926	0.94841282250562	0.959705753586938	0.94874551783855	0.922182375511059	0.963583117523227	0.939004837403434	0.969928864620159	-0.0504893505342126	0.76356835733951	0.327826034345998	0.32141889083565	0.933675413338595	0.681206519151887	0.701090211554932	0.937767053440242	0.94666131863242	0.928327760451176	0.516672940813376	0.871184978623269	0.297165591502884	0.797304993578275	0.873754902886044	1	0.836482334248133	0.232847509293654	0.820266313171997	-0.459066725899487	0.876646807317358	-0.139275698808401	-0.416113137764864	0.674794141460397	0.700215309900494	0.181921285255834	0.287426758094861	0.431681625093721	-0.27629207959573	0.899892253045057	0.136209796630066	-0.512473089840989	0.0573856490736227	-0.228280042630482	0.792758757947671	0.190079762960729	0.885246360528363	0.36287980977353	0.807429338471513	-0.281067074474505	0.922084192059019	-0.367621032339327	-0.50487859616546	-0.226887893035822
ITGB2	0.844805538176447	0.884027474847975	0.889174710356101	0.912613905443664	0.83782597738703	0.837687180478334	0.85636177853032	0.846786372205055	0.877455008550107	0.805387297175488	0.90805920015698	-0.0978187838647547	0.676584231282181	0.37520649085274	0.319641755341862	0.861752160745162	0.614090115708913	0.692322340067125	0.788721481011687	0.873271246658443	0.770882640111344	0.625996306111034	0.929828055807242	0.237304530433126	0.836386521722124	0.764201574277436	0.836482334248133	1	0.57851552004525	0.845833805966994	-0.476817904475234	0.876947751834691	-0.111066264872965	-0.418491056829165	0.510539671754285	0.903310054856035	0.189904768788873	0.617627275159457	0.375878570693852	-0.221605068695434	0.878895910350028	0.129124206353432	-0.505560922580463	0.190178363861395	-0.116951717539023	0.729223930831686	0.270776611974665	0.902635442725202	0.297394313507804	0.961513854958835	-0.262101066901201	0.804851090748533	-0.275862483831918	-0.509081396629074	-0.115802639421013
SORL1	0.386666545381209	0.26596200173286	0.314074200899199	0.319138095072645	0.199000839036346	0.211412676680495	0.342043587466619	0.276450965819991	0.347246825141086	0.182228745235941	0.340075473417358	0.162237865631362	0.383375308499749	0.369390778663497	0.162259687131119	0.264456472922405	0.0634690021880447	0.195475594614053	0.176876197854153	0.285223952770201	0.21017482904763	0.429374235688773	0.427813873039342	0.483131459951307	0.428550817749446	0.175805658476886	0.232847509293654	0.57851552004525	1	0.468187385635337	0.0691513846697831	0.286987291058455	0.143246334829062	0.174024274347976	0.103979016552153	0.574069268821626	-0.0394924274629855	0.618183937377152	0.316820916085326	-0.0782597524490268	0.293803017131948	0.0403867445923016	0.110090337216614	0.187206503375217	0.184325961616821	0.360110714217439	0.330604071112625	0.432519491657825	0.0718062736392197	0.573438547645217	-0.0196127905407733	0.20992186176605	-0.123334794564023	0.0573108294515349	-0.0892965459060629
