""	SIGLEC10	FPR1	LILRB1	TFRC	TNFRSF1A	APLP2	CD81	TLR4	CANX	C5AR1	CD74	CXCR4	AXL	SORL1	PILRA	KCNQ3	PTPRA	INSR	LRP1	TLR2	ADRB2	PTPRC	MERTK	ADCY7	ABCA1	P2RY12	ITGB1	ITGB2	ITGAM	PLAUR	C3AR1	HAVCR2	LAIR1	TREM2	C1QBP	SLC1A5	ITGAX	CD4	SORT1	CD69	TNFRSF1B	CD46
CD74	0.592577848381989	0.600123001465373	0.633481151930401	0.236435799872629	0.80260097266283	0.779110905003581	0.934102074581931	0.343663867150247	0.869493564111813	0.630977930181273	1	0.741587740892585	0.889119029568022	0.888594265989328	0.721822098854056	0.470521451086949	0.718364296814673	0.338679025809827	0.63717250640603	0.413950019944043	0.349516554691553	0.767076781337732	0.487029914178341	0.508400117814016	0.57755610630907	0.666854398569201	0.802240540017072	0.90119378935392	0.762163282694267	0.628905640173337	0.889733087323621	0.751969079847892	0.642014919527031	0.919628012848342	0.842302396669894	0.696293962935683	0.587887353183665	0.594898872703103	0.817755036552661	0.390224183700524	0.712796795928772	0.711627785028926
CXCR4	0.403696685311214	0.71113228583402	0.428945177478816	0.656426432707384	0.696426166899702	0.672589313560765	0.694977338113825	0.182676790936808	0.648514481611938	0.813812674613295	0.741587740892585	1	0.736389022461196	0.648580249489866	0.476593270524277	0.546636863635163	0.581612625716817	0.529244695618999	0.63331103084067	0.630391465564167	0.394168637626314	0.786560841402393	0.60734455628634	0.497217255098072	0.659413616220552	0.353898140526766	0.748291268014903	0.683065998611746	0.596826682352964	0.783750264290477	0.73979111177605	0.54490649703482	0.487011895893744	0.712575581769343	0.514258151182195	0.564583123111181	0.77094416563999	0.517999176971003	0.654799146274313	0.60565635528643	0.770817888470998	0.576312378528703
AXL	0.429991219013229	0.630659673356627	0.667028206948646	0.230267432129115	0.740776156943476	0.631775003554155	0.82306352214589	0.467243159362875	0.762367484177062	0.49597612322736	0.889119029568022	0.736389022461196	1	0.80684803329201	0.730151785747572	0.37355870252233	0.706861752742457	0.27887398979563	0.679942921190813	0.365894825236989	0.363668419604448	0.75604374503968	0.467323403590312	0.500737451254441	0.679209182807188	0.611143755757449	0.703808716555375	0.739331618293956	0.732740801997497	0.48410270248888	0.821997680245886	0.679591122174224	0.675668943143435	0.789805702515095	0.740242179043685	0.683291963780408	0.512300242533183	0.481074281526514	0.70823126262158	0.309749152241039	0.689523081800101	0.650530248524307
SORL1	0.532445565107294	0.517408461929813	0.639973443134734	0.145434420434625	0.741905855966587	0.687142826283152	0.851709491930211	0.438259835310728	0.726007927145061	0.420610834682226	0.888594265989328	0.648580249489866	0.80684803329201	1	0.725498037881143	0.372836432270549	0.573597928619435	0.259189632894361	0.620246008276459	0.290499128716149	0.338790954369569	0.776329093561403	0.439433279416868	0.478262887988914	0.518532876914089	0.650012347432679	0.643323917781498	0.762371688638249	0.658965764341724	0.449448924404972	0.730742973801235	0.682793289994493	0.611297164391935	0.79581677071827	0.793018659326854	0.562825934474945	0.458548698620799	0.533414387838058	0.725877674091631	0.268002883583187	0.567687779126181	0.643981226362206
PILRA	0.438971111051932	0.36893998411968	0.435384971272768	-0.0462347173871228	0.616093065495578	0.469107167184502	0.636790422908015	0.318784017327281	0.569283698787997	0.228258122484827	0.721822098854056	0.476593270524277	0.730151785747572	0.725498037881143	1	0.331033391561925	0.553746770222535	0.18382139333701	0.527330212501625	0.273312728355547	0.300042461227432	0.531747948253481	0.270994487877665	0.422318851784252	0.35736857985944	0.563117389209935	0.449286584557172	0.574773961774195	0.556134285688051	0.266939567975867	0.580459009369444	0.595494954556108	0.437222966890523	0.57148308214045	0.644861863230148	0.55534300588999	0.209279165196669	0.319925693750391	0.585995226682462	0.193883978367424	0.463626483327993	0.532691944502981
KCNQ3	0.396075021654864	0.365226614100632	0.073315056548249	0.428701035533332	0.30012804504535	0.380785037362855	0.4996703731842	-0.235473305517158	0.337212232525328	0.591734326354031	0.470521451086949	0.546636863635163	0.37355870252233	0.372836432270549	0.331033391561925	1	0.309906197774664	0.514687351865424	0.270953742534239	0.389323046887699	-0.11529929096092	0.245532822544938	0.0509353256460404	0.040719657725004	0.337486612782645	0.291304265478273	0.357151780503378	0.552764970264262	0.237369676304137	0.587530115640702	0.402875527596985	0.210993108004563	0.157441636062646	0.466206152710121	0.317968342748902	0.237639869199792	0.418013449640943	0.382854753555601	0.300978591184482	0.263149746701708	0.407852004392141	0.180456455803499
PTPRA	0.317424401666318	0.497146833797567	0.384643847900561	0.207281353291367	0.491919325140322	0.580700574307334	0.674774056765631	0.15323902876004	0.600665980793169	0.513482545300347	0.718364296814673	0.581612625716817	0.706861752742457	0.573597928619435	0.553746770222535	0.309906197774664	1	0.309692663169465	0.461729844165934	0.321624737212274	0.205837356726173	0.601046236729411	0.454380335446054	0.380462128277647	0.476870950785006	0.380702083443832	0.67669671487334	0.657247820061321	0.685165285097008	0.56531298551812	0.707489145042729	0.538353927891302	0.424411376160444	0.676373322366154	0.565669691512266	0.513077109136686	0.460033421072115	0.515536346961658	0.575104250322817	0.275909472477372	0.57328511467037	0.623084185961596
INSR	0.379142806838906	0.444991083142589	-0.088198676470636	0.440103195123141	0.233947880428839	0.379192782958782	0.325143307182947	-0.265028171393651	0.222811302786064	0.587167960989083	0.338679025809827	0.529244695618999	0.27887398979563	0.259189632894361	0.18382139333701	0.514687351865424	0.309692663169465	1	0.219589668156145	0.482015000154499	0.0344741407608034	0.32196827351511	0.233780959622839	0.0844016571893319	0.169067254875027	0.315392305862763	0.242676696006033	0.358207561508855	0.225731708740803	0.560065945056941	0.380355033190442	0.161161699482087	0.0929202635604468	0.24359737083202	0.229359451071347	0.0700179368804864	0.405528636553817	0.299375779444475	0.256632829502601	0.48646375128596	0.457920854062484	0.193557399464237
LRP1	0.413998742112516	0.549029719672763	0.428481341515697	0.371452384942948	0.560814006664898	0.562783430105306	0.561059522364029	0.277457527410958	0.550587914818305	0.488832589211629	0.63717250640603	0.63331103084067	0.679942921190813	0.620246008276459	0.527330212501625	0.270953742534239	0.461729844165934	0.219589668156145	1	0.463466961238984	0.239406508045056	0.721840237491967	0.410995050007629	0.425069029704551	0.555468476892152	0.396003947608362	0.535825737818485	0.466318646752275	0.606138919621724	0.488159816349793	0.600637247002065	0.470777719391826	0.578347166490274	0.558277215247773	0.350058727278468	0.512446352962323	0.582766559356592	0.404400407853947	0.524491614381816	0.294218723297292	0.64908608027259	0.526226291616922
TLR2	0.488171835640773	0.455954543966367	0.0165371131320974	0.486994267429142	0.448516641821769	0.577826660728337	0.354690492453039	-0.00408574908587755	0.465375129104404	0.686605713421879	0.413950019944043	0.630391465564167	0.365894825236989	0.290499128716149	0.273312728355547	0.389323046887699	0.321624737212274	0.482015000154499	0.463466961238984	1	0.335256847925731	0.385557411171274	0.417600788490909	0.34921649211972	0.384643719589779	0.129114022928033	0.499109718513342	0.472307065149483	0.428852890976912	0.576529192705754	0.504760750708387	0.344582513781499	0.178318446595144	0.389753604647579	0.223157503564532	0.313906326513475	0.61018690241254	0.368876338237212	0.365776985186761	0.583789468296486	0.63187934932018	0.419976270428442
ADRB2	0.101086273088495	0.312812629638465	0.389034664262792	0.1484742293124	0.535401097937393	0.393103637082211	0.297550729331816	0.548748853581189	0.386309590099155	0.196388883139666	0.349516554691553	0.394168637626314	0.363668419604448	0.338790954369569	0.300042461227432	-0.11529929096092	0.205837356726173	0.0344741407608034	0.239406508045056	0.335256847925731	1	0.461096642026777	0.718068060848947	0.527382100023161	0.266049594095093	0.0981522203332531	0.45267326841076	0.315292780662771	0.267930625098623	0.132264572788452	0.346763288149079	0.446009933249477	0.353333999729629	0.321487000499696	0.288575052253513	0.453424713733891	0.243027322727846	0.124282341738998	0.607649040322842	0.447145820892313	0.448542975327825	0.46987335985087
PTPRC	0.39727993118959	0.643374326113963	0.611770404971058	0.457343128384592	0.73161918765282	0.726615414796043	0.704744946699821	0.364126964009744	0.66600045154451	0.591469648640579	0.767076781337732	0.786560841402393	0.75604374503968	0.776329093561403	0.531747948253481	0.245532822544938	0.601046236729411	0.32196827351511	0.721840237491967	0.385557411171274	0.461096642026777	1	0.62407810449081	0.567613517287439	0.641738600256962	0.419268098945539	0.72190478539204	0.63669022988839	0.689597273051032	0.573526908325154	0.715928708471127	0.603565413403485	0.656233411059276	0.719560351100272	0.572759952244619	0.577038108393893	0.688422781473379	0.579576269824348	0.68249140476847	0.469231745738703	0.685241971372724	0.652157972290079
MERTK	0.135337502182349	0.503538904271391	0.311694887714712	0.339027098233078	0.516048947285516	0.572756882418418	0.446770856134867	0.325991271690533	0.487896241433844	0.434592359649679	0.487029914178341	0.60734455628634	0.467323403590312	0.439433279416868	0.270994487877665	0.0509353256460404	0.454380335446054	0.233780959622839	0.410995050007629	0.417600788490909	0.718068060848947	0.62407810449081	1	0.636616089046652	0.404694564369358	0.0977750359741295	0.651274150950453	0.457778149165172	0.46093904689793	0.464733071237487	0.496605118059618	0.467043686152168	0.41712848365753	0.450561977448346	0.339670205396536	0.529698253262456	0.456310573560519	0.345905272417603	0.624331047039781	0.505369012222078	0.547102089717667	0.578466287014586
ADCY7	0.189945554138654	0.469756540098408	0.456159602954079	0.222801127982728	0.527260424486114	0.5086438074626	0.418915025213032	0.415666181872921	0.528770880106665	0.319702037609978	0.508400117814016	0.497217255098072	0.500737451254441	0.478262887988914	0.422318851784252	0.040719657725004	0.380462128277647	0.0844016571893319	0.425069029704551	0.34921649211972	0.527382100023161	0.567613517287439	0.636616089046652	1	0.321841504501188	0.282751210557922	0.513315269079912	0.400234919290639	0.306560723862894	0.326003715294465	0.502368808343521	0.49920927063	0.453904303733834	0.390314296537712	0.321748250971905	0.586175386964718	0.32867971271361	0.240065696053331	0.552092161018703	0.410974457938929	0.506065330380922	0.459418483120555
ABCA1	0.273442430627676	0.640054979470153	0.489730561040053	0.426977062453786	0.46312730286562	0.518657636124605	0.596950312705506	0.30878708482512	0.493858811393799	0.488732549267361	0.57755610630907	0.659413616220552	0.679209182807188	0.518532876914089	0.35736857985944	0.337486612782645	0.476870950785006	0.169067254875027	0.555468476892152	0.384643719589779	0.266049594095093	0.641738600256962	0.404694564369358	0.321841504501188	1	0.207098976429913	0.586070856873612	0.496108750823189	0.596805902941065	0.47706276103193	0.59048056751096	0.601267212153298	0.582347445574364	0.603008721736139	0.449592755818097	0.558478348578853	0.543947409969634	0.340240040297471	0.440643295403149	0.216581343002288	0.587644968825047	0.448880065777295
P2RY12	0.40976246666193	0.323874245060266	0.449641479014932	0.0436673409965509	0.517940255341428	0.461901736922279	0.624229777166133	0.148834881401128	0.479442630347571	0.25456969890575	0.666854398569201	0.353898140526766	0.611143755757449	0.650012347432679	0.563117389209935	0.291304265478273	0.380702083443832	0.315392305862763	0.396003947608362	0.129114022928033	0.0981522203332531	0.419268098945539	0.0977750359741295	0.282751210557922	0.207098976429913	1	0.2662350978287	0.531765262080601	0.419705724774461	0.197649147276349	0.61868717106415	0.414662262448475	0.344798531349097	0.464641944763679	0.661121467698312	0.289945138692575	0.236949434095515	0.383208957056928	0.402439888593133	0.255160775841188	0.374994787929657	0.21645929527738
ITGB1	0.404354940485859	0.623367137907712	0.453872505463573	0.397923407539337	0.692419299974279	0.751793665591311	0.752033579049187	0.291965372813137	0.830475970293739	0.702402107057484	0.802240540017072	0.748291268014903	0.703808716555375	0.643323917781498	0.449286584557172	0.357151780503378	0.67669671487334	0.242676696006033	0.535825737818485	0.499109718513342	0.45267326841076	0.72190478539204	0.651274150950453	0.513315269079912	0.586070856873612	0.2662350978287	1	0.827304328105183	0.699689369884366	0.729967141095983	0.773449559412583	0.630267651297588	0.56977007915162	0.888219932014067	0.628874115413342	0.597556476373355	0.704952863496683	0.506446187328117	0.797077779596057	0.362362131504346	0.744312230156326	0.802275526438697
ITGB2	0.623264535673509	0.508306142944549	0.496813391286198	0.284046815623997	0.744598220247251	0.797324377960454	0.904962857556835	0.19331995696347	0.837539173705494	0.709815245092963	0.90119378935392	0.683065998611746	0.739331618293956	0.762371688638249	0.574773961774195	0.552764970264262	0.657247820061321	0.358207561508855	0.466318646752275	0.472307065149483	0.315292780662771	0.63669022988839	0.457778149165172	0.400234919290639	0.496108750823189	0.531765262080601	0.827304328105183	1	0.692262211454579	0.663823594358481	0.828242745359382	0.640176438105544	0.523229932410359	0.909192534637958	0.791622505338425	0.5653849333597	0.633988688776861	0.610810443862912	0.753877049193584	0.354808879337925	0.657195371123692	0.713773779903644
ITGAM	0.534095339637603	0.477228411364558	0.410506386858416	0.165967292411763	0.588243151872509	0.738208534427658	0.706423374110385	0.205165330891421	0.69155066297774	0.502813313830063	0.762163282694267	0.596826682352964	0.732740801997497	0.658965764341724	0.556134285688051	0.237369676304137	0.685165285097008	0.225731708740803	0.606138919621724	0.428852890976912	0.267930625098623	0.689597273051032	0.46093904689793	0.306560723862894	0.596805902941065	0.419705724774461	0.699689369884366	0.692262211454579	1	0.543754465404499	0.744196046881932	0.665068220162687	0.557294330384676	0.725269731966012	0.658808346072392	0.525626639419703	0.614523997317177	0.60569989269919	0.60073721885465	0.320360616610305	0.632268456392792	0.712330907617381
PLAUR	0.410452866560575	0.620795444956933	0.145862210265957	0.621238517232565	0.439119447560953	0.645487141048377	0.596052229788773	-0.128526144244452	0.592997380606821	0.859554738704398	0.628905640173337	0.783750264290477	0.48410270248888	0.449448924404972	0.266939567975867	0.587530115640702	0.56531298551812	0.560065945056941	0.488159816349793	0.576529192705754	0.132264572788452	0.573526908325154	0.464733071237487	0.326003715294465	0.47706276103193	0.197649147276349	0.729967141095983	0.663823594358481	0.543754465404499	1	0.645276331617818	0.469017772547436	0.301102109552443	0.671463898892809	0.406642576616177	0.360814102002743	0.774012730395508	0.499273252597728	0.557592892515907	0.551930077987624	0.694433977912379	0.527993666057752
C3AR1	0.516756491888961	0.617758868726132	0.50676283849607	0.36216944440427	0.730212238031626	0.804403698913589	0.808000388999299	0.253180412617827	0.850930798448729	0.655093900150957	0.889733087323621	0.73979111177605	0.821997680245886	0.730742973801235	0.580459009369444	0.402875527596985	0.707489145042729	0.380355033190442	0.600637247002065	0.504760750708387	0.346763288149079	0.715928708471127	0.496605118059618	0.502368808343521	0.59048056751096	0.61868717106415	0.773449559412583	0.828242745359382	0.744196046881932	0.645276331617818	1	0.643545214416734	0.586652069719535	0.802997804991543	0.763487402417237	0.559011230547051	0.666597886647554	0.600782700027968	0.671015885509178	0.524595291753351	0.745412115230332	0.665341555417287
HAVCR2	0.499067212164345	0.56169397643536	0.576731901363681	0.136340811555879	0.62897545076206	0.637157708868876	0.75620384620911	0.408105321047462	0.669243812547172	0.452092310449744	0.751969079847892	0.54490649703482	0.679591122174224	0.682793289994493	0.595494954556108	0.210993108004563	0.538353927891302	0.161161699482087	0.470777719391826	0.344582513781499	0.446009933249477	0.603565413403485	0.467043686152168	0.49920927063	0.601267212153298	0.414662262448475	0.630267651297588	0.640176438105544	0.665068220162687	0.469017772547436	0.643545214416734	1	0.545044059173578	0.705770039342557	0.641417752724893	0.603699312795486	0.459071735066753	0.366786551443015	0.729865203988563	0.370462421206335	0.616168423011856	0.64517694095986
LAIR1	0.227381471896958	0.378688954814272	0.700037237280895	0.143461665297527	0.652105442171582	0.452534405712767	0.602520793417125	0.598050411584333	0.585021175034249	0.300938757427682	0.642014919527031	0.487011895893744	0.675668943143435	0.611297164391935	0.437222966890523	0.157441636062646	0.424411376160444	0.0929202635604468	0.578347166490274	0.178318446595144	0.353333999729629	0.656233411059276	0.41712848365753	0.453904303733834	0.582347445574364	0.344798531349097	0.56977007915162	0.523229932410359	0.557294330384676	0.301102109552443	0.586652069719535	0.545044059173578	1	0.601612147517109	0.562920212595203	0.61549858364786	0.445634557120545	0.259787248613569	0.579620526415726	0.200189074971559	0.526140985675427	0.537366215015819
TREM2	0.56606444129573	0.553622056171735	0.599041962320971	0.283087505660749	0.748084263095092	0.742974433898642	0.898090849833731	0.320292612963304	0.870481041020147	0.676052151151855	0.919628012848342	0.712575581769343	0.789805702515095	0.79581677071827	0.57148308214045	0.466206152710121	0.676373322366154	0.24359737083202	0.558277215247773	0.389753604647579	0.321487000499696	0.719560351100272	0.450561977448346	0.390314296537712	0.603008721736139	0.464641944763679	0.888219932014067	0.909192534637958	0.725269731966012	0.671463898892809	0.802997804991543	0.705770039342557	0.601612147517109	1	0.770519424522741	0.615768596206784	0.649995960549959	0.555774843083909	0.807375787676864	0.281469759360225	0.697023572124004	0.764682153643616
C1QBP	0.481655504765842	0.384065629893269	0.577831882598491	0.0320833531274721	0.658458094027266	0.617875416350109	0.809990533149726	0.32379877649005	0.716802888311897	0.381723214982512	0.842302396669894	0.514258151182195	0.740242179043685	0.793018659326854	0.644861863230148	0.317968342748902	0.565669691512266	0.229359451071347	0.350058727278468	0.223157503564532	0.288575052253513	0.572759952244619	0.339670205396536	0.321748250971905	0.449592755818097	0.661121467698312	0.628874115413342	0.791622505338425	0.658808346072392	0.406642576616177	0.763487402417237	0.641417752724893	0.562920212595203	0.770519424522741	1	0.490897166545564	0.404516304698583	0.50766022282871	0.64784938797856	0.297967770600604	0.529574092337896	0.557711460886373
SLC1A5	0.348569656368762	0.424132647686271	0.542469751835061	0.0972240430967618	0.628550769948474	0.436015430566818	0.636649180832847	0.496378054155522	0.62507345700587	0.379898423759787	0.696293962935683	0.564583123111181	0.683291963780408	0.562825934474945	0.55534300588999	0.237639869199792	0.513077109136686	0.0700179368804864	0.512446352962323	0.313906326513475	0.453424713733891	0.577038108393893	0.529698253262456	0.586175386964718	0.558478348578853	0.289945138692575	0.597556476373355	0.5653849333597	0.525626639419703	0.360814102002743	0.559011230547051	0.603699312795486	0.61549858364786	0.615768596206784	0.490897166545564	1	0.289706800011539	0.279336014708803	0.659490363843423	0.278576367088328	0.492806975940133	0.502669603357856
ITGAX	0.451478041816131	0.561616531238149	0.351783645162829	0.658193330096481	0.563866490851166	0.708541364830772	0.559145717974058	0.0606938210133783	0.619259230232477	0.809117486188391	0.587887353183665	0.77094416563999	0.512300242533183	0.458548698620799	0.209279165196669	0.418013449640943	0.460033421072115	0.405528636553817	0.582766559356592	0.61018690241254	0.243027322727846	0.688422781473379	0.456310573560519	0.32867971271361	0.543947409969634	0.236949434095515	0.704952863496683	0.633988688776861	0.614523997317177	0.774012730395508	0.666597886647554	0.459071735066753	0.445634557120545	0.649995960549959	0.404516304698583	0.289706800011539	1	0.549026253282338	0.505495407977218	0.586279347997687	0.744294724080769	0.555251575801559
CD4	0.471387608789618	0.415766653418841	0.231083288473871	0.306278507836834	0.454890210866065	0.685572936365757	0.532022397798168	-0.040818594224354	0.537910284365761	0.516179547205907	0.594898872703103	0.517999176971003	0.481074281526514	0.533414387838058	0.319925693750391	0.382854753555601	0.515536346961658	0.299375779444475	0.404400407853947	0.368876338237212	0.124282341738998	0.579576269824348	0.345905272417603	0.240065696053331	0.340240040297471	0.383208957056928	0.506446187328117	0.610810443862912	0.60569989269919	0.499273252597728	0.600782700027968	0.366786551443015	0.259787248613569	0.555774843083909	0.50766022282871	0.279336014708803	0.549026253282338	1	0.368593473000822	0.38843003422616	0.411304715208412	0.388154193611623
SORT1	0.439916783923946	0.572941821028173	0.560705033175205	0.229441328269026	0.784647676785571	0.670761321754886	0.758287309566401	0.455776228988457	0.797372856169181	0.528302232905613	0.817755036552661	0.654799146274313	0.70823126262158	0.725877674091631	0.585995226682462	0.300978591184482	0.575104250322817	0.256632829502601	0.524491614381816	0.365776985186761	0.607649040322842	0.68249140476847	0.624331047039781	0.552092161018703	0.440643295403149	0.402439888593133	0.797077779596057	0.753877049193584	0.60073721885465	0.557592892515907	0.671015885509178	0.729865203988563	0.579620526415726	0.807375787676864	0.64784938797856	0.659490363843423	0.505495407977218	0.368593473000822	1	0.384309753210897	0.698678215218197	0.759610656313069
CD69	0.282877996317568	0.384851145186274	0.139321784949996	0.476005739250655	0.443715624867866	0.530187363608885	0.317591550944324	-0.0130007213388733	0.376294797328402	0.587287969121585	0.390224183700524	0.60565635528643	0.309749152241039	0.268002883583187	0.193883978367424	0.263149746701708	0.275909472477372	0.48646375128596	0.294218723297292	0.583789468296486	0.447145820892313	0.469231745738703	0.505369012222078	0.410974457938929	0.216581343002288	0.255160775841188	0.362362131504346	0.354808879337925	0.320360616610305	0.551930077987624	0.524595291753351	0.370462421206335	0.200189074971559	0.281469759360225	0.297967770600604	0.278576367088328	0.586279347997687	0.38843003422616	0.384309753210897	1	0.520616666770512	0.2689301155827
