""	PARD3	EGFR	CHRM3	ADGRV1	F2R	CANX	ERBB2	NOTCH4	ITGB8	NRCAM	CD9	PTPRA	SMAP1	KCND2	TNFRSF1A	TFRC	APLP2	TSPAN5	TSPAN12	PTPRZ1	LRP6	AR	TNFRSF12A	ADCYAP1R1	THY1	PDE1C	PLXNB2	HMMR	NOTCH2	NOTCH1	IGF2R	CD99L2	CADM1	NT5E	LDLR	PILRB	KCNJ10	TRAF3	NECTIN2	PLXNB1	ADCY1	ADORA1	ITGA2	MCAM	CDH10	CNR1	PTPRS	S1PR3	FGFR1	EDNRB	PRTG	ITGB1	SDC3	LRP1	LINGO1	TNFRSF10B	SMAD3	LRP4	TNFRSF19	SLC16A1	LRP5	GPC1	RIPK1	NOTCH3	GPR37	TSPAN17	DCC	ITGAV	GPR37L1	IGF1R	LRP8	CD81	APLP1	INSR	MCFD2	TNFRSF21	AMFR	RXRA	LIFR	LPP	SORT1	ITGA6	CD63	NCL	ERAP1	NCSTN	SIRPA	LRP10	ABCA1	ADGRE5	RPSA	LAMP1	C1QBP	CD46	CD44	NRP1	TSPAN14	CD74	SORL1	CLEC2D
PLXNB2	0.922643544823208	0.825195309230296	0.847392135104045	0.726193787965045	0.808299870829857	0.943203869422197	0.870165870365514	0.811206490512361	0.88304192668697	0.81692338186171	0.821637316121219	0.926653715709926	0.898790039823672	0.875733526961156	0.87236292951699	0.896360662481834	0.954138846707077	0.923610734912915	0.927853656712727	0.857272943447133	0.897813893739927	0.830809997922273	0.73621058294326	0.22151071319569	0.624728269226486	0.885004018152365	1	0.761466093410501	0.947241512314684	0.916197657330737	0.917655854039914	0.917121771792192	0.922617340212623	0.906798603664285	0.738733256542847	0.890905312452321	0.830559871180627	0.937869958282798	0.870052820884682	0.733972146926029	0.889492226002122	0.697336591380526	0.663753197528431	0.680363090986489	0.769985826351137	0.872821867774296	0.800973887198387	0.764967341915345	0.946493940846376	0.861492821377991	0.848631243040749	0.883809302061207	0.799529811450041	0.907859850654844	0.774716193141499	0.850420843029334	0.864886283536303	0.858914278710914	0.942517832662339	0.944129680862312	0.88281023796257	0.718734351892297	0.953472354761871	0.784349154354885	0.779792869899591	0.886502158692478	0.82526464551418	0.916024599118142	0.797038545549627	0.739668402880712	0.902381601101019	0.895667216750829	0.871338818025378	0.572345126793706	0.928753188399753	0.916479945190455	0.920930559903921	0.895414497538438	0.701148091886646	0.817284020678558	0.948703223163985	0.465891347193735	0.901414119078514	0.932445845802477	0.911807962166822	0.953487796908044	0.768312575683502	0.827429330057565	0.845017974123144	0.785893419899996	0.919058570566499	0.903648388041385	0.887451009076917	0.902115351559867	0.161891021095944	0.732820366315834	0.798066290409816	0.684797916362935	0.720926200218466	0.862689376158163
HMMR	0.758740702604309	0.621071426148869	0.554319232830244	0.447591305765069	0.581607684290299	0.686476589611376	0.698918396201751	0.619633711997682	0.600336523231083	0.602520264634638	0.645397455919989	0.671789531487434	0.620418552705106	0.689933254264809	0.622278387344884	0.578072316759012	0.730816707338718	0.700433077128999	0.723508999938068	0.591475607876501	0.678691247157419	0.608687546725716	0.447758515550049	0.082205859435498	0.477092683143367	0.601745084518309	0.761466093410501	1	0.748214129490743	0.746878971871142	0.67994587720163	0.739216553719673	0.788253030039329	0.636760892599929	0.598894757221201	0.852595711693586	0.654091288143858	0.724757700170212	0.716342028580862	0.515361322485623	0.611857714322059	0.451005561312702	0.506330513130475	0.539640966518625	0.449396872961492	0.614990130449723	0.579806345427602	0.562438195745447	0.782733157390392	0.631505438220351	0.607672708362446	0.675019888628007	0.510842921192025	0.612633929147655	0.572043718471311	0.688300136086809	0.635578103912545	0.626489137191093	0.791695757836348	0.707734711369152	0.650721283911446	0.451815570564285	0.742567364995743	0.598486675054853	0.477875794024793	0.683204047894172	0.542489583053787	0.673688613641148	0.4995171361424	0.554083200892844	0.647425230510705	0.625029999197306	0.697868338346448	0.430790595930521	0.67426780390296	0.66190116708893	0.711032354204063	0.688173856577026	0.484796605972664	0.5391117700675	0.803981337359662	0.317898186169192	0.619791235516106	0.670386213993788	0.767728612719827	0.698787953180202	0.582714448861877	0.623642216154802	0.613464164940328	0.605263838943891	0.697012452274236	0.642827714556775	0.606683732476423	0.684687916983904	0.0832127260276633	0.516336191333272	0.627050821158999	0.562106021293415	0.563807900851174	0.798196595359148
NOTCH2	0.922295392708442	0.892064364116845	0.866971745603336	0.765037788812906	0.794433249816122	0.955281546548754	0.893060012615002	0.775637191667416	0.943810409886448	0.862555504711687	0.866420264436023	0.957151871393281	0.918422769198442	0.918031121407549	0.882092004511444	0.935050667407404	0.956654281519314	0.923994421387443	0.942744788442797	0.926416912526165	0.932425372165556	0.861221082944827	0.748271064638004	0.20258592423112	0.656411494792046	0.882736360431196	0.947241512314684	0.748214129490743	1	0.948805588293386	0.918153331295357	0.928386773750553	0.94799764588075	0.933741983414	0.722817920485502	0.901906285832687	0.899141093544786	0.93358310923995	0.879076760694984	0.777624354135394	0.909174861071041	0.73761684544507	0.641867267331539	0.658767489852086	0.830408037796108	0.874037143430697	0.874888996100458	0.715293804058629	0.95364495014266	0.868421824204546	0.879103529585307	0.850595044694467	0.863436245646383	0.948616505291185	0.830906805171637	0.906419023438088	0.910300260230331	0.91805537707087	0.924553496835888	0.940864172107193	0.906525480648403	0.716316459741261	0.952210115856385	0.738676043826419	0.803419999416309	0.901414096240346	0.826762206182599	0.960354210895261	0.864616928580759	0.78605215845061	0.907081670398819	0.917863235338542	0.857666034948288	0.53625324276431	0.950832413566318	0.946487003522408	0.94331251763587	0.909259898324077	0.706453947171316	0.867408353655494	0.935407966329592	0.449989747941036	0.903012667273625	0.938161158100795	0.906781693913385	0.95212513512664	0.728618771973529	0.83417122508985	0.874968352794876	0.843564510237889	0.922750055698474	0.913984529786521	0.907182460345486	0.930460341065536	0.116211616538308	0.690318976605847	0.78986548819666	0.658282221324388	0.689369328800462	0.854875092140028
NOTCH1	0.910963068855438	0.882414282456565	0.816120674829733	0.721259938517027	0.762490596110665	0.922267421301197	0.848887028010566	0.738784506286377	0.892523720332446	0.861674354609237	0.896664123838884	0.915653124487016	0.885821127272669	0.90083180817738	0.830153255793976	0.877800741261364	0.921074940167624	0.875659946370145	0.920999549868153	0.889314615305562	0.935228412140296	0.832204920461995	0.662768104739033	0.216646297553955	0.732496639962095	0.820576699382302	0.916197657330737	0.746878971871142	0.948805588293386	1	0.883712880095532	0.918224160274541	0.925469479789125	0.873392667536107	0.706215443198355	0.892803472275133	0.882090913260396	0.906749276151991	0.834617034197285	0.783480078514606	0.886171017642283	0.702170177893928	0.643159695019782	0.637444885525744	0.777426345997354	0.803333997799177	0.887096534788343	0.681144825979796	0.933645539038841	0.841847247470834	0.886580857557078	0.818020942181469	0.835934937376249	0.895887888342114	0.868401075840401	0.880128512258485	0.910172567150731	0.888662401842487	0.897397375217491	0.918069739159738	0.856671396962511	0.691794427869159	0.916871526952351	0.713779017839515	0.728985222701291	0.881371508647844	0.773910271728725	0.913672497130621	0.816522445162787	0.774154518446372	0.882423069783031	0.874883523668729	0.839304450801755	0.502480095246871	0.913291607375509	0.917939479892152	0.920176381975544	0.897467234671462	0.67629312997738	0.813542380886349	0.918263544241838	0.451266415346281	0.846813460726083	0.902040304911958	0.878554833307372	0.920369225187572	0.709438350506793	0.791729510840573	0.848834621637071	0.809865120540594	0.899349349995258	0.879800281561147	0.849425262881336	0.906543493393084	0.101736266134296	0.62789291970243	0.772166734921791	0.611289375403946	0.654202726178071	0.869062552653827
IGF2R	0.859720232241605	0.821880510443404	0.775674205005847	0.744454401816021	0.840726735721975	0.904385375755593	0.864152664492635	0.876700604331165	0.855317170799679	0.862647593855891	0.819038074877406	0.874497401595178	0.862209887576962	0.800147820385687	0.876035603258302	0.896084499458047	0.908157480867443	0.846090248663173	0.83681044391119	0.826621302381668	0.890736679623746	0.84570155937699	0.700622338630393	0.247664294991845	0.726490796504185	0.861085207758659	0.917655854039914	0.67994587720163	0.918153331295357	0.883712880095532	1	0.880550408842376	0.886057855176153	0.854786483095576	0.763850545383671	0.884750100127986	0.843490753019791	0.906705192774546	0.924631552090442	0.801790134552894	0.81677197835554	0.708701970814208	0.713043495807198	0.786550503153713	0.7335286702314	0.794706114326793	0.81643369110312	0.814009271772348	0.907437522426964	0.817703200331095	0.830851731887604	0.939756208866109	0.783572046791847	0.876141185078192	0.734575363504795	0.859630966932457	0.864267307445763	0.817037174522584	0.831169440088319	0.884941102033151	0.86152261336116	0.721928140312359	0.919891988474707	0.804121026055331	0.801367495398825	0.846345994275491	0.764459915205218	0.906423196599918	0.77221794528392	0.832927178933499	0.881056188899175	0.894380939547777	0.869814815601006	0.71789899304867	0.901011893300866	0.924581495543937	0.89001930299173	0.901780181274308	0.696073788707869	0.900280987708914	0.921010749343085	0.581239783460134	0.822742534294888	0.860570064603051	0.887121598857502	0.918781629526819	0.76181910414053	0.854500932598804	0.903387871791716	0.745337915995727	0.842039199986769	0.891733837667308	0.84817267533409	0.947906608210326	0.229022978017094	0.856842126599996	0.893578179951963	0.813140578420565	0.831261380390378	0.83185815703103
CD99L2	0.874497624680252	0.848924220158751	0.82474604233559	0.792865415760078	0.773704094756848	0.945191809639584	0.867579262809873	0.748874280345179	0.910760221393604	0.841713714976675	0.828280829704808	0.9367109676026	0.919178744875994	0.886809606203766	0.87228275646653	0.887529493891795	0.949795787511228	0.91745523140294	0.930926943893949	0.888889035162254	0.874356736828614	0.854290747466911	0.740656571535862	0.270703526117117	0.640122259633995	0.878213709105626	0.917121771792192	0.739216553719673	0.928386773750553	0.918224160274541	0.880550408842376	1	0.934027152798321	0.89468653479779	0.724611845022173	0.876807672971064	0.862046374971202	0.902672186443951	0.833142623200127	0.739216995981702	0.87045715656679	0.730236336239965	0.647940035904601	0.589197508636802	0.786997686850533	0.824232156019502	0.810417566778451	0.709406631056679	0.936955465538187	0.8811445325973	0.806197118017288	0.811320931954267	0.849667999927092	0.910714998657131	0.762058436729835	0.864677953920405	0.871695053696555	0.882375273926708	0.91095622461418	0.937072078768648	0.837255936629537	0.761952365989669	0.935985072937572	0.714350287633448	0.743328526645474	0.867392265404691	0.765322677927313	0.930461379948734	0.84409639645997	0.740150715206878	0.892298370480873	0.908826151141292	0.870670185407869	0.486615660818276	0.939641319682326	0.906231522029675	0.937367634376596	0.875385624827917	0.719784774430571	0.826581911338788	0.934387738663384	0.481013961537078	0.891809419637635	0.917771729915033	0.900001840042581	0.932360803363634	0.771783137697149	0.830567792261688	0.832081529538641	0.802333657308047	0.902242174804683	0.914476555734109	0.886695954054163	0.863283263721023	0.174335928936849	0.662227609644986	0.733421388896541	0.628398309814622	0.684925550339479	0.825788585674932
CADM1	0.885051574380915	0.862039284838408	0.845295886666165	0.807316410782615	0.780192602733906	0.958154635222502	0.882754858654648	0.741150176077002	0.9262331224635	0.867781734368555	0.878405149924401	0.954242704138192	0.921372890644897	0.881869330516829	0.910530751946682	0.899686931948384	0.966357179762398	0.930742734245365	0.937817033311636	0.914272149398655	0.875172635058781	0.863444124386958	0.776439120690845	0.255751686380146	0.656055144396697	0.882845371748157	0.922617340212623	0.788253030039329	0.94799764588075	0.925469479789125	0.886057855176153	0.934027152798321	1	0.921592053366053	0.767523871745827	0.87821396987605	0.917545440539315	0.945435300615229	0.87450925220422	0.787623227453412	0.851872044096435	0.810102938763431	0.643954383264017	0.591946685084408	0.770506536142121	0.846036632702794	0.82627576402695	0.713058172358282	0.941604596225588	0.891193430497409	0.848124630764186	0.817255007263409	0.87088397240627	0.913706046788975	0.775735934767423	0.872949833941699	0.877411475124207	0.877304549149216	0.906702539589616	0.947653503875626	0.865976861036151	0.77954485628529	0.951094923151616	0.70052448293261	0.76066148007675	0.902298128196941	0.747860596509888	0.953768432379103	0.872904005862688	0.719292610287607	0.89354684251169	0.929999327768471	0.900185923982734	0.472510268051095	0.941729471655803	0.933327707699002	0.939262212111781	0.895882400386211	0.726846816857275	0.825777336096311	0.950426378319161	0.494492391655129	0.905984103269715	0.93332227643943	0.929835156850341	0.933813363257428	0.767996091730905	0.840995627642241	0.838427318244319	0.846747336438564	0.920778803491658	0.922551828701191	0.922240326173939	0.889048854756354	0.157345060266774	0.665270443291309	0.753476441411855	0.652560540230544	0.704809407611129	0.851348956357181
NT5E	0.852101177498768	0.844036348175413	0.906279682210713	0.776666283123765	0.698292647765511	0.948192555768126	0.823954514222741	0.715555598179426	0.930077919066676	0.79772442497535	0.801542733746588	0.953690252191364	0.912763632313749	0.90579872412911	0.853226021353413	0.963435072861666	0.954242491881864	0.953017489418674	0.946566464991877	0.943959316380915	0.858744236745	0.786036789355989	0.80151547331765	0.123616808337875	0.576501289197363	0.89909291323551	0.906798603664285	0.636760892599929	0.933741983414	0.873392667536107	0.854786483095576	0.89468653479779	0.921592053366053	1	0.636593876103266	0.792525414581131	0.85261274735353	0.92398938830122	0.805391099003852	0.691028441895239	0.901858874108276	0.761313642590729	0.503332353604363	0.565036473604097	0.880750913324631	0.916487702131319	0.803205783628639	0.628761314404684	0.916031889191196	0.846732436530877	0.843869563503354	0.789285197563445	0.855233729198783	0.97009781228289	0.808488417724821	0.87249917522699	0.854935498334665	0.910364958250038	0.915287925388142	0.940828168609935	0.904240433523013	0.709612108563764	0.930597302239129	0.652641514879637	0.783648831357472	0.914078060708747	0.846309402221104	0.931566020971593	0.92250340757232	0.651065791937199	0.912503702092853	0.899908962319963	0.82280738841579	0.450485673895712	0.938933805621643	0.944841939717759	0.916067186662312	0.835875471286221	0.62580893952385	0.815805208170163	0.870353077294881	0.333583935047933	0.952294471549761	0.959827161640448	0.848216637610769	0.940276860925403	0.641044902933518	0.753195286334248	0.77709609045273	0.850263117614273	0.934500333266397	0.87997491614416	0.956285545415721	0.854614711494656	-0.0129341233115353	0.634946713825029	0.698231846747751	0.573916305537547	0.589620287941112	0.742803442935097
LDLR	0.69974034195997	0.636919109866426	0.603862039235716	0.730423943595141	0.866162116197138	0.762947659540823	0.798987274816549	0.708249556724618	0.729112935318726	0.772543295255238	0.757226729571829	0.744416155006189	0.760216171033289	0.590159483273813	0.83715420860838	0.655124061980024	0.747781586676265	0.654800621679699	0.668698610381826	0.643908568814486	0.68236715877428	0.821866401639799	0.624830244722992	0.570757613128338	0.627674637226712	0.699481165697796	0.738733256542847	0.598894757221201	0.722817920485502	0.706215443198355	0.763850545383671	0.724611845022173	0.767523871745827	0.636593876103266	1	0.741088332602464	0.766538064954781	0.770125700701495	0.773974623954593	0.827525730976214	0.628936314414994	0.737713207878904	0.822495780012206	0.594171148034636	0.484542858206743	0.602277959035705	0.622616667182836	0.83372269082284	0.738753826362233	0.799045508944944	0.606420699004582	0.732110501313547	0.720145200168244	0.660573629991736	0.490676958797417	0.631771720795151	0.677537332726164	0.601571376419301	0.621792289381101	0.737083470856326	0.613005480922294	0.796047629160614	0.756050152496998	0.656941401769018	0.692287555880236	0.674530420290089	0.469154194340789	0.760936711910997	0.579627821969061	0.704735693590398	0.713453397183192	0.818350636450108	0.819535029519484	0.537109740992573	0.750290608755535	0.69110309011108	0.752116893786605	0.763840385056684	0.840287089952923	0.741188706269222	0.811430139391689	0.74471376605699	0.65526872594486	0.679135005162474	0.781620005672361	0.723055016373399	0.867336492477768	0.866989970565937	0.714606867879807	0.612499042400697	0.653655300853803	0.828109018474251	0.668881978142032	0.757858436593811	0.565626230056654	0.68976761494468	0.676679346633975	0.658213222203639	0.771204327280037	0.730785946226543
PILRB	0.865551499114329	0.779128066568943	0.69555902475387	0.689056818934767	0.800633366024831	0.852822260067171	0.853923194847631	0.793075576855959	0.804685580835699	0.790788448435933	0.790720716286297	0.845043639443571	0.812731052489531	0.818165228736136	0.807851285851518	0.791291414562442	0.860876414295054	0.816037167740544	0.846564133686376	0.771182765148449	0.879091465958875	0.838560119054538	0.544374414664275	0.291990436907185	0.664539676787314	0.781785712131773	0.890905312452321	0.852595711693586	0.901906285832687	0.892803472275133	0.884750100127986	0.876807672971064	0.87821396987605	0.792525414581131	0.741088332602464	1	0.826614573769621	0.864148113614462	0.862595719625036	0.76111569154668	0.789799725866712	0.606502651149876	0.709544433825324	0.6939842672153	0.695862195297606	0.760626165436035	0.783125952979353	0.768142457578732	0.909715896852526	0.832007501558226	0.793288533089459	0.839558304326236	0.728436129661214	0.821848854882808	0.70629603195368	0.841663502533499	0.863149126930365	0.811412307058309	0.871493588097094	0.839655598498725	0.819566200313475	0.609512236150219	0.881217087538307	0.750924689345466	0.733743033383619	0.797126458666881	0.735503212806361	0.864039986807997	0.680935888521149	0.801969830807379	0.847127792253411	0.836459976595512	0.82506154348825	0.607944205870631	0.851779071989563	0.847959557888109	0.8666521570234	0.864346540789773	0.718184068126764	0.799601636192554	0.924432671737299	0.54561512545143	0.736636007895003	0.799520672370324	0.875088605710709	0.869934448171339	0.768244711461022	0.838146629628343	0.86398704337363	0.693683122442537	0.800046381551288	0.852133220536319	0.745017715121646	0.897286474470753	0.223808143932126	0.721655347526251	0.805948242261006	0.715997833064973	0.767157623352506	0.875873256902547
KCNJ10	0.82475589258735	0.857755863461544	0.796766440567262	0.822495640953805	0.786268782300352	0.8917016286656	0.821112723674621	0.694938684913198	0.925570393608466	0.867980859795124	0.886132114172732	0.907167614231074	0.876328619702547	0.855744618215718	0.876257076710153	0.862051171839627	0.876354327204357	0.805602767207772	0.860018497733726	0.914134551336126	0.869262755768713	0.875885388075717	0.700249766232561	0.336404185344987	0.702900861012718	0.851387560047921	0.830559871180627	0.654091288143858	0.899141093544786	0.882090913260396	0.843490753019791	0.862046374971202	0.917545440539315	0.85261274735353	0.766538064954781	0.826614573769621	1	0.855830127185008	0.853841569888126	0.85474999945041	0.807217583107108	0.824380115787348	0.682160085854138	0.573831168015165	0.764197359222084	0.761354719618714	0.846435405775979	0.65723658884811	0.880451499496673	0.871356005332595	0.799940951954356	0.755280506271175	0.905201679159974	0.887592727108849	0.782001495447008	0.852574748118725	0.838302648886705	0.852396696724347	0.776843996328704	0.852767902312754	0.826902559316578	0.727169765645323	0.871379784736151	0.610214380115604	0.785827421605391	0.824764418435098	0.663593325376351	0.932702222096957	0.854360882644692	0.765860154379297	0.820504176195735	0.913789173459434	0.852397036833985	0.469036918518502	0.892465341306641	0.887290270580391	0.878935040541455	0.879704979532634	0.783090308284248	0.856431661496149	0.877658817133652	0.562624548566613	0.796736528937005	0.833574760483612	0.847531316585147	0.862399223653812	0.737978901028511	0.845474697329573	0.822427245653154	0.799717777565034	0.807875901048153	0.890287234900179	0.827708118697867	0.880781348993373	0.210784152521137	0.635324052524181	0.739460218199438	0.635927560626617	0.702550360537496	0.803594209141977
TRAF3	0.878659308894294	0.819842571813952	0.847643875691882	0.757022016752487	0.81026713814972	0.952806645226391	0.884273666836463	0.771903859141224	0.890787313454176	0.859761018333079	0.858855610549502	0.938105070417717	0.913559994281837	0.842028017538268	0.89436710291511	0.914289326506555	0.952680851986963	0.929369255423608	0.919835862327584	0.873472122006193	0.880292801553053	0.846378364084706	0.764915405468847	0.251100255231806	0.682643665560082	0.874551168021177	0.937869958282798	0.724757700170212	0.93358310923995	0.906749276151991	0.906705192774546	0.902672186443951	0.945435300615229	0.92398938830122	0.770125700701495	0.864148113614462	0.855830127185008	1	0.869365596868876	0.770070355547788	0.868703558560678	0.750814178933649	0.641712547194785	0.65159291700008	0.784548614486415	0.871302558521127	0.820301400181422	0.752652502031807	0.931241325500039	0.869798022353004	0.860224104850236	0.852055326121026	0.813121310641526	0.915118249825071	0.779669941273618	0.850842045556357	0.881735619119956	0.859854107708167	0.909033192249225	0.944870637115102	0.87497868010659	0.776197763230309	0.95334873559698	0.723925749925712	0.798953570412016	0.912608262403041	0.810570097940546	0.924692329333176	0.830825700722202	0.717626307989303	0.926081771453745	0.92140403652526	0.891627327065759	0.53378639400982	0.930653144741059	0.941233256740001	0.930013929781568	0.902191397165708	0.704932961045139	0.825418886300047	0.933912557915967	0.485153165995802	0.908908743812528	0.938344604603325	0.906443031236141	0.941819834681157	0.768528581684742	0.843990705211608	0.836330873597911	0.806237687933624	0.928449100488816	0.916930058480136	0.925394413208035	0.896645163937779	0.173214290737561	0.710428358391045	0.785254039972481	0.691378535682463	0.726215099728304	0.813002577882894
NECTIN2	0.82537422711674	0.766672043751253	0.734408729216116	0.714158340998407	0.83127237187293	0.860179768190384	0.819794486386466	0.855949611917238	0.816510961630721	0.831622051797479	0.79195445506408	0.832284151829767	0.815833804211159	0.747846547614111	0.86833270355784	0.843962513618315	0.871316537576014	0.789078601809551	0.787792009461091	0.787794728439855	0.841077538596759	0.830979542488656	0.673915911091801	0.268740613135511	0.688214847984359	0.813010490676125	0.870052820884682	0.716342028580862	0.879076760694984	0.834617034197285	0.924631552090442	0.833142623200127	0.87450925220422	0.805391099003852	0.773974623954593	0.862595719625036	0.853841569888126	0.869365596868876	1	0.803946178585532	0.747327226669918	0.709001449259127	0.732769749581197	0.768763166488283	0.67539517595452	0.764949878343823	0.764893931513355	0.790313689752171	0.875360880678851	0.799602752243217	0.791100927548682	0.912805812478319	0.755549347345844	0.819239243899364	0.699129794262467	0.819084987419713	0.822060178295928	0.763764049870533	0.780874834583031	0.830479503246842	0.833748807044638	0.67881397968091	0.888732444566437	0.742941130633258	0.751404139464017	0.819872384295245	0.68777331361281	0.875110748696881	0.727740426650041	0.792389428049808	0.826608160982945	0.869101998079987	0.834081558811608	0.724460798281419	0.863775495361931	0.875851196040349	0.841018220350627	0.866558540993293	0.720342517543849	0.860396780600706	0.892486646329757	0.630415529784751	0.769113680046542	0.800598422703992	0.861313863920404	0.870878143973903	0.747921743640694	0.844861582273965	0.861489155454323	0.701509076447704	0.780623275301472	0.855005400340206	0.795658000774674	0.917120279735832	0.270643716199418	0.870794019614868	0.882608698642641	0.815857883226102	0.828632731954286	0.809288910539236
PLXNB1	0.711750234388772	0.736324793105046	0.621353546403382	0.760631691492599	0.827366453537388	0.788113240600505	0.767957111891229	0.707865732095841	0.791526865670592	0.821512798728654	0.835188633525811	0.774587942628111	0.793783949868165	0.674649810467471	0.821949658551925	0.720099930331482	0.756491960476688	0.657629273277338	0.699328293559211	0.746647253135693	0.767967736218793	0.843983739295548	0.567160449470358	0.523214008998846	0.746728521869839	0.734579461775378	0.733972146926029	0.515361322485623	0.777624354135394	0.783480078514606	0.801790134552894	0.739216995981702	0.787623227453412	0.691028441895239	0.827525730976214	0.76111569154668	0.85474999945041	0.770070355547788	0.803946178585532	1	0.693360373640871	0.762626680435825	0.783426915682372	0.592973541324555	0.626021708891786	0.620994991158033	0.752473906431391	0.765700005767844	0.752593349214044	0.820852192047144	0.705083021776203	0.732189137966161	0.813068832610519	0.734193347904284	0.633451784898841	0.669889836445429	0.76612006009341	0.69036989229321	0.619139015426904	0.74974168882947	0.712970798716523	0.7363685182224	0.757668158782322	0.646403337632326	0.722306171581853	0.700504144895966	0.526347941488481	0.804006179495617	0.703952079272054	0.762799505056692	0.720335230469031	0.84554431589203	0.810336434102914	0.55489933872979	0.782374211655294	0.767170339320011	0.77236202470144	0.807223886000866	0.819213932991281	0.791224357487601	0.7926378550434	0.733770402232538	0.64687892400839	0.698009846718333	0.758376215707646	0.759722670296709	0.790736511798857	0.848871622519974	0.7920609915616	0.670717977725138	0.681100710466839	0.848735022165996	0.694909506104027	0.820965614442787	0.405392693979274	0.682007302443752	0.723305586735303	0.667765332689553	0.777879275282417	0.710961768478643
ADCY1	0.859267883880708	0.88024844714317	0.857760822471191	0.726445254203253	0.695853985239927	0.905999878781936	0.81445734729133	0.700825378433174	0.903910452501204	0.782586577582576	0.814225009781253	0.91313415648378	0.883928539003741	0.928713435095525	0.7877663943845	0.894069825963961	0.899140262905044	0.890824156832977	0.910823327047714	0.914579504359959	0.872025849085946	0.774972281333444	0.732430151030908	0.140463450594024	0.614603273545715	0.873287471358654	0.889492226002122	0.611857714322059	0.909174861071041	0.886171017642283	0.81677197835554	0.87045715656679	0.851872044096435	0.901858874108276	0.628936314414994	0.789799725866712	0.807217583107108	0.868703558560678	0.747327226669918	0.693360373640871	1	0.688664334169398	0.538171657863185	0.594243914034646	0.856112797808739	0.810334954597139	0.832153277306349	0.607826409735199	0.90035432960305	0.795643272533641	0.814836528989356	0.767354367972059	0.850216808955842	0.92869508581131	0.82247361195814	0.835232628378854	0.845551529481664	0.907877820414901	0.882307987863585	0.907164969058554	0.845875823486048	0.685467313938287	0.884717537770395	0.696279170780682	0.733921321523507	0.853009154505744	0.814818008477418	0.8986689890089	0.860656174820112	0.715731307984382	0.869685982544814	0.846239136862974	0.782413015721998	0.447042927419767	0.895296292835987	0.888757949550062	0.896252257220102	0.845008714417394	0.609345474054586	0.809967179630833	0.842531588791077	0.322347578348974	0.885120521542103	0.91785316826276	0.803214168081913	0.907399332661997	0.634420912831566	0.717154774904009	0.759211254644222	0.807499706066698	0.888015587925733	0.848011719238247	0.873079365334759	0.838703132120976	0.0113734883247802	0.573045975255051	0.663682197174584	0.514629768079206	0.537855890006777	0.755669341287976
ADORA1	0.644280253204945	0.752173393838874	0.748299686791927	0.865013282057904	0.713722085095792	0.820132718616648	0.721764093909542	0.55613031551378	0.841716257163898	0.773128471436496	0.740292501266979	0.820861583346636	0.811738192964086	0.692092816696223	0.852165610684559	0.771974478578298	0.804452276594851	0.719183699661501	0.728275708184387	0.831230538236843	0.647222998685571	0.769122319345581	0.795036971003641	0.383560283597598	0.544865045692828	0.793008146915637	0.697336591380526	0.451005561312702	0.73761684544507	0.702170177893928	0.708701970814208	0.730236336239965	0.810102938763431	0.761313642590729	0.737713207878904	0.606502651149876	0.824380115787348	0.750814178933649	0.709001449259127	0.762626680435825	0.688664334169398	1	0.565010352234904	0.398169047756179	0.679491128646636	0.66942586031077	0.673610523866872	0.609062550722307	0.718900143557553	0.80228142566306	0.654473432208085	0.616620030441084	0.89208988180389	0.777886317807134	0.617290091656155	0.658547085077514	0.652100723451158	0.726717801264896	0.62600145040724	0.785365173828712	0.694800979297285	0.826437205264365	0.771272401210822	0.526950091691259	0.695803532045336	0.744151701009899	0.532926097851532	0.839893945061665	0.83645240836295	0.58805906222719	0.716716054018395	0.846921798217735	0.788389670006663	0.322457291149024	0.800502362854196	0.766064439517271	0.785221836370327	0.700954738539605	0.724986423108309	0.769404032775034	0.761799592705702	0.555132855749828	0.769651260647885	0.75898879875491	0.774473645109688	0.738332200849856	0.694024286104002	0.748375716313201	0.688032907302674	0.718365418254914	0.705031850614162	0.830812072723695	0.799596672722322	0.703658881013538	0.278590646959966	0.539842162943883	0.560328149175659	0.515127652010518	0.611504339144353	0.618546926713974
