""	IFITM1	CD3D	KLRD1	S1PR1	CD3G	CD44	LAG3	CD69	CD8A	CD8B	ITGA4	CXCR4	PTPRC	CD247	PTGER4	S1PR4	IL2RG	CD2	SIGIRR	ITGB2	ITGB1	CD47	CD27	ITGAL	C1QBP	ADRB2	SELL	CD46	TNFRSF1B	CXCR3	RIPK1	KLRF1	TGFBR3	LAIR1	TSPAN14	CD6	ITGA6	SPN	CCR2	CD81	VSIR	TSPAN5	ADGRE5	TNFRSF25	PILRB	TRADD	SORL1	TNFRSF1A	NOTCH2	CANX	KLRB1	IL6R	TNFRSF14	CLEC2D	CD96	TIGIT	PTGDR	NCR3	SIRPG	RYK	ATP5F1B	EGFR	SLC16A7	RACK1	HLA.DPB1	NCSTN	PTGER2	JMJD6	SMAP1	PTPRA	CD9	CD82	STX4	LAMP1	RPSA	CD63	GPR171	CD74	LRP10	NCL	PTPRZ1
ITGA4	0.951241716706941	0.956451538860683	0.76350541995476	0.947321483903512	0.975191984461036	0.969089946799134	0.751302537452573	0.992177366619784	0.910857944736096	0.945284770612756	1	0.995563556581123	0.977770206586837	0.88491969395737	0.970976751285164	0.99167496880136	0.990970351664877	0.958442555538285	0.992329471399599	0.777529229014256	0.98334078387535	0.960952629376713	0.85544011921141	0.732034360992945	0.81770480393766	0.841755580570267	0.986397128800859	0.784308511794433	0.878454633228736	0.990554646608683	0.965812387679311	0.738760375235805	0.939828258037151	0.947524185344874	0.960712174921029	0.982851272096594	0.861349093942346	0.90891268427897	0.977327768029354	0.660911404849249	0.731866233831378	0.675945822742181	0.694685434696356	0.987495505640225	0.88806760963875	0.97700214469086	0.70781859360803	0.701864046204472	0.546371606902332	0.241657551284017	0.965866262581045	0.986659350486818	0.954277617686416	0.992924335165514	0.984829166799097	0.953751026184443	0.797410490856138	0.658151718262431	0.984857302507761	0.895957079885215	0.65038419147319	-0.775008683606441	0.969965594956244	0.981665302524889	0.786622085086421	0.879637785683685	0.956222168195234	0.742608070916294	0.913977979857587	0.936449016538002	-0.0708782710949425	-0.507033059517964	0.952949841558427	0.944855309676393	0.993279293399738	0.135600738514687	0.977495147388762	0.81927502933791	0.697434813708408	0.940918400854016	-0.738328242851676
CXCR4	0.967284129114188	0.971406661720244	0.791914896985857	0.940716951087084	0.988061138174531	0.961511928106748	0.782354426321477	0.997961174150766	0.933137709911856	0.964915699139769	0.995563556581123	1	0.980948208831483	0.906288442232485	0.976132395818233	0.998292195738727	0.998605624282101	0.971088400556638	0.991043533924529	0.783495037079566	0.975288043003519	0.955223232332943	0.839440754044397	0.755677402019214	0.801121394273737	0.845733275515248	0.983590828429188	0.775371164511654	0.878351708894251	0.994589185568275	0.968461969056523	0.768857306462335	0.957227315241884	0.95049817127769	0.962276204804926	0.986151754364758	0.863888060433366	0.927728749348365	0.969928758493048	0.637454935090981	0.734881509355517	0.695507748675337	0.713059023640373	0.991992205593017	0.88049562228053	0.983053009154713	0.682895398038185	0.694371320770591	0.515460009355196	0.207538386050205	0.962891372945965	0.978040440926312	0.941529985585808	0.996248677961427	0.992568281820801	0.971536360170846	0.825931098552871	0.691505319910207	0.993240885180415	0.903634923354335	0.635585327183736	-0.792044515381531	0.979367784206774	0.974201551188513	0.772314319046323	0.861332637596721	0.970051986655074	0.744807292829782	0.901344309558631	0.925103977998589	-0.117496043731677	-0.541348218543842	0.949056079062912	0.925245932751202	0.990965532708005	0.109981185184564	0.990781054625807	0.792281637064308	0.701151537507737	0.942911882643774	-0.761144042619158
PTPRC	0.98091384533854	0.975957817792272	0.862673355185379	0.884226692175684	0.982952869026075	0.916337512088862	0.854306823351145	0.971959154893158	0.960835966900167	0.9758085744881	0.977770206586837	0.980948208831483	1	0.935163832736588	0.994139083364265	0.974448579808614	0.979624729442092	0.987829203266597	0.986648001996618	0.881525739681253	0.95717156177481	0.937953510042834	0.754024380138263	0.836745335756692	0.739751571500812	0.930019340215094	0.941459257651656	0.844405938782579	0.947035925734973	0.981196474641706	0.934869444459141	0.845018532306371	0.975287938974259	0.991925605777738	0.99009147932413	0.94638010929977	0.920132188264724	0.967113834998739	0.94516809998674	0.748454931583325	0.840384807227738	0.699544094826171	0.809200333475653	0.978437881878599	0.922707647351055	0.983407630012995	0.797556869305124	0.81072908050159	0.634448987426497	0.316231464594435	0.913126994543653	0.98357187203883	0.898169621964227	0.968087957918624	0.982062639838583	0.977960063948334	0.893126461381104	0.770650408095628	0.978365841280402	0.942593340727023	0.620209713843539	-0.750908271020527	0.981747026765896	0.957310341043866	0.850299968449674	0.825060940133926	0.981824347822952	0.816942905723258	0.891537593238137	0.896251672331701	-0.163952189422118	-0.498958398515817	0.931926913433177	0.952144814748354	0.960160556747887	0.199659156209538	0.985300185320429	0.855287825861947	0.798952211169086	0.950898006584678	-0.717705764295882
CD247	0.977797174802703	0.978571706576215	0.965083798387728	0.732582167468245	0.95531133251304	0.76353437873595	0.959658240487655	0.900747566904871	0.991059189881504	0.977053424702581	0.88491969395737	0.906288442232485	0.935163832736588	1	0.92832029260064	0.892929797662439	0.915490052455285	0.960530451999515	0.89862249806998	0.90071199006031	0.821694808716521	0.822830566031243	0.548075510937884	0.945593615626491	0.523281807303189	0.900006069330044	0.818332957346952	0.812149504881139	0.890199143175976	0.926915136052634	0.823540913972662	0.953257254846887	0.978379559210712	0.92882639438661	0.94595079183032	0.855634694254479	0.936553589986219	0.985537513207912	0.792197691534002	0.64978105410554	0.835796960166405	0.672938101254509	0.911011845142595	0.898726597436821	0.844393369452262	0.939314346770508	0.715233944452681	0.791050803277125	0.585884330258171	0.284804901505722	0.786673415443379	0.870900136603735	0.727200169561197	0.891780854108119	0.940257760712392	0.975421002540271	0.965150482775402	0.924778400311869	0.902935296578636	0.963338476969425	0.444066260986106	-0.719370280841733	0.947558921960053	0.832072194707048	0.730066828699397	0.671177819888952	0.979420172189908	0.862173874235898	0.780924541953645	0.77853007267434	-0.368873429178912	-0.509910734676618	0.795405438041922	0.805962054657509	0.849808151606575	0.118146156167759	0.941386884263307	0.681178195772574	0.832361703025569	0.860503363441274	-0.68853548001715
PTGER4	0.972340062870838	0.974161700971093	0.853117405528673	0.866190043979062	0.982025370603681	0.904627803830244	0.853701488204338	0.963821772509923	0.959435125268766	0.975500725618883	0.970976751285164	0.976132395818233	0.994139083364265	0.92832029260064	1	0.968815577690159	0.97484765423436	0.990069126513282	0.974616817778605	0.887660568558677	0.942391570069458	0.921796767622588	0.737685552666107	0.838472358497692	0.746530864082026	0.926982944966551	0.935624155369624	0.810671656139832	0.955503210493352	0.97890508645648	0.916377474116026	0.844242064892715	0.964426338607428	0.986343525746679	0.981194779919359	0.931613896407184	0.897645377711483	0.963649355708763	0.942889735086917	0.763147311842012	0.856308549763075	0.67289519622347	0.813936147062343	0.965660912086404	0.8967046482112	0.98792468992119	0.783327854712868	0.80609016468994	0.600717367733835	0.313095327706874	0.89674563524846	0.971944406219387	0.885089201845262	0.957165335562608	0.97273804074389	0.970543732266206	0.89203924136521	0.772935698496195	0.981648750932386	0.937017179922615	0.643964482140773	-0.761603357532325	0.97114882946961	0.961351736069492	0.874688563928069	0.798903185088085	0.973460052505962	0.820737367792305	0.905014181462244	0.878355763183995	-0.14980628817709	-0.521766223938485	0.933222345092812	0.943619428336602	0.957206439008293	0.241448166941946	0.979454061404917	0.868468785618926	0.774737405455042	0.95100845283257	-0.733831711943733
S1PR4	0.961370839069012	0.96291924834802	0.776251176471322	0.951086314255635	0.983286877346915	0.968718921882235	0.766022840353767	0.998096522131749	0.924081694437077	0.958682252156455	0.99167496880136	0.998292195738727	0.974448579808614	0.892929797662439	0.968815577690159	1	0.997801439530216	0.964135572996948	0.988884282507742	0.760252090374348	0.977585488226108	0.956410278187742	0.856020896768489	0.733444789279105	0.812660317638418	0.830897930638979	0.987414401727036	0.761111825806709	0.86323821780216	0.988512785311515	0.976315478874273	0.751997375135318	0.951752388347525	0.942309516143312	0.952077117757024	0.990348371328034	0.848557740355187	0.917795766597353	0.97387032118999	0.612652443149277	0.711312349590921	0.704389860659877	0.686531777847552	0.992836997061053	0.874463523907006	0.974723261761991	0.659560577381483	0.670469770611714	0.491339225656642	0.174600516194646	0.970388401975432	0.973184108171121	0.948524387481165	0.996307700849608	0.9888971949922	0.966224736634061	0.813384728040636	0.669924131465489	0.993182577878323	0.88596879825053	0.63693349948699	-0.795774422600537	0.974982215718302	0.971004684578031	0.755464463742078	0.86384398532001	0.9618471491707	0.715324815090978	0.890264317946813	0.924571274129123	-0.118130251825972	-0.552169861189111	0.95059829060045	0.917847223786296	0.9913181732823	0.0867172749239564	0.989493828754171	0.778675960637085	0.682110867819856	0.938928361860789	-0.768087566619349
IL2RG	0.972900032573191	0.976205120644326	0.805882686180004	0.933802003110311	0.991713205178447	0.954234058664912	0.796762140221787	0.997042196669424	0.942345108698127	0.971614242180128	0.990970351664877	0.998605624282101	0.979624729442092	0.915490052455285	0.97484765423436	0.997801439530216	1	0.975162578596567	0.987667147597936	0.785328154161002	0.968006318534192	0.948762560818104	0.827813539829448	0.768068149157102	0.784933778789764	0.847158853716461	0.978556875126048	0.770171099555674	0.875511306996609	0.994080026288669	0.965185516644336	0.783789923787785	0.964798931343648	0.949397081888062	0.960706257868445	0.983549498454125	0.864482251736056	0.934822613083367	0.963333823809239	0.621496353399756	0.734424395053023	0.696543013868188	0.722071251240617	0.99117205336506	0.878027087635572	0.982371743133646	0.670802038727703	0.688970541949086	0.503842793787719	0.187528429839595	0.958277467742207	0.970479358967274	0.93188112764582	0.994718646347527	0.994418238692636	0.977453199830459	0.839164917557889	0.708309978240194	0.993896291044816	0.904494128235063	0.615689572973605	-0.798904135511576	0.982562054250679	0.965144267633114	0.759823790823791	0.847623751793349	0.974032178702383	0.744271318263223	0.891393211682309	0.913375500583333	-0.152425260090769	-0.556186842373213	0.938555869352756	0.914810999704147	0.985313474747498	0.0901300652253351	0.99388293457918	0.774419527974616	0.701972048779078	0.936432621700307	-0.768336273299162
CD2	0.991003533953937	0.989761387946566	0.896573215352296	0.848799704598022	0.990364302769574	0.88194393282477	0.896764541449509	0.962522042928781	0.983942582345861	0.990428316951063	0.958442555538285	0.971088400556638	0.987829203266597	0.960530451999515	0.990069126513282	0.964135572996948	0.975162578596567	1	0.968201582752781	0.889410498352907	0.92245676524589	0.907273056211326	0.704554237974739	0.873643446867983	0.705876670877404	0.918502470534373	0.917466386112257	0.803526646116798	0.938366841867529	0.980368612292246	0.91256196137843	0.888069689840046	0.984603434153962	0.977532103200785	0.977613868030473	0.927338059064186	0.911022182894036	0.98221556214003	0.916905151731231	0.717898118463037	0.842202842529506	0.701107823482673	0.841685063184411	0.964945741465406	0.887401252719065	0.987007611226632	0.74420785569031	0.790892900756615	0.577210760230889	0.270382526799982	0.887170570465725	0.948790629046746	0.858443304616168	0.954311998766662	0.981064092536543	0.989310165125283	0.929446441439838	0.825340256916112	0.978174893099245	0.943611990479027	0.598242259681976	-0.772429089091546	0.980753957859395	0.935953135682816	0.824168730984569	0.769065059479768	0.988438602313713	0.819225064182173	0.872862776503605	0.857266735547787	-0.232951036969112	-0.539034626253075	0.904389939499286	0.909800761706873	0.941736405047277	0.192617756866654	0.987764212999874	0.805806946345687	0.784668262032578	0.93593030504524	-0.748527365381264
SIGIRR	0.965798506122982	0.958869880162845	0.797759382546715	0.943428134939422	0.974737410752476	0.961947868650463	0.782828734396063	0.989666984372201	0.925044385644467	0.951071498399435	0.992329471399599	0.991043533924529	0.986648001996618	0.89862249806998	0.974616817778605	0.988884282507742	0.987667147597936	0.968201582752781	1	0.802364300285369	0.987228095422839	0.967478376427909	0.839794157731677	0.755619146670608	0.806534101619739	0.86647953627423	0.973255568708107	0.8229876720422	0.892042212023347	0.985708966105197	0.974248484195729	0.772313079204446	0.955583919150136	0.964888899493191	0.971566492355258	0.979979979727873	0.891158657915693	0.928108307994214	0.971326727091989	0.683603513553041	0.748938201506095	0.71484535317969	0.718687412787125	0.995644429716659	0.919605785220617	0.975223484163104	0.738670164655066	0.736019202144661	0.591037753208563	0.257226334176754	0.963672081457698	0.987562313217746	0.949997501941737	0.989011012406758	0.987461122118492	0.964431240498516	0.832018608626384	0.686987796604311	0.982723612919056	0.906372999260184	0.645526411457616	-0.755819785936077	0.976868154830845	0.972170969258112	0.792265552714896	0.880722321401657	0.964996831890284	0.746376048049017	0.887898999871528	0.933837053930701	-0.10472972237769	-0.492251046430643	0.948044685277788	0.950933722144533	0.984244508153196	0.142602894068386	0.985192725916833	0.824006923064087	0.745394174628101	0.953102766166019	-0.724298512805691
ITGB2	0.872285436053732	0.865339895203591	0.932058215423292	0.564845715538115	0.837797667882873	0.627706139398263	0.938755950591798	0.756143377337664	0.90836895942632	0.876280309281031	0.777529229014256	0.783495037079566	0.881525739681253	0.90071199006031	0.887660568558677	0.760252090374348	0.785328154161002	0.889410498352907	0.802364300285369	1	0.722501918219905	0.712773768706612	0.369928715152498	0.957123790400567	0.430192974325549	0.977091386839036	0.67859310966951	0.830319495193014	0.965764267197356	0.810655838778465	0.669668391824727	0.941121227897503	0.877940435560732	0.91965125360187	0.897878847355123	0.686381945154608	0.903097441114738	0.930363361980937	0.708527862192995	0.873695530429813	0.984774794166813	0.55254002346118	0.968687536790781	0.77504149582213	0.828666547163113	0.852352610276347	0.89730734353829	0.945982512635752	0.754057705628017	0.507909812759888	0.61967415926529	0.814604766374586	0.607386499751947	0.743446652130161	0.80829681167056	0.857987770584084	0.944863998268002	0.910587941327093	0.793465208569086	0.916698374889144	0.455564460631206	-0.574277040259722	0.839117521087158	0.758397497969474	0.894126031674782	0.552075701476175	0.874188956810759	0.912223619506595	0.747975336396607	0.650890561471037	-0.29832240068476	-0.369375695964372	0.720629849924417	0.827851149858113	0.727855970221141	0.385726809034815	0.82110309901506	0.832307735945961	0.885522351490971	0.805590720177143	-0.539377944799512
