""	CD74	STAB1	CD163	PILRA	ITGB2	THBD	TREM2	HAVCR2	SORL1	ADCY7	NRP1	TLR2	SIRPA	ADRB2	KCNQ3	LY96	PLAUR	ENG	FPR1	TNFRSF1B	TLR1	C5AR1	ITGAM	VSIR	PTPRC	TLR4	NRP2	CXCR4	ACTR2	GPNMB	CD93	CD44	CD63	CMKLR1	LILRB3	LILRB1	TREM1	CD81	LRP10	CD69	TFRC	ADORA3	PLXNB2	RHBDF2	LAMP1	NCL	CD33	ITGA4	LRP1	RPSA	HLA.DPB1	NCSTN	AXL	PECAM1	CLEC2D	MERTK	TNFRSF14	APLP2	TSPAN14	ITGB5	ACVR1B	DIP2A	ITGAV	IGF2R	IL6R	JMJD6	ITGB1	ABCA1	UNC5B	CCR5	RXRA	CADM1	SORT1	SDC3	NOTCH1	STX4	TRADD	EDNRB	CD46	PTPRA	CD47	MCFD2	PDGFRA	CANX	PTPRZ1	RACK1	TNFRSF1A	S1PR4	RAMP1	CD4	CD2	TNFRSF12A	SMAP1	PTGER4
NRP1	0.955759554122305	0.884687878744215	0.942747731222267	0.352036826379828	0.977764805920021	0.478582385024914	0.985733182010227	0.984646126421802	0.896944143786769	0.662189958061809	1	0.543489535164261	0.96757011417849	0.806277708239967	0.866278958711324	0.949977671769132	0.948976528518083	0.958454027178201	0.972144723036182	0.768302574863598	0.976575118124211	0.460133281149844	0.867020517323341	0.955060287323309	0.75352083303673	0.387807222385682	0.342792754644481	0.568632206637998	0.927725114975447	0.517250497374837	0.961749955731986	-0.503289911925412	0.634645769712935	0.872309724142731	0.523188224194545	0.92953364836754	0.526448622487994	0.904786626850299	0.640051428063808	0.924382293430195	0.910230404638525	0.968638852379955	0.862694139290366	0.948172535835105	0.756238554193997	0.406182199718855	0.971592278129694	0.767889413478074	0.49775049270713	0.611547990564652	0.900410563835503	0.56771300392561	0.973672224032697	0.421434449764164	0.762186474402291	0.900435589789885	0.340189434532091	0.598406923021119	0.939929822402394	0.750518097727618	0.490582814031841	0.540158768202837	0.666869310459487	-0.0788888608502813	0.797523070249043	0.657093443269883	0.618322668028217	-0.22935458972581	0.896597700285572	0.802480523789441	-0.29659962926627	0.345821595073774	-0.241363954858166	-0.0848193880100263	0.321591716865694	0.529408296428112	0.902409976074583	0.836192961387922	0.288383311865518	0.113700807151458	-0.232817803934822	0.167265328986118	-0.174216146603086	0.299338460114383	-0.223615432070447	0.312151526376192	0.902387733006791	0.363349608660682	-0.205172169364984	0.963852569360662	-0.107898458501679	0.0430819491911471	0.420856523403229	0.930310726672618
TLR2	0.648464025343196	0.682815803880631	0.740260061766082	0.567156060355416	0.62522367129311	0.440277871284099	0.620526072519596	0.626463344987861	0.721301779077061	0.52724076398526	0.543489535164261	1	0.677508388772472	0.53406729624635	0.65447356487696	0.637640399462002	0.654683890384523	0.618248403972109	0.651925706778638	0.776140894610354	0.635851826733073	0.815439798367198	0.714788826749532	0.644559568940969	0.635457725905934	0.69136078585273	0.478515454827488	0.532360829228526	0.600597645360664	0.491143318124896	0.644297245286452	-0.0737010521656835	0.34210832702129	0.749260182723692	0.701532216634587	0.756033323600495	0.603079700384418	0.599048210200712	0.703136701517672	0.542617808211597	0.703208217025718	0.683049684474643	0.543306871685193	0.702162126846917	0.535375602614987	0.154614697143445	0.547095687263753	0.544717255201405	0.356422919720289	0.338215799376303	0.685429162226098	0.551810386950739	0.605738289072761	0.674038930841118	0.44975211591418	0.676416790732511	0.500000210380668	0.430191732182415	0.574608772963346	0.431779598425991	0.41656085586241	0.288449777935792	0.360336091984704	-0.0530725817706833	0.685967183205146	0.564142614951222	0.352699872654624	0.0130523633961982	0.661742610443605	0.767049096968343	-0.158166075484028	0.0815591095329367	-0.064597116954862	-0.103929922343748	0.0496061909287005	0.502024201507603	0.555348789551911	0.577148953541076	0.310898325557419	0.0193159095558166	-0.269576653990387	0.0330103657399899	-0.223356987636606	0.149197238578961	-0.262344052664617	0.137312264870754	0.441873365377213	0.298521693743991	-0.241072320316887	0.638756410849258	-0.0180468884637399	-0.046105644907374	0.155907121501167	0.667044692222803
SIRPA	0.969459914122202	0.919427663894058	0.983604173859019	0.443616878424691	0.981846033167595	0.52871606716116	0.976731087701289	0.986163862459413	0.952505171202063	0.744075741811693	0.96757011417849	0.677508388772472	1	0.829368795452264	0.899441580959422	0.944484031980653	0.96813984850936	0.971283569783188	0.9827375110435	0.844371399288529	0.964536514923422	0.610376290269779	0.935846118545864	0.969558802216852	0.830996346789299	0.512823935592436	0.375526944322721	0.632108969844384	0.946916061524428	0.550911885461395	0.971890820613853	-0.388923566696804	0.621445912924953	0.90892565164841	0.656851555964948	0.976122686165875	0.619624930152411	0.926710541883087	0.674830427638155	0.926488364950064	0.9553923315095	0.988886245082125	0.859607954201325	0.98066286824156	0.762440388653963	0.400210437783972	0.945191445002783	0.828714132820203	0.51902710108136	0.617337463081292	0.937735305240427	0.610240287222763	0.972374239781074	0.557017901563455	0.766126692911825	0.93069924347338	0.411135395794101	0.618563135192574	0.952921701620966	0.747572134649419	0.561684683578959	0.516666326632141	0.657818073655499	-0.0555183974050328	0.857306104865099	0.687986924593928	0.596213257187599	-0.191651092566781	0.936096150796466	0.864056248037671	-0.288686431351929	0.319182518549597	-0.197792614153678	-0.0890554900924542	0.299533963955715	0.578077738204777	0.90360963101922	0.866567182325858	0.340135423191804	0.113791651186277	-0.261823369196666	0.156911416606084	-0.191868861200483	0.284060726219047	-0.2398824837514	0.306559449538161	0.874972587252636	0.426883635808249	-0.221744409314246	0.97163338386023	-0.0561539568908394	0.0359197727081504	0.403707659849579	0.957600213073877
ADRB2	0.799436488085758	0.791079122335508	0.79847708414884	0.317170849961736	0.844300729910517	0.471404382570164	0.822864339045061	0.824275520003566	0.71648149911844	0.638446215499472	0.806277708239967	0.53406729624635	0.829368795452264	1	0.628192310687344	0.774603250141899	0.767343567077284	0.809894387622954	0.85047540856688	0.582909604375079	0.796824867752437	0.39305185589037	0.806653807646954	0.803497625141795	0.823172310482026	0.246325681781653	0.105173669066913	0.646346990502123	0.809654693298593	0.365399347354117	0.841185265738795	-0.141771890485118	0.350670448569456	0.721545865188184	0.396507002741438	0.757640262328349	0.293216292931424	0.66753991819943	0.428473308021378	0.821048027604291	0.694644294041933	0.812000247219604	0.605237278405396	0.783610148730169	0.451446951116099	0.180633698121033	0.795392157344801	0.781436400797805	0.258815223847926	0.405108523394012	0.748007756139394	0.304058461677358	0.775454562577976	0.443581542231507	0.566147940456745	0.676600428361378	0.0951230079933083	0.333192453865499	0.793105218624121	0.564025114587917	0.248843986812008	0.307585432373117	0.387031306882342	-0.048422500132593	0.584490480505596	0.357951800487639	0.325742976743445	-0.427828118169824	0.696659858137445	0.62976985372343	-0.452887346333188	0.0642190233178175	-0.39469499920113	-0.285915234542831	0.144276372022899	0.22958748228339	0.7340457794155	0.650411718181435	0.0326713552350686	-0.149376845939978	-0.367926597304732	-0.0943392741512734	-0.327139301713934	-0.00967444603889063	-0.385653449672088	0.0628826407040681	0.669733108821504	0.659387142617851	-0.392098815750044	0.793289601981376	0.277134451309095	-0.206939636314972	0.159115063182664	0.787481375261123
KCNQ3	0.883509887219291	0.809126160076181	0.917210604306111	0.59162114714687	0.884108660142151	0.650409994540009	0.861852405082957	0.889382698156938	0.907370369497634	0.696905447734916	0.866278958711324	0.65447356487696	0.899441580959422	0.628192310687344	1	0.878438088295972	0.952902379513978	0.844577906167322	0.884075985950468	0.900531010952922	0.907207407468782	0.699426220989594	0.829863826509891	0.937754706312671	0.690953016227375	0.711164510288148	0.629131143589229	0.542694731371566	0.864255961973066	0.654550633687138	0.832810795201483	-0.382218233747306	0.694238699411977	0.886915606356922	0.737220733028912	0.905620113164201	0.73351392278121	0.912211645891686	0.739900783445971	0.782508270978615	0.945622569774437	0.899020085287908	0.898416526600986	0.890105662991836	0.86719046306516	0.455567406689795	0.882861326600913	0.68090222874702	0.634893620665915	0.675027360949405	0.864398406757042	0.638042087998896	0.90099791302418	0.499028033753293	0.782453796511528	0.960091889451093	0.65957861808492	0.727000427018203	0.899712080749969	0.739081014612338	0.636030688756941	0.56078078221437	0.677519636495523	0.0943261481377842	0.900039557368015	0.817106388434397	0.683684791547151	0.076425736801041	0.835038123017242	0.90325483117682	-0.112776650490673	0.437292177881726	0.0234702956061039	0.0495216533769999	0.349877364469233	0.744715122547444	0.903468665766965	0.882365216461026	0.521499445369132	0.260927777581276	-0.155918010597821	0.348938881683841	-0.0780027218803332	0.466445595916333	-0.130155083834357	0.438558574675984	0.839747493154319	0.254092101460594	-0.127705972791195	0.893090089473042	-0.226826672056068	0.140577294744936	0.485546011776791	0.910093079147167
LY96	0.942839122407252	0.870577510216626	0.944515274790208	0.538925700440769	0.948187131812839	0.587968926462423	0.949950765902194	0.949256287539121	0.909931058303328	0.688891011159704	0.949977671769132	0.637640399462002	0.944484031980653	0.774603250141899	0.878438088295972	1	0.940509290441785	0.89939007905733	0.956140705997609	0.837260804536613	0.958927551973053	0.598921803147008	0.865211064785821	0.956488362236631	0.760725900660589	0.506481377718225	0.41741540847808	0.599072393333325	0.900571825637603	0.589213092373628	0.944094305547843	-0.395845079229434	0.57134651369543	0.877577465174585	0.648866470060294	0.935596942373285	0.623603610398285	0.864503747790228	0.631971822895923	0.860022398768224	0.892338674476992	0.943655813789622	0.795422966605823	0.917687052791064	0.749781070199251	0.310157011678535	0.956913065998551	0.743995415728214	0.439394454797952	0.567890938868056	0.904563080819414	0.528286034156211	0.955341093525369	0.474171056939642	0.702411603409001	0.898038439417088	0.426990475361872	0.562675947918988	0.907214471251933	0.692538437388599	0.512533035861532	0.444736311973964	0.560232834581021	-0.0387357984123082	0.830217470418575	0.646287827068904	0.54964748581282	-0.15476915825427	0.850092766727093	0.860071173682333	-0.336983297693422	0.243778905925667	-0.253331726772313	-0.165628149208058	0.222001517657629	0.515100685172571	0.870110006403727	0.768639515303676	0.274957144941159	0.0260170185357874	-0.344892740083875	0.115198441017526	-0.267617949850732	0.217114777178198	-0.321031956043924	0.252204233635243	0.81049090282261	0.363659910504275	-0.319563534301711	0.940785115070692	-0.114325176968897	-0.0637894154384203	0.324760780375786	0.910672409066996
PLAUR	0.967221594628944	0.914562930930469	0.972336526491494	0.537290248606293	0.96123878449675	0.641518036386168	0.946844232845121	0.959548823944851	0.944159026357444	0.758289528590883	0.948976528518083	0.654683890384523	0.96813984850936	0.767343567077284	0.952902379513978	0.940509290441785	1	0.921694506947788	0.975891362367257	0.862542510614	0.965851234582872	0.63036268773904	0.916950313456252	0.986465065409566	0.783995813448239	0.596355506274289	0.449898389257633	0.609611329269316	0.942688885796976	0.557200782606763	0.944528192125716	-0.394248415338598	0.616324024305012	0.906455774831946	0.705615042701621	0.963023796166945	0.633753842414366	0.926111138419614	0.691774349298058	0.879301498111363	0.959754512430148	0.97136324706937	0.881120775565279	0.954194053222346	0.794350167465481	0.387779050810225	0.959047826518745	0.79942795488331	0.527925440151104	0.63591805329532	0.938318114191453	0.566427080481829	0.966111331005484	0.495911641082599	0.794768397043234	0.940829712687041	0.493620819372272	0.622457415231989	0.940605092849784	0.723174815392663	0.585121605624312	0.529183312081852	0.656927414169984	0.00753685545424094	0.865043624994808	0.697492922213349	0.607225074659033	-0.139866874682381	0.882280353888086	0.901735625003299	-0.272413111346466	0.324268007027722	-0.173905710993991	-0.0875710117360705	0.297342262433507	0.612582307035934	0.951049935361144	0.871903227749816	0.36049954235716	0.135447732902527	-0.247601708828668	0.178292371750532	-0.193328016140005	0.316595264308824	-0.245385305466959	0.333097710730235	0.869086874343626	0.404807884989193	-0.234761966425152	0.973206599481935	-0.0978596713904651	0.0311769830860981	0.414354434066328	0.973694358286314
ENG	0.917612959440327	0.858422111325661	0.942831433489936	0.319462909918107	0.973969260234178	0.44170863566133	0.967829319356337	0.978140787470571	0.894848838931804	0.647227591341402	0.958454027178201	0.618248403972109	0.971283569783188	0.809894387622954	0.844577906167322	0.89939007905733	0.921694506947788	1	0.951585191541465	0.780261921817815	0.930162974540901	0.485064333797079	0.868921507361191	0.921258591381462	0.817007912213748	0.426197633055387	0.38213241084164	0.645337140274821	0.931186079937071	0.564334137493204	0.944203896446664	-0.413387923749417	0.686484507378988	0.904764421577694	0.538730617109619	0.943191999469399	0.579975528979488	0.908253812642909	0.728789907215528	0.952400771777528	0.911272750856444	0.956699031291337	0.885997571709454	0.96206449863376	0.785902615596037	0.479438388849965	0.907865807343091	0.791493151339755	0.561208097565025	0.641244877953922	0.869824129461093	0.665744754674572	0.93031861625852	0.535970415058891	0.78248622801257	0.907388688943963	0.355193479725612	0.67463548663625	0.955218231035012	0.773586527520709	0.55158917994449	0.579620176761844	0.689396263207687	-0.109879570036066	0.842791527473721	0.712608388077612	0.670379718293915	-0.170140254251315	0.948698474961238	0.770035911920576	-0.196989564474414	0.386094895015639	-0.154629212495353	-0.0072128365472763	0.377352718624359	0.606496323866895	0.879038939090717	0.866733649829741	0.39134026599478	0.19993955418158	-0.162894708522166	0.21002311648382	-0.0927477707470935	0.358696801316388	-0.141035427796837	0.352929504084596	0.903449437096151	0.408141384596637	-0.110156820060971	0.932163415887064	-0.0221397157186131	0.127235756572996	0.470841906537125	0.918225446386177
FPR1	0.980651385875675	0.940842573106539	0.978568125237325	0.47431255813358	0.982189922053983	0.570317314151928	0.979349998728486	0.980403597943255	0.938612047167033	0.75619125469601	0.972144723036182	0.651925706778638	0.9827375110435	0.85047540856688	0.884075985950468	0.956140705997609	0.975891362367257	0.951585191541465	1	0.826680814311973	0.977799883698992	0.5867216077834	0.939352604154621	0.980333106584282	0.832774991277595	0.494575236205981	0.333705457569189	0.642406682407454	0.948050452565793	0.509840936385736	0.985363708098227	-0.393052678196552	0.551188370333785	0.887039087890613	0.647935872446208	0.967249562431626	0.570539308725045	0.895884022902903	0.645508091874292	0.916709576530982	0.935615196055129	0.985133023719682	0.828981968563765	0.970843691052596	0.720873662569907	0.320025111203281	0.96547069664072	0.835477363188439	0.441402383243869	0.568342549322447	0.943349493539461	0.533806053577286	0.977000038921652	0.527038864775401	0.752052618036211	0.904393558527023	0.360643737314755	0.54145385585574	0.937508915170228	0.69744178374325	0.511061712443179	0.471942891622953	0.603406545834749	-0.0698518017608149	0.82482409447827	0.618644959877109	0.539636490405751	-0.264884798048791	0.899127029512193	0.864926363890037	-0.365691965712482	0.234444177861494	-0.288539741559959	-0.175383790775816	0.240011933805042	0.504381214596322	0.910364534568887	0.827162798569555	0.241212193109994	0.0252103236233765	-0.323786293528428	0.0629773356464374	-0.270397192466553	0.200333138112225	-0.32010824729358	0.233412662084469	0.848571564878733	0.47674226222188	-0.303152238907118	0.976640973356477	-0.00717471307408633	-0.0505379016218834	0.334837169279983	0.96638779056424
TNFRSF1B	0.801104747458318	0.777713480313651	0.904817408731061	0.741238294262097	0.798766182113325	0.647627839945035	0.782539409053554	0.808938433026014	0.898604611493332	0.735201048767479	0.768302574863598	0.776140894610354	0.844371399288529	0.582909604375079	0.900531010952922	0.837260804536613	0.862542510614	0.780261921817815	0.826680814311973	1	0.814443513592676	0.870169123857197	0.824414837262665	0.850311363241021	0.677900459618819	0.842183609349665	0.660338924707301	0.530838293849922	0.737267550285568	0.761475981928689	0.782650478039068	-0.323759772098646	0.471159209447154	0.871413317554447	0.816664178098626	0.891487587929288	0.863481060685276	0.772402992344992	0.710771501125698	0.679729115449578	0.884511955099817	0.831966271763821	0.729999579775152	0.870780961007662	0.710284744353157	0.202761739672742	0.753860701377628	0.580871910872385	0.443305911017258	0.412833966267586	0.79322517463895	0.590384527182435	0.819075579074647	0.604531919351196	0.577224933408831	0.911036609212199	0.593299697394649	0.579301550364641	0.793830838944105	0.531887938171657	0.71913031861428	0.361427343217289	0.429902455410621	-0.0337807885720655	0.943896390726223	0.743533408440669	0.465940087153458	0.168373514757111	0.832871669429993	0.887645078289116	-0.141955459898585	0.171253190605786	-0.123168531682738	-0.16266840268901	0.0470104150243552	0.62104327670603	0.720802118590674	0.714547445396739	0.409926290221993	0.0149255211522031	-0.410067552370199	0.106718611330239	-0.308861503711741	0.246473500430602	-0.341584799539042	0.175047733465203	0.616134577720804	0.18646089137293	-0.353987587205709	0.801972505684379	-0.242596818272282	-0.114500493074876	0.213858804919523	0.81868292235433
TLR1	0.97458307368639	0.912119316935146	0.959722711974605	0.433565795301644	0.970049610074886	0.514737753697869	0.980985198779929	0.976810735199149	0.925221280157785	0.680573826289975	0.976575118124211	0.635851826733073	0.964536514923422	0.796824867752437	0.907207407468782	0.958927551973053	0.965851234582872	0.930162974540901	0.977799883698992	0.814443513592676	1	0.568622596319702	0.898121590338572	0.975645882918064	0.768689846051167	0.464064086168636	0.382864775426712	0.591370279858448	0.924188156896174	0.506488899187001	0.963798912639153	-0.464237250446075	0.601482922816863	0.875134483367002	0.608256764439135	0.948436426932306	0.550461853664529	0.903630490178766	0.662487832355737	0.897466319645789	0.93957143407798	0.978863912305215	0.851589662485607	0.951068595365185	0.761683209599597	0.353489785287156	0.973752132022923	0.779827575083216	0.481517421132211	0.59319475275676	0.936537956348635	0.573838567276159	0.983869855973983	0.488295274819817	0.761529290077378	0.916660624126247	0.417104058180728	0.572585134513465	0.920525172896429	0.723259174670545	0.45715776571039	0.503249450081996	0.648103194862093	-0.0458214136060765	0.802600023164982	0.673904714608587	0.59178322730722	-0.219436212522643	0.883993052916195	0.878159556448066	-0.334025204689999	0.301211000811875	-0.233429491492208	-0.116884873003685	0.276798676588768	0.539882945313041	0.908730943047492	0.837955857212647	0.270888935265875	0.081666111617909	-0.269476212952666	0.152776793006675	-0.221644608954162	0.2743331429893	-0.270951873634517	0.291348684755831	0.872137525511157	0.390781550442578	-0.247695727955474	0.966664895783559	-0.0971185782469624	0.0133030193711574	0.382632730580633	0.952661583529545
C5AR1	0.609866404358913	0.652568151966983	0.70615023291001	0.758753306817404	0.521362722691519	0.520726456608006	0.512758300642456	0.534097832905853	0.759470897328005	0.691453939406775	0.460133281149844	0.815439798367198	0.610376290269779	0.39305185589037	0.699426220989594	0.598921803147008	0.63036268773904	0.485064333797079	0.5867216077834	0.870169123857197	0.568622596319702	1	0.726049580352755	0.628426693676012	0.566209536385371	0.857960131013621	0.510389672531883	0.427629067726549	0.505140575201623	0.51666128403421	0.564058710209495	-0.0522792191214424	0.17865601313863	0.613386905466189	0.889346642826821	0.704043484816411	0.782059500394027	0.545985942125264	0.490198660823583	0.396644361529119	0.716070858917487	0.614549678170956	0.41765241856133	0.656601425140214	0.434854066829452	-0.0162396392950194	0.486203811920147	0.498409982483827	0.242399072664177	0.196568608841109	0.667516887819946	0.45175776856473	0.591600380099614	0.708476770367335	0.354197836471005	0.665061088231013	0.586573715502506	0.314263302885531	0.503677253867074	0.285488510069925	0.56976066911438	0.123551554905836	0.225509228232212	0.0632268385484475	0.714858259239753	0.533645058401636	0.18138939648417	0.166719438475142	0.607697720931144	0.828485127222279	-0.178656651810312	-0.0421786906365565	-0.0749741789216747	-0.224505509092992	-0.140077215624709	0.461606596112364	0.463253896001969	0.477923688818691	0.26977584255293	-0.126118174567689	-0.453107725742318	-0.0262312170249577	-0.381798917766216	0.0363358496691063	-0.391855181911454	0.0243093022107182	0.295841681555904	0.208120118765918	-0.406136153727564	0.573766964828566	-0.134014913392679	-0.206893638751207	-0.0120858194345285	0.616957728022793
ITGAM	0.954405858107211	0.975599141188716	0.953770125446478	0.511956544328794	0.890347019695808	0.516181870544789	0.889800271622887	0.894360978783706	0.955294717332346	0.857735783095933	0.867020517323341	0.714788826749532	0.935846118545864	0.806653807646954	0.829863826509891	0.865211064785821	0.916950313456252	0.868921507361191	0.939352604154621	0.824414837262665	0.898121590338572	0.726049580352755	1	0.923215384508371	0.861037678036497	0.557333478263728	0.234571331138102	0.642582625921603	0.901073551724982	0.384830082803785	0.942166950662487	-0.245605166279746	0.405232678915202	0.790323630324424	0.77307037422363	0.943196010759136	0.593883512497936	0.850439587054483	0.549602107420194	0.826238636493553	0.933436347289545	0.941418384173783	0.704287183689223	0.949160394855375	0.585191989385569	0.22930505164379	0.86661300349072	0.897649701036482	0.36015759873562	0.489178944291804	0.961139752840235	0.524626603930152	0.921900496240167	0.674584961534981	0.691811584896186	0.817566255903931	0.391746494890244	0.421128450157798	0.844194161935799	0.609959509809134	0.527865046554953	0.372727104473905	0.555977173922986	-0.00204196649296381	0.760966728200822	0.532121260362547	0.397101080464109	-0.296803527562281	0.869536647618233	0.902785974527342	-0.407205414218762	0.132570553875197	-0.270179032321965	-0.210668294653682	0.156020794603179	0.46052592641496	0.825299367799793	0.769424425470917	0.189605149013564	-0.0524795916449542	-0.371366697192144	-0.0207842337880196	-0.327887940024195	0.0846600689500413	-0.359616068166938	0.170451066717543	0.726656094588241	0.546922104100981	-0.349774374644308	0.930309869609023	0.0828972925289946	-0.103362078927903	0.225659477391803	0.930362958646378
VSIR	0.97477627401083	0.917609487243195	0.970836172749574	0.540140615463487	0.970331385277263	0.620838988773906	0.955097387071888	0.96496084681413	0.948284876200154	0.766587875251268	0.955060287323309	0.644559568940969	0.969558802216852	0.803497625141795	0.937754706312671	0.956488362236631	0.986465065409566	0.921258591381462	0.980333106584282	0.850311363241021	0.975645882918064	0.628426693676012	0.923215384508371	1	0.827576272492466	0.568621447735165	0.408368106902732	0.650955897253831	0.954722205891287	0.537539385085529	0.953573252685699	-0.343457195010009	0.610912235334713	0.876704745892416	0.710987369553486	0.960285689886089	0.625330583973906	0.921643102505156	0.659097751851767	0.894909109367855	0.950276621849263	0.972634666747157	0.855336706052728	0.950731138950435	0.77679498156048	0.380112491928361	0.96824465344865	0.82372691820998	0.520268859159672	0.637878840496487	0.947384619266193	0.556727060066993	0.970926247044784	0.529425208532727	0.801847937576394	0.929029007669614	0.473476123480826	0.605584367131203	0.956147500172316	0.742130899057695	0.533386688308857	0.513111095774381	0.646118736918194	0.0545619546686645	0.854930149559792	0.687915991221418	0.599253468392387	-0.167911987712274	0.872925093833574	0.904013343305763	-0.297940786213333	0.316864806355584	-0.180392594668281	-0.102531950984456	0.299624192978844	0.580529034057344	0.933256318216884	0.846436839121869	0.334382343663454	0.102500121440308	-0.266911680562087	0.165867771492091	-0.208171147730701	0.28208703485925	-0.260789399440506	0.322611828187624	0.866716374861833	0.468679505238767	-0.253407684016938	0.966295340951836	-0.031870351863928	0.00818443264798167	0.396672499970098	0.976781802676698
PTPRC	0.823487487417191	0.804727171294159	0.824689638133636	0.397540545909287	0.842752401005821	0.443896480370178	0.798145473664812	0.8158967617493	0.833561381370035	0.709356451362735	0.75352083303673	0.635457725905934	0.830996346789299	0.823172310482026	0.690953016227375	0.760725900660589	0.783995813448239	0.817007912213748	0.832774991277595	0.677900459618819	0.768689846051167	0.566209536385371	0.861037678036497	0.827576272492466	1	0.431700405875397	0.186115695843062	0.905095255043661	0.85283335168532	0.358179815877905	0.833050798891358	0.10169643062235	0.401731355986261	0.711652476446308	0.690155408127911	0.836696671861493	0.519380879438358	0.715410584459187	0.556568540670205	0.875103798113076	0.787310839668182	0.824125546158476	0.653405560449346	0.822390190081736	0.519460270824765	0.266430311140453	0.739224081762648	0.922564496177745	0.333984279568539	0.504092837486957	0.83579344464811	0.468410614249762	0.766846464286712	0.76825665156786	0.732846680323868	0.724501620899872	0.384487317395872	0.410881755356257	0.84267322820416	0.569025979568773	0.360223126984266	0.33118962486523	0.468873374902131	0.0236062726539215	0.701554718168741	0.511477548412092	0.401048621721071	-0.276180088465461	0.788475615961778	0.730990168808893	-0.339305667822798	0.133566032682045	-0.240276237264899	-0.19518773262856	0.217566572346308	0.402427233201701	0.742159546965275	0.652811916990894	0.268213680087637	0.00480284263483696	-0.307154361759631	0.00150975730516144	-0.266523802871391	0.0657621688368401	-0.307306551585827	0.182892642252141	0.667077950309287	0.788709190545583	-0.288294761771344	0.775776686881545	0.469395110560565	-0.101430269678921	0.208513229165398	0.854005814672943
TLR4	0.469658881661797	0.494545449150406	0.61299676187743	0.862866825261809	0.447749366591093	0.708172119703384	0.393047592042391	0.440181242115689	0.627642360020248	0.638272015815737	0.387807222385682	0.69136078585273	0.512823935592436	0.246325681781653	0.711164510288148	0.506481377718225	0.596355506274289	0.426197633055387	0.494575236205981	0.842183609349665	0.464064086168636	0.857960131013621	0.557333478263728	0.568621447735165	0.431700405875397	1	0.724591389670402	0.33881332733994	0.462886700726129	0.693468578404375	0.41454593860348	-0.0140733240117193	0.330057651936265	0.608298759563402	0.821113367749647	0.603323724121362	0.872038165664624	0.525377019433371	0.568903626462311	0.30024066995183	0.61705982355477	0.488544300424443	0.500488954175943	0.548947897666375	0.554074304921945	0.147222820150936	0.422457151003742	0.319451752907648	0.419661306504285	0.312954391984921	0.496704652606069	0.441811379413043	0.462471754887737	0.47520827125159	0.383564388311339	0.650777149940054	0.641576913962773	0.50270755730453	0.515796580506377	0.333686947196066	0.730524517065023	0.27189357861957	0.26084094622352	0.227095125526874	0.785644920259305	0.609127989608302	0.344369097924504	0.448143576084534	0.504459309256592	0.699916984557146	0.114169710663277	0.148445399145951	0.141104374122924	-0.0293203778455004	0.00768247505032994	0.607738772979956	0.48437280808315	0.489854016688014	0.484329131182017	0.0856360945715406	-0.256776076793587	0.163116931528803	-0.166244079111018	0.266188221778332	-0.187973056603201	0.199470336970371	0.319823222716069	0.0722684739747023	-0.246102351952503	0.478924689232578	-0.249192363406601	-0.0735641133420261	0.165121270252216	0.54112088161892
NRP2	0.279577438409889	0.20210310002959	0.432422394224064	0.522719538144599	0.372947477642203	0.477167827612112	0.332125928572956	0.380423851574058	0.40749647760437	0.17064087195894	0.342792754644481	0.478515454827488	0.375526944322721	0.105173669066913	0.629131143589229	0.41741540847808	0.449898389257633	0.38213241084164	0.333705457569189	0.660338924707301	0.382864775426712	0.510389672531883	0.234571331138102	0.408368106902732	0.186115695843062	0.724591389670402	1	0.248696776137002	0.314683267852181	0.824959151178173	0.252787557779643	-0.201949692790277	0.550160923945344	0.62242804358599	0.398718801106744	0.436548455127593	0.730792392074547	0.419449461497957	0.74584604038291	0.277887068040818	0.46659459333432	0.357887755815572	0.598154626375728	0.401924300243383	0.680553183522874	0.361670965387498	0.323521051909377	0.0228378946798222	0.545785245337959	0.387454614464502	0.256052571172061	0.56953840398905	0.337478522207292	0.234456504610566	0.393061691093904	0.627327645309926	0.716248949234682	0.690287151655342	0.446733343586626	0.363301847609458	0.558727749558663	0.42473786211429	0.327627942598694	0.120730476877631	0.703456933014386	0.801866675192877	0.590858195265073	0.717686276640932	0.431201305008362	0.486359043573423	0.392233518756783	0.394547259600684	0.301516210632886	0.194278806255382	0.188304167814524	0.749246320318052	0.443698558838163	0.46088220142157	0.685557745742333	0.39095931171505	0.0456807330182809	0.499115678324711	0.112462133055255	0.612342155288019	0.0603303813126064	0.425054937262039	0.3829715502662	-0.223472791665576	0.0404841151581806	0.334801483146746	-0.424438451794068	0.176325142811493	0.375300292617304	0.36667471973224
