""	PTPRZ1	NRCAM	CNTN1	CD81	GPC1	CD63	TNFRSF12A	SDC3	PTPRD	NLGN3	TNFRSF21	NRXN1	RPSA	MAG	LRP6	NGFR	NRXN2	DDR1	NLGN1	ROBO1	DAG1	NCAM2	NECTIN1	RAMP1	APLP1	SDC4	PLXNB2	FGFR2	NOTCH1	FGFR1	CAV1	FZD3	VLDLR	NOTCH2	CD151	DDR2	NT5E	LINGO1	APLP2	LRP1	PTPRA	F3	MYLK	NOTCH3	FZD6	NLGN2	LRP10	GFRA1	ITGA5	INSR	ITGA3	NCSTN	ITGB1	SLC16A1	THY1	ERBB4	FGFRL1	RACK1	GRM5	ITGA7	CD99L2	NCL	PILRB	GALR1	CD44	LIFR	ITGAV	PDGFRA	EPHB1	NPTXR	MET	CDH2	CHL1	EPHB2	GP1BB	SORT1	TFRC	AMFR	ATP1A3	PLXNA3	PLXNA1	CALCRL	PTPRF	RTN4RL2	TREM1	MCFD2	CNR1	DCBLD2	CANX	PTPRK	ITGB8	CHRM3	CD47	PLAUR	CADM1	RAMP2	NEO1	NRP2	CDH11	BMPR2	NECTIN2	LRP8	KLRC2	DIP2A	ACTR2	NRP1	PLXND1	LY96	TSPAN5	ABCA1	SCARB1	STX4	LAMP1	CD46	JMJD6	F2R	IGF2R	SMAP1	ENG	SORL1	ERAP1	HLA.DPA1	CXCR4	RXRA	LPP	RYK	TNFRSF1A	C1QBP	TNFRSF14	STAB1	TSPAN14	CD74	GPNMB	CD68
SORT1	0.790093476483348	0.905873230836959	0.844221972222385	0.651700349451299	0.627670397744712	0.59772794170189	0.409665292268495	0.846487108011328	0.816263040696466	0.8036859633265	0.934566533282022	0.790707080841713	0.625238699433261	0.316503255246131	0.929967255243373	0.642335828795413	0.775920637889851	0.8390777655374	0.859270203557782	0.835299111061322	0.944729652446203	0.811883213083395	0.864099063641014	0.862985864901178	0.789938097406305	0.348699256468772	0.730070501346382	0.189162201127898	0.909127733245202	0.609814013593772	0.401735231988754	0.875992479226362	0.707560915326896	0.62976498518398	0.483830214948659	0.448476438461201	0.357475923082845	0.764365846769998	0.723458341772995	0.564736360409977	0.858786337319415	0.203213321207365	0.722471173173076	0.404295089722395	0.866296766601439	0.881025696508836	0.748947915071855	0.804227782545135	0.214391032845318	0.692502864734616	0.628685410599923	0.648673548689467	0.561976733614046	0.531706814865872	0.647023461808098	0.795198132687645	0.643446509621708	0.509940408102952	0.736666663686805	0.914243662984064	0.766710045876973	0.798200387508463	0.764941323875093	0.820519576147651	0.498875256950053	0.940343306879601	0.744195815991114	0.787847825119983	0.753613214766017	0.898911297949088	0.3830357414762	0.942355649103834	0.79288090806674	0.843275382289848	0.841269404677755	1	0.345102236048824	0.345098308176418	0.768581178202594	0.508257783045354	0.735053010109673	0.739966266734984	0.743572759375741	0.726072545038348	0.0470547526804879	0.425661586406896	0.885730472435507	0.527854513130531	0.483746857972733	0.89902351748761	0.870332490591241	0.806517747857208	0.848840392438005	0.210290960926866	0.67241175186816	0.704113570122212	0.887024824512235	0.534941290011117	0.94447832639929	0.87521481873702	0.7229286577164	0.917960118942421	0.698567186801298	0.893188099717414	0.688676034286903	0.406932756488041	0.518347825898781	0.322166705444838	0.837113779803225	0.707417099151585	0.308909053380687	0.559570115047718	0.704720122420552	0.761698536586531	0.454998975374572	0.608170591708248	0.529931318822252	0.589478403020864	0.569164708352356	0.868753849711255	0.292798254284955	0.341930923298517	0.679320769760012	0.705292809649769	0.711735588759189	0.7431767705277	0.637328701965907	0.671363770831679	0.175502380747697	0.0220571163586593	0.909668333235194	0.290565154485313	0.280950368229214	0.122411071621568
TFRC	0.143061031871087	0.448331723351964	0.212896539333403	0.740311858157056	0.592183147129893	0.813382187330681	0.766696961287586	0.230083954771658	0.189864362475278	0.122985501375775	0.364832933451798	0.149286711633843	0.851073864732206	-0.112559789580509	0.385471316595333	0.585277421320373	0.162106064962586	0.380431550605678	0.196781346320364	0.739183216512076	0.538035474092062	0.153055983858092	0.325040337884141	0.215229127264348	0.114945471796405	0.842147618969491	0.669381761992118	-0.104071610543851	0.437865888622351	0.932542869432399	0.877448075457148	0.64749544364675	0.809182139419328	0.803821707747283	0.651372364725702	0.940777665397514	0.889925285941426	0.148826134255194	0.830846335642173	0.95040535431543	0.695523439429663	0.943828735820122	0.422830533650927	0.883266287101587	0.61313671613733	0.374294799645567	0.735618001087573	0.143601265654532	0.951033205831436	0.136882729742046	0.467478042596522	0.857274466893461	0.90667682502359	0.944469484034023	0.429281660186246	0.143468792837357	0.714671074493747	0.927696032319351	0.126791903232105	0.252136150694457	0.55943277960496	0.698542037430305	0.753299540340813	0.15857805914428	0.776252138908627	0.507337579147542	0.571178971378629	0.210904047992923	0.16138037777164	0.23834566162551	0.850684882132379	0.265971812192274	0.135755834935577	0.610557459534498	0.289292243269073	0.345102236048824	1	0.33330289032954	0.142087673635366	0.942081605173912	0.68810670692983	0.420137354082294	0.771301654634839	0.478631641082099	0.913043729236824	0.939960320475258	0.180761111992551	0.42819994753855	0.945215562411594	0.543918593985895	0.423124914773196	0.164997906726372	0.739587253425627	0.927551099954363	0.834522835529426	0.0679594690606606	0.513175146122434	0.522764457466778	0.369718005282745	0.646518506161986	0.758868920794789	0.449038314287461	0.10046941692611	0.561938763547441	0.836357614381084	0.879096556304133	0.606635787285787	0.837570076353061	0.677961368080607	0.722562609663376	0.94916113889825	0.926794498161436	0.832424630708529	0.810243927172428	0.923499264395808	0.852018753493062	0.939305945645601	0.896803724575547	0.763287670810448	0.225014597859371	0.943672782383046	0.72608867834645	0.374174551506773	0.823924227189619	0.828117361623588	0.833003494991133	0.737651236466771	0.735927643836641	0.89727392400925	-0.0339783641857969	0.525982122334675	0.112442142417215	0.433310771854087	0.921611967043146
AMFR	-0.0719410024273797	0.302006800058776	0.0974244880069284	0.67515653027982	0.624602362821441	0.68016718431997	0.659089775604938	0.0764998754469502	-0.00104107148806744	0.0837451162854709	0.403946191227051	-0.0571575586150276	0.539358191063023	0.643670774623699	0.164801231097484	0.31423025995923	0.00188837217730629	0.602720733000261	0.0150090159015542	0.367233931536027	0.313145312068671	0.00957456531458514	0.277796866937707	0.491641731258277	0.463104284603418	0.534217474504789	0.599959192357676	0.681297792205531	0.308515583697206	0.324201435550931	0.44982325319478	0.328132507472201	0.321089081941732	0.49239246019233	0.69491369702435	0.398298999856978	0.451634354992384	0.0358510992533111	0.448656007382299	0.315277662834646	0.262263528800833	0.358247700728143	0.550606104096612	0.495414962533856	0.370196802847486	0.137668567288088	0.560040099552316	-0.04463995521613	0.384589166614959	0.0144186998012504	0.472086397670911	0.548940704821542	0.417227389438027	0.317457982528857	0.526679268446706	-0.0218375731333758	0.553772865757492	0.54131723942085	-0.0921879099405317	0.198749246955478	0.494748403447256	0.344617810929721	0.47827595333267	-0.0319173560866912	0.516484745304216	0.240549815657724	0.478122447358361	-0.0302961698023658	0.0973578340899865	0.152082066797538	0.44710155029899	0.131577709557858	-0.0211189395181646	0.276126032466621	0.161696685574462	0.345098308176418	0.33330289032954	1	-0.0127292319082596	0.385639721841966	0.47340674475895	0.37792258030487	0.234339273238203	0.146017479027512	0.259190490603203	0.389810116981687	0.0584253496169476	0.460499566979669	0.385703510524535	0.391147545764079	0.3326686235703	-0.0385448205039437	0.478076996512139	0.440672789242377	0.398283251649903	0.086750256991042	0.335910308169901	0.435234316174871	0.191402204578859	0.218356488612033	0.575970564415861	0.284614349413291	-0.0184877554595392	0.191831043606227	0.410731901708587	0.44059234417728	0.588651538884434	0.643195789903667	0.419106876504714	0.41641372205932	0.428392727292929	0.53678058958376	0.522148026851359	0.293265413105751	0.374630653810132	0.396229484428457	0.369680017513376	0.275297931192216	0.565885590728485	0.253174025081851	0.401303181688968	0.530468558059158	0.493187423068892	0.385570847829757	0.356347774054925	0.352135058899952	0.642300349972852	0.548270128611134	0.408900983823461	0.376266026202818	0.286569440786103	0.222152179014588	0.23478978962714	0.367433308887633
ATP1A3	0.976630044918554	0.632582949164464	0.9666871558372	0.241530922958507	0.1332496292281	0.216024571568851	-0.0412853008611514	0.968933357921145	0.945423957289748	0.958955808522943	0.727253291596738	0.982077356245132	0.404846565461586	0.170500105234098	0.88838938203563	0.340970183186059	0.974498395584225	0.431063802647366	0.96904576441151	0.633823358553613	0.758921532658434	0.975033729617416	0.873423735291865	0.735162045250526	0.773879309035514	-0.0563106507063677	0.318948720811539	-0.00298024926250608	0.760649266801255	0.414859714274913	0.014253450637593	0.609149837641153	0.593712901314992	0.226453994037862	-0.00702682876791503	0.113383510149933	-0.00493586140383168	0.971554615180922	0.391596420399447	0.409086946546809	0.697516479968767	-0.0348103554955789	0.246496329488715	0.0129129175305164	0.56775934720633	0.906678712508894	0.343120915151325	0.933057776559495	-0.0661869156579706	0.779463346061173	0.173854375375306	0.296138894924916	0.211396455281819	0.345473565774926	0.203984679674481	0.981025237791484	0.201687088131345	0.309943772891026	0.970760818448297	0.795619915608126	0.404793501322691	0.588547790714911	0.41591442265821	0.957787728753853	0.0344994922705907	0.742585276811616	0.29680325501721	0.981086154123404	0.926462382413183	0.871050579728156	-0.0248533166665331	0.896206416725695	0.981083799119474	0.773820968673006	0.922868062456935	0.768581178202594	0.142087673635366	-0.0127292319082596	1	0.269717558062558	0.340837646405599	0.317204678547395	0.661473809944257	0.880443796996877	-0.0915782970383564	0.13388089937701	0.885358783578268	0.0422135867575659	0.231323957313089	0.626998997925714	0.511420875287486	0.970282734177645	0.557651773808673	-0.086992026061269	0.354729768896732	0.939521780709074	0.800880170454881	0.0561238099443427	0.853579323197217	0.778873613355532	0.356476863726525	0.744464030275312	0.959597188715111	0.814276947029482	0.379450264539317	0.0121255922263067	-2.5807793881631e-05	-0.0889597017071403	0.508457375272415	0.278185962803595	0.0496911614690835	0.299711702387133	0.349910499295659	0.548042541474259	0.292589040933445	0.249260737543747	0.224743741491743	0.487677759081923	0.160713725172326	0.723392102431028	-0.0192318132278133	-0.0647973904086842	0.358965478922446	0.425420380745144	0.405790733809986	0.51900174043931	0.194022483993182	0.380368470680055	-0.0996335886468898	-0.155055518714337	0.705841537906083	0.0855505341067027	0.077801406233269	-0.0919171818103393
PLXNA3	0.26846037680483	0.591236378411844	0.343924361127003	0.792661840779025	0.668652036222911	0.862137773629165	0.773631831098943	0.36099039094464	0.330016488635772	0.247653088164701	0.506071371841914	0.277339583368038	0.86933031434972	-0.0494076318384651	0.531922154126316	0.688530193896472	0.289044987716914	0.531250504854555	0.342723234083919	0.818149147053688	0.675492235290986	0.28566472563655	0.477963388117525	0.36426658697959	0.250586064000673	0.815738193922411	0.767602866558447	-0.0520237110074442	0.562280722575832	0.942742213197101	0.856149674557323	0.772044916267138	0.878959055145357	0.843922586897986	0.695664876536229	0.93533136223928	0.84676370331195	0.258904161089246	0.890902505670576	0.956392982012014	0.789124188915929	0.86061839567895	0.535674899559667	0.870383040548692	0.728157472280153	0.514105534686806	0.836103064069884	0.28936340492907	0.875015573586264	0.300891198766222	0.551462141959207	0.925567462341565	0.921779865229595	0.966755463556939	0.513253425987792	0.270220609566288	0.794539378587091	0.92793039617555	0.245951694681565	0.402758975033987	0.676202510753669	0.777285260895542	0.848680220181401	0.299092710955812	0.780760003125389	0.651981408446423	0.676533219214644	0.323116041547982	0.287244082288702	0.367072485494158	0.827205278646117	0.432208749869873	0.271759276511617	0.703469756951169	0.420543212489603	0.508257783045354	0.942081605173912	0.385639721841966	0.269717558062558	1	0.777319312937055	0.55364009208325	0.856752250503524	0.551431929824907	0.786239323707111	0.947394569139687	0.326047832063339	0.505610061351565	0.964070434028234	0.698291624009958	0.574073561631978	0.305690166567775	0.846647113703947	0.849660505856576	0.91996207459438	0.201397369897923	0.636542936156935	0.586656715035915	0.531312346635916	0.75262309430904	0.847377445159288	0.591190639184431	0.218762260552118	0.688425247200453	0.888312817598328	0.867402812458757	0.665705827480843	0.836967041948621	0.776312528835687	0.833536953612859	0.935111683247951	0.945333043001075	0.896927703117315	0.904085931722696	0.942861550459876	0.886621820659291	0.964742694048228	0.931064531944006	0.812343380716911	0.390127052992648	0.913579573338899	0.709369261931321	0.517829761233087	0.892839210427323	0.895134650653101	0.89453594840037	0.798876626300055	0.791366662714819	0.863484164944308	-0.022171639608555	0.664010917110316	0.152053499564728	0.467747737870983	0.839395233968421
PLXNA1	0.359192372716879	0.888334108369153	0.49579089019664	0.933288639847205	0.937843875944939	0.890177306157649	0.842548988358592	0.472518174787177	0.409127719861512	0.356479628462599	0.767267689883564	0.356614809271777	0.864915013002699	0.0489769638593183	0.686032063570607	0.575695987988576	0.366466619356456	0.872441290187784	0.449189008274121	0.889704482512578	0.810161928669382	0.372967405542578	0.615811444523964	0.639926345061694	0.399414480212525	0.827175984944811	0.948867159707668	-0.000845296993026456	0.800674772567439	0.830812985860136	0.857599448699498	0.914159850435134	0.728182006016425	0.959335064263837	0.874560103226857	0.83958643315218	0.823711354193295	0.344658183369419	0.951509331347996	0.758260991750125	0.855998327490804	0.611097632180872	0.86110456323714	0.823458588811797	0.929568609688219	0.638613575529931	0.938539299027253	0.373599050703494	0.673063878223545	0.292776609384902	0.903979935185791	0.915721719795897	0.900795637207984	0.733593882690308	0.894640362925236	0.354030380702921	0.953706323010115	0.767028174606629	0.308007050318948	0.650225623802094	0.927059311446861	0.90821696999467	0.938460423061927	0.379268307640354	0.903520477703463	0.776817513237437	0.964773737377935	0.387337470154554	0.369087156669347	0.545857682046151	0.856031845178836	0.630731177298594	0.347061852502313	0.767710780095617	0.489414920890352	0.735053010109673	0.68810670692983	0.47340674475895	0.340837646405599	0.777319312937055	1	0.901126894575633	0.712542419890356	0.514216290850087	0.428401142104544	0.783594046696436	0.447633170023095	0.872981130173851	0.77692711631243	0.882185891456554	0.884083137759074	0.369977583712161	0.90991835415397	0.654871291893675	0.905303801137477	0.275041573000757	0.704736943548224	0.907113495505868	0.657954624465152	0.784032665796789	0.927462103770308	0.831151984642651	0.28976683464198	0.750913888143325	0.939359845264202	0.856789217343361	0.897725772288204	0.745414033668929	0.936544653204779	0.931346939933866	0.682639572288559	0.812503219693737	0.921426302224317	0.843160071672712	0.662749403662786	0.906363711199115	0.855570120720211	0.719654998394999	0.8730311370333	0.519579149431501	0.72474512614526	0.739900778225137	0.732005366242304	0.888131507790989	0.935910406493128	0.89805403755884	0.943657794028307	0.91515370546282	0.581337573508718	-0.000761352073205955	0.848593044799988	0.285823773378357	0.406823125077248	0.511288302616647
CALCRL	0.346896577810117	0.914469585061752	0.471823556835108	0.822093310123038	0.899208637192645	0.742669487766842	0.719405387005278	0.432642389904583	0.384281817413451	0.321277177709811	0.761282976330282	0.333346776436037	0.66870311477212	0.012615741044143	0.657341658930488	0.456504352256098	0.324790296760347	0.889482902788609	0.437995584114841	0.766608746648074	0.743152303408972	0.341344249409302	0.567659054447989	0.669911423591874	0.354467016493461	0.655110227884967	0.872889881985529	-0.0285956327028962	0.770629867884852	0.614700736626145	0.702983237349514	0.860543601640444	0.527342853657484	0.840366903544515	0.807809597893699	0.646628207578263	0.645101730978378	0.305165318174279	0.813751855149654	0.520130314001192	0.753992812107561	0.347120432143106	0.886567152639623	0.641628095304587	0.889460861881466	0.588706929076852	0.839869076735722	0.381069050902236	0.423831773144044	0.314834219375168	0.915400499463567	0.74414619804102	0.735981069547592	0.501832872102613	0.933968915377948	0.325253865688045	0.887935310550175	0.5235529072814	0.287541160193086	0.656479755303883	0.894155137819652	0.793366843643183	0.831966915048236	0.362017711119055	0.799940889948456	0.745144113195174	0.959737895944654	0.346797956691911	0.315848653332057	0.528890192420736	0.711003509976753	0.658109485678571	0.324159056936471	0.640060753092323	0.422630225086501	0.739966266734984	0.420137354082294	0.37792258030487	0.317204678547395	0.55364009208325	0.901126894575633	1	0.528982088796389	0.3742895144842	0.145233242990154	0.578404389730503	0.454236496999641	0.924185211439396	0.550821385679384	0.855132858520726	0.936519336296474	0.349884373383895	0.799045180127809	0.39845449098847	0.772324117098182	0.25106930883166	0.612515625491542	0.904035569950477	0.638613460581871	0.675957821086769	0.824715923232911	0.799820097317923	0.269105467596983	0.659545507635307	0.79254493207778	0.696095686593517	0.861495960453112	0.570881106738808	0.873940014684173	0.871437560182217	0.427293404196766	0.589115566599285	0.760521258129591	0.696730244670107	0.403367484530507	0.778500632169445	0.649928385070804	0.494675859124685	0.751225004601585	0.514027756067611	0.484188946895699	0.591652457987121	0.735993713305944	0.732439014130772	0.79803730007215	0.737353432547189	0.841943984416184	0.789885685501682	0.336238062536654	-0.0486753926976194	0.79134490024929	0.264709513258162	0.297938631577759	0.2333109065236
PTPRF	0.661790865263486	0.718264385918624	0.696237954564362	0.661762857242595	0.520768111113387	0.709197013633346	0.516772493813174	0.725606802935399	0.722016802569849	0.630074941295299	0.693652365122094	0.673274479936645	0.806989785023084	0.0189650481289773	0.807925894289819	0.715703592092797	0.679315942907986	0.558996034397944	0.724382410098968	0.897221331166382	0.860650532134343	0.668478330149136	0.758226680260752	0.58395368985251	0.527865767456471	0.549752535173381	0.687054351526258	-0.059905793918485	0.742226658876267	0.901525907093185	0.624769465045881	0.854810862203176	0.942765431214133	0.713354748821408	0.46703585220669	0.746468576873421	0.601502788579436	0.631530713578627	0.834495831668211	0.904330553079496	0.913390469714875	0.628115754112157	0.487549618456147	0.644457413958062	0.790118062723214	0.799785712294485	0.772682737402262	0.680663321658399	0.612794364166815	0.623637424109065	0.451220738281824	0.809245575006765	0.778740559718961	0.902333733350322	0.427214336109875	0.665003665660349	0.657157010130407	0.820946203710728	0.623246507413774	0.657397071952145	0.650775239000749	0.832401328331739	0.799730664904917	0.692640605293009	0.58027494619604	0.867188818709747	0.616722592103546	0.696890181154375	0.635456922179396	0.675205635043083	0.573437104102325	0.748609330796431	0.667177062998924	0.870060075929307	0.755125369672218	0.743572759375741	0.771301654634839	0.234339273238203	0.661473809944257	0.856752250503524	0.712542419890356	0.528982088796389	1	0.8054990860387	0.54594488574543	0.761339805669952	0.694274505987575	0.347116089234287	0.825509695589066	0.796926289688462	0.648717434703924	0.699459748187263	0.885937327141832	0.578568229460724	0.843628009643888	0.584415249742792	0.846428737354965	0.420425793925931	0.814542546259181	0.933346208435836	0.771451259137482	0.761741925415054	0.593433592532202	0.897575790855095	0.822885940547768	0.634947076775157	0.455755139572869	0.559409640764748	0.804181541591544	0.754674709497562	0.717881169689277	0.828576938425104	0.819983411048697	0.927003021984989	0.843073932673226	0.784643810894026	0.819026183885314	0.927667980121364	0.659580219116299	0.670808923947153	0.666159819278537	0.469222376028921	0.5525520878175	0.86508133702162	0.851056245156928	0.899204146716003	0.653521732101567	0.727470456232448	0.585421130063498	-0.0961510062743124	0.817087693422567	0.151009703387136	0.397471163923957	0.585609978082979
RTN4RL2	0.862580973585472	0.656971516736099	0.893522821349693	0.482046021366194	0.314673108350506	0.487420119956419	0.250002485762622	0.89964432815507	0.839230040360172	0.855985993841919	0.730174444731151	0.866274684298434	0.671688486730384	0.125304157812865	0.857689243381127	0.422559490248003	0.889562453265855	0.48609668849622	0.851958660341888	0.790023966300857	0.798429191564353	0.859248402191419	0.839751246671262	0.722390169753538	0.707401743233197	0.258662321477402	0.488592192249366	-0.0340104114969353	0.79245017059549	0.676520493066629	0.324717605582698	0.706806541669488	0.770752488858501	0.467267099620782	0.235178248665033	0.419756751070498	0.321295397984844	0.886187270253214	0.603204324238179	0.688503712537933	0.813274055561407	0.324881027322671	0.321893965992941	0.327685919992652	0.656123288439458	0.886083947188504	0.518561214953194	0.80768379662322	0.294793038756724	0.617575857558364	0.284461077817958	0.546739628891271	0.484242681140382	0.605266371037814	0.317922934200171	0.866497032708518	0.414998164766448	0.617291407241955	0.854737722886361	0.733707752099386	0.53213252071061	0.732465620758056	0.597670971928122	0.820178105953579	0.292219262208909	0.758353560161312	0.427633046747139	0.900162687292649	0.854528611631016	0.79283873304516	0.280966546225788	0.808584374980321	0.864739795736949	0.872661599376362	0.874472417845177	0.726072545038348	0.478631641082099	0.146017479027512	0.880443796996877	0.551431929824907	0.514216290850087	0.3742895144842	0.8054990860387	1	0.273429866543492	0.436588330436473	0.755842304945036	0.166350135653264	0.517778468855783	0.69127270199102	0.535754112680993	0.837041652592156	0.707451473195682	0.27265859445143	0.570657224482236	0.839536907878057	0.848645221629306	0.207403919118336	0.80533726131108	0.848791375849866	0.560658489814823	0.760893916069023	0.867051158561337	0.841607919038355	0.603250792229146	0.312951798086048	0.197239776999757	0.236951923120236	0.64754156818633	0.445303087799644	0.37861023062819	0.590734687375735	0.575643175815672	0.705324467408742	0.575878556067548	0.492951686521548	0.500381858360866	0.720502093113257	0.387110993681437	0.612665677511708	0.307531582106775	0.202068213797553	0.402670007819793	0.623651870547937	0.599561543555011	0.719533434035489	0.422901322853147	0.592308362526206	0.24256114422609	-0.157321410885503	0.742175312098478	0.0813387001816476	0.183198130092637	0.258310913173234
TREM1	-0.100741604534306	0.134188950071941	-0.0598978078287301	0.544930516330286	0.373944828436359	0.617385715316183	0.633293451253108	-0.0269866076324999	-0.054999797046121	-0.111212341422016	0.071766443160761	-0.0917766740403134	0.645732449966139	-0.130313032428727	0.087746439073123	0.442603451511469	-0.0716986772210996	0.0975560343037419	-0.0639045036603308	0.485119257562018	0.249572107390042	-0.0864492042055886	0.0391023572586546	-0.0520821888069747	-0.0862334386797745	0.745264098864131	0.425199544317059	-0.0859107442714574	0.135775904132102	0.754732796285297	0.749037283898427	0.348437460784337	0.598873379268255	0.589103738102856	0.475157219764606	0.790171868089734	0.798684505890533	-0.084518779249008	0.60045976911504	0.805509218049686	0.413358846728178	0.963517608715197	0.170590131780088	0.782084506165128	0.308460708485434	0.0884863124838262	0.484504730722439	-0.0931749139142044	0.9381612090535	-0.0482678325857163	0.209133454850543	0.644951156364593	0.743358172487619	0.784205558322633	0.182306502930291	-0.0936349404476151	0.487145057128116	0.773269086749506	-0.104817211693131	-0.0348682387227943	0.293841073239974	0.408465287414951	0.495205493467908	-0.081480786467584	0.627403526270269	0.215424047200547	0.311471517696466	-0.0277443803386776	-0.0650878993433405	-0.0167980283091231	0.735942117901749	-0.0330337734712785	-0.102491918981171	0.337901187148964	0.0480479405336593	0.0470547526804879	0.913043729236824	0.259190490603203	-0.0915782970383564	0.786239323707111	0.428401142104544	0.145233242990154	0.54594488574543	0.273429866543492	1	0.770834666086383	-0.0638894100578713	0.203520027044742	0.76465729755313	0.247855182039704	0.134361378783962	-0.0741950870609843	0.468852627716391	0.917736154611143	0.583732753577818	-0.144329666559452	0.243422070845338	0.307086137850732	0.091987744302872	0.374349748520707	0.537722762941876	0.142299311763791	-0.124078095802804	0.289961582604433	0.594931892436347	0.765261858002203	0.4143347589324	0.723241008146608	0.428344439763204	0.477676054245772	0.832055915713683	0.767207083962821	0.604123958711967	0.568343105709986	0.774487946839901	0.662437471982202	0.76300720596096	0.690986495376737	0.606503077069795	-0.0143409555778713	0.828256153060967	0.618933261643897	0.132914774539131	0.56701414718299	0.596116798201815	0.575867399418628	0.529498816856999	0.477378362792709	0.833531909867798	-0.00554820907341784	0.233177965708645	0.0283605701211347	0.330938404876654	0.927221155165238
MCFD2	0.137579966257953	0.558792103707362	0.233611559113425	0.810174561258946	0.710203020217124	0.891056222511686	0.850020010502034	0.235952883245719	0.188481541855753	0.111223271726714	0.442775623514868	0.140691921161925	0.872111424517734	-0.111407060911838	0.427261711192927	0.60215712799827	0.150845012300411	0.522086450498032	0.211756639458884	0.76030784522991	0.59735386453001	0.145529826012562	0.372777720250049	0.292593763096012	0.13597813766703	0.873302396358128	0.776129192766757	-0.101024069692061	0.503361278162458	0.905755578285117	0.904609967126983	0.727555469199448	0.799340985214354	0.868399410727439	0.766687786033487	0.966602127695193	0.888846547997743	0.132070390981578	0.87967903940577	0.90590310545403	0.741943201536145	0.836948734042221	0.578659905282418	0.867794983525195	0.71571138295799	0.405258941810997	0.837168527043343	0.15247158257885	0.879616331743462	0.154895613845535	0.627077682428834	0.917861395726391	0.926957403749994	0.932362401298909	0.577379376560356	0.134719663368409	0.824378110700538	0.925200792355431	0.109133825762152	0.323505653031279	0.683539381991129	0.771607907084689	0.840280255736876	0.157101579974223	0.828647974177	0.572145314110044	0.695707430209493	0.190764521850101	0.152689476555252	0.261621382698311	0.882492662343885	0.329673885893595	0.128587264460806	0.634587789506724	0.290219957129612	0.425661586406896	0.939960320475258	0.389810116981687	0.13388089937701	0.947394569139687	0.783594046696436	0.578404389730503	0.761339805669952	0.436588330436473	0.770834666086383	1	0.198790166885014	0.588483358497348	0.989626430842864	0.649052044236135	0.538166404758447	0.16150063439172	0.811016456577968	0.869471155758324	0.912002056513674	0.0592305325516163	0.542231014334018	0.655028455006007	0.414964859968011	0.662576796163987	0.832229134580398	0.533198392806004	0.0865940173516622	0.583151629142276	0.902591651956766	0.884655236203785	0.729090173358233	0.901566364187753	0.747518724764252	0.833971682076733	0.953620076532416	0.934702119667447	0.90341728087111	0.845732253445213	0.938741268556902	0.871277571501251	0.964298552553538	0.904766318689256	0.804259374989673	0.285838314370598	0.96983164218561	0.774435119925135	0.494550462312598	0.892999493539551	0.872739001440909	0.880562556286536	0.831143098078093	0.834518088248461	0.920211363001849	-0.0290541350748982	0.596268590609548	0.14641634667827	0.466356576686038	0.855436418499984
CNR1	0.922343245975743	0.728554282213595	0.882580442815876	0.331267511266812	0.279097541045213	0.295303169557725	0.0578770061459114	0.916644299391221	0.917898430652583	0.905370308414287	0.776708895522322	0.919154794128873	0.384504186035657	0.209274966239574	0.901306918020095	0.575207170636788	0.881364276514383	0.560826152282008	0.945432034430605	0.677286224390796	0.84660552135832	0.920096319373167	0.80143499194032	0.74973813706717	0.746398407444398	0.0318786089094127	0.430124493881162	0.0577517104486804	0.777277316312706	0.451165792950694	0.0973323675554999	0.697204751981305	0.606212258321245	0.329683805275118	0.107564956665947	0.195477493518805	0.067877732601493	0.869870014796388	0.484118031749863	0.437299711887471	0.741584207658078	0.0283600148235549	0.391317303826253	0.13323542827329	0.667734860116975	0.878288980658017	0.483889183562089	0.933286398078237	-0.00436258426375836	0.772644736449499	0.297794251816642	0.390548694788215	0.310697323076891	0.394204555215495	0.309496953171956	0.915678297299185	0.325120062461429	0.300969008011588	0.870220189003942	0.888293406968122	0.475309978426648	0.601076783836597	0.518315408395839	0.950159620392663	0.171677235409591	0.858231496869898	0.440706722802158	0.901341384934636	0.81408302486051	0.946238365509211	0.0699127807090414	0.937421834410621	0.921600004879372	0.747949529723812	0.884953267861074	0.885730472435507	0.180761111992551	0.0584253496169476	0.885358783578268	0.326047832063339	0.447633170023095	0.454236496999641	0.694274505987575	0.755842304945036	-0.0638894100578713	0.198790166885014	1	0.166233034533837	0.286104881345493	0.702284670003326	0.672017453651313	0.9297859614134	0.641336309839748	-0.0190444719675704	0.441631761890975	0.8012109755864	0.806144263040984	0.185895016622476	0.933596781575422	0.804711780522904	0.447504371260176	0.782597498899548	0.822332754105733	0.842929948270158	0.441397693935615	0.116025720323903	0.144717220603952	0.0102900176431639	0.614975357525627	0.444079599300877	0.0944973705587096	0.330921613887373	0.448239022633556	0.629165858988932	0.315847609749779	0.356852753215735	0.311067369803061	0.476086272044034	0.272951003823032	0.857305778465262	0.057821697082614	0.0447112679043691	0.452597870134812	0.498566489722897	0.494424671612906	0.558227607932853	0.310025858635459	0.390316800154938	-0.0372026179043548	-0.075503919627275	0.783894934512339	0.18260512020391	0.173480532317227	-0.0425323876000284
