""	PTPRZ1	NRCAM	APLP2	TSPAN12	SDC3	NOTCH1	NCL	RPSA	PDGFRA	ACKR3	CDH2	NLGN3	NCAM2	NRXN1	ROBO1	SLC16A1	PTPRA	FGFR1	ITGB1	CD63	NLGN1	GPC1	NRXN2	LRP6	GPC2	CAV1	LINGO1	TNFRSF21	TNFRSF12A	APLP1	ITGA3	CNTN1	LRP1	EPHB1	PLXNA3	AR	INSR	NLGN2	NOTCH2	CHL1	LAMP1	CD47	LIFR	MCFD2	THY1	DAG1	CD99L2	NCSTN	BMPR2	RXRA	CADM1	SORT1	EPHB3	EPHB2	FLRT3	ITGAV	TYRO3	MCAM	LRP8	DDR1	PTPRF	ANTXR1	TMEM67	ITGA7	GRIN2B	TSPAN5	CD46	KLRC2	AMFR	TSPAN17	ACTR2	JMJD6	CANX	STX4	SMAP1	RACK1	CD81	ABCA1	TFRC	TSPAN14	TNFRSF1A	CD74	C1QBP
CDH2	0.971820986889324	0.942920990253105	0.965502098607622	0.928184952018354	0.968048141187211	0.939695965649164	0.894268835723826	0.882882730769252	0.930529611229082	0.863980983551718	1	0.944823924006109	0.929416456906821	0.933253352437278	0.93774584025319	0.89839715218281	0.951777673574799	0.915377099553089	0.967878552729253	0.969286547419076	0.9567716290012	0.962772785247207	0.94234803576576	0.931665093909828	0.850421228609456	0.914957851086916	0.931834711690491	0.906009014674434	0.883137254329221	0.929888769510826	0.906419293918272	0.89621585134121	0.946132434121849	0.901622568366337	0.929850911848499	0.919356104900182	0.844219917067452	0.922924366789423	0.904325055958928	0.918181461108452	0.960809830692034	0.953541494229043	0.879381596143924	0.939628541512264	0.900295295704413	0.961243352722405	0.911884201236717	0.888365356047897	0.956999360917798	0.894742357093665	0.890380048169169	0.951311054772564	0.896808458290091	0.923492372096646	0.891554765815962	0.956900844522302	0.952912788875837	0.861097699960966	0.882792513690573	0.953013627617637	0.91657849983989	0.931580088652275	0.881988096934975	0.923367360407431	0.916637275140302	0.927987416108149	0.878517087057186	0.884976082675049	0.923207625901316	0.860682624400556	0.945609717739292	0.804298738150816	0.97582603459627	0.906082836692078	0.886030465059657	0.931998922488892	0.946631810640943	0.80094837542035	0.8489291258537	0.848433908809561	0.91414118222716	0.173707897505251	0.906124761255857
NLGN3	0.96032440809521	0.939929150614885	0.926291200499345	0.911513111684653	0.957521501721847	0.955702164025224	0.89216767079429	0.920981047464436	0.940720492446539	0.855304150529469	0.944823924006109	1	0.940409273309461	0.922321306472865	0.899253739806272	0.898818734964802	0.918421471809941	0.939719768819778	0.931954345221251	0.948633530262891	0.942120353245517	0.921049467118318	0.947675716141913	0.935830920355867	0.873345616803125	0.904602761745761	0.955285920367834	0.926802466284937	0.819196095483274	0.939143509703478	0.850079114116707	0.939877160820897	0.956319127278072	0.93152352239601	0.921621333990881	0.908811657198912	0.81275796113716	0.953960069187212	0.900868815848335	0.882875603806439	0.948478937943364	0.943927290217077	0.873986423440426	0.923359216594804	0.924431704148132	0.949177119662496	0.913210403648671	0.854648111540607	0.946418604956996	0.896743759131924	0.923043580295232	0.934626598795127	0.91149276626891	0.92082471950869	0.853047045078299	0.932290446362291	0.936646948093179	0.887256028461041	0.904934351775017	0.948864533313543	0.897300967875595	0.952325177928497	0.844869200004238	0.885302947112604	0.877291567426987	0.896385737876878	0.858503935584644	0.900527558510223	0.933043417441282	0.866870599607393	0.948761985666522	0.815405832366495	0.959575443564578	0.916145167604401	0.919625349235211	0.948359475361895	0.963967789751336	0.751403551054728	0.849935915647797	0.844828809357371	0.903506972327969	0.1712487519355	0.934411633399283
NCAM2	0.943674108091608	0.918798217204405	0.906186885097684	0.898804993020383	0.930680138415447	0.926066098216398	0.867379598666572	0.874026210396948	0.915698684741932	0.845673558224598	0.929416456906821	0.940409273309461	1	0.909189345995691	0.895346142620023	0.884782750047801	0.921653498019855	0.909248900909995	0.915255434563303	0.906304759813414	0.928837002504201	0.890134760061079	0.932144727344214	0.907723290689358	0.843959621647431	0.873113388654348	0.912405759302766	0.900950540472569	0.772898616492904	0.917969240191077	0.829289905334697	0.910074428585887	0.932213964255464	0.903804189053339	0.886150139247905	0.879243163193551	0.826755954173713	0.901400092434494	0.888433067199172	0.885168326582519	0.916472185496135	0.922729460182541	0.83053422197729	0.905944788500741	0.897420071687636	0.926781803174505	0.894436212355854	0.83352826772124	0.932346731841356	0.876181295757263	0.904292481403362	0.914034235858462	0.899274088049743	0.89483760163261	0.854028146780233	0.911980144388246	0.917662418748113	0.820036769583366	0.884375835022658	0.915469125905445	0.890907259492934	0.900463344641505	0.859105489059594	0.871521785752777	0.862559637041029	0.892648860415951	0.822870137803382	0.90081688871272	0.885657520347075	0.802024892149381	0.910786142982035	0.798502908954582	0.935154944373356	0.871766600936353	0.873750113663845	0.906633421544584	0.926240205196515	0.776886455296741	0.808836055007039	0.810870014198446	0.861952383130976	0.152096588285371	0.889609482745967
NRXN1	0.95602547825103	0.904734134926462	0.940396081543257	0.919104856766568	0.917130322876503	0.928492612270373	0.913389503256679	0.873166612155613	0.930732710625493	0.865755136327827	0.933253352437278	0.922321306472865	0.909189345995691	1	0.920688630721856	0.907636368157984	0.919173431941261	0.905623409891876	0.940041775779648	0.89764406649555	0.947971155806817	0.893019272399144	0.926932724312259	0.937126773093002	0.893001461870208	0.837104418556655	0.913298823572429	0.861084732757101	0.766725409552751	0.930808464231649	0.836399389585887	0.911751280065695	0.925011554650377	0.898044029517974	0.886472771743552	0.896098784602405	0.873802572684415	0.901547886319649	0.897730864696783	0.853561279913823	0.928242598539529	0.902651240883078	0.817333872287051	0.923202300919542	0.903049308150023	0.936807678128921	0.902610748240462	0.868869701630832	0.932579206612625	0.874265992742622	0.916547639060906	0.925882218256452	0.908827223894109	0.933871051722407	0.833386835890693	0.906415235650348	0.923796319562543	0.851804969568055	0.907853610419891	0.909410471720457	0.898650096862991	0.896619324409279	0.869344172859939	0.870736308832037	0.862645625473242	0.901584361578878	0.873122636990493	0.880003219410518	0.887918130878804	0.826795633272638	0.914427017323394	0.823446770353811	0.936975828079612	0.865917130971015	0.89730652483547	0.900828635277962	0.910168288521259	0.746174873616478	0.816125412242867	0.832628063749905	0.84931729511145	0.166161734501072	0.888569524629599
ROBO1	0.945520512925705	0.903809535354563	0.944650272655902	0.895318893979747	0.925180379470805	0.89112665427732	0.862700042704035	0.807241784133171	0.891098308067325	0.850829801045946	0.93774584025319	0.899253739806272	0.895346142620023	0.920688630721856	1	0.847894988439021	0.926171788933364	0.864609533123525	0.928471819461626	0.907273713927657	0.934462559213433	0.923435629849105	0.923661664336341	0.910754141468755	0.820647318785492	0.841453930761427	0.878369341410922	0.843495342440849	0.805432605527874	0.903944206331471	0.884973903431729	0.848956564902515	0.930590851356956	0.865201992837379	0.89517525872099	0.893765535275676	0.865743649164754	0.872454958467655	0.862969952332183	0.88557608171309	0.917350521281194	0.898540634838191	0.820894735951637	0.887116750020152	0.841332811402667	0.913979044213882	0.882940155860463	0.880221351160489	0.932366758550984	0.83846345566376	0.854085181470732	0.93004438587279	0.857512893572271	0.880622377449373	0.832167908887393	0.912463566253466	0.920712016558375	0.774859349384561	0.833577150093815	0.906524853488027	0.882092773238853	0.88566808226156	0.874925828548381	0.905228081994719	0.880705893774109	0.89957430569727	0.856982538524153	0.841337656106817	0.862944222254763	0.804191198693064	0.906605918072771	0.767702470645512	0.929913200593132	0.896168166235871	0.82212029175131	0.859148380916949	0.902839722178843	0.781626936971781	0.828343084369981	0.816185795716978	0.847220414554696	0.205613971586303	0.836127169901251
SLC16A1	0.905445222978123	0.856668296785899	0.888915513733444	0.883713858519849	0.886831813943755	0.903616093489921	0.926452202677972	0.91858497620165	0.906100491175991	0.844024842884712	0.89839715218281	0.898818734964802	0.884782750047801	0.907636368157984	0.847894988439021	1	0.865757755760981	0.89469172094627	0.899397796015885	0.870684078707402	0.893156691946681	0.846534621188393	0.875969637586038	0.921426306478619	0.86641954267746	0.888876459734177	0.88120168238744	0.82168377100102	0.730538078040884	0.871400231730323	0.763816085773938	0.922350158703503	0.889379608203298	0.897159360662044	0.855018474992507	0.891402789117664	0.794376230321617	0.85868421707456	0.867562069724064	0.779621250423372	0.885769381586802	0.891466967956517	0.804659708693361	0.9037255139444	0.911779368734976	0.903864315726918	0.879394802846764	0.805607039016709	0.896018382288858	0.882971099374665	0.901041344001135	0.881152379896368	0.884456471522709	0.903745904881292	0.826664152658742	0.869107302933155	0.881540413780543	0.866297265130432	0.879687732153489	0.863887577168422	0.86740531689071	0.878166646619304	0.833997190078239	0.816327567476311	0.787833101349272	0.857023969210029	0.843166106897805	0.863423735970828	0.875178592710996	0.810449049361942	0.907498797822372	0.800682701447871	0.926094689779595	0.832991207207613	0.912961684934457	0.93530849240533	0.883024191190124	0.672989851789144	0.818171484769524	0.79187937359817	0.83023674927003	0.137407712790051	0.920167752002354
PTPRA	0.953654877078339	0.94234233477807	0.955568593470311	0.895532894059287	0.950764356824813	0.894134524388614	0.838237838876316	0.821060081857922	0.907454825366049	0.831699904537417	0.951777673574799	0.918421471809941	0.921653498019855	0.919173431941261	0.926171788933364	0.865757755760981	1	0.881181778426979	0.948763021305368	0.93944252096162	0.947384694723011	0.948556214009278	0.939897464506433	0.895012553095233	0.807043475712117	0.853410372938138	0.899153135232593	0.889456552564492	0.846033123083211	0.918669949313956	0.905328428637998	0.864156036917155	0.941156597917882	0.874086544409219	0.901929795001957	0.864609476731045	0.87644036673603	0.902934509018151	0.896239775753942	0.918900138789988	0.943244962831148	0.931753242130094	0.840656467313878	0.910601019353761	0.852474501295262	0.945986238869769	0.897306503522196	0.882479076002558	0.934448725788478	0.884520325757231	0.863541720532865	0.926337836585442	0.862783003994885	0.874771083945428	0.861298091346766	0.94736906618359	0.93401055762539	0.807471537752292	0.869089738753214	0.94125516982695	0.902889421212007	0.889782678951424	0.870270728045437	0.907468111170897	0.898982185430251	0.920547702437648	0.867705668293761	0.858128630319838	0.902915266080192	0.820562631428763	0.919791978000733	0.771207716766512	0.944794805487873	0.896195260924383	0.840720199609036	0.881853611982061	0.921720465142741	0.840597028488627	0.822771694609077	0.861278058703571	0.906410533050881	0.236576485403657	0.841159901807417
FGFR1	0.917814446098836	0.897383586826445	0.902593516391699	0.916912467830944	0.907218207702536	0.944316342417619	0.901211529968387	0.927121347833935	0.933251883358514	0.854441160197631	0.915377099553089	0.939719768819778	0.909248900909995	0.905623409891876	0.864609533123525	0.89469172094627	0.881181778426979	1	0.913057970612117	0.914693565584034	0.90309829180413	0.878115373697037	0.902400920871743	0.911546367796517	0.857796406591229	0.891045136008306	0.916824132625653	0.891950635152647	0.784928502419646	0.908908541203468	0.816565411526497	0.923685243039406	0.908459490150246	0.912677281928556	0.87292965160996	0.908801338182466	0.756785452917211	0.914207349127675	0.861333738240492	0.817893164450027	0.929813134582828	0.919706442929884	0.873938252739686	0.902360913453294	0.931438144232383	0.92877793392211	0.902008654681658	0.839585731273631	0.912969870651297	0.864449814017319	0.924917521981722	0.90101697881888	0.910943019120991	0.907179989900474	0.819847339279171	0.874577954471076	0.907210212972472	0.891619520519513	0.904022648309744	0.890182740455143	0.887975038498171	0.90991350619308	0.83607214333518	0.829010263913587	0.813688015554705	0.880569048865243	0.835630976976864	0.902572872145664	0.889388304295847	0.872103126608618	0.925561978831556	0.844867164469302	0.937151368807296	0.86394632550774	0.926945254542008	0.942989927638994	0.922479944189036	0.697016322962109	0.829192033847189	0.825161824452718	0.880744372497335	0.143498658431607	0.929773819648261
ITGB1	0.960230634495967	0.934965511487582	0.962935507620717	0.91611808285281	0.952011630842794	0.925151554305427	0.895163474453918	0.873564521155621	0.92522392904158	0.842590199591665	0.967878552729253	0.931954345221251	0.915255434563303	0.940041775779648	0.928471819461626	0.899397796015885	0.948763021305368	0.913057970612117	1	0.954208461672156	0.945896831082378	0.943385775167645	0.936621537659725	0.9136337699191	0.86423590299756	0.885347412933362	0.915115656058568	0.885944165515503	0.856485738393435	0.92353930494569	0.895635141237675	0.884092944533834	0.947165840780347	0.885996540588045	0.919085286118667	0.90091208262665	0.844465413325487	0.905750509452777	0.896056387068356	0.895086930200375	0.957847986402465	0.938032449448525	0.866768230408643	0.927757536687188	0.901318383025873	0.955803204931637	0.911031985633472	0.88347420443923	0.942521544592278	0.893573338721425	0.894459463808554	0.9476633775051	0.889954832834463	0.921314180828763	0.876993780859927	0.947755431435897	0.937862142259398	0.856891439224694	0.891889398613487	0.939820675284365	0.916274709085373	0.912311948622435	0.885609479965449	0.916278645228562	0.908798011914307	0.915052436299531	0.885835499336794	0.875952844112655	0.912987098998749	0.854819993084024	0.948860346879366	0.824301952028666	0.963303325671758	0.910204947678741	0.886245981160232	0.920514102537527	0.939243483318222	0.798767350579591	0.858387110924577	0.86057092118247	0.91587071099287	0.242505508530239	0.890872381172015
CD63	0.946844893640013	0.939397631637459	0.950531918662158	0.907125466464677	0.965907579277737	0.918894242632765	0.862338742886982	0.881776172738577	0.930640572358996	0.836682308565312	0.969286547419076	0.948633530262891	0.906304759813414	0.89764406649555	0.907273713927657	0.870684078707402	0.93944252096162	0.914693565584034	0.954208461672156	1	0.9235079169486	0.957046108899771	0.925497637166631	0.898194084878896	0.833412389806948	0.916606437210772	0.922376772150917	0.918327687538274	0.905864998542141	0.913587901907559	0.914377822284891	0.879162240100601	0.937143114784812	0.878893115643234	0.921270656013487	0.893310169089441	0.790616578961792	0.930717142806167	0.882739757927229	0.914125748035506	0.968627202020155	0.967460221822423	0.910004694347542	0.92167217946436	0.898114092942893	0.953565966343076	0.910454816783	0.870114132519511	0.938356188944672	0.894614036346072	0.880745797696716	0.934356667514265	0.877093034555431	0.892392118025311	0.865630856794157	0.946414699667054	0.922722122222324	0.863794141321267	0.867205187405867	0.954529951580291	0.902069453708587	0.929501543078863	0.842893834484539	0.919629181819266	0.912897611639802	0.894265641428573	0.857364427923188	0.874708261633863	0.913192218695495	0.893079422505707	0.945567747424068	0.788458024692873	0.967236244418302	0.910429227105103	0.884751695362441	0.932613683443509	0.953383907936403	0.77445284250636	0.85167068060974	0.848235916802711	0.94743822079292	0.203008110720596	0.904572677552048
NLGN1	0.970099394466948	0.945755091893104	0.955642805626242	0.908672247122865	0.953115730345852	0.940580410819466	0.874600268062835	0.858627397015301	0.925655824579315	0.858115618994957	0.9567716290012	0.942120353245517	0.928837002504201	0.947971155806817	0.934462559213433	0.893156691946681	0.947384694723011	0.90309829180413	0.945896831082378	0.9235079169486	1	0.937576755612742	0.953174118356028	0.934217765639121	0.837348129621494	0.875582470656436	0.935106474975845	0.898052888966121	0.8043732338566	0.93590629479799	0.868495796077421	0.906965477301434	0.952237028942325	0.913168359805739	0.918181984248736	0.917640190122497	0.873655091515039	0.915952898317063	0.916116924419235	0.908457869691395	0.942875979583613	0.921261795172964	0.834684406052844	0.929414023124898	0.88513249873976	0.950040138675632	0.899424493107386	0.889120965746342	0.955994005435367	0.881009991068393	0.900288588751591	0.951003124632285	0.905880798370426	0.925538088580516	0.866772500884122	0.945736313340321	0.956405849397084	0.844907414769533	0.881471527842305	0.938767436169524	0.906018487933916	0.925159205053557	0.885865998674584	0.905462288042381	0.878724633864636	0.919861212091505	0.875461058857726	0.893045367552922	0.913752033414208	0.816376602393532	0.933301944208569	0.794508861923093	0.953580349495833	0.905357281770435	0.86765713654859	0.902571580446945	0.937072121588607	0.808951105205304	0.828364164402169	0.852019771542737	0.877270761659474	0.179221386281491	0.874227496566389
GPC1	0.946516954042769	0.946612800864912	0.951463642787637	0.882856167886325	0.965744228295413	0.889475909869948	0.813432306625681	0.809654206214182	0.880351706895305	0.813831189304611	0.962772785247207	0.921049467118318	0.890134760061079	0.893019272399144	0.923435629849105	0.846534621188393	0.948556214009278	0.878115373697037	0.943385775167645	0.957046108899771	0.937576755612742	1	0.931566343073417	0.878529942883096	0.792206410011501	0.883161658168335	0.901946369495594	0.897340893721679	0.907155157310782	0.912304465838647	0.934424806015417	0.847038042389469	0.927161375520233	0.853144470878225	0.914258938016036	0.877014845522698	0.837044610509961	0.904592860963126	0.868877709628188	0.922343158048967	0.938648575113361	0.926721729134963	0.852852597502783	0.906129805130068	0.830612603104887	0.942694182314698	0.88324157391825	0.886529308999495	0.930511553050381	0.870071541383459	0.829447418659777	0.927955774135766	0.837911665123932	0.863038880023306	0.870164285291909	0.943039957045328	0.93550591986465	0.805056008380062	0.824291058683631	0.952281448433812	0.903361117484745	0.903556695031034	0.865788137760764	0.924375386837045	0.913435127244116	0.90163364149673	0.847143065576397	0.835714064181226	0.901270526567723	0.837163913817615	0.914862334290794	0.741416351314126	0.942886599816564	0.909657522153443	0.819058537464316	0.877876118129951	0.929925000554309	0.821485397382226	0.812849011765603	0.846445467477085	0.909850172625997	0.187418459587651	0.834522199511454
NRXN2	0.963714231599894	0.940360183454524	0.943841405391041	0.910023658048106	0.947684509242655	0.910074708575889	0.858037210655504	0.850936012486698	0.917551579909489	0.845440005785242	0.94234803576576	0.947675716141913	0.932144727344214	0.926932724312259	0.923661664336341	0.875969637586038	0.939897464506433	0.902400920871743	0.936621537659725	0.925497637166631	0.953174118356028	0.931566343073417	1	0.913754514494544	0.843683993786577	0.867190366140519	0.919869760797406	0.90176183987197	0.82920871595813	0.937763805741264	0.876174855448386	0.899834993047073	0.947625859720322	0.910603712698403	0.907474007158908	0.888424941481457	0.853105133012651	0.923454261630402	0.881668401607903	0.890883138027077	0.928998503503205	0.930690316075562	0.817668393556755	0.9190067769025	0.887222603018664	0.942487583665806	0.901518474497566	0.863457440753389	0.928374526539425	0.886507787420856	0.884185353325929	0.927542441329193	0.881394089817707	0.89248927290791	0.863842682324495	0.92447543847523	0.942585806314126	0.828248687076876	0.889003278718463	0.941969773672573	0.882217234079181	0.907089181473067	0.879073223517509	0.890858366157745	0.885064033732421	0.90446432659297	0.857692638500809	0.891292254511438	0.908733054788337	0.820342956072792	0.92340321062909	0.79096475146308	0.939568890871549	0.915168042317936	0.86365571641007	0.895701554785884	0.927696334144557	0.786864077848016	0.814481100727778	0.846731278322011	0.899523507469497	0.174027743953923	0.868853712674528
LRP6	0.945633824247471	0.89561293460507	0.922277455082523	0.914985240141507	0.916850906135861	0.947675505738866	0.937182065195021	0.916285446779372	0.932381359731999	0.873125751915329	0.931665093909828	0.935830920355867	0.907723290689358	0.937126773093002	0.910754141468755	0.921426306478619	0.895012553095233	0.911546367796517	0.9136337699191	0.898194084878896	0.934217765639121	0.878529942883096	0.913754514494544	1	0.88564466874687	0.876090286125499	0.922714144176695	0.877310353540962	0.753807962951924	0.915701706125241	0.811329973635244	0.937817919062768	0.932037708784055	0.933126769937893	0.896377334422695	0.920964697977307	0.833221306558745	0.909828352475484	0.909766042256456	0.837075269753082	0.925181791888258	0.908702717189015	0.849036104802956	0.920495700557859	0.920996084957346	0.929201977103387	0.898009767603537	0.852365452745178	0.949877590928283	0.873896232282272	0.939052608889217	0.92516697996161	0.9113777847521	0.935923304925011	0.836815764428842	0.908170564109423	0.923448138021378	0.878173544573043	0.897622294616831	0.899188345582213	0.895085992337602	0.91790904390259	0.847873670237097	0.857842373209314	0.836441861260357	0.89682433432279	0.881359947070366	0.878102351373232	0.898369417378889	0.834558602911429	0.932226279274843	0.815458736339737	0.948922863570274	0.882091534579667	0.908130566737318	0.931036266721246	0.928720614083468	0.725478623367034	0.858307959560514	0.81503085494861	0.84128618639394	0.16743339841848	0.92999634647931
GPC2	0.874701029902846	0.81142625245888	0.841505069935371	0.868304619317404	0.833658046637327	0.875658255617233	0.901343297306773	0.873493649662541	0.881682208072472	0.830084404464907	0.850421228609456	0.873345616803125	0.843959621647431	0.893001461870208	0.820647318785492	0.86641954267746	0.807043475712117	0.857796406591229	0.86423590299756	0.833412389806948	0.837348129621494	0.792206410011501	0.843683993786577	0.88564466874687	1	0.784522667927317	0.861960050639425	0.796691156421722	0.690691896600382	0.847634014197222	0.721895528824945	0.882144794898459	0.848575884970946	0.852803248959632	0.808210040719034	0.84115089744092	0.739088736342883	0.839997017804379	0.830097592273933	0.728640926084851	0.859292644962315	0.844801375828505	0.788034657595866	0.8749094949202	0.884148662867674	0.869592737677555	0.842079541059131	0.762452278286586	0.856728616944678	0.829432488347915	0.891618594258318	0.829871188224464	0.860134852568751	0.897721797152024	0.76082537351117	0.803034024759097	0.836318407724522	0.848461130850698	0.858518026542566	0.833635624013094	0.827033810045227	0.850099291282803	0.77087622801383	0.760540929616573	0.794764926655039	0.801797888465245	0.802286845208454	0.820906144431468	0.830235125133241	0.794736305685725	0.857538428066352	0.794726306915082	0.88114176081099	0.813288752086308	0.881872786799161	0.873010688683979	0.853324260799863	0.606023550513876	0.782202256703094	0.737939489113131	0.779794774290132	0.14109219389496	0.890348211950409
CAV1	0.898027775831168	0.865309981843251	0.863470327711194	0.849641199467871	0.911765515849576	0.886937989900629	0.85921306988777	0.903347720320071	0.861977155321391	0.786279414841391	0.914957851086916	0.904602761745761	0.873113388654348	0.837104418556655	0.841453930761427	0.888876459734177	0.853410372938138	0.891045136008306	0.885347412933362	0.916606437210772	0.875582470656436	0.883161658168335	0.867190366140519	0.876090286125499	0.784522667927317	1	0.865544309148114	0.860061272610054	0.839321533667109	0.855565923609783	0.811577388283516	0.888431789402084	0.898363353119747	0.870419050641166	0.879339568089833	0.872121363461739	0.729089852681146	0.888711370849335	0.841045731538899	0.828002003332059	0.892078767492738	0.900344580133086	0.839085777199943	0.874270198208619	0.883131782827141	0.887005883503173	0.859431821183076	0.805119526100699	0.895693170501991	0.883679166184751	0.838380109669146	0.890577131468748	0.851895888600719	0.857701756749028	0.837420578521198	0.882388622770877	0.885511758514231	0.839796677469589	0.824856689515736	0.895716896738012	0.857325457138008	0.905224836925364	0.809029927386077	0.841451529145857	0.805783969425305	0.843702419280268	0.802771983507014	0.856093586471824	0.86878813801899	0.838044009028791	0.898617865549674	0.729790040648427	0.919187607190166	0.858329138320514	0.875241403443818	0.943979568101966	0.899467024411885	0.688386846072085	0.808423527879271	0.771952175970999	0.876243785313017	0.128528603908795	0.905830235737604
LINGO1	0.936327305254149	0.92300798225087	0.91636150395439	0.895699914137128	0.935184759458801	0.953547016355512	0.864252802999093	0.894629602677253	0.922374809979934	0.850805253451677	0.931834711690491	0.955285920367834	0.912405759302766	0.913298823572429	0.878369341410922	0.88120168238744	0.899153135232593	0.916824132625653	0.915115656058568	0.922376772150917	0.935106474975845	0.901946369495594	0.919869760797406	0.922714144176695	0.861960050639425	0.865544309148114	1	0.914731079272144	0.779301304571461	0.92736699034471	0.823107433966673	0.920486009623923	0.922844189221819	0.91725085228139	0.903042437420711	0.907439671350846	0.785352428652757	0.929183061365498	0.893191710520041	0.864663708033874	0.929273779405683	0.915434157582151	0.868606472257446	0.924936909731486	0.890351973523229	0.937198119278404	0.892657192019974	0.848364290608427	0.928458153610503	0.881096571691569	0.910402153688263	0.907002190277938	0.898440201199701	0.9221554302373	0.836700436522884	0.928135953895386	0.918875637738811	0.880319699177347	0.892943982729156	0.927824569384105	0.89856683442027	0.93001768606198	0.830722046488386	0.858309515828074	0.876413479565243	0.877342998334733	0.855706858485408	0.886273926723717	0.910942517806357	0.843116452532521	0.922147799982939	0.785744835027338	0.945777061386078	0.889766774197064	0.893402135959801	0.922188412946145	0.94855165257704	0.76243008575532	0.837928811160926	0.845231087387376	0.878202174683518	0.176089359351314	0.899241775608751
TNFRSF21	0.907718247726014	0.926824287810281	0.871508775945702	0.852682487595984	0.928971538260537	0.905801048984792	0.797362146392648	0.851294729661464	0.885037646428579	0.793467613593472	0.906009014674434	0.926802466284937	0.900950540472569	0.861084732757101	0.843495342440849	0.82168377100102	0.889456552564492	0.891950635152647	0.885944165515503	0.918327687538274	0.898052888966121	0.897340893721679	0.90176183987197	0.877310353540962	0.796691156421722	0.860061272610054	0.914731079272144	1	0.788611998361405	0.916206678222543	0.844579767080144	0.880017003869669	0.904109354207451	0.900799675430786	0.884072744554848	0.85516930694161	0.756761173006508	0.919030444970462	0.861070269260856	0.888369207999246	0.91629289799865	0.906708956936121	0.864880808897714	0.887211104273343	0.846631985704876	0.909091533532042	0.880460905634187	0.825077767751399	0.907259102899194	0.864782629127076	0.881913601353596	0.886753492770869	0.842660122209608	0.864833565758597	0.826747130198863	0.909137072506401	0.895193529845334	0.816846951950825	0.845304026912799	0.931041905863512	0.888958918944426	0.912497778598313	0.809529455811487	0.835362415767878	0.856156703548217	0.860366551018102	0.823614399580532	0.8666888452019	0.875679647921778	0.823160819849597	0.894848358078462	0.757416649067949	0.920005879624162	0.877092697382163	0.834935025695512	0.886745594324234	0.929541128775398	0.791840825743475	0.809977453155903	0.825112385765539	0.888513271388628	0.158778957959185	0.856757377119784
TNFRSF12A	0.846296478384572	0.836470977934202	0.858753895078491	0.784241807906398	0.865397005372307	0.760870614520465	0.723396088678144	0.721609263884899	0.760403941256998	0.697047433394638	0.883137254329221	0.819196095483274	0.772898616492904	0.766725409552751	0.805432605527874	0.730538078040884	0.846033123083211	0.784928502419646	0.856485738393435	0.905864998542141	0.8043732338566	0.907155157310782	0.82920871595813	0.753807962951924	0.690691896600382	0.839321533667109	0.779301304571461	0.788611998361405	1	0.785512504101085	0.876858566632151	0.721152203269581	0.81520754565174	0.740429358769028	0.814930385640017	0.753388512624204	0.705764501142478	0.809546849572528	0.745137314406003	0.824717022650817	0.850532605853749	0.842391898935484	0.768909595225379	0.804928688635772	0.754095528714267	0.846341073179407	0.785340155414252	0.773794720105785	0.804978991527226	0.760863675957917	0.688787691292203	0.821505441671949	0.709084837276413	0.744098150882797	0.809753556450844	0.841928617660846	0.831168986341413	0.724826315336916	0.717101744687093	0.852082334926537	0.782226807462816	0.793048400629588	0.763298419009634	0.849945405376889	0.842460374467913	0.797143363311597	0.738848492938443	0.733336316605815	0.810999717735147	0.790476370124947	0.81428898009206	0.641052495922701	0.84023368131702	0.81897021779112	0.732363442698517	0.796746661965166	0.815903861828792	0.712056696098676	0.72493168262465	0.751093854793024	0.868005339891426	0.1675670999913	0.756461769336477
APLP1	0.942908791733029	0.938328003805442	0.923677593421255	0.897218084018544	0.937402079440532	0.924491379496868	0.857704286112686	0.86654323027884	0.91059731264993	0.8408447004773	0.929888769510826	0.939143509703478	0.917969240191077	0.930808464231649	0.903944206331471	0.871400231730323	0.918669949313956	0.908908541203468	0.92353930494569	0.913587901907559	0.93590629479799	0.912304465838647	0.937763805741264	0.915701706125241	0.847634014197222	0.855565923609783	0.92736699034471	0.916206678222543	0.785512504101085	1	0.853949409314127	0.909866052098745	0.937894155748769	0.913468528236474	0.904606588826231	0.875793880103488	0.836856327509807	0.929559671802563	0.894860129186648	0.879440713072874	0.931002022708754	0.91256172163566	0.832279932244152	0.911878791606697	0.876017162508996	0.93345761009602	0.886134116653292	0.860847035086333	0.930841362691449	0.883459935871271	0.91340431504922	0.918322022320587	0.886083560687841	0.913691330810175	0.841663786582218	0.924645342581697	0.924328297167219	0.837556962226854	0.889716576204819	0.932668021570422	0.899129629376001	0.911170028996409	0.853603421119292	0.871167069368634	0.869019180722236	0.904422816297609	0.871225566435155	0.882084422072729	0.897754876406698	0.823795018470151	0.920014473101189	0.804763732215321	0.939057366768226	0.893354954170707	0.880510850433678	0.89936822712841	0.93548755883971	0.793682765040022	0.823703138397942	0.841339278775988	0.877281241148292	0.174556239104611	0.872120188950754
