""	GPR171	CD44	CD2	CLEC2D	PTGER2	CXCR4	CD69	LAG3	CD3D	CD3G	CD96	ITGA4	PTPRC	CCR5	CD47	DIP2A	NCL	RPSA	ITGB1	SLC16A7	S1PR4	JAML	TNFRSF14	DPP4	SORL1	IL2RG	PTPRA	CD46	TRADD	LAMP1	F2R	CXCR3	ACTR2	KLRD1	CD247	CD8B	CD8A	HLA.DPB1	CD226	SPN	CD81	VSIR	JMJD6	TNFRSF25	LRP10	PTPRZ1	RACK1	CD74	ITGAL	STX4	IFITM1	CD63	SMAP1	TSPAN5	PTGER4	ATP5F1B	TSPAN14	TFRC	APLP2	CD6	TNFRSF1B	CANX	C1QBP	CD4
CD63	-0.0216270061710035	0.356865773616752	-0.0256478951229586	-0.108733708425686	-0.0390991489660767	0.131093436995412	0.157626049603007	-0.0589231035897342	0.0833449984897271	0.0265647339850552	-0.0934133188107191	0.123244173914617	0.0227110001999207	-0.117067673970789	0.269067155174387	-0.137713822116686	0.893320113260935	0.774115367981678	0.550277620053718	0.178567887818481	0.0199888269350284	0.00246272674464454	0.23657236888768	0.0513847638908	0.419477960752335	0.0676826246738753	0.666555108938672	0.197516848994446	0.253223264221606	0.543153850017295	-0.126842040893887	0.101305155803364	0.682903954034972	-0.140706521733653	-0.0279916324235458	-0.0912385915279986	-0.150775447412791	0.620015875003042	0.0407342715086077	0.0965490492815486	0.932316827471956	0.660267020631684	0.441972474814436	0.0504995373246805	0.712318198796284	0.655188769338793	0.717191855747022	0.665046841103805	-0.0352212362841509	0.793443028835986	0.13147500697549	1	0.634602459216831	0.510617159109508	0.21476431897775	0.887941471577675	0.227370891686938	0.784367513352586	0.825351687556417	-0.17637647295942	0.409466365171231	0.88373106835995	0.953607669402862	0.584738106284539
SMAP1	0.622112811236818	0.846627123569147	0.617371641331808	0.528858769808558	0.527393373114002	0.706029660831807	0.722779671788008	0.523714752919288	0.702345859886139	0.654138601073623	0.577546302783126	0.539137205312337	0.680498162359385	0.30285954053034	0.769068850141519	0.293650444221622	0.761940297771631	0.844224264897652	0.810018480378963	0.649503168816214	0.636621228501504	0.45637934000207	0.772465933115685	0.577777559898209	0.601036899109265	0.632665711846401	0.756187180126557	0.644777965983846	0.739045505695499	0.649979661851758	0.275704452070087	0.604532717437117	0.771639485532827	0.412883050725105	0.563814567627122	0.481462275635276	0.461381983721754	0.677213783572941	0.568849225423045	0.636040660689045	0.642051608442529	0.668962421626666	0.798346299240581	0.702610387427279	0.721795290761518	0.189517633049086	0.893876752792598	0.427397800976361	0.560712795235497	0.753521031671591	0.689112251944623	0.634602459216831	1	0.697136061415927	0.683131863984109	0.705984146170425	0.498047631093198	0.495174786974645	0.330947064937052	0.418167380716485	0.822467204687572	0.622683004881363	0.645738185628319	0.707314152547717
TSPAN5	0.567834310952732	0.661015006941875	0.544308637742772	0.432489895787927	0.491245658412811	0.514823446560887	0.479740667351919	0.481650787129714	0.625430974162345	0.605256391937055	0.476710562107053	0.296887629046364	0.527293114255762	0.283591162503507	0.607933628338692	0.0428327157295273	0.573399612040468	0.745687347972669	0.584154057372013	0.539574066796234	0.535663163750557	0.32825537320595	0.587701581805907	0.528142793576464	0.241542541809429	0.510901612727041	0.649383434909726	0.413882534360342	0.649043349532422	0.468081646560955	0.272744073615693	0.531401437480828	0.459142750433002	0.249981179802918	0.44998408497622	0.424381878881671	0.343433405329216	0.383037096605961	0.528560708761759	0.471668950668917	0.447997994644532	0.392799893642585	0.582546602206678	0.521626346841026	0.591185655761832	0.202563547291079	0.74747706195773	0.135554609904387	0.382428135886957	0.566943772026272	0.678378169277106	0.510617159109508	0.697136061415927	1	0.471161132250607	0.55085192907612	0.305854925526116	0.32733555058601	0.190616041662902	0.388548416774621	0.544716777111162	0.411931711462014	0.583824396421599	0.396114046566351
PTGER4	0.699777487077783	0.702762712430641	0.619189540848811	0.555659897481923	0.520190639569614	0.898444151222055	0.921010299647273	0.543855632340036	0.678533746422037	0.6569432263686	0.629722124893132	0.58366471384989	0.658229267187953	0.342926617564873	0.713113659684432	0.331094938988851	0.435948005311926	0.55027723039043	0.726260491374205	0.717231050379147	0.701125023818239	0.512463532688052	0.670693753389532	0.443403499858139	0.415984907130159	0.509389527783651	0.40288330376922	0.616563404642564	0.611261084284134	0.44254628810739	0.444010065969833	0.531334872792956	0.521593475870087	0.700373101085488	0.630016697552351	0.588485282833262	0.583107221694968	0.503210457511552	0.59661198089891	0.630672644712151	0.285348842915969	0.402805980844322	0.695209806925543	0.635386016278103	0.473236986747331	-0.0926978592686452	0.652538824559001	0.186675765826547	0.725219343576482	0.446089760275876	0.595999209567719	0.21476431897775	0.683131863984109	0.471161132250607	1	0.368646879181212	0.519407916066256	0.165042139478877	0.0186990819144824	0.451280829069816	0.703065552113602	0.314778397386932	0.226265310940184	0.490943612555308
ATP5F1B	0.228697034883138	0.556627481400368	0.263047006547217	0.112856179525736	0.216894509792594	0.328996674314693	0.329526628450202	0.209494826320643	0.316628224298834	0.297464318924568	0.179819872481463	0.379955472609852	0.283008901946834	0.145245156898531	0.517189651339849	-0.000211891742236651	0.916075746874614	0.855121160110716	0.652985498965729	0.293460549066562	0.303115550029642	0.223393949732669	0.479838429477403	0.301026746895195	0.539138268399175	0.331518939127283	0.685319838143311	0.367220048759651	0.498137054353165	0.672350960579721	-0.0444900149907082	0.317141663507543	0.822783548484603	-0.00086918314630384	0.257542136524086	0.0550335063393593	-0.01159866132176	0.744451647512825	0.345449558562276	0.353670098720384	0.90335465471563	0.803724633671289	0.542261975194502	0.196141286642103	0.70281783402411	0.347023016760346	0.839631483404462	0.72447095065643	0.123013240791373	0.828448129483227	0.302194273403998	0.887941471577675	0.705984146170425	0.55085192907612	0.368646879181212	1	0.343423870205205	0.590861976404254	0.712018649421297	-0.00380644695967267	0.582300531403318	0.83319629928328	0.873955069116792	0.730946671015089
TSPAN14	0.376474366295103	0.614739895804378	0.418431118496871	0.627065202581216	0.301144239353525	0.326786745151768	0.36845998092793	0.352401129997769	0.353759789123738	0.377981388909927	0.359642690760521	0.707847400802233	0.632571484729062	0.621158406167632	0.56971313559943	0.684253562387899	0.462167909776295	0.276214515640137	0.727560362254609	0.671791792160083	0.250825857452129	0.718623775591958	0.501238592433665	0.190112136686538	0.699743731598328	0.214496438280155	0.633329701127846	0.80497870628127	0.309095041337144	0.782065582635621	0.554346863230934	0.188738543281349	0.661685521970839	0.486175203518362	0.43354516421285	0.454660249511532	0.438028816044514	0.608123496654599	0.310811554031568	0.467401304216006	0.395650065065463	0.566270276358054	0.502369486255232	0.323793182691661	0.323244179441071	0.0849547402366895	0.402044315585199	0.467807916477253	0.536774727043328	0.524665766025018	0.420752441954354	0.227370891686938	0.498047631093198	0.305854925526116	0.519407916066256	0.343423870205205	1	0.332310368214894	0.3076450416558	0.574269552109186	0.643761897039625	0.472210994561017	0.149415836673773	0.654429156605965
TFRC	-0.187759898823129	0.202526708128908	-0.174609861347746	-0.141707028928771	-0.235960032675251	-0.00201189453181682	0.0694406841338987	-0.129792687576956	-0.136547740191946	-0.175975847694217	-0.22326680426888	0.0568080033779024	-0.054262239389347	-0.0824014111596828	0.118330124118026	0.101211205893031	0.713116283155257	0.425929758483099	0.457794638070999	0.226109222474196	-0.164656316738654	0.0861955051839296	0.127798153830362	-0.145647757091778	0.475043951017782	-0.150908252645305	0.652133002101397	0.210191965871322	0.00707160614773099	0.532649322431674	-0.000565766460370845	-0.0963556408763177	0.532231356384554	-0.154699914626367	-0.19235898672831	-0.144186078101965	-0.213313794337975	0.413951114300386	-0.16071809340446	0.0382557130027741	0.739906164487181	0.442346131580811	0.195820833945928	-0.0865114843475992	0.584033200763875	0.845269715950949	0.405163339613259	0.527381665534924	-0.0461964842030807	0.722565943462339	-0.0437006718276534	0.784367513352586	0.495174786974645	0.32733555058601	0.165042139478877	0.590861976404254	0.332310368214894	1	0.793889687831433	-0.223600826863134	0.366624655505734	0.785817870597627	0.69477759501694	0.487240132858908
APLP2	-0.334394031205497	0.11642996187371	-0.338524325154589	-0.29186218713903	-0.323984705506389	-0.143629740939785	-0.103531892291778	-0.315540549930677	-0.27492604933794	-0.310967511755974	-0.383470419623064	0.0778579833163506	-0.192941860932321	-0.192758231007339	0.00502993995569548	-0.0258026906569823	0.752613322359075	0.387944547765226	0.461235735577685	0.0338177008365147	-0.286647556649335	-0.0917175587259442	-0.023940780078015	-0.271021595736628	0.514268880367825	-0.23772524965943	0.525036007305535	0.117501742214807	-0.0888722944268287	0.506192353129179	-0.160388901489478	-0.217359622902282	0.656410477077739	-0.279611190454428	-0.252721411488684	-0.286060521204082	-0.339141490769882	0.622355688846012	-0.2644190639087	-0.0782229907880185	0.890618748111294	0.664408864127766	0.18088520614051	-0.275047037822546	0.590115161872669	0.682696151240596	0.381807169022326	0.83153621613507	-0.184769598570113	0.661979069636781	-0.183417935710997	0.825351687556417	0.330947064937052	0.190616041662902	0.0186990819144824	0.712018649421297	0.3076450416558	0.793889687831433	1	-0.363348830374803	0.298772097346789	0.914653292072072	0.682030387336535	0.61162551696867
CD6	0.698615998738986	0.666678384781302	0.744344027897211	0.873011934786553	0.624156845238619	0.489843514678929	0.495318166472188	0.692111637585346	0.706949832616354	0.721611360942954	0.698730602285438	0.617590146553068	0.821955443120712	0.700305670260888	0.693972641851466	0.461861931375616	0.0643027192459368	0.231283428798296	0.475566801045606	0.638956801477721	0.56365762829382	0.645790313230801	0.587616242768378	0.517961844134751	0.246070515725935	0.561596558426553	0.345149951187802	0.689092379875231	0.497457077803971	0.405325616936088	0.619604068931087	0.493593267179335	0.253794532953426	0.67509494076546	0.71462861106294	0.803141459070965	0.839526742311384	0.237973847300836	0.570143496319481	0.590196830029496	-0.0993940636745924	0.134565001963479	0.497054535412557	0.677105811654473	-0.018277811609213	-0.391162004309245	0.319212751736651	-0.150404246060841	0.72314871905001	0.103703415023985	0.705272831428898	-0.17637647295942	0.418167380716485	0.388548416774621	0.451280829069816	-0.00380644695967267	0.574269552109186	-0.223600826863134	-0.363348830374803	1	0.464710524592972	-0.0937227261756609	-0.124123317085958	0.222350602423146
TNFRSF1B	0.578259536814485	0.855899766364063	0.648275147132314	0.5971273857857	0.52970048095861	0.697754253107607	0.668967918571725	0.643272060485351	0.676086027422562	0.646508848262616	0.567039568144482	0.597863466479476	0.743852884295163	0.486485450736302	0.78076669289053	0.398844487420532	0.656517809746151	0.62404591871601	0.824498366146997	0.792444084039561	0.642505957271267	0.597750300828863	0.801072537503116	0.528384016824342	0.74604656487589	0.614320686361751	0.687329002391702	0.703927592834943	0.664787754975948	0.773539355946766	0.391582104117633	0.648808194945342	0.804424497115624	0.399416249495221	0.574832603251017	0.582643196634099	0.474524222102035	0.73914710100005	0.575938105514041	0.734894777805041	0.516217621698942	0.740369118055565	0.70072780031083	0.585096516166905	0.679758492111418	0.0117749555156498	0.75544761761215	0.537734815965979	0.62399140482907	0.701239534874252	0.679085549488926	0.409466365171231	0.822467204687572	0.544716777111162	0.703065552113602	0.582300531403318	0.643761897039625	0.366624655505734	0.298772097346789	0.464710524592972	1	0.573971555374501	0.35319813617513	0.81926030862135
CANX	-0.00454541824832447	0.455694014971474	-0.0162307190947898	0.0222797158556641	-0.051805786158326	0.160350588778231	0.193484229994466	-0.0274136706864581	0.0778566685119	0.0216672067776134	-0.0771956950567061	0.293362969824622	0.143635067852842	-0.00562220037005978	0.302506731493681	0.0940636134415219	0.904637468432277	0.632687380781188	0.729752161609229	0.330888288645986	0.0226709966302559	0.169878499543187	0.293203647481591	-0.0305947954470106	0.669969516593955	0.0280783066055656	0.717120680819367	0.374587060509097	0.207532277614568	0.694319755097444	0.0550852394177058	0.0974774233039403	0.848153464665822	-0.0346920077473814	0.0493735369201382	0.00109144304372805	-0.0552538642880514	0.802097240177153	0.0153433306269918	0.161590407730933	0.954982356758858	0.822674228710201	0.477797198159572	0.0618893048091676	0.748726518539141	0.569415629098118	0.664745928070222	0.852558494725971	0.0966695391805898	0.807818750640096	0.164443188945906	0.88373106835995	0.622683004881363	0.411931711462014	0.314778397386932	0.83319629928328	0.472210994561017	0.785817870597627	0.914653292072072	-0.0937227261756609	0.573971555374501	1	0.761394012723478	0.781881207471411
C1QBP	0.0714901766062237	0.365650766790286	0.0633143023939557	-0.0843984800448288	0.0250838982305001	0.169640934167091	0.200444117416266	0.00804987672339901	0.163899976273421	0.118894930193931	-0.022284949629776	0.0834173693308684	0.0562524254455326	-0.094802873180527	0.315698457427541	-0.193139118312628	0.847293799447768	0.834396129198385	0.473714435440787	0.169141888037773	0.0974691555233809	-0.00474013800467997	0.277308430445685	0.156207188945802	0.301648679483601	0.156611844045318	0.635851602023312	0.155192859937373	0.340569484129275	0.475015342728355	-0.122049663002233	0.153333725304388	0.596765642472683	-0.123935465677743	0.0216543424359174	-0.03797545717685	-0.117412580439959	0.519982465827595	0.125847141991279	0.12786672690638	0.843796751873919	0.56937759058166	0.453155789704221	0.102686616131984	0.648858005191636	0.581996437767678	0.748267351981669	0.509698379786732	-0.0266350415445444	0.747360148226512	0.189142212191203	0.953607669402862	0.645738185628319	0.583824396421599	0.226265310940184	0.873955069116792	0.149415836673773	0.69477759501694	0.682030387336535	-0.124123317085958	0.35319813617513	0.761394012723478	1	0.478941229600333
CD4	0.284675519163055	0.679096345672221	0.365124743755252	0.370681119067249	0.305897901075229	0.421743316149871	0.414611756215554	0.323085133031266	0.376925686968751	0.365002008739809	0.300022419236769	0.567514132832234	0.519703014740853	0.325225038920387	0.557762669913562	0.371891087321667	0.777852627994041	0.576138847190922	0.826647264728073	0.513971130241478	0.354826594973998	0.43947054281205	0.566818372010117	0.274044496632184	0.831750514146302	0.387836970678905	0.681728443749313	0.616137046865509	0.464535747364481	0.7725523057871	0.191407087777922	0.375732967878661	0.941872624991141	0.14332625208319	0.367104601271748	0.269661750009422	0.223778387982355	0.878619224228797	0.328915176976159	0.553354478336989	0.755368522727822	0.870480589002705	0.630819352219743	0.314103011162737	0.684722087909017	0.132576425399646	0.69562606505945	0.825036979770921	0.383344063087913	0.738351538479371	0.419240554143911	0.584738106284539	0.707314152547717	0.396114046566351	0.490943612555308	0.730946671015089	0.654429156605965	0.487240132858908	0.61162551696867	0.222350602423146	0.81926030862135	0.781881207471411	0.478941229600333	1
