""	SIGLEC10	CCR1	FPR1	CCRL2	C5AR1	TFRC	LILRB1	HLA.DPA1	CXCR4	TNFRSF1A	CD74	APLP2	CD86	CANX	AXL	TREM2	CD4	NOTCH4	PILRA	PLXNB2	HAVCR2	CD9	SORL1	GPNMB	ABCA1	TLR2	TLR4	TSPAN14	ADGRE2	SORT1	ITGB5	ENG	CD40	LPP	PTPRC	SIRPA	CD163	ADRB2	SCARF1	KCNQ1	P2RY12	CD81	IL6R	ITGAL	TNFRSF10D	RXRA	TREM1	SDC2	TLR7	UNC5B	ADCY7	KCNQ3	TLR1	INSR	TNFRSF14	LRP1	ITGB1	ADGRE5	ITGAV	ERAP1	PTGER4	CD33	MCFD2	CD69	FGFR1	PTPRA	SMAP1	SDC3	NCL	SLC16A1	NOTCH1	SCARB1	CADM1	PTPRZ1	THY1	C1QBP
CD74	0.786255280777321	0.646581274704329	0.608369669535547	0.588267455378654	0.534774755431583	0.647797219129042	0.853220489900844	0.976789618927071	0.694579497005452	0.793040668559274	1	0.775054832649095	0.84673631287622	0.824042257160875	0.820917365023512	0.846833307132796	0.846200801096515	0.748538029304008	0.863382074603542	0.75474499630257	0.806514694992538	0.897232125568005	0.681670870388438	0.835363007139475	0.743920504771779	0.677641076087036	0.825145035082457	0.818562054893498	0.796208782677015	0.584643696379542	0.809937988747205	0.741991261304566	0.614930098682257	0.856095741635775	0.891868588833037	0.853265708472103	0.924190492089448	0.683659022894341	0.547695541170813	0.62663554897434	0.625883605285593	0.925250968201524	0.65509801341365	0.621978902796302	0.341503895466822	0.766383899060582	0.32102759564341	0.662386301639547	0.642002213200727	0.585988660487191	0.673047306836085	0.694695978309477	0.760209962720859	0.694222061182532	0.902694524504698	0.779206392471404	0.879659349877436	0.662390309975919	0.628687390751491	0.622511397275421	0.754551615847044	0.793649465858104	0.789998358292702	0.506341338657276	0.624704682092898	0.521411156880188	0.791317880324328	0.724172564949494	0.624742680584248	0.475145700955485	0.2512800202497	0.733133312357127	0.319541845609566	0.0840639108958666	0.0692443901509106	0.762405248436874
APLP2	0.877347858507901	0.704563743372833	0.782937968968713	0.837641618871167	0.79975415449378	0.880241536271239	0.854566327054133	0.657072246281834	0.833225603541724	0.774616702625593	0.775054832649095	1	0.842412348066008	0.949398615106394	0.866989791542785	0.857391146637582	0.854789095092907	0.798176839700928	0.877887433761521	0.898270660157115	0.9025743264016	0.826855417819774	0.806938709832086	0.638009959658206	0.919556920540177	0.850604687504981	0.817527702005424	0.918092404067659	0.879222461132394	0.836237805421563	0.830735895742297	0.872980019588516	0.765031814239752	0.91295508418214	0.882691696949987	0.908715647346814	0.686993961718929	0.815171718842038	0.750030709307863	0.656567741730332	0.799094257879585	0.911345087684419	0.885072198870267	0.674193294679197	0.603753841758053	0.878064647929045	0.632383079505335	0.840435530559152	0.758841298199107	0.830351374722117	0.682050444433595	0.820480321374997	0.852257524022948	0.853472886176154	0.873496680264258	0.930989357978805	0.919544133023399	0.782941036502735	0.921641717120171	0.825066291308967	0.894678585694287	0.754212081019662	0.870929560435888	0.754557360362614	0.908103275377322	0.755006368446048	0.865690741561642	0.870892169051152	0.926109365346198	0.719395107838442	0.624097346598684	0.901683686184126	0.53818677554466	0.390427797898554	0.350714756186421	0.867328695699113
CD86	0.930686409280814	0.797816216587964	0.869644239816763	0.773907209811917	0.75664938987565	0.733599776990501	0.920104259975313	0.762137056868235	0.830759265147491	0.898668258853796	0.84673631287622	0.842412348066008	1	0.806678197950868	0.941908628656027	0.941512210155795	0.934540501490913	0.788882169105589	0.928225182842012	0.816467827334859	0.942500696292947	0.832488129534053	0.860504131053679	0.586736430913681	0.852317253273399	0.833011793091117	0.839506791550195	0.916799771637703	0.862341006807439	0.785232940338173	0.886417290740249	0.862208488545091	0.736659763271257	0.81436788748522	0.923373874681248	0.907457593971596	0.652937764688657	0.779162873108566	0.7592831786347	0.781202752677538	0.819776132750068	0.921948427719601	0.855989083115044	0.785746252152953	0.592120650560261	0.848713314066534	0.582804400634988	0.847384179680448	0.863549175835608	0.827143183679932	0.819775951862631	0.741293234486073	0.848186588167037	0.6212720803613	0.86571955395599	0.781292700492668	0.868726045188409	0.763532241135885	0.735866199814936	0.653090068986192	0.846392563294064	0.90666806646502	0.815025709694941	0.657088531072839	0.707154956611317	0.511608711506709	0.673849036434705	0.688058221485659	0.659484441327526	0.548627367651257	0.250042513164954	0.739264656905804	0.168473893084943	-0.00381242888695399	-0.0270057981391922	0.753066689544001
CANX	0.831129804259928	0.61675273172428	0.681089318653266	0.67662135884335	0.652097710520205	0.754130691951169	0.84314862144242	0.744433356798407	0.706471120589275	0.757558108898919	0.824042257160875	0.949398615106394	0.806678197950868	1	0.836000780462911	0.847453276336789	0.835113765632127	0.814918839807289	0.853127005898286	0.87559679604096	0.834318652355227	0.849726685707515	0.755593584708436	0.680600154769744	0.815318697556251	0.751242915257779	0.770447510372983	0.847430152534809	0.827628814551674	0.715078112086975	0.830437420059292	0.798744736041311	0.700669031725729	0.915111321229709	0.850392086034886	0.898826023060012	0.740149213580643	0.709780567271077	0.640002938841758	0.635652629435913	0.70771009210994	0.934962624017314	0.758611690538341	0.680655449067494	0.440690061069415	0.835953117724236	0.452346143147428	0.732349013915213	0.676434668375569	0.73174059406101	0.67579062203541	0.851630485248898	0.801369101554586	0.873560148792778	0.852111147320004	0.968715167936326	0.933348218854623	0.731866893265151	0.909218260997385	0.78121215700925	0.791460115327641	0.768100855431698	0.927709675520532	0.591530936754657	0.83884281418915	0.835818927637394	0.915866916047941	0.928574949272198	0.90354638503459	0.691566999015155	0.669633066325662	0.925602747849613	0.647426728859598	0.49179597657605	0.466977333934612	0.943461618417711
AXL	0.965503624548792	0.744164518596689	0.864210225080978	0.788647923974011	0.800194662948802	0.742507825372947	0.936965325717423	0.720215647961022	0.831629351717458	0.90348731002637	0.820917365023512	0.866989791542785	0.941908628656027	0.836000780462911	1	0.926538408755753	0.967959621502049	0.840560228438961	0.952615521678176	0.869787305455361	0.935972670242594	0.78051375913842	0.941857849158162	0.543411315852455	0.878899497561626	0.871943129268756	0.822514287902139	0.918799954192583	0.901891000576726	0.833467442741429	0.924560508321646	0.916667712756458	0.790930705670908	0.847157038283921	0.913163417968074	0.920908398289302	0.617461571467581	0.771762066009842	0.799137741830059	0.787840149068716	0.86606464150385	0.914595641743893	0.86207895445527	0.829553639399811	0.558236001578539	0.893000332114097	0.614511753016453	0.857614794836658	0.833720354702334	0.821025625232016	0.810882442444866	0.764881885769831	0.87099346599576	0.614487076588801	0.86307158765414	0.841158251399454	0.887731509431986	0.832349100818211	0.773494111196727	0.66254588311912	0.835817103281262	0.916578126694491	0.818188610136448	0.7082305968404	0.729805969061577	0.511631424717809	0.65011360319487	0.664938718833084	0.692038922776117	0.487351089985015	0.260748500794453	0.755436756542196	0.170935567033108	0.00558813572674245	-0.0214448553302092	0.744165256591185
TREM2	0.931248168299293	0.691700156213194	0.801708682052132	0.734502430532278	0.722835359849896	0.743297370730027	0.9281198401733	0.764451906690355	0.767065056948478	0.88562764887991	0.846833307132796	0.857391146637582	0.941512210155795	0.847453276336789	0.926538408755753	1	0.915608048365151	0.818005793090587	0.956547164355416	0.852860247575534	0.930526558901597	0.899121576969391	0.84399760445349	0.673053067913295	0.847821901746129	0.824043107941223	0.805728076227635	0.90597947108129	0.869613954574598	0.732186975794653	0.91967263792782	0.862357261443936	0.780068344459152	0.854590406638398	0.923239003541906	0.941623408335505	0.675301093512954	0.762736828899161	0.710147511942358	0.732346600196063	0.815858235862704	0.958353430983963	0.828056119197588	0.763476530843001	0.502837521482094	0.868045664756332	0.518806686978699	0.837634737286339	0.780309733353214	0.824575372215664	0.80363406267115	0.797393283841004	0.863964938620475	0.625910900678149	0.89250757325326	0.822503461704483	0.931728305444044	0.786395191886634	0.77743878222869	0.675296343302851	0.839803999070296	0.92071701304328	0.853490078983398	0.658043901728354	0.758898629909894	0.520228792838451	0.722448827093283	0.706514719894846	0.68942904036029	0.526364275853054	0.27882468059772	0.808878617737244	0.241395720070418	0.043759574380495	0.025754684260096	0.786031370937766
CD4	0.952529497341767	0.748852541679541	0.822191470317046	0.753831808611861	0.732587318097509	0.719708282839113	0.902955252093362	0.760547453683262	0.786796320327337	0.921563813750929	0.846200801096515	0.854789095092907	0.934540501490913	0.835113765632127	0.967959621502049	0.915608048365151	1	0.83058092154017	0.934975291078232	0.868766361298279	0.928420376673786	0.782416461920425	0.917997144460453	0.577100158969255	0.868218365118034	0.83904153271818	0.859176418388852	0.886534922720121	0.899818280342877	0.797469556288467	0.899557962032256	0.879761160572236	0.754226636534785	0.857254167308623	0.920301693650044	0.914638597540545	0.646880091480554	0.793787250822211	0.77784757606537	0.728012212992989	0.837464974152488	0.915786914019882	0.814683479663546	0.821938283227813	0.577338390068698	0.866423193162614	0.560768001730883	0.807646595051133	0.821774113279506	0.799982504228164	0.810592351511304	0.784605388541105	0.864283846162903	0.629080093240711	0.855194981690805	0.826637049125077	0.89317826193311	0.819120542872469	0.756741192562218	0.69887397610838	0.835100189720912	0.918451808013763	0.803019380275866	0.656409271174231	0.692576625521505	0.501039500183714	0.670402379831466	0.675539133651256	0.67582412242284	0.449607289199969	0.249161865579093	0.730432218955042	0.192502122285121	0.00696029323252339	-0.0231766759834813	0.743994324894559
NOTCH4	0.779984950827278	0.450454477665975	0.662240514975256	0.607513345961404	0.650197547157212	0.675168623634971	0.797139011188356	0.674840092872946	0.648939064366687	0.768324841383408	0.748538029304008	0.798176839700928	0.788882169105589	0.814918839807289	0.840560228438961	0.818005793090587	0.83058092154017	1	0.818701195298432	0.829227844036672	0.808840754560625	0.729558466656906	0.77787443594404	0.510559736282716	0.736568754157157	0.761596523296138	0.668139083713363	0.781806158036965	0.838080119151327	0.616490572248848	0.781490321294518	0.798190584413255	0.697725302601082	0.774839985926323	0.750664995397262	0.797259628986241	0.599810964877504	0.607355594240064	0.614981006291942	0.57055275498179	0.716535685113759	0.840193294841433	0.713752138147546	0.655422402949009	0.431402108989102	0.815426441528537	0.427019605396814	0.727638202191065	0.646661068323917	0.682275982776295	0.766712619471639	0.775298226428383	0.798569254357603	0.606249409323798	0.757229748905551	0.817553972497969	0.865618658968263	0.808215417418499	0.800343849473146	0.613308019048702	0.727729529866514	0.767038182853602	0.843520437910851	0.614624104876229	0.732940826917238	0.581430558926863	0.715835098396943	0.697890029450112	0.718976677992145	0.526315891823188	0.420730106356684	0.788738640313481	0.393691226190514	0.229609712798993	0.213251737673998	0.792440581292058
PILRA	0.938075242630817	0.721594407927754	0.818855210684072	0.792439571661267	0.786069899082446	0.770039469011249	0.921955486629977	0.768493568772596	0.833719830035745	0.852714380384608	0.863382074603542	0.877887433761521	0.928225182842012	0.853127005898286	0.952615521678176	0.956547164355416	0.934975291078232	0.818701195298432	1	0.819960115929547	0.930879671371882	0.856582401547315	0.878827909393804	0.662030918847847	0.876081125676456	0.847587802047861	0.822082868012301	0.947164730221784	0.867499287842082	0.77727690654345	0.916425045895162	0.89726054784171	0.844305667475424	0.853618489445802	0.932312067023076	0.92209646742197	0.69515130824329	0.784356984647679	0.763984094058472	0.766312228575208	0.851877617445822	0.952822182039388	0.860071269576753	0.781544861625073	0.488458384836858	0.884847397922005	0.579864102617597	0.878335071790493	0.763743692108018	0.783447040335451	0.767465357095784	0.751953694912477	0.84124139905278	0.651789195616644	0.912063780775503	0.842071545768554	0.918275765640803	0.850811865709717	0.761953305661951	0.651983476112638	0.878613147146145	0.880459196700864	0.835626674436047	0.723706369441537	0.763216099659936	0.518952043443162	0.734554248524425	0.703101316154962	0.725235465857023	0.506047045594537	0.283530824247922	0.7827135624447	0.216650715154885	0.0302598471723546	0.00804086033247526	0.765508403807005
PLXNB2	0.872591823580915	0.638736364066326	0.752668806415779	0.731297617837757	0.708182578351872	0.810778986310654	0.826255315262558	0.65738500681849	0.709411323523025	0.813647188374145	0.75474499630257	0.898270660157115	0.816467827334859	0.87559679604096	0.869787305455361	0.852860247575534	0.868766361298279	0.829227844036672	0.819960115929547	1	0.88467375644131	0.783231523660985	0.812805841979351	0.564462386137967	0.861600013258597	0.816327358417558	0.817495956133979	0.807278273647493	0.911775428355929	0.773422416379805	0.826368422290209	0.845957611237099	0.656510462999064	0.887961077843202	0.853140829940073	0.90428000059712	0.646606047734087	0.750634663267656	0.695356589649309	0.596897504398025	0.774644190286351	0.858806433036749	0.808522091398539	0.637355032113874	0.635437830123768	0.851406660785919	0.546827583420084	0.767855448344993	0.729499423923848	0.780782721982221	0.729193410160519	0.879445498689621	0.877028139758946	0.731238734354327	0.831678671213691	0.839007106650512	0.902307039200923	0.700549173116201	0.858758287023685	0.844219591687303	0.794040497886414	0.808204822290055	0.825378987331614	0.657065395741951	0.80450647029855	0.62344744200382	0.73577381676819	0.737831566702424	0.792457329893147	0.595605749319189	0.468619415015758	0.828572068842964	0.417871580165213	0.250262884335265	0.207015812811901	0.766329819146382
HAVCR2	0.954186302702299	0.77632470903728	0.877680650121605	0.855095618946686	0.828412228014881	0.840244885626707	0.922185311193807	0.690493056867246	0.851474346823929	0.899968694216019	0.806514694992538	0.9025743264016	0.942500696292947	0.834318652355227	0.935972670242594	0.930526558901597	0.928420376673786	0.808840754560625	0.930879671371882	0.88467375644131	1	0.819067053409965	0.869985200085624	0.56858170372831	0.944376061930116	0.894603650256611	0.888934363555747	0.933365750432931	0.93233630004706	0.826640199684878	0.921003075051204	0.925583809506519	0.804422032858	0.849368348920798	0.93407040693433	0.935309983632833	0.639557810747815	0.848469711333057	0.802259303006726	0.756986463744732	0.889888515916513	0.907172275372274	0.917901121441419	0.738214968198051	0.678690117577995	0.859608427734695	0.64698682892598	0.881169802722573	0.863929607992069	0.853703094032047	0.78735906207176	0.807146191709806	0.888586039503396	0.670301945833485	0.883165408098433	0.813389842323249	0.893527403169444	0.835294335883371	0.824929177493818	0.777598443193278	0.921846770629052	0.86284836338921	0.810437017118102	0.76476923182149	0.821699503185886	0.517748656927514	0.698139761311422	0.712078033605115	0.750737765179913	0.60665213784895	0.319201430078724	0.804185632704805	0.220906567896409	0.045680304592178	0.00594450759674586	0.737010913849912
