""	PTPRZ1	NRXN1	CDH10	PTPRS	NCL	ALK	NLGN1	NRCAM	CDH2	NRXN2	SDC3	PDGFRA	NLGN3	NCAM2	EGFR	GFRA1	NLGN2	LINGO1	CNTN1	PTPRD	ROBO1	LRP1	DDR1	THY1	PLXNB2	PRTG	GPC1	NRXN3	LRRC4C	PTPRF	FZD3	DCC	DAG1	LRP6	APLP1	NOTCH2	APLP2	NOTCH1	CHL1	NOTCH4	PLXNA2	GPC2	PLXNA3	LRRTM2	FGFR1	LEPR	NCSTN	LRP4	GPR19	ITGAV	LIFR	ITGB1	AMFR	RPSA	CNR1	NPTXR	TNFRSF19	CHRM3	IGF1R	S1PR2	INSR	ITGA3	PTPRA	ABCA1	PLSCR4	EDNRB	SLC16A1	ADCY9	ITGA7	LAMP1	ATP1A3	GRM5	NEO1	MYLK	TNFRSF21	EPHB1	PTPRK	PLXNA1	FZD6	BMPR2	ADAM22	MCFD2	FZD5	PDE1C	SORT1	ANTXR1	CD63	SLC16A7	ACKR3	ADAM23	MPZL1	AR	TMEM67	BMPR1A	ATP5F1B	EPHB3	TYRO3	TRAF2	CADM1	EPHB2	TSPAN15	GPR37L1	EPHA4	DCBLD2	ERBB2	F3	SORL1	F2R	ACVR1B	CELSR3	ROBO2	CD47	DIP2A	LRP8	ERBB4	CD46	GRIN2B	LRP5	KLRC2	ACTR2	MCAM	LRP10	JMJD6	PLXNB1	STX4	RXRA	TSPAN5	CD74	CLEC2D	TNFRSF12A	PARD3	ENG	CD69	ERBB3	ITGB8	CD44	TNFRSF1A	SMAP1	TSPAN14	TFRC	CD9	CD99L2	TRADD	CD2	RACK1	TNFRSF14	CXCR4	CD81	CANX	LPP	C1QBP	RHBDF2	PILRB	HLA.DPB1	ITGB2	CD82	GPNMB	CD3D	CD163	PTPRC	RIPK1	PLXDC2	CD68
APLP2	0.962588032209856	0.750212789655033	0.858368508939084	0.863454619520592	0.856765117851081	0.943195259052129	0.952245264719778	0.97449160374236	0.937532073921819	0.881817408013883	0.960233330524955	0.848095356950686	0.912018161745599	0.8303356034505	0.503846239725072	0.949405769046611	0.864772644571354	0.79938159217035	0.726406304007265	0.845905511463445	0.874045396238841	0.950548893740757	0.95882557132461	0.907468567434202	0.970748403621104	0.865201095403558	0.940283810947362	0.807491263722757	0.863124295879324	0.91025879412671	0.964728126410659	0.582005731579594	0.940777226602641	0.896393079253564	0.810144472624491	0.978216457208686	1	0.91505775806131	0.917913316941158	0.843415322619446	0.897239098410928	0.51469267780908	0.850576377717142	0.834748652898001	0.926358617221774	0.748736606949352	0.972682682677783	0.954650510919833	0.560498409674455	0.98203873256395	0.925230020186555	0.973007142782738	0.9783919497489	0.73264875805306	0.79139179888267	0.900767481417532	0.924611452895809	0.928862837248639	0.949713545954549	0.711092348998671	0.873174968757932	0.913988145757867	0.97374556475359	0.977107186276213	0.918515614862013	0.939566638840578	0.954648562977532	0.896459395730406	0.947071447026269	0.981372360757428	0.521730839313417	0.703195748136625	0.961846962458695	0.899204306932492	0.899916525551475	0.747836715264421	0.929512259481266	0.952632812894518	0.972986185498305	0.960701805812608	0.886334959975739	0.978776026927332	0.773371675312752	0.904950525187021	0.979680277501404	0.949641777110782	0.97432071476134	0.926739762338523	0.809239516257496	0.944879643966635	0.91071276316049	0.951708589439634	0.928517505745461	0.87888296606055	0.771938067179706	0.809269854964677	0.928264867857602	0.634310142565741	0.931489909441449	0.767852959938919	0.707781174942614	0.919240638691185	0.959552159478752	0.93776239483579	0.911816162108593	0.85921440215752	0.837707953950338	0.867505606376531	0.955287435385391	0.652239781304068	0.917439633722379	0.967834779527502	0.939959224283562	0.818796707306673	0.955717550393444	0.932152281061751	0.896570652291	0.909126626822861	0.385554568451484	0.951254497661163	0.892480228877915	0.917912456329074	0.905610973600128	0.941407543033632	0.872950696574825	0.953363101220308	0.905947077104748	0.652166996848347	0.621745020510694	0.900337346653635	0.947622975089189	0.49848722977333	0.133657687049845	0.714293129992207	0.969375764829863	0.544400449638389	0.960675726280703	0.90175156771512	0.944251748709333	0.812182182718699	0.948641727910365	0.95041201046112	0.834099579149964	0.193153672504975	0.755616725450642	0.665255811678695	0.38293984891182	0.964804981613567	0.985906493221824	0.983583988927444	0.746099992237413	0.843544926670268	0.924950425713605	0.577185603557157	0.466805586216688	0.869176401717092	0.534403273463022	0.127057782186109	0.444731609779463	0.404430113270444	0.937190740839477	0.574886019530393	0.503535000011759
NOTCH1	0.918045080599052	0.832684988901902	0.878731782124201	0.848741132722974	0.932843600011707	0.848107986944832	0.955101215346769	0.844591373243813	0.933747275122303	0.8919091501096	0.917025362991601	0.914954665951421	0.898371092797294	0.858819763940878	0.505050726952865	0.883622104609877	0.879781935872814	0.860740848232785	0.785822603864148	0.787008733875125	0.937549140580886	0.883204325403707	0.870873963438918	0.944538999962464	0.868275980074103	0.86892976810341	0.882719183297495	0.604453563145959	0.901666142421469	0.914913069365193	0.898934857327429	0.684261504197029	0.864326812304437	0.929520448616526	0.877692690751791	0.859150672554377	0.91505775806131	1	0.843648935416355	0.882550992528417	0.888319210862859	0.677262768947723	0.881737456533953	0.905811086880851	0.862434897669043	0.569458929175605	0.89833885425821	0.858945789903713	0.740456358400666	0.871534605184861	0.815775817196697	0.90661805981206	0.893854580700495	0.822375714687074	0.647089913850211	0.934186649109632	0.808069446572552	0.900680285991161	0.87483922792806	0.768404210233295	0.87922479961647	0.836318997738897	0.923332485234214	0.841099250027469	0.755606688042618	0.880453362364718	0.949188450303142	0.804788929213723	0.790472758120248	0.877138184241324	0.6506117331549	0.764328456889897	0.89919591737344	0.748453339852996	0.863945374781663	0.890492304614613	0.860859519800355	0.871982602869369	0.91704643142189	0.922497661235118	0.91514700360194	0.901203491784847	0.865681405667901	0.78275225018497	0.92787539700997	0.906977722425324	0.909034396777801	0.881994506672459	0.853578648872857	0.87041907899855	0.931342945968892	0.848673809700809	0.929191282980863	0.933963018445951	0.882033036916239	0.847227006041133	0.890855987915147	0.816832594286012	0.824513601727653	0.851326249151282	0.787069095764789	0.893343537615229	0.857172291361985	0.947470690326235	0.815137125343256	0.670889627018801	0.775569248716343	0.89088360898018	0.886972769372408	0.778219198434351	0.754496046993659	0.926179138416332	0.916636825257202	0.821857318123208	0.846293534040603	0.902606561334631	0.766131558307714	0.886252319241583	0.437584049458358	0.915386290253231	0.908203165502346	0.770827653994738	0.914223445881366	0.880974235998279	0.830874984897453	0.828650476905872	0.914354288846345	0.534793664108646	0.698660284341043	0.831079250134891	0.848996148378569	0.483065611439782	0.159691128208127	0.771459069750696	0.863536995256677	0.406266791454201	0.883536990530361	0.952611716362158	0.901883488740414	0.810835262612759	0.920599529900652	0.867842461595297	0.765196278012423	0.152336264462359	0.798869148705053	0.584741297575485	0.369001674865931	0.90026313920207	0.913267351338815	0.924520298145129	0.835838787343823	0.756321962465126	0.94282624560097	0.505284829221812	0.38248034932786	0.8087325041499	0.398784732550608	0.115841615093965	0.351354948676028	0.337280203055387	0.917667146699874	0.451313380804477	0.379650329001111
CHL1	0.944972400109199	0.777775273887301	0.896002281684669	0.831375388633191	0.789885469025388	0.895380643460551	0.928954495808255	0.929259402044689	0.874330379076679	0.920489618250587	0.962874451431556	0.849180341661099	0.958554757387059	0.915320028905966	0.548796545267306	0.820132437261071	0.89595807361731	0.838942534205799	0.783069139172188	0.879974389809236	0.819205944182305	0.975404560853432	0.961151804804543	0.874269943334893	0.911051104966591	0.866630051574255	0.854207551141471	0.748652997710384	0.898077092747079	0.83414090499176	0.930790741597263	0.575240568344852	0.935039627809855	0.811672325790135	0.865176637435838	0.893634065728986	0.917913316941158	0.843648935416355	1	0.779245602298081	0.855951645389004	0.477286961844109	0.863793228720272	0.826215899957592	0.951879808685725	0.619939481638218	0.912709172225551	0.932649310049135	0.596775724614358	0.929966554706978	0.928226109114791	0.865964903908785	0.915098578582711	0.619995641258182	0.749553299592221	0.823593170120115	0.86738572191444	0.917488722798657	0.848689151636929	0.732047187986232	0.824343604023729	0.899876501933619	0.931370987422875	0.901752739865265	0.900240026432177	0.900485409360007	0.872157770023799	0.864661359680396	0.890845876351007	0.903967613505028	0.603489681832748	0.781846609717774	0.906208539057693	0.8895118521634	0.881717494034868	0.698139708363536	0.841548867402402	0.919705256063546	0.898044568566384	0.936635602264619	0.885506774386014	0.898314912698729	0.68802071682871	0.91252524697435	0.92725809976323	0.945897735393227	0.910647397463979	0.900081211102415	0.83351193137356	0.888527455558514	0.859393012513007	0.896948432499499	0.888475598795011	0.860773138397113	0.662530981713867	0.75850055381084	0.939827318628677	0.560809048006708	0.820481782597088	0.655754497042799	0.621469289620608	0.960840721002102	0.866195211502438	0.862749371255305	0.858864723255089	0.7960859422761	0.719944065833329	0.731307094456446	0.917016994831423	0.61752442098393	0.833091632055666	0.928696632899021	0.89279242360893	0.790897383669165	0.870466450452403	0.900481959608634	0.835797555104505	0.796052530393444	0.515353464342751	0.852462205746025	0.774631359657514	0.836476419433773	0.801440832645058	0.921258649627006	0.816558934103016	0.873647379890978	0.801411435006207	0.557398855568302	0.518419879907067	0.821177049370599	0.82773270531225	0.441628721513815	0.0641566536274754	0.72876908819171	0.936973354855933	0.386378894127272	0.934109893473497	0.85020595303975	0.868445298831988	0.690054155741023	0.90509205910309	0.922943278406461	0.738014397648324	0.117917244154895	0.641710901166316	0.554450658686146	0.25056109192814	0.922019864036651	0.90953382660722	0.905203045255396	0.687960167364565	0.759103839049246	0.814885730292774	0.452516815931689	0.327067282927821	0.759050789805672	0.371664333027176	0.0534342372853789	0.314082327564701	0.262537298916361	0.882342687678056	0.43627756521027	0.339428231225588
NOTCH4	0.839567110516687	0.746803087562407	0.797081957882449	0.762321936484157	0.869589800866614	0.803635694335423	0.865023015308865	0.807535929054825	0.884153096600022	0.831568432578424	0.861870667492454	0.842016948660811	0.852422345524487	0.782416171049177	0.360967643896994	0.818269943530861	0.854892390232044	0.774045133306679	0.744949594218448	0.688055652197594	0.839554260093575	0.832608579902352	0.819386300620868	0.899946318794372	0.839278517842109	0.847249740630248	0.86640547246245	0.556808183126738	0.841725970336412	0.89430388934633	0.835423439099041	0.620545175565655	0.802942604120625	0.851473709320153	0.807965821550598	0.796485940021892	0.843415322619446	0.882550992528417	0.779245602298081	1	0.912410736190587	0.658758197624167	0.822399147005252	0.803332215497234	0.794983228995512	0.533337440072779	0.87197673086988	0.781017842382668	0.699109254656996	0.807983478205872	0.77905824032492	0.877478167350673	0.845804833745352	0.818276234911564	0.613291832678284	0.877728129164992	0.758808276178393	0.853581222756642	0.837751616121024	0.731252965172634	0.838830836046127	0.840664893777255	0.84953966272667	0.779166353415014	0.722513569006959	0.82785925743391	0.868508549197911	0.82694044406246	0.726650529521448	0.836188424780488	0.617712070246331	0.724573404241337	0.833585892227312	0.673204151069192	0.845695563393347	0.779337657231846	0.8203921058033	0.81589667795585	0.868598262445836	0.867507973243343	0.841398065301912	0.852346140060339	0.846343435620536	0.70965124808797	0.871389613224234	0.860333782739315	0.873410524966567	0.788936666085949	0.72306572714837	0.834552159065117	0.904785575420753	0.801022908441726	0.861663395703263	0.902630351521364	0.845215553443955	0.816831307105616	0.854563525576634	0.727567662202615	0.764615491229219	0.743072149016316	0.770896447122761	0.827978760689289	0.811764629499615	0.889256219402622	0.778002029936534	0.606672789403787	0.737938618010036	0.809551769186922	0.851927470453796	0.718607381799495	0.668383497856483	0.857055668390072	0.871457578759169	0.705290015272173	0.791433624778652	0.83854735199274	0.664089799952141	0.854328927386161	0.436804285828585	0.865396783078509	0.882212605981837	0.756725153111868	0.855692090095853	0.863249936549583	0.798213250710714	0.794249272712538	0.845502088482987	0.572376198917328	0.623261005188581	0.82844492910222	0.800474528704767	0.615016449491192	0.18589105146813	0.767649612967459	0.80279498464433	0.418005618589702	0.854604681841514	0.878565648940224	0.872930630069386	0.744516966663032	0.87941577708501	0.810400098704672	0.761113047378839	0.152189546334248	0.797483497584963	0.610541732069159	0.37728601662704	0.876475606407683	0.86595263118861	0.862995564780469	0.824571492805104	0.779250069427208	0.866444939929538	0.540683748659677	0.405873986114955	0.797808730616558	0.370153522743871	0.148980715273973	0.370069519298494	0.347667376373329	0.86647319180807	0.468229631049887	0.360910410919337
PLXNA2	0.897622496101788	0.757951491781803	0.851477207385372	0.810317063717113	0.872590657257464	0.859502904014082	0.904128293264356	0.880544892262082	0.931072290755754	0.870447892682743	0.929332044814954	0.875052289729808	0.899534372454028	0.819938446485012	0.445564452329042	0.843637787114449	0.889960821970998	0.792425156251214	0.786967628308636	0.784756109296287	0.860980533353167	0.893442105186698	0.875909089461096	0.929386092516071	0.889545429673639	0.883978411392961	0.90897041453325	0.60951693634677	0.873977017025806	0.923377760299729	0.886142860111641	0.644460777174259	0.866933955024505	0.886956552078481	0.841020154281464	0.847980783507735	0.897239098410928	0.888319210862859	0.855951645389004	0.912410736190587	1	0.613788974285812	0.831629800066225	0.836465683179036	0.861655299545212	0.650113361343908	0.910982962177064	0.837640587963863	0.669946018444632	0.868588844281987	0.854298406401581	0.914717530962504	0.888354885593331	0.810869263383182	0.77093972431557	0.892059995251367	0.856247900339546	0.9092726732344	0.890061594319169	0.788037553199921	0.842845887343936	0.886101436926466	0.901195340782576	0.851124375840183	0.814217093520573	0.87162071883959	0.89703910962386	0.873777016566115	0.806260660559393	0.875912122432058	0.671502055061905	0.726958280465082	0.898998224669708	0.764537145667127	0.901111213968621	0.787537549400977	0.861967381052931	0.868253733380042	0.892818231247124	0.918683334568379	0.885174342535093	0.904865632777895	0.863611506695347	0.791334223267582	0.917831064615139	0.899863159987767	0.911830329279258	0.861380535790362	0.739108855139589	0.905245053167245	0.927163108730609	0.84652649340943	0.877747217005529	0.90300649579938	0.830859795203297	0.837174095420497	0.914555827674276	0.714649295229712	0.830572391957042	0.75284622563012	0.746243632807285	0.877089681251455	0.86495474297015	0.898643727049527	0.808714794801792	0.70461145492365	0.779634899302478	0.805226441542808	0.894206574880265	0.7149132241185	0.745428861281955	0.890349142757565	0.910657561741804	0.777529970214776	0.842310486421331	0.848298730719479	0.72197553384383	0.883870366118413	0.465872682553234	0.882241214091038	0.880476170541087	0.793803188862495	0.872733314808091	0.902682830634331	0.846460964493191	0.848556811351129	0.87444218513636	0.546238176285504	0.604501455367445	0.85600716419557	0.878895771474682	0.556468038557647	0.126801652823421	0.780423398850074	0.852456706475628	0.415076004298459	0.915156073649895	0.898752747646966	0.90863716671943	0.761335783526758	0.897576842596042	0.861368470677275	0.76215339947185	0.125530826945736	0.804097931438576	0.62201711356131	0.33638293975721	0.92318992084748	0.915525542769726	0.908825901688028	0.843752901408504	0.833386744243862	0.857086318612241	0.497693349162597	0.369440125763945	0.845183466014234	0.390086917853779	0.151959938670199	0.349694467068762	0.303008635752471	0.896819776373617	0.470455463006709	0.369487134033306
GPC2	0.576390027215865	0.790892409092379	0.602259547780018	0.640397435096776	0.764899775212743	0.411855683611474	0.627664743320483	0.422860236242296	0.692317944746505	0.659314182967232	0.534104682211014	0.718598426871844	0.573733234288242	0.60669728731478	0.49243681066696	0.547917947694606	0.686902924842429	0.739036127104815	0.692150592077406	0.588962204246916	0.774325699593158	0.528840013005166	0.536411384451698	0.711809312533921	0.456087141298099	0.664344279358617	0.521107381460465	0.235724589167511	0.718322455532112	0.652746571147161	0.596076201061716	0.796398277689725	0.455072184090676	0.742196690606486	0.700632468225733	0.449420063361183	0.51469267780908	0.677262768947723	0.477286961844109	0.658758197624167	0.613788974285812	1	0.72225703850683	0.76315366321508	0.558605012326017	0.263264077490342	0.547143171063851	0.485658800552998	0.862043734062407	0.445152076859065	0.407022473420335	0.552558589734642	0.491520133824756	0.733829176550316	0.419468124101084	0.617465027965831	0.397960036034666	0.571413307301563	0.553925255518795	0.635721815082039	0.6711292800963	0.483140859631416	0.587101596095494	0.428661564843274	0.311892399951868	0.499955438002561	0.637112553523019	0.484047943137905	0.346753874318586	0.473738894679205	0.736662286916597	0.622249065502454	0.551760313042767	0.345528634950744	0.586450437491453	0.78799049847891	0.549622471268319	0.483372482212985	0.557052431221746	0.618648658237424	0.734507755856494	0.552945660529876	0.738851168988929	0.335198474194139	0.549241303681719	0.551246681092623	0.558718864510807	0.59903306550958	0.544363390169606	0.537118383396425	0.672819298074022	0.467446857173581	0.594287120029408	0.713508627740963	0.820244093395588	0.717661823836157	0.559946772131162	0.70777320584411	0.57262714669905	0.740727714490429	0.613680099131915	0.56179600452664	0.520088119860498	0.671061012346706	0.374625246688329	0.200176204120836	0.34026426726496	0.623831677824175	0.579328795361111	0.829790938023558	0.361961378293398	0.574452099890535	0.641391867498065	0.701636790520691	0.476120971169244	0.630400229457426	0.385004560012908	0.595069953635527	0.585573938208605	0.553652164712978	0.645190194171318	0.314336558832375	0.726400920805054	0.582666753607386	0.520519368892162	0.394125143939449	0.646007543059936	0.145110173554947	0.458632105778034	0.508941326307504	0.528107759354614	0.278145690656807	0.0234603842775488	0.640981398664339	0.46328297032401	0.0672503895519939	0.511890316728801	0.730053548085776	0.562205040986735	0.546458987815326	0.565842068179927	0.49372724558117	0.411281346125755	-0.0234035335291708	0.66473660768616	0.258302197882081	0.123075424227489	0.559661698263554	0.539776775474772	0.558930848332525	0.738177252161507	0.468344695184327	0.591852573545962	0.176580498702009	0.0696443546112442	0.392572052949454	0.0883248138609065	0.0246524586893105	0.0595227998368129	0.0516422220189648	0.606114583737374	0.0919843186779026	0.0647293394513481
PLXNA3	0.909986645122027	0.921566484205038	0.874701935039684	0.895759487468471	0.893719680088367	0.786643122302617	0.934523372865629	0.807457866790435	0.867322885534712	0.952263901602963	0.867406981934565	0.901236827797655	0.903558932373235	0.908403448330485	0.664440962075348	0.815346797731988	0.900001715188667	0.93208518642421	0.864083646978128	0.873569456833464	0.888554455883991	0.886656689474755	0.86427736743807	0.900008993186498	0.804938402651364	0.910680156274956	0.776907287532899	0.550876612257433	0.916488012777379	0.844596717308227	0.873254227838893	0.783077626646523	0.808744893567999	0.890671220434157	0.885981295075662	0.783165943578219	0.850576377717142	0.881737456533953	0.863793228720272	0.822399147005252	0.831629800066225	0.72225703850683	1	0.915442827002579	0.871458970437756	0.490510440633469	0.850855009856788	0.826561977790653	0.784830480709613	0.813992267836584	0.775675046043698	0.833282838536068	0.846103481626862	0.753181091956068	0.658462908524142	0.821729931957757	0.699798206350395	0.866037873100819	0.84599202784826	0.745608813550076	0.901622974685334	0.835922378201291	0.896664386050821	0.789732515485693	0.714803932225841	0.803214972292009	0.88738623688329	0.815530260114815	0.714573343859133	0.808802002776152	0.723485030897875	0.838032378819671	0.861299650473262	0.732180314425469	0.841139430068912	0.833021215224128	0.853770263061689	0.852719971444941	0.872669240665182	0.909634871303744	0.921578391341287	0.863593532462403	0.779115834580146	0.780361218132785	0.866490943593722	0.876727030151735	0.842708509093144	0.880345130272385	0.768020941425697	0.819949594998997	0.885727977311775	0.785162939517542	0.891396986591117	0.86682974013427	0.806791844558942	0.82570890359036	0.846708277779069	0.754943114048696	0.819617509413208	0.849964112586383	0.775228223836195	0.898018068431207	0.790623955325047	0.875923575849939	0.73031691252817	0.596571137534685	0.674535105112612	0.791309168499689	0.874320126404324	0.824920077004822	0.719017849800297	0.898454097543437	0.886031922286009	0.904598025501622	0.829356914814153	0.923971219774121	0.723745599660565	0.821769296008066	0.621563760000391	0.854056235567781	0.828641425716274	0.702488739234824	0.884150417936787	0.86423926117004	0.822877560855263	0.795815705187993	0.840925551115909	0.498242548992716	0.595732558736631	0.766727749521599	0.799587523136576	0.510558444118954	0.101528256528066	0.776959485516208	0.820511118292058	0.343296712896556	0.823429589687383	0.925296162617972	0.835945523907789	0.770811732624062	0.857576544886796	0.820044429721529	0.685758074469267	0.105498350247286	0.748930063449371	0.520466013930766	0.277342693851803	0.872789440696822	0.852261638217793	0.868996909380831	0.783572768423948	0.726517897913184	0.845073750743939	0.474850290844715	0.334563544466057	0.698854758519446	0.346017711226734	0.0509083838845931	0.316871998127102	0.279445765997767	0.864696753896198	0.419323128340781	0.333500882357331
LRRTM2	0.903561602440716	0.93275553288522	0.881324748236119	0.88802871823819	0.942773246848654	0.74715887694877	0.921207886884437	0.77052084321764	0.900594681502853	0.924522974427786	0.853463701177397	0.944093522486316	0.883667800232431	0.91102248920364	0.663762780580255	0.799268522874577	0.902897689026672	0.92919220993381	0.899587805068023	0.858208473659233	0.928940450996706	0.863751896938936	0.836181549864702	0.933609610665325	0.768525420010843	0.907523014249514	0.773813398024294	0.501600910207391	0.944424807640826	0.855468491540721	0.864714110020758	0.784556669073119	0.782076412523872	0.935205806663619	0.891568426522279	0.769765994532692	0.834748652898001	0.905811086880851	0.826215899957592	0.803332215497234	0.836465683179036	0.76315366321508	0.915442827002579	1	0.864468677973724	0.520180486208698	0.810395498802531	0.814721271863321	0.820640593430758	0.787746889592538	0.755561188476284	0.820838148526901	0.814797707241527	0.812456829431348	0.617920128530628	0.854079876235469	0.694476190216076	0.878923782123291	0.818644604000713	0.813384914705045	0.878971749917982	0.779847902307836	0.877124586866704	0.754052540763051	0.695252592988245	0.817161575492435	0.9104258084834	0.754892825779999	0.683258621337863	0.769501604734301	0.769456061655555	0.84382009026254	0.841677673015216	0.700499057568079	0.861384901959781	0.929298137500162	0.809037740743433	0.796467104415732	0.850747155087935	0.910304277452589	0.933878701452217	0.847801500792104	0.859118782106716	0.725478442640355	0.839684334615915	0.855403379237743	0.841050372157492	0.887050624191154	0.813486703823967	0.816217836121267	0.898428993170542	0.780712491144867	0.900570228370236	0.888661523125037	0.881312555554906	0.825558366608395	0.846965531569773	0.788374391106096	0.780425132228582	0.856802041596871	0.785290216180526	0.876689819101114	0.781431855355039	0.885440719565823	0.674612141540748	0.554623687651145	0.629153983433904	0.842650815883961	0.850394990170953	0.865293714077255	0.665234645967483	0.885887332880599	0.87876533284178	0.887613220494399	0.796264560113466	0.90058040087928	0.69512291411247	0.824093055053974	0.649090016839945	0.834099331711941	0.837878366731379	0.641134415176716	0.910829972283161	0.83553485188394	0.823526165151336	0.742302437535768	0.849337125383354	0.381697212841438	0.606893070698097	0.769950664342129	0.804352807958226	0.428264200953475	0.0659295013545599	0.810929546121047	0.78616087661245	0.269040474894471	0.813515921672196	0.955098734639823	0.818178745435789	0.778140196370133	0.848867987998755	0.797909070415727	0.693978847416896	0.0808430356153954	0.794060159244892	0.491636982892283	0.238114346514866	0.849315826566181	0.838502208112133	0.868474478147224	0.843231099843183	0.701591601163492	0.853039334698643	0.36776357021917	0.237746375270344	0.651782883337325	0.282447073049609	0.0735407867431437	0.217924232715496	0.208610657488638	0.878006295074902	0.311078032486696	0.253878132316398
FGFR1	0.952952383867436	0.813783814727935	0.900039446585109	0.844564485477633	0.840081244767958	0.885951572572779	0.934154514303967	0.912997853167757	0.905103347193545	0.916113162868184	0.943342486837997	0.879754506642663	0.93270739108803	0.922759480362875	0.60721455557826	0.841555745397291	0.909960367244106	0.855833641253519	0.812544449580036	0.885792194258193	0.867113912123609	0.965126721264021	0.953047269687115	0.886411744961007	0.897011397309036	0.891542996711325	0.851586149490171	0.753684016048977	0.921647502908215	0.871682872426678	0.947589059278371	0.635648780643982	0.897282007159622	0.85874757723944	0.88149922767041	0.906370457834917	0.926358617221774	0.862434897669043	0.951879808685725	0.794983228995512	0.861655299545212	0.558605012326017	0.871458970437756	0.864468677973724	1	0.663437515653713	0.902237532437152	0.942954988659169	0.644582223786903	0.918598496199838	0.902832833054211	0.87959953175654	0.914213893163948	0.687162567609994	0.752290182393721	0.834013932210804	0.85090262810097	0.920433041398172	0.858630774099493	0.775085757979156	0.859343414133139	0.863664572874672	0.9420468361326	0.909635614099547	0.873569099025291	0.893806740675333	0.892437513093371	0.838922822447644	0.869149850165134	0.905565671003546	0.628979518147188	0.753631654680223	0.924301112426195	0.899124066941229	0.893540995744887	0.77671853860388	0.850326419416774	0.920873737027552	0.894538265102172	0.955587118439372	0.914910585133842	0.912008340743926	0.729514631596627	0.884558020631646	0.915658959129822	0.934496016725705	0.92572236895897	0.941804801980895	0.838382952945757	0.887205619108053	0.884104020684017	0.900239518221237	0.910716526337184	0.864159955105905	0.727619008842522	0.782857089968274	0.925663535750548	0.602929341742776	0.853962062728348	0.741072423893333	0.658949677885988	0.943932820753984	0.891281768137191	0.88595704918638	0.837901136471931	0.768842892237837	0.71532139249287	0.802245112429594	0.931087207262677	0.663659130250785	0.839022871280311	0.931091572981027	0.89618747668468	0.846224514914191	0.876443322660295	0.929922224101967	0.816926903650678	0.792585453593413	0.565071647052713	0.874442228180825	0.809947715193502	0.822821728293114	0.87087082027993	0.916241524262121	0.852454335612176	0.854331138923323	0.831370634759872	0.543687994802079	0.580590120257707	0.839282856591675	0.84934668225794	0.461506332987633	0.117089435480771	0.76168037812277	0.925894305573102	0.415355196504166	0.921423767355541	0.884726516374373	0.879385176404971	0.744859387666413	0.920117983605651	0.90118630637225	0.767391685066149	0.163040370686146	0.71273202315355	0.588517897021354	0.304979829995781	0.924559487167665	0.922667015432479	0.922073016881711	0.740695675772517	0.779757209756868	0.841272917152683	0.465327170402637	0.34715129254199	0.726561891057746	0.385333445953502	0.116490911563239	0.320302183567886	0.31142872244413	0.913759160751815	0.434156157364126	0.350767344576676
LEPR	0.673880840132724	0.41839373547253	0.517645749595719	0.642199416391475	0.508382139064484	0.632974195163127	0.592232663747809	0.730884375708377	0.661110067439884	0.531361815184359	0.652989140049664	0.526496601067637	0.539243340078035	0.481656402333186	0.44800389893759	0.723333138758746	0.531008979760256	0.48728986388914	0.445924757787553	0.59644622424125	0.556821752997605	0.653242770327801	0.702259304291901	0.57619952094206	0.682632959812856	0.624532626304885	0.640253503680203	0.786453743621897	0.531977789726357	0.631479151144783	0.682040310474924	0.358762113889428	0.586685229766926	0.618121474320359	0.485104530157695	0.78725766273056	0.748736606949352	0.569458929175605	0.619939481638218	0.533337440072779	0.650113361343908	0.263264077490342	0.490510440633469	0.520180486208698	0.663437515653713	1	0.69900770291136	0.694883389921258	0.262389418871479	0.712160800685209	0.685989783842842	0.69307573140535	0.693449287061273	0.483681714463278	0.792637014859862	0.552768835548805	0.820318604480297	0.606852797087538	0.690801068830229	0.520094649736603	0.585129409865186	0.594808825702918	0.728804166368315	0.806406332894368	0.763474875930998	0.618450088695691	0.657659344322549	0.614659710595156	0.787742686378587	0.717136641927065	0.389518819246617	0.396160162564224	0.761728186060199	0.744252065939641	0.619794357497062	0.475122179892512	0.63991171940561	0.687418219200408	0.679061242465173	0.683872003460886	0.633703145180537	0.771563301246971	0.486887203937977	0.646105134294405	0.678386777163003	0.600278224658293	0.709406476497787	0.755291537307253	0.408882037378268	0.684367532815635	0.603533017454011	0.714198886337416	0.601882179220116	0.49065914351292	0.489725674572251	0.49367598338636	0.62335337697269	0.310929815882973	0.717761243794653	0.48789037014921	0.349930949311621	0.553459975899887	0.770974536334347	0.581677688816593	0.585581170740312	0.790294355196929	0.585052764844422	0.692236102238337	0.694128487906449	0.304408862616671	0.746945005825956	0.635680722601532	0.628379190393289	0.623611941900402	0.735259303682423	0.589629839336556	0.656390343982842	0.685570385547245	0.199116087652469	0.628341343329008	0.543078852337429	0.684925726790061	0.683515604312401	0.646864298411428	0.640143361609172	0.655165697944523	0.644337035713174	0.406530628103203	0.342976375210297	0.625117257536205	0.731457188339975	0.282693092582622	0.0416806232651308	0.409643276235125	0.678283516033601	0.457972654588234	0.714776798718867	0.569171925904446	0.632582601794059	0.551843195496855	0.640057500671871	0.628315053556802	0.670013749904254	0.174274864233642	0.566042971747213	0.515657292635002	0.266122093442062	0.706223237313506	0.729918390837092	0.70624044970272	0.494907029609366	0.655587907274571	0.58837845404859	0.3302708856908	0.282683640576468	0.553923843481369	0.425936770608588	0.219614991671849	0.265009545544569	0.302195466664918	0.656748296986228	0.398745510268006	0.363943664135186
