""	CD3D	CXCR3	CD3G	CD2	CCR5	CD8A	CD8B	CD247	KLRD1	ITGAL	KLRB1	CXCR4	TNFRSF14	PTPRC	CD69	ADGRE5	CD44	SIRPG	CD47	CD226	TNFRSF1A	ITGB2	ERAP1	S1PR4	PTGDR	TNFRSF25	RIPK1	PTGER4	CD4	SMAP1	RACK1	ITGB1	PTPRA	CD81	CANX	CD74	NCL	CD63	SORL1	PTPRZ1	C1QBP
PTPRC	0.753658277284834	0.525302762715807	0.671432698922683	0.878184016250738	0.763491479721179	0.512462898538218	0.764946413730145	0.772889009587828	0.651976960965537	0.633100115978774	0.302510299231585	0.661586822869125	0.495714217301505	1	0.882452841286187	0.793210677217562	0.712330458107946	0.244628833805851	0.60111654949044	0.502233435745965	0.00145595451705146	0.487409757064474	0.577064936269006	0.625732527557796	0.529622382808564	0.465860146580992	0.595699219935049	0.825368784929245	0.333167105506502	0.606405299311025	0.487191558496598	0.859678548182884	0.23230924074767	-0.0893896480438579	-0.205606520247262	0.0461932045928744	0.486639099046486	-0.325969626541088	-0.0184756076831153	-0.565071499526035	0.346550981624395
CD69	0.802573029797053	0.713565069165761	0.707929675634377	0.915134262411233	0.640728348797268	0.283377998376498	0.497503678648496	0.745083868403984	0.56640636403379	0.363876403812973	0.63244905982168	0.79863712887198	0.28552467939991	0.882452841286187	1	0.922042721937612	0.51860513964758	-0.00199184564868512	0.821542239745904	0.758207151209604	0.0783480632062092	0.552459223325102	0.601251894080804	0.830940194053228	0.371568868505055	0.729483118216144	0.803457781185662	0.900798202673013	0.631281000199971	0.796706700341855	0.755281375013086	0.837892474014522	0.211636495842752	0.0807459303421055	0.105973591502481	0.22325468463041	0.70361259074375	-0.0887580862899668	0.0616644465271017	-0.49853792662504	0.605874097796535
ADGRE5	0.725658642370743	0.646581288083479	0.611700897012764	0.818237666081022	0.607893375573222	0.165232120449415	0.342890115123777	0.50449818999179	0.418593480160682	0.230937102225638	0.642626817994893	0.672088831549379	0.197375792749794	0.793210677217562	0.922042721937612	1	0.45932267015499	-0.0828623421744917	0.873273844719211	0.822250117847567	-0.0338874244759621	0.4880062800059	0.464135646760036	0.770952795544013	0.227955374241495	0.847087121840442	0.754570303181079	0.924425573825719	0.737246597970548	0.902186844020775	0.748072725988658	0.861850724318916	0.191155941274378	0.122170998020729	0.290407498862849	0.247230508498957	0.8032175396047	0.0348318826481063	0.247143342238163	-0.36038013124674	0.617792721092359
CD44	0.657038631948092	0.240595969353025	0.603698625491334	0.686258154664844	0.890127556698247	0.636942555276164	0.77990635608406	0.492994124126906	0.239247465144058	0.867415354502324	-0.0262552496339724	0.474288914921322	0.849085505930391	0.712330458107946	0.51860513964758	0.45932267015499	1	0.748648769197389	0.241151439639266	0.145540580668609	0.186011899215533	0.526971159633823	0.329606187657621	0.289439804258555	0.648506688341436	0.14988669049712	0.336485517182103	0.454013992516942	0.090823477303066	0.226778258208029	0.224185325661583	0.720188859299744	0.00930512138436705	-0.0166370194444589	-0.375440168561646	0.10288106607964	0.119601399154746	-0.45632393437704	-0.316935723702825	-0.564288761751233	0.1130347096106
SIRPG	0.283759488075532	-0.18051413998031	0.253273545229752	0.270128853997055	0.617136831396791	0.592680648513915	0.572907742274669	0.114768520541626	-0.0178516001089102	0.738113702461654	-0.402294220088423	0.0879752104934611	0.79942872351076	0.244628833805851	-0.00199184564868512	-0.0828623421744917	0.748648769197389	1	-0.288324076942826	-0.315784468875094	0.199970442252809	0.220479467343354	0.01947588479811	-0.181135345167519	0.41142938607073	-0.299978750397115	-0.0627608470676443	-0.0404125220037727	-0.297824302189107	-0.294440047161243	-0.250283129461988	0.211389829530777	-0.230800190885373	-0.0148461017274649	-0.529036321352216	-0.0552362105684553	-0.370520228839102	-0.552930694216698	-0.430341867171467	-0.387673690785873	-0.327050022620079
CD47	0.623897086812358	0.795675173659813	0.575331107862829	0.681239732714108	0.33694115470016	-0.0683824732608993	0.064304756856341	0.499800192973834	0.234298115469604	-0.000318564390620698	0.842957589990487	0.701995091653589	-0.0139952946552373	0.60111654949044	0.821542239745904	0.873273844719211	0.241151439639266	-0.288324076942826	1	0.915673056775458	0.213660639059371	0.504645464294647	0.639327809428256	0.892588119361137	0.109608250687709	0.904697987796743	0.798200239984092	0.777953624352373	0.838901755048497	0.877016346460836	0.888469605327549	0.750025214927212	0.217368713723623	0.18239494733036	0.500497491334442	0.359073901598674	0.839741476027076	0.312162491523041	0.316795081354633	-0.226718101703553	0.760712100363597
CD226	0.531624500354671	0.724905541305477	0.479762683344394	0.603093633666451	0.269785659059834	-0.252447532671906	-0.0685174192583603	0.3887391947457	0.0966728328314799	-0.0900976058581143	0.887577169548608	0.622575950976518	-0.151509697269967	0.502233435745965	0.758207151209604	0.822250117847567	0.145540580668609	-0.315784468875094	0.915673056775458	1	0.204108792656928	0.420411971966162	0.640650525111844	0.89943180187695	-0.0629392484746665	0.930502443427418	0.875961492032713	0.774945400850836	0.892893673655473	0.829858174313351	0.865897246047079	0.639357836052685	0.202564015541792	0.0847880342015888	0.497412809090966	0.31102178330992	0.81521268186364	0.309141625630525	0.331506247901608	-0.182033484444034	0.75667609130545
TNFRSF1A	0.367399733425626	0.488859736839444	0.52619757173591	0.242746350933709	0.125220436962923	0.138933682087634	-0.0453141327491245	0.274289375390865	-0.270770837799654	0.0962466554771744	0.454655046663186	0.520239831225722	0.22620824427703	0.00145595451705146	0.0783480632062092	-0.0338874244759621	0.186011899215533	0.199970442252809	0.213660639059371	0.204108792656928	1	0.524418426436763	0.533128482762153	0.399918814786196	0.223462051129288	0.226210118835888	0.28291389574097	-0.153048656669567	0.279315891257657	-0.0879930855015266	0.483928238989402	0.211703531882868	-0.213461982558879	0.449599677139125	0.172185779464616	0.386894800238831	-0.0207155666056979	0.309951755967075	-0.211182436960496	-0.138719009132795	0.30848988342102
ITGB2	0.818567708384264	0.720569082935165	0.822165632702325	0.694286431986609	0.569457410486004	0.47522066229961	0.381908276467058	0.541760853804154	0.247926537382519	0.46151549796109	0.514082678232542	0.846380413101823	0.446011234309447	0.487409757064474	0.552459223325102	0.4880062800059	0.526971159633823	0.220479467343354	0.504645464294647	0.420411971966162	0.524418426436763	1	0.447269667106695	0.604005090942515	0.661307255003972	0.463236266386487	0.450551378605448	0.270814004590971	0.486465069848801	0.223557312301745	0.587331362057337	0.618642197986225	-0.307607460354828	0.422280255835774	-0.000851086750907956	0.383013939878836	0.133545767694108	-0.109148744544976	-0.13497058263218	-0.514995717953074	0.333690592648768
ERAP1	0.514208567979235	0.664276014949198	0.580522729639193	0.600971513111586	0.304643837433443	0.0773918736661438	0.231444869743624	0.649093307838368	0.175057087669783	0.248035328472454	0.621291357642846	0.646916181502233	0.119735683777619	0.577064936269006	0.601251894080804	0.464135646760036	0.329606187657621	0.01947588479811	0.639327809428256	0.640650525111844	0.533128482762153	0.447269667106695	1	0.767176331644827	0.157997526927434	0.513479489949942	0.652022328655524	0.50815130783662	0.449985078396705	0.383426649597519	0.654084228594242	0.578818277199886	0.15568317633449	-0.0669151297365727	0.0568697207943219	0.200877199887061	0.389114964864954	0.101288361329558	0.0742378942586276	-0.33239762778368	0.473255062725923
S1PR4	0.698083861701971	0.886042917191996	0.677116440850169	0.745633110476564	0.385376975150425	-0.0135178327926561	0.133307273650011	0.692707191186917	0.225244558983349	0.0678068756475081	0.895443447138532	0.831905910368331	0.0626322611805805	0.625732527557796	0.830940194053228	0.770952795544013	0.289439804258555	-0.181135345167519	0.892588119361137	0.89943180187695	0.399918814786196	0.604005090942515	0.767176331644827	1	0.245126296408599	0.829912276217543	0.889948178330276	0.700258494492084	0.81242666916865	0.715120014714127	0.923982585073881	0.703161147547209	0.120713843506454	0.137970116552214	0.29536036865555	0.328999811859033	0.705891296157796	0.184232724777606	0.0811127945327712	-0.38977417924769	0.731931456999264
PTGDR	0.668290837845295	0.401974585225977	0.649996250867289	0.538698050294882	0.627684095333824	0.77308015029417	0.708832372874984	0.646764259749284	0.42208878963951	0.685906795228938	-0.00132908256182669	0.581209883839584	0.645297483352082	0.529622382808564	0.371568868505055	0.227955374241495	0.648506688341436	0.41142938607073	0.109608250687709	-0.0629392484746665	0.223462051129288	0.661307255003972	0.157997526927434	0.245126296408599	1	-0.022905830515308	0.129743477206543	0.081952183887279	-0.0320556511903741	-0.0295037579387741	0.157666270399288	0.420981383189043	-0.197552085923809	0.0958809063123996	-0.506999510846589	-0.0699762967387465	-0.144067558404237	-0.459219657747963	-0.553858622189213	-0.599596836163729	-0.00725628502726791
TNFRSF25	0.61375454046248	0.739953742464206	0.574869049037058	0.626423358541507	0.334478765466646	-0.103808932198019	-0.0751112105452518	0.292865813911138	0.0971857324602146	-0.118137308976605	0.892875603400036	0.663270214035743	-0.091317853875811	0.465860146580992	0.729483118216144	0.847087121840442	0.14988669049712	-0.299978750397115	0.904697987796743	0.930502443427418	0.226210118835888	0.463236266386487	0.513479489949942	0.829912276217543	-0.022905830515308	1	0.748883241165961	0.722911115037636	0.91261293958439	0.82866241120586	0.876537367007912	0.66018584535509	0.0209938513908757	0.270931192323302	0.540734084959217	0.342765149243398	0.799218183733406	0.31960686328593	0.333969020688228	-0.210717981760043	0.706415845578782
RIPK1	0.572154046226341	0.671633891003861	0.495175502551185	0.664129763780192	0.422773227446216	-0.12673582593177	0.103381920782664	0.582146695326003	0.0995611932722526	0.0954506329066382	0.766623756822626	0.658699700473242	0.129857217136403	0.595699219935049	0.803457781185662	0.754570303181079	0.336485517182103	-0.0627608470676443	0.798200239984092	0.875961492032713	0.28291389574097	0.450551378605448	0.652022328655524	0.889948178330276	0.129743477206543	0.748883241165961	1	0.763243026289165	0.803232237659749	0.755344812628207	0.814824258116412	0.640863124820266	0.243804766945442	0.0417415975828613	0.324631816737963	0.348764603497683	0.724607459863086	0.155378110366025	0.160097883144542	-0.29116856680811	0.693390370365721
PTGER4	0.561029228279306	0.474708007566217	0.429057074744217	0.752329912943415	0.552197178875849	0.0508562554928119	0.376503709619909	0.528528095397048	0.423816745803214	0.259139617731888	0.510083937960116	0.510629746482787	0.164977784822239	0.825368784929245	0.900798202673013	0.924425573825719	0.454013992516942	-0.0404125220037727	0.777953624352373	0.774945400850836	-0.153048656669567	0.270814004590971	0.50815130783662	0.700258494492084	0.081952183887279	0.722911115037636	0.763243026289165	1	0.595794266915036	0.883709956760434	0.622104742176885	0.787810143685722	0.39789141935281	-0.0983632702857379	0.198075457601016	0.162246006116747	0.800288444224689	-0.0394405368079216	0.27849680633192	-0.293858813553268	0.555316172838589
CD4	0.505231685733027	0.691840453939956	0.467956084337469	0.491710395715338	0.264483018426503	-0.237693817522823	-0.237738134450071	0.246970595788911	-0.10411435520011	-0.211560254937297	0.892179600653617	0.600583838645451	-0.0325480030907056	0.333167105506502	0.631281000199971	0.737246597970548	0.090823477303066	-0.297824302189107	0.838901755048497	0.892893673655473	0.279315891257657	0.486465069848801	0.449985078396705	0.81242666916865	-0.0320556511903741	0.91261293958439	0.803232237659749	0.595794266915036	1	0.743607494728995	0.85052940212783	0.560995743489008	-0.0599728142850542	0.248791959055024	0.566744124626217	0.504128727660843	0.71656936390202	0.324226268082746	0.405864593479928	-0.181045064363059	0.646904764289056
SMAP1	0.459054420945623	0.528596311810157	0.347122309332571	0.586692528403115	0.3405774025786	-0.141002832359625	0.0740348374633112	0.362681327500051	0.252642410891749	-0.0501220495239868	0.647873900418469	0.457157830062349	-0.0285426881163266	0.606405299311025	0.796706700341855	0.902186844020775	0.226778258208029	-0.294440047161243	0.877016346460836	0.829858174313351	-0.0879930855015266	0.223557312301745	0.383426649597519	0.715120014714127	-0.0295037579387741	0.82866241120586	0.755344812628207	0.883709956760434	0.743607494728995	1	0.742947055053435	0.704241030235954	0.400703462285591	0.119517896017179	0.524721581012543	0.283458144567023	0.951013747168093	0.30836358306412	0.388288535359645	-0.117667011047753	0.739561628234072
RACK1	0.654297418293982	0.849104674129127	0.659170710368049	0.674398777843584	0.334023991407397	-0.0531816502406091	-0.00430459885304944	0.537749918434573	0.0879525013714487	-0.0511065818933319	0.930048345903394	0.800746501161544	0.0505940085289699	0.487191558496598	0.755281375013086	0.748072725988658	0.224185325661583	-0.250283129461988	0.888469605327549	0.865897246047079	0.483928238989402	0.587331362057337	0.654084228594242	0.923982585073881	0.157666270399288	0.876537367007912	0.814824258116412	0.622104742176885	0.85052940212783	0.742947055053435	1	0.683569500848545	0.0879910355557678	0.391321435507704	0.493436949319809	0.50107250031542	0.771006547061677	0.420545484498959	0.140689682592664	-0.308145180810793	0.844256176471919
ITGB1	0.7877549419722	0.613785749118352	0.728536395660755	0.861991849443105	0.758502495119262	0.392412812054934	0.54703648433327	0.593327780648422	0.38172490637327	0.488216045628757	0.479332303739919	0.711016319026632	0.493268596380579	0.859678548182884	0.837892474014522	0.861850724318916	0.720188859299744	0.211389829530777	0.750025214927212	0.639357836052685	0.211703531882868	0.618642197986225	0.578818277199886	0.703161147547209	0.420981383189043	0.66018584535509	0.640863124820266	0.787810143685722	0.560995743489008	0.704241030235954	0.683569500848545	1	0.136705023654579	0.175442758415602	0.117669756215356	0.324360540702334	0.621676983946953	-0.0330079538780057	0.0840766317247753	-0.463524391294022	0.541999715381465
PTPRA	-0.222508524333758	-0.0652260566121479	-0.27751370256199	-0.00619116516543313	-0.160989827015762	-0.356314009591025	0.104178633801726	0.185267226518633	0.17652429590031	-0.000198011150488429	-0.0456931638228845	-0.188490125531976	-0.222674633939403	0.23230924074767	0.211636495842752	0.191155941274378	0.00930512138436705	-0.230800190885373	0.217368713723623	0.202564015541792	-0.213461982558879	-0.307607460354828	0.15568317633449	0.120713843506454	-0.197552085923809	0.0209938513908757	0.243804766945442	0.39789141935281	-0.0599728142850542	0.400703462285591	0.0879910355557678	0.136705023654579	1	-0.248224428216363	0.283889833089685	-0.150350125722031	0.489471841503431	0.352252293582024	0.131242044802367	0.47345743329476	0.401317640129708
CD81	0.320470498527455	0.311848101137445	0.330335703272411	0.207409864028982	0.0909480258847159	0.192512063313077	-0.0896015375315725	-0.0328361827373505	-0.00897965130910248	-0.132627499978411	0.30643902849367	0.379799129577646	0.0879003955731108	-0.0893896480438579	0.0807459303421055	0.122170998020729	-0.0166370194444589	-0.0148461017274649	0.18239494733036	0.0847880342015888	0.449599677139125	0.422280255835774	-0.0669151297365727	0.137970116552214	0.0958809063123996	0.270931192323302	0.0417415975828613	-0.0983632702857379	0.248791959055024	0.119517896017179	0.391321435507704	0.175442758415602	-0.248224428216363	1	0.421934995086109	0.47989165166697	0.170821829055851	0.484707442952853	0.0125186625780969	-0.0826865048381805	0.410774972373852
CANX	-0.096633029257603	0.20888413425712	-0.0994888613103402	-0.0849269053773039	-0.300972984428179	-0.559160623458549	-0.596433287923975	-0.267487630262662	-0.291396141616878	-0.603750264465979	0.528636114559309	0.0269770108870165	-0.438956965232488	-0.205606520247262	0.105973591502481	0.290407498862849	-0.375440168561646	-0.529036321352216	0.500497491334442	0.497412809090966	0.172185779464616	-0.000851086750907956	0.0568697207943219	0.29536036865555	-0.506999510846589	0.540734084959217	0.324631816737963	0.198075457601016	0.566744124626217	0.524721581012543	0.493436949319809	0.117669756215356	0.283889833089685	0.421934995086109	1	0.420244978232779	0.611141901184251	0.830129337276231	0.564317923933531	0.560399797988973	0.575358838546972
CD74	0.149219388465512	0.247098154473726	0.155988736957042	0.179253412129602	0.114088187576378	-0.181926477106342	-0.244649932780673	0.100895193635333	-0.336794372445123	-0.174682001667648	0.420743044511201	0.308557809053555	0.277650835653185	0.0461932045928744	0.22325468463041	0.247230508498957	0.10288106607964	-0.0552362105684553	0.359073901598674	0.31102178330992	0.386894800238831	0.383013939878836	0.200877199887061	0.328999811859033	-0.0699762967387465	0.342765149243398	0.348764603497683	0.162246006116747	0.504128727660843	0.283458144567023	0.50107250031542	0.324360540702334	-0.150350125722031	0.47989165166697	0.420244978232779	1	0.29250445244125	0.316518869561688	0.400591738675459	-0.100765972210717	0.328221990375539
NCL	0.340983360262623	0.520582876339929	0.261452000234599	0.485235117970857	0.194647758582438	-0.278860591919255	-0.0370699294515545	0.317394609879372	0.157754435303847	-0.172701276402001	0.665444328360582	0.392966944256758	-0.131064708656663	0.486639099046486	0.70361259074375	0.8032175396047	0.119601399154746	-0.370520228839102	0.839741476027076	0.81521268186364	-0.0207155666056979	0.133545767694108	0.389114964864954	0.705891296157796	-0.144067558404237	0.799218183733406	0.724607459863086	0.800288444224689	0.71656936390202	0.951013747168093	0.771006547061677	0.621676983946953	0.489471841503431	0.170821829055851	0.611141901184251	0.29250445244125	1	0.483081072152861	0.35434564655007	-0.0134922199411521	0.8302607337291
CD63	-0.23210432354341	0.147045665179794	-0.157275933429322	-0.236682693325369	-0.463783392256563	-0.548654123719166	-0.584331293990414	-0.236709813425347	-0.328188235400384	-0.597263179455511	0.410453305095897	-0.0535769558628141	-0.500379102163859	-0.325969626541088	-0.0887580862899668	0.0348318826481063	-0.45632393437704	-0.552930694216698	0.312162491523041	0.309141625630525	0.309951755967075	-0.109148744544976	0.101288361329558	0.184232724777606	-0.459219657747963	0.31960686328593	0.155378110366025	-0.0394405368079216	0.324226268082746	0.30836358306412	0.420545484498959	-0.0330079538780057	0.352252293582024	0.484707442952853	0.830129337276231	0.316518869561688	0.483081072152861	1	0.342345731601501	0.522533259881316	0.628461039174045
SORL1	-0.248552969076394	-0.0771242083053345	-0.273954989157175	-0.161028009507878	-0.232538036047042	-0.472589897820872	-0.43724820768296	-0.299394280443222	-0.18157994231266	-0.419583345755771	0.223248304226466	-0.190508698384735	-0.285870470607183	-0.0184756076831153	0.0616644465271017	0.247143342238163	-0.316935723702825	-0.430341867171467	0.316795081354633	0.331506247901608	-0.211182436960496	-0.13497058263218	0.0742378942586276	0.0811127945327712	-0.553858622189213	0.333969020688228	0.160097883144542	0.27849680633192	0.405864593479928	0.388288535359645	0.140689682592664	0.0840766317247753	0.131242044802367	0.0125186625780969	0.564317923933531	0.400591738675459	0.35434564655007	0.342345731601501	1	0.331992961283868	0.0989322235875336
