""	SDC1	PARD3	EGFR	F2R	SDC4	TFRC	TNFRSF1A	PVR	CANX	ERBB2	THY1	CXADR	LRP6	ITGB8	PLXNB1	CD9	CD99L2	NOTCH1	KCND2	APLP2	CD47	PLXNB2	SMAP1	PTPRA	NRCAM	TNFRSF12A	KCNJ10	GRIN2B	TNFRSF11B	ADCYAP1R1	AR	TSPAN12	CHRM3	INSR	CNR1	ITGB1	ITGA3	NOTCH2	ADORA1	TNFRSF10B	EDNRB	HMMR	RIPK1	ACKR3	NOTCH3	IGF1R	SMAD3	TSPAN5	PILRB	CADM1	LRP5	VLDLR	PTPRS	LRP4	CD81	LPP	TSPAN17	MCAM	SLC16A1	PTPRZ1	RXRA	LRP1	LINGO1	TNFRSF19	TRAF2	GPR37L1	SDC3	MCFD2	ADGRE5	RACK1	SIRPA	ITGAV	SORT1	S1PR2	LRP8	ASGR1	ABCA1	CD44	NCL	ERAP1	CD63	C1QBP	TSPAN14	SORL1	CD74
THY1	0.403163420526061	0.508853842027624	0.547199506766655	0.332394049469619	0.227721728606623	0.147508466768522	0.151858071376983	0.374720371403279	0.273086845821306	0.170684403991944	1	0.748782100298123	0.678385726233729	0.316522762217928	0.436866403255079	0.520413308696729	0.29218913313994	0.749192441520652	0.828961007042696	0.249622623017517	0.358826254798428	0.173638310376126	0.530203324533309	0.323351999406265	0.381080645246201	0.268127400710777	0.521634255831596	0.379171829829683	0.345842452957193	-0.0400631149808908	0.0488447226707613	0.584232652096569	0.546060558020394	0.546486181329111	-0.0105795161361246	0.265039258242174	0.169789616546085	0.295621523357866	0.021875991017762	0.544065965553874	0.11590158663334	0.418679715051114	0.291019535806142	0.473138239149867	0.209249282742116	0.462238306532425	0.118526878298785	0.337974458941588	0.429600558537484	0.121826350717517	0.548269336601046	0.156253939844464	0.5930785216685	0.514250314923798	0.335312883094759	0.258002618972525	0.448894283877443	0.406787359657463	0.449035324841049	0.362022304945829	0.408908677436242	0.339359961619958	0.866652096617143	0.207482075912677	0.648468793264132	0.240735179937711	0.121305451148452	0.291665367035333	0.29426256607464	0.470338895097335	0.0185568070818595	0.240745501165353	0.34722309014809	0.782575617784634	0.600341588701488	0.50117203536299	0.0802922281041802	-0.0140789038855161	0.575807728205244	0.132750340695145	0.15959389036718	0.536376657495194	0.406175306983889	-0.00595304373409875	-0.0270321815849183
CXADR	0.700503515923419	0.69947901674343	0.708805278386857	0.644148940864925	0.389730255390239	0.507113876479902	0.40027409995452	0.606396055907047	0.509158077234869	0.301736202866767	0.748782100298123	1	0.739786222676965	0.532381830513146	0.453368920210386	0.789632525875878	0.449646720308012	0.763356710073018	0.648686097187949	0.60160993756201	0.607258660733388	0.460969306254199	0.721158770040487	0.580345553830802	0.551605738855888	0.550364755219771	0.498862094373524	0.479557972389756	0.708674835428161	0.0742925900933367	0.211927466347574	0.604769528998246	0.711645359598813	0.716343061220653	0.288458889068089	0.612573183273024	0.286040390646522	0.468583735151327	0.209378743922027	0.737742462203197	0.186787177771705	0.44555030367089	0.544164354922026	0.783892328517674	0.354401277893898	0.56782730366658	0.194912716977197	0.52068239463609	0.583313584800103	0.228523200275218	0.675800839665177	0.276335689611081	0.767285166574951	0.58327730457146	0.556787885995669	0.499507273426798	0.639144369858956	0.476869657178716	0.696438079161162	0.549711905459241	0.626816597852962	0.604148781469861	0.845982402023967	0.392529124116845	0.698946881192441	0.381921527858579	0.333304246796015	0.596897202414293	0.598119567379512	0.788590657358152	0.134844712662908	0.346715452136782	0.533926419557581	0.799833818204507	0.703644331464389	0.615002385125709	0.204019763192739	0.0490537094301264	0.805639328246373	0.310222293215122	0.598822930819888	0.79993804437787	0.677004374201631	0.118554236473995	-0.0111121388474853
LRP6	0.492043941400842	0.784336827704358	0.867219697809809	0.639288753066966	0.428565103873891	0.53784418502039	0.42735376888242	0.598397487908863	0.635176385701394	0.439019021661224	0.678385726233729	0.739786222676965	1	0.752868648245353	0.627205210670401	0.646558112251762	0.5463345132584	0.929521778130225	0.809684248722434	0.591548936960551	0.667628420809041	0.46381566868182	0.761217063698234	0.73241539903455	0.664958417008144	0.474688339002148	0.718710613575036	0.62428804490757	0.53025044677806	0.211014277084327	0.290422286330322	0.772498943027507	0.707997532678622	0.790450141244603	0.369130870427957	0.553940436621261	0.320943822926952	0.68073113110817	0.333880084884848	0.703109510488181	0.468810367929011	0.593916036589701	0.711689692984236	0.699762463265553	0.552274334186169	0.809165266215673	0.365562809874437	0.649466617814765	0.758761271454067	0.395174022533522	0.792772778062102	0.398892357006743	0.878590864236814	0.767672880249325	0.510106606998229	0.63182626549766	0.590364998426986	0.599025231993909	0.820107107059829	0.78276760221585	0.70938217207097	0.684505915528348	0.779040224843329	0.616406277574029	0.7749328389704	0.505605781778526	0.509608025382044	0.593607051206311	0.493769507646119	0.559716099853127	0.286839060004589	0.557862438427091	0.716410495535655	0.833157599917589	0.805676298237224	0.584912802496387	0.348346607901142	0.150099871070619	0.857023909784205	0.490742696686862	0.389617735730489	0.622563511913497	0.698373874888576	0.238641274159197	0.000240742432582662
ITGB8	0.444583579727484	0.699947361376248	0.797642937773477	0.80036019752108	0.653819185549387	0.84502583628569	0.716208153108402	0.736241020878879	0.869412696998223	0.747286220015367	0.316522762217928	0.532381830513146	0.752868648245353	1	0.719733941781877	0.616903195069651	0.757912050891638	0.721894926594278	0.484407188204231	0.78842159978503	0.756368214551558	0.690185737097952	0.778506173559233	0.896102298969011	0.855631928286471	0.691039526480287	0.799027257099916	0.586468684024713	0.540526078618101	0.49009439046514	0.64961652284302	0.692142969052279	0.571592087804782	0.763224915175693	0.813224195473231	0.743691635846593	0.641278832197474	0.881570869205967	0.701822996813306	0.706372519745135	0.770525613681842	0.326384657344512	0.891398036617858	0.620997425583294	0.762175396171422	0.878425598893867	0.615302459270004	0.752163303944113	0.806570585206237	0.697693637721473	0.806565007577681	0.722415731726575	0.840954163160559	0.796156231139659	0.71218022505463	0.88316002907717	0.702350735272032	0.69505247626696	0.817983922777417	0.929138868214578	0.809364535161758	0.879669398412187	0.472998842392326	0.816163299212794	0.500550041576409	0.812734125857545	0.832710905833011	0.806619395809506	0.730414335038461	0.544739763914697	0.586220963395698	0.799106828294302	0.873830815651952	0.573404167797897	0.670280217166632	0.693681323938542	0.655815820254356	0.477225180931254	0.776390287802905	0.744979632908691	0.591413791575032	0.572601622590229	0.709878305583149	0.530988366417754	0.0146481841133526
PLXNB1	0.445460277669675	0.590609328365263	0.650329650556225	0.769791617668432	0.688167846849948	0.698044648649208	0.810685036470703	0.814834783357225	0.848767375785283	0.840934504861396	0.436866403255079	0.453368920210386	0.627205210670401	0.719733941781877	1	0.567244719788399	0.87933946444033	0.674866940427323	0.459199800120577	0.716751537518316	0.748601420252019	0.742813308631151	0.757382330482071	0.826729816029865	0.799085392494737	0.6094996732063	0.915248138087591	0.320899784384192	0.346219520428933	0.775788259043334	0.737293588154836	0.673011300591068	0.305121131568605	0.738688821982134	0.65142137324726	0.650932642307314	0.662020189476684	0.844994757595311	0.802360623753222	0.697090154400205	0.824124312688247	0.30586125722121	0.783237673577826	0.487913451363774	0.870801750211685	0.820349151263457	0.833476296847906	0.730820786427195	0.783971106493344	0.846550743963474	0.798524981706456	0.814401119814701	0.684259680000822	0.841425186905087	0.789618224499295	0.808227563035164	0.768896914290509	0.775101527707792	0.67743781918176	0.807585061784004	0.772839533245151	0.850993396581586	0.425262654447715	0.715430029310045	0.501380877929573	0.874104372090123	0.856319466126901	0.775848084014827	0.69705336661031	0.504315407720153	0.799822177562883	0.878713194977473	0.851964020436996	0.49746312787842	0.607875832258177	0.676661206932558	0.826688975885254	0.724166625183954	0.642731877124045	0.771243547736795	0.530079205387652	0.536798610679025	0.624576713527486	0.719248081667544	0.0542274818114633
CD9	0.718944938077741	0.82156850902367	0.811201810659929	0.790941564980933	0.542994562994391	0.698923002166394	0.705219181128132	0.772301567370308	0.699485136908492	0.565787342275854	0.520413308696729	0.789632525875878	0.646558112251762	0.616903195069651	0.567244719788399	1	0.639450220228874	0.751036581700515	0.409442436802783	0.741174835322609	0.856180570353988	0.610405131092141	0.903638641841468	0.775536067115922	0.569423445022443	0.798452962628913	0.572816553605252	0.503968674651458	0.855106280339667	0.3010582829242	0.452433875137503	0.757231438149757	0.525383174000651	0.647344518389292	0.503046400261292	0.726038272581271	0.441933390976679	0.684524338168755	0.465998464793603	0.747730620823738	0.459679979420739	0.581950681558635	0.706571287746253	0.885261502779044	0.624495964744356	0.608026671741982	0.414139495064788	0.802379180334999	0.727346964772291	0.482526919924538	0.808230782766936	0.430599136241805	0.822513499407363	0.652461119877692	0.814793515263214	0.615244172172125	0.811191084786266	0.682298329138866	0.849762833986478	0.621845914252042	0.801476496822183	0.758424922065792	0.680121817358735	0.696612025085824	0.777839756907222	0.610804717716096	0.593427520406074	0.786611816785779	0.70745787856286	0.958112065655243	0.36383772318757	0.526036090641502	0.725519658628337	0.726872000963828	0.700206876816351	0.756724965105107	0.395546806520418	0.255045427027949	0.882471894824287	0.452732927620616	0.833283635614846	0.963852311736011	0.809094975265345	0.326767816236891	0.0254000524312257
CD99L2	0.587792505721191	0.598798286988492	0.635781234429714	0.891872798328125	0.85867757437011	0.795107754321944	0.924628439916671	0.879330910827897	0.94388177985308	0.929530681536116	0.29218913313994	0.449646720308012	0.5463345132584	0.757912050891638	0.87933946444033	0.639450220228874	1	0.576413708418226	0.260489859234674	0.876361317705926	0.847987449477689	0.901415874063403	0.808318009218608	0.88041724000252	0.874045210772486	0.805467991791398	0.847048632714481	0.211972846078563	0.416173658723167	0.799407934122057	0.855312167308054	0.603243254697075	0.242924651716821	0.736955065015112	0.759449718015676	0.829919237858677	0.821691466624876	0.896205001471845	0.885334056652044	0.779070185333388	0.855507407858395	0.310253382163655	0.873303691675236	0.508034556931212	0.901912362305956	0.780781528890484	0.898200740383275	0.822709880813432	0.793421256114866	0.924309558379348	0.79214441913294	0.865733889526332	0.679378349763199	0.757025052927138	0.888086425210555	0.908159426235663	0.833225275354749	0.794710229864999	0.723039040759546	0.786995198910725	0.824664379315417	0.900132190591384	0.30401652654723	0.773908010136161	0.49867574877975	0.941397134975103	0.902132647174414	0.907893518980307	0.831114705546938	0.62923113904702	0.871434127423736	0.918546419379181	0.897464342428066	0.415978193939935	0.551373547643395	0.723256301851923	0.904678912446367	0.829043088023691	0.686794702722445	0.834774790143306	0.730607629257669	0.631977090580937	0.681313329733028	0.806266767804921	0.0851963305078981
NOTCH1	0.529556001323648	0.846577565444555	0.915100801248967	0.662738102975232	0.425890012994933	0.55076756664921	0.486308585301096	0.638724617810468	0.645036277581087	0.473306434417108	0.749192441520652	0.763356710073018	0.929521778130225	0.721894926594278	0.674866940427323	0.751036581700515	0.576413708418226	1	0.829702526765441	0.582381706896904	0.719032791213169	0.455912635437313	0.825139896389073	0.751817105470813	0.617414751224776	0.533540790358711	0.744753245163167	0.658223340692522	0.597019121228361	0.23413143825111	0.309545173580248	0.866468608578458	0.687982086431643	0.750702321383942	0.367209805625836	0.536409988597342	0.312764627437765	0.69949286236883	0.353214962626155	0.701561612700649	0.480399887673736	0.672523310138633	0.694058809136345	0.767503878400628	0.599583721193732	0.791325493985771	0.377067654862958	0.714012130877018	0.813157119071037	0.418452912503166	0.859098265030051	0.409309602922113	0.902381683277211	0.807380101392673	0.586088369336647	0.605205539654548	0.681897105400159	0.694689077376564	0.849399349879543	0.756453951715209	0.73702281688452	0.70331019928957	0.839547797727513	0.685481772772712	0.837887383922149	0.543408232907826	0.541597619797658	0.619023073630551	0.49814868078915	0.656832000536889	0.293692535392452	0.550747053865401	0.734608077533645	0.883702171064549	0.84856603404287	0.664879993085451	0.345041339368648	0.153165779804766	0.893308371780631	0.473283884299551	0.440785871700734	0.727401915666512	0.73312532753119	0.229937618304572	-0.00639193231639256
KCND2	0.258477410242114	0.576234938055113	0.680374694821695	0.299597835124046	0.0948850589799184	0.215109159115991	0.0868049058936993	0.306961873628594	0.297872099997031	0.133204014268819	0.828961007042696	0.648686097187949	0.809684248722434	0.484407188204231	0.459199800120577	0.409442436802783	0.260489859234674	0.829702526765441	1	0.205826382408552	0.333229452177804	0.0898930920649642	0.513077200916032	0.410224041475389	0.38805580191097	0.157291242449762	0.575074123590628	0.597001457024327	0.301160820719883	-0.0331256995661682	-0.00471394151491964	0.677249541176686	0.711437060410727	0.592579432110691	0.0605625253515031	0.180119867528605	0.0330465105148982	0.372139222735147	0.0345240438364415	0.451357912841984	0.203834839141252	0.458907919998494	0.365998991349085	0.472160064053384	0.255050091645084	0.615470381122783	0.086824065527423	0.339320170313682	0.497807678034839	0.103329957017025	0.58610962513719	0.14183208328858	0.665869798695219	0.6247053890595	0.228901823141687	0.293021828682089	0.344458441027331	0.40112006527953	0.531403672139756	0.555330227609441	0.429273894534092	0.376442790276212	0.811521736903689	0.330060583168058	0.614382267344207	0.231333671348245	0.198199016751443	0.235053447514201	0.183504302531775	0.29183514332389	0.0113167440431135	0.282711257843654	0.385640451382443	0.788292877904041	0.71370993659865	0.411527252954263	0.0666744117697832	-0.100998964332129	0.598384404900235	0.185991946479486	0.0265665420995851	0.379407316214198	0.41161341972926	-0.0443361844985339	-0.0399722609208846
APLP2	0.743936940923307	0.685683483188627	0.663227713389233	0.948625249905587	0.854637164214034	0.872700359600773	0.896588955618811	0.880576582970303	0.936075963919016	0.82184092062693	0.249622623017517	0.60160993756201	0.591548936960551	0.78842159978503	0.716751537518316	0.741174835322609	0.876361317705926	0.582381706896904	0.205826382408552	1	0.898603742617963	0.9468248050713	0.832596340593271	0.890645202631576	0.898998701754383	0.860547906653434	0.696733598638878	0.236283394432274	0.592153213224322	0.632086769989161	0.768260000934709	0.515190989336527	0.353856295896362	0.769940582326269	0.786642707583556	0.972055873905538	0.792848929321496	0.866331108479364	0.773310101620204	0.834944708567226	0.694270502959703	0.402199423334222	0.913253988364697	0.652589250437582	0.784403151324761	0.751315735074669	0.746610420566512	0.797771939770939	0.815333213914085	0.795112735106525	0.777272904374225	0.778604852402274	0.750982279122514	0.676754457469663	0.877991609880742	0.927283944055085	0.850070843657478	0.723319746580936	0.788622552818202	0.791133054277415	0.840752376693367	0.926804602022765	0.351897062174617	0.716120748090639	0.550078566409836	0.837458512339755	0.825193700803608	0.968346490064477	0.909401285724631	0.769508548538544	0.743583066580029	0.820529167065576	0.893139872417481	0.443023925843417	0.591710817747712	0.712150385426872	0.784838896327093	0.676182868018719	0.792663771425698	0.805594144906342	0.891884659513028	0.742233911801047	0.794947954057166	0.730421142584456	0.145219402906005
CD47	0.736856544703981	0.820559895766658	0.797077047672135	0.90456098092365	0.775121392771798	0.805928763306875	0.87398943017521	0.883781438454315	0.896561138874954	0.795314374337174	0.358826254798428	0.607258660733388	0.667628420809041	0.756368214551558	0.748601420252019	0.856180570353988	0.847987449477689	0.719032791213169	0.333229452177804	0.898603742617963	1	0.843284787984275	0.939091334379602	0.924747736314112	0.783471691791894	0.879646949221735	0.735327743119525	0.374474581321838	0.657253756200541	0.564131413411189	0.687943532222987	0.727915988246959	0.406291760454295	0.752796292816142	0.696174942020982	0.86038560780782	0.684762358203458	0.877779121754132	0.702408336256543	0.806556959535102	0.703397099761395	0.609878610958612	0.882446671405687	0.752865194649931	0.832401786907802	0.776268010357231	0.687311999659578	0.924555756131286	0.87761122098112	0.757905591909379	0.848650928469331	0.693758947756507	0.815960002810797	0.754418889549358	0.883181494492374	0.836198957369166	0.84821565025039	0.781087374484563	0.889072214000672	0.781042410293061	0.898051921709014	0.889715255158671	0.443892940295636	0.805870326865463	0.752064066864755	0.814975230175589	0.799550486707163	0.912748565299799	0.789481795462663	0.832600570949874	0.668176062280999	0.766217305332352	0.919003288922085	0.561096183035192	0.689199490216758	0.769029601116992	0.688030198342255	0.571546001714606	0.873589422057805	0.726485591209789	0.840517127784839	0.834206561364483	0.81429945488958	0.613618035191728	0.0586670517401747
PLXNB2	0.714492386876557	0.550106100886055	0.529649440796022	0.889652497878674	0.913828312480308	0.775415432047705	0.904482167229231	0.852118394602367	0.900118918491412	0.85781234174067	0.173638310376126	0.460969306254199	0.46381566868182	0.690185737097952	0.742813308631151	0.610405131092141	0.901415874063403	0.455912635437313	0.0898930920649642	0.9468248050713	0.843284787984275	1	0.738502615756284	0.819282655385884	0.875782806516042	0.83633967189244	0.682060683049925	0.0765367567511709	0.43697105302292	0.710503724747446	0.814691041039237	0.395235130790692	0.185843415826209	0.722919272290524	0.757458410069817	0.926816732054508	0.86495345384877	0.811959543894131	0.808853055519258	0.813990906658806	0.701639188650409	0.303036652265425	0.842325148247146	0.494687848465151	0.790064151498794	0.695062503221307	0.811286095302956	0.7492401937783	0.746485598958596	0.844217251948228	0.68534785683921	0.828488451857947	0.615146858412654	0.615274950692449	0.852527559907385	0.895755124463525	0.796701511753695	0.68033507627554	0.662548909663759	0.702367681453003	0.770987911910436	0.866969273207165	0.20598196539343	0.64219803406573	0.454866183181678	0.856200414980961	0.816603318617855	0.913582157423894	0.880685124125115	0.66076016480024	0.814105928883318	0.829132860325361	0.849196835917925	0.289527937710815	0.467458054791262	0.661632270889904	0.84628075118704	0.79104464107468	0.645930228651594	0.824382537589143	0.826189574109808	0.624607144558054	0.675645181067307	0.804604684778207	0.141506044881884
SMAP1	0.711151527943116	0.859373612717117	0.877684900838588	0.878368525745964	0.675364504877913	0.797242401248458	0.811601472129652	0.877465638352833	0.862820169701203	0.74775505913697	0.530203324533309	0.721158770040487	0.761217063698234	0.778506173559233	0.757382330482071	0.903638641841468	0.808318009218608	0.825139896389073	0.513077200916032	0.832596340593271	0.939091334379602	0.738502615756284	1	0.919805482799807	0.75808921915401	0.834262250409753	0.776899371948221	0.522470800120118	0.700871616235441	0.513618172734989	0.617743662873351	0.855221340324674	0.535776112348476	0.7876950257125	0.64267074420869	0.793757954955394	0.594661871556852	0.853984576925915	0.65218400105086	0.822936279368156	0.697026035818761	0.572304918358771	0.86364540585591	0.807094806214137	0.815517801893534	0.799092166434282	0.632238633528799	0.920637533321396	0.850380404734385	0.694358072636388	0.896353990181916	0.646562579475998	0.880599022377973	0.804546330017745	0.883866790817508	0.796496539645886	0.857988411183746	0.77890129363031	0.927338504280049	0.806283910911161	0.915372183195092	0.884497762077998	0.619617079637361	0.81574648235067	0.806182029845598	0.790932134325612	0.76926703688342	0.874930696091595	0.751998005611346	0.85957833110334	0.596786902276817	0.750515645442059	0.878031881217845	0.697954314010655	0.779096901847959	0.811809261524889	0.621558048521931	0.47310900152601	0.929204840346477	0.657101322885644	0.781580041150253	0.889138751434892	0.8316174147844	0.530516985891131	0.043440284077696
PTPRA	0.612195993129024	0.810567230138138	0.845568832853376	0.914433538516095	0.733574781561075	0.903191204723993	0.879890916468405	0.880835432282029	0.95568884394276	0.843292725594695	0.323351999406265	0.580345553830802	0.73241539903455	0.896102298969011	0.826729816029865	0.775536067115922	0.88041724000252	0.751817105470813	0.410224041475389	0.890645202631576	0.924747736314112	0.819282655385884	0.919805482799807	1	0.84798717078373	0.796743117031603	0.83202966101015	0.506309315020029	0.631693740565007	0.665829295246197	0.741591788898032	0.777709541875914	0.478364605031594	0.809490192527043	0.816264186524028	0.826753987044155	0.671820972197508	0.947779665473475	0.801865163426379	0.769594632252585	0.830368989793739	0.468537931780894	0.938254489638041	0.73709599978034	0.907298690533304	0.866765304800202	0.747604709380519	0.908530606444678	0.89573579638571	0.813580272185612	0.896642210881268	0.767826246060496	0.850846932448447	0.855248866425619	0.869125609085557	0.913018420206805	0.838651611129597	0.798030044127891	0.91727960481688	0.925822532981269	0.923668310251112	0.960824210073835	0.454969523233272	0.890804460951095	0.643820283432007	0.889625269271503	0.918455300282704	0.919058495341858	0.789800215735006	0.722220968810827	0.733819587182858	0.865435561861164	0.954421857605133	0.569663839116331	0.726361559201583	0.771360071761085	0.759216665611103	0.601210088675084	0.865806604446436	0.797176991371322	0.764048822195787	0.745000738242354	0.813915257593838	0.653943909684077	0.0372156643390472
NRCAM	0.581592423445901	0.597747981389242	0.624094189717494	0.882557619620089	0.840905297348981	0.816245485629004	0.81759043449549	0.821933444855896	0.920302184919617	0.843623845124782	0.381080645246201	0.551605738855888	0.664958417008144	0.855631928286471	0.799085392494737	0.569423445022443	0.874045210772486	0.617414751224776	0.38805580191097	0.898998701754383	0.783471691791894	0.875782806516042	0.75808921915401	0.84798717078373	1	0.753543102697743	0.83299782243786	0.230044341158836	0.398114017435191	0.646339231994542	0.782351963074552	0.515425763967499	0.380135946630857	0.795745698452902	0.776470750431227	0.861950451696166	0.849245617034652	0.8692164403535	0.787473661919342	0.816085719015334	0.764270267656465	0.284535660881365	0.893916135140257	0.497343717401135	0.76924186375338	0.847527052176394	0.789454124327863	0.702486301921619	0.792379987092008	0.830913813688877	0.765320210277772	0.857896574044099	0.749571791408042	0.736419465441413	0.778596743280987	0.949344666746819	0.791074647321976	0.715884704307953	0.70019833720456	0.861768964385579	0.778260843433388	0.895966559088954	0.391267856607932	0.666690095727397	0.462414908536839	0.866817482892759	0.822770846398427	0.88946282144367	0.870291298267063	0.561727069433106	0.763238121798496	0.883658686642404	0.875947751139092	0.462030078320794	0.574061480699247	0.685879539652797	0.839099825714091	0.736696544697329	0.704664144584883	0.839267158121703	0.67883804549377	0.561495456465515	0.653819201392804	0.720838110532451	0.0310433633267547
TNFRSF12A	0.732532051644462	0.646518733397708	0.64587715905091	0.86736029743203	0.831094957907298	0.751303181103942	0.854709529129777	0.836666172301051	0.826215555519753	0.787964984382952	0.268127400710777	0.550364755219771	0.474688339002148	0.691039526480287	0.6094996732063	0.798452962628913	0.805467991791398	0.533540790358711	0.157291242449762	0.860547906653434	0.879646949221735	0.83633967189244	0.834262250409753	0.796743117031603	0.753543102697743	1	0.613185816792391	0.283041318036571	0.612000882467516	0.496257716068706	0.723216234745726	0.564142686913136	0.344741614894745	0.647476667613497	0.687709530101142	0.865672304519302	0.791697433763869	0.761255783864122	0.694860024761044	0.805439602924442	0.633222307554971	0.369211244326239	0.799831176589184	0.615820231804866	0.732009810892887	0.649227959875116	0.651401957826228	0.843041839299037	0.688830212227532	0.712106325401774	0.71620680430059	0.692080888098819	0.69198674111343	0.550530862689012	0.87391331395137	0.790419048597242	0.813577562053263	0.689107050085251	0.748123236671233	0.620375537965083	0.782185812522142	0.791539381290197	0.339334945487311	0.711426755742562	0.579276689753846	0.799052617013461	0.7247668237025	0.878477211342234	0.846396284453602	0.829874538033794	0.613540816793346	0.698334866481575	0.775927129656226	0.437433600611907	0.513675362934085	0.754425398555642	0.655920743784637	0.597248018343511	0.74636302341104	0.641203210504336	0.883258540897366	0.812665405251965	0.681618424323029	0.581768130805897	0.0172436053956695
KCNJ10	0.386535403456603	0.626149319085726	0.71041699340332	0.756582272036549	0.671960382281645	0.692561561975471	0.746517153761382	0.75602797384491	0.845265339808767	0.813273735689763	0.521634255831596	0.498862094373524	0.718710613575036	0.799027257099916	0.915248138087591	0.572816553605252	0.847048632714481	0.744753245163167	0.575074123590628	0.696733598638878	0.735327743119525	0.682060683049925	0.776899371948221	0.83202966101015	0.83299782243786	0.613185816792391	1	0.401858884923949	0.333016143641367	0.667927598439764	0.716247567499518	0.72866026183367	0.404210667893019	0.749329117625507	0.634993916180039	0.633577567549954	0.666145410204002	0.855743371162587	0.757178305238441	0.699425227297027	0.833439535054006	0.350892644909244	0.80615770288756	0.497949863224736	0.835203593098195	0.879764649969854	0.77736628421403	0.727156112766972	0.796217915364522	0.814487266692773	0.829485001080679	0.795349958794278	0.751693691992876	0.852096308289521	0.751788567417654	0.823775780037203	0.755753319945174	0.776359040004617	0.708948721312116	0.84776791508407	0.769056089672386	0.830510641751359	0.50390625375287	0.731792334779937	0.547002729528242	0.854582650411722	0.820154107147514	0.761368028384203	0.672909599768745	0.475962700725212	0.721506065103512	0.876065012811879	0.856032242653918	0.589560722405362	0.631019115488705	0.694422281437982	0.779211807812244	0.660637141639289	0.693316478137652	0.754155986482261	0.464347714798332	0.524466770132293	0.619854184724246	0.652212887592537	0.0308840654433124
GRIN2B	0.202884320914445	0.594993370585654	0.729968103229169	0.318467378153614	0.062627094705037	0.393846929184335	0.199712969657225	0.327078947654986	0.339646437367569	0.190800997322425	0.379171829829683	0.479557972389756	0.62428804490757	0.586468684024713	0.320899784384192	0.503968674651458	0.211972846078563	0.658223340692522	0.597001457024327	0.236283394432274	0.374474581321838	0.0765367567511709	0.522470800120118	0.506309315020029	0.230044341158836	0.283041318036571	0.401858884923949	1	0.525800833466877	-0.0223247116938289	0.0810265321553075	0.696736232487779	0.692957797158015	0.464728353953513	0.310787445210736	0.217616481287184	0.00557017840257258	0.429108650909576	0.134049159746136	0.325162581246913	0.29661926701634	0.327372161740426	0.409214688121751	0.592307528520687	0.355084582888127	0.507937055134792	0.0514712991195114	0.467516567419134	0.443560970696764	0.110340324827152	0.540882457401344	0.124877252109001	0.630759701107071	0.546981482682342	0.309334268921411	0.291066126649933	0.320782932426677	0.393160457544971	0.628779267881964	0.530863439810764	0.474330835601519	0.408760477194369	0.562195017805833	0.562148626218506	0.462577432215041	0.299230490380718	0.341747639883048	0.287379768904112	0.201447213435802	0.391908709077068	-0.00137689601048046	0.250222894429322	0.394759919289413	0.63493465369364	0.619141857093761	0.450617651200714	0.0217480149352376	-0.166108433003663	0.59774239551993	0.157501267257048	0.217027555474788	0.466398309674016	0.493518419987103	-0.050000590042581	-0.0359306593715877
TNFRSF11B	0.614355279250279	0.718160030922538	0.71144797092077	0.626226930872385	0.342993699479878	0.614227730874225	0.50323143929102	0.586876183275661	0.509854676987097	0.332019855086607	0.345842452957193	0.708674835428161	0.53025044677806	0.540526078618101	0.346219520428933	0.855106280339667	0.416173658723167	0.597019121228361	0.301160820719883	0.592153213224322	0.657253756200541	0.43697105302292	0.700871616235441	0.631693740565007	0.398114017435191	0.612000882467516	0.333016143641367	0.525800833466877	1	0.0950882302478261	0.260832528221624	0.566523459141018	0.53857243712303	0.539433029673175	0.455691367926686	0.591768243753912	0.241338038013809	0.492862463890061	0.275630672445803	0.583790349914781	0.238049546533117	0.424350726958138	0.537835443679853	0.836186214729725	0.404008267714538	0.434210100123274	0.15612377350973	0.605148269908953	0.542918928661047	0.223509231022694	0.643595350192813	0.222915439526531	0.709450350354757	0.499717233245179	0.605279523016872	0.457293044762155	0.601635154378327	0.437227890122462	0.712049046559309	0.51624273456082	0.644833398749436	0.623605322204596	0.617219224209822	0.567860062784662	0.592500657524675	0.395250213985038	0.436102635919016	0.612745890159184	0.583582448549109	0.837350196556817	0.133759318796267	0.297347199361446	0.54607486770191	0.615997983999722	0.600647613970061	0.627670857297336	0.162725732589845	-0.00310719963182216	0.736481052138221	0.296975566469793	0.739648952599615	0.825659063945537	0.728139869044542	0.111832640222694	-0.0172385868284554
