""	CD8A	CD3D	CD3G	CD2	CD8B	CXCR3	KLRK1	KLRD1	CD247	KLRC1	F2R	KLRB1	CCR5	CD69	CCR1	CXCR4	ADGRE5	CD44	TNFRSF14	PTPRC	PILRB	PTPRA	SMAP1	TNFRSF1A	TSPAN14	TFRC	LAG3	RACK1	ATP5F1B	SLC16A7	S1PR4	C5AR1	CANX	HAVCR2	PTGER4	ITGB2	CD4	CD6	CD9	IFITM1	ITGB1	SIGIRR	GPNMB	CLEC2D	ADCY7	APLP2	PILRA	MCFD2	CD163	HLA.DPB1	ITGA4	NRP1	TREM1	CD74	CD81	ABCA1	CD68	ENG	SORL1	TNFRSF1B	SLC1A5	C1QBP	CD46	CD47	TREM2	SLC16A1	CADM1	LAMP1	CD63	ITGAX	PLAUR	C3AR1
F2R	0.898299729780176	0.924507082129394	0.949536177557269	0.941724367894735	0.885346031138925	0.930629611913333	0.886508956803922	0.533346144628775	0.871304777275061	0.561515753452116	1	0.607214389019191	0.872239398421053	0.886330999583592	-0.438936974632778	0.905555453072284	0.878468423294904	-0.066174434607845	0.240771237707464	0.849278917751144	0.803224676285035	0.652210107619182	-0.35167918807679	-0.373628140757657	0.517633010614159	-0.144759536473498	0.894409153131039	-0.100116293764284	0.303461772133463	0.799692910718504	0.861583664968599	-0.611113652221465	-0.494771105826529	-0.439442355446816	0.486034953673725	-0.328618923127168	-0.425885077763478	0.952654180734064	-0.631553369735605	0.947556569517776	-0.0800631951735029	0.669120278913468	-0.681372855909805	0.782260116351727	-0.227096829887916	-0.548123121927914	-0.595305366724566	-0.263068540262552	-0.60304886737771	-0.357064522654431	-0.274166857056265	-0.60336210133673	-0.636766410990294	-0.379115573774878	-0.47467608087189	-0.727480499129852	-0.604986617606644	-0.365558811168677	-0.240555356498212	-0.013936100204171	0.538688619522577	0.269114555282775	-0.260536266289188	0.606020672725374	-0.364536267528813	0.43970754079657	-0.623933520223529	-0.240610518976619	-0.455115404688539	-0.66176348635928	-0.568893541954552	-0.545924962583525
KLRB1	0.658301318658539	0.757086270465433	0.751540266326782	0.72925588015154	0.652099022577238	0.635689113697544	0.85148584623807	0.842589948007827	0.878193657981375	0.864026785321075	0.607214389019191	1	0.551013739330788	0.790272942571661	-0.740722189916163	0.565115903660886	0.832984917629143	-0.279640279476474	0.193733400702841	0.60950991425873	0.729695990034387	0.22865787417177	-0.472007186072227	-0.604766342453458	0.151993155825391	-0.430218575887732	0.619350534845761	-0.11113531246033	0.031192394246722	0.781893980631915	0.843990029424678	-0.743610368481282	-0.645818731569528	-0.580889149005864	0.223742957429786	-0.538112982589345	-0.614524875315636	0.68406203862155	-0.711732410419958	0.695818527148851	-0.327445207474998	0.387705080313903	-0.757461670070254	0.813241492077275	-0.311615108233828	-0.698050573158985	-0.706309396671449	-0.548246660658823	-0.732722876304534	-0.499720705556674	-0.295153346965367	-0.773738283449862	-0.765132188101968	-0.513425885242136	-0.641444136761755	-0.816039222483132	-0.718712274891835	-0.575667979580153	-0.502033611375211	-0.41549005676954	0.181972858344869	0.0641606274950165	-0.324227653229714	0.357533856077965	-0.505326159751956	0.312582510783871	-0.756889154988931	-0.421555200198016	-0.633577976389108	-0.764455895790584	-0.714393019945917	-0.728407133912502
CCR5	0.857137282185972	0.885272626340251	0.868317907886512	0.892728899327101	0.852199259823529	0.903176225682544	0.804871906971468	0.400627462068111	0.797512157705678	0.543592277874382	0.872239398421053	0.551013739330788	1	0.898145988212852	-0.233305456991362	0.894329835750575	0.860258890997025	0.0847090884188396	0.368262731583688	0.902398256602851	0.814549936373549	0.749245022887326	-0.209035572673953	-0.150350426472374	0.648289729977958	0.10798397001066	0.832232434751506	0.112340405877353	0.528918086568449	0.798557144230744	0.804222600560807	-0.457747551619491	-0.290743234124181	-0.22706648175481	0.712207270482533	-0.115591285391346	-0.208469359732762	0.918033158696248	-0.486281120813184	0.901910422715044	0.181288942295509	0.697637076779167	-0.619322983265584	0.78177691440655	0.0697797755912201	-0.330600313424727	-0.450129991568281	-0.053706442139329	-0.404332907203824	-0.126707081333991	-0.0306599344777663	-0.401758187426624	-0.478053621532804	-0.145355121438714	-0.249849600665679	-0.652874587977719	-0.445911252158341	-0.13104923409437	-0.0355212541987275	0.188475510763718	0.615823520713231	0.464399336612261	-0.0174363761188523	0.742246870893679	-0.122176450261015	0.621594990452633	-0.483841816151154	-0.0280822150963588	-0.258730944521668	-0.505156836814873	-0.372447294707582	-0.349868841507284
CD69	0.908808640632608	0.955260538875661	0.955271805318194	0.94955908829771	0.899647506813127	0.92019169574721	0.937218318122165	0.649459995453004	0.940565049438534	0.73677910526231	0.886330999583592	0.790272942571661	0.898145988212852	1	-0.505665192178954	0.892803313980994	0.964581575367454	-0.0459159484033321	0.332722023897987	0.910986131121856	0.883246733161489	0.645732899443028	-0.3418713188447	-0.360837595651498	0.535896762638406	-0.133988298477417	0.868681715070051	0.0403942474519641	0.368564918724113	0.915156373159826	0.920239004333393	-0.64715852174278	-0.487765628540565	-0.404574867870092	0.588233045936427	-0.307495912605011	-0.41628786084993	0.938670925506901	-0.63995743890169	0.948779080508172	-0.0178384849949456	0.672808272270383	-0.774281997447978	0.885278456903797	-0.0942973327903932	-0.551060679835658	-0.628644526487972	-0.305525152318055	-0.609471283003699	-0.285195246044111	-0.141272784738612	-0.629858715799382	-0.672952577902604	-0.309551780290671	-0.45996752740105	-0.824565004845902	-0.631574865207072	-0.346031730805225	-0.232387355272869	-0.0500129238555901	0.545329057425329	0.351356094853303	-0.185931011234509	0.682551685624887	-0.300495159799021	0.562236352299499	-0.659572056280229	-0.202412296378172	-0.459620987136026	-0.697437697551712	-0.568872300535286	-0.569234930167913
CCR1	-0.51757810805784	-0.567184756735273	-0.578629612356176	-0.539847005970067	-0.51624667463457	-0.473487917125574	-0.62621200797457	-0.727467488185164	-0.667651966720614	-0.642356668314687	-0.438936974632778	-0.740722189916163	-0.233305456991362	-0.505665192178954	1	-0.237754955982338	-0.534519680213104	0.672559581030572	0.303197569217708	-0.217915981387127	-0.330255666885877	0.159431584974301	0.754168902668777	0.879370582195675	0.244982000722795	0.753153536684091	-0.487909333959382	0.589089819950461	0.449448429714815	-0.570724712238245	-0.581773874261434	0.866186951626247	0.912956327486938	0.870433967748513	0.277025586829822	0.860148628999463	0.854797184491216	-0.472647152727693	0.868349646865709	-0.51946068391923	0.775109127342892	0.110245112156442	0.748757521702137	-0.465831583299386	0.649002688656328	0.91342531629527	0.841287016015764	0.838890620922948	0.871303273460244	0.795815288522995	0.621670238523562	0.898213912324654	0.844405664421597	0.79520896352763	0.836348323091885	0.782424734546909	0.87191086201206	0.819505695282744	0.809454998909302	0.80262469076604	0.17929148543927	0.390411797825931	0.739871226815169	0.134256643535157	0.782603945696611	0.168585981141074	0.891444537604938	0.788171584644109	0.887288945138585	0.862284231593927	0.893464247813586	0.908714682389006
CXCR4	0.865239481515241	0.882225044082262	0.892801629622556	0.901012985651978	0.849912035158616	0.899230731447856	0.844912594129753	0.452916166685655	0.815798019965907	0.552483614138338	0.905555453072284	0.565115903660886	0.894329835750575	0.892803313980994	-0.237754955982338	1	0.871142178846277	0.260639581025067	0.43315054294355	0.945090017675644	0.859429441671884	0.824976022344675	-0.0483703924187961	-0.0954929632924795	0.656451048241062	0.0692469116702744	0.851338627331036	0.215814621811062	0.5287055310281	0.789016545886588	0.807286143243225	-0.382611990383958	-0.238591249597787	-0.173728823270066	0.697180780461512	-0.0712951667287206	-0.239021538519622	0.920043985474903	-0.396622381077899	0.903609847891698	0.187139789672275	0.829744316942565	-0.52060906437497	0.764794507247786	0.00172879971848577	-0.342966319561535	-0.364351821289715	-0.0508607716935756	-0.454011566414207	-0.0930243011906218	-0.0673363927362555	-0.4401832624146	-0.451784336802942	-0.143928973440398	-0.306837000625227	-0.600641955804453	-0.384644817900244	-0.18255293791702	-0.0146439964774464	0.237045590821943	0.730574719295497	0.472680915260413	0.0104889088721587	0.773364834308948	-0.161147204515636	0.62151450492092	-0.413210257926012	0.00938088753376205	-0.213173231258373	-0.508032661670896	-0.347305778658345	-0.354699509545745
ADGRE5	0.908816640440019	0.957942190724318	0.949136293768083	0.944072984067163	0.903041593930888	0.909331067353578	0.956029149418456	0.751049523593596	0.958038942260297	0.790896227432651	0.878468423294904	0.832984917629143	0.860258890997025	0.964581575367454	-0.534519680213104	0.871142178846277	1	-0.0549070712079817	0.317461803845329	0.902153616422691	0.882423839455889	0.624552683301619	-0.360627016035276	-0.397047377761558	0.451573433260262	-0.197497127603785	0.873721597922917	0.0178354778848182	0.320029402561076	0.899072316300108	0.918651180241008	-0.655569134898113	-0.518863177398078	-0.427791324762287	0.548314777524402	-0.337461390789342	-0.461270693045196	0.92400088174028	-0.645188816254981	0.932041654570368	-0.0643021877972495	0.684113980712694	-0.757058617520884	0.866454271541274	-0.152195829539436	-0.573894652539857	-0.635664751765986	-0.372500062154646	-0.646337230581845	-0.326837233137903	-0.163270546208363	-0.660543007821249	-0.683786921421391	-0.356324631989049	-0.498178436133093	-0.823048447609322	-0.627364711001266	-0.398255215638041	-0.290040835654156	-0.110790915175084	0.519842231288842	0.310454403117453	-0.207873446213096	0.656866778719677	-0.342840671967238	0.505096485599234	-0.670612640255088	-0.218908137219185	-0.473540667694902	-0.720198682742978	-0.593061011441039	-0.601504432329321
CD44	-0.10682543824125	-0.135711383390107	-0.121460589247343	-0.116518197740733	-0.124805820474612	-0.0758531628183552	-0.156518528998664	-0.343693640765652	-0.20998535625596	-0.273306728157195	-0.066174434607845	-0.279640279476474	0.0847090884188396	-0.0459159484033321	0.672559581030572	0.260639581025067	-0.0549070712079817	1	0.6563183021635	0.228639831959006	0.153346090615007	0.564242158440774	0.859291293081027	0.796485496883241	0.47720985583151	0.617888805513978	-0.116506336979249	0.865485823337524	0.645223152144681	-0.13854352139534	-0.147380042260088	0.695619716487158	0.776253964119426	0.725018122979683	0.539878160156302	0.789146918503277	0.596527054825356	-0.0690475687680248	0.72377913473607	-0.105178866172459	0.756480996885324	0.557707836800758	0.562016874144146	-0.0169277806287077	0.569381812000963	0.667216813513315	0.722824184774888	0.715369897150653	0.4840029149377	0.725425453572201	0.509917437579874	0.533853853135207	0.613177040164887	0.649347212717349	0.529399831196113	0.467028651332965	0.723677818051385	0.563542286835422	0.685966436266874	0.814124204800936	0.586974038056609	0.597022444526956	0.77071880169636	0.460517727492568	0.591043603922209	0.440891102504482	0.666264759040278	0.784129499076493	0.770809543697669	0.498098722826979	0.684473846726085	0.630330078694878
TNFRSF14	0.123125434067555	0.188139850315062	0.224058387691253	0.19722648437856	0.0851238820932895	0.192678330646954	0.184392797466809	-0.0511910426452908	0.164250218623148	-0.0128860537017307	0.240771237707464	0.193733400702841	0.368262731583688	0.332722023897987	0.303197569217708	0.43315054294355	0.317461803845329	0.6563183021635	1	0.411908253034204	0.446177418090081	0.540946174319305	0.465533495924586	0.414769743319221	0.655439377371347	0.452279814026307	0.0590210898517511	0.728042052340688	0.603057159098015	0.198361594249986	0.345858649154488	0.299700992944909	0.398143243749077	0.334494867310567	0.59833135178469	0.491929436359533	0.33573561797719	0.234306613235831	0.318134738078996	0.211682153483706	0.528802223017218	0.617740178296148	0.190037143660895	0.498636609737918	0.41288486318347	0.338862649837929	0.298975784275346	0.515755799110267	0.173467434257763	0.420843779439254	0.326697804935005	0.181144621422655	0.239638527661128	0.376840678573709	0.260119683060771	0.116523396758889	0.351125985732435	0.303313322093114	0.422587328225239	0.623321586566866	0.544008614065785	0.609342807499971	0.453942592349244	0.560439216869428	0.35941289902217	0.658218857800536	0.277545420284963	0.559112311695649	0.424606986719221	0.172607691436098	0.331972174698302	0.296335594287207
PTPRC	0.859487320415895	0.880314652740391	0.866957781397202	0.883220282404708	0.856283410467721	0.869778774677956	0.847518970687387	0.521739423813177	0.832444598189978	0.636405084415391	0.849278917751144	0.60950991425873	0.902398256602851	0.910986131121856	-0.217915981387127	0.945090017675644	0.902153616422691	0.228639831959006	0.411908253034204	1	0.888763303904248	0.85078046072818	-0.070184005719488	-0.044828843841891	0.659295834129795	0.115649013331895	0.847538000862301	0.284303145065044	0.615203886638407	0.82874403113589	0.79095579025037	-0.406271519673936	-0.204610295007804	-0.0815312124381717	0.764171413070499	0.00543014828203277	-0.15308181597035	0.884731846211564	-0.377894755796441	0.875431066951638	0.288831305693617	0.840276411795763	-0.604482826633845	0.757453599686639	0.136693729342799	-0.284167481930882	-0.391009807501861	-0.0990367342854155	-0.37221580906854	0.0045614558306481	0.120256421877619	-0.390189017745401	-0.440725295416114	-0.0282823831004679	-0.199805870852607	-0.66365915527539	-0.387901939317654	-0.0664504981689829	0.0643145525471965	0.244038519270704	0.760212802768652	0.581516658880207	0.0642948561102029	0.869471108068148	-0.030045997368637	0.664269548032393	-0.40243476355374	0.0604921378503476	-0.165088774317075	-0.490323638967437	-0.297734273824941	-0.293670485978152
PILRB	0.815655448971099	0.853816913561724	0.861795258296761	0.852011412774588	0.797979948508791	0.822492972109043	0.858549488231886	0.575566099094881	0.848699558452942	0.674933223893722	0.803224676285035	0.729695990034387	0.814549936373549	0.883246733161489	-0.330255666885877	0.859429441671884	0.882423839455889	0.153346090615007	0.446177418090081	0.888763303904248	1	0.692104174437552	-0.179557651767966	-0.174508426740557	0.582659205802781	-0.0225565462946134	0.785071045188092	0.206743133636812	0.459913866185964	0.848910272224749	0.797015568509954	-0.445225932367278	-0.283829077174737	-0.239813188972985	0.590939581755347	-0.11984415034087	-0.291069502249091	0.846460769837352	-0.432119184554528	0.839972383939623	0.124065338506857	0.764015750756155	-0.588125626449889	0.847734567539257	-0.00838416885853565	-0.400800015553274	-0.412962311692927	-0.143207466693525	-0.46363809693409	-0.170869728392303	-0.0604909957840892	-0.478363553851087	-0.552369320716066	-0.199363819711051	-0.338192542781613	-0.649752677538473	-0.450529157461624	-0.245704005123978	-0.103439881464938	0.0975274680091668	0.627844415783294	0.438680160160648	0.0820862511650552	0.73842509690744	-0.194430066359739	0.576917525038393	-0.48979578072155	-0.0631667950620498	-0.280176055309513	-0.539922278816831	-0.426520446677537	-0.393945475743595
