""	SDC1	PARD3	SDC4	CHRM3	EGFR	F2R	CANX	KCND2	TFRC	PVR	CD9	TNFRSF1A	CXADR	ERBB2	LRP6	ITGB8	PLXNB1	NOTCH1	INSR	HMMR	PTPRA	THY1	NRCAM	SMAP1	TNFRSF12A	CD99L2	CD47	PLXNB2	KCNJ10	APLP2	PILRB	NOTCH2	GRIN2B	TNFRSF11B	CAV1	ADCY1	CNR1	LRP4	LRP5	VLDLR	ITGB1	ITGA3	ACKR3	ADORA1	IGF1R	TSPAN12	TNFRSF10B	EDNRB	IGF2R	SMAD3	GPR37L1	PTPRS	NOTCH3	CDH10	MCAM	SLC16A1	RIPK1	LRP8	CD81	LINGO1	LPP	PTPRZ1	TNFRSF19	RXRA	SORT1	LRP1	MCFD2	ADGRE5	ABCA1	C1QBP	SDC3	TSPAN17	RACK1	CADM1	TRAF2	TSPAN5	S1PR2	SIRPA	ITGAV	NCL	AMFR	ASGR1	CD63	SCARB1	CD44	CD46	TSPAN14	SORL1	CD74	CD163	GPNMB	CD68
CD9	0.805270827717913	0.794364410844555	0.510186705235688	0.670264361331485	0.830811663943712	0.690818145796343	0.809020165449231	0.564641469608404	0.843031741789724	0.812383588978065	1	0.755430902760296	0.8749984451547	0.602181370970875	0.669051165261409	0.658673026330341	0.795445190079411	0.783829132072479	0.693582896104617	0.564546456003669	0.81514346655837	0.802807015893291	0.574683130646226	0.909301965799213	0.669598471932778	0.733869741477129	0.828489448298852	0.66455992537872	0.693596737972592	0.75499238852552	0.731856327861481	0.729635546220548	0.630656777258177	0.803339996933625	0.483920989859704	0.652027272954169	0.584471738227425	0.574460834122005	0.832920950469171	0.68352478693528	0.601504619661548	0.355749934914859	0.820387823287043	0.705214742922822	0.673923091992856	0.869535835640289	0.854225495700984	0.725177640496733	0.632567799564727	0.548627445215585	0.768858537609721	0.742790234984612	0.8074505944593	0.503397988097807	0.675971691463858	0.905885617973525	0.792944380474681	0.629522511680812	0.872777239272659	0.755214788705213	0.638434285359179	0.697434016092553	0.668880536568255	0.845598547767498	0.755062267472775	0.818281725592112	0.769041681549639	0.791502729834838	0.468712096738425	0.938494248867232	0.725330707232553	0.861451417870499	0.96317934946421	0.520296082636297	0.831947608824623	0.816830621148335	0.798136916293145	0.45193357716978	0.6376560489895	0.86388415509876	0.845282185060195	0.797399987213187	0.849559176499353	0.808997377513514	0.284333311371044	0.665629517414914	0.819534891351638	0.348942641076775	0.340399021444669	0.0116403026052357	0.211040032587703	0.23051512999834
TNFRSF1A	0.717210364376186	0.659076527703115	0.874735727290336	0.343853200609984	0.729935239023725	0.90760257185366	0.90803148762191	0.247360008312276	0.833559082665312	0.889793887884701	0.755430902760296	1	0.585652813083754	0.939340242571086	0.441616820284291	0.804988770477075	0.710624390511072	0.515552297016992	0.537055598903129	0.440948844858052	0.848498381909466	0.577091989835105	0.788352944244433	0.807753157808694	0.917942442981291	0.885329277999973	0.919730696453034	0.92916657924791	0.700450756246212	0.930530845817609	0.815688050896523	0.897572317035843	0.432954681708556	0.645523928005265	0.779171022630905	0.475603328837052	0.792369579181248	0.46290758162897	0.763866828679413	0.858953794107524	0.848843720853951	0.79426926682958	0.555100762323176	0.920089754807767	0.649501034117868	0.630740704251694	0.837627959394986	0.913583654340061	0.822213456005374	0.887065086371088	0.955682775034221	0.611350218428342	0.87613407640331	0.280383945482314	0.740743015887317	0.723443395975052	0.897118834889313	0.528473283342316	0.94924082285753	0.382486300187565	0.860979486914472	0.662738372537271	0.879742549829828	0.76161409483088	0.839317857030266	0.859849947192577	0.936719636632082	0.917691215999186	0.827364152899322	0.812042850851712	0.888978066110194	0.824477034797837	0.81500915347813	0.911933973178714	0.654644574805883	0.935406372393251	0.503354163065311	0.859075579260703	0.888381575315221	0.713841920880296	0.895252240101515	0.624522522512585	0.934185740575673	0.762309506617691	0.799137681946879	0.605440607823096	0.709731279474288	0.81134633643123	0.363182174923085	0.114079740856743	0.352412997796002	0.331847451727068
CXADR	0.798966795868332	0.839315270444769	0.326128155779514	0.796158846887419	0.886510659282476	0.656802078817869	0.717853854313252	0.799640671439781	0.761161765382172	0.785905208425068	0.8749984451547	0.585652813083754	1	0.437542252485321	0.860443557799017	0.680436325422618	0.851229422106337	0.914743993912538	0.817012632822919	0.561375765241627	0.811042553479275	0.89439574902817	0.585274505935604	0.89919254299599	0.474736045831114	0.689067629558251	0.715409115934644	0.557446327994375	0.761526146196958	0.664184611305646	0.729161865697734	0.677803207872558	0.750205672797149	0.825083347249592	0.30049194988511	0.767733901841115	0.503424622428246	0.698919630751013	0.869955672485754	0.581780089480236	0.490995811912919	0.201882931566253	0.845749836792701	0.605046874530663	0.725385339841682	0.955508304922303	0.82609019252227	0.662585394835832	0.594423573756895	0.451885596024469	0.69527363134727	0.850211111264093	0.708773363476876	0.677994026616147	0.709134078459065	0.866276108366859	0.728918538545026	0.753884796864979	0.760854745213429	0.891442453001467	0.597061258577239	0.813685541449506	0.594686548840987	0.790652655967785	0.752719420964346	0.816724963709309	0.672502734529538	0.726672837637974	0.382744279452189	0.895155545950872	0.667674380249015	0.848764179518667	0.859902276398383	0.377384747323728	0.836689128572789	0.710477538084211	0.905921194367358	0.315815721916331	0.594834044209032	0.921808836809542	0.759724944000421	0.818646527476273	0.701972102744582	0.774898179021003	0.110620408019993	0.751880625359838	0.865741338553336	0.202113780181266	0.308682633363569	0.014865764685594	0.16682192123218	0.176659814821433
ERBB2	0.606933125314073	0.565468076979266	0.926048905337547	0.254160707801328	0.62488753772644	0.888906395670497	0.869070379103406	0.0943345254985033	0.78540265692459	0.822373111175899	0.602181370970875	0.939340242571086	0.437542252485321	1	0.322000076507166	0.812541164880466	0.575918056069746	0.347165164454147	0.423329975290359	0.337413175412307	0.78035772905107	0.419354290638874	0.798763707999118	0.68229192082113	0.898031676833782	0.829231858802907	0.862565355594946	0.91573117150001	0.585402093211977	0.907091911947247	0.750978731480538	0.880956558229181	0.391343595872988	0.564997472371096	0.822203710097003	0.358102027197335	0.83060920501073	0.355220890701552	0.650194525643156	0.848054549644045	0.877023341218677	0.868494094948154	0.381691378794736	0.907341003435079	0.586218257262626	0.471617726883694	0.74512943896978	0.869465894817326	0.796955394565338	0.869954586840463	0.898382625281223	0.500047780054578	0.82638724014874	0.16426015210632	0.707460155610569	0.635270094134224	0.847431284532814	0.420640310574689	0.836557845156898	0.183441296521266	0.877218776566031	0.589473974986824	0.864389005470882	0.653442809326002	0.782339322996462	0.77252186572828	0.908136316793336	0.878357453175657	0.875125214564061	0.662418520955062	0.831816689895041	0.723684129840053	0.670178458620455	0.951980097953219	0.510248456581593	0.868557314418158	0.347066704229701	0.893276995061036	0.881280050776261	0.600008028078885	0.829282877670933	0.485017005876189	0.861636511945047	0.686860167930084	0.879886358125856	0.57114580077199	0.596094786985992	0.864465672882388	0.298192716105224	0.111342093609937	0.366183644634297	0.314592848065746
LRP6	0.677454404738835	0.83476857816834	0.258183338328087	0.849680576719297	0.855688051663264	0.621444451374697	0.67183725272338	0.923700906715519	0.634108325726232	0.69552015037671	0.669051165261409	0.441616820284291	0.860443557799017	0.322000076507166	1	0.706206219696296	0.827457706995203	0.934019651842059	0.895746858750149	0.547842092881997	0.77856329017259	0.833090981439562	0.668249535218122	0.820045178044559	0.295976444277534	0.670746866732847	0.611173902652034	0.512067143918037	0.842821299581049	0.601714709424526	0.757455270019694	0.651515225136081	0.694621514995839	0.69363661548461	0.212295184259895	0.851085926043948	0.48217150394724	0.830815761072691	0.790290186079739	0.581666708822976	0.443621833582822	0.171316113727061	0.689778650904911	0.466449124780237	0.83592708139998	0.852193075663825	0.710523824452319	0.580941615838667	0.632970330540482	0.427809918533623	0.580599277998233	0.902906771143715	0.596926250425188	0.809246597457893	0.729284311175656	0.785943677516721	0.670940702851993	0.859514105568074	0.604308611610447	0.866512077718469	0.620916747310635	0.900714307021379	0.525014259265825	0.783832348963902	0.772179904933169	0.783261769879596	0.593625183746607	0.631132957939805	0.431878618644573	0.694350624211603	0.596993464178063	0.757930208606642	0.648870770731119	0.325297297333204	0.699409405902244	0.60790491562008	0.8841577485219	0.264683229913625	0.595035144975018	0.877712960853256	0.647240745141481	0.760885320468619	0.488739101299459	0.729183857576401	0.079231630518575	0.847508816929968	0.799047624892216	0.194179130696431	0.316001973492789	0.0910028826299492	0.222974372108267	0.189745307486603
ITGB8	0.680715350487978	0.791773958662792	0.743932772137724	0.636057167516482	0.842204984112491	0.924734068460443	0.923256901462572	0.520958778257715	0.864809656885435	0.877700303349594	0.658673026330341	0.804988770477075	0.680436325422618	0.812541164880466	0.706206219696296	1	0.763861015901738	0.673740042459165	0.734623151163831	0.412594756460177	0.921957123685957	0.636917224112428	0.931520908361541	0.829305950885366	0.722888931950355	0.880997301799689	0.869259642242891	0.862128510386556	0.779907911960775	0.919637615504593	0.881449731139153	0.937711518092426	0.688092581562732	0.745534676981354	0.656122597540636	0.655342695365386	0.904967714997559	0.662427264636566	0.796017432810582	0.890308934025331	0.851556647965676	0.687877312836693	0.548020666599692	0.831117387193959	0.863440869615105	0.698071306092063	0.809973098007718	0.892307035835645	0.883327718225879	0.754623952102734	0.867166453938629	0.802891292791465	0.838485504745638	0.52666662265316	0.855718776320755	0.793881316656941	0.901301846297323	0.730920256043767	0.802743812906056	0.503787601133275	0.948834709841776	0.897657859720383	0.876054901963041	0.808933995686471	0.928352015755286	0.903914024757687	0.90819374136397	0.903613161676461	0.838266989124929	0.712255665160336	0.85743036025973	0.839071270192006	0.689588557725955	0.81146228976268	0.613137976072574	0.860787369896225	0.647597993364421	0.718957724341611	0.910686874977732	0.830340764900424	0.840768225826949	0.672800830932618	0.796375499601663	0.799587389710444	0.623759727777838	0.88413323417079	0.801557850344295	0.673981897651613	0.340714611609025	0.136110196754898	0.401726554105165	0.322654906784355
PLXNB1	0.725301593231075	0.816809897383856	0.46966458150556	0.692362350664019	0.898365112058341	0.774580706585401	0.813217023113304	0.774455066809627	0.744717875254588	0.830437608035993	0.795445190079411	0.710624390511072	0.851229422106337	0.575918056069746	0.827457706995203	0.763861015901738	1	0.88109031123422	0.851211831109921	0.46089729962713	0.866796366317103	0.86446959964471	0.739909251128339	0.891451949513421	0.513815218781441	0.80952105827408	0.749501793715822	0.6975129887583	0.899984578332511	0.747554993042379	0.830840289485006	0.771715722086544	0.581286419972948	0.700159999756519	0.40166146133692	0.74201706367597	0.618476091228774	0.820067276694792	0.87386198327217	0.744228101997554	0.584353306640608	0.371463060900968	0.718600690114632	0.67227967734644	0.845307590641469	0.873571754580165	0.825564872162769	0.769012292258466	0.765330983852748	0.661236563091017	0.815821629228832	0.816830611485789	0.758976054985632	0.742649174500559	0.74844462658733	0.807174207674641	0.79573863224032	0.849836240775545	0.819423154091141	0.83910418992973	0.725517664610709	0.872293818852047	0.715612990368357	0.901123640243282	0.844351036708595	0.920744856043819	0.760990915285916	0.803800572229564	0.636078089111209	0.834801286598502	0.787704875544116	0.886769132292689	0.802332288436149	0.572517802586762	0.747574826296017	0.77969804952558	0.83600107868327	0.546485292864875	0.745300414579652	0.869206582863146	0.818844122312265	0.820830859504361	0.681071432298383	0.802789834709716	0.3541170956362	0.761853307423717	0.852613063350898	0.469734406269829	0.407831724989619	0.0934964387837815	0.295382481867872	0.252679707094267
NOTCH1	0.757502630800452	0.864143730144177	0.255994349526828	0.819769069626531	0.898253260598247	0.630439524942502	0.693074709133026	0.897169781089584	0.679206340813954	0.722701214920288	0.783829132072479	0.515552297016992	0.914743993912538	0.347165164454147	0.934019651842059	0.673740042459165	0.88109031123422	1	0.896503211341181	0.597540018093152	0.812407293043266	0.871585127588661	0.604513054802665	0.872781487402396	0.349508298835063	0.703789069944332	0.670228786607278	0.538946418715404	0.843632001600714	0.623361375842144	0.760913283396726	0.657298459598029	0.695682252033905	0.741746962750904	0.193940955877898	0.8783243081966	0.460719021505477	0.833079735623521	0.86177772879188	0.59328135974335	0.434041823166747	0.139270157952371	0.814597062671911	0.514304611994261	0.808236170929543	0.927725794318534	0.769040379288674	0.621966615744365	0.621522682967301	0.440241488546451	0.640114014215257	0.884838964377125	0.674256838960294	0.783589227974277	0.715448564698795	0.831901020746197	0.696960005505326	0.854903825248759	0.686606817581875	0.938167712711832	0.58563570823241	0.867859763516789	0.571360734462946	0.836342137340219	0.790556529416297	0.822512033062914	0.604659949234639	0.66422102051946	0.39597684560149	0.802509471095853	0.662360162504829	0.797151109207317	0.758106613360379	0.331630794781306	0.811765069431633	0.673786837957255	0.903752867902415	0.287124976990962	0.580342282745662	0.9111141786954	0.719227410243264	0.785887700833564	0.581963315089392	0.74116345326974	0.0573099878897338	0.778339307573357	0.853522039402072	0.190688856887162	0.330278342396865	0.0552883464735639	0.199269739390274	0.182596565651474
INSR	0.720652323638929	0.830351188586569	0.380560013742407	0.780093451521635	0.852660425048101	0.688639146033095	0.735415552864916	0.860484959516228	0.660513820290031	0.736205856241187	0.693582896104617	0.537055598903129	0.817012632822919	0.423329975290359	0.895746858750149	0.734623151163831	0.851211831109921	0.896503211341181	1	0.498401737807437	0.817626427404876	0.825002294756522	0.71497747446972	0.84335747114736	0.393576443053296	0.726648538588184	0.677563046763526	0.615939395782277	0.857058862402728	0.672476361906863	0.774023491589658	0.694611882509013	0.615630628038717	0.654040161747707	0.328090991218827	0.848288163204546	0.536138480030432	0.833084834896475	0.787928785778628	0.664007686999681	0.533911427726043	0.285818856583316	0.620290479153718	0.518252752418145	0.870786210648813	0.832505101810886	0.769706594071802	0.625700216708463	0.702784005504312	0.539576672584672	0.647325053733771	0.854791871649367	0.649308955450875	0.788072526355415	0.719602159338583	0.791251150737745	0.73914331971119	0.853676122367066	0.679332004992846	0.820755005747234	0.66914949919291	0.882141439551375	0.574761820019741	0.835798482630491	0.807806544598828	0.825436426595539	0.659587859938868	0.69301556333986	0.522891316874291	0.720677127893997	0.640774364896928	0.767501806533702	0.6899595357877	0.428612967489697	0.742022268693348	0.70134195144158	0.849160074609072	0.402516827880893	0.667529426515904	0.88075103102591	0.702657926496278	0.759551210302737	0.548259173673382	0.76296821945497	0.214271824522845	0.838136820210358	0.80541022896154	0.3233002106196	0.366311875896683	0.112205869893189	0.27822285837873	0.261118297591529
HMMR	0.698422455856302	0.671344485084149	0.348718475152859	0.375919772518131	0.614846480964294	0.503583316633005	0.492720236477248	0.471713825844111	0.406156083308136	0.517969010385165	0.564546456003669	0.440948844858052	0.561375765241627	0.337413175412307	0.547842092881997	0.412594756460177	0.46089729962713	0.597540018093152	0.498401737807437	1	0.588554302548092	0.557223156036338	0.42318653626724	0.6516773339586	0.408225921197331	0.554615502023817	0.642573419171112	0.503679793592043	0.542892596040367	0.539120479052862	0.661354420149615	0.541267885389574	0.286767321966342	0.50674316959695	0.268023560929306	0.621714136919625	0.228905001346619	0.387794532389981	0.57329733317636	0.35609045752214	0.421119632799178	0.251632027343896	0.615906076487692	0.351114609238637	0.441454819445823	0.594013549715025	0.589601311833642	0.424291346279275	0.373958010464376	0.383724113189557	0.416693503565307	0.55150363517546	0.536252067290399	0.349177011328923	0.625073138154113	0.570388089494281	0.563878547704039	0.436040022470753	0.522547304366349	0.459998154733828	0.449628951373821	0.501506803103954	0.389959239704681	0.531317466966015	0.616363774609601	0.493693857304386	0.466991962079292	0.476584317907407	0.285163040058147	0.608383054732675	0.417068321057265	0.524303063657106	0.566806556414618	0.344953362406345	0.747069696190467	0.6044610833951	0.46858563830411	0.264795870096751	0.458115636401818	0.657397777684602	0.602628668024609	0.45930546384942	0.494280192429254	0.504726426970782	0.186118161301247	0.45682836270265	0.506971295159771	0.232918762350347	0.210162984988325	0.0493538658354033	0.116541217394224	0.150901338804152
PTPRA	0.807828310324937	0.874586611998258	0.682424249083212	0.673557631401324	0.948473762618565	0.930542635365056	0.94786145515736	0.624990793678212	0.890779854346743	0.920831427102857	0.81514346655837	0.848498381909466	0.811042553479275	0.78035772905107	0.77856329017259	0.921957123685957	0.866796366317103	0.812407293043266	0.817626427404876	0.588554302548092	1	0.750645686438587	0.846618386477326	0.948578331381461	0.699053270039555	0.928665291946868	0.924482570535711	0.868103280683583	0.881440110127983	0.916293007951884	0.927042260031044	0.941339867369934	0.685446304615957	0.83062111949516	0.545390884447261	0.769433098561994	0.813598727856715	0.748998515419197	0.910680066405222	0.860847367749183	0.762704549495231	0.559765174109759	0.745244747775213	0.851909921613647	0.870522906669871	0.863638994094954	0.890817729643007	0.922729342155717	0.862680113527687	0.77963791472053	0.908477867215831	0.866811960612866	0.924083403439646	0.580139608308121	0.844521125617972	0.900408018336116	0.939073902785513	0.769586183000869	0.887482728222635	0.662866417761929	0.887942418179681	0.925949300992898	0.868774730121057	0.904246296782059	0.96887883415086	0.966958868573695	0.895599265913917	0.90923239383194	0.775531095619434	0.852198526993805	0.919544936517645	0.895826765776814	0.826557275811964	0.768706488976808	0.799399999187938	0.927941956503317	0.759073162723494	0.722260101248808	0.870812261722011	0.930995787021883	0.915647817543255	0.75576541833237	0.843279614658742	0.851765404994165	0.538064692500467	0.852976969371117	0.883220055177361	0.637452460150933	0.373906869618711	0.102086620698124	0.355186090147455	0.29995105148205
THY1	0.793444207835958	0.793508552272171	0.384733795175895	0.686984941697114	0.818742727174992	0.647382430831491	0.675723253846975	0.822055225378709	0.625269764364726	0.751979275618859	0.802807015893291	0.577091989835105	0.89439574902817	0.419354290638874	0.833090981439562	0.636917224112428	0.86446959964471	0.871585127588661	0.825002294756522	0.557223156036338	0.750645686438587	1	0.663921768723224	0.868123784357868	0.485658362191528	0.676102044117979	0.684575856555278	0.577383740818284	0.759733623852927	0.654828934800408	0.724852821211925	0.646920408185498	0.54079663379098	0.633067260861788	0.403030529004656	0.76465310733523	0.405393192674165	0.71599025578889	0.780848732527885	0.561394958845959	0.554251277222105	0.316425652414569	0.694121581721786	0.50396449132928	0.702455576234673	0.865712783907177	0.823180802138427	0.591801923181879	0.568055070708837	0.495081347804516	0.673940124664395	0.78588478479702	0.593301070020274	0.756166628251445	0.745890872409876	0.747571810765725	0.718559735572644	0.752342936414885	0.767397610696114	0.876693571664339	0.592463934142822	0.765571796080746	0.50906429150553	0.764474407474219	0.724317142576962	0.777077615213874	0.674810574824355	0.728080512219924	0.415756994499583	0.868785045543392	0.566623037283659	0.835430897234431	0.825382551846827	0.399675964327011	0.843504869386928	0.700808554645581	0.867710146918329	0.315199484250619	0.646911563245221	0.875610268900781	0.723187265093589	0.803695788190902	0.632863395897945	0.741295334205793	0.203351717559824	0.688929293658978	0.779598494513134	0.219816191099759	0.303377351739616	-0.0160002949541786	0.149608105666208	0.174733779699449
NRCAM	0.659550854621192	0.720535325393209	0.808296816514469	0.522379740207773	0.753189605126322	0.912807865152305	0.884498183731269	0.503755751728314	0.732662347320601	0.843056066543429	0.574683130646226	0.788352944244433	0.585274505935604	0.798763707999118	0.668249535218122	0.931520908361541	0.739909251128339	0.604513054802665	0.71497747446972	0.42318653626724	0.846618386477326	0.663921768723224	1	0.776426392964175	0.727335261224492	0.865473997380487	0.828302984861914	0.878459990242732	0.774110614292117	0.907664497771153	0.875502647575519	0.907825888604512	0.487281314259078	0.553507908807214	0.758580492039519	0.618918193708602	0.802981443947133	0.650069862113513	0.702458922493758	0.868934307862044	0.904960804303497	0.801765410309923	0.399505003330356	0.729996888086259	0.831412294789123	0.59118118814249	0.793805473002854	0.807539225991642	0.869207132998364	0.810033903248914	0.819512930596776	0.73673463789957	0.733879557538683	0.564476738310237	0.864725065908868	0.682355689060652	0.882319579106051	0.729730724779573	0.786199143107858	0.449022851002888	0.951919456783235	0.828595196005392	0.780093352615011	0.767591289094042	0.889251411551906	0.846035956503944	0.908586311081526	0.879286829656604	0.890945283395134	0.663471956773091	0.742386813329732	0.807840576334337	0.638163830772165	0.842957405134425	0.586523380530558	0.836406864888473	0.581104181517982	0.730341752182452	0.958439830454272	0.768577217971822	0.804180602525202	0.638004329993274	0.716853544675634	0.770068365795656	0.733431122886508	0.834087350666548	0.692484405145261	0.717626245541704	0.346838684654659	0.151571632948538	0.408613768414908	0.336506303511216
SMAP1	0.866838960228032	0.892399606836414	0.603182208382951	0.712124010432811	0.944161245056382	0.849947639823412	0.897912891460093	0.703783070805865	0.854452160675931	0.906950868778091	0.909301965799213	0.807753157808694	0.89919254299599	0.68229192082113	0.820045178044559	0.829305950885366	0.891451949513421	0.872781487402396	0.84335747114736	0.6516773339586	0.948578331381461	0.868123784357868	0.776426392964175	1	0.693287003338414	0.870029693416889	0.905128128570034	0.799076026708749	0.860307492838342	0.865536333806305	0.88955515581687	0.865425324536224	0.661588235151883	0.829705821318107	0.532273021531783	0.799903375439432	0.686243954917193	0.736562638943709	0.910064657988942	0.77615548094922	0.714897259899846	0.476720310998665	0.793897560883866	0.764894637721476	0.827214242295061	0.920201852439712	0.92610317893837	0.835028326821633	0.770760067260625	0.695095152790799	0.858216604535566	0.874498876906358	0.85916474838563	0.630387781923468	0.822773743434491	0.918164422263393	0.90329500254449	0.775649200555705	0.916927528676153	0.77958507644435	0.798959899261335	0.876415906229224	0.771234744920417	0.909254137029627	0.912045012991666	0.931401962099643	0.864780911767537	0.885527945303203	0.633867493343597	0.940117459682458	0.823388104784013	0.930555350556199	0.923542223205054	0.650234225951671	0.877169638661406	0.91094757644424	0.847135585287929	0.582483940694869	0.801430283397373	0.966042236236326	0.903535562751158	0.836701455405235	0.85073594789213	0.866970564609445	0.415712403263515	0.820109752796152	0.894740450186734	0.490587025563863	0.389555681613011	0.0705128116653203	0.291049964008113	0.287072461816939
TNFRSF12A	0.681753277241682	0.552833892130056	0.902062157343252	0.248198957849554	0.564936332095387	0.799549019999046	0.794830637455672	0.0901351075718403	0.742677629032789	0.808776698564074	0.669598471932778	0.917942442981291	0.474736045831114	0.898031676833782	0.295976444277534	0.722888931950355	0.513815218781441	0.349508298835063	0.393576443053296	0.408225921197331	0.699053270039555	0.485658362191528	0.727335261224492	0.693287003338414	1	0.747384585723631	0.87195765910023	0.86302767857543	0.49266930546923	0.870257945974292	0.685407621581124	0.790928754009707	0.359514330573759	0.541819347977429	0.89039320085401	0.356734359435345	0.706862254369706	0.242090436884059	0.606584969035748	0.741383910254447	0.88115698271341	0.85926724219286	0.38269288189431	0.823911545344807	0.481021947209771	0.475004728173992	0.781967069210018	0.764408748821301	0.67672092241128	0.770439251554479	0.830496237006635	0.49153741958353	0.737766610084409	0.151414983256264	0.67425465163279	0.613328790366382	0.804324707748586	0.363485598161799	0.872476731387447	0.218784260667299	0.785153188098757	0.49301889174662	0.759858352300596	0.59358137880835	0.704952438001508	0.688054127709097	0.878052021548533	0.855258168676374	0.695926812119775	0.743516977499982	0.699867796096933	0.716870110812301	0.755978909638367	0.839439525905595	0.591094413564585	0.86460788978173	0.376929606984755	0.728352609032448	0.813224735548579	0.602999881210074	0.800732513483609	0.514611917810704	0.919227189506139	0.667854433990185	0.786428804302959	0.519399393711172	0.56262136451242	0.69908296552231	0.243695906992706	0.0546530705004434	0.252913078713605	0.280858290734684
CD99L2	0.788648703600651	0.787833635986224	0.781030343238092	0.527924770839911	0.840536294898433	0.944451387307362	0.936443824552512	0.493780551538598	0.834546296897383	0.899339296167998	0.733869741477129	0.885329277999973	0.689067629558251	0.829231858802907	0.670746866732847	0.880997301799689	0.80952105827408	0.703789069944332	0.726648538588184	0.554615502023817	0.928665291946868	0.676102044117979	0.865473997380487	0.870029693416889	0.747384585723631	1	0.909611887045231	0.912717769139948	0.845749895919516	0.932824826132089	0.920135541088259	0.925139811268039	0.533425256751643	0.690539809920798	0.64658427723403	0.692575500747262	0.78686127243231	0.662090722580023	0.848741829331785	0.884977482187871	0.817428340591179	0.684595296499548	0.616748792300681	0.84518413539578	0.816818562749978	0.738727647324791	0.851688749778904	0.898677884016517	0.886175948251924	0.871632015915937	0.910372309557044	0.763319938410836	0.896116374348483	0.462962945868719	0.838926296373496	0.800143447725763	0.929371048071174	0.729574207653178	0.877732297185254	0.537785450505225	0.904769813160326	0.825289116435648	0.876450251942281	0.85532376537398	0.947885395797045	0.918968129017101	0.911307627516189	0.899775464252186	0.853126521410346	0.797031857527824	0.896549012618342	0.858892405218695	0.772929228804201	0.854722771320252	0.725911030638413	0.922334902529267	0.648025642350131	0.815552848064422	0.910090531987643	0.843225552616491	0.901080034117545	0.671347752077707	0.824094891237176	0.831254961013099	0.685148233176958	0.762376185871988	0.801072175884617	0.762712892713588	0.412324993804907	0.165806716003636	0.4024439161614	0.350662292769376
CD47	0.84658153566807	0.804528555174069	0.823729265246016	0.505869670157031	0.842674269602392	0.918985229483268	0.933480408421086	0.412726679877375	0.866521423350785	0.921569030942754	0.828489448298852	0.919730696453034	0.715409115934644	0.862565355594946	0.611173902652034	0.869259642242891	0.749501793715822	0.670228786607278	0.677563046763526	0.642573419171112	0.924482570535711	0.684575856555278	0.828302984861914	0.905128128570034	0.87195765910023	0.909611887045231	1	0.922168209755822	0.747629772262202	0.961385452809267	0.898778750050717	0.929339837112916	0.547689354449984	0.748601476263607	0.719754275443445	0.670888695440977	0.791586690148056	0.560128682475102	0.827326372058917	0.841269198582576	0.867925883486815	0.7137520120157	0.653463200226208	0.85493307280371	0.747525857435236	0.747338218806769	0.910399836616138	0.881790876639256	0.822175625007003	0.795835109963167	0.901082511304323	0.747929187235951	0.907951551412369	0.409767514245793	0.841064990616002	0.845780609789151	0.936995277832651	0.635388817573329	0.931457703851279	0.504907600862165	0.887180730069835	0.763635753541516	0.86434431641805	0.833066756196187	0.924261027903376	0.883184016786924	0.931224559768288	0.93485593807314	0.76480814451711	0.875297455379505	0.856161730789322	0.872099175307256	0.864228863646247	0.836119573262189	0.800175786210294	0.973778052109575	0.62201598162746	0.745365606673848	0.883534396219157	0.857914981620431	0.940104377743823	0.690357356408399	0.935854684348688	0.825572023635953	0.656458313400754	0.744403891985087	0.801344747967645	0.688420345920226	0.359603660902876	0.112818408995296	0.354239064894424	0.327333247140839
PLXNB2	0.753507209118242	0.705773654073701	0.910503264271921	0.379494678218125	0.743227776058678	0.946144866044163	0.926038772863359	0.30267993380528	0.790962760357357	0.890163114714243	0.66455992537872	0.92916657924791	0.557446327994375	0.91573117150001	0.512067143918037	0.862128510386556	0.6975129887583	0.538946418715404	0.615939395782277	0.503679793592043	0.868103280683583	0.577383740818284	0.878459990242732	0.799076026708749	0.86302767857543	0.912717769139948	0.922168209755822	1	0.72478792054276	0.961453649001868	0.881328240599544	0.927909202694134	0.425067008105039	0.586958661369963	0.791041016284401	0.578918516431118	0.793437355634414	0.504185081056256	0.749669626615632	0.882227463744654	0.913379103897135	0.84187322556148	0.466619695175132	0.853889857341844	0.726488835296229	0.599503289367763	0.854075389410836	0.883888229679632	0.875713498017562	0.905541187081475	0.90397395864846	0.652785179661586	0.858929813855882	0.330512669119698	0.806782292653487	0.726283703543236	0.91951979403175	0.594644469044965	0.877599675044524	0.348317016835792	0.931523699536937	0.714120201908601	0.866947362685563	0.774609850265067	0.896255136785434	0.852388697242028	0.937979061903045	0.911384170471104	0.888051232930404	0.741459143986714	0.841821220564489	0.803991990836824	0.7372910000934	0.927937169786954	0.66994776420207	0.936811690779219	0.498734423407869	0.864893098494721	0.945071082601362	0.747348512767857	0.886929766258285	0.582547669062031	0.855905876708237	0.778537469539553	0.823417056778095	0.690843803546072	0.709880774713559	0.850462149611889	0.403753977533114	0.203529339758564	0.444834613386489	0.385179274897821
