""	THY1	EGFR	LRP1	ITGAV	CD47	ITGB8	LRP4	LRP6	LDLR	SDC2	LRP8	SDC3	GPR37	GPR37L1	C1QBP	EDNRB	ADORA1	CD81	ADCY1	SCARB1	F2R	IGF1R	AR	NRP1	KLRC2	CD46	CD82	ABCA1	CD9	NRCAM	TSPAN5	CADM1	LPP	CNR1	SORT1	NOTCH2	PTPRK	NOTCH1	TNFRSF1A	RIPK1	ITGB1	TFRC	TNFRSF21	CHL1	NOTCH4	CELSR2	ATP5F1B	ADGRV1	CD44	RXRA	TNFRSF12A	TYRO3	PTPRS	CANX	FGFR1	TRAF2	ITGA6	KCNJ10	CD99L2	RAMP2	ITGA3	FZD3	INSR	ERBB3	TLR4	KCND2	SMAP1	CHRM3	TSPAN12	MRC2	APLP2	PLXNB1	PDGFRA	TSPAN17	GPC1	IGF2R	PILRB	VANGL2	PTK7	TNFRSF19	NGFR	LINGO1	ANTXR1	PLXNB2	PLSCR4	ITGA5	S1PR2	DCC	RYK	SEMA4C	NCSTN	MCFD2	LIFR	ACKR3	SLC16A1	ROBO2	MERTK	EPHB3	AMFR	TRADD	PTPRA	RACK1	GPNMB	STX4	SLC16A7	AXL	CD63	ADGRE5	APLP1	JMJD6	SIRPA	LAMP1	SORL1	ERAP1	CDH10	LRP10	PTPRZ1	RPSA	NCL
FZD3	0.760098808532503	0.785120511538482	0.909706838614012	0.909682900492768	0.917528412308785	0.92308740031012	0.89244946197901	0.936863075501503	0.838982816590884	0.807566881355218	0.866260980265024	0.87620318997645	0.893849590376451	0.836037041270787	0.818784503905064	0.744864650143947	0.776930714291197	0.869103374895616	0.734182387624276	0.821789175677771	0.817161497425929	0.799597897592601	0.901683027027315	0.642659065299946	0.496664778794242	0.917541637446899	0.672894611222968	0.755723938511049	0.803824384888454	0.930395514662975	0.854234137045634	0.934214576011174	0.936520782832091	0.794216887422915	0.904940751793286	0.932337063327466	0.853363902088101	0.919661424401218	0.895261278290404	0.896809940938917	0.856787125421336	0.884069345310584	0.9056389391483	0.896347185892997	0.814528662553535	0.932031200943387	0.822352282646499	0.635519670118368	0.622329524749858	0.937771632766392	0.654872615045505	0.841328202036884	0.842644366747064	0.950856442553003	0.904572000577004	0.752860676054476	0.783036158900913	0.822453310311199	0.912477777782815	0.724843579706182	0.87770470100348	1	0.863320142374328	0.838759687807754	0.846974433785178	0.866041250323154	0.921694355675687	0.867948790478588	0.758414388716391	0.802541867863874	0.940203389051609	0.81422505775719	0.570555364309328	0.746774704734501	0.82778756520341	0.930445644955488	0.866306883398769	0.859248644478736	0.877757495867198	0.891588147809331	0.758696999093019	0.633467981644916	0.922720720463989	0.895778572605335	0.706869029241529	0.75428314080034	0.856188898848315	0.658429016296649	0.883030387971738	0.853575620890777	0.917170053582453	0.948306000242292	0.908609152416514	0.771033473004317	0.762226931982138	0.943819539347578	0.860482755860745	0.891401982943383	0.915075237839168	0.711827079554223	0.946817781874317	0.794366817514679	0.755682839935853	0.849506302147575	0.731468237277951	0.78872857747409	0.841646723850582	0.733307740280205	0.872528059461804	0.85428833684396	0.707403767793377	0.902801648371118	0.644443913253971	0.890055305526086	0.856305863740782	0.890086469671356	0.931393868978779	0.741204140617314	0.870709029140515
INSR	0.755182435689496	0.77799342205071	0.889730965818063	0.717710881032996	0.800516560035674	0.90088226449942	0.89088289003106	0.903898882821122	0.83739054874122	0.572603392794275	0.866982451667625	0.729531344889938	0.752277851678819	0.727872700647263	0.698769075591596	0.505755926190566	0.543263713076949	0.681043052313812	0.826987806492726	0.666375492879683	0.582465973686936	0.798278068702715	0.778251733039156	0.590110936141331	0.63794464407396	0.909595470166743	0.774540635094838	0.529653910971279	0.637352778766767	0.764289594874685	0.775118541331788	0.832145994918271	0.879436134195499	0.582479218912813	0.808893272140278	0.817914169693764	0.853627414403726	0.846198720795584	0.745660130852564	0.833362012945242	0.81599268040636	0.85693990451749	0.804247877644765	0.69264463899367	0.685615874049031	0.890682923061756	0.701149430122703	0.396089003072238	0.37926426972325	0.849673579518718	0.527764799264438	0.871001771799535	0.865034931032491	0.843695010932067	0.883277783090243	0.703778294152531	0.565268207537299	0.668243345716877	0.824121693845498	0.721218473379128	0.778154646852826	0.863320142374328	1	0.772889833808564	0.670449541223715	0.81182858212889	0.820088999233942	0.864477192227412	0.703309869516786	0.599472358822718	0.823559484557977	0.713484839690914	0.718177048586035	0.713874568904727	0.657639713648993	0.843351201733125	0.848422985696318	0.89513811052542	0.777772493305108	0.818102805738637	0.543001644674028	0.751665918175529	0.860656365563547	0.755398304760873	0.51528402282765	0.812401663555662	0.837642796743333	0.777934951463731	0.859968093081085	0.724698284906142	0.817237270258703	0.850454339830093	0.756253934574731	0.710137889728614	0.648486584278482	0.836438487033888	0.723418834592049	0.784172649287481	0.761200338468879	0.566982708342486	0.810280694912658	0.687178985779041	0.647051208467109	0.7592059222243	0.820744544047691	0.592711169290806	0.705623904781266	0.778009260849012	0.794919103673145	0.786764872564956	0.472064973097966	0.741946592289638	0.478202790248839	0.825052510080285	0.844554271589407	0.701952664462202	0.83048169416259	0.657068334036634	0.842490458250164
ERBB3	0.65978721122407	0.598758803923599	0.884533138562141	0.859196829391155	0.786728138595085	0.799261133641953	0.872065825022959	0.834893727133497	0.693414156869239	0.732902216607438	0.775973382168669	0.887016563796203	0.883390040969107	0.90362484649234	0.693800894922938	0.759925709104816	0.804485987939072	0.842061893629927	0.640981930277935	0.623245545127968	0.761906455978732	0.603883843418779	0.829751864565082	0.35239231832671	0.573837223687276	0.81617386908254	0.617966800171887	0.737653162467385	0.660117937887987	0.871078511728105	0.70769134002019	0.788793257230025	0.75727301013516	0.766152825439272	0.752196992049444	0.841982268551432	0.778042892227402	0.875621339579585	0.77500048087608	0.776377349466816	0.651280232690467	0.703954251252175	0.811652146042106	0.82817525572701	0.680084672523672	0.852204266010112	0.69528712613409	0.686332387581705	0.423306271880821	0.772893718785664	0.409790763986533	0.757052518884104	0.755953217344923	0.808264271294498	0.757362003511168	0.581943997963197	0.785674660165993	0.885019063360219	0.793467040461022	0.626353009398421	0.768186482622776	0.838759687807754	0.772889833808564	1	0.744341496155694	0.871405719440406	0.84523615811912	0.721411322608024	0.669107553841595	0.7399202760423	0.791492696334542	0.871306256317686	0.581164878664798	0.649602912011655	0.699020863188832	0.781705745577926	0.715123982362658	0.813954987856964	0.684240021101697	0.699360484808256	0.765244921236904	0.61601390507355	0.842721852914693	0.709631762355456	0.74842960236133	0.595019942642256	0.798881388778876	0.609180041241517	0.750268954409363	0.760304192105705	0.767715667157568	0.808738142369944	0.880861844221816	0.675534144621977	0.48904429999024	0.886308816460607	0.761230281293158	0.77910187927792	0.801585592602702	0.507993361892457	0.886038207643321	0.594970641671479	0.654002772475538	0.728026547072419	0.650178214779704	0.722285532443293	0.71193141102989	0.653531820463304	0.760242250996832	0.654906019472716	0.726544563920242	0.818515376692612	0.59124735315464	0.720303749600124	0.753171296323698	0.839131959090151	0.915123253597195	0.556978134491254	0.70447891025147
TLR4	0.560669451174128	0.567108901816544	0.740345006542204	0.897168299016986	0.836109222673451	0.75087411408734	0.702697236351058	0.771214232537524	0.676037241321889	0.852207033285423	0.69586996086626	0.859266408752479	0.806246962866096	0.734037350180734	0.709868573230597	0.848824666377298	0.824999797731322	0.862064597243076	0.465492451005271	0.793531176726061	0.883411666835627	0.635575509234865	0.828034922409927	0.595819790908526	0.224245468627631	0.792765674318311	0.395886207262482	0.863730743457984	0.738983916694156	0.897973859215792	0.761910496931719	0.833381938491139	0.801229893399311	0.825838171741861	0.83233938284704	0.883091967507119	0.65497276055857	0.838534542122788	0.868324069884268	0.745865052599503	0.746845756944035	0.734996683629121	0.789611146701885	0.906943578938669	0.843698202927644	0.785197057981064	0.723943349203219	0.777156247522495	0.739714710067021	0.83639630796557	0.613596879115729	0.653632262336596	0.646226245351683	0.837978841201381	0.742839032797049	0.610145268549817	0.849230577534811	0.797227123534736	0.81316672877322	0.524993195081754	0.830966398205094	0.846974433785178	0.670449541223715	0.744341496155694	1	0.723536664813395	0.809012637099789	0.68532011638775	0.61906107348853	0.889107927727495	0.849330634310584	0.782347786515158	0.291984495752944	0.619599247686025	0.843881882398659	0.83992194789088	0.749624585541461	0.677776540785898	0.789770423562654	0.781822395670044	0.788010637356833	0.345133563094876	0.787087281477079	0.863165961216143	0.765252390990875	0.558574899160326	0.707223668277484	0.399064117913241	0.721222412690135	0.874881028879801	0.812746341721612	0.821605756303242	0.899115613735873	0.629483783859326	0.684667030498753	0.859498403905829	0.891279087542819	0.813535982750012	0.90038781816029	0.703487569903605	0.862182632050983	0.688215836387588	0.739990777432821	0.770061770394755	0.526774750832713	0.880840828925612	0.756408027033501	0.493695106236403	0.738041742814155	0.705593429320072	0.834815240794507	0.870198366483867	0.826865263255614	0.757946829085927	0.655463152164481	0.916149719542597	0.830165119462982	0.623575203106782	0.691545439307955
KCND2	0.79228301875329	0.658513671339037	0.925834192451153	0.827588669258127	0.847934181060736	0.879113456834254	0.916596928180681	0.89369754205837	0.785692849932677	0.688620667151033	0.852072015343958	0.852495620133874	0.849628507277621	0.892910223054369	0.773852788931833	0.678700135883149	0.732646551165287	0.822989969477727	0.770991357665379	0.604318822345138	0.707625778241755	0.651354400740986	0.844319958337774	0.405925454079909	0.676530865464728	0.853655268682025	0.770192204078701	0.642040440771174	0.645863866208594	0.853192810863098	0.777770285441234	0.829278565680901	0.806989765646948	0.676043645853621	0.813267088940559	0.858274619144685	0.83371621131552	0.872983266795818	0.786058224574833	0.843032854303939	0.756700887648719	0.78367694347958	0.863629710338899	0.791094861720872	0.693448426819964	0.9078403362683	0.770967060580103	0.574796258304819	0.362738313512246	0.806839657759133	0.489271476514951	0.839683323110242	0.839011363921148	0.858440856850817	0.824526800182834	0.698808311089978	0.698993413483895	0.829938810722663	0.817060861067576	0.769502805388902	0.754268179821083	0.866041250323154	0.81182858212889	0.871405719440406	0.723536664813395	1	0.892531201379704	0.808448397673788	0.794341763748028	0.668787370644298	0.843443149027861	0.824923540846887	0.696887573798927	0.769921435507559	0.7023138501078	0.81835010772267	0.797070650715601	0.869270436292005	0.741143229982534	0.755675461078644	0.711596277593332	0.741938102974103	0.904159215190455	0.760541212703149	0.684991520118328	0.668697813322489	0.822728071841457	0.722814736765883	0.841782113005711	0.728913845333158	0.810387349269973	0.866099689532721	0.863258410049407	0.787339805530031	0.522755440475557	0.897681273018157	0.766840958379952	0.826862398004703	0.829947122248366	0.533176372493657	0.895424938654066	0.690707032504318	0.632307167237601	0.787519241919227	0.766950642844086	0.675324503927991	0.769808148780573	0.756614428763481	0.838787564318167	0.723638292779882	0.636631213881446	0.840569570734443	0.525492422055292	0.788565305540446	0.790648711568772	0.795453275049366	0.918305763973031	0.680179116533079	0.808674808949436
SMAP1	0.86614242156529	0.800240204955221	0.916408824657364	0.887508454499362	0.959023083463718	0.932793768974648	0.898656450681757	0.907122977004406	0.866932322173336	0.832894576306222	0.887220983794925	0.881111989197288	0.878379195645093	0.863744292913373	0.927411619752938	0.733899427365124	0.779389629192988	0.926794223624885	0.76129682215876	0.737369368019108	0.793300372258857	0.699626652766985	0.888456818102757	0.629162099639146	0.587090065336348	0.878417900838766	0.767562865770493	0.689892136609022	0.824875367716804	0.917935987040812	0.923901796030313	0.947057264663781	0.910410276516741	0.716903778103078	0.918170751749377	0.933846654703828	0.825705650282057	0.922631254437901	0.922307088729415	0.934350113172177	0.891927715077252	0.889374814885874	0.952040293036357	0.895476516832199	0.846736770260638	0.943489173493738	0.925848984688024	0.592924256040915	0.507482344301181	0.862295092616773	0.714154572803701	0.871867594511736	0.823379290745481	0.962003199424577	0.917870220122363	0.846344025607505	0.743856567377263	0.803820766165081	0.935327193030369	0.849172243513442	0.856771106355439	0.921694355675687	0.820088999233942	0.84523615811912	0.809012637099789	0.892531201379704	1	0.879327881688124	0.856382250615968	0.785833849195081	0.9425149610272	0.79545255668591	0.589661134247573	0.82140831730807	0.861709263159152	0.887767540891166	0.864920279358578	0.832366576896059	0.883775638383428	0.859882064507205	0.772008542246749	0.710250346519975	0.93304644499471	0.893484647264793	0.653183689668319	0.739896348286576	0.872845635516481	0.686898801873923	0.918628909728462	0.83771224024541	0.927502887433124	0.954147881382876	0.888024406996257	0.844985893515456	0.722942749997368	0.92942455154739	0.825945175777759	0.925966294897328	0.926973848114184	0.738445901122836	0.962574931009859	0.880191846222915	0.674297817205555	0.9178664957899	0.779972384190139	0.759675589944278	0.934519159378483	0.777504125585205	0.939007936113363	0.864670063991009	0.675677760494349	0.950246766483016	0.549797721108394	0.88449171581806	0.818595013651508	0.868169208671299	0.943523181322588	0.853589287661589	0.925582423229559
CHRM3	0.905484869675393	0.856843047603513	0.876299744667304	0.72202430275237	0.866567339013726	0.959407188449481	0.875472528891796	0.900643583555963	0.903836573351485	0.625730025727543	0.891102721678425	0.681051836532473	0.725799811229076	0.69997120403719	0.835503636972326	0.463005612013719	0.541438953729012	0.722110472200706	0.882145362530144	0.706087687436308	0.575825361070153	0.788798948527883	0.755207866512731	0.746503256594052	0.662736642173983	0.904030484882869	0.858737667365125	0.45095211928191	0.742909987519835	0.770142298061532	0.875113432329786	0.867574056209861	0.923429253914165	0.539874670086666	0.851954058889916	0.819426534232729	0.829705821644241	0.8230644298389	0.820781149299697	0.907230147237442	0.917224258693272	0.932872858131593	0.884924251910131	0.723052086584344	0.713307169496286	0.906813716577941	0.831910495953752	0.306553501450558	0.373798302553688	0.851265722674317	0.721268680042146	0.906309973731345	0.853064993805796	0.910039675146754	0.952489609014336	0.812163308107706	0.511234398888641	0.59375324057096	0.865155820369107	0.839990493575817	0.833275091904547	0.867948790478588	0.864477192227412	0.721411322608024	0.68532011638775	0.808448397673788	0.879327881688124	1	0.785149213693317	0.562701786472819	0.885178166662554	0.618241416337811	0.669951329294628	0.790225234035593	0.731653610046936	0.82948072167269	0.85346768970552	0.845225349877375	0.849803092659486	0.916700873199728	0.534923819584803	0.809668126148192	0.887769753160539	0.843482230693509	0.413275880129738	0.889307500357788	0.878533331533964	0.815005926144666	0.935925982769501	0.721530872431741	0.87056051850361	0.901090816480086	0.732046833982486	0.780265048270035	0.781410148148238	0.830638645183019	0.701607025103178	0.851133975718477	0.819243052821291	0.71853374210903	0.831128271535165	0.841916040568145	0.618912130044083	0.84827518838963	0.862903076555334	0.589814433446765	0.846235529561596	0.874107605118071	0.891243443261163	0.866983531828901	0.397890925956064	0.811296043110713	0.385899015266341	0.905751218959236	0.86989101709725	0.672645655014324	0.844772256657422	0.810653543598518	0.944526428406848
TSPAN12	0.857840884816313	0.691819124485289	0.790800159706551	0.67888799231424	0.829723532962321	0.830071119175042	0.760430242629259	0.765043248176411	0.74744476996761	0.642431613082988	0.764192439975101	0.691031262633081	0.680644465049459	0.733222647480265	0.848711565860276	0.522424222744225	0.61628608725926	0.776877329309391	0.73515789200376	0.576034689618598	0.568609463487734	0.526103785174961	0.716975579564442	0.539906408563628	0.617687805996676	0.759776387818314	0.782080201669518	0.456747570410594	0.70534957662728	0.727255496782603	0.799417864476748	0.785948143810123	0.751790831918279	0.506070320664889	0.778105898009264	0.770809713494568	0.709236957924732	0.736614327348929	0.775250190177982	0.835058331262089	0.788625489039332	0.787168073050047	0.816256291202138	0.691721075315474	0.674675492875989	0.813362624408318	0.840851572069554	0.385307171269354	0.305801081411486	0.711248588564642	0.650954687477216	0.811274704175687	0.711677575644998	0.813988374765998	0.799546003715285	0.809526897034839	0.527211053179081	0.59562745069528	0.766036503877166	0.860498824599824	0.711500018708504	0.758414388716391	0.703309869516786	0.669107553841595	0.61906107348853	0.794341763748028	0.856382250615968	0.785149213693317	1	0.578803062920092	0.787601418542702	0.59013291008955	0.573864270332321	0.786971309608242	0.715259803066685	0.710464565380325	0.738065553453458	0.709682362204413	0.75968715440216	0.739453439256574	0.596737890572499	0.710722854290086	0.774472898210303	0.763338073950996	0.434433595134258	0.678881537309739	0.726072062408251	0.642351933759759	0.814215588944046	0.657019615706966	0.782999211746861	0.807303205398372	0.700967532251786	0.813700113170508	0.616743343360664	0.764454645092515	0.612009930453695	0.813082905023735	0.778301905106001	0.659777105893457	0.803067278504419	0.801073724777472	0.534704472155421	0.796136376327628	0.72527676109569	0.558191860439907	0.843183904005438	0.72813759821215	0.85867283425571	0.725040677159723	0.458527543264814	0.83292095919556	0.351671884297564	0.772381467920055	0.738792018989109	0.675316659571045	0.784868237415277	0.792360615624429	0.823656602537499
MRC2	0.464245755925896	0.509786447988593	0.692602639004797	0.92133147829853	0.793887295846342	0.661746107714394	0.638305567899327	0.708134430123116	0.579795066892941	0.911723695633401	0.641691616399274	0.896028139502188	0.837664256923963	0.764761165332249	0.709463754626782	0.931755170381055	0.898410633233569	0.89943688334724	0.356547095075817	0.764432895097627	0.921705510049887	0.539389257346636	0.843152232697458	0.476464566101184	0.116660796525129	0.692482796847835	0.283436470652374	0.921370625997456	0.727657986548894	0.902464507286015	0.716174870336583	0.800351913024843	0.710312545692779	0.875595763616654	0.769195942558682	0.843155112700868	0.597130825158521	0.811444001557189	0.846592261389207	0.698537938004048	0.644525403784596	0.619322570511672	0.768312424564773	0.930155479102963	0.827354074349967	0.726843810969674	0.714138991742403	0.875601909384487	0.754867931343356	0.76265318962434	0.545967117202095	0.568891896160098	0.539738980300863	0.793663041604521	0.648523726982439	0.543617757383302	0.929617222467142	0.828589694578912	0.7730078157832	0.471903694627359	0.763765788985149	0.802541867863874	0.599472358822718	0.7399202760423	0.889107927727495	0.668787370644298	0.785833849195081	0.562701786472819	0.578803062920092	1	0.806497820042022	0.809016479176492	0.170502586865816	0.548995393521088	0.825531399670954	0.808067280024334	0.666507049794361	0.583030205750022	0.724638758265204	0.663352835579336	0.879204605741039	0.233198426241333	0.740421209304131	0.80611674499171	0.82808756524543	0.417597310266633	0.630702716628089	0.262023805413852	0.637421030683801	0.849496136828335	0.762256688083121	0.779931074199248	0.888278122481492	0.58028131231657	0.600083691976432	0.832595754981126	0.851294157788952	0.787704772215706	0.852251814792224	0.634837413874057	0.861058219573711	0.645639448960947	0.707208817713284	0.724135596046001	0.413965373021258	0.894927121593481	0.744550332640739	0.370906260731754	0.678798039305763	0.64610313799372	0.91759265508561	0.869765180738898	0.822520040000251	0.661569382180588	0.596635985743844	0.939410507721442	0.803202967185701	0.596628499932672	0.619903723054491
APLP2	0.800034049084533	0.794363315995782	0.861297717177839	0.907464880849873	0.960835191628076	0.928086265219624	0.846064445321991	0.923291993256777	0.894859482640409	0.860589887271702	0.865659125642694	0.854827564458781	0.879022627270446	0.775459699195383	0.90316756553464	0.728722210365802	0.759901270370671	0.884012664408652	0.730214220526034	0.832563645997368	0.830345593726097	0.760733731393383	0.905833490568349	0.731231224573608	0.438405155610231	0.875156710298338	0.683673902283611	0.720709641675526	0.823334880884216	0.915190046652397	0.944352915918347	0.96715252776287	0.92999158246018	0.772260543234575	0.944470251950187	0.931291727043794	0.782416167926905	0.913850502169695	0.947775183575013	0.935937945144548	0.93031973535757	0.906928973196634	0.959312209582311	0.907441918950459	0.850486428400322	0.929192324809607	0.918955195804163	0.597429805983587	0.636018018696452	0.91879685695184	0.752521435003477	0.839442669141343	0.806857254365818	0.987770944930878	0.929231705990936	0.830827564361509	0.768604697662256	0.745752125372467	0.931457104192638	0.792229884475292	0.914152677342185	0.940203389051609	0.823559484557977	0.791492696334542	0.849330634310584	0.843443149027861	0.9425149610272	0.885178166662554	0.787601418542702	0.806497820042022	1	0.778786528029525	0.489881802172438	0.788320268327134	0.883525773931015	0.938905234072393	0.893096978782041	0.797696347998531	0.92755049727133	0.906061673737587	0.775730725888552	0.610316274363598	0.939798023407408	0.95906622838836	0.638581223003016	0.754900640852414	0.846874398548281	0.637226636086532	0.921138266919623	0.854620993556621	0.960161235949904	0.974801385540984	0.875485394211788	0.790813218011846	0.820864815100817	0.920027826612714	0.88480961870094	0.938428594957464	0.928221509310962	0.792111916435671	0.936290190871561	0.8980775607286	0.727348593224825	0.912133823841608	0.739081615746351	0.824132330276018	0.925252607881648	0.724006233969488	0.920944113545981	0.893778875796572	0.686101784890903	0.940735368366329	0.627671255121487	0.910416573479197	0.803561809288033	0.871093232985058	0.896978814779497	0.867428235340136	0.929856264729587
PLXNB1	0.5116691701676	0.570457300494621	0.829405233060456	0.879551538235383	0.774231218155455	0.732315339534197	0.810750307559045	0.79848399399947	0.676804452157113	0.752378516705291	0.730991839494261	0.932943918385807	0.896585881234902	0.87528735811997	0.636596748310521	0.849243893539822	0.818655522779152	0.828414159017146	0.547122538685612	0.606521308842397	0.833352052427921	0.53782966790637	0.863874452661626	0.299682946792293	0.388296898641861	0.763814692223261	0.491358461377047	0.826517919773337	0.551994917951972	0.888757036671295	0.688526186160004	0.786315175062922	0.730788063463128	0.800211227950605	0.733476760758829	0.840713472537477	0.73818777627838	0.877261728682819	0.753735220197335	0.710055493854468	0.598664334530266	0.630911179190922	0.759814317697743	0.845881043262028	0.745937833714819	0.811430443612679	0.647618599831482	0.790659117767623	0.535789639324083	0.750684050132988	0.344913242009408	0.677312248383477	0.721784680444259	0.772902401454265	0.690737586339577	0.510768738720748	0.869925675548714	0.900802979704263	0.773827798443134	0.500583577904391	0.730302596292041	0.81422505775719	0.713484839690914	0.871306256317686	0.782347786515158	0.824923540846887	0.79545255668591	0.618241416337811	0.59013291008955	0.809016479176492	0.778786528029525	1	0.483601434713768	0.574849855763403	0.699285330757053	0.815245381659909	0.725141987983334	0.767275247964038	0.673082596211614	0.611815901357148	0.792256372002456	0.447767059522557	0.819696981926951	0.711369245738643	0.841433390785713	0.4714464986179	0.682403905018434	0.503183960831174	0.683364421896935	0.7978588983137	0.724408007264225	0.773998889727949	0.901877770921364	0.650862376482462	0.403602829620051	0.881959027123019	0.826803627564366	0.756266890769529	0.789648169336106	0.42880322782163	0.862916149281061	0.535625243556221	0.604918702982083	0.65010701532866	0.557234103747188	0.752829123666367	0.651323694700395	0.546314687357784	0.682229427846141	0.608996847035301	0.83541376810018	0.794835047246525	0.704901933188814	0.681348449206777	0.698603609764173	0.871122216286787	0.863712231946124	0.525654232713428	0.645508926514549
PDGFRA	0.68549471928654	0.617274442191061	0.76266554151798	0.366614404732637	0.552713703924527	0.711133641287885	0.790354317511892	0.693990133015723	0.662783223217824	0.156921653697465	0.702869247702528	0.441445288310801	0.449003422023723	0.601020232710659	0.440406754394777	0.151079320714119	0.214254231115453	0.384520080595538	0.779998236542697	0.178978186775882	0.206061453480774	0.499516639282784	0.500731368476468	0.219402534883231	0.828402260099688	0.697600022315822	0.834051138481293	0.119260791714887	0.278037452344834	0.458634514224301	0.490810532219503	0.53598649663451	0.633029169403334	0.186005779991025	0.555284914776879	0.530257955423656	0.738296025750713	0.605668587010014	0.377709384462486	0.592862137980806	0.543325107988748	0.610010101361418	0.510864218992236	0.319556862232822	0.335189456764365	0.668345122562724	0.443867094484312	0.0451703143840055	-0.128546762445639	0.528900361645721	0.207241747210176	0.764219157727981	0.815885744237439	0.536113160018276	0.659773754747994	0.554262669254099	0.195862251441874	0.46456376610163	0.534831357916585	0.609871618778966	0.418795993425734	0.570555364309328	0.718177048586035	0.581164878664798	0.291984495752944	0.696887573798927	0.589661134247573	0.669951329294628	0.573864270332321	0.170502586865816	0.489881802172438	0.483601434713768	1	0.613186242848955	0.276186456850814	0.523603018695158	0.660446201005451	0.819961792214894	0.445730993450413	0.508763212216787	0.185312907483881	0.837350787963907	0.638001842138007	0.378398730983047	0.238900792207713	0.662131323924897	0.596332771590187	0.839924352203991	0.628496942695491	0.372819483789118	0.494867952751344	0.555796686282594	0.463428339042644	0.629593902339508	0.236273090858648	0.576494658832272	0.398233448819135	0.482252632877283	0.446439572692105	0.190551783028804	0.54966611129464	0.402008930765946	0.279165131380683	0.506088965260626	0.774584532654368	0.186728430791305	0.416297331060291	0.782346938922617	0.60360966996746	0.550416283170579	0.108532132333097	0.430571880510811	0.116163551713475	0.59767403782014	0.7041582580007	0.331161908644167	0.629000813001015	0.406313174378312	0.627766732335457
TSPAN17	0.835334822293117	0.694144541444009	0.773450463963093	0.647045347227029	0.813295742015932	0.836595964249331	0.745844135492266	0.78780450312511	0.768435809946116	0.607177915577034	0.758019107270526	0.653789029576429	0.655590981394986	0.67883937406666	0.801499829709001	0.471520880585827	0.544142687436695	0.716821634152545	0.691266348919414	0.590866709690645	0.553052075299219	0.62775156582103	0.704908679349424	0.576992911010085	0.576236831343332	0.762862210621387	0.7478811136083	0.445311692426742	0.696536576649806	0.696367013737898	0.787063173169363	0.777290447532308	0.764023970597138	0.508329658140116	0.811081170089245	0.754627112410664	0.703676658185992	0.752791259017547	0.755427431316611	0.77973160779401	0.802880103985168	0.797871103492497	0.790569462195066	0.655547383835653	0.663544439477718	0.80963297175031	0.80522602135898	0.33834911910869	0.349087659181607	0.712980759105384	0.647019118821761	0.818171678967102	0.748942786993957	0.810408231981398	0.824346805250534	0.799965747398804	0.490665589033203	0.563240871056734	0.767873982263004	0.817960217274036	0.734831789819688	0.746774704734501	0.713874568904727	0.649602912011655	0.619599247686025	0.769921435507559	0.82140831730807	0.790225234035593	0.786971309608242	0.548995393521088	0.788320268327134	0.574849855763403	0.613186242848955	1	0.703288886932534	0.728598806903181	0.782978175039021	0.726456158914261	0.750855946582542	0.758678235916668	0.519380402255984	0.696623845571075	0.787631639075958	0.768922181230302	0.40086060431306	0.720067301831107	0.761693781283935	0.666632505074439	0.82476679159181	0.649415497528334	0.790153661319196	0.807592993857118	0.675241797098986	0.794646629105745	0.661203603158986	0.745675990637752	0.617328137910165	0.797658335743556	0.756542731562263	0.648822234032357	0.770099160470001	0.799272486746203	0.566300874813358	0.793578038102149	0.768303821226755	0.538739339712843	0.805728255063866	0.724440581720217	0.839072884663696	0.777063657071536	0.416379226122597	0.778088102082183	0.355688153178417	0.762885340238128	0.689707051570412	0.646157275295282	0.75125482170448	0.775821511686761	0.818010305949398
