""	CD3D	ITGA4	CD69	CD3G	SIGIRR	PTPRC	IFITM1	IL2RA	CCR5	CD247	CTLA4	CXCR4	IL2RG	CXCR3	ITGAL	ITGB2	CD82	LAG3	ITGB1	ICOS	CD47	KLRD1	CD28	HAVCR2	TNFRSF1B	CD8A	SPN	KLRC1	KLRK1	CD4	CD2	CD27	LRP8	LDLR	DPP4	ADGRE5	CXCR6	C1QBP	S1PR4	TRADD	CCR1	SLC1A5	TNFRSF14	CD46	CD6	PTGER4	CD44	F2R	FAS	ADCY7	SELL	TIGIT	SORL1	HLA.DPB1	CD96	TNFRSF25	LRP1	SMAP1	TSPAN5	HMMR	ATP5F1B	JAML	NCR3	FGFR1	SIRPG	PTGER2	VSIR	LPP	CD81	CD74	PILRB	CD68	CLEC2D	TFRC	RPSA	CANX	PLAUR	RACK1	TNFRSF1A	TSPAN14	RXRA	AMFR	LRP10	CD63	APLP2	PTPRA	CADM1	RAMP1	SLC16A1	NCL	LAMP1	PTPRZ1
KLRC1	-0.175185398736144	-0.157932224920065	-0.0900709623777268	-0.213637597464475	-0.227106560066285	-0.119159428876095	0.149912620955619	-0.44698460300054	-0.285361996145963	-0.0221368281289765	-0.047597905267644	-0.151409738537163	-0.267637361436547	-0.206102703151961	0.0017318721376381	-0.0759612028535233	-0.201768959060534	-0.272191387156405	0.0439478794851122	-0.234771127418091	-0.149132585096617	-0.0258895260262602	-0.379229005620769	0.117777077867437	-0.251401313981081	-0.146743499685013	-0.276846599794353	1	0.422056475626866	-0.134451260348321	-0.231975018098331	-0.248738253361565	-0.164610998072234	-0.0540430028040725	-0.105347003159156	-0.173213448921697	-0.279062159334988	-0.124502225666699	-0.156907589338868	-0.00685131746281689	-0.209724349171185	0.20678044649435	-0.274619475142804	-0.0893193469041008	0.105235280242078	0.0182283437445744	-0.194700711469562	0.202763769285603	-0.0981427961464985	-0.0285712699495675	-0.368485121954293	-0.273185620638668	-0.0159478761710322	0.0313123667674237	-0.0551963380001441	-0.147742075412752	0.0489686823955179	-0.0464697516585923	-0.148314295110931	-0.30359476358343	-0.0930251255068884	0.0555929200834477	0.505329382009675	0.150413153883627	-0.213576652516896	-0.0442301160602424	0.0401330415551252	0.190737100630597	0.0310082834187566	0.00770518679671749	-0.256853454274412	-0.105282448960022	-0.128739221382064	0.0635298805082257	-0.0837880670184186	0.0590105093199009	-0.00899217525365608	-0.0659339794977891	0.0139152838210799	-0.0454270764308108	0.341363359239252	-0.0968037351480748	-0.00458272265500758	-0.146022941372909	-0.107417294515163	0.0608325144925732	-0.0132283355083155	-0.159880183833584	0.365192077743975	0.0454374058045115	-0.140466056617782	0.0309513042301701
KLRK1	-0.0890509277493613	0.0345879384830211	-0.135489406800592	-0.0870794397534673	-0.109724565282191	0.0247456736411058	0.172982116043645	-0.0166057326025336	-0.0422058244396535	0.0078522975971493	0.0220539061720855	-0.0737611012782456	0.0490560521754798	0.00290041089022714	0.105904968472962	-0.0851554891012896	-0.342837908098665	0.0528592807023271	-0.0627794832735554	0.000489469507238286	-0.146233628947533	0.630839254699824	-0.0685745189265299	0.315895839093989	0.0136490359201967	0.175756659562015	-0.119617507369936	0.422056475626866	1	0.0194805253822347	-0.0952076620453322	-0.114543646209996	-0.161098694459474	-0.0858837287200496	-0.606596454577668	-0.097781505624968	-0.0524131976777878	-0.143940157982571	0.208985129771261	-0.136117777710147	-0.270334551717258	0.265391629557733	-0.289886916793943	0.057782179337261	0.049523666966348	0.00942203521449937	-0.591589031078176	0.275447839714213	0.204656010877534	-0.0587223721724769	-0.0447687476485667	0.0223383708327851	0.233098607739477	-0.0498240362149143	0.0440744316787702	-0.0987365182358694	0.184116492613112	-0.0785128851153128	0.0441367081269911	-0.0117480551982195	-0.0374698094667551	-0.130566746039096	-0.0505813086877256	0.179720405400773	-0.246176882722797	-0.327541568204121	0.13325716222848	0.250297206264202	0.111334404530095	0.00266631810960315	0.0895322104955547	-0.287072586386444	0.0271895400112433	0.154580290772982	-0.207725037045949	-0.261894447115403	-0.194756691351481	-0.242813213404777	0.0898845728171852	0.164573605556174	0.330208279360287	-0.0674454012826644	-0.144191102946745	-0.0903424902320264	0.00993888086654417	0.216035682299604	0.0930361054472111	0.0240925525022956	0.0958347253956131	-0.0477691528164633	-0.147800920446098	0.169897898336979
CD4	0.138913584827425	0.379569299217736	0.191980639953718	0.124493279907004	0.325787987644007	0.530259316317594	0.159535188479241	0.118766203470326	0.440458634649539	0.115881661382994	0.198892224170649	0.218642393972807	0.144229669474928	0.367957144673675	0.122750368360754	0.878215421469158	0.322253747131653	0.0673095613424945	0.55974557126359	-0.038626929172829	0.399383895856226	-0.26164307162763	-0.0301522905189568	0.693526656419394	0.528864774860881	0.209069264415925	0.323777498286347	-0.134451260348321	0.0194805253822347	1	0.097156585591007	0.14526013220636	0.160823515652963	-0.331651189293912	-0.327382881744243	0.217581684855593	-0.0788105937138956	0.420944974861761	0.2153765784853	0.265871219623786	0.58524650672514	0.631356378461762	0.246024385780714	0.152016138888021	0.149859433762245	0.791314943430061	0.0695011853976731	-0.114544973192371	0.22401300679602	0.726014665108278	0.215586423689653	0.283551730498713	0.596214226757519	0.646370468045827	0.108351763152692	0.038956035600438	-0.0342249043175326	-0.157733804174706	-0.0545395251637367	0.130876561826745	0.327623331506771	0.382899603362425	0.278689320562175	-0.279454258808777	0.122104095223314	-0.075070169509958	0.795730722018858	-0.0201662674062391	0.597133043011099	0.831237049000213	-0.235853885806432	0.48745707320362	0.226716772084958	0.481169189950269	0.484732755922066	-0.0376530702660322	0.35176471467737	0.558605597013806	0.241100699422784	0.656913138246802	0.189018269982789	0.29717946465646	0.260266721359612	0.258279983941657	0.112402323558221	-0.172440256310886	0.0424451701141729	-0.0323856343708922	0.224605630627974	0.350241911940508	0.282238450337185	-0.352788403003765
CD2	0.961501577264912	0.828891801586293	0.8552044004207	0.97058075138417	0.762793780060998	0.799923077141159	0.230052959399068	0.469011240641807	0.509746131977947	0.911707095423515	0.857364919605378	0.932646319613219	0.871451554617676	0.726338499804084	0.866472713964754	0.100326301466236	0.739820902075331	0.675431458601184	0.227928685011703	0.899535863439163	0.76020305981689	-0.153380429832962	0.396502568872473	-0.425420405162896	0.508289742225037	0.804578352045184	0.7206306783731	-0.231975018098331	-0.0952076620453322	0.097156585591007	1	0.894889574273978	0.612919318096852	-0.417760447719948	0.3903616169796	0.779589206743543	0.801202293865346	0.244082405316542	0.821757937702501	0.815158980066509	-0.43273944101248	0.161738342055814	0.258291612837721	-0.292208207035332	0.766558985687448	0.214304687337996	-0.235486199665084	0.0788487466373355	0.688097175400558	0.223920535888144	0.633194528637251	0.76359197908368	-0.359727710183403	0.185473086086121	0.878791256641924	0.878590783323072	-0.749302055958862	0.317915694801638	0.368868550771345	0.403093949077609	0.312668375262328	0.291381533188203	0.467316833333099	-0.223943646126052	0.720773928385101	0.647279946156608	-0.100180943211955	-0.154092774903847	-0.598907592566228	-0.000127852605123693	-0.0172354942170917	-0.527506787878336	0.892140196780038	-0.626024540782472	0.547990062692699	-0.470350527101931	-0.641318483120392	0.371171228682862	-0.516291719122233	-0.45897731198782	-0.795400561685602	-0.0690058164432404	-0.0552967568567233	-0.191593338305045	-0.543443449177707	-0.265726447563139	-0.288615037830964	-0.30943471400618	-0.101548538930065	0.1850426955682	-0.493034151693117	-0.347517888668249
CD27	0.955433613499923	0.885753061850082	0.782929358117896	0.93026274289083	0.917939475133237	0.844983974346309	0.422813481929941	0.431539913107929	0.398068020112828	0.870116328447022	0.863760752540581	0.894908451233624	0.9248910370691	0.790565261114875	0.750812627017064	0.101519506649136	0.837933153341473	0.66145389136685	0.410088322210017	0.915462433904912	0.855450095873057	-0.00663466449208239	0.496016723501	-0.42210648245046	0.55441272173015	0.714849712124593	0.872957967372661	-0.248738253361565	-0.114543646209996	0.14526013220636	0.894889574273978	1	0.783735728530862	-0.324460716073657	0.315111463530478	0.842097183354525	0.81351991287432	0.475192517526205	0.847952705282342	0.904327886878824	-0.494009532043358	0.365115172293783	0.400405563643191	-0.104696631505827	0.828610946277093	0.295780154763212	-0.253019990988967	0.184177089037736	0.687016015080778	0.187254299798669	0.730069308785705	0.728000911367644	-0.448821038108325	0.413310104326236	0.7732398305258	0.792400691952742	-0.771827974112086	0.417892007992252	0.540614539320364	0.42172639749504	0.513225596110402	0.510542090177669	0.56048613252715	-0.137329374255008	0.689010472715522	0.620483704898782	-0.0639685733026473	0.0506488667056726	-0.553123731467707	0.188005429346822	0.148749410463591	-0.565957113150817	0.848075364342084	-0.687314915957993	0.729483852906593	-0.31670645023599	-0.679091884901568	0.595161060698502	-0.433144612561482	-0.507510002130316	-0.756118421342086	-0.0405895981264518	0.134358615655728	-0.0132427500787734	-0.515090123511517	-0.172165041865223	-0.159706417247339	-0.285928401845235	0.151714519793587	0.453001056423544	-0.519633320997553	-0.328606036717964
LRP8	0.703519525066128	0.577440662788784	0.538783661823328	0.583792843312452	0.802665255921961	0.597932311135291	0.584227035701697	0.256330998474434	0.342599597462929	0.563826725330708	0.645947911932475	0.633293701537759	0.705954789471173	0.687545084012885	0.470750076191123	0.171541396445914	0.757735613271522	0.263762802071171	0.516897573832123	0.689034061297071	0.56604308513294	0.124297318578475	0.527323662284285	-0.286508439283992	0.48907470220421	0.330359721118145	0.751010063023029	-0.164610998072234	-0.161098694459474	0.160823515652963	0.612919318096852	0.783735728530862	1	-0.130257290861266	0.172893502736618	0.583143376944226	0.561829359960044	0.427855785125068	0.509992502167982	0.772725771090764	-0.297330820400758	0.157173666024397	0.571868820917634	0.224068767799947	0.608776440491618	0.282303015122606	-0.172250566836856	0.21323101550754	0.372156737529692	0.0627631084634386	0.762010570156242	0.413456300543132	-0.283166308147976	0.314337506769074	0.379780389210811	0.524233684134887	-0.562911916242803	0.381852419474465	0.453402760482774	0.0852971124709968	0.366080860363721	0.46928665187873	0.5664070564135	-0.0643476001954453	0.436634929765711	0.483835003370205	-0.122703601720053	0.297049421888713	-0.230753540246339	0.152781936932602	0.18066625794762	-0.365580538310018	0.486177969225311	-0.417252173727823	0.614491734166667	-0.193510315813746	-0.474574220893492	0.517504294622555	-0.112238653882667	-0.230046908045698	-0.404669469647442	0.0802978696683506	0.31727017115443	0.0645386263280469	-0.337657799408952	-0.0569267278472944	-0.12133579907872	-0.160838001449846	0.411317286072699	0.433073827078819	-0.222638797204745	-0.245542967693372
LDLR	-0.469899057971326	-0.248001579105761	-0.595552174343179	-0.407056332209248	-0.209006502884049	-0.584009058783604	-0.0586314670626342	0.170286274266146	-0.483817418936632	-0.56405210168574	-0.431128749002744	-0.525875849631634	-0.232702361977299	-0.536972782429863	-0.533867696610335	-0.574120967874227	-0.150021336616316	-0.0958364581038039	0.141055867385514	-0.341155943433845	-0.199719994960245	0.157282836723867	0.207589924106971	-0.274944541791857	-0.326011444148347	-0.396956933872953	-0.0541535557598437	-0.0540430028040725	-0.0858837287200496	-0.331651189293912	-0.417760447719948	-0.324460716073657	-0.130257290861266	1	-0.168684166352239	-0.0741707461328267	-0.18580751287036	0.218724338235159	-0.278708741041205	-0.360581049606515	-0.151651715398458	-0.211027759706485	-0.155015056785645	0.64773221538539	-0.458890714985843	-0.334349594389471	-0.0085470997345523	0.655239260820781	-0.0130105312780228	-0.70161537591179	0.0119255198403667	-0.109326979238714	-0.255748153935927	-0.176546095751456	-0.344601308121055	-0.477353090681471	0.618571431900106	0.626679371223818	0.511989295732872	0.294603789510655	0.354468622853502	-0.20181211754545	-0.259325002421734	0.856437108272501	-0.432047427244921	-0.514845882384179	-0.504837768532496	0.685913883921919	0.233748657155161	-0.259473872332364	0.70660142838909	-0.125600729550634	-0.237701755847406	-0.109399905425153	-0.170204655407599	0.806392521433914	-0.123098203241556	-0.103194396894177	0.752487906761063	-0.14997990624594	0.245318683724128	0.625811041504208	0.5821959979234	0.739921443868399	0.762558071384878	0.816501418499769	0.78977238137416	0.832703251133366	0.338169787542318	0.324965984039447	0.575037411517461	0.826975801871737
DPP4	0.379875537522352	0.121200110579935	0.528765348882812	0.389671510444608	0.251789548122145	0.0917219939222238	0.120424938335699	-0.096629331803736	-0.194610367897023	0.455713846301987	0.163348263203364	0.414012648245494	0.153462137856979	0.115935619375663	0.133679680181122	-0.181796364476431	0.398563029125654	0.0386255243220327	-0.0641121472947933	0.235071699025549	0.244624758789884	-0.49338501934459	-0.0453305051279699	-0.541260695499958	-0.115926223248554	0.00384431634259341	0.182130783583188	-0.105347003159156	-0.606596454577668	-0.327382881744243	0.3903616169796	0.315111463530478	0.172893502736618	-0.168684166352239	1	0.180043855270424	0.26607336497891	0.0431485019096788	0.00939824469685978	0.390482219102531	-0.21882291811399	-0.34534065523133	-0.00595307030278636	-0.384523542203729	0.219252674410951	0.00920422735500549	0.406381943981701	-0.387130997513819	0.0211830690532176	0.0839444114804692	0.0636857514278514	0.00141030177030051	-0.485799444320706	-0.0579108653828223	0.383158929283725	0.559610092467339	-0.556352270179159	0.0294302549241206	-0.0841624437327957	-0.0835492836613653	-0.084342527002713	0.316533972885487	0.203568892601652	-0.274825003447404	0.612931435666724	0.766634337030318	-0.250959661094142	-0.325353367981479	-0.594030167067125	-0.228644541848859	-0.242302453664996	-0.164201059536608	0.187938195888561	-0.514571397769655	0.261646040863061	-0.0411969870488844	-0.164740652456748	0.198882641428629	-0.534329162321578	-0.596918153768874	-0.644010771514151	-0.342289214350567	-0.0348093975333243	-0.27665385448925	-0.465871387408167	-0.430484961483718	-0.408253927788566	-0.399059515582487	-0.216650577329683	-0.072840994066641	-0.408371934679967	-0.371947544423602
ADGRE5	0.797865935395891	0.854208513198654	0.636144418501438	0.835047967719126	0.825571315426847	0.773568283329162	0.311915930850196	0.494388857657509	0.386796472293199	0.70636102668192	0.680035151841215	0.742505531613908	0.863926771756845	0.718111527454055	0.633957555116077	0.119373479193648	0.826820618365829	0.745474867663835	0.437352791991423	0.744900407761256	0.873357000871066	-0.0415993037468921	0.475262262674828	-0.362091019812664	0.465693124454613	0.642035683341225	0.870215524554373	-0.173213448921697	-0.097781505624968	0.217581684855593	0.779589206743543	0.842097183354525	0.583143376944226	-0.0741707461328267	0.180043855270424	1	0.748324475082924	0.536720861805681	0.800469388885571	0.827016044673481	-0.430991018286834	0.422429563383333	0.321469189167658	0.10753048961619	0.791739169527828	0.388144601376829	-0.302937648715346	0.442598120824814	0.672450787768455	0.157813839951214	0.659102416184582	0.777109798436738	-0.370075297411691	0.515409134685666	0.746051194845897	0.613008253753771	-0.492695608571524	0.594666104825527	0.675077387586698	0.607962398831484	0.671726713035268	0.466349596659468	0.5338142855619	0.186950490753314	0.497516343250191	0.365481971640082	-0.0483077682632604	0.253516285713862	-0.32934588030288	0.29320733361152	0.332342875276441	-0.513759040459492	0.844404911863882	-0.59795463868564	0.713079335601138	-0.0889996823704131	-0.651741665621678	0.607391879316702	-0.136162408061818	-0.453458872978293	-0.565778435781392	0.239253149374906	0.345364610478953	0.23419779711595	-0.198563724299063	0.130321914678379	0.192484135740899	0.0317644272913742	0.267637439409311	0.584080623188946	-0.228510632770152	-0.0285682351155259
CXCR6	0.780048802690396	0.747791457247174	0.508966878733493	0.833512460465905	0.672039044316457	0.615640390794647	0.0427830059902781	0.753269880360667	0.420842375213938	0.668328611506425	0.583363459893669	0.646154954838712	0.919949383843916	0.735566457187895	0.608635595651905	-0.137917259588857	0.673243813968921	0.862047837063792	0.0449102145351947	0.928312639664377	0.566325838843895	0.167315302584607	0.77857726206617	-0.515296935364352	0.642005778510467	0.579750629365512	0.764659588556115	-0.279062159334988	-0.0524131976777878	-0.0788105937138956	0.801202293865346	0.81351991287432	0.561829359960044	-0.18580751287036	0.26607336497891	0.748324475082924	1	0.118508184648918	0.797467178317679	0.643980609095104	-0.475070601409586	0.153789302559856	0.362978581804951	-0.200982907502374	0.63740582367963	0.00223054946972795	-0.277541386580107	0.182619296129625	0.557048485684321	-0.0841603164912985	0.71379550292946	0.81531963546322	-0.386111172661892	0.059999286341049	0.702159863906881	0.639015635192105	-0.53080677244234	0.427923025590856	0.590635305971955	0.616447212917014	0.333889713507677	0.0574753217920171	0.347893947815535	0.0869846718581292	0.376127007639771	0.306285785271601	-0.303342847519941	-0.0463791307360275	-0.549682045711962	-0.147543428082386	0.183807378335291	-0.584992177020438	0.768008292912248	-0.611241660644149	0.308660892186008	-0.257098967029514	-0.644884763431525	0.169289437347213	-0.410106798723085	-0.568449103914342	-0.702828133819651	0.0102756959016466	-0.0382089599012498	-0.0389603158830597	-0.277174293239023	-0.0592041279439361	-0.0630520573993083	-0.0321337216494214	-0.0544470865835989	0.116400042371361	-0.36155221115651	-0.0524925562208987
C1QBP	0.316885960737774	0.574012751264754	0.279025265354741	0.305433791488216	0.644746726527791	0.386674223903261	0.563690206973632	0.148377468650791	-0.107230113621385	0.264526424612443	0.390269554454185	0.358821090615011	0.342146784969284	0.190720328232099	0.0918452035439602	0.133008401948587	0.591383707880263	0.143088780187425	0.803626021951482	0.178161302884419	0.720312435032044	-0.219613508252351	0.122197780904988	-0.0836093640612551	0.095616556533999	0.230888245632606	0.61278519755733	-0.124502225666699	-0.143940157982571	0.420944974861761	0.244082405316542	0.475192517526205	0.427855785125068	0.218724338235159	0.0431485019096788	0.536720861805681	0.118508184648918	1	0.314136891393058	0.499247141307469	-0.187717554184569	0.584824139916476	0.0997304370444641	0.475657230406186	0.281368929066823	0.489525821607443	-0.115670540561382	0.436658060248759	0.595616834773451	0.0852059121075557	0.406947812572673	0.335575991038261	-0.295110171049916	0.67561611941456	0.307172816924575	0.236694397791069	-0.200871946513031	0.606550516861991	0.612859040268405	0.384555281034655	0.892330994709436	0.763537139973349	0.439761557321239	0.229410497054355	0.415486297312002	0.222254236640822	0.106536052621716	0.532943267838629	0.0728822943241439	0.548092591151663	0.435893540137587	-0.198846882095396	0.456432672430315	-0.348679955261406	0.863927342020116	0.398273348559538	-0.350364896356412	0.889811992298696	0.316701984058393	-0.145532445831242	-0.236078949947635	0.439672480352731	0.793623712506281	0.699424912313416	0.114755025912532	0.302030758978521	0.456890165276213	0.218618445831708	0.675322370063487	0.939208427149614	0.0720195955985849	0.044541432497193
S1PR4	0.850455627115323	0.906255850426144	0.599529203162314	0.881247905928761	0.729709213869066	0.834785230184724	0.121317223799117	0.59331856304196	0.52274914602142	0.766231946330289	0.822196647022817	0.758307257159714	0.908784542854937	0.716571488546367	0.806784737016601	0.103669775955369	0.660624563563283	0.847079695994612	0.319625790922483	0.855418435829342	0.790098996094918	0.0762083432223932	0.463984285414113	-0.261098440039489	0.668373491086939	0.882277215167505	0.759060276177773	-0.156907589338868	0.208985129771261	0.2153765784853	0.821757937702501	0.847952705282342	0.509992502167982	-0.278708741041205	0.00939824469685978	0.800469388885571	0.797467178317679	0.314136891393058	1	0.727367305993227	-0.422169224930573	0.516396560332007	0.279992610134243	-0.224121551490292	0.783981891269212	0.243146374015945	-0.317856146142559	0.317226321708293	0.794835094054982	0.203149263129066	0.59451099760656	0.89188101395315	-0.290063290503954	0.354510123227898	0.76419145255598	0.600308139691754	-0.540165648263733	0.366091042823416	0.536880620453614	0.633233791325663	0.523722836709451	0.230338647519034	0.440141788659765	0.0130458872611402	0.450768411441559	0.284834797456954	0.0384869485456266	-0.0116856992103963	-0.430542682793154	0.190804413068267	0.120493457224582	-0.502869460802223	0.900395194567801	-0.538762616287964	0.519245304104266	-0.261908426042698	-0.597438756708884	0.398135102629841	-0.341903299363339	-0.384107025992307	-0.592950408743671	0.0856410312188556	-0.0434650985263763	0.0389549060451363	-0.319174288298805	-0.0606314590735244	-0.0333891011852077	-0.136161387133534	-0.0294033673258868	0.36201512263768	-0.413598560677305	-0.174996781551869
TRADD	0.911990510667177	0.834137253411551	0.858938592520536	0.862481000440027	0.909499878430135	0.861027805354987	0.537983297471731	0.211661665372846	0.33260818609348	0.885306761668213	0.806739736406098	0.905097006878221	0.806562366705954	0.770515147113836	0.708373556048764	0.273896459798149	0.901187543569686	0.509262152168788	0.526424395722142	0.742969106150573	0.873570465589718	-0.18177023030914	0.275242132312026	-0.28593265457492	0.482232606965005	0.614722349115763	0.838523199861387	-0.00685131746281689	-0.136117777710147	0.265871219623786	0.815158980066509	0.904327886878824	0.772725771090764	-0.360581049606515	0.390482219102531	0.827016044673481	0.643980609095104	0.499247141307469	0.727367305993227	1	-0.402142093489557	0.402622791101987	0.341149100498561	-0.0722858675143727	0.886164213990567	0.509403675666453	-0.203266053342158	0.169264625488904	0.597668649496659	0.379243338271936	0.630026888449903	0.600361740416218	-0.34547676360165	0.560454902892692	0.765933260446703	0.786056461015532	-0.771718156143023	0.366093232375666	0.416521705673023	0.271922873526167	0.495417961186023	0.667553733686777	0.76809506219376	-0.156134593366446	0.71607649472856	0.7070365226855	0.104159640827465	0.101867460353352	-0.417792025117371	0.352144867350679	0.00839465832050157	-0.455373886035159	0.777739188005566	-0.579035672241905	0.827854675903233	-0.268698122513178	-0.565041589830592	0.715430625075731	-0.37140999798479	-0.423231244320915	-0.608240821259591	-0.0111951150731617	0.248050846420771	-0.0440399526012487	-0.536557234069186	-0.213441484002343	-0.183773252589655	-0.357506715023185	0.286402331034845	0.514900975800736	-0.473464076751097	-0.405889563071352
CCR1	-0.449231947730462	-0.391423703204005	-0.339719778846574	-0.464459308166418	-0.417923997793243	-0.169546764489903	-0.400777634858952	-0.104344325941247	0.286895992386118	-0.486438509735842	-0.421174743410897	-0.420581992972101	-0.471695725899095	-0.113607552810726	-0.397861553316911	0.652493644222204	-0.207769678060063	-0.359940870166123	-0.0235973263628502	-0.526559512598883	-0.341473005957589	-0.311087341458179	-0.220030930509985	0.649689769185698	0.145393219425257	-0.365350518600441	-0.379742949605856	-0.209724349171185	-0.270334551717258	0.58524650672514	-0.43273944101248	-0.494009532043358	-0.297330820400758	-0.151651715398458	-0.21882291811399	-0.430991018286834	-0.475070601409586	-0.187717554184569	-0.422169224930573	-0.402142093489557	1	-0.0262618369387479	0.174176851946503	-0.0143631414644175	-0.465078719959486	0.245595084320519	0.586013362363551	-0.497835881756485	-0.467303482993969	0.485061723012615	-0.334182923468417	-0.242456366371158	0.725490571732525	0.0265135881358989	-0.510276246663747	-0.487490085329551	0.424417448535957	-0.592109496680592	-0.561915315083227	-0.242875539932376	-0.301737045944084	-0.212149636085227	-0.293696636686728	-0.323297669051895	-0.326036449880247	-0.367513954479709	0.535406558547481	-0.366081976642762	0.755894288423645	0.342897044127969	-0.431940136983302	0.964663482425232	-0.445833434316355	0.843993697649372	-0.228572036476863	0.120798166680287	0.892407803006607	-0.0952215962387306	0.282442050622934	0.801400224852954	0.535661671884213	0.16280356382198	-0.137542636796361	0.0311110650513084	0.363361304419488	-0.240215245397441	-0.0916032341806254	0.0492252595203459	-0.205487082487901	-0.264960020531098	0.60951998112076	-0.200293268873246
SLC1A5	0.286309475300991	0.607958215637927	0.179027097184488	0.294162289696679	0.453039371376797	0.605067880110583	0.212930513835749	0.143198732846752	0.185829136775281	0.286254145848515	0.417447601734488	0.278532379746178	0.337800737896898	0.318250782234242	0.305451740206071	0.424727966335854	0.338276410512265	0.349110648307178	0.579328503181407	0.204710656571447	0.612381210308058	-0.0936608491605342	0.0202062121672164	0.367449856970038	0.430448917476921	0.438774488923768	0.463609496503308	0.20678044649435	0.265391629557733	0.631356378461762	0.161738342055814	0.365115172293783	0.157173666024397	-0.211027759706485	-0.34534065523133	0.422429563383333	0.153789302559856	0.584824139916476	0.516396560332007	0.402622791101987	-0.0262618369387479	1	0.0862487046536962	0.0405970651388297	0.454701760168888	0.573880021506642	-0.234529765216217	0.276137455411712	0.518203439316582	0.390073273247678	0.192909080706972	0.445747234400327	0.101029117502571	0.730736895790349	0.283556071722922	0.078994873159689	-0.207281445320803	0.176815174926141	0.327851963595892	0.391836341564379	0.64789440218481	0.486278985344877	0.54146675252352	0.0109160298341418	0.117224026753605	-0.0599655032076716	0.534525016027067	0.162652174215299	0.143703153232503	0.726099787463709	-0.0232437068818911	-0.0354552376169423	0.457022093040646	-0.00763953110532326	0.59404996848926	0.105407017803279	-0.0793587542064531	0.649253386178421	0.0550799948465535	0.128431956549443	-0.021312694815498	0.173474802221473	0.266811209208874	0.351139148229784	-0.0413852846597618	0.012475505525366	0.202725870926665	-0.0532073243302938	0.401290531260396	0.63652017921842	-0.135982528530213	-0.18437148606051
TNFRSF14	0.316150060758843	0.25003953024509	0.0696757229574117	0.227472461029845	0.407345954033263	0.414529302425906	0.0970655827919691	0.26402458305672	0.664161043407584	0.0923255226697905	0.332000178884105	0.22080233432423	0.435482214170515	0.630485137932273	0.260409246432623	0.395776503173596	0.398144706911222	0.172121566591031	0.323987611254322	0.407205308600526	0.205231475705144	0.0669329368830599	0.500005275961827	-0.13166760878146	0.615024045160575	0.145509829703239	0.448858582940594	-0.274619475142804	-0.289886916793943	0.246024385780714	0.258291612837721	0.400405563643191	0.571868820917634	-0.155015056785645	-0.00595307030278636	0.321469189167658	0.362978581804951	0.0997304370444641	0.279992610134243	0.341149100498561	0.174176851946503	0.0862487046536962	1	-0.0768246718711822	0.390268872195023	0.23375944704671	0.360438437603321	-0.102972741816189	-0.0754303423881722	0.0930393617062946	0.419149228859205	0.246092659059664	-0.165941947329053	0.346997298917635	-0.123579543421389	-0.0167499821538846	-0.351321577402759	-0.00962128405438038	0.0644354837534908	-0.0440612862271581	0.0632517344854267	0.130652425760455	0.222273532780195	-0.23365981990715	-0.0867106551764823	0.100443313902341	0.031696433497103	-0.0392470716188303	-0.00768514725851081	0.280206257669706	-0.147648251358832	0.199792297943681	0.0965105570793983	-0.0868233900147721	0.245412919073741	-0.0457432511103458	0.0854793502862475	0.267853319519291	-0.144895508924381	0.0596557230498317	-0.193347927049148	-0.061833019722067	-0.0259517682105971	0.0189834712970477	-0.169406288029066	-0.312003796031363	-0.235051157628303	-0.199958380121409	0.0440604463748375	0.0879560744102334	-0.021941128594141	-0.37221817141519
CD46	-0.28450946357325	-0.0807468708177771	-0.293335234693806	-0.296076084097489	0.106464555204314	-0.235485162445188	0.430215163888625	0.0284743384011795	-0.345528383472934	-0.345610843780916	-0.281999487430109	-0.267837643157291	-0.0873004561597644	-0.176110417164205	-0.454163276494529	-0.084297655071121	0.0650027521464721	-0.212077092031839	0.370590610110431	-0.259435213507325	0.0061864125471889	0.351258044733576	0.207704193310122	0.14520400466776	-0.200742491200513	-0.389741950508314	0.168209542929072	-0.0893193469041008	0.057782179337261	0.152016138888021	-0.292208207035332	-0.104696631505827	0.224068767799947	0.64773221538539	-0.384523542203729	0.10753048961619	-0.200982907502374	0.475657230406186	-0.224121551490292	-0.0722858675143727	-0.0143631414644175	0.0405970651388297	-0.0768246718711822	1	-0.269238250781073	0.147434019043663	-0.337652670792356	0.577049580419202	0.0265913230877751	-0.280580084605302	0.276282269942774	-0.124934204048363	0.151159089191149	0.162600648073854	-0.223024115371114	-0.255544052997184	0.49101964824118	0.507552270297433	0.494988220956618	0.105563517065526	0.430053768321327	0.208127015030626	-0.0604609628898642	0.614093647753222	-0.201108937565041	-0.368159755495991	-0.0958022701540595	0.855350141436196	0.53363076113952	0.171380314439855	0.733903593835978	-0.0933791735583437	-0.150287834031183	0.148623790298405	0.185968986605189	0.423623737884087	-0.145789895578701	0.230171532283162	0.835817500446749	0.21475345334068	0.408413816952944	0.612961037969153	0.805760655193753	0.672033850606556	0.603294337720153	0.769292572180414	0.734395871308632	0.674066672275689	0.700790345931352	0.543454799179138	0.579625256954336	0.605980233569623
