""	ITGA4	CD2	KLRD1	CD3G	CD3D	LAG3	CD8B	PTGDR	CD8A	CCR5	CD247	S1PR4	IFITM1	CD44	CD69	CD47	PTPRC	IL2RG	CXCR4	PTGER4	SIGIRR	CXCR3	ADGRE5	CXCR6	CD6	TSPAN5	F2R	ITGB1	CD46	C1QBP	ITGAL	SORL1	ICOS	NOTCH1	TNFRSF1B	TNFRSF14	CLEC2D	ITGAX	TFRC	CD81	SPN	ITGB2	IGF2R	HLA.DPB1	TRADD	SIRPG	SLC16A7	ADRB2	LAIR1	PDCD1	TNFRSF1A	ADCY7	SLC1A5	HAVCR2	ATP5F1B	PTGER2	PLXDC2	TSPAN14	KLRB1	RHBDF2	SMAP1	JMJD6	STX4	RACK1	VSIR	CRTAM	CD74	LPP	TMIGD3	RPSA	PTPRA	CD63	LRP10	CANX	LAMP1	APLP2
IGF2R	0.659286590640067	0.51039612325563	0.622882648551925	0.473878740480512	0.311270215046218	0.583493751035867	0.482372347900407	0.408785667313751	0.481214858774718	0.500134785840388	0.451085523020785	0.370899846306543	0.547699007416049	0.567686150268948	0.482062716072958	0.666180244348964	0.70464129735676	0.518656622178875	0.47239281952606	0.586946374370015	0.314712257443615	0.354614186156001	0.503724258392128	0.50378402018952	0.397841715789179	0.603827798752942	0.614296504067171	0.639838118690387	0.439150824162872	0.51576551976034	0.551283730719874	-0.228406766353311	0.367339402214824	0.520709276936712	0.698407000316075	0.668761021717336	0.58818653536781	-0.319014385705915	0.0764152625616312	0.346884263001439	0.742963053334762	0.538516062358754	1	0.407378781343937	0.235547543901469	0.412169539645363	0.395687582184356	0.329643367947165	0.423006240255327	0.215071081657833	0.739681280998416	0.232751289505885	0.17153879192628	0.176267841677852	0.588129096696523	0.41792805804482	-0.0678135503566061	0.241223449411717	0.64390799934081	-0.144804197370428	0.339253610091219	0.252869101210016	0.610056241945723	0.452829567061945	0.203797448027409	0.48363364432047	0.194861594864397	0.392592633411313	-0.12080047003134	0.472891197221697	0.799456781741871	0.537679164702885	0.492402501531961	0.40360740373079	0.609912883820142	0.405076881561834
HLA-DPB1	0.821065815613812	0.901205388607805	0.756019152320847	0.943536250403754	0.947794441609909	0.825409320848033	0.932213556690523	0.871832428535064	0.93506684674699	0.561306134540795	0.851085244233403	0.799405159280453	0.907222395083405	0.891423572599823	0.923600469873302	0.755883395782318	0.821940882547312	0.84631880917569	0.91849961934808	0.825456667325027	0.845341577574941	0.950388144983431	0.870448584348636	0.738077096466335	0.690668528827229	0.885073359544333	0.782677107518157	0.82542282707207	0.914730964087448	0.932007093461244	0.863259760761706	-0.639058963165994	0.893394947300002	0.23275644590534	0.720772655667527	0.842623773884735	0.746224911621547	-0.704595290563901	-0.206652572588223	0.81677838136991	0.672647534009515	0.832665756039799	0.407378781343937	1	0.85844480191245	0.914817023853325	0.802612955263561	-0.0390778007952158	0.168732145450526	0.694002613566544	0.817843102308639	-0.144215079309952	0.479475683406068	-0.0222117500192236	0.895924264992343	0.899236885520861	-0.473429489646714	-0.230286675831995	0.621399895817648	-0.601641861955504	0.822453257452039	0.581145397577013	0.492019511220109	0.952624776289263	0.255229681487445	0.89468279997021	-0.000706379809970818	-0.206096151995674	-0.286192980348052	0.94758405677377	0.341973674029906	0.956370316549535	0.900795430739271	-0.10992782222022	0.610834334212241	0.00577091008476558
TRADD	0.671970374821924	0.815777830859638	0.553254742422921	0.837944446610588	0.934437564958402	0.609082777627239	0.849265074382514	0.859366222728284	0.801694474486118	0.530634446308253	0.915902086435548	0.88315677283006	0.816022154901048	0.839254120801201	0.804396152965811	0.512574222372452	0.634871692433727	0.798269608931551	0.873674097141883	0.590034717336124	0.947579071044386	0.90006885704876	0.842845704463916	0.531159017962438	0.784718886718887	0.698621145733443	0.605793639820735	0.566797032593675	0.876155566139996	0.747156233893745	0.813787352424735	-0.682630963809361	0.900208876911398	0.253373538382949	0.615276946639532	0.680206723216152	0.458535476612355	-0.759133387894309	-0.158857683219641	0.658628639637643	0.355864817914087	0.582478463035596	0.235547543901469	0.85844480191245	1	0.858405704345317	0.853803635136221	-0.294519777462501	-0.222864908951955	0.651485912389424	0.623307334685183	-0.234517412135961	0.208129767576601	-0.274341802879858	0.729914997139458	0.65563973224538	-0.610449738348243	-0.55275013357832	0.544141217332777	-0.692331287378074	0.894141164231142	0.509858619655646	0.222885048056298	0.876556631659097	0.161105762510116	0.800136260766199	-0.192651421759586	-0.396789403628468	-0.432872169702221	0.865765669356867	0.0542354203870169	0.804435190308837	0.741387059742359	-0.301588036213836	0.482471582454972	-0.231628535783959
SIRPG	0.872882048079846	0.95585429051741	0.785453424076445	0.938418872711239	0.959634834458018	0.865126236922936	0.899699636134243	0.968609325881487	0.90701031090803	0.729338491558567	0.931081058548372	0.903260753440417	0.907252353107486	0.900158292522382	0.944959204086269	0.77255411916291	0.84293454212231	0.949034900990699	0.962034739729295	0.794951333388199	0.882631205064035	0.944785980056283	0.967273534248674	0.841424568900878	0.826972984758973	0.897365382929643	0.876223942471974	0.797416943871087	0.856366270702733	0.894599748226372	0.905306925495442	-0.832061752058171	0.828642869498442	0.405604768138391	0.667267165985648	0.81977567435915	0.736076538686136	-0.878157884328373	-0.359189852176394	0.657132336031548	0.604531794289005	0.787813038354583	0.412169539645363	0.914817023853325	0.858405704345317	1	0.923562756005088	-0.150854049874895	-0.0507308700310923	0.83233762464621	0.74334613367411	-0.254090986581278	0.24018275338829	-0.292359711580857	0.890278623391338	0.816009880045285	-0.680907256821883	-0.428783883877914	0.725326506943154	-0.798649123960954	0.910961690267969	0.443384969169698	0.416205219753628	0.966745729500327	-0.0541506933502256	0.952940769540458	-0.235452210195923	-0.353783129953012	-0.531719998116365	0.96063092133556	0.33380634549742	0.876757333715736	0.884794159544659	-0.265734137165691	0.558747895679056	-0.200175900949596
SLC16A7	0.81968334736775	0.904073852293429	0.717921060229653	0.842896687100292	0.880825616522007	0.75262426726413	0.794284418722137	0.967244877791237	0.799805829108599	0.756247368632743	0.912933677975979	0.909351980509366	0.827635393765538	0.819539080928411	0.866079528629762	0.690195169966193	0.81881328095751	0.915171460449382	0.904411393824427	0.740079382176419	0.834595933734213	0.853833524080707	0.950327823045505	0.782806649739336	0.818525044853553	0.814866017849704	0.801716130773497	0.716984885755054	0.79518342205382	0.822036146763181	0.90559667616247	-0.789994040131389	0.720052109317954	0.530220040302165	0.622846803032116	0.690627030818416	0.666404104085521	-0.848478710123699	-0.350145374120042	0.579479503526714	0.519344549599073	0.741631853575887	0.395687582184356	0.802612955263561	0.853803635136221	0.923562756005088	1	-0.167858619320983	-0.143258583508967	0.886019747396579	0.629327252068371	-0.222113521224673	0.119643615496241	-0.332850882514688	0.865644388798058	0.679272559321999	-0.660585954264974	-0.468046028823383	0.697592277565892	-0.781387651345971	0.935529866045997	0.429350288489776	0.329740890479346	0.883604559470841	-0.091976848389269	0.86748784520583	-0.253019901109491	-0.331895691332197	-0.540887320955285	0.867815040193953	0.288984084515265	0.819878160942073	0.790533641810419	-0.26028388461665	0.569926760109196	-0.20392905897751
ADRB2	-0.00147391394171705	-0.165918771381639	-0.0621565204020221	-0.152344560484128	-0.252560533574844	0.0971522693427818	-0.184907575285912	-0.18084279504398	-0.122329153638074	0.167112713309365	-0.286918936569228	-0.301211486997722	-0.150699376026399	-0.0958671341901416	-0.144091732206819	-0.019303786208428	0.18237486181205	-0.225788574105137	-0.188085963769143	0.00461475304850618	-0.188963475078377	-0.232270281697757	-0.167398432921664	-0.0342932454819216	-0.0151984250702718	-0.048285451857177	0.0319148512740165	0.0689136650006457	0.115724014368145	-0.0753867484238577	-0.0682897544215107	0.401231699304506	-0.214869867268107	0.108670015729424	0.21425692475419	0.00916349515775119	0.072821675128425	0.403350414727447	0.174917206731357	0.188616556937901	0.315756957647244	0.185022242779721	0.329643367947165	-0.0390778007952158	-0.294519777462501	-0.150854049874895	-0.167858619320983	1	0.571344873088994	-0.0965290532865628	0.194204618409348	0.70891206529418	0.427530304570696	0.616899178260261	0.0043640598444031	0.00660146384310553	0.582649593882489	0.615341578587158	-0.161767978828347	0.458165620753779	-0.233593598789452	-0.0571353151993623	0.496603190107323	-0.180300886039414	0.494326071876839	-0.0995127747444421	0.700801648523869	0.324990138849453	0.615432794518206	-0.170590853869929	0.352654140313072	0.000426518029860666	0.0674831586900643	0.568578326837896	0.177241903344249	0.567477817625861
LAIR1	0.130848376659567	0.0207099031335314	0.249723768641063	0.0595294034921938	-0.092367502665102	0.142974322042774	0.027171630137443	-0.0866124858708991	0.0852850239628315	-0.124747691379768	-0.163039444216117	-0.207001220753146	0.063697657579041	0.0113451951488706	0.095381939737633	0.337365147653036	0.290746296915341	-0.0214732399933266	0.00779620129613166	0.348287730085708	-0.269155595448346	-0.00914546403837254	-0.0542848630482136	0.197146105217486	-0.31793369882441	0.206762040729601	0.131159634336768	0.348566875114796	0.105624237157265	0.261905676740536	0.074757355148785	0.417881387492202	-0.089112838670884	0.0373519204719509	0.303729063717936	0.207425069020493	0.36509094388633	0.366816236142886	0.335828620035099	0.395132574775932	0.536381330600923	0.494476359589608	0.423006240255327	0.168732145450526	-0.222864908951955	-0.0507308700310923	-0.143258583508967	0.571344873088994	1	-0.0513192965568664	0.37683283596275	0.178082854463306	0.692554465203018	0.847463156520928	0.275867705692051	0.259890617146486	0.603726815159789	0.775021432838053	0.0912624476050817	0.492344220582386	-0.137467460752876	0.324657815699979	0.475964051549525	0.0301345321832911	0.586534586298719	-0.0315621467214428	0.734177056858403	0.72193753142646	0.597192112549105	0.028102593374369	0.585446984639872	0.299058246928501	0.186549021953833	0.71138824277075	0.358975290303994	0.827740534326704
PDCD1	0.689480639846295	0.795283811403222	0.609082230985506	0.705987977042943	0.759079025485761	0.681792622304849	0.61639717739275	0.882990712785349	0.677855762912124	0.733769417303069	0.719461760701664	0.74263065113442	0.641588308652414	0.648867965244689	0.760565309494885	0.605990891865046	0.743993988687561	0.786020734195476	0.761182088380195	0.675265542822141	0.615120900445947	0.736057803831958	0.839851865454212	0.768268867792571	0.675689761522787	0.748397906320978	0.769885160945418	0.633760069952758	0.655446373398381	0.732203995450909	0.806737242681317	-0.710674786970064	0.493870287340457	0.564096934141366	0.424685915276465	0.508794172355183	0.634250073117188	-0.75122725338041	-0.428257788056032	0.517281366879949	0.463087434642374	0.744734447466971	0.215071081657833	0.694002613566544	0.651485912389424	0.83233762464621	0.886019747396579	-0.0965290532865628	-0.0513192965568664	1	0.439757285100821	-0.204960165993231	0.151798254498184	-0.272367547214996	0.78884957980299	0.664424658911247	-0.572766214743739	-0.29311923329382	0.514109655098576	-0.698914729561657	0.828710767476448	0.328844134987889	0.236156728134445	0.749116180301995	-0.171178403009619	0.74217574851485	-0.215391156600406	-0.347945268042704	-0.450880290934931	0.721397285290539	0.275142135638098	0.691461473888323	0.760000637137274	-0.232977338073101	0.543948593957267	-0.156529184701422
TNFRSF1A	0.874288997539504	0.82300486886451	0.833948952602351	0.840047049317215	0.728863582399406	0.834235566448063	0.855354211937626	0.691581749033858	0.84618586330873	0.586263887036932	0.767826423865436	0.703428796456598	0.871814560299719	0.863567139371066	0.82917117287304	0.851713758941727	0.876160861005672	0.79370952358584	0.81867813871711	0.824357639439856	0.696380439216847	0.734945041046942	0.779366846857171	0.698852531335184	0.611955766301074	0.837852277172213	0.798583695760426	0.869617170109693	0.791066344137175	0.834088890491295	0.823106327392432	-0.508990339720461	0.776986982701941	0.304699378218036	0.86274736038878	0.944496365023756	0.754919299747204	-0.565739040503428	-0.16007282968797	0.655254530338272	0.825705404811187	0.778940822805788	0.739681280998416	0.817843102308639	0.623307334685183	0.74334613367411	0.629327252068371	0.194204618409348	0.37683283596275	0.439757285100821	1	0.00495590818900674	0.449854728470222	0.129221642785291	0.85078004402137	0.768958017737587	-0.312440764792937	0.0152718614898378	0.797804822699621	-0.447799220639414	0.616328627856039	0.529827861879794	0.660076879142409	0.829482150985102	0.313485878120096	0.818582871840135	0.127549421962658	0.140622824799311	-0.18404065555635	0.842450304598826	0.67907276801706	0.848549845945191	0.812189133554206	0.115701172946823	0.587437822942772	0.233751825156538
ADCY7	-0.106049441357808	-0.24080195023835	-0.218198298889059	-0.215076255637226	-0.285410241569225	-0.0424982482973011	-0.198210887781904	-0.252972962678822	-0.151498669144879	0.196114733696314	-0.281404538730488	-0.303909764365649	-0.210861039805754	-0.0737698592724192	-0.25996252446668	-0.215454002155277	0.0181669187121614	-0.346428035214341	-0.292675013520186	-0.163278182934242	-0.142715268988846	-0.259704086104892	-0.235601660915062	-0.30070062933607	0.0397526067284247	-0.136278218140365	-0.111743235965082	-0.10499545931316	0.0397173090998758	-0.22583776017253	-0.123783312959733	0.328395317134114	-0.135125704502627	0.0774668315240933	0.1756519428881	-0.108774189920989	-0.105735150315805	0.338714323771004	0.214040630182119	-0.044063100077948	0.17578257419497	-0.137174128506706	0.232751289505885	-0.144215079309952	-0.234517412135961	-0.254090986581278	-0.222113521224673	0.70891206529418	0.178082854463306	-0.204960165993231	0.00495590818900674	1	0.0358490246054463	0.258861760077549	-0.18321535779185	-0.0489794904308913	0.413969486751173	0.441162782165402	-0.290989553010875	0.366567933859986	-0.294577928746481	-0.0484206144687622	0.262699213372123	-0.270881391114399	0.358884574801187	-0.181899186422833	0.391311218781205	0.15786208686077	0.370588829214003	-0.250595843506413	0.199981509944514	-0.169436692228786	-0.0777483430401161	0.428607630422783	0.125329491822438	0.33769808119681
SLC1A5	0.132761080367743	0.18781819013589	0.15847542968627	0.246914325068125	0.267271171935159	0.17511829938136	0.237103245083356	0.162981205870455	0.243892727108003	-0.0727125670755945	0.121587412903076	0.0812934358689357	0.203049139720069	0.184922298181162	0.256355016696379	0.228059876584475	0.293064346708645	0.151930581085093	0.264268601230213	0.297675911187221	0.14330173447214	0.299792563496821	0.162920778932023	0.185048725377289	0.0178870053413008	0.234741536795285	0.160683886373176	0.293207159598431	0.427632298245834	0.379937694473698	0.209503170391053	0.227260488526065	0.217340949380489	0.012143466461073	0.388383877921496	0.259742913148968	0.212039154562036	0.171369406236365	0.380925208035748	0.784990935173953	0.321027723532995	0.603695650166835	0.17153879192628	0.479475683406068	0.208129767576601	0.24018275338829	0.119643615496241	0.427530304570696	0.692554465203018	0.151798254498184	0.449854728470222	0.0358490246054463	1	0.710905139219135	0.432412824298405	0.337938742238612	0.445331551553628	0.367333856337392	0.0284045279244874	0.270131448476152	0.249735774298261	0.510824707938619	0.542613327083253	0.284382431615878	0.743433848718212	0.165307943962342	0.771463882193573	0.337741686310682	0.586423228093347	0.264867316720687	0.235720611343867	0.517455001973464	0.411793134359516	0.486227494797308	0.475323960085708	0.641001065208451
HAVCR2	-0.209224809453427	-0.270130936401242	-0.120212098463868	-0.206980592650642	-0.27025498741118	-0.198049930803777	-0.213397024522027	-0.3278437437257	-0.195126618101336	-0.389834469863647	-0.36106909394654	-0.383502336700865	-0.208313159876853	-0.24945122363922	-0.186728768010271	-0.0480559270951036	-0.0298981804305855	-0.307580169025477	-0.217755372807267	0.0152796085345958	-0.358659825225059	-0.23170619626408	-0.31190478583705	-0.160775995382176	-0.452444500205806	-0.141747588631722	-0.237132770640876	-0.000973439806593317	0.00441181673904376	-0.0483121053118015	-0.180183067271787	0.718847513003074	-0.231026657002304	-0.116817411806811	0.121456859394834	-0.0739392054372724	-0.0112863346493437	0.630646020799034	0.55243224932364	0.356207630392146	0.164446709257088	0.24200959011292	0.176267841677852	-0.0222117500192236	-0.274341802879858	-0.292359711580857	-0.332850882514688	0.616899178260261	0.847463156520928	-0.272367547214996	0.129221642785291	0.258861760077549	0.710905139219135	1	-0.00848422305832591	-0.0457640789004928	0.815304768740271	0.770058729120371	-0.225716198054763	0.747919220088205	-0.258246566549192	0.276726340985897	0.387626170785017	-0.211879799062961	0.80314835856736	-0.307022182142274	0.88772540973666	0.704257433380536	0.840262414548584	-0.221041407017653	0.232137923176191	0.0961119640284636	-0.0369097857155916	0.702328991889989	0.17311636017652	0.844536589874926
ATP5F1B	0.891488243396842	0.928036217568305	0.851325137006154	0.888612471416989	0.850237093998874	0.843351478197579	0.853634732605365	0.89714019474194	0.874160450323752	0.669876886607725	0.851385602911691	0.809622359509123	0.880540342029825	0.856477559322735	0.91465373541247	0.873668382103628	0.931901066573979	0.91763518292115	0.910916828087457	0.892501457617476	0.713130027465717	0.860957542765691	0.925096457158385	0.850487902339328	0.671907587319488	0.923828137139818	0.887168463051579	0.889705834456785	0.803705329921152	0.948161336560291	0.925723834376353	-0.653190849192118	0.722498677522247	0.503532897043448	0.742446962246135	0.835419371611041	0.822664770840625	-0.720794313255674	-0.249219697665875	0.758759990584116	0.767633227887403	0.926746051967319	0.588129096696523	0.895924264992343	0.729914997139458	0.890278623391338	0.865644388798058	0.0043640598444031	0.275867705692051	0.78884957980299	0.85078004402137	-0.18321535779185	0.432412824298405	-0.00848422305832591	1	0.823733248503776	-0.449399271838117	-0.132701427547935	0.771632846939955	-0.611313506097137	0.841861596321028	0.564682236756761	0.548713636052713	0.914825509503775	0.13378603374866	0.871308531502555	0.0165893466348525	-0.0140657544152697	-0.306298781125028	0.903431485094124	0.586969740812137	0.94757600711975	0.906911813970893	0.0152575987644655	0.736872860143842	0.136048667525932
PTGER2	0.855482728448165	0.871721973727811	0.82735302682457	0.918226201718895	0.837193062803863	0.889711657253286	0.895774902747469	0.776538306887704	0.944989929685785	0.606548645955111	0.723606003296353	0.67371944662251	0.877325359823317	0.861120476991978	0.896703188886723	0.834186805380453	0.84160361676612	0.769648706168715	0.818318174397395	0.896346385054792	0.675913954826473	0.852960598625313	0.786993348609696	0.764876913078542	0.569297594284616	0.932590177801413	0.829883417822171	0.895632672199169	0.7978892735184	0.912591255286515	0.831350646261356	-0.636453773405274	0.80778809335151	0.179875253913408	0.657424448534208	0.842941200050751	0.872334063803837	-0.663533548966841	-0.341804174854509	0.58688748230563	0.808939902800137	0.769758910640525	0.41792805804482	0.899236885520861	0.65563973224538	0.816009880045285	0.679272559321999	0.00660146384310553	0.259890617146486	0.664424658911247	0.768958017737587	-0.0489794904308913	0.337938742238612	-0.0457640789004928	0.823733248503776	1	-0.480959140939395	-0.0342973584033789	0.620527974025562	-0.575123768385388	0.615835997932846	0.499814053020261	0.422648463830398	0.871083710863493	0.107595416937423	0.861692687699626	-0.119383428292677	-0.127135212821618	-0.386165474489438	0.878361759105428	0.493757980412341	0.850696820418565	0.850860693970811	-0.0863672055775196	0.514929786512896	0.000863676439044662
PLXDC2	-0.62363707482181	-0.694666543831153	-0.552039649105125	-0.653138547176031	-0.678873587060679	-0.599502629113482	-0.647165101722927	-0.702898243766912	-0.63360164641428	-0.575075094754718	-0.727752970668824	-0.730484747841819	-0.650560171192239	-0.636377933938043	-0.643520557540816	-0.495041881454596	-0.44338192970642	-0.713848271100409	-0.65224814617895	-0.451696041146474	-0.678020117107807	-0.634722642055189	-0.702378866298768	-0.567975702720237	-0.662167578323323	-0.582656622955979	-0.610287586119262	-0.455662076834345	-0.389697426551617	-0.508836936028069	-0.593280861965303	0.931121914104853	-0.609823189662808	-0.188896787249895	-0.210319131586758	-0.521019340509659	-0.447866901955456	0.927023345842149	0.698066655695079	-0.025822682170106	-0.21123516991845	-0.224171635491625	-0.0678135503566061	-0.473429489646714	-0.610449738348243	-0.680907256821883	-0.660585954264974	0.582649593882489	0.603726815159789	-0.572766214743739	-0.312440764792937	0.413969486751173	0.445331551553628	0.815304768740271	-0.449399271838117	-0.480959140939395	1	0.69300784627436	-0.591722017926412	0.939956576593755	-0.597286712133009	0.0243094386255001	0.11858181877111	-0.655995176618532	0.602986045966873	-0.712335100866425	0.839128850650923	0.642581364299503	0.896007476741129	-0.662173335799849	0.00643239838263635	-0.382176062425453	-0.453895159995916	0.745212786348626	-0.0548323657306205	0.738428985480491
TSPAN14	-0.18969565687888	-0.325164007070675	-0.0964512281732337	-0.30339609484844	-0.450319928456478	-0.156864705312363	-0.31275921655473	-0.442652409209419	-0.242071783914398	-0.213652472410177	-0.496942362470672	-0.510244616344808	-0.302073640159146	-0.288434077356108	-0.281785105793298	-0.0193227492568021	-0.0242168338592493	-0.403511507950689	-0.37592739502482	-0.00314586758445959	-0.563566718943458	-0.390453167669955	-0.392500122259903	-0.192810361807734	-0.488597938504347	-0.136492146321445	-0.168379008873854	-0.00160206255039767	-0.215864339781749	-0.171462249366887	-0.23361478588722	0.64678588294836	-0.382164856902167	-0.00419356579029501	0.0241420293024367	-0.124536960016501	0.0483504049999435	0.578171025192153	0.320912973845101	-0.0251059972195199	0.257949845183708	0.0720446103830229	0.241223449411717	-0.230286675831995	-0.55275013357832	-0.428783883877914	-0.468046028823383	0.615341578587158	0.775021432838053	-0.29311923329382	0.0152718614898378	0.441162782165402	0.367333856337392	0.770058729120371	-0.132701427547935	-0.0342973584033789	0.69300784627436	1	-0.220943389281102	0.701758702052615	-0.508057132908353	0.0471677509677588	0.245010894711882	-0.35790653431188	0.492908400654649	-0.361811523472695	0.625124354229918	0.715116153070897	0.612845263195114	-0.35410860050085	0.416394066912307	-0.141682301562219	-0.129465833833669	0.633907740314522	0.0925704220318258	0.744366445419746
KLRB1	0.893847228967552	0.843718733108553	0.930547838678516	0.794492501006438	0.661640767894511	0.785689890890114	0.769525766384354	0.704762583426116	0.768787099502352	0.606697201538689	0.801503549392938	0.81341667392274	0.854617090375449	0.761708665882357	0.835718377795224	0.903382002881042	0.791956808537034	0.879488413517839	0.826896424370803	0.827822851926724	0.620430132430933	0.625236821353348	0.813289773364035	0.822195772768145	0.535396901831719	0.801960944904745	0.775497449722152	0.849643930146174	0.566109836985093	0.750581966676835	0.796713607600168	-0.695507726461079	0.631506561551461	0.353963223245142	0.742124369730954	0.876127733552476	0.768293687737846	-0.728686064354242	-0.440514066934114	0.309620591355626	0.679203821496417	0.640639899271768	0.64390799934081	0.621399895817648	0.544141217332777	0.725326506943154	0.697592277565892	-0.161767978828347	0.0912624476050817	0.514109655098576	0.797804822699621	-0.290989553010875	0.0284045279244874	-0.225716198054763	0.771632846939955	0.620527974025562	-0.591722017926412	-0.220943389281102	1	-0.675009275663142	0.619373760208178	0.441176046849646	0.508617210748594	0.793086536616919	-0.183415852616958	0.806536818420114	-0.322986512859484	0.0752677632706304	-0.559525304663051	0.805213614400932	0.632903417338243	0.702368446535541	0.650032138341816	-0.173156045355218	0.326725380361471	-0.052693542120827
RHBDF2	-0.731103803956579	-0.802422835875546	-0.645528619385877	-0.743794568853787	-0.767349078056954	-0.707203164174229	-0.721134243318879	-0.80843381221595	-0.722163969823472	-0.710324859276986	-0.819204035733867	-0.826391180052551	-0.736258048202945	-0.734717466233031	-0.746315057064409	-0.591899777643243	-0.598891023253547	-0.818448046233119	-0.760857970779651	-0.56079788072887	-0.757206245656898	-0.720223578747501	-0.822132982082897	-0.677141201069055	-0.766014662994019	-0.688614565262877	-0.727512773665908	-0.573258933715834	-0.537965819765615	-0.632758616342769	-0.726553198038787	0.981715520625728	-0.66105989095499	-0.292647798265877	-0.372603157128986	-0.617071855612699	-0.52879037937564	0.940545281919976	0.689643487163638	-0.194930445744195	-0.340906523636959	-0.380627331564939	-0.144804197370428	-0.601641861955504	-0.692331287378074	-0.798649123960954	-0.781387651345971	0.458165620753779	0.492344220582386	-0.698914729561657	-0.447799220639414	0.366567933859986	0.270131448476152	0.747919220088205	-0.611313506097137	-0.575123768385388	0.939956576593755	0.701758702052615	-0.675009275663142	1	-0.713012876611633	-0.153205866103742	-0.05106176406124	-0.761746679385509	0.525134311976951	-0.807340141998631	0.697168188235264	0.598055848426997	0.823366252168511	-0.76369245889808	-0.14371477688252	-0.521005121799297	-0.621925108801843	0.614063063688666	-0.219448898298582	0.607606257897794
SMAP1	0.711360340064079	0.85417174998666	0.610316482579967	0.8053421456952	0.901866842525343	0.647094442506213	0.775206588562318	0.930175766371197	0.755292641545477	0.610578932755401	0.910621728078539	0.898165333187448	0.774750746657121	0.780975634165943	0.824197253734289	0.596066583247095	0.714327300635854	0.883680984479003	0.899369636879332	0.636752762432282	0.855992736944613	0.871066399201928	0.91283301072305	0.687022915266771	0.78466701942111	0.743563866442658	0.723239982581147	0.617231364124441	0.80570326781843	0.776247695184892	0.84529804537482	-0.707267745306439	0.735429175755506	0.512645084780887	0.59732794948385	0.647907765855278	0.524372659320122	-0.804890417934944	-0.190113964199748	0.713149203290152	0.382925112395619	0.726831172028025	0.339253610091219	0.822453257452039	0.894141164231142	0.910961690267969	0.935529866045997	-0.233593598789452	-0.137467460752876	0.828710767476448	0.616328627856039	-0.294577928746481	0.249735774298261	-0.258246566549192	0.841861596321028	0.615835997932846	-0.597286712133009	-0.508057132908353	0.619373760208178	-0.713012876611633	1	0.475284189464679	0.346441826326436	0.876417218507031	0.0304521120451359	0.81854625053159	-0.148404284452907	-0.32323605137701	-0.43155020994116	0.854269978622069	0.199084411627108	0.829821241907799	0.787464130130146	-0.208615645619564	0.61991779194154	-0.141160657402354
JMJD6	0.422331771488706	0.504544340249587	0.474736163250432	0.530337941618474	0.515541932213937	0.334180198129426	0.528201539914496	0.392715965978603	0.524820651509343	0.167671830469797	0.492595168589812	0.518488444947909	0.517823640022017	0.474827389686179	0.54437186899783	0.460438923294393	0.455475233882308	0.462421146558996	0.560659646584908	0.544115461779181	0.421735492116822	0.484905129097259	0.465087296972012	0.351399442110428	0.196555658969577	0.477065961305479	0.304966680924459	0.512091389070871	0.59048261617627	0.54512371226437	0.54154936772404	-0.127013401410801	0.514271426303907	0.0674785977265231	0.665620798585694	0.510318917099848	0.378121402346402	-0.171639356782351	0.191548105442967	0.558660009790678	0.384882339851739	0.510100240654664	0.252869101210016	0.581145397577013	0.509858619655646	0.443384969169698	0.429350288489776	-0.0571353151993623	0.324657815699979	0.328844134987889	0.529827861879794	-0.0484206144687622	0.510824707938619	0.276726340985897	0.564682236756761	0.499814053020261	0.0243094386255001	0.0471677509677588	0.441176046849646	-0.153205866103742	0.475284189464679	1	0.532600540558736	0.545482420104456	0.397284345714853	0.42339799391259	0.237585272128539	0.311948165026453	-0.0021318161491076	0.536075993673188	0.357291773994406	0.635306112219597	0.502246053280099	0.212857568721374	0.404491201489382	0.369084626374523
STX4	0.51835144308413	0.440219686805212	0.54121014887488	0.44729963227566	0.335003204180532	0.535104546089498	0.414439301657603	0.31866961746914	0.439715813276722	0.33074356345951	0.33659470254931	0.353672310506648	0.467686492775354	0.389414965772741	0.482671838698659	0.547414187581664	0.551273627617985	0.429110181866664	0.473975345857917	0.543392567419765	0.329585929400172	0.295316286662847	0.414656002222016	0.50945074511187	0.264833371440555	0.471119738978567	0.437493826699973	0.603909729877454	0.510611189521733	0.467022549514582	0.420610214015744	-0.0802169786159447	0.3204302638513	0.225929590781665	0.704120285131633	0.580453120882441	0.506655515794531	-0.14254271519616	0.0302987553415375	0.564428018049262	0.543152002442	0.594853566664922	0.610056241945723	0.492019511220109	0.222885048056298	0.416205219753628	0.329740890479346	0.496603190107323	0.475964051549525	0.236156728134445	0.660076879142409	0.262699213372123	0.542613327083253	0.387626170785017	0.548713636052713	0.422648463830398	0.11858181877111	0.245010894711882	0.508617210748594	-0.05106176406124	0.346441826326436	0.532600540558736	1	0.452335056679175	0.339502705631385	0.463156563433772	0.383243238226513	0.365129399687335	0.139280738048083	0.462381181554239	0.595932253643167	0.586949206269484	0.465644401634739	0.357844469809224	0.373248278086142	0.48784051943839
