""	EGFR	ITGB8	LRP4	GPR37L1	AR	NRCAM	CD44	GPR37	SDC3	SDC2	CADM1	LRP6	S1PR3	EDNRB	FZD3	ERBB2	FGFR3	AQP1	PLXNB1	ADCY8	S1PR1	TGFBR3	ADCYAP1R1	SDC4	TYRO3	MRC2	IGF1R	ADRA2A	CHL1	NOTCH2	ITGAV	ABCA1	MYLK	LRP1	F2R	LRP8	LPP	LIFR	CD81	CANX	ITGA6	INSR	C1QBP	COLEC12	RYR1	VANGL2	KCNJ10	SORT1	RAMP3	VASN	TSPAN5	SORL1	ACKR3	FGFR1	FGFR2	ITGB5	NOTCH1	TFRC	CELSR2	SMAD3	MCFD2	ANTXR1	APLP2	FZD7	PDGFRB	PODXL	CNTNAP1	CD9	SLC16A1	RAMP2	PTPRS	PLD2	CD82	CD47	PTK7	SMAP1	FZD6	PTPRA	FZD4	RYK	CHRM3	TNFRSF21	CD46	TNFRSF11B	ATP5F1B	PRTG	FZD2	FZD1	PLXNA4	MTTP	NCSTN	PLXNA2	IGF2R	SEMA4C	PLXNA1	PLXNA3	TLR4	TNFRSF1A	RXRA	RIPK1	CD99L2	ITGB1	PLXNB2	AMFR	GPC1	PILRB	APLP1	SIRPA	CD63	C5AR1	VSIR	LAMP1	STX4	AXL	HLA.DPB1	TNFRSF14	LRP10	CD68	PLXDC2	RACK1	TREM2	TSPAN14	RPSA	CD74
LRP1	0.959031032922694	0.728119501236075	0.937352134621102	0.946901309734842	0.741783610462627	0.93802207005732	0.956394096501573	0.973246530168744	0.975093526510931	0.948351990023552	0.937736392637895	0.584960156129402	0.696309210796858	0.896360717887837	0.73986791677377	0.730237215854653	0.907752567007259	0.957272473054185	0.950373391383227	0.364315139344045	0.811248361250105	0.926974973685039	0.89297479807132	0.931586354773311	0.890799005814717	0.934792134605497	0.706064282898794	0.250038988364186	0.943596535201988	0.854643578756125	0.988529532779912	0.82628894782413	0.8838218027732	1	0.861742589956599	0.981343273181478	0.939502799959041	0.897230046614108	0.960393736322684	0.931133759815053	0.968811434375646	0.673403641230156	0.923814466529548	0.453087339510151	0.857561993514157	0.605135033196138	0.907402344688813	0.940790121382181	0.886670900343164	0.873455216709235	0.934416962468065	0.797920498229772	0.782380573361463	0.932341356842773	0.942042605494733	0.900603985411867	0.789475159519636	0.929170866510428	0.935224799903257	0.683035207939402	0.912107202761355	0.745644891730872	0.966202395957925	0.913941452124274	0.761574311271637	0.923167029023086	0.860497942777787	0.942107742408451	0.845701660083132	0.946068409348213	0.455810783426946	0.802835250105389	0.96291229389523	0.964030571828028	0.689155860418903	0.883974553023561	0.837751694751625	0.970298104353706	0.946893396814359	0.8295726407207	0.872589369564405	0.951818367061246	0.851166993309656	0.937391137534954	0.959867910447072	0.654780547443589	0.834504064018428	0.949808742024901	0.892959226061451	0.953809339025936	0.952063561821741	0.979918512444829	0.917129516356703	0.689698263888593	0.934071767688491	0.929565854728452	0.75881244462227	0.973675658767793	0.854102330901674	0.912282560221171	0.982982900485666	0.765786301142658	0.889511979088857	0.808082847910924	0.849660275080495	0.822417325514719	0.944612955379812	0.956205689298083	0.961925021121268	0.372726252967303	0.851344238208064	0.985906299925837	0.707587754005728	0.570980140163869	0.637723085138133	0.949923586813067	0.975431156531188	0.489048366233628	0.410454169393923	0.69256044243022	0.451287867413976	0.603056728342996	0.834961483949331	0.616155083327562
F2R	0.84398241942491	0.908702174534515	0.935908304415358	0.894171367752462	0.941811983373027	0.936109144695197	0.944775876067092	0.89336541488492	0.906656251793261	0.899698996327799	0.939346712799062	0.853624294178721	0.826624706769358	0.958566734709872	0.937976989053726	0.907523999532445	0.958852167530465	0.850696094713156	0.961109668464762	0.711138636580843	0.843394132338179	0.947726738603739	0.972276001078934	0.952958885133549	0.878548644599619	0.904498085132714	0.896194441224649	0.671946713663653	0.932883997647145	0.93022943676972	0.894048346522325	0.909885194752435	0.907060776271327	0.861742589956599	1	0.811779956991556	0.907467654882259	0.96030019122484	0.803140036699637	0.944963034694591	0.914453296912895	0.845348376968993	0.863338027274629	0.712907007857985	0.898505584593256	0.752763179787218	0.92804968371708	0.787164182900076	0.865582269909216	0.908811058857433	0.908222660668277	0.671875863446231	0.923253072196309	0.801281267168319	0.887680337258716	0.939633722087682	0.925707813981374	0.888283035500123	0.931422260441084	0.686240786336641	0.947310394375574	0.85882006802835	0.93073249739557	0.889442660607523	0.866586649493304	0.859016960944183	0.925615037207983	0.87916658221947	0.968079190571683	0.887543483150786	0.639236061434239	0.93277528517873	0.919421197263225	0.879475927623716	0.911883103122583	0.863588891156164	0.942634801007374	0.930915751140072	0.834909489230265	0.909123710539985	0.877356445149969	0.755511991276185	0.809334732814896	0.765786772777077	0.748366412169135	0.804589441170582	0.833610907265862	0.771803982816084	0.891655931868582	0.931406922182232	0.908086786626595	0.89710462956342	0.763227261414122	0.789349480505228	0.958185499609375	0.888993597545216	0.590625723579139	0.772639354502396	0.885658852145756	0.660838989829348	0.865813331565697	0.628710077532804	0.794481446288603	0.946003706657758	0.936834162147203	0.917696006503584	0.821921896170452	0.842596424507898	0.843509722624069	0.172533534950492	0.596921029289312	0.853666759631496	0.435371124003056	0.256114091598506	0.298679664033364	0.770249026725007	0.855604797594894	0.146769744595719	0.08637735705288	0.448515784684842	0.117113711700437	0.277721703846815	0.59868315812593	0.249409374297872
LRP8	0.975829913060738	0.641962668428712	0.901312869979421	0.954154906634598	0.667574338597416	0.894388349704837	0.92397068290635	0.972841123355231	0.961887467739591	0.909140521673402	0.916370703120483	0.499534907032848	0.706266608389723	0.868557645149534	0.657671832684786	0.720872411468797	0.880711194626683	0.971999627791493	0.925685656657803	0.257639899707437	0.827125501084742	0.907569420810918	0.85184586121692	0.896039539792698	0.866285618526159	0.873700065318617	0.599362834092873	0.18638826259062	0.919098319253296	0.794435618827628	0.96217276070367	0.7459158409015	0.814266289601106	0.981343273181478	0.811779956991556	1	0.892899017292926	0.844326868709071	0.971334774325863	0.876119198806176	0.93050129271321	0.594142335996548	0.931727107809175	0.406630354101521	0.777369835501982	0.501534420757035	0.912351788160841	0.890849143631991	0.906197823724606	0.83153304397607	0.931322246733673	0.715570520750273	0.770785945176933	0.966488166187791	0.903341391703302	0.849854533830893	0.707296813019388	0.898880743137113	0.877101059019473	0.585727628773886	0.854765664794411	0.692399149801201	0.926746327981229	0.85397098136919	0.683479319907644	0.9399295211347	0.844152735253906	0.929957803919612	0.774264481949306	0.940288991875765	0.350888929756303	0.755485947498882	0.913633375066441	0.94038171087371	0.660732577503626	0.876516906737566	0.806126454772102	0.953410479994084	0.96255031838335	0.753831971927328	0.846671376713163	0.976661255954974	0.760648343016798	0.941580838537681	0.980759422643702	0.558496083980874	0.742741555591853	0.925394316625403	0.821503261811219	0.938097168028555	0.928967995036438	0.97229936075165	0.856586740900675	0.599098141436278	0.876006989886738	0.929824343212539	0.669134855188094	0.964751605639747	0.773709451208563	0.869904999581495	0.970576118124655	0.689432431315596	0.820184684319699	0.749370827639141	0.833011119172497	0.740051205444085	0.933588422730675	0.931060041833981	0.957898987990752	0.295431200054228	0.794121505639479	0.951151840827783	0.642945390629454	0.514823122112741	0.609731299267401	0.909684722174379	0.970237503555611	0.4409851813693	0.355063080975917	0.667379357369263	0.406236486297622	0.54955322097821	0.826411541537143	0.597862100665532
LPP	0.880952841721611	0.865289594127995	0.934411882700259	0.893281377852211	0.859289773135149	0.937185178776071	0.938615246048786	0.916199834069278	0.926449731135317	0.898640001403911	0.968418453889909	0.788313167070959	0.778944708032631	0.908111964755852	0.874288700102146	0.774279902648118	0.90791482199942	0.860149199762006	0.958115058743182	0.589222962595598	0.845398499597214	0.924683696821286	0.932513002259944	0.938801674829469	0.942944394381889	0.959084278776708	0.816965715954489	0.420168603505942	0.938333831674161	0.951878883567437	0.962844849835541	0.936759176921901	0.946828314675514	0.939502799959041	0.907467654882259	0.892899017292926	1	0.923029278855254	0.892456746608823	0.969155038908565	0.955119842302484	0.858739577243068	0.894470391595132	0.637923037843866	0.945911983084208	0.773475243475132	0.895920787352664	0.935110815508826	0.866484187602074	0.909397383158189	0.928422722551877	0.856142550893367	0.858840388975863	0.867413720493619	0.94671541055554	0.945328075198784	0.914881430793193	0.976383812665003	0.945995187741694	0.827548593197775	0.96418323218552	0.878255721568313	0.968630880241933	0.903431896261143	0.829011073848441	0.871230922160111	0.884267416591424	0.953610126464896	0.943170694113683	0.877746536094557	0.658898272605611	0.872744901752655	0.96419598966549	0.955800727784673	0.78333852361679	0.931573551389753	0.90831611968983	0.959228205371148	0.856551433791458	0.947343878781169	0.905397997802057	0.842451157774832	0.920240804090632	0.893539121402061	0.855184303233076	0.786297631865372	0.900729900784888	0.88890011439286	0.921109521309314	0.907063318407925	0.955016227864907	0.945152849269545	0.929407731898871	0.854254535210353	0.962678041512257	0.931592879118099	0.792992867007571	0.899654953563911	0.952693377314311	0.857168772437708	0.923227360909836	0.856490783484753	0.933198417620351	0.911771763192379	0.840615107317566	0.928148334432813	0.927137830751185	0.948164897980738	0.920130653654681	0.483698557972425	0.810684758426421	0.956797126420771	0.689553225003484	0.546517293352754	0.589377004508244	0.925312870241465	0.934598156861846	0.460397140364877	0.423182933695721	0.668582350084058	0.439868835861171	0.593900590180446	0.787292931655123	0.566466945616195
LIFR	0.864753679675238	0.923096361738713	0.980893676345482	0.899288588786547	0.927870614651996	0.986749599916877	0.980702518133466	0.896654486016242	0.939778855930647	0.961460377366015	0.933630268340066	0.803265067253774	0.711627848903666	0.970447015387161	0.920111437056255	0.78276259888895	0.970043152447457	0.88046493948067	0.960193422670861	0.638049137068475	0.824405677915676	0.966645460010223	0.975412376762055	0.97538228026415	0.861151161624106	0.959208219528371	0.87526596889768	0.521527988644662	0.970198087100729	0.93403127029015	0.931439125516758	0.925336426022876	0.912876395653546	0.897230046614108	0.96030019122484	0.844326868709071	0.923029278855254	1	0.801336662226132	0.966879213053335	0.965205223991548	0.832995816095271	0.834391235582567	0.577758495848344	0.915901654011355	0.810617349457256	0.914718946041191	0.831234125150468	0.807213020662805	0.938482464678283	0.888269024158539	0.696793670496943	0.865908682875645	0.799400617969006	0.950014387396861	0.958296049582144	0.923280574697489	0.870481017551823	0.946806186757598	0.746511481738239	0.960201476983966	0.819377925277811	0.963318966353675	0.927101026199164	0.930046688702575	0.843693817102149	0.870770430446654	0.872015262454894	0.950722788880458	0.86317255830475	0.697944432906677	0.891409897657817	0.961119380371932	0.88549505396925	0.822371271850886	0.820474179454772	0.881396222122429	0.930961894219782	0.877582635043809	0.915180312382764	0.92168854541225	0.789354196072205	0.827749785332496	0.816748575522127	0.764342365183331	0.77396132002406	0.912848137898074	0.787742673288663	0.939006734375009	0.933268470280542	0.920277674576128	0.912589020533968	0.802870781526884	0.821086697003876	0.975962323885557	0.861649578126326	0.678210900243816	0.796755672558775	0.914088866781224	0.752303857794899	0.900278494804242	0.661315504109919	0.795574186532815	0.902118002481173	0.925732511109802	0.950268291206434	0.821575504443068	0.838814888066371	0.825944558692389	0.208575206170898	0.679350301718199	0.90377309745804	0.502937304370249	0.324090513526145	0.338608954260191	0.845724765733209	0.891232672593909	0.210077429857119	0.160469179678287	0.435606456599563	0.173475080751864	0.352927086733822	0.594046381486257	0.296710252922449
CD81	0.964401125356861	0.605734713335611	0.856908176078282	0.945818810555875	0.652249809793839	0.842782623860125	0.889872283416678	0.959533354757276	0.932697637721124	0.850703324518751	0.912122544672695	0.503992724150136	0.766499021648644	0.843534464923333	0.637593465879557	0.755501434318752	0.861134447045463	0.949414098270322	0.91130086528246	0.252427756109543	0.826900723689725	0.886193783587306	0.826211406536201	0.863276013768802	0.863890049222861	0.835814496827498	0.57059699358042	0.227017973697834	0.884921619205424	0.779004326790282	0.939756023956152	0.732540426471011	0.786102735747804	0.960393736322684	0.803140036699637	0.971334774325863	0.892456746608823	0.801336662226132	1	0.846258507875806	0.89040875567502	0.596142088915919	0.97083296029535	0.456510605912508	0.753817717457044	0.443004096933226	0.91292062390314	0.872949714191233	0.941777451302129	0.789789381307352	0.926492033156873	0.738925640515186	0.805284310044459	0.972602919481008	0.849812775019079	0.844026276329911	0.6883794099879	0.924908438153603	0.837709123462177	0.561595860465881	0.836200077726577	0.69083750495794	0.899524919085484	0.791047975094225	0.621504821998727	0.951126506684705	0.867526130131187	0.957662483368339	0.763344062144221	0.934186319728356	0.301328352038051	0.763182341268161	0.886279168625372	0.954134275032881	0.686365295787786	0.925465333558296	0.808212890556362	0.943409035019273	0.92813534664708	0.751704280242514	0.825247415345113	0.966871529899573	0.753171147294476	0.925891872353727	0.986378167134128	0.533936299541986	0.712015569094563	0.929317382384155	0.7651074628452	0.909771053510242	0.931235631177035	0.950892659779586	0.844415166581188	0.592820691523943	0.858316909925751	0.954843520121248	0.658108723204407	0.975152191288349	0.750858264347092	0.856680306962434	0.945376297292222	0.721816705580361	0.835532393895677	0.747027296074797	0.820586892748796	0.70843125527068	0.932357577088248	0.954100727652283	0.990911733575237	0.338901146697028	0.792645206312256	0.927218275830464	0.633934126991337	0.56454844178363	0.687795120060312	0.888169442082037	0.971189247462092	0.50013629062698	0.388994856640076	0.767617579342956	0.4740465735726	0.564494419156375	0.893261994925549	0.659525413761884
CANX	0.877940024242587	0.921301988345606	0.975214928455456	0.902036689056044	0.885958183596389	0.978471487767446	0.966992298253203	0.918186677612015	0.947215659542517	0.947692382928455	0.966607873422473	0.817342315847286	0.746323818630519	0.928932625782683	0.922874452250264	0.78568518864942	0.927831065009826	0.876263285666757	0.971466071586833	0.653168625806809	0.845545561558567	0.94955674539669	0.974087000645729	0.976942888499656	0.939932459344464	0.9805306498505	0.872657257329521	0.455322024250257	0.968598976094261	0.960568873473929	0.958475185747811	0.932376656782107	0.949790456510183	0.931133759815053	0.944963034694591	0.876119198806176	0.969155038908565	0.966879213053335	0.846258507875806	1	0.972751847726064	0.828992838610964	0.86855647221814	0.65642500083328	0.946433740943472	0.822861739852144	0.89686303745786	0.892346952646824	0.844354097569937	0.949198252775536	0.922491375658687	0.775602635714123	0.850582691097042	0.834607561575197	0.955391879940118	0.952801021393738	0.931977695811199	0.929423816399428	0.982538062480628	0.790302677609641	0.98462610369619	0.895273752125811	0.984535422662837	0.956018272861475	0.865853623185096	0.861547900404016	0.877680236771878	0.902224332186946	0.963667352170582	0.897262435648831	0.69628795201886	0.865373862594594	0.974306222408923	0.905865370364772	0.806635047907064	0.869643242869438	0.922119270184531	0.963918663922689	0.868841506765746	0.932794277786653	0.928138819788663	0.822821511293454	0.885821224979783	0.887047439449829	0.816848014519583	0.804260710595241	0.901040053943887	0.84431061491111	0.972756696743615	0.944785889149104	0.943883472364019	0.942354480783533	0.886330908139151	0.814483740017203	0.980587223806594	0.891223433167814	0.73517137860085	0.853167736070409	0.960163475417455	0.804502038864287	0.926042002639557	0.770115250240538	0.88204947067376	0.926152472944119	0.856960528927136	0.940714544209392	0.878476780058433	0.891497052516762	0.876169838499831	0.341533712139584	0.752450809877042	0.944903525501765	0.609422486855734	0.420151985818188	0.455816801811642	0.901409740929046	0.904149077080332	0.327314875882285	0.280141021973373	0.533073850188325	0.291300519157153	0.481544850769464	0.682681603206345	0.423892333925558
ITGA6	0.918436403645015	0.848318585108628	0.980018776931484	0.921864304158919	0.849104787279652	0.983606405477483	0.984718659741949	0.945147110807021	0.975195141719745	0.975798975127535	0.946912269532867	0.705629138474232	0.691339968826583	0.94055540136586	0.841926494768478	0.742348282611153	0.943278181964278	0.926239298444636	0.965278883241525	0.508357114272798	0.835899788415409	0.960279289765077	0.953684941820581	0.976776974308425	0.901426856423679	0.978089372113104	0.799829165349926	0.349559837467078	0.970001540533756	0.915856403548944	0.981866779642657	0.898760353766399	0.934349129422967	0.968811434375646	0.914453296912895	0.93050129271321	0.955119842302484	0.965205223991548	0.89040875567502	0.972751847726064	1	0.76767640525502	0.880096879119732	0.506715976747674	0.920689732422458	0.751022013897243	0.91481591379737	0.91769790561868	0.844269978933349	0.927392661429898	0.921304548102705	0.776256307383256	0.817400023869867	0.868712923829952	0.978641358123681	0.942091247475468	0.876029184812441	0.911723316423383	0.966891056029394	0.761756548000319	0.961379662449781	0.806665787484831	0.988518347701236	0.953793273926089	0.869382308547072	0.886789343609618	0.851266607213047	0.925520395430525	0.912606127868307	0.914714784254977	0.620249054925233	0.846733824953203	0.984819220766705	0.94180692621436	0.735659659965052	0.861817486147753	0.869125852336112	0.967208562142664	0.930093633838691	0.900760464375028	0.912430329134495	0.880356446743803	0.866118664381781	0.898805022246363	0.878257504217792	0.752992624133063	0.902133196022762	0.89617423546275	0.948526621963972	0.952794421758164	0.94811802286957	0.955771422388772	0.895001886081731	0.780402700414263	0.973772077461268	0.911331906749634	0.754463468274794	0.904677285996029	0.912938730712712	0.86525206226655	0.9631109000334	0.754902014057982	0.867673817653938	0.870308970596527	0.888911546657233	0.910719733367213	0.912830835963935	0.914313421335819	0.90582963329506	0.326587661762877	0.79817880568431	0.978044110122191	0.649345453435765	0.478644070237858	0.515827664089023	0.933836749230621	0.951514304264159	0.384804195740156	0.323748949873677	0.583494432149121	0.347290430422197	0.51983422381395	0.73481889110595	0.483735654648867
INSR	0.600528123909324	0.907742410989385	0.78141906424201	0.659375765338381	0.923094327973155	0.794654686589194	0.76927959494762	0.668741162506725	0.688153107003858	0.703486377562395	0.811681522837508	0.924229489130611	0.709166048582347	0.83268176376684	0.909766530176143	0.733377055615143	0.799796990551899	0.580627037803931	0.800310119606129	0.808055745510357	0.738881524021538	0.780562044719891	0.830925875387011	0.788855541086746	0.772083608123182	0.811641892319408	0.85434284001396	0.687767817683242	0.76749231330362	0.914807297271496	0.740768129749732	0.942931318006902	0.851577318401735	0.673403641230156	0.845348376968993	0.594142335996548	0.858739577243068	0.832995816095271	0.596142088915919	0.828992838610964	0.76767640525502	1	0.663188804060271	0.696396232635148	0.891195986834661	0.855335881747898	0.741270739663415	0.723281656806826	0.642047260764294	0.791091393701341	0.746293537101487	0.736925966154092	0.80338124722438	0.598113286740125	0.807861254939695	0.864483987334241	0.943031294682687	0.80849363564159	0.788434319188729	0.845949657045464	0.855937863975982	0.851850033186654	0.800154028156725	0.733981848184976	0.858285188393881	0.612828949152606	0.746513782603757	0.766094934645673	0.905500081990841	0.605457348090605	0.825676838352464	0.870635794686106	0.785199254771159	0.764968629541596	0.829065814763708	0.771867496404424	0.817207579722115	0.746196853171557	0.592115663299186	0.93061668516036	0.747988039080437	0.501186137848604	0.820808392201165	0.597492558269544	0.516609709688428	0.843748798540934	0.822753606552757	0.612270473421232	0.779167483100938	0.701133046623382	0.749904909175912	0.70890434592807	0.717619652738758	0.943143215813861	0.840699296573065	0.738917507047824	0.671197816629685	0.599368664055351	0.896674151036545	0.578873353220455	0.650956174197257	0.740750697298178	0.766856860866256	0.889621032148727	0.769012809491858	0.917928193122734	0.687374149450354	0.731730964542317	0.659177730412643	0.423718894660818	0.559170726281476	0.721386356815094	0.471526027779722	0.338953039300816	0.307699117442474	0.680359117336421	0.699292161805717	0.236084525009222	0.263119994919261	0.426460229374608	0.237202335460117	0.374282519243499	0.499894737109312	0.278963589362867
C1QBP	0.956998660238836	0.682296199440066	0.881778583385243	0.964355533218978	0.727304076117739	0.856816843456971	0.899670432947979	0.961161290277352	0.932636110342307	0.838429593628343	0.942505296670687	0.614165962127559	0.85912036148233	0.88528999188509	0.717953638700917	0.846832406891746	0.894949220857997	0.941435855579802	0.938100916747075	0.378149137983487	0.9000519988581	0.919425525373419	0.877724312369971	0.889327090738017	0.898030976004684	0.829533736105631	0.623490995657979	0.369993641414323	0.908832705178148	0.823561348908022	0.916179353136141	0.759103487842455	0.785121879821751	0.923814466529548	0.863338027274629	0.931727107809175	0.894470391595132	0.834391235582567	0.97083296029535	0.86855647221814	0.880096879119732	0.663188804060271	1	0.580034050042849	0.758660150859509	0.489917566551655	0.955119550025026	0.802796294667188	0.970652895935856	0.807685656955772	0.951202133860111	0.668653247990074	0.892352734568176	0.970290442231533	0.838984467552293	0.880362808456225	0.752894826295022	0.926768697164569	0.845148627790633	0.53322713153623	0.860347545744705	0.768536950280246	0.902572089262535	0.78549808652735	0.639872734033917	0.965393157256308	0.921004741173464	0.952244336006344	0.812903556157631	0.935340172847842	0.3633576060295	0.822491013003811	0.878354494445529	0.934122179231118	0.803754392072606	0.950616617405315	0.880487512266134	0.954413662122636	0.911011388660939	0.783053467462588	0.867530788464818	0.92439994907843	0.716601395360118	0.907542634868894	0.933692806561272	0.573483369065097	0.696163192238759	0.855913492565896	0.768528140271118	0.921866350255487	0.941631323814093	0.946787007386817	0.775384447407443	0.614791571719776	0.873145963622788	0.966729452516523	0.569488796627198	0.917046236858893	0.768082447274639	0.76116554813166	0.92429630090691	0.662726176725498	0.796222936219168	0.815846412542008	0.863582722356395	0.73978151687602	0.891890073606818	0.918061067443752	0.97086456350377	0.223358649569047	0.689463244638274	0.884827748454206	0.497878367318886	0.418530908603541	0.558987002635018	0.826217563253651	0.951448439498281	0.345619039347154	0.227774675525705	0.678959886272494	0.321606527517191	0.410392733982778	0.817890256835082	0.515971521279758
COLEC12	0.461521916875535	0.745555761775517	0.561909202440401	0.534879380585495	0.697532401542887	0.536706556975979	0.537330508235186	0.515713617160216	0.508937611082332	0.447110370334943	0.693439727940126	0.865337610212821	0.804847664988543	0.57234008450158	0.802932489966584	0.766244039938877	0.570070439090204	0.425687435432645	0.646175799145001	0.836530522783149	0.655701760588227	0.582008839344021	0.69197544454892	0.632008210366753	0.735290703650579	0.564250653843096	0.713592078510728	0.682764903483275	0.585788989009741	0.701367653115383	0.518011716021392	0.654075271399634	0.631657334976523	0.453087339510151	0.712907007857985	0.406630354101521	0.637923037843866	0.577758495848344	0.456510605912508	0.65642500083328	0.506715976747674	0.696396232635148	0.580034050042849	1	0.633845361459123	0.650551777428887	0.608516709438558	0.418292299326591	0.665010235616786	0.67695624840973	0.620581188620639	0.401272818012583	0.766567658790144	0.482098439691707	0.473443792659594	0.621759669056199	0.696052151045789	0.664996581026237	0.598917231228169	0.533256642906544	0.671458580485788	0.79615498674982	0.573730586390183	0.509248220547353	0.488177685723892	0.541795676246033	0.71437248849308	0.578469143676467	0.750686872080181	0.565693345655876	0.602995159561167	0.651034653170881	0.546686393739735	0.504755569383688	0.766373598076883	0.669563828714542	0.765367256352909	0.618376137678565	0.414941006309421	0.692707079911009	0.614221500739203	0.357126860487565	0.525252520503924	0.48087271591947	0.363421818572799	0.672653417086247	0.463335547058004	0.363559174505271	0.605568229095142	0.56973548726678	0.601542159517173	0.546329550218483	0.459339491948129	0.578443585082585	0.611849958169046	0.619355830110306	0.235522399661826	0.377534460107148	0.662942860565979	0.231165993578315	0.460149336400814	0.451560666975575	0.549308115880666	0.766713792410226	0.521738414229738	0.650553112316958	0.524746462198648	0.516326095501017	0.526548814267777	0.157967809343894	0.216616862713044	0.455283505341462	0.106731696124883	-0.0300228186290941	0.0605317435515738	0.38172178797564	0.450682622955107	-0.0695516299980221	-0.0861140534401309	0.214295135618492	-0.0648647539238508	0.051322186084324	0.300000427927407	0.0322652397234062
RYR1	0.745075778324427	0.91535408727048	0.899214855207804	0.769209945578978	0.90504328807649	0.910907666967347	0.897673992527727	0.809938772989243	0.841624738507329	0.874519072779397	0.890034717903363	0.84623794696184	0.670325772358633	0.872895600195553	0.916088750627983	0.736974441362161	0.872673079422605	0.744269933714023	0.89395068937368	0.723171332558609	0.758245122115242	0.869005290106099	0.918409049731875	0.9121912528476	0.859245878836417	0.952914585946033	0.897316945237461	0.507135123179561	0.879065345025918	0.943057406912933	0.899688757274039	0.970731338801263	0.959766545725263	0.857561993514157	0.898505584593256	0.777369835501982	0.945911983084208	0.915901654011355	0.753817717457044	0.946433740943472	0.920689732422458	0.891195986834661	0.758660150859509	0.633845361459123	1	0.868920160182386	0.810397541898314	0.89155519206901	0.737582842736627	0.915648670894448	0.834895148266031	0.858074047811001	0.792852764608693	0.707237416747575	0.920086450331042	0.920088919023959	0.942973205061668	0.896433925949343	0.930555516922692	0.892056712252137	0.95729418132024	0.867292545552738	0.930583825528094	0.914056915133244	0.903979839183688	0.738840488398869	0.780326343487116	0.858753529205178	0.949155591784504	0.795013030708303	0.793012890528361	0.880736634626151	0.911269474944797	0.867478670575365	0.750113970464126	0.818006014971946	0.86250212409481	0.875878968113455	0.767564661444788	0.951259419229972	0.822622808360646	0.691371257150981	0.932392939698576	0.755714637876975	0.716204878677642	0.897343925610045	0.920510971360947	0.811188919273708	0.932847689260573	0.853048806361817	0.851327260947779	0.843252139718876	0.889837303234212	0.896520656941573	0.949419691656296	0.825968598137834	0.808493994227824	0.786139655968316	0.965554755011707	0.773967481366968	0.819702924168392	0.842979751576005	0.903351033877396	0.916015690115685	0.80526719512151	0.952332178785997	0.841663266958323	0.875390848200055	0.80676413554778	0.495469441259421	0.756177252566775	0.903869932922151	0.675271654514417	0.51038981245384	0.493643038700253	0.860855013026098	0.829916501101995	0.417159103378074	0.407307247427259	0.569781284566145	0.394880756394252	0.564951623138807	0.671237331757558	0.463081650874191
VANGL2	0.501120330731098	0.944466718643583	0.767286853185687	0.545646362056527	0.85146701230949	0.781482980461171	0.72658473719019	0.55737083122044	0.64605028451437	0.713935267124347	0.723439083174339	0.892873648491801	0.505154517946591	0.713659920338578	0.908347122012236	0.516096977350703	0.690425782000035	0.501030403845345	0.712800213965037	0.837194046250939	0.604036473364302	0.703400600376298	0.807207923998	0.779366607319769	0.729183535868699	0.831617967351503	0.865216233904848	0.488069907708325	0.737204436594102	0.844857201013363	0.690064502613655	0.873766542261618	0.824012661140915	0.605135033196138	0.752763179787218	0.501534420757035	0.773475243475132	0.810617349457256	0.443004096933226	0.822861739852144	0.751022013897243	0.855335881747898	0.489917566551655	0.650551777428887	0.868920160182386	1	0.602723897933854	0.654658709906282	0.485246188984515	0.824722973898598	0.611452222352714	0.630395013228225	0.645459429673812	0.431602272518508	0.761414810758972	0.774267844663646	0.869436210286516	0.672134925893664	0.774321586173875	0.877602745935772	0.830380491495731	0.815023517354833	0.757587104685582	0.763974464825023	0.86127698419701	0.487300832166708	0.577737592060086	0.610168574344729	0.855675065976253	0.535003987119963	0.95492695711778	0.696622124983338	0.758268572423953	0.610432906621175	0.620493325238059	0.576774508955543	0.697843642491804	0.674998844220094	0.536994435357026	0.868061128108355	0.752649762787272	0.415885069032834	0.767686290823868	0.579703361674719	0.397833952625456	0.84338927645845	0.845432515120697	0.510699817131945	0.864374269048565	0.633442893572853	0.665514328034628	0.619157459963271	0.688300192397132	0.862000441003233	0.789707502241643	0.581677711340194	0.632723815429798	0.477773320152808	0.885697232948549	0.548155042918116	0.60259132035468	0.666125338310427	0.681680813965348	0.792571109765903	0.609967680268364	0.907095642508057	0.584972248180493	0.575697187929954	0.505429427164203	0.363869174152503	0.522107481081547	0.682999446635695	0.43583289847262	0.23743824113664	0.181117547032387	0.656624371174673	0.578842942838546	0.159713843185093	0.199243060200265	0.22334491041783	0.141392485425537	0.34467266855347	0.311203157078177	0.159464043541824
