""	CD3D	CXCR3	CD2	CCR5	CD3G	CD8A	CD8B	KLRD1	KLRB1	KLRK1	KLRC1	KLRC2	CD247	DPP4	ADGRE5	CXCR4	CCR1	SMAP1	SLC16A7	FAS	CD69	KLRF1	TNFRSF14	ITGAL	PTPRC	ITGB1	TNFRSF1A	CD44	TRAF2	HAVCR2	RACK1	TFRC	CD96	SIRPG	CD47	IGF2R	TNFRSF1B	PTPRA	ITGB2	PILRB	S1PR4	IFITM1	TLR4	LPP	ITGA4	CD226	NCR3	CLEC2D	PTGER2	ICOS	ITGAM	LAG3	ATP5F1B	TNFRSF25	NECTIN2	TIGIT	PLXNB2	RPSA	TSPAN14	CANX	VSIR	MCFD2	CTLA4	LSR	PTGER4	TRADD	RXRA	LTBR	CD6	JMJD6	CD4	CD86	CD28	NOTCH2	SLC1A5	CADM1	CRTAM	CD9	CD81	TLR1	CD163	ADCY7	CD74	ITGB5	TSPAN5	NCSTN	SIGIRR	APLP2	ABCA1	ENG	CD63	STX4	C1QBP	ITGAX	C5AR1	SIRPA	LRP1	GPNMB	CD46	AMFR	SORL1	LAMP1	LAIR1	TREM1	PLAUR	MERTK	LRP10	CD68	NRP1	TREM2	ITGAV	HLA.DPB1	NRP2	C3AR1	STAB1
KLRC1	0.730521636677618	0.861302140231549	0.779935986122372	0.534640157930245	0.654425327715128	0.805738644501242	0.623086825873316	0.74886438330593	0.851659266560233	0.791241190864474	1	0.732498522871751	0.95445302369489	0.658628999767174	0.807951931855392	0.661195923910338	-0.61473816268881	0.100586556833904	0.678722436022548	0.203212829653207	0.88906191930492	0.843332471630545	-0.200535687114595	-0.13294910586273	0.596182487834847	-0.331879169719242	-0.537832697511674	-0.39760884295375	0.419229120095859	-0.385088351114529	-0.0349729646433592	-0.475302154169158	0.851457232337058	0.820454497680962	0.146432837751249	-0.780891259025153	-0.294260545249706	-0.127804410779865	-0.398777279116205	-0.0846558816759486	0.837374510598273	0.876513857805452	-0.637346809327539	-0.0929130409690735	-0.167839572353022	0.577335916901005	0.778362658483296	0.601596295337012	0.836935914187513	0.80414848241225	-0.536146925012981	0.634455579158111	-0.0500293421009575	0.659948551968557	-0.51897119405659	0.633442844329972	-0.55163773663361	0.366111416145262	0.0272966547107923	-0.571329388506005	-0.289517294409639	-0.142101253312345	0.397230814457687	0.647964333453367	0.204634315962443	-0.0203994356661576	-0.225632267316957	-0.581979637238791	0.889816657882138	-0.265159675814107	-0.434458137508946	-0.490016280765069	-0.238537962316777	-0.207906237857997	0.0349242092466962	-0.613072248346312	0.656768396176215	-0.581608789448819	-0.45622191804701	-0.518159685915217	-0.553984322497233	-0.274952434136325	-0.346611012252423	-0.632032432881379	0.463633532230403	-0.557026796219869	0.579684436697949	-0.595916982137745	-0.735445643135019	-0.475897769806612	-0.389675160439213	-0.503175458554008	0.0763830217816049	-0.452745904509749	-0.593497850092287	-0.524021099446128	-0.64834630408087	-0.659778263964034	-0.260447930360651	-0.650408175163776	-0.502609168950909	-0.583201660685432	-0.447389265436085	-0.563029637874747	-0.490678092716214	-0.565455413626745	-0.190844369690356	-0.611072078409477	-0.620204463743079	-0.438542495852361	-0.529556752870508	-0.302525153525031	-0.608918010041987	-0.513803261297285	-0.468823464416984
KLRC2	0.546657674406469	0.796321967468224	0.688310521609444	0.25927222845844	0.489389915721765	0.598668756678111	0.46166608210066	0.564138848059577	0.874282224138009	0.642763224427747	0.732498522871751	1	0.777834290826941	0.472121995518121	0.66986565169888	0.680157236053105	-0.480045672699496	0.405065775654375	0.765730298891131	0.406976651194159	0.806121730103344	0.629171072290105	0.11876428095843	-0.35466814570827	0.615401729287014	-0.26067633050766	-0.41551288540419	-0.285455124106144	0.343202508779913	-0.274785562806845	0.289631308006583	-0.427081081325804	0.761544065810429	0.817592625817692	0.193785390253873	-0.628764110089732	-0.301782991416467	-0.0474216168420158	-0.287166509537754	0.111807347951064	0.586908340759096	0.713135872078908	-0.55980400363811	0.0862598556621186	0.0127321524623207	0.80085164983722	0.851030233740252	0.510672722370669	0.812376279013002	0.741887920317857	-0.440592485284434	0.275052474446383	0.0371444968692617	0.58780012515405	-0.391452813900863	0.608151575627307	-0.450424221007472	0.611585743255775	0.00137273887292875	-0.413747852536194	-0.120027618928105	-0.0513882484153382	0.495786580341521	0.724937145546745	0.441924578912334	0.0540615047423471	-0.0939658155954483	-0.481252676058772	0.635546253561486	-0.264107749738937	-0.292103700892682	-0.351566405130284	-0.189659638338307	-0.36284120230479	0.162617584664481	-0.537838729464082	0.823569463889642	-0.519719130445434	-0.360354378301201	-0.407521364665281	-0.474215935242151	-0.224469503205222	-0.174572332243466	-0.554179099151259	0.363419732895606	-0.448827289681833	0.618058669033254	-0.508949502785164	-0.670532334581308	-0.375969598390753	-0.292772259955521	-0.442665798653811	0.346445105868887	-0.320312364452508	-0.52670415666886	-0.419251135686863	-0.607819904699433	-0.599854672692935	-0.144566930796543	-0.566504254594414	-0.279221608276717	-0.447395922749439	-0.286097385898767	-0.465093612944495	-0.356217924350547	-0.508297202375779	0.0519833885037783	-0.503166516874647	-0.522186501052438	-0.326043969414852	-0.455117327839493	-0.132122503803885	-0.515029513293901	-0.411760909394734	-0.396891253235928
CD247	0.864439430998966	0.962003333768042	0.918465611794333	0.600202562664322	0.800884822075689	0.919168968484146	0.768477907053675	0.864801969062667	0.917908131860587	0.903837512002403	0.95445302369489	0.777834290826941	1	0.781300869921036	0.908785183510282	0.787876379639843	-0.728294929054102	0.0418691998748235	0.775750056832527	0.420344417216657	0.953569377459593	0.811888875740199	-0.175568988386103	-0.185041185563275	0.616132155558097	-0.459372918356903	-0.682003697818503	-0.514976830865476	0.231239046786719	-0.503784253667857	-0.102480859775325	-0.523358730935544	0.955164653758381	0.943914756569696	0.0692677160823936	-0.850793502547012	-0.324449638792025	-0.193065801909683	-0.523851643174619	0.000260089679556368	0.913204746198361	0.96613486127545	-0.764189671131314	-0.169806597986622	-0.232683412840238	0.721484009085647	0.885042477333626	0.744231177129451	0.945331436210756	0.925749166904625	-0.657515935476292	0.717779733747146	-0.201001900149646	0.82219787405676	-0.677242804815699	0.811892592356719	-0.669026803035299	0.313332203657275	-0.0663225899263654	-0.702258040529265	-0.376779345933484	-0.283671780575031	0.597972291651965	0.790784826989865	0.277207821082877	-0.0546049689387968	-0.378020189456401	-0.707997073527707	0.947786632695629	-0.334467957425419	-0.540138901168607	-0.619932531550026	-0.223484995739762	-0.349520662514737	-0.0766677087204328	-0.730308887486248	0.820375246782869	-0.693928114194605	-0.58762040034487	-0.628752180007428	-0.669996558589206	-0.398293813710126	-0.460565047598287	-0.745715373969994	0.482958218477221	-0.689980944909036	0.604304278924412	-0.727353881554362	-0.834276870671947	-0.604161952766752	-0.541155675679877	-0.622028785252598	-0.0173318393119979	-0.460440494587758	-0.663077114825652	-0.648709655772624	-0.754214322838987	-0.754321956332551	-0.384741383376215	-0.774150936014524	-0.567684001023278	-0.705405939227701	-0.557429491365376	-0.697194662226255	-0.620498248639218	-0.672322962469201	-0.259472409427478	-0.725172672534242	-0.735310247177296	-0.559642763411154	-0.600576843001108	-0.396585095066905	-0.732918681528237	-0.636246056643095	-0.584798853079649
DPP4	0.90096022117505	0.81365522080317	0.873161264414574	0.612965094574653	0.896157303147302	0.907594303169267	0.880116418562748	0.899214614360383	0.62982222506544	0.88854229700443	0.658628999767174	0.472121995518121	0.781300869921036	1	0.844066165917325	0.694966526680364	-0.838288316319798	-0.33382390497864	0.621700888046232	0.599207604223087	0.79250521387191	0.455731918910938	-0.32164561906809	-0.113963316291168	0.389064613921057	-0.624771084102763	-0.74692385957382	-0.646167743421613	-0.0667464587556162	-0.700006023329667	-0.423422504836877	-0.523642835655975	0.837408292807896	0.809227325803587	0.0821843752211731	-0.815031944749205	-0.386979170295165	-0.109256408620386	-0.714281567541442	0.241044645827729	0.874599081866977	0.855577947803571	-0.795914027465864	-0.318985343409843	-0.40622245351121	0.507545810720798	0.667726961763825	0.80096699259481	0.80359901042534	0.810066643373298	-0.820746336512902	0.856729107294011	-0.311220108289215	0.864645960084008	-0.828192433724286	0.864581328289417	-0.77735609038394	-0.0431693279437027	-0.347920657939229	-0.731649226691117	-0.566638752164226	-0.505140175117664	0.704078290198361	0.615837279913856	0.141708768146687	-0.144455000290995	-0.741045363599742	-0.744984158455092	0.867317116376146	-0.215306321514614	-0.72818874173531	-0.809646961206899	-0.228175264998303	-0.25584057701197	-0.311468513098114	-0.669142270535335	0.720949271131922	-0.626783039785142	-0.746307003153355	-0.767049432363936	-0.786072781643439	-0.571336491612908	-0.657618314196407	-0.831888959003669	0.551629691019703	-0.754293193283522	0.408563400542161	-0.781221353722835	-0.832356902322794	-0.778605430964571	-0.570346463576972	-0.700558176727398	-0.256590341665912	-0.608183219546615	-0.726559617625478	-0.795918080484341	-0.765879500690008	-0.808329553590164	-0.576500203229928	-0.822612255827039	-0.637227366122401	-0.819084877205298	-0.719161362760063	-0.857982681630443	-0.802206505103596	-0.764301407645652	-0.477592390084118	-0.852438036542492	-0.822308934159018	-0.716153554504069	-0.478222879491865	-0.626327567948661	-0.703223058079467	-0.777821386824158	-0.722276670300902
ADGRE5	0.947173915473163	0.928859430987572	0.953005297562465	0.660721393182626	0.915329696301407	0.943776664685606	0.905762532555537	0.894451042114687	0.794179256357167	0.948262970928259	0.807951931855392	0.66986565169888	0.908785183510282	0.844066165917325	1	0.907989881570557	-0.723981120516799	0.0319051072710035	0.717178798046368	0.647931361943268	0.954683861932394	0.595899000794232	-0.0763481238719762	0.001304804065654	0.714333646668994	-0.387010422795048	-0.658269313427963	-0.414362799857717	0.142340742397952	-0.442082923956027	-0.0637462875634335	-0.425917348919939	0.940961287364574	0.910567918535822	0.0345604655898864	-0.770711153102005	-0.138693919867839	-0.2142988256308	-0.440720563879629	0.0963896038119139	0.940806389985109	0.94679004416096	-0.742463063808111	-0.234251317636203	-0.0763689408821282	0.690704993585501	0.802436358346349	0.903499015062851	0.918747521728854	0.924499443068274	-0.607793984740428	0.845605025702733	-0.179348416058451	0.89530328073995	-0.651373208202698	0.903159428491972	-0.599983225249455	0.315091441668734	-0.0364037230806154	-0.667977016117237	-0.262581470440333	-0.285110772078597	0.771766617937191	0.783442675818405	0.478709754379868	0.094899787543304	-0.397420778261332	-0.654072078057729	0.944924426156517	-0.268667774585753	-0.458589923445469	-0.591021734440952	-0.112345711444074	-0.336830134961162	-0.0125542765573108	-0.703671941502246	0.86712251116141	-0.7005628731206	-0.541301945386573	-0.57619625584128	-0.609859550457535	-0.305468473926619	-0.392687154346852	-0.70717476532874	0.420380262728062	-0.627357125317203	0.702861739623888	-0.672473232835929	-0.830355436236856	-0.542842621508325	-0.546997764616325	-0.576300748416856	0.00540856772132905	-0.380047094919733	-0.594478666113894	-0.601670171808646	-0.700084478212441	-0.748256079353883	-0.332031351835298	-0.781686222393301	-0.474110956628507	-0.665699341984419	-0.478485824534757	-0.642451839491142	-0.572743481565496	-0.613602181838033	-0.26829152544364	-0.691902835393143	-0.665823435969865	-0.493640369858658	-0.561080501438313	-0.323549399898405	-0.708807293326017	-0.578496649616444	-0.525255161580453
CXCR4	0.868002591049594	0.827420534360091	0.88101735736139	0.709002369097939	0.832946303975002	0.830323002270278	0.831034408414188	0.807080190936465	0.687627333508478	0.875824971517636	0.661195923910338	0.680157236053105	0.787876379639843	0.694966526680364	0.907989881570557	1	-0.538396609940121	0.251011787113594	0.585360903798414	0.743875544349788	0.892327056071457	0.46770920157072	0.153396104165609	0.174946129343255	0.841243387351381	-0.213888892787804	-0.555365045752299	-0.231419010294123	0.126511304426518	-0.235011138960273	0.104329636335197	-0.262600009559471	0.841363639762972	0.830983573489302	-0.0454017177858503	-0.621639355691904	0.111996313684192	-0.265024784501876	-0.235680728424239	0.0866668263967099	0.859799544007952	0.808525923462859	-0.611278978281911	-0.210606815748844	0.112152383411331	0.698495279423999	0.698393356114007	0.892934494999425	0.829356992107539	0.820586826876712	-0.404598790683582	0.723819217328078	-0.152973053024459	0.810270500617257	-0.480950273395601	0.856997803070778	-0.438557892511028	0.376236757423551	0.126651256645954	-0.57665533558871	-0.0179582918734768	-0.170023115553257	0.758983475281533	0.742787209134631	0.692209737380666	0.341301693917408	-0.274263344146613	-0.563443360174611	0.807850526656626	-0.200974795374038	-0.260376703794829	-0.365299173556184	0.0465758671321812	-0.431542354180038	0.109691088544861	-0.610846351612243	0.844822935136492	-0.618976530036176	-0.373984643334468	-0.40659531834688	-0.426871108118083	-0.133528555772104	-0.150479125444918	-0.557750652929388	0.197110753638498	-0.51384094926199	0.790198403323671	-0.528606013908792	-0.704681611542016	-0.373168739850752	-0.514932202470642	-0.430191921063718	0.0720047582735546	-0.171097483027979	-0.380670105424239	-0.407694805780234	-0.562414393909275	-0.583146664032597	-0.197431668264944	-0.649198659611227	-0.288228591077991	-0.49356454944695	-0.258406574824333	-0.453229882993057	-0.35886590090545	-0.44850240060938	-0.148347419313275	-0.501718096406971	-0.496858333742752	-0.283936856634519	-0.530129291781157	-0.0668049862523943	-0.6353627445869	-0.360108574660633	-0.361981255709891
CCR1	-0.809765631447169	-0.791044850951003	-0.823950429295342	-0.350425308302219	-0.819891837706235	-0.840080449573876	-0.796524238362291	-0.795484033869115	-0.6770155106512	-0.793149820912197	-0.61473816268881	-0.480045672699496	-0.728294929054102	-0.838288316319798	-0.723981120516799	-0.538396609940121	1	0.455747911641721	-0.672084684269909	-0.471339205234497	-0.698362129526804	-0.466528625597791	0.504527592244257	0.31264078965499	-0.191131945459882	0.79867643889758	0.816396508107558	0.741436201033483	0.0994122050691721	0.837211245414266	0.449880281763001	0.701474591058553	-0.801122016991047	-0.791810305371408	-0.0505973389865303	0.915332766985029	0.644939826750958	0.124751568607531	0.856314799503639	-0.139733592378481	-0.707723446899334	-0.819509611277769	0.904157220691048	0.349008526783869	0.538748417470104	-0.515542978794767	-0.681122865908416	-0.669611931882381	-0.779675550068859	-0.809160293353421	0.920170946780065	-0.696778846827368	0.387709152351089	-0.780028667528578	0.890334261126656	-0.820044102342191	0.88337761136489	0.0671033514158461	0.548325337253484	0.76468382712695	0.74656686420757	0.634801747538409	-0.698365960282218	-0.662783199668462	0.0642076038364454	0.376553883748215	0.73246619377489	0.819056645027733	-0.782731842835275	0.37385751256708	0.847418700926908	0.927315182150295	0.53735070474261	0.413615829484107	0.47961795549442	0.687916443727096	-0.719204458326003	0.694438321284102	0.854333974113992	0.899349231864925	0.921974302637959	0.762859740524671	0.793047689196661	0.948653285182956	-0.628071876924391	0.789703612874346	-0.193879858791453	0.905141073381841	0.873176856136847	0.865161632716059	0.607729352041613	0.859273595527422	0.280633561256931	0.732629492185453	0.875207068390176	0.925757408982028	0.848285016254859	0.893178662997065	0.670924492894362	0.86296055444737	0.717948818597521	0.92746229459855	0.859350075500769	0.913553601055482	0.902659146659824	0.907085442658778	0.538142556808523	0.955659443164646	0.921866683124572	0.858547751875948	0.521308345589153	0.740958336178157	0.756329682119328	0.900588654484534	0.851513485336392
SMAP1	-0.169255352820487	-0.00198715278333059	-0.0690502753865474	0.047748884425732	-0.2132256771652	-0.176212747838912	-0.213498270235697	-0.220692713395982	0.131867354961402	-0.105372714557934	0.100586556833904	0.405065775654375	0.0418691998748235	-0.33382390497864	0.0319051072710035	0.251011787113594	0.455747911641721	1	0.172245412150113	0.0741525592069385	0.146202054681559	0.107547873047531	0.662753423934529	0.240801172770239	0.572660151230066	0.636078951671136	0.473891805356513	0.651861403637732	0.563050026392397	0.677009261157363	0.882422981351335	0.352466124346208	-0.00684810404527396	0.0156996814827171	0.251698280489367	0.31060271324586	0.5142574516177	0.170795299642966	0.64761176059	0.0643391429323679	-0.0445381966038201	-0.0855257706522688	0.367907369740494	0.459178073968302	0.723090008331021	0.278184988357485	0.0810070467872202	-0.0352549526519844	0.0236259421504147	-0.0388958087254855	0.533676669800887	-0.290071287047565	0.54654188813107	-0.0915126498259691	0.584866360242701	-0.14364665215587	0.510109986115347	0.798341421511667	0.671140559725238	0.442619166841121	0.78152530285947	0.722107622146879	-0.0813899507335649	0.145397811443243	0.648224659664364	0.635080572359908	0.714281282875448	0.413985539931263	-0.0915543396317198	0.279221953547841	0.609730533174506	0.617841722599029	0.263421649957844	0.145803123866445	0.751919278055231	0.244814947128907	0.112644821474692	0.252647681701786	0.55875518861937	0.532890945744045	0.481791526117142	0.611975562657002	0.720922953236021	0.372857346681114	-0.169409690331217	0.435344089063556	0.603797105133417	0.450118043032312	0.21505434544272	0.568362076428203	0.397940200579186	0.483646135236164	0.701370584927197	0.444738621601558	0.384545778651479	0.551775457476179	0.310139692935246	0.250993700494334	0.669891072550069	0.324492093321444	0.589223654938574	0.505720708876983	0.648451225675753	0.503694285936553	0.59878271360212	0.412276232346654	0.692044766102642	0.441182281788626	0.448452663059444	0.602012531316429	0.15811530269733	0.754893577261523	0.271392644290375	0.559576185363997	0.499399390054372
SLC16A7	0.642257108748931	0.804899041754111	0.760567205987223	0.267985988529264	0.617070626027389	0.702559125099961	0.57771471467895	0.604603680419893	0.853833624678211	0.671181334962704	0.678722436022548	0.765730298891131	0.775750056832527	0.621700888046232	0.717178798046368	0.585360903798414	-0.672084684269909	0.172245412150113	1	0.499911961859364	0.749998780173891	0.62125962565516	-0.118548601262598	-0.39134129518694	0.442772636039437	-0.421170362833839	-0.47026280211935	-0.405238103907118	0.280461321630839	-0.450894042812239	0.136906624604869	-0.457876335088068	0.807444957164772	0.826186846219763	0.299197713280833	-0.662907549014761	-0.474622079443154	0.108154463365888	-0.50409264465342	0.355498028646909	0.638093493743848	0.772128124232965	-0.636895914644575	0.142910509873851	-0.128571257859094	0.794485280092141	0.863729146944729	0.568155055282074	0.824138896012236	0.803797380453755	-0.624192414779032	0.400230745814514	-0.0103854250089226	0.754793251488	-0.56233770474918	0.688125467568504	-0.540658195443259	0.493325467834016	-0.162707332151572	-0.420702878719794	-0.345544201469091	-0.126613171250794	0.611745316113836	0.823915453100504	0.247945793805217	-0.0999207338800712	-0.27608840649805	-0.489263318435683	0.684775322490971	-0.226528895409506	-0.469631051927143	-0.587483263643716	-0.310917635170771	-0.149398747111971	-0.0358083172712284	-0.50588823238619	0.811967205532302	-0.481715175530534	-0.494088294459118	-0.529188981687767	-0.618712043080099	-0.437017523251685	-0.423420871669745	-0.684123797175596	0.648390571832461	-0.518312742147992	0.489514980712301	-0.598121434175931	-0.720664995670756	-0.51517267434943	-0.292578877149366	-0.51505999178631	0.213791000983776	-0.443536136843933	-0.648958363282903	-0.587954266355925	-0.620266480487548	-0.758703158116083	-0.276850619784434	-0.628896636552393	-0.330060662377739	-0.597519043901755	-0.506205154129248	-0.660653484393445	-0.572176517733326	-0.620812126669836	0.0250697753222113	-0.707444480843005	-0.62778044746428	-0.534263048146588	-0.314386259162253	-0.358189718495725	-0.5362136698673	-0.590662942393378	-0.521173217130837
FAS	0.689139406502861	0.513143250886221	0.661077503842338	0.490171779815071	0.731382294277958	0.604066263826976	0.76291417808451	0.529843570534386	0.353047285605281	0.6197869731302	0.203212829653207	0.406976651194159	0.420344417216657	0.599207604223087	0.647931361943268	0.743875544349788	-0.471339205234497	0.0741525592069385	0.499911961859364	1	0.577510034432598	-0.0193333597286162	0.149857244884345	0.126238293319536	0.548835736043927	-0.257189111233659	-0.383089467577714	-0.170601142322555	-0.119817780384148	-0.290390925454597	-0.0164454813893922	-0.120064558926845	0.600420802928791	0.578887810904627	0.0882630057260516	-0.399274863131785	0.0790004312848446	-0.003889658474053	-0.302867569563702	0.496692950985645	0.566959888869764	0.540970062722923	-0.434330149012326	-0.110744652479353	0.029380499473705	0.509330755424684	0.48368442980342	0.826374647281886	0.534516693543765	0.602169040947848	-0.427420554562059	0.587346265291256	-0.13484755658397	0.77083855900586	-0.443189585616693	0.752786135982142	-0.378954790516096	0.158569077978086	-0.118258866176472	-0.385958068664188	-0.0568993728558552	-0.209736452983461	0.851997582808351	0.585621397332639	0.59068952904665	0.313360924260755	-0.430029106875373	-0.396674647829296	0.513396021230731	-0.0395585655429516	-0.279990089238745	-0.396847850712876	0.0863951929174272	-0.304544417643047	-0.0273987008532328	-0.341815670186993	0.732515928665711	-0.379979381544244	-0.356838358614388	-0.404838060540402	-0.394524938251767	-0.242663837583381	-0.20645158937801	-0.47672409854068	0.314937305497135	-0.386744060996499	0.525882072173372	-0.406845425123911	-0.512496334354974	-0.406921534134737	-0.33472229844257	-0.360403985360122	-0.00467042998100765	-0.176990917005171	-0.311204281190777	-0.401795675442601	-0.397916694869148	-0.503409675580698	-0.261432749925575	-0.482624368245261	-0.143972377327628	-0.41841627916812	-0.264469361159736	-0.468719397441972	-0.366815947625668	-0.397814615372711	-0.0457714189058919	-0.463881773132952	-0.419472088207867	-0.299288631045562	-0.198868756812116	-0.156535065602787	-0.411703740085099	-0.359915128223733	-0.366218650909445
CD69	0.898928627643269	0.937678258227507	0.93181218727329	0.62146593746721	0.858713133527617	0.918077144095831	0.838899728860843	0.865146009738873	0.853795459360695	0.931838396082159	0.88906191930492	0.806121730103344	0.953569377459593	0.79250521387191	0.954683861932394	0.892327056071457	-0.698362129526804	0.146202054681559	0.749998780173891	0.577510034432598	1	0.659441734506718	-0.0859365749092515	-0.0384968508045295	0.767299418770421	-0.363724584096619	-0.621751667353563	-0.405861940097788	0.270689739278259	-0.402797167844038	0.00452246186056286	-0.483285212059176	0.960251132213055	0.937508681479634	0.0965382706938706	-0.811774564664317	-0.191104146781636	-0.184230113734654	-0.410693694195759	0.058495770767386	0.927682796716813	0.949282016962515	-0.73174759629989	-0.189530620132172	-0.0475771039155124	0.737608921622333	0.846359085914421	0.856163431263469	0.938255218808322	0.922871289895947	-0.592488058901064	0.762376283304987	-0.0928178917649278	0.847832562727702	-0.598652381686069	0.86547066666605	-0.598883550599399	0.415125321034277	-0.0364773752723128	-0.653294380506493	-0.219645134227558	-0.219325974491523	0.715121139620601	0.774274877664885	0.489781951836844	0.121390187892211	-0.332621401807348	-0.648498851450599	0.95045352078591	-0.272019520670208	-0.44521156687037	-0.548517846230958	-0.156804811580229	-0.380264118822673	0.0632034712067688	-0.717513656928236	0.880282051411977	-0.702693805761698	-0.516096685735226	-0.562641822581376	-0.605457508799929	-0.27351778853012	-0.334935528735497	-0.713327983095664	0.420095053500266	-0.613643396352236	0.740069637624621	-0.670252016184651	-0.866947242516427	-0.524526894011715	-0.504670788311151	-0.573299871523252	0.109787548027843	-0.450223742709075	-0.638577251730691	-0.584172786668998	-0.737832733076474	-0.77457185566881	-0.332940619356281	-0.772746752208946	-0.474624133048047	-0.64949675071869	-0.440827126694945	-0.634877462993085	-0.532443208041939	-0.623570252330789	-0.226687782476736	-0.686472183606362	-0.668871080909563	-0.456918574115241	-0.590762017135106	-0.282490812276507	-0.71343053903848	-0.551171429467054	-0.508466342038411
