""	CD3D	CXCR3	CD2	CCR5	CD3G	CD8A	CD8B	KLRD1	KLRB1	KLRK1	KLRC1	KLRC2	CD247	DPP4	ADGRE5	CXCR4	CCR1	SMAP1	SLC16A7	FAS	CD69	KLRF1	TNFRSF14	ITGAL	PTPRC	ITGB1	TNFRSF1A	CD44	TRAF2	HAVCR2	RACK1	TFRC	CD96	SIRPG	CD47	IGF2R	TNFRSF1B	PTPRA	ITGB2	PILRB	S1PR4	IFITM1	TLR4	LPP	ITGA4	CD226	NCR3	CLEC2D	PTGER2	ICOS	ITGAM	LAG3	ATP5F1B	TNFRSF25	NECTIN2	TIGIT	PLXNB2	RPSA	TSPAN14	CANX	VSIR	MCFD2	CTLA4	LSR	PTGER4	TRADD	RXRA	LTBR	CD6	JMJD6	CD4	CD86	CD28	NOTCH2	SLC1A5	CADM1	CRTAM	CD9	CD81	TLR1	CD163	ADCY7	CD74	ITGB5	TSPAN5	NCSTN	SIGIRR	APLP2	ABCA1	ENG	CD63	STX4	C1QBP	ITGAX	C5AR1	SIRPA	LRP1	GPNMB	CD46	AMFR	SORL1	LAMP1	LAIR1	TREM1	PLAUR	MERTK	LRP10	CD68	NRP1	TREM2	ITGAV	HLA.DPB1	NRP2	C3AR1	STAB1
ITGB1	-0.538118965498902	-0.553337519061956	-0.567239348265127	-0.0386978677122628	-0.579922792540038	-0.588556904760817	-0.554052715821084	-0.59275588844892	-0.483696556890275	-0.502580050369109	-0.331879169719242	-0.26067633050766	-0.459372918356903	-0.624771084102763	-0.387010422795048	-0.213888892787804	0.79867643889758	0.636078951671136	-0.421170362833839	-0.257189111233659	-0.363724584096619	-0.340327486853413	0.438593326688762	0.555852009755974	0.215301519499208	1	0.867632738664148	0.851810309646196	0.444141503477473	0.949569432972319	0.656691031921711	0.824521412258759	-0.542986876369894	-0.562575495696926	0.325348530245481	0.733972211267969	0.799344241250793	0.366134130475694	0.947723243406455	0.0476021115203854	-0.380445934221373	-0.562046639540974	0.846546481672687	0.557579313502039	0.815209439620049	-0.333429350337723	-0.520742327815755	-0.340055881910017	-0.553013583594239	-0.564758604716389	0.91835072595352	-0.416049135879402	0.696606688829546	-0.529014841682657	0.888896964124961	-0.607810569894477	0.935535248280645	0.398347614517981	0.7874947446347	0.819905292914762	0.888938962016916	0.8727721546834	-0.50884151813599	-0.401365077893863	0.445402470363591	0.624377297356296	0.79930910929988	0.873253547605296	-0.50287284105116	0.50868215015297	0.93684537710049	0.889040478878854	0.639247327940435	0.508543267117687	0.786362014498622	0.701008742317252	-0.500122777707139	0.688715278386196	0.971259418398357	0.885268126485092	0.929591927924562	0.93572022264081	0.957341936107093	0.846320806176981	-0.362959723818034	0.883464977766988	0.175097989722685	0.919839658115484	0.628370089736303	0.931389281218125	0.740725332709587	0.922429036358719	0.596274811807209	0.66596728327723	0.808167518586726	0.941341991030339	0.82915947665428	0.585173311742314	0.871256162043025	0.77681174882982	0.874663282758306	0.898633239758366	0.945774266197986	0.847915895640576	0.929016692007001	0.897602073909714	0.719574329336341	0.811397440179349	0.905416867560985	0.966466816028933	0.612148593307204	0.918897049919364	0.779984924747041	0.940291775824657	0.945545204923838
TNFRSF1A	-0.770504395966826	-0.765833699001559	-0.795430471543904	-0.338746089007899	-0.781929521498073	-0.79362128801864	-0.759506983074819	-0.7957674054599	-0.648195578218614	-0.740879055529284	-0.537832697511674	-0.41551288540419	-0.682003697818503	-0.74692385957382	-0.658269313427963	-0.555365045752299	0.816396508107558	0.473891805356513	-0.47026280211935	-0.383089467577714	-0.621751667353563	-0.487171035717682	0.310154609840182	0.341615756389484	-0.163615001610637	0.867632738664148	1	0.841469573150784	0.395084019802902	0.811155272623945	0.552732087574762	0.757604887145784	-0.745787450342849	-0.761047963944322	0.452172235050005	0.819690491729412	0.526132430074412	0.604095884582602	0.801148092484183	0.244743104036396	-0.651971935711134	-0.760570466269705	0.947036754953974	0.691388234767811	0.591785211484396	-0.515193476847206	-0.669915168165188	-0.590827222902536	-0.752829005026389	-0.767849384600353	0.824792153022245	-0.628872210673682	0.718830490788201	-0.706457069271997	0.920996820648449	-0.804243730214975	0.891721860601467	0.245701181306876	0.555308764541936	0.968001720725272	0.728775839151533	0.815519049772401	-0.660754600044263	-0.622219196853746	0.0886250642359305	0.401391866774437	0.707749598113214	0.948866160184421	-0.722992480037221	0.643531896420617	0.79117564938324	0.809851329008224	0.436797182645761	0.689546915408841	0.601303289979498	0.901715894372094	-0.691472027155187	0.878195009653311	0.903071475049991	0.834550618652132	0.853833050402186	0.746261258090221	0.812283111172262	0.832615094869014	-0.185643578996819	0.933206649143847	-0.128661602651233	0.954624575981791	0.773798671544683	0.837700736745702	0.929151996001888	0.898029091559595	0.527637935564304	0.512739137443189	0.732559463814306	0.866434236406318	0.893941526600642	0.630617705768557	0.786501358532409	0.899281516920212	0.87927163115111	0.877467286074618	0.842494352498395	0.793016188733442	0.853025335411097	0.834687654103537	0.747707790655423	0.78885281028585	0.871211746505853	0.857608123408429	0.835260264805504	0.745919129716353	0.927342550269351	0.849643475895768	0.841404610345326
CD44	-0.547956980660815	-0.583767387819844	-0.579875790909083	-0.0857374247534219	-0.554101572577812	-0.607015254805976	-0.511862111096289	-0.630789128604417	-0.532129451347987	-0.566326591376386	-0.39760884295375	-0.285455124106144	-0.514976830865476	-0.646167743421613	-0.414362799857717	-0.231419010294123	0.741436201033483	0.651861403637732	-0.405238103907118	-0.170601142322555	-0.405861940097788	-0.391701524053659	0.570315899688279	0.512424636900924	0.157643093405405	0.851810309646196	0.841469573150784	1	0.469977947542484	0.829893885407665	0.74606285031745	0.643609137339013	-0.55921989613282	-0.582806330311508	0.296832676773569	0.708024210782986	0.689498291125731	0.35969021528444	0.861052201626455	0.120086297609826	-0.441134606099954	-0.580473075252219	0.792431438159387	0.48723794887118	0.746039210386949	-0.424251840167029	-0.573926302400249	-0.352801853366641	-0.587154640350744	-0.585483120329971	0.807348647841003	-0.406257138021999	0.714809788290059	-0.504948561903678	0.888637631865088	-0.598784767259058	0.829249423582992	0.452460620642501	0.62873750772088	0.84184974722508	0.861124691804349	0.816933413536065	-0.481512731721793	-0.434048743590379	0.356952342098249	0.606948740844382	0.784115967925754	0.811861707352063	-0.509530174219667	0.652732819507952	0.809541422805874	0.846026660978141	0.315599130585673	0.532784024515428	0.739766652400102	0.718087263253314	-0.491672864917225	0.662138839268705	0.820024926676287	0.805633929340103	0.794657793546726	0.799961900741676	0.833733389060748	0.727023834736208	-0.306776916730591	0.836240342942922	0.159641614831468	0.854593320517397	0.676924805695765	0.830550331180732	0.754601486215875	0.765683942755961	0.602460057372556	0.562016032044047	0.69658855261276	0.823285492172045	0.757897692871726	0.62819790943586	0.82817456725522	0.779266055274054	0.780289583143445	0.837727303053638	0.826019892235201	0.827686357444598	0.852293299152651	0.720337006566965	0.69680913620369	0.770838249088317	0.800607271939401	0.823166105721786	0.581705761578204	0.813868809908871	0.719179417254967	0.823659837062015	0.741985253606724
TRAF2	-0.0416151798717797	0.0886494398285337	0.000984590705834849	0.122570166536719	-0.0897159862491565	0.00957240827023542	-0.08796283733164	-0.0447884067473497	0.182948482187597	0.0446747698191516	0.419229120095859	0.343202508779913	0.231239046786719	-0.0667464587556162	0.142340742397952	0.126511304426518	0.0994122050691721	0.563050026392397	0.280461321630839	-0.119817780384148	0.270689739278259	0.252250703780402	0.0352071971886367	0.232614416849392	0.489442233099839	0.444141503477473	0.395084019802902	0.469977947542484	1	0.379015508474816	0.60787005445976	0.0771078386608149	0.0935724646532215	0.0587199413358066	0.570839777485002	-0.0422379424504088	0.103741767347628	0.40278503793054	0.37447600480937	0.148238642626533	0.171117096226358	0.093249065388214	0.201220174497581	0.494112867146583	0.538850663916801	0.0296353869773033	0.0749533026883124	0.0111167018514027	0.09522259783212	0.0167272554214905	0.223654529126088	-0.0269991883495245	0.766812356588924	-0.0459607202239985	0.371933965854448	-0.139965288685472	0.322679280666781	0.726838194400368	0.380035798906492	0.38675477655252	0.427196189584257	0.670126158610346	-0.211330233757995	0.00967587127968996	0.296921894968393	0.429505025902913	0.471401974832083	0.333045949093763	0.172963035021584	0.313426608515546	0.33258959553492	0.26880664340286	-0.0488121385218615	0.455671414620345	0.649401027484337	0.219516726416725	0.000130200243742256	0.16285351960915	0.376571147933117	0.313671662460694	0.237547757652477	0.450298246088949	0.421069704283923	0.0795945536729743	0.22351856484579	0.334091129110345	0.402971882897184	0.284064039648241	-0.072342969394275	0.361221615215715	0.484824335466129	0.270756154244882	0.750722667488315	-0.129159272630155	-0.00622877068263728	0.267135883458179	0.130885187937387	-0.140482123694644	0.429610488140496	0.138267288907489	0.304793292024137	0.228427945021617	0.337029776897532	0.199493203774934	0.316084145243693	0.164238329683747	0.477229116771015	0.0682677703753426	0.213219651065231	0.338108504967405	0.192457261133176	0.392467068114081	0.196987757584197	0.29917726921593	0.300564164537972
HAVCR2	-0.578954147230399	-0.586571954068908	-0.589401432948059	-0.124418296531443	-0.599818435527818	-0.628079623408141	-0.577546498902549	-0.627803381018139	-0.499015949135184	-0.545877000808541	-0.385088351114529	-0.274785562806845	-0.503784253667857	-0.700006023329667	-0.442082923956027	-0.235011138960273	0.837211245414266	0.677009261157363	-0.450894042812239	-0.290390925454597	-0.402797167844038	-0.357046596816488	0.466997356757131	0.572568849096041	0.216811781573031	0.949569432972319	0.811155272623945	0.829893885407665	0.379015508474816	1	0.650329436791876	0.728644594257391	-0.576449206091039	-0.585580110938314	0.132203056540795	0.753689754601505	0.796220316618293	0.190456774069911	0.966604761087611	-0.11929961234985	-0.438861453501097	-0.603284061667252	0.799657394707807	0.409924349565405	0.829207520171023	-0.3247913886875	-0.531853609348814	-0.401158980291249	-0.572517389353256	-0.598322983703394	0.948705036180839	-0.496427932686848	0.604511238324353	-0.572082300105126	0.901551127672075	-0.616847313050556	0.928710464334682	0.375923246786622	0.715541775645956	0.754843254266392	0.905296309600847	0.794058070088079	-0.501301779376984	-0.421381085611306	0.415248128724446	0.657828667989081	0.861229578659891	0.834825832200958	-0.543198070075122	0.384652350640181	0.949440865458145	0.92705081779608	0.555660866020687	0.377387126418577	0.752511796496885	0.614082688435933	-0.502572549870437	0.607442247453632	0.943499547587853	0.896779836782821	0.934486498956674	0.936033954266088	0.962305156778011	0.871241013767703	-0.534379557257821	0.836236595289237	0.136495700900156	0.882008960218701	0.637974419763448	0.948033597548496	0.625425110788652	0.87451607053243	0.548097701622058	0.688505080922368	0.806753817892128	0.948406079614034	0.778344741601389	0.649366921379968	0.788301915539984	0.736848358203771	0.815893124039075	0.898202279454482	0.958387220870839	0.906087190835397	0.951248054322349	0.890413640599909	0.63378645504652	0.850714449162309	0.925509622612753	0.96124395317585	0.470886374965429	0.93296484275436	0.686463291437339	0.959682285389025	0.939061600725034
RACK1	-0.285899811080924	-0.114397989643217	-0.193034585637549	-0.0955664271519707	-0.320613863648469	-0.302183418957538	-0.31379216448622	-0.34806228419581	0.0203589641419781	-0.247159966227857	-0.0349729646433592	0.289631308006583	-0.102480859775325	-0.423422504836877	-0.0637462875634335	0.104329636335197	0.449880281763001	0.882422981351335	0.136906624604869	-0.0164454813893922	0.00452246186056286	-0.00734766715272908	0.596369994293048	0.186633685388485	0.433523973423393	0.656691031921711	0.552732087574762	0.74606285031745	0.60787005445976	0.650329436791876	1	0.348281752889547	-0.137466966467803	-0.104596670907061	0.347652282647619	0.362745296323046	0.405269077716444	0.23961070384267	0.69213048304886	0.109977246803606	-0.177752406770125	-0.19996770005364	0.422730919785216	0.504452214453972	0.797677367032089	0.159805306867077	-0.0455349446103889	-0.142256205902713	-0.0967369822453175	-0.145312202922141	0.556333738543435	-0.372324272363804	0.709627174555428	-0.206977154090917	0.650202936727958	-0.255599861960921	0.588437574117333	0.880882652003209	0.566358607192571	0.600868993289805	0.760503482185992	0.79214309713242	-0.180613061991162	0.0508158864741214	0.58080061523819	0.513259417415192	0.781348770493843	0.523825777838164	-0.21210551679898	0.391571934462856	0.661474176390325	0.632593847659679	0.134654768012913	0.251147929388495	0.813287761876349	0.329391111058701	0.00356869987512999	0.309476853325506	0.602223401153987	0.596248808523573	0.516559347989205	0.634444052024012	0.70118559900971	0.400809964055018	-0.153691522209124	0.586718598158437	0.468810594270307	0.522663808620955	0.259447532949213	0.658807240345092	0.533808986989168	0.508856827040601	0.858397267656722	0.385277774423384	0.35933677161618	0.580476638054792	0.371645960744235	0.240037828402386	0.736096748122308	0.405489369517264	0.61609372167234	0.577977098644593	0.645602644229012	0.566725839492217	0.637091611762181	0.435442036442586	0.701273304957038	0.467313183990444	0.507318677420065	0.609324387236005	0.256645093999974	0.723678612633598	0.36749250173586	0.565086973825131	0.526374503367982
TFRC	-0.495417314940938	-0.569830932649918	-0.54638234203344	0.00965935246566881	-0.540941201740019	-0.569438690801983	-0.510348460678582	-0.584323182091762	-0.530562959169536	-0.500422432068979	-0.475302154169158	-0.427081081325804	-0.523358730935544	-0.523642835655975	-0.425917348919939	-0.262600009559471	0.701474591058553	0.352466124346208	-0.457876335088068	-0.120064558926845	-0.483285212059176	-0.398481953766966	0.324890124379503	0.441472845715555	-0.0439380076614348	0.824521412258759	0.757604887145784	0.643609137339013	0.0771078386608149	0.728644594257391	0.348281752889547	1	-0.562108435415715	-0.583142804159994	0.305905683446945	0.730207147166929	0.766059009307907	0.427782923047777	0.705363611015568	0.258860161063113	-0.408796316192857	-0.581452084449285	0.815309101001356	0.581753393048437	0.468930810206193	-0.346419310866401	-0.519939927855218	-0.311774139624668	-0.586842802810936	-0.534355270617438	0.782013594366409	-0.369530299974714	0.377973170882899	-0.427212309273852	0.696057845705759	-0.56358056278551	0.786360940551563	0.0215232813344133	0.755084774135695	0.725039240999572	0.65020487710625	0.675026012766144	-0.415850691125083	-0.318217014098996	0.287013811304329	0.442309658066898	0.492641789808249	0.737691760766883	-0.561884119767546	0.4759963706187	0.761656898297935	0.707484727176759	0.799240740059927	0.491649565931232	0.436526390555521	0.794313166615022	-0.504990868180291	0.806187955466049	0.840134379480853	0.692303956436654	0.816060660688106	0.649454969676985	0.763456997611482	0.763027609379374	-0.188965103463458	0.732609774728324	-0.0243776499160027	0.832558385564898	0.71458779373652	0.713989289059489	0.653589748857289	0.893338402848688	0.203551289269674	0.777813236767602	0.885425245338197	0.81142052900002	0.888903199520133	0.605229678050421	0.769936777035947	0.776866238211264	0.86130285916425	0.778931785934731	0.763596124911759	0.680909253604813	0.751284348385391	0.847232282634649	0.710904695113335	0.714028222534312	0.784629939314476	0.809089882904913	0.755541975390121	0.762674419187982	0.81022413712724	0.790461180510911	0.802423272164568
CD96	0.935736543320747	0.967192145586015	0.974071623092374	0.579622056682389	0.904210390791437	0.960068139165013	0.874236196017823	0.898445063689852	0.888264340450606	0.946074053839014	0.851457232337058	0.761544065810429	0.955164653758381	0.837408292807896	0.940961287364574	0.841363639762972	-0.801122016991047	-0.00684810404527396	0.807444957164772	0.600420802928791	0.960251132213055	0.696223305294441	-0.150977620475341	-0.194457943050506	0.619436049105015	-0.542986876369894	-0.745787450342849	-0.55921989613282	0.0935724646532215	-0.576449206091039	-0.137466966467803	-0.562108435415715	1	0.979958741970023	0.0285806791435845	-0.862197217171117	-0.33059046150318	-0.219702874343963	-0.586811501094138	0.0887563069962706	0.913448149579594	0.980124103301502	-0.830469090790235	-0.253277554461503	-0.237987154805477	0.76464488259254	0.904276875356464	0.85536729002207	0.969217212293877	0.981782184642073	-0.729922869953366	0.775548981607126	-0.266291462974802	0.90692361486168	-0.749066408605614	0.924965517855522	-0.736309381040099	0.276566368473767	-0.165710401489517	-0.759386134781504	-0.403333670205014	-0.383181624836911	0.784468038101883	0.844402267891381	0.350310776332873	-0.0518757739305621	-0.481420426243498	-0.75998701314742	0.951209183574956	-0.358626806939146	-0.605473445213866	-0.690092373405632	-0.237293421383809	-0.439643059398811	-0.13262129746794	-0.77821363018473	0.921948496422922	-0.758254033931871	-0.673152646165598	-0.700425385057315	-0.743963343295437	-0.473463588742779	-0.524164528576686	-0.815470209059811	0.490160151149043	-0.748426234337687	0.63461875459189	-0.793153620426828	-0.889640267386737	-0.679954479136926	-0.613718480487588	-0.697762761271955	-0.0596836760554175	-0.499436067825975	-0.718282953484285	-0.727020758676686	-0.817466030934377	-0.808571758455934	-0.467187268421166	-0.839834296833639	-0.593276816020893	-0.771701729957461	-0.617012291804771	-0.768118244627203	-0.696035761688795	-0.74748174047234	-0.319860949612738	-0.793898904218735	-0.794087234763726	-0.631463603762039	-0.626110838663483	-0.456358060982973	-0.785759610217353	-0.705122630669556	-0.663429070147359
SIRPG	0.897873314334114	0.98299056495077	0.96843253306701	0.53609425938093	0.855803083697918	0.92870333606816	0.815661620661123	0.887310606866931	0.929251702607791	0.926389875171121	0.820454497680962	0.817592625817692	0.943914756569696	0.809227325803587	0.910567918535822	0.830983573489302	-0.791810305371408	0.0156996814827171	0.826186846219763	0.578887810904627	0.937508681479634	0.715563872147694	-0.118321700584562	-0.284327703868478	0.583641682093037	-0.562575495696926	-0.761047963944322	-0.582806330311508	0.0587199413358066	-0.585580110938314	-0.104596670907061	-0.583142804159994	0.979958741970023	1	0.000560626830190013	-0.855779109660489	-0.380817539858765	-0.233098364919159	-0.599515964104372	0.0772111517114279	0.876509233194883	0.961045545483889	-0.843181631249481	-0.22579536181537	-0.251948316195561	0.822727487328464	0.932957085604209	0.791635067919222	0.98393098610067	0.972470296374373	-0.73286290536275	0.68670724142896	-0.298562219368566	0.879306650652761	-0.761314796221705	0.91542141442044	-0.737731646651808	0.296001229881526	-0.181903344260364	-0.759110662992416	-0.425401472381061	-0.401915320457237	0.750197700500984	0.866158846691593	0.332216598622379	-0.0888141235949783	-0.469889941820768	-0.772346601656009	0.906940373854834	-0.391819981463294	-0.605838465249128	-0.686050699196594	-0.254594240558306	-0.47962255879482	-0.156549805924801	-0.792883322891813	0.939744305386848	-0.769968140612411	-0.681977967620585	-0.692750438723868	-0.750095657198546	-0.491865931940439	-0.529953724082505	-0.815839826331267	0.453300156429204	-0.761265525496465	0.586733963297353	-0.806536977363222	-0.882862530650698	-0.679592775659965	-0.629429387403796	-0.713473614606803	-0.0454469562364707	-0.477542791541585	-0.718141491546426	-0.728369631939241	-0.828914739317851	-0.798474191253325	-0.469537353294055	-0.843822898663674	-0.590364648894918	-0.773077769349407	-0.62154013318031	-0.768664997540788	-0.699916437829752	-0.752801502940948	-0.301663471480104	-0.788459592922289	-0.800852815619928	-0.642976509412126	-0.642776250942416	-0.455332979517296	-0.797924961501056	-0.713665645888921	-0.671476111649615
CD47	-0.0536084440456794	-0.0200893225964005	-0.0534411805573482	0.120074457691857	-0.0967796722856543	-0.0408549507132781	-0.0890154737773318	-0.107496913119588	0.0324228192790309	-0.0253905229789923	0.146432837751249	0.193785390253873	0.0692677160823936	0.0821843752211731	0.0345604655898864	-0.0454017177858503	-0.0505973389865303	0.251698280489367	0.299197713280833	0.0882630057260516	0.0965382706938706	0.0143312863538746	-0.0810789853379282	0.0272729843175323	0.116178161037481	0.325348530245481	0.452172235050005	0.296832676773569	0.570839777485002	0.132203056540795	0.347652282647619	0.305905683446945	0.0285806791435845	0.000560626830190013	1	-0.0232800364584736	-0.0465684500572156	0.864799188457813	0.0954103541194845	0.697370705953873	0.0684424397960144	0.01484812052337	0.273470352072067	0.718610305726172	0.201103976591133	-0.0147526837934074	0.0111052271519279	0.0374454760181865	-0.0262818411920878	-0.0121881602293123	0.0143803408501225	-0.00494779272043396	0.725562599220367	0.0424514831325906	0.209341243183053	-0.109250672647095	0.175813653210252	0.440443994187434	0.223167660435895	0.499697675348287	0.150563094680231	0.551706423961993	-0.1181171664202	0.0408442744086012	0.162327043069084	0.149176627190318	0.113829282496794	0.368793354697803	0.0133490900627352	0.632193904733417	0.0976766648214963	0.0149438297710872	0.0335769871171885	0.54239884194626	0.446474120899462	0.456541219008455	-0.017159336148574	0.497865160409714	0.26385392889781	0.0695740998093283	0.0740452775628481	0.145662349711966	0.211286304542492	-0.0125357783353067	0.671871032449417	0.395690505586676	0.258558580262491	0.271291023049083	-0.0151387995904257	0.113974347730227	0.704287760863218	0.277455076036808	0.57854859506434	-0.186893666807177	-0.0457316132492387	0.101784951547531	0.205119291094756	-0.267387181072826	0.406171552538591	0.215449938965558	0.387525797481535	0.155336553426162	0.147875799217461	-0.0525348371550823	0.104669127785797	0.0568879809154588	0.544531195449048	-0.0771355039937409	0.0624164079899317	0.18507225922727	0.633576426856162	0.159406946888561	0.451090860488158	0.0772627555596993	0.142627361870088
IGF2R	-0.822381826303307	-0.859931996692072	-0.851116100405962	-0.445804350072739	-0.805593956569677	-0.870580623010588	-0.779630263152412	-0.840976823337354	-0.772099097847752	-0.829378028079719	-0.780891259025153	-0.628764110089732	-0.850793502547012	-0.815031944749205	-0.770711153102005	-0.621639355691904	0.915332766985029	0.31060271324586	-0.662907549014761	-0.399274863131785	-0.811774564664317	-0.632242625694589	0.470842272404769	0.266934239385011	-0.34446697085942	0.733972211267969	0.819690491729412	0.708024210782986	-0.0422379424504088	0.753689754601505	0.362745296323046	0.730207147166929	-0.862197217171117	-0.855779109660489	-0.0232800364584736	1	0.602098872652591	0.242922120678599	0.766352437315101	0.0184691991207927	-0.788932040659963	-0.890189759665166	0.902921702852252	0.375718873950311	0.465876988923085	-0.571829177989909	-0.747393246873756	-0.672045145566881	-0.845298590777236	-0.843797938611509	0.859109287880093	-0.690765416729952	0.336772437352369	-0.754544082899179	0.82651526343311	-0.80763489094373	0.868440780882276	-0.0552316652549057	0.460430804940468	0.797654991115032	0.642672135157801	0.560415357803471	-0.614658984232484	-0.650366086642969	-0.0162980756950022	0.281472923474508	0.603208268450691	0.852720185257614	-0.865634541128605	0.372926999464548	0.77199572892857	0.849377068578779	0.492201407100564	0.517272698980683	0.346165170046749	0.782038955120449	-0.738291956679869	0.757006367833342	0.801051374295334	0.83663231927416	0.869999958895549	0.643738605019901	0.706310611279342	0.928109190196473	-0.51484215544255	0.788452033154902	-0.331204077055575	0.903789408438852	0.916657694474209	0.800602339000675	0.632324661625995	0.83417381458144	0.184942034779471	0.726207857419997	0.87332933719228	0.86640297036501	0.892418687390113	0.889888090992979	0.673950173962085	0.905979848170464	0.763409335642919	0.89662127711058	0.777019461420885	0.852235558482862	0.80876653062073	0.867562501890768	0.538840476164824	0.898674609230094	0.901742884431876	0.775207302605378	0.646119363529747	0.666130307217212	0.824347028717208	0.846036064728009	0.795853907925895
TNFRSF1B	-0.205811251854885	-0.373562900683669	-0.286849825009075	0.248042713516992	-0.219651623634772	-0.315787603063662	-0.178173098718904	-0.325920624100426	-0.430105680322006	-0.234727405319187	-0.294260545249706	-0.301782991416467	-0.324449638792025	-0.386979170295165	-0.138693919867839	0.111996313684192	0.644939826750958	0.5142574516177	-0.474622079443154	0.0790004312848446	-0.191104146781636	-0.357394344141174	0.556977224936245	0.734178338080166	0.378457341528324	0.799344241250793	0.526132430074412	0.689498291125731	0.103741767347628	0.796220316618293	0.405269077716444	0.766059009307907	-0.33059046150318	-0.380817539858765	-0.0465684500572156	0.602098872652591	1	-0.00683385259147536	0.796886252601683	-0.0823506387391798	-0.138771588765255	-0.357462430681252	0.605830294282653	0.158175618764377	0.681010383688064	-0.243502090837091	-0.420382740659532	0.00417925038344963	-0.379989618448723	-0.337905331262145	0.780155093140819	-0.0692197552664992	0.281318117385312	-0.229411765731522	0.637723776346865	-0.280244199601903	0.711496840573241	0.14630016544008	0.778832143648777	0.444348869925477	0.822314521912717	0.56749670427505	-0.149089208330034	-0.203555113225246	0.605493543412175	0.722360170771236	0.546589293217723	0.542626442643823	-0.276789342220922	0.313710615453822	0.786568947385243	0.746989570074566	0.721216377088707	0.186441477353092	0.551691686625396	0.439592426785759	-0.275051982020354	0.414021679438066	0.739215018648459	0.668928301503795	0.767827309052276	0.786092026226596	0.809081524725344	0.688394868648348	-0.497116509971265	0.570364745967077	0.324212191126709	0.677345702222052	0.516457819231905	0.711001008799522	0.317482480921528	0.715646539013869	0.206313354716315	0.769149476308222	0.805137939384552	0.767901425460482	0.654728581747994	0.576028206078055	0.672514952059649	0.549298843509613	0.675422217203568	0.700506217044997	0.794063857169204	0.716095176271492	0.756252105611958	0.754231177829606	0.467403003706332	0.707113185255064	0.723103601256801	0.802821622443982	0.312047331352048	0.827691783909243	0.471724431389337	0.790059503104838	0.74813578432525
PTPRA	-0.262699512331802	-0.25562333287849	-0.272642436242921	-0.0246682794837687	-0.297037204368541	-0.247425872466144	-0.297108992764372	-0.277757289861815	-0.194025059884015	-0.225367786590898	-0.127804410779865	-0.0474216168420158	-0.193065801909683	-0.109256408620386	-0.2142988256308	-0.265024784501876	0.124751568607531	0.170795299642966	0.108154463365888	-0.003889658474053	-0.184230113734654	-0.161637838822863	-0.0290298034645347	0.00190003848485402	-0.143965040519381	0.366134130475694	0.604095884582602	0.35969021528444	0.40278503793054	0.190456774069911	0.23961070384267	0.427782923047777	-0.219702874343963	-0.233098364919159	0.864799188457813	0.242922120678599	-0.00683385259147536	1	0.126558164994598	0.797060581889496	-0.17214945726403	-0.236802684755144	0.447740138410471	0.838472724712966	0.097944276834454	-0.173819532637754	-0.199012600244553	-0.173748376164587	-0.254741622054907	-0.260447530834673	0.125242935953294	-0.196256332798358	0.616448732177587	-0.150437423939487	0.31104468828312	-0.2973226926735	0.285967596376374	0.196116409220927	0.220137252615177	0.630482444495452	0.126463636682094	0.468451143579566	-0.277281852214153	-0.179013051593766	-0.0395278034597311	0.111621483714212	0.0791908484102135	0.510836490361508	-0.249665477716537	0.653648302372523	0.135432908204817	0.11505285552872	0.137870736861315	0.721718787575471	0.274831740535968	0.689120594341486	-0.242578797123333	0.678340512018631	0.347382335184499	0.162795366917336	0.186272883480599	0.130687922182485	0.242970696330895	0.179813716395011	0.581621145518698	0.46447905568599	-0.0322055393464116	0.427630845668189	0.237093093994424	0.16077969292514	0.795629501845253	0.384571774009441	0.386679837327842	-0.0481571302035894	0.135942690360072	0.211370500040283	0.437736783157422	-0.0206733968534462	0.422812621682716	0.435241246402651	0.513937593145324	0.254239829376935	0.199259822178638	0.0627884061668578	0.170978192703774	0.188043587521989	0.583398702571086	0.0771569939118955	0.204716339082181	0.246359466456317	0.839416706986072	0.187832748313306	0.641738284334348	0.196228823484404	0.22874075712771
