""	CD74	PLXNB2	APLP2	ENG	SIRPA	ACTR2	KCNQ3	STAB1	KCNQ1	ITGB1	TLR2	TLR7	CD163	TLR1	VSIR	SORL1	LRP10	PTPRC	LILRB2	ADRB2	ADCY7	LAMP1	HAVCR2	NRP1	NCSTN	CX3CR1	LRP1	PDE1B	ITGAM	NRP2	CD46	TSPAN15	ITGAV	TNFRSF1B	TLR4	FPR1	C5AR1	TREM1	TNFRSF14	PLAUR	P2RY12	CD33	NCL	RPSA	CD63	TREM2	ADORA3	NOTCH2	PECAM1	TNFRSF10D	PILRA	PTPRJ	RHBDF2	CXCR4	RYR1	CD93	FAS	CD44	CD69	PLXNA1	BMPR2	AXL	EPHB2	NOTCH1	IL6R	SORT1	PLXNA3	ABCA1	PTPRA	ITGB5	CD47	HLA.DPB1	LILRB1	ITGA6	GPNMB	ITGA5	LILRB3	MILR1	STX4	P2RY6	CD81	TSPAN14	SDC3	TNFRSF11B	CD226	GPR84	SMAD3	DIP2A	FPR3	CADM1	LILRA1	FZD2	UNC5B	STX3	PLD2	RXRA	TLR6	PLD1	SCARB1	ERAP1	BMPR1A	JMJD6	RAMP1	AMFR	MCFD2	CD151	TFRC	LILRA4	CD9	CD40	PTGER4	APP	TNFRSF1A	SLC16A1	RYK	CLEC2D	RACK1	CD4	CANX	SMAP1	PILRB	TNFRSF12A	CCR1	EDNRB	C5AR2	EGFR	PTPRZ1	CD82	C3AR1	ITGAX	C1QBP
HAVCR2	0.753164814510038	0.869364223987149	0.873575240238608	0.92995656232858	0.939536215684502	0.905529193474164	0.734492095449989	0.834001570610758	0.869406569211618	0.920952039509856	0.834649693180364	0.75968853767235	0.690679022587344	0.866825435169388	0.501406616467851	0.762815822217686	0.914843482843531	0.863589257946435	0.362792038434216	0.797167034997295	0.858534370821301	0.901686688145935	1	0.831142931039236	0.811484681913535	0.56171839169464	0.964798419297366	0.854060608964295	0.921281074958818	0.811490493115732	0.848752717020061	0.857473888195553	0.864353277078401	0.796509253738939	0.713693773624799	0.901677413212331	0.719315302580628	0.807435414978307	0.776331647327933	0.778351171261866	0.540902367020962	0.862141517713556	0.924036948853891	0.90444591242935	0.892745487243154	0.928557951668923	0.920088081604036	0.303062021334678	0.517938125635683	0.629407637914181	0.870671628389637	0.900141677164524	0.833886706751288	0.365366782877239	0.524681284166417	0.181495062328679	0.828913822732109	0.260074004745118	0.698440831763619	0.798789820156384	0.851233316846854	0.917569465934244	0.835003674439693	0.756978779874056	0.856955274283964	0.903454239914171	0.757303548155377	0.745285557969495	0.868720738691617	0.856496453795518	0.911281626802203	0.65893278861268	0.862252459332451	0.85086654032398	0.652404632923777	0.755861260858994	0.506696902380558	0.857541199981218	0.895295690627264	0.800626910107322	0.955935915216215	0.916893275290325	0.760206790290605	0.844390923758911	0.652904692549877	0.875393649754043	0.646458840533068	0.708161650278461	0.877264513405758	0.819420247405488	0.511379729807873	0.467876632928216	0.877259658044857	0.806395574669608	0.889177862832262	0.837868714573645	0.732412093686413	0.901081157136112	0.879794888508214	0.652276508454966	0.818724799758128	0.810419051399098	0.818874716330971	0.767834395446139	0.880486682342472	0.748365558833478	0.765381254577726	0.632597577047977	0.794773754758786	0.903379349024556	0.869742398437625	0.537096701728768	0.93522469084959	0.809944169830581	0.775550094872816	0.418315023327694	0.878752815172008	0.887201072292723	0.944767548525095	0.873890682158972	0.66534787727979	0.796455096491427	0.922415476526998	0.796740753944705	0.653351711697806	0.222870061412279	0.137157945132718	0.81267846635743	0.946502212549575	0.925967555982426	0.92682287551644
NRP1	0.37352817929509	0.688857718870064	0.935074351003433	0.818499731153532	0.804603380672067	0.742944708185298	0.457936782775336	0.736486031990773	0.598392981203237	0.839776076678218	0.699211452116227	0.408519341898481	0.858547709943609	0.662501163536776	0.141893961066495	0.458138541180758	0.765374362350551	0.650267194929351	0.366196122746733	0.466190243421129	0.645322675292612	0.921494752897115	0.831142931039236	1	0.633076262855914	0.154272625892195	0.844185903162123	0.622526287297358	0.756956012369153	0.890680120575165	0.767398333038533	0.662548414799782	0.605090864106927	0.729744552690017	0.595221220106727	0.587782125341543	0.774749777879316	0.839202729189928	0.84593139254992	0.90896962620673	0.183622450948867	0.672593151447057	0.761339479074401	0.685337150691576	0.884562160856619	0.665280530326742	0.638965692776013	0.361587837978914	0.345863802629803	0.470395414210164	0.722937631996025	0.681295967901021	0.521394181465419	0.301794876173627	0.194303897784501	0.22728998153796	0.565206952478762	0.586542586653146	0.351542007430552	0.755488286595878	0.614186429429675	0.644650741514712	0.617085888780519	0.548045263296616	0.717981718714121	0.661237356086503	0.723131636125563	0.918204259554545	0.790731545723201	0.829607618392571	0.753848928785156	0.289610478276577	0.582917798628213	0.610269184120024	0.832689888452144	0.826795070824314	0.625914410393993	0.636817848288025	0.736939254020918	0.446074428721089	0.720454653837969	0.730117165807677	0.654722402510855	0.591723527100716	0.491963490885177	0.716964465873567	0.351897822774616	0.620210940792298	0.906336510695889	0.862960787270169	0.278297005965546	0.171897383691116	0.676247102139786	0.813577121175848	0.691055923049875	0.775928202843239	0.514196972324173	0.686730574540401	0.721061675136748	0.516864892674509	0.710257279263975	0.649363271707556	0.613252208855422	0.655907116520396	0.84977536859107	0.844859829414038	0.650025733562273	0.45593644585716	0.749891829153622	0.663364224822514	0.67320817093146	0.497722546787022	0.717511489619048	0.606927850732539	0.60112242792992	0.20512152366528	0.628093332548816	0.602882396112004	0.85972433064495	0.86066233609273	0.512720677193125	0.855935471997969	0.893493546596244	0.866802453639175	0.530390461903422	0.260473964862179	0.18069758786895	0.806223210518881	0.670396553635839	0.788689273862101	0.740744294068682
NCSTN	0.752160904688789	0.754225880571709	0.684558224040724	0.715356347540465	0.781526455499452	0.829515672946372	0.695356553242681	0.630126137608746	0.764121260085575	0.701856474575775	0.8210479970706	0.76560102459737	0.457449851381919	0.767433032512872	0.620058279957768	0.769256567636895	0.843574657270359	0.81536086362254	0.409808675142844	0.788121074933875	0.786139043331193	0.738950805789508	0.811484681913535	0.633076262855914	1	0.623679745542456	0.799036839767688	0.799490307504793	0.750774313080288	0.601773626320504	0.803538638335651	0.765591466856132	0.782476368059992	0.779738547058527	0.7835481280076	0.804952101456717	0.615832780584523	0.592872685392156	0.643769069866101	0.521120594948761	0.601742602456854	0.856774636780812	0.820332578981127	0.802482888081321	0.664497309062174	0.802354690977245	0.845101164193968	0.464518514539061	0.698712562401855	0.599152794343325	0.780901420642383	0.752820167530036	0.817276994405304	0.566700439295702	0.588507121938938	0.253361965176367	0.782613672462833	0.201334881287135	0.646756606969143	0.710937635620788	0.754423988355138	0.811812276125296	0.752374221659837	0.715250843169648	0.819629063880429	0.807405883089446	0.64737546399267	0.524680734438733	0.75990750969182	0.650430949269699	0.815756557397101	0.693298414530664	0.769921878688139	0.804598411639283	0.437929077180922	0.615997339890278	0.473741108043535	0.772771659847386	0.758850751722454	0.730368549370229	0.829980815422965	0.837484788276478	0.726303347792023	0.651532722142671	0.612249307759557	0.630120856222516	0.610241833891936	0.712130560560974	0.642261037073297	0.644934762273087	0.623994503654307	0.610381743526078	0.73902217150385	0.715443434845262	0.749958277533332	0.719451441210947	0.756333604714344	0.720947678110214	0.787266889982746	0.679072022359332	0.703397175871628	0.701623739537322	0.686676734931934	0.7778393141712	0.717746868722873	0.53402598129945	0.643931863332141	0.606744171232127	0.57517884783215	0.756953647585312	0.718819929728531	0.567926859137444	0.844454781204075	0.786082569605965	0.748618640848704	0.527801939328219	0.812035292143161	0.805365907895166	0.796906538253463	0.697244871547536	0.657346709569868	0.542982807088661	0.765828656740404	0.6244390415545	0.667115842559494	0.267237457875932	0.194869205953728	0.625614548293653	0.827205770169675	0.753650194064983	0.783509870341388
CX3CR1	0.91745992374346	0.642139970332744	0.24091895251357	0.429118944811812	0.450187759100346	0.558843247929026	0.841308600637102	0.419611273231133	0.688226242708021	0.308030966158815	0.656636770803509	0.892465034396745	-0.0127989010919567	0.697392793878327	0.880145731544585	0.88777119604432	0.620243922087917	0.70596385535048	0.0709918727908339	0.894047550420806	0.723438914527587	0.284074723081556	0.56171839169464	0.154272625892195	0.623679745542456	1	0.50146268522184	0.692618350930042	0.543899465928055	0.189797842915374	0.533501466722828	0.63184044875592	0.698244490298545	0.355555162973068	0.59701242092183	0.69490666541012	0.178372106744983	0.134558393629905	0.121370326661939	-0.0320602531450955	0.935269896838993	0.605811561535302	0.619370916789751	0.57776903294224	0.185323708696815	0.567147802331279	0.723986696195887	0.0262632478318203	0.420062302296737	0.694617730159804	0.553363999208384	0.651682083737045	0.874702417065551	0.233764102351132	0.87266341605668	-0.0638757306423735	0.680544448820348	-0.415021826806784	0.806319544885234	0.462218030210451	0.643523137498846	0.713013438521509	0.628058183232162	0.607557523528079	0.60067395716958	0.689357365655847	0.431263069226084	0.0108265207028238	0.511766589708714	0.389002088756788	0.570727437350874	0.879350961265245	0.744721243958289	0.68616821878392	-0.144986721450629	0.0769751979637507	-0.127434464871927	0.620072245035098	0.568422618090436	0.772103564566242	0.598361692073927	0.649069172447275	0.461950839710131	0.518938499166759	0.608849101048643	0.400973536525395	0.667936684212173	0.657756838823166	0.181874363974289	0.164079535770217	0.542202916732461	0.86003691901816	0.626997469956873	0.2639956223847	0.548993751464613	0.283458650608106	0.748151757427599	0.603712531569357	0.59008368555109	0.546421004937858	0.550844795899094	0.636305160806892	0.390992738049465	0.527096649565458	0.327144992807941	0.00328712723651588	0.536839624115313	0.28073575250544	0.142826561725706	0.648120702581949	0.591769300318055	0.338829803840144	0.674141136068546	0.666834775595163	0.660166537336547	0.743160841442964	0.640508897998078	0.791229426388156	0.449329522350259	0.320860009962292	0.714302175811444	0.0840105319161146	0.392954765601462	0.199532151340853	0.618704620953586	0.107616334477105	0.097072581581977	0.278412151474129	0.747877861723358	0.504029785928487	0.54783022822002
LRP1	0.687477956458364	0.851817458910155	0.902230180422243	0.922938090539342	0.933026407148015	0.915646833492952	0.711016382002283	0.828209691695831	0.835906690658158	0.927996715320927	0.825775796475762	0.718085023629409	0.708991309674909	0.832225825163782	0.438356728139779	0.72510806721738	0.905361366430292	0.857466234813998	0.429793197005594	0.757495131220537	0.844016370845022	0.890955249632143	0.964798419297366	0.844185903162123	0.799036839767688	0.50146268522184	1	0.859251699494045	0.916025595861247	0.853322709377765	0.873875730369967	0.805851324578688	0.854341544050972	0.833084225443626	0.773514703836189	0.853793790284656	0.801625405064427	0.847646394862934	0.795941852722091	0.797588349481716	0.458656337943756	0.817533848362191	0.944574423841021	0.859782929608421	0.880137631984655	0.887873040528734	0.88177427351568	0.39617380092188	0.551953576672322	0.657381321860577	0.829199099594633	0.895284390661154	0.812703880453526	0.453922360008637	0.481836518934032	0.254697170024537	0.803004666279549	0.327942164657569	0.716464490353123	0.783553367809066	0.849320739685402	0.878148366122035	0.83317203215692	0.795192644897848	0.895101873775252	0.879490865099928	0.789465024290998	0.780500552417872	0.900273035606582	0.847754239025624	0.914797110592679	0.576163235775584	0.8501337734151	0.823490199380183	0.673885085365314	0.798175989053775	0.58427155893963	0.816144286210232	0.914379841277346	0.744446852720067	0.906604597599023	0.936649990933933	0.823362166401985	0.843191611447625	0.667775736527111	0.857870344054362	0.633386673198591	0.743961335858188	0.874055531394084	0.838181943951386	0.527574518953152	0.430430988939577	0.851188834054898	0.809175593194897	0.89237633532629	0.860549103314622	0.720574329569538	0.878288388938235	0.890571599514186	0.632108597926298	0.809567021942473	0.847447144381625	0.822847634172767	0.799586635896774	0.878879937664147	0.768604508412123	0.829826109497143	0.619045418331227	0.795687771178358	0.848467277248915	0.899716728477204	0.653047876484818	0.912307557986682	0.831934574739345	0.791955754433413	0.410252985800852	0.836654017780609	0.847293309386	0.956713610038175	0.885199246433459	0.697970590173042	0.794340872443892	0.928445757827039	0.854142407120607	0.708775856555111	0.355955506447195	0.27276670957894	0.869511104572261	0.913230821588677	0.947626828738482	0.886311193299556
PDE1B	0.785573021217072	0.791940872214533	0.707075551845829	0.792411950369072	0.792258252976474	0.86834979680388	0.78084895791762	0.726507036000228	0.836522437178382	0.754002889461033	0.814592292884234	0.799792997775835	0.488802057965137	0.817245885456661	0.577000233156613	0.790986933235979	0.839124849446426	0.863230035806678	0.399105107535248	0.834674184626204	0.844251717263079	0.682269929707974	0.854060608964295	0.622526287297358	0.799490307504793	0.692618350930042	0.859251699494045	1	0.840154563270456	0.65237925273517	0.790336740015889	0.761265298744705	0.871030668196476	0.767648247336401	0.81914524720157	0.857979127741232	0.65867187459884	0.679818554480219	0.584273752695388	0.529471311298129	0.620312319325412	0.751097720190039	0.916745309117667	0.795513002267623	0.656822197976101	0.807308564842805	0.84206161633348	0.378802463105764	0.589218088949932	0.746608389300717	0.736573666994517	0.846889773479759	0.867706673723359	0.495070670270744	0.641738966372003	0.230384005890242	0.823523447841192	0.122682078312262	0.802089937356407	0.720024686709258	0.823247037147958	0.829139216198664	0.831445302526642	0.780145652817244	0.851968039879693	0.830025537421364	0.673125950992577	0.522896524403425	0.829536769354467	0.68444226102831	0.887514875434294	0.674937920229914	0.850544921161178	0.810681433306903	0.393701045415928	0.622827329684311	0.41906638501954	0.77351383324958	0.886572350067709	0.790936306932354	0.818629300882825	0.909790690702207	0.736383263221589	0.796372496256386	0.705115031722495	0.731425555517525	0.660577957281338	0.774992672177412	0.660660810449618	0.612662636221884	0.595864986244959	0.603465725092327	0.794714400144065	0.662846071663039	0.781672196148574	0.706856712989174	0.774991105450736	0.842120214658483	0.848657661899321	0.614471400255735	0.766452899805854	0.842401809176684	0.738346858939286	0.762070827689071	0.711075237477578	0.527362244192172	0.833974401062782	0.522848843637541	0.599062892899064	0.797705785733243	0.861488024294541	0.65099624772674	0.853321946024323	0.879017395225273	0.825481918344844	0.588155080258712	0.79198956288191	0.871958208703415	0.834165295260661	0.703122064113362	0.756408088141957	0.543139056033582	0.770626203086486	0.674197192516557	0.75137103598826	0.327351587415058	0.296113175036734	0.692554006594431	0.886127655498694	0.83953008734296	0.794749573626288
ITGAM	0.725108137617151	0.854723888735899	0.853178584136149	0.926931269550243	0.87108267883727	0.920277483560147	0.713095870804835	0.861796347520957	0.879894057739665	0.869823922715129	0.827159346954393	0.695980953043926	0.730831804899366	0.851630461379679	0.53997391020024	0.699919050587796	0.829461141886704	0.897205900064073	0.583707764982896	0.744193976848553	0.840317986910707	0.802513334444772	0.921281074958818	0.756956012369153	0.750774313080288	0.543899465928055	0.916025595861247	0.840154563270456	1	0.756680920163407	0.801178991738524	0.80264072993708	0.786331226455801	0.845808768928283	0.774442230783756	0.882047867995816	0.793836505720677	0.84739051587565	0.714079956183812	0.734479096153503	0.50741672567748	0.829290043673048	0.905523007569186	0.837764458836802	0.806438093793742	0.836499349126429	0.82649108942826	0.452079307925674	0.609394804687264	0.652579788857661	0.801561350030205	0.884492433952026	0.792716435615947	0.470539281381703	0.488432879809498	0.427573205520855	0.750866645151777	0.306726308868015	0.714865403300882	0.708176792026634	0.820199617767049	0.845663713732914	0.814228848061564	0.70374257784659	0.826664102638173	0.865967813010047	0.682759016047198	0.65532036233993	0.824354226773556	0.742756665433505	0.882974482371072	0.606473335286192	0.887330540852647	0.761723337176566	0.539786307509059	0.762354954752515	0.578221029674572	0.744767915833203	0.876779078327593	0.769420692443427	0.864807607136595	0.908303470795737	0.676330052653055	0.836583685851695	0.611984141518866	0.862029480988697	0.629882285865127	0.639826524683536	0.823207106372922	0.709471429906501	0.590567842724597	0.431242628025677	0.854799696275048	0.686899495154746	0.840738244542406	0.844200171478452	0.716734459861204	0.898274160456381	0.795221349523058	0.644531117132863	0.747820846934758	0.863142322348331	0.733348230580788	0.739963469269497	0.786182830120284	0.696585397132955	0.812910714259788	0.46004578186896	0.71300323366486	0.856136952102705	0.864037156082224	0.522858667569235	0.880664829185691	0.759113832182958	0.751761317039858	0.385547589048091	0.818443073734603	0.886535585683924	0.892509526163572	0.838369392245993	0.699972494172084	0.728380874438758	0.846402776488006	0.728904119635761	0.66330221955912	0.183658290867017	0.100818418432389	0.764047268410093	0.917506507262221	0.884055120698945	0.885227156580132
NRP2	0.388896408128964	0.678826759113749	0.924005709032705	0.781006271690428	0.826045103095714	0.753100483182897	0.502473417059268	0.641536407296943	0.571323140838661	0.861291469501458	0.655196953785092	0.415781939007669	0.708611331645207	0.655258743507767	0.13497451570799	0.442139434718715	0.766958997940439	0.639553007978941	0.361372193637051	0.45831281811436	0.587696357800924	0.852419837772682	0.811490493115732	0.890680120575165	0.601773626320504	0.189797842915374	0.853322709377765	0.65237925273517	0.756680920163407	1	0.74659200442862	0.587463018351269	0.61156665655063	0.795011294892793	0.632207592737557	0.59762209277918	0.832693799945182	0.848514314050305	0.889930885495394	0.888194303564868	0.157927719622702	0.592336643027118	0.778164365210949	0.687243024339973	0.87377846041168	0.677859772871732	0.655019420386468	0.43200744121535	0.352403572803036	0.528771383177748	0.772618589261599	0.713975015495306	0.541536161723689	0.412561152546691	0.23726195420634	0.202309307042717	0.549570665727142	0.629615189106772	0.486709301506299	0.769876920897647	0.660436317040908	0.629381573528563	0.674946412286142	0.608017692484024	0.769916450168729	0.656859171942444	0.817648479589201	0.93117361253635	0.786120743582697	0.832256957621473	0.750949605864974	0.287580868922518	0.593969977175313	0.601961570729746	0.848919790434455	0.84356217051294	0.702672961353681	0.619502741501228	0.796232347307776	0.492769643925387	0.685030317193504	0.752250540418701	0.697177664725857	0.645797140170453	0.517167819684775	0.710520971245608	0.432401005942159	0.624318174346066	0.830084266301444	0.875308480746234	0.250141138780898	0.176242738505382	0.621064022983445	0.835195512136571	0.738561093153201	0.81809124201568	0.527554300612232	0.71887521984026	0.718075120197281	0.428321441829209	0.686005321744854	0.732266874177436	0.709267564883429	0.636954490203061	0.873937620322012	0.879283485428301	0.686497528663621	0.481889692512191	0.818219471594626	0.643097662937206	0.763732181982066	0.580841496236992	0.708416988197891	0.652285198951805	0.676246055035029	0.259011249014642	0.66012758408584	0.560981022432462	0.882826677726483	0.876077633643552	0.511420415684342	0.865914015424582	0.894478220516083	0.890330750864564	0.586203482539967	0.333364806809497	0.253130716836564	0.841073225311628	0.680018844592697	0.856961320993783	0.70953290975
CD46	0.675647171243909	0.837770592082353	0.807333823078009	0.809782432039297	0.857447585627476	0.901022703910767	0.766923508300998	0.678319710926416	0.740827303092332	0.830616482855255	0.882533222314942	0.733436945808678	0.577814593762511	0.867305045706937	0.465004126741361	0.786473773993047	0.827328554094427	0.889869119022351	0.419544704985442	0.717848087811929	0.80347699165205	0.778884983136899	0.848752717020061	0.767398333038533	0.803538638335651	0.533501466722828	0.873875730369967	0.790336740015889	0.801178991738524	0.74659200442862	1	0.695081885255552	0.855357545122453	0.808646757688802	0.83011787315924	0.779493516325928	0.709302426448796	0.703824640884875	0.72454056976051	0.659818430271653	0.573282868782841	0.793599173285815	0.859265459808388	0.744012820805648	0.724230184310013	0.784824919983259	0.795320852611623	0.472113690802729	0.648798833763908	0.606088397465545	0.740629459195018	0.853638706178378	0.801514291252973	0.500533353130885	0.598283913795446	0.301710341888398	0.750334651821283	0.291064447463365	0.636736446459008	0.751515698841682	0.871459514651377	0.796541205858401	0.784887169450436	0.836169891722747	0.906799478855447	0.869438243776938	0.802447931189517	0.681845878922202	0.891738597179948	0.770802638156806	0.864498321233376	0.556893755447741	0.83852817991083	0.85661500769422	0.557856744161396	0.717369806705842	0.557820461381181	0.839200787089027	0.810210577201482	0.658200356268022	0.792144918778595	0.875451476527903	0.808455290302344	0.716955702966868	0.762455137674679	0.704572049677301	0.722804857416399	0.775212697719159	0.735195313067537	0.763560975714778	0.573974592974114	0.449741633413808	0.825444427256013	0.763108463240968	0.772467402055496	0.826953847472016	0.811135758164153	0.791322981899145	0.858332820620774	0.743910925799631	0.744923213304364	0.750239516491417	0.739059322532146	0.799949217263027	0.810857606075965	0.678402928767508	0.689482749900274	0.51806354151391	0.704153295233789	0.726209121705732	0.811450738629084	0.692658669534985	0.846052581759387	0.784516403120621	0.829980727064797	0.527381305340493	0.731616566912736	0.773971600882901	0.891444576355552	0.802521234619645	0.709840843252411	0.700227272570971	0.842490216959573	0.784591775727805	0.667700099189196	0.40279252435014	0.347617305915894	0.806976573617754	0.819719627435369	0.876593450201481	0.776378086982094
TSPAN15	0.756456962337847	0.737952521825007	0.697546082855464	0.806784710560783	0.731098227785255	0.753768318701449	0.6144506097621	0.783578334671534	0.836961395827396	0.684700313263803	0.730129603328657	0.712471472751656	0.607054302267454	0.745819164720528	0.645359140812594	0.705480848891934	0.826402526380209	0.73451194541136	0.316579717992247	0.824154225439575	0.786810993588842	0.782159405135829	0.857473888195553	0.662548414799782	0.765591466856132	0.63184044875592	0.805851324578688	0.761265298744705	0.80264072993708	0.587463018351269	0.695081885255552	1	0.717129829402287	0.639267379115466	0.599171667526418	0.840303670012214	0.543071739956138	0.622552842145602	0.555451729791697	0.571487236962909	0.597368032802503	0.837832312183258	0.815897986417536	0.877198873332208	0.730192547715852	0.807292868137841	0.843499075690489	0.18491079118261	0.46255446812576	0.566579535778854	0.790123633703831	0.735782899290595	0.776227438574193	0.238807806151765	0.506895050456686	0.168862043086004	0.740573009557748	0.102337735309972	0.61945013884577	0.631629827506555	0.676353819636244	0.836753837815983	0.708444533281453	0.598221302985571	0.675272919594585	0.794765680868739	0.552257271099495	0.518916385965016	0.701589782899667	0.675032010474712	0.79742155751827	0.729278666840153	0.76116654998866	0.728968094567276	0.415695088871257	0.555759635518988	0.289858717688702	0.742978072074355	0.748243848000749	0.770452253393034	0.890119262785341	0.769563918091766	0.588903548864588	0.659003665026094	0.466834089301625	0.758289225884544	0.488305832724733	0.573019844981641	0.740619273793826	0.587983788413994	0.549087316161431	0.575264302356105	0.769208328406316	0.632353473781715	0.735537392201467	0.62648159191363	0.612115149573374	0.765954696225921	0.732451196236451	0.560257191951944	0.728839948997689	0.683672664549534	0.593410447534621	0.675628258311902	0.693325901746732	0.522782412014079	0.639663043068165	0.5586998908104	0.523018672694268	0.873868902055976	0.683894437298027	0.358238228980293	0.834985620023636	0.702717617884992	0.64693319456403	0.397387296106554	0.857310448595206	0.872178055749426	0.758416454139683	0.727594312669515	0.620508975202336	0.588236778178966	0.736294803551604	0.549626295385164	0.568172008221844	0.065660602226644	-0.0106221978356313	0.610958437723506	0.874753089056292	0.692744992810752	0.872443408130369
ITGAV	0.816168867837671	0.830239945079416	0.635237640655151	0.804499248483616	0.851198141929587	0.852531974774816	0.844941904032746	0.702775685703697	0.856675421216263	0.796454311597195	0.83101450221566	0.87976314256263	0.421479193997159	0.889853727001657	0.515268353894414	0.88656572197854	0.823508286779373	0.886973285690597	0.214895055375381	0.832223261788029	0.852107983859146	0.673858561918079	0.864353277078401	0.605090864106927	0.782476368059992	0.698244490298545	0.854341544050972	0.871030668196476	0.786331226455801	0.61156665655063	0.855357545122453	0.717129829402287	1	0.668444155612226	0.727088174071754	0.873919951260616	0.496102231621187	0.594682380538032	0.546907610073728	0.498096476927712	0.713637422628762	0.782013994092574	0.871020676724562	0.761453707833986	0.65721735641143	0.876965830759721	0.867791271110633	0.235771680080419	0.543053495193952	0.638388391253409	0.69513058293524	0.909281455158674	0.897711224344553	0.358650418661877	0.736245109407342	0.0688485846487727	0.876773033169165	-0.0387694992502416	0.764949734506321	0.728488073294708	0.919467959432661	0.881037875468969	0.839887749028115	0.86975130797251	0.865065693192466	0.915330636794484	0.73052848405672	0.500782453045497	0.852210853480025	0.700466098621094	0.886473935685634	0.674581531189728	0.876947941593213	0.90558174596222	0.38946525364409	0.560442684487476	0.316595497162578	0.906030867966476	0.83367191001972	0.828437180065244	0.859525028119199	0.891918661677092	0.798855286394054	0.839636530960859	0.85134698588799	0.73993098687844	0.795600761012296	0.773072023989401	0.663384028529647	0.644327632304166	0.554978718860055	0.549450801646037	0.872725313224393	0.698395102313939	0.796853259214377	0.703980323661514	0.845253675187111	0.871336706354351	0.872181085467618	0.705245935350494	0.756499640106874	0.732432964486385	0.829447037803316	0.703605604296672	0.735490513134483	0.540044798072196	0.73131942906691	0.601255644544049	0.678558569328895	0.794006640061567	0.82157958299527	0.666721439573107	0.870761747296105	0.868688116946176	0.825688697492814	0.575961756445247	0.745635971320813	0.867520657495723	0.853268343690046	0.658918020926747	0.739097685089139	0.573930721101148	0.767099649567624	0.686951039643257	0.644482186706621	0.409765208649908	0.358179485509406	0.715387908897754	0.884835833719718	0.868449800911672	0.796280220033735
TNFRSF1B	0.549938035016592	0.732533499302112	0.864216710287345	0.778150633470063	0.822343886395544	0.907785274104917	0.571739079832471	0.655973405688749	0.696048705168416	0.832680547086477	0.785876930724773	0.546784578057749	0.631586838456119	0.740322130494153	0.380973871564223	0.544055436219719	0.785751269202124	0.815096305835251	0.698055444727507	0.578497721684504	0.701486599181137	0.7790157145018	0.796509253738939	0.729744552690017	0.779738547058527	0.355555162973068	0.833084225443626	0.767648247336401	0.845808768928283	0.795011294892793	0.808646757688802	0.639267379115466	0.668444155612226	1	0.823492496818732	0.756663308242539	0.896956411070566	0.846649077076709	0.822905874482598	0.756763145037244	0.316396664542868	0.741297629266895	0.829374379899061	0.768397668695954	0.787285674318862	0.743943805218451	0.715342065288782	0.716191759925337	0.761667615263575	0.545461996898299	0.788377184757915	0.76569984782957	0.654698168857215	0.726040629000095	0.347599419632596	0.54778126334948	0.640659047573737	0.590657932689327	0.599700051431732	0.666573122628223	0.745604739331518	0.702547646465094	0.768069846648017	0.685300675458731	0.836065580530636	0.726636755709366	0.714281229144304	0.729188170509876	0.782256852055162	0.724539121274457	0.803772555795788	0.443574795125039	0.7506258711351	0.64861208687243	0.656320551200193	0.845638764769043	0.83119925526304	0.673437205092438	0.816155639554641	0.618213446342766	0.734146605818453	0.8290309964664	0.663231112475569	0.692055972202901	0.552060818781038	0.695660034820867	0.557600497726338	0.584550962764015	0.73270543761468	0.73687182150829	0.609235438398075	0.317185588024693	0.682315985616894	0.77586119219413	0.730847770216312	0.91189492137438	0.642408719835299	0.754083318633054	0.719856649856238	0.600834019581082	0.630415925590373	0.756093915602886	0.737991290063085	0.775672859370189	0.817349478851809	0.756500621560319	0.704610310703742	0.524583853672573	0.737840649516793	0.682305299820792	0.808911213371396	0.592148457292976	0.777684898025861	0.681864949221656	0.732762720279391	0.324005164750643	0.75890837115702	0.695232901396816	0.857330072488934	0.855235173182233	0.568962895856144	0.738833084743572	0.853282065177188	0.752567851375512	0.648059127132644	0.223077001999355	0.154322720142194	0.720130138170756	0.759345768590671	0.831557863088379	0.761875091992493
