""	CD44	GPR171	CXCR4	ITGA4	CD69	NCL	CLEC2D	CD3D	PTPRA	RPSA	PTGER2	CD3G	PTGDR	CD247	CD2	LRP10	CD6	ITGB1	ITGA1	PDCD1	ITGAL	CD96	FAS	TNFRSF14	KLRD1	CD46	LAG3	CRTAM	KLRB1	TNFRSF1B	CD8A	ACTR2	KLRC1	TIGIT	CD8B	ADCY7	SIRPG	PILRB	DIP2A	CD47	CD226	S1PR4	ITGB2	TRADD	VSIR	CCR5	CD74	JMJD6	PTPRC	SORL1	TFRC	IGF2R	STX4	F2R	LAMP1	CD63	CXCR6	SLC16A7	TSPAN5	PTPRZ1	HAVCR2	TSPAN14	ATP5F1B	RACK1	APLP2	SMAP1	CD82	PTGER4	CD81	KLRC2	IFITM1	KLRK1	SIGIRR	CANX	HLA.DPB1	C1QBP
PTGER2	0.575339790802282	0.778484024458001	0.90692704278204	0.667838548311161	0.919311810621812	0.445954109246847	0.691828432013365	0.88186311606461	0.146908844668139	0.721306296939865	1	0.936690698198913	0.444337897295126	0.755489716424603	0.804563580786434	0.654653650580168	0.492209056288566	0.378207919127556	0.0955194014600989	0.677770818156707	0.712936524137349	0.874107498219213	0.47887578742421	0.814926632603246	0.458456429271085	0.182547405408555	0.820961524899205	0.528478582892079	0.835428642294122	0.387509574010042	0.624284218442405	0.41924597660491	0.639311610239771	0.387085861469488	0.879454656978916	0.197232697904026	0.593990677674051	0.171858546481444	0.50672390537085	0.439450617807045	0.763806960379682	0.669952544188438	0.169065517327575	0.679700827015605	0.00878015792313355	0.463135813477794	-0.01468341044847	0.465442620755132	0.753851967004778	-0.361019945164817	-0.427820640826596	-0.331230509861542	0.440667597214647	0.304978465774792	-0.369523236266821	0.267054050503409	0.628250150759263	-0.341260587599838	0.144818056551216	-0.341802081985977	0.0128135055038691	-0.235629348885974	0.192701697272636	0.494330001320853	-0.405619244849356	-0.0120922811176472	0.053957206609722	0.631212574017032	0.21880714343515	0.10065395958355	0.753125257099265	0.816678157999203	0.682052413740221	-0.334699888936388	0.334582688298855	0.136081862062713
CD3G	0.709563469656297	0.849515236376225	0.952600896166945	0.780510421266516	0.985994465414649	0.418695091895233	0.750121662499978	0.966734696095577	0.110670822758761	0.660486148213714	0.936690698198913	1	0.560790148463203	0.773581451776682	0.938565492588981	0.583191911410784	0.545387072110379	0.396690606576348	0.140154444077124	0.800566784583675	0.827238558168267	0.93282079020873	0.596792295309425	0.777278362985446	0.539426081197538	0.23483795154073	0.808978652027402	0.466602635366256	0.876803466710284	0.468418887339344	0.657661327044923	0.403062889056382	0.581080612642605	0.50173858118716	0.952191404300349	0.258756740602591	0.622172844389467	0.165799645341382	0.598197332122858	0.376603745007842	0.837849837974852	0.792564348015709	0.18422279507286	0.681163248139582	-0.0777353935522144	0.501403812214436	-0.0962908973414344	0.460570702086957	0.868169392899801	-0.340572590828603	-0.490578163398322	-0.241076715559865	0.409508295059331	0.272640489441242	-0.366947780440223	0.163838095643376	0.741401227801983	-0.415876753114986	0.173544955672419	-0.426278509789774	0.0466392648587886	-0.164573797161308	0.0894781169862802	0.399995458423798	-0.427342804739291	-0.0401502450267438	0.0105329519545007	0.748736167239053	0.127420870194406	0.0310206271409168	0.87685599630022	0.905559220220043	0.692227345858851	-0.383648121464676	0.279686824776652	0.056611944030829
PTGDR	0.202480732313023	0.692794412688791	0.446699459046726	0.539357347644658	0.551357868965317	0.25223009867001	0.12037840492503	0.695407762763923	0.100426660649194	0.480694103592766	0.444337897295126	0.560790148463203	1	0.500297029181499	0.597677597644725	0.516864991106219	-0.0245549051093781	0.429638243666311	0.103327044799098	0.778349810477536	0.584842749037059	0.552324028703952	0.408343077955075	0.571443385041952	0.621099674372378	0.130026171510498	0.192135185573131	0.548669932292704	0.634260777305855	0.200721826414337	-0.0126510041311444	0.276166953686747	0.555786683008209	0.383076142473568	0.562460320021184	-0.357456630774277	0.695690728416001	-0.42942969270432	0.381694435113984	0.0994906517272765	0.450903900637747	0.707735708010858	0.284479769808219	0.226214589574159	-0.0139977095731536	-0.161156927545482	0.0400923914195839	0.312540224729499	0.460227738518339	-0.332075167293971	-0.311093377910553	0.235108238247457	0.0912762336758185	0.0332742907625869	-0.20488870373399	0.283137019677656	0.589415870268908	-0.327482349201688	0.403352411599343	-0.345955291411236	0.29231020867593	-0.226165931467578	0.204537522209665	0.34370136634852	-0.316846356507124	-0.0171532187848775	-0.0384321817665506	0.234266910496162	0.130284390175448	0.237681895722688	0.718188494229008	0.392140167623857	0.46412265601714	-0.166514371737402	0.347037212597375	0.230533792194596
CD247	0.49261915804239	0.619953891881485	0.807044074745554	0.553659039371858	0.799351379784895	0.301159841381326	0.430244303973901	0.793322563871709	0.11606149884985	0.652676510390538	0.755489716424603	0.773581451776682	0.500297029181499	1	0.687964422656643	0.513471046798856	0.646810743529993	0.34036828680392	0.0277949793948509	0.67209129172103	0.69679427624774	0.902429846846018	0.295604539152439	0.752407638967827	0.535498937060498	0.00227954258658575	0.568991320883342	0.621877418980203	0.848266178188899	0.355319924715459	0.554743387675441	0.294269094008847	0.883666321967059	0.278429674149393	0.661428606343579	-0.00660035444637232	0.557970378488028	0.0741369988598311	0.256704214860464	0.286508852702619	0.505443323379625	0.745044844107055	0.115118747752969	0.40528320501996	0.0231016895621511	0.525792576723392	0.0340168734418082	0.168025162355087	0.60865727453859	-0.42040859816885	-0.511620858608235	-0.3443946219413	0.241121846918833	0.199939885627699	-0.389135638830464	0.304650995220276	0.452552005754409	-0.405656630908862	0.0271033777173781	-0.449978806813479	-0.0144840155489748	0.0946208790538008	0.198169874569769	0.479134365327649	-0.417061460636821	-0.0689190156937119	0.179583331528712	0.420464746768553	0.190792663463711	0.165697537609125	0.790043579584514	0.670482675739062	0.536200295578629	-0.40468451146999	0.389536962439415	0.166209160753826
CD2	0.748910009470785	0.777204102326569	0.886375685110744	0.807759504899631	0.919941374939301	0.3376471561306	0.815005310837854	0.937875475264227	0.109965704089704	0.524774968167591	0.804563580786434	0.938565492588981	0.597677597644725	0.687964422656643	1	0.449941403770924	0.548620673127212	0.393896859888133	0.228758346253676	0.822881119734243	0.845339213452652	0.864657238698951	0.623990913350628	0.656988545380844	0.549058930809607	0.294115901721444	0.783459676953526	0.317498789236173	0.80486682215542	0.49890163717751	0.682994590402217	0.369906072504211	0.42568278240663	0.660646486071496	0.930686184294947	0.376037319995344	0.531951326604802	0.210333723910124	0.620247848005017	0.214108438554002	0.826259965935097	0.823007842487523	0.224458098615258	0.635000262058108	-0.10554879871012	0.551525064901067	-0.133018941843895	0.383139901386854	0.89759841875122	-0.275614573809536	-0.483430021642714	-0.104472249291069	0.35040229978079	0.297647153066712	-0.27528443343295	0.0561704061235226	0.74487371053003	-0.443483360823204	0.198846397597966	-0.473346896559599	0.066981322988166	-0.0597038774625182	0.00327883274557755	0.2455462983832	-0.409314385881609	-0.0636306505809943	0.115529780906569	0.775139675114628	0.0651375123945684	0.000630168415800955	0.898249732941269	0.924380447929042	0.733400693938939	-0.392540406300488	0.236669194803015	-0.05452267806661
LRP10	0.265857499034506	0.805828605655535	0.418783322550357	0.685627726551675	0.61157486445001	0.758418183674254	0.366672864318795	0.599016080676937	0.120797407420361	0.854141240763468	0.654653650580168	0.583191911410784	0.516864991106219	0.513471046798856	0.449941403770924	1	-0.0155279551884951	0.789410985552557	0.473584217582651	0.493538392741071	0.160424286676824	0.675016321627107	0.679480872802	0.749574561847621	-0.0214360620324706	0.55367825340086	0.403637164385972	0.266795974683612	0.454354489538587	0.266369362598692	-0.0840082468230811	0.762068334816926	0.617618085964158	-0.0153468672695691	0.593536077057932	-0.014674403121675	0.883909411827474	-0.0730842121539837	0.661700119891222	0.585148674968576	0.600765140818888	0.29477930254427	0.387224740073659	0.734698136955716	0.18784727179787	-0.150459646889066	0.473211920848024	0.710282008951465	0.616290779082985	0.0272045697151473	0.0528696304489242	0.0518359361623405	0.695719211004667	0.536785478487421	0.177447535229303	0.75790825746027	0.676403904046237	-0.0924369033157361	0.46758160760742	-0.0796128249150673	0.390545514113312	-0.15812483575473	0.60937938624687	0.768837266183876	0.146287976649278	0.327370269632829	-0.103020489474505	0.439208063723511	0.708425544390703	0.0271773726074115	0.462465422545547	0.514664606709233	0.578412930914053	0.177071602976731	0.748705925768856	0.494165062933239
CD6	0.625681039691292	0.265231399399446	0.661128120673663	0.449103633470863	0.526931343463594	0.0874782047370314	0.604547210632122	0.513107336948696	-0.0146165335726041	0.185193778554665	0.492209056288566	0.545387072110379	-0.0245549051093781	0.646810743529993	0.548620673127212	-0.0155279551884951	1	0.127281397909961	0.114500524270481	0.19950394549625	0.556212350306956	0.572273909273499	0.192018465333702	0.328449108178859	0.223250537354513	-0.0267663239333506	0.520585757960656	0.12232707646389	0.456838343757419	0.515686658555603	0.755233552103487	0.114787478916511	0.3285714432863	0.273097415441248	0.55135454269583	0.382359963602898	0.108890210130346	0.409044711545967	0.151643001178207	0.158924476026424	0.226190026048853	0.565726377602913	-0.0571905162991136	0.215300383744124	0.0235062560115799	0.88321203392903	-0.116605225259063	-0.110702356447194	0.486038261692934	-0.142239705460759	-0.399355427777441	-0.417070958216473	0.113106922990108	0.245012004606663	-0.291057352172325	-0.0467290418464853	0.331043184657363	-0.324572363584407	-0.27180351752724	-0.367336304812508	-0.130281957546519	0.409792909059752	-0.135248149069976	0.0586847289466771	-0.255796430269663	-0.0619877218461091	0.0249697314702934	0.455882443043568	-0.037938609243481	-0.249360917987974	0.503897681938464	0.564278750746326	0.423476418373257	-0.412928170731639	0.040445486881556	-0.168651324207852
ITGB1	0.360234713237118	0.705594029835627	0.238643802592962	0.801103096026167	0.431667990197818	0.770988081256176	0.425869994530561	0.43733598954979	0.0687189131171635	0.674116822219378	0.378207919127556	0.396690606576348	0.429638243666311	0.34036828680392	0.393896859888133	0.789410985552557	0.127281397909961	1	0.818592378054819	0.302981363966765	0.0523025348755635	0.502371184107302	0.824885088277011	0.557352604108067	-0.232873185136891	0.742076131423023	0.199257005193335	-0.0961574892243115	0.172132760821909	0.4625631574728	-0.175863536161281	0.869462290170182	0.335158567960219	0.0250710413636514	0.514541956138982	0.163565581194163	0.808008709439939	-0.0173130251529618	0.744630947647708	0.466068277512671	0.388385672028056	0.290598762485436	0.453425935635307	0.62757591336455	0.289915714413963	-0.0739600687642535	0.572224276782151	0.602028411492973	0.618076140682052	0.312396364512348	0.216322811898105	0.230867151307828	0.693270150564519	0.771836554593196	0.456833658661333	0.81225924309834	0.75474901094657	-0.101977054549742	0.442370396446322	-0.0971533865269224	0.521940895401136	0.187725114451143	0.608856399564278	0.64563736080733	0.416032280098384	0.468167894374687	-0.227344908650423	0.500852459114522	0.805538399240218	-0.268668055890381	0.379872067758724	0.475611190804847	0.680018494263505	0.288400809800746	0.767773213430085	0.439728036204662
ITGA1	0.287559597896049	0.386846346834709	-0.00288428951438012	0.62269055330231	0.157345048624118	0.543194604774361	0.45429735219405	0.162952006807716	-0.0501405983610411	0.286354257330859	0.0955194014600989	0.140154444077124	0.103327044799098	0.0277949793948509	0.228758346253676	0.473584217582651	0.114500524270481	0.818592378054819	1	-0.010885204742662	-0.159246507034233	0.211821163650193	0.695471300248653	0.216191135867703	-0.455284585274107	0.742490074641276	0.140214053307806	-0.436014852454776	-0.143107581068541	0.387572364127936	-0.165511172660002	0.695576270267385	-0.0442421798646382	0.0159768100693978	0.304479307439971	0.432917267377643	0.472182006672786	0.215873029689801	0.60750296537974	0.23688182420251	0.181615313587367	0.00888817480615094	0.35137456527131	0.467338015226475	0.219006694208888	0.0134777536963829	0.503839826437566	0.368256400382669	0.463270520793223	0.556233798367579	0.317271340113609	0.456319130427784	0.533357560581815	0.777522100354609	0.716789272302096	0.508743028603611	0.586542078918948	-0.0850901336440125	0.243699233299576	-0.0892867824064862	0.403242498158134	0.413323419985386	0.358361450427528	0.251660756144676	0.491376088556339	0.315296627147969	-0.126226707247681	0.441101311923687	0.61840180583712	-0.505025408485249	0.137616736467	0.33310550213728	0.552354198697469	0.260986074918804	0.532492763348683	0.127359588529163
PDCD1	0.557661578712205	0.739426674037763	0.736282238491512	0.590839168781166	0.807674238209515	0.256459967229544	0.440697748564555	0.827434232271444	0.12336916006789	0.546699273499682	0.677770818156707	0.800566784583675	0.778349810477536	0.67209129172103	0.822881119734243	0.493538392741071	0.19950394549625	0.302981363966765	-0.010885204742662	1	0.760574599826277	0.79290849437386	0.475827133082252	0.59901722321501	0.706955693181701	0.149549231383983	0.478966400890631	0.507048561880581	0.852632746078101	0.273409010404813	0.403428704742404	0.269187034208982	0.542972313237489	0.467796606398386	0.7254847979834	0.00273638173040388	0.553175713802932	-0.0753837474249989	0.481386135275546	0.187167603712133	0.772219562628567	0.794801701213283	0.217314875507483	0.501429486839518	-0.16379941482562	0.177697808136352	-0.132073276743788	0.374342018121612	0.7013570288629	-0.434156856587779	-0.517937946137355	-0.0657744230072719	0.194959691698076	0.059013333465656	-0.36419778420015	0.0998572174701195	0.563861520958792	-0.399547652598376	0.269660956903692	-0.413345439950718	0.096075821420694	-0.270749027660957	0.0719211623987592	0.321871710535118	-0.467684724931927	-0.113838489461208	0.173460453133369	0.547115185955095	0.0257464281224471	0.284691821256248	0.844938755915604	0.695783103948747	0.457986247732611	-0.337650263341265	0.285568430237599	0.0920567568917891
