""	ITGA4	CD44	NCL	CD8A	CD3D	CD3G	CD8B	RPSA	ITGB1	CD2	PTPRC	CD69	PTPRA	CXCR4	PTGER2	KLRD1	SORL1	ADRB2	ACTR2	CD6	CD247	CLEC2D	KLRF1	HAVCR2	CD63	LAMP1	LRP1	VSIR	CD74	ITGAM	LY96	JMJD6	STX4	APLP2	CD163	RHBDF2	PTGER4	FPR1	IFITM1	AXL	TSPAN14	TREM2	CD81	KLRK1	CANX	TNFRSF1A	PLXDC2	CD4	CD46	C1QBP
CD63	-0.0998170155471067	-0.158379391517086	0.712934993164752	-0.10616838287442	-0.376257740115537	-0.332221443860857	-0.126779325822079	0.566828070973021	0.82970876991775	-0.449621584433198	0.363935920963053	0.257778527975943	0.458739402090206	-0.0284681657607441	-0.328598538195339	-0.449455709284029	0.788076836338072	0.488183076147786	0.838329352626044	-0.397732263806207	-0.450888892280091	-0.012776701696528	-0.468500077601052	0.840444618658279	1	0.940980128282017	0.93080575191453	0.710914711462817	0.89997303164947	0.827660975875726	0.871811730848899	0.676453937028179	0.867361478290839	0.924101512587687	0.884613822891194	0.759743943868815	0.604875339694355	0.859743361122495	-0.421139231231441	0.912699372995435	0.855345821539768	0.954096016867932	0.961874821218626	-0.4534069869333	0.875203800157448	0.772715568110747	0.902867466624309	0.879706025817704	0.52729978566565	0.555065298623945
LAMP1	-0.0716344419721902	0.00135104025725486	0.75818950329222	0.016262916619141	-0.217454250389836	-0.15687073701862	0.0851517590404246	0.587389770121397	0.884542209535174	-0.288007747751636	0.545562140559957	0.377984327174234	0.613517327835382	0.149050647160762	-0.124695759868585	-0.261017952081786	0.828596019289966	0.624371189164117	0.904609553783998	-0.220670911972994	-0.276489277757473	0.213071650983418	-0.276842119731434	0.909625560744156	0.940980128282017	1	0.951909359577745	0.747148554268668	0.894147960075261	0.81904527647742	0.765133151854405	0.766447196901402	0.902746151067439	0.94828631651511	0.880599942768168	0.840938930250056	0.783626050602014	0.887314066063306	-0.233835634675105	0.89808281582914	0.911508013643771	0.937188055987031	0.952681517914432	-0.259324887424199	0.910363997516501	0.812458439513121	0.91809278941226	0.929675451696696	0.577993728557143	0.537745807511764
LRP1	-0.0413170225671198	-0.0959234463309965	0.77747797919907	-0.0238475266575099	-0.28157083185212	-0.248992560938798	-0.024450746854733	0.558988746571774	0.848207114865939	-0.360481686069787	0.519210075038599	0.314105464329131	0.564006669131274	0.178385333866797	-0.273558739759813	-0.375793068035081	0.895636759088321	0.667101792874757	0.927178153284246	-0.317781008697474	-0.415199783790719	0.231782790784673	-0.425864969037127	0.936024199157301	0.93080575191453	0.951909359577745	1	0.775031438528596	0.920558347060687	0.897400884441369	0.761549150377639	0.821038165188362	0.907412649575007	0.973530290653856	0.886559103868276	0.898505791763098	0.741445840382356	0.918947228470526	-0.372623628188488	0.923873401181217	0.936875548773873	0.935240054713635	0.964570644542381	-0.389804612767573	0.89511597265676	0.846340313044754	0.944095488982005	0.938630649146508	0.615234814009413	0.541960275174603
VSIR	0.0105721032225492	-0.202876819648206	0.470469445401101	0.0289895382896892	-0.273422605045211	-0.376071424484249	-0.126235864146751	0.309846176562281	0.650887902118915	-0.39027395729432	0.557765877586619	0.223105511313817	0.261485304671682	0.306822996456168	-0.320367014228889	-0.366400081873402	0.92659410107799	0.853782818844159	0.818268073170644	-0.386360428717148	-0.319854987053483	0.153412141672806	-0.39634886620241	0.886641822398015	0.710914711462817	0.747148554268668	0.775031438528596	1	0.871278263450751	0.836004263511271	0.512366091303755	0.815442051731962	0.685651646098386	0.772739146129864	0.684944750259749	0.892466910038496	0.571030284613394	0.882416931595047	-0.379393196106086	0.851934963319629	0.87590951448835	0.834615558679725	0.793107648697982	-0.414844333670607	0.592998666384744	0.797732243910417	0.905773846495954	0.831056379089198	0.663915794744601	0.189960331641649
CD74	-0.0275808759734046	-0.10101145475755	0.704650768662371	0.0116531702342714	-0.282251977466132	-0.308910036646446	-0.0796504134815747	0.60360777681055	0.812343727393655	-0.380324080171793	0.5667255816433	0.324532271766521	0.354348911950716	0.191528316481813	-0.351911853063595	-0.443764538183649	0.937051503782601	0.699232881711384	0.898648516695448	-0.376847775166119	-0.437975215309992	0.150434988542587	-0.474322174823415	0.906882587300746	0.89997303164947	0.894147960075261	0.920558347060687	0.871278263450751	1	0.886572802386307	0.782279936966078	0.800801648096521	0.890572404805304	0.893200663124549	0.897808037733232	0.89004029490773	0.664181250909965	0.932428421753428	-0.433418967676021	0.972257109218572	0.938145077686015	0.968686477289818	0.939447812540203	-0.445271777349405	0.793142611594119	0.894672940957622	0.970174264565696	0.926251360180982	0.688818625585999	0.446644319023345
ITGAM	-0.0495606024804138	-0.196242521566085	0.549030434690781	-0.105467761946613	-0.360113182005146	-0.371232416412759	-0.175198064405086	0.385066254419739	0.660515389808443	-0.430538373395833	0.455790754088596	0.198396530847283	0.3681214035193	0.158648537714889	-0.349409436980448	-0.411534523366776	0.898474400428062	0.691770498671799	0.863657245928142	-0.392409255381443	-0.414008020584012	0.101300393405083	-0.44957485031028	0.918920870661289	0.827660975875726	0.81904527647742	0.897400884441369	0.836004263511271	0.886572802386307	1	0.691814997559944	0.759129565849551	0.74721980179921	0.866431419094479	0.830680894723815	0.908552242623905	0.540944542108066	0.875320557389191	-0.430637770569779	0.889407333380154	0.888533375357289	0.8667209482254	0.89398029847515	-0.46535537937224	0.735697860975922	0.814872779542322	0.903466885667171	0.909249508741112	0.653986610563088	0.316178141188168
LY96	-0.0609656988364599	-0.259129768255529	0.536016623758869	-0.125939634562473	-0.397703321321312	-0.437156054964829	-0.2655615063033	0.531920847806487	0.658766278240713	-0.480551210090126	0.136418498064854	0.19447274998669	0.25593439501068	-0.14381837359731	-0.444298533966544	-0.502305065000671	0.592046700134878	0.236020545048125	0.664994663631781	-0.47809911573454	-0.491036205631724	-0.195052461607884	-0.555327507134968	0.635688700322867	0.871811730848899	0.765133151854405	0.761549150377639	0.512366091303755	0.782279936966078	0.691814997559944	1	0.506166124636554	0.718178201354823	0.727839918993793	0.800078215505985	0.558779309632373	0.376267161138963	0.683490144974647	-0.500288309418919	0.808380730508845	0.662056234418225	0.830099405011937	0.828155967167417	-0.54561722886634	0.719105391371552	0.578955752289522	0.736418891152681	0.70733223712882	0.371469829384633	0.439719335973525
JMJD6	0.346561819300343	0.0140057765371851	0.629006808163882	0.366457256786969	0.0191003909288601	-0.234970919219793	0.110537034354148	0.491086872339435	0.806259416061441	-0.157395772981377	0.634589668357812	0.513415011646278	0.481768743409095	0.565000019357219	-0.163651158856217	-0.140345348597752	0.854848551073228	0.73638849880553	0.897679361608739	-0.200467688349351	-0.143464760128006	0.488315104568576	-0.283000697733052	0.853532997495408	0.676453937028179	0.766447196901402	0.821038165188362	0.815442051731962	0.800801648096521	0.759129565849551	0.506166124636554	1	0.768170140259032	0.817901552989511	0.711140294654045	0.875022520490439	0.736097858846152	0.843632383944521	-0.182742150266221	0.788910439339805	0.890117456616661	0.759911492063722	0.758225690581055	-0.25943901150814	0.722237394645587	0.75627986912575	0.834034521250914	0.822978398622985	0.759087467330513	0.399847730531662
STX4	0.0240419951255202	0.0846388982926537	0.83366378036109	0.10975025135027	-0.122108372107064	-0.11622141119162	0.114580250895473	0.695511344788339	0.900410706671953	-0.212709733657777	0.609755119055107	0.445957557737077	0.50674367530522	0.240874693189433	-0.156768390647045	-0.267129277936186	0.833021677175188	0.603293479589585	0.881789668416086	-0.210621331389232	-0.282751192892676	0.340255923637674	-0.300599357086551	0.840906156053263	0.867361478290839	0.902746151067439	0.907412649575007	0.685651646098386	0.890572404805304	0.74721980179921	0.718178201354823	0.768170140259032	1	0.877214428756744	0.901030459464005	0.778435872267601	0.788136863814882	0.841721679933016	-0.244022715001042	0.883288417607381	0.910618635123992	0.891932068511061	0.892566542510489	-0.243445645824136	0.873275077630131	0.834265531723919	0.88922218651433	0.881215103150764	0.673139243389587	0.618878155638767
APLP2	-0.0558391701454328	-0.0421802581305422	0.768871014162078	0.00237887679103126	-0.232971802027693	-0.192630452431094	0.0266386599780042	0.563658340262366	0.822356007517185	-0.312130496223331	0.529288526598483	0.339764269124417	0.587618951525846	0.201349064544984	-0.205694657251579	-0.336927994467772	0.875612832782133	0.653605994853747	0.92295163036528	-0.266519980006435	-0.377387292978595	0.244960590366071	-0.381448368522194	0.932018173141921	0.924101512587687	0.94828631651511	0.973530290653856	0.772739146129864	0.893200663124549	0.866431419094479	0.727839918993793	0.817901552989511	0.877214428756744	1	0.869325845050244	0.865185612199025	0.761414113688152	0.907472275382466	-0.314528793540127	0.884037165991905	0.926778554648701	0.906294760746006	0.952914297132066	-0.335825596566821	0.93161624221864	0.840886152411557	0.930668810407561	0.916957174397968	0.618948164059842	0.567338569847573
CD163	0.056995659333272	0.0212981017154453	0.683482640898609	0.0521305594406009	-0.180588386162972	-0.214204249072104	-0.0112375384492384	0.652197984242885	0.805138775635673	-0.274031433283145	0.507235425635539	0.41641523167759	0.371954273966354	0.194882101844148	-0.240028136969276	-0.324956643191275	0.817000418531412	0.52172872474385	0.880378626783944	-0.284533812351167	-0.329346636760145	0.22685324447371	-0.384534926739095	0.820956114812454	0.884613822891194	0.880599942768168	0.886559103868276	0.684944750259749	0.897808037733232	0.830680894723815	0.800078215505985	0.711140294654045	0.901030459464005	0.869325845050244	1	0.76632527319994	0.665922378125995	0.84695800805333	-0.313663130496637	0.914075708458501	0.873555572129565	0.903362775143898	0.933598963523145	-0.352917624614216	0.849537732414794	0.801560363771475	0.879836358394168	0.869418793699659	0.606906265299587	0.496909963557671
RHBDF2	0.0588877785157975	-0.054579688298696	0.627283258218983	0.106645803892972	-0.173291962180532	-0.232760379273051	0.00450442772026639	0.446756025434137	0.739198466262698	-0.265207153836434	0.653020630299143	0.353226827010037	0.480535378455786	0.368370141886174	-0.242218966094148	-0.273067008792324	0.933650780808678	0.813787742392066	0.914973190316859	-0.234597912214312	-0.310469495395691	0.337186963383092	-0.348280867407867	0.950768626661462	0.759743943868815	0.840938930250056	0.898505791763098	0.892466910038496	0.89004029490773	0.908552242623905	0.558779309632373	0.875022520490439	0.778435872267601	0.865185612199025	0.76632527319994	1	0.686346583541285	0.913463782477402	-0.305140023414762	0.873957131305305	0.925904083381726	0.850547280153615	0.856546008494541	-0.321771625703478	0.727801937216709	0.880806531675187	0.911248739354858	0.928030786734712	0.689262037153728	0.374557525958732
PTGER4	0.0492454370485824	0.358330276973726	0.827121361727755	0.305135702048216	0.204228760632282	0.250021472897203	0.560242877772434	0.645098275194158	0.821343383977157	0.124389749403059	0.75987316471815	0.535573785203038	0.731036823899589	0.490675250268369	0.298438944008845	0.114804940806044	0.701861484351256	0.644861390207352	0.788618264914927	0.125235790668546	0.0767294100170463	0.621338730569676	0.110936919818941	0.743536447800367	0.604875339694355	0.783626050602014	0.741445840382356	0.571030284613394	0.664181250909965	0.540944542108066	0.376267161138963	0.736097858846152	0.788136863814882	0.761414113688152	0.665922378125995	0.686346583541285	1	0.668626474979169	0.169379236301149	0.622603629508281	0.788400154828	0.645022592470792	0.670995198795413	0.154987089055385	0.810314968746377	0.685120795093297	0.703618110783044	0.712338611812379	0.558991802964425	0.533894245068752
FPR1	-0.01671298858915	-0.201061152593061	0.644453435948343	-0.00409177494479598	-0.345493452840066	-0.374512995272713	-0.139474414897778	0.424925485988772	0.769901880374607	-0.45219803821952	0.494921918146809	0.256473700591232	0.461532472730716	0.192006018282003	-0.394642921577242	-0.47271334566459	0.943682392174758	0.744865885237241	0.888578259412994	-0.420529918220342	-0.467185779821631	0.181559755001087	-0.517567589180009	0.929785150311696	0.859743361122495	0.887314066063306	0.918947228470526	0.882416931595047	0.932428421753428	0.875320557389191	0.683490144974647	0.843632383944521	0.841721679933016	0.907472275382466	0.84695800805333	0.913463782477402	0.668626474979169	1	-0.472357746275067	0.915779788851526	0.926867684567036	0.911157391376657	0.917003636280207	-0.496865368014197	0.761767253207337	0.808080418239302	0.955399523478199	0.891634530435813	0.626130252112992	0.348632455047933
IFITM1	0.324194711650152	0.835398831891363	-0.0869613388402969	0.575773635514785	0.855330512662432	0.789442948971941	0.840248450436756	0.193711424081146	-0.0483719255477081	0.881681206114068	0.385432620646282	0.541427069245322	0.189661875818528	0.482528747082986	0.962197269140237	0.976801428815932	-0.426984775693513	-0.279355494507568	-0.167778798359163	0.886031734424516	0.949470413080484	0.567120366351953	0.964250835768143	-0.2912656021364	-0.421139231231441	-0.233835634675105	-0.372623628188488	-0.379393196106086	-0.433418967676021	-0.430637770569779	-0.500288309418919	-0.182742150266221	-0.244022715001042	-0.314528793540127	-0.313663130496637	-0.305140023414762	0.169379236301149	-0.472357746275067	1	-0.44133328563634	-0.262236207081107	-0.418405501967893	-0.403293013599713	0.96063949622239	-0.0838861988047857	-0.18355233603174	-0.426535323931546	-0.219230137307462	-0.0172854853007444	0.112713806457152
AXL	0.025145597661279	-0.165434232021029	0.619482065708967	-0.0235543328973666	-0.31813990008315	-0.37750816749837	-0.158541005295209	0.545380951317342	0.812024202955594	-0.414241232145622	0.503640681464733	0.325729232834682	0.287137167089872	0.171316597416512	-0.379599714678971	-0.428852769167957	0.903216356170272	0.658220403204478	0.897005762438242	-0.423278461888613	-0.412887565682552	0.116276775772513	-0.486535532237995	0.902839360862195	0.912699372995435	0.89808281582914	0.923873401181217	0.851934963319629	0.972257109218572	0.889407333380154	0.808380730508845	0.788910439339805	0.883288417607381	0.884037165991905	0.914075708458501	0.873957131305305	0.622603629508281	0.915779788851526	-0.44133328563634	1	0.921786500274402	0.985137937287399	0.961766203324887	-0.473466202520398	0.785139465943184	0.854386971581955	0.957401717067343	0.911020045223984	0.63854641754835	0.401575925794768
TSPAN14	0.0498637130111269	0.00966275128462557	0.74842304410795	0.139202691005208	-0.139958703329015	-0.189336523302665	0.0809220704171729	0.584245958007782	0.862983877241079	-0.250116933393862	0.678276073846416	0.430684051229705	0.521943857374067	0.357359164950568	-0.173269880694251	-0.27074418361825	0.954137625901348	0.773479035980485	0.957267881830201	-0.242108894341994	-0.269553689925416	0.339573546749773	-0.318332069324491	0.963552060662348	0.855345821539768	0.911508013643771	0.936875548773873	0.87590951448835	0.938145077686015	0.888533375357289	0.662056234418225	0.890117456616661	0.910618635123992	0.926778554648701	0.873555572129565	0.925904083381726	0.788400154828	0.926867684567036	-0.262236207081107	0.921786500274402	1	0.916740404875938	0.923322510537032	-0.28793086368406	0.859407216921758	0.903307036789962	0.963248189881537	0.944986359083122	0.763013591983223	0.491621970308587
TREM2	-0.0516371077916451	-0.151215480086073	0.665005054103847	-0.0572093660074375	-0.336101569262822	-0.338505889059723	-0.123152281217939	0.562384163211866	0.842435050999042	-0.421968214473569	0.490258319864406	0.303037756964347	0.364996473740218	0.0984611091170473	-0.337443532192045	-0.427057329151271	0.882823844209917	0.631356795105456	0.884782308703136	-0.398078221970426	-0.411815697190082	0.0774206283870504	-0.453489959557236	0.899440385936345	0.954096016867932	0.937188055987031	0.935240054713635	0.834615558679725	0.968686477289818	0.8667209482254	0.830099405011937	0.759911492063722	0.891932068511061	0.906294760746006	0.903362775143898	0.850547280153615	0.645022592470792	0.911157391376657	-0.418405501967893	0.985137937287399	0.916740404875938	1	0.974858337543055	-0.443548679033947	0.821739077115295	0.846219472466807	0.960070507496719	0.918739049651868	0.611329639400717	0.443698818600352
CD81	-0.0660912635724839	-0.124828867831519	0.687456923209988	-0.0673116496560767	-0.319626284057817	-0.292937962739569	-0.101783994654196	0.556357292835811	0.82448498374101	-0.394153326981857	0.480945269477639	0.309730905861786	0.445407329548533	0.109856880241516	-0.309168988554335	-0.412912735403531	0.880784442559495	0.612707204520448	0.911050290538556	-0.359581667159774	-0.42445575664223	0.117676466014219	-0.454477679390191	0.923891447663535	0.961874821218626	0.952681517914432	0.964570644542381	0.793107648697982	0.939447812540203	0.89398029847515	0.828155967167417	0.758225690581055	0.892566542510489	0.952914297132066	0.933598963523145	0.856546008494541	0.670995198795413	0.917003636280207	-0.403293013599713	0.961766203324887	0.923322510537032	0.974858337543055	1	-0.428324108558414	0.882414445432011	0.845265539350059	0.955585126427167	0.925597053972359	0.595712269378448	0.487059108531075
KLRK1	0.15351530020703	0.861007517013973	-0.0511516834104892	0.459226293588393	0.815420670764102	0.906491459753627	0.838761239558774	0.194857231649914	-0.114562768639572	0.901771303865167	0.404601755804046	0.44963564269124	0.195924655578802	0.398556889159334	0.960891986082549	0.92559386851375	-0.437224883240869	-0.263595344734854	-0.22874883970005	0.942254524964963	0.859903831498258	0.540898262292329	0.961159102903031	-0.308893004034161	-0.4534069869333	-0.259324887424199	-0.389804612767573	-0.414844333670607	-0.445271777349405	-0.46535537937224	-0.54561722886634	-0.25943901150814	-0.243445645824136	-0.335825596566821	-0.352917624614216	-0.321771625703478	0.154987089055385	-0.496865368014197	0.96063949622239	-0.473466202520398	-0.28793086368406	-0.443548679033947	-0.428324108558414	1	-0.102031922125069	-0.165244792663417	-0.452675099985717	-0.244752634738798	-0.0378788592270506	0.143497781613126
CANX	-0.0120235174861281	0.194284210586526	0.834536997927765	0.131204889827951	-0.0312702895096498	0.0343158295574644	0.253106862001649	0.713994681377641	0.854241892856276	-0.0939617494007981	0.587022120707737	0.494391870065685	0.681075444149605	0.235680857923864	0.0332885732414153	-0.129337978528789	0.732045367654432	0.470878456218054	0.877047715719698	-0.0539234465628317	-0.184808769940019	0.318287595624534	-0.1659582990282	0.827023068611895	0.875203800157448	0.910363997516501	0.89511597265676	0.592998666384744	0.793142611594119	0.735697860975922	0.719105391371552	0.722237394645587	0.873275077630131	0.93161624221864	0.849537732414794	0.727801937216709	0.810314968746377	0.761767253207337	-0.0838861988047857	0.785139465943184	0.859407216921758	0.821739077115295	0.882414445432011	-0.102031922125069	1	0.790510616670897	0.817938413975939	0.855013991809139	0.611691697847435	0.709105439316393
TNFRSF1A	0.032532786162077	0.196076945726455	0.705316241680315	0.172371664477853	-0.00830079047857324	-0.0276702888421855	0.138256204223298	0.680994610820592	0.77426190577244	-0.0662429866046281	0.778023863584467	0.498920251735085	0.391073007977636	0.385964852618645	-0.12023035020697	-0.186807433007923	0.869987521301878	0.680465992731526	0.898907423139577	-0.056916399574724	-0.243637385442724	0.373680743130427	-0.245000829552009	0.886429129374011	0.772715568110747	0.812458439513121	0.846340313044754	0.797732243910417	0.894672940957622	0.814872779542322	0.578955752289522	0.75627986912575	0.834265531723919	0.840886152411557	0.801560363771475	0.880806531675187	0.685120795093297	0.808080418239302	-0.18355233603174	0.854386971581955	0.903307036789962	0.846219472466807	0.845265539350059	-0.165244792663417	0.790510616670897	1	0.873106671018299	0.91234148391169	0.80263683264644	0.58504384620676
PLXDC2	-0.0639641804317143	-0.162228522462735	0.695896887473653	-0.0202877703429179	-0.324012747404768	-0.339635658903019	-0.0876848596259041	0.496403554827326	0.817596109162973	-0.430920992401274	0.545887135833442	0.276065773001165	0.437314499182446	0.187399212449113	-0.33085576012594	-0.441377958063412	0.965279948825592	0.77339943837296	0.922531759102151	-0.405863877535401	-0.422392156845855	0.159342101577992	-0.461704182152496	0.948780433651518	0.902867466624309	0.91809278941226	0.944095488982005	0.905773846495954	0.970174264565696	0.903466885667171	0.736418891152681	0.834034521250914	0.88922218651433	0.930668810407561	0.879836358394168	0.911248739354858	0.703618110783044	0.955399523478199	-0.426535323931546	0.957401717067343	0.963248189881537	0.960070507496719	0.955585126427167	-0.452675099985717	0.817938413975939	0.873106671018299	1	0.936792021998012	0.675572367539225	0.401080931149826
CD4	0.0341025541724025	0.0625501662455634	0.715636719658583	0.111651501000828	-0.135874510563711	-0.160455108352358	0.0720220492938316	0.611113177904686	0.848001742758165	-0.21993202971922	0.666958004612673	0.447985394991563	0.528239779160567	0.291634756609605	-0.148365034910408	-0.213560165158744	0.890292464855642	0.687671629338536	0.948732334205944	-0.161082626300531	-0.238571224699934	0.294651955997202	-0.265365837980078	0.941127479528775	0.879706025817704	0.929675451696696	0.938630649146508	0.831056379089198	0.926251360180982	0.909249508741112	0.70733223712882	0.822978398622985	0.881215103150764	0.916957174397968	0.869418793699659	0.928030786734712	0.712338611812379	0.891634530435813	-0.219230137307462	0.911020045223984	0.944986359083122	0.918739049651868	0.925597053972359	-0.244752634738798	0.855013991809139	0.91234148391169	0.936792021998012	1	0.737294633317525	0.533948522718911
CD46	0.282248465273073	0.282084596285305	0.525270005341717	0.380136558874724	0.167537643855388	-0.00822848047725386	0.209919795372077	0.570682384672193	0.689351221098039	0.0792074593249312	0.734792239715016	0.578327340417552	0.323473894982256	0.523746408841421	-0.00449482992335559	0.00101524528784725	0.713366670542736	0.557426715373366	0.765699550605391	0.0310201467520903	-0.00340453212803963	0.419522862839598	-0.081132834981417	0.712044295908476	0.52729978566565	0.577993728557143	0.615234814009413	0.663915794744601	0.688818625585999	0.653986610563088	0.371469829384633	0.759087467330513	0.673139243389587	0.618948164059842	0.606906265299587	0.689262037153728	0.558991802964425	0.626130252112992	-0.0172854853007444	0.63854641754835	0.763013591983223	0.611329639400717	0.595712269378448	-0.0378788592270506	0.611691697847435	0.80263683264644	0.675572367539225	0.737294633317525	1	0.414541258276527
C1QBP	0.157524088681935	0.464769792057251	0.788891553607364	0.347568589299114	0.300251791323706	0.307258938581119	0.393697283747956	0.830604019097383	0.630015395821886	0.267067196952002	0.51267870989444	0.555273500124455	0.486069140744958	0.318888607013872	0.14209308762171	0.0893539988347032	0.327139607621684	0.090522396256132	0.540863080491367	0.270715555200924	-0.0553696134218805	0.395625870275135	-0.0167689803974018	0.421095304382836	0.555065298623945	0.537745807511764	0.541960275174603	0.189960331641649	0.446644319023345	0.316178141188168	0.439719335973525	0.399847730531662	0.618878155638767	0.567338569847573	0.496909963557671	0.374557525958732	0.533894245068752	0.348632455047933	0.112713806457152	0.401575925794768	0.491621970308587	0.443698818600352	0.487059108531075	0.143497781613126	0.709105439316393	0.58504384620676	0.401080931149826	0.533948522718911	0.414541258276527	1
