""	IFITM1	PTPRC	CD44	CD3D	CD8A	ITGA4	CD2	CXCR4	IL2RG	CD8B	CD69	KLRD1	CD3G	KLRC1	CD247	ITGAL	ICOS	CD226	SPN	CTLA4	CD28	CD47	PTGER4	CD27	CXCR3	CD6	ADGRE5	SIGIRR	ITGB1	S1PR4	TRADD	SELL	TNFRSF1B	CD96	KLRB1	FAS	RPSA	C1QBP	CD46	CD5	TIGIT	ITGB2	RACK1	CRTAM	PTGER2	HLA.DPB1	TSPAN14	VSIR	HAVCR2	SORL1	JMJD6	PDCD1	CD81	LPP	PILRB	TFRC	TNFRSF14	CLEC2D	PLAUR	RHBDF2	CD74	SMAP1	TMIGD3	CD68	LRP10	GPNMB	CANX	TREM2	PTPRA	CD63	APLP2	LAMP1	NCL
CRTAM	-0.12888294923196	0.252391049741967	0.451333818318943	0.300497329953526	0.747611298926912	0.414630261669219	0.285709461254262	0.39852908693172	0.230566592446471	0.749441596139501	-0.0118629525388577	0.577434961989012	0.224983315032068	0.46128779758652	0.401564830916679	0.564725469192408	-0.209385901536157	-0.359046991889613	0.166645965157695	0.0598054778752063	0.0453400138942722	-0.367446696549498	-0.0482394008030631	0.181196794184381	0.314907109529847	-0.203322212936747	0.411097659510062	0.17112266107164	-0.145778706286504	-0.153210612705892	-0.229238125636587	-0.498241525322864	0.103708285361431	0.273335083142581	-0.389954054479128	-0.0764239507676908	-0.380901739696602	-0.374050702701559	-0.101760701048853	0.143258831867575	0.193560234629371	0.117190463295911	-0.34700590047552	1	0.149136375962202	-0.179907917088604	-0.179862317944479	-0.267108681138223	-0.0856211202116123	-0.337166954306015	0.419278884057207	0.324761516563365	-0.151168747935741	-0.239644820319916	0.34396735008958	-0.18158196863628	-0.136097209899703	0.00873392917730588	-0.18433076742419	-0.124487183947998	-0.218795373454628	-0.249814192801483	-0.170734900806437	-0.175597694405886	-0.174187178150854	-0.1588343335183	-0.27566276713426	-0.18254166054149	-0.0965048904224632	-0.215731708332513	-0.277040318204521	-0.237342877465193	-0.250749294546152
PTGER2	0.387255694354306	0.47495592981953	0.570374713697461	0.59263111147986	0.466025459415855	0.449791947233786	0.556773883671221	0.237436765605454	0.626631432249819	0.285145756005789	0.0172094484017355	0.177717448605934	0.576706448536391	0.0254975058665396	0.537454460638985	0.190447965629619	0.306464228949845	-0.165709887300317	0.476499821366784	-0.0429366174829285	0.0270925529428312	0.336435878771269	-0.00325979198068169	0.710235524692572	0.259748094602575	0.344416925514589	0.451353857424005	0.133934218927941	0.0697951002368919	0.495671372189742	0.452282976930214	-0.0813417425632168	0.0379562015996143	0.479654990056246	0.240612943347608	0.440669915020098	0.333017722300399	0.200262428756125	0.0731305526800113	0.424958583489038	0.338518314628182	0.239000971598485	0.256911277877072	0.149136375962202	1	0.168343976546765	0.0999613129119325	-0.0498799563982665	0.0386233080790065	-0.176448292844687	0.124302237147959	0.330596942611514	-0.0315682525316564	0.050341555837954	0.183443859459158	-0.150988923130469	0.174745819159813	0.202928455382778	-0.0335795294670023	-0.148250928843221	0.0670907790100009	0.0247793045398577	-0.178717102998703	-0.0807228615543944	0.181023622182365	-0.11311709120878	-0.0127290008997403	-0.176473352901791	-0.140705429714745	-0.0156404022001573	-0.0890829223888034	0.000236033267391341	0.166730527365059
HLA-DPB1	0.630151887487899	0.351297307263941	0.387497622838114	-0.031687607850622	-0.106191975170574	0.423167858055808	0.0413688149843294	0.284840257235739	0.366307990284558	0.0394736222274848	-0.0473507675582728	-0.0807555792674551	0.166793232867761	-0.111706653665499	0.0969349814439117	-0.0594122173369429	0.107317859215538	-0.0624262179714464	0.653248826775519	0.0123741036500373	0.0847492116779018	0.649960620502841	0.517665631876874	0.0766076130694952	0.245509590004543	0.196021327585167	0.191423017104427	0.598897845825552	0.684084046761341	0.35544526152719	0.634437650599032	0.17362173270802	0.585909625444745	0.0989616366242364	0.276372086983425	0.375862382761711	0.687959507923524	0.709088818807775	0.570333464299685	-0.075472567195795	0.157344947166228	0.671394663113278	0.840886363558151	-0.179907917088604	0.168343976546765	1	0.717443369850027	0.768755138029682	0.564896328707673	0.559734357883532	0.369249080407465	-0.21137699908305	0.599368411876478	0.577630864941909	0.219818679009197	0.434817440241537	0.724831628313015	0.0391670730066784	0.611683070642378	0.589804890522287	0.934297548357192	0.66685416473446	0.455759216592986	0.576792699372289	0.590501587676528	0.421902213747787	0.659081700569013	0.402828391192596	0.436299621868807	0.559276506293201	0.573551894435949	0.66006087676118	0.673817991478648
TSPAN14	0.634997124995921	0.306837458399893	0.29842394930046	-0.0138913908011451	-0.095595242441685	0.272948075235237	0.0547978288534696	0.145964669486397	0.299840466046349	0.0770797946521967	-0.13395289712996	-0.0730304387229962	0.138506066665525	-0.127855674668782	-0.0836426792608521	0.0373907753218328	0.0528028941757034	-0.0507055404705338	0.608497327115452	0.139130629740341	0.244871223821448	0.514993589972453	0.513866392199994	0.09945052729593	0.278263161233832	0.0661601370730159	0.261632801254929	0.6521541172676	0.784942676938294	0.188456430675377	0.51708324245842	0.175638010397941	0.751862716636938	-0.0336888579433279	0.0726242736274673	0.35662344707733	0.442178106746036	0.589397364388428	0.736331904306832	0.00153629591386082	0.149873805461073	0.763805137351655	0.653982307534812	-0.179862317944479	0.0999613129119325	0.717443369850027	1	0.822483153360802	0.766785732977444	0.760704376085896	0.458517993080326	-0.0461610050028429	0.84521287788674	0.693916849539998	0.361534690686403	0.786616301276508	0.618016899024568	0.072675635515381	0.836285175829249	0.824558909594161	0.849490326152867	0.716699911679254	0.686794354387555	0.754407652150301	0.73803963581851	0.654386462542342	0.735034589014326	0.629965737971858	0.63339648383483	0.681806166274463	0.74094237713997	0.818505025455698	0.659682066147883
VSIR	0.535747919803918	0.323228449286795	0.249694406951106	-0.153351891346174	-0.197333956905524	0.201285514018328	-0.0411687246892034	0.234105768750486	0.136220373951114	-0.0410139252468365	-0.0104270657203854	-0.255921183524395	0.10522346146279	-0.292861453887359	-0.174233586205949	-0.0151196061110762	0.136667604306711	0.0372849246672053	0.517014401297974	0.147445335200354	0.152698365521578	0.426421357005587	0.494919955687484	-0.150338540812712	0.0989335550575346	0.113509290181211	0.17122809056081	0.606788803283864	0.726169623463933	0.210422734485616	0.427236417491998	0.0825529700646319	0.761340234929987	-0.0966486524348739	0.098600702904895	0.183121174672396	0.43256876507724	0.519784485180684	0.720261603708082	-0.0890732494625033	-0.0844542360032673	0.75138870594231	0.67352570492051	-0.267108681138223	-0.0498799563982665	0.768755138029682	0.822483153360802	1	0.811259714817854	0.866948917947049	0.510483956044284	-0.169199274516056	0.814052097634242	0.666689004153696	0.268566062012904	0.741825669353254	0.62549361330325	0.190648169895869	0.784368888714271	0.866029237602817	0.91872555697638	0.69561671955215	0.84734413195962	0.821938556439697	0.749228961228865	0.691444010082126	0.711006271532248	0.719438288373587	0.534443767936728	0.615573780304343	0.703635149992807	0.785790106111706	0.62618550416875
HAVCR2	0.297850795997095	0.254389022520537	0.147430462106102	-0.162866484391649	0.0133347972250789	0.164701840912596	-0.069323633319557	0.058752925762613	0.0581110021088469	0.107962151071105	-0.252609555969483	-0.033114537852266	-0.0291531121117354	-0.156897448841384	-0.0824542631819213	0.160619326655883	-0.0520151340503945	-0.109962292977414	0.407079805360168	0.0495742703740847	-0.0441044071556932	0.20368699992879	0.33724600196637	-0.134120132783411	0.0306233798715678	-0.0997641952770543	0.164535736597324	0.487095035927624	0.526676914948237	0.007568584513771	0.332733739987426	-0.195145760727729	0.693181057567191	-0.165639614106264	-0.157973202166271	0.13363452479415	0.111086298463727	0.269940592019175	0.540972817292785	-0.0749771561039457	-0.151440161885501	0.862659008944751	0.364115835283614	-0.0856211202116123	0.0386233080790065	0.564896328707673	0.766785732977444	0.811259714817854	1	0.836590191636743	0.581773464448813	-0.039831834666966	0.860491271108268	0.518207506824604	0.317967307626057	0.862033230768512	0.360293669805514	-0.0414310218520109	0.873351735507255	0.932706364966901	0.773605163614564	0.485064744474333	0.901076136656083	0.920166637358357	0.582210384865092	0.882575962945049	0.510663198395587	0.901432027838264	0.427727219005285	0.522105456691056	0.632448952231083	0.71885687748377	0.397177064818526
SORL1	0.319188002756154	0.120811651276809	-0.0207040170165998	-0.324226433796969	-0.327618706635471	-0.0766280481760474	-0.207394341517195	0.012254299492911	-0.0336409450611493	-0.18584270665222	-0.119806918822496	-0.284566667834618	-0.100810267612386	-0.337484779323802	-0.257996257465327	-0.149559960266261	-0.0345092131043012	0.00743088295472	0.312672712790166	0.0321640297804346	0.0855350729959243	0.344442533123693	0.466127245757018	-0.219596722453443	0.0589988915962573	0.000667560067965032	-0.0631099117300878	0.429636141129542	0.54484279119465	-0.0320548214735943	0.36652404708511	0.187022437005583	0.589705099118446	-0.236487991058888	0.0539471867693137	0.195102899987624	0.261051717366153	0.368777526815383	0.609864861347189	-0.176757868714887	-0.138558541852291	0.714032093822074	0.463292295013	-0.337166954306015	-0.176448292844687	0.559734357883532	0.760704376085896	0.866948917947049	0.836590191636743	1	0.364398157303683	-0.2927603795516	0.79961952126461	0.540462076398355	0.179562430655319	0.821816822759707	0.450330156843342	0.0593126962979902	0.80006439274697	0.901234996551955	0.780602769630876	0.533000537391101	0.913535750314798	0.86572741935954	0.592795555243754	0.809632329954883	0.559281055594732	0.870787371194463	0.443482115407592	0.512018936195458	0.64084683374015	0.736964669457108	0.414051482162749
JMJD6	0.318981123946627	0.477937410984734	0.588350385511537	0.0546527415214495	0.492217491524304	0.390472204586291	0.123775669524329	0.520183112735107	0.220076956136556	0.473085641394022	0.0500480123676917	0.259426517387769	0.263409477463216	0.14658425925134	0.290182426577181	0.524821761098598	-0.102625216704286	-0.187089543133959	0.489751903234793	0.0482138323208311	-0.0200545400602689	0.0334161447932228	0.321302960621267	-0.0337774739551562	0.204520180594165	-0.0255247470746163	0.588496767851782	0.530396123217104	0.377517583019686	0.0716312139720495	0.120064833158419	-0.512998531622508	0.717260040989492	0.124279387843676	-0.232456576136421	0.0783561650135481	-0.033089529364584	0.0630717325157464	0.530591141518015	-0.00722743200145945	-0.0691387665312085	0.68175010594826	0.190996673829412	0.419278884057207	0.124302237147959	0.369249080407465	0.458517993080326	0.510483956044284	0.581773464448813	0.364398157303683	1	0.102161555361421	0.57567449276157	0.39798472791722	0.596711456940575	0.529384307871952	0.341685640799217	0.20463952422882	0.53451653853193	0.581530297128822	0.479720089784599	0.346178572604014	0.508135931730226	0.494060041976395	0.474128795405944	0.490737982527399	0.375322529898646	0.420683894552674	0.381413509969111	0.339572220219266	0.394633523430363	0.451739058648684	0.296078577919429
PDCD1	-0.0577499259617793	0.375432575053662	0.404651212940482	0.707499464428056	0.604678271857859	0.4005750674225	0.503963669591695	0.133694188821141	0.1985565542287	0.53723536644129	0.0587337616228954	0.135827752123761	0.444790053305911	0.230526590480311	-0.0256081247268382	0.440286892688691	0.205365949401842	-0.0969605101977184	0.141228218999631	0.267346692327392	0.250879434917156	-0.250134384483027	-0.249924847550444	0.422819222305631	0.131321732372626	-0.0293489896929749	0.485632526440244	-0.00714325005306444	-0.111633251817136	0.157193612972692	-0.116420036454979	-0.358363395911835	0.0220578138066783	0.391046324763141	-0.307554417542893	-0.0491746756010368	-0.219149258264588	-0.186162796680461	-0.150734905216551	0.385430555054558	0.350519103979337	0.0127305414921436	-0.201865904887356	0.324761516563365	0.330596942611514	-0.21137699908305	-0.0461610050028429	-0.169199274516056	-0.039831834666966	-0.2927603795516	0.102161555361421	1	-0.14374960194431	-0.125555030485972	0.113752740995858	-0.194483305610553	-0.189617250421308	0.0476511887809869	-0.189344732873311	-0.134853033805082	-0.22249079217937	-0.0580875792318471	-0.173090395948639	-0.146190350205032	0.0421824724077154	-0.174897695640972	-0.131625591582073	-0.186720152160839	0.000764626782773221	-0.0620480090693116	-0.125022962808355	-0.122003799439193	0.00836290526000455
CD81	0.54261431655327	0.131934925778375	0.149144314785831	-0.278670504313687	-0.109297432930255	0.12578046167209	-0.157610127877629	0.00284221826139156	0.0923494379820726	0.012223831720515	-0.286135573940333	-0.131225111394807	-0.072236791801714	-0.262627921712974	-0.11069714744946	-0.0158437291505966	-0.130549528656309	-0.185905160948551	0.433064500953349	0.013552275968664	-0.0122365533235537	0.326935573153878	0.361016197234306	-0.116039652077972	0.154674758209738	-0.143539966088929	0.163185833711799	0.623141240156455	0.764743677586061	0.0206808743279769	0.450422986682371	-0.108629319759829	0.73469606973698	-0.238422605271421	-0.134546534150856	0.31401499832336	0.281139214774466	0.514285333710189	0.742401036930433	-0.174915368065638	-0.0683070422638693	0.808948493442715	0.538061061413156	-0.151168747935741	-0.0315682525316564	0.599368411876478	0.84521287788674	0.814052097634242	0.860491271108268	0.79961952126461	0.57567449276157	-0.14374960194431	1	0.757339973606888	0.451392868447756	0.871254374569971	0.500533206224466	-0.00395875023730416	0.87289113210804	0.894913359282006	0.809561556679591	0.704101709729675	0.8361774669046	0.879435797807036	0.743642436723199	0.843102682061532	0.789036935113208	0.81071407026986	0.723073343137656	0.793982495048285	0.870602585467394	0.909142498962989	0.625545081968855
LPP	0.616062412592329	0.107339310500485	0.230541801054346	-0.190919031382602	-0.216195912755424	0.21624081239661	-0.0697975038044121	0.113096800610824	0.136157443625055	-0.0564395838514693	-0.0719837905036427	-0.221236300253595	0.0555034474247513	-0.343256502666972	-0.0904549112453135	-0.0748968290726894	0.116446511576196	0.00861527454009091	0.399781802829538	0.0914542233206454	0.0946502338237977	0.450412249847446	0.291021163274389	-0.126910484009731	0.123209070397584	-0.00870526253586922	0.216061042925292	0.613131172551756	0.783810192051485	0.189299214937726	0.519392025263029	0.00822411353258543	0.589072161614792	-0.116102824410301	0.105882806721739	0.310465566892022	0.460214232515145	0.622573040492308	0.657590242974079	-0.155850289872941	-0.0470225298094933	0.486394449054727	0.673881105102752	-0.239644820319916	0.050341555837954	0.577630864941909	0.693916849539998	0.666689004153696	0.518207506824604	0.540462076398355	0.39798472791722	-0.125555030485972	0.757339973606888	1	0.38348891900916	0.571577533681398	0.537825372758432	0.177796560202351	0.580360395118399	0.589320908813378	0.680630185054393	0.850847589551204	0.529066690413261	0.529572989122474	0.763742378994785	0.461490453811106	0.868281801422254	0.418077843126992	0.770882392367058	0.794673075366938	0.843595057201652	0.823715307301146	0.732571585028531
PILRB	0.439050476555792	0.344865347866803	0.485720783731144	0.0890362899478903	0.474155134189083	0.262627211747011	0.240839140002067	0.237775960957575	0.328709768504443	0.383633796550376	-0.153446479078833	0.267460089701401	0.318703995680073	0.016621347885042	0.316222778201316	0.244484778166191	-0.144375118490491	-0.479413790297914	0.429318010943725	0.157913035075907	0.017782120393479	0.079696909499251	0.131562183014368	0.196994160238054	0.324734062706727	-0.00399697965059492	0.52922709801891	0.594078037673113	0.399058746545139	0.104614262971109	0.262715135184811	-0.288597837229138	0.542150346113631	0.233176838813574	-0.178010414716114	0.3957190687114	-0.0376997164827871	0.0899416357244012	0.596021137720969	0.174612194996283	0.0887724514647816	0.505161285263235	0.132934772042648	0.34396735008958	0.183443859459158	0.219818679009197	0.361534690686403	0.268566062012904	0.317967307626057	0.179562430655319	0.596711456940575	0.113752740995858	0.451392868447756	0.38348891900916	1	0.256722430569339	0.328075853433122	0.175301590248886	0.249443884053351	0.285591815934342	0.277124660277631	0.282391023447858	0.232683743896613	0.20161948484449	0.400389588339348	0.191854999397332	0.360017286194839	0.137473173193317	0.490109129473675	0.39508709779666	0.36381550445788	0.482777429619004	0.249317112117625
TFRC	0.25232705848158	0.0218067778586474	0.0291907420521275	-0.383592880158898	-0.184389213873044	-0.0454603014663539	-0.280339095675091	-0.0127037470255045	-0.137139085608299	-0.0958170293208221	-0.161172152458936	-0.139482136147392	-0.209926938380786	-0.257176008970389	-0.209880633112103	-0.0218330852812477	-0.149442761802729	-0.0154091572659616	0.237619724089666	-0.0404343738064857	-0.0243070657263872	0.142783736458238	0.426433852599821	-0.277876349166267	-0.0052549578054353	-0.178035353696905	-0.0246090766775616	0.400088742161195	0.508322032885431	-0.1551784241593	0.279185183864312	-0.0713742642014974	0.622925204116712	-0.331922027467996	-0.126483312484285	0.0840755329069536	0.0938970652571198	0.260394236971441	0.538986476653717	-0.168683628733952	-0.2396214328624	0.703152552548886	0.331627103938542	-0.18158196863628	-0.150988923130469	0.434817440241537	0.786616301276508	0.741825669353254	0.862033230768512	0.821816822759707	0.529384307871952	-0.194483305610553	0.871254374569971	0.571577533681398	0.256722430569339	1	0.318457309940441	-0.00541037027514843	0.952285803667061	0.925831232162504	0.678303370753253	0.502032773806591	0.849804956698482	0.863823412592543	0.569024129177291	0.854412908035126	0.546816626596412	0.835963633371828	0.483923948089533	0.516967265207567	0.666267640696972	0.717603058094836	0.365105164258458
TNFRSF14	0.758871814202616	0.375778146649546	0.432894536474606	0.0973544489628172	-0.135825811065703	0.270993264323181	0.260447508078393	0.30646597085689	0.563906535792414	0.0898043323627015	0.0107953449338271	-0.123009597414708	0.353174646851444	-0.184960445469764	0.195510423727108	-0.108166755614846	0.27629233330507	0.00132877163489001	0.632630569842386	0.205391588165355	0.188822363560614	0.685387176267535	0.386901358566423	0.219288164294323	0.396633311626293	0.32966758693043	0.324156689039293	0.700026173703837	0.690199081107911	0.483095642824147	0.619083435681795	0.296993923044897	0.558197038960396	0.234339312519452	0.415088969736763	0.493454051212956	0.710503048447896	0.668217359823367	0.64060544076403	-0.142593931409777	0.312336230042505	0.535799789852311	0.791275022230466	-0.136097209899703	0.174745819159813	0.724831628313015	0.618016899024568	0.62549361330325	0.360293669805514	0.450330156843342	0.341685640799217	-0.189617250421308	0.500533206224466	0.537825372758432	0.328075853433122	0.318457309940441	1	0.241820243372252	0.405837226615279	0.431721294699304	0.710029917183942	0.67597600469958	0.3138240676343	0.365275776864486	0.669732509743519	0.307019820153502	0.632271633550632	0.231615450577979	0.427767393238651	0.475520995461424	0.467768432620514	0.579440739906394	0.650409991231144
CLEC2D	0.223649972881467	0.510051695731777	0.426979949470987	0.296308222151613	0.0288227891678702	0.236617966368782	0.429608736335355	0.692334670266302	0.195829332517181	0.0636634868092642	0.70003253893112	-0.258519792187468	0.609386748577333	-0.345621539614539	0.0444425875610168	0.284624780916932	0.585640752437787	0.371918452899429	0.336027890860966	0.372793417746526	0.393599996979154	0.103226189797854	0.487658374069172	-0.0254249280360745	0.121547283800626	0.504553223834915	0.413373356759906	0.237425042933908	0.178204840029568	0.405863588672663	0.00558722391105636	0.0973771517015689	0.290550342418338	0.229155883583607	0.394239364888376	-0.118445215369117	0.199789107036566	-0.025555481874224	0.323723413416644	0.271584683561075	-0.205955000399635	-0.0486255631910021	0.226260336183229	0.00873392917730588	0.202928455382778	0.0391670730066784	0.072675635515381	0.190648169895869	-0.0414310218520109	0.0593126962979902	0.20463952422882	0.0476511887809869	-0.00395875023730416	0.177796560202351	0.175301590248886	-0.00541037027514843	0.241820243372252	1	-0.0322008050160578	-0.0436302458609817	0.064786764822949	0.22725281180154	0.0224789507161891	-0.118466740842917	0.350888536996743	-0.102503566063039	0.132519180399557	-0.169778824245474	0.105360970639901	-0.0505343573153627	-0.0198635986197321	-0.0191181314283533	0.235293756349222
PLAUR	0.332157078385329	0.101013817715408	0.136597660967086	-0.324074381566292	-0.133229113747124	0.0603520017589529	-0.246868676880987	0.0590413108056406	-0.0553805470605305	-0.0708681494555017	-0.152007709248737	-0.101676542103704	-0.152512815934126	-0.224037854831118	-0.130825204461653	-0.0137925968281392	-0.151172769846156	-0.0500040749807172	0.365293942431493	-0.0785346123412213	-0.00846301176275515	0.261068736688873	0.532814888275905	-0.177222389499849	0.0407047551230274	-0.144758558168515	0.025648726074411	0.434487982827436	0.547945463292633	-0.0733875818586933	0.393259043835676	-0.0379637070336391	0.641816939780646	-0.277462910704759	-0.054242598461894	0.169556761259428	0.220453414824113	0.363818878201445	0.5504917006692	-0.120831094594535	-0.156216550835728	0.785967766861333	0.452932117269437	-0.18433076742419	-0.0335795294670023	0.611683070642378	0.836285175829249	0.784368888714271	0.873351735507255	0.80006439274697	0.53451653853193	-0.189344732873311	0.87289113210804	0.580360395118399	0.249443884053351	0.952285803667061	0.405837226615279	-0.0322008050160578	1	0.9111921976715	0.786923130664538	0.531696136724661	0.802951109925635	0.890012548785356	0.591316268785683	0.838438998477468	0.566033885382169	0.809853735346347	0.458441254033339	0.525806347352654	0.657405772682987	0.727164094969221	0.42767292525505
RHBDF2	0.32178764497074	0.159633266858013	0.112316564415289	-0.259474049289709	-0.123385435737364	0.0645442306008339	-0.170913130810436	0.0526133524406467	-0.0197020412312779	0.0394108153968866	-0.21168013827341	-0.104295678373779	-0.119739106170785	-0.163206123229492	-0.196339436773601	0.0349273102178306	-0.0998706557551382	-0.0804374032575859	0.362899092161894	0.0451830292424794	0.0428608808286139	0.238075739135593	0.409484828748165	-0.200279657607776	0.0652819036760997	-0.133657200088964	0.0822669450748982	0.519576734363832	0.57740802257861	-0.09811065835824	0.317412243312277	-0.0663197178047685	0.713634771759371	-0.207105704646474	-0.136848040302862	0.140827843314701	0.153473440942731	0.328472921437969	0.607687207912646	-0.170023841201582	-0.107141656976722	0.81609043567432	0.413512240087334	-0.124487183947998	-0.148250928843221	0.589804890522287	0.824558909594161	0.866029237602817	0.932706364966901	0.901234996551955	0.581530297128822	-0.134853033805082	0.894913359282006	0.589320908813378	0.285591815934342	0.925831232162504	0.431721294699304	-0.0436302458609817	0.9111921976715	1	0.808823247287364	0.569511560111603	0.927671969050233	0.924554290206935	0.635186818353622	0.870490536866777	0.603140295435208	0.888082058739584	0.530732298248022	0.570410472882384	0.704146082585696	0.777253358166654	0.434763857557688
CD74	0.626033202167947	0.318124051178139	0.307941965161545	-0.14031005074505	-0.163089490856701	0.32614704029136	-0.032877623330579	0.222945233785231	0.273167950662674	0.00509525383048992	-0.107750107439576	-0.148809561497561	0.0973912566576725	-0.210844129856316	-0.0257886098406176	-0.0415672375817613	0.0618123835825294	-0.0559716949405898	0.621661754810537	0.0355159374879489	0.0879204679011415	0.575421170808879	0.526373978765112	-0.0354072475535171	0.219299295121691	0.111757997100611	0.18203845028825	0.651107318471769	0.778446488205924	0.269689788985616	0.587184447606181	0.108180823598568	0.725956563617815	-0.0428346710083118	0.159563456617862	0.328115474589259	0.587862978641828	0.677536584881991	0.69917546842863	-0.136341758801825	0.0465446659525261	0.797515391719101	0.799737207158115	-0.218795373454628	0.0670907790100009	0.934297548357192	0.849490326152867	0.91872555697638	0.773605163614564	0.780602769630876	0.479720089784599	-0.22249079217937	0.809561556679591	0.680630185054393	0.277124660277631	0.678303370753253	0.710029917183942	0.064786764822949	0.786923130664538	0.808823247287364	1	0.741441029476777	0.720910314888079	0.792355343508724	0.709089278371295	0.659979631873	0.760814169805559	0.655364631107137	0.554678005628269	0.683405575095769	0.734171768418054	0.815698359080316	0.708576662272254
SMAP1	0.666455329504049	0.282598049038057	0.278468831581344	0.00699595180091672	-0.287963857235636	0.359522894362892	0.137375936540979	0.20754097228161	0.319564792004271	0.0253354436714375	0.0569824412490099	-0.261679030160865	0.205685107021486	-0.289746342100236	-0.0781150036050604	-0.0295154164791519	0.308169998206649	0.080036210186058	0.533806884854287	0.252710781205907	0.281711039436898	0.582200161575306	0.357250869953459	-0.0836932172175473	0.214744436025698	0.18472318187725	0.259237035629546	0.690647594560993	0.833887722765433	0.294534420510216	0.555874753755053	0.16162253063751	0.629045474708256	0.058708670879364	0.283770331604735	0.333773908761537	0.625514792786748	0.757459438280703	0.70562397488404	-0.146890506153272	0.102515869712189	0.479790964449659	0.807587491885423	-0.249814192801483	0.0247793045398577	0.66685416473446	0.716699911679254	0.69561671955215	0.485064744474333	0.533000537391101	0.346178572604014	-0.0580875792318471	0.704101709729675	0.850847589551204	0.282391023447858	0.502032773806591	0.67597600469958	0.22725281180154	0.531696136724661	0.569511560111603	0.741441029476777	1	0.486956014340628	0.505968458777735	0.831070541840422	0.425592314822225	0.937820521621996	0.368015115604011	0.822878054729102	0.815915430364961	0.83626627035681	0.793982642232056	0.882406822701729
TMIGD3	0.236156795438744	0.104907233064163	0.0133026323074913	-0.326499595473507	-0.171487435530437	-0.0374592261122513	-0.220644047782072	0.00922636790786113	-0.104423914969168	-0.0648135002362958	-0.196254935227113	-0.171160943225491	-0.149776464154062	-0.277805947018356	-0.246036210618671	0.0104130907067982	-0.105124448972684	-0.0516835847028241	0.24882993600535	0.0222275982937546	0.0275486242213903	0.134638678538831	0.354165885358704	-0.282053842364046	0.0069465319900508	-0.14033016462714	0.00915458621730137	0.414064270574798	0.517094985145528	-0.100662540042822	0.243989049642217	-0.0970344086683614	0.643294756851825	-0.298339798629956	-0.163428249619029	0.0563375748136235	0.0726071161035175	0.241731200479784	0.565822138408985	-0.165360681674105	-0.248855225517059	0.741026518322865	0.322637401980715	-0.170734900806437	-0.178717102998703	0.455759216592986	0.686794354387555	0.84734413195962	0.901076136656083	0.913535750314798	0.508135931730226	-0.173090395948639	0.8361774669046	0.529066690413261	0.232683743896613	0.849804956698482	0.3138240676343	0.0224789507161891	0.802951109925635	0.927671969050233	0.720910314888079	0.486956014340628	1	0.922747065485234	0.569776563620876	0.856622409532647	0.53498925689024	0.920151012810475	0.458272067597827	0.541987300071884	0.660846228440308	0.734015930271161	0.362838741781802
CD68	0.285342360746026	0.0940171156923687	0.0771589243711379	-0.298098805104513	-0.120726461220519	0.0749527341854056	-0.25919161447695	-0.0338876132447155	-0.0306439097632876	-0.0687714687157258	-0.266177936927443	-0.115019698646333	-0.167619246939203	-0.21156144077764	-0.18622956662599	-0.0201264619180419	-0.162110500996423	-0.0924190439418127	0.32883641755617	-0.0847772419652463	-0.0330246881317596	0.247205659420137	0.380958470281987	-0.187458528489307	0.0311754245241574	-0.14724174165989	0.0104869573757249	0.386726155397142	0.561968313766162	-0.0414743559815828	0.370847628885595	-0.0735319519454958	0.593769290784363	-0.240491004903201	-0.147872865015702	0.169969161456623	0.208882073527677	0.389647823640558	0.512806368858365	-0.155756709871471	-0.132745324523433	0.84060137194306	0.431760093460628	-0.175597694405886	-0.0807228615543944	0.576792699372289	0.754407652150301	0.821938556439697	0.920166637358357	0.86572741935954	0.494060041976395	-0.146190350205032	0.879435797807036	0.529572989122474	0.20161948484449	0.863823412592543	0.365275776864486	-0.118466740842917	0.890012548785356	0.924554290206935	0.792355343508724	0.505968458777735	0.922747065485234	1	0.580619486004685	0.926517488373498	0.562618148214742	0.951827519740289	0.447824388510833	0.60006087013033	0.697075284707839	0.771620514129993	0.438912973960935
LRP10	0.654731221922215	0.412021594407091	0.433391902753393	0.135428878048534	-0.0967001241829382	0.306707091138661	0.248099257767577	0.248024104219132	0.361756157169652	0.076624189379079	0.062404788035551	-0.209998673461459	0.347468420467226	-0.337494782320441	0.0439497956108272	0.0415766436836605	0.340548574572254	0.0134278682928607	0.621745318340253	0.319606531715819	0.285368600259555	0.536336626376365	0.394764031181358	0.0681333676827936	0.195594240075175	0.248258523398922	0.401680263403682	0.723313593104163	0.773596726355663	0.234219719039234	0.547775474729243	0.155629286292891	0.675985658396517	0.16600763515659	0.209892734154739	0.429144664987896	0.50940644491512	0.597889137485664	0.783694410480779	0.0289299498550142	0.0938894765433262	0.624511216667509	0.700405808289098	-0.174187178150854	0.181023622182365	0.590501587676528	0.73803963581851	0.749228961228865	0.582210384865092	0.592795555243754	0.474128795405944	0.0421824724077154	0.743642436723199	0.763742378994785	0.400389588339348	0.569024129177291	0.669732509743519	0.350888536996743	0.591316268785683	0.635186818353622	0.709089278371295	0.831070541840422	0.569776563620876	0.580619486004685	1	0.486190697003572	0.800721465826319	0.447423463127018	0.72451465601014	0.705884466379477	0.73241080724636	0.755527252939857	0.749023413406718
