""	CD2	CD3D	CD3G	CD8B	KLRB1	CD44	APLP2	S1PR4	SIGLEC10	NOTCH2	CXCR4	ITGA4	CANX	TSPAN14	TLR4	CD47	SIRPA	SMAP1	ADRB2	PTPRA	CD226	CD4	IFITM1	INSR	SORT1	PLAUR	ITGB1	SCARB1	C1QBP	SORL1	LRP1	HAVCR2	PLXDC2	CD46	ADORA3	TNFRSF1A	TMIGD3	CD81	AXL	ITGB2
CXCR4	0.885037009951819	0.377648171096155	0.775159424717314	0.0568388563263434	0.31044964529007	0.94150902576917	0.647497110541853	0.926047546769336	0.786455272160282	0.368935417946737	1	0.894075958807131	0.463261618152194	0.679734344294726	0.838217257995622	0.909112783357837	0.356901751278492	0.950979218685006	-0.0716401266879773	0.759681682719321	0.096426149910595	0.824588828201159	0.315387483823258	0.325594594845492	0.827521548822119	0.873068427022712	0.691300361265606	0.912236580707455	0.418714448283166	0.762105299395074	0.664948574966146	0.779802660013509	0.747211497772175	0.170634495641848	0.921750091571544	0.85691339176181	0.540869028627995	0.871538029804152	0.739539450557443	0.586566915639634
ITGA4	0.991276545933386	0.574822787463993	0.911666652710172	0.234493257375942	0.517151834712134	0.928027138372629	0.662217558354922	0.83613712155364	0.835755453215846	0.286142234591024	0.894075958807131	1	0.482036140391546	0.675189328179767	0.642512196660621	0.80069293198096	0.452102742539438	0.926337344202005	-0.2755102831738	0.795899974166798	0.23907060283869	0.655139247103905	0.58732058763658	0.313572135950075	0.699178534483885	0.654633718515249	0.809278549803981	0.74272640127469	0.597934901734287	0.75320741213204	0.566637305209276	0.654408228498135	0.619306335922647	0.251114866722901	0.884712691924056	0.797432677067185	0.518304341305906	0.872287216881773	0.713139446985317	0.714046258998519
CANX	0.5500994564749	0.731172905003401	0.658905726746304	0.59160396443369	0.70291126890245	0.542111807870787	0.54374254126994	0.168100652846469	0.418617235809719	0.351731579865278	0.463261618152194	0.482036140391546	1	0.693117291158647	0.193654401450883	0.278773803393872	0.81585123414694	0.542856564441262	0.0358905043172321	0.670047660678196	0.534334057050505	0.482526201845215	0.671533724838891	0.349408374795099	0.521039188286699	0.338648530047616	0.642308756100234	0.349368325116694	0.672181819011403	0.602115486780461	0.0826277215343475	0.424751158345606	0.470839574689723	0.482385221124471	0.609828787497374	0.174235659467862	0.152379176437249	0.653996780728093	0.516531159400039	0.827476942604465
TSPAN14	0.717040664086883	0.694451047966227	0.749756928412284	0.503796208714513	0.672851767302957	0.691736630901176	0.943991078314197	0.418289559829975	0.81325674737055	0.613521778971572	0.679734344294726	0.675189328179767	0.693117291158647	1	0.659748561474933	0.718407672270093	0.828496376753687	0.719662119369676	0.400173719873138	0.847741365585955	0.562371292040851	0.845003979303763	0.554723893500255	0.772600386061549	0.819495669753237	0.55641533414634	0.908506761733802	0.704238117699095	0.545832040732852	0.952743775840692	0.369193427504144	0.851636326792559	0.881190891559476	0.769088402447341	0.806156115492813	0.582662001796736	0.466424194347333	0.717478563036045	0.903071995102939	0.62925256906572
TLR4	0.604810109924254	0.0529724776425186	0.442004981935057	-0.167118256259308	0.0148335901227681	0.655251302457791	0.672265008852863	0.801821236506634	0.80617201085567	0.271694185790889	0.838217257995622	0.642512196660621	0.193654401450883	0.659748561474933	1	0.929592465142817	0.180124600386274	0.75063945340232	0.371743344869778	0.519066324814325	0.0831842209401022	0.84151405612144	-0.0526066182034016	0.408409802192924	0.891727042122401	0.809918852451747	0.526407354361574	0.863751761060004	0.153792392941818	0.705693120565686	0.679849304846041	0.856091169949221	0.883811726646246	0.191604090063251	0.6972832382955	0.809027617618744	0.549667306949894	0.620263120041631	0.696729116343157	0.223098572077674
CD47	0.776053081117621	0.246713797138324	0.645525182232283	-0.0527918201248091	0.187710449641642	0.797974156702345	0.77297640475268	0.878315876212494	0.874379004101226	0.360067893348494	0.909112783357837	0.80069293198096	0.278773803393872	0.718407672270093	0.929592465142817	1	0.318357862092141	0.861090257391714	0.217864347285272	0.714014056673922	0.0260896969721797	0.896959957320935	0.187772995296023	0.46408815323656	0.866932442353267	0.757279727328711	0.706434708511824	0.863815956462984	0.393189294159796	0.812970979269472	0.822726507744818	0.896659046553615	0.857005817828038	0.238094212920216	0.837891520176727	0.94907655547317	0.745731047163007	0.794617299630532	0.836279197405736	0.461795994478602
SIRPA	0.541957214503387	0.880299384208427	0.703364627249638	0.763458739871186	0.854992480878603	0.49345054639774	0.776850352545408	0.0375580155272398	0.495047393854347	0.608113014625828	0.356901751278492	0.452102742539438	0.81585123414694	0.828496376753687	0.180124600386274	0.318357862092141	1	0.476595828770492	0.230730395932446	0.792622690548892	0.623260497535292	0.572481841037313	0.766471865229493	0.681604355530393	0.449298225137228	0.180972079259092	0.837529996175032	0.351185608278959	0.641722914599535	0.771302262909177	0.0665164189652032	0.540314062449287	0.54401583318098	0.814089333733414	0.633236166991634	0.234402243560437	0.287213989504231	0.595105235656069	0.723508635732023	0.732556889598627
SMAP1	0.923067362081757	0.484553843819136	0.869535528808173	0.0868396229723366	0.382245208169551	0.919939115678465	0.695121060082395	0.853131775848272	0.807724871513394	0.322006933443529	0.950979218685006	0.926337344202005	0.542856564441262	0.719662119369676	0.75063945340232	0.861090257391714	0.476595828770492	1	-0.0884247968431873	0.768442567200946	0.194909768249415	0.790656822815794	0.483150778192091	0.263853949029038	0.761071350803559	0.761543558872956	0.789260886341343	0.827021760146976	0.593467158281922	0.813864048729095	0.6115994685608	0.808589018504872	0.764008144406955	0.296586604521596	0.928624341462372	0.829120220739984	0.546668785875268	0.885102344681548	0.730793380730684	0.689002170014622
ADRB2	-0.270763032465128	-0.15213763196085	-0.247524687321892	-0.0804412812704813	-0.135947079481243	-0.244120449331646	0.436260831094374	-0.198727337061896	0.207562358578956	0.174088821789562	-0.0716401266879773	-0.2755102831738	0.0358905043172321	0.400173719873138	0.371743344869778	0.217864347285272	0.230730395932446	-0.0884247968431873	1	0.0203859513090338	0.162705318793514	0.40638114557289	-0.287978374325762	0.476132144686652	0.339035105029656	0.0336103729915111	0.116750420965864	0.0971641217254373	-0.0698891472642421	0.304651995782204	0.147293510800303	0.476094745310549	0.545400028242052	0.445814422131848	-0.0488086448170178	0.0502007947492638	0.254040524930899	-0.121963588019821	0.331861852698523	-0.209067310689385
PTPRA	0.850360799374276	0.804323158631677	0.882849901361532	0.579805426589575	0.773409290370906	0.856150789533309	0.839856540623698	0.553255997621755	0.72411771186477	0.625055987348239	0.759681682719321	0.795899974166798	0.670047660678196	0.847741365585955	0.519066324814325	0.714014056673922	0.792622690548892	0.768442567200946	0.0203859513090338	1	0.313233195748297	0.779978608470116	0.679514608218125	0.683096873066939	0.664139095119386	0.520522604496753	0.921463758100865	0.710204713055457	0.617200083441669	0.869328044062898	0.484196491739656	0.699464526473353	0.643486827360853	0.55321426716274	0.909498372513397	0.664157286122968	0.579151783160614	0.859464098316723	0.920100965633547	0.775541564195076
CD226	0.293725315502885	0.573405402528803	0.366263344058725	0.675311467730127	0.635891530935867	0.221056433594439	0.374769953259728	-0.139809139038298	0.307673609390187	0.309553570811337	0.096426149910595	0.23907060283869	0.534334057050505	0.562371292040851	0.0831842209401022	0.0260896969721797	0.623260497535292	0.194909768249415	0.162705318793514	0.313233195748297	1	0.161299936302087	0.425937876755211	0.434232607764544	0.323366838298173	0.148954289605426	0.444103813342298	0.128334882663949	0.120989433723831	0.395332413625267	-0.418791338597267	0.184681154728982	0.347900482926287	0.603455671555326	0.20794884301589	-0.16489270577676	-0.312023467747517	0.195737434121296	0.261249861101628	0.299392070765362
CD4	0.673021355935127	0.38913300658041	0.63163768476632	0.14380456888707	0.324292285366378	0.737273437858686	0.874768313382708	0.665955855207038	0.775026948370219	0.608633007006842	0.824588828201159	0.655139247103905	0.482526201845215	0.845003979303763	0.84151405612144	0.896959957320935	0.572481841037313	0.790656822815794	0.40638114557289	0.779978608470116	0.161299936302087	1	0.270850819993762	0.648176487256658	0.864999482147674	0.740478144729905	0.760500834731779	0.835531652842736	0.427775839123722	0.916390811517987	0.683024400871427	0.949023015895995	0.915104305485161	0.484522192009208	0.863363288443533	0.81790563198182	0.676492613381478	0.786389025449127	0.903395137888693	0.536929326321976
IFITM1	0.655758318085087	0.925887007462938	0.829692408976204	0.686588625596365	0.860418812279741	0.536703339257046	0.515730744499738	0.0994462869411286	0.351987214918926	0.364608251273372	0.315387483823258	0.58732058763658	0.671533724838891	0.554723893500255	-0.0526066182034016	0.187772995296023	0.766471865229493	0.483150778192091	-0.287978374325762	0.679514608218125	0.425937876755211	0.270850819993762	1	0.300979314216483	0.176656977012264	0.0028837853271883	0.764907792353847	0.216205466704217	0.808587724853776	0.554032294459879	0.0555499585294779	0.282462115932409	0.220143367600345	0.567261874158536	0.574490398108298	0.227790063389431	0.249598280637995	0.601977168213857	0.468525620088996	0.816004614199142
INSR	0.370244247172741	0.539332772322842	0.388271029286111	0.620818634858975	0.609909021308084	0.385913193112779	0.782176632947062	0.11779937986029	0.547080194922661	0.788924048413699	0.325594594845492	0.313572135950075	0.349408374795099	0.772600386061549	0.408409802192924	0.46408815323656	0.681604355530393	0.263853949029038	0.476132144686652	0.683096873066939	0.434232607764544	0.648176487256658	0.300979314216483	1	0.566636381079169	0.314535302003107	0.647387588769726	0.468636626878842	0.157939692740789	0.713803341634789	0.20458723845064	0.555201728368266	0.576880349583652	0.714083349219768	0.507804386944213	0.365782544192592	0.337926477856804	0.387545761681534	0.790446711748097	0.295599133831082
SORT1	0.692529902958299	0.300751170208797	0.565765729917725	0.138620427080917	0.296708513529098	0.718986783865229	0.768471126008705	0.708643933044089	0.864830963970717	0.402870604766299	0.827521548822119	0.699178534483885	0.521039188286699	0.819495669753237	0.891727042122401	0.866932442353267	0.449298225137228	0.761071350803559	0.339035105029656	0.664139095119386	0.323366838298173	0.864999482147674	0.176656977012264	0.566636381079169	1	0.778514006012055	0.660790340437344	0.817099270165555	0.344258828424431	0.804880497832249	0.604907871194586	0.832016432476654	0.898902757927246	0.325301893380492	0.76070109492795	0.739122544737742	0.51346768751222	0.753108648667698	0.785183357975408	0.494911528629326
PLAUR	0.637405391529909	0.133966021856854	0.494811991783837	-0.043153599292238	0.108854072894292	0.767678472961663	0.453672293162047	0.803217176044233	0.595567625377257	0.419729286192673	0.873068427022712	0.654633718515249	0.338648530047616	0.55641533414634	0.809918852451747	0.757279727328711	0.180972079259092	0.761543558872956	0.0336103729915111	0.520522604496753	0.148954289605426	0.740478144729905	0.0028837853271883	0.314535302003107	0.778514006012055	1	0.418040139088473	0.839707932714061	0.0563305985790865	0.602172416477705	0.436082035385817	0.659537949885471	0.679263508748238	0.105614915545644	0.729253281722753	0.652216935992948	0.231574258052363	0.617471409469357	0.54147114634089	0.312197590534286
ITGB1	0.852094384382244	0.815535707743902	0.910875739197256	0.524560569990734	0.75567553567458	0.772959571475662	0.917222666082076	0.481600747603389	0.808314353160456	0.542472594082782	0.691300361265606	0.809278549803981	0.642308756100234	0.908506761733802	0.526407354361574	0.706434708511824	0.837529996175032	0.789260886341343	0.116750420965864	0.921463758100865	0.444103813342298	0.760500834731779	0.764907792353847	0.647387588769726	0.660790340437344	0.418040139088473	1	0.641022133523079	0.726361481255139	0.935470655180826	0.445021206039385	0.78180604103392	0.739566860663041	0.702770159667435	0.866132834810591	0.662494260132794	0.590820975488278	0.815163044901473	0.901532360561057	0.770074657566946
SCARB1	0.752878455967887	0.365990680605858	0.668372384335405	0.12037689280947	0.314371911840618	0.860791822697177	0.663263121214751	0.795198818822481	0.705999263010513	0.544834943718599	0.912236580707455	0.74272640127469	0.349368325116694	0.704238117699095	0.863751761060004	0.863815956462984	0.351185608278959	0.827021760146976	0.0971641217254373	0.710204713055457	0.128334882663949	0.835531652842736	0.216205466704217	0.468636626878842	0.817099270165555	0.839707932714061	0.641022133523079	1	0.221417853983743	0.759689555371198	0.545052385161158	0.786972955477161	0.769582314923322	0.31989130589534	0.869001265941508	0.787683467973263	0.435979828589058	0.741002536692639	0.736499332283104	0.368916710779107
C1QBP	0.622816183085779	0.636835805946745	0.732751766283176	0.274382021522898	0.528825461047283	0.485357368215862	0.585819212890937	0.283626434560045	0.508648251583303	0.101355847452704	0.418714448283166	0.597934901734287	0.672181819011403	0.545832040732852	0.153792392941818	0.393189294159796	0.641722914599535	0.593467158281922	-0.0698891472642421	0.617200083441669	0.120989433723831	0.427775839123722	0.808587724853776	0.157939692740789	0.344258828424431	0.0563305985790865	0.726361481255139	0.221417853983743	1	0.592388263082259	0.468903479037928	0.489608760969065	0.407464136205921	0.384373432732562	0.587272985349297	0.460195564255017	0.604678316585783	0.684820541055782	0.53162133899752	0.8701768762435
SORL1	0.785159497062251	0.646488265739969	0.802399456696913	0.373189106422731	0.583594778116055	0.758844752950781	0.965278612856142	0.5524345248794	0.847739429026482	0.63809729276047	0.762105299395074	0.75320741213204	0.602115486780461	0.952743775840692	0.705693120565686	0.812970979269472	0.771302262909177	0.813864048729095	0.304651995782204	0.869328044062898	0.395332413625267	0.916390811517987	0.554032294459879	0.713803341634789	0.804880497832249	0.602172416477705	0.935470655180826	0.759689555371198	0.592388263082259	1	0.522726182192116	0.918033954333891	0.89308730018104	0.711371791937786	0.893732051602785	0.745869611288978	0.599150751462672	0.797876734274137	0.936317599623889	0.661666816968557
LRP1	0.523008526422444	-0.0169022488360926	0.388223838606906	-0.314251842293485	-0.0914625036665077	0.527082428305316	0.532071708630429	0.760423425330269	0.640247108789691	0.0789144985383818	0.664948574966146	0.566637305209276	0.0826277215343475	0.369193427504144	0.679849304846041	0.822726507744818	0.0665164189652032	0.6115994685608	0.147293510800303	0.484196491739656	-0.418791338597267	0.683024400871427	0.0555499585294779	0.20458723845064	0.604907871194586	0.436082035385817	0.445021206039385	0.545052385161158	0.468903479037928	0.522726182192116	1	0.670577014647033	0.565407691050149	-0.093663377880965	0.584151357557896	0.891646681473453	0.927000564797954	0.660135371956725	0.629943507983405	0.41361987394017
HAVCR2	0.65548765663167	0.344382232372669	0.628473655883567	0.0251669337785047	0.255356669982198	0.665243306856728	0.888036563836888	0.634983904247983	0.823434590841291	0.468263443534402	0.779802660013509	0.654408228498135	0.424751158345606	0.851636326792559	0.856091169949221	0.896659046553615	0.540314062449287	0.808589018504872	0.476094745310549	0.699464526473353	0.184681154728982	0.949023015895995	0.282462115932409	0.555201728368266	0.832016432476654	0.659537949885471	0.78180604103392	0.786972955477161	0.489608760969065	0.918033954333891	0.670577014647033	1	0.966368252479566	0.549055974644572	0.807663162462151	0.816012723868913	0.689226573370651	0.710491836312768	0.862633756500971	0.478117237693019
PLXDC2	0.617232963710775	0.319256689920641	0.567128442233476	0.0713174944254945	0.262435394098599	0.616039230946186	0.875381240464267	0.584623577082438	0.848494756637492	0.415255405424682	0.747211497772175	0.619306335922647	0.470839574689723	0.881190891559476	0.883811726646246	0.857005817828038	0.54401583318098	0.764008144406955	0.545400028242052	0.643486827360853	0.347900482926287	0.915104305485161	0.220143367600345	0.576880349583652	0.898902757927246	0.679263508748238	0.739566860663041	0.769582314923322	0.407464136205921	0.89308730018104	0.565407691050149	0.966368252479566	1	0.557103840636635	0.745578396737112	0.719876261464608	0.563071920746481	0.661860492198171	0.82068948831695	0.427583536969645
CD46	0.321152206678757	0.690898800819308	0.494085566918091	0.587860430509883	0.664943282031235	0.262135806998829	0.734104194557662	-0.129550165255205	0.408176355874496	0.644104333930836	0.170634495641848	0.251114866722901	0.482385221124471	0.769088402447341	0.191604090063251	0.238094212920216	0.814089333733414	0.296586604521596	0.445814422131848	0.55321426716274	0.603455671555326	0.484522192009208	0.567261874158536	0.714083349219768	0.325301893380492	0.105614915545644	0.702770159667435	0.31989130589534	0.384373432732562	0.711371791937786	-0.093663377880965	0.549055974644572	0.557103840636635	1	0.442484692919738	0.152820841759283	0.12704944860801	0.251192480371945	0.596657910246669	0.324293443162138
ADORA3	0.913989198631608	0.645149535610136	0.899933279225873	0.326248937683343	0.566337459496307	0.944083362806212	0.797783854644813	0.75727830550065	0.774956141536358	0.580660363812959	0.921750091571544	0.884712691924056	0.609828787497374	0.806156115492813	0.6972832382955	0.837891520176727	0.633236166991634	0.928624341462372	-0.0488086448170178	0.909498372513397	0.20794884301589	0.863363288443533	0.574490398108298	0.507804386944213	0.76070109492795	0.729253281722753	0.866132834810591	0.869001265941508	0.587272985349297	0.893732051602785	0.584151357557896	0.807663162462151	0.745578396737112	0.442484692919738	1	0.81218097876098	0.567597692185813	0.925224633125712	0.852942381555782	0.737020603517159
TNFRSF1A	0.76805838649651	0.211682394807277	0.642842211251993	-0.1333281112662	0.129457449936269	0.770598978584462	0.694056643579871	0.88762420712317	0.808999771178852	0.341479926237937	0.85691339176181	0.797432677067185	0.174235659467862	0.582662001796736	0.809027617618744	0.94907655547317	0.234402243560437	0.829120220739984	0.0502007947492638	0.664157286122968	-0.16489270577676	0.81790563198182	0.227790063389431	0.365782544192592	0.739122544737742	0.652216935992948	0.662494260132794	0.787683467973263	0.460195564255017	0.745869611288978	0.891646681473453	0.816012723868913	0.719876261464608	0.152820841759283	0.81218097876098	1	0.811516684033775	0.783926000563044	0.768459486503921	0.480530752401159
TMIGD3	0.501607632421514	0.179320309341296	0.45225891208533	-0.124121531284981	0.0970407296389012	0.461922895641305	0.653935841335187	0.570262963177666	0.626548803270129	0.150637255392081	0.540869028627995	0.518304341305906	0.152379176437249	0.466424194347333	0.549667306949894	0.745731047163007	0.287213989504231	0.546668785875268	0.254040524930899	0.579151783160614	-0.312023467747517	0.676492613381478	0.249598280637995	0.337926477856804	0.51346768751222	0.231574258052363	0.590820975488278	0.435979828589058	0.604678316585783	0.599150751462672	0.927000564797954	0.689226573370651	0.563071920746481	0.12704944860801	0.567597692185813	0.811516684033775	1	0.645224350359444	0.727079126094126	0.493979946895235
CD81	0.899541137540477	0.615553572383613	0.869631249506438	0.322545951358954	0.543616000715958	0.908463309937975	0.713406094603503	0.750685246050955	0.738005536746077	0.423175059329436	0.871538029804152	0.872287216881773	0.653996780728093	0.717478563036045	0.620263120041631	0.794617299630532	0.595105235656069	0.885102344681548	-0.121963588019821	0.859464098316723	0.195737434121296	0.786389025449127	0.601977168213857	0.387545761681534	0.753108648667698	0.617471409469357	0.815163044901473	0.741002536692639	0.684820541055782	0.797876734274137	0.660135371956725	0.710491836312768	0.661860492198171	0.251192480371945	0.925224633125712	0.783926000563044	0.645224350359444	1	0.789139447245656	0.861578437478404
AXL	0.74584890683229	0.604280572284692	0.734091473800018	0.391571345150931	0.576629138955196	0.743150041102972	0.949752099694392	0.568173485361143	0.83396453439072	0.615204126271483	0.739539450557443	0.713139446985317	0.516531159400039	0.903071995102939	0.696729116343157	0.836279197405736	0.723508635732023	0.730793380730684	0.331861852698523	0.920100965633547	0.261249861101628	0.903395137888693	0.468525620088996	0.790446711748097	0.785183357975408	0.54147114634089	0.901532360561057	0.736499332283104	0.53162133899752	0.936317599623889	0.629943507983405	0.862633756500971	0.82068948831695	0.596657910246669	0.852942381555782	0.768459486503921	0.727079126094126	0.789139447245656	1	0.620294487325465
ITGB2	0.76149321061974	0.752119536347251	0.832019978751629	0.491990470919343	0.685843892115458	0.701474373835336	0.594405618506528	0.41543385617956	0.536819196257933	0.329564504651468	0.586566915639634	0.714046258998519	0.827476942604465	0.62925256906572	0.223098572077674	0.461795994478602	0.732556889598627	0.689002170014622	-0.209067310689385	0.775541564195076	0.299392070765362	0.536929326321976	0.816004614199142	0.295599133831082	0.494911528629326	0.312197590534286	0.770074657566946	0.368916710779107	0.8701768762435	0.661666816968557	0.41361987394017	0.478117237693019	0.427583536969645	0.324293443162138	0.737020603517159	0.480530752401159	0.493979946895235	0.861578437478404	0.620294487325465	1
