""	CD44	ITGA4	PTGDR	CXCR4	CLEC2D	CD3D	PTPRC	GPR171	CD69	CD2	CD3G	CD96	ITGA1	RPSA	TNFRSF14	ITGB1	JAML	CD8A	CD8B	EPHA1	CD247	NCL	S1PR4	CD47	CD6	CXCR3	CCR5	CD74	KLRB1	CD226	SIRPG	ERAP1	ITGAL	LRP10	TRADD	DIP2A	ACTR2	CD46	VSIR	KLRD1	PTPRA	TSPAN5	JMJD6	RACK1	TNFRSF25	LAMP1	PTPRZ1	STX4	PTGER4	SORL1	CD63	CXCR6	TSPAN14	ATP5F1B	SMAP1	TNFRSF1B	CD81	TNFRSF1A	CANX	C1QBP	CD4
CD3G	0.603698625491334	0.63841733283595	0.649996250867289	0.929006749729233	0.729923086251103	0.958789728403116	0.671432698922683	0.677678834494803	0.707929675634377	0.85810843986786	1	0.853229637592382	0.345321549640894	0.660683599650052	0.444708848498482	0.728536395660755	0.609634440356587	0.648848511575034	0.5467266199816	0.699954639184536	0.626572689243074	0.261452000234599	0.677116440850169	0.575331107862829	0.717609004216724	0.780635052780052	0.707315291229626	0.155988736957042	0.560850115528999	0.479762683344394	0.253273545229752	0.580522729639193	0.537030134917501	0.413644874012656	0.548709721069595	-0.00881560280713774	0.504308097063537	0.146738519662022	0.1234688041675	0.437662308644381	-0.27751370256199	0.568788236247706	0.650404611470793	0.659170710368049	0.574869049037058	0.363220291860545	-0.654828142540516	0.352542754235602	0.429057074744217	-0.273954989157175	-0.157275933429322	0.836865969681401	0.476807890175914	0.287166141488469	0.347122309332571	0.629598018383697	0.330335703272411	0.52619757173591	-0.0994888613103402	0.39824114188145	0.467956084337469
CD96	0.54892928185315	0.754728502494869	0.472614549640318	0.886827440437857	0.86496117257482	0.836860405724464	0.767156117693346	0.798998162610099	0.841311866853083	0.873409238941877	0.853229637592382	1	0.361755868757562	0.757490008383913	0.336931439054886	0.797883800083787	0.764223248206555	0.397308598664241	0.482885313658111	0.472091407892897	0.756714797513098	0.529162824921718	0.800845498321021	0.768502158495407	0.815573907198702	0.808009367071085	0.598331455786744	0.278807223928132	0.659644413143217	0.644752013482643	0.059790839718473	0.761685905510574	0.428385544726669	0.542179850810236	0.726573482541542	0.335307214563806	0.698733753255811	0.466003762160529	0.271171569933162	0.421591571938533	0.0761279289400598	0.78784613850653	0.822824515804591	0.793388205003597	0.670058604362931	0.642451266301065	-0.545490029183307	0.520161974138468	0.662320283222531	-0.0830962691791443	0.00934868139278823	0.774652814344455	0.688595431779353	0.533369420974909	0.579055659382334	0.806682581260226	0.216572236936137	0.444659662049008	0.0473476777829537	0.584224723056883	0.522034142847262
ITGA1	0.771605701350473	0.46648827799558	0.523107681684298	0.180650757316078	0.259311760107262	0.366144788497606	0.672724262573055	-0.0109539270064373	0.358349338240291	0.448835195059733	0.345321549640894	0.361755868757562	1	-0.198973372184292	0.706916133206155	0.45642631794196	0.278350116362802	0.673312874336752	0.840213470024744	0.63259033460977	0.443717351107229	-0.0818305756535109	-0.0184825323897762	-0.0484300655701925	0.117007473728556	-0.103590767582672	0.686132147246014	-0.14318336643229	-0.347606925439898	-0.165183581091115	0.624937039252318	0.226091982777698	0.840986218922915	-0.188605027310466	-0.194402148026272	0.178454301818121	0.0246093101474694	0.19514476495217	0.0430344810784812	0.432993531270689	0.158543841283919	0.489004830905302	0.116852840985066	-0.11854034481761	-0.182371800004899	-0.138214781514203	-0.430199532407114	0.179850223831409	0.34290828375517	-0.260251491025388	-0.546719313725464	0.058727896559593	0.100869867667336	-0.08685071478468	0.0330198084251063	0.307074007239495	-0.269145883950931	-0.0735040397872231	-0.581320493893173	-0.161412945936258	-0.299737660312823
RPSA	0.171476135713566	0.622284184624923	0.142384302508755	0.802267894515942	0.787583359926198	0.646698075856416	0.410710474985682	0.867012741015967	0.706819337198832	0.636321964875377	0.660683599650052	0.757490008383913	-0.198973372184292	1	0.0311336122736925	0.626097505027499	0.605777809572727	-0.076236013373194	-0.0762137712590832	0.160697798709895	0.492150562299942	0.704606952442546	0.915807062497999	0.869532479580491	0.842180226923561	0.864639631275676	0.294871108151646	0.52104191626088	0.956287494914661	0.860348975173453	-0.258384242741495	0.64141288686847	-0.0985969445031193	0.760968544984704	0.94282002490506	0.250590045354494	0.798476092188872	0.452301422023225	0.347834520478606	0.0208034782439331	-0.0174285355576273	0.43075271132733	0.860019984680078	0.983541208023589	0.874302163589347	0.779598802095246	-0.308773868640127	0.371843516041857	0.550629006792576	0.140674437876363	0.398071248631354	0.714593945321834	0.787257058845615	0.735520045163027	0.688539732130124	0.774438113771364	0.387234000659449	0.53129464067633	0.490995122056859	0.788879344091919	0.884986923531831
TNFRSF14	0.849085505930391	0.594949448681698	0.645297483352082	0.343539694786628	0.18570165404823	0.484336647227418	0.495714217301505	0.00113571419437991	0.28552467939991	0.476781914227184	0.444708848498482	0.336931439054886	0.706916133206155	0.0311336122736925	1	0.493268596380579	0.119975929248473	0.669851117789676	0.645213337240566	0.768632588487528	0.40176264169123	-0.131064708656663	0.0626322611805805	-0.0139952946552373	0.0909322642541142	0.0683345805680058	0.775150701431844	0.277650835653185	-0.182042860785234	-0.151509697269967	0.79942872351076	0.119735683777619	0.7305114708135	0.0118604102681884	-0.0941323164623825	-0.17805537706241	-0.0237126745370851	0.119850948340375	0.250710169740245	0.0760239109298075	-0.222674633939403	0.22604104476072	0.107793122091356	0.0505940085289699	-0.091317853875811	-0.215708502818331	-0.544867223279245	-0.00183189613666064	0.164977784822239	-0.285870470607183	-0.500379102163859	0.0885509228822792	0.143170698833164	-0.099998673846053	-0.0285426881163266	0.306279202930976	0.0879003955731108	0.22620824427703	-0.438956965232488	-0.153886814775992	-0.0325480030907056
ITGB1	0.720188859299744	0.793776088747695	0.420981383189043	0.711016319026632	0.856156651474945	0.7877549419722	0.859678548182884	0.728268711027431	0.837892474014522	0.861991849443105	0.728536395660755	0.797883800083787	0.45642631794196	0.626097505027499	0.493268596380579	1	0.804524664458564	0.392412812054934	0.54703648433327	0.572982527496421	0.593327780648422	0.621676983946953	0.703161147547209	0.750025214927212	0.788741762147819	0.613785749118352	0.758502495119262	0.324360540702334	0.479332303739919	0.639357836052685	0.211389829530777	0.578818277199886	0.488216045628757	0.422982600537664	0.566114608970619	0.444785290266318	0.764398834768626	0.547389620701993	0.211052315657352	0.38172490637327	0.136705023654579	0.599936281558239	0.828448541422549	0.683569500848545	0.66018584535509	0.505107872895629	-0.463524391294022	0.55161668250293	0.787810143685722	0.0840766317247753	-0.0330079538780057	0.619874308701769	0.774108608688043	0.567341063649498	0.704241030235954	0.829451065750144	0.175442758415602	0.211703531882868	0.117669756215356	0.541999715381465	0.560995743489008
JAML	0.36567484784315	0.548437358050364	0.167722994223613	0.660540199460332	0.865294099621748	0.684231181237714	0.796715443603307	0.842555070366561	0.885142981299058	0.807099651536097	0.609634440356587	0.764223248206555	0.278350116362802	0.605777809572727	0.119975929248473	0.804524664458564	1	0.255898463260251	0.394616642918618	0.266415687764122	0.54990975279427	0.731615173001084	0.689554657537753	0.784952556105892	0.773454729596441	0.585966582392143	0.525580707938435	0.221637894273142	0.569672969909764	0.692569459500296	-0.12699315166341	0.500402867968543	0.214116636314033	0.361306566294961	0.601280525940673	0.607377565556327	0.856634468675458	0.545551357799577	0.0971884175711338	0.594296879321818	0.192360848518578	0.565240433591525	0.841403895460467	0.677117925247505	0.742088941462303	0.568889145377554	-0.371401910812654	0.723882676056603	0.869975272644183	0.21610796016142	0.0388134220835047	0.68557144941053	0.715058510978507	0.652620946167451	0.812457733729632	0.797166437559719	0.178520135069658	-0.0152350603886323	0.224382957747749	0.557520157873466	0.543112701572843
CD8A	0.636942555276164	0.26073595714785	0.77308015029417	0.459962202387841	0.181699585932013	0.65113889062612	0.512462898538218	0.0739498931235216	0.283377998376498	0.542800333919581	0.648848511575034	0.397308598664241	0.673312874336752	-0.076236013373194	0.669851117789676	0.392412812054934	0.255898463260251	1	0.80282390980762	0.775401476486084	0.402891157552316	-0.278860591919255	-0.0135178327926561	-0.0683824732608993	0.0670872589652911	0.178286818597138	0.691880942103384	-0.181926477106342	-0.206680540969257	-0.252447532671906	0.592680648513915	0.0773918736661438	0.749088162382312	-0.226300392844969	-0.196478996765447	-0.24198917825951	-0.0936691237499518	-0.158066837259774	-0.123527130465354	0.560837733366261	-0.356314009591025	0.320172192278127	0.0315778944953957	-0.0531816502406091	-0.103808932198019	-0.321164843755931	-0.593511205360214	0.140826169491232	0.0508562554928119	-0.472589897820872	-0.548654123719166	0.371957064274256	-0.150994681144074	-0.24900626201288	-0.141002832359625	0.13234219005534	0.192512063313077	0.138933682087634	-0.559160623458549	-0.218549114488608	-0.237693817522823
CD8B	0.77990635608406	0.480033097652451	0.708832372874984	0.421351465714285	0.368844393219759	0.607011490217593	0.764946413730145	0.103355313128766	0.497503678648496	0.661854637680561	0.5467266199816	0.482885313658111	0.840213470024744	-0.0762137712590832	0.645213337240566	0.54703648433327	0.394616642918618	0.80282390980762	1	0.715251441981532	0.605697095033841	-0.0370699294515545	0.133307273650011	0.064304756856341	0.222440904210006	0.197498572814074	0.717403185628832	-0.244649932780673	-0.230806084194665	-0.0685174192583603	0.572907742274669	0.231444869743624	0.883700249247541	-0.0583984077415367	-0.147256582013156	0.0476919382674736	0.114669781630002	0.163797818533014	-0.0234106858418199	0.702190799732902	0.104178633801726	0.536552121957586	0.212158036543119	-0.00430459885304944	-0.0751112105452518	-0.158072369835965	-0.559933917672719	0.412026739336752	0.376503709619909	-0.43724820768296	-0.584331293990414	0.399258193199487	0.0925787817114635	-0.0595221354492822	0.0740348374633112	0.299960395787182	-0.0896015375315725	-0.0453141327491245	-0.596433287923975	-0.0399347087087463	-0.237738134450071
EPHA1	0.858140278411516	0.528501619868871	0.742250587504788	0.540396115543347	0.398062720654268	0.743172438491572	0.558602999864784	0.241859684564734	0.423465988241724	0.642530730669734	0.699954639184536	0.472091407892897	0.63259033460977	0.160697798709895	0.768632588487528	0.572982527496421	0.266415687764122	0.775401476486084	0.715251441981532	1	0.364283532734056	-0.0488748999449415	0.20587317989906	0.136509909036886	0.365981520614388	0.277919621317735	0.858358035628658	0.0223395331324618	0.00355710597094846	0.0647278057989726	0.664927272403859	0.144063715204715	0.800938076148555	-0.0448990394660757	0.0310123876413503	-0.177246013511707	0.101484006001107	-0.0469808044635176	0.0220790915004633	0.267726540454535	-0.291680085307279	0.405041658418979	0.222890170430067	0.182243050042771	0.172169212119806	-0.139010619730123	-0.608922590347872	0.0560528640215789	0.264002886273077	-0.418490947356043	-0.496680675503916	0.400334556717251	0.193933660332352	-0.00485522494098895	0.078885667579879	0.393131238128142	0.147386046368997	0.189893945060691	-0.400626407396887	0.0240539937663509	0.102617396993996
CD247	0.492994124126906	0.740766943106264	0.646764259749284	0.747438294974729	0.64973428165599	0.663222640731807	0.772889009587828	0.461394346583494	0.745083868403984	0.759165335871836	0.626572689243074	0.756714797513098	0.443717351107229	0.492150562299942	0.40176264169123	0.593327780648422	0.54990975279427	0.402891157552316	0.605697095033841	0.364283532734056	1	0.317394609879372	0.692707191186917	0.499800192973834	0.521368249351322	0.67227238428507	0.497148653522192	0.100895193635333	0.400102813765028	0.3887391947457	0.114768520541626	0.649093307838368	0.440858615498875	0.584026958940196	0.481490653120801	0.171167417624181	0.467787178168077	0.54265263536504	0.436318949825287	0.53751762017685	0.185267226518633	0.665583695417204	0.611576062006438	0.537749918434573	0.292865813911138	0.398025554168112	-0.561916162059922	0.559979641981601	0.528528095397048	-0.299394280443222	-0.236709813425347	0.65867116764217	0.409167150197997	0.329933803925173	0.362681327500051	0.616984096617179	-0.0328361827373505	0.274289375390865	-0.267487630262662	0.354602520357388	0.246970595788911
NCL	0.119601399154746	0.488562212953314	-0.144067558404237	0.392966944256758	0.747379957718201	0.340983360262623	0.486639099046486	0.774586032320477	0.70361259074375	0.485235117970857	0.261452000234599	0.529162824921718	-0.0818305756535109	0.704606952442546	-0.131064708656663	0.621676983946953	0.731615173001084	-0.278860591919255	-0.0370699294515545	-0.0488748999449415	0.317394609879372	1	0.705891296157796	0.839741476027076	0.751830563145411	0.520582876339929	0.194647758582438	0.29250445244125	0.665444328360582	0.81521268186364	-0.370520228839102	0.389114964864954	-0.172701276402001	0.495648950157444	0.725410818701953	0.667177792689956	0.893034311875848	0.646981021645993	0.115189335170222	0.157754435303847	0.489471841503431	0.410810914142192	0.835878998089569	0.771006547061677	0.799218183733406	0.746028917990675	-0.0134922199411521	0.556704273565965	0.800288444224689	0.35434564655007	0.483081072152861	0.424726323923086	0.796489294898875	0.94109581845056	0.951013747168093	0.725322489531103	0.170821829055851	-0.0207155666056979	0.611141901184251	0.8302607337291	0.71656936390202
S1PR4	0.289439804258555	0.727647552380909	0.245126296408599	0.831905910368331	0.893173028076449	0.698083861701971	0.625732527557796	0.855605582177271	0.830940194053228	0.745633110476564	0.677116440850169	0.800845498321021	-0.0184825323897762	0.915807062497999	0.0626322611805805	0.703161147547209	0.689554657537753	-0.0135178327926561	0.133307273650011	0.20587317989906	0.692707191186917	0.705891296157796	1	0.892588119361137	0.897907768058738	0.886042917191996	0.385376975150425	0.328999811859033	0.895443447138532	0.89943180187695	-0.181135345167519	0.767176331644827	0.0678068756475081	0.825450645674787	0.920979115815975	0.348359129663548	0.836222070240014	0.57262033176404	0.402026129939082	0.225244558983349	0.120713843506454	0.551847939872528	0.908587931539807	0.923982585073881	0.829912276217543	0.787549791446202	-0.38977417924769	0.52395276727357	0.700258494492084	0.0811127945327712	0.184232724777606	0.791119343167091	0.810969994393954	0.691068294384385	0.715120014714127	0.839368916267915	0.137970116552214	0.399918814786196	0.29536036865555	0.731931456999264	0.81242666916865
CD47	0.241151439639266	0.641156740795294	0.109608250687709	0.701995091653589	0.880885221366505	0.623897086812358	0.60111654949044	0.923603601663283	0.821542239745904	0.681239732714108	0.575331107862829	0.768502158495407	-0.0484300655701925	0.869532479580491	-0.0139952946552373	0.750025214927212	0.784952556105892	-0.0683824732608993	0.064304756856341	0.136509909036886	0.499800192973834	0.839741476027076	0.892588119361137	1	0.899397227966749	0.795675173659813	0.33694115470016	0.359073901598674	0.842957589990487	0.915673056775458	-0.288324076942826	0.639327809428256	-0.000318564390620698	0.662512691175486	0.875125548560127	0.579597639460441	0.9130233157502	0.663671674323432	0.273373597456064	0.234298115469604	0.217368713723623	0.510046001053319	0.91528466588333	0.888469605327549	0.904697987796743	0.822355420656143	-0.226718101703553	0.611874576646799	0.777953624352373	0.316795081354633	0.312162491523041	0.693097544003315	0.869002573198088	0.797935614647677	0.877016346460836	0.844136174708565	0.18239494733036	0.213660639059371	0.500497491334442	0.760712100363597	0.838901755048497
CD6	0.406858628677119	0.714424195118609	0.209327130024266	0.766094832403235	0.955282376902475	0.744728204223059	0.693690913004264	0.904193276074593	0.85112856564307	0.77710826735166	0.717609004216724	0.815573907198702	0.117007473728556	0.842180226923561	0.0909322642541142	0.788741762147819	0.773454729596441	0.0670872589652911	0.222440904210006	0.365981520614388	0.521368249351322	0.751830563145411	0.897907768058738	0.899397227966749	1	0.786357278745177	0.522864114172624	0.233314287759625	0.816309739635467	0.919668186790587	-0.112353301134915	0.671092961476979	0.202206703466713	0.615604053697053	0.857622769905119	0.491836267151027	0.875729001072575	0.495187567767587	0.228214283903696	0.246409091940093	0.133171261494142	0.622652850192009	0.915994956977841	0.866476140004837	0.916614181497161	0.764669815259936	-0.373332644960697	0.492743124341662	0.809241507533275	0.156496311505735	0.1404836942239	0.756753778366034	0.871791988009478	0.715425255913908	0.797140637404796	0.883003590954864	0.111151907061837	0.275376371304911	0.298084016964033	0.707141835572168	0.813971210216503
CXCR3	0.240595969353025	0.606527655049792	0.401974585225977	0.897638086043644	0.766228916156478	0.770752480330557	0.525302762715807	0.781116181038231	0.713565069165761	0.736291422446952	0.780635052780052	0.808009367071085	-0.103590767582672	0.864639631275676	0.0683345805680058	0.613785749118352	0.585966582392143	0.178286818597138	0.197498572814074	0.277919621317735	0.67227238428507	0.520582876339929	0.886042917191996	0.795675173659813	0.786357278745177	1	0.335160543569985	0.247098154473726	0.824475642026416	0.724905541305477	-0.18051413998031	0.664276014949198	0.10283227863595	0.703625589057169	0.814825246333604	0.143981058085585	0.668332032335039	0.378942069796214	0.294753788717441	0.31230427039363	-0.0652260566121479	0.512867681876803	0.779677516748759	0.849104674129127	0.739953742464206	0.650293884039598	-0.446467618386792	0.477872010436674	0.474708007566217	-0.0771242083053345	0.147045665179794	0.874095038980615	0.590610369860314	0.517080058954036	0.528596311810157	0.652579383671184	0.311848101137445	0.488859736839444	0.20888413425712	0.635754103340744	0.691840453939956
