""	ITGB8	EGFR	GPR37L1	THY1	LRP5	LRP6	SORT1	LRP4	VLDLR	NRCAM	MRC2	SDC3	CD9	LRP1	C1QBP	CNR1	TNFRSF12A	NOTCH1	ADORA1	TNFRSF1A	CANX	TFRC	IGF1R	TYRO3	FZD3	CD82	EDNRB	CD46	ABCA1	CHL1	CD47	LRP8	RIPK1	CAV1	CD81	INSR	ITGB1	ITGA3	SCARB1	ERBB2	LPP	TSPAN12	CD44	ANTXR1	RYK	SORL1	TSPAN5	ATP5F1B	CADM1	SDC1	ADCY1	FGFR1	CELSR2	VANGL2	CHRM3	PTK7	PDGFRA	NOTCH2	F2R	PODXL	SMAD3	MCAM	PTPRS	RAMP1	FZD5	FZD7	FZD8	PLXNB1	KCND2	FZD1	MCFD2	ITGAV	TNFRSF11B	FZD2	ITGA6	GPC1	APLP2	RAMP2	KCNJ10	ADGRV1	CD99L2	SLC1A5	CXADR	RACK1	SMAP1	PTPRA	TNFRSF10B	ERBB4	NT5E	PLXNA4	ATRN	PLXNA2	ACKR3	NOTCH3	CALCRL	LINGO1	TNFRSF19	PRTG	IL17RC	EPHA4	MGRN1	SEMA4C	GRIN2B	TRAF2	PLXNB2	TSPAN17	CAP1	S1PR2	DAG1	TNFRSF21	APLP1	SLC16A1	NCSTN	EPHB3	TMEM67	HMMR	NRP2	LIFR	IGF2R	PTPRJ	EPHB2	PILRB	ADGRE5	RXRA	ASGR1	JMJD6	CD63	AMFR	STX4	RPSA	TSPAN14	CDH10	LRP10	SIRPA	PTPRZ1	LAMP1	PLAUR	HLA.DPB1	GPC2	SDC4	CD68	NCL	CD74	GPNMB	CD163	CLEC2D
SLC1A5	0.55718472382894	0.735991007975735	0.609259607989491	0.728028503688152	0.749273068222175	0.652948934754304	0.630566100309633	0.545735859387747	0.581966462879762	0.451427002256315	0.571167244510967	0.591532522943022	0.873848503733507	0.702038599222661	0.814893495406078	0.46987049627001	0.48574089953244	0.756139017261472	0.56587392969734	0.566201924784867	0.694630545842805	0.76735603141099	0.620687646307651	0.773069588141237	0.689356490788785	0.691728923312758	0.567164989929719	0.646635564186362	0.325043441458783	0.539988665741208	0.651588184357431	0.630804860825977	0.663990391625959	0.326174494297872	0.693870382579933	0.664725747982689	0.470113750484374	0.1920338015046	0.743978663673582	0.420517560315718	0.518709927655353	0.791498395605974	0.100974327136541	0.617521247398484	0.754334586414653	0.199564396040439	0.644809697655779	0.813069059544382	0.329269942468324	0.721415615276265	0.622423794842123	0.413434442312976	0.721855457968876	0.689812300220929	0.704796552017562	0.72313248403199	0.700135660652568	0.588709657666274	0.543475799012083	0.456985957813051	0.392038975453607	0.601272912339499	0.694011708905848	0.507959941534865	0.689476863047498	0.176683731834897	0.390451084129774	0.710581990405589	0.570828268148056	0.433162083157014	0.629926006147834	0.498981488130121	0.728026736114475	0.786680373835989	0.174237761723326	0.47572152847922	0.61446607876523	0.782398947823775	0.566031896713243	0.504809385505817	0.602072422823704	1	0.819142878057405	0.857307577457166	0.779406128127452	0.675680099659426	0.729465053100788	0.391763728134684	0.759242215386512	0.175610186103636	0.561239450637165	0.659422356407254	0.702379178359875	0.672847840639304	0.469679460599384	0.747848143522867	0.532120115328936	0.657501073807224	0.484561323921971	0.476346660879655	0.700188319714675	0.779680756676105	0.643193177315029	0.715873737532751	0.505345655572048	0.760580219690594	0.696709772917726	0.775182263697563	0.597791719828823	0.575033125539479	0.435455487955061	0.84192774311166	0.613825905784987	0.668439693030211	0.569092324595179	0.425798602707499	0.230154328880142	0.277569903425632	0.547862909056618	0.597845079455493	0.734919843478086	0.591540046740225	0.65753744408458	0.771419398919136	0.725347421066231	0.826531350961039	0.693521737634689	0.690857907157422	0.688092844181801	0.834699768572075	0.798775165142631	0.508503763664798	0.439676885348811	0.296283340674743	0.617628685775007	0.60923341937242	0.686152753467242	0.415971128581752	0.625537430223908	0.349938005114862	0.250667849837016	0.7925223045452	0.393374213524523	0.234939301170466	0.0946006067321785	0.574733379946003
CXADR	0.680436325422618	0.886510659282476	0.69527363134727	0.89439574902817	0.869955672485754	0.860443557799017	0.752719420964346	0.698919630751013	0.581780089480236	0.585274505935604	0.586028973215811	0.667674380249015	0.8749984451547	0.816724963709309	0.895155545950872	0.503424622428246	0.474736045831114	0.914743993912538	0.605046874530663	0.585652813083754	0.717853854313252	0.761161765382172	0.725385339841682	0.876240843243287	0.806872971253886	0.864032120267945	0.662585394835832	0.751880625359838	0.382744279452189	0.545502916331943	0.715409115934644	0.753884796864979	0.728918538545026	0.30049194988511	0.760854745213429	0.817012632822919	0.490995811912919	0.201882931566253	0.774898179021003	0.437542252485321	0.597061258577239	0.955508304922303	0.110620408019993	0.801101555877214	0.890116938296926	0.202113780181266	0.710477538084211	0.887432585966165	0.377384747323728	0.798966795868332	0.767733901841115	0.496878325998022	0.834274460438838	0.850442324510533	0.796158846887419	0.866661900436028	0.899488961790498	0.677803207872558	0.656802078817869	0.503519163809612	0.451885596024469	0.709134078459065	0.850211111264093	0.55701314852428	0.753727526904724	0.173115046126236	0.412925280835538	0.851229422106337	0.799640671439781	0.501565528659004	0.672502734529538	0.594834044209032	0.825083347249592	0.868054189194057	0.203309819094714	0.493876333662161	0.664184611305646	0.885426249993289	0.761526146196958	0.649793253392756	0.689067629558251	0.819142878057405	1	0.859902276398383	0.89919254299599	0.811042553479275	0.82609019252227	0.604700350738472	0.900531990230562	0.200721511197406	0.684485992969232	0.793967731952821	0.845749836792701	0.708773363476876	0.607876244102208	0.891442453001467	0.594686548840987	0.811516935536034	0.525095296756463	0.482143370439	0.796297182243631	0.874509574725861	0.750205672797149	0.836689128572789	0.557446327994375	0.848764179518667	0.744354467430317	0.905921194367358	0.687190202630264	0.700140607674683	0.472045298557107	0.866276108366859	0.67833227035157	0.829770334468825	0.673326186811336	0.561375765241627	0.246060331981283	0.357075958762739	0.594423573756895	0.671442630460727	0.853057779099682	0.729161865697734	0.726672837637974	0.790652655967785	0.818646527476273	0.880781994521144	0.701972102744582	0.759724944000421	0.745982177161242	0.898038849605578	0.865741338553336	0.677994026616147	0.469740864261662	0.315815721916331	0.813685541449506	0.666543091711945	0.645637649464319	0.319582327786354	0.831128664437389	0.326128155779514	0.176659814821433	0.921808836809542	0.308682633363569	0.16682192123218	0.014865764685594	0.743194110601312
RACK1	0.689588557725955	0.82767844013442	0.822054293697081	0.825382551846827	0.83855446572201	0.648870770731119	0.774451247287978	0.545673534620535	0.696682642459543	0.638163830772165	0.724248336343471	0.740307962508447	0.96317934946421	0.833775237631233	0.975499093349823	0.586583013673393	0.755978909638367	0.758106613360379	0.741415736235698	0.81500915347813	0.835378461841331	0.83537068469217	0.656476033931019	0.873582416066373	0.777872750734758	0.766486203151267	0.75412383261701	0.661928699716008	0.52336104678518	0.667650931473392	0.864228863646247	0.626590621435355	0.831505961501907	0.578862688151244	0.924110652508041	0.6899595357877	0.685458759455874	0.474960661397888	0.82419954198191	0.670178458620455	0.688389137985946	0.855614720913784	0.395110846766516	0.598921966185021	0.81672596345867	0.424586275964171	0.867140781214729	0.972163362194526	0.597630027317357	0.852100538596211	0.640776037281087	0.62590208371646	0.804499339974735	0.742654255221329	0.58980498612498	0.829003505000153	0.653602024829386	0.766220597162935	0.750380391516278	0.670177638972598	0.631071249500229	0.721558364243858	0.73690265952042	0.79662098077961	0.75566790682451	0.419785626247263	0.590426314522573	0.802332288436149	0.528664599536836	0.640907664238928	0.830926937425334	0.711849170356699	0.776333341706867	0.858608422961721	0.329366784973863	0.736780204823091	0.808263543448761	0.869534534266773	0.695395262898448	0.54679730219893	0.772929228804201	0.857307577457166	0.859902276398383	1	0.923542223205054	0.826557275811964	0.911914242144871	0.421231065476457	0.87101139267974	0.379477063649085	0.707723790376496	0.652133599758484	0.768288534709254	0.810812237749892	0.523018234306953	0.716615952560054	0.694351277096982	0.632388227154545	0.701912871418991	0.675053057097043	0.765256065231133	0.796378204789891	0.574432024416982	0.861958951835537	0.7372910000934	0.885660436790839	0.903648074089091	0.774381260481626	0.787951231264242	0.733005907656853	0.715441688288373	0.879970637995945	0.83627088534185	0.641705809137039	0.653872306882114	0.566806556414618	0.479517375953808	0.484289817217822	0.665078859016398	0.717655438730503	0.789672000598434	0.759185501557893	0.850437770252739	0.83378487229644	0.798168225149879	0.93310173743236	0.897481637505084	0.86776801445146	0.878574522880719	0.985810959109743	0.828386940201574	0.474728314273249	0.703146668350881	0.520727542431515	0.684633234849719	0.828394987239088	0.707271191168149	0.372858479533904	0.594667158694425	0.609129552891114	0.25297352296131	0.870795113260299	0.354684246042474	0.225709332847176	0.022470836344483	0.56890815773942
SMAP1	0.829305950885366	0.944161245056382	0.858216604535566	0.868123784357868	0.910064657988942	0.820045178044559	0.912045012991666	0.736562638943709	0.77615548094922	0.776426392964175	0.776048804705599	0.823388104784013	0.909301965799213	0.931401962099643	0.940117459682458	0.686243954917193	0.693287003338414	0.872781487402396	0.764894637721476	0.807753157808694	0.897912891460093	0.854452160675931	0.827214242295061	0.947765098671517	0.908821007977089	0.870382283753586	0.835028326821633	0.820109752796152	0.633867493343597	0.72023537542055	0.905128128570034	0.775649200555705	0.90329500254449	0.532273021531783	0.916927528676153	0.84335747114736	0.714897259899846	0.476720310998665	0.866970564609445	0.68229192082113	0.798959899261335	0.920201852439712	0.415712403263515	0.765385258210277	0.93609179209873	0.490587025563863	0.91094757644424	0.940821419751822	0.650234225951671	0.866838960228032	0.799903375439432	0.735736247139811	0.928971657194991	0.894141975231007	0.712124010432811	0.92428960114733	0.77945373707183	0.865425324536224	0.849947639823412	0.724450530702036	0.695095152790799	0.822773743434491	0.874498876906358	0.778206982932296	0.858735732825463	0.456781843275577	0.646731854315685	0.891451949513421	0.703783070805865	0.72898297437992	0.864780911767537	0.801430283397373	0.829705821318107	0.869753017789251	0.431384330182816	0.735155139240684	0.865536333806305	0.846253269105179	0.860307492838342	0.730272459871013	0.870029693416889	0.779406128127452	0.89919254299599	0.923542223205054	1	0.948578331381461	0.92610317893837	0.678909697832918	0.90448714692449	0.468795129361606	0.85011138765208	0.783652575210651	0.793897560883866	0.85916474838563	0.673330975605576	0.77958507644435	0.771234744920417	0.780261775691626	0.753172572464746	0.686900119246605	0.888855994989321	0.8905308393466	0.661588235151883	0.877169638661406	0.799076026708749	0.930555350556199	0.910611865312837	0.847135585287929	0.875003359501378	0.834281482665871	0.723907269798822	0.918164422263393	0.880333916583965	0.702693311069801	0.800536342143353	0.6516773339586	0.50889679880827	0.616025873855793	0.770760067260625	0.819378884062829	0.900004968943874	0.88955515581687	0.885527945303203	0.909254137029627	0.836701455405235	0.945905310873959	0.85073594789213	0.903535562751158	0.897097915518166	0.944375516515061	0.894740450186734	0.630387781923468	0.727705664080022	0.582483940694869	0.876415906229224	0.867867487796822	0.710302901988747	0.379003410738976	0.708629522504596	0.603182208382951	0.287072461816939	0.966042236236326	0.389555681613011	0.291049964008113	0.0705128116653203	0.714278478233771
PTPRA	0.921957123685957	0.948473762618565	0.908477867215831	0.750645686438587	0.910680066405222	0.77856329017259	0.96887883415086	0.748998515419197	0.860847367749183	0.846618386477326	0.878001417637833	0.919544936517645	0.81514346655837	0.966958868573695	0.852198526993805	0.813598727856715	0.699053270039555	0.812407293043266	0.851909921613647	0.848498381909466	0.94786145515736	0.890779854346743	0.870522906669871	0.943045219528712	0.956905271276741	0.782177281758839	0.922729342155717	0.852976969371117	0.775531095619434	0.834816504482672	0.924482570535711	0.769586183000869	0.939073902785513	0.545390884447261	0.887482728222635	0.817626427404876	0.762704549495231	0.559765174109759	0.851765404994165	0.78035772905107	0.887942418179681	0.863638994094954	0.538064692500467	0.719277618357581	0.940232672455999	0.637452460150933	0.927941956503317	0.849091962689661	0.768706488976808	0.807828310324937	0.769433098561994	0.826530656111779	0.956587101530871	0.863985342358543	0.673557631401324	0.928413129621251	0.702831548648506	0.941339867369934	0.930542635365056	0.840528493975523	0.77963791472053	0.844521125617972	0.866811960612866	0.809310618104822	0.912166396365358	0.599163738249103	0.780286565689468	0.866796366317103	0.624990793678212	0.824585623605993	0.895599265913917	0.870812261722011	0.83062111949516	0.798990321396129	0.612397460140858	0.805956050967604	0.916293007951884	0.747242672367193	0.881440110127983	0.842926680475781	0.928665291946868	0.675680099659426	0.811042553479275	0.826557275811964	0.948578331381461	1	0.890817729643007	0.733159514290277	0.874640648643487	0.614846216464185	0.938993359396996	0.748508127759027	0.745244747775213	0.924083403439646	0.641014061595047	0.662866417761929	0.868774730121057	0.782564312755749	0.846158214150501	0.738310051523368	0.91453635692949	0.855464850539507	0.685446304615957	0.799399999187938	0.868103280683583	0.895826765776814	0.895258230877433	0.759073162723494	0.954140591120458	0.866423179122707	0.758523903106417	0.900408018336116	0.925114596107056	0.611842347641238	0.885679081404555	0.588554302548092	0.607238725502065	0.778632449397265	0.862680113527687	0.908208167526093	0.864332175581372	0.927042260031044	0.90923239383194	0.904246296782059	0.75576541833237	0.884255947460483	0.843279614658742	0.915647817543255	0.89947713457312	0.850909495659978	0.883220055177361	0.580139608308121	0.805781113993637	0.722260101248808	0.925949300992898	0.91470245489077	0.665172835326857	0.337639133716905	0.6006226773476	0.682424249083212	0.29995105148205	0.930995787021883	0.373906869618711	0.355186090147455	0.102086620698124	0.669828408141618
TNFRSF10B	0.809973098007718	0.867115500899892	0.860017229908786	0.823180802138427	0.860414117980277	0.710523824452319	0.869745734934326	0.625578306987476	0.771305579455868	0.793805473002854	0.78763803245063	0.771354568893828	0.854225495700984	0.883129300939224	0.917876872912343	0.650493175658372	0.781967069210018	0.769040379288674	0.756723073658354	0.837627959394986	0.884060855468836	0.819348517283043	0.749393269378229	0.887049903457003	0.833882320666734	0.804046791520775	0.795625954077574	0.757827595671331	0.661682584779305	0.707208859260369	0.910399836616138	0.705502230153182	0.898610779625474	0.661118155256972	0.916122051747047	0.769706594071802	0.802049030880867	0.613332014734998	0.859262068861954	0.74512943896978	0.817736816720045	0.812965626268639	0.524553506907673	0.658501041993895	0.860003247247112	0.556308257896979	0.911219185935271	0.903075672968629	0.704272880988428	0.874916394092033	0.733662770055421	0.759448953222405	0.858318148722168	0.798476016097667	0.587090430379749	0.874265954111656	0.650715650814737	0.846521607237385	0.856305292358718	0.751331344056737	0.728881072057257	0.809636833433081	0.798806004585006	0.828128395655126	0.797042760049086	0.540310147245833	0.682243131720455	0.825564872162769	0.569003135435711	0.776800043082755	0.886345055037274	0.837941455126375	0.737836424720659	0.788075138706544	0.39892881308506	0.796890243072806	0.892182831157036	0.780037504512078	0.773357843241511	0.651732486142068	0.851688749778904	0.729465053100788	0.82609019252227	0.911914242144871	0.92610317893837	0.890817729643007	1	0.568029190448753	0.854625466207495	0.551450628690667	0.814968389241792	0.685632108809292	0.677776331342297	0.821479659195408	0.647033757456271	0.662131104297333	0.767023799399038	0.671336716820574	0.794572546432349	0.754523169443157	0.843593423123553	0.801517973006731	0.567866362370845	0.847507467128841	0.854075389410836	0.899293936358052	0.929520546854162	0.741044199806444	0.872832611987676	0.79265789557293	0.812754622337923	0.861899113476247	0.886348474994224	0.616549884863147	0.749831767218684	0.589601311833642	0.633080887149651	0.604544433215373	0.776838771070703	0.786312032962721	0.803999010419336	0.865218507799422	0.903173977527497	0.851276770053	0.773283104381437	0.898607791087592	0.870549863717261	0.906102001137864	0.898614643915736	0.920542329013814	0.844732555877285	0.525305651799241	0.785052588256004	0.617331700985626	0.781355880041133	0.889800458837216	0.724600218873531	0.392454131603616	0.59200146631917	0.715933426628047	0.325948387479143	0.892087640664199	0.396138688612824	0.324049324128246	0.121489526842511	0.637331019587475
ERBB4	0.726655476915993	0.742301802010676	0.561681345413621	0.639423996062167	0.639830990733316	0.828699739822233	0.750258280540131	0.807312710667843	0.620700100924082	0.737159569111673	0.524342702018813	0.592580906582465	0.439173837589506	0.741648346101304	0.469093333006045	0.544976130334161	0.248940929955562	0.748491470179217	0.448967245855189	0.427492691677712	0.653583269304853	0.531493310269596	0.841740975192644	0.697321029365899	0.776094430410234	0.756230297210637	0.599674357587954	0.8097592741271	0.603638610565003	0.502321733952158	0.537810835979523	0.80021151669094	0.639388354460904	0.237023729750175	0.506434790680858	0.831055670996449	0.465182881936138	0.28852224596511	0.595541929267687	0.374137072942446	0.670386880529793	0.641831942117919	0.270185386447993	0.839651639633113	0.743554676751521	0.381652905149276	0.570101459825567	0.465038308743609	0.439829063086691	0.506676047152757	0.729339934404694	0.642289435891017	0.759229256122661	0.82318618350935	0.688639112241516	0.709396365167646	0.715379726688166	0.660180309392239	0.645883060701404	0.484808354646586	0.543140041919926	0.652526138373554	0.760597456793726	0.356765245865467	0.643051586664351	0.292064060797253	0.431392207239769	0.741407837742083	0.789170843370173	0.563135903802225	0.566662790254822	0.647478286839275	0.523122563598695	0.491939207830777	0.410834310643593	0.385792402838186	0.581091195409385	0.443173706842662	0.828659932020395	0.771269251969972	0.655818723740738	0.391763728134684	0.604700350738472	0.421231065476457	0.678909697832918	0.733159514290277	0.568029190448753	1	0.577342204602071	0.444532088754862	0.758191056413763	0.76070986634852	0.441264970833588	0.543168814613037	0.777458797451804	0.636619653932367	0.53190479185235	0.759854901149563	0.50658015373325	0.428336951546835	0.782103515701432	0.713152256758583	0.547022473913039	0.516666550641602	0.556736830283963	0.615241552805112	0.524818926962273	0.684160304007456	0.641312495317115	0.684563102487175	0.433234305325907	0.618270175684341	0.5644567478095	0.563742307845496	0.712284594037916	0.397614585741326	0.347620516185776	0.582757763616294	0.679918137365706	0.636625444731694	0.692630265727534	0.724174409199486	0.559007577943273	0.712271992620418	0.616422895768278	0.578578859328396	0.355199805556417	0.54919206885404	0.558917719061667	0.47284163674344	0.629261086270261	0.738353451060638	0.450096173417888	0.433166905834374	0.878716273306584	0.545580894611435	0.425273345606291	0.227211383001036	0.673063311208872	0.32699026325338	0.211444644971462	0.723834538422753	0.286880078972167	0.303046646097816	0.130045866726857	0.731063954285723
NT5E	0.777358255870415	0.889147508685005	0.841648845273762	0.817089704987907	0.883057074073033	0.764996194899281	0.799468640545658	0.652818093015197	0.689534832050864	0.668718183400555	0.737116628771009	0.814994745464732	0.860967879060337	0.883219878558182	0.898838881842027	0.655154757885043	0.613869911978057	0.809217117724212	0.77557871717353	0.746007745228777	0.807872828612549	0.833467774851405	0.732912594015489	0.903507552802964	0.853860491316647	0.783370706941625	0.819378462277156	0.729900264542685	0.551604712121423	0.695794879431953	0.795523549369756	0.682253895560669	0.823489458914255	0.425787127228535	0.847906007185349	0.736278599567002	0.600342465865813	0.375536582765681	0.794363631081789	0.629855415043757	0.709218045427405	0.90564965571335	0.335867908237181	0.698181714025117	0.886640832139756	0.422061116936369	0.802005452916706	0.882028245233547	0.578396849202574	0.765200469043914	0.673188625595388	0.622320595808862	0.860229744215501	0.793129267573702	0.673800729607819	0.858356202542018	0.76985285942368	0.785359706976607	0.776362914674858	0.690998122221691	0.616125690633631	0.735337957078832	0.812674628400655	0.729435684676412	0.793700916514315	0.394611957973517	0.604435991163822	0.848376346133096	0.656297451247523	0.615715508390058	0.784216384762795	0.708230455829577	0.862509053959471	0.838413222251355	0.433623244684315	0.673440870331089	0.764570261188182	0.848616543805084	0.776891766708996	0.732054304863392	0.780909987075869	0.759242215386512	0.900531990230562	0.87101139267974	0.90448714692449	0.874640648643487	0.854625466207495	0.577342204602071	1	0.3603691174322	0.772152259442011	0.682632467842915	0.800228541718544	0.811451356130502	0.543774777609747	0.75693690210464	0.73196403226223	0.722625640763198	0.691079082542212	0.587889017066901	0.797769913064106	0.811410211814684	0.702976439390369	0.781891756093252	0.682446787356796	0.866468519427435	0.811238314215702	0.828317541913511	0.810769522844991	0.804541771183903	0.602373637725186	0.855053445595448	0.798390402000303	0.699994330528507	0.735796686291057	0.475198950334278	0.40528276500471	0.560467636857101	0.687714134610238	0.804990853408237	0.790767973428284	0.775271737227211	0.817495088191116	0.820277508895753	0.81237924638911	0.880089999797079	0.807594476579666	0.819535262186759	0.831808793323552	0.898709013878783	0.861988408860467	0.537701174007995	0.648938558942135	0.535069581348738	0.828397394144489	0.787667966390229	0.650576237831567	0.304950043521201	0.67826069302737	0.502527731597117	0.205290006619916	0.885552987801159	0.307212978152623	0.217223754832351	0.0138790890210048	0.656267577910171
PLXNA4	0.728934618826585	0.440051481664289	0.686355672387598	0.257023199903615	0.455221028844308	0.248936435685258	0.688633677542006	0.361195500252883	0.772274172148775	0.81888169463489	0.766747252532496	0.638345190279985	0.310262217504081	0.612080682144519	0.38527568232282	0.728606922304786	0.680294642282206	0.202292573356413	0.667251548511826	0.732656178256569	0.737971551068974	0.561900728207562	0.579062982686009	0.497011716187093	0.580644003175162	0.297960468846135	0.683880165172861	0.539143728824096	0.920979114260773	0.707698697684457	0.671102034235468	0.444781540590994	0.713705625842951	0.752984367158105	0.598278234715524	0.362566881907808	0.827425168542428	0.859222073071506	0.553072010233607	0.824452454030658	0.843732601301637	0.225983448943552	0.891826540716153	0.263263521037058	0.456056067949976	0.880656923573205	0.690374359396827	0.360067751258956	0.892625164171408	0.421659673990351	0.297595574496137	0.875192010975495	0.540345373319986	0.397239802215197	0.144883499964339	0.477679562189697	0.0518189667464807	0.761872089146844	0.800242502931126	0.819025718884476	0.824127390097698	0.630565873597858	0.388538518102595	0.686702702551103	0.524333868141747	0.885192156569725	0.815110172230857	0.442349749191163	0.0426394637112099	0.81457269437874	0.771224844095763	0.831303306421906	0.289246257265532	0.218992207088557	0.689491513904422	0.800686229062645	0.788179866819851	0.155422357539225	0.512126932882176	0.497664351782061	0.731197285859702	0.175610186103636	0.200721511197406	0.379477063649085	0.468795129361606	0.614846216464185	0.551450628690667	0.444532088754862	0.3603691174322	1	0.737751540684888	0.30391676561353	0.0969753956576226	0.625585139733322	0.495169060355777	0.019516692216559	0.706541556159529	0.274620415555638	0.818929504161675	0.793470451127648	0.58986781639394	0.330812164026323	0.174058945800751	0.278190147957484	0.817506338865169	0.559022677561877	0.683075912906838	0.174943939658799	0.75103430157439	0.601384161755928	0.814236699317489	0.418029967655626	0.725220868652252	-0.0290998451014264	0.644401978372773	0.206857050070634	0.911827652449843	0.858318824583734	0.764117752863437	0.694134289476413	0.32597665471001	0.679674615196012	0.70392543950948	0.541681518906382	0.308952725640048	0.411235352631334	0.585008865203379	0.642802232647253	0.666930018795607	0.37608857075843	0.410225597014365	0.18343145696221	0.849366649695118	0.837280682650793	0.500561210462518	0.760906687318323	0.426003341349106	0.213223966843558	0.0395122494339877	0.853470697653139	0.335747370535565	0.430200053344159	0.298703135255079	0.439659694323065	0.219449588316432	0.17303851043668
ATRN	0.950695042863772	0.852521986353011	0.88547727473681	0.63926089182042	0.813610907988463	0.723485795324982	0.942738058713744	0.701262444038664	0.90643156574311	0.912191075929628	0.904986687710601	0.891076556156192	0.692557453332958	0.930211704563897	0.723410184471257	0.874522546033707	0.700484634587149	0.69743055552845	0.839320904293589	0.832782919053636	0.943246512878785	0.853225387345557	0.88763500415215	0.869740925369698	0.93376294528847	0.684596541395379	0.903767358026117	0.86222609488959	0.872295944213253	0.868569035398408	0.878083688527739	0.756098523552013	0.91246448724997	0.625166703583695	0.825816945764945	0.751294412009142	0.81380928724756	0.66715790725745	0.816790652684624	0.818504370457174	0.940391174721682	0.723558829727334	0.64480042050412	0.676580100711148	0.85677557281461	0.727282012751287	0.878500406822828	0.71277272819253	0.82933151888163	0.700963433314266	0.663102684500175	0.891723593993857	0.896940777060967	0.784638998941774	0.624962919854209	0.842842694832629	0.589335696798159	0.950543877141676	0.927806218480531	0.880542749150168	0.810691069651436	0.840809893918311	0.807994570921288	0.785857271537283	0.869473376118669	0.701561826582693	0.826650709332718	0.79798673554673	0.531054204555239	0.839122188707984	0.906024423789491	0.912671635682508	0.728130214163037	0.660373258653602	0.672685410767214	0.831193396066551	0.917614280182962	0.585328478167462	0.843485655007046	0.857177812579594	0.91388592110383	0.561239450637165	0.684485992969232	0.707723790376496	0.85011138765208	0.938993359396996	0.814968389241792	0.758191056413763	0.772152259442011	0.737751540684888	1	0.678900697808811	0.583155280480236	0.879265702501656	0.649001200132916	0.525143659448838	0.87146249839285	0.728361064667215	0.870273809804538	0.793644227330135	0.898089610828686	0.759776656330813	0.638446443068197	0.637873918758589	0.880698045681523	0.837751366803441	0.856436508019399	0.661206171455226	0.940565157242143	0.849587014583421	0.787654138490298	0.82519035869625	0.905467235032688	0.472200715039507	0.913045398607093	0.474560711461189	0.711811165403009	0.852733716407698	0.90632475410365	0.91503359812395	0.725933001085736	0.909738428859885	0.886703762149267	0.848930448568431	0.690204775416739	0.77673811721182	0.78158725502391	0.871479672977777	0.883941104562296	0.720480718609117	0.790973063414122	0.530831109313552	0.846373872172879	0.772725305930649	0.903256783776276	0.900905982014013	0.624122988338103	0.323402302248152	0.508748219781534	0.745643271494489	0.339240314174555	0.831486886317672	0.374314456464626	0.421846145801058	0.163178293963733	0.593453685837401
PLXNA2	0.664905540443158	0.795650725843721	0.586639390756004	0.794959845830659	0.765566676053881	0.870801103962894	0.743988304346428	0.819556071961829	0.637545052782528	0.640966444503213	0.524602863807522	0.596269353462249	0.705160808468571	0.777157103406184	0.680408323667464	0.496745314487604	0.337852158590462	0.870095566033391	0.480701480399553	0.482934677153429	0.682607522231586	0.658272062798846	0.799836603885373	0.789640496065284	0.794865277192115	0.846267913497362	0.578551220520421	0.793952114149894	0.46165482942897	0.538501579776437	0.598881832936809	0.829012342559437	0.658899803113403	0.259570851459716	0.625784001026843	0.857138841864496	0.447702749890308	0.194960308341707	0.721149111048301	0.355739008544023	0.592693405830537	0.791034190070591	0.12145767582029	0.889122725211421	0.831119952715394	0.227306007194478	0.611507051354482	0.677044992765995	0.348776354274453	0.643382069156956	0.803941244774133	0.536208055788037	0.824923835153159	0.869392654032164	0.822757873706245	0.816205652295755	0.835129855418455	0.622602012946952	0.602580246497149	0.451938110277135	0.450418133925577	0.649240025799206	0.83110328174261	0.399839676049599	0.696608469394905	0.161642529174451	0.384620640292334	0.819883733603582	0.838114295451189	0.477883083462098	0.596389051120965	0.579638745838767	0.623847894720313	0.693712199132805	0.221275582767553	0.401691205678026	0.601690082669219	0.695159075017276	0.821689796839244	0.65298843641561	0.655504128707653	0.659422356407254	0.793967731952821	0.652133599758484	0.783652575210651	0.748508127759027	0.685632108809292	0.76070986634852	0.682632467842915	0.30391676561353	0.678900697808811	1	0.641667105319428	0.607676965337998	0.753754503592365	0.845451588915908	0.532787455609867	0.813861113703842	0.469997870427281	0.443195079181905	0.803642351205246	0.865544689934415	0.667285312413263	0.668117719782315	0.514477163104373	0.745158339599612	0.620584987570502	0.833233644619592	0.636182158443773	0.689028564162882	0.424673863990792	0.765894560817854	0.606696767883768	0.752947583488283	0.672139884105322	0.430292291257813	0.239656677822056	0.404806935502722	0.632874315822431	0.613436727234983	0.802610412820905	0.710243902307276	0.622264557559229	0.799125643577689	0.718613731731221	0.735807764126477	0.510447788569804	0.648411621817157	0.638457202062423	0.69028098391587	0.774986738536398	0.813216468284006	0.421782199092719	0.305515148271725	0.839746509560295	0.574846566677858	0.55876518058247	0.281951904654887	0.822601416467496	0.285265902666033	0.186728819001371	0.821092486957325	0.307734218966485	0.215434731668209	0.0630178282321164	0.741825917377668
