""	TNFRSF21	NOTCH1	THY1	EGFR	ITGAV	LRP1	ITGB8	LRP4	LRP6	LDLR	LRP8	SCARB1	SDC3	VLDLR	GPR37L1	CHRNA4	C1QBP	CD47	CD46	INSR	CD81	KLRC2	GPC1	CADM1	NRCAM	IGF1R	IL1RAPL1	PTPRK	PTPRS	SEMA4C	CELSR2	KCNJ10	ITGB1	CD99L2	TFRC	PTK7	APLP2	FZD3	PDGFRA	TSPAN5	TYRO3	VANGL2	CANX	ABCA1	TRADD	PILRB	TSHR	SMAP1	RAMP1	SORT1	F2R	CELSR3	RAMP2	RYK	KCND2	ATP5F1B	ANTXR1	IGF2R	NOTCH4	EPHB2	RACK1	CD82	CD9	ASGR1	ADCY9	LPP	CD63	CALCRL	SIRPA	ADCYAP1R1	FGFR1	LINGO1	TSPAN15	S1PR2	TSPAN17	TRPC3	PTPRD	ITGA6	LIFR	RTN4R	AMFR	MCFD2	NOTCH2	SLC16A7	NCSTN	ERBB3	APLP1	PLXNB2	PLXNB1	PTPRA	DCC	PTPRJ	STX4	JMJD6	KCNQ3	SLC16A1	CHL1	LAMP1	RPSA	NEO1	NRP2	GFRA1	NCAM2	BMPR2	ROBO1	TSPAN14	CDH10	PTPRZ1	ERAP1	NCL
KCND2	0.805213528380904	0.879836831287309	0.820579339555076	0.908677951968737	0.89539211905771	0.886993211429296	0.904528463814141	0.906656330187358	0.878230165506894	0.855978316670037	0.877824611278657	0.809808016222926	0.877363525044379	0.831357508801381	0.790775345828905	0.797439933302384	0.784078303252156	0.883620311662312	0.870019623191943	0.875517957479928	0.829880933471861	0.882127633890259	0.840352542710823	0.841713369981428	0.905156009977477	0.8890988426418	0.886546363386696	0.870243547036626	0.843893043685675	0.852654170403067	0.862905542590804	0.885605819358437	0.872638201256657	0.863329794780792	0.787354639698673	0.809203606185758	0.886046158550486	0.88521957147019	0.922790581564477	0.872986048982822	0.822910021506326	0.869349465607263	0.890366875941035	0.60434772308533	0.757960613263851	0.865843904260416	0.852134990894975	0.867037177977094	0.846485456362739	0.769717838350955	0.859053419781068	0.850996631222964	0.780540116060595	0.87277288260322	1	0.807177233615782	0.89580879745796	0.860189651717636	0.759157988635448	0.77495878696623	0.809545839396749	0.811811434400561	0.628037800282842	0.790529719163199	0.796234195448406	0.85841710509669	0.802444216309275	0.847329097987737	0.808163265477685	0.824599397593273	0.906322274481105	0.870586730778525	0.737721525421384	0.836482973122654	0.760234117309978	0.828341747734012	0.824929322720251	0.820222963245102	0.81127678301068	0.769107600230681	0.848192572188435	0.868687797947708	0.852882817290354	0.865350579157418	0.854670393668103	0.822156935840081	0.763741833721893	0.831628248587853	0.833368487587569	0.882639210891535	0.822263424195573	0.862103817569672	0.843967079284178	0.880833734220057	0.861753711916478	0.854509451734366	0.901984856393893	0.831104363191821	0.816541188186574	0.844788584917396	0.624079845123239	0.904155866164917	0.894619752436269	0.892706947451328	0.899064472226824	0.691157733477093	0.860952501504472	0.907028173683862	0.822522547705658	0.878081239683231
ATP5F1B	0.965022728840293	0.951246065172068	0.983968496470475	0.834757932356448	0.888825465294442	0.949342011602642	0.870333439887885	0.89426390704983	0.884527523393542	0.913967492825474	0.870116374754633	0.94968774080559	0.956953386568595	0.891505274533267	0.9546719356956	0.957791201635827	0.982884984914062	0.885141426787688	0.831862657016297	0.899885054289246	0.985024078797356	0.889363891739591	0.971934287150526	0.953267629932045	0.89378962609945	0.886848358603988	0.853904210888378	0.883491759618412	0.778214039709715	0.89927135803041	0.921900937914782	0.938272000764924	0.908996398412472	0.932973823478368	0.778371039244356	0.877029478901062	0.892447540423331	0.909586262492499	0.82115014425487	0.956412362843106	0.953359581317759	0.8940405905421	0.917863492174381	0.528795908408261	0.931357327235138	0.883839584865827	0.797955618927363	0.972356802129844	0.89076614644194	0.740767707524762	0.939092870963541	0.946401868424758	0.964221086993405	0.913710175457916	0.807177233615782	1	0.899039466355738	0.901864295161638	0.822004241318928	0.925629918832176	0.988766636931961	0.892137645905934	0.725295309098644	0.856356385858383	0.845791929580807	0.81552067787257	0.977961790642158	0.718442099430257	0.871044901953828	0.849755821461445	0.886906519573194	0.946145416062497	0.895047835699721	0.909793172918358	0.947438292355262	0.854991105521623	0.653437353588334	0.836174729777066	0.667734965163757	0.9704596605598	0.90769474631007	0.930645755102415	0.823431306150579	0.83780873109644	0.944366948234968	0.910210191788539	0.971595581834567	0.892061607972654	0.951996837563342	0.944811182404012	0.762878792852117	0.851608137814816	0.929158365225523	0.881331255073508	0.80693306743062	0.904884507222187	0.836513698163009	0.964383280896922	0.992290838323263	0.883987634587466	0.57861050498723	0.903373289773122	0.830916308254014	0.888739547209437	0.903140338580506	0.761129592854645	0.732768419401015	0.866431165264648	0.844583387063755	0.844609445794207
ANTXR1	0.910458037280069	0.951820637971176	0.911622590565741	0.926699432175415	0.952569262613542	0.95263241164822	0.950253995667481	0.947126718604832	0.946019557007847	0.92568769605108	0.943408488486778	0.91203655993372	0.940430287688743	0.893059289570647	0.874986397083965	0.882383429452706	0.879874467281836	0.940742999538755	0.92122890029118	0.948179825526316	0.910610311447996	0.905704018210372	0.914851866768935	0.926453466200734	0.96167801696161	0.952868388202468	0.921381699291941	0.94793361900183	0.882046884059536	0.911468890941484	0.937735683718699	0.951409948081618	0.947621114039864	0.917109373287213	0.861621997475661	0.887313806544109	0.949750604133823	0.951180224700379	0.921691919628846	0.94262883880378	0.908103076277195	0.927484919815033	0.955112921561731	0.626916293426009	0.852865322336707	0.907107187634169	0.879573312916959	0.936751374063963	0.839700282735313	0.842777249700771	0.929859231309582	0.93396666341703	0.864458583648152	0.937236776073865	0.89580879745796	0.899039466355738	1	0.947044449601417	0.844873538304679	0.874690590736533	0.89900635640038	0.871586859633755	0.715722484008264	0.829674765487823	0.877652340011061	0.888086814899683	0.896045593072745	0.838102047831663	0.875231134989472	0.883300531352282	0.929990141704032	0.926349244196403	0.846228744322978	0.903417473030476	0.853439912680338	0.883084263550109	0.813478005994542	0.881178093642856	0.814796525727292	0.854704603403237	0.933746777691436	0.944135974047155	0.888065560405462	0.921483998351863	0.911517921826785	0.920674117132804	0.873858253040504	0.903739150287089	0.938687569616566	0.954644252643187	0.827238577464586	0.926612681621464	0.924691069391942	0.915173599774774	0.890139946668055	0.917823539995935	0.927299881235983	0.920868531218199	0.902143858441302	0.927962311596923	0.651058602445339	0.959590221580916	0.935959672679394	0.956548788915819	0.96421088606164	0.779526972873527	0.841104870246348	0.947888436427087	0.902582393043933	0.933526112944839
IGF2R	0.927359883671652	0.958747753578074	0.910310557774019	0.911134129339956	0.959205432942276	0.958658719807841	0.95435015748223	0.9512697390855	0.958964591847873	0.935774069875604	0.959681840791912	0.927223035801181	0.947699917600398	0.921617367516721	0.885806921431538	0.894476741409603	0.880185182485625	0.955873766251537	0.938334285176899	0.949444848477661	0.910866988841908	0.889324017544652	0.911195121239222	0.943456165555889	0.960712050828363	0.967652924695239	0.926007830013531	0.953388429703647	0.906138473534354	0.903758704393413	0.950283005441407	0.956661065413881	0.960113912774774	0.917793687423745	0.891571608491807	0.877746971705364	0.962471231373067	0.960068462452455	0.900340613520407	0.943844432644994	0.921008151630341	0.944193115665022	0.967364739766528	0.658393491904071	0.87595230200496	0.924901110971327	0.891424574805701	0.926367571975982	0.805246130890811	0.854492494138399	0.938170286000062	0.951834341032717	0.8335185124594	0.943140886099997	0.860189651717636	0.901864295161638	0.947044449601417	1	0.851324202911864	0.909288635816296	0.892732748161929	0.856001723673489	0.749952050052768	0.813373435254284	0.894887825834645	0.916733108234691	0.898377441822766	0.811940722532934	0.895449403740443	0.882859626841873	0.9258602676362	0.909181787403683	0.865174133708743	0.912858665083307	0.846565744256698	0.895084640239715	0.793324106115222	0.916740809507472	0.794981010521332	0.857605517107823	0.942062367338154	0.941985006699777	0.896886764668965	0.921890414258575	0.917076098840105	0.947009301818488	0.890491762651286	0.910433426666254	0.942400044324139	0.962639248003472	0.817992630805383	0.927385823883873	0.923187064767368	0.91234307186002	0.891733813233434	0.922864326858129	0.924064018224395	0.943218572377935	0.89326324875933	0.932608755892998	0.687903478879748	0.961858996249703	0.939905155525781	0.963940577474767	0.9662856095367	0.804337824234892	0.806492878057128	0.952257518639161	0.926603437414	0.945303522710031
NOTCH4	0.804262444607497	0.854771021776211	0.83417343315714	0.8029773446607	0.843263471871534	0.857151919077628	0.825561538403783	0.821619455440188	0.828987354781848	0.816223184809034	0.804877949108566	0.802784931051187	0.828411620413473	0.765441191683257	0.783737495777475	0.798598432304456	0.80759620120952	0.827479773688987	0.816426530402317	0.834089006044184	0.843104739599529	0.808151251179367	0.841791375239513	0.811820275868772	0.835238977378315	0.820706354118401	0.811349111000913	0.827282221749959	0.770857869353249	0.775387147189813	0.824599698447857	0.850350727163755	0.860923803102118	0.804995301335233	0.801289053075737	0.807330424553268	0.843687388271903	0.827329293765766	0.813256216102291	0.842246148607617	0.830848093717808	0.809268788637433	0.838202297792718	0.612006630708264	0.788031669963176	0.814270607171198	0.767025364692151	0.859439958637096	0.773668943446942	0.726130831316092	0.841419317963217	0.817641180243614	0.778334501119709	0.81842680092516	0.759157988635448	0.822004241318928	0.844873538304679	0.851324202911864	1	0.771412492012407	0.843286261745545	0.797356022839423	0.68059893026173	0.760671738101006	0.783809782948302	0.776848552200669	0.836881806157539	0.715733293913878	0.817234980858263	0.775598984914112	0.831961619637838	0.832215434973499	0.729305894802842	0.808194007712463	0.79141057566221	0.78287342980805	0.6775994207966	0.777502450730303	0.69606775375412	0.778529066393285	0.838564833769588	0.865387836889407	0.799000281665362	0.802602572233464	0.820090302375832	0.796219751099862	0.784005435370392	0.791185824427917	0.821765333790903	0.856615296457467	0.712090571645167	0.799834450553512	0.863565940684146	0.833234773010024	0.799507998079562	0.817742146375271	0.824864148458275	0.845492980087946	0.833487389750068	0.81346397210552	0.647994010845786	0.827440540179447	0.823166833806229	0.840070742694913	0.841320098896949	0.762534124206622	0.727559258941044	0.837614382052348	0.793125141393614	0.827622890547593
EPHB2	0.934411366318527	0.918547357974461	0.91797267433503	0.820479439619096	0.880233685308801	0.913094357244087	0.872521159838141	0.88689487494853	0.882250100866463	0.902592778302504	0.881841594861978	0.933963775772854	0.928689518276393	0.878637598493788	0.907426885396041	0.91499838603111	0.906158825513383	0.881760413345632	0.850150385654256	0.892781299027334	0.915039901008937	0.847543212695531	0.904325263191356	0.929679991710968	0.890395548925998	0.893805813445183	0.846579264603453	0.881303069957716	0.79165675619441	0.887740452761303	0.899715824553912	0.90619784460591	0.900523912897399	0.892827028191409	0.814623269660887	0.823998294105384	0.8955060802824	0.907453976328962	0.795473846445068	0.911800662539204	0.904427229436744	0.886516562974348	0.907093231079645	0.563164202320059	0.882672282369874	0.869710586485236	0.798788872133446	0.909708473780676	0.791225456433531	0.764721528475315	0.901079749466632	0.920916850272374	0.866749427518619	0.901075336989998	0.77495878696623	0.925629918832176	0.874690590736533	0.909288635816296	0.771412492012407	1	0.902976302536012	0.827084644490984	0.710370769239953	0.780212918600084	0.83041788485872	0.844458729996795	0.910306720842127	0.696325621364585	0.836317130640742	0.837607676014226	0.86244204530168	0.894148780205189	0.876553590752553	0.902059780826934	0.878141087604314	0.840368202189614	0.664242308784409	0.849254352066149	0.66744576555991	0.895516640043442	0.887154301518869	0.900719558798734	0.82515289115481	0.823082205966611	0.894180909121276	0.90930610223929	0.917915514252547	0.874360652988225	0.932166974379193	0.91325783347535	0.735480412121729	0.853733461902523	0.876658750536145	0.840302090204835	0.796601834581668	0.874192152833509	0.818350206920958	0.927277776642005	0.910170031510271	0.884925167128194	0.574105803611195	0.893513326727604	0.831949619539293	0.889746988975474	0.891931034321975	0.752202039287869	0.714377062425946	0.860197172578547	0.846469303121369	0.843904635516373
RACK1	0.945303086042811	0.943010899320898	0.980937559143056	0.829678781784193	0.884689562093763	0.940839947251831	0.862412989057779	0.88663125873298	0.877339248717638	0.896293647846337	0.855838246291438	0.929162231701777	0.940213409954815	0.87271307649642	0.939644396230743	0.946609024304852	0.984518147097103	0.87973585473247	0.831650604436562	0.890949250829094	0.984808822102796	0.898149530583197	0.972022829510316	0.931378579017632	0.890430565484612	0.872468279040002	0.852291017927666	0.875855400491223	0.780674619300712	0.879945556941777	0.90937548678443	0.934191918079418	0.909981417308899	0.927034899007569	0.783081482883286	0.882597446175923	0.890350067195123	0.901207280384716	0.828025821467723	0.949361592919463	0.945891439102241	0.882704750006741	0.909527502757037	0.5481893946545	0.928216115978648	0.882323340406241	0.802846841688225	0.973322922605112	0.896269430954611	0.732450522757511	0.936273388016033	0.931549616203999	0.963218836904265	0.906477632265794	0.809545839396749	0.988766636931961	0.89900635640038	0.892732748161929	0.843286261745545	0.902976302536012	1	0.887455641407365	0.721515122141249	0.862481502974361	0.84225034980027	0.810633896970081	0.97776554813556	0.729022974788236	0.873365266512612	0.835319721388431	0.885937371505407	0.941102935624375	0.874702788001613	0.899289026556944	0.93629520090378	0.853823137792352	0.64683326745285	0.821310877091691	0.663222079823792	0.962632685833281	0.898710585146714	0.931831537486891	0.818331600498095	0.839233675668053	0.937921951650971	0.885727479074099	0.947604854977072	0.884033524832229	0.934717297294141	0.939784510595236	0.761473625613197	0.837272375260371	0.935741988130694	0.892590970086045	0.815061143730841	0.901267078750135	0.839089154208385	0.954808453156053	0.996169384936439	0.871850020146516	0.59840617785135	0.89294403737763	0.82692691262941	0.882487849939843	0.897872476754546	0.78264855875442	0.738444712285375	0.866306013381206	0.834250041280568	0.846861337107604
CD82	0.850865413188292	0.893429190964391	0.86992946076553	0.858939803929742	0.845398812897136	0.904510507247179	0.845480614446123	0.863860445972446	0.837287442490464	0.85997523186626	0.838276370908712	0.841731446031209	0.887856610681411	0.829226185962702	0.842313908595364	0.862227306467498	0.85870126735106	0.853372608868174	0.797274889700489	0.873553815584956	0.903531600288252	0.867023238882496	0.883134694967486	0.867320089006519	0.861444194366253	0.852020557844164	0.822303019320967	0.837411032959382	0.758348896452933	0.837133914863758	0.859690989568336	0.86996607406689	0.863459600979549	0.851076725440401	0.784390294985147	0.849355963225873	0.833903350156153	0.856306301531651	0.838413888859718	0.902656774322041	0.875673456146416	0.854632587790688	0.853979421108404	0.595306604427808	0.806920364974934	0.845401449710241	0.764435881283961	0.893598237639328	0.88005157653538	0.746194408712462	0.87092702174387	0.886084406003521	0.879500410169065	0.849173473831203	0.811811434400561	0.892137645905934	0.871586859633755	0.856001723673489	0.797356022839423	0.827084644490984	0.887455641407365	1	0.714756315963155	0.860641766563342	0.780002920345782	0.808605159891	0.883167490262528	0.749399635161268	0.841902802698094	0.835179268102191	0.863127143219109	0.904242038276501	0.782171205433484	0.847426088507346	0.846945665879555	0.807533867235468	0.739226757457569	0.756374600660179	0.729980167827721	0.864576746703539	0.856088882218441	0.869296535111469	0.813410133045085	0.801783424937526	0.886884196814763	0.845025721088835	0.866708231802519	0.878123586934841	0.881279165179717	0.876523309515042	0.782978951852084	0.859967643606393	0.882233969669478	0.853005163662225	0.808706587951378	0.827894787089349	0.843817514487481	0.880572110090302	0.886695394609273	0.827313276727734	0.628751724705058	0.860656588576541	0.838485740851102	0.84835033181493	0.852919977636128	0.75524903547995	0.773062593939635	0.829047563728396	0.833212348356504	0.79845831719033
CD9	0.722373386867874	0.722891958322615	0.694098545389204	0.667202667712537	0.737763762508697	0.730373499421484	0.711725249575291	0.703583636798201	0.7058264996548	0.70015706347484	0.703618446687	0.733673358245824	0.737637999738115	0.724878155750159	0.70477408951091	0.6833069682133	0.698353973027296	0.738310756471485	0.691819231850092	0.743229868139647	0.785799219663217	0.641776942504781	0.703213756859766	0.743266801213989	0.704421161564496	0.708149449910505	0.696875128601128	0.69482317588131	0.649482579111338	0.705423506475332	0.748222260267089	0.74043593243452	0.779921946524407	0.718393500564457	0.782993302102511	0.696695451562355	0.746303060509197	0.709649279935546	0.633791745050257	0.749855796313434	0.717058347716578	0.690184456738827	0.755670618664787	0.758438621299877	0.741037491466929	0.702819823610111	0.630538174388081	0.712658327668228	0.663593099337684	0.816972594319879	0.715497396855067	0.697804041057216	0.664037170902909	0.697956842889287	0.628037800282842	0.725295309098644	0.715722484008264	0.749952050052768	0.68059893026173	0.710370769239953	0.721515122141249	0.714756315963155	1	0.632533768138274	0.690977145244503	0.74446964387227	0.798595769928423	0.576261709540344	0.834452412882836	0.747385201752233	0.684065539244477	0.683130338121285	0.718395596235232	0.669863570113041	0.676602384119197	0.639527165682131	0.641449240735686	0.700363012543829	0.697764775803502	0.68162625851057	0.754129239864554	0.760759579202615	0.677712563977095	0.721880509955354	0.750103418707197	0.708412675277805	0.752043443374551	0.753571744243427	0.707102155002323	0.750816849790107	0.623239446830329	0.715331184601858	0.775282686656354	0.715002198863808	0.67979270071649	0.678979460724893	0.705692995833049	0.801391352679639	0.701160219898494	0.724395036331534	0.726315173052809	0.71271032045828	0.708593908908102	0.728207524953982	0.712589905719083	0.778732213815763	0.605142774759437	0.69241059386857	0.746193765611117	0.723866315463476
ASGR1	0.812466841858777	0.851263845119634	0.850070509884846	0.837632523824018	0.813359178754167	0.869101434297745	0.82216628173933	0.83685660537559	0.817144277619171	0.837506024883963	0.793282199572433	0.790378186350086	0.853218745472926	0.796702901059515	0.804829139710341	0.825925201212805	0.834408676108681	0.815243221880668	0.777500110821923	0.830295045684243	0.860221918638521	0.859374128035663	0.847866376808267	0.822755729468463	0.838606869850204	0.815950795917349	0.813583248218314	0.815904973360004	0.736219677716014	0.810777201980463	0.836435273127404	0.841565847473914	0.825731130197694	0.81928969190725	0.753281719404855	0.829164386842089	0.809323090774702	0.826839366550037	0.830196060273123	0.867713990397731	0.851535432186351	0.821480944862838	0.827315583367144	0.558026043193236	0.748958439414501	0.82258881329799	0.738373254285238	0.867942695117445	0.862391894924448	0.706381280301886	0.838424315954241	0.850714454655172	0.84875885866534	0.830248157750794	0.790529719163199	0.856356385858383	0.829674765487823	0.813373435254284	0.760671738101006	0.780212918600084	0.862481502974361	0.860641766563342	0.632533768138274	1	0.762391865508337	0.779203584051379	0.837147712376815	0.754191106836267	0.816606238963091	0.800356250566634	0.84920663366008	0.870524740110454	0.743440630043527	0.818246109986154	0.825844308200225	0.768234632639369	0.720191537394392	0.728945381290109	0.732672887303437	0.82492883699169	0.806689245523614	0.844424428787538	0.802585039480918	0.770288123574431	0.849426412417946	0.812297938191437	0.803876735298492	0.824243791451503	0.835407074306982	0.849507385317164	0.786292228942932	0.806027691938606	0.836980232237681	0.822531328487533	0.779349071097512	0.819109989951915	0.823394713138493	0.829025845659903	0.866755805279339	0.767158036477206	0.60670400285602	0.837059991318977	0.808907495951582	0.819327967671298	0.827994510678591	0.68538770708983	0.744281366888034	0.811565265223944	0.784378941233843	0.776262719389009
ADCY9	0.880271476710519	0.899823487402249	0.869764966946344	0.853426729801645	0.905596680730361	0.888006741879784	0.904558515241036	0.890492839906663	0.904301405891604	0.897701544582669	0.89503356120717	0.880064918519869	0.872137677338179	0.871241828450019	0.832633879489528	0.840326621114082	0.844469158018298	0.906394074519302	0.894513541723587	0.896516095841775	0.852636875072583	0.832517440742668	0.857317377297045	0.898311228136916	0.903987181842197	0.907994214837064	0.881848825041352	0.888945473291111	0.863051838056125	0.837296166044364	0.882575595807527	0.898474222925835	0.909694262981861	0.883041014321717	0.81279254259302	0.85525586220733	0.915520509870568	0.909376829491256	0.851192475588132	0.892461351033011	0.864047012056354	0.897229752384245	0.913219079840013	0.569968964940216	0.834688806040138	0.872554247067424	0.868234082653883	0.882190851329155	0.761810569909646	0.783011171209086	0.890998576061204	0.876485060000209	0.800097496707895	0.901749172737713	0.796234195448406	0.845791929580807	0.877652340011061	0.894887825834645	0.783809782948302	0.83041788485872	0.84225034980027	0.780002920345782	0.690977145244503	0.762391865508337	1	0.869894794991505	0.844339575693656	0.781013599340095	0.833335255618814	0.822926261862496	0.871075118717894	0.839857654756327	0.828226239158074	0.837280189435611	0.805731688377735	0.869028873394501	0.733966495995548	0.858494885660568	0.746251533101775	0.810132935944045	0.865312729861629	0.894323513762811	0.825900360752953	0.889949836555264	0.845852154435029	0.871472794404393	0.828302367500564	0.844895978782937	0.870916217234105	0.909485233002501	0.786614245709909	0.848072194586215	0.866120770496669	0.855305682227366	0.841254758002921	0.891108825498193	0.882188156348252	0.875407485780373	0.849321405612759	0.860620329221253	0.652625337054284	0.896310390812377	0.888958780174689	0.91032490501279	0.914885047325973	0.71055598546706	0.759832519772613	0.907599442322865	0.86067239684734	0.899558122275428
LPP	0.845140387855411	0.907789741692163	0.831051239416585	0.91730045925033	0.933401428402464	0.914726799563545	0.95196715398768	0.942690097263307	0.941442278561987	0.909946474210268	0.931133947715334	0.859840549930702	0.887028646746898	0.886883163400821	0.810787527945289	0.806024292887921	0.79536555692931	0.939406898015514	0.934734303706604	0.936325078414932	0.840846261458661	0.885571997297676	0.831465778806341	0.884238525745479	0.945407850220766	0.937198690635747	0.928884067346661	0.894479344112838	0.918349747620584	0.863010094843591	0.897328728627905	0.912980629136108	0.935370969611255	0.867830834611936	0.902396167369432	0.834647528277342	0.942469899662145	0.939899089067353	0.915689627425677	0.892951005481546	0.846446285325744	0.920976820636143	0.937062988103127	0.727333713905424	0.79037758131316	0.91127381009765	0.908972628182998	0.868107992088388	0.786795565677102	0.864119767749158	0.895459300622746	0.882795045024205	0.753250699219001	0.919569175903338	0.85841710509669	0.81552067787257	0.888086814899683	0.916733108234691	0.776848552200669	0.844458729996795	0.810633896970081	0.808605159891	0.74446964387227	0.779203584051379	0.869894794991505	1	0.820240998877257	0.847295718771934	0.869942663718812	0.862899899444738	0.918413293974482	0.85670238018001	0.795192250217089	0.854464157420287	0.777105524483807	0.878616606397445	0.847530257771523	0.876266082906729	0.833279929347866	0.758204730908394	0.878893758210316	0.92014184988956	0.88074284357594	0.915987847775655	0.876818913630116	0.855493425653708	0.779776885296199	0.862662714878135	0.86923833905708	0.912773898079512	0.866081869462535	0.897107056719858	0.888675424502504	0.907496504724375	0.899549753479609	0.889433111473445	0.9277449973185	0.869720245321595	0.811571999429883	0.887538335908737	0.771202150932986	0.927467640020588	0.942994217540953	0.947135904088859	0.938464454281483	0.794215941402038	0.83771239292247	0.941854284911085	0.883809083594109	0.920957776147975
CD63	0.95230945910561	0.935244037339272	0.966690268735763	0.821617506039326	0.892590466578693	0.937582270305028	0.864779656178632	0.882501398488234	0.873204709733886	0.896551969716981	0.858254475813114	0.940013426378051	0.947211133452235	0.885108489332308	0.936287998996694	0.942199485529233	0.965291957856693	0.88049207882973	0.837709397232818	0.891497024283198	0.989416108297904	0.874010257131836	0.95843650953993	0.942879903114508	0.880513891400178	0.873119305753297	0.844332749613835	0.878195458582935	0.771364293350457	0.882112698410131	0.908148814404787	0.930260109660417	0.917758657325665	0.921528095964833	0.809280255631951	0.872677996354315	0.897110561953023	0.891653552847096	0.818830207419487	0.945843721297393	0.94085241449007	0.880620672577207	0.914669668732725	0.609853698440923	0.932250921385435	0.868325868510094	0.787662449175341	0.961378988590834	0.881949328213398	0.767404164091059	0.924267423587543	0.921291180500211	0.945579857461427	0.899580096144677	0.802444216309275	0.977961790642158	0.896045593072745	0.898377441822766	0.836881806157539	0.910306720842127	0.97776554813556	0.883167490262528	0.798595769928423	0.837147712376815	0.844339575693656	0.820240998877257	1	0.720819151168419	0.898034015107133	0.845935924998906	0.879679054500394	0.929507431079385	0.893301911255194	0.891362301170687	0.925349165976027	0.845826232522097	0.654828114237685	0.832393105117391	0.67975202100293	0.954989645264503	0.908101789685794	0.927714386685755	0.825774857062174	0.843128805603866	0.93738934534416	0.904633845757653	0.96203345131847	0.895366167950189	0.932790738750752	0.938490275484136	0.756101749094021	0.855226998245415	0.940119691872847	0.883848452481866	0.811526736619386	0.892166958318807	0.837510457002226	0.969435056257572	0.975046915906349	0.876273389798304	0.622792776608272	0.893570432083157	0.827543045353997	0.879644561051554	0.892240079841356	0.817500304240756	0.73322939895684	0.863141059143556	0.855291967362562	0.851622029552771
CALCRL	0.730911944523392	0.812048344579265	0.738830082837508	0.904129710324302	0.865641205222808	0.8329698586736	0.878613548040315	0.870988319684347	0.860441407412138	0.828295387292447	0.855755241817036	0.730981786407006	0.808952680149235	0.771577881918245	0.689399429858504	0.71943262803725	0.701967576857918	0.847105550563052	0.882646593504301	0.829696582279332	0.742488726796948	0.857255070561167	0.752196678707218	0.769933820847356	0.877795077497458	0.855536770479221	0.862169968398201	0.843508005417091	0.843662836941268	0.757944919039801	0.806419944367565	0.816531224989864	0.830805123609111	0.76368010525845	0.798706275256928	0.770758743449258	0.85009750594391	0.84623089019427	0.920815428487123	0.813175257145726	0.754165050143318	0.829204914644213	0.837641031470675	0.641647801701387	0.655859646250751	0.808913785225723	0.837171933479097	0.794919214420804	0.795086425335218	0.769746592526749	0.801231422118274	0.801504703905783	0.703770556972951	0.845337935416747	0.847329097987737	0.718442099430257	0.838102047831663	0.811940722532934	0.715733293913878	0.696325621364585	0.729022974788236	0.749399635161268	0.576261709540344	0.754191106836267	0.781013599340095	0.847295718771934	0.720819151168419	1	0.765349034471681	0.816184337199463	0.872319576197335	0.80775326261641	0.66568612195508	0.783537603487045	0.673955996816934	0.824947645805961	0.860358499799844	0.764144298210927	0.861682285797838	0.66862134064788	0.793855019935722	0.830979911137692	0.855619292646009	0.842954512448671	0.768975650964981	0.779007674725776	0.653323780153291	0.79933013134086	0.780035585521215	0.837578552531512	0.839048240669674	0.83559594543467	0.80485250897239	0.84711871154728	0.847405671063591	0.815878326205391	0.904592905479819	0.750289946179976	0.736754755206902	0.783878789292703	0.677738813374423	0.84994889750601	0.887649902911213	0.846618914977556	0.860701562594001	0.703734862054056	0.881980027708819	0.882344526465199	0.810028899306145	0.844423917787869
SIRPA	0.873959650757454	0.90320079240944	0.867614459288547	0.847331850941842	0.897880279327629	0.90874503027517	0.885256159194549	0.887877159911093	0.888727128159521	0.871160812340133	0.875386473624532	0.878300463245724	0.903319174853906	0.859490657231746	0.837747137566239	0.855909431656531	0.857588432492567	0.88051897311333	0.853023546180826	0.893077003689928	0.911459942926454	0.820308814564609	0.870697026485289	0.890683378464819	0.889705372017654	0.883797855333638	0.866279639163818	0.866719538557104	0.818558390860768	0.849032835575752	0.898365920797252	0.912484732296512	0.906563206199362	0.8746071786221	0.83994305825062	0.872917788762616	0.892918071212663	0.884349235943226	0.832176665857617	0.912328538333247	0.88534699809586	0.87598614186781	0.905353925674122	0.725006973859353	0.844944651800541	0.879820437450087	0.820188226494991	0.886904777532435	0.827544390120407	0.843801432133427	0.891942535330135	0.882207364083648	0.827768554410331	0.86573947619801	0.808163265477685	0.871044901953828	0.875231134989472	0.895449403740443	0.817234980858263	0.836317130640742	0.873365266512612	0.841902802698094	0.834452412882836	0.816606238963091	0.833335255618814	0.869942663718812	0.898034015107133	0.765349034471681	1	0.893623125643002	0.860099172243912	0.868142592523318	0.826377671942653	0.828293715819714	0.815935916525419	0.825486120410267	0.750435488739938	0.836380327108286	0.810669964633419	0.838233938155212	0.883266308163589	0.909073115650662	0.832256393954325	0.865649756239471	0.901115571054225	0.874968444751985	0.857222258217649	0.873372298050392	0.882224876254374	0.922898714864056	0.799737241952815	0.858983350317951	0.904134621134734	0.874991176109054	0.844796691126306	0.849821282949683	0.882023451777154	0.910645741254034	0.86563531469976	0.867396887388508	0.775568666436135	0.889746945053542	0.864408651588752	0.89707671801177	0.888082459817023	0.812874323680203	0.753527041629073	0.872043120511874	0.872287618514319	0.869271465687282
