""	CD2	CD3D	CXCR3	KLRD1	CD247	KLRB1	CD3G	KLRC1	CD8A	CD8B	ITGA4	KLRF1	ITGAL	CXCR4	F2R	ITGB2	ITGB1	CD226	ADGRE5	PILRB	TGFBR3	IGF2R	S1PR4	CD44	SMAP1	TNFRSF1A	SELL	TNFRSF14	RACK1	CD69	PTGDR	SLC16A7	PTPRC	CLEC2D	TSPAN14	CD81	LPP	PTPRA	CANX	PTGER4	TSPAN5	EGFR	MCFD2	SORL1	LAMP1	CD74	CD63	C1QBP
TSPAN14	0.718644958144407	0.760250407255627	0.402977026019848	0.758446375490592	0.703196498937429	0.788351837446818	0.843368807181679	0.666267967206928	0.71267524644771	0.701856606744165	0.846007622553348	0.733843872922242	0.710724149960687	0.855634151845718	0.763558586506554	0.790979479008672	0.894253946615131	0.844008194525794	0.78601619202437	0.712220251648764	0.739849719786007	0.803799344442971	0.595964930529839	0.708590269748959	0.802976038428751	0.546429903061871	0.509557789289919	0.876073981741857	0.538229647236312	0.878793994913731	0.727869952664513	0.646768209697718	0.880005487797694	0.801128055512618	1	0.56824574349341	0.710670317819344	0.7875829645285	0.422660878046213	0.832709979387542	0.482393783959282	-0.381084579082425	0.00597886933206374	0.557851511321462	0.555109737201336	0.434368905400338	0.143460886530572	0.460509792977268
CD81	0.274466057452393	0.271219452978879	0.192773826554473	0.401264309250712	0.383807315561509	0.276105632272775	0.271455291243305	0.262230721972289	0.346886433945278	0.350621081241358	0.376029616903099	0.399483044082474	0.399327248974333	0.316567966436264	0.48488460410721	0.765657029639355	0.599577527863873	0.3258314900897	0.387774761404802	0.427832953368607	0.385988223968592	0.559921086743007	0.119066382814404	0.587948717396587	0.606723602956574	0.809383025553504	-0.00894775552798442	0.491551165487904	0.494098197366827	0.337924889577573	0.401826208758205	0.140495819193497	0.398978434246248	0.27645201359574	0.56824574349341	1	0.566396847417869	0.480463095571276	0.69655769579024	0.465114664557685	0.214732739130529	-0.122999649334423	0.473810541972682	0.82727479880732	0.837044690669283	0.731981125156588	0.749631823564346	0.354117781717116
LPP	0.559890397138048	0.539808895729954	0.301220726049077	0.747423859333996	0.699776413718586	0.498157397800519	0.582962174359866	0.463489329983698	0.614256126411525	0.637493935976553	0.68313758167332	0.656818178652026	0.658341774966631	0.58283000899633	0.738347489957295	0.692339357882014	0.680947286784488	0.691429444973905	0.711796241998908	0.675647670144871	0.677805867559274	0.800272107448453	0.193290914688231	0.493529875342642	0.603902197482278	0.62306801446492	0.13105589363963	0.633922185812201	0.20671212349572	0.519000861551921	0.666219737291634	0.430228615458695	0.732577646884384	0.544836255112132	0.710670317819344	0.566396847417869	1	0.860458082668338	0.566222075689332	0.796733168485582	0.670430487476326	-0.0346662237559105	0.129963010219786	0.686730933691676	0.71236251159072	0.331559563487592	0.21020426734868	0.0992053519958674
PTPRA	0.636328464725724	0.657546890741775	0.329424849284544	0.767544343958913	0.704989765731924	0.656086607994872	0.765885700246885	0.500512334002497	0.640575263002133	0.717854479207391	0.743858529552747	0.665471406361927	0.63494283486512	0.728692256396968	0.709312235663761	0.622805276337946	0.762327963111941	0.829133572806873	0.77293971567057	0.601664978137343	0.663667765915544	0.799080365225021	0.288828910075803	0.534640919195251	0.734264001851145	0.522508215530621	0.354050424252054	0.723798658573922	0.350772713058137	0.700141081095008	0.703183785407147	0.614134762566484	0.8413396449219	0.67438232576565	0.7875829645285	0.480463095571276	0.860458082668338	1	0.504676207972339	0.849444795284312	0.669852606493223	-0.158386923405099	-0.00767329684321873	0.572242591740077	0.589636652133378	0.305672213806652	0.118791353829866	0.294634779359594
CANX	-0.0441998870396116	0.0767321227785312	-0.23762851878908	0.375229498472611	0.200845322264558	0.135217079331033	0.126802455397571	0.0282203074100881	0.128182290377439	0.217932401941511	0.228477690443547	0.286618972641733	0.261589197235095	0.226641606673684	0.408314407346331	0.442321691054741	0.509832448081383	0.134637606262081	0.24483662144901	0.358795452792114	0.36725530774866	0.643596279824443	-0.127893180286993	0.44864472525229	0.55663303541098	0.756570105139151	-0.0499498284120478	0.288911012256366	0.30940328779268	0.284970127217443	0.247311419821308	-0.0220022282905295	0.250860163913003	0.151648845537323	0.422660878046213	0.69655769579024	0.566222075689332	0.504676207972339	1	0.489227480793169	0.198755722750461	0.192165117098973	0.669159418143842	0.634164909026334	0.699357803606257	0.424832763661215	0.695931463257045	0.283702641670368
PTGER4	0.650748338717674	0.726558314261905	0.223723090467621	0.91844860026242	0.800405090809019	0.78081633180899	0.800060062708657	0.633329374844332	0.751535132128175	0.75599405940741	0.841926211271159	0.819130226489009	0.818085187672038	0.847422225677396	0.787475979555085	0.738006756236078	0.781197614260682	0.757595273821111	0.848786610391844	0.786179790290066	0.84516681935434	0.926015588303469	0.390612839607863	0.562369157222093	0.791259393241265	0.553164653256169	0.35869885982674	0.766110739559799	0.333746935042113	0.835416188686181	0.764759521416591	0.621557605193431	0.877802783204368	0.702523261844886	0.832709979387542	0.465114664557685	0.796733168485582	0.849444795284312	0.489227480793169	1	0.506380695564826	-0.371369760159671	-0.0457775914332362	0.492239904437741	0.533002971229089	0.250055033838779	0.119618910637889	0.354543798836546
TSPAN5	0.49150508151984	0.504298477210739	0.238603104971078	0.393279232356356	0.457548816360512	0.420289710072763	0.500166943797696	0.270474248834371	0.362616164055417	0.366250211418907	0.439709063262847	0.30023980673957	0.402983744946341	0.466567596397335	0.458385607016063	0.330656581578219	0.555528619624898	0.571746232168613	0.574176552837731	0.268727456264043	0.28105054720464	0.395060416321307	0.224793646847985	0.280966726448335	0.492365642975429	0.2862144915077	0.347153298620869	0.50189850008902	0.255591699218925	0.386358432173112	0.301264949467216	0.523737772443576	0.575031242603056	0.518993098872282	0.482393783959282	0.214732739130529	0.670430487476326	0.669852606493223	0.198755722750461	0.506380695564826	1	-0.00334272708440551	-0.111569542290068	0.308640465699742	0.42124333268754	0.200138166717264	-0.0376935335772348	0.176024413859125
EGFR	-0.628691707024962	-0.653508845635507	-0.434084336497011	-0.401278982868756	-0.487407693043144	-0.626631428612967	-0.554907742465596	-0.568309320073477	-0.555812795789317	-0.507630926212472	-0.546881343838033	-0.405524340983671	-0.476467232181529	-0.579463120182355	-0.290117963255045	-0.418030076692678	-0.438735115379026	-0.455296885796513	-0.545627924342303	-0.297244591326354	-0.34456418772908	-0.232111702237692	-0.641362314862561	-0.497469169740558	-0.385467477735647	0.0603777738449188	-0.413714720710258	-0.565821662769348	-0.414293185848043	-0.490866022323329	-0.399765683158701	-0.472303119643104	-0.551150528345768	-0.564114678028222	-0.381084579082425	-0.122999649334423	-0.0346662237559105	-0.158386923405099	0.192165117098973	-0.371369760159671	-0.00334272708440551	1	0.15108891097958	0.00314940909645971	-0.180999466695149	-0.160873186341995	0.0970281279685547	-0.322762301380009
MCFD2	-0.258239993978349	-0.200252326502512	-0.250293616002418	-0.074825341131268	-0.142099878271952	-0.169934651484937	-0.266375186005249	-0.130706052237283	-0.202226580160734	-0.140276406034339	-0.146010831750037	-0.0842278002990576	-0.0909925899242872	-0.107060352576756	0.00799540114177234	0.112356338963555	0.188976222731104	-0.230848083550048	-0.161320235933007	0.0359559085063113	0.0152261725646961	0.148687762019969	-0.065042453418378	0.408838003310924	0.202155472720389	0.403783146598133	-0.158722688625792	0.0958931288972341	0.386056298396091	-0.092664917112623	-0.065867393920901	-0.344181684060417	-0.132451016357504	-0.0869561146590228	0.00597886933206374	0.473810541972682	0.129963010219786	-0.00767329684321873	0.669159418143842	-0.0457775914332362	-0.111569542290068	0.15108891097958	1	0.309520920499137	0.503396848545195	0.296401072500225	0.729271937866512	0.320950646107331
SORL1	0.226527661972579	0.249204662149979	0.0558743511925622	0.35639434861937	0.303039288021974	0.2399660228113	0.288360026525231	0.166249290356169	0.256795903073995	0.326076760334526	0.338272640529781	0.293686258025742	0.288717006500277	0.319927674199766	0.375640792640594	0.634123144341103	0.567308558651774	0.40432978797853	0.361012845214754	0.348169094399829	0.33329446192274	0.534289605988075	0.0798565200483751	0.451013128826244	0.462357400156069	0.734014737987147	0.11215498131387	0.457781759810471	0.375054708464702	0.325172906425206	0.321145273672587	0.175216082440841	0.444969382631658	0.325647724652135	0.557851511321462	0.82727479880732	0.686730933691676	0.572242591740077	0.634164909026334	0.492239904437741	0.308640465699742	0.00314940909645971	0.309520920499137	1	0.767471108975114	0.81958520609805	0.465833047756631	0.135757891531182
LAMP1	0.326246899605376	0.346571342355476	0.164081989399939	0.422709570292229	0.417274445472866	0.306470859946728	0.332787553601969	0.247597774966735	0.343243631698071	0.395500185645202	0.397682289774977	0.343846593038148	0.3952951539179	0.367744194584408	0.463857197466585	0.662230465359639	0.676909900363532	0.407473827689471	0.467951498178624	0.361343311579815	0.336715110645327	0.598061616849135	0.096811920997175	0.672586452899615	0.638767697497408	0.671542903809401	0.0880176265760975	0.55664131119282	0.462170966339622	0.306815492051664	0.374052368918832	0.242564957894212	0.482000959782851	0.364766450788919	0.555109737201336	0.837044690669283	0.71236251159072	0.589636652133378	0.699357803606257	0.533002971229089	0.42124333268754	-0.180999466695149	0.503396848545195	0.767471108975114	1	0.618759981773544	0.710270177799319	0.171849306705535
CD74	0.11053107031079	0.192731723369708	-0.0897452650603098	0.0272797487200742	0.0232741835581459	0.221905716031467	0.196821547778995	0.0117776058623671	0.0161468434538316	0.0734443078322222	0.167038537972572	-0.0213456986518288	0.0471124497810005	0.291857493450786	0.0581046941114804	0.444791070084882	0.555492716494154	0.277838392321824	0.178065277366576	0.0393128731011213	0.0336887843057031	0.197782146857901	0.272414367891782	0.48283585909057	0.443526052165036	0.484617812368026	0.405052113355258	0.434144690380831	0.651317703778578	0.280771039928963	-0.0203415244620327	0.171354553203172	0.318437379492963	0.343185963495633	0.434368905400338	0.731981125156588	0.331559563487592	0.305672213806652	0.424832763661215	0.250055033838779	0.200138166717264	-0.160873186341995	0.296401072500225	0.81958520609805	0.618759981773544	1	0.442609863487509	0.294778893632537
CD63	-0.179096027268288	-0.140782873197366	-0.173230608759384	0.0391531511679279	-0.0136948982977527	-0.0806313449033203	-0.137422071037963	-0.0953354376778241	-0.0847930945773452	-0.038254377323097	-0.0535663575034859	0.0323440118782531	0.0298346530881975	-0.0592465655665902	0.0837333335155314	0.356999821891651	0.268729031418908	-0.12022628473894	-0.0228466111152919	0.0655429975586215	0.0392719052170037	0.28958147881734	-0.192647282580849	0.452166678879652	0.424408388979975	0.578242890770868	-0.186659085366918	0.140571754728891	0.397581012401588	-0.019060578322201	0.0198252585867273	-0.200933298060122	-0.0461351689152259	-0.121035843581475	0.143460886530572	0.749631823564346	0.21020426734868	0.118791353829866	0.695931463257045	0.119618910637889	-0.0376935335772348	0.0970281279685547	0.729271937866512	0.465833047756631	0.710270177799319	0.442609863487509	1	0.285290614037096
C1QBP	0.34208603538713	0.469652691836259	0.0807345161577532	0.297624225481493	0.296444293889595	0.573466813468786	0.418820976876109	0.467482894173687	0.285727208137952	0.290628127691181	0.37621477627898	0.323343348029369	0.324971392132474	0.540195175448117	0.249639239431966	0.350907507267872	0.536022813952229	0.347967670285076	0.381458350677684	0.32467296109705	0.336805155476569	0.307932142022164	0.605905525866815	0.525952068866129	0.5823115261507	0.35802668836203	0.461138162844612	0.563542797650583	0.786632084201783	0.590531683322834	0.273411133999186	0.358259455715387	0.437277453499349	0.484962849834797	0.460509792977268	0.354117781717116	0.0992053519958674	0.294634779359594	0.283702641670368	0.354543798836546	0.176024413859125	-0.322762301380009	0.320950646107331	0.135757891531182	0.171849306705535	0.294778893632537	0.285290614037096	1
