""	SIGLEC10	CCRL2	CCR1	FPR1	CD68	TREM2	C5AR1	ENG	TNFRSF1A	CD33	ITGB2	LILRB1	KCNQ3	CD163	TFRC	LTBR	CD86	KCNQ1	VSIR	ADGRE2	IGF2R	CD3D	CD3G	CD4	CD93	CD2	CD8B	CD8A	SDC2	PTPRC	PTGER4	HLA.DPB1	TLR4	ITGB5	CXCR4	TNFRSF1B	HAVCR2	CD44	CD74	ITGAM	SORL1	LRP1	CD69	STAB1	RHBDF2	LPP	ITGB1	ITGA5	SELL	C1QBP	ADRB2	KLRB1	PLXNB2	ABCA1	CD226	AXL	THBD	GPNMB	ADCY7	UNC5B	C3AR1	APLP2	SIRPA	PILRA	NRP1	CD81	SEMA4C	TLR7	TNFRSF14	NECTIN2	TLR2	COLEC12	IL6R	NRP2	TLR1	NOTCH2	C5AR2	RACK1	EDNRB	SLC1A5	TRADD	TNFRSF12A	MCFD2	NOTCH1	TSPAN14	SMAP1	CANX	ITGAV	S1PR4	CXADR	ITGAX	TNFRSF21	ADGRE5	CD63	RXRA	PTPRA	TSPAN17	CD46	CADM1	CD9	SORT1	SLC16A7	SLC16A1	CD47	IFITM1	SDC3	NCL	PTPRZ1
GPNMB	0.333829698924958	-0.0618213604189769	0.581314376452433	0.284020412822395	0.903711060850934	0.225870934106791	0.710958981974012	0.785133255235323	0.451203572584305	0.0757750454253335	0.37658064177601	-0.0358196863939913	0.624541388349453	0.615843897620919	0.312085237095057	0.259065833716791	0.294000488561193	0.691754828776515	-0.109975951303494	-0.0968059333850388	0.872913122340415	-0.379271780864672	-0.155531035751883	0.886004884025671	0.78484135241461	-0.4491370123957	-0.219019490201282	0.133196749766454	0.584430923961451	0.0121845342878917	-0.170551071840712	-0.0628862353725675	0.570062122904498	0.417697574257165	-0.355230150801265	0.0493871659607556	0.277219290536495	0.628986712217767	0.0231170450957028	0.712557678065057	0.000617505630802984	0.360927505568667	-0.250844925902835	0.742990189184338	0.227401634307474	0.086134323948315	0.31737596782894	0.87776392339407	-0.297460443144061	0.259702098264713	0.13665978853289	-0.478508460257729	0.681929015437355	0.574179901334949	-0.203102849008207	0.337666333302564	0.933623945252029	1	0.117536978880235	0.185433528825566	0.730956910111758	0.523359127203496	0.340984663981934	0.75878786351461	0.700241689986139	0.439938261752001	0.187910675797091	0.116465498126051	0.799235608091446	0.563818014862797	0.405936107439326	0.953224642155976	0.50077973065277	0.816480850675549	-0.034564272714604	0.177054215608684	0.730034952098117	0.0485878333110696	0.928387437810414	0.682599476505237	-0.274743081618831	0.372590089599797	0.362564543642063	0.0656726195971047	-0.0409368868518994	-0.0255747682439848	0.242962620653472	0.0408158904433913	-0.510977947650143	-0.0666182282775885	-0.606078306905601	0.25661543736544	-0.131126916530669	0.308984267213615	0.490300905117722	0.00611028568882185	0.532436564031027	0.0304489135876683	0.128119419522837	-0.0114879059418109	0.0542619445228782	-0.0017609877369901	0.0350271463544211	0.00469278191232275	-0.235212175924151	0.200362018073536	-0.00291267546940143	-0.0817102653870726
ADCY7	0.872897289458249	0.721683461200174	0.780170433758399	0.937616575465053	0.459138406973617	0.858135044245105	0.66536603761035	0.567904420801162	0.448655613889528	0.8986795306615	0.929006400823175	0.902861523129132	0.715704273381047	0.820103566356592	0.416572438111941	0.696315223372729	0.651074534126324	0.502067924762702	0.891597817510776	0.770577212953419	0.0246088067294626	0.0731020036073514	0.425385087081832	0.453888286729754	0.655827569304439	0.188062928753654	0.211818092720728	0.152555079673461	0.503348570181253	0.637706837108309	0.812969543216327	0.773890045641977	0.473300473653613	-0.128363404640793	0.208974364278234	0.891990088654676	0.801550989590996	-0.0222037083115319	0.86635033843218	0.740553033533427	0.839664500480376	0.0581510924574649	0.535108629947875	0.684715774173585	0.577309578867019	-0.216951990364249	-0.00220842838300967	0.0898727299387712	0.0573086253231474	-0.178307897069652	0.938188785312604	0.349737336867438	0.0109774258121282	0.00617757090196044	0.763809534112196	0.825714295507204	0.256040270550219	0.117536978880235	1	0.860029033532316	0.639420774403262	0.0279664844891623	0.822927038294831	0.231692567750397	0.665151113119174	0.314259101737457	0.639202596142478	0.877445933495678	0.224886535097043	0.534114165463467	0.205115753911707	0.233422943089486	0.489827336163441	0.453056747369233	0.776798587309223	-0.421166457735304	0.330115441848194	-0.212208353402507	-0.0118216106154105	0.139320206695123	0.443562294715123	-0.0969095331067876	-0.0934758990337509	-0.33123842310166	0.594334214531986	-0.318280020722277	-0.220254428407188	0.118773321319049	0.116146185915963	-0.213487146787694	0.106048499678956	-0.254265882618165	-0.164006286945968	-0.0624431102609091	-0.386064501000074	-0.331728901679847	-0.198520913937085	-0.0695036296660997	-0.181588514795206	-0.342397987502241	-0.312067844658741	-0.442856199633645	-0.215873680654198	-0.326977085886231	0.305114949853893	-0.245172949179125	-0.264885270531687	-0.351067663205397
UNC5B	0.965943485910648	0.79767923304098	0.771270583304239	0.761421791619484	0.505162635243175	0.829453671697931	0.691927808383535	0.686202552715558	0.659574215446765	0.910298424375052	0.863330472452595	0.895698611601449	0.848314001838494	0.836312862080939	0.698417918678454	0.926205175694019	0.803254763252191	0.464488328831313	0.877136062912722	0.826425685673337	0.151963018262019	-0.259494444352824	0.0920442412889718	0.485278068465079	0.583757067096605	-0.0577825523629179	-0.0229930462504721	-0.158169590214372	0.75484242699127	0.469014337686859	0.83324407334074	0.918605049769411	0.416706300581284	0.0426902210054042	-0.0738628373078538	0.799183469234995	0.920067394816649	-0.0905939637209203	0.935509121245542	0.721191896721274	0.952143478083545	0.286320004514979	0.309721852112241	0.746636681460466	0.827376721589275	0.0377835310689565	0.247443781530054	0.137218676314302	-0.306640510013733	0.0134713465206311	0.874196784503481	0.168040214832738	0.11594416027006	0.339002846635091	0.744524370514928	0.954231759015944	0.324019124456523	0.185433528825566	0.860029033532316	1	0.672990531670233	0.213794590493885	0.812648529263954	0.112255900587397	0.775414635845406	0.500457691635736	0.823386543320194	0.882490789183439	0.230393520631524	0.643786490742466	0.350606248908326	0.294737448774392	0.67054546950727	0.604419949834099	0.929670689013168	-0.263704161602983	0.441026261749766	0.0272059578856553	0.0734430633863147	0.324974936812374	0.389070265962893	0.140267874580183	0.116140333615459	-0.183835941066893	0.78726548278859	-0.119387884531281	0.0250221148794343	0.343875727211687	-0.120268726729166	-0.00381629845392403	0.0575766815966311	-0.0478881069938857	-0.262090582756463	0.13494698601043	-0.196369546984435	-0.133074548759919	-0.0747074535941329	0.254121928013682	0.00700976459918272	-0.122506727633335	-0.0691211678642591	-0.329965045923945	0.0790738475640472	-0.155457454977461	0.0812501758096841	-0.0581045336480587	-0.0569127056028281	-0.149532755170503
C3AR1	0.815862769391066	0.458916313290673	0.936717769572778	0.726973781588155	0.944779497584773	0.778781543517424	0.846556289673833	0.93788403878388	0.594993666990612	0.604054386072599	0.814033160062835	0.572854803361891	0.919115743862782	0.940164590427084	0.492654036952561	0.682454971973028	0.754130962119705	0.824142737882122	0.468580652048591	0.40353339627213	0.646433596327784	-0.362915439351144	0.0425226478884471	0.938966267341148	0.945100483225427	-0.296678434098416	-0.111547948457864	0.106344320485074	0.725075596254069	0.312406660161443	0.361114638728544	0.529049015642083	0.60285250361385	0.210165875914607	-0.244752573117462	0.492816753576434	0.769249722365644	0.30745494917259	0.636710709081496	0.926875209922823	0.545038601825769	0.329761639472542	0.0631893542587097	0.968633066811861	0.610317000209501	-0.0524895219535411	0.259467549955268	0.641712556269139	-0.326009417789911	0.0820519665106329	0.584067883462076	-0.177745836612167	0.47831063351043	0.404045775508696	0.392567085251378	0.822839304782921	0.748092560423239	0.730956910111758	0.639420774403262	0.672990531670233	1	0.396016142713657	0.733588534656701	0.607983381493706	0.93963501780439	0.520106607447479	0.547251774434384	0.725862781670347	0.66234750449308	0.672688612745378	0.366461547485355	0.78670913086969	0.651848080579165	0.85532817311072	0.51788795033905	-0.16513456943913	0.667029229092966	-0.0978916569532707	0.672738130986555	0.55758729115923	0.0712072245602044	0.214445929278976	0.183048451541388	-0.167110852767345	0.30789754716529	-0.227203161873266	0.032149979477333	0.124202068529233	-0.409660970055255	-0.162065017285062	-0.444636431518478	0.00890250217926959	-0.336175431127631	0.174642718984814	0.111416752134318	-0.207525995144699	0.269394810812865	0.0591559734961802	-0.0455780188976558	-0.238887783101153	-0.152425357166585	-0.290404438292829	-0.116820145826186	-0.215684268810087	-0.0495797206986409	-0.00318115237068574	-0.168853485911855	-0.261690071752864
APLP2	0.223042490097815	-0.100155910582354	0.256449272371712	0.0402227091314681	0.506072893497525	0.128221884099255	0.254021094159392	0.582854692950135	0.849702382279163	0.0552953360502749	0.149563271090135	-0.0613851821091163	0.409255431137678	0.333435704815983	0.458781053893159	0.269213611222609	0.111722499452888	0.311158763342465	-0.075208462113019	-0.0572616704528809	0.790887582542377	-0.450290797506317	-0.280225132183005	0.547989005325619	0.345222305909538	-0.446343498684359	-0.295921422853361	-0.187554430385244	0.540851387659907	-0.184507390845304	-0.140113947556585	0.0535742597647249	0.545590424028815	0.962339554152165	-0.465635890093711	-0.112629704058817	0.178744645897263	0.39755638124995	0.0639017059761346	0.305008005841982	0.0904352682472648	0.96960779332247	-0.359609326127864	0.385408673989143	0.16254087776272	0.861018712100799	0.948643885368991	0.805660557613911	-0.386662720426132	0.9306854124831	0.0564168299551528	-0.425859700504212	0.922608773085726	0.722615742207201	-0.138561837974996	0.208194903289207	0.352913920479314	0.523359127203496	0.0279664844891623	0.213794590493885	0.396016142713657	1	0.306154520218571	0.0797380054929863	0.366040675005125	0.939428284034064	0.651623595244095	0.0801241194622192	0.66572452155686	0.709200422998146	0.0182201052011954	0.651675618544489	0.358343655132303	0.531817531950444	0.022348980774458	0.785368283037454	0.330686779238987	0.825564421300366	0.667875873485295	0.66826919482248	0.19170661510398	0.961907462799858	0.964464595078086	0.823744185954421	0.472426677728442	0.77634685985558	0.915048763978499	0.842476819927024	-0.46193228599094	0.787264903754894	-0.539456409419168	0.911847812974809	0.355484004867775	0.958355902842416	0.808791124340152	0.799189393048723	0.915619966513496	0.698253737746405	0.882548054397124	0.773471234997605	0.817682141170545	0.684578422704047	0.776838070936133	0.796926655580517	-0.334212211558541	0.904161603150943	0.805112098288571	0.748281925824249
SIRPA	0.826030052290559	0.491452386687803	0.814614096112195	0.807298477124088	0.618033123635196	0.883692158658901	0.740031227051357	0.657951625485847	0.601053503612054	0.827022207262661	0.857211809756643	0.81727504492668	0.771142124781644	0.841407216679683	0.353578014199605	0.618305166761938	0.609836388933467	0.678051979476277	0.709772437675705	0.476234871385899	0.247766442363493	-0.189448030832345	0.205200794980695	0.605885050215901	0.721165851571695	-0.0857720959335589	0.0494414043361697	0.0875151330326684	0.727764593614336	0.350165066765627	0.535746121572805	0.73967026070709	0.42606325923719	0.110474957485374	-0.00999601999410244	0.685114531768956	0.695278572697309	0.114336157324511	0.818650800507429	0.746044508093256	0.741300089888274	0.33635309911927	0.311236045015402	0.735548360317645	0.481913405009927	-0.000592520106458589	0.2397684204394	0.358673061803939	-0.175350211488677	0.0949004564953792	0.842653649298777	0.100726091397042	0.213949538249579	0.167218301569906	0.705055764260446	0.816402137718895	0.386686950755668	0.340984663981934	0.822927038294831	0.812648529263954	0.733588534656701	0.306154520218571	1	0.437790077189941	0.710385120526882	0.539319047813646	0.736761903265764	0.831888650792701	0.295162674060875	0.705332680249169	0.0598544759585538	0.427409531944361	0.352595061504774	0.520429282869608	0.648970089546648	-0.219738171877747	0.287992510304139	0.0183928254052934	0.193227816873833	0.201816819575356	0.38279009961133	0.139437717139346	0.168098102993088	-0.0967889360011516	0.532766285361696	-0.128987945563493	0.0277467704158105	0.313921117229872	-0.198508737106895	-0.0130217205027189	-0.0489103003425865	-0.00546038919792718	-0.115858986156474	0.210513017682652	-0.212337635381495	-0.101660221456756	0.11010645855393	-0.00668830802644122	0.0702497580935347	-0.100548838095484	-0.102245471334485	-0.280563502394541	-0.0454210277888598	-0.130227869066845	0.112611084159479	-0.00435337535502178	-0.0680483711379556	-0.138472148048163
PILRA	0.261963492228922	0.0118848836618306	0.57613505425082	0.420078989878007	0.722408335293422	0.297019847950532	0.727413781925751	0.507195441313769	0.0577361930662629	0.111792122407138	0.397619654439003	0.123600895571824	0.462820473830582	0.514848109456606	0.00344111017812416	0.0723164577210557	0.282460477591714	0.6751129106292	0.0266179752254384	-0.0881822643580706	0.483187145040017	-0.109354430048898	0.0623027104116363	0.677393637022696	0.713349472901234	-0.200664056135673	-0.0662592158829722	0.290637037173875	0.390663294863742	0.140432869682943	-0.10270854408491	-0.000741111386884017	0.408502246998239	-0.00835404065752469	-0.0532083688984803	0.197869650317145	0.179074133705515	0.548442852945756	0.0890912450619623	0.640788614461074	-0.00341277907261964	-0.0505658217361485	-0.00277992860774019	0.583792854457057	0.0883139681460865	-0.339428327828424	-0.155989112013143	0.55923617500177	0.0288401369965281	-0.135614856077718	0.246309469723659	-0.221578521722275	0.224915796254858	0.109579923552012	-0.0322714814155526	0.288482250763972	0.788382206097185	0.75878786351461	0.231692567750397	0.112255900587397	0.607983381493706	0.0797380054929863	0.437790077189941	1	0.510177910886054	0.0620678171969413	-0.0759860402683898	0.206214510969016	0.469485476060207	0.318590889507929	0.320745689402544	0.66129867065291	0.189404821226014	0.52659403955354	-0.0472208685062895	-0.25034261282618	0.552913731733802	-0.327839078960725	0.571674790235919	0.272208273637408	-0.275476036457447	-0.0981503498532533	-0.073449572129744	-0.297762417920798	-0.261990216376921	-0.409542259536806	-0.210968992253484	-0.318338498612172	-0.238172472219413	-0.456552412149768	-0.155240663106807	-0.167513162844915	-0.189943808828685	-0.104182449740149	-0.0151292686602232	-0.381160079133928	0.169093693717998	-0.409878577692425	-0.266365071397531	-0.381620059539026	-0.364783537409201	-0.358666426557173	-0.415946079662684	-0.386953843229764	-0.0564186517360001	-0.208735993292114	-0.393225834590329	-0.459560959317328
NRP1	0.879913438605226	0.557547980367081	0.886966000280657	0.735634781422149	0.894562992947588	0.741803205453879	0.866519341540529	0.956087895229279	0.656101761467324	0.694109448136975	0.856280917428182	0.608466597790203	0.93866608069175	0.953969634842614	0.676268910473951	0.811173500772764	0.785940486911038	0.695783076147308	0.575287507965858	0.541427661129733	0.595238078934659	-0.377915174210926	0.00156890575082403	0.871280956688822	0.881532770823886	-0.277612998630721	-0.102935804738501	-0.00783574019094208	0.78678425503398	0.374553899666024	0.506527008316965	0.608326005411716	0.604135884195588	0.19545088535949	-0.243722358644958	0.607241325174266	0.831707765638383	0.224536213940076	0.687601386081979	0.934414300645333	0.66215320944732	0.315821159525596	0.0935312618884519	0.983365464331908	0.759131160244385	-0.0238703134579817	0.274025995386142	0.577998902005815	-0.384117522612393	0.0588037775513442	0.643954918260936	-0.14403824335048	0.442269210304062	0.525008214450194	0.414737406775912	0.873861254719155	0.782445569444697	0.700241689986139	0.665151113119174	0.775414635845406	0.93963501780439	0.366040675005125	0.710385120526882	0.510177910886054	1	0.521328905811227	0.613127140904377	0.707646532995751	0.618898111020154	0.708329307788212	0.548255129233966	0.752969697969636	0.793964713212138	0.917080074732406	0.653840149846294	-0.162877071936275	0.737316780215479	-0.0697209822260939	0.614358310614498	0.644978822035422	0.0414618644196611	0.220602678230808	0.185486148752844	-0.186268141486398	0.435248037448504	-0.19323869963049	0.0489085162284426	0.157356580042737	-0.365362527612311	-0.14273936943197	-0.330722917052124	0.00543908625774838	-0.362079633572562	0.171659986957624	0.106837874294338	-0.197108850362913	0.166799449779635	0.168376501241539	-0.039211883758357	-0.210648146185425	-0.119002270151325	-0.308506593189121	-0.0345311828296769	-0.209019178805051	-0.0454688594201556	-0.0139925923438218	-0.142510065109507	-0.251169650251799
CD81	0.487264330089136	0.162949675644489	0.452531182283931	0.286569338748622	0.552133006813881	0.389634098151274	0.404401104176438	0.682186044319165	0.943603960331287	0.345896106900823	0.400460069645626	0.264845780478563	0.590541803405265	0.527865690733292	0.589107572563516	0.502616273597226	0.333334616851832	0.406269187479392	0.243010204686033	0.212724190472564	0.690918052786793	-0.41479929915713	-0.15939762353065	0.590702912315235	0.446404432576852	-0.343438469485183	-0.201799303312292	-0.174869180230255	0.688966427005699	0.0189385817570043	0.164973864777637	0.363521007853559	0.58674907655499	0.867691711353607	-0.360905426737243	0.171982104436459	0.431314230973072	0.303040037667781	0.37663811822494	0.458215434088203	0.405597630869548	0.960706986413814	-0.14743679047804	0.529629776339266	0.380499048716919	0.792033201308249	0.917944664113072	0.719938407092315	-0.389913536329725	0.843608350908797	0.34647600683872	-0.245430286846667	0.824704362706435	0.668521038705043	0.171101498618407	0.470526280416384	0.336536509919906	0.439938261752001	0.314259101737457	0.500457691635736	0.520106607447479	0.939428284034064	0.539319047813646	0.0620678171969413	0.521328905811227	1	0.85429125895055	0.363176513394892	0.618639595280826	0.830265644801424	0.0644237518340613	0.606467388885666	0.46685983203632	0.596540265317896	0.318120895516829	0.604064346030112	0.356079059388971	0.760602047591659	0.545138228762279	0.630397988563482	0.384396419371786	0.883999496439391	0.888418246036416	0.701849204221307	0.692137388767862	0.675483454632025	0.816763450124829	0.884529907648816	-0.388941200696262	0.72269686180381	-0.410342302854664	0.794419720801068	0.301801445032607	0.900130536105693	0.605286266532559	0.686375541121764	0.778736478460797	0.701150191940299	0.806068192754639	0.665349235561306	0.712789905148384	0.539641854370712	0.706456905751312	0.678659350736264	-0.200530624223393	0.799857974134028	0.719560944172056	0.640582000404102
SEMA4C	0.760606992954025	0.518478154340174	0.575640442958822	0.534360827534351	0.43980041008237	0.664176946590261	0.470358112975343	0.65016722801688	0.90591564672846	0.729950168109231	0.656430838410463	0.64583381041812	0.698426853328664	0.669478219731923	0.672882494735999	0.753551709290124	0.537293705573316	0.369200926634159	0.630888428384686	0.554007678273018	0.340706368473439	-0.366010833880617	-0.0410172212714075	0.454212865798043	0.441613201040781	-0.197360728905875	-0.109547954633728	-0.2578986216486	0.750199084101333	0.204230681621128	0.563057334001067	0.726809346488168	0.464343278599899	0.528725331212797	-0.242820896162311	0.53070243034641	0.695708409110504	-0.0105970449833618	0.73893316253703	0.520007551924499	0.759466450324967	0.728200222840155	0.0785809643089785	0.584813990004806	0.610223857128744	0.54575267816323	0.705096575883068	0.377727913744454	-0.404090862653247	0.532349501902112	0.67227253354294	-0.00127698690333085	0.469613185501671	0.513208485878103	0.560189569977575	0.733729312916527	0.187195512952841	0.187910675797091	0.639202596142478	0.823386543320194	0.547251774434384	0.651623595244095	0.736761903265764	-0.0759860402683898	0.613127140904377	0.85429125895055	1	0.676413535264863	0.335982901652776	0.789370246186374	0.099536393225544	0.355897683490795	0.528804052668609	0.535857875556124	0.707054744418682	0.247337903979806	0.291454463208498	0.529355798778665	0.203685095745145	0.434563716779723	0.487390305377368	0.601923838587584	0.596633948212548	0.378928056051216	0.871463191766659	0.417242047737291	0.524475036720381	0.792436914371081	-0.252441211542872	0.532543177989168	-0.156402361216356	0.465125621975012	0.0743313462417154	0.637328926883085	0.192973694806372	0.41217552914161	0.378293127570584	0.587820433769678	0.541334025037151	0.409836217843739	0.451050972333576	0.174698075778841	0.533746709519042	0.393412917893831	-0.0564413643911388	0.475986526396021	0.476754703844047	0.40038614224094
TLR7	0.924556748025536	0.728384888904853	0.835791398598737	0.831917248164802	0.504641585763575	0.955167238050737	0.627238627361764	0.612702551426525	0.493682705045159	0.896161399636358	0.875241480641775	0.938706775020001	0.761424482125019	0.808389875178228	0.452898003132757	0.793549865595586	0.851534436662409	0.542696651832777	0.869161473503054	0.742672394041242	0.0681607760504543	-0.256219976443665	0.108262318535013	0.491631741270688	0.626246571808061	-0.105279065863808	-0.078294391972305	-0.0812077348334423	0.568131345278876	0.380056931709933	0.718464632804828	0.876586079344614	0.322075908512608	-0.0907772715296775	-0.0887660637650808	0.707485044806039	0.908501435937741	-0.207273058324376	0.952495158180929	0.690288623088258	0.837999394454677	0.143968607813389	0.289127471872128	0.712220962006802	0.717063326406187	-0.155386950014025	0.0533072582060899	0.0807421318738125	-0.260843314988113	-0.140815439542301	0.795941653735278	0.113144661331288	0.0166941015218512	0.0918996581308672	0.797676344093106	0.920614340141364	0.232944702045872	0.116465498126051	0.877445933495678	0.882490789183439	0.725862781670347	0.0801241194622192	0.831888650792701	0.206214510969016	0.707646532995751	0.363176513394892	0.676413535264863	1	0.136497062778843	0.446076381830612	0.193585303658781	0.214775669374413	0.518497424582969	0.503122735526612	0.862909339590954	-0.454219811015052	0.267031158596549	-0.181271435633881	0.0214393077722928	0.132665876182945	0.336155008597461	-0.0513741276437546	-0.0711146005213063	-0.317662509217062	0.566072118823446	-0.30637684079051	-0.167299972074301	0.191678679335823	-0.186588039922596	-0.162253471867033	0.0474279364063701	-0.227209567963202	-0.417737630403507	-0.0161558167059772	-0.340698759441824	-0.293855580433904	-0.164912218434497	0.069962711861473	-0.153396532397885	-0.299241291758039	-0.267208579789084	-0.478684407779116	-0.155260848722229	-0.31998589615413	0.0393398081797529	-0.194583088889716	-0.247564805492746	-0.307172980781127
TNFRSF14	0.345347679320931	0.0892722722342208	0.521166039841683	0.333089766335524	0.795199124877447	0.17935576310146	0.566281619304359	0.774107290705661	0.583479144004837	0.0466676120175741	0.365882676290777	0.00864767989641843	0.608792002108176	0.581163498948682	0.448303319874521	0.310962926034861	0.284275613641596	0.566050159306212	0.00816429012425767	0.117891307185383	0.916277540745456	-0.0753647981432791	0.122508806360747	0.839391624754952	0.707293495513113	-0.121276996666742	0.00245462046830689	0.265625327121845	0.507939891059448	0.322940831073746	0.0393315601910536	0.0214804794441136	0.831915868899083	0.59738369357254	-0.104813958904638	0.139017214015962	0.301961367894965	0.74914655844459	0.0677468836637172	0.687584865185638	0.132530950734815	0.546854446487066	0.000845810499033516	0.677468773651038	0.245030274740952	0.325016200726812	0.536500290915892	0.858415033456332	0.0127491261494265	0.484518080031882	0.205825582767471	-0.167652212489165	0.836830529168954	0.560951340868489	-0.149092446504352	0.324240768394434	0.710776892780039	0.799235608091446	0.224886535097043	0.230393520631524	0.66234750449308	0.66572452155686	0.295162674060875	0.469485476060207	0.618898111020154	0.618639595280826	0.335982901652776	0.136497062778843	1	0.67941706057546	0.32900351313674	0.900278250052953	0.574845669903929	0.746866447314781	-0.00929188305027358	0.411087695645036	0.708558404472063	0.307655454984372	0.881675989564326	0.807751517824995	0.13819437674201	0.572288256237842	0.565105970851304	0.305435387448146	0.266998725525295	0.226835695164783	0.44381379033387	0.258698342925569	-0.157715602589585	0.154644765308872	-0.566696520417846	0.469499792336474	0.257517471820534	0.483179866339053	0.636193394364923	0.222231744450328	0.685108254795663	0.273418864736337	0.329078204938596	0.1777317576332	0.258569354663297	0.32928547578766	0.220726457868704	0.262267619918294	0.00345717657476107	0.417165283894154	0.256283299365962	0.130517983002959
NECTIN2	0.634165468658354	0.332151540048242	0.652351137619371	0.544636340574304	0.697880512608814	0.503541955524452	0.703490379255158	0.774845791722379	0.805257668297079	0.479716467227049	0.611232570914157	0.446977405636976	0.780817221633192	0.744486740695639	0.564584520960548	0.567210103517075	0.389458538172457	0.623772550153695	0.389174037224212	0.309977291391926	0.642963549495141	-0.1630701920513	0.173425724458294	0.723544330639713	0.678482783803823	-0.0574450928974529	0.12325584666362	0.131018113532073	0.810359676989522	0.374987022286286	0.369443163288347	0.476735149296239	0.690874088500948	0.579423670169773	-0.0270579162340229	0.496828686912999	0.506691600104625	0.515896006616473	0.498420158885416	0.721931128293644	0.585004788052919	0.709165671119821	0.192510296135987	0.721431440370801	0.42341660984391	0.452718066684205	0.678097964450357	0.693403777390335	-0.138395944004609	0.55340519127178	0.648961927299574	0.0439638390775419	0.652197397410703	0.496209544876324	0.347491873730401	0.62678456678578	0.552338536722339	0.563818014862797	0.534114165463467	0.643786490742466	0.672688612745378	0.709200422998146	0.705332680249169	0.318590889507929	0.708329307788212	0.830265644801424	0.789370246186374	0.446076381830612	0.67941706057546	1	0.184659362543522	0.701866974537277	0.473963974688014	0.651933982535378	0.391412623136691	0.31783763080099	0.543462333551516	0.448049877115836	0.564751445672273	0.57322029898968	0.440675761425223	0.614213340399288	0.62768335319599	0.358184586248153	0.638779197049385	0.32513517255919	0.485832543175437	0.574960908782443	-0.150860986011145	0.356757110142358	-0.36131232490638	0.482967317556128	0.296476681741829	0.599186957742338	0.322308033532991	0.307633469944934	0.57916852667094	0.330121680411486	0.466948014382327	0.28835230903041	0.355733359734056	0.248505659770188	0.347745581355651	0.31925043680879	0.152940941511586	0.448334885879404	0.386272450833554	0.275408072679502
TLR2	0.408781545053518	0.498999273607364	0.323856105720304	0.327015675446014	0.417081285340587	0.100181326099712	0.518477946729793	0.500396622060367	0.247995475249629	0.237694456936409	0.358888661730988	0.162293770424136	0.429665591766736	0.394221712280527	0.701976135205558	0.56394730795524	0.543517828533142	0.0465636648036847	0.34548496018403	0.514249175986786	0.318305646642112	-0.288862242538958	-0.287046190216223	0.348846148072648	0.342547532007451	-0.243392686622469	-0.281197183679745	-0.326347324840352	0.320944853877392	0.2432210319253	0.350777976189227	0.250044557101106	0.494552103536952	0.0162450859111343	-0.264786388816256	0.378688922390979	0.470000341502061	0.0580615863228948	0.223145843573116	0.501877451004521	0.297651816235851	-0.0386390407788245	-0.156419497015714	0.496063871545324	0.661399748287653	-0.107134389783914	-0.0307642000118568	0.20638706534045	-0.169768598048015	-0.141037967112541	0.195789921249138	-0.232981659922691	0.179496824301677	0.537401938156786	-0.0824797081734087	0.399580899598135	0.612446052338015	0.405936107439326	0.205115753911707	0.350606248908326	0.366461547485355	0.0182201052011954	0.0598544759585538	0.320745689402544	0.548255129233966	0.0644237518340613	0.099536393225544	0.193585303658781	0.32900351313674	0.184659362543522	1	0.391882250951427	0.760314224427145	0.648417541994995	0.416841524590299	-0.135111188669647	0.737562231427497	-0.152113170947061	0.339078079210059	0.567354636379021	-0.403451336416908	0.0289369562132336	-0.0293595143752415	-0.251269329144359	0.221267093157547	-0.170569742333864	-0.0584080073640718	-0.116706751565258	-0.095964484073956	-0.250035611449273	0.146032569987274	-0.0839492241797754	-0.383651566302898	-0.0788072195973742	0.163717092535238	-0.233881706251409	-0.131140883249528	0.240523554340924	-0.195177501655007	-0.211952509428611	-0.118936361755815	-0.292264389477327	-0.0132399075996167	-0.231517460072927	-0.285032148927998	-0.121301189628346	-0.185008719854286	-0.283518918512809
