""	CD44	ITGA4	GPR171	PTGER2	CD6	ITGB1	CXCR4	CD2	CLEC2D	TNFRSF14	CD96	TNFRSF1B	S1PR4	RPSA	CD3D	CD3G	VSIR	ANTXR1	CD8A	CD247	ACTR2	PTPRZ1	CD8B	SORL1	CD46	F2R	CD74	ERBB3	NCL	CD47	PTPRA	ITGAV	JMJD6	NOTCH1	CNTN1	LRP1	KLRD1	CXCR6	ROBO1	TSPAN5	HLA.DPB1	ATP5F1B	SMAP1	PDGFRA	THY1	HAVCR2	CANX	PTGER4	CD81
VSIR	0.0177418087434805	0.144089806119539	-0.0103025789073955	0.0526243383700898	0.047201487193129	0.576095364120157	0.25290805834717	-0.00571588769473581	0.114007649162568	0.205782497339332	-0.0456238728847458	0.882489602995509	-0.0349605579361008	0.489712022652076	-0.0104656487555792	-0.00326795377535369	1	0.263991010598168	-0.0974013210935957	-0.0508349935431553	0.770752396661372	0.207237991490705	-0.120353946523971	0.916682945598646	0.511034610820132	-0.0337142867949322	0.969597573230482	0.0534516767611688	0.482116608015833	0.377374474719503	0.467286622749713	0.380549778858315	0.512998379851758	0.330031268617964	0.165218036061577	0.447524274755667	-0.146221456171093	0.144429333008004	0.231080945180037	0.420486686356289	0.921230530742898	0.621929740159073	0.284355662655486	0.0578995195463906	0.399012957766697	0.95013469752427	0.522748839022131	0.191288622589096	0.734553467645253
ANTXR1	-0.115906376683602	-0.153284972111769	-0.156494006906813	-0.133596751941875	0.0327569463264965	0.477938204641977	-0.0356149084591343	-0.16703301324664	-0.0524411880048672	0.110089228079321	-0.15756059638099	0.222856470096328	-0.150926489746776	0.833377807962553	-0.108668538948533	-0.160774584652275	0.263991010598168	1	-0.1934654653089	-0.113785511891947	0.705784505344183	0.878448466854177	-0.195286230845189	0.224074164869841	0.747496826839296	0.274668930727415	0.222005892962005	0.440331642427789	0.915634071433791	0.675349430067621	0.88173584604197	0.861668122886683	0.533641033534591	0.650456001976876	0.868269709191239	0.74835542769432	-0.172198781055125	-0.0738705787480732	0.875495877773104	0.749236832630646	0.174798040764212	0.832922279031812	0.899980174554247	0.86684991734487	0.832256334192401	0.252072826298208	0.840440644292323	-0.0323467028828385	0.771139908926502
CD8A	0.983284255579029	0.9446912405053	0.986586485638103	0.969063697211004	0.955665820294086	0.528723445343844	0.925480645324401	0.992442148714302	0.942221172583485	0.894440609486786	0.989431398692543	0.263459514686165	0.982808468046096	0.106184523674166	0.986373628458156	0.989011184740379	-0.0974013210935957	-0.1934654653089	1	0.976107222451239	-0.0787282577555183	-0.394254298899442	0.994843162250999	-0.253053458458773	-0.15073273527867	0.855533106985535	-0.135347060029108	0.0105075774366199	-0.116239819167208	0.316436481080454	-0.130596060571923	-0.367900281847877	0.22785310067563	-0.528578248051034	-0.306101641300133	-0.518353369002403	0.969056486231718	0.945435457765315	-0.366279566944613	0.323393288329741	0.0468782150572639	-0.290712378026613	0.0883369399538751	-0.346627630728433	-0.446517504853458	-0.117981006610846	-0.393282571820713	0.887589984557773	-0.282002163213009
CD247	0.977712981197736	0.959188442298623	0.984342245284676	0.981835203659862	0.963444750294436	0.585411228768789	0.942252667885504	0.983015590294539	0.94817341863976	0.920303483889377	0.990938510981225	0.319151269449531	0.992582028730691	0.159588673440611	0.987051178237412	0.979390800477624	-0.0508349935431553	-0.113785511891947	0.976107222451239	1	-0.0239143367715303	-0.337409496260474	0.979200954135534	-0.21503363660396	-0.0864542546808797	0.87602117092968	-0.101835330521062	0.017802436753095	-0.0463520791689001	0.383014073581932	-0.0600025892719473	-0.308656302969999	0.255511590619171	-0.48125081071351	-0.256345713322067	-0.470771318357012	0.988270219420933	0.960020152452595	-0.311647558778253	0.384505894430038	0.0579629679386138	-0.237375931700739	0.149608697605916	-0.28944529177547	-0.407184783110767	-0.0564850258058214	-0.339450509697095	0.912009974369201	-0.226011776064214
ACTR2	0.0539085197512766	0.109486556017288	-0.00223993671412984	0.0441835664484014	0.14611587816447	0.734436607981974	0.232905472311344	-0.00200096877818907	0.15063012537834	0.291353032911924	-0.032826665057594	0.719951664632094	-0.0268598465687827	0.906421413287932	0.0171419855467157	0.00530495399739477	0.770752396661372	0.705784505344183	-0.0787282577555183	-0.0239143367715303	1	0.718251741068203	-0.0980226917840853	0.707744328104948	0.855477626495708	0.281342916219688	0.727886934316537	0.506440085793175	0.896474686491989	0.748246099048213	0.875075359740253	0.816219046701454	0.701688418266413	0.676974945470476	0.711585546373004	0.787255927760321	-0.129537482136622	0.140756766271535	0.728316038301167	0.816396252732174	0.713936646042833	0.920528318252399	0.773195963698427	0.628859143493301	0.803717310485992	0.675720377771582	0.880397916016477	0.17680055587262	0.957837332192546
PTPRZ1	-0.310624120037412	-0.338526583682352	-0.360062412265286	-0.345274671181011	-0.180786288951831	0.342746319900607	-0.244950833029798	-0.370600982934447	-0.232482678207238	-0.115421374520389	-0.372625182850789	0.114773583066004	-0.363752428430383	0.795946191908285	-0.328188658849888	-0.365621923980494	0.207237991490705	0.878448466854177	-0.394254298899442	-0.337409496260474	0.718251741068203	1	-0.399893021895279	0.284131130949646	0.839642968294036	0.113576828558008	0.184027139093322	0.659418289502461	0.891030982771834	0.655982963347389	0.898181185405015	0.967937954678913	0.467113141795862	0.888099889845628	0.991209923687093	0.925471199846132	-0.393446304890276	-0.298464225663758	0.991231296712508	0.661301859811367	0.125448410765955	0.850456555002352	0.829845976418354	0.977872773835705	0.950876263103811	0.152105072303551	0.933448700217953	-0.24759003532769	0.799218292125219
CD8B	0.983230335927314	0.938518369302401	0.989781682449494	0.972028207632127	0.960150267777914	0.524766150572804	0.917426537316428	0.987942577151124	0.943269278947215	0.900921480738291	0.992109577049845	0.237215881393184	0.983503804060965	0.0944462542722212	0.988552849223562	0.991498565861551	-0.120353946523971	-0.195286230845189	0.994843162250999	0.979200954135534	-0.0980226917840853	-0.399893021895279	1	-0.270978093201092	-0.162220475354755	0.857815117078738	-0.158898562534438	0.0191517564113378	-0.128008470850381	0.312590725881834	-0.142458455549798	-0.375728818161131	0.201933703263561	-0.53532741390686	-0.312451204670419	-0.533188346528694	0.974713564325076	0.945728785954724	-0.37652129996884	0.324454454423196	0.0243059813936487	-0.305219487485582	0.0816128058151144	-0.348543959959461	-0.459773123302104	-0.145790399519747	-0.40812994424062	0.896065430485847	-0.30106236290046
SORL1	-0.146533118313821	-0.0390236404311143	-0.164750016603253	-0.122599354856795	-0.114671161888542	0.466114955954784	0.0641344105506114	-0.177672133573724	-0.0388016142011565	0.00811719281613416	-0.213089486350724	0.752744677219661	-0.195611835427075	0.415995552099321	-0.177929340744652	-0.168502936001737	0.916682945598646	0.224074164869841	-0.253053458458773	-0.21503363660396	0.707744328104948	0.284131130949646	-0.270978093201092	1	0.539743762771818	-0.167690219223799	0.895136790253517	0.132987694593286	0.451706635369044	0.379264331197456	0.480273185716141	0.438167866445623	0.4808871087522	0.462418200158022	0.242159236904472	0.546757099759888	-0.303799113743197	-0.0529454226728527	0.308148070009339	0.338489849561726	0.810175240617579	0.605861972980033	0.242170423133354	0.119693563093413	0.463437622156002	0.867757072276388	0.574788224703284	0.0399027781347582	0.727593096276519
CD46	-0.0160127182018349	0.00760874002714559	-0.0753069218565975	-0.0593430077865645	0.0795661087225252	0.676904873760915	0.104932025786197	-0.0949083439347507	0.116957582369734	0.157567911873589	-0.110053545675062	0.486174781002079	-0.0883033679278949	0.83644196805639	-0.0555612954439911	-0.089174682248512	0.511034610820132	0.747496826839296	-0.15073273527867	-0.0864542546808797	0.855477626495708	0.839642968294036	-0.162220475354755	0.539743762771818	1	0.257667061176778	0.446947225641569	0.697771652180949	0.868097025452572	0.810014217800625	0.904757801134595	0.917518052996655	0.566062593002645	0.877325180039008	0.837575088092178	0.846482266642084	-0.18320621292313	0.0124965972053379	0.852796009389632	0.786192202500765	0.422666395376483	0.82422686039868	0.764809414925702	0.755519680269548	0.825502790214664	0.447173960564704	0.879399913119208	0.0749608726551899	0.849221727450717
F2R	0.88511337475607	0.821759855287176	0.864184109945691	0.86674714086452	0.935282413631819	0.730608302115296	0.848243773231745	0.86250038456401	0.872418612711854	0.913886018595678	0.867802463055826	0.296924978760919	0.858341411289173	0.541313275530741	0.884691142559396	0.865910558476417	-0.0337142867949322	0.274668930727415	0.855533106985535	0.87602117092968	0.281342916219688	0.113576828558008	0.857815117078738	-0.167690219223799	0.257667061176778	1	-0.0766144130542574	0.381366678501821	0.345107565039303	0.679323826219883	0.327160572326409	0.114305017891385	0.463943357552545	-0.108344013412025	0.207048726851281	-0.0725734666962828	0.849560414815728	0.857185161511705	0.131274175818158	0.70464013514737	0.089883012477213	0.138908544808069	0.541380573808436	0.167699814026132	0.0290626987573043	-0.106379440007965	0.0661392967694448	0.822943989952868	0.107654975317028
CD74	-0.0425526504948533	0.0817581501802129	-0.0633331643605498	0.0207916083420106	0.00514883560576425	0.514741311143214	0.194305088513225	-0.0549573531572887	0.0451547364357661	0.171799809999506	-0.0980997811374482	0.808151037985957	-0.0969661285968112	0.463440283278384	-0.0657028805178235	-0.0519685464372423	0.969597573230482	0.222005892962005	-0.135347060029108	-0.101835330521062	0.727886934316537	0.184027139093322	-0.158898562534438	0.895136790253517	0.446947225641569	-0.0766144130542574	1	0.113220137066724	0.437160343144817	0.326495702740846	0.421446672408059	0.348380869096669	0.540181657391204	0.318429408798457	0.147426197753846	0.463654917108235	-0.173081650939045	0.0720429292406088	0.214556875956936	0.353321435792155	0.965942617363403	0.625444002730631	0.249499303678161	0.0271630632106738	0.421860574934553	0.898850233795253	0.514395410602017	0.147684737178678	0.726337254169635
ERBB3	0.0753618086000469	0.0361890131175291	0.0416955998966713	0.0585462113346065	0.172181572986105	0.487495950051849	0.0887564422475549	0.0169176109045912	0.163038213851344	0.20076348708672	0.00537049748056099	0.064484448241539	-0.00429790578620313	0.636223152422152	0.0363677584891219	0.0357036958602715	0.0534516767611688	0.440331642427789	0.0105075774366199	0.017802436753095	0.506440085793175	0.659418289502461	0.0191517564113378	0.132987694593286	0.697771652180949	0.381366678501821	0.113220137066724	1	0.568130509817268	0.678010047317428	0.613075507673088	0.675904095094238	0.498002107818792	0.70192457942965	0.716572944257382	0.643757761127685	-0.00249011951535906	0.00917172494598303	0.678313257240323	0.598112197439344	0.197331828318832	0.539474661763904	0.590880497380439	0.618281845829199	0.657380400911366	-0.0769767932080439	0.607144087817512	0.13633448408463	0.505594762513301
NCL	-0.0102750184517833	-0.0209938816599328	-0.0659334546992274	-0.0399403895013082	0.123672367100368	0.658719521440024	0.116057598729069	-0.0673902473027752	0.0766509325031113	0.223522997387949	-0.0827334565280578	0.482901061776326	-0.0758444291272892	0.941342255062676	-0.0258957646550907	-0.0644057856917324	0.482116608015833	0.915634071433791	-0.116239819167208	-0.0463520791689001	0.896474686491989	0.891030982771834	-0.128008470850381	0.451706635369044	0.868097025452572	0.345107565039303	0.437160343144817	0.568130509817268	1	0.823848862510898	0.98446581850092	0.928056302451428	0.724615312295179	0.727062058353469	0.889750505990518	0.832361646825591	-0.133147901509878	0.0472109675791656	0.906429808025105	0.877102491162656	0.402741873458921	0.931201687008106	0.952350241720671	0.838206906095121	0.892511742918093	0.427232296708476	0.932930268429465	0.113688698723211	0.909513079969907
CD47	0.418038619050558	0.381246428335878	0.370335201999579	0.386436393982819	0.533200318756444	0.874163383307973	0.506806425829738	0.359433285422575	0.518434352173377	0.57568858067912	0.346761972111406	0.558962311232005	0.352644812924849	0.8552999829039	0.40046722921659	0.364400331079627	0.377374474719503	0.675349430067621	0.316436481080454	0.383014073581932	0.748246099048213	0.655982963347389	0.312590725881834	0.379264331197456	0.810014217800625	0.679323826219883	0.326495702740846	0.678010047317428	0.823848862510898	1	0.859883186108251	0.721070974356174	0.788152298684431	0.56010588902703	0.694788656464653	0.586273422220389	0.306432820300213	0.437021793725488	0.700251901905603	0.938684015328876	0.365967572691427	0.678938799135779	0.866376022637468	0.597750352057605	0.625801068647171	0.302585376100355	0.681425811231675	0.534748992207907	0.686026994191255
PTPRA	-0.021173742906884	-0.0378726022532278	-0.080157812239567	-0.0593805152052227	0.110388305269276	0.6593413601279	0.104436267255532	-0.0812177705084764	0.080838256951252	0.194026446301213	-0.0999860603095413	0.487537006869685	-0.0907710389096903	0.910466265083031	-0.0396992985155431	-0.0819725250860045	0.467286622749713	0.88173584604197	-0.130596060571923	-0.0600025892719473	0.875075359740253	0.898181185405015	-0.142458455549798	0.480273185716141	0.904757801134595	0.327160572326409	0.421446672408059	0.613075507673088	0.98446581850092	0.859883186108251	1	0.941829483310385	0.732774170998518	0.783810543655434	0.895366424814118	0.85463042228644	-0.147576385443692	0.028790020988525	0.924591981382704	0.870248051218045	0.377395493215518	0.909308137171309	0.933290518784477	0.832971680155794	0.89362598433752	0.41081939058398	0.933574242382142	0.117723104435604	0.895662365145704
ITGAV	-0.2602318489153	-0.273721452789017	-0.317850114002252	-0.30021967595378	-0.135616126353965	0.474772233855387	-0.158090244584457	-0.329822453828572	-0.154126903569217	-0.0512928873642303	-0.340121667618862	0.292686102203285	-0.330988202891684	0.82689083418402	-0.286572735786407	-0.322282222881589	0.380549778858315	0.861668122886683	-0.367900281847877	-0.308656302969999	0.816219046701454	0.967937954678913	-0.375728818161131	0.438167866445623	0.917518052996655	0.114305017891385	0.348380869096669	0.675904095094238	0.928056302451428	0.721070974356174	0.941829483310385	1	0.563584883977209	0.910196304672655	0.957194567865872	0.937746287187045	-0.383337378961294	-0.22736403691527	0.974544917494504	0.721697224613573	0.283930695961568	0.89246270857549	0.833864729462812	0.905323862360818	0.956087926949267	0.314519424765747	0.965765624148449	-0.143107346755782	0.876740523362388
