""	TREM2	LRP1	CD74	CD81	SORL1	TLR4	ABCA1	SORT1	C3AR1	CD4	PLXDC2	VSIR	RHBDF2	ITGAM	LAIR1	CD33	AXL	PLAUR	TMIGD3	ITGAV	HAVCR2	ITGB2	CD46	ADORA3	TNFRSF1A	ADRB2	CCR1	TNFRSF1B	ITGAX	INSR	KCNQ3	ITGB1	TSPAN14	TLR2	MERTK	P2RY12	C5AR2	C5AR1	LPP	TLR1	TLR6	ALOX5	ADCY7	C1QBP	PTPRC	PILRA	CANX	TLR7	IL6R	TFRC	STAB1	FPR1	CXCR4	GPNMB	MCFD2	LILRA4	MRC2	RYR1	PLXNB2	MILR1	SLC1A5	ENG	LAMP1	CD47	SIRPA	APLP2	LILRB1	PTPRA	PILRB	CLEC2D
PLXDC2	0.806245109893394	0.604374980410993	0.865914412605226	0.807412609517145	0.931730614179436	-0.120396890331014	0.768551146407747	0.722867971807243	0.517036870796208	0.75659323862506	1	0.857640533522666	0.924157787781383	0.536784307641293	0.830981518133239	0.329744505703153	0.852883449249864	0.42832046513632	0.73857005198882	0.402496050425067	0.713082375415767	0.666261461247764	0.337952927464754	0.75204511068542	0.758815282813306	0.739229449014914	0.640305901234084	0.658444154188241	0.612078172421735	0.77773840940309	0.876236292517187	0.642695287182542	0.596195882801375	0.58435671465903	0.849752002105148	0.660179441127106	0.403799880456245	0.817414791254737	0.578611240256417	0.227701764192151	0.415027749734824	0.784630286806499	0.710849439107029	0.662027966977512	0.783249157123539	0.349187931462711	0.489032745023097	0.660771904690139	0.610519200934911	0.831367444860502	0.28593107442473	0.712166360753533	0.690264684797673	0.333700175213372	0.161565105160095	0.0657495096231082	0.10666090117292	0.214568237315737	0.655213655547724	0.118109956545759	0.673124726755521	0.527298811326829	0.330922454745149	0.0946843283069304	0.677850067803512	0.769366080884006	0.566643078631654	0.620804478339959	0.391824902867885	0.508019216720623
VSIR	0.815095817032078	0.636685217492569	0.851701881496943	0.764798334833083	0.854424696141368	0.210881486504632	0.523259384237334	0.695539865480463	0.663079582797811	0.789094908830259	0.857640533522666	1	0.880242386344175	0.63711394181083	0.803688765497104	0.335517984301916	0.758526670973441	0.418732977608011	0.792431081285021	0.433947202317645	0.690202387845559	0.756616232123975	0.489361692060566	0.733065260601599	0.759458905913873	0.774115052028083	0.642487294669318	0.703922801253226	0.744431350688223	0.686409804153115	0.690993406463255	0.667963332067514	0.713033059276167	0.588533674712664	0.787330592331212	0.790185371949866	0.400925572045827	0.606609415712434	0.554928737666625	0.35320824470759	0.599608546345594	0.675968259798564	0.783252587720545	0.557972713250597	0.794117074057196	0.521077402147269	0.504637765134397	0.690335857382847	0.652881826112908	0.67448059149878	0.136647449014377	0.795578971491583	0.59393143578982	0.251770109668764	0.217151497045664	0.367592997706263	0.293508465748905	0.376238465916568	0.727418819345789	0.199825254936498	0.612019336032955	0.516604837445805	0.349970135719991	0.342188804249256	0.535198970891145	0.754136613128566	0.567559370176997	0.555470896832993	0.436952577820871	0.462230173439097
RHBDF2	0.8205219282232	0.627779209494852	0.881021242602733	0.850673223758235	0.949526890147984	0.0776724805671633	0.716355451396405	0.783091949677373	0.619085106571026	0.79844911696208	0.924157787781383	0.880242386344175	1	0.691322433023281	0.765833052394036	0.408059172258922	0.830934516990469	0.422458618736984	0.741967479309395	0.441076209802475	0.632334319511136	0.702613400875491	0.451303768258909	0.782909521316282	0.824618550531228	0.683934958091845	0.654611318919887	0.735897471526898	0.716182429118803	0.771984224871409	0.864569499210348	0.687445531947337	0.64962791299206	0.634825474296336	0.8829958757205	0.6568945587078	0.432394496868943	0.813622374621259	0.628256766834975	0.310926508101136	0.542210466933259	0.643828153701023	0.815731130792191	0.535585060234514	0.881832205981949	0.483067449598239	0.617257953644762	0.676456075451186	0.609612364124023	0.824777672966048	0.335185796119623	0.719977085785327	0.724732578133602	0.322652091868409	0.290738492184435	0.211828668117965	0.164348312389299	0.34001541070673	0.676599693080143	0.33670067400578	0.71509325299788	0.526815361167885	0.450527230794885	0.225805208250435	0.565521320390964	0.803824413500337	0.629881240862119	0.692700950880364	0.54281370664711	0.542041543871892
ITGAM	0.577684124472404	0.385419915163193	0.656295437803211	0.71890474948981	0.600295957287687	0.423338266773246	0.423409446678024	0.424492558599488	0.595133057502284	0.53566232466451	0.536784307641293	0.63711394181083	0.691322433023281	1	0.350157069743453	0.451280659160107	0.606480236073097	0.179869076092596	0.426013061930282	0.238142034876967	0.222917277434828	0.521798038025397	0.315898608141226	0.42789708620451	0.618153396337349	0.334101085784891	0.394811521861836	0.604183821212367	0.630188295018318	0.559488073814489	0.572343053592391	0.410786420493602	0.491451164705852	0.531213529525973	0.577534953386063	0.436405346197828	0.132151370431005	0.585072041815255	0.553640737041912	0.160412639648437	0.618379141992236	0.228731052042378	0.559560863704343	0.323908851933214	0.645281183455389	0.506128983330734	0.556797471661819	0.320244705138059	0.253197464394782	0.60488862530002	0.285798293868372	0.458445025669133	0.418725291255442	0.368521116058531	0.178391620871272	0.465457700216105	0.34309681112161	0.459818876666058	0.520230902026335	0.535092557669774	0.513329570263791	0.188043328275285	0.610395358808435	0.182591098412511	0.206572557500001	0.49547003310035	0.50264232765424	0.527513602098678	0.593808353700775	0.336802384424251
LAIR1	0.716689584422202	0.691338029037924	0.727728469780735	0.678195815999168	0.808797982056394	-0.0378466036769704	0.584491204960629	0.648076839399463	0.562786645989097	0.666750692991563	0.830981518133239	0.803688765497104	0.765833052394036	0.350157069743453	1	0.23785155243607	0.722655705892626	0.412935101133806	0.746878297584035	0.504674694565239	0.752481089867057	0.690579572118627	0.466228976710454	0.686118354232879	0.714203766765866	0.823367890142074	0.648402589557619	0.61115559288045	0.459158997554758	0.560865824894984	0.626871088847727	0.68812560968358	0.718364836835648	0.466249215595772	0.697369005962112	0.574346930605752	0.365134274138282	0.588108582450504	0.467406192180595	0.28236040688507	0.311528324982449	0.815633027349199	0.704800980869036	0.62625983067944	0.653823492061488	0.21498435936293	0.435431089228245	0.804003124277653	0.673024074892455	0.646756258211454	0.196246013095282	0.694584632888864	0.651820282220447	0.273095852553355	0.125615324646196	0.181768585205407	0.173945101192423	0.0999630576285441	0.673539227525723	-0.190432686287325	0.617200260301204	0.497031850486156	0.147852558103934	0.325913591132703	0.735657193706396	0.793248764484165	0.647107157477752	0.464465929035418	0.263526080908908	0.547687322459614
CD33	0.225966948786041	0.0973346760518768	0.439758812192001	0.627165081553116	0.335277472321484	-0.104101500855364	0.0992809403802797	0.0449657362697427	0.438118516073686	0.00459540973674591	0.329744505703153	0.335517984301916	0.408059172258922	0.451280659160107	0.23785155243607	1	0.434867478035732	-0.163387668935238	0.182053508716402	-0.252855935509183	-0.209851803736975	0.18217029121131	0.144879050381146	-0.0690404214531641	0.309885100997798	-0.0401549732098291	-0.115663689557768	0.0607643700594277	0.0538188008235963	0.309018922332973	0.298662097055788	0.223054730609564	0.215818570311356	-0.17533479910492	0.582386728796343	-0.0727073907944179	-0.28051892212374	0.285676078398607	0.49882587695176	-0.393947164104576	0.61959099079522	-0.0483722075396212	0.503076327110122	0.122247132728097	0.34859428792996	0.426704312821465	0.556724902959863	0.392908371203402	-0.326619612380035	0.510296676621619	0.662847159653473	0.152454279150962	0.161997009397761	-0.0729130507946181	-0.060734098273095	0.381519928113397	0.427585462181449	-0.385741919508523	0.474632485005854	0.401690100225674	0.353238615454192	-0.279669367938455	0.832598307043654	-0.0308913558457962	-0.117394158891491	0.347321517812124	0.398695916255491	0.781175535020943	0.50940478361201	0.552461071050313
AXL	0.903184826473596	0.682484230079478	0.906037828183528	0.899957994223424	0.846210095848632	-0.164318056545813	0.697643628708917	0.590114782982538	0.615502094489718	0.650367448631994	0.852883449249864	0.758526670973441	0.830934516990469	0.606480236073097	0.722655705892626	0.434867478035732	1	0.462833904572739	0.721616500917486	0.537248843843052	0.561240739011778	0.770127448425394	0.415789773303601	0.716930817361177	0.837944410426979	0.676865838599679	0.660461973635655	0.766637722880475	0.540665682722097	0.75481955935449	0.734118199618302	0.741595649588821	0.644070347517561	0.598428945843355	0.794802855742427	0.399350436784463	0.323691980733015	0.83732964567722	0.439417086694885	0.17056124525277	0.431179708020501	0.663217108979869	0.75261008590101	0.757715860126336	0.761364571893178	0.37539677857922	0.607031253413977	0.560285019216207	0.545036824548487	0.768646086899912	0.27022342277933	0.730312543779829	0.768293045340066	0.60033419767751	0.151139710937918	0.239380330174105	-0.00580401047017763	0.0182290284181853	0.572465202192942	0.106439343842786	0.706793591788733	0.416400830184548	0.492460491311353	0.142937439749498	0.533895161078085	0.808696919135637	0.662426748826584	0.597742555873426	0.27409382754965	0.43859157918778
PLAUR	0.707976586342024	0.792770169744598	0.587375875905665	0.40218830777063	0.540959474793124	0.075239803103067	0.520175514226778	0.707613428753039	0.599978335694475	0.58794853570716	0.42832046513632	0.418732977608011	0.422458618736984	0.179869076092596	0.412935101133806	-0.163387668935238	0.462833904572739	1	0.745833124664228	0.821891060827877	0.567311999862557	0.696047141832794	0.568226130908903	0.738821621509609	0.611365033571912	0.509474007279519	0.814011747085112	0.701399820286324	0.681169490983572	0.142951407164718	0.356444517631629	0.680084051086864	0.672137833197064	0.800957928442977	0.503910930739502	0.316995498010736	0.851998463545107	0.565303163382854	0.147687411462052	0.833751850722895	0.403209691863064	0.458254922053439	0.542711158382927	0.474861017695268	0.618443245482948	0.233733935032629	0.412628353767269	0.370739767105645	0.682856244738168	0.30338320180335	-0.149487166384874	0.790201357366603	0.757210487073479	0.378207558064265	0.69526151661618	0.117207331273262	-0.237928058362163	0.261640285495903	0.26140937075599	-0.0844753637704066	0.696642979132284	0.783545812685772	0.028684911074995	0.526486419286725	0.651932112905571	0.659593436752493	0.494052409292128	0.0684596438811204	-0.225928393095631	0.215522863763573
TMIGD3	0.876949941262821	0.805861614601338	0.830839603807371	0.709546232565349	0.764325665131596	0.0466704191535043	0.55344608909506	0.72492194087241	0.696782408482786	0.681181563325108	0.73857005198882	0.792431081285021	0.741967479309395	0.426013061930282	0.746878297584035	0.182053508716402	0.721616500917486	0.745833124664228	1	0.737385328591466	0.644150453954779	0.864233894762208	0.442331609395826	0.800313082602865	0.750660134300851	0.70723840541849	0.826777928497641	0.747955613722313	0.687748056255479	0.450919014539343	0.522549016685186	0.741378849590592	0.797427649672151	0.65221481296226	0.736063280875173	0.54648832958452	0.719483717617845	0.692637488901235	0.271792565633406	0.547730282884974	0.617103611521132	0.657284849411125	0.773452714374424	0.603576823097156	0.720921154436795	0.326421064085658	0.478627664023348	0.738843016724906	0.735829845064241	0.633474216373423	0.0194791457431687	0.935365507715224	0.757622087225155	0.380753655051265	0.405162357811767	0.20622619474189	0.159283610318802	0.20081910514183	0.566279114545597	-0.00199686285281102	0.738729240258339	0.567300272867666	0.21052382750117	0.388479267704891	0.678989975339081	0.793258044630269	0.609407540234205	0.388622329533572	0.0652715964739786	0.328904101234845
ITGAV	0.730938111596629	0.83997456066245	0.570559412405354	0.420697654878426	0.5177872204407	0.11040565755053	0.506685419887555	0.598757242431601	0.536630835578943	0.548545634193047	0.402496050425067	0.433947202317645	0.441076209802475	0.238142034876967	0.504674694565239	-0.252855935509183	0.537248843843052	0.821891060827877	0.737385328591466	1	0.581025507288377	0.77801071981438	0.535203649764253	0.759651047529287	0.694147675043652	0.63137746835584	0.839006188094086	0.805351817109536	0.55152041487855	0.202439928067759	0.274629425594457	0.755751151490755	0.697900486968175	0.761102784925826	0.380409333992143	0.244352884894266	0.771023895131132	0.537737355655208	0.0459694787635842	0.756188963188199	0.25276656315159	0.504056338317437	0.528712684841069	0.527953387870366	0.5587174384218	0.0635861507768327	0.401652359603685	0.4115372242571	0.800735331576321	0.23910479705955	-0.187756878703375	0.734274617307637	0.80274998985184	0.590409457620223	0.525915506208344	0.175964296465177	-0.212995657938783	0.253329444929075	0.259420414598851	-0.172320760932474	0.581334909822136	0.616863684597491	-0.0797998413544815	0.523075839989236	0.602352773185116	0.65292607676406	0.59040260669541	0.0149506746961482	-0.25687666948807	0.141344850309643
HAVCR2	0.644417092122841	0.669132487178381	0.559187387194426	0.383004594919578	0.689812453516963	0.100793374317806	0.504313430625101	0.713244328302166	0.364056595299962	0.708288464997525	0.713082375415767	0.690202387845559	0.632334319511136	0.222917277434828	0.752481089867057	-0.209851803736975	0.561240739011778	0.567311999862557	0.644150453954779	0.581025507288377	1	0.581852635609541	0.390712129011602	0.775393413849448	0.513398956563719	0.912573076209372	0.694553995616409	0.651430212175223	0.619252849823881	0.566569595799114	0.584149766409233	0.565859729219818	0.642600738546016	0.724317197517783	0.448118960822723	0.723623396360612	0.470905852577353	0.47799508962547	0.343823276980735	0.562271194514809	0.101969098981395	0.891062533436927	0.423418145125549	0.688388481375556	0.525035813600415	0.0833348967360558	0.0952928670930622	0.452197029707912	0.839698489732089	0.449972844136311	-0.182512543343837	0.67196940863763	0.573932099136318	0.294998837594731	0.118204327923117	-0.101500458877113	-0.191478709176751	0.406621427192801	0.520170635009863	-0.215829371408839	0.374885788728004	0.706804596965508	-0.240015188086291	0.302935960662537	0.770067385307727	0.580072957000482	0.484272625242613	0.0750822660810269	-0.0393765134129931	0.207895071424218
ITGB2	0.900520794884294	0.847246240237294	0.84024334454795	0.790985893381808	0.698714311388992	0.101897545735176	0.624257660503471	0.644751562409505	0.820049822921217	0.734826503794553	0.666261461247764	0.756616232123975	0.702613400875491	0.521798038025397	0.690579572118627	0.18217029121131	0.770127448425394	0.696047141832794	0.864233894762208	0.77801071981438	0.581852635609541	1	0.580436825604434	0.739939327400533	0.841292700463187	0.688108570911916	0.83516425012877	0.869076206042961	0.702526084392257	0.535994087774416	0.42571662083447	0.822947701513913	0.809665123428157	0.692239057431294	0.689532978430524	0.451507379367	0.630231374542009	0.69756959658212	0.309478132661968	0.545151686287693	0.600254319725307	0.538824400762537	0.752092437532706	0.608820956167968	0.75714725295309	0.416358487192032	0.642189539379209	0.672552981624406	0.653270124326351	0.514684618896479	0.0617258077138353	0.918371132917157	0.786849011847509	0.576136149849615	0.477593264221174	0.429653836565499	0.0928348837276434	0.191778346875248	0.655962830453597	-0.0231359583979482	0.756844151322161	0.502687585146042	0.353833734881706	0.542858464813011	0.673277948326058	0.875185347891628	0.641511465357561	0.364435115738147	0.114109109840754	0.468732349641633
CD46	0.537458318020766	0.734676413062067	0.555746578340459	0.501035534059767	0.542728279872587	0.371315258915344	0.31021490929105	0.620727473878494	0.706541170200389	0.566792565499449	0.337952927464754	0.489361692060566	0.451303768258909	0.315898608141226	0.466228976710454	0.144879050381146	0.415789773303601	0.568226130908903	0.442331609395826	0.535203649764253	0.390712129011602	0.580436825604434	1	0.562185692566944	0.677103442975078	0.468017921137177	0.514359734978333	0.648882669057921	0.589925145297282	0.0730904519629224	0.328591138390288	0.805228351571349	0.672162703160925	0.568712686491072	0.523207326122424	0.234625032821694	0.43707062654241	0.301133553511365	0.44316062895182	0.638147553257378	0.423701054066563	0.22295360361835	0.631930278342703	0.267667001223607	0.692809577469457	0.537279140500951	0.706885130627958	0.398996490021661	0.465673319040678	0.116549533728652	0.0335494564636577	0.513402689882211	0.648899135712497	0.173378549274883	0.687779470479093	0.644798708657493	-0.0855075262541962	0.224092111691079	0.392031183783612	0.193914792222365	0.570624591031303	0.635303321990005	0.32197330431878	0.838102618625554	0.317912668118035	0.677525967941066	0.658673516219033	0.288075540752136	0.170685889814081	0.537304416704637
