""	THY1	MYLK	TNFRSF12A	PARD3	TNFRSF1A	CHRM3	ITGB8	LRP6	CAV1	F2R	IL13RA2	CD9	PTPRS	CELSR2	CD81	MCFD2	KCND2	PTPRA	PLXNB2	SORT1	CD47	NOTCH1	ITGB1	ITGB5	SEMA4C	KCNJ10	PODXL	LRP1	ERBB3	APLP2	SMAP1	ITGAV	PLXNB1	CADM1	CXADR	ITGA3	NRCAM	OPRD1	TRAF2	EDNRB	IGF1R	LINGO1	IGF2R	LIFR	MCAM	LPP	GPR37L1	TSPAN15	LRP8	TRADD	CANX	PILRB	HLA.DPA1	NCSTN	SLC16A1	JMJD6	TSPAN5	NOTCH2	RACK1	AMFR	STX4	CD63	TFRC	LAMP1	CD74	CD53	SORL1	ABCA1	TSPAN14	LAG3	ADGRE5	CD44	CLEC2D	CD69	CXCR4	PTGER4
IL13RA2	0.916270204124662	0.93478864023235	0.928123748376946	0.970820825454627	0.922830795227823	0.945144431233575	0.969012934929503	0.974898143181446	0.748671917846912	0.933102807949637	1	0.909218429807277	0.883850629207679	0.984142131538011	0.912812037641097	0.919904665499256	0.875009331832846	0.915465029100116	0.931255674700739	0.965408499299896	0.894674212461963	0.961213359858422	0.952401951236024	0.891055737917393	0.794133719729632	0.633569521150696	0.905350267014221	0.966786905180409	0.928305112733813	0.971150084146255	0.912562162589322	0.981382807560285	0.859207582035286	0.955286174822176	0.930229798663352	0.900942530079405	0.978439330448401	0.91555179301045	0.893160891925514	0.947746898247878	0.967845006896422	0.819004957425733	0.887109677766895	0.979677364367141	0.925098374447327	0.970150129124691	0.852546221809546	0.699126062046726	0.866053720462248	0.740192110502548	0.907675400089081	0.927848016732647	0.839965089280925	0.882547308793236	0.944122823739076	0.961377904023907	0.963422415904718	0.988386741258041	0.724925389629515	0.956921231979369	0.956468709842687	0.956810305192218	0.88650686229034	0.928998992044008	0.860147870319941	0.632142462305643	0.881799083040833	0.974543742493151	0.904116910481465	0.726099967113188	0.850946691349039	0.895703255303508	0.598880998892517	0.338404196399989	0.584141253683638	0.570464600355745
CD9	0.853099318076021	0.910742779477154	0.953960971297379	0.950227428250736	0.968391718620031	0.916729678824697	0.938024462010996	0.9639803620827	0.797153438839662	0.954680685524983	0.909218429807277	1	0.977643614987008	0.9341271678422	0.957666727112322	0.949541055174787	0.915589798747187	0.972018060502668	0.957861724808468	0.978659508916082	0.973301337433669	0.977660065052165	0.965221811998806	0.961964155935185	0.96348485312978	0.778158469053442	0.962282469961841	0.963598207260671	0.915175028502535	0.971739143366005	0.968593851796046	0.962566368957354	0.953192905618637	0.907625866651738	0.9861546801264	0.925335709255294	0.953322350542593	0.815343027839204	0.942663443834765	0.930980525983764	0.959573150479952	0.905235539993713	0.944739508374445	0.904235162596758	0.945752483016545	0.969947083899488	0.933738574564976	0.831698462321779	0.91053169028144	0.817839940137126	0.967415439839682	0.98328531109757	0.817989320015741	0.982921899233778	0.976524244387981	0.978583183686593	0.971538826951532	0.947074266169994	0.849650173784224	0.973662345781704	0.961492422129102	0.971153271448534	0.946432789345024	0.97593126128768	0.886758350513165	0.757583325321411	0.915350163688611	0.958487517098946	0.983080812076307	0.829771214942844	0.930170293598134	0.938687189488285	0.759825290428637	0.494435491205027	0.678962671460323	0.68958235084343
PTPRS	0.786782344738504	0.859141350897564	0.92039176015044	0.922947672974827	0.932002221458491	0.902938465958174	0.918762944915372	0.948769685688492	0.733067910878846	0.916445994319499	0.883850629207679	0.977643614987008	1	0.907287153286047	0.921625904229557	0.92282534327509	0.932367098008518	0.954109947196036	0.920933555375927	0.959988977360815	0.955083314562908	0.949046243849688	0.926189263121492	0.957301747133782	0.959708394571398	0.788535483640297	0.938025507543775	0.951195459290707	0.918466154741251	0.938356326036137	0.961776953240935	0.930885920031155	0.962894727124574	0.877369171927277	0.974642190833061	0.882954715737217	0.914725929400871	0.782954232755128	0.917597638579784	0.925172361750081	0.92448193367249	0.925656575479548	0.928738879272635	0.87005567587812	0.91184575564671	0.938197044711	0.94766733865481	0.805846074599107	0.884410674023806	0.77239950588207	0.938724947181929	0.971215563049921	0.756722990660003	0.966889768372111	0.960126907603261	0.962343946984698	0.945432428181901	0.915466139619298	0.808738625446499	0.940573139027948	0.924981524282646	0.938088395536478	0.927810828393282	0.948993990192309	0.844482817407565	0.747580586401504	0.884426754508679	0.936874016943622	0.971619361895567	0.801068386846623	0.902750656479386	0.91328555488027	0.802636708301073	0.511021666973047	0.678000018667562	0.676749549886336
CELSR2	0.90319389194895	0.904478353605709	0.92079249543323	0.989341644619141	0.916730793562809	0.984644882947463	0.995692585626186	0.990208002031525	0.699897790433114	0.917337241452753	0.984142131538011	0.9341271678422	0.907287153286047	1	0.90041535183243	0.899840158982977	0.918782637373445	0.91345864848772	0.924672615474624	0.980227730844721	0.900584744253067	0.970909585133975	0.940275157326963	0.881870398334977	0.818118767122236	0.702633207978622	0.903278933622356	0.986372617665702	0.959392177808554	0.978303369884472	0.925255776548303	0.987294231022716	0.902903474713359	0.976128207819251	0.961773071376212	0.871755632439765	0.982448377290776	0.930805227456666	0.87976321554464	0.971935502847115	0.966234195314694	0.868649109054362	0.87283975459886	0.990264907367054	0.913319253337609	0.973436199108325	0.907959521852018	0.68530822094337	0.838913224189881	0.743404368165125	0.898429247198355	0.938254915192076	0.812478040335096	0.896340382149164	0.945604238249024	0.976832093908518	0.968013816948071	0.987461436980569	0.714669905825824	0.96874907037974	0.944649151512817	0.948971251382303	0.878559224181974	0.923856251258191	0.834986498056372	0.632648272870668	0.889155724391961	0.984831079722553	0.913300607675671	0.717898999047347	0.861072041092609	0.891695880374839	0.637691438721734	0.376514266255224	0.613545732552494	0.593651166514526
CD81	0.874962300990165	0.966276792362459	0.984143301225205	0.907190311916489	0.997729900122212	0.840849421922949	0.880536954596462	0.928153738755736	0.895215663898702	0.987327586311009	0.912812037641097	0.957666727112322	0.921625904229557	0.90041535183243	1	0.988433360105326	0.805665689220253	0.987894313018681	0.991883490524137	0.950130411314238	0.983441780953093	0.968689763920502	0.988738590043947	0.977918495501416	0.933487317144409	0.649080416670951	0.959739757918262	0.910405820985002	0.832421910408393	0.965662677464688	0.955571121045522	0.949020802199539	0.859550840889648	0.868506662227682	0.941605895225242	0.978343243818486	0.949782950520368	0.782280738272032	0.990708700724726	0.876400960267512	0.968982381503454	0.786727371537371	0.985094563521022	0.879710717786778	0.975763297973537	0.970590415945829	0.818204680248891	0.895198361430879	0.975240310317829	0.869209816063221	0.995137099583868	0.97131062616261	0.899058042197912	0.974122169541304	0.98284661705033	0.954701294545415	0.970504075882536	0.943552897923916	0.917898760677599	0.966951537300841	0.987584344972211	0.985934144163742	0.987483157293153	0.994697184237903	0.964215921258791	0.80885194772168	0.943912961577626	0.932770722399887	0.973174712169594	0.890732809596926	0.950878650259377	0.965436861515825	0.719204784566552	0.482600617226274	0.67240659200647	0.706829563725166
MCFD2	0.873913378846673	0.976221966780769	0.978867367873186	0.917988220553617	0.989237642732118	0.83591565008594	0.879724848928091	0.934251525760426	0.905203786088129	0.985440425463771	0.919904665499256	0.949541055174787	0.92282534327509	0.899840158982977	0.988433360105326	1	0.82859839686256	0.980724888762766	0.979941620568628	0.9514321555314	0.965566217318498	0.96052073836845	0.983944662466284	0.98578948431852	0.925989178861875	0.649587465588488	0.982420175466648	0.918008554484455	0.856018351728589	0.955708482201831	0.96067701024731	0.944329599541181	0.876010199002423	0.848599696075788	0.93248173602625	0.970826039077715	0.939276432092695	0.752570878015954	0.978148386820733	0.897478011418647	0.9613528655535	0.820306145281005	0.988518720616223	0.873189000868449	0.993415254096263	0.970675821966944	0.828099928721776	0.906265924153645	0.984292936313304	0.812637685401071	0.993512466064285	0.963378845537427	0.871342848086425	0.963913768985236	0.98002071782215	0.95104385726841	0.958372893848086	0.939498086680149	0.886047651304118	0.947213784848813	0.979944257022627	0.977656247404158	0.975421265932191	0.985990631835848	0.936720540349096	0.753079132319613	0.899315592733017	0.925739021665233	0.967015116745338	0.850487617537353	0.905465646908246	0.932613915655996	0.68561075296291	0.413816286646746	0.602738623560135	0.646619227441877
KCND2	0.720018448415341	0.76949873006549	0.813885218351455	0.929179534587503	0.83114664929764	0.937304286571171	0.937965927830403	0.938346659472153	0.561826454099955	0.817209326407731	0.875009331832846	0.915589798747187	0.932367098008518	0.918782637373445	0.805665689220253	0.82859839686256	1	0.861318986783963	0.814671970664771	0.931903071923958	0.849086074527318	0.893594672487343	0.837931057177226	0.85011064857328	0.842317135370423	0.876432303417161	0.883384474708345	0.962177779751203	0.98701819936274	0.884415253925788	0.915990660024114	0.893108818963072	0.978441977485221	0.860585280969576	0.926907783788339	0.747248537855875	0.865800556661944	0.778123238632158	0.791863865657796	0.967416378547288	0.855779805912078	0.982460212613522	0.826343323477412	0.872755005458559	0.842721947343454	0.887971282968251	0.991171264378962	0.65987250887223	0.763835004572877	0.645291810805513	0.833626449725398	0.896779361071081	0.65908522437177	0.873176533326606	0.880910502349227	0.928992993477312	0.883051469678476	0.88613308063534	0.650974280774196	0.872405695729062	0.84609815580006	0.851040995784299	0.814636839112914	0.853480273806281	0.706220520122229	0.604661835957642	0.792354339837067	0.909504253448447	0.896842201260047	0.614938153137603	0.770149484761095	0.80092515900706	0.713284353092182	0.444812084819769	0.614711023869037	0.596104033383354
PTPRA	0.843780285527499	0.941337984810926	0.975332807518806	0.922464016944365	0.990359794387105	0.869137823521713	0.902177556000977	0.943557111405298	0.847972370892157	0.977362569913511	0.915465029100116	0.972018060502668	0.954109947196036	0.91345864848772	0.987894313018681	0.980724888762766	0.861318986783963	1	0.981319042577921	0.966122812329384	0.994220143645104	0.972387719536849	0.978358720288285	0.982601514120429	0.943992396126888	0.710762398493997	0.964331718701168	0.936163112339291	0.877096591567595	0.965996613908676	0.979683795370246	0.950602960113707	0.909651274958174	0.87408581101523	0.962906931560321	0.955446050062159	0.945391496054984	0.778654511588413	0.987278728239212	0.912454159982669	0.966097130946709	0.844808072190457	0.985893578274118	0.882154115570694	0.968927849258831	0.973045562714982	0.874172106471147	0.884667678099275	0.960203841461181	0.872422034420903	0.992354657125913	0.984666102855001	0.876609467705599	0.99026020193839	0.991483271210769	0.973431442390084	0.979321687100301	0.94966625775361	0.912270060218325	0.96888100315899	0.983926821606689	0.980097738815292	0.989618271735402	0.993755953174967	0.944856023129356	0.832685803623558	0.951264348133613	0.946772482887966	0.993007786972418	0.887263862892436	0.956810157005372	0.970180660874969	0.79630266602222	0.538791724274281	0.720112466738155	0.745016253542689
PLXNB2	0.899622511931911	0.970270455191506	0.992635092432245	0.927519946691658	0.992367776802187	0.871208257755305	0.907011809754849	0.942558980458332	0.879077883407056	0.989575675133206	0.931255674700739	0.957861724808468	0.920933555375927	0.924672615474624	0.991883490524137	0.979941620568628	0.814671970664771	0.981319042577921	1	0.96106068750829	0.973181338702645	0.976622411816171	0.989019522983172	0.964163516728703	0.919148004751242	0.63167360579269	0.956396042982036	0.923841996172164	0.849746661709111	0.978746157199855	0.94821826798333	0.965478452159801	0.866387280442312	0.900339586347282	0.956174982598359	0.975514202105982	0.969026923852163	0.824307587362737	0.980199235921127	0.896321172191292	0.985743299221325	0.788281962372059	0.97157826312156	0.908492890790252	0.974366533240155	0.980812657509852	0.829730799096141	0.863464069919202	0.957850417308459	0.839444976996413	0.986578944783389	0.974496445858001	0.891666652258774	0.96743383485198	0.986851076971105	0.961636090916513	0.979657377930371	0.960545120792157	0.876436224888952	0.979753723336119	0.985881919113643	0.989863247066754	0.975752548375915	0.98982648293819	0.95139279300305	0.770073264694096	0.936610635855635	0.948550413009809	0.963750935175663	0.878064276087185	0.948541316542513	0.958017276929214	0.705599313154639	0.424371056942206	0.638504970245421	0.660520973363451
SORT1	0.885269363746698	0.928703623421718	0.956168584823048	0.985559920337053	0.962092311924021	0.960355525675829	0.977334739237309	0.992985601416206	0.763826420674411	0.951806787525446	0.965408499299896	0.978659508916082	0.959988977360815	0.980227730844721	0.950130411314238	0.9514321555314	0.931903071923958	0.966122812329384	0.96106068750829	1	0.957048722105692	0.992725761091346	0.969623067502796	0.945361724593177	0.906670131404061	0.74591224364761	0.956084144994674	0.988630694545398	0.956442201204878	0.989654238909135	0.973523926938409	0.987823565035202	0.946860849156544	0.949373934153679	0.989019479110325	0.910620867199083	0.978585147251226	0.879080276499017	0.935624120445265	0.974214488744826	0.97705775944246	0.906608624263974	0.937039868982876	0.957801410536014	0.957162651024333	0.991167485262683	0.931696291445183	0.799710132196749	0.908872315607316	0.788105279651715	0.956165821980975	0.980270973214256	0.83969038836913	0.957408784743435	0.981153751161561	0.996398513216633	0.986017989604058	0.980992053152334	0.8005947645376	0.984055546682932	0.9732868095249	0.974768631594173	0.935166391685853	0.968639756098116	0.886957358058308	0.710818312614828	0.915739382413565	0.985101721430324	0.969192070297882	0.798149788667553	0.904498115780053	0.928788172852799	0.712087566442238	0.431805987874826	0.646483758575425	0.645639602278404
CD47	0.830749950325645	0.921819938342482	0.965756705948269	0.907479326466687	0.985784207464146	0.863881190808503	0.892690409860973	0.933094254157009	0.8326214491649	0.966158094735714	0.894674212461963	0.973301337433669	0.955083314562908	0.900584744253067	0.983441780953093	0.965566217318498	0.849086074527318	0.994220143645104	0.973181338702645	0.957048722105692	1	0.968148068158478	0.970627839053207	0.977080615559533	0.95250153753447	0.713437985429122	0.944027829695653	0.924556783112432	0.857629337440372	0.960166329660063	0.974400847708706	0.941858020785723	0.89955735358296	0.873425536845675	0.962663386482292	0.946382977974932	0.937657136531037	0.777163516089166	0.987424642007728	0.890182300658421	0.955014167326361	0.832720107835653	0.975120931150541	0.872039142286119	0.949460746272239	0.962395563796493	0.868036012332026	0.882691641555916	0.95076670803595	0.902775329765944	0.985535118156746	0.982553785970081	0.883507609862569	0.989885112140065	0.984404200041682	0.967817303490464	0.974659083400281	0.937660072864653	0.928849931399127	0.968717875573794	0.976597736008134	0.972957779636777	0.98736636214093	0.989287777444382	0.951343885874176	0.861163080646673	0.96360479834005	0.939763218212144	0.991350776268409	0.906666283694761	0.973730137788933	0.979772304933127	0.816798169000508	0.591020386176556	0.761207418454922	0.78275182529123
