""	ERBB3	LRP6	KLRC2	ITGB8	PARD3	APLP2	EGFR	THY1	NOTCH4	CHRM3	NRCAM	TNFRSF12A	TNFRSF1A	NOTCH1	CELSR2	ERBB2	CD81	CD99L2	PILRB	CXADR	PLXNB2	CD47	F2R	CD9	SORT1	CADM1	MYLK	PDE1C	INSR	AR	SMAP1	GRM5	KCND2	LPP	CANX	PTPRA	PLXNB1	LRP1	ITGB1	ITGAV	PODXL	GRIN2B	ACKR3	KCNJ10	IL13RA2	PTPRS	LTBR	ITGA3	CNR1	SEMA4C	TRAF2	TNFRSF21	PRTG	NOTCH2	IGF1R	LRP8	ADCY9	EDNRB	MCAM	LRP4	IGF2R	RIPK1	LRP5	ERBB4	LINGO1	TNFRSF19	SLC16A1	MCFD2	GPR37L1	AMFR	RACK1	TSPAN5	SLC16A7	TFRC	RXRA	TSPAN15	HLA.DPA1	S1PR2	JMJD6	TNFRSF14	TRADD	CD2	ABCA1	CD63	TSPAN14	CD53	CD3D	CXCR4	ADGRE5	ENG	SORL1	CD74	C1QBP	ITGB2	CD44	RHBDF2	GPNMB	CD163	CD69	PTPRC
MYLK	0.592304936238136	0.72517300705718	0.38101241283696	0.90292545866573	0.822858001318122	0.899204306932492	0.50241115116088	0.764911006810555	0.673204151069192	0.812853664130016	0.907303258324695	0.787774762590548	0.893218431705319	0.748453339852996	0.871106084491757	0.826177378496388	0.877789179498233	0.872762304537699	0.763426390397932	0.667907575999322	0.870773402234252	0.85225630308465	0.713565435758239	0.859621870603306	0.879838034806251	0.82573778090834	1	0.894060661908227	0.743021235532705	0.877458452672102	0.750293964888781	0.604542789327345	0.80697490987506	0.865422830732496	0.881338967404675	0.890384901081737	0.851610790911195	0.887045222621983	0.834086405845995	0.904637858009005	0.789994794013813	0.852436411646325	0.732488122621796	0.741209509073499	0.849493976609584	0.766778856508637	0.86475016501072	0.831468065753086	0.772790504168898	0.643528683647422	0.423126410021571	0.780598372909023	0.743597371981716	0.914899021916398	0.79953592103122	0.725904525612458	0.786383320845715	0.831826257424748	0.702488079314788	0.910166330564542	0.859395467731626	0.839106982946386	0.732056185947831	0.856404212291297	0.700930706849326	0.872373991768584	0.793187730656662	0.870015005297788	0.85007219303658	0.870040533989245	0.599363331006678	0.742046970703779	0.868964177815292	0.664270606101883	0.859812796770246	0.530097109936953	0.602893055153549	0.650498513688884	0.755267001081341	0.563752399588913	0.736776712853482	0.178776948838169	0.924041726760674	0.87340681686268	0.815340121859366	0.342752643890939	0.120901726211642	0.296334089441431	0.618900033000191	0.400413326658291	0.69382040789548	0.560431003678701	0.583542121467933	0.357983242451457	0.48885516152814	0.736471581888375	0.443175432069465	0.332625405692213	0.0947482710923396	0.327513315467834
PDE1C	0.567305571158622	0.730759991549046	0.445442053323449	0.909892897089047	0.831478266897105	0.904950525187021	0.546355804263535	0.794191954008855	0.70965124808797	0.851124896619296	0.93196497899128	0.8050386080212	0.872651629209628	0.78275225018497	0.891506578462477	0.837388554011517	0.885301344305335	0.890815629876569	0.779957727896209	0.699092478982936	0.893134413661863	0.886430931505532	0.699957105524682	0.867197819865811	0.911025543150264	0.831738257456636	0.894060661908227	1	0.765822431853819	0.874326259828936	0.778863213144622	0.685956236667887	0.866239135878703	0.875238174834857	0.868830609805265	0.898601323244903	0.891961326811492	0.915878509416374	0.846170922935385	0.917617675052836	0.811499133808257	0.805764356579043	0.705206515283009	0.830397630821971	0.829483984708872	0.775690665524013	0.875692076538674	0.887577963098789	0.742950483331793	0.629285406757262	0.46419378861555	0.831631560757214	0.768102569419588	0.889997127995205	0.867861882406023	0.75433687709566	0.860599699140172	0.855660920501383	0.730169802105167	0.915575013465218	0.822122563751967	0.828325849709562	0.791792327974169	0.89680412824097	0.758355651128793	0.847715219298646	0.842069240223313	0.862691564457421	0.878482583818946	0.901715557402764	0.555996612762236	0.781285510463138	0.859730324558091	0.657859994212065	0.894711039673897	0.536238389145046	0.609091847760929	0.618059148957701	0.749959863565269	0.525747729765364	0.68598697263463	0.10894477122415	0.906414983414968	0.858970783359234	0.813636636231363	0.337226114506154	0.0285255053642397	0.235273564292018	0.675203737331951	0.378848176526223	0.731538120432011	0.561306910869097	0.565210162126174	0.352891847876198	0.410204280159275	0.740778977338045	0.464426136641879	0.349885304712349	0.029954536955499	0.284341993290306
INSR	0.837407580625798	0.925537741815501	0.531709610627327	0.828659510272326	0.857531588031173	0.873174968757932	0.536423352663783	0.906835177822516	0.838830836046127	0.877998104791571	0.823057645024459	0.838596496902533	0.835094522474219	0.87922479961647	0.883120913293799	0.73481576136509	0.879342526890221	0.830325959727535	0.862251008830764	0.796543101088195	0.847600690195771	0.912951213454897	0.857807608037273	0.86266811283225	0.866809996132855	0.839824866173414	0.743021235532705	0.765822431853819	1	0.810218226525159	0.918329532586759	0.787048226368427	0.832953852933527	0.907420988858766	0.88804738757982	0.894753500923041	0.862516844142702	0.86718429787517	0.895894759567054	0.826479395070669	0.830676418407924	0.740746995247999	0.723705081686895	0.748089698915811	0.822640064898548	0.873584992794679	0.803028167382016	0.845243794212001	0.666961236264393	0.855470255107979	0.738547088765078	0.890652419273646	0.908237236272081	0.812630696035915	0.870474477527868	0.841905303283049	0.810182770199452	0.844547092804638	0.899167082339103	0.824479349494228	0.777451180206672	0.890504893218084	0.887049548548547	0.85692108463947	0.839504811753373	0.728731528905362	0.910588341135412	0.90350139791209	0.865483595792032	0.8768353205174	0.855737447092875	0.877081518876249	0.889469476158078	0.816184814400574	0.822633821028752	0.848737494868298	0.550606631014604	0.764671114355212	0.907799159911147	0.568263381647613	0.758083266167892	0.148068792552248	0.810374056836023	0.878607590533509	0.865949158345584	0.369341876403886	0.129560096657454	0.33993092856119	0.755034917569363	0.648202991857359	0.696566774617624	0.514809095332049	0.848082014161113	0.365530446014948	0.42730059555305	0.744647285639433	0.410523291924197	0.338429733757661	0.133505144515809	0.332387986991374
AR	0.683601936968309	0.843943266879329	0.366169985107933	0.955592101076857	0.913162146699991	0.951708589439634	0.439568538358318	0.8681703125129	0.801022908441726	0.886417771838363	0.962005394129	0.89784149442474	0.948924129700294	0.848673809700809	0.93240184620639	0.917716343173493	0.931142206383375	0.922866575975756	0.862183947430361	0.701463200639054	0.948606760136414	0.920531051353625	0.819740383171742	0.911730712516893	0.934146942982239	0.899090361757106	0.877458452672102	0.874326259828936	0.810218226525159	1	0.832317896994448	0.626949489219022	0.822211119422248	0.945335732024374	0.939670230092016	0.933597465455271	0.926363309977959	0.918622483953838	0.934505671227542	0.959537427353628	0.885191522512121	0.872785829148124	0.805781338659345	0.80103824769009	0.924362161413234	0.774907888895708	0.910944869487453	0.87322646070454	0.79874288976526	0.731927629062712	0.552523555952863	0.86023296550543	0.799270290569885	0.955103860793144	0.90795171953276	0.752988802367777	0.878486918911201	0.933014473446147	0.841143856226401	0.940465287454903	0.874985432842055	0.887017498703388	0.841629323267848	0.924642711354085	0.729563601421081	0.926512110184617	0.904948341395123	0.935251339195598	0.897824695990983	0.948356024967327	0.710054112793534	0.868881553157666	0.876311226687888	0.72355463542307	0.91614643908147	0.646214970878559	0.661089420066567	0.675804344214469	0.851335149917854	0.61338412440831	0.843411745848443	0.173618181379888	0.939614836354816	0.950559610607422	0.886134513813839	0.391505177014314	0.104826725471952	0.336633166771948	0.76723021669948	0.46469319351579	0.771364073511794	0.61299449871769	0.706246019746441	0.394743178469029	0.480710991826419	0.784431667323058	0.454238880548493	0.360753192476822	0.124727131388598	0.341200935173091
SMAP1	0.83228615524434	0.956456709843701	0.551580079526635	0.848850297079281	0.866225116371736	0.90175156771512	0.60045122150506	0.958966010346497	0.878565648940224	0.919368634781725	0.842249931566757	0.839747215956081	0.876995110843576	0.952611716362158	0.910139775307936	0.775404083906723	0.908191922546702	0.861181123795222	0.916480039105285	0.860390972132637	0.854821085661146	0.928272845987841	0.886244284781665	0.910613889423686	0.913807194564587	0.836720975634702	0.750293964888781	0.778863213144622	0.918329532586759	0.832317896994448	1	0.797587344583641	0.855408193443114	0.924963181655656	0.909319774792589	0.924532353995414	0.879091950863992	0.893586426748575	0.905899178001718	0.852900724273294	0.852377160272107	0.747111241513393	0.823832094340697	0.804702816340241	0.858074849499577	0.892045299113237	0.824721852149706	0.850851240150433	0.659144725954244	0.888200232994823	0.81599290453692	0.894699799022725	0.915015417662182	0.842918948646545	0.884257508357497	0.869829948106812	0.813098909435105	0.866538234843946	0.914698278442179	0.854927468667021	0.760234162735299	0.938726934045457	0.89202560837574	0.854212939192396	0.899605234466037	0.764343791950803	0.951006950458683	0.912426233501322	0.902263624908584	0.882984534653872	0.855017448352675	0.902337221557681	0.911765429166612	0.833284166166864	0.826172441387244	0.837494502265912	0.548537826126678	0.815410446609395	0.939786829228396	0.588112104446975	0.771840258850368	0.14472817964513	0.828085630059749	0.907151816483376	0.905121254160424	0.372876568370123	0.130392722648861	0.355882928170509	0.748801798360398	0.528681514435104	0.740200719900494	0.506963841497238	0.886504476410662	0.358112825504359	0.390163875679239	0.77960038886854	0.367876587176536	0.328673795401858	0.152546532177041	0.318712452198972
GRM5	0.688578190633144	0.768860368993097	0.679116921809727	0.665947092271753	0.631710319360623	0.703195748136625	0.564890078755447	0.826148811182419	0.724573404241337	0.759659430713583	0.666477889548188	0.640339208518414	0.691822454911263	0.764328456889897	0.759500393005245	0.558134539275854	0.7539061426178	0.683102410905533	0.715296504112836	0.792638318700383	0.654277497562469	0.773659752475257	0.650572828205278	0.740622820351075	0.736516509002996	0.638330312587599	0.604542789327345	0.685956236667887	0.787048226368427	0.626949489219022	0.797587344583641	1	0.82104855425606	0.714145631251293	0.700037663373056	0.768967478273615	0.766549734894974	0.79326569313469	0.66985208285349	0.668567450310923	0.660636338820448	0.541956026790881	0.64002972983131	0.77363955963041	0.652887978010587	0.818403795251659	0.702178634570115	0.736250759457734	0.55357966079666	0.765179273852391	0.685853258482158	0.774273530209103	0.845103340502826	0.639311482452259	0.694107040582245	0.764304135563054	0.721362050991745	0.700800553468724	0.657504862904896	0.705870035547229	0.539260309845034	0.733280291409468	0.695022969056558	0.694478706547663	0.88375133040425	0.576070398987072	0.768639670159721	0.698743691694262	0.782706282605178	0.697401924054872	0.613966899056868	0.719814503740775	0.75833094917674	0.636733206718461	0.624042952985681	0.628483138810378	0.321153533333454	0.725814422712243	0.735825620628245	0.350242059497185	0.523726170286117	-0.0402285555286713	0.633743523204018	0.693562080169633	0.657283276856912	0.134112890781827	-0.0316223107546265	0.0780538454429674	0.480941554788815	0.373389655206853	0.524569657785142	0.296317593668717	0.67715467492317	0.146151741442285	0.148618352938739	0.595879365688573	0.206685443662684	0.160378452578589	-0.069418446768764	0.082616441298524
KCND2	0.725505424218649	0.803415099270759	0.659435335538347	0.849333252607427	0.782853786422384	0.862391048907455	0.616291448325228	0.882632513859346	0.774306566362305	0.907008835501517	0.846000066893967	0.797912683901398	0.874082267435066	0.840241267162707	0.899930906376994	0.724051693868112	0.883910874584662	0.839921362596429	0.771421428708358	0.872261233312039	0.833429838641814	0.8920433956625	0.738869699761607	0.887102718871105	0.869547977122804	0.750824070862265	0.80697490987506	0.866239135878703	0.832953852933527	0.822211119422248	0.855408193443114	0.82104855425606	1	0.861113793796963	0.8528967540067	0.89735963063994	0.879123957125798	0.95111879104294	0.806237729564981	0.848945164966314	0.808595538084385	0.718334241502596	0.779483399670314	0.887711032262634	0.824855775431835	0.828300953747121	0.836137602930555	0.85509241027633	0.69718484391074	0.773604733205926	0.581844284159658	0.890364581736656	0.882062148636067	0.81393277784732	0.8157679256927	0.81974912313728	0.819308680446379	0.831622718027994	0.748299386389195	0.876790758045383	0.732142906359847	0.859898144742326	0.784248278451039	0.813068664960719	0.888327315172776	0.800341251245105	0.859260346352688	0.849474484454498	0.918009220005079	0.854571403482395	0.65019402621852	0.791337020379765	0.901069033826418	0.685033079026199	0.785733375091944	0.601815291116282	0.485720747854547	0.806582262255487	0.830833257071813	0.508851810099937	0.679136262108756	0.0642067049254711	0.830992147358913	0.867609346097947	0.813352270399006	0.253198411409482	0.0468716116037457	0.202463352912402	0.606314920736985	0.370196389177398	0.657269596695134	0.441057151265781	0.708120634409121	0.256189375182926	0.300021486766595	0.742072787960779	0.336287033175647	0.257846538357904	0.017622914169294	0.207190553769605
LPP	0.776875492638953	0.929352308542002	0.416775054191483	0.961283343431438	0.955902368693656	0.983583988927444	0.488147355975548	0.924826284920646	0.862995564780469	0.939067800400831	0.955783293822002	0.920714439747193	0.948252343830421	0.924520298145129	0.969940063729174	0.892987199977544	0.95259100585239	0.943722048316823	0.926949427628626	0.769982811905413	0.962978217881213	0.97691674304572	0.886996530159757	0.937562820168744	0.962975603392803	0.923983144600009	0.865422830732496	0.875238174834857	0.907420988858766	0.945335732024374	0.924963181655656	0.714145631251293	0.861113793796963	1	0.983931770804471	0.962243812597343	0.943794360813328	0.94357876547818	0.979211337372039	0.967752537220304	0.913157596915687	0.89173330419581	0.81561604244643	0.804541666834477	0.919782385216775	0.869711293779954	0.895541471909715	0.909116566793414	0.751150698340262	0.823923075946633	0.663724002777103	0.916922375123904	0.887003431651009	0.950155667386974	0.957581691504006	0.825362918937935	0.893054774952095	0.941297605078925	0.932075315013768	0.938045012606726	0.903182367039893	0.94263467204614	0.92837922842872	0.951481538694959	0.810865610197499	0.885906339535697	0.969257272636533	0.979506671109754	0.928599262770124	0.980305114866513	0.802571702425647	0.909206750557981	0.923355533513725	0.815953895639674	0.94911244435871	0.770349208789499	0.684425602411284	0.737454532652247	0.929291800510556	0.664337397068565	0.847585150422079	0.216911031539247	0.944972094191583	0.972742180614414	0.952759610137685	0.452006854334075	0.152891267391454	0.402439776081211	0.838567718142865	0.553008753045795	0.814869694161174	0.639986046639248	0.793523537298947	0.451278506623664	0.525222110094662	0.836807299176867	0.487649408189919	0.418277088271417	0.16769212950301	0.415148848355416
CANX	0.773601246896544	0.909600109878915	0.38020565442498	0.960325283170765	0.938778533046909	0.985906493221824	0.463755597399384	0.913652473294912	0.86595263118861	0.926994471771409	0.959351810877637	0.898820854033609	0.964875332223197	0.913267351338815	0.964313737520838	0.901977900402233	0.968708816874451	0.945564337779371	0.915975993493416	0.766450984614182	0.96400716402547	0.965651939339726	0.874389751597987	0.942603677400919	0.964867560944932	0.91981274694239	0.881338967404675	0.868830609805265	0.88804738757982	0.939670230092016	0.909319774792589	0.700037663373056	0.8528967540067	0.983931770804471	1	0.966436619469711	0.942379305134342	0.949201693220771	0.974705677537977	0.973348271846314	0.918671167257678	0.881055721054752	0.815481774231604	0.812181801007599	0.92214973442113	0.854920423339775	0.919465936094182	0.903910292986951	0.780636674235563	0.816681644047501	0.653217074575859	0.918188045167587	0.873820689005959	0.961687323144261	0.932528608196493	0.800938489769154	0.889355133261512	0.945623106392842	0.90720213925484	0.941046985079157	0.917065138717871	0.948736222492739	0.905531910396262	0.938367960877902	0.793388180996801	0.906956991681804	0.946068577758045	0.978991113207209	0.929116341042377	0.973537712478196	0.807801632713187	0.888672423661771	0.928340643518593	0.836978673486421	0.950608106108625	0.763032138694489	0.732682808883741	0.741632668051223	0.914640834099217	0.711368279492893	0.865218346358809	0.231630236594746	0.96455689093008	0.974518511069973	0.96467059640416	0.513482076788916	0.18696894818231	0.445599336044198	0.832521315741119	0.583080034835246	0.847992206472308	0.695891665806207	0.793819977924476	0.515281662508828	0.578990999857596	0.873129489595053	0.530788058879002	0.484854142178416	0.199194687162317	0.457126972098782
PTPRA	0.750200143843735	0.90843158082346	0.487285754218775	0.939946373817316	0.91361549568296	0.97374556475359	0.587092751573994	0.928053964368159	0.84953966272667	0.925237603031504	0.948565057730478	0.863981579569543	0.95175410094285	0.923332485234214	0.968431661216956	0.869338620008027	0.971374110318416	0.927411246307378	0.908374194142871	0.805302904171666	0.935751973046811	0.957390036399177	0.88054056267956	0.945800426249551	0.966760436445652	0.913565010570427	0.890384901081737	0.898601323244903	0.894753500923041	0.933597465455271	0.924532353995414	0.768967478273615	0.89735963063994	0.962243812597343	0.966436619469711	1	0.952977882085596	0.959758015712991	0.943537444740553	0.949548278169473	0.878161770342699	0.840181976208942	0.802312515117614	0.845263099203555	0.920789715645633	0.890329746239486	0.918207352428603	0.903543907252985	0.799942740811113	0.814031725663519	0.682273788691786	0.90841306605566	0.902431441030802	0.950240714156828	0.928008609563537	0.872564163389022	0.884747074006554	0.922473904886739	0.86268574567867	0.949560924474111	0.88305141354707	0.954079083841566	0.889981736850349	0.936565417056427	0.860642143689218	0.895438366021132	0.949677966629388	0.962033032048363	0.938425272911523	0.953826554007443	0.782016970853212	0.910004003324741	0.961895454120873	0.814524766910808	0.911379862595691	0.728763677709824	0.645711123118188	0.774027361170159	0.915411623217338	0.641360212142183	0.830259427591918	0.192027308912367	0.950497126613077	0.953969406400983	0.923109386784784	0.421851546430934	0.156501381744063	0.371177374189943	0.76210759142614	0.501842674343998	0.804197581395588	0.600344574765058	0.784604592396319	0.415092296845693	0.483176757561313	0.835743472516947	0.460757810064155	0.385219900775619	0.151491298261896	0.376772410728142
PLXNB1	0.747726815738412	0.872209098559427	0.5077888865791	0.94809157455373	0.895064986531638	0.941407543033632	0.484359988447654	0.921365626829271	0.863249936549583	0.897310059104923	0.9402612714148	0.874917347953601	0.943112051686352	0.880974235998279	0.971355539023121	0.886004099761033	0.951470003917736	0.926017405390608	0.854695074694133	0.808607373331299	0.934718771813955	0.943882660670203	0.821646357675652	0.934294222287229	0.95155503054821	0.900343135222778	0.851610790911195	0.891961326811492	0.862516844142702	0.926363309977959	0.879091950863992	0.766549734894974	0.879123957125798	0.943794360813328	0.942379305134342	0.952977882085596	1	0.958042413367902	0.926694521139512	0.946257235154556	0.911934991489351	0.830228718033669	0.781332905654281	0.885451806112571	0.908512550991202	0.833897915897168	0.924486878997578	0.919936222718009	0.765269821851082	0.795552502385216	0.606551582458799	0.910969473002705	0.86518095772787	0.923130060005182	0.922618988795905	0.805788851676434	0.9217562287088	0.935315083340931	0.857875537952313	0.9489955842097	0.816953306722234	0.914147661549223	0.875274700236711	0.921981385178039	0.834777981867671	0.865309533783368	0.923487294793267	0.925843545725301	0.949160152641151	0.947908489878562	0.731359748256156	0.858143448856562	0.897055843498598	0.738270785327933	0.911249023921491	0.703269103641124	0.623371514417109	0.751936002553097	0.879610374411067	0.584258510910873	0.778366843204402	0.120342152078754	0.912283386759315	0.942145464956835	0.898425031751233	0.358712269566052	0.0868785245324665	0.301500333329654	0.7612728830421	0.484283842088263	0.748667450777535	0.586970389011018	0.752926013616959	0.356953816941709	0.403718042309478	0.809136502863059	0.417841736866771	0.345046477820636	0.0971324789007745	0.299092879909054
LRP1	0.762779228019756	0.856557210633238	0.551374866631246	0.951490525848747	0.875062949481418	0.950548893740757	0.550137877139153	0.918751665873999	0.832608579902352	0.939538124322184	0.945300109828753	0.869014824058204	0.954890103585191	0.883204325403707	0.970155898501417	0.86492303012588	0.960034742929303	0.93202086709464	0.851137092925527	0.837865307242917	0.934949487337137	0.956875658774496	0.801335664091509	0.948748562034426	0.949887452731755	0.862386906984565	0.887045222621983	0.915878509416374	0.86718429787517	0.918622483953838	0.893586426748575	0.79326569313469	0.95111879104294	0.94357876547818	0.949201693220771	0.959758015712991	0.958042413367902	1	0.90843084971711	0.952054068023566	0.903646958128669	0.83551380570709	0.830493875897403	0.915380241758746	0.895523717923711	0.856265216958243	0.934570927562902	0.921364823097357	0.756501935875521	0.807293162081652	0.593430373469143	0.928628743293333	0.893620745172004	0.920260169799861	0.89840757982454	0.822876868831062	0.901952307881698	0.927374605366818	0.830414397864196	0.959615336807992	0.829044328343352	0.922274664711539	0.846452455635921	0.907153720511869	0.870309492047271	0.872218178256419	0.918663995283886	0.932924675363215	0.977077090780796	0.947734090644761	0.710079055058388	0.84096889156048	0.929663614225235	0.758423137668044	0.907710804627573	0.684304035596046	0.636463737874032	0.779396141464122	0.871240859938024	0.611493578942384	0.781700575157656	0.135264843818547	0.928568418312033	0.948981831408208	0.905344124608122	0.379475635976299	0.0884459205082138	0.307179340669127	0.733567065813514	0.47944212482655	0.764477258624423	0.598392272843551	0.738179591475622	0.387215583728991	0.432488132940061	0.825921999313061	0.435599129155951	0.377680781668433	0.095123528047051	0.316376266390759
ITGB1	0.758269056537939	0.913526566587454	0.354863683183966	0.942571360247423	0.964610212075961	0.973007142782738	0.414226201751488	0.912654419342008	0.877478167350673	0.932474945296299	0.950431241533895	0.936500498480454	0.937188904053259	0.90661805981206	0.947979284978489	0.904383406091307	0.944136209619875	0.940303805655692	0.933628797461188	0.751340975864105	0.974507348509194	0.955580948436274	0.86866409157655	0.93289609051053	0.964562573678767	0.925533995787393	0.834086405845995	0.846170922935385	0.895894759567054	0.934505671227542	0.905899178001718	0.66985208285349	0.806237729564981	0.979211337372039	0.974705677537977	0.943537444740553	0.926694521139512	0.90843084971711	1	0.949486770232499	0.929372268088822	0.865259282442167	0.774531928994673	0.767568278454071	0.917583427268225	0.837651972470226	0.884349085966805	0.917607550005269	0.759745266039118	0.814547447365032	0.671525274707845	0.906173158235524	0.857136980218686	0.944949915079749	0.958075984778294	0.778077812390864	0.888506616269918	0.939222102817698	0.950418064641778	0.907196691183299	0.892430857187428	0.93247092854308	0.931131220486724	0.937061367909665	0.754854943313857	0.886566459056465	0.955322582253613	0.968150343446503	0.887559097237391	0.966339604114142	0.817731084033332	0.928580000072982	0.883316576548915	0.819438262414941	0.941407963427266	0.787141111272185	0.703704491785478	0.701656769184184	0.90658860620159	0.681240963899749	0.854047635649579	0.230826751644917	0.930337827282535	0.972151212488583	0.960187603654581	0.490400497871137	0.174759130549373	0.433659187167527	0.875770107903831	0.582444617077773	0.837666347124474	0.661604222825685	0.802668553658441	0.486606724818921	0.565658956536721	0.851900550792112	0.513658742168849	0.447282907379055	0.19387675928926	0.433659377965377
ITGAV	0.682555594490578	0.848835228769975	0.349261254182989	0.987746434241655	0.925555398703876	0.98203873256395	0.450410991164489	0.870839248740787	0.807983478205872	0.907420092402401	0.984073164284888	0.880445727762481	0.95649514726297	0.871534605184861	0.959691236130109	0.935392417009802	0.944379638128054	0.960434826940205	0.887674900633563	0.705218184503125	0.971933658601248	0.956991959275384	0.821369262141344	0.921471294017522	0.965747041609075	0.917027093619409	0.904637858009005	0.917617675052836	0.826479395070669	0.959537427353628	0.852900724273294	0.668567450310923	0.848945164966314	0.967752537220304	0.973348271846314	0.949548278169473	0.946257235154556	0.952054068023566	0.949486770232499	1	0.90368706122675	0.920699378744324	0.816525399446679	0.826657665272735	0.917809022764775	0.819490623520256	0.917505577166824	0.905302590901701	0.781358364528265	0.74406538993696	0.543636114978816	0.875209993655876	0.819598792388567	0.974223827794765	0.932413400419715	0.768259369507189	0.901754386268867	0.951053936884524	0.857082826289906	0.968655144085021	0.905491571221942	0.903279937508729	0.871629890044822	0.954050997937334	0.761103825227421	0.921649731017391	0.922800791272808	0.955302104097026	0.929894998347142	0.978187834026962	0.684226447354326	0.854386720971491	0.895867594788027	0.742563834042284	0.962291908784085	0.656562305742332	0.713410423683255	0.660912338582018	0.855883213737117	0.639694261705356	0.812940995204529	0.191420871720979	0.97098001133039	0.955169276277597	0.919841327829221	0.444821659837767	0.104084542409298	0.365366554560238	0.786665138522105	0.471641574517223	0.814517803977254	0.6727335022245	0.677895930147034	0.450936288771299	0.515205871966322	0.821540406052331	0.494396882848647	0.427233271657457	0.134196438037447	0.392261427566136
PODXL	0.815307816226617	0.839119752036886	0.338620464694238	0.918858547089837	0.872107227213908	0.89882644744966	0.289554146160146	0.89238616021722	0.875605279617731	0.920619122045139	0.904061309593025	0.878159814576426	0.92621357175672	0.853834550640487	0.922380904144455	0.915761082976043	0.893652586160938	0.929414538943549	0.843480036462382	0.786218463150204	0.940218109196332	0.909017347683144	0.746126362759101	0.898086697820578	0.921331793213275	0.800657954775599	0.789994794013813	0.811499133808257	0.830676418407924	0.885191522512121	0.852377160272107	0.660636338820448	0.808595538084385	0.913157596915687	0.918671167257678	0.878161770342699	0.911934991489351	0.903646958128669	0.929372268088822	0.90368706122675	1	0.809526531773035	0.806317906709316	0.828000041191145	0.868162434334075	0.732862413363527	0.91353926739357	0.906583012134326	0.666105785682495	0.811463910192188	0.630378990441058	0.884172710903487	0.822454923010706	0.870049997655116	0.854141799250476	0.664005232273739	0.846519931798116	0.936611224937202	0.900310885962965	0.862543338459808	0.750418286939257	0.884117971327543	0.822767348489708	0.830986037013032	0.702844617400785	0.821327263379704	0.872692095532135	0.896737579405917	0.915160941508221	0.906294087830812	0.765334342275235	0.81193692150373	0.802802752837191	0.712808841820553	0.878791601545076	0.763241693114565	0.640296611891999	0.704500261432015	0.798152044522053	0.609355588620667	0.780167691617827	0.185001670859616	0.847126120694978	0.93244725879581	0.931504840676198	0.391644222093935	0.134288935307155	0.378059410913976	0.816234888140695	0.609808691136322	0.759117016424266	0.620447851657124	0.798509078954617	0.39589730502096	0.458963174413002	0.791258390766375	0.360601624454005	0.361094260647886	0.197752608002664	0.340289114446616
GRIN2B	0.587544178008203	0.765563989608487	0.220938537496652	0.937045769222837	0.871033753560762	0.896570652291	0.391432530814122	0.742576661307459	0.664089799952141	0.806244942738567	0.886087877948103	0.79092149614656	0.851472303719931	0.766131558307714	0.870384667497223	0.876243678791344	0.802407088152692	0.903100985612956	0.806606592251072	0.547550641364126	0.890206947178664	0.88366375138887	0.731419551371506	0.79268964652189	0.863378201184976	0.851116176325176	0.852436411646325	0.805764356579043	0.740746995247999	0.872785829148124	0.747111241513393	0.541956026790881	0.718334241502596	0.89173330419581	0.881055721054752	0.840181976208942	0.830228718033669	0.83551380570709	0.865259282442167	0.920699378744324	0.809526531773035	1	0.788851310804645	0.666416192461667	0.845031871991124	0.774023928076409	0.775796107354967	0.805650946942036	0.683152484787731	0.672488287812421	0.440681508080833	0.726268839133991	0.715006943076947	0.896871036282912	0.836542081887974	0.690209306588071	0.766143940028373	0.851414604657295	0.79247745633913	0.87495374779194	0.85523035178332	0.781532296519859	0.789651436666905	0.875062904185934	0.650778161301731	0.824948756454288	0.816361541083861	0.876349882632966	0.828393055826743	0.881352868343815	0.562367864553896	0.749411768499039	0.798299837918308	0.615706631346422	0.881705118218789	0.563384716544903	0.613282816440754	0.504773440291374	0.757396988542092	0.508657660506681	0.7044879033306	0.203301123399434	0.877194906005015	0.862612443868138	0.832190409798296	0.331709715557196	0.0554629227597264	0.306494132861362	0.712940377281236	0.364492373031995	0.658381464878223	0.579890905054035	0.541004995473656	0.347542413843043	0.479861193272308	0.670953665778563	0.390077477947838	0.322581836277789	0.114080303336113	0.348015868983761
