""	NCL	CXCR4	CD2	CLEC2D	PTPRC	BTN3A2	CD69	GPR171	ITGA4	CD44	BTN3A3	SELL	CD3D	LAG3	CD3G	RPSA	DIP2A	PTPRA	ITGB1	IL2RG	SLC16A7	CD4	SIRPG	S1PR4	CCR5	CD47	TFRC	CD8A	TNFRSF14	CD8B	CCR4	PILRB	CD96	ERAP1	RACK1	JAML	TIGIT	PLSCR1	LRP10	SORL1	TRADD	FAS	CD247	IFITM1	KLRD1	ACTR2	ITGB2	CD226	KLRK1	SPN	TNFRSF25	CD74	CD46	PTPRJ	LAMP1	ITGAL	CXCR6	IGF2R	PTGER4	CD81	CD63	CD163	TSPAN5	HAVCR2	SMAP1	TNFRSF1B	KLRB1	TSPAN14	JMJD6	ATP5F1B	APLP2	CANX	LPP	C1QBP
BTN3A3	0.259704052753719	0.0512175699970814	0.496757552313751	0.55640720136919	0.553396665393639	0.488984057365745	-0.0395091270380263	0.136709258534384	0.47299401231027	0.223652736023894	1	0.00898011681857012	0.450448310700241	0.413739983489618	0.466849146112143	0.0322183187451588	0.322083351349585	0.476621313893108	0.245781794584541	0.450230218325681	0.183510838523138	0.138497363920214	0.456762342546147	0.182464399658623	0.471225214953666	0.256495626885576	0.324906150901788	0.458191294250532	0.457058266192895	0.400859020862348	0.395992433165466	0.282130510514571	0.441973386351096	0.355198865292602	0.10688502666081	0.248474062212379	0.376576237792828	0.235206075106222	0.328512001965315	-0.0218641309448788	0.0223200526905887	0.413240997758122	0.451383407635202	0.265515994958473	0.26461823233281	0.245410067041175	0.205562554566627	0.117893931467825	0.388908453829868	0.359577654529064	0.0366784214888158	0.160309134969702	0.38342775006885	0.255176741294347	0.184985029801855	0.397772224174277	0.395822251650846	0.473893719040833	0.111570538892711	0.221624365864225	0.145339592152426	0.0122485114512611	0.312053457532117	0.390695407071381	0.227167900390802	0.378961437089793	-0.0547152592296057	0.179706155719905	0.296875234716427	0.146622346333539	0.132182505613511	0.17654263635744	0.256439503527847	0.0671892597494226
SELL	0.531828227875424	0.800329106224052	0.19476462752809	0.28448206824088	0.280035914503612	0.0420482559316553	0.830749712158036	0.607104822406183	0.349060335652567	0.525513421725768	0.00898011681857012	1	0.215157710457029	-0.453350781353229	0.276971694533462	0.729096779461176	0.179251139825246	0.0514011379272868	0.515681467524647	0.287329281345472	0.342180687925686	0.530122026375849	0.233357770613093	0.533603575410052	-0.512296631962071	0.332910520684206	0.239362979114797	-0.53770975346261	0.333967933064672	-0.464679293661258	0.403110047531674	-0.297073528190779	0.141249994040496	0.0607450675453497	0.694063952523174	0.264054530026428	0.353639411255382	-0.0634012237613657	0.412004460801437	0.4725612077912	0.700188089408499	0.183355395465227	0.476966429765697	0.0357215796444796	-0.369776802907394	0.216102844883223	0.0432501330494168	0.572225650886395	-0.467930723487334	0.183925450331037	0.617184091987828	0.0652221267993776	0.310898475048675	-0.0893070753090971	0.197584701482421	0.0691950934369989	-0.0501008936780212	-0.0983858435362204	0.758357633739986	0.145646208265769	0.0975921080369061	-0.00432670194516461	0.418976051088763	-0.151107404289061	0.594538078343603	0.354705170554265	0.803738616187577	0.54318409696885	0.318675867078576	0.280305306391446	0.146276111561795	0.207203246837828	0.13864126671856	0.385432949394584
CD3D	0.428621109768417	0.202835640218864	0.932285523611966	0.655973922663541	0.885566945956599	0.524872201346334	0.114541686935489	0.364443253185453	0.644466545789393	0.27189793126824	0.450448310700241	0.215157710457029	1	0.412975081048225	0.911553661760103	0.431206454133181	0.127701160817729	0.641326664855105	0.574900584457271	0.902344976605461	0.363952743288939	0.351449855619993	0.762097284957365	0.628810961833636	0.381281443072076	0.468289378766687	0.221727272971309	0.343633931245144	0.536007637899697	0.417995657990205	0.515303162947556	0.0730583463118714	0.822711493781378	0.375823562031151	0.442274182375054	0.380792353261497	0.548898275757465	0.177456721280363	0.339588446748294	-0.05329901483855	0.387764615633732	0.478946767671603	0.764581668702061	0.747992263211838	0.409819626730532	0.31295511678936	0.271814597034221	0.36559907446875	0.396141796656769	0.50031801041274	0.37839597622979	0.138595634142281	0.590289013295361	0.223210226172473	0.145923908957529	0.544456650408423	0.65368865907823	0.343585335001406	0.224854870633872	0.200017282599312	0.143071932375629	-0.191501381492127	0.649731401236234	0.296875803812396	0.468751124562031	0.511450790768013	0.308093169153529	0.214790901970068	0.223632066007447	0.294283452762393	0.0303670239967121	0.0973725036014905	0.139132625784822	0.207969211504421
LAG3	-0.111126374418315	-0.393126052356811	0.461070352370734	0.352668289655317	0.382528987843529	0.465267059158921	-0.436700479410967	-0.115554744177083	0.154375073578702	-0.212131983697287	0.413739983489618	-0.453350781353229	0.412975081048225	1	0.30902963223403	-0.318752085584437	-0.0124767671509795	0.345267562807272	-0.0231337869634506	0.335611007945387	-0.0584179927332235	-0.246863502569733	0.273598600073194	-0.126540964166675	0.69606416316714	0.00341506669822956	-0.05950308754686	0.813359709515802	-0.0387487402628122	0.753327861583393	0.0899482240321062	0.304885866484485	0.378772506704034	0.329036707211692	-0.276475922905513	-0.0623527444204707	0.0670236081849432	0.154305050504592	-0.0998242302092841	-0.3908945059617	-0.355698971388412	0.264442099716575	0.173616082942279	0.430028380985921	0.59624831630331	0.00337601102901836	0.116482096753678	-0.31261801980648	0.769224827518424	0.213096370775716	-0.316663254857282	0.0319158912971903	0.137886912803285	0.254362020459429	-0.0683105047208647	0.366339374923228	0.522685987367748	0.354885725225378	-0.264351722635038	0.0230639105906939	-0.0668661622014208	-0.163557026913541	0.110395255173532	0.450238254770686	-0.199189458841372	0.00494326433260459	-0.392275105701394	-0.240082775948214	-0.0560221249710533	-0.0549479495469683	-0.113019872319218	-0.11942451472164	-0.0616520211822469	-0.159339629697582
CD3G	0.467257080077442	0.263432787117845	0.914605951275677	0.64711059593024	0.876317791778545	0.538818490094763	0.169653163108403	0.484625896369101	0.644660004366742	0.288422502573612	0.466849146112143	0.276971694533462	0.911553661760103	0.30902963223403	1	0.455031009551519	0.185110413558204	0.623576027689646	0.58082659325688	0.87644920614502	0.438897489061758	0.370225966301748	0.770951320724453	0.616317484609866	0.31861321465364	0.504473077546499	0.205865875738527	0.280274795292666	0.544960589422617	0.342109037380427	0.563417874389041	0.0814016719075624	0.832372100862029	0.366471916175123	0.460060659197692	0.417622275505926	0.564619655521617	0.115670261992626	0.371319834252955	-0.0315737782215509	0.422522188260822	0.495051655357027	0.822534875066641	0.717244279060746	0.332462388898339	0.292291509877194	0.219118131437951	0.468563608712387	0.32033498632501	0.552213102847083	0.415044951914551	0.0759113697087997	0.57604137147092	0.156271188829807	0.138758020653407	0.560205993814997	0.590065552528907	0.299690748081159	0.310741143983758	0.173118904705284	0.103611334819129	-0.228730607140871	0.626172137657132	0.216430016747634	0.489498695106533	0.510921196646028	0.405154070381915	0.294734072343955	0.339052356482382	0.248424429833592	0.00460963801170479	0.0681193876799072	0.162563863505051	0.18677826215671
RPSA	0.788689528382986	0.507575491624482	0.360968132581625	0.303029973777669	0.531009157872286	0.0580814157631851	0.535577789956426	0.438418222323188	0.612580568259913	0.607588554523917	0.0322183187451588	0.729096779461176	0.431206454133181	-0.318752085584437	0.455031009551519	1	0.188264959813465	0.334636575894072	0.752147760168998	0.503026697866123	0.433597292620062	0.704290785374776	0.319068591825288	0.767551082220153	-0.291039534004378	0.634357416640007	0.365306070858027	-0.450299420553601	0.453198595366079	-0.347518078942472	0.285733326203487	-0.135946532084943	0.292103862773961	0.283608048800373	0.957300848379068	0.484705638629289	0.340637891719251	0.348313400152078	0.546135915182334	0.562636457176326	0.780209464842761	0.23135031660664	0.529753125211061	0.344704009095608	-0.167525670060282	0.58696959204617	0.491664653580349	0.675038531279416	-0.389939241099019	0.323583583978335	0.699298635842272	0.45188078126069	0.588567025027531	0.143866290765595	0.452856290007166	0.25439700109382	0.00383054843689751	0.0677207159912305	0.517255921956262	0.523551783161407	0.497493068049945	0.237791450018208	0.474604770551936	0.172159001885703	0.778948289250545	0.470155860909411	0.793406524465409	0.544049837177768	0.374716971614574	0.699159016062228	0.43624859512372	0.497496053151155	0.25841324137522	0.750406036424637
DIP2A	0.484142738183119	0.156660639175468	0.183028149881749	0.53841225994172	0.346781630094337	0.267034026001208	0.125972887566649	-0.0221668453851126	0.566723493581289	0.58600500357994	0.322083351349585	0.179251139825246	0.127701160817729	-0.0124767671509795	0.185110413558204	0.188264959813465	1	0.558600365926839	0.468155552770004	0.310729307197169	0.26437405877495	0.627303193666653	0.438886945597395	0.120935742327207	-0.00450180813581446	0.520993170511343	0.729487496263933	-0.0641081067859529	0.621791695107507	-0.142282801214369	0.571079456226046	0.500358061396155	0.160569879204025	0.421403043241686	0.337045093378555	0.223848459894061	0.59125458811702	0.525773302684042	0.655465511352976	0.518311341770641	0.0612045948979462	0.575182928314649	0.188928684323765	-0.0762328594610947	-0.317107873590945	0.589219232109786	0.442193556457756	0.377808126982193	-0.200869013736426	0.50028527048293	0.158902707794692	0.496976894870382	0.476281202687324	0.625440536721111	0.697638542358946	0.424009938360014	0.110965903831812	0.701758109117242	0.193642249303108	0.521186029832922	0.483706457628218	0.569114473698497	0.391948866848794	0.54057718079075	0.507888434575095	0.704183822791131	-0.00405881813304909	0.651463371639942	0.453214651783177	0.410107078418136	0.6097417787703	0.642601210242853	0.794539146919264	0.258750034122349
PTPRA	0.599016968190961	0.0528229803447687	0.639954470091215	0.643758382216706	0.752869883486435	0.475525461510844	-0.0192121777087035	0.0935907752468579	0.74248374748349	0.491965693197524	0.476621313893108	0.0514011379272868	0.641326664855105	0.345267562807272	0.623576027689646	0.334636575894072	0.558600365926839	1	0.688331556870445	0.694746354481192	0.32997169759805	0.491784629830509	0.707234203375126	0.360253803384146	0.450607880645219	0.594554031063543	0.606431506173123	0.360185794249284	0.579490572196369	0.313874474366774	0.573087343046666	0.43026667070446	0.584409463014229	0.52178135461596	0.45803432592785	0.38817228972393	0.622547785037866	0.536554028958665	0.585358729868407	0.152169578506957	0.170603663585161	0.642903100525346	0.488596480232666	0.452948684342925	0.147451338295773	0.638660202333334	0.572558971043329	0.330815375434974	0.269846869684356	0.585447625894994	0.195554825183469	0.528514380701045	0.596987178710397	0.510007838558504	0.545029345546382	0.632419741615878	0.491483907901602	0.678047610806888	0.10916531577978	0.572468229071023	0.573056874185927	0.239065135737849	0.644006033403311	0.64085909890161	0.534805337350709	0.66214942879617	0.0150237232677895	0.403576872246056	0.442609039035348	0.527831317299921	0.479080291252403	0.535825572754013	0.55268179927027	0.392794676902152
ITGB1	0.847798295152213	0.439755993610288	0.519510171689151	0.536098263529747	0.707619094795299	0.353085377320677	0.412983452624621	0.404034689635167	0.756584252365135	0.730791129206937	0.245781794584541	0.515681467524647	0.574900584457271	-0.0231337869634506	0.58082659325688	0.752147760168998	0.468155552770004	0.688331556870445	1	0.660678149569065	0.454617896203581	0.771207897654015	0.577968529879542	0.664664275334629	0.0425220204710492	0.708913457923816	0.621376844374529	-0.107131067508658	0.624187657320098	-0.0561354842529358	0.532695882052047	0.0938448459776759	0.436488615281997	0.474110109541686	0.825930480840743	0.550346655869468	0.573659969685408	0.555445219503172	0.740246235438346	0.502979683197453	0.562358951248006	0.583266112337715	0.547556053699262	0.395636482648042	-0.0752543600199998	0.759469881474267	0.625727708564281	0.639769618837373	-0.0872736154735337	0.508653867006339	0.476211689121416	0.61792135792364	0.693794805339202	0.427653289265241	0.64782981481551	0.509418027321105	0.299270327351759	0.480459363291762	0.506192751797655	0.672853513527928	0.660455548688606	0.375320941127959	0.683031040102553	0.509206555324533	0.787418219187036	0.71816902521331	0.448018438057558	0.607580834194538	0.54448692591616	0.710010707966252	0.624269370569767	0.683422925815398	0.493165304697841	0.658796109935208
IL2RG	0.532247711354374	0.198385122166056	0.881627941554067	0.726728261590959	0.882957162747924	0.474912281170456	0.118822237481547	0.307538140436387	0.750555060492009	0.385812447561547	0.450230218325681	0.287329281345472	0.902344976605461	0.335611007945387	0.87644920614502	0.503026697866123	0.310729307197169	0.694746354481192	0.660678149569065	1	0.405940644371018	0.531498052809941	0.815711956790658	0.630269797524124	0.260962111483524	0.60978992952551	0.394463782874814	0.211078981917399	0.605850591222553	0.262213692723799	0.592619383497571	0.182999557236164	0.787446113329048	0.484427381297008	0.538656403789376	0.403518825840419	0.674603716031533	0.282125402968336	0.486284392709636	0.0961268047875507	0.413035776225821	0.589876440241957	0.797924380570112	0.686373422872654	0.264385153947778	0.44686619105215	0.35778746804356	0.466594070861092	0.211562311091509	0.607144399243676	0.414492103423613	0.264356076607595	0.665684615634686	0.386757917479575	0.333383293237637	0.603447614367092	0.600897900868067	0.440049925253555	0.23496572331462	0.324966347157421	0.261784358360071	-0.0485548503892859	0.687293553178966	0.381285300177869	0.572780908544497	0.666066443860162	0.334979184315583	0.356268698720196	0.315464881019949	0.391455209150758	0.198072919868735	0.258449043183075	0.316455811079309	0.268640114380775
SLC16A7	0.487069444262039	0.369951194387049	0.352672097770856	0.459830763218893	0.470668486568634	0.286279496471074	0.343542600070655	0.397538785696867	0.501869289789094	0.29295603330046	0.183510838523138	0.342180687925686	0.363952743288939	-0.0584179927332235	0.438897489061758	0.433597292620062	0.26437405877495	0.32997169759805	0.454617896203581	0.405940644371018	1	0.359658837161189	0.412439254705456	0.481522500611155	0.0112750650859991	0.423441213840429	0.166489776018131	0.00292191865970607	0.381951834020407	0.0790636600022446	0.369763032736693	0.0310090535869807	0.421886202161716	0.451381995951896	0.466031359355003	0.422367326094511	0.336334935289204	0.0896420198137538	0.35330781746279	0.165473543899885	0.423277228594353	0.380677018376743	0.442718742579264	0.207361597374043	-0.0346599493573622	0.320686136654096	0.175553113088856	0.506496181094295	-0.0663030695747986	0.47052633103588	0.492683760212192	0.147219442078305	0.419662421479558	0.0336402676025654	0.156859169286788	0.36993672254606	0.230744864475866	0.190938629639063	0.390893111159078	0.210368130242131	0.109733593018718	-0.050885767637948	0.464673164521562	0.0716939033238471	0.419647964979673	0.358534341027297	0.405138754305773	0.380987244095142	0.356110054098246	0.313517773683571	0.116520956168481	0.189879956329057	0.221654564758175	0.299796248779762
