""	CD4	ITGB2	TNFRSF1A	ITGB1	HAVCR2	LRP1	STAB1	ITGAX	PLXDC2	HLA.DPB1	CD81	TNFRSF1B	C5AR1	CD44	CD68	CXCR4	CD63	CANX	CD163	ITGAV	C3AR1	CD2	TREM2	CD3D	CD69	AXL	C1QBP	PILRA	SORL1	PTPRZ1	MERTK	FPR1	CD47	SIRPA	AQP1	PTPRC	NCL	LAIR1	APLP2	PTPRA	SLC1A5	SIGLEC10	VSIR
CD81	0.947274730261622	0.988363560995445	0.952194556094918	0.93682391824811	0.956410924938522	0.963576506213545	0.933539080079762	0.954163804851929	0.955959336194579	0.995575251492821	1	0.92535944152064	0.919596052731654	0.934250395726971	0.985677595505969	0.984013396607615	0.993204227554234	0.94683206735012	0.930687719076237	0.960132150269552	0.960841169884395	0.956686696083746	0.991594102330916	0.971326503609154	0.961182303367561	0.953076908942733	0.973177511285641	0.939233890759304	0.964489455464826	0.951947465366144	0.902620697250785	0.965492990298094	0.93181295452999	0.931531570152748	0.941737713939505	0.898505771768696	0.792636480145437	0.959956864973786	0.890662721058964	0.92902329335065	0.925768774087247	0.945892607910649	0.976939346358689
TNFRSF1B	0.890596261091869	0.929206672345793	0.905589486606695	0.896201811408731	0.895871002890974	0.909294950530746	0.884067086865746	0.899849546127144	0.914347535997889	0.926072254432431	0.92535944152064	1	0.88351504121027	0.870626433264345	0.907066635519304	0.92606655827065	0.923297869164486	0.896706419136314	0.911238223273835	0.889132795845862	0.901118180967737	0.889448982378928	0.919101854833657	0.897720274764492	0.913900717855764	0.899467463753464	0.914750063594423	0.874931253976231	0.916700498567512	0.918379402933296	0.857166607475999	0.899694494509844	0.883744963840125	0.8563216522662	0.866812848930535	0.866621655262721	0.809554997065342	0.903517565364103	0.876510726107869	0.887044489366998	0.867832656302815	0.885326669494894	0.89895721944151
C5AR1	0.891819840800092	0.922078132456567	0.881599755737159	0.905270663800012	0.893497552813273	0.91849917703516	0.876181113544989	0.897148780982586	0.922437480475597	0.922461112175799	0.919596052731654	0.88351504121027	1	0.856420159530159	0.910053014411881	0.919504274571352	0.915093909817149	0.89423520921465	0.908501737685976	0.909559881965793	0.885232180740018	0.904240072086986	0.917592643196205	0.895090002320069	0.899636826859846	0.899391597450431	0.898785111731304	0.888495203719895	0.914436157994126	0.932248139811536	0.884844995523595	0.916774776112589	0.855628105776383	0.870929806586309	0.879512008681614	0.883179094890328	0.806062920002168	0.901887348259666	0.867937107029774	0.896702905157877	0.892072437256339	0.886791934580319	0.888318972116549
CD44	0.901213633921003	0.926600708424469	0.90298625084095	0.875316862610784	0.89815450008391	0.916488699179959	0.873685173726277	0.899327637913663	0.898837790463147	0.933352875247571	0.934250395726971	0.870626433264345	0.856420159530159	1	0.924843596589251	0.920659039180929	0.928309293624739	0.896699171270182	0.870247611077664	0.883087710486463	0.896985603849443	0.891340494478197	0.928868727879904	0.909618682094461	0.908797389222054	0.899461976939461	0.914488057061171	0.885135080773376	0.920338596081363	0.896167391015197	0.839509483507102	0.901314951552737	0.902685377581735	0.871283386216657	0.892964705107519	0.848309688515735	0.764470437696598	0.891529987489991	0.850177909688704	0.86812632402461	0.860364063987471	0.893349496342647	0.908874179805002
CD68	0.938973080002113	0.981092683945044	0.939571194918379	0.924445809513923	0.94681215854131	0.958092778747689	0.929383314082729	0.937603373237063	0.936229618668287	0.987407570038404	0.985677595505969	0.907066635519304	0.910053014411881	0.924843596589251	1	0.971503148504436	0.986041511770554	0.935515315258928	0.917534126730295	0.949316898620711	0.951014335240711	0.950981590949075	0.983693165779572	0.96397615286274	0.952617473517713	0.947660931153782	0.963824204608508	0.932537376572463	0.951568338759211	0.935419415616419	0.889633194659433	0.958422997214679	0.922086304137967	0.919689604870553	0.934682771406541	0.885300573382668	0.777079429254932	0.954364034449458	0.877602582172444	0.920378510882728	0.918593217045768	0.930360022325274	0.965759802641302
CXCR4	0.941473155991985	0.976163854657754	0.944206103772212	0.944320754166572	0.950735191669737	0.96394194395437	0.930948116026168	0.95268022442692	0.961526803199563	0.984713741031818	0.984013396607615	0.92606655827065	0.919504274571352	0.920659039180929	0.971503148504436	1	0.979215257362636	0.956690786678415	0.940587972154848	0.953723783795218	0.951989556020086	0.955952381522547	0.97991039806266	0.962626702482197	0.960370398844329	0.949956717834116	0.965951781254223	0.93220419071671	0.961713444641683	0.956960887043898	0.906787938728802	0.955102545073539	0.916554171635263	0.928867595218214	0.931805581087663	0.918188564863958	0.81412727591162	0.950761908978883	0.903682469482968	0.935591326688395	0.929875010404835	0.940932138329987	0.960605137976199
CD63	0.942645406892266	0.989084017747657	0.94743499467884	0.925321217814329	0.954561873056087	0.960348014123432	0.93523185287679	0.949661012551997	0.944793398426063	0.995407006138427	0.993204227554234	0.923297869164486	0.915093909817149	0.928309293624739	0.986041511770554	0.979215257362636	1	0.936443855058814	0.923122069499193	0.956459008906975	0.956514686575519	0.95436394266838	0.990651859164119	0.969901236865139	0.962247074916032	0.951999625743774	0.972733770126576	0.938585387349207	0.958339713866332	0.943747713196855	0.889419797072641	0.963434840935038	0.927776907457025	0.915504979802608	0.938570465236667	0.881768958548683	0.770150992011162	0.959523890444596	0.879115829260381	0.916955438467086	0.925303910287645	0.942349700491755	0.979487172679849
CANX	0.925703414290871	0.942955370192164	0.927127314878211	0.940699007956848	0.922721264976523	0.93758631809988	0.889182472990034	0.929023560174707	0.948047582083615	0.947449693775172	0.94683206735012	0.896706419136314	0.89423520921465	0.896699171270182	0.935515315258928	0.956690786678415	0.936443855058814	1	0.917989080450585	0.921340981250663	0.918854615319573	0.931135805246079	0.943187186996937	0.9212102424781	0.943299982173838	0.928349037284928	0.93408810186752	0.891619733374128	0.951910813366358	0.950291496151344	0.905122690377367	0.915959029817549	0.889751081497081	0.91884204966408	0.898319918011475	0.941371305175091	0.84521078061373	0.914517262414119	0.906838739122488	0.931414998990883	0.916949791124952	0.908011535223421	0.915429063217523
CD163	0.904063999208275	0.92554757418634	0.909022708317141	0.915441135793425	0.898960818756825	0.932117979622122	0.891313405592011	0.923109379111742	0.935444663848832	0.932391375292376	0.930687719076237	0.911238223273835	0.908501737685976	0.870247611077664	0.917534126730295	0.940587972154848	0.923122069499193	0.917989080450585	1	0.916679129333401	0.901577046006553	0.917061728348168	0.922400964828805	0.908692508596211	0.908013839252759	0.909008191654662	0.9142411893534	0.878186677812762	0.931570597370662	0.932128740697631	0.899399378769784	0.906902653441508	0.866577647178625	0.894930543342105	0.878652254289662	0.906615969042574	0.83192022223702	0.901515272058691	0.885819132616367	0.912002238659778	0.899528958166434	0.902586780535351	0.89807504566799
ITGAV	0.917237614675092	0.9535143235199	0.924526362859016	0.928087418079774	0.927904866225201	0.942243845161168	0.900104690652499	0.927639356843481	0.946263531135011	0.960612743834979	0.960132150269552	0.889132795845862	0.909559881965793	0.883087710486463	0.949316898620711	0.953723783795218	0.956459008906975	0.921340981250663	0.916679129333401	1	0.938758223686285	0.936827282508571	0.957450058737502	0.934776552834233	0.927477760448166	0.929471796399769	0.934716938620837	0.909583737449306	0.942422795023434	0.941802125415818	0.90628208584414	0.940558155763255	0.887508506557533	0.90942972179845	0.912721014840805	0.898517924956894	0.814435145200757	0.925617035551926	0.890575683277593	0.922172505995686	0.898860575003271	0.921828755046672	0.94351833794246
C3AR1	0.915663543880651	0.950823789465255	0.920890260109453	0.925551282195325	0.93284613105921	0.937673427607305	0.901388578156586	0.921912192668849	0.928879996833597	0.961742049309142	0.960841169884395	0.901118180967737	0.885232180740018	0.896985603849443	0.951014335240711	0.951989556020086	0.956514686575519	0.918854615319573	0.901577046006553	0.938758223686285	1	0.92562190681785	0.9588859397969	0.934345750740695	0.929703577132926	0.924046322480467	0.938441713873848	0.91246588070773	0.93841166444619	0.936182745842432	0.88189329316832	0.925298462552067	0.907697604598261	0.903900314367191	0.907350755852431	0.883602968507341	0.810690479915528	0.928322618431094	0.895495654532004	0.907261729647182	0.891108394752779	0.918787191290344	0.948980843170113
CD2	0.924517315963807	0.951360703434451	0.917773804549048	0.923324999870655	0.93068125138543	0.947165051880354	0.908130383669415	0.941524724751865	0.93811939512555	0.960211001591455	0.956686696083746	0.889448982378928	0.904240072086986	0.891340494478197	0.950981590949075	0.955952381522547	0.95436394266838	0.931135805246079	0.917061728348168	0.936827282508571	0.92562190681785	1	0.954823970152564	0.940086327584169	0.940702010347781	0.928636077818063	0.938502866490773	0.910073071626793	0.938965223761662	0.929137457655617	0.895034186665327	0.933906642913006	0.891999165290424	0.889884674785799	0.916416241331321	0.902744667448895	0.803595566976818	0.940109443108594	0.873573006950252	0.913648616346365	0.904704495023098	0.91226345076559	0.937745964132475
TREM2	0.945273713709575	0.985404766321378	0.94491593453277	0.932002033076272	0.948232954649093	0.961412821900919	0.934332630959384	0.945890932419454	0.950925845154607	0.992347821975188	0.991594102330916	0.919101854833657	0.917592643196205	0.928868727879904	0.983693165779572	0.97991039806266	0.990651859164119	0.943187186996937	0.922400964828805	0.957450058737502	0.9588859397969	0.954823970152564	1	0.967215644190607	0.959300617013758	0.95454312569781	0.969764815749353	0.938404373514585	0.958718998290679	0.948844474364857	0.900700625334981	0.960979719880459	0.928740498516846	0.924241204177697	0.94437841686251	0.890219231902113	0.792461621512705	0.955393901159843	0.890698532554132	0.925398622335537	0.927490919609761	0.943963140184503	0.977423006725999
CD3D	0.929922184218491	0.962845795712561	0.92884330545024	0.91602363456147	0.940779375399865	0.94767770322574	0.911626890047602	0.937618139479278	0.920376488837558	0.973439906921103	0.971326503609154	0.897720274764492	0.895090002320069	0.909618682094461	0.96397615286274	0.962626702482197	0.969901236865139	0.9212102424781	0.908692508596211	0.934776552834233	0.934345750740695	0.940086327584169	0.967215644190607	1	0.942340632883461	0.930705969830607	0.950379129832231	0.92363173574196	0.94083952801957	0.928881740101703	0.879198533128256	0.940852836051739	0.904099995041922	0.903054426925772	0.920267020288827	0.868591084131581	0.762672590956594	0.93832870277916	0.863540115589134	0.906769450525841	0.904891426962542	0.910237422701534	0.959637591716611
CD69	0.9248735235286	0.958825987246599	0.931301107991657	0.936786879977297	0.934345717607983	0.944009283577623	0.905904930896257	0.940189387263671	0.933078572319738	0.964315718191135	0.961182303367561	0.913900717855764	0.899636826859846	0.908797389222054	0.952617473517713	0.960370398844329	0.962247074916032	0.943299982173838	0.908013839252759	0.927477760448166	0.929703577132926	0.940702010347781	0.959300617013758	0.942340632883461	1	0.93083553953445	0.940717789620413	0.911706437274393	0.948120353902185	0.947635748915854	0.889921491526557	0.928705990360995	0.898973992283511	0.895688280222131	0.911437987485176	0.906080790959878	0.814994979269996	0.93671227748862	0.893774619695115	0.921301175619415	0.908356499114722	0.920983355233429	0.945683238363411
AXL	0.920110176889773	0.952034974393358	0.924557066214083	0.919704549885097	0.930016528215345	0.950813162941915	0.908017460552134	0.926687732383743	0.93367594677667	0.956874222336139	0.953076908942733	0.899467463753464	0.899391597450431	0.899461976939461	0.947660931153782	0.949956717834116	0.951999625743774	0.928349037284928	0.909008191654662	0.929471796399769	0.924046322480467	0.928636077818063	0.95454312569781	0.930705969830607	0.93083553953445	1	0.934651287516141	0.913609850517315	0.944377343599114	0.937611926052009	0.890090976696574	0.928723337626425	0.896726427633266	0.890569084254007	0.915896259896612	0.886106482994961	0.806228015343424	0.925096001334213	0.880396529040316	0.911211964648453	0.90473587468864	0.906313444084564	0.935937363076279
C1QBP	0.931365156624629	0.967487729107797	0.931818675837663	0.911351762846622	0.948070903270428	0.944691094481162	0.911354486691878	0.934639867281996	0.93258297550848	0.975201388653886	0.973177511285641	0.914750063594423	0.898785111731304	0.914488057061171	0.963824204608508	0.965951781254223	0.972733770126576	0.93408810186752	0.9142411893534	0.934716938620837	0.938441713873848	0.938502866490773	0.969764815749353	0.950379129832231	0.940717789620413	0.934651287516141	1	0.923567585003249	0.942737218961256	0.934141658786258	0.871107234112003	0.933775685174638	0.916206273574439	0.904567336908556	0.928860458502573	0.884228434886741	0.77064795075072	0.936657003948237	0.872409895915775	0.909706735954655	0.911932729597916	0.924442380879914	0.959623384625892
PILRA	0.915142524030072	0.927617321715134	0.898233947329711	0.884404236101492	0.915323369808048	0.922146454313933	0.888952067725209	0.901779467615292	0.902846530922983	0.945660357858135	0.939233890759304	0.874931253976231	0.888495203719895	0.885135080773376	0.932537376572463	0.93220419071671	0.938585387349207	0.891619733374128	0.878186677812762	0.909583737449306	0.91246588070773	0.910073071626793	0.938404373514585	0.92363173574196	0.911706437274393	0.913609850517315	0.923567585003249	1	0.909105357298676	0.902822464875586	0.850349876405448	0.907582053670194	0.876533258419344	0.861616636090845	0.902245635999415	0.850917499347556	0.761033727518452	0.917706395284357	0.832736895161282	0.866552391886771	0.89139695450879	0.897698315122422	0.923064541812211
SORL1	0.935755169395938	0.964867245893245	0.948909959149323	0.949703488844431	0.939395756407428	0.959339677189902	0.905635342588625	0.945438821903523	0.957584634779544	0.96555578052805	0.964489455464826	0.916700498567512	0.914436157994126	0.920338596081363	0.951568338759211	0.961713444641683	0.958339713866332	0.951910813366358	0.931570597370662	0.942422795023434	0.93841166444619	0.938965223761662	0.958718998290679	0.94083952801957	0.948120353902185	0.944377343599114	0.942737218961256	0.909105357298676	1	0.965281870574911	0.917357554004852	0.937351801471417	0.908808522761395	0.930826885748046	0.916082388541075	0.925311607650861	0.838176504135666	0.9346292588762	0.905117799075241	0.932960599669984	0.909284302546635	0.926993273505463	0.941333744665782
PTPRZ1	0.925580354178722	0.951716293031293	0.928249697800014	0.954796710497513	0.933774770134597	0.959470530909683	0.906649463173101	0.943038014901062	0.96330392429905	0.953864706134925	0.951947465366144	0.918379402933296	0.932248139811536	0.896167391015197	0.935419415616419	0.956960887043898	0.943747713196855	0.950291496151344	0.932128740697631	0.941802125415818	0.936182745842432	0.929137457655617	0.948844474364857	0.928881740101703	0.947635748915854	0.937611926052009	0.934141658786258	0.902822464875586	0.965281870574911	1	0.929623579605204	0.931189680262232	0.890428450948397	0.921025997203949	0.909886412237603	0.939262900259904	0.878584883826771	0.927234096819736	0.931946268865896	0.944583484545932	0.911810738224109	0.920970070694306	0.929913452465723
MERTK	0.880741336444279	0.903274211689239	0.870963999590063	0.9334890079188	0.881257086407994	0.908429663121263	0.848340393791163	0.902742345703754	0.924691402278136	0.902113633622688	0.902620697250785	0.857166607475999	0.884844995523595	0.839509483507102	0.889633194659433	0.906787938728802	0.889419797072641	0.905122690377367	0.899399378769784	0.90628208584414	0.88189329316832	0.895034186665327	0.900700625334981	0.879198533128256	0.889921491526557	0.890090976696574	0.871107234112003	0.850349876405448	0.917357554004852	0.929623579605204	1	0.887680015738746	0.827121493737925	0.888193823481342	0.866129062712564	0.903408958963578	0.873947416128044	0.885973304122547	0.881251713421049	0.922927168580393	0.863397612583262	0.866363483943668	0.873038525594337
FPR1	0.916017433192093	0.960212721951306	0.919541815619345	0.913525226598783	0.920975146928184	0.941007730477308	0.911902555756784	0.913840567864625	0.93778616696157	0.964928618765051	0.965492990298094	0.899694494509844	0.916774776112589	0.901314951552737	0.958422997214679	0.955102545073539	0.963434840935038	0.915959029817549	0.906902653441508	0.940558155763255	0.925298462552067	0.933906642913006	0.960979719880459	0.940852836051739	0.928705990360995	0.928723337626425	0.933775685174638	0.907582053670194	0.937351801471417	0.931189680262232	0.887680015738746	1	0.899364994753379	0.901899043093127	0.901573676592254	0.879116173940749	0.787445470523393	0.935289299476327	0.862242660346179	0.911927374102829	0.905899213761385	0.928447597955804	0.945386500963777
CD47	0.897932451136385	0.929745611278778	0.898208060571153	0.8745017751446	0.903742337489621	0.904124274194559	0.875137959701238	0.893316246534185	0.892434962197122	0.930924122613635	0.93181295452999	0.883744963840125	0.855628105776383	0.902685377581735	0.922086304137967	0.916554171635263	0.927776907457025	0.889751081497081	0.866577647178625	0.887508506557533	0.907697604598261	0.891999165290424	0.928740498516846	0.904099995041922	0.898973992283511	0.896726427633266	0.916206273574439	0.876533258419344	0.908808522761395	0.890428450948397	0.827121493737925	0.899364994753379	1	0.85407362870127	0.889282463432854	0.848693209026619	0.753991314701577	0.893253918151498	0.84810503782155	0.855370315296693	0.85905953571007	0.878935666901861	0.915267891511961
SIRPA	0.892056803727522	0.918363027866345	0.889495139828359	0.903292420092603	0.893834445771356	0.91673971645689	0.872315650341555	0.909346397733347	0.924959007121163	0.925804858397071	0.931531570152748	0.8563216522662	0.870929806586309	0.871283386216657	0.919689604870553	0.928867595218214	0.915504979802608	0.91884204966408	0.894930543342105	0.90942972179845	0.903900314367191	0.889884674785799	0.924241204177697	0.903054426925772	0.895688280222131	0.890569084254007	0.904567336908556	0.861616636090845	0.930826885748046	0.921025997203949	0.888193823481342	0.901899043093127	0.85407362870127	1	0.885869650856359	0.898771256476295	0.809745362993922	0.880261736934516	0.866087875597052	0.90813187434811	0.877229518153931	0.89189070414317	0.903561705676713
AQP1	0.91370299808161	0.933610676985696	0.901809144369458	0.88632564498618	0.914051236295388	0.923317784616055	0.901000083461434	0.917873211886653	0.899494722838539	0.942806358986031	0.941737713939505	0.866812848930535	0.879512008681614	0.892964705107519	0.934682771406541	0.931805581087663	0.938570465236667	0.898319918011475	0.878652254289662	0.912721014840805	0.907350755852431	0.916416241331321	0.94437841686251	0.920267020288827	0.911437987485176	0.915896259896612	0.928860458502573	0.902245635999415	0.916082388541075	0.909886412237603	0.866129062712564	0.901573676592254	0.889282463432854	0.885869650856359	1	0.865299715101214	0.761710285021642	0.899994406279001	0.840139175424707	0.891078349382026	0.877349491256528	0.894401487424526	0.933111760475417
PTPRC	0.887363742017507	0.897783561108186	0.885751286964714	0.925622105972844	0.894251126126493	0.917049677845924	0.845492683418984	0.905923548059305	0.938868885925393	0.899110189465555	0.898505771768696	0.866621655262721	0.883179094890328	0.848309688515735	0.885300573382668	0.918188564863958	0.881768958548683	0.941371305175091	0.906615969042574	0.898517924956894	0.883602968507341	0.902744667448895	0.890219231902113	0.868591084131581	0.906080790959878	0.886106482994961	0.884228434886741	0.850917499347556	0.925311607650861	0.939262900259904	0.903408958963578	0.879116173940749	0.848693209026619	0.898771256476295	0.865299715101214	1	0.887733428526501	0.876482818772762	0.905333957265582	0.925203828425665	0.877519939482798	0.883971781116279	0.86013877546609
NCL	0.79436582501112	0.791622855781619	0.792021625503011	0.884980613790281	0.806889178037683	0.832612209685313	0.75761572707544	0.810190966393367	0.863284470270672	0.789398124962448	0.792636480145437	0.809554997065342	0.806062920002168	0.764470437696598	0.777079429254932	0.81412727591162	0.770150992011162	0.84521078061373	0.83192022223702	0.814435145200757	0.810690479915528	0.803595566976818	0.792461621512705	0.762672590956594	0.814994979269996	0.806228015343424	0.77064795075072	0.761033727518452	0.838176504135666	0.878584883826771	0.873947416128044	0.787445470523393	0.753991314701577	0.809745362993922	0.761710285021642	0.887733428526501	1	0.783335518823582	0.879536053984633	0.855262716987749	0.758895356209903	0.790087408977842	0.76115564248004
LAIR1	0.925036488343421	0.960824861057473	0.922518136218264	0.908172267796041	0.931943043415078	0.942865644916164	0.916286613162129	0.930218909722312	0.931432657628147	0.963764845246891	0.959956864973786	0.903517565364103	0.901887348259666	0.891529987489991	0.954364034449458	0.950761908978883	0.959523890444596	0.914517262414119	0.901515272058691	0.925617035551926	0.928322618431094	0.940109443108594	0.955393901159843	0.93832870277916	0.93671227748862	0.925096001334213	0.936657003948237	0.917706395284357	0.9346292588762	0.927234096819736	0.885973304122547	0.935289299476327	0.893253918151498	0.880261736934516	0.899994406279001	0.876482818772762	0.783335518823582	1	0.865366714170147	0.905551050531528	0.908135214964866	0.914128405569633	0.941026615961356
APLP2	0.868937584754363	0.889493159584191	0.866305608887605	0.906581659453483	0.87651413539034	0.897575769391536	0.835519368562496	0.886962272020028	0.913065363912257	0.889718543638115	0.890662721058964	0.876510726107869	0.867937107029774	0.850177909688704	0.877602582172444	0.903682469482968	0.879115829260381	0.906838739122488	0.885819132616367	0.890575683277593	0.895495654532004	0.873573006950252	0.890698532554132	0.863540115589134	0.893774619695115	0.880396529040316	0.872409895915775	0.832736895161282	0.905117799075241	0.931946268865896	0.881251713421049	0.862242660346179	0.84810503782155	0.866087875597052	0.840139175424707	0.905333957265582	0.879536053984633	0.865366714170147	1	0.903929318808925	0.854030477985238	0.858018616094856	0.858161536354922
