""	EGFR	ITGB8	GPR37L1	LRP1	NRCAM	SDC3	CHL1	TFRC	ITGAV	LRP4	LRP6	LRP8	THY1	CNR1	CD47	CD82	TSPAN12	SORT1	C1QBP	FZD3	TSPAN5	EDNRB	AR	ANTXR1	MRC2	ADCY1	ADGRV1	NOTCH2	F2R	LRP5	CD81	CD9	LDLR	LPP	NOTCH1	RYK	GPR37	CADM1	CD46	RIPK1	TNFRSF12A	IGF1R	PDE1C	CHRM3	S1PR3	TNFRSF1A	PTPRK	CELSR2	PLXNB1	TNFRSF21	PTPRS	GPC1	F3	CD44	ERBB2	RAMP1	ABCA1	FZD7	FGFR3	MCAM	ROR1	PTK7	KCND2	ADORA1	CANX	SMAD3	TNFRSF19	VANGL2	KCNJ10	NOTCH4	PLXNB2	ITGB1	NRP1	ATP5F1B	MCFD2	FGFR1	INSR	RAMP2	SMAP1	TYRO3	LINGO1	PTPRA	ADCYAP1R1	APLP2	ERBB4	PILRB	NOTCH3	PODXL	PDGFRA	IGF2R	PRTG	EPHB2	NT5E	TSPAN17	NCSTN	TNFRSF10B	AMFR	PLXNA3	CD99L2	SLC16A1	PLXNA2	LIFR	ITGA2	HMMR	DCC	PLXNA1	CD63	RXRA	APLP1	MERTK	ITGA6	RACK1	SIRPA	STX4	EPHB3	LAMP1	CDH10	LRP10	ADGRE5	JMJD6	RPSA	TSPAN14	PTPRZ1	SORL1	HLA.DPB1	CD74	ERAP1	NCL	CLEC2D
AR	0.788186814020687	0.892500449611535	0.753112897592126	0.838799114219577	0.854431785479164	0.846377750948184	0.89028905915749	0.825959030889989	0.893278237737606	0.802707709583524	0.843524241137633	0.849728592398215	0.654632506011549	0.76920608050692	0.859899878034855	0.704508792275251	0.828494649612315	0.890299967650829	0.804777645888854	0.899974554194202	0.817143431702368	0.919815263413455	1	0.890375189266185	0.865421070446427	0.774972281333444	0.828464954045121	0.861221082944827	0.88926455992007	0.772191812069424	0.939335389252648	0.833836224946736	0.821866401639799	0.849509819290209	0.832204920461995	0.870778306943564	0.835340102712987	0.863444124386958	0.833501388472388	0.855185877424303	0.663544291603485	0.799066913952483	0.807053978189078	0.735109693149799	0.784880077689297	0.909814052514665	0.738188533682122	0.879774711988785	0.843983739295548	0.839514487987094	0.773813957718685	0.794967618598762	0.905057102675912	0.4510755037877	0.891398579890518	0.885333661793899	0.87791014003961	0.875052443214727	0.66270204936146	0.536084106545136	0.752865579858488	0.799015403712762	0.750878411641286	0.769122319345581	0.895124826467012	0.843928833399953	0.780463307559899	0.859893893407928	0.875885388075717	0.680350571123176	0.830809997922273	0.744655384957888	0.681451309029976	0.814326981325269	0.895655039177373	0.835613762315767	0.465542705684002	0.773194627709406	0.900014460570181	0.84034465608243	0.641087437931307	0.894909676141618	0.567157139373411	0.857378527545792	0.777140126159973	0.838560119054538	0.65280282889855	0.692671539184498	0.103041227689226	0.84570155937699	0.758607876185326	0.760852359195433	0.786036789355989	0.770229507657664	0.859743120252785	0.775862546625014	0.88389351021457	0.808655944496722	0.854290747466911	0.854521256314252	0.645036374180451	0.890706912753753	0.800641667934023	0.608687546725716	0.678743106202189	0.789680188109993	0.792083621303712	0.880828372396338	0.866780021768731	0.805307796086469	0.701936571309242	0.798636464495924	0.887743946004758	0.852787433269573	0.683218319705405	0.940019816480706	0.745014256005325	0.933154744321521	0.686165212260198	0.768762061529826	0.805520532372238	0.713961929867644	0.81134056696629	0.768881750393201	0.639628092130936	0.657907057711247	0.859545257819801	0.817646070444569	0.784031760580227
ANTXR1	0.844107219262132	0.91984995296652	0.813349609136846	0.92332698528088	0.872690421236906	0.847919796544122	0.909917576511942	0.921541632939264	0.925070899415015	0.888007049618353	0.934498205758626	0.910014965622546	0.732056169408082	0.861715780744285	0.880096578127241	0.831628675820993	0.892497491284293	0.903501336816158	0.856739076531047	0.918651933666505	0.860919089114079	0.872022485460087	0.890375189266185	1	0.88397145571147	0.86736859299239	0.771739970921524	0.930508954119556	0.848834529695734	0.882931542795564	0.929026953608672	0.883315917020095	0.753677915958041	0.893950202502335	0.909845706666547	0.941247920249519	0.853130033733196	0.89437768370276	0.934532896012947	0.914408131622923	0.68988105289152	0.820530422964948	0.859507624495588	0.831163627763727	0.742296540396194	0.876298259685892	0.83790681458145	0.896907395308755	0.818422335807984	0.92718347168852	0.876947659971084	0.712542917534256	0.832057410816125	0.208706145334921	0.854395288661282	0.868067527248949	0.877958726562484	0.753876181948841	0.448647490566881	0.672663391795799	0.828454962121755	0.863778375458008	0.861796979265869	0.743542939551657	0.925767127682507	0.898633106431642	0.853239835254302	0.871291022039599	0.90059670111986	0.768461150588769	0.89979343655424	0.841545540184132	0.732604805973908	0.894212005139317	0.928453155497906	0.916891188887377	0.575541873097192	0.861600104957281	0.90103797575776	0.901228072663807	0.808415297008975	0.925052277843548	0.324354801648888	0.90242781296493	0.812484443918684	0.874277725417775	0.678532028668619	0.684853261932495	0.197850617832218	0.910270005094781	0.861438382530401	0.816913753984928	0.890874675182727	0.863239690406486	0.920321808819398	0.88069544937191	0.912214946984469	0.897977578077539	0.878146644562449	0.895357621689183	0.773412710367129	0.778695378844999	0.728677162213669	0.651445816639703	0.798965083924499	0.85957496865874	0.844379324103081	0.925213948817066	0.846166073644809	0.858785895668845	0.541400652735682	0.889922798405221	0.757979648421206	0.930316795172855	0.763131132899508	0.914748238085156	0.830501965194239	0.871944013722498	0.766667697089116	0.888759403572672	0.868964351909412	0.806125730475735	0.892451055824047	0.728596096869717	0.676825294513277	0.688258973397638	0.860629793246349	0.888572715698368	0.819922994477248
MRC2	0.852938507920591	0.948322018887749	0.904565791992128	0.949589337554528	0.839175948863764	0.899104673905236	0.959387245403912	0.937064936741254	0.957646119939813	0.900704525624684	0.856285479511149	0.924084964843231	0.568898226545603	0.88529654023436	0.960065026063416	0.862518710849909	0.938566533438627	0.93234051956732	0.943227503579543	0.935596544289241	0.956520509839484	0.912896085345148	0.865421070446427	0.88397145571147	1	0.893315651096173	0.859079281942191	0.939224334145134	0.790655744870498	0.870197149296181	0.942107652927574	0.802176661311987	0.729739028717077	0.852012322739309	0.886003994407464	0.944114981792259	0.809849433266573	0.942245627910573	0.858985883968367	0.952884512937661	0.81793093104217	0.715313299554753	0.909191676941743	0.875340902897635	0.729799205198157	0.92274929785387	0.738300686256293	0.969214201233101	0.749384730084053	0.935297511145026	0.802291104821171	0.80763251184269	0.86484903675789	0.180419597291494	0.88089296353583	0.957016010611512	0.846838351205344	0.820871007577592	0.461313491830834	0.565205151891381	0.894302568089167	0.919874588549681	0.874117557576806	0.808468046859452	0.973609667612256	0.878922498688554	0.917827205823724	0.891203013761387	0.863048708914666	0.738941395481438	0.928636200305658	0.815291922750737	0.678417957619489	0.947772197674939	0.960150615090875	0.913744559225615	0.464723123311723	0.911541734608947	0.942621213095618	0.935994933305557	0.75262683415823	0.971519123197356	0.287442641102013	0.975512281524489	0.777733625433978	0.831035539798018	0.734671123249787	0.652460509005262	0.112826441167291	0.885534784523349	0.825577086837689	0.911064239606953	0.943954013954018	0.893060303741084	0.953971745600278	0.853443497520983	0.955232635793621	0.847509298851611	0.935060565889846	0.960194143161551	0.720498183122854	0.73515332637086	0.616923940078415	0.658275739025551	0.813604603410506	0.904491116576573	0.948637123845029	0.865101453910509	0.868646424495081	0.840486240899333	0.475302078512102	0.913613871140889	0.767911929341058	0.916708901614416	0.801578552134603	0.944653541210828	0.845509262809857	0.840672402031741	0.804884357316838	0.832398885506966	0.922924879038875	0.709310607455797	0.920008318075051	0.67538924527605	0.587124182597793	0.606207074496711	0.909927229379714	0.952042007064646	0.791120464068117
ADCY1	0.88024844714317	0.903910452501204	0.860656174820112	0.92869508581131	0.782586577582576	0.850216808955842	0.835467025226186	0.894069825963961	0.8986689890089	0.907877820414901	0.872025849085946	0.869685982544814	0.614603273545715	0.810334954597139	0.885253162479718	0.892083267867753	0.910823327047714	0.842531588791077	0.873079365334759	0.881090937656699	0.890824156832977	0.795643272533641	0.774972281333444	0.86736859299239	0.893315651096173	1	0.726445254203253	0.909174861071041	0.695853985239927	0.845875823486048	0.846239136862974	0.814225009781253	0.628936314414994	0.809967179630833	0.886171017642283	0.910093687975189	0.733921321523507	0.851872044096435	0.838703132120976	0.884717537770395	0.732430151030908	0.715731307984382	0.873287471358654	0.857760822471191	0.607826409735199	0.7877663943845	0.786549206042921	0.899834870864206	0.693360373640871	0.888757949550062	0.832153277306349	0.685467313938287	0.739147424130276	0.0113734883247802	0.81445734729133	0.860583936310022	0.759211254644222	0.680160213194876	0.301091094750983	0.594243914034646	0.842042454707538	0.892849525236667	0.928713435095525	0.688664334169398	0.905999878781936	0.845551529481664	0.882307987863585	0.847579459189223	0.807217583107108	0.700825378433174	0.889492226002122	0.767354367972059	0.573045975255051	0.892393107279619	0.895296292835987	0.90035432960305	0.447042927419767	0.880694490526358	0.883928539003741	0.915672051159345	0.82247361195814	0.91313415648378	0.140463450594024	0.899140262905044	0.763950540593336	0.789799725866712	0.696279170780682	0.579332054107502	0.204006495890077	0.81677197835554	0.814836528989356	0.85859045577682	0.901858874108276	0.853009154505744	0.907399332661997	0.835232628378854	0.896252257220102	0.838158159721123	0.87045715656679	0.907164969058554	0.716230467065865	0.609345474054586	0.538171657863185	0.611857714322059	0.814818008477418	0.849303116279574	0.885120521542103	0.845008714417394	0.782413015721998	0.790125432066353	0.322347578348974	0.893963009976887	0.634420912831566	0.863544545024791	0.830107822845004	0.848011719238247	0.856112797808739	0.717154774904009	0.807499706066698	0.808938552388815	0.888015587925733	0.663682197174584	0.914579504359959	0.537855890006777	0.500669154645621	0.514629768079206	0.803214168081913	0.91785316826276	0.755669341287976
ADGRV1	0.762891209421435	0.869610307501988	0.834892525358983	0.813625943808744	0.748227266156819	0.911483993405222	0.863839929692133	0.786269792027723	0.862188913516456	0.802560075425978	0.701643490022008	0.788615243142553	0.494259989410947	0.694935770625338	0.798462578854238	0.602932993911621	0.769774595673057	0.798289447642553	0.766193473637676	0.869514660263218	0.761523158501577	0.883448964996378	0.828464954045121	0.771739970921524	0.859079281942191	0.726445254203253	1	0.765037788812906	0.747097916722871	0.686710921445018	0.868329652683934	0.687430480261945	0.730423943595141	0.799624253674054	0.721259938517027	0.77768978122183	0.751378002659532	0.807316410782615	0.742398360893985	0.797722612842409	0.696048056664408	0.684677064065589	0.794764892599223	0.696507782615676	0.680062221477769	0.849324535620959	0.609290819505299	0.834263117601866	0.760631691492599	0.790546776651911	0.681680554633883	0.802201937630592	0.892434728930053	0.324503137343246	0.764522658374016	0.876342137024708	0.772524079854629	0.791024407974832	0.718073728461512	0.413439261693511	0.678477071688414	0.703241104419293	0.725982739185628	0.865013282057904	0.834618497899772	0.748566978212482	0.686662798868462	0.756681753017204	0.822495640953805	0.612391410090332	0.726193787965045	0.64555589589519	0.594341189863799	0.743142867466793	0.819756848742487	0.733070454698061	0.382431842409673	0.724994923733806	0.824770020943735	0.815783570682329	0.559356285685555	0.857080941145089	0.489591000756095	0.812014622199785	0.759649308135125	0.689056818934767	0.591319083024775	0.672126935447446	0.0495679948434362	0.744454401816021	0.657686326460886	0.719418883976017	0.776666283123765	0.721092266778722	0.77852857172595	0.698003909476811	0.815712882664347	0.740184168427639	0.792865415760078	0.786693306150263	0.617655012926667	0.7854851562235	0.617017718361119	0.447591305765069	0.625203510214807	0.741231850374068	0.755594941066688	0.749713467552678	0.780722097131801	0.692027682884203	0.597601927060695	0.673231321752441	0.757831581300591	0.767609694082527	0.60702761798953	0.869049469041551	0.748585004717685	0.827325063486077	0.653445830845886	0.660099159795342	0.692032206642838	0.566885641989005	0.825373310563783	0.646867471507957	0.487705304567649	0.511756859651885	0.794408580057606	0.749417972970173	0.631122445916741
NOTCH2	0.892064364116845	0.943810409886448	0.864616928580759	0.948616505291185	0.862555504711687	0.863436245646383	0.918390120976668	0.935050667407404	0.960354210895261	0.91805537707087	0.932425372165556	0.907081670398819	0.656411494792046	0.874037143430697	0.944458968168573	0.895041462919392	0.942744788442797	0.935407966329592	0.907182460345486	0.927819825008386	0.923994421387443	0.868421824204546	0.861221082944827	0.930508954119556	0.939224334145134	0.909174861071041	0.765037788812906	1	0.794433249816122	0.906525480648403	0.917863235338542	0.866420264436023	0.722817920485502	0.867408353655494	0.948805588293386	0.969882612712664	0.803419999416309	0.94799764588075	0.930460341065536	0.952210115856385	0.748271064638004	0.78605215845061	0.882736360431196	0.866971745603336	0.715293804058629	0.882092004511444	0.836354400910765	0.949069633160058	0.777624354135394	0.946487003522408	0.874888996100458	0.716316459741261	0.797912060887712	0.116211616538308	0.893060012615002	0.914461913729139	0.874968352794876	0.750233456393264	0.397886229886652	0.658767489852086	0.882522756965333	0.916837679520637	0.918031121407549	0.73761684544507	0.955281546548754	0.910300260230331	0.924553496835888	0.911675254242866	0.899141093544786	0.775637191667416	0.947241512314684	0.850595044694467	0.690318976605847	0.949089109465387	0.950832413566318	0.95364495014266	0.53625324276431	0.900235296284732	0.918422769198442	0.939223408692504	0.830906805171637	0.957151871393281	0.20258592423112	0.956654281519314	0.807164319278134	0.901906285832687	0.738676043826419	0.624565108854938	0.158508529492121	0.918153331295357	0.879103529585307	0.9014843704088	0.933741983414	0.901414096240346	0.95212513512664	0.906419023438088	0.94331251763587	0.876521770103674	0.928386773750553	0.940864172107193	0.776253686328828	0.706453947171316	0.641867267331539	0.748214129490743	0.826762206182599	0.896565464514454	0.903012667273625	0.909259898324077	0.857666034948288	0.89870187132993	0.449989747941036	0.945796897719356	0.728618771973529	0.936503090416196	0.847194169026475	0.913984529786521	0.830408037796108	0.83417122508985	0.843564510237889	0.884749629495553	0.922750055698474	0.78986548819666	0.926416912526165	0.689369328800462	0.641225277939732	0.658282221324388	0.906781693913385	0.938161158100795	0.854875092140028
F2R	0.666794870625353	0.796408760814292	0.617908123802586	0.741151170736332	0.821861224155472	0.756078620627251	0.80401109738561	0.754857194862568	0.82018437225672	0.696002667429456	0.790656619438544	0.783664799708391	0.677356018383542	0.701234582588539	0.812249695916901	0.610102750726396	0.723797125636686	0.864010080261108	0.717987560781189	0.847418229541572	0.717107459109028	0.858163251932447	0.88926455992007	0.848834529695734	0.790655744870498	0.695853985239927	0.747097916722871	0.794433249816122	1	0.697530324003332	0.878903483647741	0.777952362330609	0.866162116197138	0.820728664549156	0.762490596110665	0.79813236053155	0.82027638722391	0.780192602733906	0.822481642118762	0.808913862161188	0.647024983489815	0.785677290989205	0.741334177702583	0.674049612496505	0.896531341613023	0.88444241791116	0.756170311706604	0.79700845766739	0.827366453537388	0.768238158615914	0.706768642140715	0.796790912482833	0.840847873298223	0.556762050941738	0.840242730501341	0.785261284554738	0.831720805563502	0.840880455369403	0.600826482751656	0.671681803695223	0.719979493582157	0.727990748282875	0.641355074336951	0.713722085095792	0.826500712441049	0.763234954437958	0.705933206291516	0.818927284672039	0.786268782300352	0.748344795284802	0.808299870829857	0.819276003071588	0.769226966519701	0.736498772721978	0.827519958650336	0.782157154421921	0.604749876644223	0.725385932362379	0.820503082344929	0.762898321872302	0.570822061743074	0.807892610704275	0.593014252080291	0.79806370800759	0.70785750664463	0.800633366024831	0.723858646521274	0.806014009745288	0.083929092328889	0.840726735721975	0.689748593088258	0.685537839544409	0.698292647765511	0.730998823335192	0.803600004787914	0.706378614263454	0.816825734409851	0.755222283635485	0.773704094756848	0.784959439197172	0.664131341932283	0.89313449460999	0.865098829462063	0.581607684290299	0.611772863562529	0.734588201500533	0.720380417347191	0.847848897582894	0.816045314994264	0.767634505367546	0.778569641900281	0.726424638935145	0.896164966925788	0.800699960239371	0.606214037072249	0.891105643648687	0.60827447243979	0.925931520192121	0.591857478375561	0.762539144340664	0.714027701898505	0.74269564470518	0.694602455682006	0.80441846524681	0.677800416095358	0.699699060593712	0.823341338591566	0.742402280009432	0.750850661269773
LRP5	0.819740060178035	0.861886607074214	0.850145740763604	0.904361188579443	0.763438955920231	0.7836121630678	0.877349162136474	0.901926636954808	0.884326921414863	0.859716746263714	0.840649003119372	0.865539707366341	0.601633095103826	0.843707307687706	0.862942658420891	0.86907889531809	0.879613196889821	0.850117733230617	0.859678761478826	0.826048163259276	0.867120979279938	0.801457299444214	0.772191812069424	0.882931542795564	0.870197149296181	0.845875823486048	0.686710921445018	0.906525480648403	0.697530324003332	1	0.855472326591302	0.769356981734554	0.613005480922294	0.803670152900163	0.856671396962511	0.904693520923396	0.749498224587806	0.865976861036151	0.868353279824139	0.895355419153638	0.688486573465904	0.678947963058186	0.853252714501239	0.838636417466189	0.639599872656972	0.806446084995934	0.769739551130448	0.869613767144134	0.712970798716523	0.915599543573093	0.794605690587033	0.599908524450898	0.737304893476696	-0.00111641550227347	0.773428673627138	0.833202908749895	0.791327752486168	0.664615443899012	0.304956120018613	0.621542054535156	0.805678452513448	0.868975913761057	0.852112300813938	0.694800979297285	0.892708058169851	0.820821617172896	0.864936152484397	0.815032718640742	0.826902559316578	0.731519279699329	0.88281023796257	0.810200669475421	0.667323627901057	0.904716643032662	0.88671167098716	0.891998922315512	0.526179966996414	0.858724053240104	0.858938183608253	0.86534134978527	0.821756859912534	0.882323826963465	0.102582032134389	0.899895869561319	0.723299071154982	0.819566200313475	0.671838658999147	0.548733108446723	0.169211778966903	0.86152261336116	0.82967156291165	0.839908024231991	0.904240433523013	0.832996388893661	0.900028683388558	0.833593445171163	0.873781738697919	0.812811971564075	0.837255936629537	0.881900734258941	0.743335801347897	0.601049985258633	0.53402762619003	0.650721283911446	0.822362812767057	0.844131554341043	0.853343690410702	0.830436955390488	0.789508235644277	0.837188483084148	0.388310351042056	0.887808497491994	0.619531776972471	0.897130271631158	0.785114931258231	0.840353510793599	0.834281847346026	0.738778786636393	0.796247460806785	0.80918682043054	0.8771518252932	0.782791851523151	0.874004989100199	0.666488186663986	0.659737636857452	0.670495658900704	0.821043763495004	0.884482432040462	0.757279690247405
CD81	0.834703950748491	0.946740411751349	0.871278451652177	0.921799342518113	0.882176683533405	0.910100520250029	0.964992228952211	0.91993761274691	0.950945193867088	0.864161297348177	0.857161664362104	0.901222863579608	0.68654935954079	0.856230211530592	0.923418229643253	0.812827686056762	0.911440305918424	0.933572819979649	0.916843265082334	0.93634108941295	0.902198025897009	0.954727366502731	0.939335389252648	0.929026953608672	0.942107652927574	0.846239136862974	0.868329652683934	0.917863235338542	0.878903483647741	0.855472326591302	1	0.881681940775509	0.818350636450108	0.869689491417299	0.874883523668729	0.936701363974769	0.856173227687832	0.929999327768471	0.878701802032469	0.930276210160361	0.770448354883329	0.75396759589885	0.884300223025691	0.823937619263498	0.790365806206954	0.962484553587136	0.751350180904248	0.934786091267708	0.84554431589203	0.927441203345137	0.808215967864261	0.840859689251558	0.935008355151723	0.336102348133636	0.8863898029605	0.959046937545425	0.866516125266854	0.870789604691986	0.602645719445613	0.583544462062555	0.822473296352721	0.858026805889148	0.827682952356412	0.846921798217735	0.969301368847244	0.870215206121675	0.848000981888965	0.87189267036295	0.913789173459434	0.748807021488779	0.895667216750829	0.811752191375079	0.716208976730238	0.917076212786626	0.957734423435994	0.90062532007319	0.505161293017748	0.890109089401233	0.968682756465295	0.910979313430006	0.745011206483435	0.960964516531413	0.466627372705275	0.944129441219681	0.797028678647581	0.836459976595512	0.689372874896668	0.724981030644903	0.148625801358047	0.894380939547777	0.796149515647933	0.851836879987039	0.899908962319963	0.862734709101261	0.926458923423846	0.827244199881256	0.944676071708267	0.852821845487224	0.908826151141292	0.933938737988472	0.72639004309632	0.858566704262732	0.759974331025443	0.625029999197306	0.747758616970446	0.865137578570963	0.899793083334937	0.902671578177779	0.904850390250737	0.839701095838827	0.65758006581645	0.889260877152247	0.864931179866823	0.936290019574065	0.750383311432776	0.985188489493135	0.816427643054336	0.929325488020942	0.782674467743311	0.834890500581849	0.899232952681278	0.76034196387696	0.898722732315114	0.780753136993925	0.681870513327812	0.699396064234481	0.910620809740792	0.911674414733121	0.793107078157727
CD9	0.823054852947864	0.85347942627249	0.77909813645439	0.82601921375333	0.878815427610501	0.824433293442855	0.807969245020864	0.820188331548082	0.853740490167738	0.788556732591191	0.876316174698566	0.793950474619095	0.847866066849987	0.732371688677587	0.830729401007711	0.784817112573782	0.843365293438032	0.850897755355729	0.825256838809259	0.849958160347157	0.79012294013978	0.803909474413032	0.833836224946736	0.883315917020095	0.802176661311987	0.814225009781253	0.687430480261945	0.866420264436023	0.777952362330609	0.769356981734554	0.881681940775509	1	0.757226729571829	0.77713589903104	0.896664123838884	0.884309357731202	0.708456813353879	0.878405149924401	0.852336357364069	0.83384188655241	0.652067454740005	0.733045190811013	0.795244328019207	0.764652872410941	0.668149157197436	0.830567989897618	0.774299957803296	0.833094185063099	0.835188633525811	0.857042256664435	0.85327022791632	0.744109719427968	0.781274629976476	0.231819282732381	0.809831397754133	0.84131191914877	0.787177280811318	0.699808316806129	0.460244428716468	0.602621875694077	0.703804920385614	0.766640081050669	0.824060650647205	0.740292501266979	0.87573182741323	0.819526894588998	0.763257247693092	0.814706483561826	0.886132114172732	0.678604929713245	0.821637316121219	0.744192751614449	0.585169733763595	0.848275087524588	0.862381476477993	0.864462163936262	0.458987278100209	0.800759887169245	0.881164677060152	0.844657993054378	0.816225509505647	0.860983546352613	0.335778067395462	0.845752045151084	0.832438117317646	0.790720716286297	0.608790983756714	0.634015902138048	0.261905843029703	0.819038074877406	0.810974381783033	0.784395779479922	0.801542733746588	0.83055744193571	0.840268276889769	0.796024951889419	0.860600826883264	0.844989225756814	0.828280829704808	0.86046755864631	0.706155833754738	0.731101642258693	0.710615628507772	0.645397455919989	0.637682397535734	0.811318191907501	0.787097195834297	0.890326850126203	0.846184750410032	0.749208714133696	0.541702459487401	0.868179888723713	0.734602360590533	0.860407124929925	0.759443321850277	0.86666792894106	0.692501800205797	0.797193806938037	0.790163658479721	0.817704114191064	0.851116036001282	0.719581095847752	0.8471872078473	0.653987960599758	0.598741524171619	0.607007361650623	0.809558405797951	0.845788517170028	0.79373157654111
LDLR	0.636919109866426	0.729112935318726	0.579627821969061	0.660573629991736	0.772543295255238	0.720145200168244	0.72850055097652	0.655124061980024	0.760936711910997	0.601571376419301	0.68236715877428	0.713453397183192	0.627674637226712	0.602277959035705	0.763283745832973	0.539642929930621	0.668698610381826	0.811430139391689	0.668881978142032	0.780256082449595	0.654800621679699	0.799045508944944	0.821866401639799	0.753677915958041	0.729739028717077	0.628936314414994	0.730423943595141	0.722817920485502	0.866162116197138	0.613005480922294	0.818350636450108	0.757226729571829	1	0.741188706269222	0.706215443198355	0.723181376568585	0.692287555880236	0.767523871745827	0.757858436593811	0.756050152496998	0.624830244722992	0.704735693590398	0.699481165697796	0.603862039235716	0.83372269082284	0.83715420860838	0.667797568602772	0.745830436326734	0.827525730976214	0.69110309011108	0.622616667182836	0.796047629160614	0.805194588193143	0.565626230056654	0.798987274816549	0.751833886562555	0.714606867879807	0.784298381822592	0.599577025830568	0.594171148034636	0.638623414402578	0.62202085267507	0.590159483273813	0.737713207878904	0.762947659540823	0.677537332726164	0.621792289381101	0.759414437858878	0.766538064954781	0.708249556724618	0.738733256542847	0.732110501313547	0.68976761494468	0.675584734356935	0.750290608755535	0.738753826362233	0.537109740992573	0.656310791740338	0.760216171033289	0.72208885646655	0.490676958797417	0.744416155006189	0.570757613128338	0.747781586676265	0.671197538892938	0.741088332602464	0.656941401769018	0.787498961763435	0.0847752445780061	0.763850545383671	0.606420699004582	0.673019262893199	0.636593876103266	0.674530420290089	0.723055016373399	0.631771720795151	0.752116893786605	0.715726129762763	0.724611845022173	0.737083470856326	0.591383509283182	0.840287089952923	0.822495780012206	0.598894757221201	0.469154194340789	0.711011944353814	0.65526872594486	0.763840385056684	0.819535029519484	0.683084802303971	0.74471376605699	0.665671803270352	0.867336492477768	0.721589589923218	0.560420540739588	0.828109018474251	0.484542858206743	0.866989970565937	0.612499042400697	0.683691568142703	0.653655300853803	0.676679346633975	0.643908568814486	0.771204327280037	0.63903671686881	0.658213222203639	0.781620005672361	0.679135005162474	0.730785946226543
LPP	0.821435187021681	0.893412190854282	0.783493474863775	0.867491337638531	0.899895502261033	0.840440036645325	0.844347495069631	0.882417527358914	0.915276110499665	0.822501221181737	0.866990906344067	0.844093999431909	0.680869543503579	0.742213007025895	0.840030113155498	0.678750894151295	0.761791597852879	0.843548546808211	0.804796424563591	0.912025029241501	0.76989377970919	0.776556227151035	0.849509819290209	0.893950202502335	0.852012322739309	0.809967179630833	0.799624253674054	0.867408353655494	0.820728664549156	0.803670152900163	0.869689491417299	0.77713589903104	0.741188706269222	1	0.813542380886349	0.871861238127141	0.818239862268458	0.825777336096311	0.913164607635119	0.851299455045287	0.777740240365257	0.858096496735482	0.878275673748943	0.80245836077245	0.715647389287435	0.871538809255835	0.815935029700598	0.833922516549668	0.791224357487601	0.865856421777682	0.840799811271353	0.763579030525825	0.791578652333258	0.271447508502249	0.821356782900298	0.822859194796935	0.880969039934665	0.682594902079184	0.516821296975588	0.693193516988398	0.799702213897332	0.788063129187478	0.77684590812601	0.769404032775034	0.858766083650438	0.826541608828917	0.728954601770894	0.82216047635039	0.856431661496149	0.764159775734386	0.817284020678558	0.836108796130446	0.781820522176359	0.805138283718026	0.880366555822651	0.85493546953639	0.607389351285461	0.784163386864868	0.832998145839449	0.843662909954474	0.697396937547215	0.859026599881443	0.253778569304433	0.849639127494024	0.861429959165475	0.799601636192554	0.676385230060806	0.726356315713199	0.16365259903944	0.900280987708914	0.785273518828993	0.734140001449018	0.815805208170163	0.7933546215226	0.871763025075037	0.855255650838785	0.849335443550631	0.862097041422085	0.826581911338788	0.818558310636425	0.79783007276315	0.719858801406462	0.669216627521526	0.5391117700675	0.723147250645297	0.830032033690404	0.79094767130131	0.855895423184371	0.809375786615986	0.841077558511496	0.543913077728456	0.791010062438167	0.701603983300558	0.889264315781991	0.635117635243188	0.857230375050601	0.772835891899732	0.828196316241131	0.725728229204302	0.853120745242386	0.743675222019834	0.800035846620741	0.867932385693455	0.736943454762571	0.69839463929706	0.712551615451126	0.819824280972213	0.810341742918659	0.737376476520101
