""	EGFR	ERBB3	KLRC2	THY1	CD9	LRP6	ACKR3	CANX	INSR	ITGB1	PTPRA	CAV1	CD47	NRCAM	APLP2	SMAP1	NOTCH1	CADM1	CD99L2	KCND2	RACK1	TNFRSF21	LPP	KCNJ10	CELSR2	PLXNB1	ITGB8	TSPAN12	GPR37L1	TNFRSF1A	IGF1R	C1QBP	LINGO1	AMFR	TSPAN5	NOTCH2	SLC16A1	LRP1	SDC3	MRC2	CD46	MCFD2	CD81	TFRC	SORT1	ABCA1	ITGAV	CD63	TSPAN14	RXRA	CD74	SORL1
PTPRA	0.354260530423845	0.599114541535047	0.543353049454478	0.670003756715847	0.800095938572029	0.709554956484823	0.84421924676929	0.909565553088266	0.604907449337445	0.867613760296099	1	0.800336520471879	0.749490335064793	0.80061689735658	0.894859227702397	0.785031539403773	0.821843221448804	0.64448833057335	0.898160978103903	0.72879832551904	0.784790271901817	0.329675851325571	0.89458685108606	0.459492312582456	0.820878423959193	0.740925934446537	0.875655438158792	0.800987614175308	0.300104896838469	0.81702426607665	0.882767761076026	0.766497392067446	0.727024551809135	0.89981182142548	0.79416034900601	0.801204232748263	0.917336892651813	0.877825983184042	0.809949475227951	0.827592026596001	0.846621326562783	0.875920483692174	0.846064651275281	0.60633224791029	0.854414828475494	0.745738383578531	0.887997569013891	0.854489319811406	0.727114592839554	0.785868512699616	0.41635864537029	0.437947539537934
CAV1	0.0122545092838691	0.766107248759624	0.644861309108453	0.796019140229903	0.950766159644115	0.567118378401638	0.856411189230358	0.915440452141587	0.632955466711383	0.891379533124623	0.800336520471879	1	0.928823602200684	0.635288707305283	0.87328380956091	0.85248516558494	0.855433705095225	0.615880729078287	0.733765716186517	0.884927252445462	0.929008134791414	0.38632381910432	0.909076204382819	0.492862188888829	0.766071008173216	0.602446555135613	0.881237348931374	0.807815623078482	0.151502382901466	0.852477504519628	0.829074509912943	0.908934814914975	0.681165980001771	0.813663125751869	0.752937533126205	0.616360516324387	0.788797849019748	0.797809792040195	0.8300791098307	0.691122423128608	0.805610201486211	0.91220269393109	0.739600079677944	0.544622182638166	0.850450795345251	0.647038803578034	0.762009987461375	0.959050743604109	0.637270737215972	0.637790010294477	0.280429538268684	0.26033725369801
CD47	0.0508212244623643	0.851302510897224	0.700918656595932	0.841990171744862	0.891501900383456	0.667132067109506	0.837077634578013	0.84856070173537	0.664319586671014	0.808498194032861	0.749490335064793	0.928823602200684	1	0.629029970246448	0.815163329276168	0.860624352322836	0.857261153616441	0.678501010131822	0.657475560929336	0.841515933142167	0.920898054109606	0.560192440647296	0.850622958546229	0.623262581619264	0.673229738132167	0.52504165995536	0.853975908738509	0.794538662438534	0.205786662396025	0.730181774236113	0.724286380861929	0.882522221637924	0.686246707459228	0.755159168039295	0.765009402788441	0.524689032255063	0.725550860401227	0.771587746612618	0.76059646307067	0.597349775394345	0.734758323721916	0.898829781820883	0.684359765464845	0.395263728967658	0.81083254391999	0.531539890893317	0.717193204183365	0.872209292740397	0.54561354452111	0.511008365146267	0.16072677726758	0.118243003029436
NRCAM	0.451449971192099	0.625503556361498	0.411525664451183	0.712741041038617	0.68205640435551	0.751214212602136	0.765839208070145	0.777705517369705	0.62287209302487	0.646666595124992	0.80061689735658	0.635288707305283	0.629029970246448	1	0.752079902136875	0.711897444660836	0.799500384526936	0.741823362146302	0.775820494627031	0.680716797230518	0.634209270792416	0.501176577953826	0.787036015692549	0.622044676199937	0.735664419743015	0.827047708477897	0.766965209213238	0.757110646134453	0.529953304423559	0.680261076710003	0.679748808265179	0.628739609604069	0.680635324577643	0.727282183167175	0.583049598021172	0.825527774521433	0.77818230377481	0.863300631250904	0.726844871411634	0.679135069563355	0.746326913677863	0.71555059190611	0.76666236907908	0.410709694760039	0.753459540107609	0.621421494388227	0.852313522536048	0.681466146657097	0.548030276877037	0.674612429284402	0.213545361882111	0.281280679579188
APLP2	0.162117306838769	0.62731578141056	0.513595617974725	0.732367732827347	0.895496485656495	0.683570648578008	0.856398425817678	0.96716804695601	0.602124492037838	0.942458230909332	0.894859227702397	0.87328380956091	0.815163329276168	0.752079902136875	1	0.829796637738927	0.854310979897369	0.667920253053573	0.863849791348052	0.838151636470296	0.867502866770142	0.333920623454097	0.940630477142559	0.390888189968804	0.825862290990839	0.679388733493899	0.893086780340852	0.884529597724678	0.228027870072488	0.895418147395571	0.896536163745692	0.825822017467664	0.668477358544865	0.900899581298514	0.719271651636514	0.838668274567175	0.908651265974779	0.911143004075863	0.819787146022094	0.8800079900236	0.841985556864877	0.896878233253185	0.881220258819304	0.698717718987505	0.875884993663147	0.7725510943372	0.904852416878389	0.9437334211981	0.736975417229331	0.8448790505641	0.498890963648637	0.493368255956712
SMAP1	0.168456822338771	0.792809009475413	0.750033468615921	0.888599950804109	0.813082050940416	0.751101637015779	0.740827639049052	0.837951624170366	0.573643290054982	0.843297558673674	0.785031539403773	0.85248516558494	0.860624352322836	0.711897444660836	0.829796637738927	1	0.898433104076227	0.796411011434617	0.64760332597626	0.873510173026613	0.923683076536994	0.570749345646255	0.838755188050001	0.45315264034851	0.664443110582888	0.575966225552406	0.765308085486178	0.828760578686226	0.161480947255257	0.708251046464742	0.699308904003232	0.924815709032429	0.776764840003703	0.702428374450643	0.792350462567246	0.615603444568585	0.775482805726505	0.772855999698679	0.713447951014619	0.643741954771423	0.74957371384465	0.866333445315365	0.66413901355434	0.492100109972113	0.78965329858253	0.537944280596911	0.69514110120767	0.851610339316978	0.603016846456464	0.537633545356509	0.233388076786508	0.194519876123592
NOTCH1	0.277013617341637	0.748833494805438	0.604079514378244	0.832264422097589	0.832702400430912	0.748475663169588	0.825795597868668	0.875921509809963	0.615597608951383	0.852504642316791	0.821843221448804	0.855433705095225	0.857261153616441	0.799500384526936	0.854310979897369	0.898433104076227	1	0.759883392664825	0.743949692349382	0.839617720347366	0.879727890837246	0.530944594219055	0.891516672898096	0.552199642813731	0.732399876193086	0.71071285357372	0.833882719443504	0.861687471032701	0.299476630630859	0.775626335206131	0.754460669205076	0.886487109536623	0.766190289161498	0.788416638310001	0.73760337249369	0.730501314437638	0.819190541885542	0.84369216701806	0.800334943523418	0.714640794428932	0.826703289724821	0.848644787434775	0.773409630352582	0.544182517867343	0.844295518863198	0.652586221482294	0.808996824164289	0.86293750348753	0.687058445463295	0.623350824359879	0.291760775856901	0.288964156376341
CADM1	0.386828551169417	0.754738203890864	0.607852435875213	0.763036672294375	0.625956015938168	0.788886034708361	0.586300964253081	0.710669767761535	0.65089865398642	0.641298516060242	0.64448833057335	0.615880729078287	0.678501010131822	0.741823362146302	0.667920253053573	0.796411011434617	0.759883392664825	1	0.606649829226773	0.708998185281396	0.682752542826149	0.689116752499546	0.651359902505837	0.636184536139348	0.650829263186329	0.625374376458325	0.681459460314411	0.742075818919932	0.474741105578466	0.481753700744605	0.594200571758753	0.675315256394448	0.658199237088071	0.53315703750634	0.696287224995428	0.586159875558181	0.629716206374012	0.706776540303862	0.687833872529085	0.502255780493102	0.647496521587559	0.699921261824955	0.581163539133284	0.325002330442195	0.726754493258289	0.439060310480431	0.588226275087266	0.599407400719359	0.416125358889403	0.488763986874299	0.0453424489067316	0.0717471999262734
CD99L2	0.424442149154242	0.530140931905028	0.388369666294412	0.555749933273749	0.777103097628945	0.626350599252317	0.828441852068006	0.897505151452246	0.642878099144097	0.826756586628784	0.898160978103903	0.733765716186517	0.657475560929336	0.775820494627031	0.863849791348052	0.64760332597626	0.743949692349382	0.606649829226773	1	0.689426596993182	0.664067841171781	0.172794810238338	0.869831984431256	0.457251218301042	0.881559274893468	0.788742384780127	0.883997187634469	0.752405906809229	0.369628551800771	0.81602737511787	0.918154922274976	0.648456396719164	0.605784739808779	0.8590118746972	0.717742039782102	0.81972589370792	0.854860441394601	0.858158611587567	0.876860113435984	0.800245694822703	0.86768674001727	0.809131250612023	0.853795165713133	0.58715999573265	0.842974957230555	0.770384046278522	0.86643233085781	0.808472080872074	0.665626684917215	0.872422578183568	0.388730868611909	0.45464038709851
KCND2	0.114588480675955	0.831840255957222	0.643023263410778	0.879185946853182	0.827897658266046	0.71093607083394	0.759021276187842	0.862684282064778	0.601577489597877	0.859257816314107	0.72879832551904	0.884927252445462	0.841515933142167	0.680716797230518	0.838151636470296	0.873510173026613	0.839617720347366	0.708998185281396	0.689426596993182	1	0.903593346187643	0.450088440956392	0.836049930449621	0.452472744041325	0.708423547432908	0.558455060492251	0.773166641517767	0.837047097295209	0.10222410856932	0.709064193424332	0.732213254498462	0.919705583647087	0.786479154607052	0.701155271660705	0.694229301952257	0.584786947354038	0.782064060414201	0.77919967641896	0.75855341679425	0.581679527659563	0.736546759523852	0.794787336753325	0.627842549887216	0.467709423882637	0.788226998076972	0.454709003900425	0.663904063122061	0.869782913865972	0.531724938595661	0.635047568816208	0.163698291520561	0.135726557127432
RACK1	0.0175457725131517	0.817559048468286	0.707975808361916	0.889889547895397	0.863663318227254	0.697968064829711	0.775731788643986	0.876958943325739	0.571892670038725	0.885709743621393	0.784790271901817	0.929008134791414	0.920898054109606	0.634209270792416	0.867502866770142	0.923683076536994	0.879727890837246	0.682752542826149	0.664067841171781	0.903593346187643	1	0.528463664424771	0.879423288507274	0.459999991509879	0.665731683931518	0.509935257626049	0.786531153894325	0.818566854056475	0.0889142986143725	0.769904284837101	0.732295756016355	0.959488221996776	0.774692001081212	0.74868314806816	0.73487733628049	0.588242257184198	0.811942681523917	0.818664998946613	0.727135406794154	0.653752358876179	0.750650876845414	0.888914309812695	0.719588649501963	0.557514129161239	0.824937230858029	0.542621331915743	0.718831890685079	0.915504137762161	0.650952598637339	0.580377400972038	0.338546096098372	0.260562578504418
TNFRSF21	0.0702667608879114	0.679218124224282	0.40916894767854	0.697660347087425	0.350175386568281	0.629514282359994	0.294269288454822	0.34671084709156	0.356628152939805	0.266148502420042	0.329675851325571	0.38632381910432	0.560192440647296	0.501176577953826	0.333920623454097	0.570749345646255	0.530944594219055	0.689116752499546	0.172794810238338	0.450088440956392	0.528463664424771	1	0.351483003691343	0.528888588701407	0.193849868619356	0.252492346927677	0.340332933604401	0.506834931482456	0.247228372991341	0.152177893989229	0.119418378835124	0.499410206678023	0.429718198010935	0.235116136725324	0.342543462991555	0.270132934894411	0.340577769215578	0.442079629571246	0.267299860834164	0.219047630228019	0.255592415543898	0.386112252638919	0.271890603424184	0.0501597588142772	0.428870701857163	0.080356587296672	0.32477706739727	0.295124408382937	0.15412132721048	0.0535678587876906	-0.121652430740759	-0.157015523604496
LPP	0.183565896972741	0.704482479284454	0.503034509629227	0.765975712225117	0.908936039288295	0.661979851456125	0.901880854511571	0.964728451824801	0.674982303787808	0.922525657393402	0.89458685108606	0.909076204382819	0.850622958546229	0.787036015692549	0.940630477142559	0.838755188050001	0.891516672898096	0.651359902505837	0.869831984431256	0.836049930449621	0.879423288507274	0.351483003691343	1	0.51020213107806	0.856357634571721	0.774366550870783	0.924177933623456	0.851303912149885	0.286423373824763	0.916090035509064	0.888085983234751	0.854131509502684	0.67913352056872	0.911311386287724	0.771391799495914	0.794931842197788	0.873669162991586	0.923512474600935	0.881325198860769	0.809188814936375	0.905054886787848	0.924229230781047	0.90326156150902	0.691322374151554	0.9120233884491	0.777790501711662	0.895288611323561	0.95806146368246	0.79476992471358	0.755091745450656	0.456742808110924	0.477532757480733
KCNJ10	0.314048836397162	0.716515097916325	0.416168630294397	0.540204234290169	0.50065039168434	0.509247465623337	0.539837656434583	0.50659642088645	0.743834211716984	0.38788839529191	0.459492312582456	0.492862188888829	0.623262581619264	0.622044676199937	0.390888189968804	0.45315264034851	0.552199642813731	0.636184536139348	0.457251218301042	0.452472744041325	0.459999991509879	0.528888588701407	0.51020213107806	1	0.55492162540807	0.631401714498264	0.598120057689352	0.458127715045968	0.590923046509191	0.368374528858555	0.435421354610812	0.426609654835361	0.481492697639448	0.460558919013268	0.550722947648782	0.332614339775319	0.347951314475349	0.594676722922393	0.602910330190682	0.199268731344737	0.535035749935624	0.574432674464807	0.503869786822193	0.0961698628866374	0.604536604487118	0.357567947420176	0.48637393177882	0.426317043357452	0.32522029216016	0.226287975832913	-0.0851271504421889	-0.0317102063130264
CELSR2	0.349042140925999	0.632550753585866	0.474830884339763	0.597759469592524	0.790156281769489	0.626625234803964	0.790385905194298	0.883024094524454	0.769324745267491	0.826519237616792	0.820878423959193	0.766071008173216	0.673229738132167	0.735664419743015	0.825862290990839	0.664443110582888	0.732399876193086	0.650829263186329	0.881559274893468	0.708423547432908	0.665731683931518	0.193849868619356	0.856357634571721	0.55492162540807	1	0.826562898206611	0.848974828259172	0.733162682155276	0.33349147897711	0.795812020379169	0.892279423080457	0.660030905813336	0.619165453504399	0.827547668128757	0.74315883636934	0.72333425808742	0.74494478343744	0.834538984717137	0.855433387303677	0.724848719687423	0.858469635369084	0.803465463810939	0.795312382767906	0.568999165947937	0.834746670481742	0.749979116060325	0.805759701182788	0.806265717483177	0.67095418988854	0.770957774986068	0.327950496908344	0.416236364813447
PLXNB1	0.418811622789856	0.538786966918813	0.29156155529948	0.521158383451964	0.672362382049967	0.543702079528531	0.714021577452741	0.751895507221206	0.712225860026859	0.636497235006988	0.740925934446537	0.602446555135613	0.52504165995536	0.827047708477897	0.679388733493899	0.575966225552406	0.71071285357372	0.625374376458325	0.788742384780127	0.558455060492251	0.509935257626049	0.252492346927677	0.774366550870783	0.631401714498264	0.826562898206611	1	0.788982473018276	0.635858484648313	0.535694628697779	0.709525618458424	0.739291936629488	0.536318766388346	0.510008512357073	0.72120663489373	0.676333943562217	0.760864232716426	0.652710263723489	0.780209973735118	0.816578086238225	0.60905492004392	0.819025615159892	0.677797230226811	0.772895162562352	0.516581639627195	0.773213734939501	0.739157200193341	0.772621803188414	0.659611356427006	0.651972335038704	0.632625518418991	0.27468511128655	0.416348784775917
ITGB8	0.22693635900282	0.685513982147608	0.493040713317445	0.678945498703642	0.933071688846669	0.601534630101702	0.934064194027903	0.94222100688371	0.72066325719318	0.837452898254628	0.875655438158792	0.881237348931374	0.853975908738509	0.766965209213238	0.893086780340852	0.765308085486178	0.833882719443504	0.681459460314411	0.883997187634469	0.773166641517767	0.786531153894325	0.340332933604401	0.924177933623456	0.598120057689352	0.848974828259172	0.788982473018276	1	0.810610005435979	0.406007177662194	0.862960344476738	0.909026760417823	0.764383718893087	0.588991314784489	0.884411681029613	0.790346271982037	0.774027461748761	0.830750012906335	0.850565636901365	0.92576192030747	0.770359131451144	0.870407213947939	0.907035536951422	0.848927245977385	0.537601711272916	0.909838941495502	0.757434984442363	0.870695656367598	0.898407663400844	0.638973194059099	0.757315466463851	0.284490620832062	0.336670508602289
TSPAN12	0.300469368437554	0.69942737102488	0.528572569213421	0.818376698732223	0.791413779897686	0.751199853155341	0.795900970689497	0.868822364942446	0.510768216172123	0.847303792348902	0.800987614175308	0.807815623078482	0.794538662438534	0.757110646134453	0.884529597724678	0.828760578686226	0.861687471032701	0.742075818919932	0.752405906809229	0.837047097295209	0.818566854056475	0.506834931482456	0.851303912149885	0.458127715045968	0.733162682155276	0.635858484648313	0.810610005435979	1	0.293501057852183	0.705501446175645	0.760777558218008	0.853213821357346	0.71713408790727	0.76652982468334	0.641108844258857	0.722827969461074	0.833467529372169	0.828529571051114	0.766382591177685	0.75800785563061	0.735010145944132	0.772501745959354	0.732263691939017	0.516575285713598	0.791925383057725	0.571908072135848	0.768873059142331	0.820110978180887	0.565247380511913	0.708676622519229	0.248471248538626	0.255576428132906
GPR37L1	0.365133882727707	0.178753116920139	-0.02778426153587	0.140108127199783	0.246553965346387	0.210409420793069	0.370901604384048	0.303665721411705	0.307444511251243	0.128803998866818	0.300104896838469	0.151502382901466	0.205786662396025	0.529953304423559	0.228027870072488	0.161480947255257	0.299476630630859	0.474741105578466	0.369628551800771	0.10222410856932	0.0889142986143725	0.247228372991341	0.286423373824763	0.590923046509191	0.33349147897711	0.535694628697779	0.406007177662194	0.293501057852183	1	0.233582874086462	0.318127041007981	0.0824368602236512	0.125359739861772	0.253316951284924	0.198712323545902	0.489574494770547	0.307094693590106	0.38453469756812	0.460968741297835	0.274211589201148	0.30177168334827	0.280436501978536	0.464279567101065	0.0867075964654524	0.341649878465636	0.375147656564676	0.408491238444543	0.164324483441636	0.18068509794048	0.342071429717183	-0.014064406869184	0.0857161585898161
TNFRSF1A	0.0609501919361468	0.49137551498678	0.346985849545923	0.550517498491697	0.902833607529434	0.431517016879021	0.836517278415741	0.900068398231115	0.602933020045781	0.870058223565603	0.81702426607665	0.852477504519628	0.730181774236113	0.680261076710003	0.895418147395571	0.708251046464742	0.775626335206131	0.481753700744605	0.81602737511787	0.709064193424332	0.769904284837101	0.152177893989229	0.916090035509064	0.368374528858555	0.795812020379169	0.709525618458424	0.862960344476738	0.705501446175645	0.233582874086462	1	0.859572506720976	0.716762607635673	0.471410047411493	0.90125267394086	0.675062368351235	0.800782415570001	0.782849881670203	0.826461483010641	0.825483724458707	0.829520076769423	0.859314871718256	0.863335704690077	0.903799236057122	0.767972901081939	0.83585839065471	0.875001235098799	0.88202845114145	0.936413529661084	0.820591632494293	0.764365409740754	0.609128097313748	0.628731965484273
IGF1R	0.23709130375422	0.5365828727731	0.470319207766757	0.576313499810553	0.849427653927673	0.543041009504094	0.8511468607434	0.932838706644844	0.635407769749599	0.889858013859705	0.882767761076026	0.829074509912943	0.724286380861929	0.679748808265179	0.896536163745692	0.699308904003232	0.754460669205076	0.594200571758753	0.918154922274976	0.732213254498462	0.732295756016355	0.119418378835124	0.888085983234751	0.435421354610812	0.892279423080457	0.739291936629488	0.909026760417823	0.760777558218008	0.318127041007981	0.859572506720976	1	0.71344064975258	0.608832530615026	0.886557732940737	0.741847309677451	0.767650284531715	0.841157404881271	0.838304240869439	0.870587291984574	0.827245109928491	0.861535039420046	0.857459273742763	0.842892148389684	0.630885641490132	0.84840439840859	0.799017434703405	0.855401364592879	0.880468436419559	0.698704128223343	0.850171411729636	0.41853619664206	0.450268010150567
C1QBP	0.0746432706931699	0.824792828195756	0.72833801747165	0.909330908561681	0.833951592029937	0.690176836658369	0.766391453214176	0.842210904472458	0.501430252798503	0.868811627257139	0.766497392067446	0.908934814914975	0.882522221637924	0.628739609604069	0.825822017467664	0.924815709032429	0.886487109536623	0.675315256394448	0.648456396719164	0.919705583647087	0.959488221996776	0.499410206678023	0.854131509502684	0.426609654835361	0.660030905813336	0.536318766388346	0.764383718893087	0.853213821357346	0.0824368602236512	0.716762607635673	0.71344064975258	1	0.81181071840263	0.706463759600853	0.727943676364707	0.543116116367115	0.80288444451828	0.753962963113434	0.734501340843493	0.605475951754693	0.713244910488881	0.832709536355024	0.640545626022934	0.490975804118402	0.778518855754378	0.469091912381145	0.650776438633584	0.887067128381993	0.586034894922367	0.541324122791353	0.20204640781705	0.148878678856646
