""	CD3D	CD3G	CD69	CD8A	PTPRC	CD44	LAG3	ITGA4	CD8B	CCR5	CD2	IFITM1	ITGAL	CXCR4	CXCR6	CXCR3	S1PR4	CD247	CD27	CD6	PTGER4	CD47	CD4	ITGB2	ITGB1	TNFRSF1B	CD7	SIGIRR	IL2RG	CD46	CD96	TSPAN5	F2R	ADGRE5	SORL1	HLA.DPB1	CD5	TRADD	SPN	C1QBP	EPHA1	TNFRSF1A	KLRB1	TSPAN14	CD81	CD82	CAP1	LAIR1	PILRB	RACK1	CLEC2D	SIRPG	PTPRJ	IGF2R	PTGER2	PDCD1	JMJD6	TNFRSF14	JAML	CD74	ATP5F1B	RPSA	SMAP1	CD9	STX4	PTPRA	CANX	CD63	LRP10	LAMP1	APLP2	NCL	PTPRZ1
CD4	0.579908551111021	0.617757383441491	0.568064101061584	0.126687974179794	0.343338186614663	0.609261432475148	0.127792697593772	0.483873732405053	0.0789325984852663	0.0691937754241197	0.709854308371284	0.619158401001985	0.451020812055226	0.571275733145568	0.512266505349217	0.300109260979858	0.677007032508787	0.520089914437775	0.0398542015553968	0.832160885843025	0.64899652904946	0.767680889169197	1	0.806572440255388	0.65284090785542	0.747261135869049	0.798285255008387	0.7153996146923	0.853170811555674	0.688927880663852	0.389014989791115	0.172475591973594	0.17715959586144	0.728316961127139	0.57392346877623	0.464434781640392	0.617492777494371	0.883671279305705	0.738751089676285	0.376217559596481	0.392121391157971	0.26646569813028	0.935905751885692	0.586481435917253	0.34966224635267	0.558319496798981	0.811587748136363	0.891704093385795	0.116084849257923	0.772579716627453	0.819822831313297	0.288703344322387	0.281137560837529	0.561989965057465	0.898096296886356	0.274168222169435	0.68739040536007	0.654572840689056	0.325583377470021	0.560559997193967	0.493148984340456	0.810424096164329	0.631905616416181	0.129957096597028	0.402040356173792	0.05966212269589	0.303896814682848	0.159927700543808	0.772315762916981	0.556124486197573	0.214538095756501	0.539016365910321	-0.125869727421379
ITGB2	0.738708193644041	0.761147784019788	0.778320634546801	0.415543877312695	0.521996456213909	0.782244174666489	0.426594261801546	0.528461274423024	0.411125889006833	0.321357570662174	0.781188634281497	0.703750978516474	0.588192738509459	0.808103230094538	0.592301328098403	0.523746403575745	0.847025831094687	0.70815531881751	0.34641501716541	0.81838196546986	0.690042724131138	0.77521448984021	0.806572440255388	1	0.72497809505479	0.785028144847081	0.796265038288667	0.811013013703015	0.812454534032564	0.683689690106606	0.552431933972757	0.432478533203545	0.361442778821615	0.773479806512114	0.723638125721779	0.742853376818667	0.759542274237392	0.819475674034678	0.791046730784629	0.286130641597996	0.615945994511382	0.47644527429894	0.819658922066629	0.660491488481923	0.3970820942157	0.435498688431082	0.816487867571801	0.842850617087649	0.345815046284411	0.809944742951093	0.869354531616346	0.493138898391446	0.336553650434055	0.572571783279237	0.786483267681736	0.50062298773072	0.799400922325609	0.855358238280851	0.626103529664543	0.783300789928307	0.498196591954907	0.816877745220177	0.615425851198608	-0.0271630422592533	0.555763408472828	-0.0438538592124626	0.165100392342373	-0.00441376388618757	0.811800904901469	0.438133242912617	0.208429824056409	0.405395798673528	-0.278284749225917
ITGB1	0.813511611986133	0.766260405816587	0.775673486887955	0.436164226638794	0.77432353072212	0.742582929004188	0.488805656455645	0.78847253027128	0.476722617148241	0.505739543299013	0.781374786275567	0.667562700976904	0.78807901451263	0.693764224484632	0.743066791253033	0.58085474408898	0.765395930671286	0.660396040102639	0.403996429423042	0.698283535954722	0.820533511031901	0.840692493265243	0.65284090785542	0.72497809505479	1	0.808967339005254	0.787374702272458	0.820789774914449	0.852193092890806	0.817729351216434	0.730259000469243	0.5042350109315	0.555630789551525	0.809344305928764	0.683035586390951	0.623702152854851	0.706486564879646	0.775114438435591	0.75541081057322	0.544237203824158	0.487803823638211	0.530709328606698	0.767249600583399	0.870696524074083	0.665310411899814	0.661970607534131	0.892334677261256	0.649179746604473	0.521303402348925	0.796215826665549	0.807569976114166	0.442790913732009	0.425355993948946	0.768774141931892	0.822212181850006	0.336779146775368	0.75020292624623	0.808523608621642	0.708002136524445	0.481012976793784	0.569937082574071	0.769389249921139	0.851512308965435	0.243699991379944	0.599895914356985	0.452116832863394	0.366633669984019	0.266139729755156	0.730238821512362	0.788943692021793	0.300959291483892	0.718411281488027	-0.0238419569698171
TNFRSF1B	0.854024305226371	0.885120590427638	0.794210025826859	0.516156150674893	0.777511891074494	0.7540929542877	0.5192318088844	0.850157769905601	0.560351149916661	0.541744151299082	0.925718811989243	0.694302747898366	0.768163676373875	0.738655527766006	0.797734461467023	0.566404721609771	0.766931670800481	0.805893882218602	0.38496423106322	0.85430474909562	0.927382352088384	0.747197702128016	0.747261135869049	0.785028144847081	0.808967339005254	1	0.870818294958274	0.795903893285775	0.873738632722611	0.818760925284082	0.785465153781514	0.58584411137248	0.507458402142051	0.867280212346977	0.635350615164985	0.476361796911292	0.604105370258225	0.807704826295816	0.81750750232147	0.323001720390328	0.518650484062592	0.270954392700219	0.804511096520662	0.850098492451572	0.366893072738214	0.474381745795144	0.881571513711822	0.736548777492447	0.314489132277451	0.702649344052284	0.877625348124886	0.495047946255812	0.495202710879681	0.80527429277857	0.805855699534281	0.46562852058224	0.801719148704166	0.833746117250729	0.713266302733635	0.381703667543976	0.374710557489425	0.719053932738722	0.667635498609986	-0.00377332386005292	0.541710470315574	0.143016733274509	0.157784403082409	-0.000292620483614501	0.801660296383085	0.599922967070043	0.0740058855347299	0.599819638454049	-0.270394308259459
CD7	0.774210241242146	0.79677572758076	0.782716137028108	0.458615823648605	0.644230412717803	0.69088339917901	0.397367407424779	0.750090463475358	0.500061413459144	0.345359753140128	0.840572027206691	0.776388663792381	0.704383179220389	0.716180765738381	0.812111246094053	0.502360014483153	0.85929097261949	0.696270215563522	0.283443952007044	0.804583804881411	0.862338356118645	0.775690463693921	0.798285255008387	0.796265038288667	0.787374702272458	0.870818294958274	1	0.809090855447311	0.894654572019181	0.822596768545201	0.6614310806722	0.388957693637228	0.419106677908739	0.870497120045656	0.591390835122725	0.502404480398092	0.715231476725666	0.834702841824483	0.713727353284478	0.415024455160833	0.410092911566279	0.412004098862709	0.900548664385659	0.795040835311198	0.398359374774097	0.501452163449096	0.876521040826671	0.789779155389579	0.165484910806171	0.774727259545447	0.845055001710667	0.583161891398764	0.481600938396053	0.652276105371905	0.909980178176561	0.383400186909646	0.714623021860626	0.849071591846968	0.614490578162259	0.450202764114085	0.474765897475221	0.787619726154187	0.656734199606922	0.0415377867945375	0.45378575839153	0.0946111639779674	0.200545163334892	0.0879095181177283	0.842038360912328	0.619963456913705	0.0979096397193276	0.564727794469781	-0.206568071002122
SIGIRR	0.892417582502486	0.801682236850298	0.864853706335575	0.478003547427853	0.693338274362403	0.917266696879961	0.582714598080562	0.642526825006745	0.469862040033897	0.455716779360834	0.866973606723692	0.864175133812937	0.660969808177626	0.865286468088877	0.724343073100094	0.786418463377164	0.892143030853554	0.798207977442939	0.498295208364097	0.843081853622436	0.740717767741361	0.831204842844099	0.7153996146923	0.811013013703015	0.820789774914449	0.795903893285775	0.809090855447311	1	0.907099377400838	0.638746164742763	0.772460395775454	0.498200311233886	0.534255353233935	0.827740274085653	0.569182671995037	0.687312640846631	0.907432036460192	0.903489905250916	0.889682445164591	0.372682383302723	0.642728068587451	0.503837296969599	0.815878183835151	0.761958043699895	0.476768402286166	0.533733830446065	0.89401628572956	0.740220554304146	0.471180908615102	0.853756383490984	0.903655315028561	0.52931023990895	0.318484846333096	0.554973988720712	0.828729283234967	0.601938063590999	0.690266345411899	0.863922331565504	0.728719103264769	0.585404433805469	0.550063839891831	0.881791744876003	0.687430888363678	-0.0640505125730695	0.475791369816639	0.0708872192314103	0.091189689107071	-0.0120837249541263	0.792297200545831	0.504396739220377	0.0104961308246386	0.494229054776491	-0.294341975869225
IL2RG	0.871786466640178	0.857045904946697	0.833961859302431	0.425447872780017	0.700611624601874	0.821095764597118	0.481396347747206	0.770933000770686	0.438920959316159	0.413624993640955	0.906745636977266	0.749282294757789	0.720072785866433	0.770072595450403	0.788529952864655	0.651734532414714	0.812940346266476	0.764181689978305	0.378209219056711	0.903458073611407	0.862388275801346	0.86860942799098	0.853170811555674	0.812454534032564	0.852193092890806	0.873738632722611	0.894654572019181	0.907099377400838	1	0.763673906700183	0.75276212164806	0.450769666263047	0.419884510336469	0.890953059668539	0.612823066771149	0.556015708922752	0.761337611498249	0.944544762317736	0.885623902940198	0.415159947389951	0.576458458330882	0.353614391760873	0.93465708969491	0.797387755663884	0.429612086879256	0.59969410057618	0.949607679754736	0.781114024623981	0.394269325527391	0.851460706115875	0.911560049921319	0.45551690085925	0.412819494533746	0.726846624304615	0.939013396640734	0.439848922368564	0.771597167151622	0.866797299409604	0.672071823652747	0.470262504641703	0.486320899307343	0.870668737085733	0.763848421415906	0.0125341145941226	0.468649781546152	0.158263758503341	0.192399107570361	0.058555951932135	0.837530767767151	0.655722787322727	0.0339817386917904	0.612064985279204	-0.237588873373641
CD46	0.709407482578242	0.753969110383315	0.650409395031376	0.486212436597792	0.636538143684539	0.573878311359917	0.359647966435355	0.759686366525181	0.521395784063622	0.410865130906195	0.765072761167348	0.568891442978163	0.766637759045933	0.614434694532046	0.735191994043619	0.382917751983014	0.702191591755958	0.629262056720263	0.310866528963959	0.715101036115354	0.835659404275683	0.761738322869838	0.688927880663852	0.683689690106606	0.817729351216434	0.818760925284082	0.822596768545201	0.638746164742763	0.763673906700183	1	0.592448253585865	0.495988567048519	0.536407666106557	0.84798688728684	0.601417882386818	0.38246495971182	0.518372446375574	0.688036427175711	0.64117995557832	0.536299023496855	0.329721478752889	0.379831614462203	0.741167304493057	0.823791549925855	0.540176619166015	0.656897408347986	0.803262102652943	0.668106689565546	0.269083501301969	0.686040818379655	0.760867495335211	0.563985080047164	0.651325506970691	0.710776509411325	0.79195053636296	0.317271542482791	0.795229029391828	0.731815863930911	0.552200711594603	0.30456596446063	0.479160886640824	0.6683810367674	0.727408954030416	0.27171369048722	0.652370165191688	0.410671221456737	0.46861598197987	0.275362012248111	0.808905293361774	0.72153536417484	0.3234873097843	0.686371440480074	0.0911696332797744
CD96	0.935917910020014	0.872954611567992	0.845472477030659	0.732976935389172	0.917726501096216	0.823725273604203	0.852653901688583	0.849513106039587	0.772219347262862	0.771049133686	0.873255374812914	0.648990551404868	0.81505466000034	0.785613926524392	0.871521215305343	0.870573631892804	0.653964304381857	0.852724839087574	0.722036932499636	0.71140915958897	0.809141380671349	0.638740570011405	0.389014989791115	0.552431933972757	0.730259000469243	0.785465153781514	0.6614310806722	0.772460395775454	0.75276212164806	0.592448253585865	1	0.713515703116925	0.694273224332363	0.789083511582341	0.44456904472469	0.480834475877279	0.59724921573605	0.643285358676476	0.760146764633021	0.203561356798918	0.618035518708566	0.278217392454862	0.51169460135353	0.787556036955571	0.308266746481106	0.309897849731626	0.732493256461938	0.366795918141269	0.552844889335805	0.560960648405188	0.697702282528802	0.547203546110999	0.513209946232979	0.656455910135107	0.558515684229666	0.589651493577137	0.574572836047276	0.751191972597344	0.855061494898316	0.200885116586733	0.208685661586324	0.567549319326902	0.514641470901941	-0.216397338773336	0.405827048591436	0.14658078332797	-0.0817256744913281	-0.213654372935024	0.573277738595983	0.475058303065616	-0.256614796602342	0.401546517323753	-0.41798537696922
TSPAN5	0.717806316481377	0.746752279513348	0.693145094561363	0.707119789744767	0.625414556525698	0.652020472293083	0.747138526919602	0.54920531444178	0.739829538180947	0.621428644194333	0.70731358132518	0.436390138347832	0.583158569356438	0.685347630036048	0.600512853797802	0.674906814039607	0.511496977343288	0.798117665350485	0.689244054118418	0.603599276723077	0.554914274786018	0.5429666740913	0.172475591973594	0.432478533203545	0.5042350109315	0.58584411137248	0.388957693637228	0.498200311233886	0.450769666263047	0.495988567048519	0.713515703116925	1	0.65157842597166	0.604559051475887	0.195036562050949	0.259479911808851	0.334759510162671	0.366653935660305	0.628481256987809	0.323678669174984	0.63941147895307	0.295030271410733	0.252862535353175	0.482486674946711	0.396272485284443	0.362483423432082	0.540929194102575	0.18593986390162	0.586459441169528	0.510045209840949	0.582262311252352	0.513833634635294	0.344692501982342	0.470962107539902	0.251680456948879	0.612129312245885	0.672635179125054	0.592386916078225	0.648360372798127	0.070385039373687	0.346843638241553	0.468560374039185	0.450360171308094	-0.00417581912291493	0.508215587508008	0.25920175111478	0.130130726038589	-0.017398669061545	0.53646668437982	0.226401503972916	-0.102187601023551	0.418845212314572	-0.167973480612185
F2R	0.697762247048245	0.659102478727503	0.602721941784096	0.781972326093847	0.708720325412533	0.656990193158113	0.705570494359149	0.517428661282821	0.715353870459145	0.635468492569359	0.63092785357368	0.548809842016231	0.705183303302917	0.708699565375638	0.602268032004547	0.591724328301444	0.552633406176648	0.73244280803585	0.79991687250236	0.437670545036116	0.519696158884548	0.470222941307311	0.17715959586144	0.361442778821615	0.555630789551525	0.507458402142051	0.419106677908739	0.534255353233935	0.419884510336469	0.536407666106557	0.694273224332363	0.65157842597166	1	0.682641839848675	0.173970111122298	0.422648004812581	0.563712682656929	0.310653421798812	0.499632571200811	0.334889477771958	0.518349898635105	0.398481761816938	0.220761641867829	0.553727527705704	0.459713811758194	0.298569692942372	0.533153825369509	0.151179002301706	0.388938043333096	0.419706919235116	0.509219329042249	0.736590196413317	0.554244870590507	0.313699922754595	0.304684569411355	0.617072909332298	0.476333090627097	0.494023709424123	0.685231790453238	0.164733652315183	0.288607960020126	0.402522850445967	0.345255284182871	-0.0412125690686196	0.534192801489998	0.230957152384735	0.0257765302728151	-0.0365741852301311	0.402250240265636	0.313562739390522	-0.079904624378866	0.318373687701289	-0.192540750224677
ADGRE5	0.905529267395473	0.926716625251841	0.87483374932962	0.721593752534692	0.751155229363231	0.843579012312727	0.5867497105448	0.783882658737191	0.670362478139026	0.485046704427184	0.926684858323778	0.763048581629037	0.860965992751357	0.865965204753703	0.85434656903276	0.649454310886334	0.82902076381739	0.874956570171472	0.619656774595882	0.866329760976915	0.880675911076949	0.796220572285375	0.728316961127139	0.773479806512114	0.809344305928764	0.867280212346977	0.870497120045656	0.827740274085653	0.890953059668539	0.84798688728684	0.789083511582341	0.604559051475887	0.682641839848675	1	0.473831830467885	0.526781913354704	0.732878482511355	0.795832952664472	0.831782198745374	0.406783463223415	0.590455380148347	0.336582287177123	0.789052241873901	0.822439886579444	0.435118952171801	0.528608031581794	0.892536536381872	0.625499526866168	0.388386724467474	0.766569071219918	0.869216564215909	0.737285799278761	0.574085848436975	0.665836827927433	0.839012257836885	0.605655743883728	0.788781574189325	0.842803854733481	0.738948553514492	0.378204027062641	0.419819213129308	0.775960884682431	0.647414941770922	-0.032868215065213	0.598131416562273	0.133782980483482	0.147991286505976	-0.00632705208904895	0.80206645469952	0.592327992750121	-0.0380467262603641	0.522887583309263	-0.283632868480503
SORL1	0.505247457839018	0.492742406405851	0.457867548800981	0.123855938748157	0.561894089868535	0.42723991808723	0.242926085271924	0.588636377511679	0.238489562390002	0.390575084458844	0.516904834367987	0.348159819916673	0.462307202723677	0.407978006449059	0.454443154157623	0.316357718420791	0.523296429527333	0.336750119648594	0.0581670205527577	0.464586754620655	0.637848305249695	0.58351528541657	0.57392346877623	0.723638125721779	0.683035586390951	0.635350615164985	0.591390835122725	0.569182671995037	0.612823066771149	0.601417882386818	0.44456904472469	0.195036562050949	0.173970111122298	0.473831830467885	1	0.599432538730525	0.476969974894648	0.583150089445111	0.504904722570339	0.245442044662754	0.275648716895561	0.434842020632982	0.623785194782392	0.704708623124546	0.344227969650224	0.325096082603545	0.60844676002678	0.682920766083703	0.235166769653564	0.519666389929244	0.564530807795629	0.19504127387962	0.408970433922351	0.623902666316213	0.622118352130059	0.0262949145168023	0.580042608729547	0.652050469647734	0.5637715334538	0.61015073170475	0.277832752507738	0.489607966837436	0.585160334745596	0.136493001304042	0.434146999865423	0.174675925599147	0.251980528439312	0.12582855552815	0.570840254707375	0.579176810213369	0.443752968881559	0.456992858263592	-0.0647300311237801
HLA-DPB1	0.584027992522272	0.508535861617459	0.632665724474239	0.388045258716698	0.494372380989579	0.711179675523711	0.461715791703202	0.334999073285822	0.342290652516571	0.312233840347315	0.499715951905384	0.546014565322222	0.470134411817205	0.715584474931933	0.377877110088142	0.538069544950566	0.65342223366572	0.523548106637328	0.454789375617453	0.457729666817488	0.408504940025061	0.559397227811145	0.464434781640392	0.742853376818667	0.623702152854851	0.476361796911292	0.502404480398092	0.687312640846631	0.556015708922752	0.38246495971182	0.480834475877279	0.259479911808851	0.422648004812581	0.526781913354704	0.599432538730525	1	0.732865167095245	0.565135947144135	0.555935592296046	0.209007282017245	0.575402285146021	0.622710386753785	0.492595555305467	0.479531006662231	0.438086018238104	0.238572099765591	0.608537060718987	0.529828360002696	0.419069503490817	0.640190453625225	0.579327045052996	0.433989592716379	0.218524984438533	0.26938283196463	0.519545526706845	0.456850626569126	0.466012341859191	0.631431279409752	0.637394076920511	0.903936515536531	0.425280372990698	0.634354098410984	0.42741322304494	-0.100531056885899	0.368650998095698	-0.0117732973540999	0.0184439971789385	-0.053572829124416	0.473493964825096	0.293756973454844	0.17457470904118	0.224356714794128	-0.291990437720713
CD5	0.761289405761104	0.655447711792524	0.750506547461039	0.445877210105721	0.560334792511379	0.835917923158433	0.482150528575915	0.437157411230514	0.39593016266952	0.369131011703045	0.708692566673575	0.839004612963997	0.576511228881499	0.827846005151783	0.574813697221178	0.643915745156568	0.88660184594995	0.684259187632405	0.501906351694253	0.676976756224471	0.557239351106522	0.696424865749687	0.617492777494371	0.759542274237392	0.706486564879646	0.604105370258225	0.715231476725666	0.907432036460192	0.761337611498249	0.518372446375574	0.59724921573605	0.334759510162671	0.563712682656929	0.732878482511355	0.476969974894648	0.732865167095245	1	0.755889665900206	0.738887132478953	0.322460548724422	0.579717719826879	0.554423698823396	0.710338275552308	0.612203261255215	0.42531095002282	0.411522281854229	0.761980387336427	0.65508750029057	0.385835789282387	0.778280218894922	0.787360672106029	0.565271620570853	0.282542534495552	0.32928887387774	0.732208137136214	0.575319588439582	0.578151452486781	0.751145641707824	0.628250930405054	0.655331804198064	0.525706892700523	0.798634026423872	0.567598162135462	-0.117008312612797	0.408217704622042	-0.0556609330762931	0.0205107649836934	-0.0480019424995407	0.664820253329572	0.345631482518106	0.0178172151877965	0.322811055106561	-0.300337094107397
TRADD	0.785847731006028	0.746792330267432	0.778279477963352	0.266692377018718	0.540116531359087	0.805866588515679	0.398397459722408	0.603317679060605	0.267023857083056	0.289608449992883	0.833873771119001	0.767055899014766	0.578818428156602	0.739509675818204	0.651877592159664	0.634113942299382	0.799815491960764	0.692999066043852	0.240041141452041	0.908596226014064	0.715224220706602	0.876368109010723	0.883671279305705	0.819475674034678	0.775114438435591	0.807704826295816	0.834702841824483	0.903489905250916	0.944544762317736	0.688036427175711	0.643285358676476	0.366653935660305	0.310653421798812	0.795832952664472	0.583150089445111	0.565135947144135	0.755889665900206	1	0.888434421738437	0.395765603533911	0.565401753069971	0.397972670170303	0.930438553558932	0.712961031219312	0.432415931942765	0.616537637293668	0.892457377373919	0.850011449429442	0.376712381320498	0.868509354893361	0.920924542211965	0.342921397084818	0.300109303168381	0.585314977313506	0.902770761554271	0.432122725261414	0.716475913919389	0.820801692557136	0.536767018235653	0.559555899232996	0.576133762162662	0.916441927988957	0.718923634776802	0.0454532863121093	0.387732966416203	0.106692840697834	0.220007456542968	0.0874517268003544	0.83469338391503	0.563681420764073	0.0919933000750144	0.573527990129333	-0.193301017497732
SPN	0.889614054978411	0.848994278310002	0.843503429787031	0.475606352509967	0.649953918285298	0.8917739443925	0.600743122036779	0.645841477399924	0.482115330772346	0.462489143037014	0.908870638004204	0.765957009929003	0.68219869760083	0.838571959269758	0.715038272536328	0.752845904538254	0.801533695226438	0.850971763541804	0.507946260869162	0.917145665583161	0.748625702874854	0.815303220346829	0.738751089676285	0.791046730784629	0.75541081057322	0.81750750232147	0.713727353284478	0.889682445164591	0.885623902940198	0.64117995557832	0.760146764633021	0.628481256987809	0.499632571200811	0.831782198745374	0.504904722570339	0.555935592296046	0.738887132478953	0.888434421738437	1	0.309200289191428	0.701801643503	0.329177921605097	0.784596220224629	0.718907009112115	0.393463687735771	0.547808713180236	0.862165036994805	0.692026145671494	0.544877707950556	0.809497549589142	0.920597570991522	0.466840474056835	0.330776958880062	0.606420947611929	0.773386204843031	0.575842914274383	0.792182248596261	0.821417217124394	0.678550427495924	0.46870311810327	0.475736875205073	0.837461635764228	0.681298801284873	-0.0578882725024461	0.498102967132252	0.0748695164098407	0.121818456691454	-0.0540635994955467	0.783808961822529	0.449958318502644	-0.0443482329498519	0.491316089295672	-0.311434382942272
C1QBP	0.284900920915559	0.263703820535173	0.247057136261994	0.0656142084565734	0.209660739161685	0.268702753985833	0.0144971980997645	0.280319114329216	0.0739365427264346	0.0537379780164893	0.305751323439863	0.317546489475531	0.242386718188717	0.245868050069009	0.282753531959507	0.166297962029705	0.32392342994275	0.226277870864537	0.0122117251367804	0.348936297091864	0.345678992008529	0.660145586150034	0.376217559596481	0.286130641597996	0.544237203824158	0.323001720390328	0.415024455160833	0.372682383302723	0.415159947389951	0.536299023496855	0.203561356798918	0.323678669174984	0.334889477771958	0.406783463223415	0.245442044662754	0.209007282017245	0.322460548724422	0.395765603533911	0.309200289191428	1	0.0786309941568262	0.613681407468956	0.439535452794294	0.37610613291096	0.884346187297377	0.83995885133042	0.567324085685359	0.389178675121641	0.179027163228641	0.675547714904167	0.389886278082576	0.166751487894698	0.221967446511226	0.350180391273608	0.467285273314876	0.0709948642726046	0.519255709648226	0.317793626181537	0.19976197034252	0.183494514926928	0.851850388525431	0.614813624606384	0.757530702811641	0.783019794354332	0.486886444015491	0.765813022186782	0.776228548750401	0.858493280160945	0.540643819379557	0.666648205006663	0.62873997038499	0.885361913066598	0.525224428116387
EPHA1	0.712190359270631	0.726944112561299	0.776838063627725	0.573733494275296	0.554658213853128	0.795575706279357	0.715665024676369	0.365549882588746	0.514341020318924	0.514936701800711	0.704315043628354	0.479625024600766	0.461005124394947	0.819193770419118	0.41846154738439	0.685270609261351	0.613185203263503	0.799202672264061	0.689324624740484	0.65953336454266	0.428341145140333	0.607301799467586	0.392121391157971	0.615945994511382	0.487803823638211	0.518650484062592	0.410092911566279	0.642728068587451	0.576458458330882	0.329721478752889	0.618035518708566	0.63941147895307	0.518349898635105	0.590455380148347	0.275648716895561	0.575402285146021	0.579717719826879	0.565401753069971	0.701801643503	0.0786309941568262	1	0.309074124795448	0.432820127702227	0.358683887632232	0.236531421462614	0.206660971633915	0.575201182631722	0.330771875930164	0.595008751767415	0.608356069044307	0.686925055675907	0.467494576154511	0.183364161027914	0.294304576621503	0.377390183527796	0.67507507666401	0.581010048368851	0.697819034546445	0.638840591456971	0.456149644708084	0.292608687301127	0.60069395615694	0.350504806186001	-0.316997409351252	0.291236506253405	-0.0792239146415181	-0.163180680976745	-0.287732931002993	0.45559693122135	0.0513122837267344	-0.244691924828399	0.185345463995871	-0.432795753596065
TNFRSF1A	0.346072740544318	0.270118252596381	0.432986080134959	0.166464262335391	0.26140166439579	0.449143478533566	0.306672577708683	0.1651073570058	0.201312207425518	0.111975264453145	0.294468952093525	0.519540522278033	0.241569405382482	0.470004639691506	0.278450789935825	0.391543861914869	0.522441606584928	0.325354001441072	0.20018243306238	0.281560513219232	0.223880921690786	0.610691454544221	0.26646569813028	0.47644527429894	0.530709328606698	0.270954392700219	0.412004098862709	0.503837296969599	0.353614391760873	0.379831614462203	0.278217392454862	0.295030271410733	0.398481761816938	0.336582287177123	0.434842020632982	0.622710386753785	0.554423698823396	0.397972670170303	0.329177921605097	0.613681407468956	0.309074124795448	1	0.348921412319596	0.353709406108886	0.748905926146881	0.523486895181984	0.508702279223365	0.455827045236146	0.394941739780897	0.64460755979063	0.450169906536186	0.297996657692884	0.21282547834472	0.117972263431043	0.347571194338183	0.277490818220603	0.418827292277244	0.463645137225229	0.353418861309826	0.594883573447228	0.741608224266917	0.610669172488601	0.513207599765336	0.400235622076326	0.436716623853146	0.426175812268307	0.461787427680564	0.46207600849116	0.482473692141733	0.429416836216638	0.538568778248438	0.502734294015471	0.275031556872146
KLRB1	0.687062175418104	0.708643293742875	0.69316100554232	0.195046792996512	0.491899989808133	0.663018258319628	0.211265146514672	0.618010584954386	0.216712730233531	0.186761940694952	0.779636550692479	0.704473674320364	0.557908013841058	0.630125177267306	0.6366551443681	0.411886551802836	0.784063041893555	0.592955408828311	0.107148107406178	0.844860954059577	0.761952233478708	0.824677991251565	0.935905751885692	0.819658922066629	0.767249600583399	0.804511096520662	0.900548664385659	0.815878183835151	0.93465708969491	0.741167304493057	0.51169460135353	0.252862535353175	0.220761641867829	0.789052241873901	0.623785194782392	0.492595555305467	0.710338275552308	0.930438553558932	0.784596220224629	0.439535452794294	0.432820127702227	0.348921412319596	1	0.699877180975524	0.404076768836817	0.616113614220597	0.892810584912863	0.880292954807136	0.190806802684723	0.843634479336395	0.868403082368472	0.349088905660732	0.296623492336219	0.655777495627939	0.970672902074884	0.267344213330149	0.74870323955501	0.794587636072275	0.477563330297498	0.525672076185966	0.537456508901065	0.862553736600399	0.75285549530853	0.124203236764261	0.414955298914902	0.116065713585114	0.300380333763031	0.174671284529573	0.838265659925684	0.62028937042404	0.188380533706852	0.610915701180224	-0.117811861304725
TSPAN14	0.820355911996821	0.776030185001006	0.728073067344632	0.529825786749933	0.829168504044078	0.670660168894472	0.509190473596737	0.886035463966868	0.579276733155915	0.605339400288783	0.797666769304118	0.639315455459833	0.830040602431426	0.64015408005616	0.825664132973876	0.576897168091252	0.7074985420475	0.652986729247905	0.407118534499334	0.679600975590998	0.906080916366886	0.708486524425648	0.586481435917253	0.660491488481923	0.870696524074083	0.850098492451572	0.795040835311198	0.761958043699895	0.797387755663884	0.823791549925855	0.787556036955571	0.482486674946711	0.553727527705704	0.822439886579444	0.704708623124546	0.479531006662231	0.612203261255215	0.712961031219312	0.718907009112115	0.37610613291096	0.358683887632232	0.353709406108886	0.699877180975524	1	0.445209807958766	0.491502101199934	0.791392075695104	0.582861680030684	0.397929046746578	0.606879790761635	0.734755098307233	0.529623674805323	0.586689561878698	0.771264257157482	0.775912301947064	0.311127409639527	0.669041847360215	0.789403528384646	0.754774809992329	0.313759133695188	0.332884953681923	0.607565064355498	0.6916616883374	0.0983099383883761	0.526153256493616	0.286592658192536	0.211885295085695	0.0934219417333539	0.68908077296605	0.735603173527131	0.15409656440954	0.585619511501961	-0.161736188275506
CD81	0.379686225402495	0.314774619694063	0.370546683746476	0.172486855863667	0.307185564653458	0.42126010790421	0.192112532698285	0.304410957488865	0.171991586339179	0.141277231670287	0.347883964202854	0.4078174962457	0.33498918869404	0.380788744022082	0.304632977034581	0.317338351332546	0.423261237523187	0.325394862408118	0.177914358204705	0.346291407603061	0.348102841474913	0.690754807456525	0.34966224635267	0.3970820942157	0.665310411899814	0.366893072738214	0.398359374774097	0.476768402286166	0.429612086879256	0.540176619166015	0.308266746481106	0.396272485284443	0.459713811758194	0.435118952171801	0.344227969650224	0.438086018238104	0.42531095002282	0.432415931942765	0.393463687735771	0.884346187297377	0.236531421462614	0.748905926146881	0.404076768836817	0.445209807958766	1	0.823373452734976	0.599210522826588	0.393608421104175	0.364831967849952	0.710516244882242	0.451971178069764	0.245543806139808	0.208947653037181	0.348398922455925	0.452333280038308	0.180711161642696	0.516704300648063	0.405500867456468	0.342954654392037	0.395208224205201	0.870231332361073	0.650272850220108	0.767112400859248	0.70994859985177	0.567515110958876	0.760445492516745	0.741027336226287	0.761014842078134	0.548331502864824	0.675291178584936	0.647114415835121	0.813919404218806	0.466117392108056
