""	TNFRSF1A	VSIR	CD81	SORL1	LRP1	ABCA1	PLAUR	TMIGD3	C3AR1	PLXDC2	RHBDF2	SORT1	IL6R	ADORA3	C1QBP	TLR4	LAIR1	CD4	C5AR1	FPR1	ITGAX	ADCY7	INSR	KCNQ3	TREM2	ITGAM	AXL	ADRB2	TNFRSF1B	TLR2	CD74	ITGB2	CXCR4	ITGB1	P2RY12	PTPRC	SLC1A5	GPNMB	CD46	LILRA4	TSPAN14	LPP	HAVCR2	ALOX5	TFRC	LILRB1	CANX	PTPRA	PILRA	APLP2	CD69
ADORA3	0.800950005188747	0.749200701091492	0.758254175567534	0.798288625441366	0.553282441455408	0.51911287443647	0.50186578758641	0.79153558648361	0.720634481074217	0.723596651312494	0.640945311223776	0.787605333441506	0.421004802461166	1	0.721042263125654	0.363139302161521	0.520551241795322	0.554814796523012	0.53547446756172	0.640224876472772	0.534171567780658	0.553232479446474	0.31407244894149	0.389515216125707	0.74270407190818	0.607908355411969	0.789493629248265	0.550716380686014	0.653355729235972	0.475964797070606	0.837296410568721	0.748762690874889	0.735293448564541	0.718092538786995	0.565302824719602	0.717649494478414	0.6186757302165	0.654328921628096	0.600868936003544	0.637337369640426	0.746920951015599	0.48328736691527	0.673166486442765	0.595812011056221	0.24709668220049	0.569116120870454	0.743310457034923	0.543687016657406	0.65844184092329	0.686705381320059	0.451040329432733
C1QBP	0.658458094027266	0.496452879291735	0.809990533149726	0.793018659326854	0.350058727278468	0.449592755818097	0.406642576616177	0.765150941045678	0.763487402417237	0.572124658109257	0.529356462414776	0.64784938797856	0.331298436887605	0.721042263125654	1	0.32379877649005	0.562920212595203	0.50766022282871	0.381723214982512	0.384065629893269	0.404516304698583	0.321748250971905	0.229359451071347	0.317968342748902	0.770519424522741	0.658808346072392	0.740242179043685	0.288575052253513	0.529574092337896	0.223157503564532	0.842302396669894	0.791622505338425	0.514258151182195	0.628874115413342	0.661121467698312	0.572759952244619	0.490897166545564	0.769780664781172	0.557711460886373	0.666860706039944	0.59052461940033	0.46428727505021	0.641417752724893	0.626797076124066	0.0320833531274721	0.577831882598491	0.716802888311897	0.565669691512266	0.644861863230148	0.617875416350109	0.297967770600604
TLR4	0.473095986952411	0.407065264357702	0.288015273883785	0.438259835310728	0.277457527410958	0.30878708482512	-0.128526144244452	0.211505325091374	0.253180412617827	0.0256773243302096	0.125154675113506	0.455776228988457	0.211461257885924	0.363139302161521	0.32379877649005	1	0.598050411584333	-0.040818594224354	-0.125571117990091	0.148858552324356	0.0606938210133783	0.415666181872921	-0.265028171393651	-0.235473305517158	0.320292612963304	0.205165330891421	0.467243159362875	0.548748853581189	0.273992324087668	-0.00408574908587755	0.343663867150247	0.19331995696347	0.182676790936808	0.291965372813137	0.148834881401128	0.364126964009744	0.496378054155522	0.264592044938434	0.390341500217783	0.0130637795212127	0.0950051292815485	0.0756737953288008	0.408105321047462	0.14320718311057	-0.125047983704506	0.64707954378552	0.377522866271943	0.15323902876004	0.318784017327281	0.096965470471667	-0.0130007213388733
LAIR1	0.652105442171582	0.63635566856754	0.602520793417125	0.611297164391935	0.578347166490274	0.582347445574364	0.301102109552443	0.58030840947679	0.586652069719535	0.392764420763351	0.370698736001388	0.579620526415726	0.456418710803397	0.520551241795322	0.562920212595203	0.598050411584333	1	0.259787248613569	0.300938757427682	0.378688954814272	0.445634557120545	0.453904303733834	0.0929202635604468	0.157441636062646	0.601612147517109	0.557294330384676	0.675668943143435	0.353333999729629	0.526140985675427	0.178318446595144	0.642014919527031	0.523229932410359	0.487011895893744	0.56977007915162	0.344798531349097	0.656233411059276	0.61549858364786	0.647010746122549	0.537366215015819	0.385172632306348	0.405103269806279	0.193246319342865	0.545044059173578	0.543938913068315	0.143461665297527	0.700037237280895	0.585021175034249	0.424411376160444	0.437222966890523	0.452534405712767	0.200189074971559
CD4	0.454890210866065	0.422612136010773	0.532022397798168	0.533414387838058	0.404400407853947	0.340240040297471	0.499273252597728	0.60708268662342	0.600782700027968	0.672123162935951	0.490497819403861	0.368593473000822	0.241641649327996	0.554814796523012	0.50766022282871	-0.040818594224354	0.259787248613569	1	0.516179547205907	0.415766653418841	0.549026253282338	0.240065696053331	0.299375779444475	0.382854753555601	0.555774843083909	0.60569989269919	0.481074281526514	0.124282341738998	0.411304715208412	0.368876338237212	0.594898872703103	0.610810443862912	0.517999176971003	0.506446187328117	0.383208957056928	0.579576269824348	0.279336014708803	0.475863398285354	0.388154193611623	0.622681342957591	0.577265799862968	0.337642809065995	0.366786551443015	0.458007377486303	0.306278507836834	0.231083288473871	0.537910284365761	0.515536346961658	0.319925693750391	0.685572936365757	0.38843003422616
C5AR1	0.565881780984279	0.478363954085582	0.635164594619314	0.420610834682226	0.488832589211629	0.488732549267361	0.859554738704398	0.604065743184378	0.655093900150957	0.853308774771587	0.700210487612782	0.528302232905613	0.172088135332404	0.53547446756172	0.381723214982512	-0.125571117990091	0.300938757427682	0.516179547205907	1	0.609060418023262	0.809117486188391	0.319702037609978	0.587167960989083	0.591734326354031	0.676052151151855	0.502813313830063	0.49597612322736	0.196388883139666	0.703017290701886	0.686605713421879	0.630977930181273	0.709815245092963	0.813812674613295	0.702402107057484	0.25456969890575	0.591469648640579	0.379898423759787	0.636430244110006	0.499382488828505	0.717362313338447	0.766194862090154	0.524401289285039	0.452092310449744	0.422135265019936	0.719997288862591	0.242713456906852	0.585039359196874	0.513482545300347	0.228258122484827	0.679879032351089	0.587287969121585
FPR1	0.533090049687224	0.584445264042584	0.537251451856736	0.517408461929813	0.549029719672763	0.640054979470153	0.620795444956933	0.604575271748342	0.617758868726132	0.700355595149155	0.469329597284525	0.572941821028173	0.302130644782245	0.640224876472772	0.384065629893269	0.148858552324356	0.378688954814272	0.415766653418841	0.609060418023262	1	0.561616531238149	0.469756540098408	0.444991083142589	0.365226614100632	0.553622056171735	0.477228411364558	0.630659673356627	0.312812629638465	0.674824278700731	0.455954543966367	0.600123001465373	0.508306142944549	0.71113228583402	0.623367137907712	0.323874245060266	0.643374326113963	0.424132647686271	0.519723168516819	0.487506935428305	0.495519268928393	0.755767934658117	0.215435022334341	0.56169397643536	0.42515648859378	0.557785933505032	0.294599038702764	0.56878654321968	0.497146833797567	0.36893998411968	0.600074602419636	0.384851145186274
ITGAX	0.563866490851166	0.467019891398191	0.559145717974058	0.458548698620799	0.582766559356592	0.543947409969634	0.774012730395508	0.584564837141995	0.666597886647554	0.771640641007369	0.590452307198942	0.505495407977218	0.316658459524663	0.534171567780658	0.404516304698583	0.0606938210133783	0.445634557120545	0.549026253282338	0.809117486188391	0.561616531238149	1	0.32867971271361	0.405528636553817	0.418013449640943	0.649995960549959	0.614523997317177	0.512300242533183	0.243027322727846	0.744294724080769	0.61018690241254	0.587887353183665	0.633988688776861	0.77094416563999	0.704952863496683	0.236949434095515	0.688422781473379	0.289706800011539	0.616163673603376	0.555251575801559	0.657629194588828	0.696080718447602	0.351521698641294	0.459071735066753	0.438209008414495	0.658193330096481	0.351783645162829	0.619259230232477	0.460033421072115	0.209279165196669	0.708541364830772	0.586279347997687
ADCY7	0.527260424486114	0.650136595912631	0.418915025213032	0.478262887988914	0.425069029704551	0.321841504501188	0.326003715294465	0.468014651758428	0.502368808343521	0.508723683243699	0.404909050066066	0.552092161018703	0.201638878801007	0.553232479446474	0.321748250971905	0.415666181872921	0.453904303733834	0.240065696053331	0.319702037609978	0.469756540098408	0.32867971271361	1	0.0844016571893319	0.040719657725004	0.390314296537712	0.306560723862894	0.500737451254441	0.527382100023161	0.506065330380922	0.34921649211972	0.508400117814016	0.400234919290639	0.497217255098072	0.513315269079912	0.282751210557922	0.567613517287439	0.586175386964718	0.340044090930436	0.459418483120555	0.38532225465578	0.453578404621947	0.164849458932869	0.49920927063	0.359191255424085	0.222801127982728	0.456159602954079	0.528770880106665	0.380462128277647	0.422318851784252	0.5086438074626	0.410974457938929
INSR	0.233947880428839	0.298452417714123	0.325143307182947	0.259189632894361	0.219589668156145	0.169067254875027	0.560065945056941	0.452746206114013	0.380355033190442	0.568651218902478	0.585849240391177	0.256632829502601	0.150363513696648	0.31407244894149	0.229359451071347	-0.265028171393651	0.0929202635604468	0.299375779444475	0.587167960989083	0.444991083142589	0.405528636553817	0.0844016571893319	1	0.514687351865424	0.24359737083202	0.225731708740803	0.27887398979563	0.0344741407608034	0.457920854062484	0.482015000154499	0.338679025809827	0.358207561508855	0.529244695618999	0.242676696006033	0.315392305862763	0.32196827351511	0.0700179368804864	0.31204734187934	0.193557399464237	0.304827423814267	0.495054355315901	0.394342428079073	0.161161699482087	0.231121966306405	0.440103195123141	-0.088198676470636	0.222811302786064	0.309692663169465	0.18382139333701	0.379192782958782	0.48646375128596
KCNQ3	0.30012804504535	0.293887576641001	0.4996703731842	0.372836432270549	0.270953742534239	0.337486612782645	0.587530115640702	0.420668292727934	0.402875527596985	0.597320150670504	0.519003376805807	0.300978591184482	0.124114236758558	0.389515216125707	0.317968342748902	-0.235473305517158	0.157441636062646	0.382854753555601	0.591734326354031	0.365226614100632	0.418013449640943	0.040719657725004	0.514687351865424	1	0.466206152710121	0.237369676304137	0.37355870252233	-0.11529929096092	0.407852004392141	0.389323046887699	0.470521451086949	0.552764970264262	0.546636863635163	0.357151780503378	0.291304265478273	0.245532822544938	0.237639869199792	0.477362894971414	0.180456455803499	0.548463916661892	0.613311652976732	0.550975208467841	0.210993108004563	0.31729816359277	0.428701035533332	0.073315056548249	0.337212232525328	0.309906197774664	0.331033391561925	0.380785037362855	0.263149746701708
TREM2	0.748084263095092	0.542033708703955	0.898090849833731	0.79581677071827	0.558277215247773	0.603008721736139	0.671463898892809	0.808181961993633	0.802997804991543	0.771237653813109	0.595010426334862	0.807375787676864	0.367313386296543	0.74270407190818	0.770519424522741	0.320292612963304	0.601612147517109	0.555774843083909	0.676052151151855	0.553622056171735	0.649995960549959	0.390314296537712	0.24359737083202	0.466206152710121	1	0.725269731966012	0.789805702515095	0.321487000499696	0.697023572124004	0.389753604647579	0.919628012848342	0.909192534637958	0.712575581769343	0.888219932014067	0.464641944763679	0.719560351100272	0.615768596206784	0.919204936601222	0.764682153643616	0.839832620565987	0.744529028044633	0.475682624611981	0.705770039342557	0.584194439200954	0.283087505660749	0.599041962320971	0.870481041020147	0.676373322366154	0.57148308214045	0.742974433898642	0.281469759360225
ITGAM	0.588243151872509	0.4431307552656	0.706423374110385	0.658965764341724	0.606138919621724	0.596805902941065	0.543754465404499	0.737356009287136	0.744196046881932	0.660750183586275	0.507385839530378	0.60073721885465	0.459977797533673	0.607908355411969	0.658808346072392	0.205165330891421	0.557294330384676	0.60569989269919	0.502813313830063	0.477228411364558	0.614523997317177	0.306560723862894	0.225731708740803	0.237369676304137	0.725269731966012	1	0.732740801997497	0.267930625098623	0.632268456392792	0.428852890976912	0.762163282694267	0.692262211454579	0.596826682352964	0.699689369884366	0.419705724774461	0.689597273051032	0.525626639419703	0.751566128724407	0.712330907617381	0.626176329338074	0.592711046754125	0.403806826729536	0.665068220162687	0.52234368277413	0.165967292411763	0.410506386858416	0.69155066297774	0.685165285097008	0.556134285688051	0.738208534427658	0.320360616610305
AXL	0.740776156943476	0.695869219937799	0.82306352214589	0.80684803329201	0.679942921190813	0.679209182807188	0.48410270248888	0.787869496731542	0.821997680245886	0.646268743570944	0.571367673717284	0.70823126262158	0.356484442043616	0.789493629248265	0.740242179043685	0.467243159362875	0.675668943143435	0.481074281526514	0.49597612322736	0.630659673356627	0.512300242533183	0.500737451254441	0.27887398979563	0.37355870252233	0.789805702515095	0.732740801997497	1	0.363668419604448	0.689523081800101	0.365894825236989	0.889119029568022	0.739331618293956	0.736389022461196	0.703808716555375	0.611143755757449	0.75604374503968	0.683291963780408	0.799111070876697	0.650530248524307	0.598980031935312	0.6446983516478	0.504662344563595	0.679591122174224	0.530203934345871	0.230267432129115	0.667028206948646	0.762367484177062	0.706861752742457	0.730151785747572	0.631775003554155	0.309749152241039
ADRB2	0.535401097937393	0.621893815240315	0.297550729331816	0.338790954369569	0.239406508045056	0.266049594095093	0.132264572788452	0.356717631357113	0.346763288149079	0.355963580403373	0.368246227353427	0.607649040322842	0.269527438287441	0.550716380686014	0.288575052253513	0.548748853581189	0.353333999729629	0.124282341738998	0.196388883139666	0.312812629638465	0.243027322727846	0.527382100023161	0.0344741407608034	-0.11529929096092	0.321487000499696	0.267930625098623	0.363668419604448	1	0.448542975327825	0.335256847925731	0.349516554691553	0.315292780662771	0.394168637626314	0.45267326841076	0.0981522203332531	0.461096642026777	0.453424713733891	0.191688015040946	0.46987335985087	0.229713638888557	0.366193510641225	0.151054340014601	0.446009933249477	0.294292867553603	0.1484742293124	0.389034664262792	0.386309590099155	0.205837356726173	0.300042461227432	0.393103637082211	0.447145820892313
TNFRSF1B	0.628577990195548	0.606849339065275	0.64258318887399	0.567687779126181	0.64908608027259	0.587644968825047	0.694433977912379	0.662115089373021	0.745412115230332	0.790879204289185	0.662598365822154	0.698678215218197	0.35490913768907	0.653355729235972	0.529574092337896	0.273992324087668	0.526140985675427	0.411304715208412	0.703017290701886	0.674824278700731	0.744294724080769	0.506065330380922	0.457920854062484	0.407852004392141	0.697023572124004	0.632268456392792	0.689523081800101	0.448542975327825	1	0.63187934932018	0.712796795928772	0.657195371123692	0.770817888470998	0.744312230156326	0.374994787929657	0.685241971372724	0.492806975940133	0.676468374528979	0.707210311173939	0.607270074143005	0.751533981201035	0.451713264244377	0.616168423011856	0.4550466915707	0.563175407688729	0.402865222515496	0.696569270460514	0.57328511467037	0.463626483327993	0.70397148061175	0.520616666770512
TLR2	0.448516641821769	0.367259478301536	0.354690492453039	0.290499128716149	0.463466961238984	0.384643719589779	0.576529192705754	0.400810330267918	0.504760750708387	0.658216931794246	0.635227415555091	0.365776985186761	0.218715460097163	0.475964797070606	0.223157503564532	-0.00408574908587755	0.178318446595144	0.368876338237212	0.686605713421879	0.455954543966367	0.61018690241254	0.34921649211972	0.482015000154499	0.389323046887699	0.389753604647579	0.428852890976912	0.365894825236989	0.335256847925731	0.63187934932018	1	0.413950019944043	0.472307065149483	0.630391465564167	0.499109718513342	0.129114022928033	0.385557411171274	0.313906326513475	0.369501534208936	0.419976270428442	0.455238541743021	0.637624354864566	0.601009512020658	0.344582513781499	0.197440614599852	0.486994267429142	0.0165371131320974	0.465375129104404	0.321624737212274	0.273312728355547	0.577826660728337	0.583789468296486
CD74	0.80260097266283	0.677512717170316	0.934102074581931	0.888594265989328	0.63717250640603	0.57755610630907	0.628905640173337	0.896584785321929	0.889733087323621	0.797709834853879	0.688783744764937	0.817755036552661	0.400878345965408	0.837296410568721	0.842302396669894	0.343663867150247	0.642014919527031	0.594898872703103	0.630977930181273	0.600123001465373	0.587887353183665	0.508400117814016	0.338679025809827	0.470521451086949	0.919628012848342	0.762163282694267	0.889119029568022	0.349516554691553	0.712796795928772	0.413950019944043	1	0.90119378935392	0.741587740892585	0.802240540017072	0.666854398569201	0.767076781337732	0.696293962935683	0.89457273863016	0.711627785028926	0.793727619735614	0.758906610702052	0.578367902522601	0.751969079847892	0.68881637330145	0.236435799872629	0.633481151930401	0.869493564111813	0.718364296814673	0.721822098854056	0.779110905003581	0.390224183700524
ITGB2	0.744598220247251	0.553285565926175	0.904962857556835	0.762371688638249	0.466318646752275	0.496108750823189	0.663823594358481	0.813256177999995	0.828242745359382	0.818201548635206	0.676078608711769	0.753877049193584	0.293571961212816	0.748762690874889	0.791622505338425	0.19331995696347	0.523229932410359	0.610810443862912	0.709815245092963	0.508306142944549	0.633988688776861	0.400234919290639	0.358207561508855	0.552764970264262	0.909192534637958	0.692262211454579	0.739331618293956	0.315292780662771	0.657195371123692	0.472307065149483	0.90119378935392	1	0.683065998611746	0.827304328105183	0.531765262080601	0.63669022988839	0.5653849333597	0.880055094877499	0.713773779903644	0.899612345831171	0.782905131869952	0.588987616602867	0.640176438105544	0.626891340025419	0.284046815623997	0.496813391286198	0.837539173705494	0.657247820061321	0.574773961774195	0.797324377960454	0.354808879337925
