""	CD2	CD3D	CXCR3	CD3G	CD8A	CD8B	KLRD1	KLRK1	KLRB1	CCR5	KLRC1	CD247	ITGAL	DPP4	SIRPG	CD47	CXCR4	CCR1	ADGRE5	FAS	CD53	LAG3	PTPRC	TRADD	CD69	SMAP1	TNFRSF14	CD44	SELL	ICOS	TNFRSF1A	PILRB	TNFRSF25	CD226	S1PR4	TNFRSF1B	VSIR	ITGB2	ITGB1	CD4	SLC16A7	TSPAN14	ADCY7	RACK1	CD9	PTGER4	JMJD6	HAVCR2	PTPRA	LPP	TSPAN5	CANX	SLC1A5	CD74	SORL1	ITGA4	C1QBP	CD81	GPNMB	APLP2	CD63	HLA.DPB1	TREM2	PLAUR	CD68
PTPRA	0.0670285722727971	0.0841141080895175	0.131170959744889	0.0691140872515403	0.0166055110933123	-0.130546352058367	-0.0254919940289605	0.101001913484936	0.0236536545924338	0.174749899561637	0.241956756481016	0.20431227745072	0.322096961980145	-0.0295666974657063	0.147881321485447	0.467332000228182	0.179646248944403	0.492271145775445	0.205321354577855	0.0253626988535962	0.5392311140524	0.0941721525372844	0.355620157717638	0.208254167146244	0.0982099650723521	0.468623054697366	0.178435975283878	0.486942568631553	-0.121605000137035	0.173401300619149	0.612960366632332	0.303692173996593	-0.159466905343758	0.0652402183042351	-0.125848195330841	0.452703310188514	0.527162194207947	0.522358316276768	0.521274308172116	0.486567692809804	0.232524979591263	0.46517939912955	0.388209630582249	0.443334944115786	0.432111546866283	0.380951686558751	0.379071639726162	0.508123033504133	1	0.464191287815874	0.206208786110627	0.530172606716527	0.527252591889849	0.519101640509501	0.395063673004198	0.460044067166122	0.556184214133603	0.445297184062886	0.086742015561853	0.460711955901902	0.543868819144777	0.517270106499191	0.493435383059383	0.365716685618256	0.316551936001744
LPP	-0.248546811759002	-0.175285708045768	-0.101591497982703	-0.204240436640387	-0.293307782211989	-0.257319771614775	-0.304971280800334	-0.255149589544408	-0.0415861620844777	-0.209745206624763	-0.217048100015794	-0.227558620840311	0.312698072979239	0.2706133565771	-0.154896385707396	0.497695110440349	0.0156917704221058	0.415016182345973	-0.0179127176892559	0.318651353408593	0.442129170121063	-0.38572964823708	0.147107895022319	0.277221395580697	0.159657995688169	0.551785078490532	0.15604832328833	0.455493351454682	0.101256183181818	-0.198840856003841	0.692592645164611	0.189888936200899	0.0487636967769431	-0.151288215055515	0.0635272888275218	0.431467181383018	0.710104642771887	0.646695879599321	0.579446420213183	0.757289292829118	0.0707198043058962	0.358949967141842	0.615937760152051	0.66041264091634	0.362951441251689	0.573259827348472	0.266690360208976	0.547405959040585	0.464191287815874	1	0.094603472255474	0.647186401598721	0.592147155116829	0.72130924003124	0.711458178780594	0.683147329220993	0.655364535232383	0.607864183063766	0.0157109756608812	0.647184412845791	0.568327546655626	0.696698083031722	0.707396596126021	0.549045982965698	0.379675898214568
TSPAN5	0.749940114898666	0.789614213320947	0.745061344091628	0.729034325172556	0.631140626146159	0.636834479543435	0.577026206013134	0.680861871293066	0.449315285528959	0.368888007730945	0.634862122271922	0.737737776931567	0.526962808234772	0.467165171825441	0.741140383798207	0.705530549948163	0.669467404109876	-0.153284681741128	0.665889913223632	0.460106014436902	0.517271020792201	0.474224937417277	0.684114052864607	0.470790348114934	0.59454019946319	0.0282641921586394	0.0378341998360138	0.236500637060874	0.389075611621588	0.743075987781316	-0.139249611512233	0.797573568027909	0.397954985241055	0.636347160071377	0.469354492961959	-0.216563657277585	-0.0251248703261077	-0.0646666848403328	0.263800612032132	-0.163172812585045	0.72146947014653	0.6274313117111	-0.253019495294239	0.153358822663326	-0.277183233325584	0.365741462840711	0.0698482257094383	-0.242231959202881	0.206208786110627	0.094603472255474	1	-0.13822627627841	0.305903789277716	-0.176884035070219	-0.289470243417426	0.347263749319021	0.367951211731448	-0.329162640135405	-0.555700369492934	-0.317957426401236	-0.170280644766362	-0.174105246845568	-0.205473904873984	-0.443442093656308	-0.48704194022274
CANX	-0.428720371848676	-0.398178691719209	-0.346221852992921	-0.441967852278243	-0.435539016037489	-0.512628149314161	-0.567795940250979	-0.403615454690221	-0.44244045203684	-0.0281500735207054	-0.383724728494028	-0.391158339711188	0.0612637862895253	-0.220753035751814	-0.247559971346895	0.317352249014506	-0.0852468248721369	0.849496555566838	-0.399504245577933	-0.0116719480200816	0.504527914777014	-0.431044271234258	0.022881622597538	0.037788492465411	-0.185253189899769	0.837332339938375	0.41255409300568	0.544365458474878	-0.247029124083278	-0.245430546448844	0.948763662369873	-0.0709347851847624	-0.366639353248968	-0.389329867924108	-0.304933675376033	0.863229328744295	0.900362708087938	0.890355591555755	0.687009132934463	0.862006317046231	-0.0325921885677192	0.360865057164661	0.664348588013264	0.670411665728195	0.753231971568122	0.452441600718783	0.510230985989737	0.928532891085842	0.530172606716527	0.647186401598721	-0.13822627627841	1	0.759153361602406	0.921396404277718	0.850169515669227	0.500569774031873	0.669149620796911	0.785945121918511	0.579184041225302	0.94467948728055	0.958230640020734	0.918357073384669	0.874618951270942	0.888553045203161	0.854099572125075
SLC1A5	0.073990833444187	0.141802022267188	0.159131320803296	0.0597217870839631	0.0496995558416781	-0.0277916401305089	-0.144750864917317	0.121391315802617	-0.170700379353977	0.261254726498426	-0.0182720423139329	0.159871489401791	0.5077072191295	0.026710851380829	0.253419501628248	0.69214331273918	0.463922708690295	0.715552299552576	0.0977893288047414	0.277090122007637	0.870991958491901	-0.0246662597722921	0.517267771314848	0.305964851513765	0.274502141300005	0.741969366223251	0.234758303987062	0.604815810075975	-0.0437083691614846	0.215556800990696	0.795958984654618	0.334887019456523	-0.173248419159353	-0.0205063698907611	0.00583396094789677	0.615779536400015	0.850098466818539	0.882412029147764	0.706422786254935	0.71174316432466	0.501514734563169	0.545452928210429	0.507733067320936	0.711088365398225	0.338049921039988	0.689491745950396	0.522639352159303	0.725949490467391	0.527252591889849	0.592147155116829	0.305903789277716	0.759153361602406	1	0.787609392656886	0.513636270708879	0.795800960277306	0.910300659234158	0.497689717677467	0.110384637049079	0.665995182288615	0.745441534022163	0.796316135810264	0.73606156761463	0.55944562771933	0.484538682062109
CD74	-0.383392220844457	-0.374048304503706	-0.314545658932144	-0.428770278468148	-0.416104639998141	-0.49746532829361	-0.49235475118573	-0.389858105094068	-0.397728354943294	-0.0610107833971151	-0.36738328236597	-0.364055702369998	0.102679312016317	-0.186078640575618	-0.273779319058195	0.372707234158846	-0.0730687448604389	0.805701452448531	-0.32956779563674	0.0792196795894814	0.57988746863144	-0.41076296732154	0.121411991018675	0.0992147430678226	-0.119712230093543	0.747130027501253	0.248802842166797	0.470107399156947	-0.255218300716557	-0.251970677726434	0.960825806468629	-0.033841091709069	-0.311949097671172	-0.299425490111757	-0.316237626110441	0.783695797749306	0.948202998710493	0.950312284644249	0.648830996680481	0.944480025670786	-0.0284824632107112	0.319138645135944	0.817368992330759	0.666027505708411	0.562049899069873	0.477384512089974	0.447715105709669	0.931250927941625	0.519101640509501	0.72130924003124	-0.176884035070219	0.921396404277718	0.787609392656886	1	0.851683862018841	0.63368552914353	0.718935426563995	0.855374056081779	0.391085846855125	0.942109269444654	0.910678763089394	0.984322196579699	0.98485967549856	0.87198939177567	0.796903411588962
SORL1	-0.671395923245025	-0.624434654340509	-0.620822472357273	-0.67277468134149	-0.700225967809246	-0.676698301502114	-0.65929393654312	-0.667619414173761	-0.284071998692935	-0.426453209748482	-0.460655208175681	-0.618881561015697	-0.07783824635667	-0.128831610140705	-0.51675336789105	0.144591662743729	-0.414558552953791	0.626579404334625	-0.597468908235643	0.0841522372582938	0.197268847758521	-0.724192538491789	-0.267883447391697	0.0883526883406702	-0.220613015070736	0.721008392132384	0.278351264984793	0.376551025903711	-0.0952347221799701	-0.540632791671961	0.868051893524926	-0.183086981698989	-0.149908917079716	-0.493460348839099	-0.253421445697132	0.77172383389027	0.784195712185306	0.732131084778998	0.651220750260745	0.876783075973675	-0.330176275892788	0.258196594956661	0.700797962339479	0.618290242912495	0.736132741159581	0.346550076626814	0.149940713244418	0.810271436233198	0.395063673004198	0.711458178780594	-0.289470243417426	0.850169515669227	0.513636270708879	0.851683862018841	1	0.428412051961749	0.486943261456599	0.8615646078633	0.538836420644744	0.9217734129347	0.81274288364495	0.831243005452921	0.837184474296616	0.884455030636848	0.787264597094568
ITGA4	0.137204619662482	0.272438052122184	0.220246253005939	0.198060478085859	0.0784934667605336	0.150211890981141	-0.0262882123401283	0.135120663190914	0.255925790900969	0.0276771934734914	0.0863575206969894	0.245892005196785	0.678331110367582	0.402933025885941	0.315708607813847	0.826711366710052	0.435088551415139	0.359351608175852	0.259690542905831	0.555174550044797	0.78117613657583	-0.0580203085031654	0.541597723483578	0.67037198317632	0.578974960592991	0.573218229575757	0.166100475212768	0.632392189707391	0.379224784842404	0.180127769287096	0.610045825112777	0.360983809845153	0.29666421520484	0.221241892498498	0.388870041341385	0.394351474165332	0.760954847747326	0.712232472539961	0.756813557491977	0.579386603922354	0.414762879855731	0.564495962351703	0.443440714306131	0.822810966037489	0.0621669647415674	0.72200170351318	0.180289669888886	0.453785066567121	0.460044067166122	0.683147329220993	0.347263749319021	0.500569774031873	0.795800960277306	0.63368552914353	0.428412051961749	1	0.904396414943682	0.318888019559112	-0.199282514923591	0.46709517065617	0.487703820006745	0.635599104967254	0.614817787633501	0.361982765650434	0.238444854620239
C1QBP	0.0964119625882782	0.198628544885108	0.204870735136302	0.128433335889732	0.0439352233650959	0.0118676713460167	-0.104665664552534	0.116384235448622	0.0757907505597546	0.142135409461598	0.095145155647136	0.210893714398633	0.651639382266806	0.165753273095771	0.298965541910984	0.801641057150164	0.403390169185588	0.547812036394903	0.185697371292081	0.348247397836524	0.835606708104346	-0.069208688422823	0.502716891554667	0.525067039617485	0.393573958677864	0.65571242904809	0.196550324820145	0.668443580953182	0.199251149569287	0.187976690962634	0.733741932347197	0.370700687449289	0.0334779337651554	0.0747892686260081	0.196173765743503	0.506932028951445	0.807927989712755	0.813783331006501	0.77727261546683	0.675450885744649	0.481691164432171	0.614013778429921	0.444046175212017	0.818327256533974	0.279760549532123	0.71223458123008	0.383732384567595	0.589922241932538	0.556184214133603	0.655364535232383	0.367951211731448	0.669149620796911	0.910300659234158	0.718935426563995	0.486943261456599	0.904396414943682	1	0.43919556648189	-0.0513417593175184	0.592674900830755	0.66691804493028	0.728200291669619	0.688104753806612	0.478603229843281	0.356983464376081
CD81	-0.554027471836383	-0.570685300122264	-0.5209951729937	-0.602566472781173	-0.563883050395945	-0.66891032861977	-0.590454758164056	-0.552197434335554	-0.485315094023621	-0.179316240234272	-0.441580418749605	-0.548399393522644	-0.106963306024407	-0.407539069983783	-0.466857773243334	0.0585158171006742	-0.390449619543874	0.659460019253311	-0.508330353776092	-0.1344870551946	0.246043015825561	-0.523648946560833	-0.174147874336283	-0.137175486409573	-0.356219437453357	0.524223145140017	0.0212915662054997	0.164434377662063	-0.370238447431483	-0.427391762281075	0.84927305961048	-0.159662115542515	-0.36854924884445	-0.448798184686063	-0.489407322369778	0.62707505888982	0.708683009042907	0.724194393484923	0.449966995166343	0.917674502047379	-0.22629939088174	0.167760284276391	0.817499072196461	0.375595833616765	0.580239755370108	0.266149589900961	0.303440768125562	0.780305058607815	0.445297184062886	0.607864183063766	-0.329162640135405	0.785945121918511	0.497689717677467	0.855374056081779	0.8615646078633	0.318888019559112	0.43919556648189	1	0.374163191092968	0.87734678199658	0.757899040577347	0.822234371657395	0.877671367208186	0.800563433808168	0.688308547868608
GPNMB	-0.636072224314038	-0.676234290370645	-0.631989136544188	-0.667656943997593	-0.603022633675611	-0.68155629578909	-0.576748432260549	-0.596298086614727	-0.46699675289144	-0.265876474545484	-0.44056806969356	-0.612636338718055	-0.438037615206959	-0.41317194880664	-0.553649114496771	-0.412034065553652	-0.425359263781815	0.570850180783097	-0.682771065918282	-0.396908671773832	-0.169812229212372	-0.50263486117433	-0.496809518225516	-0.313390844482414	-0.588423799047354	0.525094884005125	0.585052748389927	0.272976295558713	-0.393302928636264	-0.49140854661556	0.460845603844205	-0.474482082541585	-0.460003208923079	-0.643104432242431	-0.482632202343118	0.748230332107989	0.349136155654524	0.350799431952146	0.173472102912684	0.308320175198932	-0.482336935249001	-0.0202495233075357	0.237074792376618	0.193232601779667	0.800281410589112	-0.0816536397175739	0.148755032733293	0.623797315421872	0.086742015561853	0.0157109756608812	-0.555700369492934	0.579184041225302	0.110384637049079	0.391085846855125	0.538836420644744	-0.199282514923591	-0.0513417593175184	0.374163191092968	1	0.593535796679576	0.615487452579737	0.423937132162378	0.323841159927679	0.714983115170673	0.845259485750787
APLP2	-0.582615747329981	-0.572867971157907	-0.524063855178911	-0.617420936717391	-0.603198013111268	-0.672452793204517	-0.641643592479772	-0.575912617432237	-0.447363370540139	-0.217237435160945	-0.465378034879583	-0.543477890056023	-0.0472309362288898	-0.274538899926012	-0.443055724029401	0.181409577429495	-0.284307711054372	0.794548770908197	-0.546298204315488	-0.0388426234641661	0.375795420000565	-0.579615291659061	-0.127522937692919	-0.00405033188121239	-0.302589739071231	0.760625862313136	0.315081909762613	0.42993865310487	-0.283458473242124	-0.43175658041019	0.957134845307257	-0.179832192438832	-0.351611232530556	-0.497469477392384	-0.390267889164626	0.843392247689343	0.878785565788329	0.887795885248998	0.620329433946102	0.915142146822308	-0.21517843162581	0.237286891326483	0.761158218576406	0.606464080908206	0.750094020835188	0.344455027703611	0.337887428630384	0.934083255671431	0.460711955901902	0.647184412845791	-0.317957426401236	0.94467948728055	0.665995182288615	0.942109269444654	0.9217734129347	0.46709517065617	0.592674900830755	0.87734678199658	0.593535796679576	1	0.939186583928044	0.925317043832279	0.925015849803239	0.952773412018053	0.878522676765266
CD63	-0.432049840503651	-0.431060158834249	-0.363593000755011	-0.489127781855994	-0.445325034528852	-0.564873467544692	-0.478859471952295	-0.386535462328849	-0.381376006377254	-0.0618345093262833	-0.27114711232796	-0.362744530958962	0.0255147219721059	-0.292186157910937	-0.281562951283129	0.267848074767043	-0.123491599712242	0.869379898718888	-0.409250571732773	-0.0840045837437417	0.504398493817973	-0.414715823389548	0.0150950806535545	0.00788199107938751	-0.250224824748877	0.79841510089127	0.377828414056775	0.505924421821008	-0.317610692978831	-0.246116895620071	0.943884275028319	-0.0574576494211377	-0.420679113242814	-0.409319079288315	-0.38689013275719	0.859579429254687	0.872145334744442	0.903168677088155	0.641119625231423	0.8227334363293	-0.0534414017832749	0.351714041434672	0.649138941079122	0.633277674441187	0.78624953287135	0.353069825989326	0.446065800168588	0.955883054944774	0.543868819144777	0.568327546655626	-0.170280644766362	0.958230640020734	0.745441534022163	0.910678763089394	0.81274288364495	0.487703820006745	0.66691804493028	0.757899040577347	0.615487452579737	0.939186583928044	1	0.905104030495391	0.876242681048907	0.896070664913948	0.883296441430765
HLA-DPB1	-0.372395686948144	-0.350121321943209	-0.301282245085476	-0.400257501813349	-0.390272111362024	-0.485867230201757	-0.494840941659921	-0.365796899810401	-0.390421096803534	-0.0477946654086439	-0.355017595800485	-0.331465201390775	0.144189067335108	-0.191059610334105	-0.238039713515892	0.366245443972124	-0.0265396700385759	0.796372061921088	-0.310802326203525	0.0611175859856314	0.578928523134075	-0.396404468569478	0.121314660797444	0.111526836173046	-0.0899539216180599	0.790088280959984	0.308930107323788	0.543923154599128	-0.231994323859769	-0.239403604635123	0.950400491499408	-0.0455535193919844	-0.330160815047831	-0.312729133881044	-0.287949010240121	0.819570083401057	0.947167022274305	0.945513840671264	0.65214783684232	0.922447165370868	0.00843606288874433	0.362782649055808	0.795330251421787	0.708399095597734	0.581509052917696	0.542393208241858	0.464203833922583	0.92506563850935	0.517270106499191	0.696698083031722	-0.174105246845568	0.918357073384669	0.796316135810264	0.984322196579699	0.831243005452921	0.635599104967254	0.728200291669619	0.822234371657395	0.423937132162378	0.925317043832279	0.905104030495391	1	0.951952563321351	0.887701634413007	0.817707161443033
TREM2	-0.394166150516391	-0.393553898276975	-0.336390591571959	-0.447369753170516	-0.428195839600895	-0.504842141676683	-0.48385382548494	-0.40984671998628	-0.392143478802276	-0.0716119406795276	-0.372413534121581	-0.386340835873716	0.0625416201174332	-0.207224076446401	-0.302402927646924	0.350924320491603	-0.13841064395228	0.764430813794823	-0.345339736855647	0.0708374225584553	0.549395668088679	-0.414803078711246	0.102201446591718	0.078100906997688	-0.144093316248056	0.666924050965128	0.141935711806637	0.361374722752825	-0.267687023230975	-0.274629678809478	0.930200485449982	-0.0584524831631748	-0.306131223038474	-0.275165464802868	-0.333577558944922	0.70557734145866	0.912555542174564	0.926727467864981	0.607876128772839	0.943417444109505	-0.0721031339162581	0.247121579413147	0.829595444625656	0.602451262435359	0.501388179872108	0.402480073570286	0.405430592637012	0.898406662307726	0.493435383059383	0.707396596126021	-0.205473904873984	0.874618951270942	0.73606156761463	0.98485967549856	0.837184474296616	0.614817787633501	0.688104753806612	0.877671367208186	0.323841159927679	0.925015849803239	0.876242681048907	0.951952563321351	1	0.838680259813685	0.750490335051862
PLAUR	-0.654725276589794	-0.64793794392159	-0.599035971762582	-0.676258057629436	-0.662273055649406	-0.733293503368137	-0.680340329404002	-0.640367026271042	-0.449723472107105	-0.284385398272063	-0.492551914888984	-0.608540177924916	-0.12524190704249	-0.302591944697192	-0.516682403161989	0.038220180814069	-0.346200796932036	0.749510813722086	-0.610842764227438	-0.136329905313679	0.245742221481791	-0.629149698486793	-0.255470492922845	-0.0494010699980919	-0.360414777631823	0.762831003545134	0.399224932836151	0.454751890983584	-0.285097604019599	-0.502300549005653	0.880398373407582	-0.322136329222796	-0.382096606005962	-0.561338003593497	-0.40290415066312	0.892719308700615	0.814759328061172	0.81161624477642	0.544529908254578	0.83784214158909	-0.324940011666832	0.178313190812688	0.694543720290617	0.607010713183168	0.785312872005002	0.318582086920007	0.294025035786321	0.90120150299914	0.365716685618256	0.549045982965698	-0.443442093656308	0.888553045203161	0.55944562771933	0.87198939177567	0.884455030636848	0.361982765650434	0.478603229843281	0.800563433808168	0.714983115170673	0.952773412018053	0.896070664913948	0.887701634413007	0.838680259813685	1	0.936456246619954
CD68	-0.611330775863935	-0.629458515430938	-0.573999220897485	-0.653590053230364	-0.606016814297677	-0.69458866174067	-0.623548440687721	-0.590703801040156	-0.495027598906281	-0.207041941512765	-0.479496751984217	-0.587101690088668	-0.215309825534176	-0.365013558855524	-0.504229973552732	-0.063916356372819	-0.309095485770503	0.788199272175077	-0.602652627131806	-0.198954707841211	0.207752326681954	-0.538675233599039	-0.24548315827834	-0.113000976702925	-0.413211922822435	0.730501595822174	0.513573464851312	0.43954169629989	-0.371100951784649	-0.456326889034375	0.802913248402551	-0.362642514572302	-0.449982773271544	-0.546519734071522	-0.459676744223731	0.910286166247703	0.746367243908831	0.742105262087618	0.46510237955062	0.703383087544077	-0.338317215933778	0.158994444560385	0.603366242665284	0.51113858756385	0.778592372102728	0.220246466963604	0.324189361771103	0.901225412227886	0.316551936001744	0.379675898214568	-0.48704194022274	0.854099572125075	0.484538682062109	0.796903411588962	0.787264597094568	0.238444854620239	0.356983464376081	0.688308547868608	0.845259485750787	0.878522676765266	0.883296441430765	0.817707161443033	0.750490335051862	0.936456246619954	1
