""	CD3D	CD2	CD3G	CXCR4	CD8A	CD8B	CD247	CXCR3	KLRD1	F2R	ITGAL	CCR5	KLRB1	ICOS	PILRB	SIRPG	SELL	CD47	ITGA4	RACK1	TRADD	ADGRE5	FAS	CD53	TNFRSF14	CD44	TNFRSF1B	PTPRA	TNFRSF25	TNFRSF1A	SMAP1	TNFRSF9	CCR6	TRAF3	IGF2R	PTGDR	LAG3	CD226	S1PR4	CD4	VSIR	ADRB2	ITGB2	CD81	TSPAN5	HLA.DPA1	ITGB1	CD69	SLC16A7	TFRC	CANX	JMJD6	PTPRC	TSPAN14	LPP	PTGER4	ADCY7	CD74	HAVCR2	SORL1	APLP2	C1QBP	CD63
JMJD6	0.541243382738658	0.555327836871952	0.585422003463434	0.621658188460453	0.716821623036427	0.724651637066447	0.517239452902879	0.617121887059217	0.563398626615226	0.627812257104737	0.649933781470917	0.598356808678599	0.0446233753738199	0.133169193934132	0.613588297646425	0.247222257019041	-0.0479866149351964	0.486554003653247	0.415984284453374	0.275553029545615	0.0474362344882047	0.733755413060751	0.268508843628858	0.39564858635425	0.441766391250474	0.621784666380444	0.29956303151158	0.413671255355195	0.0169613027295879	0.471207590926283	0.286363243575431	0.24358770554895	0.0475391378555816	0.321757490784137	0.410050902163968	0.446976845867937	0.698808539851557	0.0606590781069614	0.300606361022754	0.0441984918774756	0.15676080958062	0.605429181527849	0.564713809841331	0.729639781543421	0.508155302527862	0.361245010200545	0.38124277151229	0.35745162890856	0.421108052671809	0.259962479366979	0.311727692663639	1	0.628880061396027	0.33663336405319	0.314971262712334	0.367742255363514	0.456823029754862	0.336814905458054	0.357779199439319	0.198924397954408	0.14052758105321	0.214617327310617	0.250218759780377
PTPRC	0.815953458566239	0.856336417978425	0.88467248403867	0.768751453893097	0.265562843696202	0.247055262882342	0.80252883154885	0.620231823094398	0.252111687998769	0.557112586202535	0.89035172518679	0.575283779553444	0.365022815436428	0.640636001903137	0.570108137844787	0.721415240768108	0.308980032256289	0.787767357975622	0.887894858680321	0.614764626328405	0.424730579575204	0.871693313316191	0.744232632093353	0.767772796706196	0.809401939328062	0.939087277049369	0.777780727690649	0.842418121495882	0.483144952066558	0.546748436717605	0.67950745131602	0.690753644970302	0.611579359935187	0.81425530633332	0.795293023792563	0.22690538219942	0.654982218970143	0.589641899472946	0.666223213387921	0.607723972895698	0.523087523571944	0.471955529663659	0.777024125983197	0.615311576525479	0.814788413336323	0.47675056082343	0.757103999631465	0.653639976208492	0.798217075093904	0.734440526793978	0.652326973622321	0.628880061396027	1	0.816109050575466	0.734286568859761	0.614895939663768	0.800103858755277	0.509486565223782	0.706646662283981	0.562488738844225	0.378229656411054	0.518783721078899	0.450427730228574
TSPAN14	0.791274727233655	0.756939191408819	0.813087727459924	0.733447138059328	-0.137434053387861	-0.132985394228825	0.791348764783642	0.421050704208708	0.0801850556444076	0.307683377255291	0.720666271295942	0.264590451701064	0.625714980808557	0.772453973112847	0.290248737180566	0.816163718268732	0.54923980669754	0.800317345777093	0.819744041884356	0.804254227461877	0.692831955417861	0.691630376832261	0.805087936025239	0.87689738162512	0.86144382986544	0.820247467424886	0.849792711701433	0.859501532200992	0.763652528203969	0.660559113120448	0.845808279607856	0.734275558339679	0.835909931883802	0.843315097334925	0.769511872823279	-0.0574137755566436	0.4312882736273	0.805222164713944	0.810347541835477	0.858935294097832	0.794833467071477	0.21373868502057	0.748237104202735	0.472827792825728	0.76813308563845	0.550708584266135	0.893724604972353	0.747015059439017	0.764401277477832	0.816495296222757	0.845492269587713	0.33663336405319	0.816109050575466	1	0.866941363527999	0.685897764147274	0.810397235424919	0.636081194986959	0.738344536480803	0.766768480173056	0.605702789393378	0.767222396637277	0.668175983197109
LPP	0.656426956717804	0.653426647638371	0.670757120951274	0.562627189759885	-0.115977580053661	-0.128651037598471	0.646962357668146	0.376348686883768	0.0536761536855899	0.407943237597058	0.66278433456032	0.252903271047097	0.490160026235206	0.691972141788308	0.317873601067667	0.690993003839258	0.425393640820661	0.712869036198543	0.743338279851599	0.675232569758855	0.542145846435355	0.612089790108971	0.696881907549915	0.72709641828128	0.747765049032713	0.73734382301707	0.785755493823982	0.807843355356856	0.601933749582016	0.731260337828682	0.758295984271699	0.656931165330965	0.711508735430327	0.797280243512411	0.736284552828651	-0.00549012022585788	0.42666344426508	0.689138732263654	0.652267728705918	0.772650803507888	0.681352676399206	0.189813910579823	0.675974518219664	0.547081027519919	0.701661338795754	0.586930929807202	0.867292345921734	0.55817294285569	0.720604634257462	0.815609057394899	0.870875495682011	0.314971262712334	0.734286568859761	0.866941363527999	1	0.520119881782341	0.731062387300825	0.688646115154326	0.743809826773441	0.723618797261504	0.752057048002715	0.703720409847169	0.791458825481242
PTGER4	0.656637883650174	0.532380543359593	0.752360743331218	0.839791683495036	-0.020774151148625	0.0260989848872223	0.682903165840052	0.240375571389262	0.194084369483278	0.184728124511743	0.469680000609843	0.0512627924704797	0.714011524951734	0.425918720521824	0.245422419776715	0.4361987815642	0.76758009805001	0.789016873327861	0.50495198386569	0.869931793935588	0.803068633191246	0.623412260805709	0.479896632005651	0.787004972552568	0.68715990536605	0.719415945610642	0.419945190805259	0.615228361731118	0.686090887987212	0.401475924381913	0.721560385591	0.266851043266653	0.616269978241745	0.553982244601052	0.522930193450827	-0.0681667526559658	0.19618251671207	0.760162805112404	0.754828450437154	0.562130765089531	0.755684563602249	0.244850903050977	0.518898738699959	0.375538369778494	0.556016431410294	0.274205551280228	0.762329552729563	0.897902841542594	0.696537926143469	0.508847005239508	0.652762590676566	0.367742255363514	0.614895939663768	0.685897764147274	0.520119881782341	1	0.559688623876646	0.338850860226797	0.308289096832089	0.676122330613052	0.278938909090928	0.790343146426034	0.369295141654701
ADCY7	0.644979917855828	0.651655657069295	0.689749682810592	0.618207531037806	0.0971232545551128	0.0822067424077792	0.663174868675438	0.423319130309521	0.230398079989926	0.415542296279434	0.737256394312053	0.421831042554432	0.372833541940862	0.549956515328135	0.481660856777694	0.656602991376952	0.338270563177398	0.659112418143641	0.729901645630998	0.575640887063844	0.428613929012982	0.728911732350134	0.639940853351768	0.706822043884394	0.69813880095159	0.77745708295637	0.706584558289244	0.734914661611575	0.516846771862728	0.598806350124025	0.622129952835386	0.636381680036758	0.60133466948008	0.700856613933523	0.733846501423731	0.177258427206286	0.49497900327631	0.600504436431224	0.577809575643314	0.655120865512456	0.579370464871574	0.400507981692135	0.745185898066146	0.563727981431567	0.673699743079527	0.587343668327196	0.737150335366339	0.566575348902025	0.71522598159272	0.696240507700327	0.731813349794022	0.456823029754862	0.800103858755277	0.810397235424919	0.731062387300825	0.559688623876646	1	0.648896907459447	0.677715329919808	0.667646920341366	0.562997805327728	0.53269130214994	0.593960103837469
CD74	0.465982136001118	0.454118599263275	0.45561786013121	0.428080697025156	0.0455324171355325	0.0417947509954825	0.457659657572963	0.328328851190526	0.134198416282501	0.302618907251448	0.499863424996124	0.251025351146937	0.309013856402214	0.436609492583585	0.313102460343559	0.465307789300385	0.236731247536251	0.525004612788988	0.476857032871893	0.496841646177424	0.345193614899448	0.507027771983706	0.445757236429811	0.586339957638395	0.538066346882727	0.535592149858334	0.545814362550425	0.540679640415517	0.381580035154677	0.764252695147932	0.537688349139671	0.437621224093147	0.431248720477168	0.569368137262421	0.576475450379884	0.0339034626675242	0.429931302165096	0.426511200227046	0.445692873938463	0.585885897010625	0.569148313518725	0.239937760585839	0.72913204519626	0.70765235869414	0.476328596226563	0.956183059644546	0.649421490995514	0.363093636221513	0.444596817101076	0.647434101036765	0.763857730013997	0.336814905458054	0.509486565223782	0.636081194986959	0.688646115154326	0.338850860226797	0.648896907459447	1	0.725014550404762	0.716493391936945	0.828810122018874	0.554957590437069	0.801404664997959
HAVCR2	0.693695347063269	0.7365030161185	0.635212202000444	0.51157659148738	-0.0166059613013315	-0.00222828092423799	0.686790473529575	0.531097417031674	0.0966584162491587	0.318795049826077	0.689723125227774	0.404014718043313	0.352847046491002	0.708551318094747	0.272864220932897	0.75745579663248	0.133750338559901	0.57389710720251	0.741248281414283	0.466737995459828	0.335854391617035	0.60361985597328	0.712543035965505	0.698079248707055	0.698917987223371	0.654823115548612	0.824070238161522	0.715727914322414	0.499899163232933	0.676583353711796	0.633009032548926	0.704628754493121	0.586122696162083	0.751406129249006	0.654390802256142	0.0316222215120097	0.561412457604206	0.542283252506136	0.549931222647235	0.720937639979491	0.514204429630341	0.165448345955787	0.788131007011344	0.559732204894542	0.702123948682102	0.702224814976739	0.626091795489924	0.428091726714812	0.525972413074113	0.758158788155067	0.667797321793004	0.357779199439319	0.706646662283981	0.738344536480803	0.743809826773441	0.308289096832089	0.677715329919808	0.725014550404762	1	0.563762108044377	0.617372758617353	0.455948196567628	0.656559504862963
SORL1	0.509627989029693	0.416701723054548	0.586786007396512	0.590364000228323	-0.214765456895848	-0.198696882163385	0.541957878642468	0.153261609898624	0.035805191719477	0.175219802010561	0.476732774093711	0.0122750019244524	0.603771522972417	0.494793875859064	0.205240740718611	0.493441781829081	0.646141999928088	0.690032361549491	0.522260007052802	0.743655810036846	0.683261866352385	0.487296971217844	0.506819396475007	0.729992864230425	0.63748661768463	0.6350909862467	0.552526217910382	0.652634226043002	0.661451815886025	0.575794605862484	0.684419983525457	0.413331301375629	0.664347327591679	0.621841609348109	0.614646655693056	-0.132219615140665	0.198034562331144	0.737729280458992	0.648788674712237	0.713360721120077	0.792053169583445	0.127273500804467	0.587002933888403	0.442429653463515	0.537682941985138	0.622494804932857	0.79163698971089	0.662412501279384	0.660533419351056	0.677663157487538	0.807859030781121	0.198924397954408	0.562488738844225	0.766768480173056	0.723618797261504	0.676122330613052	0.667646920341366	0.716493391936945	0.563762108044377	1	0.682632160628301	0.746653101849469	0.693449438687189
APLP2	0.283734893589176	0.276534717758774	0.283116178656503	0.233323404242563	-0.175643981119093	-0.194392818306396	0.297806688506075	0.0861072444150138	-0.00118357376538744	0.196195486565462	0.332716682698098	0.0561086534930379	0.267267783616026	0.412280570859536	0.190683730628006	0.382110471514752	0.298071581050847	0.440730722234854	0.399670136686363	0.442915485297648	0.333094261942677	0.33233484851693	0.379858779362042	0.450952949768056	0.426630829573635	0.411356523436804	0.48532861417832	0.511538940848561	0.364219367607287	0.706444953857292	0.485525277428365	0.397612418120155	0.420127232515222	0.515145404716634	0.564908748404823	-0.0798748728644799	0.252361720821625	0.439357698671146	0.349550857089521	0.571655029677247	0.532135506120998	0.103549687437253	0.509429496576271	0.555588689848292	0.349991654136525	0.744131116158698	0.651447933695252	0.247404607097058	0.432197465313136	0.672140635896866	0.784177317087532	0.14052758105321	0.378229656411054	0.605702789393378	0.752057048002715	0.278938909090928	0.562997805327728	0.828810122018874	0.617372758617353	0.682632160628301	1	0.55158940275104	0.909256206096006
C1QBP	0.691075938582209	0.563408762765453	0.694746780682429	0.711803719952339	-0.225531357912021	-0.176338013391183	0.683043472532608	0.266386899932564	0.0570868057279205	0.146754993986099	0.436546026042215	-0.0505570385371023	0.785953605320306	0.58926815506567	0.0808551905218732	0.564068731922276	0.782916514739876	0.759279155226562	0.503924159587236	0.943099254760555	0.862762211313437	0.488477872809076	0.573873784261805	0.825101850042474	0.752679192355302	0.618396812092392	0.548705721207608	0.651468584860941	0.79924175543556	0.628061690439361	0.839808456711716	0.377496103792587	0.707814986053698	0.652265707395749	0.528248792652472	-0.26049872409651	0.227424473696766	0.771151042702294	0.801043925328704	0.7310599806397	0.90518184977789	0.0141413174609861	0.589512429490323	0.419612656324206	0.604079437932942	0.45586689237986	0.868938565553886	0.803457219262158	0.623052736209393	0.597840550835242	0.853072549419865	0.214617327310617	0.518783721078899	0.767222396637277	0.703720409847169	0.790343146426034	0.53269130214994	0.554957590437069	0.455948196567628	0.746653101849469	0.55158940275104	1	0.644926917990652
CD63	0.444153875540071	0.413986504472672	0.420422302324641	0.381414330156153	-0.10870429536981	-0.0935799325679723	0.46578320540776	0.230778012170906	0.14432612590299	0.284839096950453	0.444012268963846	0.135135823308169	0.412285419118991	0.46773991181635	0.237037025400888	0.480691342218836	0.295891791379927	0.548834716421589	0.477014050846416	0.536333622210707	0.423619172483197	0.454617481269687	0.441933726194033	0.573726260141927	0.537795141335461	0.477010414452237	0.551690963436113	0.596611389216552	0.473854500556943	0.795727961262083	0.606623774961432	0.455111479417796	0.48572778462694	0.577051823138588	0.578720708553396	-0.0292490498441962	0.354515571915302	0.520392846279518	0.458417409421093	0.623013434035157	0.608630444623734	0.13817640112717	0.611320408808463	0.640396173531741	0.489067291230667	0.72281995810302	0.702605255815735	0.38037017310532	0.462047967905177	0.663233157021249	0.822692533778541	0.250218759780377	0.450427730228574	0.668175983197109	0.791458825481242	0.369295141654701	0.593960103837469	0.801404664997959	0.656559504862963	0.693449438687189	0.909256206096006	0.644926917990652	1
