""	PTPRC	CD69	IFITM1	LAG3	IL2RG	CD2	CD3G	CD3D	ITGA4	CD6	CXCR4	CD44	CCR4	CD247	KLRK1	CD8A	CXCR6	CD28	CD8B	S1PR4	CTLA4	CD4	ITGAL	CCR5	ITGB1	CD226	PTGER4	FAS	KLRD1	SORL1	CD46	TNFRSF14	CD96	CD27	CD7	CD47	ICOS	C1QBP	TIGIT	TNFRSF1B	SIGIRR	SIRPG	SLC16A7	SELL	SPN	ADGRE5	TSPAN5	TNFRSF25	TRADD	CLEC2D	IGF2R	ITGB2	RPSA	RACK1	HLA.DPB1	PTPRJ	TFRC	HAVCR2	JMJD6	TSPAN14	KLRB1	ATP5F1B	SMAP1	CD74	LPP	CD81	PTPRA	PILRB	ERAP1	LRP10	CD163	CANX	BTN3A2	NCL	BTN3A3	CD63	APLP2	LAMP1
CXCR4	0.259899569994288	0.962338143842272	-0.0884370104598768	-0.393126052356811	0.198385122166056	0.146496110229858	0.263432787117845	0.202835640218864	0.300752742206928	0.159382237974251	1	0.540469967945105	0.481184665898166	0.442140358304024	-0.245798505294353	-0.361011283259253	0.00185638704522803	0.527039320781175	-0.275024150470462	0.394002276326057	0.604844322324924	0.397938773171522	0.210919431984538	-0.375434320587041	0.439755993610288	0.428368228884439	0.886147370281032	0.259706710786933	-0.290370831884523	0.359864714720635	0.172452676972513	0.334684023720981	0.118206076547573	0.100761030150499	0.161720993709415	0.165729414002923	0.421115237881454	0.26516026364503	0.398894508741414	0.3618089416862	0.291955199037094	0.245441921949391	0.369951194387049	0.800329106224052	0.12304217372435	0.261382234240653	0.460132699172832	0.401502291218223	0.498251182369148	0.293712563656926	-0.129075267107031	-0.0115905617890691	0.507575491624482	0.529310737366036	0.0108704238540024	-0.148490825395394	0.222425055936235	-0.124926715216363	0.421331768434091	0.518622766237012	0.582975969146548	0.155219830239784	0.558390093025642	-0.000677989586038699	0.0909805000203676	0.0951207580709178	0.0528229803447687	-0.284016946528955	-0.0370842381032873	0.425841724622101	-0.0521001961139992	0.14725622550406	0.264317884883313	0.482213310995114	0.0512175699970814	0.0178687319232308	0.0898029451677846	0.0828104104320648
CD44	0.413669396444101	0.537652797208461	0.0384719142421993	-0.212131983697287	0.385812447561547	0.221228019854279	0.288422502573612	0.27189793126824	0.583983906068201	0.162196895266203	0.540469967945105	1	0.51658226673632	0.361106295767968	-0.324626409423919	-0.336500853169405	0.00617289754634955	0.584019484607447	-0.339604548322121	0.430325668099033	0.626169749925944	0.723384012803976	0.430229837298716	-0.184368095210972	0.730791129206937	0.544390852553233	0.552117451414325	0.52603987599831	-0.30335997908108	0.678489548944891	0.528540198241288	0.646706060210996	0.12275767344912	0.240632287279125	0.307526738970176	0.603574165018181	0.524119574490243	0.556987523550084	0.614996379629538	0.707858422588484	0.413643165796112	0.36703192062541	0.29295603330046	0.525513421725768	0.427413216767859	0.226050806594005	0.521921978273195	0.424457061545341	0.414501439217792	0.478837765526038	0.444933591795004	0.500572186280042	0.607588554523917	0.731029235961728	0.500343410606986	0.427284650675505	0.765023642155247	0.430069191704431	0.549497053747575	0.766489237265341	0.345193885744849	0.623386391548352	0.764884814870886	0.544707486644613	0.697805601161902	0.6344682064837	0.491965693197524	0.201929681640474	0.324775094514917	0.781218551509012	0.480432656570352	0.781989960483736	0.278617880468972	0.76100283653597	0.223652736023894	0.674738946025127	0.711516427951211	0.728573709258149
CCR4	0.611209361446613	0.381170404954144	0.131272474396829	0.0899482240321062	0.592619383497571	0.52481462761041	0.563417874389041	0.515303162947556	0.628726018543526	0.342185457923857	0.481184665898166	0.51658226673632	1	0.57045461539326	0.00590124607353813	0.0529351488641335	0.371660442146164	0.720661924762738	0.0110301016037733	0.311117770548227	0.814439238163927	0.536414437046641	0.576773959353543	0.108255245624282	0.532695882052047	0.415029922368646	0.423669505487392	0.697644300286714	-0.152436626297775	0.187648051522541	0.39610187304195	0.578889818988228	0.452966648047709	0.625320981252258	0.386749466433887	0.484288032206797	0.792536986997199	0.176391183382768	0.825107975673105	0.734700084238306	0.367071087750607	0.712443388310549	0.369763032736693	0.403110047531674	0.517630836921727	0.414667416878773	0.687880465615809	0.297583207955793	0.250515344576996	0.659389555939045	0.415746965660507	0.225673320219443	0.285733326203487	0.415014025919081	0.250456776507723	0.288989136017489	0.534399401914162	0.301773703351775	0.364479037148563	0.518912950370918	0.163208152228918	0.253695013884706	0.555787446602142	0.215813678123788	0.471975689326786	0.278533775110253	0.573087343046666	0.197459652967448	0.322226390832967	0.623045842881412	0.0293843950663711	0.312544224007328	0.499955357257365	0.490586150121866	0.395992433165466	0.208616707731139	0.258300902907753	0.386448892963017
CD247	0.777678723549739	0.371167303945334	0.534823246332556	0.173616082942279	0.797924380570112	0.806579751061756	0.822534875066641	0.764581668702061	0.645837351756136	0.665613864946348	0.442140358304024	0.361106295767968	0.57045461539326	1	0.147576311950183	0.119359907025543	0.519504428051577	0.68081843624853	0.136136773044649	0.574214793518748	0.617542313725581	0.393924689509186	0.474337221173815	0.118470983086946	0.547556053699262	0.491108003267357	0.467057919789215	0.466720781745362	0.202236098643504	0.0753555549355505	0.519036351337084	0.496964356771248	0.719048702875237	0.623305981761122	0.708596896573178	0.464942849452806	0.72320819248002	0.229693458461459	0.569180982973208	0.498343424718198	0.416497394693818	0.683361084327076	0.442718742579264	0.476966429765697	0.49336619292061	0.503112027581572	0.620543047928023	0.490361597107756	0.474483245189284	0.597657615939498	0.1779376851321	0.147698804355212	0.529753125211061	0.514557232015796	0.129465810324512	0.133391907126061	0.218978476635449	0.127927157440381	0.28821574064874	0.360999265187798	0.545152520261605	0.222379456422195	0.52746460224528	0.0281003216197954	0.139954543616189	0.134158056829884	0.488596480232666	0.010199590571284	0.33892274506048	0.38971819514516	-0.226786277631071	0.0721757941282313	0.46142143936398	0.48006877762319	0.451383407635202	0.043178278820374	0.00324028953108498	0.139381616857006
KLRK1	0.338837372543263	-0.315080792317561	0.394929505010128	0.769224827518424	0.211562311091509	0.427152908937833	0.32033498632501	0.396141796656769	-0.00170876671988575	0.185292949066181	-0.245798505294353	-0.324626409423919	0.00590124607353813	0.147576311950183	1	0.879060243267132	0.547975572836286	-0.196720165378884	0.869782601209457	-0.183022374709076	-0.165755136786452	-0.413745121154432	0.282892611560759	0.743750294259684	-0.0872736154735337	-0.394241870686932	-0.176746853220108	0.127347600815644	0.756622916373192	-0.581494247427128	-0.0364251529937217	-0.0856934651213783	0.43266706073947	0.46506844858685	0.0954429283686176	-0.197813603274948	0.00587052995740555	-0.206638940477844	-0.0265518007095485	-0.138005062994632	-0.118298626117386	0.237941250821321	-0.0663030695747986	-0.467930723487334	0.0389755443820878	0.518035098347625	0.0842641543755957	-0.386155297379864	-0.410204676655786	0.22250975231584	0.145389704316541	-0.0055200384938813	-0.389939241099019	-0.367199779021733	-0.00570078975863715	-0.0164881519104304	-0.243084817200995	0.245100384803708	-0.0247455262087517	-0.391305275832793	-0.411683995849561	-0.187788316953938	-0.297763034422092	-0.130955230626144	-0.275166515018211	-0.137438981397172	0.269846869684356	0.159138646464341	0.118137125857853	-0.228299733148615	-0.325052477844043	-0.297554400710464	0.552413130147219	-0.192896953744536	0.388908453829868	-0.204786683022583	-0.294391064355226	-0.316162891065068
CD8A	0.325151751778272	-0.430884622073162	0.298574493601073	0.813359709515802	0.211078981917399	0.388902061273051	0.280274795292666	0.343633931245144	0.0905782015144528	0.130733450569046	-0.361011283259253	-0.336500853169405	0.0529351488641335	0.119359907025543	0.879060243267132	1	0.557927751137189	-0.14190886397423	0.899193003690367	-0.243742433493448	-0.15621581192045	-0.396745181894743	0.327355377587903	0.835384058896683	-0.107131067508658	-0.380459419912288	-0.276353836561968	0.185334343846591	0.624029027626022	-0.548692980752062	0.0438553877139105	-0.0642949370453511	0.404648010548435	0.501155353027	0.0749271447414023	-0.164148125076428	0.0274113265601077	-0.236456231429293	-0.0229534558269005	-0.0816785858882942	-0.0733559800330575	0.27224560913815	0.00292191865970607	-0.53770975346261	0.164480578878097	0.509544229046347	0.110216761181863	-0.426611162571954	-0.464121565730931	0.286884189211023	0.289419838489875	0.0348864083543081	-0.450299420553601	-0.400019722598051	0.0623477867304247	0.121908229743127	-0.153774099679745	0.330690149793169	-0.0581695967935268	-0.32689172811666	-0.494053952306783	-0.163317050901088	-0.314539186617634	-0.0622940516184213	-0.123369653609117	-0.0778864456281479	0.360185794249284	0.288640231286039	0.27897359930243	-0.171733753639816	-0.250092267252041	-0.231171123121638	0.478400923246846	-0.195707745017458	0.458191294250532	-0.160007734563199	-0.233443306763523	-0.215825566732278
CXCR6	0.635404932621489	-0.0851055961872237	0.414612789697604	0.522685987367748	0.600897900868067	0.731530419513922	0.590065552528907	0.65368865907823	0.382984754137673	0.424167813480646	0.00185638704522803	0.00617289754634955	0.371660442146164	0.519504428051577	0.547975572836286	0.557927751137189	1	0.251533823781958	0.545592265786032	0.174560529435141	0.282310635781716	0.0513475159947972	0.370374312146128	0.525113277489059	0.299270327351759	0.145474129736691	0.077706046844349	0.40954557306207	0.515318141473653	-0.271752555685267	0.40401649284634	0.271386686269145	0.667307542493279	0.673111612941241	0.488124049984636	0.225492535865289	0.447048066545027	-0.052260542616847	0.389104339127062	0.251923219796749	0.165366942165332	0.632051226323504	0.230744864475866	-0.0501008936780212	0.353150718592804	0.495681463445549	0.525080999583371	0.0899829547002374	0.00643655476429659	0.520167217390147	0.321706817279364	0.105728621978164	0.00383054843689751	0.0341143737440476	0.100896480174405	0.292045434628363	0.0486240920143884	0.253660604449822	0.0123294914411542	0.0120811194183349	-0.0240407442339687	0.0385413287638001	0.0853602040059983	-0.00336616883224066	0.0538764709412777	0.0336506218804088	0.491483907901602	0.125572480552477	0.336504716171539	0.169923485709208	-0.232413756765987	-0.0415779269167989	0.459080811328268	0.138350849536461	0.395822251650846	-0.0368260078314737	-0.109837688554623	-0.00558168742747085
CD28	0.638110101703647	0.496426520175087	0.230665490470523	-0.0610345995975217	0.64865697509033	0.559403142932095	0.646905001419572	0.571220203482386	0.688820755523324	0.536125400378148	0.527039320781175	0.584019484607447	0.720661924762738	0.68081843624853	-0.196720165378884	-0.14190886397423	0.251533823781958	1	-0.125771833643372	0.570452500142602	0.742825349188676	0.645806036512643	0.555606057511866	-0.0563799332582653	0.621134942141183	0.591921145011527	0.547074497904712	0.628088583448435	-0.19340158326724	0.36524698119011	0.541967932636191	0.62589099741035	0.492579295915733	0.503913992529754	0.60089525629518	0.588548778347447	0.77992644039955	0.335406903631642	0.694360658878019	0.712050947375661	0.519112903508635	0.621765010955485	0.536157452305335	0.572734164029874	0.565025493527611	0.409472517878294	0.622560628960929	0.599952318533392	0.511625831973879	0.672058186878117	0.349579109814723	0.241828114497937	0.598768556843703	0.649289247093704	0.255408566201313	0.239073648847848	0.508634668631663	0.198391273420147	0.395611119767306	0.649958004618502	0.547062785014171	0.406493911405046	0.714882016106148	0.218988064992095	0.480654384422476	0.313023062330731	0.551487018684918	0.209755224489396	0.335725722250303	0.644384541289126	0.0229618575073798	0.34601688364539	0.30473911988122	0.593666878925743	0.332274505684409	0.254865124790094	0.256526070537588	0.428579843125366
CD8B	0.36715217242377	-0.347799244281547	0.41878880270398	0.753327861583393	0.262213692723799	0.417707803781795	0.342109037380427	0.417995657990205	0.0859233194150571	0.167065232231735	-0.275024150470462	-0.339604548322121	0.0110301016037733	0.136136773044649	0.869782601209457	0.899193003690367	0.545592265786032	-0.125771833643372	1	-0.0843116142758661	-0.172348858104846	-0.372950901332148	0.324757571318602	0.743297596167509	-0.0561354842529358	-0.339534285528198	-0.223815262757331	0.173627750121367	0.690729392414484	-0.547515012911141	0.0648250572773777	-0.0311355837726629	0.449075941791942	0.509974224764441	0.133705386239189	-0.15764870331187	0.045401950151766	-0.203290965480613	-0.0649580339212211	-0.112156216466297	-0.0118146111529493	0.264495169486714	0.0790636600022446	-0.464679293661258	0.143705690331866	0.527087403257653	0.153051935243805	-0.346241394223083	-0.366276572468893	0.281078259335364	0.21158425108765	0.00718779594737058	-0.347518078942472	-0.31931127997638	0.0542569359336333	0.0383423122181086	-0.233268688530909	0.242200606884103	-0.00533625684602081	-0.35229605719185	-0.388190351471473	-0.131858918095134	-0.245893385543711	-0.0907129362194254	-0.228000254046704	-0.0905665717060064	0.313874474366774	0.167933022851271	0.22871728426615	-0.196385284506162	-0.299659400562267	-0.263712080653289	0.506458615736252	-0.142448427744639	0.400859020862348	-0.179205480760191	-0.271650928511586	-0.259502883723801
S1PR4	0.637963404018873	0.341859972426615	0.519895163277081	-0.126540964166675	0.630269797524124	0.524891913386271	0.616317484609866	0.628810961833636	0.602872572730722	0.517580934423406	0.394002276326057	0.430325668099033	0.311117770548227	0.574214793518748	-0.183022374709076	-0.243742433493448	0.174560529435141	0.570452500142602	-0.0843116142758661	1	0.409784510552637	0.553334365379991	0.297491617153233	-0.128959639994297	0.664664275334629	0.635009849160727	0.389814147944323	0.25518054277685	0.0109120679426953	0.333356294588727	0.544159970328509	0.515322304603444	0.495572038057598	0.308122121632845	0.69702443935716	0.563542551827174	0.531402922026279	0.476816690117962	0.367309217610578	0.448916783135831	0.640225170016301	0.410156363834743	0.481522500611155	0.533603575410052	0.334764569450941	0.23910496982393	0.467787636360341	0.631311436271508	0.765574076242669	0.366247786536481	0.126422948917741	0.34575198488007	0.767551082220153	0.745358720670279	0.366097283557338	0.0824739174163089	0.245514838495335	0.109681134176193	0.311054912766479	0.429776588562952	0.61453041713591	0.504196913331025	0.646907958264557	0.287184546192953	0.13337150528613	0.34220231961767	0.360253803384146	-0.171106066025255	0.275147664658635	0.415130054033837	0.0366388649870048	0.2951907038393	0.16383586991187	0.64136681628181	0.182464399658623	0.309657483255253	0.24357522453219	0.277933039140592
