""	CXCR4	CD2	CLEC2D	CD69	PTGER2	NCL	LAG3	RPSA	CD44	SELL	ITGA1	CD3D	ITGA4	PDCD1	TIGIT	CD3G	SIRPG	ITGB1	LRP10	PILRB	CD96	DPP4	SORL1	CD46	SLC16A7	CD47	FAS	DIP2A	ADCY7	PTPRA	LAMP1	TSPAN14	CXCR3	APLP2	ACTR2	KLRB1	PTPRC	CD74	TRADD	KLRD1	CD6	CD82	TSPAN5	CD8A	ITGB2	TGFBR2	VSIR	KLRC1	CD247	PTPRJ	CD226	CCR5	CD8B	JAML	S1PR4	TNFRSF14	TNFRSF25	STX4	KLRK1	LY96	RACK1	PLAUR	CCR1	CD63	TNFRSF1B	PTGER4	JMJD6	HAVCR2	ITGAL	SIGIRR	ATP5F1B	GPNMB	SMAP1	CD81	IFITM1	HLA.DPB1	CD9	C1QBP	TNFRSF1A	TREM2	SLC1A5	CD4	CANX	LPP	CD68
ITGA1	0.647333976407176	0.793318040732592	0.605714705842086	0.340234304746595	0.284725682189993	0.099065852302484	0.848026092226091	-0.0751738905413686	-0.0840212512389517	-0.0954049687617287	1	0.726918923354754	-0.00433515013772969	0.758966407089342	0.79670636108062	0.662844952079471	0.681771167138622	-0.245764279058729	-0.206961306815557	0.567041478356925	0.858660698254237	0.0185864193001986	-0.623730878410662	-0.0128806456684808	0.647817778549515	0.220461098520603	-0.0354756560912552	0.188382423065512	-0.220582956262097	0.14298991247821	-0.382859396146144	0.231907155064734	0.709801180795147	-0.525485493107978	-0.0124061256907085	0.348770910535611	0.684006000480162	-0.369649224039776	-0.0868807263109126	0.862037548505073	0.605662400258458	0.670955619881048	0.559707939589121	0.829922269509321	-0.203105867904956	-0.387746983707485	-0.315671019443946	0.770893491565496	0.855473626130269	-0.293556138728832	0.566471796254453	0.604485247790761	0.657737534206707	0.40329362261048	0.0614332297221005	-0.215099928796763	0.0221365473060008	-0.416106537533944	0.894397620699672	-0.534233365919519	-0.320156980636424	-0.580669170309595	-0.124937947774758	-0.344314488950482	-0.398948310725913	-0.0378562007896223	0.116206890468416	-0.295326566801448	0.269289706877022	0.456762639412919	-0.0127419473486257	-0.500238544037172	-0.319548914997506	-0.465350612747381	0.620601561613815	-0.359924810317414	-0.48166420440991	-0.0222969110364017	-0.347274830156411	-0.375125151108815	0.0167326311431577	-0.456073946412429	-0.423848732198121	-0.316059971244223	-0.520235668989345
CD3D	0.859098678361681	0.940862202849188	0.793863934853897	0.696993308384523	0.647537574146842	0.259477100801823	0.826351723243287	0.313441527964479	0.139749956832043	0.340135617184646	0.726918923354754	1	0.272438052122184	0.752255266858678	0.85652954206414	0.977261649165782	0.940578542671927	0.00263709772880805	0.102350418806384	0.657677282229801	0.948212008356926	0.391114992556779	-0.624434654340509	0.10199440293617	0.806561842679126	0.582819192192386	0.348380138024535	0.125625254923297	-0.357387208571105	0.0841141080895175	-0.401309127016989	0.377911471438475	0.916760641601875	-0.572867971157907	0.051849888756755	0.414276904010307	0.829179298963053	-0.374048304503706	0.409545829749532	0.672996800035972	0.900625363245348	0.697341848042018	0.789614213320947	0.920524883364472	-0.199284895911059	-0.309202759371122	-0.193739245744908	0.593068618419405	0.91649219134849	-0.301994723964673	0.771942890194981	0.644021548337791	0.904001895143726	0.793391970719929	0.531286228821444	-0.0400476069871605	0.348405499857962	-0.365922570152483	0.902301928895048	-0.606077025803215	-0.03525542066196	-0.64793794392159	-0.24675145371234	-0.431060158834249	-0.404140153095953	0.308804431676971	0.154670146979515	-0.430178061564212	0.607118274556067	0.711631528368264	0.17433532144604	-0.676234290370645	-0.20994903420541	-0.570685300122264	0.946155395574074	-0.350121321943209	-0.631582061742325	0.198628544885108	-0.379196022881273	-0.393553898276975	0.141802022267188	-0.41791693466041	-0.398178691719209	-0.175285708045768	-0.629458515430938
ITGA4	0.435088551415139	0.137204619662482	0.429757593010786	0.578974960592991	0.380990021792335	0.863614899387108	-0.0580203085031654	0.873378021173215	0.632392189707391	0.379224784842404	-0.00433515013772969	0.272438052122184	1	0.097141947592089	0.14866568359244	0.198060478085859	0.315708607813847	0.756813557491977	0.855896450356786	0.360983809845153	0.196282121346343	0.402933025885941	0.428412051961749	0.567118548257192	0.414762879855731	0.826711366710052	0.555174550044797	0.17662344853635	0.443440714306131	0.460044067166122	0.487969976650784	0.564495962351703	0.220246253005939	0.46709517065617	0.805434162518505	0.255925790900969	0.541597723483578	0.63368552914353	0.67037198317632	-0.0262882123401283	0.357553446132022	0.518627020573292	0.347263749319021	0.0784934667605336	0.712232472539961	0.454583484718496	0.760954847747326	0.0863575206969894	0.245892005196785	0.586277392469859	0.221241892498498	0.0276771934734914	0.150211890981141	0.563278978709437	0.388870041341385	0.166100475212768	0.29666421520484	0.600939126057004	0.135120663190914	0.356682713439106	0.822810966037489	0.361982765650434	0.359351608175852	0.487703820006745	0.394351474165332	0.72200170351318	0.180289669888886	0.453785066567121	0.678331110367582	0.638558714210131	0.807592820164398	-0.199282514923591	0.573218229575757	0.318888019559112	0.335673829622407	0.635599104967254	0.0621669647415674	0.904396414943682	0.610045825112777	0.614817787633501	0.795800960277306	0.579386603922354	0.500569774031873	0.683147329220993	0.238444854620239
PDCD1	0.656856251138046	0.859792661248088	0.538534858910367	0.275913497087667	0.340328661563626	0.116673669441407	0.7945642690879	-0.0451915406571459	0.0355633098063538	-0.0983136488939289	0.758966407089342	0.752255266858678	0.097141947592089	1	0.779923023690996	0.720280586469891	0.641510666164417	-0.272674281403115	-0.106677936177537	0.628986543892583	0.777533335424954	0.17483661217659	-0.551306245995672	-0.0198948778730709	0.612326754437213	0.341785391863244	0.0695545753604617	0.276953905900274	-0.0794787785795252	0.0506784439920229	-0.328162260435313	0.264606713257057	0.773021849178814	-0.438601122996469	0.0429898534046838	0.125028735187749	0.758491466347865	-0.27138262818916	0.0507176176549959	0.659997107535273	0.647674014579084	0.589601451768077	0.56978370235391	0.807945350028452	-0.0986105511179534	-0.231513501849027	-0.184529461339052	0.470385892503114	0.71492870286099	-0.223360404949885	0.626431873944694	0.581205759852386	0.62668796050099	0.499586288425716	0.0380476188429768	-0.0276608944364093	0.080784509829446	-0.319294440303477	0.717554860481384	-0.452106691089096	-0.271810096658597	-0.503756492339697	-0.119171080049571	-0.306854489723068	-0.326799357569962	0.0360032767486281	0.205827905795205	-0.246294539646223	0.172967873730642	0.510740347354785	0.0548603571754061	-0.485161670281502	-0.292072151343908	-0.428749396700395	0.591489772707016	-0.268080965510949	-0.51859722847317	0.0500222701708929	-0.300187526342498	-0.273406414176244	0.0561029264863027	-0.354853406232597	-0.335175881114584	-0.186195281965606	-0.459267825762411
TIGIT	0.820617136372074	0.912715245220751	0.617083433603341	0.408422497012926	0.458252976654491	0.278512256240213	0.772792875648336	0.121199996212094	0.143249193851736	0.0277977106031678	0.79670636108062	0.85652954206414	0.14866568359244	0.779923023690996	1	0.821351904824519	0.769712344358892	-0.0997723387644664	-0.000543011342606062	0.697431460878718	0.895329653339738	0.185200385787389	-0.566743772418924	-0.0443239426004538	0.807263427899868	0.459861489815238	0.189071298811148	0.280104566784154	-0.210688954056291	0.0917117248018962	-0.268491366888109	0.422292915409663	0.86996733623037	-0.452105736273466	0.106887825608735	0.169896603384702	0.811298828066277	-0.267808273398603	0.170034690801393	0.707322937538039	0.850308390288857	0.716185465036662	0.767883652305245	0.833285917607972	-0.0994737032060753	-0.223759713752328	-0.160329831918116	0.597706643037929	0.858292142920849	-0.132767962831353	0.631843438848701	0.636524001094009	0.666262971051913	0.575983094179636	0.191845372907519	0.0326142346155962	0.115115053404489	-0.33282111158548	0.837054904150942	-0.462881641243565	-0.15182527375198	-0.527845337236466	-0.106990996390358	-0.294402129422136	-0.275970466980393	0.234528521415486	0.194033885872191	-0.262124934472982	0.405562097554642	0.620830484071482	0.166704978402536	-0.527719081955081	-0.182195834027953	-0.430249288894648	0.722579418953361	-0.242259544410574	-0.509684699591743	0.176094448625943	-0.266419361293679	-0.298391336220012	0.227676271340075	-0.30131440425615	-0.298720517642496	-0.222819708638294	-0.489311417478986
CD3G	0.829475704849353	0.931722605773047	0.728691770112199	0.631332376608263	0.624512171534822	0.183634958128434	0.828684378622266	0.246921151895428	0.126456336622685	0.324577819436443	0.662844952079471	0.977261649165782	0.198060478085859	0.720280586469891	0.821351904824519	1	0.901414862455409	-0.0796373202467622	0.0617108809657517	0.597275932322327	0.908152500032799	0.389673583854994	-0.67277468134149	0.019097839388413	0.757028703917315	0.514059940395419	0.292427994474591	0.124003009516773	-0.406004442744347	0.0691140872515403	-0.45228469413855	0.299131596084327	0.931508627439972	-0.617420936717391	-0.0207224077235589	0.350590997412708	0.774441191188815	-0.428770278468148	0.394844583448907	0.618381540597901	0.910906161026109	0.619748231584716	0.729034325172556	0.899635545611555	-0.270331412599975	-0.308511987929654	-0.254826612801661	0.535790911080356	0.879560657132919	-0.339750848810372	0.75349744352328	0.647205476271261	0.873491424758489	0.766721957195153	0.524382558313116	-0.016795012445207	0.3158653708759	-0.433626417657853	0.860724202311135	-0.631264840555268	-0.0889352005906114	-0.676258057629436	-0.293215160953925	-0.489127781855994	-0.443026965523917	0.270061204145761	0.161823405669306	-0.487094521747281	0.581945335588373	0.652825607728417	0.114714161489752	-0.667656943997593	-0.278561308420818	-0.602566472781173	0.933493250044816	-0.400257501813349	-0.650488642367051	0.128433335889732	-0.434448339157149	-0.447369753170516	0.0597217870839631	-0.456743243591277	-0.441967852278243	-0.204240436640387	-0.653590053230364
SIRPG	0.834768945681025	0.82175219195877	0.757985320762312	0.708273367989608	0.524987658222762	0.364434730455478	0.779297930155631	0.39426366808817	0.166051997748618	0.349228208294188	0.681771167138622	0.940578542671927	0.315708607813847	0.641510666164417	0.769712344358892	0.901414862455409	1	0.135516709354385	0.152764880779874	0.543923699927574	0.919127799775554	0.262905468384552	-0.51675336789105	0.296517468518425	0.838080089583336	0.586306174686184	0.264266108401436	0.111130773926098	-0.308477061657871	0.147881321485447	-0.253107336802894	0.410233999947905	0.807816285966958	-0.443055724029401	0.163813425364211	0.396637805327751	0.778653405309625	-0.273779319058195	0.345207562346023	0.541549997589024	0.828785071684582	0.714193007493581	0.741140383798207	0.876078236079719	-0.0755040776527388	-0.255042703556073	-0.0891375043600699	0.561874139591204	0.895472365873411	-0.272625611708679	0.650193212615347	0.681881464053456	0.86816372120223	0.81822176561584	0.545710235346627	-0.0512552297737092	0.273189331953388	-0.275197632773818	0.889037910434789	-0.486841018355554	0.0686745845379773	-0.516682403161989	-0.103495999613938	-0.281562951283129	-0.289234634991453	0.355408957640426	0.232720617163403	-0.301229115773048	0.671117786289582	0.70391815451312	0.289023227799248	-0.553649114496771	-0.0519013517883578	-0.466857773243334	0.916114377277437	-0.238039713515892	-0.479903357304273	0.298965541910984	-0.242278676810844	-0.302402927646924	0.253419501628248	-0.338162384598438	-0.247559971346895	-0.154896385707396	-0.504229973552732
ITGB1	0.138680170958389	-0.171705479981837	0.208723323319774	0.425215694837998	0.224068924280216	0.763575867270003	-0.340785677222263	0.843533530197427	0.629660826795204	0.422941722053122	-0.245764279058729	0.00263709772880805	0.756813557491977	-0.272674281403115	-0.0997723387644664	-0.0796373202467622	0.135516709354385	1	0.817996944229923	0.123575560806555	-0.0313339673636603	0.258001481609171	0.651220750260745	0.672317889885054	0.130223602560572	0.662574487434631	0.487443747619109	0.152277622011182	0.357064658242357	0.521274308172116	0.675518622234816	0.634064676225799	-0.103875641968715	0.620329433946102	0.669046284438303	0.228374319807284	0.20977452763377	0.648830996680481	0.596203850171213	-0.252947173561055	0.101063115662955	0.311892879923892	0.263800612032132	-0.214703471746984	0.660251547666166	0.5275641208143	0.779752282096667	0.0422714369698205	0.00208237643523586	0.642405860757644	0.0147974073535973	-0.133929597914543	-0.0777815543573468	0.354906593230594	0.352920796886606	0.346843150847889	0.246662200048484	0.709615387995976	-0.105125800926327	0.535999569591015	0.876842441094161	0.544529908254578	0.440505249314198	0.641119625231423	0.641837977746053	0.647070313041069	0.11798796201968	0.562070083444061	0.466851471426983	0.45581206839746	0.725982754978779	0.173472102912684	0.784384386914666	0.449966995166343	0.075864339561481	0.65214783684232	0.446295666176015	0.77727261546683	0.700443642883776	0.607876128772839	0.706422786254935	0.614139315450783	0.687009132934463	0.579446420213183	0.46510237955062
LRP10	0.275371134635572	-0.0251438247205647	0.184248554484745	0.437503055479479	0.248315638818945	0.803241680255373	-0.224975229467755	0.822779344660421	0.72780651103646	0.328627718467865	-0.206961306815557	0.102350418806384	0.855896450356786	-0.106677936177537	-0.000543011342606062	0.0617108809657517	0.152764880779874	0.817996944229923	1	0.227073479367248	0.0232633458704506	0.28997591859597	0.584529741316549	0.569787797492107	0.2148599348198	0.712695786115042	0.517987505215263	0.193393327056934	0.506606562897026	0.546335223624958	0.61077764199487	0.617344249820734	0.0690930209452133	0.58730501128813	0.74535370348241	0.120989292504613	0.374814979204322	0.71314515040788	0.643357990963877	-0.233365144668422	0.243652138660121	0.392677565693471	0.239880857733773	-0.105592106523348	0.712060022912671	0.61019878774459	0.821665615212945	-0.028208211212663	0.0349414410185321	0.714133976368762	0.0440928579789211	-0.0719205773432579	-0.0680669277972042	0.451133744738811	0.308522771263139	0.374626870455418	0.153475717653798	0.722572189283331	-0.07084281674441	0.530458020587636	0.874571965435316	0.532179354195064	0.413019498407236	0.582113111688231	0.587510037012163	0.812569580238445	0.231120089597367	0.560762728105575	0.557435561795584	0.541470606310217	0.759399781593314	0.0221386090366642	0.719607729316808	0.462890263706963	0.139768160242086	0.73665578190189	0.257642554626185	0.823085583524045	0.686014025030953	0.678631630106284	0.73489957681481	0.682663308528204	0.633966786057409	0.741194694230339	0.422610583117557
PILRB	0.609246847075352	0.71089511841171	0.52085382607175	0.395061920738869	0.502485517665192	0.418877690820289	0.484249455894646	0.277467912363208	0.274257603678317	0.0605633709576076	0.567041478356925	0.657677282229801	0.360983809845153	0.628986543892583	0.697431460878718	0.597275932322327	0.543923699927574	0.123575560806555	0.227073479367248	1	0.687364669909013	0.244629742820756	-0.183086981698989	0.0599444970318666	0.68904365571972	0.566254288926013	0.299593741871376	0.424315306553009	-0.038843752044898	0.303692173996593	-0.0698754676204351	0.604489891524472	0.701201681944784	-0.179832192438832	0.247547400863339	0.30409217969352	0.713412858293555	-0.033841091709069	0.374713544488799	0.6360936691009	0.734324717837452	0.795805982301758	0.797573568027909	0.608356712704917	0.0716846585224691	0.0337709947448427	0.0503798271363278	0.573645310715994	0.623695043609404	0.113198502142885	0.488573306769126	0.378117789105846	0.455227796502627	0.531542069713156	0.129534120857178	0.05238758030799	0.17246290736213	-0.0687738197215758	0.606914540272681	-0.281245065775922	0.0689643029798798	-0.322136329222796	0.0361791278762172	-0.0574576494211377	-0.112257035075072	0.359115829908999	0.198619706697916	-0.0849521791330224	0.444635615843845	0.615448311447172	0.342275621658433	-0.474482082541585	-0.0320073975732533	-0.159662115542515	0.551769103002305	-0.0455535193919844	-0.185548137230264	0.370700687449289	-0.00073070245164841	-0.0584524831631748	0.334887019456523	-0.0341357333421169	-0.0709347851847624	0.189888936200899	-0.362642514572302
CD96	0.84255439779348	0.928497015005104	0.759272668598899	0.581520075323283	0.528847941092695	0.290152456989562	0.87014685374172	0.216290412208431	0.101519667655163	0.172228450473719	0.858660698254237	0.948212008356926	0.196282121346343	0.777533335424954	0.895329653339738	0.908152500032799	0.919127799775554	-0.0313339673636603	0.0232633458704506	0.687364669909013	1	0.230328158089001	-0.632404615973263	0.086992339319042	0.826797721589254	0.496289737790033	0.187934617381519	0.189450972886219	-0.332187972284771	0.159039800359554	-0.34575204660253	0.41406733002437	0.900134744978085	-0.539953364906984	0.0823587814248419	0.393020494730954	0.826302842634135	-0.356278525367042	0.245550980568226	0.768934416045997	0.874357515133765	0.787064601529816	0.778418239050311	0.930776496001748	-0.16266616948332	-0.304054138353539	-0.211638312113575	0.734364452483875	0.952421852539248	-0.259982217215229	0.69446823927736	0.694207089570512	0.827984554410634	0.722417990395655	0.366554655282333	-0.0899940794783044	0.18513498445271	-0.381897730604835	0.96161631943297	-0.572254524292003	-0.108275993669883	-0.616589546114178	-0.158663304008167	-0.352216970857167	-0.373822147108025	0.230166414117162	0.196147362098787	-0.353948775902985	0.542245440218784	0.681681922761779	0.18444578044754	-0.60791252503094	-0.21439580621635	-0.52314389164782	0.875711925244683	-0.332531805374744	-0.529910118777335	0.194395700266358	-0.329637157415066	-0.377058716054849	0.17064812520723	-0.417511398465631	-0.366715646652463	-0.234541517281133	-0.585567476730583
DPP4	0.309676983194615	0.274955634259721	0.66655383407296	0.596198510074374	0.780879704820093	0.113075857160768	-0.0205536808372073	0.521348404072764	0.260384150485515	0.700681834893814	0.0185864193001986	0.391114992556779	0.402933025885941	0.17483661217659	0.185200385787389	0.389673583854994	0.262905468384552	0.258001481609171	0.28997591859597	0.244629742820756	0.230328158089001	1	-0.128831610140705	0.0342213455717498	0.1246022296296	0.51788099352656	0.658626458988966	-0.2427048451049	-0.261469712571501	-0.0295666974657063	-0.213940710989787	0.236324833327779	0.353084102564135	-0.274538899926012	-0.078369018427171	0.543463374613303	0.23941302748493	-0.186078640575618	0.642667855219773	0.212390583532137	0.402245153825984	0.196734073651614	0.467165171825441	0.121406787886996	-0.169278352979832	-0.241532784150868	-0.00832557878703883	0.205235557498721	0.288569624453683	-0.0507123822027681	0.481170170115938	-0.241270558350214	0.394341057612624	0.540648774097177	0.712106570102602	0.15793305706753	0.760644268404761	-0.0620902109787148	0.168383668949945	-0.331182078544541	0.335873913078267	-0.302591944697192	-0.445800354741159	-0.292186157910937	-0.213480901617829	0.238059075634185	-0.31358973386683	-0.338178663994508	0.344942413527321	0.504003089137281	0.0697332535642852	-0.41317194880664	0.050752569308238	-0.407539069983783	0.379032877230274	-0.191059610334105	-0.312493543502203	0.165753273095771	-0.224870446593773	-0.207224076446401	0.026710851380829	-0.158050764930866	-0.220753035751814	0.2706133565771	-0.365013558855524
SORL1	-0.414558552953791	-0.671395923245025	-0.440844832601661	-0.220613015070736	-0.36523846939252	0.445176799209948	-0.724192538491789	0.338751975531445	0.376551025903711	-0.0952347221799701	-0.623730878410662	-0.624434654340509	0.428412051961749	-0.551306245995672	-0.566743772418924	-0.67277468134149	-0.51675336789105	0.651220750260745	0.584529741316549	-0.183086981698989	-0.632404615973263	-0.128831610140705	1	0.471763374975809	-0.330176275892788	0.144591662743729	0.0841522372582938	0.195837610252694	0.700797962339479	0.395063673004198	0.797173369685331	0.258196594956661	-0.620822472357273	0.9217734129347	0.581712749684325	-0.284071998692935	-0.267883447391697	0.851683862018841	0.0883526883406702	-0.65929393654312	-0.463846177574376	-0.146562442532061	-0.289470243417426	-0.700225967809246	0.732131084778998	0.724862219134075	0.784195712185306	-0.460655208175681	-0.618881561015697	0.768101525181916	-0.493460348839099	-0.426453209748482	-0.676698301502114	-0.273645323826349	-0.253421445697132	0.278351264984793	-0.149908917079716	0.865153601183404	-0.667619414173761	0.861121522665709	0.618290242912495	0.884455030636848	0.626579404334625	0.81274288364495	0.77172383389027	0.346550076626814	0.149940713244418	0.810271436233198	-0.07783824635667	-0.143073879131879	0.498799949100472	0.538836420644744	0.721008392132384	0.8615646078633	-0.592210628644637	0.831243005452921	0.736132741159581	0.486943261456599	0.868051893524926	0.837184474296616	0.513636270708879	0.876783075973675	0.850169515669227	0.711458178780594	0.787264597094568
CD46	0.315112656574675	-0.0820639434703661	0.176192037733468	0.400890590342306	-0.0971067422330663	0.603303023008765	0.0142478115018724	0.550821837472192	0.423258238712965	0.161068401685863	-0.0128806456684808	0.10199440293617	0.567118548257192	-0.0198948778730709	-0.0443239426004538	0.019097839388413	0.296517468518425	0.672317889885054	0.569787797492107	0.0599444970318666	0.086992339319042	0.0342213455717498	0.471763374975809	1	0.300508840352995	0.480044426536712	0.303665781125286	0.134605934650012	0.345476981687826	0.469220114244502	0.584220341902304	0.379540931345783	-0.0546128620679406	0.477651960739334	0.608782179812645	0.0217671298552956	0.319710176506178	0.538156257428387	0.208994175290866	-0.204082596364147	0.0477316426049257	0.311554432072482	0.16363038053081	0.0716620885134393	0.588897925043543	0.398054724542607	0.614880741495796	-0.0879787519684511	0.116617682026162	0.373557969619021	-0.0833822582142565	0.183775085900896	0.143487612452741	0.345214572593615	0.233982726457831	0.199775312001346	-0.0437241903415848	0.584162045214933	0.112205494820126	0.428454810984081	0.577566809364946	0.39883174332218	0.518516525205172	0.558405757763925	0.472722829715461	0.526160718510055	0.336429140207525	0.549243510247711	0.37300388781884	0.394611672071262	0.666671700508179	0.215596598931195	0.660876192087512	0.314481160790641	0.149891236021991	0.553287396948014	0.33461161009309	0.563449561776872	0.584969784396614	0.489700129009734	0.625627402510443	0.386339734182684	0.606714594625576	0.459544236296844	0.423683938794588
SLC16A7	0.872983843836163	0.737286034913923	0.61489615904766	0.571975855638257	0.357728785257208	0.545083335562229	0.689699209949289	0.374212185900086	0.270756814213854	0.102245017479413	0.647817778549515	0.806561842679126	0.414762879855731	0.612326754437213	0.807263427899868	0.757028703917315	0.838080089583336	0.130223602560572	0.2148599348198	0.68904365571972	0.826797721589254	0.1246022296296	-0.330176275892788	0.300508840352995	1	0.612053301238642	0.211880275990304	0.220636473352126	-0.0978301419028477	0.232524979591263	-0.0536214244384687	0.451533208248209	0.75609159786157	-0.21517843162581	0.393011504102344	0.157019012507963	0.810081667972494	-0.0284824632107112	0.223698153455277	0.484554976012811	0.802987739160334	0.801474964494638	0.72146947014653	0.793505421551779	0.159073664950803	-0.0494643140257568	0.0777656960227032	0.430401618595208	0.814305089486453	-0.0366099124031143	0.421185815402244	0.678493487033633	0.677240644278149	0.69739558199727	0.282293805466897	-0.0710119862655429	0.0326934766985324	-0.129243384491789	0.817386958052391	-0.286553086773223	0.125300207963291	-0.324940011666832	0.126965658618805	-0.0534414017832749	-0.154331314950745	0.492282922297336	0.403638060885967	-0.0786694809964037	0.715277791154497	0.659081272214518	0.487318791025719	-0.482336935249001	0.0555428266657132	-0.22629939088174	0.763899987280796	0.00843606288874433	-0.313928177581434	0.481691164432171	0.00638034877743374	-0.0721031339162581	0.501514734563169	-0.0796806983070447	-0.0325921885677192	0.0707198043058962	-0.338317215933778
CD47	0.60364961392731	0.470390821126793	0.608651066104368	0.673122994286823	0.541269369266482	0.794006074315267	0.226403655906578	0.811727577685764	0.541542492089043	0.4447806610102	0.220461098520603	0.582819192192386	0.826711366710052	0.341785391863244	0.459861489815238	0.514059940395419	0.586306174686184	0.662574487434631	0.712695786115042	0.566254288926013	0.496289737790033	0.51788099352656	0.144591662743729	0.480044426536712	0.612053301238642	1	0.624207852384468	0.254676052506548	0.161074877416445	0.467332000228182	0.239833756937818	0.597298918982873	0.521435814501939	0.181409577429495	0.64919046507628	0.311487367455276	0.728944423471708	0.372707234158846	0.696343425229371	0.176830044136257	0.627031639763764	0.624502329837161	0.705530549948163	0.354240753793765	0.472415150431557	0.23874771348268	0.535732881216019	0.286860027538161	0.515454285571527	0.36694550146004	0.529710518189415	0.26047519955818	0.427296458742476	0.701711046158454	0.479386248931558	0.138340422130383	0.367541992804018	0.343944248131386	0.395272779932369	0.0507477005096079	0.647576880599485	0.038220180814069	0.192509156707285	0.267848074767043	0.160214211156792	0.621272577568628	0.248959699668242	0.204021515553206	0.692698359808657	0.699307627100081	0.762784639705891	-0.412034065553652	0.424835978485714	0.0585158171006742	0.595425928624772	0.366245443972124	-0.0952284301384047	0.801641057150164	0.351886573111084	0.350924320491603	0.69214331273918	0.327162059411608	0.317352249014506	0.497695110440349	-0.063916356372819
FAS	0.353893657586747	0.200043018165233	0.536609763026436	0.722863182504688	0.620218138878303	0.303854133939155	-0.0688596573099606	0.614368365056203	0.304356461184286	0.694853046234156	-0.0354756560912552	0.348380138024535	0.555174550044797	0.0695545753604617	0.189071298811148	0.292427994474591	0.264266108401436	0.487443747619109	0.517987505215263	0.299593741871376	0.187934617381519	0.658626458988966	0.0841522372582938	0.303665781125286	0.211880275990304	0.624207852384468	1	-0.215690820859218	0.0174811011903086	0.0253626988535962	0.00854303134703369	0.302792107938895	0.184227635575256	-0.0388426234641661	0.180615481015275	0.417365630733508	0.340911419304689	0.0792196795894814	0.740450211241863	0.0680046030510069	0.291814562859651	0.167163357849484	0.460106014436902	0.110554100913504	0.0843835068199451	-0.0965288702652885	0.211609949649061	0.0453886864707446	0.241166999550863	0.160359733006848	0.289313829642502	-0.216914508223182	0.375980050887692	0.436860204277033	0.686960549469909	0.0348904819114606	0.601810991716253	0.195856362736405	0.109561066950237	-0.148950666378659	0.434085052732162	-0.136329905313679	-0.266729896086782	-0.0840045837437417	-0.0459213053791607	0.524869443879527	-0.319714776977448	-0.0979076949940983	0.412382910761718	0.521821423315464	0.313598729863292	-0.396908671773832	0.234674693682423	-0.1344870551946	0.382470198075006	0.0611175859856314	-0.271625516429947	0.348247397836524	0.0307329637084745	0.0708374225584553	0.277090122007637	0.0713787563028474	-0.0116719480200816	0.318651353408593	-0.198954707841211
DIP2A	0.256727125914816	0.292634246545535	-0.192614818595697	-0.221955642576039	-0.207449564498683	0.398987264267769	0.247846265778444	-0.000360226230937534	0.272176812218126	-0.47670894547238	0.188382423065512	0.125625254923297	0.17662344853635	0.276953905900274	0.280104566784154	0.124003009516773	0.111130773926098	0.152277622011182	0.193393327056934	0.424315306553009	0.189450972886219	-0.2427048451049	0.195837610252694	0.134605934650012	0.220636473352126	0.254676052506548	-0.215690820859218	1	0.332643926970322	0.445499054333159	0.355393043279716	0.327665491998658	0.304338807669611	0.338943935232615	0.47012248229938	-0.374665162394957	0.426294716359674	0.403247876229618	-0.0526257123290206	0.0925153388086874	0.298084977715169	0.361268280692132	0.207851744913928	0.172692719067633	0.43428443751178	0.585812963721902	0.41451059682466	0.091802028673555	0.0958716194880496	0.332054829950313	0.219713708348875	0.485118506977289	-0.0636583270154474	0.0215528411415033	-0.432427598176409	0.31118060748625	-0.351635024561958	0.284982175184172	0.142622257877176	0.349616926618417	0.079986243657649	0.245608603560284	0.610369577385053	0.413210095312553	0.392996324519956	0.128890704650702	0.606370148156838	0.47247283050141	-0.00704515498997689	0.13988085599732	0.419035894327021	0.143399828053402	0.209875612327705	0.324341500456196	0.083959039231224	0.372423518611895	0.215850295088171	0.302630281620019	0.424756395451003	0.367656228721059	0.433391973569105	0.367915958319253	0.447806766170354	0.197317097849601	0.276057804206442
ADCY7	-0.146337139910042	-0.314135489802985	-0.335224548833575	-0.205255542652706	-0.422690078115528	0.442397706121439	-0.299932820355572	0.123961369339904	0.273143838976002	-0.338217705196067	-0.220582956262097	-0.357387208571105	0.443440714306131	-0.0794787785795252	-0.210688954056291	-0.406004442744347	-0.308477061657871	0.357064658242357	0.506606562897026	-0.038843752044898	-0.332187972284771	-0.261469712571501	0.700797962339479	0.345476981687826	-0.0978301419028477	0.161074877416445	0.0174811011903086	0.332643926970322	1	0.388209630582249	0.601757974501684	0.219501356866636	-0.330206729647831	0.761158218576406	0.666073278315796	-0.415249108616703	0.117073967290972	0.817368992330759	-0.0828995340896607	-0.371356649637729	-0.282908969431814	0.0129908394038932	-0.253019495294239	-0.320802604607457	0.75158231823049	0.644642949485031	0.703149544950846	-0.375954768408881	-0.34331641995634	0.709200655973861	-0.269162190695673	-0.101077199800885	-0.462522977770534	-0.185803818577365	-0.405380669872664	0.105791752695579	-0.246872973584573	0.759715950065594	-0.359767106377557	0.692019075865061	0.345802678719363	0.694543720290617	0.590878992950631	0.649138941079122	0.557347238243374	0.347648244122075	0.269447504043555	0.749426768509587	-0.086829041808022	-0.0419877263252567	0.472124626406685	0.237074792376618	0.455328584322616	0.817499072196461	-0.40183653989643	0.795330251421787	0.333106523327515	0.444046175212017	0.758219771254728	0.829595444625656	0.507733067320936	0.798780544694723	0.664348588013264	0.615937760152051	0.603366242665284
