""	CD2	CD3D	KLRB1	CCR4	CCR5	CD247	CD3G	KLRD1	CD8A	CD8B	KLRK1	SIRPG	CD47	CXCR4	ITGAL	SELL	FAS	PTPRA	TNFRSF14	ADGRE5	LAG3	S1PR4	CD4	CD226	SLC16A7	PTGER4	ITGB2	TSPAN5	CD69	PILRB	TSPAN14	SMAP1	CD44	ERAP1	PTPRC	ITGB1	BTN3A2	TFRC	HAVCR2	CD74	IFITM1	BTN3A3	CANX	LPP	CD81	ITGA4	SORL1	CD46	CD163	C1QBP	TNFRSF1B	APLP2	CD63
ITGAL	0.496090441119787	0.544456650408423	-0.000223666139092223	0.576773959353543	0.398080026028491	0.474337221173815	0.560205993814997	0.140269731885535	0.327355377587903	0.324757571318602	0.282892611560759	0.60492459026873	0.482473955650175	0.210919431984538	1	0.0691950934369989	0.661541279120874	0.632419741615878	0.520042159076888	0.592793113696391	0.366339374923228	0.297491617153233	0.421722244293119	0.224400417246058	0.36993672254606	0.192369724468387	0.475777132818588	0.486654290058506	0.116477816343642	0.352869669602487	0.435271767882597	0.534366516576876	0.430229837298716	0.470146817369882	0.650580860865269	0.509418027321105	0.632967814721572	0.488876416960889	0.55962966671985	0.429320445082006	0.310055248400849	0.397772224174277	0.382254194482468	0.390607923643097	0.463688317929041	0.626057010178459	0.152635459374636	0.436465492018468	0.158968522760727	0.308850226218888	0.619033466403385	0.374988549886136	0.352269972530256
SELL	0.19476462752809	0.215157710457029	0.803738616187577	0.403110047531674	-0.512296631962071	0.476966429765697	0.276971694533462	-0.369776802907394	-0.53770975346261	-0.464679293661258	-0.467930723487334	0.233357770613093	0.332910520684206	0.800329106224052	0.0691950934369989	1	0.183355395465227	0.0514011379272868	0.333967933064672	0.125768706098397	-0.453350781353229	0.533603575410052	0.530122026375849	0.572225650886395	0.342180687925686	0.758357633739986	0.0432501330494168	0.418976051088763	0.830749712158036	-0.297073528190779	0.54318409696885	0.594538078343603	0.525513421725768	0.0607450675453497	0.280035914503612	0.515681467524647	0.0420482559316553	0.239362979114797	-0.151107404289061	0.0652221267993776	0.0357215796444796	0.00898011681857012	0.207203246837828	0.13864126671856	0.145646208265769	0.349060335652567	0.4725612077912	0.310898475048675	-0.00432670194516461	0.385432949394584	0.354705170554265	0.146276111561795	0.0975921080369061
FAS	0.495643774943713	0.478946767671603	-0.00499116902808347	0.697644300286714	0.227284056647185	0.466720781745362	0.495051655357027	-0.0539053571587684	0.185334343846591	0.173627750121367	0.127347600815644	0.671190846554842	0.5178897016777	0.259706710786933	0.661541279120874	0.183355395465227	1	0.642903100525346	0.526512713518165	0.453093110698233	0.264442099716575	0.25518054277685	0.498826725463181	0.366681101830135	0.380677018376743	0.272347136777189	0.356324587189615	0.634742480138694	0.19439113490808	0.345730799794738	0.478822265910148	0.489572110881996	0.52603987599831	0.417164367504014	0.604566566563172	0.583266112337715	0.549007027601562	0.547954336129672	0.478029482978814	0.377409390672724	0.222918959191203	0.413240997758122	0.4513894696636	0.518092844176216	0.429718131835152	0.597979095502454	0.157008084367465	0.478374876939037	0.157658243857024	0.217336132306169	0.691879942921607	0.391757926115021	0.342855481172002
PTPRA	0.639954470091215	0.641326664855105	0.0150237232677895	0.573087343046666	0.450607880645219	0.488596480232666	0.623576027689646	0.147451338295773	0.360185794249284	0.313874474366774	0.269846869684356	0.707234203375126	0.594554031063543	0.0528229803447687	0.632419741615878	0.0514011379272868	0.642903100525346	1	0.579490572196369	0.539268162736751	0.345267562807272	0.360253803384146	0.491784629830509	0.330815375434974	0.32997169759805	0.10916531577978	0.572558971043329	0.644006033403311	-0.0192121777087035	0.43026667070446	0.403576872246056	0.534805337350709	0.491965693197524	0.52178135461596	0.752869883486435	0.688331556870445	0.475525461510844	0.606431506173123	0.64085909890161	0.528514380701045	0.452948684342925	0.476621313893108	0.535825572754013	0.55268179927027	0.572468229071023	0.74248374748349	0.152169578506957	0.596987178710397	0.239065135737849	0.392794676902152	0.66214942879617	0.479080291252403	0.573056874185927
TNFRSF14	0.507385002415307	0.536007637899697	0.244869263504683	0.578889818988228	0.0498910290171729	0.496964356771248	0.544960589422617	-0.102574437944777	-0.0642949370453511	-0.0311355837726629	-0.0856934651213783	0.60069297477664	0.649280452636129	0.334684023720981	0.520042159076888	0.333967933064672	0.526512713518165	0.579490572196369	1	0.349485324716436	-0.0387487402628122	0.515322304603444	0.680419172350711	0.509743114289501	0.381951834020407	0.329528264454233	0.461096857653383	0.562654603135264	0.258903544476293	0.259164652744401	0.633886326272974	0.703042486017987	0.646706060210996	0.394060226973942	0.616006814225374	0.624187657320098	0.423209742915914	0.661295613165522	0.442051538530527	0.440949026191835	0.285086603614507	0.457058266192895	0.564822041912304	0.601072315825675	0.503689211125953	0.675276303389716	0.446440422803023	0.66300713970598	0.33897782931598	0.364239750386373	0.745400840710856	0.497646373303226	0.466140799765199
ADGRE5	0.595720871921586	0.58335302115441	0.12822223850011	0.414667416878773	0.491548805060343	0.503112027581572	0.595602216914296	0.34554567780308	0.509544229046347	0.527087403257653	0.518035098347625	0.522559387377689	0.24637381136253	0.261382234240653	0.592793113696391	0.125768706098397	0.453093110698233	0.539268162736751	0.349485324716436	1	0.500509775059906	0.23910496982393	0.185854465187106	0.0950044236495167	0.308837006205124	0.357618550073955	0.242275477813647	0.45438977688788	0.214523964324871	0.256180367996046	0.192252917085004	0.323362493903714	0.226050806594005	0.355273035091897	0.649849133836033	0.488836137740315	0.612240326713433	0.229220659179291	0.393037679783827	0.159860763781034	0.423704656482189	0.469601147911117	0.129027302614569	0.116311879595287	0.219803541307009	0.457570950671111	-0.0425604438824611	0.397490822126637	-0.0745671750931365	0.166222926037341	0.386964777924615	0.0867490444367314	0.108803254457747
LAG3	0.461070352370734	0.412975081048225	-0.392275105701394	0.0899482240321062	0.69606416316714	0.173616082942279	0.30902963223403	0.59624831630331	0.813359709515802	0.753327861583393	0.769224827518424	0.273598600073194	0.00341506669822956	-0.393126052356811	0.366339374923228	-0.453350781353229	0.264442099716575	0.345267562807272	-0.0387487402628122	0.500509775059906	1	-0.126540964166675	-0.246863502569733	-0.31261801980648	-0.0584179927332235	-0.264351722635038	0.116482096753678	0.110395255173532	-0.436700479410967	0.304885866484485	-0.240082775948214	-0.199189458841372	-0.212131983697287	0.329036707211692	0.382528987843529	-0.0231337869634506	0.465267059158921	-0.05950308754686	0.450238254770686	0.0319158912971903	0.430028380985921	0.413739983489618	-0.11942451472164	-0.0616520211822469	0.0230639105906939	0.154375073578702	-0.3908945059617	0.137886912803285	-0.163557026913541	-0.159339629697582	0.00494326433260459	-0.113019872319218	-0.0668661622014208
S1PR4	0.524891913386271	0.628810961833636	0.61453041713591	0.311117770548227	-0.128959639994297	0.574214793518748	0.616317484609866	0.0109120679426953	-0.243742433493448	-0.0843116142758661	-0.183022374709076	0.410156363834743	0.563542551827174	0.394002276326057	0.297491617153233	0.533603575410052	0.25518054277685	0.360253803384146	0.515322304603444	0.23910496982393	-0.126540964166675	1	0.553334365379991	0.635009849160727	0.481522500611155	0.389814147944323	0.34575198488007	0.467787636360341	0.341859972426615	-0.171106066025255	0.429776588562952	0.646907958264557	0.430325668099033	0.275147664658635	0.637963404018873	0.664664275334629	0.16383586991187	0.245514838495335	0.109681134176193	0.287184546192953	0.519895163277081	0.182464399658623	0.2951907038393	0.13337150528613	0.34220231961767	0.602872572730722	0.333356294588727	0.544159970328509	0.0366388649870048	0.476816690117962	0.448916783135831	0.24357522453219	0.309657483255253
CD4	0.2933048803039	0.351449855619993	0.405895593448401	0.536414437046641	-0.218899351117527	0.393924689509186	0.370225966301748	-0.348587994774896	-0.396745181894743	-0.372950901332148	-0.413745121154432	0.48988340101533	0.68485034198226	0.397938773171522	0.421722244293119	0.530122026375849	0.498826725463181	0.491784629830509	0.680419172350711	0.185854465187106	-0.246863502569733	0.553334365379991	1	0.643052482001122	0.359658837161189	0.405562570635683	0.65709203346487	0.519061747644529	0.387727253860006	0.163699110422302	0.729567177292367	0.814996349605247	0.723384012803976	0.430547733488976	0.489139278817688	0.771207897654015	0.147353484359001	0.73969036643577	0.49707066800787	0.694305683961742	0.13713783163621	0.138497363920214	0.750292267867662	0.658016819097885	0.714669485487998	0.740682701170301	0.732053736970027	0.644791947312292	0.611234000017786	0.629891184563744	0.836988098821941	0.739390163709903	0.661594999837574
CD226	0.378306792988051	0.36559907446875	0.615001005416873	0.415029922368646	-0.305755108668608	0.491108003267357	0.468563608712387	-0.246818403829969	-0.380459419912288	-0.339534285528198	-0.394241870686932	0.420175536214254	0.626408959920682	0.428368228884439	0.224400417246058	0.572225650886395	0.366681101830135	0.330815375434974	0.509743114289501	0.0950044236495167	-0.31261801980648	0.635009849160727	0.643052482001122	1	0.506496181094295	0.471005348042324	0.314091458854182	0.44924922987169	0.415841187611781	-0.0862560760951454	0.608115506038708	0.591965507583172	0.544390852553233	0.334750026472419	0.498390554632658	0.639769618837373	0.062945694265251	0.375385100610626	0.130133234184691	0.307343394839805	0.226569758489555	0.117893931467825	0.424942153036716	0.391336591660685	0.370361440468745	0.548422329221602	0.520635819768909	0.537112857359678	0.207619612728621	0.422103205829462	0.536674321523679	0.345861127786136	0.34453705354892
SLC16A7	0.352672097770856	0.363952743288939	0.405138754305773	0.369763032736693	0.0112750650859991	0.442718742579264	0.438897489061758	-0.0346599493573622	0.00292191865970607	0.0790636600022446	-0.0663030695747986	0.412439254705456	0.423441213840429	0.369951194387049	0.36993672254606	0.342180687925686	0.380677018376743	0.32997169759805	0.381951834020407	0.308837006205124	-0.0584179927332235	0.481522500611155	0.359658837161189	0.506496181094295	1	0.390893111159078	0.175553113088856	0.464673164521562	0.343542600070655	0.0310090535869807	0.380987244095142	0.419647964979673	0.29295603330046	0.451381995951896	0.470668486568634	0.454617896203581	0.286279496471074	0.166489776018131	0.0716939033238471	0.147219442078305	0.207361597374043	0.183510838523138	0.189879956329057	0.221654564758175	0.210368130242131	0.501869289789094	0.165473543899885	0.419662421479558	-0.050885767637948	0.299796248779762	0.358534341027297	0.116520956168481	0.109733593018718
PTGER4	0.224822161597483	0.224854870633872	0.618106707160075	0.423669505487392	-0.263967358950421	0.467057919789215	0.310741143983758	-0.197916854430913	-0.276353836561968	-0.223815262757331	-0.176746853220108	0.231370052358106	0.191340902243268	0.886147370281032	0.192369724468387	0.758357633739986	0.272347136777189	0.10916531577978	0.329528264454233	0.357618550073955	-0.264351722635038	0.389814147944323	0.405562570635683	0.471005348042324	0.390893111159078	1	0.0549366751821791	0.424016540608715	0.897864690185148	-0.181359996945593	0.531533943532826	0.514029563046616	0.552117451414325	0.0235264594309401	0.319509704409871	0.506192751797655	0.228068739606602	0.243114063902944	-0.0189457964117617	0.0427944336343277	-0.0313312666280082	0.111570538892711	0.203221655568648	0.132113475199528	0.156014460596916	0.321566777734932	0.401099653163859	0.252818854436604	0.00678616833442517	0.298852701032669	0.372406522078577	0.13264159776037	0.0681992927668863
ITGB2	0.21959607095167	0.271814597034221	-0.0253624253636947	0.225673320219443	0.244822454567627	0.147698804355212	0.219118131437951	-0.0216211847192384	0.0348864083543081	0.00718779594737058	-0.0055200384938813	0.308403478419392	0.553116827445153	-0.0115905617890691	0.475777132818588	0.0432501330494168	0.356324587189615	0.572558971043329	0.461096857653383	0.242275477813647	0.116482096753678	0.34575198488007	0.65709203346487	0.314091458854182	0.175553113088856	0.0549366751821791	1	0.291045403967137	-0.0380917818068331	0.271707835426275	0.437448129940287	0.580866420182654	0.500572186280042	0.502670266290178	0.488798986217983	0.625727708564281	0.222608072127667	0.606677847133701	0.811010295990452	0.94300450460035	0.236243190122499	0.205562554566627	0.814541016384214	0.501810144422054	0.942761712004696	0.689347013435324	0.506563478206466	0.531485591257428	0.738519456135762	0.814364762038499	0.579279811250947	0.834360618321645	0.833647376996882
TSPAN5	0.621243431455366	0.649731401236234	0.313624689045735	0.687880465615809	0.125721722327177	0.620543047928023	0.626172137657132	0.0285785848717776	0.110216761181863	0.153051935243805	0.0842641543755957	0.727786165075256	0.512518105687919	0.460132699172832	0.486654290058506	0.418976051088763	0.634742480138694	0.644006033403311	0.562654603135264	0.45438977688788	0.110395255173532	0.467787636360341	0.519061747644529	0.44924922987169	0.464673164521562	0.424016540608715	0.291045403967137	1	0.393530752201723	0.00146964693075178	0.456445072572724	0.594552172177786	0.521921978273195	0.423673941432955	0.671794328066711	0.683031040102553	0.496234693801974	0.436201182456912	0.304813000641578	0.27041859337083	0.316761886388742	0.312053457532117	0.358935318283348	0.380077472813761	0.341101801299436	0.658089278864	0.214665723426857	0.560809961885689	0.037224533966232	0.264694766924882	0.626575860924773	0.250792973603251	0.287690631262612
CD69	0.066609763083371	0.114541686935489	0.640403003923845	0.381170404954144	-0.434165976198986	0.371167303945334	0.169653163108403	-0.330673237677989	-0.430884622073162	-0.347799244281547	-0.315080792317561	0.138351367983847	0.127647722559831	0.962338143842272	0.116477816343642	0.830749712158036	0.19439113490808	-0.0192121777087035	0.258903544476293	0.214523964324871	-0.436700479410967	0.341859972426615	0.387727253860006	0.415841187611781	0.343542600070655	0.897864690185148	-0.0380917818068331	0.393530752201723	1	-0.275991629436709	0.508005082877784	0.517809356342453	0.537652797208461	-0.0706927170466427	0.165562023596748	0.412983452624621	0.157237531639443	0.196484883351331	-0.162083356893286	-0.0193674251301542	-0.135743004907858	-0.0395091270380263	0.157189522569343	0.0772222279842729	0.0787034305769419	0.217002304263085	0.406262385152757	0.151956357691317	-0.0277441776994204	0.280948716823855	0.305637948924907	0.0814824246095911	0.0328677025238336
PILRB	0.125583147279428	0.0730583463118714	-0.292017090762129	0.197459652967448	0.322910419216234	0.010199590571284	0.0814016719075624	0.0661852658108139	0.288640231286039	0.167933022851271	0.159138646464341	0.224302199256817	0.218487213562975	-0.284016946528955	0.352869669602487	-0.297073528190779	0.345730799794738	0.43026667070446	0.259164652744401	0.256180367996046	0.304885866484485	-0.171106066025255	0.163699110422302	-0.0862560760951454	0.0310090535869807	-0.181359996945593	0.271707835426275	0.00146964693075178	-0.275991629436709	1	0.213816046516135	0.122519539179269	0.201929681640474	0.287764988082049	0.183470905663005	0.0938448459776759	0.176092697038496	0.446475170243938	0.448077735208178	0.289842998797625	-0.0278625124371409	0.282130510514571	0.32597516269098	0.526099736115466	0.276411151418123	0.234351161854902	0.0886339032802415	0.270141230570416	0.276345022767867	0.0345039681118886	0.332028366911732	0.313941869577816	0.284956312354429
